InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
63.0;?;-430.0;347.0;-50;-66.0
77.0;-16.0;-505.0;153.0;-52;-87.0
?;?;-587.0;-62.0;-52;-112.0
63.0;90.0;-622.0;?;-48;?
41.0;163.0;?;-308.0;-45;34.0
42.0;244.0;-508.0;-256.0;-45;145.0
77.0;97.0;-467.0;-167.0;-46;142.0
187.0;23.0;?;-118.0;?;63.0
191.0;-102.0;-569.0;?;-46;-82.0
231.0;-195.0;?;-396.0;-45;-148.0
203.0;-142.0;?;-668.0;-45;?
204.0;-44.0;-494.0;?;-45;9.0
217.0;71.0;-473.0;-788.0;-45;86.0
241.0;83.0;-505.0;-715.0;-46;29.0
252.0;30.0;-527.0;-772.0;-45;21.0
233.0;-28.0;-553.0;-904.0;-45;?
190.0;-80.0;-505.0;-923.0;-46;-96.0
188.0;-78.0;-497.0;-851.0;-46;-80.0
?;5.0;?;-727.0;-46;-46.0
193.0;48.0;-479.0;-529.0;-46;-67.0
194.0;121.0;-491.0;?;-46;?
196.0;138.0;-491.0;-175.0;-46;-97.0
177.0;123.0;?;?;-47;-43.0
184.0;81.0;-495.0;236.0;-47;-111.0
174.0;?;-474.0;470.0;-47;-23.0
?;349.0;-450.0;664.0;-47;-43.0
165.0;685.0;-426.0;831.0;-46;97.0
164.0;?;?;961.0;-46;?
150.0;28.0;-501.0;1085.0;-46;-300.0
145.0;50.0;-460.0;1142.0;?;-142.0
129.0;-61.0;-447.0;1129.0;-46;17.0
107.0;-129.0;-464.0;1041.0;-46;65.0
?;-182.0;?;996.0;-46;?
?;-129.0;-540.0;?;-46;11.0
122.0;?;-533.0;636.0;-46;9.0
133.0;?;-484.0;?;-47;55.0
141.0;175.0;-488.0;498.0;-45;187.0
165.0;?;-473.0;277.0;-43;194.0
?;?;-529.0;-12.0;-39;139.0
?;318.0;-528.0;-274.0;?;-2.0
?;?;?;-442.0;-34;13.0
?;?;?;-487.0;-31;148.0
180.0;609.0;-448.0;?;-34;148.0
182.0;621.0;-466.0;-517.0;-41;?
169.0;534.0;-479.0;-428.0;?;-22.0
155.0;?;-534.0;-283.0;-60;25.0
155.0;266.0;-554.0;-164.0;-63;?
145.0;?;-504.0;-44.0;-61;26.0
127.0;161.0;-499.0;82.0;-60;-11.0
?;253.0;-477.0;111.0;-60;?
161.0;554.0;-468.0;76.0;-61;-10.0
187.0;483.0;-473.0;96.0;-61;111.0
188.0;?;-514.0;85.0;-61;?
172.0;104.0;-517.0;?;-61;?
160.0;160.0;-458.0;25.0;-61;-138.0
144.0;137.0;-474.0;?;-61;-11.0
?;?;?;-121.0;-60;-123.0
151.0;54.0;-451.0;-131.0;-60;?
153.0;73.0;-456.0;-255.0;-60;-49.0
144.0;45.0;?;-345.0;-59;-118.0
138.0;-85.0;-470.0;?;?;?
121.0;?;-430.0;?;-59;-74.0
106.0;126.0;-432.0;-199.0;-59;6.0
104.0;?;-408.0;-116.0;-59;-88.0
118.0;-1.0;-403.0;-165.0;-59;-166.0
96.0;-27.0;-413.0;-253.0;-59;-122.0
?;-108.0;-401.0;-268.0;-59;-71.0
115.0;-76.0;-407.0;-252.0;-58;36.0
116.0;30.0;-409.0;-143.0;?;-2.0
98.0;38.0;?;-156.0;-58;-77.0
?;-1.0;?;-112.0;-58;-29.0
93.0;-3.0;-400.0;?;-58;?
83.0;-36.0;-390.0;?;-58;?
81.0;?;-420.0;123.0;-58;-2.0
89.0;-21.0;?;171.0;-58;-65.0
96.0;?;-410.0;84.0;-58;-77.0
95.0;3.0;-412.0;87.0;-58;-96.0
90.0;25.0;-418.0;?;-58;-88.0
82.0;12.0;-409.0;42.0;-58;-63.0
95.0;5.0;-400.0;53.0;-59;-25.0
96.0;2.0;-373.0;?;-59;-30.0
?;?;-397.0;66.0;-58;-48.0
91.0;50.0;-418.0;48.0;-58;-55.0
98.0;58.0;-424.0;?;-58;-75.0
?;78.0;-440.0;46.0;-59;-78.0
69.0;120.0;-431.0;15.0;-59;-48.0
?;139.0;-431.0;36.0;-59;-29.0
82.0;124.0;-420.0;52.0;-59;-30.0
?;?;-420.0;?;-59;-28.0
98.0;60.0;-391.0;64.0;-59;-35.0
104.0;74.0;-410.0;30.0;-59;?
?;100.0;-401.0;-24.0;-59;-68.0
?;?;-425.0;-34.0;-59;-65.0
84.0;121.0;?;3.0;-59;-49.0
73.0;?;-376.0;?;?;-26.0
70.0;135.0;?;?;-59;-21.0
?;154.0;-392.0;129.0;-59;-40.0
88.0;131.0;-382.0;101.0;-59;-29.0
?;121.0;?;74.0;-59;-44.0
92.0;?;-398.0;45.0;-59;-65.0
?;119.0;-396.0;53.0;-59;?
69.0;129.0;-392.0;48.0;-59;?
84.0;?;-390.0;95.0;-59;-47.0
86.0;117.0;?;155.0;-59;-18.0
91.0;107.0;-400.0;104.0;-60;-31.0
87.0;102.0;-380.0;?;-59;-29.0
76.0;141.0;-389.0;69.0;-59;-27.0
71.0;124.0;-383.0;96.0;?;-36.0
75.0;?;?;?;-59;?
89.0;117.0;-405.0;?;?;-33.0
92.0;132.0;-416.0;92.0;-59;?
89.0;?;-415.0;77.0;-59;-6.0
92.0;?;-408.0;88.0;-59;-23.0
90.0;93.0;-415.0;?;-59;-44.0
94.0;104.0;?;78.0;-58;?
?;111.0;-436.0;70.0;-58;-47.0
?;?;?;54.0;-58;-57.0
?;119.0;-434.0;?;?;?
104.0;131.0;-429.0;72.0;-57;-87.0
113.0;159.0;-449.0;118.0;-57;-112.0
117.0;?;-481.0;119.0;-57;-149.0
132.0;127.0;-510.0;131.0;-57;-184.0
?;132.0;-496.0;?;-56;-185.0
125.0;?;-475.0;81.0;-56;-183.0
129.0;139.0;-458.0;?;?;-169.0
140.0;137.0;-479.0;100.0;-56;-95.0
134.0;?;-487.0;74.0;-56;-132.0
137.0;160.0;-477.0;133.0;-56;-121.0
?;162.0;-488.0;243.0;-56;?
142.0;178.0;-531.0;?;-56;-112.0
150.0;162.0;-588.0;549.0;-55;-137.0
156.0;156.0;?;618.0;-55;-62.0
?;168.0;?;?;-55;?
191.0;178.0;-576.0;512.0;-55;39.0
?;230.0;?;423.0;-56;83.0
?;275.0;-600.0;323.0;-56;188.0
244.0;360.0;-618.0;?;-56;123.0
271.0;?;-556.0;?;-59;?
?;551.0;-548.0;681.0;?;108.0
301.0;724.0;-527.0;781.0;-61;89.0
70.0;?;-552.0;1337.0;-7;-366.0
185.0;-39.0;-479.0;1061.0;-6;?
?;30.0;-475.0;708.0;-6;?
188.0;8.0;-489.0;426.0;-6;-203.0
220.0;110.0;?;110.0;-6;?
249.0;581.0;-478.0;31.0;?;-291.0
?;726.0;-480.0;113.0;-6;?
?;199.0;-449.0;131.0;-6;-200.0
167.0;100.0;?;221.0;-6;-230.0
171.0;145.0;?;325.0;-6;?
168.0;-6.0;-413.0;390.0;-6;-166.0
147.0;-36.0;?;424.0;-6;-95.0
146.0;-89.0;-409.0;?;-6;-106.0
148.0;?;-414.0;577.0;?;-127.0
126.0;-18.0;-426.0;?;-6;-191.0
122.0;16.0;-476.0;660.0;-6;?
115.0;?;-477.0;676.0;?;-168.0
112.0;523.0;?;593.0;-5;-203.0
121.0;748.0;-436.0;526.0;-4;-60.0
129.0;512.0;-733.0;366.0;-4;27.0
132.0;-160.0;-741.0;227.0;?;123.0
145.0;-130.0;-768.0;115.0;0;2.0
144.0;?;-753.0;-3.0;2;-38.0
135.0;-353.0;?;-46.0;?;154.0
100.0;-258.0;-646.0;-29.0;13;121.0
264.0;-66.0;-614.0;47.0;18;73.0
429.0;-115.0;-554.0;400.0;19;33.0
482.0;?;-482.0;392.0;?;9.0
?;-59.0;-462.0;-111.0;19;6.0
448.0;81.0;?;-455.0;18;2.0
379.0;333.0;-421.0;-493.0;?;34.0
339.0;?;-401.0;?;14;128.0
?;568.0;-363.0;-417.0;?;162.0
281.0;572.0;?;-232.0;6;141.0
260.0;427.0;-371.0;?;2;118.0
217.0;?;-411.0;102.0;-3;132.0
172.0;238.0;-455.0;178.0;-7;?
168.0;?;-479.0;?;?;126.0
144.0;37.0;-470.0;305.0;-12;148.0
136.0;?;-419.0;384.0;-13;?
133.0;?;-443.0;511.0;-12;243.0
?;1664.0;-655.0;626.0;?;104.0
152.0;422.0;-756.0;?;-10;-40.0
193.0;356.0;-714.0;653.0;?;-48.0
163.0;-435.0;-842.0;603.0;-8;81.0
89.0;39.0;-767.0;606.0;-6;112.0
86.0;-37.0;-657.0;610.0;-6;81.0
?;?;?;552.0;-6;59.0
447.0;41.0;-608.0;406.0;-6;?
460.0;120.0;?;82.0;-6;117.0
?;183.0;-495.0;-459.0;-6;121.0
481.0;98.0;?;-968.0;?;27.0
?;-28.0;?;-1224.0;-6;?
?;15.0;-440.0;?;-6;-135.0
288.0;114.0;-440.0;-1316.0;-6;-95.0
250.0;195.0;-420.0;-1334.0;?;?
222.0;70.0;-388.0;-1296.0;-7;?
229.0;?;-363.0;-1208.0;-7;-8.0
213.0;121.0;?;-1020.0;-7;-23.0
174.0;32.0;-531.0;?;?;-82.0
169.0;-69.0;?;-641.0;-8;-57.0
152.0;168.0;-504.0;-463.0;-8;?
126.0;?;-676.0;-354.0;-7;132.0
?;?;-685.0;?;-5;287.0
?;?;-659.0;113.0;-3;366.0
196.0;563.0;-733.0;301.0;1;?
203.0;-147.0;?;523.0;7;?
?;-119.0;-618.0;750.0;11;198.0
241.0;-258.0;?;792.0;16;123.0
380.0;-329.0;-571.0;866.0;18;59.0
518.0;-284.0;-519.0;924.0;18;?
508.0;-238.0;?;670.0;?;1.0
430.0;-238.0;-495.0;82.0;15;32.0
367.0;?;-467.0;?;13;15.0
?;-167.0;-454.0;203.0;10;?
321.0;-253.0;-413.0;417.0;3;?
?;-112.0;-366.0;437.0;1;?
251.0;205.0;-421.0;?;-2;181.0
231.0;613.0;-497.0;565.0;-10;93.0
198.0;?;-521.0;573.0;-12;26.0
163.0;?;-487.0;?;-14;55.0
125.0;1357.0;-589.0;?;-14;129.0
?;643.0;-829.0;?;-13;81.0
126.0;-687.0;-688.0;896.0;?;-14.0
145.0;865.0;?;937.0;?;6.0
231.0;1680.0;-820.0;884.0;-10;39.0
86.0;-231.0;?;883.0;-9;?
?;?;-626.0;855.0;-9;?
234.0;?;-604.0;?;-9;231.0
380.0;?;-454.0;499.0;-9;233.0
431.0;?;?;176.0;-9;160.0
438.0;24.0;-494.0;-315.0;-9;56.0
465.0;97.0;?;-846.0;-9;-49.0
347.0;101.0;?;-1088.0;-9;-65.0
286.0;29.0;-430.0;-1184.0;-9;-188.0
245.0;-15.0;-427.0;?;-9;-208.0
234.0;3.0;-383.0;?;-9;-101.0
196.0;-14.0;-461.0;-1189.0;-9;-95.0
178.0;64.0;-527.0;?;-9;-136.0
153.0;84.0;?;-972.0;-9;-94.0
?;?;-583.0;-785.0;-8;-61.0
107.0;227.0;-719.0;-679.0;-8;56.0
108.0;?;-921.0;-467.0;-7;78.0
?;399.0;?;-220.0;-5;236.0
182.0;1008.0;-693.0;-32.0;-2;383.0
220.0;644.0;-767.0;?;3;110.0
194.0;341.0;-665.0;497.0;9;247.0
239.0;-438.0;?;836.0;?;87.0
329.0;-32.0;-587.0;1012.0;15;-62.0
492.0;-410.0;-495.0;1123.0;15;47.0
?;?;-511.0;?;13;-6.0
422.0;-345.0;-494.0;603.0;?;53.0
?;-236.0;-491.0;355.0;8;15.0
386.0;-262.0;-456.0;601.0;4;?
326.0;?;?;738.0;?;108.0
277.0;-264.0;?;658.0;-5;165.0
248.0;?;?;621.0;-11;121.0
224.0;-360.0;-572.0;?;?;?
183.0;57.0;-589.0;?;-18;89.0
124.0;771.0;-552.0;488.0;?;202.0
104.0;1776.0;?;?;?;249.0
133.0;?;?;574.0;-18;52.0
172.0;82.0;?;658.0;?;2.0
228.0;-797.0;-850.0;613.0;-18;?
?;1322.0;-882.0;512.0;?;-191.0
83.0;?;-673.0;503.0;-16;-65.0
?;-354.0;-618.0;?;-16;165.0
314.0;-136.0;?;511.0;-16;244.0
455.0;54.0;-510.0;?;-16;228.0
?;?;-475.0;-202.0;-16;106.0
453.0;-98.0;-480.0;?;-16;51.0
358.0;?;-435.0;-1275.0;-16;-121.0
261.0;131.0;-429.0;-1254.0;-15;182.0
247.0;126.0;-431.0;-1220.0;-15;-149.0
?;-19.0;?;?;-15;-70.0
177.0;51.0;-605.0;-1281.0;-15;-99.0
?;129.0;-568.0;-1209.0;-15;-51.0
141.0;94.0;-587.0;-1124.0;?;55.0
113.0;161.0;-864.0;-1088.0;-14;108.0
101.0;290.0;?;-1007.0;-14;21.0
168.0;237.0;-726.0;?;-10;207.0
189.0;168.0;-885.0;-781.0;-8;368.0
?;1200.0;?;-610.0;?;?
165.0;?;-696.0;-131.0;5;171.0
279.0;426.0;-633.0;?;10;293.0
381.0;?;-602.0;689.0;14;271.0
484.0;?;-529.0;?;16;205.0
525.0;-123.0;-482.0;1238.0;14;217.0
482.0;-325.0;-499.0;973.0;?;195.0
421.0;-254.0;-528.0;734.0;9;156.0
?;-266.0;-463.0;858.0;0;?
328.0;-261.0;-454.0;?;?;?
?;-208.0;-440.0;?;-13;221.0
235.0;-302.0;-476.0;735.0;-19;?
217.0;-591.0;-500.0;634.0;-25;195.0
199.0;-314.0;?;?;-30;156.0
?;304.0;-494.0;?;-30;168.0
131.0;1947.0;-736.0;463.0;-28;199.0
113.0;2747.0;-1230.0;441.0;-28;98.0
?;-9.0;-813.0;423.0;?;-61.0
131.0;365.0;-879.0;445.0;-32;-58.0
?;1778.0;-860.0;309.0;-32;-108.0
89.0;636.0;-684.0;283.0;-33;-60.0
?;?;?;345.0;?;200.0
416.0;-143.0;-540.0;353.0;?;?
486.0;-129.0;-492.0;233.0;-33;?
514.0;-81.0;-517.0;?;-33;94.0
?;-59.0;-478.0;?;?;?
385.0;43.0;-507.0;-1231.0;-33;?
298.0;117.0;-507.0;-1174.0;-34;-117.0
237.0;?;-505.0;-1068.0;-34;?
229.0;71.0;-464.0;-995.0;-34;-171.0
213.0;?;-516.0;-923.0;-34;-11.0
197.0;245.0;-572.0;-891.0;-35;?
198.0;30.0;-708.0;-838.0;?;-32.0
203.0;?;-691.0;-823.0;?;-30.0
178.0;217.0;?;-843.0;-34;121.0
160.0;275.0;?;-839.0;-33;?
168.0;178.0;-875.0;-763.0;-28;152.0
178.0;845.0;-823.0;-551.0;?;501.0
204.0;1569.0;-882.0;?;-17;407.0
221.0;1018.0;-892.0;-66.0;?;253.0
563.0;-20.0;-816.0;503.0;-3;181.0
602.0;?;-774.0;1311.0;-5;158.0
?;-3.0;-696.0;?;-5;162.0
602.0;-30.0;-645.0;1206.0;-3;171.0
603.0;-33.0;-530.0;1022.0;-2;?
?;-44.0;-504.0;1074.0;-1;?
580.0;50.0;-451.0;1187.0;?;141.0
511.0;1.0;-506.0;1219.0;1;?
446.0;?;-522.0;?;3;97.0
406.0;?;?;963.0;3;121.0
323.0;?;-781.0;906.0;?;175.0
271.0;-15.0;-851.0;807.0;3;126.0
251.0;?;?;?;2;128.0
238.0;528.0;-1065.0;370.0;2;?
?;135.0;-836.0;237.0;2;?
338.0;1690.0;-920.0;228.0;1;76.0
411.0;876.0;-828.0;218.0;1;-29.0
404.0;401.0;-733.0;138.0;1;71.0
?;478.0;-671.0;182.0;1;?
662.0;494.0;?;228.0;1;228.0
534.0;?;-432.0;90.0;1;207.0
602.0;308.0;-375.0;?;1;160.0
490.0;186.0;-369.0;-832.0;?;-63.0
439.0;250.0;-330.0;-1245.0;1;-133.0
378.0;184.0;-425.0;-1439.0;1;-324.0
304.0;201.0;?;-1310.0;?;-376.0
225.0;369.0;-613.0;-890.0;1;-181.0
186.0;?;-554.0;-663.0;0;-144.0
157.0;454.0;-592.0;-670.0;?;-28.0
143.0;568.0;?;-798.0;0;?
195.0;473.0;-766.0;-896.0;1;28.0
?;85.0;-963.0;?;2;95.0
197.0;?;-1050.0;-900.0;4;156.0
247.0;13.0;-863.0;-714.0;6;178.0
268.0;?;-808.0;?;10;232.0
299.0;881.0;-860.0;125.0;15;271.0
?;?;-731.0;457.0;21;397.0
525.0;1047.0;-702.0;926.0;27;470.0
663.0;?;-636.0;1581.0;30;351.0
625.0;236.0;-557.0;1753.0;30;180.0
624.0;258.0;?;1486.0;33;100.0
588.0;255.0;-520.0;1181.0;35;69.0
?;214.0;-514.0;1038.0;34;52.0
506.0;?;?;1148.0;33;?
?;155.0;-438.0;1144.0;30;150.0
?;?;-450.0;1169.0;27;245.0
321.0;-73.0;-502.0;?;25;?
331.0;?;-637.0;776.0;18;512.0
?;-174.0;?;544.0;10;469.0
290.0;-111.0;-913.0;482.0;4;327.0
?;?;-1025.0;409.0;?;242.0
239.0;?;-928.0;?;?;?
232.0;-69.0;-759.0;42.0;-3;81.0
278.0;50.0;-860.0;-31.0;-5;?
311.0;1085.0;-774.0;?;?;?
403.0;459.0;?;223.0;-5;?
570.0;?;-623.0;334.0;?;-20.0
560.0;265.0;?;182.0;-5;-10.0
493.0;282.0;-649.0;-149.0;-5;-18.0
?;291.0;-477.0;-522.0;-5;109.0
?;?;?;-896.0;-5;?
410.0;198.0;-438.0;-1050.0;-5;142.0
359.0;228.0;-364.0;-1030.0;-4;11.0
365.0;425.0;-327.0;-1014.0;-4;?
357.0;438.0;-276.0;?;-2;?
251.0;346.0;-353.0;-1028.0;-1;-1.0
249.0;271.0;?;-936.0;0;?
?;222.0;-576.0;-796.0;?;-52.0
?;48.0;-762.0;-648.0;0;-14.0
155.0;-182.0;?;-572.0;0;8.0
?;-79.0;-798.0;-540.0;1;158.0
137.0;144.0;-827.0;-662.0;1;330.0
?;463.0;-750.0;-754.0;4;344.0
167.0;771.0;-876.0;-645.0;8;188.0
?;?;-771.0;?;12;43.0
315.0;?;-676.0;98.0;15;?
?;514.0;-591.0;749.0;15;295.0
530.0;339.0;?;1844.0;15;257.0
579.0;318.0;?;2089.0;16;200.0
563.0;257.0;-497.0;1751.0;17;127.0
481.0;210.0;-501.0;?;17;75.0
409.0;?;-494.0;1313.0;?;86.0
?;42.0;-454.0;1214.0;?;159.0
?;43.0;-436.0;?;?;170.0
318.0;40.0;-433.0;1004.0;8;?
255.0;-12.0;?;933.0;3;127.0
?;?;-565.0;809.0;-4;187.0
?;-37.0;?;577.0;?;251.0
200.0;-155.0;-618.0;462.0;?;325.0
?;128.0;-694.0;419.0;-25;305.0
?;-245.0;-762.0;423.0;-27;317.0
178.0;631.0;-1131.0;413.0;-28;207.0
240.0;1726.0;-1011.0;337.0;-32;?
258.0;816.0;-876.0;139.0;?;55.0
282.0;682.0;-758.0;21.0;-31;?
?;524.0;-759.0;-34.0;-32;-310.0
348.0;?;-698.0;4.0;-32;-135.0
?;289.0;?;54.0;-31;53.0
535.0;261.0;-682.0;-20.0;-30;59.0
486.0;166.0;-535.0;-338.0;-30;80.0
156.0;?;-798.0;-519.0;8;?
290.0;288.0;-772.0;-274.0;15;276.0
323.0;?;-734.0;?;28;300.0
404.0;1182.0;-632.0;678.0;41;400.0
471.0;?;?;?;44;?
674.0;748.0;-562.0;1713.0;41;209.0
595.0;320.0;-479.0;?;42;90.0
573.0;464.0;-428.0;1814.0;43;59.0
?;55.0;-352.0;1443.0;?;?
425.0;145.0;-410.0;?;32;64.0
448.0;9.0;-421.0;1270.0;25;102.0
369.0;?;-545.0;1127.0;16;176.0
309.0;?;?;942.0;?;220.0
241.0;-9.0;-859.0;760.0;-1;242.0
186.0;-154.0;-771.0;518.0;-7;244.0
214.0;-33.0;-869.0;291.0;-17;241.0
?;?;-979.0;126.0;-23;75.0
223.0;-146.0;-777.0;?;-27;47.0
306.0;-174.0;?;-100.0;?;31.0
345.0;-265.0;?;-151.0;-28;11.0
403.0;-829.0;-768.0;-23.0;-28;?
427.0;1254.0;-687.0;198.0;-28;165.0
?;632.0;-597.0;209.0;-28;185.0
?;490.0;?;88.0;-28;118.0
?;98.0;-451.0;?;?;96.0
494.0;214.0;-409.0;-568.0;-28;45.0
460.0;218.0;-388.0;?;?;-58.0
429.0;?;-342.0;-578.0;-26;?
326.0;253.0;?;-369.0;-25;-34.0
253.0;398.0;-460.0;-193.0;-24;-67.0
243.0;353.0;-735.0;?;-23;-128.0
208.0;?;-873.0;-506.0;-22;-152.0
191.0;188.0;-764.0;-676.0;-22;-81.0
160.0;80.0;-924.0;-819.0;-21;?
?;?;-930.0;-832.0;-22;?
?;49.0;-765.0;-737.0;-20;257.0
259.0;359.0;-852.0;-524.0;-13;?
378.0;933.0;?;-187.0;-6;209.0
366.0;1095.0;-683.0;271.0;-2;329.0
510.0;1029.0;-674.0;684.0;3;232.0
653.0;565.0;?;?;4;38.0
631.0;241.0;?;1354.0;4;?
570.0;146.0;-484.0;1101.0;4;-34.0
443.0;131.0;-458.0;891.0;?;-65.0
419.0;170.0;-490.0;?;-2;-43.0
442.0;121.0;-406.0;1097.0;-5;18.0
357.0;42.0;?;1049.0;-9;101.0
341.0;-1.0;-475.0;1019.0;-14;200.0
?;-55.0;-572.0;908.0;-21;232.0
?;-65.0;-794.0;682.0;?;216.0
?;-96.0;-651.0;436.0;?;?
229.0;-144.0;?;440.0;-53;193.0
196.0;-267.0;-1021.0;428.0;?;53.0
?;-274.0;-732.0;328.0;-63;28.0
237.0;-240.0;-889.0;169.0;-65;4.0
293.0;1131.0;-763.0;94.0;-65;-36.0
313.0;1133.0;-730.0;169.0;-66;18.0
?;576.0;-726.0;316.0;?;296.0
?;395.0;?;305.0;-66;291.0
?;53.0;-397.0;91.0;-65;169.0
547.0;288.0;-433.0;-378.0;-64;140.0
463.0;?;-395.0;-981.0;-64;51.0
438.0;414.0;-358.0;-1348.0;-63;?
400.0;321.0;?;-1429.0;-61;-36.0
333.0;307.0;-401.0;-1290.0;-59;-122.0
252.0;560.0;-459.0;-972.0;-58;-131.0
237.0;542.0;-622.0;?;?;-155.0
195.0;191.0;-803.0;-823.0;-57;-169.0
201.0;?;-822.0;-767.0;-57;-157.0
200.0;96.0;-924.0;-655.0;-57;?
205.0;-16.0;-1017.0;-621.0;-57;-18.0
?;-176.0;-947.0;?;-55;37.0
?;158.0;-810.0;-329.0;?;171.0
350.0;522.0;-820.0;-26.0;-45;340.0
380.0;850.0;-768.0;355.0;-38;491.0
416.0;1054.0;?;861.0;-34;461.0
653.0;882.0;-667.0;1148.0;?;?
672.0;?;-591.0;1360.0;-28;82.0
594.0;754.0;-499.0;1370.0;-23;-78.0
?;?;-454.0;1130.0;-19;-42.0
513.0;80.0;-393.0;804.0;-16;-11.0
?;194.0;?;803.0;-15;-34.0
245.0;98.0;?;?;-42;-69.0
242.0;193.0;-1142.0;-781.0;-42;126.0
257.0;92.0;-941.0;-747.0;-39;185.0
358.0;318.0;-788.0;?;?;277.0
414.0;619.0;-840.0;-184.0;-30;418.0
481.0;1108.0;-622.0;31.0;?;?
508.0;1262.0;-621.0;149.0;-19;285.0
832.0;924.0;-609.0;658.0;-20;91.0
772.0;?;-504.0;?;-19;-67.0
604.0;584.0;-408.0;?;-14;-136.0
587.0;?;-347.0;?;-10;-122.0
467.0;134.0;-274.0;?;-9;-81.0
540.0;-80.0;?;1842.0;6;?
595.0;?;-418.0;961.0;8;14.0
460.0;?;-403.0;213.0;?;60.0
235.0;-73.0;-344.0;128.0;10;32.0
345.0;-89.0;?;495.0;10;?
352.0;-131.0;-253.0;802.0;10;-119.0
264.0;-95.0;-294.0;1008.0;6;88.0
277.0;-279.0;?;986.0;?;29.0
?;-334.0;-371.0;880.0;-2;294.0
170.0;-253.0;?;?;-7;149.0
?;885.0;-370.0;765.0;-10;87.0
86.0;1564.0;-848.0;608.0;?;61.0
86.0;2785.0;-877.0;534.0;-10;?
?;439.0;-666.0;?;-10;-90.0
65.0;-50.0;-924.0;675.0;?;5.0
140.0;?;-582.0;830.0;-6;41.0
54.0;823.0;-620.0;?;-6;152.0
230.0;?;-524.0;1242.0;-6;245.0
433.0;-306.0;?;1164.0;-6;224.0
472.0;-52.0;-338.0;711.0;-6;?
?;?;-334.0;63.0;-6;205.0
451.0;-230.0;-370.0;?;?;?
334.0;3.0;?;?;-5;44.0
?;-7.0;?;-1171.0;?;-168.0
185.0;?;-261.0;-1421.0;-5;?
?;117.0;?;-1719.0;-5;?
105.0;?;-460.0;-1782.0;-5;?
?;142.0;-493.0;-1840.0;-5;?
78.0;15.0;-430.0;?;-5;39.0
?;-18.0;-874.0;-1620.0;-4;-6.0
-3.0;38.0;-721.0;?;-2;-30.0
53.0;170.0;-579.0;-1108.0;-1;?
73.0;?;-916.0;-751.0;?;363.0
138.0;?;-636.0;-280.0;8;116.0
131.0;868.0;-534.0;358.0;10;276.0
166.0;600.0;-512.0;?;13;338.0
?;-34.0;-469.0;1084.0;12;118.0
511.0;-152.0;-380.0;1433.0;12;?
456.0;-101.0;-367.0;?;7;29.0
?;?;?;1036.0;6;25.0
351.0;?;-341.0;1152.0;6;?
320.0;-415.0;-351.0;?;?;?
261.0;-425.0;-386.0;1400.0;-28;182.0
?;-415.0;-534.0;1303.0;-23;199.0
173.0;?;-529.0;1140.0;-19;97.0
143.0;-712.0;-561.0;?;?;67.0
?;-676.0;-736.0;761.0;-17;132.0
77.0;9.0;-706.0;626.0;-15;107.0
101.0;2364.0;-865.0;?;-15;20.0
108.0;?;-795.0;500.0;?;-14.0
182.0;20.0;-764.0;315.0;?;-151.0
?;-216.0;-712.0;209.0;?;?
174.0;?;-661.0;86.0;-13;171.0
309.0;347.0;-440.0;116.0;-13;272.0
417.0;-1008.0;?;-55.0;-13;?
434.0;-307.0;-382.0;-399.0;-13;190.0
381.0;-84.0;-409.0;-1009.0;?;?
413.0;-119.0;-380.0;-1375.0;-13;-62.0
288.0;-238.0;-398.0;?;-12;-113.0
196.0;?;-375.0;?;-12;-173.0
163.0;140.0;-479.0;?;-12;?
121.0;155.0;-462.0;?;-12;-174.0
?;?;?;-1258.0;-11;-222.0
105.0;295.0;-618.0;-1171.0;-11;-130.0
67.0;23.0;-534.0;-1086.0;-11;70.0
44.0;51.0;-741.0;?;-9;205.0
?;?;?;?;-8;?
110.0;381.0;?;-742.0;-5;581.0
168.0;?;-711.0;-526.0;-1;254.0
125.0;2229.0;-610.0;-56.0;3;347.0
167.0;1245.0;-645.0;566.0;7;?
372.0;-288.0;-529.0;1246.0;?;200.0
373.0;-42.0;-441.0;1313.0;8;88.0
660.0;-73.0;-422.0;1610.0;9;46.0
433.0;?;?;1175.0;8;47.0
375.0;-306.0;-448.0;844.0;?;?
347.0;-303.0;-388.0;931.0;9;?
277.0;?;-402.0;?;8;118.0
?;-274.0;-354.0;924.0;8;192.0
?;?;-541.0;831.0;3;92.0
?;-449.0;-465.0;718.0;-6;-9.0
191.0;-816.0;?;563.0;-10;?
152.0;41.0;-929.0;375.0;?;145.0
?;675.0;-488.0;229.0;-11;97.0
93.0;?;-799.0;?;-10;19.0
68.0;1659.0;-708.0;?;?;-71.0
273.0;?;-884.0;?;-7;5.0
100.0;1069.0;-655.0;142.0;-7;?
241.0;1608.0;-450.0;-42.0;-7;187.0
342.0;?;-416.0;-83.0;-7;?
328.0;-327.0;-376.0;-155.0;-7;122.0
?;?;-370.0;-608.0;-6;62.0
466.0;?;-418.0;-1011.0;-6;-14.0
342.0;-256.0;?;-1119.0;-6;-73.0
211.0;?;-323.0;-1071.0;-6;-102.0
145.0;-21.0;-350.0;-985.0;?;-91.0
146.0;182.0;-518.0;?;?;?
?;137.0;-622.0;-1009.0;-5;-106.0
145.0;185.0;-644.0;?;-5;-4.0
126.0;70.0;-530.0;?;-4;135.0
?;47.0;-644.0;-1240.0;-2;148.0
