InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA magneticX
334.0;-559.0;-436.0;1176.0;-671.0;-450.0;-283.0;?
278.0;-555.0;-430.0;1172.0;-664.0;-477.0;-280.0;?
235.0;-553.0;?;1166.0;-656.0;-512.0;-278.0;1244.0
206.0;-552.0;-417.0;1166.0;?;-541.0;-275.0;1240.0
?;-548.0;-409.0;?;-653.0;-556.0;-274.0;1234.0
143.0;-542.0;?;1157.0;?;-551.0;-274.0;1231.0
?;?;-398.0;1150.0;?;-547.0;-278.0;1231.0
413.0;?;-431.0;1158.0;-677.0;-560.0;-297.0;1230.0
433.0;-530.0;-433.0;1156.0;?;-583.0;-297.0;1230.0
450.0;-533.0;-443.0;1154.0;-689.0;-619.0;?;?
467.0;-535.0;-443.0;?;-693.0;-660.0;-311.0;1229.0
484.0;-540.0;?;1150.0;-700.0;-710.0;-322.0;1225.0
506.0;-543.0;-467.0;1151.0;-702.0;?;-334.0;1227.0
519.0;-550.0;-478.0;?;-708.0;-773.0;-344.0;1226.0
503.0;?;-471.0;1146.0;-717.0;-767.0;-351.0;1223.0
467.0;-577.0;-473.0;?;-725.0;-733.0;-355.0;1224.0
?;?;-483.0;1139.0;-728.0;-685.0;?;?
390.0;-588.0;-484.0;?;-727.0;-648.0;-362.0;?
?;-588.0;-483.0;1131.0;-721.0;-619.0;-367.0;1210.0
334.0;-585.0;?;1132.0;-714.0;-600.0;-373.0;1201.0
307.0;-581.0;-491.0;1129.0;-709.0;-579.0;-377.0;1190.0
287.0;?;-493.0;?;-707.0;-558.0;-381.0;1180.0
280.0;-563.0;-496.0;1121.0;-707.0;?;-390.0;1173.0
285.0;-554.0;-497.0;1116.0;?;-527.0;-402.0;?
313.0;-545.0;-496.0;1112.0;?;?;-411.0;1165.0
354.0;-537.0;-494.0;1108.0;-702.0;-525.0;-412.0;1156.0
411.0;-531.0;-497.0;1103.0;-703.0;?;-417.0;1157.0
?;?;-502.0;1100.0;?;-547.0;-418.0;1155.0
?;-532.0;-508.0;1102.0;?;-561.0;-415.0;1154.0
537.0;-540.0;?;1097.0;-716.0;?;-414.0;?
539.0;-548.0;-513.0;?;?;-611.0;-409.0;1150.0
519.0;?;?;1094.0;-715.0;-645.0;-415.0;?
491.0;?;-524.0;1089.0;?;-670.0;-418.0;1147.0
?;-578.0;-524.0;?;-731.0;-685.0;-421.0;1150.0
402.0;-590.0;?;1079.0;-738.0;-686.0;-426.0;?
?;-596.0;-537.0;?;?;?;-435.0;?
344.0;-598.0;-545.0;1076.0;-745.0;-670.0;?;1133.0
?;-600.0;-552.0;1076.0;-748.0;-658.0;-458.0;1128.0
?;-600.0;-561.0;1076.0;-749.0;-636.0;-473.0;1122.0
?;-601.0;-571.0;1077.0;-753.0;?;?;1114.0
369.0;-604.0;-581.0;?;-762.0;-567.0;-502.0;1106.0
381.0;-607.0;-589.0;1073.0;-769.0;-536.0;-507.0;1100.0
388.0;?;-597.0;?;-772.0;-519.0;-511.0;1095.0
389.0;-610.0;-603.0;?;-774.0;-519.0;?;?
393.0;-610.0;-606.0;1064.0;-774.0;-540.0;?;1078.0
391.0;-610.0;?;1056.0;-775.0;-571.0;?;1069.0
389.0;-609.0;-605.0;1051.0;-778.0;?;-535.0;?
?;-608.0;-599.0;1043.0;-779.0;?;-528.0;1051.0
387.0;-609.0;-599.0;?;?;-678.0;-520.0;1044.0
?;-609.0;-604.0;1031.0;-772.0;?;?;1030.0
395.0;-608.0;?;1022.0;-768.0;-671.0;?;1019.0
382.0;-607.0;-618.0;1013.0;-770.0;-637.0;-530.0;1006.0
?;-607.0;-608.0;?;?;?;-540.0;994.0
321.0;-613.0;-617.0;995.0;-777.0;-556.0;?;991.0
?;?;-624.0;994.0;-776.0;-538.0;?;984.0
288.0;-618.0;?;996.0;-775.0;?;?;981.0
258.0;-623.0;?;994.0;?;-519.0;-557.0;975.0
233.0;-625.0;-635.0;999.0;-770.0;?;-560.0;974.0
?;?;-634.0;1000.0;-770.0;-500.0;-560.0;972.0
201.0;-626.0;-636.0;999.0;-770.0;-494.0;?;970.0
?;-625.0;?;1001.0;-769.0;-494.0;-567.0;968.0
209.0;-624.0;-634.0;998.0;-767.0;-501.0;-573.0;966.0
225.0;-619.0;-633.0;996.0;?;-517.0;?;960.0
248.0;-614.0;-635.0;990.0;?;-525.0;-575.0;951.0
?;-610.0;?;985.0;-771.0;-526.0;-578.0;943.0
300.0;-610.0;?;977.0;-777.0;-514.0;?;928.0
324.0;-611.0;?;?;?;-497.0;-575.0;912.0
?;-614.0;-653.0;?;-780.0;-477.0;-579.0;896.0
?;-620.0;-655.0;946.0;-778.0;-465.0;-583.0;883.0
307.0;-624.0;-655.0;935.0;?;-469.0;-586.0;874.0
278.0;-624.0;-650.0;?;-778.0;-505.0;-590.0;869.0
262.0;?;-653.0;?;-778.0;?;?;866.0
261.0;-622.0;?;919.0;?;-573.0;-595.0;860.0
259.0;?;-662.0;921.0;-778.0;-571.0;-599.0;858.0
241.0;-610.0;?;919.0;-782.0;-544.0;-606.0;853.0
223.0;-603.0;-671.0;?;-788.0;-517.0;-612.0;849.0
204.0;-601.0;?;926.0;?;-477.0;-619.0;?
196.0;?;-680.0;926.0;-794.0;?;-624.0;845.0
190.0;?;-684.0;?;-795.0;?;-629.0;844.0
188.0;-605.0;-686.0;923.0;-795.0;-408.0;-632.0;837.0
186.0;-608.0;-688.0;924.0;-793.0;?;-638.0;832.0
188.0;-609.0;-689.0;917.0;-792.0;-384.0;?;?
?;-611.0;-697.0;?;-791.0;-372.0;?;809.0
?;-612.0;-702.0;904.0;?;-359.0;-641.0;?
179.0;-612.0;-705.0;896.0;-791.0;-338.0;-643.0;784.0
182.0;-612.0;-710.0;889.0;-790.0;-310.0;-638.0;767.0
?;-613.0;?;878.0;?;-264.0;-640.0;747.0
156.0;-612.0;-712.0;873.0;-790.0;-203.0;?;737.0
?;-606.0;-711.0;865.0;-795.0;?;-654.0;727.0
134.0;-606.0;-714.0;867.0;-795.0;?;-655.0;727.0
?;?;-715.0;869.0;-795.0;-36.0;-659.0;727.0
102.0;?;-713.0;875.0;-794.0;-15.0;-663.0;730.0
70.0;-607.0;-713.0;883.0;?;?;-666.0;733.0
51.0;-610.0;?;?;-792.0;?;-668.0;742.0
51.0;-611.0;-712.0;902.0;-792.0;-59.0;-670.0;749.0
74.0;-610.0;-711.0;908.0;-792.0;-74.0;?;?
110.0;-608.0;?;919.0;-793.0;-92.0;-676.0;758.0
147.0;-608.0;-702.0;920.0;-792.0;-104.0;?;?
188.0;-609.0;-701.0;922.0;-790.0;?;-681.0;752.0
?;?;-702.0;?;-787.0;-116.0;?;745.0
260.0;-617.0;-705.0;919.0;-783.0;-112.0;-682.0;743.0
294.0;?;-706.0;912.0;-780.0;-101.0;?;735.0
318.0;-628.0;?;905.0;-777.0;-91.0;-682.0;728.0
326.0;-631.0;-707.0;?;-775.0;-81.0;-681.0;722.0
301.0;-634.0;-708.0;887.0;-772.0;-78.0;-681.0;712.0
253.0;-634.0;-706.0;?;-771.0;-74.0;-685.0;709.0
178.0;-637.0;-707.0;874.0;-769.0;-63.0;-686.0;707.0
112.0;-636.0;-706.0;?;-771.0;-44.0;-688.0;710.0
?;-637.0;-709.0;868.0;-771.0;-18.0;-688.0;708.0
43.0;-637.0;?;868.0;-770.0;1.0;-688.0;711.0
22.0;-637.0;-707.0;868.0;-770.0;15.0;-690.0;714.0
?;-637.0;-704.0;874.0;-769.0;24.0;?;?
-11.0;-636.0;-702.0;880.0;-770.0;25.0;-694.0;726.0
-14.0;-633.0;-699.0;?;?;24.0;-694.0;?
-4.0;-631.0;-696.0;890.0;-773.0;27.0;-695.0;737.0
?;?;-693.0;888.0;-776.0;?;?;731.0
25.0;-628.0;-691.0;889.0;-777.0;?;-693.0;736.0
30.0;-628.0;-687.0;887.0;-777.0;20.0;-693.0;734.0
?;-629.0;-683.0;?;-776.0;?;-694.0;?
51.0;-631.0;-679.0;884.0;-775.0;-8.0;-694.0;730.0
66.0;-634.0;-681.0;881.0;-772.0;?;-691.0;728.0
86.0;-636.0;-681.0;877.0;-769.0;-41.0;?;725.0
?;-639.0;-679.0;869.0;-765.0;-51.0;-686.0;721.0
97.0;-642.0;-672.0;870.0;-762.0;-50.0;-687.0;727.0
77.0;-644.0;-671.0;862.0;?;-40.0;?;727.0
60.0;-643.0;-662.0;860.0;-762.0;?;-700.0;732.0
63.0;?;-656.0;?;-760.0;-58.0;-698.0;735.0
?;-651.0;-652.0;863.0;?;-78.0;-697.0;743.0
?;-648.0;?;864.0;-754.0;-89.0;?;747.0
65.0;-644.0;-640.0;868.0;-752.0;-77.0;-701.0;748.0
49.0;-641.0;-637.0;877.0;-750.0;-52.0;-700.0;753.0
42.0;-635.0;-633.0;881.0;-749.0;-24.0;-700.0;755.0
54.0;-625.0;-630.0;889.0;?;-11.0;?;760.0
73.0;-613.0;?;890.0;-752.0;-7.0;-703.0;?
100.0;-603.0;-634.0;897.0;?;?;?;757.0
?;-595.0;?;894.0;-746.0;-25.0;-707.0;751.0
?;-590.0;?;?;-741.0;?;-706.0;749.0
205.0;-588.0;-639.0;890.0;-736.0;?;-703.0;746.0
224.0;-588.0;-638.0;?;?;-22.0;-704.0;746.0
230.0;-587.0;-640.0;873.0;-726.0;-17.0;-703.0;748.0
214.0;-583.0;-637.0;865.0;-716.0;-24.0;-705.0;?
174.0;?;-634.0;860.0;-711.0;-33.0;-710.0;743.0
?;-579.0;-632.0;854.0;-708.0;-30.0;-717.0;?
67.0;-580.0;-633.0;858.0;?;-19.0;?;748.0
62.0;-574.0;-634.0;853.0;?;3.0;-711.0;?
?;-566.0;-633.0;854.0;-684.0;?;-709.0;746.0
?;?;?;?;-670.0;42.0;-708.0;741.0
53.0;-543.0;-625.0;855.0;?;44.0;-706.0;739.0
59.0;?;?;858.0;-645.0;41.0;-702.0;741.0
74.0;?;-614.0;860.0;?;40.0;?;738.0
96.0;-511.0;-607.0;868.0;-628.0;38.0;?;739.0
?;-503.0;-602.0;867.0;-623.0;?;-690.0;?
140.0;?;-598.0;872.0;-619.0;32.0;-687.0;?
?;-490.0;-595.0;869.0;-614.0;29.0;-684.0;738.0
170.0;-483.0;-593.0;871.0;?;16.0;-679.0;744.0
181.0;-475.0;-590.0;?;-602.0;-3.0;?;747.0
189.0;-470.0;-589.0;869.0;-596.0;-26.0;?;?
193.0;?;-587.0;870.0;-586.0;?;?;756.0
196.0;-459.0;-583.0;870.0;?;?;-651.0;?
199.0;-452.0;-577.0;873.0;-567.0;-67.0;?;?
185.0;?;?;872.0;?;?;-628.0;?
157.0;-445.0;-569.0;?;?;-46.0;-625.0;775.0
124.0;-452.0;-557.0;874.0;-566.0;-20.0;-628.0;?
105.0;?;?;876.0;-564.0;6.0;?;783.0
85.0;?;-540.0;872.0;-553.0;15.0;-621.0;786.0
?;-439.0;-535.0;872.0;-536.0;14.0;-622.0;786.0
24.0;-427.0;-529.0;873.0;-516.0;3.0;-622.0;787.0
0.0;?;?;869.0;-497.0;?;-619.0;788.0
-11.0;-400.0;-518.0;874.0;?;-36.0;-615.0;792.0
-7.0;-387.0;?;872.0;-473.0;-42.0;-609.0;790.0
9.0;-375.0;-505.0;877.0;-467.0;-47.0;-602.0;792.0
-8.0;-318.0;-347.0;873.0;?;-18.0;-469.0;836.0
-7.0;?;?;874.0;-418.0;-28.0;-470.0;?
?;-300.0;-335.0;874.0;-418.0;-40.0;-460.0;842.0
?;-294.0;-326.0;?;-415.0;-54.0;?;843.0
?;-290.0;-321.0;879.0;?;?;-442.0;846.0
?;-287.0;-310.0;876.0;-403.0;-87.0;?;?
80.0;?;-298.0;880.0;-397.0;-104.0;-418.0;847.0
94.0;-280.0;?;878.0;?;-108.0;-403.0;848.0
103.0;?;-253.0;884.0;?;-91.0;-380.0;850.0
96.0;?;-239.0;883.0;-404.0;-55.0;-365.0;850.0
96.0;-336.0;?;884.0;-426.0;-18.0;-359.0;856.0
95.0;-353.0;-201.0;883.0;-435.0;?;-344.0;868.0
80.0;-359.0;-190.0;879.0;-436.0;-15.0;-334.0;870.0
45.0;-364.0;-182.0;878.0;-438.0;-36.0;-328.0;877.0
-4.0;-366.0;-176.0;874.0;-443.0;-61.0;-324.0;880.0
-58.0;-368.0;-171.0;?;-448.0;?;-323.0;887.0
-102.0;-367.0;-166.0;869.0;-449.0;-116.0;-320.0;889.0
-134.0;-364.0;-158.0;866.0;-452.0;?;-314.0;?
-155.0;?;?;855.0;-458.0;-163.0;-304.0;?
-164.0;?;?;852.0;?;-191.0;?;896.0
-156.0;-357.0;-129.0;846.0;-468.0;-224.0;-285.0;899.0
-141.0;-358.0;?;844.0;-467.0;-247.0;?;?
-116.0;-360.0;-104.0;848.0;-466.0;?;-269.0;904.0
-83.0;-365.0;-98.0;847.0;-466.0;-277.0;-266.0;907.0
-48.0;-371.0;-95.0;852.0;-462.0;-284.0;-264.0;918.0
?;-374.0;-93.0;854.0;-453.0;-281.0;-260.0;920.0
25.0;-374.0;?;862.0;-447.0;-272.0;-262.0;931.0
37.0;-380.0;-95.0;863.0;-454.0;-252.0;-268.0;934.0
43.0;-382.0;?;872.0;-466.0;-217.0;-272.0;946.0
38.0;-375.0;-96.0;880.0;?;?;-263.0;953.0
35.0;-369.0;-93.0;884.0;-459.0;-115.0;-256.0;952.0
47.0;-364.0;-86.0;895.0;-459.0;?;-243.0;954.0
?;-356.0;?;899.0;-450.0;-48.0;?;950.0
86.0;?;-71.0;?;-439.0;?;-220.0;952.0
103.0;-337.0;-66.0;911.0;-433.0;-76.0;-214.0;950.0
129.0;-331.0;-65.0;916.0;-431.0;?;-211.0;954.0
139.0;-327.0;-64.0;?;?;-125.0;-213.0;960.0
144.0;?;?;?;-436.0;-136.0;?;966.0
144.0;-324.0;-64.0;925.0;?;-152.0;-217.0;?
138.0;-323.0;-70.0;922.0;-440.0;-175.0;-228.0;979.0
130.0;-323.0;-68.0;924.0;-442.0;?;-229.0;?
117.0;-322.0;-62.0;920.0;-439.0;-225.0;-223.0;993.0
?;?;-55.0;927.0;-435.0;-245.0;-217.0;1003.0
111.0;-326.0;-47.0;926.0;-432.0;?;?;?
115.0;-330.0;-37.0;933.0;-428.0;-277.0;?;?
?;-332.0;-34.0;936.0;?;-281.0;-197.0;1018.0
123.0;-333.0;-19.0;947.0;?;?;-184.0;1026.0
?;-338.0;?;956.0;-415.0;-272.0;-166.0;1031.0
93.0;?;?;959.0;-425.0;-262.0;-165.0;?
80.0;-379.0;20.0;965.0;?;-259.0;-166.0;1045.0
67.0;-390.0;30.0;?;-448.0;-260.0;-159.0;1049.0
?;-392.0;35.0;960.0;?;?;-155.0;1052.0
59.0;?;40.0;957.0;?;-307.0;-153.0;1051.0
55.0;-390.0;44.0;960.0;-439.0;-322.0;-150.0;1053.0
52.0;-390.0;48.0;955.0;-441.0;-333.0;-146.0;?
?;-387.0;53.0;955.0;?;-352.0;-142.0;1052.0
?;-382.0;59.0;?;-437.0;?;-136.0;1053.0
81.0;-375.0;66.0;?;-434.0;-383.0;-129.0;1055.0
?;-368.0;73.0;950.0;-431.0;-403.0;-121.0;?
151.0;?;83.0;951.0;-428.0;-415.0;-111.0;1059.0
192.0;?;95.0;960.0;-427.0;-428.0;-99.0;1063.0
?;-363.0;99.0;?;-431.0;-424.0;?;1063.0
236.0;?;98.0;977.0;-435.0;?;-101.0;1070.0
239.0;-369.0;93.0;978.0;-436.0;-435.0;-109.0;?
235.0;?;88.0;982.0;-438.0;-455.0;-114.0;1068.0
219.0;-354.0;83.0;?;-441.0;?;-119.0;?
?;?;?;991.0;-447.0;-505.0;-111.0;?
202.0;-328.0;87.0;1003.0;-469.0;?;-113.0;1058.0
172.0;-334.0;95.0;1003.0;-497.0;?;-102.0;1056.0
140.0;-346.0;?;1002.0;-529.0;-581.0;-92.0;?
131.0;-357.0;110.0;1002.0;-570.0;-618.0;-79.0;1068.0
157.0;-358.0;116.0;1006.0;-606.0;-670.0;-67.0;?
?;-354.0;123.0;?;-641.0;?;-55.0;1056.0
242.0;-339.0;127.0;996.0;-670.0;-801.0;-45.0;1044.0
?;?;135.0;994.0;-695.0;?;?;1026.0
312.0;-286.0;137.0;988.0;-717.0;-928.0;-38.0;?
305.0;-246.0;133.0;987.0;-731.0;-948.0;?;968.0
271.0;-208.0;130.0;979.0;-727.0;-920.0;-38.0;?
?;-175.0;122.0;980.0;-720.0;-860.0;-37.0;883.0
177.0;-155.0;110.0;981.0;?;-787.0;-50.0;848.0
131.0;-148.0;108.0;987.0;-702.0;-715.0;?;?
109.0;-149.0;106.0;995.0;?;-667.0;-48.0;810.0
107.0;-160.0;116.0;1007.0;-693.0;-645.0;-32.0;819.0
?;-177.0;131.0;1016.0;-695.0;-631.0;?;827.0
125.0;-194.0;132.0;1016.0;?;?;-19.0;?
170.0;?;134.0;1019.0;-701.0;-608.0;-14.0;828.0
213.0;-222.0;136.0;1008.0;?;?;-8.0;?
468.0;-302.0;?;?;?;-410.0;224.0;820.0
?;?;353.0;913.0;-734.0;?;229.0;824.0
461.0;-339.0;350.0;914.0;-750.0;-476.0;227.0;?
446.0;-356.0;?;908.0;-762.0;-523.0;215.0;848.0
428.0;-368.0;327.0;905.0;-771.0;-586.0;201.0;864.0
395.0;-372.0;332.0;895.0;-778.0;-665.0;212.0;876.0
357.0;?;323.0;?;?;-753.0;213.0;894.0
?;-387.0;322.0;879.0;-807.0;?;210.0;919.0
262.0;-413.0;332.0;870.0;-816.0;-899.0;?;936.0
240.0;-434.0;?;865.0;-814.0;-922.0;241.0;953.0
223.0;-441.0;357.0;?;-807.0;-900.0;?;?
229.0;-441.0;359.0;?;-802.0;-822.0;255.0;?
226.0;-446.0;355.0;810.0;-803.0;-716.0;262.0;956.0
210.0;-472.0;359.0;788.0;?;-611.0;269.0;964.0
183.0;-502.0;365.0;763.0;-791.0;-491.0;273.0;964.0
?;-489.0;370.0;664.0;-681.0;-351.0;220.0;920.0
-118.0;?;361.0;677.0;-688.0;-375.0;212.0;933.0
-149.0;-477.0;348.0;?;?;-392.0;200.0;939.0
?;-473.0;338.0;684.0;-702.0;-415.0;193.0;952.0
?;-469.0;?;689.0;-698.0;-424.0;187.0;?
-278.0;-464.0;321.0;704.0;?;-424.0;184.0;954.0
?;-458.0;322.0;716.0;?;-416.0;192.0;950.0
?;-453.0;312.0;727.0;-673.0;?;191.0;941.0
-202.0;?;300.0;739.0;-664.0;?;?;929.0
?;?;?;744.0;-655.0;-312.0;194.0;918.0
-135.0;?;290.0;?;?;-259.0;186.0;922.0
-135.0;?;?;759.0;-641.0;?;175.0;917.0
-150.0;?;?;?;?;-156.0;166.0;922.0
-175.0;-464.0;258.0;761.0;-641.0;-136.0;150.0;922.0
-198.0;-460.0;248.0;755.0;-634.0;-144.0;134.0;923.0
-172.0;?;?;810.0;-480.0;-129.0;-18.0;?
-131.0;-393.0;159.0;815.0;-483.0;-164.0;?;901.0
-95.0;-383.0;145.0;831.0;-483.0;-205.0;-34.0;911.0
?;-372.0;132.0;?;?;?;-45.0;?
-66.0;-359.0;116.0;844.0;-478.0;-275.0;-60.0;923.0
-66.0;-349.0;100.0;?;-476.0;-292.0;-74.0;?
?;-342.0;84.0;847.0;?;?;-86.0;931.0
-87.0;?;73.0;845.0;-469.0;-272.0;-96.0;933.0
?;-336.0;63.0;839.0;-457.0;?;-105.0;931.0
-123.0;?;?;?;-442.0;-219.0;-117.0;932.0
-139.0;?;45.0;837.0;-421.0;-195.0;?;926.0
-149.0;?;34.0;842.0;-397.0;-159.0;-128.0;922.0
-161.0;-310.0;22.0;838.0;-375.0;-105.0;?;910.0
-167.0;-304.0;14.0;843.0;-367.0;?;-155.0;899.0
-165.0;-306.0;-10.0;840.0;-373.0;14.0;-186.0;898.0
?;-295.0;?;841.0;?;47.0;?;905.0
-174.0;?;-81.0;835.0;-345.0;38.0;-257.0;?
-179.0;-231.0;-105.0;827.0;-304.0;-7.0;?;893.0
?;-200.0;?;822.0;-256.0;?;-308.0;887.0
-171.0;?;-151.0;822.0;-211.0;?;-329.0;876.0
?;?;-166.0;835.0;-165.0;?;-345.0;876.0
-121.0;-106.0;-183.0;837.0;-125.0;-280.0;-361.0;?
-85.0;?;?;852.0;-101.0;-307.0;?;879.0
-39.0;?;-213.0;?;-91.0;-298.0;-391.0;?
1.0;-61.0;-219.0;867.0;?;-262.0;-399.0;?
37.0;-55.0;-226.0;878.0;-83.0;-216.0;-403.0;892.0
?;?;-229.0;888.0;?;-175.0;-403.0;893.0
125.0;-40.0;?;901.0;-55.0;-143.0;-412.0;?
169.0;-31.0;-234.0;910.0;-29.0;?;?;888.0
208.0;-13.0;?;920.0;10.0;-91.0;-435.0;?
?;6.0;-251.0;?;40.0;-70.0;-444.0;880.0
231.0;?;?;911.0;66.0;?;-461.0;875.0
205.0;38.0;-288.0;904.0;90.0;?;-482.0;864.0
171.0;50.0;-310.0;?;?;-16.0;-500.0;870.0
176.0;59.0;-327.0;906.0;121.0;?;-505.0;?
197.0;63.0;-342.0;912.0;?;-41.0;-513.0;876.0
228.0;67.0;?;?;?;-65.0;-520.0;?
245.0;78.0;?;912.0;117.0;-85.0;-528.0;884.0
257.0;90.0;-390.0;918.0;?;?;-535.0;895.0
?;101.0;-400.0;915.0;121.0;-159.0;?;892.0
241.0;?;-410.0;918.0;117.0;-195.0;-548.0;?
243.0;116.0;?;?;114.0;-230.0;-555.0;889.0
252.0;120.0;-429.0;922.0;112.0;-258.0;?;?
262.0;124.0;-436.0;924.0;110.0;-292.0;-571.0;?
268.0;128.0;-442.0;?;108.0;-311.0;?;890.0
272.0;131.0;-446.0;923.0;111.0;-322.0;?;893.0
270.0;135.0;-451.0;918.0;?;-328.0;-585.0;889.0
265.0;?;-456.0;921.0;122.0;-334.0;-597.0;893.0
258.0;142.0;-457.0;?;133.0;-327.0;-591.0;889.0
252.0;137.0;-462.0;915.0;141.0;-312.0;-599.0;890.0
251.0;132.0;-468.0;912.0;148.0;-292.0;-601.0;892.0
253.0;127.0;-457.0;913.0;153.0;-276.0;-588.0;892.0
259.0;135.0;-461.0;916.0;170.0;-238.0;-589.0;892.0
269.0;139.0;?;915.0;?;-164.0;-600.0;889.0
278.0;149.0;-483.0;919.0;?;?;-612.0;886.0
?;?;?;915.0;?;-72.0;-619.0;873.0
?;248.0;-551.0;924.0;372.0;?;-690.0;905.0
410.0;250.0;-554.0;920.0;366.0;?;-689.0;900.0
425.0;255.0;-557.0;923.0;361.0;-308.0;-687.0;?
436.0;259.0;-559.0;923.0;353.0;-339.0;-686.0;?
?;260.0;?;921.0;339.0;-366.0;-685.0;888.0
?;262.0;-560.0;919.0;327.0;-394.0;-683.0;883.0
420.0;264.0;-560.0;913.0;316.0;-409.0;?;877.0
?;265.0;-562.0;?;308.0;-422.0;?;879.0
384.0;?;-563.0;910.0;304.0;?;-683.0;872.0
373.0;265.0;-563.0;914.0;308.0;-425.0;-687.0;875.0
355.0;263.0;?;?;316.0;-431.0;?;?
?;259.0;-571.0;906.0;325.0;-429.0;-681.0;876.0
308.0;256.0;-570.0;903.0;340.0;-413.0;-685.0;?
278.0;259.0;-565.0;896.0;?;-395.0;-687.0;871.0
257.0;262.0;-563.0;894.0;376.0;-386.0;-685.0;?
258.0;249.0;-564.0;885.0;379.0;-332.0;?;858.0
?;236.0;-562.0;889.0;382.0;-244.0;?;849.0
301.0;233.0;?;882.0;390.0;?;?;?
320.0;?;-561.0;886.0;?;-141.0;-718.0;831.0
297.0;251.0;-574.0;?;?;-217.0;?;767.0
282.0;244.0;?;825.0;366.0;-204.0;?;749.0
265.0;?;-573.0;826.0;?;?;-663.0;737.0
252.0;230.0;-571.0;820.0;342.0;-160.0;-663.0;724.0
235.0;225.0;-567.0;?;335.0;-141.0;-661.0;715.0
?;?;-563.0;816.0;336.0;-134.0;-658.0;711.0
?;216.0;?;810.0;343.0;-134.0;-655.0;708.0
259.0;211.0;-558.0;810.0;346.0;-134.0;-657.0;710.0
269.0;202.0;-551.0;?;348.0;?;-656.0;704.0
280.0;191.0;-545.0;799.0;354.0;?;-655.0;708.0
276.0;178.0;?;792.0;348.0;-87.0;-657.0;708.0
290.0;158.0;-540.0;794.0;?;-48.0;-664.0;708.0
354.0;145.0;-538.0;798.0;357.0;-5.0;-671.0;702.0
427.0;141.0;-537.0;811.0;?;10.0;-678.0;?
499.0;140.0;-536.0;834.0;372.0;2.0;?;?
?;144.0;-535.0;?;384.0;-25.0;-684.0;707.0
629.0;150.0;-533.0;880.0;396.0;-60.0;-685.0;?
676.0;153.0;-531.0;906.0;405.0;-87.0;?;730.0
716.0;155.0;-529.0;940.0;?;?;-690.0;739.0
747.0;157.0;?;975.0;?;?;-692.0;746.0
?;162.0;-525.0;?;425.0;-130.0;?;753.0
1052.0;330.0;-567.0;1037.0;526.0;-695.0;-729.0;948.0
1059.0;342.0;-571.0;1027.0;528.0;-730.0;?;948.0
726.0;485.0;-617.0;627.0;692.0;-966.0;?;885.0
710.0;485.0;-618.0;621.0;690.0;-968.0;-772.0;883.0
697.0;485.0;-618.0;615.0;689.0;-970.0;-771.0;880.0
690.0;485.0;-618.0;614.0;?;?;-771.0;880.0
674.0;?;-616.0;?;695.0;-964.0;-773.0;877.0
655.0;483.0;-614.0;607.0;703.0;-960.0;-774.0;884.0
638.0;483.0;-614.0;603.0;712.0;-952.0;-774.0;885.0
630.0;481.0;-615.0;599.0;723.0;-940.0;-774.0;889.0
621.0;479.0;-616.0;602.0;?;-922.0;-774.0;890.0
614.0;475.0;-611.0;600.0;747.0;-895.0;-777.0;890.0
608.0;472.0;-609.0;596.0;756.0;-864.0;-779.0;892.0
586.0;465.0;?;584.0;762.0;-820.0;-780.0;885.0
545.0;459.0;-603.0;?;770.0;-790.0;-783.0;884.0
499.0;459.0;-602.0;569.0;777.0;-771.0;-783.0;875.0
477.0;461.0;-603.0;?;781.0;-764.0;-780.0;872.0
463.0;?;?;553.0;784.0;-768.0;?;?
453.0;?;-603.0;545.0;?;-772.0;-778.0;857.0
437.0;480.0;-603.0;542.0;787.0;-778.0;-776.0;851.0
?;547.0;-609.0;?;777.0;?;-728.0;790.0
282.0;547.0;-608.0;?;777.0;-763.0;-727.0;789.0
288.0;545.0;-605.0;478.0;778.0;-756.0;?;?
290.0;543.0;-602.0;486.0;778.0;-751.0;-728.0;791.0
?;542.0;-600.0;483.0;780.0;-745.0;?;791.0
277.0;?;-598.0;?;?;-733.0;-728.0;795.0
284.0;537.0;-598.0;498.0;786.0;-716.0;?;795.0
302.0;?;-598.0;?;790.0;-693.0;-726.0;795.0
?;530.0;?;518.0;796.0;-663.0;-731.0;792.0
323.0;523.0;-583.0;528.0;804.0;-633.0;-736.0;794.0
321.0;516.0;-579.0;533.0;811.0;-602.0;-739.0;788.0
306.0;510.0;?;533.0;?;?;-741.0;?
288.0;505.0;?;533.0;822.0;?;-743.0;783.0
277.0;502.0;-570.0;529.0;825.0;?;-742.0;778.0
280.0;504.0;?;526.0;825.0;?;-740.0;773.0
284.0;509.0;-566.0;?;?;-587.0;-739.0;?
?;515.0;-566.0;513.0;822.0;-604.0;-736.0;762.0
292.0;521.0;-566.0;498.0;823.0;-624.0;-733.0;753.0
288.0;526.0;?;490.0;823.0;-644.0;-730.0;750.0
?;531.0;?;?;823.0;-655.0;-727.0;746.0
284.0;535.0;-568.0;?;?;?;?;744.0
296.0;539.0;-566.0;476.0;823.0;-673.0;-723.0;746.0
