Accelerometer LUA^ accX;InertialMeasurementUnit LUA accY;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;Accelerometer LUA^ accZ;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX;Accelerometer LUA_ accZ
16.0;139.0;879.0;859.0;?;-360.0;-180.0;938.0;464.0;-805.0;133.0
196.0;74.0;950.0;721.0;-283.0;?;-293.0;952.0;319.0;-922.0;328.0
160.0;201.0;977.0;933.0;-268.0;-316.0;?;919.0;102.0;-898.0;175.0
315.0;158.0;?;908.0;-414.0;-39.0;-259.0;1089.0;107.0;-1012.0;?
268.0;208.0;1042.0;923.0;-174.0;48.0;-374.0;1078.0;391.0;-1092.0;178.0
?;342.0;929.0;769.0;-377.0;-226.0;-272.0;?;324.0;-948.0;309.0
177.0;174.0;865.0;786.0;-347.0;-162.0;-127.0;901.0;204.0;-825.0;335.0
217.0;77.0;974.0;922.0;-271.0;-144.0;?;?;181.0;-876.0;272.0
135.0;169.0;1064.0;1022.0;-365.0;-159.0;?;1052.0;244.0;-987.0;?
152.0;277.0;?;?;-322.0;-126.0;-427.0;1034.0;247.0;-1023.0;155.0
?;389.0;1066.0;929.0;?;-174.0;-405.0;992.0;304.0;-1003.0;126.0
77.0;320.0;982.0;?;-379.0;-211.0;-386.0;935.0;225.0;?;104.0
118.0;268.0;1019.0;966.0;-289.0;?;?;?;217.0;?;?
163.0;284.0;985.0;937.0;-313.0;-149.0;-351.0;970.0;340.0;-963.0;171.0
150.0;271.0;992.0;890.0;-364.0;-133.0;-311.0;964.0;213.0;?;?
148.0;236.0;991.0;?;-277.0;-111.0;-325.0;?;183.0;-928.0;179.0
?;?;997.0;941.0;-298.0;-144.0;-348.0;994.0;265.0;?;173.0
126.0;?;994.0;940.0;-305.0;-147.0;-299.0;?;239.0;?;175.0
123.0;231.0;1018.0;959.0;-293.0;-164.0;-333.0;974.0;?;-952.0;180.0
134.0;234.0;1017.0;958.0;-367.0;-180.0;-362.0;1009.0;312.0;-973.0;179.0
136.0;250.0;1011.0;945.0;-341.0;-151.0;-306.0;989.0;210.0;-967.0;176.0
98.0;246.0;974.0;944.0;-293.0;-163.0;-339.0;979.0;?;-954.0;156.0
75.0;210.0;984.0;956.0;-311.0;-190.0;-307.0;?;243.0;-943.0;141.0
92.0;182.0;991.0;934.0;-334.0;-197.0;?;949.0;256.0;-930.0;163.0
114.0;?;997.0;944.0;-316.0;?;-285.0;949.0;291.0;-935.0;164.0
105.0;?;1001.0;932.0;?;-155.0;-295.0;983.0;266.0;-953.0;192.0
152.0;193.0;981.0;?;-296.0;-126.0;?;996.0;250.0;?;194.0
?;211.0;1000.0;986.0;?;-160.0;-267.0;979.0;226.0;-969.0;186.0
118.0;168.0;1000.0;968.0;-322.0;-191.0;-286.0;974.0;280.0;-948.0;?
145.0;171.0;1012.0;968.0;?;-162.0;-271.0;1002.0;?;-945.0;190.0
110.0;?;1003.0;?;-331.0;-151.0;?;1024.0;?;-963.0;212.0
133.0;190.0;988.0;964.0;-311.0;?;?;990.0;319.0;?;194.0
?;190.0;993.0;996.0;?;-137.0;-251.0;1010.0;223.0;?;?
125.0;183.0;?;987.0;-308.0;-138.0;?;998.0;?;?;198.0
96.0;154.0;958.0;1002.0;?;-151.0;?;?;229.0;-958.0;155.0
93.0;149.0;948.0;938.0;?;-152.0;-275.0;?;188.0;-912.0;154.0
108.0;197.0;982.0;?;-286.0;-137.0;-291.0;960.0;244.0;-918.0;177.0
115.0;179.0;984.0;957.0;-306.0;-182.0;?;970.0;233.0;-929.0;205.0
128.0;147.0;998.0;974.0;?;?;-249.0;992.0;181.0;-943.0;?
143.0;?;1009.0;992.0;-322.0;-160.0;-273.0;1019.0;?;-960.0;?
?;188.0;?;971.0;-300.0;-136.0;-275.0;1010.0;216.0;-974.0;218.0
133.0;170.0;?;993.0;-327.0;-154.0;-254.0;985.0;246.0;-948.0;213.0
124.0;172.0;1000.0;1001.0;-313.0;?;?;974.0;?;-957.0;252.0
?;186.0;1012.0;?;-277.0;-148.0;-292.0;?;189.0;-957.0;221.0
144.0;?;1016.0;988.0;?;-176.0;-262.0;1027.0;354.0;-966.0;215.0
138.0;167.0;1010.0;1007.0;?;-170.0;-248.0;?;248.0;-957.0;227.0
102.0;149.0;969.0;989.0;-311.0;?;-216.0;?;189.0;-957.0;244.0
85.0;102.0;?;963.0;-296.0;-230.0;?;931.0;182.0;-915.0;223.0
109.0;112.0;1000.0;948.0;-340.0;-213.0;-261.0;979.0;?;-923.0;218.0
121.0;138.0;962.0;1006.0;-337.0;-177.0;-247.0;984.0;233.0;-943.0;?
87.0;?;981.0;989.0;-344.0;-199.0;-247.0;985.0;217.0;-936.0;224.0
101.0;134.0;1017.0;998.0;-361.0;-219.0;-276.0;1015.0;282.0;?;?
98.0;160.0;1039.0;980.0;-371.0;-196.0;-279.0;1035.0;325.0;-974.0;217.0
90.0;166.0;?;?;-349.0;-203.0;?;1024.0;?;-971.0;191.0
73.0;162.0;?;987.0;-352.0;-180.0;?;?;217.0;-972.0;202.0
119.0;174.0;1016.0;1022.0;-329.0;?;-307.0;993.0;?;-970.0;221.0
81.0;182.0;956.0;?;-254.0;?;-285.0;938.0;150.0;?;167.0
57.0;155.0;951.0;1033.0;-222.0;-183.0;-285.0;?;139.0;-920.0;147.0
106.0;121.0;981.0;?;-249.0;-142.0;-235.0;951.0;185.0;?;151.0
89.0;150.0;?;?;-238.0;-113.0;-263.0;987.0;106.0;-953.0;247.0
48.0;121.0;958.0;1016.0;-311.0;?;?;976.0;121.0;-945.0;218.0
148.0;74.0;928.0;943.0;-206.0;0.0;-244.0;?;40.0;?;288.0
132.0;?;976.0;1095.0;-9.0;-31.0;-246.0;1001.0;-7.0;-940.0;137.0
110.0;104.0;1052.0;1113.0;?;-237.0;?;1057.0;298.0;-1006.0;233.0
?;101.0;1049.0;?;-368.0;?;-284.0;1064.0;247.0;-1016.0;300.0
137.0;136.0;?;896.0;?;-56.0;-199.0;989.0;168.0;-1007.0;?
69.0;82.0;949.0;940.0;?;?;?;?;202.0;-958.0;313.0
18.0;7.0;917.0;849.0;-250.0;-167.0;-159.0;?;174.0;-914.0;?
82.0;0.0;963.0;872.0;-261.0;-92.0;-208.0;998.0;227.0;?;?
?;?;983.0;897.0;?;-13.0;-239.0;1042.0;121.0;?;267.0
159.0;112.0;987.0;911.0;-139.0;-20.0;-198.0;1029.0;181.0;-977.0;263.0
139.0;103.0;?;?;-148.0;-8.0;-194.0;1026.0;111.0;-961.0;?
88.0;74.0;970.0;900.0;-155.0;-89.0;-146.0;1002.0;173.0;?;336.0
76.0;-11.0;953.0;851.0;-203.0;-126.0;-102.0;1009.0;?;-945.0;?
57.0;?;?;?;-265.0;-137.0;?;994.0;247.0;-930.0;360.0
92.0;?;971.0;?;-270.0;?;-128.0;1014.0;175.0;-945.0;356.0
98.0;3.0;960.0;869.0;-235.0;-103.0;?;986.0;?;-962.0;338.0
61.0;-9.0;?;857.0;-232.0;-113.0;?;?;273.0;-954.0;?
?;-12.0;1001.0;848.0;?;-129.0;-141.0;?;246.0;-967.0;?
102.0;?;1026.0;816.0;?;-147.0;?;1051.0;196.0;-990.0;362.0
182.0;50.0;1095.0;?;-235.0;-27.0;-186.0;1208.0;129.0;-1019.0;381.0
199.0;83.0;1139.0;1075.0;-129.0;42.0;-185.0;1188.0;59.0;-1164.0;385.0
207.0;63.0;1066.0;?;-194.0;?;-214.0;1144.0;32.0;-1102.0;293.0
197.0;74.0;1063.0;1119.0;-286.0;-60.0;-247.0;1122.0;225.0;-1059.0;338.0
?;87.0;1011.0;1052.0;-320.0;-74.0;-227.0;1073.0;265.0;-1027.0;338.0
175.0;106.0;1000.0;1090.0;?;-75.0;-248.0;1056.0;183.0;-1006.0;289.0
?;124.0;1050.0;?;?;?;?;1078.0;104.0;?;?
56.0;158.0;1028.0;1060.0;?;-170.0;-305.0;?;?;-1052.0;213.0
?;149.0;964.0;1155.0;-201.0;-144.0;-282.0;899.0;?;?;142.0
219.0;155.0;1037.0;1150.0;-103.0;-40.0;?;1002.0;35.0;?;174.0
252.0;298.0;?;1212.0;-118.0;-62.0;-375.0;1103.0;?;-1105.0;183.0
197.0;348.0;1111.0;?;-113.0;-105.0;-310.0;1057.0;5.0;-1118.0;199.0
100.0;?;1038.0;1150.0;-177.0;-140.0;-211.0;1047.0;39.0;-1054.0;221.0
35.0;122.0;1088.0;1212.0;-289.0;?;?;1058.0;96.0;?;230.0
282.0;109.0;1044.0;1212.0;-441.0;-268.0;?;1061.0;63.0;-1072.0;272.0
350.0;207.0;949.0;1134.0;?;-190.0;-133.0;?;192.0;-1019.0;302.0
325.0;185.0;921.0;?;-563.0;?;?;974.0;230.0;-942.0;324.0
244.0;?;888.0;979.0;-490.0;-161.0;-106.0;?;193.0;-895.0;?
?;89.0;837.0;881.0;-217.0;?;-101.0;972.0;317.0;-870.0;306.0
496.0;202.0;859.0;938.0;-110.0;100.0;-245.0;988.0;307.0;-842.0;299.0
431.0;?;891.0;986.0;?;56.0;-250.0;?;153.0;-873.0;293.0
372.0;296.0;846.0;997.0;-212.0;?;?;932.0;?;-875.0;258.0
509.0;249.0;886.0;1046.0;-213.0;?;-201.0;961.0;123.0;-857.0;330.0
?;326.0;905.0;1028.0;-128.0;183.0;-196.0;1010.0;?;-912.0;380.0
613.0;340.0;904.0;994.0;?;257.0;?;1022.0;23.0;-937.0;369.0
685.0;387.0;933.0;1052.0;51.0;291.0;-326.0;1048.0;?;-943.0;359.0
600.0;466.0;928.0;1099.0;?;310.0;-238.0;992.0;-77.0;-990.0;331.0
529.0;368.0;867.0;1022.0;152.0;286.0;-232.0;925.0;-190.0;-936.0;363.0
593.0;?;?;1084.0;?;259.0;-216.0;985.0;-168.0;-930.0;381.0
597.0;311.0;?;1077.0;83.0;253.0;?;1015.0;-169.0;-987.0;?
642.0;312.0;894.0;1010.0;133.0;302.0;-209.0;?;-256.0;-965.0;404.0
609.0;355.0;?;1005.0;171.0;322.0;-200.0;965.0;-175.0;?;378.0
670.0;379.0;1006.0;1102.0;143.0;300.0;-307.0;?;-174.0;?;368.0
657.0;?;998.0;?;113.0;334.0;-224.0;1085.0;-120.0;-1082.0;?
575.0;360.0;?;1063.0;143.0;?;-144.0;?;-182.0;?;391.0
499.0;247.0;?;?;86.0;?;-126.0;912.0;-102.0;-870.0;397.0
537.0;235.0;837.0;1001.0;1.0;195.0;-150.0;951.0;-61.0;-873.0;405.0
574.0;271.0;835.0;924.0;61.0;264.0;?;932.0;-86.0;-880.0;401.0
589.0;261.0;?;955.0;69.0;218.0;-194.0;?;-58.0;-868.0;396.0
627.0;303.0;894.0;971.0;13.0;247.0;-198.0;?;-59.0;-915.0;414.0
618.0;332.0;895.0;1006.0;27.0;253.0;-182.0;986.0;?;?;427.0
628.0;?;895.0;1010.0;?;271.0;-193.0;999.0;-87.0;-926.0;408.0
?;339.0;?;1006.0;?;249.0;-184.0;961.0;?;-925.0;385.0
548.0;303.0;?;993.0;86.0;246.0;-218.0;956.0;-58.0;-898.0;348.0
?;?;865.0;978.0;80.0;275.0;-252.0;971.0;-81.0;-894.0;364.0
659.0;388.0;922.0;1005.0;83.0;295.0;-292.0;1051.0;-32.0;-938.0;378.0
608.0;432.0;?;1054.0;26.0;?;-310.0;1050.0;-26.0;?;?
?;439.0;921.0;?;4.0;182.0;-312.0;?;-34.0;-968.0;?
467.0;389.0;952.0;1102.0;?;?;-306.0;1001.0;?;-959.0;?
503.0;399.0;940.0;1107.0;-68.0;141.0;-280.0;1026.0;7.0;-974.0;277.0
435.0;366.0;895.0;1041.0;-92.0;114.0;-186.0;975.0;33.0;?;301.0
378.0;?;901.0;989.0;?;?;-186.0;961.0;78.0;-909.0;365.0
394.0;211.0;?;1065.0;-147.0;12.0;-186.0;1017.0;152.0;-931.0;369.0
395.0;206.0;?;1090.0;-199.0;16.0;?;1007.0;77.0;-954.0;400.0
?;212.0;993.0;1100.0;?;21.0;-207.0;1045.0;157.0;-978.0;?
364.0;231.0;?;1130.0;-203.0;-6.0;-252.0;1070.0;122.0;?;370.0
307.0;?;1029.0;?;-205.0;?;?;1051.0;171.0;-1033.0;?
?;?;1010.0;1161.0;?;-68.0;-224.0;1043.0;133.0;-1026.0;?
295.0;208.0;978.0;1093.0;-243.0;?;-213.0;?;156.0;?;360.0
305.0;224.0;980.0;1041.0;-268.0;?;-228.0;982.0;?;-947.0;364.0
303.0;264.0;?;1121.0;-280.0;-97.0;?;?;186.0;?;316.0
?;300.0;1044.0;1145.0;-276.0;-64.0;?;1072.0;177.0;-1039.0;?
388.0;289.0;?;1079.0;-270.0;-16.0;-269.0;1033.0;202.0;-1006.0;353.0
400.0;303.0;946.0;1044.0;-265.0;7.0;-294.0;?;244.0;-954.0;335.0
371.0;341.0;?;?;-235.0;33.0;-354.0;1126.0;147.0;-986.0;?
505.0;?;1072.0;?;-208.0;?;-311.0;?;93.0;-1066.0;251.0
488.0;423.0;1024.0;1104.0;-194.0;27.0;-264.0;1040.0;128.0;-1056.0;298.0
321.0;347.0;?;975.0;-191.0;22.0;?;896.0;128.0;-940.0;343.0
130.0;169.0;907.0;940.0;-178.0;?;-104.0;894.0;138.0;?;325.0
125.0;53.0;970.0;1046.0;-245.0;-279.0;?;950.0;179.0;-951.0;341.0
207.0;?;860.0;988.0;-347.0;-255.0;39.0;837.0;?;-901.0;422.0
?;-26.0;852.0;?;-405.0;-285.0;?;880.0;274.0;-820.0;441.0
104.0;?;?;1015.0;-448.0;-320.0;-77.0;943.0;317.0;-871.0;390.0
162.0;14.0;904.0;1066.0;-461.0;?;-92.0;?;?;-937.0;369.0
245.0;?;?;1053.0;-420.0;-135.0;?;1001.0;360.0;-897.0;377.0
362.0;?;969.0;1087.0;-383.0;?;-131.0;1068.0;353.0;?;375.0
?;186.0;1005.0;1142.0;-396.0;-4.0;?;?;?;-968.0;422.0
342.0;214.0;1014.0;1110.0;-370.0;-48.0;-126.0;1078.0;371.0;-989.0;430.0
236.0;129.0;959.0;1082.0;-392.0;-121.0;-101.0;?;376.0;-953.0;412.0
218.0;76.0;927.0;1055.0;?;-181.0;-96.0;1001.0;?;?;395.0
208.0;?;?;1016.0;-435.0;-201.0;-58.0;968.0;340.0;-897.0;?
169.0;9.0;?;1017.0;?;-184.0;?;950.0;250.0;?;393.0
?;29.0;931.0;1052.0;-388.0;-128.0;-98.0;979.0;293.0;-893.0;?
?;48.0;901.0;?;-349.0;-128.0;-58.0;941.0;?;-919.0;391.0
260.0;47.0;867.0;?;-341.0;-85.0;-45.0;895.0;257.0;-859.0;?
189.0;65.0;803.0;?;-317.0;-148.0;?;827.0;283.0;-822.0;432.0
136.0;30.0;793.0;837.0;-289.0;-163.0;?;743.0;158.0;-726.0;374.0
253.0;13.0;893.0;1068.0;-274.0;?;-152.0;?;210.0;-855.0;429.0
439.0;183.0;1045.0;1122.0;-240.0;?;?;1110.0;171.0;-942.0;448.0
466.0;294.0;1036.0;1153.0;-235.0;?;-234.0;1115.0;175.0;-1040.0;?
?;313.0;1024.0;1135.0;-153.0;?;-323.0;1135.0;115.0;-1039.0;403.0
?;324.0;1092.0;1211.0;-128.0;19.0;?;1163.0;147.0;?;350.0
355.0;316.0;1039.0;1156.0;?;88.0;-326.0;1114.0;?;-1093.0;304.0
292.0;327.0;979.0;?;?;12.0;-387.0;982.0;179.0;-986.0;267.0
162.0;388.0;?;1142.0;?;-84.0;-484.0;1105.0;155.0;-1004.0;218.0
65.0;365.0;1218.0;1291.0;-261.0;-165.0;?;1232.0;133.0;-1142.0;190.0
111.0;211.0;?;1303.0;?;-184.0;-189.0;1131.0;95.0;-1193.0;282.0
215.0;83.0;?;1175.0;-374.0;-222.0;-170.0;1110.0;256.0;-1060.0;365.0
173.0;122.0;1065.0;1145.0;-581.0;-258.0;?;1118.0;?;-1015.0;465.0
183.0;235.0;1014.0;1011.0;-752.0;-356.0;-156.0;1105.0;578.0;-974.0;543.0
138.0;?;899.0;960.0;-743.0;-367.0;-113.0;958.0;474.0;-939.0;411.0
-42.0;82.0;806.0;1099.0;-603.0;?;-78.0;896.0;512.0;-822.0;?
-8.0;-23.0;668.0;?;-418.0;-373.0;-75.0;?;358.0;-748.0;260.0
-6.0;23.0;699.0;995.0;?;-284.0;-105.0;745.0;375.0;-652.0;283.0
-12.0;54.0;761.0;1037.0;-413.0;-423.0;-128.0;782.0;?;-652.0;320.0
48.0;85.0;850.0;1101.0;-502.0;-473.0;-122.0;874.0;451.0;-760.0;?
99.0;89.0;?;1027.0;-507.0;-418.0;-23.0;869.0;450.0;?;375.0
179.0;?;?;802.0;-469.0;-356.0;153.0;803.0;?;-762.0;491.0
?;?;?;619.0;-405.0;-369.0;256.0;588.0;220.0;-653.0;497.0
34.0;?;515.0;?;-353.0;?;225.0;469.0;212.0;?;514.0
-61.0;-114.0;486.0;624.0;-427.0;-517.0;196.0;432.0;269.0;?;459.0
-155.0;-116.0;518.0;704.0;-488.0;-510.0;169.0;?;308.0;-463.0;398.0
-160.0;-125.0;602.0;?;-446.0;-524.0;?;589.0;232.0;-558.0;?
?;-173.0;?;1170.0;-407.0;?;155.0;?;252.0;?;437.0
-47.0;-215.0;1154.0;?;?;-532.0;167.0;1426.0;176.0;?;550.0
303.0;-114.0;?;2106.0;-570.0;?;-49.0;2070.0;463.0;-1553.0;630.0
928.0;182.0;?;2398.0;-879.0;-70.0;-137.0;2194.0;601.0;-1958.0;709.0
943.0;466.0;?;2031.0;-896.0;153.0;-156.0;1653.0;734.0;-1712.0;?
674.0;?;815.0;1174.0;-738.0;119.0;-24.0;1103.0;682.0;?;656.0
622.0;277.0;631.0;778.0;-585.0;?;-60.0;870.0;450.0;-650.0;521.0
567.0;330.0;780.0;?;-363.0;184.0;-270.0;981.0;293.0;-634.0;331.0
324.0;?;878.0;1363.0;-174.0;171.0;-244.0;1041.0;?;?;215.0
126.0;282.0;889.0;1259.0;-96.0;9.0;-171.0;991.0;113.0;-915.0;230.0
-53.0;?;774.0;1238.0;-279.0;-231.0;?;876.0;135.0;-870.0;234.0
-110.0;-164.0;673.0;?;?;-304.0;115.0;776.0;267.0;-728.0;331.0
76.0;-198.0;692.0;?;-473.0;-325.0;?;?;406.0;-678.0;?
186.0;-87.0;735.0;?;-542.0;-293.0;64.0;800.0;417.0;-724.0;526.0
123.0;-27.0;678.0;?;-564.0;-335.0;180.0;717.0;?;-732.0;452.0
5.0;-111.0;719.0;823.0;-470.0;-321.0;88.0;?;154.0;-700.0;413.0
184.0;-182.0;827.0;?;?;-238.0;?;862.0;?;-799.0;378.0
206.0;?;820.0;1083.0;-299.0;-154.0;?;858.0;?;-855.0;320.0
214.0;61.0;798.0;956.0;-273.0;?;-77.0;848.0;131.0;-828.0;?
94.0;156.0;860.0;952.0;-213.0;-115.0;-210.0;922.0;?;?;318.0
200.0;211.0;1107.0;?;?;?;-382.0;1125.0;237.0;-953.0;355.0
226.0;412.0;1275.0;1350.0;-226.0;-108.0;-363.0;1195.0;292.0;-1134.0;383.0
292.0;363.0;1297.0;1489.0;?;?;-249.0;1284.0;245.0;-1303.0;?
188.0;249.0;?;1375.0;-429.0;?;-183.0;1223.0;?;-1233.0;573.0
238.0;203.0;1288.0;?;-533.0;-249.0;?;1388.0;473.0;-1243.0;?
212.0;238.0;1267.0;?;?;?;-365.0;1392.0;?;?;429.0
322.0;288.0;?;1390.0;-644.0;-141.0;-349.0;1242.0;?;-1216.0;?
290.0;313.0;1167.0;1365.0;-473.0;-68.0;-421.0;1199.0;283.0;-1101.0;272.0
?;429.0;1127.0;1243.0;-460.0;-50.0;-420.0;1155.0;?;?;211.0
253.0;?;?;?;-375.0;-39.0;-320.0;980.0;361.0;-1010.0;205.0
231.0;379.0;769.0;811.0;-292.0;-12.0;-250.0;834.0;359.0;-836.0;?
100.0;268.0;667.0;739.0;-220.0;?;-177.0;726.0;?;-700.0;?
-12.0;-35.0;603.0;?;?;-386.0;120.0;536.0;230.0;?;349.0
-1.0;-91.0;641.0;?;-479.0;-354.0;105.0;573.0;210.0;-575.0;?
83.0;-107.0;703.0;?;-420.0;-275.0;30.0;700.0;252.0;-630.0;339.0
159.0;-2.0;782.0;808.0;-417.0;-213.0;?;781.0;285.0;-702.0;379.0
171.0;84.0;801.0;903.0;-389.0;-179.0;-31.0;?;?;-756.0;413.0
?;?;946.0;1033.0;-383.0;-199.0;-167.0;1049.0;376.0;?;468.0
?;219.0;1206.0;1343.0;?;-153.0;-389.0;1307.0;406.0;-1006.0;439.0
463.0;473.0;?;?;-405.0;75.0;-347.0;1524.0;393.0;-1281.0;?
186.0;418.0;1368.0;1575.0;-326.0;-151.0;-163.0;1390.0;361.0;-1403.0;526.0
204.0;195.0;1267.0;1433.0;-431.0;-213.0;?;1399.0;467.0;?;526.0
?;?;1199.0;1407.0;-551.0;-140.0;-307.0;1279.0;428.0;-1268.0;441.0
282.0;?;?;1249.0;-578.0;-128.0;-163.0;1122.0;?;-1072.0;422.0
200.0;231.0;1155.0;1256.0;-478.0;-169.0;?;?;237.0;-1038.0;336.0
?;?;?;1252.0;-415.0;-106.0;-365.0;1183.0;268.0;-1129.0;287.0
334.0;380.0;?;1104.0;-390.0;-14.0;?;1058.0;?;-1080.0;?
342.0;?;?;911.0;?;27.0;-205.0;938.0;211.0;-930.0;304.0
202.0;343.0;?;?;-229.0;-9.0;-175.0;830.0;251.0;-810.0;237.0
86.0;229.0;711.0;?;-220.0;?;-140.0;?;216.0;-738.0;203.0
35.0;-50.0;630.0;693.0;-440.0;-291.0;?;?;231.0;-564.0;340.0
93.0;-77.0;678.0;?;-391.0;?;59.0;?;284.0;-603.0;354.0
134.0;-31.0;755.0;822.0;?;-255.0;31.0;758.0;?;?;362.0
163.0;?;794.0;884.0;-383.0;-203.0;26.0;801.0;?;-750.0;408.0
178.0;20.0;849.0;947.0;?;?;-41.0;879.0;337.0;-784.0;413.0
?;90.0;863.0;979.0;-432.0;-175.0;-134.0;935.0;?;-822.0;427.0
?;?;1180.0;?;?;?;-392.0;1222.0;?;-882.0;355.0
392.0;439.0;1370.0;1522.0;-573.0;-111.0;-503.0;1415.0;?;-1232.0;?
410.0;559.0;1405.0;1513.0;-450.0;29.0;-414.0;1509.0;301.0;-1321.0;352.0
418.0;519.0;?;1487.0;-292.0;28.0;-433.0;1464.0;277.0;-1429.0;407.0
?;431.0;1056.0;1180.0;-294.0;148.0;-252.0;1203.0;?;-1275.0;432.0
310.0;476.0;838.0;985.0;-224.0;102.0;-148.0;944.0;226.0;-952.0;346.0
-46.0;250.0;912.0;990.0;-201.0;-181.0;-238.0;949.0;?;-837.0;253.0
58.0;153.0;1090.0;?;-242.0;-190.0;-377.0;1006.0;187.0;-974.0;?
284.0;236.0;1148.0;1289.0;?;-165.0;?;1107.0;151.0;-1073.0;278.0
424.0;337.0;1130.0;1240.0;-434.0;?;-297.0;1129.0;141.0;-1130.0;364.0
413.0;396.0;953.0;?;-384.0;40.0;-256.0;950.0;157.0;-1042.0;?
183.0;374.0;848.0;844.0;-176.0;-36.0;-204.0;?;137.0;-880.0;?
?;?;738.0;?;-176.0;-147.0;-95.0;748.0;150.0;?;269.0
?;120.0;749.0;759.0;?;-306.0;-67.0;702.0;?;-728.0;225.0
?;?;720.0;777.0;-322.0;-373.0;-60.0;612.0;?;-711.0;234.0
43.0;38.0;712.0;760.0;-467.0;-400.0;-101.0;649.0;272.0;-628.0;?
137.0;141.0;832.0;?;?;-324.0;-251.0;776.0;325.0;-675.0;253.0
248.0;?;1004.0;987.0;-508.0;-225.0;-387.0;979.0;376.0;-811.0;255.0
387.0;?;?;1122.0;-451.0;-85.0;-465.0;1088.0;?;-968.0;223.0
?;?;1118.0;1171.0;-367.0;3.0;-403.0;1150.0;245.0;?;232.0
436.0;525.0;1022.0;1126.0;-281.0;68.0;-307.0;1095.0;267.0;-1063.0;303.0
?;482.0;1009.0;1041.0;?;-13.0;-321.0;1090.0;263.0;?;348.0
391.0;446.0;952.0;1037.0;-356.0;-19.0;-242.0;?;350.0;-964.0;349.0
355.0;?;996.0;1075.0;-387.0;?;-288.0;1028.0;341.0;?;347.0
?;413.0;1072.0;1163.0;?;-81.0;-326.0;?;174.0;-990.0;297.0
343.0;428.0;1092.0;1223.0;-328.0;-47.0;?;1110.0;191.0;?;329.0
360.0;387.0;1024.0;?;-272.0;-47.0;-207.0;1036.0;?;?;440.0
311.0;311.0;949.0;1077.0;-249.0;-73.0;-199.0;979.0;206.0;-989.0;486.0
?;300.0;?;1063.0;-254.0;?;-243.0;975.0;190.0;-944.0;389.0
254.0;311.0;946.0;1083.0;-246.0;-53.0;-245.0;974.0;180.0;-942.0;329.0
?;324.0;?;?;-251.0;-111.0;-202.0;936.0;?;-926.0;351.0
225.0;271.0;920.0;1046.0;?;-153.0;-185.0;950.0;216.0;-915.0;337.0
237.0;218.0;919.0;?;-331.0;-183.0;-133.0;968.0;247.0;-905.0;372.0
184.0;?;890.0;989.0;?;-218.0;-75.0;883.0;265.0;?;380.0
156.0;122.0;843.0;916.0;?;-265.0;-60.0;864.0;245.0;-836.0;366.0
?;105.0;?;910.0;-447.0;-272.0;-96.0;?;294.0;-806.0;?
?;132.0;875.0;941.0;-467.0;-279.0;-101.0;873.0;?;-817.0;329.0
151.0;122.0;885.0;?;-450.0;-282.0;-124.0;885.0;372.0;-827.0;339.0
205.0;158.0;933.0;1002.0;-458.0;?;-151.0;960.0;352.0;-848.0;?
?;?;974.0;1047.0;-465.0;-212.0;-162.0;998.0;399.0;-895.0;?
257.0;205.0;1049.0;1139.0;-472.0;-202.0;-183.0;1124.0;360.0;?;394.0
351.0;283.0;?;1194.0;-493.0;-159.0;-271.0;1182.0;387.0;?;417.0
512.0;390.0;1152.0;1272.0;-521.0;-46.0;-357.0;1267.0;326.0;?;401.0
474.0;494.0;1089.0;?;-442.0;64.0;-297.0;1169.0;341.0;-1132.0;?
341.0;?;895.0;1035.0;-329.0;39.0;-202.0;961.0;244.0;-1007.0;350.0
235.0;344.0;818.0;912.0;-290.0;-72.0;-220.0;880.0;?;-836.0;312.0
230.0;288.0;882.0;991.0;-323.0;-119.0;-289.0;900.0;241.0;-805.0;?
293.0;357.0;993.0;1101.0;-344.0;-92.0;?;1004.0;?;-882.0;267.0
342.0;461.0;1106.0;1208.0;?;-35.0;-427.0;1151.0;227.0;?;256.0
?;523.0;?;1260.0;-275.0;5.0;-472.0;1213.0;180.0;-1120.0;289.0
?;?;1151.0;1250.0;-262.0;5.0;?;?;66.0;?;317.0
?;522.0;1011.0;1149.0;-238.0;-16.0;-294.0;1013.0;?;?;315.0
262.0;431.0;897.0;1006.0;-209.0;?;?;?;97.0;?;276.0
167.0;322.0;830.0;899.0;-203.0;?;-200.0;818.0;131.0;-844.0;262.0
?;271.0;838.0;895.0;?;-194.0;-202.0;799.0;205.0;-806.0;252.0
149.0;256.0;862.0;?;-309.0;-227.0;-185.0;829.0;224.0;-812.0;274.0
208.0;250.0;?;1009.0;-349.0;-248.0;-193.0;883.0;243.0;-849.0;307.0
259.0;294.0;986.0;1057.0;-419.0;?;-247.0;?;?;-913.0;339.0
284.0;354.0;1038.0;?;?;?;-285.0;1025.0;?;-964.0;314.0
247.0;384.0;997.0;1074.0;-428.0;-161.0;?;1017.0;?;-983.0;311.0
202.0;361.0;983.0;?;?;-202.0;-247.0;981.0;?;-964.0;286.0
170.0;321.0;945.0;?;-417.0;?;-217.0;937.0;354.0;-914.0;250.0
?;?;923.0;?;-452.0;-278.0;-198.0;873.0;418.0;-868.0;267.0
150.0;261.0;897.0;953.0;-482.0;-269.0;-194.0;876.0;385.0;-844.0;283.0
