InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
-206.0;?;100;69.0;159.0;?;-622.0
?;954.0;100;90.0;?;245.0;-663.0
?;?;?;2.0;149.0;?;-768.0
?;?;?;?;151.0;409.0;?
?;1587.0;100;60.0;152.0;283.0;-929.0
-181.0;1190.0;100;259.0;?;104.0;?
-179.0;861.0;100;201.0;157.0;?;-1130.0
-178.0;1030.0;99;140.0;159.0;?;-1219.0
-178.0;1199.0;100;-116.0;160.0;612.0;-1488.0
?;1089.0;99;-99.0;152.0;?;?
-183.0;?;100;-55.0;147.0;354.0;-896.0
-185.0;?;100;?;142.0;512.0;-952.0
?;800.0;97;94.0;149.0;436.0;-1176.0
-200.0;727.0;104;109.0;157.0;220.0;-1144.0
-298.0;?;57;?;-13.0;?;-615.0
-290.0;1575.0;?;301.0;-40.0;518.0;-707.0
?;1533.0;57;?;-55.0;383.0;-837.0
?;1265.0;57;197.0;-60.0;83.0;-981.0
?;?;?;205.0;-50.0;167.0;?
-280.0;966.0;58;-38.0;-27.0;306.0;?
-285.0;1084.0;58;-197.0;-1.0;416.0;-1554.0
?;1093.0;58;-194.0;5.0;494.0;?
-293.0;985.0;?;18.0;?;405.0;?
-294.0;845.0;59;2.0;?;264.0;-900.0
-290.0;729.0;57;74.0;-68.0;109.0;-1106.0
-271.0;771.0;?;184.0;?;-19.0;-990.0
-256.0;873.0;?;?;?;7.0;-798.0
-254.0;865.0;29;?;-816.0;?;-689.0
-255.0;987.0;28;191.0;?;302.0;-613.0
?;1096.0;28;196.0;-843.0;314.0;?
-246.0;1188.0;27;126.0;-870.0;305.0;?
?;1370.0;28;153.0;-889.0;244.0;-800.0
-226.0;?;28;112.0;-905.0;361.0;-876.0
-213.0;1288.0;?;?;?;374.0;?
-201.0;920.0;28;-99.0;-898.0;385.0;-1165.0
-200.0;?;?;-55.0;-858.0;488.0;-1333.0
-206.0;995.0;28;-153.0;-766.0;478.0;-1460.0
-212.0;1101.0;28;-14.0;?;352.0;?
-223.0;999.0;?;202.0;?;568.0;-995.0
-228.0;855.0;?;192.0;-559.0;273.0;?
-232.0;748.0;28;123.0;-576.0;?;-934.0
-104.0;637.0;?;?;-824.0;?;-1196.0
-52.0;?;?;39.0;-822.0;288.0;?
?;817.0;12;58.0;-850.0;309.0;-777.0
?;893.0;13;71.0;-881.0;311.0;-621.0
-15.0;1003.0;11;162.0;-914.0;?;-580.0
-7.0;1063.0;?;170.0;-944.0;?;-609.0
2.0;1135.0;9;?;-972.0;404.0;-686.0
15.0;1272.0;9;217.0;-988.0;415.0;-820.0
?;1424.0;9;85.0;?;516.0;-928.0
46.0;?;10;?;-991.0;309.0;-1000.0
59.0;1023.0;10;-1.0;?;414.0;-1124.0
58.0;873.0;10;9.0;-989.0;504.0;?
54.0;1040.0;10;-61.0;-995.0;507.0;-1335.0
50.0;1075.0;10;-116.0;-1012.0;314.0;-1275.0
?;?;?;-44.0;-1025.0;169.0;-1045.0
?;896.0;10;77.0;-1029.0;216.0;?
-27.0;702.0;-18;143.0;-927.0;248.0;-1177.0
3.0;?;?;?;-953.0;?;-1009.0
24.0;820.0;-12;?;-979.0;?;?
37.0;887.0;-11;235.0;-999.0;323.0;-687.0
?;987.0;?;232.0;-1017.0;341.0;-623.0
51.0;1046.0;-14;253.0;-1032.0;?;-662.0
?;1166.0;-15;209.0;-1038.0;443.0;-734.0
68.0;1206.0;?;131.0;-1027.0;470.0;-818.0
80.0;?;-17;94.0;-1020.0;407.0;-905.0
91.0;1441.0;-16;24.0;?;270.0;-973.0
?;?;-16;-120.0;-1012.0;?;-1100.0
?;918.0;-16;-67.0;-1009.0;?;-1210.0
105.0;834.0;?;-113.0;-1007.0;534.0;-1216.0
111.0;?;-16;?;-1015.0;404.0;-1237.0
112.0;1052.0;-16;?;-1024.0;283.0;?
112.0;1022.0;-16;46.0;-1032.0;262.0;-929.0
?;926.0;-16;93.0;?;256.0;-815.0
104.0;823.0;-16;?;-1001.0;279.0;-841.0
?;790.0;-16;157.0;?;236.0;-1014.0
77.0;821.0;-17;203.0;-932.0;262.0;?
55.0;849.0;-17;110.0;?;332.0;-938.0
?;859.0;-15;91.0;-884.0;?;-802.0
29.0;?;-17;74.0;-874.0;308.0;-723.0
25.0;831.0;?;25.0;-873.0;203.0;-740.0
28.0;907.0;-8;61.0;?;?;-788.0
?;978.0;9;-39.0;-844.0;215.0;-833.0
51.0;1070.0;58;28.0;-819.0;58.0;-860.0
61.0;1019.0;78;32.0;-801.0;?;?
71.0;1253.0;53;64.0;-792.0;155.0;?
80.0;?;11;143.0;?;159.0;-886.0
?;1312.0;-17;293.0;-806.0;?;-974.0
107.0;1135.0;-22;221.0;-821.0;509.0;-1043.0
91.0;1112.0;-32;267.0;-839.0;564.0;-1163.0
74.0;1186.0;-37;246.0;-853.0;508.0;-1278.0
66.0;1239.0;-39;138.0;-864.0;237.0;-1326.0
75.0;1113.0;-40;?;-872.0;?;-1161.0
86.0;?;-38;185.0;-858.0;168.0;-1051.0
111.0;763.0;-37;76.0;-830.0;161.0;-1094.0
149.0;725.0;?;?;-811.0;231.0;?
183.0;768.0;-37;?;?;?;?
?;875.0;-35;?;-834.0;284.0;-958.0
?;904.0;?;103.0;-860.0;279.0;-783.0
216.0;887.0;-34;171.0;?;295.0;-686.0
215.0;933.0;?;174.0;-894.0;318.0;-669.0
214.0;988.0;?;139.0;-891.0;327.0;-735.0
?;?;-38;108.0;-884.0;424.0;-841.0
217.0;1263.0;?;?;?;380.0;-882.0
215.0;1204.0;?;192.0;?;?;-892.0
209.0;1076.0;?;?;-840.0;251.0;-939.0
195.0;771.0;-38;82.0;?;?;-1054.0
172.0;822.0;?;-30.0;-801.0;?;-1215.0
148.0;961.0;-38;-115.0;-783.0;174.0;?
136.0;1052.0;-38;?;-774.0;86.0;-1106.0
128.0;1013.0;-38;45.0;-771.0;182.0;-838.0
?;869.0;?;?;?;177.0;-777.0
107.0;749.0;?;-17.0;-748.0;?;-946.0
85.0;761.0;?;?;?;114.0;?
64.0;749.0;-38;-55.0;-721.0;140.0;-1021.0
41.0;806.0;-38;-72.0;-710.0;204.0;-879.0
23.0;834.0;-39;17.0;-701.0;200.0;-740.0
6.0;?;-36;22.0;-696.0;178.0;-717.0
-9.0;874.0;-31;85.0;?;205.0;-728.0
-21.0;898.0;?;92.0;-673.0;195.0;-776.0
-36.0;909.0;-14;41.0;-654.0;255.0;-820.0
-52.0;890.0;-18;28.0;-639.0;364.0;-822.0
?;969.0;?;102.0;-630.0;554.0;-831.0
-71.0;1308.0;-58;202.0;?;380.0;?
?;1153.0;-58;199.0;-608.0;281.0;-897.0
-78.0;911.0;-54;?;-598.0;608.0;?
-87.0;1095.0;-48;199.0;?;?;-891.0
-104.0;?;-40;127.0;-567.0;408.0;-1115.0
-107.0;?;?;199.0;-557.0;322.0;?
-96.0;1101.0;?;199.0;-547.0;370.0;-936.0
-84.0;973.0;-32;117.0;?;?;-939.0
-62.0;?;-32;?;-517.0;?;-1149.0
-37.0;855.0;-31;69.0;-504.0;273.0;-1253.0
-18.0;861.0;?;148.0;-496.0;301.0;-1196.0
?;885.0;-26;?;-476.0;?;-994.0
-33.0;963.0;-22;275.0;?;?;-877.0
?;961.0;-22;261.0;-431.0;?;-800.0
-48.0;960.0;?;236.0;-407.0;444.0;-788.0
-49.0;1024.0;-22;?;-380.0;373.0;-806.0
-50.0;1068.0;-24;-45.0;-343.0;?;-869.0
?;1093.0;?;-160.0;-314.0;296.0;-908.0
-36.0;1155.0;?;?;-290.0;?;-910.0
-26.0;?;-24;?;-270.0;366.0;-965.0
-26.0;1455.0;?;?;-253.0;336.0;?
-40.0;1322.0;?;355.0;-244.0;372.0;-1012.0
?;1205.0;?;517.0;-231.0;?;-1070.0
-102.0;951.0;?;463.0;-224.0;?;?
-148.0;?;-24;?;-212.0;312.0;-1333.0
-188.0;905.0;-24;98.0;-197.0;73.0;-1356.0
-200.0;879.0;?;?;-174.0;?;-1204.0
-183.0;801.0;-24;28.0;-150.0;282.0;?
-176.0;800.0;?;41.0;-137.0;427.0;-836.0
-190.0;?;?;22.0;-151.0;324.0;?
-199.0;899.0;-24;108.0;-187.0;383.0;?
-205.0;962.0;-24;157.0;?;254.0;-787.0
-212.0;1023.0;?;154.0;?;327.0;-723.0
?;1039.0;-24;148.0;-293.0;334.0;-768.0
?;1012.0;-25;26.0;?;213.0;-832.0
-215.0;?;-25;-40.0;-323.0;180.0;-908.0
-195.0;1006.0;-26;?;-333.0;145.0;-975.0
-174.0;?;-26;-91.0;?;217.0;-1020.0
-152.0;983.0;-26;-38.0;?;239.0;-1007.0
-135.0;961.0;-26;?;-352.0;?;-990.0
-123.0;908.0;-23;?;-361.0;?;-975.0
-120.0;?;-23;83.0;-363.0;294.0;-949.0
-120.0;?;?;112.0;-370.0;?;-940.0
?;1217.0;-42;171.0;-377.0;283.0;?
-115.0;1230.0;?;214.0;-384.0;275.0;-881.0
?;1173.0;-49;228.0;?;408.0;-853.0
?;?;-52;?;-402.0;414.0;-933.0
-95.0;?;-54;125.0;-417.0;281.0;-1119.0
-82.0;1107.0;-58;240.0;-438.0;197.0;-1187.0
-61.0;1093.0;?;228.0;?;?;-1150.0
-34.0;1090.0;?;191.0;-477.0;197.0;?
0.0;1042.0;?;173.0;-495.0;300.0;-915.0
29.0;1016.0;-69;184.0;-514.0;485.0;-1011.0
?;967.0;-70;?;-537.0;453.0;?
68.0;?;?;124.0;-555.0;280.0;-1043.0
81.0;1011.0;-69;?;-568.0;?;-992.0
94.0;?;-71;141.0;-574.0;?;-931.0
113.0;1018.0;-72;?;?;264.0;?
133.0;1109.0;-73;?;?;?;-895.0
154.0;1113.0;-73;131.0;-552.0;252.0;-934.0
171.0;1223.0;-73;?;?;280.0;-949.0
182.0;1243.0;-73;64.0;-551.0;271.0;-957.0
184.0;?;-73;14.0;-553.0;324.0;?
?;939.0;?;34.0;-549.0;?;-1046.0
180.0;?;-73;-15.0;-545.0;?;?
171.0;687.0;?;?;?;?;-1221.0
?;814.0;?;?;-536.0;?;-1204.0
?;945.0;-73;?;?;-19.0;-1009.0
?;1068.0;-73;191.0;-539.0;128.0;-762.0
183.0;1002.0;-73;211.0;-545.0;167.0;-607.0
195.0;929.0;-73;198.0;-553.0;109.0;-691.0
211.0;923.0;-73;174.0;?;37.0;?
223.0;934.0;-73;102.0;-569.0;77.0;-1015.0
?;?;-73;119.0;?;?;-1022.0
255.0;943.0;-73;41.0;-584.0;273.0;-935.0
277.0;933.0;-73;88.0;?;398.0;?
299.0;906.0;-73;99.0;-605.0;469.0;-891.0
319.0;896.0;-74;-2.0;?;475.0;-898.0
339.0;?;-74;1.0;?;469.0;-915.0
356.0;950.0;?;-16.0;?;476.0;-920.0
371.0;?;?;-11.0;-651.0;465.0;-905.0
383.0;942.0;-72;?;-656.0;467.0;?
?;971.0;-70;-26.0;-659.0;443.0;-879.0
405.0;957.0;-71;-36.0;?;395.0;-896.0
?;986.0;?;-55.0;?;?;?
419.0;?;-108;13.0;-657.0;?;-924.0
?;1320.0;-121;10.0;-654.0;206.0;-947.0
422.0;1239.0;-121;145.0;-651.0;?;-966.0
417.0;1131.0;-119;274.0;?;144.0;-970.0
?;1041.0;-109;274.0;-645.0;138.0;-1024.0
397.0;1122.0;?;247.0;-643.0;-34.0;-1162.0
?;1232.0;-108;283.0;-640.0;-185.0;-1203.0
392.0;1131.0;-118;293.0;-633.0;16.0;-1185.0
396.0;1035.0;?;316.0;-625.0;174.0;-1035.0
397.0;917.0;?;334.0;-618.0;118.0;-999.0
404.0;?;-143;263.0;?;118.0;-1094.0
415.0;930.0;?;400.0;-620.0;?;?
426.0;954.0;-141;?;-621.0;?;-1009.0
439.0;996.0;-142;281.0;?;149.0;-900.0
454.0;1056.0;-142;316.0;-625.0;171.0;-834.0
467.0;1122.0;-142;391.0;-625.0;276.0;-836.0
477.0;1144.0;-142;?;-626.0;268.0;?
?;1130.0;-142;407.0;-624.0;321.0;-877.0
?;987.0;-142;311.0;-622.0;206.0;-942.0
?;956.0;-142;227.0;-619.0;139.0;-1019.0
494.0;1009.0;-142;17.0;-612.0;163.0;-1109.0
?;1009.0;-142;-140.0;?;274.0;-1124.0
?;975.0;-142;-44.0;-600.0;359.0;-1021.0
484.0;?;-142;49.0;-590.0;321.0;-904.0
479.0;914.0;-142;-19.0;-574.0;331.0;-914.0
469.0;920.0;-142;?;?;302.0;-957.0
457.0;976.0;-142;151.0;?;279.0;-934.0
445.0;1081.0;-142;145.0;-530.0;252.0;-864.0
?;1122.0;-142;149.0;-523.0;?;-873.0
?;?;-140;?;-513.0;258.0;?
409.0;976.0;-142;85.0;?;233.0;-940.0
391.0;?;-132;47.0;-495.0;238.0;-1013.0
376.0;907.0;-135;?;-487.0;268.0;-1062.0
?;976.0;-130;207.0;?;?;-1052.0
345.0;?;-124;330.0;-464.0;221.0;-968.0
327.0;?;-159;526.0;-449.0;246.0;-885.0
?;1192.0;-145;550.0;?;?;-856.0
291.0;1270.0;-209;712.0;?;138.0;-844.0
271.0;1204.0;-130;?;?;245.0;?
238.0;1282.0;166;?;-377.0;225.0;-977.0
201.0;1244.0;?;709.0;?;295.0;-1031.0
158.0;?;131;533.0;-314.0;589.0;-1152.0
111.0;1095.0;?;550.0;-270.0;692.0;-1160.0
?;990.0;121;493.0;?;561.0;-1177.0
?;1066.0;125;538.0;-183.0;306.0;?
?;1128.0;121;580.0;-136.0;161.0;-1093.0
-99.0;1214.0;?;475.0;-93.0;-55.0;-1025.0
-152.0;1217.0;120;348.0;-58.0;134.0;-950.0
-205.0;1166.0;115;195.0;-42.0;385.0;-932.0
-259.0;1120.0;?;?;-31.0;474.0;-995.0
?;1072.0;116;-109.0;-8.0;349.0;-1061.0
-378.0;1068.0;116;31.0;39.0;244.0;-1110.0
-443.0;1144.0;115;-165.0;?;244.0;-1102.0
-498.0;1060.0;115;-89.0;172.0;280.0;-1097.0
-538.0;905.0;?;-212.0;203.0;369.0;-1011.0
-564.0;1046.0;115;-208.0;228.0;280.0;-1007.0
-585.0;1061.0;115;-172.0;252.0;?;-1021.0
-602.0;1080.0;115;-400.0;282.0;310.0;-1103.0
-620.0;1005.0;?;-673.0;?;?;-977.0
-634.0;990.0;115;?;333.0;297.0;?
?;899.0;115;-881.0;358.0;337.0;-1041.0
-664.0;958.0;115;-712.0;377.0;285.0;?
-681.0;960.0;?;-374.0;391.0;177.0;?
-698.0;?;115;-120.0;?;?;-944.0
-707.0;805.0;115;?;420.0;63.0;-912.0
?;805.0;115;-246.0;425.0;57.0;-936.0
?;?;115;-785.0;423.0;112.0;-952.0
-680.0;800.0;115;-319.0;425.0;173.0;-905.0
-671.0;?;?;-1320.0;437.0;?;-807.0
-670.0;803.0;115;-1034.0;?;107.0;-755.0
-677.0;883.0;115;-784.0;461.0;120.0;-749.0
-699.0;918.0;111;86.0;467.0;190.0;-748.0
-724.0;?;108;-245.0;465.0;?;-825.0
-750.0;?;106;-256.0;463.0;187.0;-780.0
-768.0;928.0;100;-444.0;461.0;159.0;?
-767.0;1049.0;97;-351.0;461.0;99.0;-872.0
-764.0;980.0;95;?;459.0;?;-886.0
?;1023.0;89;-321.0;?;332.0;?
-802.0;973.0;87;-384.0;457.0;342.0;-784.0
-821.0;885.0;86;-418.0;453.0;290.0;-900.0
-835.0;857.0;82;-377.0;457.0;?;-937.0
-857.0;823.0;81;-398.0;458.0;202.0;-948.0
-877.0;872.0;82;-295.0;465.0;?;-929.0
?;925.0;?;-342.0;466.0;172.0;-804.0
-896.0;?;73;?;472.0;?;-756.0
?;918.0;?;-438.0;477.0;68.0;?
-923.0;937.0;69;-346.0;481.0;65.0;?
-931.0;939.0;70;-432.0;484.0;56.0;-794.0
-932.0;966.0;?;?;486.0;89.0;-815.0
-940.0;1011.0;?;-304.0;485.0;1.0;?
-947.0;955.0;67;-262.0;487.0;-20.0;?
?;?;67;-281.0;489.0;33.0;-846.0
-958.0;927.0;67;-228.0;488.0;129.0;-859.0
-960.0;?;67;-340.0;490.0;?;-908.0
-965.0;911.0;67;-292.0;489.0;?;-887.0
-969.0;900.0;67;?;489.0;132.0;-850.0
-971.0;858.0;67;-277.0;487.0;?;-870.0
-970.0;?;?;-184.0;485.0;204.0;-776.0
-965.0;868.0;67;-279.0;484.0;?;-790.0
-961.0;905.0;67;-373.0;?;219.0;-851.0
-957.0;892.0;67;-344.0;476.0;231.0;-783.0
-951.0;805.0;67;-314.0;?;282.0;-789.0
?;795.0;67;-304.0;462.0;246.0;-776.0
-944.0;913.0;67;-349.0;454.0;143.0;-793.0
-943.0;947.0;67;-488.0;446.0;51.0;-789.0
-944.0;943.0;67;-357.0;443.0;10.0;?
-945.0;?;66;-676.0;440.0;16.0;-686.0
-946.0;871.0;?;-555.0;441.0;0.0;-769.0
-942.0;?;?;-614.0;447.0;33.0;-861.0
-943.0;825.0;66;-674.0;?;39.0;-883.0
-939.0;789.0;66;-730.0;441.0;73.0;-843.0
-934.0;729.0;?;-742.0;436.0;91.0;-806.0
-929.0;688.0;?;-841.0;424.0;85.0;-793.0
-925.0;702.0;63;-985.0;416.0;120.0;-792.0
-923.0;711.0;55;-930.0;404.0;203.0;-764.0
-923.0;664.0;46;-995.0;385.0;258.0;-719.0
-924.0;883.0;32;?;362.0;264.0;-645.0
-922.0;?;?;-1009.0;337.0;205.0;-660.0
-923.0;849.0;39;-915.0;308.0;255.0;?
-923.0;1047.0;47;-919.0;282.0;267.0;-647.0
-919.0;876.0;56;-934.0;255.0;328.0;-704.0
-916.0;745.0;55;?;232.0;?;?
-912.0;709.0;43;-879.0;211.0;508.0;-726.0
-910.0;853.0;?;-859.0;202.0;386.0;-941.0
-910.0;799.0;?;?;202.0;?;-946.0
-910.0;692.0;35;-1078.0;216.0;198.0;-761.0
-910.0;728.0;36;-899.0;?;278.0;-695.0
?;?;36;?;268.0;297.0;?
-911.0;722.0;36;-968.0;285.0;301.0;?
-913.0;746.0;36;-938.0;?;?;-698.0
-915.0;781.0;36;-950.0;293.0;?;-774.0
-911.0;624.0;36;-1013.0;291.0;213.0;-730.0
?;569.0;36;?;299.0;?;-721.0
-914.0;666.0;36;?;308.0;237.0;-737.0
-917.0;596.0;36;-1002.0;318.0;80.0;-801.0
-921.0;566.0;36;-1057.0;325.0;73.0;-734.0
-923.0;?;36;?;333.0;91.0;-577.0
-928.0;535.0;36;?;333.0;113.0;-619.0
-930.0;497.0;36;-953.0;323.0;128.0;-675.0
?;498.0;36;-1007.0;?;100.0;?
-931.0;471.0;36;-936.0;288.0;102.0;-538.0
?;437.0;36;-890.0;270.0;145.0;-519.0
-925.0;371.0;36;-967.0;?;?;?
-921.0;571.0;36;-720.0;260.0;230.0;-544.0
-916.0;603.0;?;?;258.0;192.0;?
-915.0;601.0;37;-681.0;257.0;225.0;-505.0
-910.0;614.0;36;-967.0;256.0;259.0;-474.0
-909.0;?;37;?;252.0;281.0;-511.0
-908.0;694.0;?;-1288.0;244.0;282.0;-531.0
-908.0;437.0;37;-1127.0;239.0;355.0;-573.0
-903.0;470.0;?;?;?;379.0;-802.0
-899.0;514.0;?;-800.0;245.0;264.0;-645.0
?;518.0;37;?;?;174.0;?
-901.0;490.0;37;-473.0;278.0;105.0;-563.0
?;447.0;?;255.0;?;94.0;-497.0
-900.0;421.0;37;-342.0;303.0;109.0;-471.0
-902.0;405.0;37;?;300.0;135.0;-495.0
-904.0;767.0;?;?;279.0;210.0;-560.0
?;?;37;349.0;254.0;263.0;-515.0
-904.0;862.0;37;988.0;?;196.0;-482.0
-909.0;855.0;37;-604.0;210.0;205.0;-266.0
-910.0;882.0;37;-4.0;191.0;278.0;-518.0
-908.0;762.0;?;581.0;172.0;217.0;-587.0
-900.0;1084.0;?;46.0;156.0;121.0;-748.0
-887.0;1015.0;37;308.0;132.0;126.0;-892.0
?;860.0;36;365.0;102.0;280.0;-1075.0
-871.0;936.0;36;266.0;?;339.0;-1075.0
-866.0;?;36;178.0;43.0;346.0;-759.0
-872.0;1069.0;36;?;30.0;369.0;-1072.0
-884.0;955.0;36;202.0;26.0;?;?
-889.0;1168.0;36;?;31.0;293.0;-811.0
?;954.0;36;354.0;43.0;336.0;?
-894.0;808.0;36;191.0;54.0;343.0;?
-885.0;972.0;34;?;?;209.0;-929.0
-885.0;962.0;34;265.0;?;151.0;-1008.0
-885.0;870.0;34;444.0;93.0;163.0;-1051.0
-888.0;791.0;33;342.0;?;?;-885.0
-896.0;740.0;34;515.0;106.0;?;?
?;778.0;26;409.0;98.0;134.0;-931.0
?;776.0;6;?;75.0;192.0;-820.0
-909.0;899.0;?;444.0;50.0;?;?
-910.0;890.0;?;?;20.0;258.0;-748.0
?;1004.0;-9;82.0;-6.0;329.0;-772.0
-907.0;1079.0;-11;254.0;-32.0;409.0;?
-912.0;990.0;-16;360.0;-63.0;468.0;?
?;993.0;-24;434.0;-100.0;441.0;-820.0
?;959.0;-30;237.0;?;?;-813.0
-918.0;?;-31;220.0;?;429.0;-1017.0
-914.0;949.0;-30;328.0;-194.0;?;?
?;839.0;-31;?;?;439.0;-960.0
-916.0;?;-31;-255.0;?;?;-962.0
?;821.0;-31;330.0;-222.0;?;-941.0
-921.0;811.0;-31;421.0;?;440.0;-873.0
-924.0;982.0;-31;?;?;452.0;-860.0
-929.0;844.0;?;?;-227.0;401.0;-825.0
-929.0;1048.0;-31;486.0;-228.0;436.0;?
-931.0;978.0;?;460.0;-227.0;469.0;-817.0
-935.0;752.0;-31;700.0;-231.0;540.0;-853.0
-938.0;?;-31;851.0;-233.0;568.0;-851.0
-939.0;?;-31;691.0;?;619.0;?
?;971.0;?;?;-237.0;539.0;-997.0
?;979.0;?;363.0;-241.0;594.0;-795.0
-903.0;1016.0;-31;22.0;-253.0;787.0;-819.0
-864.0;?;-31;0.0;-278.0;919.0;?
-802.0;?;-31;-200.0;?;650.0;-912.0
-719.0;?;-32;-350.0;-365.0;145.0;-973.0
-589.0;693.0;?;-327.0;?;187.0;?
?;644.0;-33;?;-463.0;351.0;?
-338.0;?;-31;-277.0;-502.0;451.0;-956.0
-261.0;904.0;-32;-317.0;-541.0;492.0;?
-229.0;?;-32;-312.0;-566.0;574.0;?
-206.0;832.0;-6;-113.0;-593.0;412.0;-666.0
?;900.0;51;-177.0;-602.0;237.0;-779.0
-188.0;?;181;-163.0;-603.0;188.0;-881.0
-183.0;?;116;-19.0;-600.0;400.0;-919.0
-179.0;1086.0;-128;170.0;?;?;-863.0
?;1165.0;-128;?;-595.0;?;-860.0
-184.0;1100.0;-74;667.0;-593.0;559.0;-907.0
?;947.0;-86;313.0;-590.0;790.0;-887.0
-213.0;1086.0;?;178.0;-580.0;981.0;-973.0
?;?;?;345.0;-570.0;818.0;-1086.0
-220.0;1488.0;-67;467.0;-557.0;546.0;-1053.0
-180.0;1335.0;-66;375.0;-548.0;368.0;-958.0
-119.0;1033.0;-71;85.0;-545.0;430.0;?
-33.0;910.0;-70;-212.0;-535.0;436.0;-1047.0
58.0;798.0;-73;-5.0;-529.0;387.0;-1279.0
159.0;832.0;-71;53.0;-525.0;356.0;-1445.0
227.0;758.0;-69;218.0;-527.0;349.0;-1191.0
268.0;773.0;-69;171.0;-530.0;466.0;?
?;?;-69;194.0;-534.0;420.0;-829.0
300.0;844.0;-70;291.0;?;512.0;-765.0
292.0;?;-73;258.0;?;526.0;-761.0
295.0;980.0;-74;187.0;-539.0;463.0;?
304.0;1041.0;-74;40.0;-529.0;?;?
300.0;1041.0;?;-99.0;-518.0;434.0;-897.0
292.0;1197.0;?;-337.0;-512.0;?;-836.0
274.0;960.0;-74;-498.0;-504.0;610.0;-909.0
261.0;977.0;-74;-589.0;-500.0;808.0;-1019.0
254.0;898.0;-73;-679.0;-503.0;949.0;?
?;941.0;-73;-694.0;?;917.0;-1125.0
235.0;1024.0;?;-756.0;-500.0;570.0;?
228.0;982.0;?;-659.0;-498.0;?;-911.0
229.0;816.0;?;-385.0;-506.0;443.0;-830.0
240.0;826.0;-73;?;-522.0;476.0;-853.0
337.0;?;-106;-243.0;-482.0;?;?
339.0;972.0;-107;-234.0;-475.0;565.0;-673.0
331.0;?;-108;-295.0;-467.0;511.0;-711.0
?;1204.0;?;-343.0;-453.0;545.0;-762.0
315.0;?;?;?;?;511.0;-791.0
300.0;1296.0;-108;-352.0;-430.0;497.0;?
?;?;-107;?;-414.0;704.0;-1011.0
262.0;771.0;-107;?;?;821.0;?
247.0;819.0;-107;?;-386.0;550.0;-1240.0
?;977.0;-107;-310.0;-369.0;?;-1247.0
231.0;918.0;-107;-180.0;-351.0;434.0;-1049.0
229.0;?;-107;-180.0;-334.0;594.0;-693.0
?;788.0;?;-67.0;?;?;-765.0
220.0;792.0;-108;-42.0;-322.0;?;-938.0
221.0;747.0;-107;-45.0;-318.0;382.0;-957.0
226.0;777.0;-108;?;-324.0;365.0;-956.0
?;?;?;-150.0;?;366.0;-829.0
242.0;889.0;-106;-133.0;-345.0;396.0;-737.0
246.0;837.0;-112;?;-348.0;372.0;-713.0
246.0;849.0;-101;-78.0;?;352.0;-707.0
241.0;951.0;-104;-121.0;?;278.0;-751.0
234.0;997.0;?;-130.0;-315.0;?;-827.0
224.0;1049.0;-5;-121.0;-304.0;?;?
?;1133.0;-101;-157.0;-301.0;?;?
195.0;1196.0;?;-92.0;?;123.0;-868.0
172.0;1254.0;?;4.0;-290.0;125.0;-909.0
149.0;1191.0;-143;106.0;-282.0;355.0;?
123.0;1167.0;?;119.0;-272.0;509.0;-1028.0
?;1401.0;-160;201.0;-265.0;499.0;?
92.0;1478.0;-149;234.0;-258.0;305.0;-1166.0
83.0;1410.0;?;190.0;?;?;?
?;?;-143;30.0;-254.0;323.0;-1050.0
41.0;?;-211;33.0;?;312.0;-1095.0
9.0;?;-179;-14.0;-242.0;348.0;-1316.0
?;983.0;157;-1.0;?;?;-1355.0
-70.0;933.0;-43;?;-215.0;250.0;-1304.0
-106.0;975.0;-226;?;-196.0;232.0;?
-139.0;?;-178;-123.0;-178.0;237.0;?
-172.0;1008.0;-145;-190.0;-162.0;326.0;-888.0
-203.0;?;171;-337.0;-143.0;361.0;?
-231.0;963.0;209;?;-124.0;468.0;-898.0
-254.0;1040.0;152;-501.0;-106.0;469.0;-896.0
-276.0;1088.0;200;-559.0;-89.0;400.0;?
?;?;168;?;-70.0;?;?
-311.0;816.0;182;-884.0;?;?;-852.0
-329.0;932.0;180;-971.0;-41.0;463.0;-943.0
?;955.0;177;-738.0;?;335.0;-1071.0
?;?;181;-370.0;-25.0;51.0;-956.0
-368.0;873.0;?;-362.0;?;5.0;-721.0
-378.0;856.0;?;-849.0;-8.0;124.0;?
-387.0;?;179;?;0.0;?;-915.0
-402.0;770.0;?;753.0;11.0;-82.0;-924.0
-402.0;1091.0;?;158.0;21.0;?;-882.0
-400.0;?;179;?;28.0;-38.0;-906.0
-399.0;?;175;-283.0;29.0;104.0;-856.0
-408.0;654.0;172;-114.0;29.0;340.0;-770.0
-430.0;807.0;165;94.0;?;528.0;-900.0
-447.0;1047.0;152;96.0;?;490.0;-875.0
?;1133.0;146;?;49.0;408.0;?
?;?;138;-225.0;51.0;?;?
?;1133.0;129;?;46.0;492.0;-632.0
-496.0;?;?;-212.0;29.0;574.0;-671.0
-503.0;?;?;-239.0;-2.0;564.0;-782.0
-510.0;1038.0;128;-317.0;-32.0;430.0;-978.0
-516.0;?;?;-280.0;?;418.0;-986.0
?;1025.0;?;-383.0;-31.0;456.0;?
-516.0;1046.0;122;?;-19.0;550.0;?
