InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
0;33.0;25;64.0;140.0;25;205.0
0;1.0;74;8.0;144.0;74;146.0
15;0.0;-89;6.0;93.0;-89;276.0
9;16.0;34;-35.0;66.0;34;54.0
-19;-71.0;-133;168.0;15.0;-133;-7.0
-26;-122.0;240;114.0;120.0;240;-69.0
-2;-78.0;5;72.0;-90.0;5;-160.0
-1;42.0;-63;51.0;162.0;-63;138.0
9;-19.0;42;-121.0;51.0;42;-128.0
-4;55.0;119;-44.0;168.0;119;96.0
4;-13.0;-10;147.0;-169.0;-10;65.0
-1;-44.0;11;32.0;90.0;11;-137.0
2;-2.0;-80;159.0;-78.0;-80;-42.0
2;25.0;-42;82.0;151.0;-42;123.0
0;-98.0;-24;21.0;153.0;-24;151.0
-4;-135.0;-48;-71.0;92.0;-48;83.0
9;4.0;-13;-94.0;-163.0;-13;-194.0
-10;9.0;-53;31.0;174.0;-53;-62.0
3;29.0;-8;25.0;-38.0;-8;10.0
-5;34.0;-43;-45.0;87.0;-43;101.0
4;-17.0;2;170.0;-75.0;2;58.0
0;-23.0;-49;-13.0;23.0;-49;6.0
2;56.0;-52;-24.0;129.0;-52;133.0
2;-3.0;76;29.0;206.0;76;133.0
5;-36.0;51;22.0;-31.0;51;11.0
-6;-2.0;2;39.0;42.0;2;39.0
-3;34.0;-7;-119.0;18.0;-7;-27.0
163;98.0;59;-52.0;39.0;59;56.0
-1;-29.0;33;136.0;-113.0;33;-4.0
5;-46.0;-70;-16.0;-85.0;-70;-41.0
3;17.0;-16;-106.0;-144.0;-16;-87.0
2;-22.0;9;1.0;-75.0;9;-42.0
4;18.0;19;-92.0;-19.0;19;1.0
2;-44.0;10;-61.0;-227.0;10;-130.0
1;-51.0;27;-85.0;-204.0;27;-153.0
14;64.0;-8;-92.0;-7.0;-8;-9.0
1;-44.0;-46;-34.0;13.0;-46;-61.0
-1;39.0;25;-65.0;-106.0;25;100.0
3;23.0;-2;-28.0;-124.0;-2;85.0
15;-13.0;-4;54.0;-32.0;-4;77.0
-3;44.0;7;2.0;33.0;7;62.0
-2;32.0;2;62.0;45.0;2;77.0
3;-15.0;20;10.0;42.0;20;75.0
-3;24.0;42;-9.0;-13.0;42;43.0
-3;17.0;28;12.0;-11.0;28;68.0
-1;-28.0;16;-5.0;58.0;16;37.0
2;18.0;-43;-28.0;-59.0;-43;124.0
-5;18.0;11;-13.0;-66.0;11;71.0
2;0.0;-41;-50.0;-35.0;-41;-1.0
27;58.0;11;-121.0;32.0;11;1.0
3;28.0;-20;-10.0;84.0;-20;-42.0
-2;12.0;4;16.0;29.0;4;-53.0
1;-36.0;-23;9.0;-33.0;-23;-47.0
1;76.0;21;-21.0;-163.0;21;72.0
2;-42.0;-48;-35.0;-56.0;-48;-40.0
1;105.0;-2;-87.0;34.0;-2;154.0
-3;137.0;-16;-92.0;174.0;-16;63.0
-5;-21.0;10;0.0;68.0;10;43.0
5;-7.0;19;19.0;53.0;19;24.0
0;-27.0;-7;-36.0;49.0;-7;-134.0
-5;-15.0;-10;-25.0;202.0;-10;-104.0
-4;93.0;-16;31.0;137.0;-16;163.0
5;20.0;-24;0.0;51.0;-24;19.0
-2;-44.0;14;7.0;122.0;14;119.0
2;-68.0;9;-26.0;-61.0;9;52.0
5;-186.0;-6;17.0;60.0;-6;72.0
-8;-86.0;-10;-147.0;152.0;-10;-80.0
-4;-1.0;7;36.0;47.0;7;19.0
1;9.0;-16;-45.0;-65.0;-16;-42.0
2;-8.0;-15;4.0;69.0;-15;60.0
-1;-11.0;40;3.0;117.0;40;3.0
0;-24.0;-7;7.0;83.0;-7;19.0
0;-24.0;52;20.0;15.0;52;25.0
-2;-8.0;27;13.0;74.0;27;-19.0
144;-145.0;29;61.0;3.0;29;170.0
70;-95.0;-24;142.0;208.0;-24;18.0
63;-158.0;9;-3.0;105.0;9;30.0
13;-61.0;7;94.0;215.0;7;119.0
23;-49.0;10;76.0;255.0;10;108.0
0;56.0;-23;14.0;232.0;-23;61.0
3;-43.0;17;40.0;172.0;17;168.0
0;-11.0;13;-52.0;-5.0;13;-43.0
-10;-15.0;-13;-51.0;50.0;-13;259.0
-1;-45.0;-9;10.0;58.0;-9;-62.0
-2;-22.0;2;9.0;63.0;2;-45.0
0;-20.0;10;22.0;79.0;10;-75.0
0;-27.0;20;-25.0;-24.0;20;-34.0
-2;3.0;3;-67.0;-21.0;3;-40.0
-1;-86.0;27;88.0;87.0;27;-108.0
4;1.0;16;28.0;33.0;16;-4.0
-9;-118.0;28;-69.0;-26.0;28;38.0
3;-33.0;38;-22.0;15.0;38;-28.0
-4;38.0;108;-78.0;112.0;108;40.0
3;46.0;-63;-73.0;90.0;-63;-29.0
-4;37.0;32;-29.0;-194.0;32;40.0
-2;11.0;78;-4.0;32.0;78;40.0
4;7.0;-18;-1.0;-9.0;-18;106.0
1;7.0;9;-11.0;73.0;9;69.0
48;-21.0;-68;-53.0;17.0;-68;12.0
0;-52.0;-5;8.0;-100.0;-5;-1.0
1;-72.0;-15;-21.0;-192.0;-15;-116.0
1;14.0;-14;57.0;34.0;-14;51.0
-2;-8.0;18;-59.0;-24.0;18;16.0
90;-1.0;-64;-63.0;-4.0;-64;-1.0
-1;-27.0;-15;-2.0;-198.0;-15;-66.0
-2;-167.0;-31;-51.0;151.0;-31;-77.0
53;41.0;24;-133.0;164.0;24;10.0
39;-43.0;-25;-59.0;113.0;-25;5.0
5;112.0;-16;-27.0;-218.0;-16;-132.0
-4;101.0;16;-23.0;-193.0;16;6.0
3;-14.0;32;-39.0;68.0;32;2.0
-7;14.0;24;-24.0;73.0;24;-5.0
0;-19.0;26;-54.0;103.0;26;-69.0
-3;10.0;-17;38.0;68.0;-17;19.0
0;42.0;-39;-86.0;36.0;-39;43.0
-4;-35.0;17;39.0;-18.0;17;60.0
64;17.0;-98;-17.0;-9.0;-98;-23.0
-6;17.0;-71;-12.0;-81.0;-71;18.0
2;5.0;6;14.0;-69.0;6;30.0
0;54.0;-8;-15.0;120.0;-8;-46.0
3;51.0;12;1.0;138.0;12;-27.0
4;17.0;-9;12.0;109.0;-9;-25.0
1;26.0;-21;-36.0;-83.0;-21;45.0
7;-16.0;-13;2.0;109.0;-13;3.0
3;-55.0;9;-16.0;58.0;9;-90.0
0;-18.0;-59;-12.0;-127.0;-59;26.0
2;-27.0;19;-29.0;-276.0;19;101.0
2;89.0;34;27.0;268.0;34;32.0
6;-3.0;30;5.0;-76.0;30;28.0
-1;-9.0;-32;12.0;-101.0;-32;122.0
3;33.0;27;-20.0;195.0;27;-52.0
4;66.0;31;40.0;155.0;31;178.0
0;16.0;27;-22.0;64.0;27;-6.0
-1;-23.0;-41;29.0;87.0;-41;-45.0
-1;-31.0;0;-20.0;105.0;0;-8.0
3;17.0;23;4.0;26.0;23;34.0
6;-57.0;-89;-72.0;6.0;-89;-125.0
19;-32.0;-102;-11.0;-92.0;-102;-10.0
-11;7.0;12;57.0;108.0;12;61.0
1;-41.0;-31;16.0;105.0;-31;11.0
3;-73.0;-23;-143.0;-18.0;-23;-252.0
-6;-20.0;-20;-16.0;109.0;-20;-189.0
-4;-125.0;31;113.0;-113.0;31;-80.0
0;-32.0;27;-105.0;79.0;27;-21.0
-1;16.0;57;-3.0;-29.0;57;41.0
0;-2.0;-26;-26.0;186.0;-26;47.0
-2;48.0;29;75.0;96.0;29;82.0
22;-107.0;-155;83.0;0.0;-155;-26.0
1;19.0;42;-26.0;3.0;42;11.0
-6;132.0;-6;0.0;61.0;-6;45.0
96;61.0;45;-154.0;-94.0;45;-70.0
3;-19.0;19;-52.0;-59.0;19;-7.0
4;14.0;29;-30.0;12.0;29;62.0
3;57.0;-29;11.0;280.0;-29;-22.0
0;18.0;20;5.0;38.0;20;38.0
8;34.0;12;-47.0;32.0;12;-17.0
-6;29.0;-137;61.0;59.0;-137;59.0
2;85.0;-12;-82.0;50.0;-12;-19.0
3;-14.0;-30;5.0;145.0;-30;149.0
-3;-67.0;2;79.0;22.0;2;123.0
-3;-43.0;33;0.0;-5.0;33;-11.0
4;68.0;0;-101.0;20.0;0;22.0
0;22.0;11;26.0;144.0;11;83.0
-1;58.0;4;13.0;20.0;4;148.0
2;-25.0;16;-71.0;16.0;16;-17.0
-5;68.0;-15;-73.0;25.0;-15;35.0
-3;82.0;-26;3.0;-203.0;-26;-92.0
0;15.0;19;-13.0;-64.0;19;19.0
-2;-11.0;-24;-58.0;-36.0;-24;-38.0
29;112.0;11;-134.0;69.0;11;-82.0
-3;-43.0;31;-58.0;-2.0;31;4.0
-1;-34.0;6;-22.0;-67.0;6;-10.0
3;-84.0;0;-35.0;-67.0;0;-78.0
5;-85.0;38;-81.0;-76.0;38;-87.0
-3;-68.0;4;-98.0;-195.0;4;-65.0
2;-55.0;-31;-60.0;-268.0;-31;-126.0
20;81.0;22;63.0;-179.0;22;-7.0
-47;85.0;140;53.0;48.0;140;-103.0
-1;-7.0;71;-220.0;42.0;71;-105.0
-2;19.0;41;4.0;16.0;41;-30.0
20;-28.0;5;41.0;40.0;5;10.0
3;80.0;-34;58.0;-114.0;-34;-155.0
-3;84.0;12;-28.0;98.0;12;192.0
7;80.0;1;107.0;-90.0;1;-85.0
132;-129.0;23;-98.0;103.0;23;124.0
-7;84.0;13;-102.0;-14.0;13;-90.0
-6;115.0;13;159.0;-183.0;13;82.0
3;-205.0;-3;-138.0;-161.0;-3;-33.0
-8;17.0;-14;2.0;163.0;-14;-32.0
5;-225.0;-33;-43.0;-82.0;-33;34.0
0;-257.0;-9;192.0;109.0;-9;114.0
11;-163.0;51;-37.0;140.0;51;-55.0
37;-76.0;14;-49.0;221.0;14;-69.0
27;-126.0;-40;-108.0;-12.0;-40;-81.0
3;-58.0;12;-70.0;167.0;12;-94.0
4;-26.0;14;-21.0;121.0;14;-93.0
1;-33.0;22;-11.0;47.0;22;-47.0
8;-33.0;-13;-17.0;76.0;-13;-73.0
2;35.0;20;-38.0;63.0;20;-60.0
8;29.0;27;-39.0;-98.0;27;172.0
2;16.0;-21;42.0;-253.0;-21;67.0
-7;27.0;64;-19.0;-190.0;64;22.0
8;-2.0;4;-29.0;-134.0;4;12.0
2;-4.0;22;-38.0;45.0;22;-6.0
-65;28.0;28;136.0;75.0;28;152.0
2;48.0;0;103.0;-27.0;0;84.0
4;-5.0;-9;-70.0;1.0;-9;-169.0
-5;-78.0;19;-3.0;70.0;19;125.0
1;-79.0;69;-7.0;-89.0;69;57.0
-1;68.0;-19;-38.0;111.0;-19;-241.0
-5;63.0;2;-3.0;140.0;2;-212.0
3;79.0;1;-19.0;-39.0;1;1.0
5;85.0;18;-16.0;-214.0;18;-80.0
-1;30.0;-3;11.0;-199.0;-3;-210.0
5;18.0;41;-40.0;31.0;41;6.0
4;-4.0;41;-23.0;19.0;41;-2.0
158;120.0;24;-61.0;-31.0;24;-54.0
-5;-71.0;21;-5.0;85.0;21;146.0
5;-3.0;-38;-60.0;-218.0;-38;-17.0
-10;-77.0;34;-14.0;115.0;34;66.0
10;41.0;29;-12.0;49.0;29;74.0
13;73.0;31;2.0;-83.0;31;117.0
11;77.0;-15;-31.0;-157.0;-15;171.0
-3;-97.0;15;-26.0;109.0;15;81.0
1;15.0;20;-19.0;84.0;20;-65.0
3;-61.0;43;12.0;0.0;43;-30.0
-2;-6.0;0;39.0;-166.0;0;58.0
-8;-61.0;9;-12.0;-40.0;9;122.0
7;-61.0;42;-37.0;-32.0;42;40.0
2;-13.0;18;61.0;-97.0;18;119.0
-1;20.0;-10;39.0;-60.0;-10;124.0
2;120.0;-2;-89.0;36.0;-2;113.0
-14;-57.0;6;-40.0;-37.0;6;165.0
-2;2.0;5;-59.0;-13.0;5;84.0
-8;3.0;29;-41.0;33.0;29;50.0
0;-28.0;-21;-49.0;214.0;-21;-15.0
4;-11.0;25;-25.0;15.0;25;83.0
-3;-20.0;41;-46.0;41.0;41;-33.0
184;148.0;-178;17.0;-218.0;-178;32.0
-7;-28.0;64;-35.0;-30.0;64;96.0
-17;-52.0;27;-20.0;16.0;27;54.0
10;100.0;-38;-92.0;-38.0;-38;-156.0
-5;-38.0;16;-27.0;3.0;16;72.0
-9;91.0;-40;18.0;-64.0;-40;41.0
1;-26.0;-25;-4.0;-60.0;-25;37.0
-7;-56.0;-9;-43.0;-143.0;-9;-61.0
3;-22.0;21;-57.0;7.0;21;101.0
-2;-115.0;-21;54.0;36.0;-21;-119.0
-5;-43.0;-141;159.0;-26.0;-141;-46.0
11;11.0;33;-2.0;-103.0;33;132.0
2;64.0;-11;-46.0;-155.0;-11;18.0
0;89.0;26;-60.0;77.0;26;228.0
18;58.0;17;58.0;7.0;17;-232.0
6;-11.0;-2;53.0;58.0;-2;268.0
-11;-46.0;-22;22.0;-138.0;-22;-214.0
4;0.0;-18;27.0;-59.0;-18;249.0
4;-100.0;30;-6.0;-50.0;30;-1.0
14;47.0;47;-100.0;54.0;47;63.0
9;-48.0;32;44.0;25.0;32;17.0
-3;-13.0;-30;4.0;-141.0;-30;135.0
-4;6.0;51;20.0;-117.0;51;105.0
6;70.0;-45;-71.0;80.0;-45;-184.0
2;37.0;31;-19.0;-241.0;31;166.0
-3;-8.0;45;27.0;2.0;45;-20.0
-4;38.0;34;-24.0;43.0;34;291.0
-3;-17.0;22;11.0;37.0;22;215.0
-4;-52.0;9;-33.0;90.0;9;99.0
2;-33.0;-7;-22.0;-28.0;-7;116.0
-6;-44.0;27;-3.0;-118.0;27;23.0
1;33.0;-17;20.0;97.0;-17;0.0
17;11.0;-1;2.0;36.0;-1;-139.0
5;131.0;-51;-45.0;83.0;-51;-104.0
-4;1.0;8;-51.0;-49.0;8;157.0
1;-87.0;-13;42.0;-98.0;-13;-3.0
-3;-79.0;20;40.0;-198.0;20;-57.0
-3;52.0;9;-85.0;187.0;9;34.0
2;-3.0;11;-40.0;-241.0;11;84.0
-1;-16.0;-2;10.0;-43.0;-2;164.0
6;-15.0;-9;-31.0;-240.0;-9;36.0
2;-44.0;-17;-1.0;-107.0;-17;17.0
9;3.0;19;-19.0;-71.0;19;124.0
-9;15.0;-63;-81.0;-176.0;-63;-159.0
1;9.0;-18;-66.0;-65.0;-18;36.0
13;25.0;3;43.0;-103.0;3;101.0
-4;-33.0;-18;-14.0;-209.0;-18;-65.0
1;-30.0;-26;24.0;77.0;-26;12.0
11;-13.0;45;59.0;29.0;45;142.0
-12;-11.0;-45;-59.0;-54.0;-45;1.0
-2;-16.0;15;2.0;-129.0;15;-166.0
13;-148.0;50;48.0;68.0;50;-54.0
3;-103.0;78;74.0;107.0;78;26.0
-7;-11.0;-19;-45.0;258.0;-19;-102.0
8;154.0;-11;50.0;-142.0;-11;175.0
3;12.0;21;38.0;-65.0;21;-10.0
0;153.0;-40;144.0;-4.0;-40;208.0
4;-41.0;-22;-128.0;-127.0;-22;-36.0
3;-72.0;-17;-56.0;21.0;-17;-27.0
3;-53.0;-25;-8.0;95.0;-25;-243.0
-1;-40.0;-30;50.0;-14.0;-30;-151.0
-2;0.0;28;21.0;26.0;28;-18.0
-3;-78.0;-3;-55.0;-108.0;-3;-121.0
-1;-26.0;-11;-38.0;-92.0;-11;24.0
-4;-22.0;-6;5.0;83.0;-6;29.0
-1;-37.0;-16;-34.0;-109.0;-16;-57.0
3;-27.0;-21;30.0;-5.0;-21;-38.0
8;61.0;-14;44.0;263.0;-14;122.0
-8;-19.0;-31;28.0;-63.0;-31;-10.0
1;95.0;-1;118.0;-148.0;-1;178.0
-5;37.0;6;38.0;-62.0;6;-10.0
4;72.0;2;-9.0;-99.0;2;51.0
-12;-56.0;13;57.0;-297.0;13;14.0
-2;108.0;46;100.0;-46.0;46;-81.0
-2;-57.0;0;26.0;-67.0;0;-46.0
-12;-19.0;23;-46.0;256.0;23;58.0
3;-47.0;28;-8.0;-35.0;28;-12.0
0;-24.0;90;12.0;57.0;90;12.0
-16;43.0;22;-115.0;167.0;22;-69.0
-11;-18.0;37;-73.0;2.0;37;-39.0
5;-62.0;-12;-97.0;19.0;-12;3.0
-1;-15.0;-2;-11.0;-135.0;-2;31.0
4;-29.0;-9;13.0;79.0;-9;-87.0
1;-11.0;-24;-38.0;-104.0;-24;-58.0
5;20.0;12;37.0;-3.0;12;-53.0
-2;-32.0;-7;5.0;156.0;-7;7.0
4;46.0;13;-22.0;-70.0;13;89.0
3;40.0;-7;75.0;-203.0;-7;110.0
3;31.0;21;-38.0;224.0;21;-153.0
-3;-77.0;-35;-24.0;91.0;-35;22.0
-5;-48.0;8;133.0;34.0;8;-108.0
-1;-12.0;-2;19.0;-105.0;-2;53.0
0;10.0;-2;124.0;-85.0;-2;84.0
-1;-52.0;-19;70.0;125.0;-19;-125.0
4;-47.0;49;17.0;11.0;49;7.0
-3;-7.0;-10;19.0;41.0;-10;270.0
0;-60.0;-34;-6.0;270.0;-34;-56.0
-2;26.0;25;-23.0;-7.0;25;145.0
3;10.0;28;-104.0;-41.0;28;-152.0
6;38.0;13;24.0;-32.0;13;-177.0
3;44.0;-16;-49.0;179.0;-16;-10.0
0;-11.0;36;-21.0;-37.0;36;171.0
-2;-14.0;-3;-4.0;-66.0;-3;228.0
1;-15.0;-36;-35.0;90.0;-36;-2.0
4;-18.0;30;-54.0;-213.0;30;-128.0
8;-64.0;30;3.0;139.0;30;-168.0
1;-2.0;-9;16.0;87.0;-9;-34.0
-1;-48.0;20;-39.0;49.0;20;-119.0
0;-34.0;-11;3.0;35.0;-11;-84.0
-10;-52.0;16;245.0;-68.0;16;-3.0
-3;-90.0;33;158.0;104.0;33;85.0
-1;79.0;18;-41.0;-93.0;18;69.0
-9;-65.0;45;-31.0;98.0;45;144.0
2;-46.0;31;23.0;38.0;31;-72.0
0;6.0;-60;-45.0;-21.0;-60;44.0
-6;-27.0;42;-42.0;144.0;42;-63.0
-1;9.0;-35;-44.0;8.0;-35;61.0
-7;25.0;-12;-40.0;-88.0;-12;40.0
-2;28.0;22;-47.0;40.0;22;-53.0
-5;13.0;38;-39.0;-5.0;38;-72.0
4;-14.0;29;-17.0;-224.0;29;170.0
6;49.0;31;-22.0;89.0;31;-163.0
-4;-2.0;37;47.0;-33.0;37;-72.0
3;-18.0;21;66.0;-175.0;21;90.0
1;-22.0;-5;-57.0;-149.0;-5;165.0
-1;-64.0;-13;19.0;-31.0;-13;29.0
-1;-12.0;-10;15.0;-72.0;-10;59.0
5;-155.0;-40;-298.0;-129.0;-40;-58.0
-7;22.0;-11;-281.0;3.0;-11;16.0
1;10.0;1;-3.0;-99.0;1;85.0
5;-2.0;-21;-42.0;-89.0;-21;36.0
1;-42.0;-28;2.0;51.0;-28;10.0
1;-19.0;43;-29.0;-15.0;43;10.0
2;49.0;-32;-15.0;90.0;-32;2.0
-4;8.0;-32;-28.0;17.0;-32;80.0
3;-65.0;-25;-43.0;42.0;-25;-8.0
18;-85.0;-5;29.0;-60.0;-5;56.0
1;11.0;28;-44.0;-124.0;28;87.0
26;94.0;-24;-86.0;-45.0;-24;45.0
-2;20.0;11;14.0;117.0;11;156.0
4;55.0;-36;-108.0;-208.0;-36;181.0
-6;-6.0;0;-36.0;-7.0;0;100.0
-3;-10.0;2;18.0;98.0;2;-1.0
6;-81.0;39;-233.0;-87.0;39;65.0
3;-41.0;25;-266.0;40.0;25;-73.0
2;28.0;31;-31.0;57.0;31;-7.0
3;12.0;22;-31.0;20.0;22;-16.0
-2;-45.0;-29;36.0;-87.0;-29;-4.0
-2;-4.0;0;21.0;-86.0;0;33.0
8;149.0;22;-118.0;-127.0;22;-81.0
1;1.0;-50;-79.0;4.0;-50;-182.0
5;131.0;27;-72.0;-161.0;27;29.0
1;-53.0;25;27.0;43.0;25;13.0
16;-103.0;-74;-207.0;-20.0;-74;157.0
6;-149.0;-26;-26.0;-188.0;-26;-107.0
-1;-19.0;95;-55.0;52.0;95;118.0
4;72.0;-7;-205.0;-107.0;-7;-83.0
1;-41.0;-23;-35.0;-145.0;-23;-38.0
-2;-60.0;-9;33.0;98.0;-9;-7.0
-5;-18.0;-6;-55.0;43.0;-6;122.0
-1;-130.0;26;-40.0;-172.0;26;57.0
-7;50.0;-28;-8.0;273.0;-28;109.0
-2;2.0;2;-82.0;105.0;2;25.0
2;6.0;-54;-54.0;-231.0;-54;-61.0
-10;42.0;0;-69.0;-138.0;0;-202.0
0;32.0;30;-2.0;272.0;30;87.0
-31;-140.0;-93;-17.0;-43.0;-93;-56.0
3;10.0;-40;-20.0;173.0;-40;31.0
-4;-98.0;9;-43.0;-53.0;9;-2.0
0;-28.0;-13;5.0;-240.0;-13;35.0
10;-10.0;20;-3.0;-208.0;20;-38.0
8;-31.0;41;5.0;-186.0;41;29.0
1;-128.0;-14;97.0;-57.0;-14;-184.0
-6;-93.0;51;101.0;-176.0;51;-71.0
2;48.0;1;22.0;-75.0;1;133.0
0;13.0;23;-59.0;1.0;23;88.0
5;17.0;-29;-31.0;156.0;-29;51.0
1;48.0;-31;-8.0;-11.0;-31;30.0
4;50.0;-36;8.0;-73.0;-36;112.0
13;10.0;-15;78.0;-11.0;-15;-53.0
3;-52.0;-27;134.0;-119.0;-27;148.0
2;32.0;-3;15.0;-7.0;-3;55.0
0;83.0;-28;-77.0;45.0;-28;68.0
0;30.0;0;-10.0;-16.0;0;67.0
1;-1.0;-30;-28.0;15.0;-30;-46.0
1;17.0;-18;139.0;-40.0;-18;26.0
4;-11.0;-9;-2.0;-265.0;-9;92.0
-6;53.0;11;38.0;229.0;11;63.0
-6;34.0;2;26.0;182.0;2;247.0
1;-3.0;-10;-20.0;105.0;-10;31.0
3;48.0;27;-1.0;32.0;27;-33.0
3;37.0;4;51.0;-283.0;4;-8.0
1;129.0;-31;-94.0;-6.0;-31;-6.0
-9;47.0;-9;-135.0;-225.0;-9;34.0
-6;-141.0;40;-110.0;166.0;40;-86.0
-7;-71.0;12;-16.0;-201.0;12;-120.0
28;13.0;15;-160.0;36.0;15;-48.0
22;57.0;-66;-93.0;-141.0;-66;-40.0
0;-39.0;-41;-46.0;36.0;-41;-62.0
3;29.0;-13;-63.0;-187.0;-13;-74.0
15;57.0;-25;-28.0;-130.0;-25;-67.0
-2;70.0;-10;-116.0;47.0;-10;-8.0
6;99.0;2;-52.0;46.0;2;146.0
4;98.0;47;-73.0;-93.0;47;56.0
0;-51.0;-13;29.0;30.0;-13;29.0
1;-28.0;-40;-10.0;38.0;-40;32.0
-174;-165.0;218;-51.0;-63.0;218;-192.0
-1;-43.0;-31;45.0;140.0;-31;128.0
-1;75.0;-51;128.0;153.0;-51;175.0
2;104.0;7;135.0;144.0;7;187.0
0;16.0;-36;149.0;167.0;-36;187.0
-8;-5.0;-9;-11.0;-298.0;-9;-29.0
-8;0.0;-9;-54.0;-141.0;-9;-79.0
4;-41.0;44;-37.0;51.0;44;26.0
-2;-43.0;28;-3.0;8.0;28;1.0
-5;-13.0;-45;-3.0;81.0;-45;156.0
-5;-84.0;-73;82.0;122.0;-73;138.0
-1;-35.0;10;-27.0;-98.0;10;-80.0
-1;18.0;-13;6.0;188.0;-13;-67.0
-6;-45.0;67;32.0;130.0;67;114.0
3;-19.0;49;31.0;276.0;49;-23.0
-7;21.0;16;75.0;62.0;16;60.0
-11;37.0;5;-6.0;72.0;5;79.0
21;-39.0;11;30.0;-167.0;11;147.0
-4;74.0;-21;-31.0;-38.0;-21;33.0
-3;28.0;-26;-38.0;-138.0;-26;-42.0
3;-36.0;1;102.0;230.0;1;163.0
-2;19.0;-3;-8.0;159.0;-3;0.0
-8;3.0;-23;-136.0;-117.0;-23;-100.0
-1;5.0;-11;-136.0;-100.0;-11;-131.0
1;-42.0;-39;90.0;-125.0;-39;52.0
2;-21.0;-5;-168.0;-177.0;-5;-129.0
2;58.0;51;-151.0;-108.0;51;39.0
1;28.0;31;-118.0;25.0;31;-49.0
2;41.0;14;-35.0;25.0;14;-61.0
3;-129.0;0;-16.0;43.0;0;-188.0
-3;-168.0;8;-104.0;-54.0;8;-95.0
-9;-90.0;26;11.0;-62.0;26;-23.0
-10;54.0;-61;-90.0;72.0;-61;-56.0
-2;-11.0;2;-51.0;-47.0;2;-132.0
-6;-72.0;-21;82.0;85.0;-21;-91.0
-6;-51.0;1;127.0;1.0;1;-124.0
-9;46.0;43;-62.0;52.0;43;-15.0
-4;-22.0;3;134.0;83.0;3;-82.0
1;-45.0;-16;158.0;42.0;-16;72.0
7;71.0;32;44.0;182.0;32;204.0
7;-55.0;26;19.0;-14.0;26;108.0
-5;-28.0;49;25.0;69.0;49;125.0
3;3.0;64;15.0;88.0;64;42.0
6;-40.0;-41;-3.0;61.0;-41;1.0
-2;8.0;-12;-27.0;42.0;-12;75.0
0;98.0;23;89.0;123.0;23;140.0
2;26.0;-3;-8.0;-262.0;-3;172.0
5;32.0;24;89.0;-291.0;24;-180.0
-3;107.0;23;61.0;284.0;23;124.0
-1;-25.0;-43;203.0;180.0;-43;213.0
2;-133.0;-18;-72.0;-247.0;-18;-254.0
-4;28.0;-8;109.0;207.0;-8;236.0
-6;-913.0;-48;245.0;-46.0;-48;431.0
4;-1.0;127;24.0;-201.0;127;-156.0
-2;-66.0;27;9.0;298.0;27;66.0
-7;62.0;326;-328.0;-21.0;326;-47.0
-4;-195.0;41;122.0;-222.0;41;6.0
5;-133.0;27;-40.0;144.0;27;248.0
3;-83.0;39;-189.0;-216.0;39;-234.0
5;-18.0;342;321.0;-454.0;342;-390.0
-34;515.0;-19;163.0;-215.0;-19;-222.0
8;-41.0;12;-76.0;150.0;12;-304.0
6;-27.0;-43;5.0;-386.0;-43;0.0
-2;10.0;47;-70.0;-356.0;47;33.0
-1;-95.0;7;-78.0;325.0;7;-60.0
3;79.0;52;-120.0;-225.0;52;-150.0
144;66.0;-69;14.0;235.0;-69;-115.0
1;34.0;-15;-36.0;281.0;-15;206.0
8;68.0;0;-70.0;-371.0;0;-5.0
3;-39.0;-126;50.0;240.0;-126;224.0
4;-19.0;40;-49.0;284.0;40;-147.0
-1;8.0;39;-90.0;169.0;39;-256.0
-4;20.0;-19;-179.0;199.0;-19;176.0
-3;-22.0;2;-3.0;212.0;2;343.0
11;-620.0;5;-291.0;-127.0;5;-180.0
13;123.0;-1;-2.0;-183.0;-1;229.0
42;32.0;-201;70.0;147.0;-201;-88.0
-3;143.0;-19;-164.0;-228.0;-19;-199.0
41;-91.0;-129;209.0;82.0;-129;-181.0
2;91.0;-9;-115.0;-167.0;-9;-258.0
0;-108.0;26;-63.0;-191.0;26;-259.0
2;-92.0;49;-176.0;-197.0;49;-170.0
-83;78.0;-124;-120.0;-178.0;-124;-158.0
7;5.0;-45;56.0;344.0;-45;58.0
3;94.0;-14;79.0;241.0;-14;215.0
-1;-45.0;-10;86.0;270.0;-10;209.0
-9;-148.0;51;202.0;158.0;51;103.0
-21;83.0;-190;184.0;424.0;-190;174.0
2;49.0;-14;-58.0;254.0;-14;-219.0
-1;-12.0;1;160.0;-221.0;1;-112.0
0;-11.0;-9;3.0;363.0;-9;77.0
6;135.0;-149;227.0;152.0;-149;251.0
-2;15.0;-6;-254.0;-155.0;-6;-137.0
3;-75.0;-37;84.0;205.0;-37;-251.0
3;19.0;-36;4.0;-319.0;-36;-85.0
17;-1.0;25;-209.0;-160.0;25;-177.0
-5;78.0;51;62.0;120.0;51;274.0
0;4.0;37;-293.0;87.0;37;-143.0
3;162.0;-34;-7.0;199.0;-34;209.0
32;-49.0;43;-223.0;148.0;43;126.0
2;47.0;-49;-32.0;-329.0;-49;145.0
