InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-26;-178.0;-102.0;11.0;26.0;58.0;-43;-104.0
-26;-171.0;-151.0;-88.0;55.0;-70.0;-43;-46.0
-26;-186.0;-146.0;-7.0;8.0;-10.0;-43;11.0
-27;-167.0;-146.0;-16.0;-31.0;13.0;-43;-38.0
-27;-171.0;-158.0;0.0;-14.0;23.0;-43;-32.0
-27;-171.0;-163.0;11.0;-37.0;9.0;-43;-104.0
-27;-180.0;-208.0;-13.0;-74.0;21.0;-43;-24.0
-27;-189.0;-215.0;-29.0;-7.0;11.0;-43;-82.0
-27;-181.0;-234.0;-17.0;13.0;25.0;-43;-72.0
-27;-176.0;-238.0;6.0;32.0;6.0;-43;-106.0
-27;-172.0;-253.0;27.0;66.0;12.0;-43;-91.0
-27;-173.0;-283.0;-10.0;45.0;-2.0;-43;-98.0
-27;-172.0;-293.0;-24.0;83.0;-6.0;-43;-58.0
-27;-174.0;-290.0;-30.0;90.0;5.0;-43;16.0
-26;-177.0;-292.0;15.0;9.0;11.0;-43;-133.0
-26;-172.0;-290.0;-17.0;-42.0;11.0;-42;-6.0
-26;-188.0;-294.0;-22.0;-69.0;32.0;-42;15.0
-26;-183.0;-290.0;-17.0;-88.0;48.0;-42;-82.0
-26;-193.0;-251.0;-25.0;-9.0;31.0;-43;38.0
-26;-196.0;-237.0;30.0;-156.0;114.0;-42;49.0
-26;-178.0;-257.0;-30.0;-33.0;35.0;-43;34.0
-34;-310.0;-110.0;21.0;11.0;27.0;-42;-102.0
-34;-313.0;-138.0;-88.0;38.0;68.0;-42;-179.0
-27;-251.0;-289.0;-5.0;-21.0;-4.0;-45;-313.0
-28;-220.0;-288.0;10.0;-29.0;112.0;-45;-282.0
-28;-242.0;-293.0;17.0;-69.0;-92.0;-44;-178.0
-28;-261.0;-287.0;19.0;15.0;147.0;-44;-132.0
-28;-253.0;-297.0;17.0;-100.0;104.0;-44;-65.0
-25;-311.0;-412.0;-8.0;-94.0;13.0;-27;-78.0
-25;-303.0;-384.0;16.0;41.0;-41.0;-27;-59.0
-24;-287.0;-386.0;-53.0;0.0;5.0;-27;-116.0
-24;-293.0;-386.0;0.0;-2.0;-4.0;-27;-59.0
-24;-283.0;-387.0;-30.0;40.0;-6.0;-27;-60.0
-24;-293.0;-385.0;16.0;-42.0;21.0;-27;21.0
-24;-285.0;-384.0;7.0;-70.0;21.0;-27;12.0
-24;-308.0;-382.0;19.0;-49.0;-9.0;-27;-192.0
-25;-339.0;-350.0;90.0;-216.0;79.0;-27;-101.0
-25;-359.0;-571.0;45.0;22.0;48.0;-27;-58.0
-25;-410.0;-508.0;-4.0;-58.0;-33.0;-27;-10.0
-25;-419.0;-521.0;-22.0;38.0;2.0;-27;-81.0
-25;-412.0;-522.0;-41.0;-16.0;27.0;-27;-83.0
-28;-252.0;-120.0;30.0;-36.0;29.0;-29;-131.0
-28;-255.0;-117.0;28.0;-34.0;39.0;-29;-131.0
-28;-270.0;-127.0;-21.0;112.0;-3.0;-29;-2.0
-35;-307.0;-331.0;87.0;-18.0;-22.0;-37;188.0
-22;-245.0;-374.0;-9.0;49.0;-34.0;-29;123.0
-24;-78.0;-450.0;-110.0;39.0;-92.0;-31;-33.0
-24;-45.0;-459.0;-48.0;24.0;10.0;-25;-38.0
-24;-60.0;-434.0;-5.0;6.0;1.0;-28;-15.0
-24;-75.0;-427.0;-24.0;-30.0;-44.0;-29;-199.0
-24;-67.0;-429.0;-45.0;-11.0;-88.0;-29;-127.0
-24;-69.0;-431.0;-76.0;1.0;-65.0;-29;-77.0
-24;-65.0;-435.0;-50.0;18.0;-36.0;-29;-72.0
-24;-56.0;-428.0;-35.0;-24.0;-78.0;-29;-17.0
-24;-56.0;-429.0;-78.0;1.0;-103.0;-29;-12.0
-53;-203.0;-223.0;147.0;-158.0;-41.0;-19;-96.0
-67;-258.0;-163.0;-63.0;-126.0;-49.0;-19;-176.0
-47;-300.0;-261.0;203.0;-141.0;58.0;-30;-51.0
-84;-292.0;-175.0;140.0;-141.0;2.0;-26;0.0
-35;-154.0;-267.0;-46.0;41.0;87.0;-35;-276.0
-28;-247.0;-49.0;58.0;14.0;33.0;-38;3.0
-73;-216.0;-632.0;89.0;-104.0;50.0;-33;-120.0
-32;-114.0;-367.0;-132.0;-211.0;-37.0;-46;144.0
-29;-277.0;-97.0;-13.0;-258.0;9.0;-39;-25.0
-29;-267.0;-112.0;81.0;134.0;185.0;-38;-225.0
-22;-113.0;-672.0;-72.0;57.0;-45.0;-29;78.0
-27;-371.0;-202.0;-42.0;161.0;-37.0;-37;63.0
-27;-264.0;-67.0;-43.0;-85.0;32.0;-37;-157.0
-26;-259.0;-56.0;-22.0;-38.0;66.0;-37;-150.0
-26;-252.0;-55.0;0.0;-10.0;118.0;-37;-179.0
-26;-269.0;-94.0;-2.0;-124.0;-74.0;-37;60.0
-27;-277.0;-249.0;13.0;-21.0;-17.0;-37;-345.0
-29;-303.0;-214.0;51.0;-330.0;-5.0;-37;-124.0
-29;-304.0;-198.0;46.0;-237.0;-149.0;-37;80.0
-29;-281.0;-182.0;-25.0;-274.0;113.0;-37;-145.0
-28;-212.0;-138.0;-208.0;-427.0;-21.0;-37;67.0
-26;-152.0;-133.0;85.0;214.0;-77.0;-37;-169.0
-30;-236.0;-40.0;-10.0;47.0;-23.0;-37;-40.0
-30;-246.0;49.0;-24.0;-40.0;-3.0;-37;-12.0
-22;-181.0;-63.0;-220.0;184.0;-36.0;-29;-134.0
-30;-236.0;57.0;-15.0;-16.0;-13.0;-37;-43.0
-30;-235.0;43.0;13.0;-47.0;-13.0;-37;-75.0
-30;-231.0;8.0;32.0;-37.0;0.0;-37;-89.0
-30;-239.0;-25.0;32.0;-22.0;40.0;-37;-68.0
-30;-244.0;-30.0;19.0;-40.0;40.0;-37;-49.0
-29;-260.0;-63.0;-1.0;17.0;132.0;-37;-182.0
-33;182.0;-77.0;89.0;-220.0;448.0;-33;-172.0
-29;-270.0;-160.0;15.0;-210.0;7.0;-37;-260.0
-29;-250.0;-154.0;35.0;-31.0;70.0;-37;-383.0
-29;-303.0;-175.0;-23.0;10.0;53.0;-37;230.0
-29;-266.0;82.0;43.0;29.0;117.0;-37;-43.0
-29;-278.0;15.0;26.0;74.0;-28.0;-37;158.0
-29;-279.0;9.0;-18.0;35.0;-59.0;-37;-14.0
-29;-290.0;-236.0;-19.0;-36.0;46.0;-37;-319.0
-29;-282.0;-258.0;0.0;-55.0;10.0;-37;333.0
-29;-340.0;-191.0;-132.0;122.0;-6.0;-37;172.0
-27;-203.0;-158.0;-45.0;203.0;-37.0;-37;-27.0
-27;-202.0;-148.0;-53.0;187.0;-71.0;-37;-67.0
-28;-220.0;-30.0;-4.0;-26.0;3.0;-37;-102.0
-28;-203.0;-27.0;-19.0;-27.0;28.0;-37;-10.0
-28;-214.0;-27.0;6.0;-31.0;39.0;-37;-93.0
-28;-216.0;-29.0;32.0;-34.0;14.0;-37;-95.0
-28;-207.0;-42.0;16.0;-60.0;-8.0;-37;-114.0
-28;-226.0;-152.0;-139.0;254.0;-72.0;-37;-7.0
-28;-200.0;-115.0;-146.0;140.0;-85.0;-37;-5.0
-27;-122.0;-145.0;-241.0;-225.0;-89.0;-37;-48.0
-34;-183.0;-298.0;-225.0;-74.0;76.0;-35;20.0
-26;-273.0;-111.0;115.0;-124.0;167.0;-69;-126.0
-25;-177.0;-132.0;-22.0;199.0;-25.0;-35;-118.0
-25;-199.0;-30.0;13.0;-13.0;33.0;-35;-68.0
-35;-124.0;-206.0;-195.0;69.0;-47.0;-34;142.0
-35;-57.0;-203.0;-200.0;-115.0;-85.0;-34;-160.0
-35;-164.0;-155.0;55.0;169.0;-242.0;-34;-202.0
-25;-198.0;-26.0;-4.0;-25.0;25.0;-35;-60.0
-25;-200.0;-33.0;8.0;-16.0;-13.0;-35;-59.0
-25;-239.0;-162.0;-79.0;192.0;41.0;-35;12.0
-25;-227.0;-163.0;-152.0;254.0;-46.0;-35;63.0
-25;-144.0;-133.0;-8.0;-146.0;-77.0;-35;28.0
-25;-285.0;-142.0;23.0;-80.0;55.0;-35;-358.0
-25;-254.0;-236.0;11.0;143.0;104.0;-35;198.0
-25;-265.0;-52.0;3.0;-260.0;86.0;-35;-47.0
-25;-264.0;-38.0;12.0;-33.0;34.0;-35;-134.0
-25;-264.0;-44.0;-15.0;-27.0;-31.0;-35;51.0
-25;-271.0;-35.0;3.0;36.0;20.0;-35;-132.0
-25;-267.0;-39.0;-39.0;-6.0;-6.0;-35;79.0
-25;-266.0;-39.0;2.0;32.0;12.0;-35;37.0
-25;-269.0;-46.0;25.0;-63.0;102.0;-35;-204.0
-25;-280.0;-51.0;0.0;10.0;102.0;-35;-115.0
-25;-273.0;-58.0;-7.0;194.0;125.0;-35;-123.0
-25;-223.0;-125.0;-64.0;165.0;12.0;-35;-133.0
-25;-248.0;-148.0;97.0;97.0;87.0;-35;-317.0
-25;-287.0;-154.0;-41.0;148.0;122.0;-35;252.0
-25;-261.0;-155.0;-58.0;102.0;130.0;-35;91.0
-25;-261.0;-250.0;152.0;43.0;74.0;-35;-259.0
-25;-273.0;-251.0;49.0;334.0;-65.0;-35;91.0
-25;-235.0;14.0;53.0;6.0;141.0;-35;-173.0
-25;-340.0;-155.0;11.0;-294.0;-16.0;-35;-34.0
-25;-333.0;-214.0;-32.0;-63.0;-46.0;-35;208.0
-25;-315.0;-243.0;-27.0;-1.0;128.0;-35;237.0
-25;-343.0;-241.0;-19.0;27.0;90.0;-35;297.0
-25;-339.0;-274.0;2.0;-217.0;-129.0;-35;-231.0
-28;-376.0;-245.0;-44.0;186.0;33.0;-35;-154.0
-28;-320.0;-245.0;-87.0;231.0;-8.0;-35;96.0
-25;-336.0;-325.0;-75.0;198.0;-127.0;-35;-50.0
-25;-234.0;-267.0;-56.0;227.0;-164.0;-35;-283.0
-11;-368.0;-851.0;-51.0;460.0;163.0;-33;-51.0
-25;-280.0;-254.0;51.0;202.0;-37.0;-35;-216.0
-25;-264.0;-267.0;6.0;224.0;50.0;-35;154.0
-25;-302.0;-280.0;-1.0;217.0;23.0;-35;-194.0
-25;-291.0;-281.0;-11.0;263.0;13.0;-35;-25.0
-25;-359.0;-300.0;32.0;-36.0;-174.0;-35;134.0
-25;-343.0;-290.0;-34.0;64.0;-154.0;-35;157.0
-25;-339.0;-288.0;-151.0;220.0;-167.0;-35;-148.0
-25;-214.0;-295.0;110.0;-255.0;56.0;-34;-228.0
-25;-342.0;45.0;-32.0;-51.0;50.0;-34;-15.0
-25;-263.0;-224.0;46.0;146.0;140.0;-34;198.0
-34;-320.0;-101.0;0.0;15.0;98.0;-42;-620.0
-28;-136.0;-465.0;69.0;131.0;273.0;-36;138.0
-25;-204.0;-349.0;77.0;-6.0;127.0;-37;-397.0
-25;-176.0;-338.0;-125.0;244.0;-139.0;-36;-215.0
-28;-283.0;-311.0;74.0;-308.0;153.0;-33;-147.0
-28;-279.0;-173.0;49.0;-339.0;16.0;-33;-62.0
-28;-255.0;-176.0;-7.0;285.0;56.0;-33;-154.0
-28;-249.0;-216.0;-5.0;-227.0;-79.0;-33;108.0
-28;-323.0;-241.0;-50.0;-300.0;-22.0;-33;-91.0
-29;-322.0;-199.0;33.0;200.0;-34.0;-33;43.0
-29;-307.0;-121.0;87.0;-321.0;129.0;-33;-121.0
-29;-341.0;-95.0;130.0;12.0;77.0;-33;55.0
-25;-202.0;-59.0;0.0;19.0;-13.0;-33;-206.0
-25;-210.0;-59.0;20.0;81.0;-52.0;-33;-201.0
-25;-217.0;-42.0;-43.0;76.0;-33.0;-33;63.0
-25;-225.0;-10.0;23.0;46.0;-21.0;-33;-101.0
-25;-204.0;15.0;61.0;88.0;-102.0;-33;129.0
-25;-217.0;8.0;203.0;55.0;48.0;-33;45.0
-26;-169.0;-420.0;6.0;188.0;50.0;-35;-201.0
-25;-95.0;-406.0;4.0;-162.0;135.0;-35;-158.0
-25;-124.0;-406.0;28.0;-292.0;109.0;-35;179.0
-25;-194.0;-297.0;172.0;254.0;98.0;-35;35.0
-26;-318.0;-171.0;4.0;-198.0;-119.0;-34;2.0
-26;-320.0;-162.0;-8.0;-182.0;-123.0;-34;-16.0
-26;-341.0;-152.0;-64.0;-155.0;-142.0;-34;-82.0
-26;-321.0;-152.0;-40.0;-196.0;-113.0;-34;-59.0
-24;-224.0;-122.0;-17.0;274.0;16.0;-34;-48.0
-24;-203.0;-11.0;36.0;73.0;19.0;-34;-239.0
-25;-259.0;-13.0;21.0;-92.0;23.0;-34;-73.0
-25;-247.0;-11.0;-15.0;26.0;25.0;-34;-59.0
-25;-261.0;-15.0;-14.0;-21.0;-21.0;-34;-50.0
-25;-261.0;-26.0;-8.0;1.0;8.0;-34;-72.0
-25;-247.0;-45.0;0.0;55.0;-120.0;-34;-145.0
-41;-405.0;-460.0;84.0;14.0;90.0;-26;-210.0
-25;-263.0;-175.0;-71.0;202.0;-10.0;-34;-86.0
-25;-241.0;-201.0;-99.0;-26.0;-116.0;-34;214.0
-25;-245.0;-150.0;-51.0;-190.0;40.0;-34;55.0
-25;-253.0;-437.0;-2.0;-44.0;-267.0;-35;-42.0
-25;-285.0;-462.0;31.0;-54.0;166.0;-35;117.0
-25;-281.0;-457.0;45.0;104.0;225.0;-35;-331.0
-25;-284.0;-433.0;23.0;222.0;163.0;-35;-264.0
-25;-294.0;-342.0;-71.0;273.0;84.0;-35;-249.0
-25;-286.0;-267.0;-57.0;-124.0;-180.0;-35;-224.0
-77;-263.0;-155.0;141.0;-288.0;-43.0;-26;376.0
-25;-260.0;-305.0;-186.0;259.0;-4.0;-35;70.0
-24;-162.0;-82.0;-2.0;268.0;116.0;-34;-92.0
-24;-164.0;-96.0;20.0;-25.0;-11.0;-34;93.0
-26;-341.0;-129.0;-30.0;-15.0;-108.0;-33;-268.0
-26;-346.0;-164.0;35.0;131.0;268.0;-33;-137.0
-26;-326.0;-202.0;-82.0;-147.0;-131.0;-33;151.0
-24;-206.0;-27.0;99.0;-47.0;-38.0;-33;28.0
-19;-255.0;-615.0;-56.0;-117.0;-10.0;-65;37.0
-26;-395.0;-606.0;-91.0;155.0;99.0;-28;117.0
-25;-255.0;-503.0;40.0;15.0;180.0;-30;182.0
-26;-258.0;-484.0;42.0;-41.0;48.0;-30;-293.0
-32;-378.0;-544.0;-20.0;278.0;8.0;-30;63.0
-32;-341.0;-545.0;-86.0;22.0;-221.0;-30;-266.0
-32;-336.0;-535.0;-62.0;-5.0;-154.0;-30;-37.0
-32;-374.0;-484.0;247.0;-375.0;165.0;-30;23.0
-28;9.0;-579.0;40.0;-74.0;36.0;-29;-267.0
-27;-16.0;-572.0;38.0;-55.0;211.0;-29;11.0
-27;-24.0;-571.0;14.0;-22.0;153.0;-29;-39.0
-27;-3.0;-571.0;-71.0;24.0;50.0;-29;28.0
-27;3.0;-577.0;-131.0;-22.0;116.0;-29;-202.0
-30;-102.0;-446.0;119.0;282.0;126.0;-29;-58.0
-27;-83.0;-682.0;-22.0;-44.0;-15.0;-29;-84.0
-25;-89.0;-549.0;-27.0;-84.0;37.0;-29;-31.0
-26;-84.0;-595.0;2.0;-95.0;-53.0;-29;-98.0
-27;-76.0;-584.0;26.0;-26.0;123.0;-29;-110.0
-28;-128.0;-599.0;-26.0;-171.0;-30.0;-29;11.0
-27;-80.0;-508.0;-74.0;10.0;-83.0;-28;-38.0
-25;-498.0;-169.0;-30.0;82.0;-37.0;-28;56.0
-24;-335.0;18.0;73.0;-168.0;-110.0;-27;-145.0
-24;-313.0;22.0;46.0;-163.0;-93.0;-26;-44.0
-24;-302.0;24.0;5.0;-58.0;-50.0;-26;39.0
-23;-325.0;-5.0;34.0;106.0;42.0;-29;-174.0
-23;-193.0;17.0;-107.0;24.0;98.0;-28;-2.0
-25;-349.0;-166.0;65.0;-106.0;124.0;-28;-189.0
-26;-370.0;-193.0;118.0;-232.0;164.0;-28;44.0
-70;-318.0;-361.0;119.0;116.0;-58.0;-14;-229.0
-34;-145.0;-357.0;-307.0;21.0;-66.0;-30;-213.0
-40;-137.0;-508.0;-80.0;-136.0;74.0;-35;150.0
-40;-140.0;-536.0;-137.0;-36.0;-3.0;-35;278.0
-39;-276.0;-446.0;-67.0;-387.0;53.0;-34;-9.0
-35;-202.0;-376.0;-111.0;-10.0;-100.0;-59;208.0
-35;-146.0;-344.0;-178.0;108.0;-139.0;-79;-218.0
-34;-147.0;-336.0;-204.0;147.0;-229.0;-44;4.0
-45;-446.0;-636.0;-27.0;-123.0;77.0;-32;-61.0
-45;-497.0;-611.0;44.0;-10.0;63.0;-37;109.0
-45;-519.0;-615.0;48.0;66.0;22.0;-37;4.0
-45;-503.0;-601.0;35.0;48.0;-22.0;-37;-129.0
-27;-395.0;-233.0;137.0;-203.0;-32.0;-29;134.0
-22;-358.0;-3.0;-35.0;110.0;-86.0;-31;-88.0
-23;-454.0;-148.0;132.0;-83.0;123.0;-29;-257.0
-23;-434.0;-209.0;41.0;-54.0;18.0;-27;-343.0
-23;-340.0;-221.0;101.0;-127.0;-28.0;-27;-280.0
-23;-373.0;-224.0;96.0;-148.0;-27.0;-27;-337.0
-23;-304.0;-177.0;-104.0;223.0;-136.0;-27;64.0
-26;-292.0;-216.0;-14.0;338.0;-40.0;-27;-101.0
-26;-333.0;-237.0;25.0;299.0;-3.0;-27;-236.0
-20;-320.0;-193.0;123.0;174.0;96.0;-27;-220.0
-20;-338.0;-79.0;57.0;14.0;91.0;-27;-98.0
-20;-367.0;-86.0;40.0;53.0;81.0;-27;-116.0
-20;-352.0;-61.0;-18.0;-73.0;-13.0;-27;-81.0
-20;-422.0;-337.0;168.0;-303.0;75.0;-27;-175.0
-20;-408.0;-302.0;148.0;-161.0;-11.0;-27;-229.0
-7;-375.0;-15.0;-115.0;-110.0;-169.0;-23;-88.0
-25;-30.0;-379.0;-28.0;-57.0;16.0;-28;202.0
-32;21.0;-317.0;216.0;-143.0;-20.0;-35;-211.0
-26;-104.0;-373.0;-73.0;-122.0;-218.0;-41;-284.0
-40;-193.0;-359.0;-63.0;265.0;62.0;-46;196.0
-29;-74.0;-326.0;103.0;220.0;68.0;-43;-196.0
-30;-125.0;-282.0;120.0;167.0;153.0;-43;-161.0
-31;-195.0;-137.0;-76.0;-227.0;-64.0;-43;-29.0
-30;-80.0;-341.0;-87.0;-333.0;-51.0;-43;-3.0
-34;-278.0;-158.0;-134.0;133.0;-106.0;-43;90.0
-31;-104.0;-323.0;-18.0;284.0;-22.0;-44;-43.0
-31;-117.0;-321.0;-8.0;313.0;-7.0;-44;-141.0
-26;-306.0;-261.0;122.0;67.0;160.0;-28;-410.0
-33;-145.0;-271.0;-69.0;-368.0;-131.0;-44;25.0
-31;-67.0;-361.0;71.0;180.0;258.0;-44;-217.0
-29;-196.0;-546.0;-322.0;191.0;-388.0;-24;260.0
-30;-514.0;-405.0;136.0;154.0;-46.0;-31;99.0
-30;-403.0;-431.0;-12.0;-214.0;99.0;-31;-112.0
-30;-387.0;-386.0;1.0;-67.0;-41.0;-31;176.0
-29;-360.0;-259.0;-62.0;-307.0;-111.0;-31;72.0
-36;-313.0;-120.0;-119.0;184.0;-49.0;-42;-55.0
-32;-126.0;-332.0;-186.0;-260.0;-161.0;-44;106.0
-32;-107.0;-334.0;-198.0;-201.0;-125.0;-44;133.0
-31;-81.0;-326.0;-106.0;-314.0;9.0;-45;-10.0
-30;-80.0;-325.0;-101.0;-297.0;-23.0;-45;-46.0
-29;-113.0;-340.0;-157.0;-112.0;-121.0;-45;144.0
-30;-58.0;-337.0;-113.0;90.0;-115.0;-46;-3.0
-31;-85.0;-371.0;45.0;153.0;14.0;-46;-167.0
-35;-241.0;-87.0;-2.0;157.0;27.0;-45;-60.0
-35;-225.0;-76.0;-25.0;257.0;38.0;-45;-100.0
-35;-224.0;-69.0;-30.0;225.0;49.0;-45;-97.0
-35;-221.0;-61.0;-10.0;187.0;113.0;-45;10.0
-35;-228.0;-49.0;-27.0;64.0;41.0;-45;-32.0
-35;-211.0;-35.0;-135.0;-18.0;-166.0;-45;97.0
-32;-92.0;-332.0;-173.0;-296.0;-99.0;-46;99.0
-32;-78.0;-335.0;-121.0;30.0;-135.0;-46;57.0
-31;-72.0;-333.0;-118.0;34.0;-121.0;-46;53.0
-38;-342.0;-67.0;-27.0;127.0;-28.0;-44;-2.0
-38;-331.0;-74.0;-79.0;211.0;18.0;-44;-6.0
-35;-146.0;-175.0;-166.0;9.0;-106.0;-45;-41.0
-23;-481.0;-191.0;-75.0;-91.0;-131.0;-28;9.0
-37;-261.0;-123.0;47.0;-296.0;57.0;-42;-157.0
-23;-479.0;-204.0;-110.0;-86.0;-106.0;-28;-196.0
-23;-486.0;-210.0;-83.0;-129.0;-81.0;-28;-317.0
-23;-484.0;-213.0;-52.0;-133.0;-72.0;-28;-124.0
-23;-483.0;-222.0;-40.0;-101.0;-55.0;-29;-24.0
-23;-218.0;-1.0;136.0;-12.0;50.0;-29;-206.0
-23;-214.0;7.0;132.0;-5.0;20.0;-29;-145.0
-23;-208.0;10.0;91.0;-29.0;27.0;-29;-247.0
-23;-224.0;14.0;42.0;18.0;43.0;-29;-146.0
-23;-236.0;27.0;-51.0;-52.0;-40.0;-29;28.0
-23;-223.0;24.0;-12.0;62.0;-16.0;-29;-26.0
-23;-258.0;14.0;-82.0;-20.0;2.0;-29;170.0
-23;-309.0;-95.0;101.0;23.0;-45.0;-27;-218.0
-23;-294.0;-87.0;164.0;-31.0;25.0;-27;-210.0
-38;-231.0;-407.0;-175.0;-97.0;-116.0;-43;113.0
-38;-164.0;-419.0;-237.0;-168.0;-225.0;-43;237.0
-25;-27.0;-198.0;30.0;-173.0;-18.0;-44;66.0
-25;-161.0;-285.0;17.0;235.0;-55.0;-44;-207.0
-26;-143.0;-67.0;0.0;-233.0;-1.0;-44;-36.0
-33;-151.0;-137.0;-116.0;31.0;56.0;-69;-254.0
-33;-277.0;-106.0;-134.0;73.0;-99.0;-61;143.0
-26;-167.0;-61.0;-50.0;-58.0;18.0;-44;11.0
-26;-154.0;-74.0;-15.0;266.0;-14.0;-44;-10.0
-26;-115.0;-45.0;0.0;-69.0;-10.0;-44;-94.0
-26;-154.0;-50.0;-19.0;-241.0;42.0;-44;-79.0
-26;-159.0;-78.0;34.0;215.0;32.0;-44;-71.0
-78;-297.0;-272.0;164.0;283.0;186.0;-21;8.0
-26;-132.0;-58.0;7.0;83.0;49.0;-44;-79.0
-27;-148.0;-47.0;-22.0;-129.0;-106.0;-44;-112.0
-27;-138.0;-73.0;-19.0;164.0;-18.0;-44;-60.0
-65;-77.0;-449.0;46.0;5.0;201.0;-13;-132.0
-27;-136.0;-59.0;11.0;-62.0;-30.0;-44;-87.0
-27;-131.0;-55.0;49.0;-249.0;26.0;-44;-75.0
-27;-127.0;-83.0;4.0;131.0;38.0;-44;-86.0
-27;-120.0;-75.0;-17.0;23.0;57.0;-44;-103.0
-26;-177.0;-84.0;23.0;-127.0;26.0;-44;-158.0
-26;-184.0;-107.0;-7.0;199.0;46.0;-44;-107.0
-26;-190.0;-108.0;-7.0;-15.0;65.0;-43;144.0
-26;-182.0;-115.0;73.0;-241.0;119.0;-43;-171.0
-26;-175.0;-115.0;82.0;-181.0;73.0;-43;-117.0
-26;-152.0;-153.0;-66.0;-3.0;-170.0;-43;-154.0
-26;-184.0;-240.0;3.0;-30.0;116.0;-43;-303.0
-15;-232.0;-466.0;69.0;-23.0;-166.0;-48;207.0
3;-181.0;-485.0;-125.0;-56.0;280.0;-46;-84.0
-27;-146.0;-231.0;74.0;319.0;-51.0;-44;66.0
-33;-323.0;-118.0;-13.0;72.0;89.0;-42;231.0
-27;-55.0;-28.0;-48.0;120.0;7.0;-45;20.0
-27;-63.0;3.0;21.0;21.0;23.0;-45;-67.0
-27;-68.0;2.0;-11.0;-51.0;40.0;-45;-80.0
-40;-189.0;-393.0;102.0;-67.0;61.0;-24;224.0
-38;-174.0;-400.0;65.0;24.0;105.0;-24;236.0
-27;-74.0;2.0;40.0;-50.0;21.0;-45;-106.0
-27;-95.0;-6.0;19.0;4.0;2.0;-45;-15.0
-27;-102.0;-5.0;23.0;0.0;19.0;-45;-25.0
-27;-102.0;-11.0;-5.0;-21.0;-10.0;-45;-90.0
-12;-244.0;-490.0;61.0;-166.0;0.0;12;94.0
-27;-91.0;-26.0;-48.0;-36.0;-8.0;-45;-101.0
-27;-113.0;-48.0;5.0;-59.0;80.0;-45;-195.0
-27;-98.0;-65.0;-3.0;101.0;-25.0;-45;-133.0
-3;-139.0;-401.0;167.0;0.0;176.0;38;80.0
-27;-234.0;-285.0;70.0;-165.0;-115.0;-45;-331.0
-24;-244.0;-290.0;-49.0;22.0;98.0;-35;-466.0
-28;-260.0;-307.0;12.0;50.0;55.0;-44;209.0
-29;-237.0;-88.0;12.0;291.0;11.0;-44;-165.0
-17;-289.0;-311.0;-13.0;-51.0;-122.0;51;211.0
-29;-214.0;-454.0;-182.0;82.0;93.0;-27;-241.0
23;-242.0;-328.0;-365.0;184.0;226.0;45;-564.0
-21;-192.0;-224.0;173.0;-201.0;163.0;-29;-135.0
-24;-374.0;-570.0;-48.0;-62.0;-58.0;-27;134.0
-24;-409.0;-563.0;-35.0;68.0;12.0;-27;95.0
-24;-406.0;-556.0;4.0;80.0;2.0;-27;28.0
-25;-408.0;-540.0;5.0;41.0;6.0;-27;-5.0
-25;-422.0;-531.0;0.0;-186.0;2.0;-27;111.0
-25;-448.0;-442.0;-12.0;-221.0;-123.0;-27;133.0
-20;-247.0;-772.0;-8.0;-36.0;-11.0;-27;-96.0
-20;-247.0;-772.0;-29.0;-55.0;-4.0;-27;-79.0
-32;-65.0;-235.0;-50.0;10.0;-55.0;25;224.0
-20;-247.0;-772.0;10.0;-40.0;0.0;-27;-45.0
-20;-246.0;-771.0;-20.0;-34.0;-4.0;-27;-47.0
-20;-251.0;-767.0;-3.0;-15.0;-4.0;-27;-47.0
-33;-202.0;-704.0;39.0;94.0;86.0;-49;-102.0
-20;-243.0;-759.0;37.0;-9.0;2.0;-27;-104.0
-20;-246.0;-759.0;1.0;-24.0;-9.0;-27;-60.0
-20;-245.0;-760.0;-5.0;-26.0;8.0;-27;-72.0
-20;-247.0;-758.0;-12.0;-13.0;-13.0;-27;-81.0
-20;-247.0;-758.0;-18.0;-5.0;-13.0;-27;-85.0
-20;-250.0;-761.0;-7.0;-22.0;45.0;-27;-85.0
-20;-248.0;-763.0;18.0;-30.0;18.0;-27;-41.0
-20;-247.0;-763.0;-17.0;-18.0;6.0;-27;-47.0
-20;-250.0;-761.0;-16.0;-9.0;10.0;-27;-30.0
-20;-252.0;-765.0;-7.0;4.0;-7.0;-27;-28.0
-20;-246.0;-762.0;3.0;13.0;4.0;-27;-74.0
-20;-251.0;-763.0;14.0;-15.0;-10.0;-27;-22.0
-20;-250.0;-766.0;-31.0;15.0;-23.0;-27;-34.0
-75;-261.0;-661.0;19.0;47.0;-54.0;-20;181.0
-68;-358.0;-176.0;88.0;-100.0;-49.0;-20;99.0
-20;-246.0;-771.0;0.0;-24.0;0.0;-27;-59.0
-33;-139.0;-188.0;8.0;138.0;-57.0;-23;256.0
-20;-244.0;-771.0;-14.0;1.0;29.0;-27;-60.0
-20;-243.0;-772.0;-48.0;0.0;19.0;-27;-19.0
-20;-239.0;-773.0;-10.0;0.0;-21.0;-27;-34.0
-20;-235.0;-773.0;8.0;-27.0;-7.0;-27;-62.0
