InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
733.0;20;-76.0;30;-30;-22.0;20;-192.0;-162.0
696.0;24;39.0;25;-25;-35.0;24;-136.0;-75.0
-793.0;-1;136.0;-18;18;-9.0;-1;204.0;103.0
677.0;16;31.0;14;-14;-134.0;16;-174.0;-90.0
670.0;-19;-83.0;17;-17;-136.0;-19;-173.0;-95.0
645.0;11;-1387.0;-24;24;-81.0;11;-73.0;-60.0
685.0;40;13.0;19;-19;-80.0;40;4.0;-51.0
681.0;-4;-82.0;-3;3;-82.0;-4;6.0;-47.0
-597.0;3;17.0;8;-8;-196.0;3;508.0;321.0
677.0;-17;25.0;10;-10;-109.0;-17;10.0;-62.0
650.0;-13;143.0;4;-4;-207.0;-13;-211.0;-25.0
618.0;-32;159.0;22;-22;-151.0;-32;-251.0;-105.0
681.0;39;-35.0;-10;10;-82.0;39;8.0;-45.0
-578.0;7;315.0;-6;6;-24.0;7;553.0;272.0
-511.0;29;146.0;-94;94;-38.0;29;460.0;261.0
658.0;-5;67.0;18;-18;-120.0;-5;65.0;-47.0
688.0;35;-58.0;85;-85;-65.0;35;-120.0;-92.0
-648.0;-14;39.0;-3;3;113.0;-14;-98.0;56.0
-646.0;-17;7.0;14;-14;114.0;-17;-97.0;57.0
679.0;16;30.0;28;-28;-81.0;16;12.0;-43.0
676.0;0;71.0;22;-22;-81.0;0;13.0;-43.0
683.0;23;111.0;17;-17;-84.0;23;-213.0;-107.0
673.0;-19;-61.0;-5;5;-125.0;-19;-199.0;-79.0
668.0;-8;-85.0;-27;27;-132.0;-8;-204.0;-77.0
776.0;-21;1031.0;-11;11;451.0;-21;-521.0;-544.0
740.0;-28;-198.0;-171;171;-21.0;-28;-185.0;-158.0
677.0;-36;-57.0;-28;28;-81.0;-36;17.0;-44.0
-668.0;20;28.0;-18;18;88.0;20;-56.0;74.0
621.0;22;-30.0;96;-96;-212.0;22;-124.0;-13.0
-597.0;36;-805.0;14;-14;-166.0;36;488.0;314.0
709.0;-689;-54.0;100;-100;322.0;-689;-562.0;-422.0
-682.0;-14;9.0;7;-7;76.0;-14;-93.0;59.0
731.0;-1;440.0;-19;19;343.0;-1;-596.0;-349.0
584.0;15;911.0;37;-37;-150.0;15;-125.0;-52.0
693.0;27;47.0;8;-8;-76.0;27;-10.0;-58.0
725.0;-24;-329.0;43;-43;235.0;-24;-587.0;-363.0
660.0;-22;61.0;44;-44;-121.0;-22;60.0;-47.0
-539.0;21;-2057.0;37;-37;-59.0;21;371.0;210.0
-650.0;14;28.0;-16;16;110.0;14;-101.0;53.0
-650.0;17;-13.0;-17;17;111.0;17;-100.0;53.0
647.0;36;723.0;7;-7;-128.0;36;-151.0;-75.0
655.0;-21;220.0;-25;25;-134.0;-21;-184.0;-90.0
657.0;16;112.0;5;-5;-119.0;16;69.0;-47.0
728.0;15;-771.0;-14;14;382.0;15;-677.0;-402.0
-719.0;10;466.0;3;-3;54.0;10;-44.0;70.0
-645.0;6;57.0;37;-37;114.0;6;-98.0;57.0
637.0;22;63.0;-41;41;59.0;22;-559.0;-35.0
-678.0;13;205.0;22;-22;117.0;13;-92.0;30.0
-257.0;22;364.0;-22;22;315.0;22;411.0;-54.0
-650.0;35;50.0;7;-7;111.0;35;-99.0;55.0
680.0;17;-39.0;-20;20;-119.0;17;-224.0;-87.0
690.0;-11;32.0;26;-26;-132.0;-11;-163.0;-70.0
-653.0;26;-2.0;-31;31;108.0;26;-97.0;50.0
-724.0;-21;-275.0;6;-6;95.0;-21;10.0;36.0
-625.0;31;357.0;261;-261;-737.0;31;445.0;634.0
-656.0;13;-33.0;42;-42;110.0;13;-90.0;47.0
685.0;-8;-223.0;109;-109;-177.0;-8;-250.0;-84.0
-609.0;-32;86.0;-29;29;-46.0;-32;562.0;284.0
-715.0;9;163.0;-9;9;57.0;9;-39.0;71.0
750.0;-7;99.0;27;-27;-1.0;-7;-279.0;-118.0
-124.0;24;-19.0;-26;26;-782.0;24;349.0;519.0
673.0;6;110.0;-17;17;-123.0;6;32.0;-53.0
-799.0;-10;60.0;17;-17;-18.0;-10;93.0;59.0
-662.0;14;63.0;18;-18;88.0;14;-89.0;54.0
692.0;0;-104.0;21;-21;-66.0;0;-121.0;-91.0
-673.0;288;445.0;840;-840;-386.0;288;524.0;480.0
743.0;11;223.0;28;-28;-4.0;11;-263.0;-119.0
-663.0;-5;731.0;-4;4;-274.0;-5;533.0;401.0
374.0;36;-671.0;47;-47;670.0;36;-137.0;-454.0
825.0;-167;-123.0;210;-210;467.0;-167;82.0;90.0
711.0;-18;93.0;18;-18;-32.0;-18;-115.0;-100.0
685.0;-34;-256.0;-14;14;-113.0;-34;-161.0;-88.0
666.0;3;401.0;-10;10;-125.0;3;-170.0;-78.0
-725.0;29;-1081.0;12;-12;114.0;29;145.0;12.0
834.0;29;-544.0;-23;23;692.0;29;-477.0;-626.0
656.0;-1;118.0;55;-55;-119.0;-1;70.0;-47.0
640.0;26;75.0;37;-37;-220.0;26;-212.0;-27.0
660.0;-17;-80.0;-33;33;-200.0;-17;-236.0;-34.0
682.0;27;-125.0;-14;14;-140.0;27;-152.0;-59.0
659.0;-34;-14.0;24;-24;-203.0;-34;-217.0;-29.0
660.0;-21;-299.0;-10;10;-115.0;-21;20.0;-45.0
722.0;2;-243.0;44;-44;845.0;2;-521.0;-489.0
-836.0;4;-508.0;-18;18;-25.0;4;184.0;86.0
702.0;4;65.0;-4;4;835.0;4;-523.0;-515.0
