InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
122;174.0;-1306;-421.0;?;-1306;521.0
-75;171.0;-2923;216.0;?;-2923;270.0
-114;112.0;-2710;574.0;-22.0;-2710;?
?;15.0;?;455.0;?;?;318.0
-601;108.0;-2837;335.0;230.0;?;375.0
?;150.0;-451;174.0;543.0;?;560.0
-566;90.0;?;106.0;720.0;513;491.0
993;?;1614;173.0;693.0;1614;?
51;?;-1023;?;228.0;-1023;339.0
-31;-72.0;-1192;-336.0;110.0;?;?
145;?;-220;-449.0;47.0;?;81.0
278;-37.0;374;-461.0;198.0;374;95.0
?;-411.0;148;-311.0;-82.0;148;-646.0
-222;-194.0;-399;-589.0;?;-399;?
-644;-98.0;-1137;-603.0;?;-1137;-841.0
24;-165.0;-388;-208.0;-756.0;-388;-462.0
487;-123.0;23;-176.0;303.0;?;228.0
455;-23.0;-467;-139.0;?;-467;552.0
395;-131.0;-243;181.0;467.0;?;458.0
-48;-222.0;-19;260.0;516.0;-19;421.0
-46;-249.0;161;?;923.0;161;?
122;-134.0;188;?;647.0;188;477.0
126;-82.0;139;444.0;-109.0;139;523.0
105;?;?;386.0;77.0;132;190.0
27;?;36;?;418.0;36;?
?;?;27;-42.0;464.0;27;334.0
89;-61.0;?;188.0;140.0;-68;106.0
9;-98.0;-150;170.0;257.0;?;-139.0
15;-66.0;-78;?;?;?;30.0
45;-95.0;0;389.0;311.0;0;151.0
47;43.0;21;544.0;459.0;21;136.0
50;-21.0;?;313.0;152.0;2;-61.0
?;31.0;?;343.0;-101.0;?;-223.0
37;60.0;-62;?;-160.0;-62;-128.0
28;62.0;-55;404.0;-21.0;?;?
29;3.0;-30;344.0;-90.0;-30;-140.0
36;?;?;308.0;-291.0;2;-161.0
?;59.0;1;343.0;?;1;-265.0
18;?;-24;?;?;-24;-177.0
29;87.0;-36;572.0;?;-36;?
27;103.0;-20;609.0;11.0;-20;?
27;?;-10;575.0;?;-10;293.0
?;166.0;-10;509.0;-847.0;-10;11.0
3;146.0;-18;467.0;-1116.0;-18;?
6;102.0;-54;427.0;-764.0;-54;-260.0
3;102.0;-48;345.0;-3.0;-48;49.0
1;114.0;6;289.0;269.0;6;290.0
11;122.0;?;?;-13.0;16;450.0
?;60.0;-23;235.0;231.0;-23;?
-8;84.0;-34;230.0;724.0;-34;1063.0
2;?;1;212.0;749.0;1;1006.0
7;70.0;?;205.0;?;8;944.0
4;90.0;-32;?;596.0;-32;1056.0
-3;70.0;-62;211.0;?;-62;997.0
5;?;-6;116.0;-185.0;-6;367.0
21;?;60;?;-413.0;60;?
11;48.0;14;-42.0;-383.0;?;-566.0
14;-28.0;-24;-28.0;-52.0;-24;?
0;-30.0;-1;-51.0;206.0;-1;-101.0
-20;-49.0;-2;-84.0;260.0;?;-22.0
3;-97.0;11;-177.0;-251.0;11;-162.0
5;?;16;-123.0;-384.0;16;-377.0
?;-198.0;-23;-227.0;-135.0;-23;-175.0
8;?;-18;-229.0;-265.0;-18;?
-5;-267.0;0;?;-409.0;?;-515.0
-33;-300.0;-38;-360.0;?;-38;-198.0
-29;-401.0;-31;?;109.0;-31;-208.0
0;?;16;-538.0;-97.0;16;-473.0
-3;-315.0;?;-383.0;-92.0;14;-296.0
-18;?;17;-297.0;?;17;?
?;-180.0;32;-200.0;-87.0;?;-164.0
0;?;6;-112.0;?;6;-102.0
-1;-40.0;19;?;?;19;7.0
?;?;48;12.0;-79.0;48;-75.0
-1;-79.0;-6;63.0;-7.0;-6;-69.0
?;-60.0;-1;10.0;48.0;-1;-31.0
-6;1.0;51;-55.0;?;?;-66.0
0;-6.0;26;-72.0;-104.0;?;-107.0
?;?;10;-59.0;-64.0;10;-68.0
-10;35.0;18;?;-33.0;18;5.0
-10;?;22;?;-15.0;22;?
-12;63.0;17;3.0;-64.0;17;-37.0
-5;?;24;12.0;-45.0;24;-18.0
?;76.0;-8;?;-20.0;-8;?
2;64.0;-51;5.0;?;?;0.0
-5;50.0;-15;10.0;50.0;?;41.0
7;37.0;-20;-13.0;8.0;-20;48.0
?;?;25;-65.0;57.0;25;73.0
-15;?;53;?;171.0;53;188.0
-3;22.0;?;22.0;?;-1;220.0
?;?;9;?;144.0;9;119.0
?;?;-17;?;?;-17;84.0
?;?;16;2.0;88.0;?;?
4;54.0;48;100.0;86.0;48;123.0
0;106.0;-12;130.0;?;?;5.0
-5;?;23;81.0;48.0;23;80.0
-4;?;21;84.0;63.0;21;137.0
1;49.0;-53;?;?;-53;?
13;32.0;-1;31.0;106.0;?;163.0
7;-23.0;46;50.0;81.0;?;126.0
-6;-6.0;16;24.0;?;?;78.0
-7;?;?;-50.0;29.0;31;27.0
-11;-5.0;9;-91.0;?;9;58.0
?;?;-10;-75.0;-2.0;-10;18.0
6;?;42;-24.0;?;42;-57.0
?;31.0;0;-61.0;-21.0;0;-21.0
?;?;-23;-6.0;?;-23;15.0
-2;?;?;-18.0;-8.0;20;7.0
-5;6.0;-24;-24.0;21.0;-24;49.0
-4;-20.0;3;-80.0;184.0;3;127.0
-3;?;38;-84.0;?;38;176.0
-3;-47.0;-3;-138.0;255.0;-3;145.0
?;-12.0;?;-119.0;12.0;17;-23.0
-7;-67.0;30;-130.0;-8.0;30;-79.0
0;-63.0;5;-139.0;-22.0;5;-58.0
?;-49.0;-5;-138.0;-215.0;-5;-241.0
-1;-77.0;10;-130.0;-575.0;10;-375.0
4;-133.0;?;-145.0;-336.0;23;?
?;-137.0;45;-163.0;63.0;45;?
?;-76.0;71;-153.0;?;71;-106.0
0;-65.0;?;?;78.0;?;-125.0
-2;-103.0;42;-207.0;49.0;?;-165.0
0;-93.0;40;-185.0;-136.0;40;-256.0
-2;-43.0;43;-164.0;-246.0;43;-145.0
?;16.0;52;-113.0;-200.0;?;?
5;?;51;-96.0;-281.0;51;-214.0
?;?;?;-23.0;-289.0;58;-31.0
3;104.0;63;?;?;63;23.0
0;-19.0;?;?;-462.0;63;-20.0
-3;-19.0;77;?;?;77;-73.0
2;-11.0;81;?;236.0;81;223.0
3;-28.0;?;-444.0;?;64;389.0
-2;-72.0;?;-435.0;562.0;46;?
-24;?;40;-544.0;465.0;?;?
?;-138.0;68;-692.0;568.0;68;238.0
15;-182.0;81;-749.0;657.0;81;199.0
11;-196.0;84;-673.0;583.0;84;92.0
11;-191.0;87;-728.0;?;87;73.0
?;-239.0;14;-792.0;745.0;14;130.0
?;-203.0;-26;-711.0;460.0;-26;-23.0
-4;-173.0;-20;?;322.0;-20;?
-11;?;-34;-669.0;190.0;-34;50.0
-5;-169.0;-41;?;?;-41;396.0
-4;-204.0;-43;-192.0;?;-43;?
-10;-161.0;?;-44.0;-828.0;-17;196.0
-7;-159.0;?;240.0;38.0;-11;?
?;-90.0;?;488.0;546.0;0;313.0
-4;?;19;414.0;-51.0;19;94.0
?;-116.0;-11;?;-340.0;-11;?
-10;-110.0;-7;?;-23.0;-7;-69.0
-6;-118.0;22;269.0;-223.0;22;?
?;?;8;346.0;-108.0;8;38.0
-2;-64.0;?;412.0;-2.0;0;123.0
?;-70.0;-3;325.0;-2.0;-3;105.0
1;-68.0;-30;273.0;?;-30;164.0
6;-88.0;-35;?;-25.0;-35;22.0
-11;-99.0;-17;149.0;?;-17;2.0
-15;?;-3;161.0;?;-3;149.0
1;-18.0;21;?;360.0;?;154.0
-3;-37.0;?;159.0;230.0;55;107.0
-2;-65.0;52;?;152.0;?;105.0
9;-27.0;37;153.0;96.0;37;137.0
9;-76.0;?;145.0;50.0;71;65.0
6;-86.0;72;160.0;?;72;-107.0
0;-103.0;29;?;331.0;?;-93.0
-16;-90.0;20;134.0;?;20;226.0
?;-94.0;20;?;980.0;20;122.0
-1;-130.0;?;?;?;51;-6.0
18;-88.0;113;221.0;1096.0;113;-96.0
?;?;104;90.0;?;104;-505.0
14;?;?;-195.0;-1568.0;42;-936.0
22;-279.0;22;?;-1615.0;22;-1191.0
28;?;7;?;?;?;?
13;-392.0;-133;?;143.0;-133;?
12;-391.0;-405;-771.0;?;?;-193.0
75;-440.0;-594;-813.0;-151.0;-594;-216.0
6;?;-455;-712.0;-228.0;-455;-264.0
172;?;-611;-692.0;-320.0;-611;-267.0
543;-452.0;-446;-701.0;-492.0;-446;-328.0
229;?;839;-197.0;278.0;?;14.0
-188;-453.0;1108;-30.0;48.0;1108;-34.0
-57;-404.0;396;77.0;-377.0;396;?
-15;?;?;128.0;-288.0;?;168.0
-58;-89.0;?;?;-284.0;-525;-42.0
-23;-43.0;-818;428.0;24.0;-818;-36.0
-174;-17.0;-1168;302.0;528.0;-1168;147.0
-260;2.0;?;323.0;180.0;?;50.0
-205;24.0;-801;286.0;-313.0;-801;-159.0
-105;-11.0;?;301.0;181.0;?;?
?;77.0;115;440.0;308.0;?;134.0
52;92.0;40;?;0.0;40;57.0
91;131.0;-110;?;?;-110;?
162;208.0;-323;578.0;-346.0;-323;-82.0
58;266.0;?;610.0;-97.0;-191;?
-3;204.0;-179;633.0;28.0;?;?
?;241.0;-71;647.0;-41.0;-71;-73.0
69;288.0;?;641.0;43.0;-31;36.0
91;261.0;-54;532.0;?;-54;92.0
32;155.0;-1;521.0;543.0;?;95.0
15;?;-47;-125.0;-285.0;?;-117.0
20;?;-57;-169.0;-222.0;-57;-64.0
11;?;-45;?;-29.0;-45;?
10;-42.0;-58;-144.0;136.0;?;51.0
9;-115.0;-44;-92.0;220.0;-44;116.0
?;-287.0;-31;?;180.0;-31;?
16;-210.0;-33;151.0;?;-33;209.0
10;-285.0;-10;12.0;-168.0;-10;4.0
9;-92.0;?;-2.0;-509.0;-25;?
5;?;-20;222.0;?;-20;-233.0
3;45.0;-1;265.0;-1268.0;-1;?
13;-112.0;?;103.0;-796.0;?;-126.0
?;-120.0;-12;-48.0;-171.0;-12;44.0
1;?;-36;-127.0;-38.0;?;83.0
5;?;?;?;-380.0;-56;-96.0
7;-110.0;-12;-194.0;-473.0;-12;-251.0
6;-93.0;-17;-144.0;?;-17;-142.0
-1;-25.0;-20;-142.0;?;?;-67.0
-4;-25.0;?;-141.0;-27.0;10;-164.0
0;2.0;0;-188.0;?;?;-275.0
1;?;44;-167.0;-440.0;?;-243.0
1;22.0;24;-113.0;-314.0;24;-244.0
-5;102.0;?;-113.0;-291.0;?;-151.0
?;34.0;-21;?;-317.0;-21;-127.0
5;85.0;-16;-154.0;-214.0;-16;-149.0
-4;83.0;36;-157.0;-101.0;?;-110.0
-1;90.0;31;-78.0;-118.0;31;-65.0
8;87.0;?;?;-196.0;1;?
-2;?;30;?;-110.0;30;-95.0
0;?;-8;-53.0;-151.0;-8;-75.0
1;109.0;-15;?;-118.0;-15;-92.0
-4;118.0;-5;-22.0;-33.0;-5;-28.0
?;?;11;?;20.0;?;?
?;101.0;-4;-5.0;14.0;?;-18.0
1;151.0;-27;30.0;18.0;-27;-10.0
10;40.0;28;-45.0;?;28;-33.0
2;14.0;14;-28.0;-276.0;14;-103.0
-5;-16.0;-12;?;-188.0;-12;-81.0
0;-2.0;12;6.0;3.0;12;22.0
-7;?;?;?;42.0;5;80.0
-5;?;2;-12.0;83.0;2;71.0
9;?;38;5.0;57.0;38;31.0
7;?;37;-8.0;29.0;37;?
-3;?;-15;-38.0;-47.0;-15;-40.0
3;?;18;-77.0;?;18;-11.0
1;20.0;32;-102.0;-61.0;32;26.0
-1;-2.0;?;-80.0;328.0;-9;40.0
10;-1.0;25;-76.0;580.0;25;176.0
5;54.0;27;-8.0;295.0;?;230.0
-1;35.0;26;34.0;228.0;?;54.0
?;?;47;15.0;542.0;47;149.0
1;96.0;37;?;?;37;390.0
5;154.0;8;269.0;599.0;8;?
?;139.0;?;289.0;?;-29;465.0
3;63.0;-1;216.0;803.0;?;476.0
5;161.0;1;368.0;793.0;1;392.0
-7;174.0;-22;215.0;1031.0;-22;383.0
-3;172.0;21;210.0;1016.0;21;457.0
0;153.0;?;?;129.0;9;329.0
-2;139.0;-64;154.0;?;-64;?
-3;194.0;-60;216.0;117.0;?;277.0
?;180.0;-19;170.0;-92.0;?;274.0
1;127.0;?;131.0;?;-27;327.0
?;116.0;-13;?;?;-13;333.0
-6;176.0;10;63.0;-133.0;10;287.0
1;214.0;-8;320.0;-1035.0;-8;?
1;127.0;?;189.0;-191.0;-14;-567.0
?;164.0;-35;100.0;-158.0;?;235.0
-4;135.0;-14;?;-766.0;-14;239.0
-8;136.0;21;81.0;-788.0;?;?
-7;126.0;20;126.0;-214.0;20;-46.0
2;?;78;25.0;-116.0;?;?
-3;35.0;?;?;-343.0;95;138.0
-14;-73.0;75;-133.0;-547.0;?;?
-4;-103.0;88;-192.0;?;?;-397.0
7;?;105;-200.0;-997.0;?;-612.0
15;48.0;131;-127.0;-975.0;131;-566.0
?;69.0;?;-93.0;?;?;?
?;105.0;104;?;?;104;-616.0
?;?;?;?;?;125;?
9;330.0;129;?;-1183.0;129;-563.0
0;334.0;96;-515.0;-1544.0;96;?
19;?;71;-698.0;-1325.0;71;?
?;204.0;85;-982.0;-582.0;85;-692.0
-11;183.0;73;-871.0;-509.0;73;?
?;67.0;?;-878.0;?;-17;-650.0
?;-11.0;-83;-859.0;?;-83;-403.0
44;-30.0;-20;?;-113.0;-20;-215.0
60;-54.0;-33;-913.0;-163.0;-33;-273.0
?;-134.0;-161;-771.0;-448.0;?;-287.0
-4;-130.0;-109;-733.0;-599.0;-109;-427.0
-5;-149.0;-83;-704.0;-509.0;-83;?
11;?;-70;?;-335.0;-70;-110.0
17;-171.0;?;-397.0;-268.0;77;-156.0
14;-162.0;121;?;-347.0;121;-199.0
31;?;?;-573.0;-425.0;170;-314.0
9;-228.0;230;-517.0;-448.0;230;?
3;-285.0;321;-519.0;-294.0;321;-226.0
12;?;422;?;-284.0;422;-163.0
?;-431.0;378;-552.0;-550.0;378;-381.0
-39;?;357;-332.0;-455.0;357;-408.0
-23;-494.0;322;-431.0;-219.0;322;-140.0
-21;-505.0;?;?;31.0;197;-312.0
-30;-527.0;168;-486.0;?;168;?
-19;?;147;-497.0;?;147;-119.0
9;?;20;-361.0;-23.0;?;?
?;-545.0;-48;-670.0;38.0;-48;-377.0
-7;?;-50;-726.0;72.0;-50;-364.0
-12;-454.0;?;-703.0;-100.0;-45;?
-13;-410.0;-43;-687.0;-325.0;-43;?
-4;?;-89;-745.0;-193.0;-89;-314.0
-18;-357.0;-101;-509.0;-86.0;-101;50.0
?;?;-49;-420.0;606.0;?;77.0
-21;-340.0;-18;-498.0;1023.0;-18;88.0
-10;-313.0;?;-451.0;-786.0;?;?
?;?;44;-309.0;-1481.0;44;-485.0
-33;-179.0;17;-260.0;318.0;17;-120.0
-23;-99.0;8;-217.0;90.0;?;-68.0
-37;?;-55;-86.0;-657.0;-55;-325.0
-45;-14.0;-53;-22.0;?;?;-188.0
?;2.0;55;8.0;52.0;55;-28.0
?;44.0;?;21.0;?;86;-136.0
-50;?;285;79.0;?;?;8.0
-20;141.0;600;?;?;600;?
-17;202.0;974;145.0;210.0;?;59.0
?;249.0;1737;118.0;231.0;1737;32.0
-93;286.0;2153;?;297.0;2153;-19.0
-142;?;3000;-2.0;309.0;3000;?
-226;420.0;4259;-77.0;63.0;4259;-214.0
?;492.0;4478;-233.0;116.0;?;-93.0
-42;544.0;4499;-443.0;89.0;4499;-30.0
-234;652.0;4389;-437.0;?;?;-289.0
41;641.0;4634;?;?;4634;-685.0
-242;651.0;4239;-535.0;-715.0;4239;-759.0
733;516.0;3897;?;-1170.0;3897;-607.0
2329;479.0;3639;-528.0;-1464.0;3639;?
15;?;849;-519.0;-1714.0;849;-883.0
-1063;252.0;176;-411.0;-1475.0;176;-706.0
-54;125.0;876;-180.0;-436.0;876;171.0
-508;-10.0;120;-263.0;791.0;120;893.0
-411;-97.0;?;-268.0;1647.0;?;1468.0
?;-130.0;-151;?;1780.0;-151;?
-373;-132.0;?;-437.0;1464.0;?;1006.0
-290;?;177;-517.0;869.0;177;410.0
-352;-208.0;14;-510.0;?;14;-490.0
-323;-379.0;?;-587.0;-643.0;-10;-1046.0
-318;-639.0;-29;-755.0;-1323.0;-29;-1490.0
?;-641.0;70;-996.0;-1614.0;?;-1935.0
-318;-561.0;?;-1034.0;?;107;-2229.0
?;-473.0;?;-965.0;-1515.0;?;?
-317;-387.0;102;-800.0;-1356.0;102;?
-309;-138.0;130;-717.0;-1252.0;?;?
-305;-120.0;143;?;-1158.0;143;-1967.0
?;-510.0;115;-449.0;?;115;-1107.0
-298;-380.0;105;-451.0;-614.0;105;-824.0
-303;-284.0;16;-754.0;-805.0;16;-1086.0
?;-216.0;-65;-867.0;-887.0;-65;-1299.0
-285;-296.0;?;?;?;-10;-1303.0
-283;-286.0;10;-1155.0;-737.0;?;-1217.0
-294;?;0;-1293.0;?;0;-941.0
-282;-309.0;23;-1352.0;?;?;-866.0
?;-336.0;?;-1256.0;-1596.0;-16;-1177.0
-275;-364.0;47;-1245.0;-1599.0;47;?
-301;-363.0;?;-1170.0;-1668.0;?;?
-354;-318.0;40;-1086.0;-1400.0;40;-1018.0
-345;-327.0;46;-1028.0;?;46;?
-498;-380.0;116;?;-777.0;116;?
?;-391.0;?;-796.0;-935.0;1367;?
?;-436.0;4301;-909.0;-845.0;4301;?
-176;-505.0;6933;-971.0;-692.0;6933;-419.0
-94;-571.0;7502;?;-825.0;?;-460.0
-415;-517.0;5983;?;?;?;-676.0
-515;?;3543;?;-1514.0;3543;-981.0
-662;-499.0;?;-1987.0;-1732.0;?;-1250.0
-145;-797.0;2822;-2102.0;-1844.0;2822;-1505.0
936;?;3685;?;-1899.0;3685;-1689.0
?;-337.0;3080;-2520.0;-2089.0;3080;-1932.0
1154;-150.0;2114;?;-2447.0;?;-2229.0
1235;?;?;-2081.0;-2704.0;1396;-2440.0
723;?;160;-2042.0;-2546.0;160;-2555.0
?;-362.0;?;?;-2121.0;-1372;-2332.0
-509;-523.0;?;-2134.0;-1735.0;-3309;-2164.0
-940;?;-3294;-2051.0;?;-3294;-2155.0
?;-525.0;-945;-1812.0;-1185.0;-945;-2244.0
-1148;-669.0;?;-1510.0;?;-382;-2454.0
744;?;2675;-1470.0;?;2675;-2212.0
554;?;3822;-1571.0;-1708.0;3822;-1875.0
?;?;214;-1696.0;-1684.0;214;?
343;-1077.0;1205;?;-1554.0;?;-1651.0
478;-1107.0;1733;-1353.0;-1610.0;1733;-1613.0
?;-964.0;852;?;-1545.0;?;?
?;-739.0;724;-1082.0;-1386.0;724;-1347.0
-320;-654.0;-370;-1063.0;-981.0;-370;-856.0
-104;-551.0;-163;-1109.0;-480.0;-163;?
12;-399.0;-147;-1012.0;-301.0;-147;-435.0
?;-249.0;-213;?;?;?;?
-35;?;-10;-749.0;-732.0;-10;-748.0
-136;?;?;-563.0;-894.0;-81;220.0
-57;?;-2;60.0;-490.0;-2;503.0
-80;?;-21;45.0;261.0;-21;-23.0
-126;348.0;-52;?;330.0;?;60.0
?;347.0;-126;244.0;431.0;-126;514.0
-80;283.0;-140;-45.0;406.0;-140;?
-71;426.0;-190;-210.0;137.0;-190;?
-97;250.0;-217;-722.0;?;-217;-1470.0
-31;198.0;-272;-590.0;-1201.0;?;-1710.0
-69;29.0;?;?;-1724.0;-500;-1252.0
-98;68.0;?;-207.0;?;-608;?
67;48.0;?;-52.0;?;-1026;-556.0
38;?;-747;60.0;?;-747;-360.0
577;21.0;-385;86.0;200.0;-385;-290.0
?;-4.0;-980;250.0;-32.0;-980;-426.0
789;?;-229;489.0;-555.0;?;-581.0
103;-13.0;?;653.0;-813.0;841;?
?;-29.0;414;677.0;?;414;-216.0
77;-128.0;-414;404.0;?;-414;215.0
366;?;-769;?;171.0;?;644.0
?;39.0;-646;269.0;604.0;-646;545.0
?;111.0;?;?;1169.0;-833;991.0
?;392.0;?;-173.0;1385.0;-1484;?
-275;366.0;-2158;298.0;?;?;1089.0
-421;?;?;633.0;?;-2754;?
-329;61.0;-1976;?;-386.0;-1976;?
549;25.0;910;300.0;?;910;950.0
1301;?;2831;21.0;1401.0;2831;1467.0
-2116;51.0;?;-36.0;2127.0;?;1495.0
-1628;-89.0;988;-79.0;2295.0;988;1252.0
?;?;?;-379.0;114.0;100;?
696;-117.0;184;-103.0;72.0;184;-199.0
?;-128.0;?;34.0;-210.0;400;-422.0
179;-155.0;577;?;-532.0;577;-613.0
130;-119.0;493;122.0;-673.0;493;-509.0
221;-12.0;-139;2.0;-550.0;-139;-224.0
?;-138.0;-326;-212.0;-324.0;-326;?
211;?;-135;-27.0;?;-135;321.0
262;?;?;-214.0;-114.0;-134;387.0
68;85.0;-1151;-112.0;-322.0;-1151;267.0
-156;257.0;-2593;?;-346.0;-2593;201.0
32;242.0;?;200.0;-348.0;-3747;16.0
-354;99.0;-3265;554.0;-504.0;-3265;-194.0
-366;-63.0;?;614.0;-217.0;-116;226.0
452;123.0;-539;122.0;687.0;?;806.0
-1654;181.0;-515;-93.0;1405.0;?;1093.0
?;?;2145;-90.0;1695.0;?;1074.0
796;-25.0;1142;-85.0;?;1142;?
?;-177.0;406;-457.0;-1184.0;406;-925.0
19;-177.0;724;-273.0;-1111.0;724;-846.0
-91;-169.0;674;-43.0;-1138.0;674;-586.0
248;?;1011;?;-1181.0;?;-461.0
?;?;?;-67.0;-1257.0;1115;-790.0
345;39.0;1283;-6.0;-1513.0;?;-707.0
?;-67.0;1597;?;?;1597;-743.0
209;123.0;1943;-235.0;?;1943;?
?;?;2196;-178.0;-1496.0;2196;-1019.0
524;-47.0;2492;-994.0;-1457.0;2492;-948.0
271;74.0;3429;-843.0;-1206.0;?;-905.0
-192;389.0;3082;-755.0;?;3082;-532.0
-967;?;2469;-716.0;-1327.0;2469;-16.0
-565;-148.0;2425;-579.0;-794.0;?;316.0
567;?;1031;-792.0;147.0;1031;358.0
?;-297.0;133;-818.0;1137.0;133;110.0
-269;-400.0;-36;?;?;?;-334.0
139;-393.0;-322;-646.0;-120.0;-322;-1326.0
-64;?;?;-377.0;129.0;-122;-1487.0
7;-499.0;-22;-249.0;-754.0;-22;-224.0
6;-551.0;-145;-53.0;?;?;-1106.0
-7;-383.0;-99;131.0;648.0;?;688.0
?;-262.0;35;153.0;1340.0;35;406.0
-9;?;76;?;467.0;76;-446.0
?;116.0;59;9.0;-135.0;59;-963.0
-8;90.0;?;?;55.0;?;-640.0
2;273.0;21;?;326.0;?;-685.0
7;164.0;66;-123.0;272.0;66;-648.0
-3;21.0;28;-259.0;28.0;?;-696.0
2;49.0;15;-394.0;-301.0;15;-589.0
-2;53.0;43;-502.0;-165.0;43;-410.0
-3;-22.0;29;-460.0;271.0;?;?
9;-82.0;13;-498.0;-2.0;13;153.0
5;-170.0;-49;-555.0;-468.0;-49;-305.0
?;-252.0;-124;-734.0;-397.0;?;-670.0
0;-246.0;-93;-825.0;?;-93;?
0;-320.0;-127;-935.0;-4.0;-127;-1065.0
?;-343.0;?;-990.0;173.0;-355;-800.0
?;-366.0;-476;-1029.0;328.0;-476;-533.0
94;?;?;-964.0;?;-397;-434.0
?;-407.0;-398;-880.0;-109.0;-398;-756.0
62;-394.0;?;-922.0;-33.0;-285;-596.0
79;-399.0;233;-810.0;-60.0;233;-435.0
?;-395.0;191;-725.0;46.0;191;-288.0
284;?;-228;?;-77.0;?;-310.0
700;-256.0;760;-572.0;?;760;-250.0
?;-294.0;1896;?;?;1896;-130.0
?;-324.0;1668;-502.0;-92.0;1668;-101.0
271;-456.0;1583;-589.0;32.0;1583;-34.0
106;-97.0;1991;-647.0;9.0;1991;137.0
?;-67.0;1936;-554.0;-72.0;1936;129.0
-15;-25.0;1709;-469.0;?;1709;225.0
?;?;1682;-516.0;-493.0;?;321.0
-64;-34.0;1576;-597.0;?;1576;522.0
?;17.0;1586;-733.0;-569.0;1586;520.0
-64;73.0;1557;?;-509.0;1557;?
-100;62.0;?;-721.0;-359.0;1124;147.0
?;-34.0;742;-749.0;-445.0;742;-238.0
-267;?;?;-915.0;?;394;?
-430;-19.0;-294;?;-473.0;-294;?
-482;-38.0;-424;-1010.0;-384.0;-424;-94.0
?;-91.0;?;-946.0;-460.0;-318;-110.0
-340;-189.0;-478;-906.0;-613.0;-478;-120.0
?;-232.0;361;-970.0;-655.0;361;-400.0
48;-283.0;596;-927.0;-639.0;596;?
50;-275.0;?;-968.0;-499.0;54;?
43;-164.0;?;-1058.0;-323.0;26;-412.0
31;-289.0;-367;-965.0;?;-367;-497.0
78;-271.0;-305;?;-321.0;-305;-492.0
123;-196.0;7;?;-32.0;7;-325.0
114;-165.0;-127;-737.0;241.0;-127;-170.0
111;-182.0;-114;?;?;-114;102.0
112;-235.0;-137;-544.0;709.0;-137;252.0
?;-191.0;?;-633.0;481.0;?;99.0
?;-197.0;14;-530.0;-71.0;14;-117.0
82;-175.0;12;-517.0;?;12;-378.0
107;-141.0;-11;-576.0;-761.0;-11;-667.0
73;-144.0;46;-592.0;?;?;-544.0
?;-266.0;?;-504.0;-100.0;30;-158.0
129;-280.0;2;?;-4.0;2;-146.0
54;-176.0;-107;-199.0;?;-107;-147.0
184;-100.0;?;-101.0;?;-74;18.0
252;-100.0;-114;-17.0;-168.0;-114;-152.0
59;-138.0;-620;101.0;-260.0;-620;-152.0
?;?;-617;258.0;-266.0;-617;-239.0
155;-98.0;298;384.0;-589.0;?;-321.0
?;-12.0;875;427.0;?;?;-86.0
-109;21.0;861;?;-599.0;?;-206.0
-82;39.0;584;413.0;-374.0;584;?
9;72.0;?;?;?;153;499.0
69;-140.0;?;?;-582.0;-90;?
?;-515.0;-136;605.0;-174.0;-136;770.0
?;-273.0;-22;467.0;35.0;-22;461.0
43;-28.0;256;?;?;256;184.0
11;?;316;-108.0;237.0;316;?
72;233.0;?;-233.0;?;537;35.0
101;52.0;?;-616.0;311.0;596;?
60;7.0;?;-670.0;504.0;435;-27.0
188;100.0;1373;-421.0;?;?;?
-57;189.0;1688;-430.0;-240.0;1688;-40.0
190;?;1276;-372.0;352.0;?;?
78;-153.0;-47;-773.0;-323.0;-47;-673.0
74;-200.0;-57;-717.0;-315.0;-57;-473.0
72;?;-39;-627.0;-173.0;-39;-433.0
237;-324.0;1606;-1362.0;?;1606;-675.0
?;-396.0;1238;?;206.0;?;-691.0
-307;-784.0;1807;-1302.0;-1117.0;1807;-784.0
-179;-677.0;1222;-1429.0;-1563.0;?;-925.0
19;-179.0;149;?;?;149;-1040.0
28;-73.0;-878;?;-1434.0;-878;-1067.0
-34;-98.0;-1928;-1234.0;-1529.0;-1928;-1447.0
111;-92.0;-2400;-1140.0;-1423.0;-2400;-1541.0
96;-80.0;-2760;-1255.0;-563.0;-2760;172.0
134;-202.0;-2496;-1198.0;?;-2496;1069.0
-275;-211.0;?;?;1304.0;-1765;?
?;-137.0;-1611;-704.0;?;-1611;515.0
268;-86.0;284;?;663.0;284;113.0
-363;-166.0;3039;-285.0;?;3039;154.0
?;-320.0;2499;-308.0;349.0;?;244.0
1214;?;860;-288.0;?;860;43.0
-1602;?;1184;-293.0;-263.0;1184;-642.0
-274;?;1456;-459.0;-915.0;?;-1256.0
750;-373.0;874;-506.0;-1397.0;874;-1258.0
-25;-281.0;315;-508.0;-1433.0;315;-1043.0
166;-275.0;38;-466.0;-912.0;38;-825.0
-1;-272.0;9;-399.0;-76.0;9;?
14;-163.0;-44;-338.0;511.0;-44;2.0
32;-171.0;-128;100.0;630.0;-128;99.0
-4;-63.0;-193;175.0;545.0;-193;156.0
?;170.0;-118;251.0;?;-118;604.0
?;293.0;-23;204.0;?;-23;823.0
