InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
0;1.0;74;8.0;144.0;74;146.0
-1;-130.0;26;-40.0;-172.0;26;57.0
9;16.0;34;-35.0;66.0;34;54.0
-5;-18.0;-6;-55.0;43.0;-6;122.0
-2;-60.0;-9;33.0;98.0;-9;-7.0
-2;-78.0;5;72.0;-90.0;5;-160.0
3;-39.0;-126;50.0;240.0;-126;224.0
9;-19.0;42;-121.0;51.0;42;-128.0
1;-41.0;-23;-35.0;-145.0;-23;-38.0
0;-26.0;2;242.0;-315.0;2;24.0
-1;-44.0;11;32.0;90.0;11;-137.0
-6;-59.0;-90;281.0;-91.0;-90;-101.0
2;25.0;-42;82.0;151.0;-42;123.0
0;-98.0;-24;21.0;153.0;-24;151.0
-4;-135.0;-48;-71.0;92.0;-48;83.0
-1;-19.0;95;-55.0;52.0;95;118.0
-10;9.0;-53;31.0;174.0;-53;-62.0
3;29.0;-8;25.0;-38.0;-8;10.0
-5;34.0;-43;-45.0;87.0;-43;101.0
4;-17.0;2;170.0;-75.0;2;58.0
0;-23.0;-49;-13.0;23.0;-49;6.0
2;56.0;-52;-24.0;129.0;-52;133.0
1;-53.0;25;27.0;43.0;25;13.0
5;-36.0;51;22.0;-31.0;51;11.0
-6;-2.0;2;39.0;42.0;2;39.0
-3;34.0;-7;-119.0;18.0;-7;-27.0
5;131.0;27;-72.0;-161.0;27;29.0
-1;-29.0;33;136.0;-113.0;33;-4.0
5;-46.0;-70;-16.0;-85.0;-70;-41.0
3;17.0;-16;-106.0;-144.0;-16;-87.0
2;-22.0;9;1.0;-75.0;9;-42.0
4;18.0;19;-92.0;-19.0;19;1.0
1;1.0;-50;-79.0;4.0;-50;-182.0
-2;-4.0;0;21.0;-86.0;0;33.0
14;64.0;-8;-92.0;-7.0;-8;-9.0
1;-44.0;-46;-34.0;13.0;-46;-61.0
-1;39.0;25;-65.0;-106.0;25;100.0
3;23.0;-2;-28.0;-124.0;-2;85.0
15;-13.0;-4;54.0;-32.0;-4;77.0
-3;44.0;7;2.0;33.0;7;62.0
-2;32.0;2;62.0;45.0;2;77.0
3;-15.0;20;10.0;42.0;20;75.0
-3;24.0;42;-9.0;-13.0;42;43.0
-3;17.0;28;12.0;-11.0;28;68.0
-1;-28.0;16;-5.0;58.0;16;37.0
2;18.0;-43;-28.0;-59.0;-43;124.0
-5;18.0;11;-13.0;-66.0;11;71.0
2;0.0;-41;-50.0;-35.0;-41;-1.0
27;58.0;11;-121.0;32.0;11;1.0
3;28.0;-20;-10.0;84.0;-20;-42.0
-2;12.0;4;16.0;29.0;4;-53.0
1;-36.0;-23;9.0;-33.0;-23;-47.0
1;76.0;21;-21.0;-163.0;21;72.0
2;-42.0;-48;-35.0;-56.0;-48;-40.0
1;105.0;-2;-87.0;34.0;-2;154.0
-2;-45.0;-29;36.0;-87.0;-29;-4.0
2;43.0;17;-101.0;98.0;17;33.0
5;-7.0;19;19.0;53.0;19;24.0
0;-27.0;-7;-36.0;49.0;-7;-134.0
3;12.0;22;-31.0;20.0;22;-16.0
-4;129.0;18;12.0;160.0;18;145.0
5;20.0;-24;0.0;51.0;-24;19.0
-2;-44.0;14;7.0;122.0;14;119.0
2;-68.0;9;-26.0;-61.0;9;52.0
5;-186.0;-6;17.0;60.0;-6;72.0
2;28.0;31;-31.0;57.0;31;-7.0
-4;-1.0;7;36.0;47.0;7;19.0
1;9.0;-16;-45.0;-65.0;-16;-42.0
2;-8.0;-15;4.0;69.0;-15;60.0
-1;-11.0;40;3.0;117.0;40;3.0
0;-24.0;-7;7.0;83.0;-7;19.0
0;-24.0;52;20.0;15.0;52;25.0
-2;-8.0;27;13.0;74.0;27;-19.0
-3;-10.0;2;18.0;98.0;2;-1.0
-6;-6.0;0;-36.0;-7.0;0;100.0
63;-158.0;9;-3.0;105.0;9;30.0
-2;20.0;11;14.0;117.0;11;156.0
26;94.0;-24;-86.0;-45.0;-24;45.0
1;11.0;28;-44.0;-124.0;28;87.0
18;-85.0;-5;29.0;-60.0;-5;56.0
0;-11.0;13;-52.0;-5.0;13;-43.0
3;-65.0;-25;-43.0;42.0;-25;-8.0
-1;-45.0;-9;10.0;58.0;-9;-62.0
-2;-22.0;2;9.0;63.0;2;-45.0
0;-20.0;10;22.0;79.0;10;-75.0
0;-27.0;20;-25.0;-24.0;20;-34.0
-2;3.0;3;-67.0;-21.0;3;-40.0
-1;-86.0;27;88.0;87.0;27;-108.0
4;1.0;16;28.0;33.0;16;-4.0
-9;-118.0;28;-69.0;-26.0;28;38.0
3;-33.0;38;-22.0;15.0;38;-28.0
-4;55.0;119;-44.0;168.0;119;96.0
3;46.0;-63;-73.0;90.0;-63;-29.0
-4;37.0;32;-29.0;-194.0;32;40.0
-2;11.0;78;-4.0;32.0;78;40.0
4;7.0;-18;-1.0;-9.0;-18;106.0
1;7.0;9;-11.0;73.0;9;69.0
48;-21.0;-68;-53.0;17.0;-68;12.0
0;-52.0;-5;8.0;-100.0;-5;-1.0
1;-72.0;-15;-21.0;-192.0;-15;-116.0
1;14.0;-14;57.0;34.0;-14;51.0
-2;-8.0;18;-59.0;-24.0;18;16.0
90;-1.0;-64;-63.0;-4.0;-64;-1.0
-1;-27.0;-15;-2.0;-198.0;-15;-66.0
-4;8.0;-32;-28.0;17.0;-32;80.0
281;160.0;37;-406.0;441.0;37;-168.0
39;-43.0;-25;-59.0;113.0;-25;5.0
2;49.0;-32;-15.0;90.0;-32;2.0
-4;101.0;16;-23.0;-193.0;16;6.0
3;-14.0;32;-39.0;68.0;32;2.0
-7;14.0;24;-24.0;73.0;24;-5.0
0;-19.0;26;-54.0;103.0;26;-69.0
-3;10.0;-17;38.0;68.0;-17;19.0
0;42.0;-39;-86.0;36.0;-39;43.0
-4;-35.0;17;39.0;-18.0;17;60.0
270;-38.0;-196;-86.0;-23.0;-196;-82.0
-6;17.0;-71;-12.0;-81.0;-71;18.0
2;5.0;6;14.0;-69.0;6;30.0
0;54.0;-8;-15.0;120.0;-8;-46.0
3;51.0;12;1.0;138.0;12;-27.0
4;17.0;-9;12.0;109.0;-9;-25.0
1;26.0;-21;-36.0;-83.0;-21;45.0
7;-16.0;-13;2.0;109.0;-13;3.0
3;-55.0;9;-16.0;58.0;9;-90.0
0;-18.0;-59;-12.0;-127.0;-59;26.0
1;-19.0;43;-29.0;-15.0;43;10.0
1;-42.0;-28;2.0;51.0;-28;10.0
6;-3.0;30;5.0;-76.0;30;28.0
-1;-9.0;-32;12.0;-101.0;-32;122.0
3;33.0;27;-20.0;195.0;27;-52.0
5;-2.0;-21;-42.0;-89.0;-21;36.0
0;16.0;27;-22.0;64.0;27;-6.0
-1;-23.0;-41;29.0;87.0;-41;-45.0
-1;-31.0;0;-20.0;105.0;0;-8.0
3;17.0;23;4.0;26.0;23;34.0
6;-57.0;-89;-72.0;6.0;-89;-125.0
19;-32.0;-102;-11.0;-92.0;-102;-10.0
-11;7.0;12;57.0;108.0;12;61.0
1;-41.0;-31;16.0;105.0;-31;11.0
1;10.0;1;-3.0;-99.0;1;85.0
-5;63.0;2;-3.0;140.0;2;-212.0
-6;-93.0;51;101.0;-176.0;51;-71.0
0;-32.0;27;-105.0;79.0;27;-21.0
-1;16.0;57;-3.0;-29.0;57;41.0
-2;-66.0;27;9.0;298.0;27;66.0
-2;48.0;29;75.0;96.0;29;82.0
-1;-12.0;-10;15.0;-72.0;-10;59.0
1;19.0;42;-26.0;3.0;42;11.0
-6;132.0;-6;0.0;61.0;-6;45.0
-1;-64.0;-13;19.0;-31.0;-13;29.0
3;-19.0;19;-52.0;-59.0;19;-7.0
4;14.0;29;-30.0;12.0;29;62.0
1;-22.0;-5;-57.0;-149.0;-5;165.0
0;18.0;20;5.0;38.0;20;38.0
8;34.0;12;-47.0;32.0;12;-17.0
-29;-13.0;-270;39.0;21.0;-270;89.0
2;85.0;-12;-82.0;50.0;-12;-19.0
3;-14.0;-30;5.0;145.0;-30;149.0
-3;-67.0;2;79.0;22.0;2;123.0
-3;-43.0;33;0.0;-5.0;33;-11.0
4;68.0;0;-101.0;20.0;0;22.0
0;22.0;11;26.0;144.0;11;83.0
-1;58.0;4;13.0;20.0;4;148.0
2;-25.0;16;-71.0;16.0;16;-17.0
-5;68.0;-15;-73.0;25.0;-15;35.0
3;-126.0;9;138.0;-272.0;9;149.0
0;15.0;19;-13.0;-64.0;19;19.0
-2;-11.0;-24;-58.0;-36.0;-24;-38.0
29;112.0;11;-134.0;69.0;11;-82.0
-3;-43.0;31;-58.0;-2.0;31;4.0
-1;-34.0;6;-22.0;-67.0;6;-10.0
3;-84.0;0;-35.0;-67.0;0;-78.0
5;-85.0;38;-81.0;-76.0;38;-87.0
9;-178.0;-24;-182.0;-206.0;-24;-46.0
-4;-2.0;37;47.0;-33.0;37;-72.0
-7;126.0;20;126.0;-214.0;20;-46.0
6;49.0;31;-22.0;89.0;31;-163.0
-5;13.0;38;-39.0;-5.0;38;-72.0
-2;19.0;41;4.0;16.0;41;-30.0
20;-28.0;5;41.0;40.0;5;10.0
119;488.0;-21;491.0;-434.0;-21;-623.0
-3;84.0;12;-28.0;98.0;12;192.0
7;80.0;1;107.0;-90.0;1;-85.0
-2;28.0;22;-47.0;40.0;22;-53.0
-7;84.0;13;-102.0;-14.0;13;-90.0
-7;25.0;-12;-40.0;-88.0;-12;40.0
-1;9.0;-35;-44.0;8.0;-35;61.0
-8;17.0;-14;2.0;163.0;-14;-32.0
-6;-27.0;42;-42.0;144.0;42;-63.0
0;6.0;-60;-45.0;-21.0;-60;44.0
2;-46.0;31;23.0;38.0;31;-72.0
-9;-65.0;45;-31.0;98.0;45;144.0
27;-126.0;-40;-108.0;-12.0;-40;-81.0
3;-58.0;12;-70.0;167.0;12;-94.0
4;-26.0;14;-21.0;121.0;14;-93.0
1;-33.0;22;-11.0;47.0;22;-47.0
8;-33.0;-13;-17.0;76.0;-13;-73.0
2;35.0;20;-38.0;63.0;20;-60.0
8;29.0;27;-39.0;-98.0;27;172.0
-1;79.0;18;-41.0;-93.0;18;69.0
-458;-98.0;945;-149.0;-496.0;945;-92.0
8;-2.0;4;-29.0;-134.0;4;12.0
2;-4.0;22;-38.0;45.0;22;-6.0
0;-34.0;-11;3.0;35.0;-11;-84.0
2;48.0;0;103.0;-27.0;0;84.0
4;-5.0;-9;-70.0;1.0;-9;-169.0
-5;-78.0;19;-3.0;70.0;19;125.0
1;-79.0;69;-7.0;-89.0;69;57.0
-1;-48.0;20;-39.0;49.0;20;-119.0
1;-2.0;-9;16.0;87.0;-9;-34.0
3;79.0;1;-19.0;-39.0;1;1.0
1;-15.0;-36;-35.0;90.0;-36;-2.0
-11;-27.0;1;-3.0;-78.0;1;247.0
5;18.0;41;-40.0;31.0;41;6.0
4;-4.0;41;-23.0;19.0;41;-2.0
0;-11.0;36;-21.0;-37.0;36;171.0
-5;-71.0;21;-5.0;85.0;21;146.0
5;-3.0;-38;-60.0;-218.0;-38;-17.0
-10;-77.0;34;-14.0;115.0;34;66.0
10;41.0;29;-12.0;49.0;29;74.0
13;73.0;31;2.0;-83.0;31;117.0
3;44.0;-16;-49.0;179.0;-16;-10.0
-3;-97.0;15;-26.0;109.0;15;81.0
1;15.0;20;-19.0;84.0;20;-65.0
3;-61.0;43;12.0;0.0;43;-30.0
-2;-6.0;0;39.0;-166.0;0;58.0
-8;-61.0;9;-12.0;-40.0;9;122.0
7;-61.0;42;-37.0;-32.0;42;40.0
2;-13.0;18;61.0;-97.0;18;119.0
-1;20.0;-10;39.0;-60.0;-10;124.0
2;120.0;-2;-89.0;36.0;-2;113.0
0;-179.0;-59;-181.0;-79.0;-59;209.0
-2;2.0;5;-59.0;-13.0;5;84.0
-8;3.0;29;-41.0;33.0;29;50.0
-2;6.0;-37;-74.0;244.0;-37;-23.0
4;-11.0;25;-25.0;15.0;25;83.0
-3;-20.0;41;-46.0;41.0;41;-33.0
6;38.0;13;24.0;-32.0;13;-177.0
-7;-28.0;64;-35.0;-30.0;64;96.0
-17;-52.0;27;-20.0;16.0;27;54.0
-2;698.0;-158;-119.0;-145.0;-158;-554.0
-5;-38.0;16;-27.0;3.0;16;72.0
-9;91.0;-40;18.0;-64.0;-40;41.0
1;-26.0;-25;-4.0;-60.0;-25;37.0
-7;-56.0;-9;-43.0;-143.0;-9;-61.0
3;-22.0;21;-57.0;7.0;21;101.0
-2;-115.0;-21;54.0;36.0;-21;-119.0
3;10.0;28;-104.0;-41.0;28;-152.0
11;11.0;33;-2.0;-103.0;33;132.0
2;64.0;-11;-46.0;-155.0;-11;18.0
-2;26.0;25;-23.0;-7.0;25;145.0
4;-47.0;49;17.0;11.0;49;7.0
-1;-52.0;-19;70.0;125.0;-19;-125.0
0;10.0;-2;124.0;-85.0;-2;84.0
-1;-12.0;-2;19.0;-105.0;-2;53.0
4;-100.0;30;-6.0;-50.0;30;-1.0
14;47.0;47;-100.0;54.0;47;63.0
9;-48.0;32;44.0;25.0;32;17.0
-3;-13.0;-30;4.0;-141.0;-30;135.0
-4;6.0;51;20.0;-117.0;51;105.0
-5;-48.0;8;133.0;34.0;8;-108.0
-3;-77.0;-35;-24.0;91.0;-35;22.0
-3;-8.0;45;27.0;2.0;45;-20.0
4;46.0;13;-22.0;-70.0;13;89.0
-3;-7.0;-10;19.0;41.0;-10;270.0
-4;-52.0;9;-33.0;90.0;9;99.0
2;-33.0;-7;-22.0;-28.0;-7;116.0
-6;-44.0;27;-3.0;-118.0;27;23.0
1;33.0;-17;20.0;97.0;-17;0.0
17;11.0;-1;2.0;36.0;-1;-139.0
15;229.0;-20;-22.0;191.0;-20;-56.0
-4;1.0;8;-51.0;-49.0;8;157.0
1;-87.0;-13;42.0;-98.0;-13;-3.0
-3;-79.0;20;40.0;-198.0;20;-57.0
-3;52.0;9;-85.0;187.0;9;34.0
-2;-32.0;-7;5.0;156.0;-7;7.0
-1;-16.0;-2;10.0;-43.0;-2;164.0
3;-27.0;-29;1.0;-484.0;-29;41.0
2;-44.0;-17;-1.0;-107.0;-17;17.0
9;3.0;19;-19.0;-71.0;19;124.0
5;20.0;12;37.0;-3.0;12;-53.0
1;9.0;-18;-66.0;-65.0;-18;36.0
13;25.0;3;43.0;-103.0;3;101.0
-4;-33.0;-18;-14.0;-209.0;-18;-65.0
1;-30.0;-26;24.0;77.0;-26;12.0
11;-13.0;45;59.0;29.0;45;142.0
-12;-11.0;-45;-59.0;-54.0;-45;1.0
-1;5.0;-22;-7.0;-148.0;-22;-179.0
13;-148.0;50;48.0;68.0;50;-54.0
3;-103.0;78;74.0;107.0;78;26.0
1;-11.0;-24;-38.0;-104.0;-24;-58.0
4;-29.0;-9;13.0;79.0;-9;-87.0
3;12.0;21;38.0;-65.0;21;-10.0
-1;-15.0;-2;-11.0;-135.0;-2;31.0
5;-155.0;-40;-298.0;-129.0;-40;-58.0
3;-72.0;-17;-56.0;21.0;-17;-27.0
5;-62.0;-12;-97.0;19.0;-12;3.0
-1;-40.0;-30;50.0;-14.0;-30;-151.0
-2;0.0;28;21.0;26.0;28;-18.0
-3;-78.0;-3;-55.0;-108.0;-3;-121.0
-1;-26.0;-11;-38.0;-92.0;-11;24.0
-4;-22.0;-6;5.0;83.0;-6;29.0
-1;-37.0;-16;-34.0;-109.0;-16;-57.0
3;-27.0;-21;30.0;-5.0;-21;-38.0
-11;-18.0;37;-73.0;2.0;37;-39.0
-8;-19.0;-31;28.0;-63.0;-31;-10.0
-16;43.0;22;-115.0;167.0;22;-69.0
-5;37.0;6;38.0;-62.0;6;-10.0
4;72.0;2;-9.0;-99.0;2;51.0
0;-24.0;90;12.0;57.0;90;12.0
-2;108.0;46;100.0;-46.0;46;-81.0
-2;-57.0;0;26.0;-67.0;0;-46.0
2;104.0;7;135.0;144.0;7;187.0
8;61.0;-14;44.0;263.0;-14;122.0
2;6.0;-54;-54.0;-231.0;-54;-61.0
-7;49.0;-1;-183.0;-63.0;-1;-273.0
9;-115.0;-44;-92.0;220.0;-44;116.0
1;-39.0;11;-54.0;-206.0;11;-159.0
2;-92.0;49;-176.0;-197.0;49;-170.0
3;81.0;-174;120.0;426.0;-174;353.0
-8;639.0;52;210.0;-45.0;52;525.0
-199;116.0;-286;-194.0;-415.0;-286;-427.0
2;-27.0;19;-29.0;-276.0;19;101.0
-5;-48.0;41;-89.0;-199.0;41;611.0
3;40.0;-7;75.0;-203.0;-7;110.0
1;-44.0;-13;-38.0;564.0;-13;431.0
4;-50.0;-16;-112.0;487.0;-16;-143.0
9;70.0;-8;-282.0;180.0;-8;-445.0
5;70.0;-40;223.0;-595.0;-40;1305.0
-3;-140.0;1;4.0;-182.0;1;-384.0
-2;-23.0;-18;183.0;-16.0;-18;1137.0
3;-129.0;0;-16.0;43.0;0;-188.0
-3;-42.0;-57;-3.0;54.0;-57;610.0
0;-11.0;-9;3.0;363.0;-9;77.0
8;87.0;0;-31.0;29.0;0;364.0
-105;-196.0;-414;797.0;-254.0;-414;-354.0
720;48.0;-1666;-489.0;-968.0;-1666;-552.0
11;77.0;-15;-31.0;-157.0;-15;171.0
1187;-192.0;260;99.0;-563.0;260;-327.0
-2;79.0;15;-57.0;-160.0;15;-407.0
8;68.0;0;-70.0;-371.0;0;-5.0
-3;12.0;17;-92.0;-229.0;17;-137.0
-25;-100.0;52;26.0;187.0;52;-316.0
-8;-174.0;50;-635.0;-538.0;50;-304.0
-1;-50.0;-6;19.0;-329.0;-6;-270.0
-404;24.0;821;479.0;385.0;821;411.0
0;78.0;-37;-1.0;-180.0;-37;361.0
-11;-162.0;62;209.0;188.0;62;137.0
2;3.0;19;179.0;-686.0;19;301.0
8;-121.0;24;-106.0;241.0;24;-71.0
-152;-138.0;356;-53.0;152.0;356;-158.0
-1;-134.0;-10;283.0;-41.0;-10;338.0
5;-225.0;-33;-43.0;-82.0;-33;34.0
-3;143.0;-19;-164.0;-228.0;-19;-199.0
-441;-56.0;-762;-32.0;-924.0;-762;-395.0
715;-184.0;77;-263.0;392.0;77;-18.0
-89;55.0;-1841;897.0;952.0;-1841;1652.0
1;0.0;-39;-32.0;243.0;-39;126.0
-3;-467.0;7;-260.0;-4.0;7;-170.0
-4;-49.0;-76;98.0;-192.0;-76;-6.0
5;112.0;-16;-27.0;-218.0;-16;-132.0
121;-444.0;39;-1428.0;-435.0;39;-1059.0
355;-153.0;1068;-458.0;-664.0;1068;-389.0
981;336.0;-1147;246.0;-3.0;-1147;-23.0
16;-340.0;-53;-526.0;-52.0;-53;-77.0
9;-10.0;94;225.0;-54.0;94;553.0
7;-37.0;35;-30.0;215.0;35;-69.0
7;71.0;32;44.0;182.0;32;204.0
0;-37.0;35;-96.0;-223.0;35;-149.0
6;-84.0;8;54.0;334.0;8;-373.0
8;176.0;-69;261.0;-332.0;-69;206.0
6;-852.0;12;-129.0;512.0;12;-310.0
-59;-143.0;-79;-221.0;33.0;-79;680.0
13;-61.0;7;94.0;215.0;7;119.0
3;57.0;-29;11.0;280.0;-29;-22.0
19;288.0;-101;559.0;-179.0;-101;65.0
-1;27.0;-13;167.0;290.0;-13;266.0
-10;138.0;-25;-13.0;22.0;-25;202.0
1;-42.0;45;0.0;-143.0;45;-173.0
4;-1.0;127;24.0;-201.0;127;-156.0
-1;-35.0;19;44.0;-299.0;19;-93.0
1;35.0;10;-316.0;-582.0;10;189.0
28;-241.0;28;-566.0;411.0;28;-119.0
-7;-11.0;-19;-45.0;258.0;-19;-102.0
-10;252.0;-93;97.0;833.0;-93;37.0
3;-83.0;39;-189.0;-216.0;39;-234.0
8;149.0;22;-118.0;-127.0;22;-81.0
2;-44.0;10;-61.0;-227.0;10;-130.0
1572;-123.0;861;293.0;226.0;861;242.0
0;-30.0;-1;-51.0;206.0;-1;-101.0
-7;-395.0;-19;-596.0;256.0;-19;112.0
-1;-161.0;2;80.0;-343.0;2;-167.0
-8;68.0;-18;-162.0;-242.0;-18;-299.0
-10;118.0;-27;-452.0;-289.0;-27;-219.0
7;184.0;-1;165.0;311.0;-1;8.0
-556;-173.0;2838;-112.0;-491.0;2838;-272.0
-159;-4.0;-1353;147.0;75.0;-1353;67.0
0;45.0;-19;-83.0;-314.0;-19;260.0
-6;184.0;13;262.0;251.0;13;339.0
0;28.0;-18;120.0;248.0;-18;233.0
-1057;-301.0;556;-191.0;-301.0;556;-470.0
-10;42.0;0;-69.0;-138.0;0;-202.0
0;120.0;-34;30.0;254.0;-34;329.0
4;72.0;-7;-205.0;-107.0;-7;-83.0
0;-184.0;52;128.0;-214.0;52;-181.0
2;-57.0;-33;142.0;-40.0;-33;-278.0
-8;-12.0;-16;91.0;112.0;-16;210.0
-7;-115.0;1;-181.0;514.0;1;37.0
19;-279.0;289;-14.0;-38.0;289;-459.0
15;189.0;-6;71.0;23.0;-6;329.0
6;45.0;12;-542.0;669.0;12;-254.0
41;265.0;-50;1037.0;-449.0;-50;818.0
-9;-107.0;7;-198.0;-493.0;7;-419.0
-8;-54.0;-33;-179.0;379.0;-33;-1114.0
261;-436.0;865;-703.0;-1317.0;865;-1046.0
-32;798.0;-17;-384.0;-75.0;-17;38.0
15;-182.0;81;-749.0;657.0;81;199.0
7;182.0;-17;240.0;-633.0;-17;744.0
10;38.0;48;36.0;-62.0;48;-413.0
-1;-122.0;-22;21.0;665.0;-22;-583.0
9;-122.0;-9;381.0;-186.0;-9;-262.0
6;-156.0;35;681.0;1.0;35;-254.0
-39;-58.0;-31;544.0;251.0;-31;405.0
-24;-679.0;19;-489.0;-404.0;19;-353.0
118;-135.0;544;-428.0;189.0;544;-363.0
-39;-215.0;54;-117.0;-1263.0;54;1081.0
-78;-48.0;-19;-360.0;-92.0;-19;287.0
-2;-32.0;11;72.0;398.0;11;711.0
-72;86.0;-11;222.0;-1095.0;-11;-2.0
-256;213.0;1523;552.0;1963.0;1523;1257.0
-141;-650.0;-36;-1283.0;109.0;-36;-509.0
-8;-245.0;32;-229.0;203.0;32;-150.0
4;-278.0;74;-502.0;-37.0;74;188.0
-70;-90.0;-145;-1122.0;-1722.0;-145;-1762.0
665;13.0;62;138.0;-222.0;62;215.0
95;19.0;10;391.0;962.0;10;503.0
-7;-28.0;-19;-88.0;-109.0;-19;-708.0
25;257.0;-91;-858.0;76.0;-91;-50.0
-14;-95.0;203;-164.0;-703.0;203;-870.0
137;21.0;-494;490.0;145.0;-494;540.0
5;-133.0;27;-40.0;144.0;27;248.0
-4;-230.0;-43;459.0;-1997.0;-43;732.0
73;313.0;-11;247.0;-293.0;-11;-132.0
3;-15.0;-24;-79.0;-852.0;-24;-52.0
1;-24.0;8;61.0;601.0;8;136.0
-37;-49.0;-7;-570.0;-221.0;-7;-537.0
-73;-598.0;-120;-300.0;-377.0;-120;-781.0
78;220.0;-73;612.0;588.0;-73;791.0
-8;57.0;-62;-125.0;2454.0;-62;628.0
6;60.0;17;-170.0;-315.0;17;450.0
-8;-508.0;77;-86.0;-336.0;77;-166.0
-3;267.0;28;242.0;598.0;28;700.0
8;-177.0;-157;348.0;559.0;-157;52.0
0;24.0;-3;-39.0;-659.0;-3;-211.0
2;73.0;-22;-65.0;2142.0;-22;-1932.0
14;169.0;-61;-306.0;1.0;-61;10.0
-24;-207.0;-104;-322.0;-1057.0;-104;-612.0
-5;60.0;5;64.0;-454.0;5;568.0
5;-184.0;-8;-168.0;1291.0;-8;-50.0
11;35.0;-35;-137.0;315.0;-35;-647.0
436;328.0;1459;461.0;200.0;1459;435.0
-133;129.0;-3157;708.0;134.0;-3157;388.0
121;309.0;-156;1274.0;1367.0;-156;1907.0
0;-11.0;20;156.0;-543.0;20;-657.0
