InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-781;501.0;-45.0;933.0;-632.0;-259;416;0;762.0;78;68.0;288.0
-770;506.0;-30.0;910.0;-627.0;-273;419;-8;792.0;82;-240.0;282.0
-768;505.0;-39.0;920.0;-638.0;-278;419;-11;791.0;82;-260.0;264.0
-755;475.0;-26.0;923.0;-644.0;-280;441;-5;752.0;82;-116.0;282.0
-709;545.0;31.0;914.0;-668.0;-303;494;15;769.0;86;231.0;208.0
-721;562.0;62.0;883.0;-665.0;-276;493;4;761.0;88;269.0;195.0
-701;565.0;61.0;878.0;-656.0;-311;477;-10;735.0;98;90.0;159.0
-799;563.0;-30.0;865.0;-351.0;-281;365;26;878.0;79;512.0;180.0
-751;622.0;-45.0;928.0;-509.0;-433;491;77;862.0;35;410.0;369.0
-806;416.0;-30.0;962.0;-517.0;-253;386;22;853.0;72;336.0;327.0
-818;449.0;56.0;982.0;-382.0;-260;367;65;905.0;71;202.0;346.0
-804;487.0;112.0;953.0;-415.0;-280;369;88;988.0;79;-92.0;337.0
-822;461.0;74.0;951.0;-291.0;-273;356;116;957.0;80;-275.0;387.0
-808;471.0;84.0;941.0;-256.0;-288;368;149;975.0;87;-210.0;350.0
-812;373.0;-6.0;991.0;-273.0;-272;362;157;968.0;96;-325.0;414.0
-675;633.0;87.0;783.0;-482.0;-377;433;96;842.0;133;148.0;159.0
-679;650.0;-55.0;835.0;-493.0;-307;507;35;707.0;119;307.0;170.0
-625;563.0;88.0;925.0;-425.0;-343;591;22;652.0;87;-119.0;289.0
-881;430.0;161.0;1188.0;-116.0;-345;277;-88;1023.0;56;-158.0;217.0
-791;302.0;-41.0;1030.0;-350.0;-253;375;-106;936.0;93;-8.0;277.0
-837;307.0;66.0;1000.0;-237.0;-247;359;-221;995.0;83;50.0;394.0
-816;333.0;71.0;982.0;-345.0;-293;344;42;906.0;70;438.0;243.0
-765;785.0;48.0;896.0;-363.0;-366;361;92;831.0;84;-275.0;164.0
-786;472.0;69.0;978.0;-387.0;-318;385;28;910.0;70;79.0;163.0
-787;463.0;76.0;947.0;-451.0;-279;387;10;898.0;79;489.0;261.0
-793;468.0;86.0;941.0;-471.0;-274;388;6;897.0;76;408.0;268.0
-797;391.0;38.0;960.0;-485.0;-276;379;-2;880.0;76;114.0;241.0
-807;416.0;83.0;982.0;-416.0;-270;361;-8;879.0;76;-50.0;316.0
-803;385.0;112.0;984.0;-370.0;-276;370;-4;881.0;73;-62.0;329.0
-804;390.0;69.0;958.0;-373.0;-275;371;-3;852.0;73;50.0;275.0
-805;211.0;3.0;1004.0;-361.0;-272;370;-18;889.0;73;-268.0;418.0
-803;399.0;74.0;979.0;-387.0;-273;383;-5;929.0;70;-389.0;283.0
-794;427.0;147.0;951.0;-340.0;-329;352;-25;940.0;74;450.0;193.0
-822;484.0;-1.0;923.0;-403.0;-264;348;5;909.0;70;103.0;308.0
-817;503.0;-59.0;927.0;-399.0;-272;352;-45;859.0;72;-475.0;265.0
-829;677.0;-179.0;676.0;-347.0;-308;336;-19;948.0;55;-160.0;144.0
-821;784.0;-174.0;551.0;-388.0;-210;384;42;822.0;71;-381.0;349.0
-775;705.0;-156.0;873.0;-529.0;-266;403;-37;863.0;88;-201.0;258.0
-791;590.0;139.0;831.0;-572.0;-326;325;4;934.0;85;-286.0;221.0
-835;380.0;158.0;978.0;-409.0;-242;349;53;882.0;78;429.0;377.0
-801;310.0;10.0;1006.0;-524.0;-279;390;-23;698.0;67;231.0;369.0
-815;485.0;127.0;940.0;-391.0;-288;351;-10;858.0;67;75.0;222.0
-811;516.0;172.0;913.0;-376.0;-291;349;-129;856.0;80;-84.0;228.0
-837;505.0;68.0;911.0;-208.0;-237;340;38;1012.0;67;156.0;323.0
-826;422.0;69.0;976.0;-308.0;-264;346;36;923.0;67;-58.0;407.0
-815;483.0;41.0;939.0;-324.0;-287;353;27;899.0;67;-438.0;324.0
-749;642.0;-247.0;751.0;-236.0;-336;454;-62;1011.0;65;37.0;26.0
-806;675.0;-110.0;786.0;-276.0;-256;400;33;935.0;65;-159.0;115.0
-783;626.0;-119.0;794.0;-253.0;-300;378;5;960.0;80;-80.0;148.0
-781;592.0;-72.0;837.0;-274.0;-318;354;-6;932.0;86;55.0;121.0
-786;420.0;-60.0;935.0;-285.0;-324;373;-14;956.0;72;-70.0;137.0
-805;409.0;-63.0;991.0;-291.0;-295;364;3;955.0;69;67.0;142.0
-943;375.0;29.0;976.0;-298.0;-312;365;66;988.0;-56;277.0;218.0
-806;516.0;-106.0;798.0;-376.0;-317;366;-69;864.0;63;-425.0;198.0
-878;838.0;11.0;736.0;-283.0;-158;429;95;1041.0;14;41.0;201.0
-825;305.0;-40.0;910.0;-520.0;-247;368;12;902.0;64;172.0;168.0
-823;429.0;190.0;981.0;-446.0;-246;357;5;870.0;70;8.0;364.0
-820;424.0;150.0;958.0;-449.0;-252;363;-4;878.0;69;16.0;312.0
-829;360.0;172.0;985.0;-443.0;-248;359;7;908.0;64;48.0;369.0
-822;358.0;169.0;993.0;-422.0;-254;361;4;896.0;66;-4.0;388.0
-821;300.0;158.0;1001.0;-404.0;-249;363;6;908.0;69;21.0;393.0
-818;328.0;167.0;1001.0;-424.0;-254;363;1;906.0;70;24.0;417.0
-823;302.0;132.0;990.0;-412.0;-251;360;7;907.0;67;23.0;375.0
-820;349.0;181.0;990.0;-422.0;-255;362;2;909.0;68;27.0;373.0
-823;351.0;126.0;1004.0;-433.0;-250;365;0;907.0;66;24.0;403.0
-827;395.0;166.0;957.0;-407.0;-248;363;3;909.0;64;-26.0;384.0
-827;428.0;192.0;969.0;-399.0;-243;358;6;955.0;67;77.0;342.0
-826;372.0;125.0;1041.0;-314.0;-238;356;-3;947.0;69;132.0;416.0
-845;316.0;191.0;1009.0;-329.0;-247;342;-10;951.0;56;-43.0;430.0
-858;314.0;99.0;964.0;-209.0;-289;322;-62;1001.0;45;-72.0;426.0
-747;764.0;64.0;617.0;-248.0;-334;386;-70;991.0;98;72.0;-104.0
-807;586.0;-4.0;846.0;-511.0;-266;364;106;758.0;82;-4.0;340.0
-810;613.0;-73.0;908.0;-539.0;-261;370;122;792.0;80;61.0;400.0
-827;455.0;44.0;903.0;-559.0;-151;355;-163;1120.0;98;-307.0;523.0
-709;343.0;-15.0;986.0;-620.0;-293;465;151;797.0;116;37.0;272.0
-696;270.0;14.0;963.0;-597.0;-271;479;128;806.0;122;-32.0;305.0
-737;547.0;-168.0;1230.0;-464.0;-321;448;168;893.0;95;-54.0;458.0
-760;314.0;130.0;1010.0;-156.0;-304;368;154;933.0;129;-239.0;432.0
-814;404.0;169.0;981.0;-359.0;-284;352;-34;951.0;70;22.0;239.0
-811;401.0;180.0;960.0;-358.0;-307;353;-33;931.0;64;305.0;252.0
-796;430.0;181.0;950.0;-348.0;-315;375;-43;931.0;67;285.0;255.0
-823;530.0;-22.0;871.0;-457.0;-294;349;1;930.0;59;-558.0;213.0
-814;618.0;60.0;829.0;-501.0;-301;348;3;888.0;65;147.0;54.0
-757;594.0;18.0;863.0;-575.0;-348;310;6;695.0;111;-160.0;-20.0
-747;482.0;90.0;910.0;-470.0;-415;320;-31;904.0;108;462.0;355.0
-779;318.0;68.0;1024.0;-246.0;-466;328;-113;979.0;30;-361.0;276.0
-778;317.0;57.0;1040.0;-317.0;-367;337;-36;943.0;75;-271.0;310.0
-808;476.0;108.0;918.0;-393.0;-304;336;2;908.0;74;-143.0;209.0
-813;471.0;96.0;938.0;-385.0;-297;343;-1;822.0;69;348.0;217.0
-790;330.0;86.0;1000.0;-462.0;-328;353;-77;763.0;85;323.0;276.0
-802;364.0;55.0;961.0;-397.0;-330;352;-89;739.0;74;94.0;297.0
-856;463.0;99.0;1001.0;-79.0;-305;163;-231;940.0;162;65.0;290.0
-809;375.0;-34.0;1026.0;-273.0;-265;371;10;975.0;71;218.0;366.0
-815;515.0;34.0;890.0;-295.0;-261;362;-7;976.0;71;251.0;313.0
-914;518.0;-228.0;864.0;-319.0;-458;239;-153;978.0;-21;-168.0;291.0
-808;652.0;-101.0;826.0;-253.0;-316;350;-14;953.0;64;-360.0;180.0
-813;638.0;-69.0;796.0;-278.0;-288;346;8;941.0;70;-215.0;191.0
-816;685.0;-57.0;795.0;-248.0;-287;343;11;992.0;70;18.0;166.0
-808;536.0;-99.0;895.0;-325.0;-285;364;-10;1010.0;69;404.0;213.0
-840;515.0;-233.0;856.0;-501.0;-191;363;-31;682.0;66;-198.0;425.0
-888;697.0;63.0;687.0;-364.0;-167;357;-141;629.0;47;-223.0;249.0
-992;401.0;-439.0;-3.0;-117.0;-157;222;-104;88.0;-16;224.0;-624.0
-793;660.0;-47.0;775.0;-447.0;-279;355;-222;677.0;130;197.0;146.0
-939;408.0;-191.0;823.0;-451.0;-21;323;-165;793.0;46;131.0;571.0
-824;363.0;-38.0;999.0;-191.0;-227;357;168;1046.0;91;-366.0;468.0
-887;512.0;-141.0;957.0;-429.0;-143;439;227;961.0;32;-6.0;218.0
-834;231.0;-160.0;886.0;-254.0;-239;350;88;965.0;78;-48.0;371.0
-865;305.0;81.0;1003.0;-214.0;-253;412;33;962.0;26;-436.0;334.0
-807;345.0;102.0;989.0;-150.0;-294;343;-3;1013.0;86;-143.0;346.0
-781;664.0;189.0;623.0;-286.0;-212;328;-199;1025.0;154;282.0;245.0
-907;545.0;-129.0;951.0;-192.0;-447;297;-213;1032.0;-28;-11.0;221.0
-880;456.0;-161.0;912.0;-398.0;-205;308;-106;1005.0;69;-442.0;182.0
-815;532.0;124.0;911.0;-381.0;-284;356;-71;958.0;74;21.0;342.0
-872;502.0;-57.0;942.0;-554.0;-297;378;97;661.0;13;24.0;332.0
-657;475.0;-74.0;957.0;-595.0;-328;332;53;696.0;197;111.0;529.0
-538;320.0;-60.0;911.0;-279.0;-502;-247;-678;962.0;1243;-1079.0;327.0
-709;927.0;-277.0;497.0;-258.0;-316;484;-34;994.0;84;-215.0;361.0
-762;928.0;-260.0;480.0;-266.0;-274;436;-6;952.0;80;346.0;382.0
-1009;287.0;105.0;998.0;-99.0;-331;357;-167;909.0;71;-197.0;291.0
-731;901.0;-232.0;442.0;-212.0;-275;469;-2;1009.0;89;416.0;354.0
-718;919.0;-204.0;435.0;-156.0;-277;488;-1;1005.0;88;85.0;345.0
-908;568.0;302.0;746.0;-56.0;-258;451;-145;1033.0;76;-176.0;265.0
-713;941.0;-205.0;424.0;-157.0;-276;488;-3;1006.0;93;-319.0;344.0
-747;917.0;-267.0;479.0;-258.0;-282;454;-7;982.0;81;264.0;359.0
-798;382.0;-42.0;950.0;-109.0;-342;347;-81;1035.0;223;22.0;203.0
-750;904.0;-260.0;473.0;-276.0;-276;450;-1;966.0;83;82.0;350.0
-753;900.0;-242.0;471.0;-274.0;-273;440;-2;968.0;86;41.0;345.0
-684;928.0;-155.0;405.0;-155.0;-281;522;-1;1007.0;94;-178.0;344.0
-814;329.0;85.0;988.0;-216.0;-296;341;-257;986.0;106;218.0;236.0
-822;403.0;52.0;959.0;-218.0;-280;353;-239;997.0;92;54.0;278.0
-683;945.0;-206.0;402.0;-162.0;-278;525;3;1017.0;95;-261.0;344.0
-736;900.0;-273.0;454.0;-221.0;-276;463;-1;995.0;87;-5.0;354.0
-739;918.0;-253.0;473.0;-220.0;-278;460;-4;973.0;86;-130.0;356.0
-842;302.0;-89.0;979.0;-13.0;-283;280;-152;1110.0;81;157.0;436.0
-743;920.0;-228.0;448.0;-223.0;-278;456;-4;977.0;85;93.0;361.0
-745;907.0;-243.0;471.0;-255.0;-281;450;-4;977.0;85;248.0;363.0
-756;939.0;-213.0;460.0;-264.0;-270;441;6;985.0;84;156.0;373.0
-752;922.0;-238.0;469.0;-275.0;-280;443;-7;986.0;83;-33.0;376.0
-704;931.0;-221.0;442.0;-134.0;-275;501;-2;992.0;93;-18.0;337.0
-699;932.0;-199.0;417.0;-127.0;-277;505;-4;1011.0;95;0.0;352.0
-703;942.0;-217.0;429.0;-151.0;-277;502;-2;997.0;92;-255.0;342.0
-719;943.0;-212.0;450.0;-194.0;-272;484;-2;1014.0;92;-434.0;354.0
-748;920.0;-263.0;460.0;-265.0;-279;460;-8;995.0;79;-32.0;347.0
-650;931.0;-195.0;412.0;-147.0;-291;547;1;984.0;102;0.0;307.0
-638;955.0;-201.0;389.0;-164.0;-293;561;-6;999.0;101;-13.0;320.0
-647;946.0;-211.0;380.0;-148.0;-289;542;-4;993.0;108;-90.0;311.0
-649;946.0;-195.0;387.0;-149.0;-290;544;-9;1000.0;105;-233.0;314.0
-650;941.0;-195.0;363.0;-128.0;-288;548;-6;992.0;103;-316.0;317.0
-646;937.0;-208.0;391.0;-143.0;-286;550;-5;1029.0;106;-295.0;323.0
-746;915.0;-234.0;462.0;-268.0;-281;443;-2;973.0;89;-58.0;361.0
-853;367.0;-80.0;1043.0;-176.0;-219;342;-18;945.0;58;-27.0;501.0
-850;322.0;-80.0;1059.0;-197.0;-230;335;-28;953.0;60;-34.0;517.0
-746;939.0;-242.0;479.0;-280.0;-278;445;-1;957.0;87;213.0;363.0
-752;921.0;-241.0;491.0;-272.0;-280;448;-2;961.0;81;300.0;371.0
-802;330.0;61.0;1015.0;-186.0;-272;343;-198;880.0;109;105.0;452.0
-729;931.0;-227.0;441.0;-190.0;-276;478;-1;977.0;86;71.0;341.0
-731;922.0;-224.0;450.0;-202.0;-274;471;0;1008.0;88;120.0;346.0
-729;927.0;-222.0;437.0;-194.0;-271;470;2;1004.0;91;161.0;344.0
-727;930.0;-226.0;450.0;-184.0;-269;476;3;983.0;90;176.0;358.0
-813;346.0;174.0;1044.0;-268.0;-267;365;-99;940.0;77;34.0;459.0
-728;933.0;-224.0;426.0;-178.0;-276;474;-2;983.0;88;9.0;346.0
-731;922.0;-202.0;442.0;-172.0;-266;480;8;984.0;86;1.0;354.0
-725;936.0;-212.0;451.0;-167.0;-276;479;-1;991.0;89;-92.0;363.0
-741;902.0;-282.0;491.0;-271.0;-280;457;-6;978.0;85;192.0;327.0
-756;908.0;-188.0;466.0;-292.0;-272;439;2;952.0;84;249.0;387.0
-751;934.0;-195.0;481.0;-285.0;-269;445;7;966.0;87;-68.0;376.0
-741;902.0;-323.0;488.0;-288.0;-289;452;-5;951.0;85;-273.0;313.0
-748;931.0;-313.0;519.0;-312.0;-288;443;-7;939.0;85;118.0;327.0
-754;947.0;-182.0;387.0;-83.0;-272;454;7;985.0;79;303.0;336.0
-659;949.0;-212.0;381.0;-174.0;-288;547;-3;1033.0;96;59.0;309.0
-652;946.0;-192.0;396.0;-166.0;-289;546;-5;992.0;102;-345.0;344.0
-754;913.0;-222.0;472.0;-287.0;-281;443;-6;948.0;82;-39.0;373.0
-712;936.0;-194.0;425.0;-157.0;-278;492;-3;1004.0;91;7.0;345.0
-713;935.0;-212.0;452.0;-172.0;-274;496;2;1007.0;90;157.0;339.0
-711;932.0;-211.0;424.0;-157.0;-277;487;-2;1005.0;95;-2.0;353.0
-710;950.0;-222.0;421.0;-167.0;-281;496;-4;993.0;89;2.0;346.0
-717;941.0;-231.0;422.0;-171.0;-279;489;2;1004.0;89;4.0;356.0
-717;934.0;-210.0;443.0;-151.0;-278;489;3;1007.0;88;-19.0;350.0
-709;926.0;-214.0;454.0;-168.0;-280;484;-1;994.0;97;-32.0;353.0
-713;922.0;-224.0;442.0;-194.0;-279;481;-1;988.0;96;-213.0;355.0
-750;301.0;-114.0;1014.0;-308.0;-300;433;-14;976.0;83;244.0;348.0
-771;345.0;-54.0;998.0;-333.0;-307;413;-17;968.0;74;-111.0;364.0
-775;340.0;-50.0;1009.0;-323.0;-304;402;-8;955.0;76;66.0;327.0
-769;359.0;-41.0;975.0;-322.0;-305;406;-9;956.0;79;140.0;317.0
-767;360.0;-71.0;990.0;-353.0;-307;404;-2;972.0;80;241.0;309.0
-738;336.0;-94.0;971.0;-363.0;-317;449;-24;934.0;80;233.0;324.0
-735;920.0;-263.0;492.0;-271.0;-288;459;-9;1003.0;87;-19.0;347.0
-751;920.0;-313.0;502.0;-336.0;-279;446;-4;951.0;83;-148.0;319.0
-632;947.0;-209.0;373.0;-116.0;-288;564;-4;1009.0;105;-58.0;302.0
-589;248.0;-132.0;962.0;-530.0;-293;598;-20;855.0;112;-160.0;350.0
-633;935.0;-262.0;477.0;-139.0;-293;553;-7;1004.0;110;-286.0;321.0
-746;914.0;-204.0;469.0;-266.0;-274;454;0;946.0;84;-40.0;387.0
-737;894.0;-242.0;483.0;-316.0;-286;459;-4;964.0;86;50.0;364.0
-736;924.0;-266.0;497.0;-330.0;-284;447;-6;951.0;93;269.0;365.0
-682;930.0;-221.0;411.0;-147.0;-273;524;5;1014.0;97;148.0;326.0
-803;455.0;108.0;936.0;-550.0;-280;374;-16;869.0;72;292.0;339.0
-681;933.0;-202.0;412.0;-159.0;-274;520;1;991.0;101;41.0;334.0
-816;593.0;14.0;884.0;-521.0;-109;598;254;878.0;41;-212.0;137.0
-749;368.0;-199.0;915.0;-570.0;-375;298;-115;793.0;121;-285.0;286.0
-686;938.0;-207.0;422.0;-151.0;-277;520;-1;1001.0;95;5.0;348.0
-689;937.0;-201.0;394.0;-139.0;-271;521;6;996.0;95;19.0;335.0
-684;930.0;-199.0;402.0;-157.0;-279;518;-4;1006.0;98;17.0;335.0
-683;945.0;-202.0;414.0;-145.0;-275;521;-2;994.0;98;26.0;327.0
-686;918.0;-203.0;401.0;-151.0;-275;520;-1;999.0;96;16.0;325.0
-686;938.0;-194.0;414.0;-152.0;-275;520;-1;1002.0;96;32.0;314.0
-683;939.0;-211.0;412.0;-168.0;-274;517;-1;997.0;100;36.0;324.0
-690;930.0;-222.0;428.0;-160.0;-277;511;-2;1009.0;98;-391.0;327.0
-738;911.0;-223.0;481.0;-258.0;-270;473;3;986.0;83;-364.0;376.0
-742;899.0;-269.0;479.0;-252.0;-272;457;0;974.0;87;12.0;343.0
-762;914.0;-252.0;486.0;-310.0;-264;445;8;958.0;79;66.0;350.0
-631;952.0;-206.0;373.0;-103.0;-281;566;-1;982.0;107;-57.0;308.0
-630;956.0;-180.0;354.0;-147.0;-279;572;3;1017.0;105;27.0;301.0
-630;964.0;-181.0;365.0;-136.0;-280;568;0;1005.0;106;5.0;301.0
-814;566.0;18.0;858.0;-549.0;-287;356;105;843.0;73;-464.0;165.0
-756;923.0;-192.0;467.0;-261.0;-247;456;8;977.0;84;52.0;380.0
-831;538.0;72.0;867.0;-619.0;-239;395;49;833.0;51;-19.0;503.0
-822;607.0;-163.0;879.0;-558.0;-228;375;35;823.0;69;101.0;465.0
-744;911.0;-235.0;461.0;-264.0;-264;455;-2;956.0;89;-82.0;361.0
-755;910.0;-252.0;465.0;-285.0;-264;448;-1;958.0;83;31.0;347.0
-798;581.0;-12.0;696.0;-588.0;-282;373;3;921.0;90;136.0;43.0
-688;935.0;-222.0;399.0;-138.0;-268;524;1;1023.0;94;241.0;309.0
-685;955.0;-171.0;390.0;-128.0;-267;527;-2;1012.0;96;2.0;325.0
-678;941.0;-202.0;414.0;-134.0;-267;534;-2;1000.0;97;-224.0;343.0
-697;917.0;-180.0;453.0;-151.0;-260;521;5;1007.0;92;-135.0;355.0
-799;327.0;103.0;1033.0;-344.0;-283;342;-136;982.0;98;45.0;399.0
-666;929.0;-205.0;401.0;-171.0;-263;545;-3;1016.0;100;13.0;329.0
-849;591.0;-141.0;842.0;-354.0;-219;335;-7;939.0;61;41.0;200.0
-847;589.0;-155.0;846.0;-344.0;-211;333;-6;900.0;66;12.0;196.0
-850;514.0;-135.0;867.0;-265.0;-233;329;0;984.0;60;424.0;231.0
-841;587.0;-162.0;833.0;-269.0;-228;347;4;956.0;63;203.0;224.0
-841;604.0;-189.0;832.0;-285.0;-230;335;-5;956.0;66;249.0;224.0
-842;614.0;-179.0;824.0;-264.0;-224;339;2;965.0;66;92.0;229.0
-847;617.0;-162.0;812.0;-254.0;-218;337;10;959.0;63;-51.0;226.0
-664;955.0;-180.0;397.0;-167.0;-263;551;0;1014.0;98;27.0;332.0
-663;949.0;-201.0;394.0;-169.0;-262;551;0;1008.0;98;16.0;325.0
-663;950.0;-208.0;402.0;-159.0;-261;545;-1;1003.0;103;14.0;325.0
-663;954.0;-181.0;398.0;-167.0;-261;548;2;1016.0;101;-8.0;326.0
-833;593.0;-156.0;854.0;-207.0;-233;356;1;997.0;65;221.0;248.0
-660;950.0;-170.0;402.0;-144.0;-263;551;-4;1000.0;101;-305.0;331.0
-834;536.0;-221.0;853.0;-260.0;-235;355;-4;970.0;65;425.0;264.0
-669;937.0;-222.0;418.0;-186.0;-264;552;-9;995.0;94;206.0;327.0
-752;889.0;-232.0;471.0;-234.0;-247;469;-5;996.0;81;109.0;376.0
-849;505.0;-175.0;893.0;-195.0;-214;352;6;1005.0;56;-283.0;289.0
-834;556.0;-230.0;862.0;-238.0;-233;360;-2;998.0;62;62.0;291.0
-835;532.0;-228.0;873.0;-232.0;-230;357;2;990.0;64;35.0;284.0
-757;911.0;-210.0;481.0;-227.0;-237;461;0;956.0;83;-210.0;391.0
-759;277.0;81.0;1031.0;-308.0;-403;316;-19;1000.0;85;196.0;301.0
-816;180.0;253.0;1013.0;-218.0;-280;349;45;990.0;70;-107.0;469.0
-825;288.0;119.0;989.0;-269.0;-266;344;15;965.0;68;-326.0;318.0
-837;312.0;83.0;997.0;-293.0;-241;349;22;980.0;61;-197.0;354.0
-829;256.0;132.0;940.0;-302.0;-263;349;3;958.0;63;196.0;327.0
-823;356.0;127.0;991.0;-317.0;-260;351;11;963.0;69;-25.0;325.0
-818;357.0;120.0;990.0;-335.0;-277;355;0;953.0;66;8.0;336.0
-817;356.0;132.0;1000.0;-324.0;-269;353;2;955.0;71;28.0;325.0
-820;372.0;159.0;1003.0;-324.0;-271;344;-5;964.0;71;10.0;321.0
-819;323.0;115.0;1008.0;-294.0;-267;352;1;947.0;70;30.0;358.0
-834;360.0;131.0;983.0;-280.0;-260;349;4;960.0;60;-125.0;356.0
-830;302.0;123.0;1001.0;-293.0;-258;343;1;932.0;65;119.0;317.0
-834;343.0;127.0;1010.0;-305.0;-256;343;3;945.0;62;4.0;305.0
-837;337.0;138.0;997.0;-305.0;-260;349;-1;938.0;57;144.0;289.0
-833;309.0;80.0;1000.0;-327.0;-259;346;-7;937.0;62;6.0;341.0
-830;354.0;111.0;993.0;-296.0;-264;350;-1;953.0;62;-11.0;309.0
-831;307.0;73.0;1011.0;-315.0;-261;350;2;964.0;61;100.0;353.0
-828;313.0;116.0;1005.0;-294.0;-255;355;6;947.0;64;-21.0;386.0
-829;329.0;98.0;1004.0;-295.0;-257;358;4;956.0;61;8.0;367.0
-826;342.0;105.0;990.0;-293.0;-256;351;3;951.0;67;-37.0;373.0
-820;359.0;120.0;1001.0;-296.0;-269;353;-7;949.0;68;33.0;345.0
-825;364.0;131.0;989.0;-305.0;-261;345;-2;948.0;69;62.0;345.0
-836;337.0;151.0;1001.0;-313.0;-247;350;27;963.0;61;-202.0;314.0
-825;351.0;131.0;1000.0;-348.0;-271;340;1;960.0;67;-340.0;228.0
-828;588.0;149.0;865.0;-55.0;-388;406;-79;1126.0;5;131.0;-60.0
-923;444.0;60.0;908.0;-248.0;-506;79;-202;930.0;4;181.0;227.0
-818;588.0;-26.0;785.0;-120.0;-299;339;-18;1000.0;66;-313.0;53.0
-819;743.0;158.0;746.0;-126.0;-311;339;-15;1001.0;61;-16.0;6.0
-800;750.0;218.0;743.0;-167.0;-359;320;-25;1015.0;66;214.0;-21.0
-783;753.0;207.0;749.0;-200.0;-356;281;-32;988.0;96;87.0;-9.0
-802;744.0;151.0;737.0;-216.0;-308;208;15;976.0;120;-22.0;63.0
-816;619.0;194.0;739.0;-142.0;-295;329;-18;979.0;72;87.0;183.0
-820;771.0;161.0;705.0;-166.0;-286;332;0;1010.0;70;-39.0;103.0
-819;771.0;163.0;699.0;-141.0;-306;336;-1;1008.0;63;-50.0;63.0
-822;772.0;157.0;693.0;-138.0;-294;328;5;1007.0;68;36.0;93.0
-820;743.0;126.0;719.0;-145.0;-294;327;3;1009.0;70;15.0;91.0
-825;776.0;155.0;683.0;-134.0;-282;345;14;1023.0;62;74.0;75.0
-823;785.0;150.0;704.0;-124.0;-281;354;14;1011.0;61;33.0;98.0
-823;750.0;141.0;720.0;-147.0;-296;337;6;1004.0;63;-17.0;116.0
-776;731.0;150.0;760.0;-54.0;-296;299;-3;1005.0;117;-55.0;145.0
-815;276.0;142.0;1050.0;-262.0;-279;363;18;1002.0;66;-272.0;462.0
-806;379.0;121.0;1017.0;-280.0;-289;359;4;964.0;72;17.0;337.0
-583;618.0;-159.0;928.0;-220.0;-324;303;-29;1166.0;284;-124.0;-53.0
-830;524.0;-148.0;880.0;-173.0;-106;257;202;961.0;149;-5.0;221.0
-781;537.0;-149.0;847.0;-76.0;-345;244;-73;1074.0;116;203.0;227.0
-817;598.0;-192.0;833.0;-138.0;-314;316;-72;1024.0;73;-45.0;235.0
-848;614.0;-161.0;825.0;-115.0;-255;326;-7;1005.0;56;51.0;218.0
-758;919.0;-197.0;466.0;-239.0;-239;460;0;980.0;82;-160.0;378.0
-844;652.0;-155.0;807.0;-110.0;-231;330;1;983.0;65;34.0;237.0
-850;641.0;-142.0;806.0;-124.0;-233;319;8;1003.0;63;-26.0;226.0
-850;623.0;-171.0;804.0;-129.0;-205;334;32;1013.0;65;22.0;226.0
-853;621.0;-154.0;808.0;-125.0;-220;330;14;1002.0;59;4.0;238.0
-845;613.0;-170.0;812.0;-136.0;-230;331;4;1017.0;63;27.0;244.0
-843;620.0;-173.0;797.0;-137.0;-245;345;0;1025.0;57;8.0;228.0
-666;589.0;-208.0;836.0;-138.0;-369;40;-141;1012.0;273;4.0;185.0
-968;605.0;-151.0;805.0;-150.0;-260;456;60;1022.0;-94;-6.0;241.0
-845;631.0;-175.0;827.0;-163.0;-246;286;43;1019.0;74;-13.0;298.0
-751;661.0;-95.0;774.0;-138.0;-274;142;1;995.0;195;59.0;251.0
-845;571.0;-133.0;858.0;-127.0;-253;336;7;1013.0;56;28.0;198.0
-844;575.0;-85.0;838.0;-122.0;-219;354;21;995.0;59;35.0;236.0
-722;589.0;-111.0;842.0;-264.0;-111;590;132;1102.0;114;-54.0;270.0
-836;278.0;49.0;1050.0;-196.0;-249;349;-3;965.0;61;-75.0;415.0
-803;406.0;139.0;972.0;-293.0;-289;360;-10;966.0;74;363.0;319.0
-811;364.0;96.0;983.0;-295.0;-285;365;-7;969.0;66;-75.0;398.0
-814;371.0;82.0;981.0;-269.0;-269;361;-2;966.0;70;-70.0;377.0
-820;366.0;100.0;994.0;-296.0;-269;360;-1;960.0;65;-9.0;356.0
-817;298.0;163.0;992.0;-412.0;-292;342;-8;946.0;67;214.0;269.0
-826;464.0;141.0;949.0;-501.0;-273;339;3;879.0;66;29.0;208.0
-852;277.0;-22.0;986.0;-436.0;-239;337;31;875.0;53;212.0;366.0
-790;426.0;144.0;996.0;-550.0;-326;293;-12;844.0;97;15.0;121.0
-852;378.0;78.0;990.0;-491.0;-244;321;8;850.0;57;129.0;224.0
-866;299.0;-238.0;967.0;-433.0;-185;326;21;935.0;57;151.0;272.0
-854;350.0;-236.0;977.0;-433.0;-216;338;-4;928.0;56;88.0;304.0
-859;406.0;-210.0;960.0;-415.0;-206;335;8;888.0;55;-90.0;277.0
