InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-1584;?;123.0;889.0;-136.0;-1184;1990;-1061;?;-1150;-510.0;375.0
-2641;?;2.0;884.0;?;-1705;1479;-1145;986.0;28;?;476.0
-1662;279.0;21.0;811.0;29.0;?;?;-669;1139.0;2000;-578.0;162.0
?;485.0;184.0;?;126.0;-773;-583;-441;1254.0;1747;-514.0;273.0
-508;?;404.0;1077.0;?;?;-394;-138;1811.0;1487;-435.0;104.0
-462;691.0;?;801.0;-588.0;-380;-66;-279;1541.0;?;?;?
-729;1424.0;?;942.0;-573.0;-568;478;-483;1063.0;286;-309.0;394.0
-905;386.0;70.0;925.0;-689.0;-419;718;?;874.0;85;-270.0;380.0
-1063;1770.0;486.0;?;-335.0;-882;?;-550;1212.0;?;-11.0;-846.0
-1227;-632.0;765.0;799.0;-326.0;-581;1389;-220;?;-819;311.0;-658.0
?;?;?;415.0;-91.0;-987;2073;86;?;-1743;572.0;1424.0
-865;966.0;-1012.0;1988.0;-20.0;-1269;3597;245;778.0;-1224;775.0;1339.0
1446;-529.0;?;?;16.0;1750;3966;1464;617.0;3159;534.0;933.0
-1135;337.0;115.0;1011.0;73.0;-658;719;?;748.0;-355;?;353.0
-1559;355.0;-101.0;932.0;-11.0;?;2201;-655;774.0;-1812;-529.0;?
-1926;213.0;79.0;954.0;-201.0;?;2212;-986;989.0;-1694;-805.0;436.0
-3212;230.0;213.0;871.0;5.0;-3303;2948;-2677;1080.0;-1325;-893.0;319.0
-1973;554.0;154.0;827.0;-194.0;-2184;856;-1584;1222.0;680;-869.0;?
-181;?;?;1112.0;?;-56;-1224;207;1512.0;2071;-870.0;239.0
-682;?;433.0;?;-398.0;-540;?;-325;1620.0;885;?;-138.0
?;995.0;367.0;?;-759.0;?;194;-90;1192.0;501;-596.0;38.0
-812;1076.0;116.0;?;-659.0;?;359;-13;997.0;207;-289.0;367.0
-1072;?;216.0;1110.0;-579.0;-487;881;-178;971.0;-365;120.0;101.0
-1154;1540.0;744.0;1217.0;-336.0;-467;939;-61;1367.0;-618;477.0;-851.0
?;2623.0;448.0;823.0;-285.0;-1077;2069;8;998.0;?;858.0;473.0
?;1082.0;-854.0;941.0;-82.0;-566;?;528;811.0;-980;1114.0;1435.0
?;-224.0;-1168.0;2337.0;-149.0;1347;2799;1214;627.0;?;?;?
?;-278.0;-569.0;?;-41.0;1610;4143;1009;503.0;3671;547.0;927.0
-2455;311.0;?;812.0;-100.0;-1611;1374;?;1248.0;-1111;-414.0;342.0
-3088;324.0;6.0;853.0;183.0;?;1071;-285;1029.0;-549;-330.0;?
?;500.0;?;1213.0;-11.0;-1180;?;-131;1528.0;?;-185.0;391.0
-259;403.0;449.0;?;-177.0;-211;?;?;1562.0;1882;?;?
-777;847.0;?;787.0;-480.0;?;-234;-64;?;975;-127.0;-208.0
?;1264.0;257.0;937.0;-810.0;-385;400;75;996.0;125;?;436.0
-954;790.0;?;1119.0;-623.0;?;?;113;?;-210;?;?
-1008;?;286.0;1150.0;-449.0;-633;849;-30;1337.0;-355;75.0;-447.0
-1129;?;830.0;1053.0;-266.0;?;745;283;1122.0;?;461.0;-116.0
-1455;?;-263.0;1598.0;-185.0;?;2649;-520;807.0;?;791.0;1413.0
?;-12.0;-1207.0;?;-91.0;-18;3437;-241;640.0;519;892.0;?
1039;98.0;-1049.0;2381.0;?;2057;3097;341;?;?;515.0;929.0
415;-278.0;?;2061.0;-36.0;?;2247;282;379.0;?;-59.0;906.0
544;-317.0;?;1846.0;-106.0;3367;?;2507;596.0;3568;-420.0;?
?;283.0;43.0;?;54.0;-748;1725;20;?;-1354;-652.0;314.0
-1984;410.0;221.0;812.0;1.0;-1327;2847;-9;975.0;?;-716.0;265.0
-3401;519.0;19.0;851.0;-93.0;-2506;4435;-220;1072.0;-2530;-675.0;279.0
-1235;458.0;53.0;1069.0;-98.0;-1219;400;-370;1266.0;972;-559.0;?
?;184.0;300.0;?;-161.0;?;-1074;-161;?;?;-457.0;365.0
-553;475.0;480.0;?;-566.0;-522;277;-155;1661.0;816;-383.0;-360.0
-331;1003.0;397.0;?;?;?;?;-222;1140.0;?;?;66.0
-718;905.0;157.0;772.0;-696.0;-645;555;-271;916.0;237;-185.0;300.0
-947;1243.0;407.0;1350.0;-457.0;-686;1069;-221;1106.0;?;?;-366.0
-1120;?;714.0;985.0;-188.0;-496;1272;65;1245.0;-795;673.0;-793.0
-1277;-424.0;-447.0;582.0;-149.0;-690;1949;?;901.0;-1188;954.0;1413.0
-1829;736.0;-983.0;1727.0;-84.0;-371;2670;667;818.0;-1717;756.0;1412.0
-842;-246.0;-770.0;?;?;-1282;?;?;591.0;-1188;230.0;1150.0
-1565;269.0;?;?;-3.0;-852;?;-380;972.0;-1503;-934.0;404.0
-1942;?;182.0;828.0;224.0;-1198;2018;-513;?;-895;?;263.0
-2555;498.0;131.0;?;?;-1872;1483;?;1191.0;?;-787.0;191.0
-1189;468.0;367.0;1135.0;?;-1209;-249;?;1403.0;?;-556.0;189.0
-152;529.0;465.0;846.0;-286.0;?;?;73;1340.0;?;-423.0;-189.0
?;?;308.0;838.0;-445.0;-254;?;?;1494.0;1251;-301.0;235.0
-845;982.0;?;?;-497.0;-374;108;22;1088.0;702;31.0;451.0
-1050;622.0;?;?;-665.0;-403;516;4;837.0;231;383.0;218.0
?;1315.0;?;1080.0;-335.0;-343;?;26;1151.0;?;675.0;-432.0
-1246;?;?;1193.0;-189.0;-659;891;-114;1203.0;-547;?;?
?;?;-463.0;?;-43.0;?;1699;-60;939.0;-1188;1505.0;1419.0
?;?;-1063.0;?;-140.0;-1095;?;-90;876.0;-2307;1531.0;1133.0
-92;-283.0;-869.0;?;-173.0;-749;3164;-831;669.0;-487;864.0;898.0
?;187.0;7.0;1222.0;-45.0;-321;411;101;800.0;?;-97.0;366.0
-877;?;110.0;1002.0;-86.0;-283;95;?;810.0;302;-297.0;353.0
?;385.0;60.0;936.0;0.0;-572;381;?;?;19;?;125.0
-1376;?;197.0;895.0;-196.0;-962;1444;-81;?;-988;-768.0;?
-1496;301.0;139.0;?;?;-1034;1935;?;1099.0;-1258;-836.0;425.0
-1596;415.0;?;871.0;?;-1069;2280;41;989.0;-1590;-800.0;153.0
?;522.0;?;1205.0;-2.0;-914;?;-133;?;157;-679.0;?
-632;?;?;892.0;-183.0;-917;-1110;-406;1585.0;?;-564.0;?
-806;918.0;412.0;905.0;-693.0;-755;-330;-192;1434.0;1337;-413.0;21.0
-688;915.0;239.0;944.0;-779.0;?;?;?;1041.0;430;?;510.0
?;612.0;202.0;982.0;-494.0;-298;452;?;914.0;353;?;244.0
?;?;353.0;1229.0;?;?;779;-295;?;-160;?;-455.0
-635;1961.0;654.0;966.0;-294.0;-956;?;-695;1170.0;?;903.0;?
-1509;2152.0;?;1585.0;-180.0;-957;?;?;952.0;-1358;1050.0;1001.0
-1207;355.0;-852.0;1831.0;-107.0;-1051;?;?;825.0;-1339;902.0;?
?;-105.0;?;2069.0;?;1298;2890;285;621.0;2021;423.0;?
972;-70.0;-369.0;?;-83.0;2528;1823;?;461.0;3219;65.0;916.0
1185;-197.0;-443.0;1935.0;-6.0;-2277;172;-2599;527.0;?;?;?
-1762;-447.0;?;1367.0;?;?;1749;-293;748.0;?;?;?
-2625;-574.0;?;994.0;6.0;686;2543;?;777.0;-1758;-427.0;731.0
73;-692.0;?;831.0;12.0;-2166;?;-1990;990.0;45;-553.0;579.0
?;-810.0;-379.0;571.0;-585.0;-612;303;-304;?;?;-600.0;932.0
-1043;-956.0;?;410.0;-276.0;15;?;361;1129.0;-6;-425.0;533.0
-689;-613.0;117.0;162.0;309.0;-557;216;-307;?;93;-8.0;?
-1020;246.0;669.0;?;-170.0;?;455;283;1841.0;?;?;-432.0
-742;1887.0;1191.0;?;-214.0;?;303;-138;1567.0;?;?;-872.0
-839;3060.0;-627.0;-97.0;-255.0;-222;?;63;1026.0;?;917.0;769.0
-768;?;231.0;885.0;-370.0;-232;375;31;?;120;927.0;-226.0
-776;?;-478.0;?;-421.0;-284;374;?;1135.0;85;?;410.0
?;919.0;?;?;-347.0;-251;374;?;979.0;74;?;?
-803;-372.0;-630.0;839.0;?;-224;389;57;950.0;73;56.0;1590.0
-829;-268.0;-29.0;944.0;-201.0;-238;327;58;826.0;96;-155.0;81.0
-865;-30.0;-513.0;?;-178.0;-301;416;?;712.0;?;?;?
?;-110.0;-100.0;?;-192.0;-272;383;53;628.0;19;-278.0;897.0
-801;91.0;?;1327.0;-195.0;-430;133;-94;633.0;176;23.0;320.0
-973;125.0;-8.0;1134.0;-180.0;-514;409;-89;693.0;-173;?;?
-909;207.0;36.0;1079.0;-80.0;?;-110;237;893.0;?;?;437.0
?;308.0;227.0;929.0;-229.0;-535;611;42;930.0;-403;-139.0;216.0
-1962;?;156.0;960.0;?;?;2257;?;983.0;-2025;-317.0;?
-2462;296.0;100.0;?;142.0;?;1718;-739;852.0;-761;?;347.0
-2802;?;107.0;983.0;?;?;1245;?;1401.0;284;-407.0;99.0
-1519;?;231.0;1173.0;-116.0;?;17;?;?;1220;-338.0;310.0
-422;497.0;286.0;1018.0;-334.0;-250;-792;106;1894.0;?;-292.0;?
-694;546.0;438.0;722.0;?;-499;9;-92;?;917;-272.0;31.0
?;889.0;289.0;?;-850.0;-426;255;-17;954.0;478;-282.0;?
-1018;948.0;285.0;?;-586.0;-272;?;146;?;-96;-179.0;-29.0
?;?;213.0;1137.0;?;-195;763;190;1229.0;-192;?;-283.0
?;2664.0;?;1256.0;-360.0;-467;?;?;1116.0;-753;430.0;-398.0
-1548;2341.0;-240.0;1843.0;-244.0;-750;2075;44;955.0;-1471;727.0;?
-1177;-158.0;-1280.0;1580.0;?;-829;?;-143;705.0;?;723.0;1054.0
?;-25.0;-929.0;2238.0;-117.0;830;3051;237;588.0;1565;295.0;827.0
-1051;243.0;45.0;1056.0;29.0;-151;329;281;?;?;-227.0;287.0
-883;375.0;221.0;965.0;8.0;-398;105;-19;874.0;?;-383.0;?
-1060;374.0;70.0;866.0;-141.0;-1290;575;?;?;-252;-466.0;284.0
-1399;337.0;-15.0;889.0;-126.0;-1124;2203;-478;971.0;-1526;-472.0;384.0
41;311.0;62.0;834.0;7.0;-638;?;?;?;-1493;-477.0;303.0
-192;468.0;274.0;1145.0;-81.0;-864;604;-752;1166.0;604;-407.0;266.0
-880;363.0;287.0;1092.0;-54.0;-708;-525;-198;1522.0;1645;-378.0;4.0
-186;698.0;503.0;788.0;-338.0;?;?;18;1477.0;?;-372.0;-18.0
?;1090.0;325.0;852.0;-742.0;-300;-221;?;1258.0;1156;-310.0;389.0
-772;786.0;-47.0;?;?;-532;?;-208;725.0;474;-130.0;317.0
-853;705.0;77.0;1142.0;-329.0;-329;757;-16;1098.0;-92;156.0;-80.0
-971;1868.0;672.0;?;-292.0;?;?;-150;1197.0;-553;448.0;-895.0
-1207;1587.0;91.0;286.0;-215.0;-159;1201;378;909.0;-629;789.0;984.0
-1667;?;-1181.0;1453.0;-92.0;?;2399;454;733.0;-1755;968.0;1473.0
-901;?;-1193.0;2254.0;-170.0;-900;2994;53;?;?;652.0;1012.0
?;67.0;-440.0;1866.0;44.0;1883;?;?;571.0;2802;359.0;802.0
-766;312.0;42.0;1117.0;?;-442;273;-111;853.0;169;-68.0;361.0
-873;?;143.0;1049.0;-175.0;-209;460;134;709.0;-32;-184.0;407.0
-989;334.0;?;947.0;9.0;-315;?;34;752.0;197;-430.0;?
?;287.0;-19.0;951.0;-54.0;-622;?;-247;953.0;-156;-620.0;?
-1336;233.0;-39.0;921.0;?;?;?;-271;970.0;-1875;-662.0;476.0
-1966;?;52.0;916.0;?;-1040;779;?;1134.0;-218;-617.0;?
-1199;?;273.0;1069.0;?;-1045;-1143;?;1216.0;1986;?;254.0
-328;495.0;337.0;953.0;?;-718;?;-496;1391.0;?;-849.0;216.0
?;555.0;418.0;1042.0;-422.0;-444;?;-227;?;1391;-965.0;-25.0
-476;816.0;?;848.0;-460.0;-457;-486;-243;?;1375;-1030.0;?
-600;1028.0;148.0;983.0;?;-542;41;-353;981.0;762;-1058.0;54.0
-932;784.0;-67.0;1244.0;-503.0;-280;506;-15;937.0;79;-446.0;-44.0
-945;1348.0;196.0;1093.0;?;-387;1036;-61;1195.0;-449;318.0;-235.0
-1130;1625.0;133.0;1235.0;-363.0;-400;889;101;938.0;-487;744.0;?
-1142;267.0;-1150.0;?;?;?;?;23;811.0;-935;702.0;?
-553;30.0;?;1757.0;-216.0;-551;1916;?;?;-454;325.0;677.0
-226;-216.0;-515.0;?;-56.0;838;1296;731;740.0;992;-87.0;762.0
?;-404.0;?;1561.0;?;?;?;409;801.0;684;-312.0;694.0
370;-260.0;-327.0;1355.0;-120.0;1076;664;516;800.0;1907;?;593.0
-1529;-360.0;-415.0;1072.0;-124.0;658;?;1355;809.0;-258;-609.0;631.0
-2619;?;-347.0;897.0;-100.0;-1723;4635;-441;897.0;-4063;?;620.0
-492;-344.0;-304.0;777.0;-76.0;-1705;1173;?;923.0;-574;-792.0;529.0
-362;?;-26.0;?;21.0;-199;-440;?;1023.0;861;-848.0;592.0
?;-171.0;89.0;602.0;116.0;-142;760;251;1091.0;?;-836.0;507.0
-649;454.0;146.0;795.0;252.0;-377;123;-127;?;297;-781.0;280.0
-846;695.0;340.0;631.0;-102.0;-281;528;40;1466.0;-27;-723.0;54.0
-801;1573.0;232.0;366.0;-457.0;-275;344;?;?;102;?;-95.0
-782;1187.0;-390.0;573.0;-217.0;-287;?;9;624.0;111;?;292.0
?;893.0;?;469.0;-460.0;-274;439;?;?;52;-461.0;?
?;272.0;-132.0;655.0;-363.0;-281;348;6;?;119;-337.0;-505.0
-784;1074.0;?;1462.0;-191.0;-270;427;?;?;76;-59.0;847.0
-843;586.0;-784.0;1221.0;-271.0;-258;?;?;1016.0;24;267.0;?
-881;-402.0;-513.0;797.0;-69.0;-257;368;67;940.0;30;404.0;-67.0
-799;?;21.0;?;-159.0;-278;348;11;1087.0;105;510.0;?
-920;-82.0;15.0;1106.0;-49.0;-189;365;115;787.0;3;?;668.0
-920;165.0;-9.0;1113.0;-136.0;-141;131;215;772.0;?;?;366.0
?;323.0;-50.0;1081.0;-100.0;-248;511;40;822.0;?;128.0;?
-863;401.0;22.0;953.0;-103.0;?;278;24;851.0;126;-78.0;322.0
?;346.0;?;1002.0;-208.0;?;?;-363;887.0;-11;?;391.0
-1232;356.0;?;952.0;-92.0;-1184;2251;-1033;?;?;-624.0;410.0
-1034;?;81.0;951.0;-52.0;?;1017;-755;?;?;-728.0;372.0
-672;368.0;114.0;951.0;-263.0;?;?;-754;1052.0;1024;-822.0;274.0
-536;468.0;183.0;936.0;-187.0;?;275;-681;1029.0;911;?;?
-427;595.0;?;927.0;?;-567;-516;152;1160.0;1313;-625.0;138.0
-864;584.0;-98.0;989.0;-420.0;-240;-78;394;1330.0;?;-305.0;?
-1034;549.0;14.0;958.0;-261.0;-309;191;356;1110.0;331;-133.0;-64.0
-1033;923.0;-79.0;1085.0;-191.0;-424;390;273;?;39;?;-187.0
-900;?;130.0;955.0;?;-401;610;102;1290.0;-83;-55.0;20.0
-1024;959.0;?;885.0;-191.0;?;691;?;1111.0;-318;15.0;476.0
-1115;718.0;-346.0;1206.0;-123.0;?;1228;-290;847.0;?;235.0;1240.0
-1017;344.0;-496.0;1537.0;-190.0;?;1757;-354;685.0;-895;590.0;545.0
-678;29.0;?;1637.0;?;?;1974;?;626.0;-471;980.0;687.0
551;-2.0;-459.0;1348.0;80.0;258;1649;?;?;1507;1276.0;593.0
-228;-48.0;?;?;50.0;?;2376;1432;?;?;1397.0;?
477;?;-163.0;988.0;?;-498;838;?;898.0;?;1295.0;?
122;-21.0;-306.0;?;56.0;?;145;-814;984.0;381;963.0;504.0
-2782;-83.0;?;?;137.0;2063;2305;3527;1035.0;-1131;564.0;500.0
-334;-95.0;-204.0;699.0;5.0;-496;566;?;1091.0;437;320.0;?
-558;-185.0;-220.0;?;-233.0;?;?;-670;1041.0;-295;165.0;535.0
-2059;?;-452.0;750.0;236.0;?;?;1549;?;?;151.0;233.0
-325;510.0;238.0;?;395.0;-344;?;-341;1313.0;566;221.0;-555.0
-913;845.0;905.0;684.0;-2.0;?;?;207;1369.0;44;?;-599.0
-912;1950.0;289.0;285.0;-397.0;-205;420;42;1307.0;-3;?;-71.0
?;1731.0;78.0;184.0;-218.0;-393;245;-235;1100.0;?;?;?
-959;705.0;-96.0;734.0;?;?;473;108;869.0;-49;243.0;?
?;239.0;-224.0;944.0;-715.0;-305;?;-103;993.0;98;213.0;?
-839;954.0;53.0;?;-208.0;-201;368;?;1190.0;?;?;174.0
-788;?;39.0;?;-329.0;-204;381;30;?;104;411.0;?
-789;-433.0;-750.0;1055.0;-260.0;-230;405;17;?;86;537.0;951.0
-753;-360.0;-365.0;1163.0;-173.0;-307;360;?;953.0;113;534.0;-368.0
-816;-85.0;-229.0;1370.0;-25.0;-320;423;-49;951.0;39;509.0;978.0
-773;34.0;?;910.0;-153.0;?;?;-1;810.0;?;522.0;704.0
-842;?;1.0;?;-148.0;-508;465;-204;657.0;-48;663.0;611.0
?;179.0;-156.0;1210.0;-92.0;-430;349;-136;790.0;?;367.0;592.0
-854;160.0;58.0;1126.0;-30.0;?;160;-89;715.0;210;-190.0;341.0
?;227.0;64.0;1056.0;-130.0;-1106;1313;-624;800.0;-969;-738.0;306.0
?;?;11.0;971.0;-142.0;-1265;1552;-833;958.0;?;-1170.0;358.0
-2286;110.0;109.0;961.0;?;-1803;2276;-1764;1124.0;-1071;-1250.0;403.0
-2695;365.0;?;?;?;-1945;1873;-1940;1248.0;-276;-1072.0;133.0
?;553.0;279.0;1021.0;-270.0;-538;?;?;1428.0;1869;-801.0;48.0
-514;884.0;306.0;?;?;-260;-611;-120;1438.0;1521;-477.0;87.0
-669;599.0;406.0;695.0;-614.0;-304;-268;-232;1281.0;1381;-219.0;78.0
-743;1029.0;144.0;?;-541.0;-427;-178;-267;?;844;188.0;179.0
-898;788.0;212.0;1235.0;-504.0;-387;828;-427;1041.0;66;?;-186.0
-1090;?;?;1128.0;-299.0;-534;840;?;1224.0;-487;1170.0;-503.0
-1276;233.0;?;326.0;-294.0;?;?;-6;1097.0;-874;1450.0;540.0
-1437;1147.0;-771.0;?;-182.0;-270;2047;541;850.0;-1139;1576.0;1241.0
?;-161.0;-1130.0;2192.0;-200.0;-1305;?;612;?;-2777;1356.0;784.0
786;-88.0;-937.0;1837.0;-150.0;853;3654;965;?;1476;905.0;728.0
-883;161.0;?;1146.0;-56.0;-325;281;-52;797.0;33;-129.0;401.0
?;290.0;140.0;1001.0;-10.0;-353;249;-68;802.0;-44;-337.0;279.0
-984;366.0;?;941.0;?;-149;?;112;?;591;-548.0;?
-1492;?;-22.0;911.0;-148.0;-498;?;-80;917.0;-1784;?;338.0
-2050;283.0;?;853.0;-68.0;-1398;?;-813;956.0;-1336;?;354.0
-1493;350.0;30.0;900.0;?;-1486;?;-1004;1239.0;2105;?;408.0
-700;378.0;302.0;?;-92.0;-720;-788;-370;1299.0;1844;-498.0;188.0
-476;?;342.0;1144.0;-242.0;?;-700;-70;1639.0;1667;?;102.0
-519;559.0;445.0;719.0;-727.0;?;-615;-275;1504.0;1573;-451.0;-10.0
-815;1005.0;262.0;922.0;-550.0;-387;282;?;?;437;-325.0;252.0
-1013;?;72.0;1207.0;-568.0;-138;?;?;848.0;?;-127.0;54.0
-1052;1142.0;115.0;1063.0;-412.0;-69;899;255;?;-358;?;-335.0
-1127;2592.0;631.0;1324.0;-324.0;?;1146;?;1023.0;-660;575.0;-335.0
?;1680.0;-372.0;989.0;-205.0;-655;1447;121;811.0;-1004;823.0;1443.0
?;-48.0;-1066.0;1621.0;?;-364;1599;644;715.0;-994;822.0;?
?;?;-990.0;?;-140.0;-328;3255;21;653.0;?;308.0;721.0
?;229.0;64.0;?;-54.0;-290;364;?;856.0;45;-513.0;269.0
-898;235.0;267.0;1001.0;-154.0;-196;?;123;966.0;63;?;483.0
-784;?;293.0;960.0;-173.0;-217;?;?;985.0;142;-776.0;?
?;339.0;248.0;884.0;?;?;440;?;?;-75;-790.0;355.0
-703;501.0;?;883.0;-90.0;?;369;-39;975.0;145;-895.0;?
-662;651.0;161.0;987.0;88.0;-1181;816;-692;977.0;-251;-1000.0;191.0
-1368;604.0;110.0;913.0;-218.0;-2044;?;-842;?;?;-955.0;?
-677;501.0;76.0;?;-233.0;-1355;?;-194;?;606;-808.0;?
-336;461.0;148.0;961.0;-176.0;?;-678;158;?;1113;-730.0;?
?;479.0;206.0;909.0;?;?;209;319;1041.0;16;?;?
-1206;851.0;?;775.0;-234.0;-409;?;323;1058.0;-371;?;-115.0
?;1332.0;-253.0;868.0;-43.0;?;643;259;?;-251;-319.0;-187.0
-951;?;92.0;1081.0;-78.0;-371;661;?;1133.0;-161;-19.0;-145.0
-765;717.0;-219.0;?;?;-1128;1062;-550;952.0;-556;?;729.0
-471;402.0;-470.0;?;?;?;1207;-483;839.0;91;539.0;752.0
-424;180.0;-553.0;1323.0;-123.0;-413;?;-388;804.0;307;600.0;496.0
-77;?;-367.0;1251.0;?;591;1224;66;787.0;1389;?;710.0
-205;-117.0;-84.0;1101.0;-14.0;290;?;45;?;1086;264.0;?
-1083;-13.0;-203.0;964.0;7.0;?;556;-279;891.0;-999;132.0;489.0
?;82.0;-198.0;911.0;-3.0;1982;-1662;?;944.0;1694;98.0;483.0
-1270;?;-136.0;871.0;22.0;1534;786;1748;993.0;?;6.0;378.0
-1399;251.0;57.0;?;-75.0;-2206;?;-1059;1040.0;?;-93.0;?
-673;307.0;?;579.0;-3.0;-545;211;?;1072.0;168;-226.0;245.0
-983;500.0;193.0;529.0;?;38;565;?;1118.0;-28;-279.0;0.0
-889;1009.0;234.0;677.0;147.0;-316;556;?;1153.0;-93;?;-4.0
-725;1379.0;?;755.0;-330.0;-207;244;52;1227.0;235;-142.0;?
-879;?;238.0;491.0;-879.0;-347;522;67;1681.0;?;-167.0;-21.0
-765;?;-339.0;431.0;-375.0;-245;314;65;629.0;149;-203.0;?
-769;?;?;791.0;-288.0;-351;458;0;687.0;43;-134.0;390.0
-746;-237.0;-130.0;633.0;-507.0;?;441;-14;1499.0;69;-64.0;-370.0
-741;1589.0;-404.0;1922.0;?;-317;410;?;1184.0;99;29.0;?
-755;522.0;253.0;1097.0;-251.0;-332;?;11;896.0;69;195.0;1084.0
-743;-985.0;-630.0;?;?;-291;411;?;949.0;107;159.0;663.0
-773;?;-176.0;1841.0;-215.0;-318;433;17;881.0;58;90.0;761.0
-816;?;?;1222.0;-199.0;-285;356;65;772.0;70;?;?
-853;?;?;1060.0;-124.0;-250;339;102;?;?;169.0;351.0
-892;295.0;-32.0;?;?;-384;364;-14;841.0;-22;-234.0;315.0
-894;316.0;70.0;1018.0;?;?;497;?;826.0;-96;-563.0;371.0
?;268.0;47.0;982.0;?;-1214;1514;-857;915.0;-967;-1098.0;394.0
-1394;?;99.0;937.0;?;?;1583;-993;922.0;-1102;-1541.0;?
?;295.0;-2.0;?;?;?;355;-601;1121.0;230;-2907.0;386.0
-671;?;?;?;?;?;-82;?;1081.0;984;-3609.0;379.0
-415;311.0;256.0;934.0;?;-926;-433;-408;1062.0;1218;-4598.0;248.0
-729;532.0;139.0;?;-497.0;-179;-390;288;1197.0;?;-5158.0;-29.0
-1094;788.0;91.0;1014.0;-449.0;-411;512;156;?;?;-5132.0;-144.0
-1317;921.0;?;1002.0;-366.0;-540;763;?;?;-619;?;?
-1211;1569.0;416.0;1257.0;-235.0;-444;813;208;1184.0;-467;-4332.0;-270.0
-1117;706.0;?;848.0;-148.0;-189;812;428;1056.0;-260;?;?
-1176;502.0;?;1018.0;-158.0;-186;568;?;?;-302;-1724.0;1213.0
-848;144.0;?;1944.0;-192.0;-462;1523;-1;704.0;-212;-891.0;556.0
-310;46.0;-685.0;?;-157.0;-1036;?;-740;611.0;114;-83.0;723.0
457;?;-420.0;1417.0;-109.0;?;?;416;679.0;2447;?;558.0
98;-277.0;-394.0;1239.0;?;74;1779;-191;722.0;?;1028.0;481.0
?;-242.0;-251.0;?;-24.0;-3072;-549;-362;771.0;-2729;1789.0;561.0
-2999;-197.0;-398.0;882.0;13.0;2668;1079;4449;819.0;?;2368.0;497.0
?;-200.0;-38.0;744.0;?;2091;?;2199;914.0;1367;2495.0;428.0
5;-142.0;36.0;?;-277.0;-2814;360;-2302;?;-572;?;380.0
-752;84.0;-60.0;?;2.0;?;1288;?;1134.0;-156;3299.0;385.0
-995;558.0;-117.0;538.0;416.0;-52;629;355;1272.0;-98;3031.0;122.0
-814;820.0;502.0;659.0;?;-359;307;-34;1260.0;17;2858.0;-338.0
?;1550.0;?;654.0;?;-202;450;?;?;154;1983.0;-76.0
-795;1680.0;75.0;550.0;-879.0;?;315;-73;1369.0;5;1468.0;293.0
-796;597.0;-473.0;?;-149.0;-213;436;66;?;119;1249.0;701.0
-780;?;415.0;787.0;?;?;382;-22;888.0;67;1009.0;88.0
?;?;-81.0;895.0;?;?;401;-13;?;90;836.0;?
-783;1693.0;?;2432.0;-43.0;-259;407;30;?;94;762.0;-374.0
-790;-872.0;?;771.0;-160.0;-293;?;0;?;65;537.0;1730.0
-774;-775.0;?;484.0;?;-260;382;21;854.0;115;357.0;?
?;144.0;-151.0;1801.0;-211.0;-314;375;-5;794.0;13;229.0;972.0
-862;?;?;782.0;-208.0;-400;220;-82;676.0;49;309.0;703.0
?;149.0;-92.0;?;?;-326;?;?;721.0;11;349.0;?
?;284.0;9.0;1088.0;-62.0;-296;402;51;832.0;-59;435.0;363.0
?;227.0;96.0;1026.0;62.0;?;75;?;?;242;?;221.0
-1253;299.0;?;951.0;?;-837;?;-299;881.0;-887;473.0;?
-1645;241.0;-79.0;?;-60.0;-1664;1949;-1053;992.0;-1689;?;431.0
-1856;247.0;64.0;920.0;117.0;-1802;1719;?;1067.0;-1191;-89.0;417.0
-1811;?;144.0;1033.0;-58.0;-1345;?;-898;1299.0;-344;-106.0;284.0
?;388.0;124.0;1092.0;-178.0;?;-706;?;1061.0;1521;5.0;266.0
?;526.0;309.0;?;-213.0;-357;-614;?;?;1439;220.0;37.0
?;607.0;286.0;?;-588.0;-304;221;-262;1291.0;502;338.0;-30.0
-637;1106.0;171.0;953.0;-709.0;-645;308;-526;901.0;376;536.0;-58.0
-742;815.0;291.0;1183.0;-434.0;-716;?;?;1334.0;-87;921.0;-229.0
-883;?;?;927.0;-294.0;-756;953;-484;1285.0;-409;1179.0;-525.0
-1118;358.0;675.0;?;-102.0;?;?;?;1115.0;-835;1325.0;709.0
-1238;1018.0;-741.0;1295.0;-142.0;-637;1818;224;949.0;-822;1588.0;1641.0
-757;94.0;-962.0;2248.0;-136.0;-1807;2642;?;?;-579;1613.0;1041.0
702;-64.0;-722.0;1939.0;-133.0;68;2789;725;634.0;2016;1446.0;834.0
-896;206.0;?;1060.0;-109.0;?;449;-238;?;?;200.0;273.0
-654;?;-10.0;?;?;-479;287;?;819.0;168;79.0;405.0
?;?;-166.0;928.0;-137.0;-656;1435;-423;?;-889;?;?
-1026;364.0;?;?;-78.0;-548;1534;?;1040.0;?;-12.0;?
-1113;?;147.0;936.0;?;?;1234;-1047;?;-473;11.0;283.0
