Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
-183.0;72.0;-116.0;351.0;983.0;?;?;?;-392.0;?;144.0
-196.0;?;-113.0;?;954.0;-180.0;?;88.0;-321.0;-970.0;135.0
?;-88.0;-112.0;333.0;972.0;-186.0;?;?;-278.0;-982.0;135.0
-188.0;-101.0;-112.0;?;978.0;-167.0;464.0;?;-298.0;-987.0;146.0
-173.0;-82.0;?;343.0;971.0;?;?;31.0;-313.0;-997.0;155.0
?;-52.0;-105.0;320.0;?;?;?;?;-285.0;-1000.0;153.0
-173.0;-54.0;-103.0;337.0;993.0;-154.0;478.0;17.0;-284.0;?;?
-163.0;-94.0;?;300.0;985.0;-135.0;473.0;30.0;-301.0;?;167.0
-170.0;-54.0;-95.0;334.0;987.0;-131.0;?;35.0;?;-994.0;?
-172.0;-11.0;?;352.0;987.0;?;476.0;47.0;?;-975.0;149.0
-173.0;-65.0;?;370.0;981.0;-139.0;479.0;63.0;-300.0;?;142.0
-179.0;-74.0;-78.0;351.0;978.0;-122.0;511.0;59.0;-260.0;?;?
-153.0;-73.0;?;?;978.0;-118.0;525.0;?;?;-973.0;100.0
?;?;?;389.0;985.0;-102.0;?;?;-377.0;-983.0;115.0
-128.0;-79.0;-56.0;?;984.0;-122.0;?;36.0;-338.0;-969.0;131.0
-149.0;-46.0;-47.0;482.0;974.0;-95.0;579.0;42.0;-336.0;-971.0;145.0
-133.0;-71.0;?;?;?;-113.0;?;39.0;?;-970.0;144.0
-145.0;-35.0;-36.0;?;969.0;-95.0;612.0;?;-417.0;-998.0;?
-163.0;-18.0;-32.0;400.0;956.0;?;566.0;81.0;-451.0;?;185.0
?;-1.0;-26.0;398.0;962.0;-93.0;?;93.0;-365.0;-979.0;173.0
-158.0;-22.0;-21.0;387.0;?;?;520.0;?;?;-971.0;?
-160.0;-140.0;-15.0;425.0;955.0;-127.0;518.0;73.0;-438.0;-992.0;?
-173.0;-9.0;-11.0;407.0;?;-106.0;531.0;148.0;?;-955.0;68.0
-146.0;-3.0;-6.0;?;978.0;-111.0;559.0;110.0;-448.0;?;?
-142.0;17.0;-1.0;435.0;981.0;-125.0;576.0;105.0;?;-956.0;108.0
?;-24.0;2.0;367.0;965.0;-118.0;539.0;103.0;?;-952.0;134.0
-152.0;-20.0;1.0;583.0;963.0;?;?;90.0;-393.0;?;138.0
-133.0;8.0;2.0;625.0;957.0;-157.0;538.0;?;?;-952.0;162.0
-178.0;18.0;2.0;351.0;?;-122.0;796.0;91.0;?;-973.0;198.0
-172.0;?;0.0;?;961.0;-109.0;593.0;113.0;-302.0;-942.0;208.0
-123.0;-82.0;0.0;?;?;-132.0;422.0;119.0;?;-983.0;222.0
-130.0;32.0;0.0;607.0;979.0;-122.0;?;25.0;-286.0;-1001.0;193.0
?;-124.0;-2.0;?;944.0;-132.0;?;117.0;-101.0;?;?
-158.0;-235.0;-5.0;444.0;?;?;?;182.0;?;-1063.0;205.0
?;-231.0;-5.0;301.0;965.0;-120.0;619.0;159.0;-581.0;-1023.0;252.0
-173.0;?;-5.0;?;991.0;-131.0;486.0;?;?;?;237.0
-202.0;?;-7.0;404.0;1004.0;?;276.0;?;-517.0;-1017.0;256.0
?;-91.0;-8.0;685.0;1005.0;?;370.0;101.0;?;-1040.0;227.0
-151.0;40.0;-8.0;?;987.0;?;800.0;128.0;-447.0;?;253.0
-190.0;30.0;-10.0;556.0;1005.0;-141.0;986.0;144.0;-547.0;-1007.0;131.0
-191.0;?;-10.0;441.0;?;-133.0;617.0;102.0;-502.0;-986.0;154.0
-202.0;136.0;-12.0;429.0;?;-124.0;432.0;?;?;?;286.0
-182.0;139.0;?;580.0;981.0;-128.0;489.0;131.0;-482.0;?;286.0
-169.0;-16.0;-8.0;524.0;?;-86.0;696.0;170.0;-382.0;-968.0;257.0
?;?;-7.0;535.0;959.0;-102.0;677.0;221.0;-253.0;-965.0;378.0
?;2.0;-8.0;?;?;-80.0;655.0;297.0;-218.0;-940.0;385.0
-158.0;-19.0;0.0;270.0;?;-74.0;431.0;314.0;-284.0;-950.0;398.0
?;-69.0;?;?;?;-67.0;?;327.0;-211.0;-920.0;413.0
?;-92.0;4.0;584.0;?;-28.0;627.0;312.0;-47.0;?;414.0
-165.0;-95.0;12.0;513.0;920.0;-17.0;?;280.0;-561.0;?;422.0
-126.0;-256.0;?;476.0;?;14.0;636.0;307.0;-187.0;?;?
?;-115.0;23.0;546.0;?;45.0;?;265.0;-200.0;-899.0;363.0
?;-21.0;27.0;468.0;?;?;?;?;?;-842.0;366.0
?;-36.0;31.0;247.0;889.0;92.0;639.0;346.0;-197.0;-822.0;385.0
-159.0;?;?;242.0;869.0;88.0;301.0;409.0;?;-824.0;?
-187.0;-19.0;38.0;?;830.0;92.0;303.0;504.0;-145.0;-834.0;418.0
-221.0;16.0;33.0;173.0;828.0;71.0;521.0;467.0;-313.0;-875.0;443.0
-185.0;51.0;30.0;?;?;38.0;412.0;372.0;-389.0;-875.0;464.0
-192.0;70.0;22.0;506.0;824.0;61.0;225.0;345.0;-360.0;?;?
?;?;?;?;843.0;?;521.0;369.0;-291.0;-887.0;423.0
-189.0;54.0;?;301.0;821.0;26.0;?;440.0;-243.0;-918.0;402.0
?;60.0;-15.0;267.0;807.0;37.0;516.0;505.0;-261.0;-920.0;?
-227.0;82.0;?;359.0;833.0;29.0;370.0;?;-310.0;-883.0;385.0
-220.0;110.0;-38.0;324.0;822.0;9.0;471.0;536.0;-395.0;-900.0;423.0
-183.0;104.0;?;306.0;?;?;482.0;596.0;-412.0;-947.0;453.0
?;157.0;-65.0;?;842.0;20.0;472.0;572.0;-572.0;-914.0;?
-185.0;181.0;?;?;831.0;?;378.0;548.0;-653.0;-931.0;516.0
-215.0;?;-83.0;442.0;827.0;16.0;388.0;575.0;-612.0;-894.0;510.0
-227.0;?;-93.0;536.0;828.0;43.0;?;598.0;-599.0;-917.0;522.0
?;230.0;-101.0;?;825.0;80.0;567.0;645.0;-551.0;?;487.0
?;233.0;?;418.0;819.0;52.0;705.0;679.0;-533.0;-869.0;?
-231.0;273.0;-109.0;434.0;?;57.0;637.0;636.0;-553.0;?;569.0
-226.0;255.0;?;401.0;804.0;?;523.0;?;-562.0;-881.0;514.0
-255.0;238.0;-110.0;375.0;807.0;?;638.0;660.0;-531.0;-822.0;499.0
-223.0;242.0;-111.0;387.0;790.0;32.0;?;665.0;-578.0;-852.0;528.0
-242.0;236.0;-113.0;431.0;?;42.0;531.0;664.0;-615.0;-871.0;518.0
-206.0;196.0;-113.0;411.0;780.0;47.0;?;651.0;-541.0;?;521.0
-265.0;?;-112.0;312.0;?;72.0;614.0;646.0;-479.0;?;555.0
-225.0;164.0;-113.0;415.0;745.0;?;453.0;645.0;-456.0;-856.0;558.0
-243.0;153.0;-113.0;483.0;753.0;?;442.0;638.0;-477.0;-829.0;558.0
-251.0;155.0;-111.0;356.0;?;93.0;619.0;631.0;?;-806.0;572.0
?;150.0;?;389.0;761.0;98.0;593.0;665.0;?;-866.0;537.0
-252.0;?;-105.0;420.0;792.0;124.0;540.0;682.0;-485.0;-834.0;621.0
-251.0;187.0;-105.0;355.0;757.0;118.0;597.0;700.0;-510.0;-869.0;602.0
-228.0;198.0;-104.0;280.0;731.0;96.0;544.0;705.0;?;-832.0;630.0
-237.0;217.0;-102.0;394.0;745.0;84.0;521.0;711.0;-553.0;-837.0;?
?;224.0;-103.0;436.0;762.0;82.0;?;723.0;?;-816.0;?
-243.0;?;?;449.0;758.0;69.0;578.0;?;-535.0;-844.0;550.0
-254.0;245.0;-105.0;?;749.0;61.0;610.0;710.0;-558.0;-848.0;535.0
-233.0;?;?;673.0;751.0;49.0;?;700.0;-548.0;?;544.0
?;230.0;-108.0;?;756.0;52.0;752.0;688.0;?;-853.0;554.0
-263.0;220.0;?;490.0;746.0;67.0;855.0;?;-525.0;?;557.0
-263.0;?;-106.0;541.0;755.0;50.0;?;?;-504.0;-902.0;550.0
-254.0;209.0;-105.0;531.0;?;39.0;674.0;678.0;-562.0;-923.0;538.0
-320.0;186.0;-102.0;586.0;772.0;?;716.0;?;-548.0;-861.0;530.0
?;163.0;-102.0;?;776.0;29.0;?;679.0;-465.0;-890.0;519.0
-170.0;?;-99.0;535.0;?;61.0;916.0;672.0;-467.0;-894.0;?
-267.0;193.0;-90.0;545.0;735.0;98.0;932.0;727.0;-481.0;-930.0;566.0
?;221.0;-81.0;462.0;?;115.0;626.0;?;?;-989.0;701.0
-243.0;220.0;-73.0;475.0;?;108.0;?;665.0;?;-1074.0;718.0
-217.0;?;-60.0;?;799.0;?;580.0;673.0;?;-991.0;741.0
-229.0;204.0;?;672.0;?;?;905.0;706.0;-564.0;?;745.0
-175.0;208.0;-45.0;569.0;805.0;191.0;810.0;748.0;-446.0;-928.0;708.0
-85.0;238.0;-29.0;496.0;810.0;201.0;?;806.0;-452.0;-925.0;?
-128.0;258.0;-11.0;351.0;783.0;195.0;?;?;-513.0;-911.0;548.0
-149.0;267.0;?;138.0;726.0;214.0;613.0;731.0;-508.0;-822.0;439.0
6.0;268.0;49.0;?;719.0;259.0;366.0;656.0;-427.0;-799.0;378.0
-61.0;280.0;86.0;267.0;715.0;304.0;349.0;?;-330.0;-767.0;305.0
?;?;130.0;312.0;652.0;341.0;417.0;503.0;?;-753.0;?
?;243.0;179.0;259.0;650.0;417.0;439.0;?;-293.0;?;194.0
-50.0;148.0;231.0;164.0;627.0;?;?;435.0;-294.0;-739.0;210.0
-60.0;64.0;282.0;169.0;596.0;528.0;256.0;426.0;-251.0;-707.0;169.0
124.0;55.0;328.0;211.0;540.0;571.0;?;402.0;-196.0;?;94.0
54.0;?;379.0;241.0;566.0;641.0;178.0;349.0;?;-622.0;?
32.0;165.0;430.0;313.0;535.0;685.0;?;?;-147.0;-582.0;98.0
?;174.0;480.0;320.0;?;750.0;?;361.0;-151.0;-531.0;?
44.0;171.0;524.0;328.0;435.0;828.0;332.0;321.0;-142.0;-457.0;?
-2.0;150.0;566.0;?;546.0;?;351.0;293.0;-81.0;-443.0;115.0
25.0;112.0;605.0;377.0;379.0;932.0;384.0;273.0;?;?;?
61.0;171.0;644.0;362.0;?;927.0;?;268.0;-23.0;-420.0;77.0
36.0;132.0;677.0;414.0;333.0;905.0;468.0;?;-35.0;-419.0;86.0
21.0;109.0;?;425.0;268.0;902.0;484.0;258.0;-27.0;-379.0;97.0
19.0;?;739.0;423.0;225.0;917.0;541.0;273.0;-36.0;?;116.0
60.0;153.0;762.0;?;198.0;924.0;553.0;233.0;-81.0;-368.0;113.0
70.0;167.0;784.0;248.0;173.0;915.0;509.0;197.0;-103.0;-331.0;133.0
35.0;156.0;803.0;132.0;168.0;?;444.0;166.0;-82.0;-340.0;135.0
-1.0;143.0;?;74.0;136.0;951.0;330.0;?;?;-320.0;135.0
33.0;148.0;838.0;?;125.0;968.0;?;?;?;-308.0;144.0
58.0;167.0;852.0;230.0;106.0;941.0;273.0;201.0;-84.0;-293.0;158.0
10.0;191.0;?;316.0;88.0;942.0;362.0;182.0;-116.0;-307.0;?
-53.0;204.0;872.0;340.0;60.0;?;454.0;184.0;?;-308.0;200.0
-65.0;223.0;881.0;?;?;1010.0;494.0;204.0;?;-323.0;224.0
-43.0;239.0;884.0;310.0;39.0;1053.0;?;217.0;-144.0;-306.0;?
-34.0;?;889.0;?;14.0;1062.0;511.0;211.0;-159.0;-325.0;?
?;246.0;?;260.0;34.0;996.0;540.0;?;-169.0;-291.0;228.0
?;?;893.0;209.0;?;965.0;499.0;199.0;-144.0;-306.0;192.0
?;239.0;896.0;168.0;34.0;929.0;451.0;225.0;-179.0;-294.0;184.0
?;301.0;897.0;146.0;19.0;912.0;395.0;243.0;?;-318.0;200.0
13.0;386.0;899.0;195.0;35.0;890.0;331.0;?;-139.0;-299.0;153.0
-29.0;259.0;901.0;272.0;14.0;942.0;302.0;209.0;-169.0;?;143.0
42.0;?;904.0;268.0;3.0;?;?;?;-272.0;?;136.0
70.0;?;907.0;258.0;?;951.0;?;151.0;-285.0;-293.0;135.0
74.0;223.0;911.0;296.0;62.0;951.0;352.0;130.0;-221.0;-270.0;125.0
?;183.0;912.0;?;42.0;991.0;358.0;?;-137.0;-301.0;134.0
38.0;295.0;914.0;?;9.0;995.0;406.0;?;-149.0;?;113.0
-29.0;256.0;915.0;233.0;54.0;?;410.0;?;-195.0;-268.0;101.0
11.0;195.0;916.0;233.0;70.0;966.0;?;178.0;?;-285.0;88.0
36.0;178.0;?;284.0;71.0;942.0;?;168.0;-119.0;-250.0;?
115.0;227.0;918.0;318.0;?;930.0;395.0;165.0;-84.0;-240.0;128.0
175.0;163.0;918.0;320.0;29.0;?;?;161.0;52.0;-255.0;?
103.0;44.0;?;278.0;-1.0;?;447.0;160.0;-178.0;-234.0;71.0
?;27.0;927.0;201.0;27.0;1070.0;461.0;?;?;-259.0;62.0
100.0;?;?;208.0;66.0;?;?;90.0;9.0;-310.0;37.0
95.0;52.0;948.0;195.0;99.0;983.0;389.0;19.0;63.0;?;?
171.0;?;957.0;173.0;85.0;904.0;?;-7.0;77.0;-325.0;?
164.0;38.0;964.0;133.0;104.0;929.0;380.0;-6.0;123.0;-296.0;-44.0
213.0;?;?;109.0;38.0;995.0;353.0;4.0;93.0;-350.0;?
202.0;52.0;971.0;76.0;-71.0;989.0;?;24.0;92.0;?;-116.0
224.0;75.0;974.0;41.0;?;969.0;199.0;-15.0;9.0;-329.0;-86.0
?;?;?;105.0;66.0;927.0;?;-60.0;60.0;-309.0;-94.0
197.0;?;971.0;174.0;74.0;905.0;168.0;-46.0;66.0;-301.0;-79.0
224.0;27.0;?;252.0;51.0;911.0;246.0;18.0;-12.0;?;-93.0
285.0;-237.0;967.0;278.0;54.0;925.0;365.0;?;-185.0;-298.0;-61.0
306.0;80.0;963.0;?;?;?;443.0;30.0;-116.0;-299.0;-70.0
?;222.0;959.0;291.0;45.0;953.0;467.0;-14.0;55.0;?;?
288.0;133.0;950.0;263.0;19.0;948.0;482.0;37.0;?;-299.0;-22.0
272.0;?;945.0;211.0;25.0;?;490.0;53.0;-96.0;-332.0;-23.0
?;59.0;?;160.0;?;921.0;491.0;1.0;-102.0;-321.0;?
136.0;?;934.0;?;68.0;975.0;450.0;?;-60.0;?;-13.0
0.0;74.0;?;160.0;46.0;?;415.0;?;-103.0;-430.0;113.0
329.0;71.0;919.0;217.0;34.0;906.0;396.0;8.0;-155.0;-566.0;194.0
145.0;85.0;912.0;243.0;54.0;1067.0;424.0;42.0;-198.0;?;220.0
-19.0;82.0;910.0;187.0;90.0;?;495.0;99.0;-177.0;-627.0;195.0
-126.0;?;902.0;131.0;139.0;925.0;485.0;245.0;-180.0;-630.0;210.0
-160.0;199.0;889.0;56.0;?;?;485.0;?;-339.0;-586.0;?
?;425.0;874.0;19.0;422.0;920.0;?;302.0;-425.0;?;332.0
?;560.0;858.0;79.0;539.0;935.0;?;342.0;?;-476.0;251.0
-94.0;494.0;846.0;263.0;292.0;850.0;304.0;490.0;-545.0;-423.0;157.0
-78.0;454.0;833.0;328.0;241.0;765.0;324.0;?;?;-370.0;?
-113.0;440.0;819.0;246.0;?;?;391.0;607.0;-176.0;-352.0;205.0
-81.0;375.0;805.0;204.0;231.0;761.0;410.0;532.0;-107.0;-312.0;241.0
-59.0;310.0;794.0;?;198.0;831.0;332.0;397.0;-92.0;-303.0;310.0
21.0;256.0;782.0;334.0;124.0;919.0;326.0;?;?;-311.0;?
?;181.0;?;443.0;123.0;979.0;352.0;?;?;-315.0;324.0
23.0;?;?;488.0;83.0;947.0;446.0;239.0;10.0;-312.0;286.0
16.0;166.0;?;488.0;49.0;916.0;536.0;201.0;27.0;-266.0;232.0
1.0;223.0;751.0;425.0;16.0;898.0;598.0;243.0;28.0;?;194.0
?;288.0;748.0;384.0;-11.0;901.0;589.0;281.0;-51.0;-247.0;209.0
?;321.0;751.0;?;-70.0;939.0;560.0;271.0;-71.0;?;?
21.0;?;751.0;410.0;-86.0;951.0;?;243.0;-151.0;-300.0;?
41.0;313.0;758.0;434.0;?;945.0;525.0;?;-252.0;-339.0;96.0
77.0;307.0;760.0;?;-25.0;917.0;?;181.0;-196.0;?;96.0
69.0;334.0;759.0;354.0;1.0;936.0;521.0;220.0;?;-337.0;140.0
27.0;?;?;?;-22.0;?;486.0;238.0;?;?;109.0
45.0;?;755.0;337.0;-87.0;1064.0;460.0;?;-137.0;-682.0;59.0
-2.0;350.0;749.0;?;?;?;454.0;?;-109.0;-711.0;156.0
-99.0;304.0;744.0;329.0;182.0;829.0;455.0;?;-58.0;-701.0;175.0
27.0;293.0;737.0;263.0;95.0;?;466.0;190.0;-6.0;?;?
41.0;284.0;728.0;119.0;144.0;891.0;471.0;327.0;50.0;-608.0;48.0
101.0;279.0;717.0;-41.0;?;912.0;375.0;396.0;92.0;-545.0;0.0
103.0;274.0;702.0;-147.0;296.0;?;342.0;389.0;97.0;-467.0;4.0
-51.0;180.0;693.0;?;363.0;960.0;275.0;310.0;7.0;?;-55.0
13.0;123.0;?;?;207.0;847.0;142.0;288.0;?;-383.0;-95.0
?;?;?;162.0;135.0;759.0;158.0;113.0;-6.0;-323.0;-56.0
103.0;284.0;670.0;238.0;103.0;717.0;?;58.0;39.0;-291.0;?
132.0;205.0;665.0;267.0;?;726.0;349.0;124.0;51.0;?;-11.0
-7.0;?;516.0;?;?;830.0;226.0;99.0;-5.0;-226.0;134.0
34.0;?;514.0;267.0;41.0;826.0;?;129.0;25.0;-219.0;162.0
38.0;206.0;512.0;?;-73.0;?;307.0;181.0;38.0;-235.0;166.0
114.0;239.0;?;300.0;-87.0;904.0;318.0;204.0;-6.0;-317.0;?
133.0;287.0;506.0;239.0;?;1010.0;330.0;?;?;-375.0;?
383.0;305.0;511.0;?;-91.0;1249.0;347.0;229.0;?;-449.0;116.0
497.0;309.0;516.0;249.0;-28.0;1261.0;308.0;?;-81.0;-622.0;26.0
-76.0;289.0;?;319.0;4.0;1280.0;?;177.0;-25.0;-676.0;?
-249.0;252.0;517.0;328.0;-254.0;1016.0;341.0;176.0;80.0;-669.0;141.0
-81.0;245.0;516.0;179.0;?;908.0;349.0;?;146.0;?;117.0
329.0;264.0;?;-6.0;133.0;951.0;425.0;?;193.0;-739.0;?
?;282.0;508.0;-44.0;-18.0;895.0;390.0;?;173.0;-575.0;55.0
139.0;221.0;498.0;10.0;?;?;?;347.0;204.0;-551.0;-25.0
-16.0;?;495.0;?;346.0;833.0;403.0;?;162.0;-398.0;-54.0
67.0;?;?;?;275.0;768.0;213.0;334.0;135.0;-382.0;-53.0
90.0;?;502.0;15.0;?;704.0;?;221.0;136.0;-311.0;22.0
229.0;164.0;507.0;137.0;105.0;661.0;?;148.0;?;-260.0;2.0
221.0;75.0;?;?;68.0;713.0;178.0;110.0;106.0;?;?
?;?;513.0;266.0;53.0;?;289.0;126.0;106.0;-269.0;-32.0
34.0;?;616.0;264.0;20.0;733.0;333.0;142.0;34.0;-291.0;117.0
97.0;137.0;632.0;273.0;?;746.0;?;150.0;?;-295.0;167.0
16.0;128.0;642.0;?;-31.0;883.0;410.0;?;125.0;-286.0;142.0
144.0;148.0;652.0;369.0;-78.0;1060.0;392.0;208.0;104.0;-396.0;68.0
?;172.0;663.0;416.0;-5.0;1176.0;422.0;206.0;30.0;?;?
326.0;179.0;675.0;474.0;-10.0;1422.0;463.0;219.0;?;?;-4.0
?;183.0;688.0;?;-42.0;?;?;202.0;69.0;-836.0;-133.0
-192.0;184.0;701.0;530.0;-130.0;786.0;?;212.0;183.0;-685.0;217.0
83.0;161.0;712.0;?;?;972.0;532.0;173.0;243.0;?;175.0
214.0;?;718.0;2.0;325.0;1153.0;627.0;288.0;177.0;-678.0;50.0
?;?;729.0;309.0;-96.0;1068.0;?;460.0;149.0;-601.0;-54.0
58.0;?;737.0;434.0;400.0;994.0;534.0;404.0;10.0;?;-9.0
-202.0;216.0;749.0;269.0;?;840.0;571.0;335.0;?;-371.0;?
70.0;226.0;761.0;138.0;?;725.0;479.0;306.0;28.0;-303.0;50.0
151.0;200.0;777.0;169.0;134.0;673.0;319.0;?;11.0;-263.0;?
?;138.0;792.0;291.0;71.0;710.0;331.0;184.0;19.0;-232.0;49.0
4.0;?;806.0;377.0;24.0;755.0;435.0;126.0;?;?;41.0
130.0;?;823.0;386.0;32.0;?;?;?;-22.0;-271.0;?
59.0;28.0;838.0;311.0;62.0;831.0;515.0;?;132.0;-232.0;39.0
-11.0;?;857.0;290.0;78.0;874.0;490.0;60.0;138.0;-240.0;37.0
49.0;28.0;874.0;290.0;-8.0;989.0;?;51.0;101.0;-317.0;?
6.0;18.0;895.0;?;-111.0;984.0;449.0;32.0;58.0;-415.0;118.0
374.0;-58.0;913.0;?;-45.0;969.0;520.0;73.0;10.0;-337.0;138.0
30.0;3.0;931.0;382.0;-1.0;?;575.0;?;?;-436.0;?
-254.0;86.0;?;421.0;?;1269.0;630.0;106.0;?;-585.0;95.0
-17.0;42.0;960.0;?;-126.0;897.0;665.0;?;191.0;-560.0;351.0
104.0;25.0;975.0;369.0;-74.0;794.0;681.0;215.0;118.0;-503.0;?
?;56.0;992.0;506.0;-79.0;?;?;121.0;?;-680.0;282.0
72.0;40.0;?;802.0;197.0;1075.0;767.0;187.0;237.0;?;287.0
3.0;-25.0;?;1054.0;268.0;1104.0;978.0;638.0;290.0;?;256.0
?;?;1025.0;830.0;443.0;989.0;1161.0;728.0;1.0;-515.0;225.0
-17.0;247.0;1037.0;514.0;293.0;?;1198.0;364.0;-243.0;-483.0;100.0
-12.0;242.0;1052.0;376.0;237.0;808.0;984.0;420.0;?;-387.0;151.0
-66.0;294.0;?;322.0;157.0;748.0;789.0;455.0;?;-390.0;?
-33.0;478.0;1073.0;308.0;106.0;718.0;714.0;451.0;-380.0;?;181.0
?;462.0;1084.0;271.0;29.0;706.0;613.0;261.0;-629.0;-360.0;173.0
43.0;345.0;1091.0;201.0;29.0;?;542.0;174.0;-470.0;?;192.0
30.0;312.0;1104.0;206.0;43.0;804.0;463.0;134.0;?;-330.0;157.0
30.0;324.0;?;?;23.0;837.0;416.0;162.0;-212.0;-321.0;135.0
53.0;282.0;1124.0;184.0;-8.0;882.0;401.0;?;-163.0;-347.0;109.0
103.0;221.0;1132.0;104.0;-5.0;902.0;?;225.0;-80.0;-412.0;-6.0
126.0;179.0;1143.0;174.0;2.0;?;291.0;229.0;-78.0;-369.0;?
128.0;144.0;1153.0;133.0;-28.0;920.0;297.0;220.0;-20.0;-454.0;-8.0
-45.0;144.0;1162.0;162.0;-32.0;1103.0;?;192.0;-62.0;?;?
-113.0;124.0;1172.0;?;?;1240.0;274.0;163.0;-58.0;-839.0;2.0
-55.0;?;1178.0;214.0;-36.0;?;?;153.0;?;-709.0;-74.0
?;80.0;1188.0;?;?;878.0;367.0;140.0;61.0;?;234.0
223.0;209.0;1228.0;?;153.0;?;312.0;224.0;-193.0;-285.0;-156.0
243.0;211.0;1216.0;493.0;-3.0;975.0;184.0;203.0;-190.0;-394.0;-65.0
347.0;?;1210.0;-28.0;23.0;966.0;?;180.0;?;-528.0;68.0
205.0;189.0;1207.0;-17.0;-105.0;?;649.0;?;-134.0;-614.0;158.0
104.0;?;1203.0;?;-41.0;?;170.0;17.0;-65.0;-641.0;189.0
74.0;102.0;1201.0;213.0;123.0;779.0;818.0;50.0;-1.0;-653.0;126.0
?;67.0;1207.0;?;?;?;?;?;96.0;-631.0;57.0
6.0;61.0;1209.0;267.0;216.0;?;502.0;279.0;?;-602.0;3.0
63.0;53.0;1210.0;107.0;275.0;775.0;555.0;418.0;179.0;-601.0;17.0
?;64.0;1211.0;169.0;291.0;?;358.0;490.0;124.0;-583.0;-13.0
51.0;112.0;1206.0;?;293.0;847.0;?;467.0;43.0;-553.0;?
81.0;135.0;?;114.0;265.0;838.0;444.0;?;?;-501.0;-38.0
57.0;?;1193.0;34.0;297.0;900.0;?;319.0;-61.0;-469.0;-16.0
?;111.0;1184.0;?;262.0;1009.0;275.0;305.0;?;-421.0;34.0
155.0;174.0;1173.0;4.0;232.0;1107.0;339.0;316.0;-38.0;?;58.0
225.0;218.0;1161.0;54.0;?;1149.0;295.0;325.0;?;-281.0;46.0
273.0;227.0;1152.0;62.0;?;?;307.0;312.0;-172.0;-270.0;54.0
239.0;239.0;1145.0;?;28.0;1116.0;332.0;?;-172.0;-272.0;88.0
144.0;242.0;1138.0;10.0;?;1108.0;335.0;?;?;?;70.0
140.0;260.0;1133.0;?;-61.0;1057.0;?;228.0;-189.0;-273.0;68.0
?;242.0;1129.0;?;-109.0;?;297.0;183.0;-203.0;-315.0;?
104.0;203.0;1126.0;-70.0;?;913.0;307.0;117.0;-165.0;?;63.0
158.0;170.0;1123.0;-30.0;?;869.0;?;142.0;-72.0;-253.0;109.0
178.0;?;1121.0;1.0;-49.0;875.0;?;216.0;-24.0;-314.0;99.0
181.0;158.0;?;?;-71.0;?;262.0;246.0;-40.0;-362.0;153.0
187.0;146.0;1119.0;49.0;-43.0;891.0;266.0;238.0;-70.0;-351.0;158.0
?;143.0;1115.0;116.0;0.0;903.0;253.0;?;-79.0;-349.0;135.0
113.0;?;?;87.0;-28.0;932.0;?;216.0;-81.0;-380.0;115.0
126.0;161.0;1109.0;7.0;-17.0;932.0;342.0;198.0;?;-361.0;?
133.0;160.0;1104.0;20.0;?;?;?;?;-82.0;?;95.0
?;168.0;1101.0;79.0;?;909.0;?;228.0;-91.0;?;77.0
125.0;171.0;1096.0;82.0;58.0;890.0;329.0;?;-77.0;-399.0;100.0
72.0;179.0;1091.0;95.0;67.0;889.0;343.0;313.0;-57.0;-427.0;?
60.0;?;1087.0;176.0;80.0;904.0;329.0;326.0;-51.0;-438.0;53.0
?;191.0;1084.0;102.0;?;894.0;380.0;333.0;-68.0;-436.0;113.0
12.0;190.0;1082.0;16.0;145.0;942.0;435.0;340.0;-69.0;-452.0;113.0
25.0;198.0;1079.0;?;155.0;964.0;?;?;?;-458.0;115.0
136.0;?;1075.0;104.0;175.0;?;274.0;343.0;?;-486.0;91.0
226.0;193.0;1073.0;69.0;?;1053.0;289.0;?;?;-463.0;60.0
197.0;204.0;1069.0;47.0;226.0;?;289.0;379.0;-93.0;?;13.0
170.0;210.0;1066.0;-4.0;229.0;790.0;341.0;363.0;?;-397.0;43.0
189.0;192.0;1062.0;-63.0;188.0;852.0;?;299.0;-68.0;-399.0;7.0
319.0;158.0;?;-149.0;132.0;994.0;324.0;243.0;-24.0;-429.0;-1.0
347.0;119.0;?;-69.0;118.0;1008.0;265.0;?;0.0;?;30.0
305.0;?;1045.0;-35.0;-23.0;983.0;189.0;?;-20.0;-467.0;69.0
311.0;95.0;1039.0;?;3.0;909.0;151.0;?;?;-429.0;48.0
249.0;62.0;1031.0;?;157.0;914.0;286.0;?;4.0;-451.0;-51.0
?;1.0;1027.0;-87.0;154.0;884.0;?;?;171.0;-406.0;-90.0
235.0;4.0;1019.0;?;?;878.0;4.0;200.0;?;-404.0;-50.0
222.0;?;1014.0;-51.0;79.0;887.0;412.0;221.0;120.0;-377.0;?
138.0;26.0;?;?;?;911.0;403.0;184.0;53.0;-426.0;?
?;13.0;1007.0;?;76.0;?;?;147.0;41.0;-425.0;51.0
69.0;22.0;1003.0;51.0;99.0;?;461.0;?;74.0;-410.0;102.0
227.0;38.0;1001.0;101.0;?;873.0;345.0;150.0;92.0;?;72.0
124.0;?;1002.0;?;164.0;863.0;322.0;?;94.0;-444.0;28.0
