InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-80;-243.0;?;241.0;-197.0;297.0;?;-660.0
-84;-250.0;-433.0;183.0;-154.0;?;-35;-37.0
?;-223.0;-435.0;209.0;-173.0;184.0;-36;211.0
-78;-271.0;-440.0;?;-98.0;?;-36;?
?;-304.0;?;250.0;-112.0;?;-36;?
-61;-197.0;-461.0;288.0;-129.0;?;-37;?
-50;-205.0;-476.0;?;-231.0;541.0;?;75.0
-41;-327.0;-490.0;509.0;?;639.0;-37;-419.0
-30;-230.0;-504.0;?;264.0;548.0;-37;-928.0
-16;-397.0;?;-65.0;?;?;?;?
?;-361.0;-533.0;-22.0;434.0;-25.0;-37;288.0
3;-247.0;-550.0;-108.0;55.0;?;-37;617.0
7;-212.0;-569.0;-93.0;15.0;-147.0;-38;567.0
3;-157.0;-590.0;-76.0;370.0;-60.0;-41;190.0
-5;-165.0;-595.0;-127.0;371.0;?;-45;-158.0
-13;?;-592.0;-124.0;322.0;63.0;-55;-693.0
?;-161.0;-583.0;-99.0;103.0;149.0;-71;-1451.0
-21;-146.0;-583.0;-79.0;-111.0;154.0;?;-1799.0
?;-151.0;?;-69.0;?;?;?;-1675.0
-22;?;?;?;-275.0;99.0;-75;-1717.0
-21;-139.0;-653.0;?;-295.0;128.0;-83;?
?;-144.0;?;65.0;-355.0;175.0;-85;-2115.0
-21;-205.0;?;52.0;-532.0;?;-73;?
-21;-255.0;-713.0;84.0;-659.0;90.0;?;-2085.0
-21;-371.0;?;49.0;?;57.0;-52;-2265.0
-22;-118.0;?;2.0;-287.0;?;-40;-2322.0
?;-334.0;-773.0;73.0;-125.0;-10.0;-34;-1791.0
-22;-550.0;?;?;?;?;-29;-1400.0
-23;-421.0;-764.0;-92.0;-57.0;684.0;-22;?
?;-288.0;?;219.0;-163.0;621.0;-18;-1423.0
-23;-457.0;-788.0;?;-103.0;649.0;-17;?
-24;-417.0;-837.0;?;-54.0;716.0;-16;-545.0
-25;-409.0;?;?;?;687.0;-17;?
-26;-273.0;-936.0;220.0;79.0;380.0;-22;29.0
-28;-274.0;-979.0;239.0;90.0;158.0;?;419.0
-30;-323.0;-1019.0;193.0;5.0;?;-35;?
-32;-317.0;?;152.0;-40.0;98.0;-36;-522.0
?;?;-1071.0;172.0;134.0;188.0;-36;-1122.0
-48;-262.0;-1080.0;272.0;117.0;184.0;-36;-1216.0
-54;-308.0;?;275.0;161.0;?;-36;-1074.0
-59;-336.0;-1086.0;?;108.0;158.0;-36;-975.0
?;-283.0;-1080.0;269.0;143.0;132.0;-36;-921.0
?;?;-1073.0;?;133.0;169.0;-36;-861.0
-66;-111.0;-1066.0;243.0;?;169.0;-36;?
-66;-199.0;-1055.0;302.0;?;177.0;-36;-469.0
-67;-216.0;-1040.0;172.0;141.0;271.0;?;?
?;-86.0;-1019.0;-81.0;816.0;231.0;-36;792.0
-44;16.0;-973.0;-178.0;485.0;175.0;-36;588.0
-44;?;-932.0;-219.0;221.0;?;-36;357.0
-41;-18.0;-936.0;-269.0;445.0;-463.0;-36;-93.0
-37;?;?;-288.0;602.0;-668.0;?;?
-35;-116.0;-909.0;-177.0;665.0;-541.0;-35;-1047.0
-34;-270.0;?;?;561.0;-252.0;-35;-1152.0
?;-295.0;-899.0;0.0;323.0;?;-32;-959.0
?;-289.0;-912.0;88.0;94.0;215.0;-27;-508.0
-26;-199.0;?;103.0;-115.0;243.0;-22;-10.0
-25;-183.0;-942.0;95.0;?;173.0;-18;430.0
-25;?;-956.0;50.0;119.0;195.0;?;726.0
-25;-200.0;-962.0;-50.0;?;242.0;-16;735.0
-24;-166.0;-964.0;-101.0;386.0;337.0;-16;?
-24;-154.0;-966.0;-165.0;464.0;319.0;-18;-45.0
-24;-167.0;-970.0;-182.0;410.0;257.0;-24;-263.0
-24;-223.0;-974.0;-247.0;?;?;?;-251.0
-24;-247.0;-971.0;-258.0;367.0;116.0;?;?
-24;-208.0;-973.0;?;347.0;82.0;?;278.0
-24;-181.0;-973.0;-83.0;362.0;9.0;?;?
?;-237.0;?;-7.0;264.0;-123.0;?;?
-24;-254.0;-978.0;?;?;?;-47;-526.0
-24;-260.0;?;-29.0;104.0;43.0;-48;-806.0
?;-232.0;-981.0;-17.0;7.0;22.0;?;-755.0
-24;-224.0;?;?;-97.0;-44.0;?;-529.0
?;-291.0;-996.0;-27.0;-137.0;-118.0;-46;-358.0
-24;-251.0;-994.0;-51.0;-69.0;-154.0;-47;-352.0
-23;-253.0;-989.0;-20.0;-33.0;-177.0;-44;-343.0
-23;-304.0;-987.0;19.0;10.0;-151.0;-36;?
-23;-293.0;?;58.0;?;-87.0;?;-187.0
-23;-280.0;-978.0;?;-29.0;?;-34;?
-23;-241.0;-972.0;113.0;-134.0;64.0;?;-10.0
-23;-267.0;-965.0;117.0;-209.0;83.0;-30;?
-22;-254.0;-964.0;113.0;?;76.0;-30;-13.0
-19;-287.0;-964.0;94.0;?;14.0;?;?
?;-288.0;-967.0;40.0;-164.0;?;-30;?
-16;-235.0;-966.0;-15.0;-33.0;?;-30;-45.0
-18;?;?;-4.0;-103.0;-5.0;?;?
?;-322.0;?;?;-91.0;70.0;-30;10.0
-25;?;?;?;?;68.0;-30;-193.0
?;-296.0;-922.0;?;-216.0;?;-30;-307.0
?;-221.0;-913.0;-116.0;-367.0;77.0;-30;-396.0
-26;-169.0;-908.0;-60.0;-382.0;?;?;-470.0
?;?;-906.0;-34.0;-579.0;-216.0;-30;-532.0
?;-186.0;-903.0;-110.0;-685.0;-352.0;-30;-660.0
-27;-156.0;-903.0;-106.0;?;-272.0;-30;-664.0
-28;-163.0;-906.0;-22.0;-752.0;-94.0;-30;-416.0
-28;-205.0;-908.0;?;-677.0;-9.0;-30;?
-28;-192.0;?;?;?;-47.0;-30;-46.0
-28;-147.0;-912.0;77.0;-516.0;-74.0;-30;95.0
?;-66.0;-923.0;103.0;-479.0;?;-30;345.0
-28;-108.0;-929.0;?;-486.0;-93.0;-30;557.0
-28;-141.0;-933.0;105.0;-569.0;?;-30;?
-28;-168.0;?;59.0;-557.0;71.0;?;195.0
-28;-241.0;?;?;-475.0;?;-30;-122.0
-28;-293.0;-923.0;-64.0;-548.0;239.0;-30;-202.0
-28;-229.0;-921.0;-71.0;-617.0;97.0;-30;-18.0
-28;-182.0;-916.0;-52.0;?;-99.0;-30;332.0
-28;?;-907.0;-40.0;?;?;-30;?
?;-186.0;-900.0;-24.0;-549.0;-183.0;-30;712.0
-28;-193.0;-892.0;-37.0;-538.0;-92.0;-30;725.0
-28;?;-885.0;-86.0;-416.0;?;-30;541.0
?;-157.0;-879.0;-32.0;-430.0;-111.0;-30;362.0
-28;-208.0;?;?;?;?;-30;?
?;?;?;?;-417.0;-186.0;-30;280.0
?;-177.0;-870.0;-156.0;?;?;-30;349.0
-28;-154.0;?;-130.0;-650.0;-253.0;?;358.0
-28;-167.0;?;-114.0;-674.0;-254.0;-30;279.0
-28;?;-875.0;-140.0;-699.0;-210.0;-30;181.0
-28;?;-876.0;-178.0;-668.0;-172.0;-30;33.0
-28;-211.0;-874.0;?;?;-145.0;-30;?
-28;-238.0;-869.0;-178.0;-40.0;-176.0;?;-218.0
-28;-254.0;?;-127.0;-77.0;-231.0;-30;-162.0
?;-195.0;?;-87.0;?;?;-30;14.0
-28;-207.0;?;-7.0;-253.0;-197.0;-30;237.0
-28;-232.0;-874.0;45.0;-206.0;?;-30;300.0
-28;-203.0;-879.0;28.0;?;4.0;?;218.0
-28;-210.0;?;27.0;85.0;91.0;?;?
-28;-210.0;-876.0;?;219.0;129.0;-30;77.0
-28;-201.0;?;23.0;279.0;79.0;-30;94.0
-28;-223.0;?;65.0;183.0;58.0;-30;?
-28;-235.0;-864.0;68.0;0.0;?;-30;?
-28;-224.0;?;82.0;-166.0;70.0;-30;-337.0
?;?;-868.0;76.0;-210.0;97.0;-30;-359.0
-29;-257.0;-874.0;?;-206.0;?;?;-307.0
-30;-241.0;-879.0;87.0;-149.0;?;-30;-178.0
-31;-202.0;-880.0;?;?;91.0;-30;-67.0
-32;-227.0;-882.0;110.0;-47.0;77.0;-30;?
?;-210.0;-883.0;79.0;-26.0;106.0;?;-111.0
-32;-216.0;-884.0;49.0;-8.0;106.0;-30;-156.0
-32;-214.0;-888.0;72.0;-27.0;143.0;-30;-212.0
?;?;-533.0;-102.0;?;99.0;?;-1902.0
-29;-491.0;-542.0;-6.0;-500.0;?;-29;-1608.0
-29;-515.0;-557.0;84.0;-489.0;76.0;-27;-1278.0
-29;-495.0;-601.0;158.0;?;44.0;?;-956.0
-29;-466.0;-625.0;173.0;-405.0;135.0;-25;?
-29;-426.0;-626.0;304.0;?;?;-26;-762.0
-29;?;-628.0;357.0;134.0;?;?;-872.0
-29;-441.0;-619.0;?;?;570.0;-28;-853.0
-29;-510.0;-607.0;483.0;299.0;617.0;-30;?
-29;-497.0;?;510.0;271.0;?;-29;-1371.0
-30;-497.0;-553.0;480.0;177.0;?;?;-1478.0
-30;-484.0;-526.0;422.0;36.0;333.0;-30;-1469.0
?;-478.0;-505.0;?;?;362.0;-29;-1353.0
-33;-468.0;-478.0;443.0;?;415.0;-30;-1011.0
-36;-475.0;?;407.0;-12.0;?;-29;-538.0
-42;-477.0;-432.0;364.0;-81.0;390.0;-30;-150.0
?;?;-419.0;328.0;-229.0;?;-30;42.0
-53;?;-408.0;290.0;-335.0;214.0;?;-3.0
-55;-297.0;-407.0;259.0;-407.0;185.0;?;-244.0
-55;-258.0;-410.0;270.0;-424.0;183.0;-30;-501.0
-55;-253.0;-411.0;?;?;153.0;-30;-797.0
-52;-251.0;-417.0;?;-189.0;?;-30;-1051.0
?;-264.0;-420.0;134.0;25.0;150.0;-30;-1166.0
?;?;-420.0;138.0;139.0;203.0;?;-1174.0
-33;-175.0;-418.0;?;242.0;?;-30;-882.0
-28;-190.0;?;?;273.0;112.0;-30;-792.0
-20;?;-409.0;156.0;256.0;42.0;-30;-1107.0
?;-196.0;-404.0;207.0;257.0;?;-30;?
-16;-217.0;-400.0;241.0;157.0;195.0;-30;-1090.0
-12;-206.0;-396.0;324.0;11.0;298.0;-30;-864.0
-14;-169.0;-393.0;?;?;?;-31;-628.0
?;-140.0;-390.0;225.0;-103.0;464.0;-31;-324.0
?;-147.0;-386.0;?;?;?;-32;-81.0
-20;-173.0;-381.0;103.0;?;?;-35;24.0
?;-173.0;-375.0;88.0;-63.0;?;?;46.0
-26;-170.0;-371.0;12.0;?;219.0;-47;35.0
-27;?;?;-66.0;-114.0;43.0;?;37.0
-27;?;-363.0;-130.0;-169.0;-123.0;-63;112.0
-27;-218.0;-356.0;-214.0;?;-213.0;?;268.0
-27;-272.0;-346.0;?;?;-1.0;-74;922.0
-28;-394.0;-335.0;?;?;148.0;?;?
-28;-463.0;-332.0;-483.0;1.0;49.0;?;277.0
-28;?;-331.0;-641.0;184.0;-106.0;?;-841.0
-28;-426.0;-335.0;-666.0;311.0;-154.0;?;-1153.0
-28;-517.0;-345.0;-647.0;332.0;?;-68;?
-28;-480.0;-349.0;-625.0;314.0;-500.0;-61;?
?;-87.0;-345.0;-492.0;362.0;-904.0;-53;?
-28;-2.0;-336.0;-236.0;388.0;-1067.0;-44;3026.0
-28;-49.0;-326.0;-84.0;387.0;?;-37;2794.0
-28;-183.0;-312.0;45.0;128.0;-537.0;-30;1218.0
-28;-229.0;-296.0;276.0;-15.0;-218.0;-22;-862.0
-28;-283.0;-276.0;471.0;-71.0;119.0;-14;-2647.0
?;?;-260.0;533.0;-178.0;435.0;-8;?
?;-319.0;-244.0;?;?;1131.0;-10;-3897.0
-29;-286.0;-233.0;529.0;-189.0;1086.0;-14;-2005.0
-30;-234.0;-224.0;455.0;-103.0;839.0;-19;-292.0
-33;?;-217.0;404.0;-129.0;?;-23;580.0
?;-351.0;-210.0;305.0;-109.0;276.0;-24;991.0
-43;?;-204.0;181.0;-110.0;?;?;?
?;-256.0;-197.0;165.0;-101.0;?;?;430.0
-62;-262.0;-190.0;87.0;-47.0;56.0;?;?
-74;?;-181.0;156.0;?;21.0;?;15.0
-84;-292.0;-175.0;140.0;-141.0;2.0;-26;0.0
-86;-325.0;-167.0;114.0;-202.0;89.0;-26;?
-85;-245.0;-164.0;69.0;-257.0;138.0;?;?
-75;-182.0;-163.0;200.0;-336.0;168.0;-26;-365.0
-68;-261.0;-159.0;314.0;-362.0;191.0;-26;-470.0
-61;-214.0;-160.0;?;-317.0;-2.0;-26;-571.0
-49;-287.0;?;325.0;-140.0;-135.0;-26;?
?;-84.0;-179.0;?;?;-69.0;?;?
-32;?;-185.0;186.0;-132.0;54.0;-27;?
-22;?;-185.0;?;-170.0;78.0;-27;-303.0
-16;-125.0;-181.0;?;-148.0;-75.0;-27;95.0
-11;-190.0;-176.0;-75.0;-44.0;-206.0;-27;481.0
-7;?;-176.0;?;93.0;-224.0;-28;?
-9;?;-181.0;-270.0;?;-223.0;-28;?
?;-136.0;-190.0;-289.0;304.0;-240.0;-29;423.0
?;-126.0;-199.0;-338.0;?;-350.0;-31;290.0
-15;-110.0;-205.0;-312.0;?;?;-29;?
?;-66.0;?;?;312.0;-428.0;-35;509.0
?;-62.0;-199.0;-301.0;?;-344.0;?;?
-18;-80.0;-195.0;-298.0;265.0;-292.0;-62;609.0
-18;?;-201.0;-294.0;238.0;-292.0;-70;581.0
-19;-48.0;-208.0;-313.0;206.0;-330.0;-69;721.0
?;-141.0;-217.0;?;?;-349.0;-73;912.0
-18;-203.0;-224.0;-417.0;?;-332.0;-72;836.0
-18;?;?;-549.0;272.0;-340.0;-67;590.0
?;-144.0;-238.0;?;297.0;-265.0;?;?
-18;?;-260.0;-638.0;323.0;-290.0;-57;966.0
-18;-399.0;-286.0;-659.0;243.0;-102.0;-51;1238.0
-18;-359.0;-311.0;?;201.0;-3.0;?;1358.0
?;-359.0;?;-449.0;195.0;-66.0;?;1368.0
-18;-243.0;-380.0;-390.0;-43.0;-261.0;-30;1406.0
-18;?;-424.0;?;-21.0;-482.0;-29;1165.0
-19;-306.0;-436.0;-132.0;445.0;-439.0;-17;781.0
-19;-308.0;-421.0;61.0;467.0;-190.0;-9;302.0
?;-281.0;-424.0;178.0;?;42.0;?;?
-20;-306.0;-466.0;234.0;-351.0;358.0;?;-577.0
-21;-304.0;-509.0;325.0;?;435.0;-19;-737.0
-29;-326.0;?;282.0;-790.0;?;?;-797.0
-37;-316.0;-612.0;253.0;-905.0;192.0;-24;-561.0
-44;?;-625.0;208.0;-843.0;109.0;-24;-201.0
-58;?;-625.0;119.0;-706.0;?;-24;?
-75;-276.0;-602.0;118.0;-468.0;97.0;-24;391.0
-80;-253.0;?;124.0;-105.0;?;-24;674.0
-75;-268.0;-568.0;173.0;278.0;29.0;-25;?
-69;-273.0;-545.0;111.0;?;7.0;?;943.0
-61;-340.0;-522.0;-3.0;349.0;52.0;-25;1069.0
-54;-52.0;-494.0;?;?;171.0;-25;1232.0
-59;-345.0;-493.0;?;297.0;153.0;-25;?
-53;-433.0;-527.0;223.0;79.0;61.0;-25;?
-30;-398.0;-593.0;?;38.0;-118.0;-26;-327.0
-21;-333.0;-669.0;224.0;-185.0;-262.0;-25;-406.0
-15;-172.0;-731.0;184.0;-11.0;-441.0;-26;448.0
-11;-212.0;-753.0;104.0;-13.0;-657.0;?;1911.0
-13;?;-755.0;-48.0;?;-692.0;-26;3052.0
-12;-61.0;-754.0;-240.0;-190.0;-577.0;-29;3467.0
?;-157.0;-751.0;-311.0;-138.0;-639.0;-32;?
-43;?;-706.0;416.0;-265.0;?;-10;-1401.0
-43;?;-709.0;440.0;?;521.0;-19;-838.0
-44;?;-709.0;401.0;-285.0;428.0;-20;-339.0
-57;-325.0;-710.0;343.0;-345.0;322.0;?;?
-73;-309.0;-712.0;?;-344.0;189.0;-22;?
-76;-282.0;-717.0;242.0;-333.0;?;-24;-275.0
-77;-226.0;-724.0;282.0;-270.0;?;-23;-269.0
-82;-197.0;-734.0;308.0;-204.0;-23.0;-24;-279.0
-81;-249.0;?;?;-133.0;52.0;-24;-364.0
-81;-353.0;-752.0;?;-66.0;232.0;-24;-708.0
-78;13.0;-760.0;?;-140.0;?;?;-638.0
-71;-235.0;?;?;?;414.0;?;-316.0
-61;-221.0;-768.0;536.0;-92.0;486.0;?;-468.0
-51;-291.0;?;236.0;208.0;489.0;-25;-937.0
-45;-157.0;?;?;?;349.0;-25;-403.0
-33;?;-804.0;-127.0;-177.0;-197.0;-25;655.0
?;-357.0;?;-175.0;-433.0;?;?;912.0
?;-203.0;-840.0;-205.0;-286.0;?;-25;667.0
-18;-94.0;?;-204.0;?;-169.0;?;121.0
-17;-93.0;-879.0;-127.0;219.0;-39.0;?;-133.0
-17;-106.0;-889.0;-130.0;356.0;77.0;-25;-5.0
-17;-178.0;?;-49.0;284.0;81.0;-25;-132.0
-15;?;?;-34.0;45.0;145.0;-27;-590.0
-13;-112.0;-895.0;9.0;-69.0;133.0;-28;-1493.0
-14;-57.0;-906.0;30.0;?;?;-29;-2374.0
-14;?;-918.0;?;-433.0;155.0;-31;?
?;-84.0;-927.0;106.0;-409.0;155.0;-31;-2094.0
-14;-110.0;-934.0;56.0;-434.0;151.0;-30;?
-14;-132.0;-935.0;75.0;?;?;-28;-1332.0
-15;-159.0;-934.0;95.0;?;6.0;?;-1654.0
-15;-132.0;-928.0;144.0;?;-63.0;-27;?
-16;-21.0;-920.0;256.0;-328.0;-165.0;-28;-2753.0
-19;-179.0;-919.0;?;-168.0;-201.0;-28;-2778.0
-20;-751.0;-913.0;21.0;-27.0;52.0;-29;-2583.0
-20;-458.0;-908.0;-53.0;128.0;?;-28;-2669.0
?;-129.0;-897.0;214.0;112.0;484.0;-26;-2441.0
?;-369.0;?;178.0;405.0;610.0;-25;-1699.0
-18;?;-887.0;137.0;481.0;763.0;?;-992.0
-18;-450.0;-888.0;124.0;-12.0;606.0;-23;-968.0
-18;-493.0;-898.0;?;-85.0;?;?;?
-18;-546.0;-905.0;250.0;-139.0;548.0;-22;-1914.0
-18;-567.0;-911.0;302.0;?;544.0;?;-2165.0
-17;-593.0;-912.0;?;?;516.0;-22;-1911.0
?;-444.0;-913.0;?;-310.0;352.0;?;-1220.0
-17;-426.0;-910.0;239.0;-141.0;250.0;?;?
-17;?;-910.0;237.0;-84.0;137.0;?;-612.0
-17;-420.0;-916.0;?;-102.0;?;-22;-784.0
-17;?;?;188.0;-89.0;249.0;-22;-1135.0
-17;-505.0;-923.0;131.0;-66.0;?;-22;-1215.0
-17;-488.0;?;75.0;-21.0;386.0;?;-1010.0
-17;-325.0;-928.0;124.0;-107.0;137.0;-22;?
-17;?;-928.0;?;?;-144.0;-22;?
-17;-392.0;-927.0;?;-275.0;-230.0;?;-98.0
-17;?;?;-110.0;-306.0;-152.0;?;?
-17;-291.0;-917.0;?;-170.0;3.0;-22;-156.0
-17;-373.0;-904.0;-69.0;-114.0;-33.0;-23;?
?;-432.0;?;-124.0;77.0;-99.0;?;-96.0
?;?;-882.0;-152.0;65.0;?;-23;120.0
-17;-443.0;-842.0;-121.0;-1190.0;-166.0;-23;?
-17;-276.0;-811.0;-37.0;?;-153.0;?;345.0
-17;-429.0;-802.0;-53.0;?;-118.0;-23;376.0
?;-325.0;?;-90.0;-1025.0;?;-23;?
-17;-336.0;-721.0;-64.0;-1212.0;?;?;594.0
-17;-352.0;?;2.0;-1089.0;-96.0;-22;261.0
-17;-346.0;-631.0;?;-957.0;-80.0;-22;76.0
-17;-260.0;-572.0;64.0;-922.0;-18.0;-22;181.0
-17;-290.0;?;134.0;-797.0;80.0;-22;230.0
-17;?;-591.0;182.0;-225.0;180.0;-22;-25.0
-17;-381.0;-616.0;115.0;378.0;?;?;-261.0
-17;-373.0;?;62.0;694.0;323.0;-22;-373.0
-17;-329.0;-617.0;29.0;766.0;391.0;-22;-516.0
-17;?;-635.0;74.0;788.0;332.0;-22;-611.0
?;-308.0;?;72.0;809.0;244.0;?;-473.0
-17;-326.0;-638.0;82.0;523.0;?;-22;?
-17;?;-641.0;?;432.0;90.0;-22;-199.0
?;?;-663.0;179.0;241.0;162.0;-22;?
?;-391.0;-668.0;160.0;143.0;166.0;-22;-611.0
-17;-412.0;-663.0;174.0;71.0;181.0;-22;-660.0
-17;-362.0;-653.0;170.0;-7.0;141.0;-22;-556.0
-21;-360.0;-631.0;?;-64.0;54.0;-22;-348.0
-22;-347.0;?;211.0;-142.0;-58.0;?;-114.0
-25;-335.0;-637.0;209.0;-111.0;-38.0;?;-68.0
-32;-340.0;-644.0;?;-133.0;14.0;-22;-225.0
-35;-321.0;-643.0;305.0;-26.0;70.0;-23;-398.0
-35;?;-640.0;279.0;-11.0;149.0;-23;-480.0
?;-269.0;-648.0;267.0;-72.0;176.0;-23;-422.0
-39;-266.0;-646.0;?;-105.0;198.0;-23;-419.0
-35;-237.0;-641.0;237.0;-89.0;231.0;-23;-471.0
-33;-211.0;-644.0;183.0;-12.0;?;-23;-566.0
-31;-196.0;-644.0;130.0;29.0;270.0;-24;-558.0
?;-193.0;-639.0;147.0;-65.0;?;?;-526.0
?;-155.0;-627.0;145.0;-143.0;339.0;-25;-368.0
-22;-178.0;-614.0;189.0;?;308.0;?;-260.0
-22;-227.0;-612.0;151.0;?;233.0;-26;-193.0
?;-229.0;-608.0;59.0;?;149.0;-28;-167.0
-20;-213.0;-616.0;42.0;-174.0;?;-32;-59.0
-20;-206.0;?;12.0;?;91.0;-34;17.0
-20;?;-611.0;?;?;110.0;-42;49.0
?;-166.0;-609.0;63.0;-273.0;?;-51;?
-19;-201.0;-613.0;48.0;-253.0;82.0;-49;236.0
?;?;-618.0;18.0;-145.0;?;-54;159.0
-19;-255.0;-615.0;-56.0;-117.0;-10.0;-65;37.0
-19;-258.0;?;-110.0;?;?;-61;?
-19;-240.0;-604.0;?;-301.0;?;?;81.0
-19;-281.0;-595.0;-240.0;?;?;-49;129.0
-19;-260.0;-581.0;-327.0;-692.0;-278.0;-45;187.0
?;-399.0;-571.0;?;?;-316.0;-41;?
-19;-393.0;-567.0;-465.0;-471.0;-296.0;-36;635.0
?;-179.0;-561.0;-440.0;-389.0;-417.0;-35;1209.0
?;-199.0;-560.0;?;-309.0;-624.0;-35;1637.0
-19;-256.0;-562.0;-225.0;-220.0;-757.0;-33;1618.0
-19;-279.0;?;-195.0;-140.0;-599.0;-31;?
-20;-304.0;-564.0;?;-50.0;-384.0;-31;785.0
-20;-302.0;-566.0;-174.0;102.0;-189.0;-31;761.0
-20;?;-571.0;?;132.0;-193.0;-31;1032.0
-20;-260.0;-584.0;-200.0;119.0;-408.0;?;1495.0
?;-261.0;-593.0;-212.0;124.0;?;?;1819.0
-20;-239.0;-595.0;-259.0;89.0;-775.0;-31;1934.0
?;-239.0;-596.0;-334.0;107.0;-714.0;-31;1852.0
?;?;?;?;?;?;-31;1735.0
-20;?;-597.0;-437.0;?;-464.0;-31;1664.0
?;-104.0;-601.0;-465.0;-86.0;-457.0;?;?
?;-209.0;-605.0;-530.0;-172.0;-394.0;-31;1581.0
-18;-177.0;?;-604.0;-121.0;-397.0;-31;1290.0
-18;-9.0;-605.0;?;-119.0;?;-31;1015.0
-18;-78.0;-606.0;?;-291.0;-686.0;-31;973.0
-20;?;?;-492.0;-270.0;-668.0;-31;1394.0
-23;-265.0;-602.0;-465.0;-90.0;-565.0;-31;1432.0
?;?;?;-388.0;?;?;-31;?
-27;-198.0;-603.0;-228.0;54.0;?;-31;-17.0
-27;-224.0;-598.0;-80.0;57.0;-184.0;?;-232.0
-27;-203.0;-597.0;-19.0;119.0;-197.0;?;329.0
-27;-235.0;-606.0;-20.0;?;-214.0;?;1227.0
-28;-250.0;?;?;-123.0;-156.0;?;?
-28;-166.0;-649.0;-9.0;-339.0;?;-31;1316.0
-28;-170.0;-672.0;-33.0;-348.0;?;-32;1641.0
-28;-207.0;-679.0;-83.0;-254.0;-129.0;-31;1910.0
-28;-235.0;-678.0;-99.0;?;-177.0;-32;?
-28;-198.0;-680.0;-112.0;-198.0;?;-37;?
-28;-148.0;-680.0;-151.0;-258.0;-337.0;-41;1028.0
-28;-158.0;?;-166.0;-357.0;-364.0;-45;1060.0
-28;-150.0;-680.0;?;-305.0;-361.0;-51;?
-28;-156.0;-684.0;-202.0;-517.0;-331.0;-55;?
?;-173.0;-684.0;-243.0;?;-350.0;?;943.0
-28;-186.0;-687.0;?;-486.0;?;-63;767.0
-28;-240.0;-676.0;-297.0;-780.0;-395.0;-64;?
-28;-216.0;?;-229.0;-850.0;-429.0;?;593.0
-28;-250.0;?;-182.0;?;-459.0;?;427.0
-28;-252.0;-652.0;-152.0;-817.0;-496.0;-58;333.0
?;-272.0;-640.0;?;?;?;-53;?
-28;-271.0;?;-122.0;-499.0;?;-48;672.0
-28;-269.0;-606.0;-71.0;-607.0;-138.0;-45;710.0
-28;?;-589.0;-30.0;?;?;-42;?
-28;?;-573.0;-80.0;-652.0;-23.0;?;?
-28;-342.0;-557.0;-129.0;-629.0;-100.0;-35;?
-28;-360.0;-545.0;-231.0;-579.0;-121.0;-32;348.0
-28;?;-536.0;-275.0;-555.0;?;-29;?
?;-343.0;-528.0;-278.0;-497.0;-243.0;-27;554.0
?;-331.0;-519.0;-280.0;-429.0;-330.0;?;?
-28;?;-516.0;?;?;-379.0;-24;643.0
-28;-346.0;-508.0;-235.0;-474.0;-399.0;-26;622.0
?;-353.0;?;-197.0;?;-351.0;-29;532.0
-28;-344.0;-505.0;-175.0;-587.0;-330.0;-30;?
-28;-352.0;-507.0;-158.0;-688.0;-318.0;-30;315.0
-29;-350.0;?;-122.0;-780.0;?;-31;341.0
-31;?;-499.0;-101.0;?;?;-31;387.0
-31;-354.0;?;-75.0;-510.0;-254.0;-32;325.0
-31;-345.0;-456.0;?;-500.0;-181.0;-32;?
-40;-338.0;?;?;-480.0;-139.0;-32;-9.0
?;-355.0;?;36.0;?;-52.0;-32;-99.0
-44;-320.0;-386.0;?;?;-37.0;-32;?
-41;-320.0;-368.0;75.0;?;-71.0;?;152.0
-37;-438.0;-348.0;159.0;322.0;-29.0;-32;186.0
?;-187.0;?;54.0;436.0;107.0;-32;?
-24;-192.0;-276.0;37.0;277.0;98.0;-32;465.0
-17;-313.0;?;-4.0;?;94.0;-32;719.0
-12;-440.0;-331.0;?;539.0;93.0;-32;751.0
-5;-200.0;-387.0;-227.0;721.0;-57.0;-32;660.0
3;-36.0;-394.0;?;582.0;-285.0;?;582.0
9;-112.0;-357.0;-112.0;?;-317.0;-33;559.0
12;-247.0;-343.0;-170.0;267.0;-168.0;?;479.0
12;?;-332.0;-64.0;272.0;?;-33;277.0
12;-233.0;-307.0;-9.0;?;195.0;-34;42.0
10;-249.0;-295.0;?;7.0;112.0;?;-15.0
2;-219.0;?;-83.0;-64.0;?;-39;?
-4;?;-289.0;-101.0;?;-208.0;-43;742.0
-4;-160.0;-283.0;-109.0;-286.0;?;?;1015.0
-5;-149.0;?;-156.0;-411.0;-155.0;-55;826.0
-7;?;-255.0;-190.0;-473.0;-118.0;?;370.0
?;-174.0;-244.0;-150.0;-643.0;?;-65;-100.0
-6;-203.0;?;-195.0;-754.0;-68.0;?;-271.0
-7;-270.0;-231.0;-219.0;-914.0;-115.0;-84;70.0
-6;-287.0;-223.0;-221.0;-1175.0;-180.0;-77;524.0
-7;-275.0;-220.0;?;?;-254.0;-77;837.0
-6;-300.0;-226.0;?;-1359.0;?;-74;935.0
-6;-327.0;?;-107.0;-1405.0;-306.0;?;?
