InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
490.0;-272.0;?;?;64.0;-136.0;?;?;406.0;-124.0;-337.0
490.0;-274.0;?;19;66.0;-176.0;-29;?;409.0;-176.0;?
491.0;-278.0;?;19;69.0;-193.0;-29;-12;411.0;-157.0;-344.0
491.0;?;75;?;72.0;?;-29;?;?;-127.0;-347.0
491.0;-280.0;75;19;74.0;-131.0;-29;-12;414.0;-134.0;-350.0
491.0;?;75;?;77.0;-137.0;?;-12;?;-66.0;-353.0
?;-280.0;75;19;80.0;-94.0;-29;-12;?;-42.0;-355.0
490.0;-280.0;74;19;83.0;-183.0;?;-12;?;-88.0;?
490.0;-280.0;75;?;85.0;-139.0;-29;-12;417.0;?;?
489.0;-280.0;74;?;87.0;-106.0;-29;-12;416.0;-68.0;-359.0
488.0;-280.0;74;19;87.0;-121.0;-29;?;?;-86.0;?
488.0;-279.0;74;19;?;-107.0;?;-12;413.0;-70.0;-359.0
487.0;-279.0;74;19;?;-121.0;-29;?;412.0;-76.0;?
488.0;?;75;19;85.0;?;-29;-12;412.0;-93.0;-359.0
488.0;-278.0;74;19;?;-144.0;?;-12;413.0;-78.0;-359.0
488.0;-276.0;?;19;85.0;-129.0;?;?;415.0;-40.0;-359.0
488.0;-274.0;74;19;85.0;-97.0;-29;?;414.0;?;-357.0
?;?;?;19;86.0;-107.0;-29;-12;?;7.0;-358.0
489.0;-276.0;74;19;87.0;?;-29;-12;?;-1.0;?
489.0;-275.0;74;19;87.0;?;?;-12;408.0;4.0;-357.0
489.0;-274.0;74;?;87.0;-95.0;?;-12;407.0;7.0;-356.0
488.0;?;74;?;86.0;-139.0;?;?;?;6.0;-356.0
?;-272.0;74;19;83.0;-46.0;-29;-12;407.0;30.0;-354.0
487.0;?;74;19;81.0;-30.0;-29;-12;409.0;9.0;-353.0
?;-272.0;75;19;81.0;-106.0;-29;-12;410.0;-61.0;?
?;-273.0;75;19;?;-134.0;-29;-12;409.0;-46.0;-354.0
490.0;-274.0;75;19;78.0;-100.0;-29;-12;?;-43.0;-354.0
489.0;-274.0;75;?;?;-129.0;-29;-12;414.0;-3.0;-354.0
?;-272.0;75;?;?;-90.0;-29;-12;?;65.0;-353.0
?;?;75;19;73.0;-73.0;-29;-12;?;?;-351.0
481.0;-268.0;75;19;70.0;?;-29;-12;?;195.0;-349.0
476.0;-262.0;75;?;?;?;-29;-12;402.0;?;-346.0
?;-257.0;75;19;59.0;-78.0;-29;-12;393.0;?;?
465.0;-252.0;75;19;54.0;-125.0;-29;-12;?;173.0;-340.0
?;?;75;19;49.0;-109.0;-29;-12;370.0;186.0;-338.0
?;-239.0;75;19;42.0;-105.0;-29;?;354.0;?;-336.0
447.0;-232.0;74;19;37.0;-60.0;-29;?;345.0;147.0;-334.0
442.0;?;74;19;35.0;-161.0;?;?;336.0;110.0;-334.0
436.0;-220.0;74;19;?;-38.0;-29;-12;?;108.0;-334.0
?;-216.0;74;19;?;-32.0;-29;-12;322.0;77.0;-334.0
427.0;-215.0;74;?;45.0;-155.0;-29;-11;?;53.0;-336.0
421.0;?;?;19;47.0;114.0;-29;-11;312.0;136.0;?
418.0;-200.0;?;19;55.0;?;-29;-11;?;142.0;-340.0
?;-200.0;?;19;68.0;-121.0;-29;-11;?;-120.0;?
?;-198.0;?;19;74.0;-29.0;-29;-11;309.0;?;?
408.0;-193.0;74;19;?;-9.0;-29;-11;310.0;-167.0;-344.0
406.0;-192.0;74;19;?;-65.0;?;-11;313.0;-144.0;-343.0
?;-191.0;75;19;?;-19.0;-29;-11;315.0;-28.0;-342.0
396.0;-186.0;75;19;69.0;39.0;-29;-9;316.0;30.0;-342.0
390.0;-179.0;76;?;63.0;11.0;-29;-9;313.0;-45.0;?
388.0;-176.0;77;?;59.0;17.0;?;-9;311.0;-118.0;?
?;?;76;19;59.0;41.0;?;-8;?;?;?
389.0;?;78;19;60.0;?;?;-9;312.0;-257.0;?
390.0;?;82;?;61.0;9.0;?;-9;316.0;?;-349.0
390.0;-190.0;83;19;61.0;?;?;-9;320.0;-264.0;-353.0
389.0;-195.0;84;19;59.0;27.0;-29;?;?;-252.0;?
386.0;-199.0;85;19;?;26.0;-29;-9;?;-253.0;-361.0
384.0;-206.0;?;18;58.0;?;-29;-9;337.0;-255.0;-365.0
383.0;-218.0;87;?;61.0;75.0;-29;-9;347.0;-297.0;-371.0
?;-234.0;?;18;67.0;169.0;?;?;358.0;?;-378.0
383.0;-255.0;89;18;?;107.0;-29;-9;370.0;?;-385.0
387.0;?;?;?;90.0;-1.0;-28;-10;379.0;-578.0;-393.0
?;-297.0;91;17;104.0;-126.0;-27;-10;386.0;-530.0;-399.0
403.0;-313.0;94;17;111.0;-65.0;-25;-10;394.0;-388.0;-401.0
416.0;?;?;17;113.0;10.0;-24;-10;401.0;?;-399.0
434.0;-342.0;96;?;?;3.0;-23;-10;407.0;-339.0;-396.0
?;-360.0;97;17;121.0;?;-23;-10;416.0;-378.0;-394.0
?;?;95;?;?;?;-22;-10;424.0;-576.0;-393.0
512.0;-384.0;92;17;140.0;-63.0;-22;-10;?;-673.0;-396.0
?;-383.0;91;17;?;?;-22;-10;449.0;-806.0;-396.0
572.0;?;91;17;187.0;-62.0;-22;?;457.0;?;-394.0
?;-396.0;?;?;?;-138.0;-22;-10;463.0;-1221.0;-395.0
?;-411.0;?;?;284.0;-167.0;?;?;468.0;-1327.0;-399.0
687.0;-425.0;88;17;342.0;-298.0;?;-11;470.0;-1385.0;-402.0
?;-429.0;86;17;395.0;-382.0;?;-11;472.0;-1408.0;?
?;-419.0;?;17;?;-394.0;-22;?;471.0;-1362.0;-388.0
762.0;-396.0;?;16;465.0;-457.0;-22;-11;468.0;-1113.0;?
780.0;-363.0;81;16;?;?;-23;-11;465.0;?;-377.0
?;-335.0;78;16;?;90.0;-24;?;463.0;-34.0;-366.0
799.0;-326.0;76;?;496.0;70.0;-25;?;459.0;?;-355.0
809.0;-333.0;?;15;516.0;-2.0;-25;-11;455.0;?;-351.0
818.0;-345.0;76;15;534.0;-91.0;-25;-11;451.0;287.0;-352.0
822.0;-352.0;76;?;544.0;?;?;-11;447.0;?;-353.0
824.0;?;76;?;547.0;?;-26;-11;444.0;395.0;-351.0
?;-357.0;?;15;547.0;197.0;?;?;445.0;480.0;?
827.0;-361.0;76;15;548.0;?;?;-11;447.0;435.0;-351.0
830.0;-368.0;75;15;550.0;215.0;-26;-11;449.0;329.0;-353.0
834.0;-376.0;74;15;555.0;261.0;-26;-11;?;203.0;-356.0
837.0;-384.0;74;15;?;177.0;-25;-11;454.0;?;-361.0
?;-390.0;73;?;569.0;161.0;-25;-11;446.0;40.0;-364.0
840.0;-392.0;72;15;573.0;?;?;?;450.0;94.0;?
843.0;-392.0;?;15;578.0;?;-25;-11;453.0;?;-363.0
845.0;-392.0;72;15;583.0;178.0;?;-11;465.0;53.0;-364.0
848.0;-393.0;72;15;589.0;174.0;-25;-12;471.0;-53.0;-366.0
852.0;?;72;?;?;159.0;-25;?;475.0;-70.0;-366.0
855.0;-396.0;73;15;602.0;?;-25;-12;475.0;-7.0;-365.0
857.0;-396.0;73;16;604.0;?;-25;?;477.0;68.0;?
857.0;-393.0;74;16;?;230.0;?;-11;?;36.0;?
857.0;-391.0;75;16;607.0;202.0;-25;?;473.0;36.0;-364.0
856.0;-390.0;?;16;607.0;?;?;-12;470.0;-2.0;-364.0
855.0;?;81;15;605.0;?;-24;-12;?;?;-364.0
?;-389.0;86;14;602.0;192.0;-24;-11;459.0;-12.0;-364.0
852.0;-391.0;91;13;598.0;?;?;-11;453.0;-19.0;?
?;-394.0;97;11;?;?;?;-11;446.0;-14.0;-365.0
846.0;-398.0;97;9;591.0;187.0;-26;-12;440.0;-22.0;?
842.0;-406.0;100;?;?;113.0;-27;-12;440.0;-41.0;-370.0
?;?;94;0;591.0;90.0;?;-12;445.0;-6.0;-374.0
837.0;-438.0;84;-3;590.0;69.0;-33;-12;?;46.0;-382.0
834.0;?;86;-4;?;26.0;-32;-12;476.0;8.0;?
829.0;-478.0;79;-3;592.0;-7.0;-35;?;496.0;-18.0;-411.0
?;-493.0;92;-4;?;?;-29;-12;?;-37.0;-429.0
?;?;?;-3;588.0;68.0;-39;-12;542.0;18.0;?
813.0;-521.0;3;-2;586.0;16.0;-69;-11;569.0;?;?
807.0;-533.0;1;0;581.0;-9.0;?;-12;597.0;?;-480.0
801.0;-544.0;6;4;576.0;29.0;-82;-12;622.0;?;?
795.0;?;?;4;?;54.0;-86;-11;640.0;220.0;?
791.0;-563.0;?;1;?;23.0;-83;-11;650.0;194.0;-515.0
788.0;-570.0;3;1;566.0;11.0;-84;?;650.0;103.0;-523.0
?;?;4;0;566.0;-18.0;-84;-11;641.0;43.0;-530.0
782.0;-581.0;4;1;567.0;-15.0;-84;-11;626.0;-7.0;-537.0
?;-584.0;4;?;?;-10.0;-85;-11;608.0;-81.0;-544.0
778.0;?;?;1;574.0;-39.0;-84;-11;591.0;-146.0;?
777.0;-588.0;4;1;579.0;-11.0;-85;?;579.0;?;-554.0
779.0;-589.0;4;1;582.0;?;-85;-11;570.0;?;-556.0
782.0;-591.0;4;1;585.0;-16.0;-85;-9;?;-199.0;?
785.0;-594.0;4;1;591.0;1.0;-85;-9;?;-297.0;-558.0
789.0;-598.0;4;?;598.0;-2.0;-85;-10;557.0;?;?
795.0;?;4;1;607.0;58.0;-85;?;554.0;?;-560.0
800.0;?;4;1;?;46.0;-85;-9;554.0;-450.0;-561.0
803.0;-615.0;5;1;628.0;-19.0;-85;?;558.0;-508.0;-566.0
805.0;-620.0;5;0;643.0;?;?;-8;563.0;-586.0;?
806.0;?;5;?;656.0;-90.0;-85;-9;567.0;?;-570.0
806.0;?;?;0;669.0;-82.0;-85;-10;?;-385.0;?
805.0;-616.0;5;0;682.0;-65.0;-85;-11;586.0;-421.0;-578.0
?;-609.0;5;?;695.0;-48.0;-85;?;599.0;-479.0;?
798.0;-604.0;6;?;708.0;-41.0;?;-13;?;?;-590.0
?;-601.0;6;0;718.0;-17.0;-85;-17;620.0;-415.0;-595.0
795.0;-601.0;6;0;727.0;-8.0;-85;-22;627.0;-385.0;-598.0
795.0;-604.0;6;?;734.0;-65.0;-85;-28;634.0;-331.0;?
795.0;-608.0;6;?;738.0;-53.0;-85;-36;641.0;-235.0;-600.0
794.0;-613.0;?;0;740.0;?;-85;-40;?;-182.0;-600.0
792.0;-617.0;6;0;?;-34.0;?;?;648.0;-62.0;?
790.0;-622.0;6;0;739.0;-9.0;?;-39;649.0;22.0;-603.0
?;-627.0;6;?;737.0;?;-85;-38;649.0;71.0;-605.0
783.0;-632.0;6;0;735.0;51.0;-84;-37;?;160.0;-607.0
778.0;-637.0;6;-1;732.0;-19.0;-83;-37;644.0;213.0;-610.0
774.0;-641.0;5;-11;?;?;-77;-37;639.0;284.0;?
?;-644.0;6;-20;727.0;185.0;-72;?;635.0;294.0;-618.0
760.0;-645.0;5;-23;728.0;134.0;-70;?;631.0;126.0;-625.0
751.0;?;?;-32;730.0;120.0;-76;?;627.0;-9.0;-631.0
743.0;-646.0;?;-32;733.0;180.0;-101;-39;623.0;?;?
735.0;-646.0;-5;-30;737.0;210.0;-88;-39;618.0;-224.0;-632.0
725.0;-644.0;-6;-27;744.0;114.0;-113;-39;614.0;-517.0;-630.0
716.0;-641.0;-9;?;752.0;35.0;-125;-40;608.0;-774.0;-626.0
704.0;-634.0;?;-2;758.0;23.0;?;?;603.0;-948.0;?
?;-623.0;-13;6;765.0;-36.0;-205;-40;596.0;-1286.0;-612.0
675.0;-608.0;-15;16;772.0;-189.0;29;-40;585.0;?;-602.0
663.0;-590.0;-17;22;776.0;-288.0;220;?;574.0;-1634.0;-590.0
654.0;-573.0;?;30;780.0;-247.0;149;-40;566.0;-1329.0;-576.0
650.0;-554.0;-10;38;789.0;-188.0;164;?;560.0;?;?
648.0;-534.0;-6;45;801.0;?;167;-40;557.0;-1226.0;?
647.0;-512.0;-5;49;814.0;-53.0;159;-40;555.0;-1233.0;-527.0
?;-490.0;?;48;823.0;-14.0;?;-41;551.0;?;?
643.0;-468.0;-6;48;?;69.0;?;?;544.0;-1331.0;-508.0
636.0;-445.0;-7;46;834.0;-83.0;166;-42;534.0;?;-504.0
624.0;?;-9;40;834.0;-56.0;158;-43;525.0;?;-504.0
606.0;-404.0;-10;39;832.0;13.0;158;-45;517.0;-1510.0;?
584.0;-385.0;-10;35;825.0;-24.0;162;-62;?;-1416.0;-510.0
?;-372.0;-11;32;?;-38.0;162;-82;?;-1064.0;-508.0
543.0;-367.0;?;32;796.0;-15.0;162;-101;472.0;-603.0;-502.0
527.0;-368.0;-11;31;780.0;12.0;163;-116;?;-273.0;-496.0
515.0;-374.0;-11;32;770.0;94.0;163;?;449.0;-310.0;-490.0
?;-384.0;?;32;762.0;81.0;163;-71;?;-574.0;-486.0
?;?;-11;32;753.0;?;162;-49;430.0;?;-479.0
486.0;-421.0;-11;?;736.0;?;?;-40;418.0;?;-472.0
476.0;-444.0;-11;33;710.0;-208.0;?;-37;404.0;-1006.0;-468.0
464.0;-462.0;-11;?;683.0;-256.0;162;-37;394.0;-1131.0;?
444.0;-476.0;-11;?;?;0.0;162;-39;?;-926.0;-456.0
427.0;?;-10;34;654.0;175.0;?;-44;397.0;-486.0;-440.0
421.0;-492.0;-10;32;661.0;-14.0;161;-53;403.0;-278.0;-426.0
?;?;?;36;677.0;19.0;161;-59;414.0;38.0;-415.0
438.0;-504.0;-10;31;?;103.0;161;-63;?;208.0;-408.0
?;-489.0;-10;38;697.0;-15.0;160;-69;428.0;53.0;-399.0
?;-466.0;-11;37;700.0;?;160;-69;422.0;59.0;-393.0
425.0;-445.0;-11;28;700.0;-119.0;?;-61;408.0;?;-389.0
427.0;-426.0;-13;65;?;-69.0;?;-59;393.0;?;?
433.0;-406.0;?;24;?;-108.0;145;?;389.0;867.0;-407.0
442.0;-394.0;-16;130;?;?;?;-60;394.0;1050.0;-420.0
451.0;-392.0;-20;?;696.0;-149.0;41;-61;?;1162.0;-427.0
466.0;-403.0;?;-161;705.0;-128.0;16;-60;?;1346.0;-438.0
482.0;-420.0;-23;?;711.0;-136.0;10;-60;?;?;-456.0
495.0;-442.0;-20;-209;?;-11.0;23;-61;392.0;1622.0;?
505.0;?;-18;-33;721.0;146.0;4;-61;?;1540.0;-490.0
509.0;-478.0;?;192;724.0;246.0;56;?;367.0;1231.0;-506.0
?;-489.0;-16;21;720.0;98.0;170;-61;362.0;682.0;-521.0
498.0;?;-16;23;713.0;29.0;171;-61;359.0;145.0;-528.0
?;?;?;49;705.0;-30.0;165;-61;359.0;-190.0;-528.0
482.0;-501.0;-14;16;?;-31.0;?;?;363.0;-351.0;-523.0
480.0;-501.0;-4;49;699.0;-221.0;165;-61;?;-593.0;-520.0
483.0;-501.0;6;38;?;-327.0;170;-61;?;-649.0;-521.0
494.0;-506.0;4;45;718.0;-256.0;169;-61;348.0;-447.0;-522.0
505.0;-511.0;?;50;730.0;?;172;-61;353.0;-286.0;-525.0
514.0;-510.0;-1;47;742.0;-94.0;?;-62;372.0;-425.0;-529.0
519.0;-502.0;-7;?;753.0;-41.0;171;-62;?;?;-528.0
518.0;-490.0;-12;38;757.0;-88.0;168;-63;432.0;-551.0;-522.0
414.0;-368.0;?;187;?;-276.0;55;-55;397.0;-55.0;-453.0
408.0;-361.0;-25;?;658.0;-234.0;-6;-54;?;158.0;-449.0
405.0;-367.0;-26;-216;656.0;-133.0;22;?;405.0;?;-450.0
?;-382.0;-25;-126;658.0;-64.0;-20;?;401.0;498.0;?
404.0;-400.0;-24;-157;?;42.0;0;?;393.0;520.0;?
400.0;-417.0;?;-143;663.0;?;-13;-54;386.0;524.0;-463.0
397.0;-433.0;-18;-27;662.0;?;?;-54;379.0;456.0;?
393.0;-443.0;-14;24;660.0;85.0;35;?;372.0;131.0;-471.0
379.0;-444.0;?;30;654.0;59.0;223;-53;364.0;-216.0;?
365.0;?;8;32;?;40.0;150;?;350.0;-365.0;-447.0
362.0;-421.0;24;?;632.0;?;?;-54;337.0;-507.0;-437.0
362.0;-406.0;38;?;629.0;-307.0;177;-53;?;-507.0;-434.0
370.0;-400.0;57;47;636.0;?;170;-53;?;-223.0;?
383.0;-402.0;63;49;648.0;-124.0;?;?;316.0;7.0;-436.0
399.0;-402.0;63;51;663.0;-87.0;171;-52;326.0;-59.0;?
411.0;-399.0;?;45;?;?;175;-51;347.0;-116.0;-454.0
?;-392.0;?;39;?;-55.0;?;-49;372.0;-102.0;-454.0
?;-381.0;69;38;?;-117.0;?;?;394.0;-23.0;?
281.0;-278.0;?;30;579.0;-157.0;153;19;277.0;-91.0;-359.0
269.0;-271.0;144;61;573.0;-55.0;164;19;283.0;58.0;-347.0
?;-273.0;154;92;567.0;?;116;?;?;163.0;-341.0
254.0;-277.0;159;?;560.0;-29.0;?;19;291.0;159.0;-338.0
247.0;?;?;?;551.0;-16.0;-124;19;?;220.0;-335.0
241.0;-286.0;162;?;539.0;?;?;19;291.0;?;-335.0
240.0;-286.0;116;16;529.0;?;?;19;287.0;261.0;-338.0
240.0;-293.0;33;?;529.0;-208.0;179;18;283.0;141.0;?
?;-307.0;20;35;543.0;?;157;17;273.0;-78.0;?
232.0;-312.0;20;32;551.0;-41.0;?;?;260.0;-144.0;?
?;-304.0;?;33;555.0;28.0;155;15;250.0;-170.0;-335.0
?;-287.0;12;29;?;53.0;119;?;240.0;-92.0;-333.0
222.0;-264.0;8;31;557.0;-6.0;?;?;232.0;?;?
223.0;?;9;31;551.0;-111.0;125;?;232.0;-54.0;-311.0
227.0;?;7;31;544.0;-271.0;124;11;?;-196.0;-314.0
?;?;7;29;540.0;-300.0;127;11;?;-258.0;-321.0
231.0;-205.0;7;28;547.0;-89.0;125;11;292.0;?;-329.0
225.0;-205.0;7;?;555.0;38.0;126;11;291.0;-191.0;-332.0
214.0;?;7;29;559.0;?;?;?;274.0;?;-332.0
?;-198.0;7;30;552.0;-114.0;126;?;253.0;-252.0;-324.0
178.0;?;7;30;540.0;-223.0;?;?;243.0;-229.0;-312.0
164.0;?;7;30;?;?;?;16;249.0;-198.0;?
162.0;?;7;?;529.0;-253.0;125;15;263.0;-64.0;-313.0
172.0;?;7;?;533.0;-230.0;125;?;267.0;5.0;-326.0
183.0;-266.0;7;30;540.0;-166.0;125;2;259.0;?;-339.0
192.0;?;7;?;546.0;-165.0;125;-3;255.0;-154.0;-349.0
192.0;-299.0;7;30;549.0;-142.0;125;-6;257.0;?;-353.0
189.0;?;7;30;548.0;-106.0;125;-8;258.0;-53.0;?
186.0;-296.0;8;30;544.0;-131.0;?;?;256.0;137.0;-351.0
187.0;-286.0;?;30;540.0;?;?;-22;251.0;288.0;-351.0
190.0;-277.0;8;?;?;-84.0;125;?;250.0;?;-352.0
193.0;-271.0;8;?;548.0;?;125;-44;256.0;219.0;-354.0
?;?;8;30;552.0;33.0;125;-51;?;115.0;-352.0
186.0;-258.0;?;30;554.0;?;125;-55;259.0;24.0;-346.0
180.0;-250.0;8;?;551.0;155.0;125;?;?;-82.0;-336.0
173.0;?;8;30;545.0;106.0;125;-50;255.0;-370.0;-327.0
164.0;?;8;30;536.0;5.0;126;-45;?;-672.0;-317.0
150.0;-213.0;8;?;525.0;-18.0;?;-46;250.0;-908.0;?
131.0;-199.0;7;32;512.0;-89.0;?;-46;?;-1035.0;-288.0
?;-185.0;?;34;497.0;-130.0;125;?;258.0;-1041.0;-269.0
84.0;-172.0;?;34;481.0;-164.0;?;-46;254.0;-933.0;-249.0
61.0;-159.0;6;36;462.0;-162.0;123;-45;?;?;-229.0
40.0;-146.0;?;40;440.0;-194.0;119;-45;249.0;-655.0;?
?;-135.0;5;42;417.0;-138.0;?;-45;248.0;?;-198.0
-2.0;-121.0;5;45;?;-147.0;113;?;246.0;-458.0;-185.0
-20.0;-105.0;4;47;359.0;-157.0;110;-46;241.0;-399.0;-172.0
-37.0;-89.0;3;44;329.0;-182.0;111;-46;237.0;-325.0;?
-49.0;-73.0;2;39;300.0;-198.0;116;-46;?;-245.0;-151.0
?;?;1;32;?;-177.0;119;-46;231.0;-110.0;?
?;?;-1;24;263.0;-91.0;122;-46;229.0;?;-152.0
-60.0;-37.0;-3;?;260.0;-27.0;122;-46;226.0;71.0;-153.0
-66.0;-19.0;?;?;257.0;-7.0;117;-46;222.0;?;-151.0
-67.0;4.0;-5;20;?;-88.0;116;-47;215.0;207.0;-148.0
-60.0;22.0;-5;19;259.0;-118.0;113;-47;210.0;135.0;-152.0
-50.0;30.0;?;?;?;-109.0;?;-47;?;?;-157.0
-40.0;36.0;-5;?;286.0;-120.0;109;?;?;-91.0;-161.0
-33.0;42.0;?;?;300.0;-41.0;105;-47;202.0;-192.0;?
-32.0;50.0;?;?;?;-25.0;101;-47;196.0;-235.0;?
-37.0;58.0;-6;19;319.0;22.0;?;?;187.0;-347.0;-162.0
?;67.0;-6;20;?;-12.0;96;-47;177.0;-411.0;-152.0
-57.0;77.0;-5;22;316.0;-66.0;95;-47;167.0;-576.0;-140.0
-70.0;?;-5;23;307.0;?;94;-47;157.0;-699.0;-127.0
-83.0;86.0;-5;23;299.0;-160.0;94;?;?;-776.0;-114.0
-94.0;?;-5;23;289.0;-189.0;94;-47;?;-822.0;?
-104.0;81.0;?;?;279.0;-198.0;95;-47;114.0;-723.0;-98.0
-116.0;76.0;-6;21;272.0;-167.0;96;-47;100.0;-666.0;-92.0
-129.0;?;-6;21;262.0;?;?;?;91.0;-632.0;-85.0
?;77.0;-6;21;?;-208.0;96;-47;82.0;?;-76.0
-164.0;90.0;?;22;226.0;?;?;-47;73.0;-627.0;?
-183.0;?;-5;23;199.0;-224.0;96;-46;67.0;?;-51.0
-202.0;127.0;?;23;172.0;-233.0;96;?;66.0;-593.0;?
-221.0;?;-5;23;145.0;-245.0;96;-53;?;-513.0;-25.0
-236.0;163.0;-5;23;118.0;-264.0;96;-60;88.0;-435.0;-15.0
?;?;-5;?;95.0;-246.0;96;-66;95.0;?;-9.0
-252.0;191.0;?;24;77.0;?;96;-72;92.0;-150.0;-5.0
?;200.0;?;?;65.0;?;96;-73;81.0;-72.0;-4.0
-264.0;207.0;-5;24;55.0;-170.0;?;-73;67.0;-45.0;-3.0
-270.0;?;-5;24;47.0;-104.0;?;-73;56.0;-24.0;-2.0
-275.0;219.0;?;24;?;-87.0;?;?;53.0;1.0;-3.0
?;223.0;-4;24;?;-40.0;?;-75;55.0;136.0;-5.0
-283.0;224.0;-4;?;38.0;-4.0;95;-75;55.0;234.0;?
-288.0;223.0;-4;24;38.0;9.0;96;-76;?;?;?
-294.0;221.0;?;25;35.0;?;95;?;56.0;138.0;4.0
-297.0;219.0;-4;25;29.0;3.0;?;-77;51.0;188.0;5.0
-297.0;213.0;?;25;?;?;95;-78;47.0;260.0;3.0
-295.0;204.0;-4;27;?;39.0;92;-80;?;273.0;-2.0
-293.0;196.0;-5;27;27.0;?;89;-80;29.0;223.0;-6.0
?;192.0;-6;26;28.0;?;88;-83;23.0;146.0;-11.0
-284.0;190.0;?;?;?;-91.0;88;-84;17.0;99.0;-14.0
-278.0;188.0;-6;24;31.0;-103.0;88;-82;?;152.0;-22.0
-267.0;185.0;-6;24;38.0;-95.0;88;-83;7.0;337.0;?
-254.0;178.0;-6;?;54.0;-53.0;89;-84;0.0;539.0;-49.0
-240.0;167.0;?;23;78.0;46.0;91;?;0.0;713.0;-65.0
-216.0;152.0;-6;23;104.0;-30.0;90;-84;0.0;?;-81.0
-189.0;138.0;-6;23;128.0;-104.0;90;-84;8.0;551.0;?
-171.0;126.0;-6;?;151.0;-3.0;?;-85;2.0;504.0;?
-154.0;121.0;-6;24;170.0;26.0;86;-85;5.0;?;-114.0
-143.0;121.0;-6;23;185.0;-23.0;?;-85;?;24.0;?
-140.0;123.0;-7;24;?;-68.0;79;-86;20.0;-493.0;?
-148.0;129.0;-7;24;198.0;-58.0;73;-85;17.0;?;?
-171.0;136.0;-7;?;193.0;-95.0;74;?;?;-977.0;-89.0
-301.0;201.0;-6;16;5.0;36.0;77;-86;444.0;?;68.0
-313.0;216.0;-6;16;-12.0;?;?;?;439.0;?;76.0
-325.0;235.0;-6;16;-32.0;-18.0;77;-107;436.0;-119.0;86.0
-487.0;?;-151;-21;-248.0;42.0;75;-127;-78.0;-106.0;278.0
?;440.0;-152;-23;?;-9.0;?;-128;-74.0;-48.0;295.0
-514.0;451.0;-148;-25;?;-14.0;73;?;-94.0;-54.0;309.0
-526.0;459.0;-122;-18;-304.0;-8.0;?;-128;-131.0;?;319.0
-538.0;470.0;-62;-6;-327.0;?;45;-128;-177.0;-155.0;?
-554.0;479.0;?;1;?;-80.0;37;?;?;-413.0;362.0
-570.0;488.0;-25;9;-372.0;-188.0;31;-127;-285.0;?;387.0
-581.0;501.0;-10;18;?;-336.0;25;-127;-331.0;-954.0;403.0
-592.0;509.0;-7;23;-402.0;-216.0;22;?;?;?;418.0
-601.0;512.0;-3;28;-405.0;-73.0;20;-127;-359.0;?;428.0
-611.0;?;-2;34;-408.0;-75.0;?;?;-351.0;?;437.0
-623.0;535.0;-2;35;-412.0;-58.0;20;?;-340.0;?;447.0
-635.0;556.0;0;34;-414.0;-148.0;?;-126;-328.0;?;459.0
-642.0;?;1;34;-416.0;-312.0;17;?;?;-707.0;474.0
-644.0;?;-2;29;-418.0;-409.0;?;-126;-305.0;-615.0;486.0
?;619.0;-5;25;-418.0;-394.0;13;-128;?;?;497.0
?;625.0;-9;23;-417.0;-336.0;14;-130;-307.0;-362.0;506.0
-632.0;626.0;-9;20;-415.0;?;?;-135;?;-108.0;506.0
?;?;?;17;-410.0;-85.0;17;-144;-348.0;208.0;501.0
?;623.0;?;16;-404.0;5.0;17;-150;-372.0;415.0;499.0
-635.0;623.0;-9;15;-400.0;?;17;-157;?;406.0;499.0
-641.0;622.0;-10;15;-400.0;25.0;17;?;-404.0;215.0;500.0
-647.0;620.0;-10;16;?;-33.0;17;-111;-409.0;-35.0;502.0
-653.0;?;-10;?;-427.0;-23.0;17;?;?;-188.0;502.0
-657.0;609.0;-10;16;-456.0;-25.0;17;-76;-409.0;?;503.0
-660.0;596.0;-9;?;?;-64.0;?;-75;-408.0;-326.0;504.0
-661.0;?;?;16;-528.0;-127.0;17;-75;-406.0;-453.0;510.0
-659.0;552.0;-10;?;-563.0;-95.0;?;-71;?;-503.0;511.0
?;?;-9;16;-582.0;?;17;-66;-403.0;-84.0;?
?;497.0;?;16;?;167.0;17;-62;-401.0;214.0;486.0
-659.0;?;-9;?;-564.0;190.0;18;?;-393.0;236.0;477.0
?;479.0;-9;18;-555.0;64.0;16;?;-384.0;40.0;480.0
-680.0;497.0;-9;?;-555.0;-15.0;17;-31;-381.0;-41.0;?
-685.0;524.0;-10;19;-559.0;-62.0;?;-24;-381.0;-48.0;500.0
-684.0;554.0;?;18;-560.0;?;16;-14;?;139.0;507.0
-679.0;582.0;-11;16;-554.0;-136.0;18;?;-376.0;?;?
?;603.0;-13;25;-543.0;?;10;0;-370.0;386.0;?
-668.0;?;?;12;-528.0;-159.0;?;7;-363.0;503.0;522.0
?;621.0;?;32;-513.0;-93.0;2;10;-357.0;667.0;523.0
-651.0;623.0;-19;5;?;-68.0;30;11;-353.0;795.0;?
-645.0;621.0;-21;?;?;11.0;162;10;-353.0;895.0;515.0
