InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-26;-186.0;-146.0;-7.0;8.0;-10.0;-43;11.0
-27;-167.0;-146.0;-16.0;-31.0;13.0;-43;-38.0
-27;-171.0;-158.0;0.0;-14.0;23.0;-43;-32.0
-27;-171.0;-163.0;11.0;-37.0;9.0;-43;-104.0
-27;-180.0;-208.0;-13.0;-74.0;21.0;-43;-24.0
-27;-189.0;-215.0;-29.0;-7.0;11.0;-43;-82.0
-27;-181.0;-234.0;-17.0;13.0;25.0;-43;-72.0
-27;-176.0;-238.0;6.0;32.0;6.0;-43;-106.0
-27;-172.0;-253.0;27.0;66.0;12.0;-43;-91.0
-27;-173.0;-283.0;-10.0;45.0;-2.0;-43;-98.0
-27;-172.0;-293.0;-24.0;83.0;-6.0;-43;-58.0
-27;-174.0;-290.0;-30.0;90.0;5.0;-43;16.0
-26;-177.0;-292.0;15.0;9.0;11.0;-43;-133.0
-26;-172.0;-290.0;-17.0;-42.0;11.0;-42;-6.0
-26;-188.0;-294.0;-22.0;-69.0;32.0;-42;15.0
-26;-183.0;-290.0;-17.0;-88.0;48.0;-42;-82.0
-26;-193.0;-251.0;-25.0;-9.0;31.0;-43;38.0
-25;-308.0;-246.0;42.0;-86.0;756.0;-35;936.0
-26;-178.0;-257.0;-30.0;-33.0;35.0;-43;34.0
-34;-310.0;-110.0;21.0;11.0;27.0;-42;-102.0
-25;-169.0;-11.0;-223.0;-28.0;227.0;-37;-333.0
-29;-284.0;-276.0;-30.0;47.0;31.0;-37;-992.0
-64;-305.0;-522.0;302.0;-285.0;598.0;-30;-1211.0
-24;-16.0;-444.0;70.0;-15.0;-194.0;-29;-521.0
-28;-261.0;-287.0;19.0;15.0;147.0;-44;-132.0
-28;-253.0;-297.0;17.0;-100.0;104.0;-44;-65.0
-25;-374.0;-562.0;31.0;-137.0;64.0;-27;-120.0
-25;-303.0;-384.0;16.0;41.0;-41.0;-27;-59.0
-24;-287.0;-386.0;-53.0;0.0;5.0;-27;-116.0
-25;-311.0;-412.0;-8.0;-94.0;13.0;-27;-78.0
-24;-283.0;-387.0;-30.0;40.0;-6.0;-27;-60.0
-24;-293.0;-385.0;16.0;-42.0;21.0;-27;21.0
-24;-285.0;-384.0;7.0;-70.0;21.0;-27;12.0
-27;-373.0;-555.0;88.0;1.0;74.0;-27;-442.0
-25;-406.0;-501.0;68.0;-448.0;-13.0;-27;45.0
-20;-242.0;-792.0;16.0;-23.0;-5.0;-26;-69.0
-25;-406.0;-640.0;5.0;-125.0;-34.0;-27;23.0
-25;-408.0;-540.0;5.0;41.0;6.0;-27;-5.0
-28;-324.0;-717.0;43.0;-89.0;126.0;-27;-58.0
-28;-252.0;-120.0;30.0;-36.0;29.0;-29;-131.0
-28;-255.0;-117.0;28.0;-34.0;39.0;-29;-131.0
-28;-270.0;-127.0;-21.0;112.0;-3.0;-29;-2.0
-25;-259.0;-440.0;28.0;-54.0;-53.0;-35;677.0
24;-244.0;-455.0;-119.0;275.0;-114.0;-42;174.0
-31;-10.0;-628.0;-563.0;260.0;33.0;-28;48.0
-22;847.0;-514.0;35.0;-60.0;32.0;39;-52.0
-24;-45.0;-459.0;-48.0;24.0;10.0;-25;-38.0
-24;-38.0;-432.0;12.0;-23.0;153.0;-29;-537.0
-24;-67.0;-429.0;-45.0;-11.0;-88.0;-29;-127.0
-24;-69.0;-431.0;-76.0;1.0;-65.0;-29;-77.0
-24;-65.0;-435.0;-50.0;18.0;-36.0;-29;-72.0
-24;-56.0;-428.0;-35.0;-24.0;-78.0;-29;-17.0
-24;-78.0;-450.0;-110.0;39.0;-92.0;-31;-33.0
-53;-203.0;-223.0;147.0;-158.0;-41.0;-19;-96.0
-27;-277.0;-88.0;19.0;-410.0;-601.0;-37;-536.0
-51;-290.0;-345.0;337.0;-327.0;244.0;-15;225.0
-25;-231.0;-76.0;308.0;-124.0;42.0;-35;161.0
1;-20.0;-251.0;-186.0;13.0;343.0;-34;-928.0
-25;-217.0;8.0;203.0;55.0;48.0;-33;45.0
-25;-283.0;-204.0;25.0;-525.0;47.0;-35;113.0
-25;-200.0;-33.0;8.0;-16.0;-13.0;-35;-59.0
-29;-42.0;-300.0;129.0;282.0;114.0;-46;-200.0
-26;-160.0;-205.0;-431.0;73.0;-449.0;-73;491.0
-42;-306.0;-103.0;251.0;-257.0;267.0;-32;-340.0
-24;-491.0;81.0;172.0;-68.0;205.0;-30;-245.0
-27;-264.0;-67.0;-43.0;-85.0;32.0;-37;-157.0
-24;-319.0;158.0;-5.0;-60.0;82.0;-27;-343.0
-38;-217.0;432.0;-93.0;11.0;307.0;-6;94.0
-23;-180.0;181.0;-109.0;96.0;124.0;-28;17.0
-24;-429.0;177.0;91.0;-73.0;100.0;-32;-177.0
10;-237.0;-846.0;21.0;-163.0;-126.0;-29;342.0
-32;77.0;55.0;69.0;-238.0;-120.0;-30;192.0
-45;-503.0;-601.0;35.0;48.0;-22.0;-37;-129.0
-32;-304.0;-551.0;98.0;-450.0;141.0;-30;-540.0
-50;-40.0;318.0;-117.0;-47.0;-149.0;-77;492.0
-23;-223.0;24.0;-12.0;62.0;-16.0;-29;-26.0
-21;-228.0;-853.0;-40.0;50.0;-55.0;-23;159.0
-24;-307.0;282.0;-36.0;-24.0;2.0;-32;-105.0
-28;-216.0;-29.0;32.0;-34.0;14.0;-37;-95.0
-44;-231.0;302.0;-202.0;94.0;-155.0;-62;-235.0
-26;-87.0;-829.0;1.0;-104.0;-17.0;-29;-60.0
-25;-280.0;-36.0;-137.0;907.0;-168.0;-32;-143.0
-61;-287.0;382.0;112.0;-115.0;122.0;-24;18.0
-19;-176.0;-789.0;-128.0;155.0;-176.0;-27;152.0
-23;-392.0;247.0;463.0;-439.0;534.0;-32;-574.0
-38;-566.0;185.0;22.0;-168.0;-9.0;-20;44.0
-67;-361.0;128.0;160.0;207.0;424.0;-23;-938.0
-26;-242.0;-844.0;-60.0;-26.0;-56.0;-29;-298.0
-25;-258.0;-802.0;114.0;-160.0;212.0;-23;-1046.0
-25;-199.0;-30.0;13.0;-13.0;33.0;-35;-68.0
-34;-183.0;-298.0;-225.0;-74.0;76.0;-35;20.0
-48;-417.0;-527.0;211.0;-77.0;374.0;-10;-2106.0
-37;-290.0;-153.0;-120.0;-524.0;-224.0;-42;198.0
-26;-105.0;-237.0;-100.0;-162.0;-221.0;-37;2116.0
-12;-165.0;-667.0;-220.0;49.0;-445.0;-31;167.0
-27;-102.0;-11.0;-5.0;-21.0;-10.0;-45;-90.0
-30;-236.0;57.0;-15.0;-16.0;-13.0;-37;-43.0
-24;-304.0;126.0;21.0;-6.0;20.0;-27;-114.0
-26;-329.0;318.0;268.0;14.0;134.0;-30;-23.0
-22;-181.0;85.0;-94.0;-494.0;-36.0;-29;-165.0
