InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit LUA magneticY;Accelerometer RUA^ accZ
438.0;-246.0;1018.0;-80.0;833.0;534.0;854.0;-998.0;-29.0;28.0
402.0;-207.0;922.0;-31.0;820.0;511.0;772.0;-911.0;5.0;?
362.0;-165.0;861.0;27.0;803.0;488.0;832.0;?;41.0;80.0
324.0;?;848.0;?;791.0;463.0;826.0;-787.0;79.0;61.0
285.0;-87.0;880.0;14.0;775.0;443.0;806.0;-813.0;116.0;?
247.0;-44.0;917.0;?;770.0;424.0;?;-840.0;149.0;-40.0
211.0;-7.0;951.0;-113.0;765.0;406.0;894.0;-870.0;182.0;?
175.0;29.0;999.0;?;759.0;?;930.0;?;213.0;-148.0
143.0;?;?;?;752.0;387.0;?;-963.0;?;-160.0
114.0;?;1034.0;?;738.0;386.0;898.0;-985.0;263.0;-118.0
89.0;115.0;?;-219.0;723.0;383.0;863.0;-958.0;?;?
62.0;142.0;977.0;?;?;380.0;837.0;?;302.0;-39.0
38.0;171.0;940.0;-115.0;?;386.0;746.0;?;?;33.0
13.0;199.0;900.0;-57.0;651.0;392.0;?;-871.0;?;146.0
-4.0;?;914.0;43.0;626.0;405.0;?;-842.0;332.0;161.0
-30.0;258.0;988.0;102.0;606.0;406.0;1137.0;-884.0;345.0;65.0
?;296.0;1074.0;?;594.0;404.0;1093.0;?;359.0;-105.0
-106.0;331.0;1033.0;-162.0;?;404.0;947.0;-995.0;367.0;-77.0
?;362.0;?;-87.0;562.0;398.0;967.0;-897.0;381.0;?
-182.0;?;1085.0;-99.0;545.0;375.0;1008.0;-940.0;?;?
?;406.0;1208.0;-172.0;?;?;1068.0;-1077.0;388.0;-208.0
-270.0;418.0;?;-311.0;506.0;345.0;989.0;-1124.0;387.0;?
-307.0;423.0;1118.0;-267.0;481.0;335.0;887.0;-1098.0;377.0;?
-336.0;423.0;?;-237.0;452.0;338.0;814.0;-980.0;?;-77.0
?;419.0;884.0;-142.0;421.0;343.0;740.0;?;?;-65.0
-386.0;418.0;856.0;-136.0;386.0;?;806.0;-831.0;337.0;-89.0
-404.0;415.0;898.0;?;?;364.0;?;-825.0;?;?
-424.0;?;906.0;-174.0;?;378.0;807.0;-847.0;317.0;-128.0
-437.0;415.0;895.0;-192.0;?;394.0;867.0;-856.0;?;-86.0
-446.0;406.0;919.0;-156.0;283.0;415.0;875.0;-857.0;279.0;-59.0
-454.0;406.0;?;?;?;431.0;840.0;-872.0;?;?
-458.0;403.0;953.0;-154.0;255.0;?;?;-881.0;257.0;?
-458.0;406.0;977.0;?;?;459.0;1017.0;-918.0;245.0;-34.0
-457.0;407.0;1026.0;?;249.0;?;1103.0;-928.0;?;50.0
-450.0;415.0;?;-33.0;?;475.0;?;-1015.0;247.0;129.0
-437.0;421.0;1075.0;?;278.0;?;1065.0;-1036.0;253.0;117.0
-429.0;?;1102.0;46.0;308.0;?;1088.0;-1026.0;268.0;86.0
-423.0;?;1016.0;-7.0;347.0;454.0;975.0;-1011.0;?;-31.0
-422.0;438.0;?;-156.0;?;434.0;?;?;286.0;-136.0
-422.0;442.0;821.0;-219.0;407.0;?;?;?;290.0;-186.0
-428.0;442.0;914.0;-314.0;412.0;351.0;1064.0;?;?;-164.0
?;441.0;942.0;-282.0;405.0;321.0;991.0;-897.0;302.0;-102.0
-440.0;444.0;?;-208.0;?;279.0;1019.0;-909.0;315.0;-15.0
?;450.0;997.0;-110.0;366.0;237.0;?;?;329.0;?
-446.0;450.0;897.0;-107.0;339.0;189.0;754.0;-869.0;345.0;23.0
?;457.0;?;-85.0;313.0;153.0;717.0;-824.0;357.0;36.0
-453.0;465.0;?;-63.0;286.0;127.0;783.0;-831.0;367.0;100.0
-456.0;470.0;774.0;?;261.0;?;831.0;-760.0;377.0;?
?;474.0;?;29.0;245.0;83.0;?;?;?;127.0
-462.0;480.0;738.0;42.0;232.0;?;846.0;-720.0;399.0;168.0
-458.0;489.0;?;68.0;231.0;84.0;870.0;?;411.0;218.0
-457.0;498.0;811.0;110.0;?;88.0;913.0;-735.0;?;?
-453.0;509.0;880.0;120.0;263.0;105.0;998.0;-773.0;432.0;80.0
-458.0;?;1088.0;-23.0;?;132.0;1028.0;?;436.0;12.0
-461.0;532.0;?;?;315.0;178.0;1069.0;-1032.0;436.0;?
-454.0;540.0;?;45.0;328.0;221.0;1047.0;?;436.0;?
-449.0;553.0;1230.0;?;?;?;1104.0;-1088.0;439.0;215.0
-451.0;568.0;1236.0;107.0;369.0;292.0;1077.0;-1162.0;434.0;-42.0
-460.0;582.0;?;-150.0;380.0;313.0;991.0;-1103.0;?;-29.0
-473.0;593.0;1182.0;?;?;319.0;1107.0;-1035.0;430.0;-6.0
-494.0;608.0;1290.0;?;?;305.0;1093.0;?;426.0;?
-522.0;615.0;?;-186.0;336.0;288.0;?;-1211.0;416.0;-203.0
-551.0;?;1106.0;-328.0;304.0;265.0;964.0;-1135.0;400.0;-183.0
-575.0;?;947.0;-316.0;260.0;245.0;823.0;-976.0;386.0;-58.0
-592.0;?;809.0;-200.0;213.0;221.0;646.0;-842.0;?;-49.0
-602.0;609.0;778.0;-135.0;159.0;207.0;605.0;-737.0;362.0;-68.0
-615.0;608.0;?;-132.0;?;200.0;915.0;?;360.0;-94.0
?;607.0;811.0;-121.0;42.0;190.0;?;-792.0;356.0;22.0
-646.0;606.0;830.0;?;?;?;911.0;-799.0;352.0;3.0
-658.0;606.0;?;5.0;-47.0;183.0;916.0;-815.0;350.0;?
-668.0;604.0;845.0;-52.0;-68.0;?;?;-816.0;350.0;?
-672.0;606.0;809.0;-50.0;-75.0;187.0;766.0;-790.0;?;99.0
?;607.0;819.0;6.0;?;189.0;?;-759.0;?;?
-666.0;605.0;?;44.0;?;?;1188.0;-850.0;356.0;175.0
-655.0;?;?;57.0;-40.0;190.0;1261.0;-1077.0;?;61.0
-644.0;?;1298.0;-31.0;?;188.0;?;-1204.0;344.0;245.0
-632.0;607.0;1259.0;76.0;43.0;?;939.0;-1282.0;325.0;108.0
-616.0;?;895.0;-80.0;96.0;192.0;817.0;?;309.0;-63.0
-606.0;596.0;748.0;-167.0;132.0;?;1074.0;-671.0;294.0;-90.0
-601.0;594.0;975.0;-226.0;156.0;164.0;1198.0;-777.0;272.0;?
-607.0;594.0;1030.0;-260.0;162.0;148.0;1122.0;-953.0;262.0;?
-611.0;590.0;964.0;-169.0;?;134.0;1001.0;-928.0;261.0;85.0
-609.0;589.0;919.0;-26.0;?;119.0;797.0;?;267.0;127.0
-608.0;586.0;811.0;56.0;?;102.0;?;-789.0;269.0;99.0
-606.0;579.0;832.0;36.0;113.0;?;?;-728.0;?;108.0
-604.0;?;897.0;?;104.0;63.0;?;?;247.0;71.0
-599.0;560.0;948.0;?;91.0;47.0;933.0;-865.0;?;117.0
-595.0;546.0;892.0;11.0;?;37.0;940.0;-862.0;?;204.0
-592.0;529.0;?;118.0;66.0;31.0;944.0;-826.0;187.0;199.0
-346.0;185.0;624.0;-74.0;?;?;576.0;-559.0;-243.0;50.0
-347.0;182.0;?;-35.0;195.0;418.0;591.0;?;?;131.0
-345.0;182.0;519.0;29.0;?;?;563.0;-469.0;-247.0;?
-346.0;190.0;?;87.0;191.0;418.0;569.0;-429.0;-244.0;?
-348.0;?;585.0;?;187.0;415.0;607.0;-504.0;?;372.0
?;198.0;538.0;?;174.0;?;567.0;-464.0;-215.0;405.0
-349.0;?;528.0;288.0;161.0;406.0;?;-362.0;?;470.0
?;?;555.0;306.0;151.0;410.0;318.0;?;-199.0;351.0
-343.0;197.0;460.0;208.0;?;407.0;468.0;-371.0;-206.0;?
-349.0;207.0;371.0;?;120.0;403.0;634.0;?;-210.0;?
-366.0;210.0;374.0;168.0;96.0;386.0;457.0;-291.0;-212.0;290.0
-389.0;215.0;328.0;155.0;65.0;372.0;457.0;-262.0;-196.0;281.0
?;215.0;347.0;?;26.0;363.0;?;-247.0;-170.0;?
-462.0;?;300.0;309.0;?;359.0;294.0;-215.0;-144.0;445.0
-507.0;207.0;222.0;349.0;?;352.0;181.0;-171.0;?;520.0
?;200.0;92.0;433.0;-143.0;?;92.0;-84.0;-109.0;?
-601.0;195.0;-17.0;497.0;-197.0;337.0;50.0;22.0;-122.0;651.0
?;188.0;?;?;-240.0;335.0;-109.0;111.0;-143.0;620.0
-668.0;174.0;-70.0;?;-285.0;337.0;-57.0;130.0;-165.0;641.0
?;?;-96.0;560.0;-329.0;?;-98.0;?;-190.0;?
?;134.0;-14.0;484.0;?;364.0;93.0;111.0;-216.0;429.0
-717.0;115.0;58.0;?;?;380.0;-36.0;63.0;?;367.0
-733.0;100.0;141.0;291.0;-447.0;396.0;1445.0;33.0;-263.0;300.0
-744.0;?;?;174.0;?;413.0;?;-141.0;-285.0;383.0
-745.0;84.0;1197.0;383.0;-450.0;431.0;-1595.0;-246.0;-300.0;?
-732.0;?;973.0;-538.0;-427.0;?;-661.0;-1091.0;-314.0;-24.0
-712.0;89.0;120.0;-72.0;-438.0;476.0;-708.0;-392.0;-330.0;835.0
?;100.0;?;648.0;-435.0;479.0;-945.0;176.0;-333.0;?
?;117.0;-438.0;1147.0;-394.0;490.0;-801.0;?;-325.0;501.0
-711.0;131.0;-60.0;547.0;?;493.0;?;361.0;-301.0;?
-685.0;139.0;-93.0;43.0;-316.0;486.0;-731.0;200.0;-275.0;9.0
-660.0;?;-60.0;52.0;-298.0;479.0;-703.0;?;-244.0;218.0
?;165.0;7.0;202.0;-287.0;478.0;?;?;?;230.0
?;186.0;-10.0;304.0;-283.0;470.0;-459.0;203.0;?;360.0
-622.0;?;68.0;470.0;-271.0;463.0;-1015.0;?;-169.0;140.0
-614.0;239.0;-43.0;190.0;?;450.0;-699.0;205.0;-143.0;?
-604.0;260.0;-63.0;384.0;-241.0;443.0;-776.0;345.0;-110.0;?
-589.0;?;?;415.0;-215.0;443.0;-1067.0;249.0;-79.0;316.0
-589.0;298.0;?;332.0;-198.0;434.0;-541.0;294.0;-46.0;342.0
-592.0;309.0;-144.0;?;-187.0;?;-306.0;353.0;?;141.0
-598.0;318.0;56.0;183.0;?;401.0;-620.0;145.0;18.0;-28.0
-591.0;319.0;-63.0;-1.0;-160.0;382.0;?;105.0;41.0;?
-586.0;317.0;-284.0;191.0;?;369.0;?;?;54.0;400.0
-590.0;313.0;-408.0;503.0;-137.0;353.0;?;?;54.0;557.0
-594.0;?;-69.0;551.0;-136.0;341.0;-897.0;460.0;46.0;335.0
-588.0;300.0;241.0;358.0;-133.0;334.0;-747.0;184.0;?;77.0
?;285.0;?;33.0;-112.0;330.0;-1004.0;-155.0;31.0;22.0
-556.0;?;144.0;34.0;-90.0;329.0;-933.0;-23.0;?;124.0
?;?;164.0;89.0;-74.0;332.0;-878.0;?;19.0;174.0
-533.0;256.0;111.0;209.0;?;344.0;-1045.0;?;?;187.0
?;246.0;234.0;190.0;-44.0;361.0;-1002.0;54.0;?;91.0
-505.0;241.0;182.0;75.0;?;375.0;-982.0;?;-61.0;?
-494.0;?;82.0;175.0;-17.0;387.0;-992.0;74.0;?;236.0
?;235.0;?;216.0;-6.0;?;-982.0;89.0;-123.0;246.0
-479.0;226.0;179.0;226.0;2.0;420.0;-965.0;23.0;-150.0;?
-466.0;212.0;191.0;238.0;12.0;?;-952.0;28.0;-169.0;246.0
?;199.0;194.0;223.0;28.0;457.0;-921.0;10.0;-183.0;222.0
?;185.0;173.0;?;43.0;462.0;-848.0;19.0;-201.0;?
-436.0;172.0;215.0;?;?;467.0;-848.0;-3.0;-221.0;242.0
-428.0;158.0;?;191.0;71.0;469.0;-798.0;-11.0;-242.0;?
-420.0;?;?;189.0;83.0;?;-775.0;-14.0;-261.0;172.0
-411.0;122.0;260.0;123.0;95.0;?;-854.0;-55.0;?;102.0
-403.0;103.0;280.0;10.0;?;457.0;-839.0;?;-290.0;67.0
-408.0;86.0;299.0;5.0;?;?;?;-129.0;-297.0;77.0
-417.0;67.0;461.0;40.0;84.0;?;-1129.0;?;-301.0;54.0
?;?;436.0;-12.0;61.0;428.0;-191.0;-316.0;-304.0;329.0
?;25.0;?;280.0;21.0;?;?;-35.0;-310.0;850.0
-501.0;6.0;-495.0;920.0;-13.0;433.0;?;563.0;-320.0;786.0
-504.0;-8.0;0.0;764.0;-23.0;437.0;-184.0;378.0;-333.0;386.0
-481.0;-21.0;169.0;?;-18.0;?;-165.0;32.0;-346.0;333.0
-471.0;-38.0;?;215.0;-19.0;450.0;-34.0;-37.0;-363.0;376.0
-462.0;-58.0;42.0;313.0;?;463.0;-162.0;40.0;?;?
?;-80.0;-26.0;413.0;?;?;-190.0;103.0;-400.0;?
-443.0;-101.0;-58.0;?;-35.0;491.0;-48.0;?;-423.0;?
-435.0;-127.0;-39.0;499.0;-39.0;507.0;267.0;153.0;-450.0;545.0
-431.0;-152.0;36.0;427.0;-57.0;526.0;?;?;-476.0;530.0
-424.0;-172.0;56.0;449.0;?;543.0;223.0;?;-499.0;638.0
?;-192.0;20.0;?;-66.0;558.0;142.0;49.0;-520.0;665.0
-392.0;-212.0;34.0;?;-76.0;?;329.0;52.0;-541.0;560.0
?;-229.0;194.0;456.0;?;586.0;?;13.0;?;545.0
?;-253.0;?;400.0;-100.0;597.0;272.0;-138.0;-581.0;582.0
-377.0;-275.0;179.0;469.0;-106.0;606.0;280.0;-101.0;-596.0;528.0
-365.0;-294.0;254.0;415.0;?;610.0;288.0;-112.0;-611.0;?
-359.0;?;227.0;445.0;-120.0;?;139.0;?;-625.0;685.0
-355.0;-320.0;216.0;521.0;-130.0;?;245.0;-96.0;?;559.0
-354.0;-327.0;?;464.0;-139.0;?;92.0;-59.0;-641.0;727.0
?;-332.0;283.0;572.0;-139.0;607.0;-23.0;-22.0;-643.0;?
-349.0;-335.0;125.0;440.0;?;601.0;115.0;-98.0;?;?
-345.0;-336.0;55.0;?;-144.0;?;-266.0;?;-648.0;764.0
-334.0;-345.0;138.0;669.0;-142.0;589.0;121.0;57.0;-647.0;806.0
-310.0;-352.0;147.0;639.0;-131.0;579.0;38.0;-53.0;-641.0;?
-299.0;-362.0;175.0;532.0;-121.0;583.0;100.0;-51.0;?;600.0
-284.0;-371.0;?;541.0;-115.0;?;130.0;-67.0;-644.0;701.0
-267.0;-379.0;?;589.0;?;?;?;-55.0;?;689.0
-243.0;-388.0;?;?;-86.0;613.0;?;?;-666.0;489.0
-210.0;-390.0;587.0;-145.0;?;622.0;-130.0;?;-679.0;612.0
-226.0;?;-384.0;492.0;-30.0;629.0;-300.0;-69.0;-692.0;716.0
-238.0;-368.0;?;755.0;-21.0;636.0;?;535.0;-702.0;72.0
?;?;?;-70.0;-34.0;632.0;-140.0;-392.0;?;?
-292.0;-361.0;42.0;261.0;-53.0;626.0;-152.0;-543.0;-679.0;1263.0
-355.0;-362.0;-87.0;?;-73.0;620.0;-965.0;?;?;538.0
-382.0;-368.0;266.0;504.0;-78.0;?;-198.0;58.0;?;547.0
-391.0;?;-38.0;?;-90.0;621.0;-559.0;-52.0;-648.0;786.0
-424.0;?;-8.0;652.0;-109.0;630.0;-558.0;222.0;-655.0;577.0
-470.0;-427.0;32.0;?;-134.0;?;-877.0;320.0;-664.0;940.0
-488.0;-449.0;-306.0;1028.0;?;658.0;-773.0;343.0;-682.0;?
-482.0;-468.0;912.0;553.0;-201.0;676.0;-1859.0;-228.0;-694.0;160.0
-496.0;-484.0;1029.0;107.0;?;689.0;?;?;-705.0;-97.0
-521.0;-495.0;-258.0;205.0;-278.0;705.0;-517.0;-43.0;-724.0;1227.0
?;?;133.0;945.0;?;719.0;-552.0;302.0;?;464.0
-539.0;-503.0;-27.0;584.0;-245.0;738.0;-452.0;98.0;?;659.0
-523.0;-509.0;172.0;489.0;-219.0;744.0;-364.0;90.0;-761.0;?
-513.0;-513.0;47.0;463.0;?;744.0;-398.0;78.0;-764.0;?
-502.0;?;?;556.0;-189.0;?;-415.0;?;-767.0;442.0
-493.0;-536.0;152.0;?;?;745.0;?;-1.0;-772.0;570.0
-486.0;-551.0;-13.0;488.0;-191.0;746.0;-77.0;84.0;-781.0;595.0
-477.0;?;253.0;?;-175.0;?;-151.0;?;?;?
?;-587.0;393.0;307.0;-142.0;744.0;60.0;-195.0;-806.0;310.0
-430.0;-607.0;?;273.0;-86.0;742.0;-519.0;-328.0;-817.0;297.0
-396.0;?;?;193.0;-36.0;741.0;85.0;-275.0;?;442.0
-356.0;-650.0;427.0;?;10.0;736.0;-632.0;-180.0;-833.0;553.0
-315.0;?;440.0;450.0;57.0;733.0;-395.0;-155.0;-840.0;428.0
?;?;348.0;283.0;99.0;?;507.0;-178.0;-843.0;471.0
-258.0;-695.0;471.0;505.0;144.0;723.0;642.0;-379.0;?;496.0
-229.0;-706.0;867.0;?;208.0;714.0;?;-572.0;-848.0;345.0
-183.0;?;?;299.0;276.0;708.0;?;-978.0;-844.0;128.0
-113.0;-727.0;1025.0;132.0;362.0;706.0;2345.0;-1012.0;?;5.0
-1.0;?;1109.0;195.0;449.0;710.0;?;-858.0;-842.0;?
171.0;-743.0;1506.0;?;556.0;?;1921.0;-1188.0;-835.0;219.0
367.0;-746.0;1764.0;?;665.0;733.0;1718.0;?;?;104.0
548.0;-750.0;1382.0;169.0;771.0;743.0;?;-1804.0;-812.0;188.0
639.0;-749.0;1057.0;181.0;800.0;753.0;?;?;?;25.0
685.0;-748.0;939.0;-189.0;797.0;766.0;1193.0;-1157.0;?;-59.0
696.0;-742.0;969.0;-242.0;794.0;773.0;?;-1029.0;-771.0;-63.0
698.0;?;839.0;-144.0;784.0;778.0;917.0;-938.0;-750.0;30.0
?;-734.0;802.0;?;761.0;782.0;730.0;-779.0;-732.0;186.0
681.0;-725.0;910.0;117.0;751.0;?;708.0;-784.0;-708.0;43.0
?;-716.0;858.0;-13.0;763.0;793.0;854.0;-829.0;-678.0;48.0
705.0;?;?;-33.0;759.0;794.0;1039.0;-799.0;?;66.0
704.0;-683.0;887.0;-15.0;757.0;789.0;1089.0;-843.0;-583.0;40.0
688.0;-662.0;955.0;?;734.0;?;1051.0;-873.0;-529.0;-3.0
687.0;-642.0;958.0;-102.0;726.0;761.0;999.0;-932.0;-490.0;-43.0
?;-633.0;?;-148.0;729.0;746.0;1075.0;-949.0;?;-44.0
697.0;-621.0;?;-181.0;720.0;740.0;1027.0;-1005.0;-430.0;?
702.0;?;1074.0;-223.0;715.0;736.0;1025.0;-1004.0;?;-58.0
705.0;-598.0;1002.0;-216.0;704.0;740.0;867.0;-986.0;?;67.0
718.0;-589.0;912.0;?;?;750.0;835.0;-880.0;-412.0;182.0
731.0;-581.0;844.0;120.0;708.0;759.0;691.0;-793.0;?;222.0
740.0;-573.0;840.0;151.0;706.0;765.0;?;?;?;227.0
747.0;?;820.0;154.0;700.0;765.0;?;-756.0;-415.0;261.0
750.0;-559.0;886.0;174.0;?;762.0;741.0;-781.0;-421.0;?
754.0;?;?;91.0;687.0;756.0;948.0;-812.0;-419.0;158.0
754.0;-539.0;809.0;?;685.0;752.0;971.0;-760.0;?;?
?;-526.0;803.0;102.0;?;749.0;?;?;?;265.0
754.0;-515.0;876.0;88.0;679.0;742.0;980.0;-782.0;-368.0;76.0
?;?;1025.0;-14.0;675.0;734.0;1016.0;-861.0;-357.0;-42.0
740.0;-486.0;1128.0;-171.0;669.0;720.0;1072.0;-1001.0;-351.0;?
733.0;-476.0;1214.0;-189.0;669.0;707.0;1186.0;?;?;99.0
732.0;-460.0;1353.0;-28.0;668.0;?;1111.0;-1188.0;?;74.0
728.0;-441.0;?;50.0;670.0;?;1098.0;-1273.0;-327.0;-114.0
716.0;-425.0;?;-261.0;671.0;663.0;917.0;-1186.0;?;-34.0
704.0;-407.0;1019.0;-113.0;?;641.0;914.0;-1007.0;-316.0;80.0
694.0;-386.0;?;18.0;?;615.0;1130.0;?;-297.0;-5.0
676.0;-365.0;1131.0;-49.0;633.0;596.0;1090.0;-1075.0;-262.0;-116.0
649.0;-341.0;1108.0;-171.0;?;576.0;1017.0;-1094.0;-220.0;-98.0
?;?;1032.0;-209.0;?;?;889.0;?;-170.0;-112.0
589.0;-288.0;924.0;-249.0;577.0;538.0;800.0;?;-132.0;-103.0
569.0;-260.0;839.0;-218.0;554.0;?;815.0;-851.0;?;-49.0
548.0;-240.0;?;-152.0;536.0;?;783.0;-798.0;-75.0;?
530.0;-221.0;?;-103.0;515.0;496.0;810.0;-796.0;?;-18.0
512.0;-205.0;875.0;-76.0;494.0;479.0;828.0;-803.0;?;4.0
501.0;-191.0;872.0;-73.0;479.0;469.0;?;-815.0;-26.0;?
488.0;-177.0;858.0;-67.0;469.0;463.0;751.0;?;?;-41.0
477.0;-162.0;835.0;?;?;458.0;762.0;-803.0;?;-46.0
470.0;-148.0;858.0;?;?;449.0;?;-790.0;?;-33.0
463.0;-136.0;851.0;?;446.0;446.0;?;-774.0;15.0;-8.0
455.0;?;887.0;-70.0;448.0;445.0;779.0;-785.0;?;-4.0
?;-103.0;917.0;-69.0;457.0;440.0;897.0;-815.0;35.0;21.0
434.0;-83.0;1006.0;-23.0;461.0;432.0;1077.0;-861.0;51.0;123.0
420.0;?;1232.0;?;468.0;421.0;1184.0;-1021.0;?;-3.0
407.0;-42.0;1295.0;-107.0;474.0;?;?;?;94.0;-9.0
392.0;?;1127.0;-142.0;480.0;392.0;806.0;-1203.0;114.0;?
371.0;-4.0;895.0;-253.0;478.0;377.0;997.0;-951.0;133.0;-256.0
339.0;12.0;1018.0;-333.0;?;364.0;?;-862.0;148.0;-324.0
302.0;22.0;?;-440.0;455.0;356.0;1225.0;-1059.0;166.0;?
287.0;30.0;?;-398.0;459.0;353.0;?;?;172.0;?
286.0;45.0;1086.0;?;465.0;347.0;922.0;-1034.0;176.0;-180.0
288.0;60.0;1023.0;-304.0;469.0;342.0;752.0;-1043.0;183.0;-153.0
?;70.0;888.0;-253.0;466.0;331.0;721.0;?;?;-91.0
285.0;77.0;?;?;463.0;317.0;855.0;-834.0;196.0;-116.0
282.0;85.0;942.0;?;?;304.0;983.0;-859.0;?;?
?;85.0;970.0;?;459.0;?;1012.0;-922.0;?;-115.0
?;82.0;957.0;-221.0;?;285.0;930.0;-927.0;?;?
?;?;953.0;-234.0;453.0;276.0;893.0;-914.0;228.0;-92.0
284.0;71.0;924.0;-202.0;448.0;269.0;882.0;-904.0;230.0;-59.0
?;59.0;903.0;-169.0;445.0;263.0;881.0;-869.0;225.0;?
310.0;51.0;936.0;?;441.0;260.0;942.0;?;221.0;-74.0
318.0;44.0;996.0;-193.0;?;257.0;987.0;-914.0;222.0;?
334.0;33.0;1046.0;-246.0;439.0;258.0;1050.0;?;?;-182.0
348.0;16.0;1038.0;-333.0;?;259.0;984.0;-1010.0;202.0;-131.0
373.0;0.0;950.0;-285.0;444.0;263.0;?;-953.0;177.0;-18.0
411.0;-10.0;1136.0;?;451.0;?;1247.0;?;160.0;?
448.0;-25.0;1320.0;-71.0;466.0;?;1275.0;-1148.0;152.0;-91.0
479.0;-39.0;1297.0;-113.0;?;249.0;1087.0;-1283.0;145.0;-44.0
497.0;?;1033.0;-175.0;499.0;?;804.0;-1107.0;119.0;-28.0
515.0;-89.0;936.0;-119.0;509.0;?;?;-917.0;90.0;-56.0
525.0;-108.0;1132.0;-124.0;512.0;246.0;1196.0;-933.0;73.0;-174.0
524.0;-129.0;1251.0;-223.0;?;258.0;1252.0;?;58.0;-275.0
516.0;-161.0;1176.0;-373.0;519.0;?;1090.0;?;34.0;-164.0
523.0;-198.0;1021.0;-301.0;526.0;269.0;?;-1085.0;0.0;-86.0
541.0;-228.0;873.0;-202.0;534.0;?;690.0;-916.0;-22.0;?
566.0;-259.0;777.0;-128.0;?;288.0;709.0;-796.0;?;-47.0
594.0;-296.0;721.0;-52.0;551.0;298.0;730.0;-710.0;?;50.0
616.0;-327.0;698.0;54.0;560.0;301.0;827.0;-666.0;?;151.0
633.0;-363.0;764.0;127.0;579.0;312.0;?;?;-148.0;134.0
648.0;-393.0;842.0;?;593.0;319.0;832.0;-763.0;-172.0;100.0
?;-426.0;904.0;44.0;609.0;325.0;?;-801.0;-197.0;99.0
684.0;-452.0;995.0;14.0;627.0;330.0;971.0;-892.0;-226.0;78.0
699.0;-477.0;1034.0;12.0;?;?;1004.0;?;-252.0;79.0
717.0;-496.0;1030.0;23.0;656.0;342.0;1139.0;-975.0;?;?
728.0;-514.0;1256.0;40.0;662.0;348.0;1365.0;-1026.0;-294.0;?
733.0;-536.0;1420.0;?;668.0;352.0;1330.0;-1299.0;-302.0;-11.0
735.0;-557.0;1219.0;-188.0;678.0;349.0;954.0;-1314.0;-320.0;-130.0
?;-573.0;988.0;-243.0;680.0;346.0;860.0;-1045.0;-346.0;-214.0
728.0;-591.0;1059.0;-336.0;687.0;350.0;?;-891.0;-374.0;-182.0
714.0;-613.0;?;-306.0;707.0;354.0;1176.0;?;-407.0;-46.0
702.0;-630.0;896.0;-114.0;?;376.0;977.0;-986.0;-456.0;134.0
696.0;?;717.0;37.0;731.0;409.0;759.0;-800.0;-497.0;?
686.0;-653.0;701.0;?;739.0;451.0;608.0;-651.0;-526.0;?
?;-663.0;?;?;742.0;497.0;570.0;-644.0;?;141.0
670.0;?;679.0;98.0;744.0;?;?;?;-568.0;280.0
517.0;-669.0;738.0;97.0;764.0;725.0;?;-619.0;-694.0;128.0
514.0;-668.0;924.0;51.0;774.0;731.0;897.0;-744.0;-697.0;-10.0
523.0;-666.0;959.0;-106.0;781.0;731.0;?;?;-698.0;-42.0
?;-663.0;?;-173.0;788.0;?;?;-908.0;?;-34.0
527.0;-665.0;?;?;?;731.0;977.0;?;-703.0;?
520.0;-660.0;941.0;-129.0;795.0;730.0;?;?;-703.0;112.0
508.0;-656.0;1066.0;?;798.0;?;1179.0;?;-703.0;205.0
491.0;?;1062.0;150.0;?;?;1102.0;-1029.0;-698.0;?
482.0;-650.0;1124.0;57.0;782.0;724.0;1116.0;?;-692.0;180.0
469.0;-641.0;1185.0;68.0;754.0;720.0;1041.0;-1111.0;?;32.0
456.0;-635.0;1045.0;-66.0;?;714.0;?;-1092.0;-671.0;-112.0
447.0;-626.0;990.0;-237.0;724.0;717.0;1049.0;-934.0;?;-159.0
436.0;?;?;-295.0;717.0;726.0;1157.0;-904.0;-656.0;-79.0
422.0;-612.0;1030.0;?;717.0;735.0;1092.0;-992.0;-652.0;?
410.0;-604.0;946.0;-213.0;731.0;749.0;973.0;-950.0;-650.0;?
?;-596.0;860.0;-80.0;?;?;?;-884.0;-651.0;128.0
385.0;-592.0;743.0;37.0;746.0;?;674.0;-766.0;?;?
377.0;-586.0;708.0;59.0;753.0;789.0;?;-666.0;?;157.0
255.0;-588.0;961.0;-14.0;?;?;891.0;-829.0;-588.0;232.0
220.0;-587.0;837.0;?;?;868.0;?;-882.0;?;182.0
200.0;-583.0;855.0;?;877.0;857.0;?;-767.0;-572.0;381.0
189.0;-581.0;877.0;261.0;881.0;?;?;?;-563.0;257.0
191.0;?;721.0;128.0;882.0;?;756.0;-710.0;-553.0;?
199.0;-577.0;983.0;139.0;890.0;833.0;722.0;-738.0;-549.0;57.0
211.0;-570.0;938.0;-41.0;?;823.0;618.0;-892.0;?;84.0
214.0;-569.0;892.0;-121.0;?;820.0;620.0;-835.0;-533.0;207.0
221.0;-569.0;?;11.0;912.0;825.0;850.0;?;?;262.0
229.0;-572.0;?;?;915.0;?;874.0;-822.0;-519.0;300.0
234.0;-570.0;1003.0;?;913.0;835.0;805.0;-927.0;-523.0;233.0
