InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
-41.0;-3673;637;950.0;-12;98.0;3673;646.0
-324.0;-4057;?;522.0;-95;?;4057;1486.0
-330.0;?;874;914.0;-207;540.0;4222;2255.0
-350.0;-4173;?;1997.0;-119;665.0;4173;2566.0
?;-3641;1086;1155.0;-267;169.0;3641;2076.0
-164.0;-3614;1318;?;?;-665.0;?;1347.0
151.0;-3917;1566;819.0;?;-1359.0;3917;782.0
316.0;-3328;1888;?;83;-1769.0;?;482.0
?;-2335;2153;685.0;357;-1761.0;?;332.0
446.0;-609;?;?;-251;-1359.0;?;173.0
417.0;?;319;955.0;755;?;?;-14.0
255.0;?;-820;?;289;-1078.0;-3138;?
149.0;2887;-59;853.0;-1420;-760.0;-2887;?
80.0;1881;541;874.0;-132;-340.0;-1881;-85.0
14.0;?;659;819.0;357;?;-586;-205.0
-7.0;66;591;?;?;-260.0;-66;-338.0
8.0;98;494;881.0;?;?;-98;-380.0
129.0;36;515;795.0;?;-366.0;-36;?
146.0;42;488;?;-51;-158.0;-42;-114.0
?;27;501;?;-116;-191.0;-27;106.0
?;26;508;809.0;-126;-320.0;-26;197.0
36.0;8;502;866.0;-66;-596.0;-8;176.0
88.0;-15;491;?;-61;-967.0;15;?
240.0;-30;495;877.0;-90;?;30;444.0
250.0;?;490;922.0;-66;-750.0;69;?
261.0;-42;476;1028.0;-43;-564.0;?;420.0
346.0;7;?;?;-56;-834.0;-7;-9.0
316.0;-18;461;1551.0;-13;-747.0;18;-85.0
85.0;78;409;1205.0;?;?;?;77.0
-28.0;26;519;926.0;-79;?;?;54.0
-39.0;?;478;?;?;-10.0;-184;-9.0
?;238;?;566.0;-110;-207.0;-238;-159.0
174.0;?;578;547.0;-194;-517.0;-253;?
?;1222;144;390.0;?;-563.0;-1222;-205.0
38.0;1185;426;379.0;-122;-262.0;?;?
?;3015;?;?;-171;2.0;-3015;218.0
-76.0;?;513;404.0;-1;33.0;-6978;319.0
?;7709;1418;418.0;198;206.0;-7709;320.0
-14.0;7021;870;?;?;255.0;-7021;272.0
24.0;4768;?;687.0;-83;232.0;-4768;299.0
7.0;175;1266;?;-270;382.0;-175;?
-10.0;-3039;-770;1153.0;310;550.0;3039;495.0
23.0;-4235;308;1013.0;484;?;?;612.0
-213.0;-5236;?;930.0;?;1354.0;5236;623.0
-536.0;-5988;1000;790.0;?;1199.0;5988;507.0
-592.0;?;1313;438.0;1117;814.0;5812;444.0
-320.0;-5671;1277;1108.0;1522;?;5671;432.0
-315.0;-5137;1895;1657.0;813;1958.0;5137;-52.0
-717.0;-5096;2257;1203.0;924;1812.0;5096;-902.0
-916.0;-4494;2943;47.0;?;?;4494;-1497.0
-733.0;-1157;3104;1248.0;-923;?;1157;-1403.0
-362.0;1777;?;950.0;2407;1731.0;-1777;-1106.0
?;6116;2122;?;1450;1858.0;-6116;?
-570.0;5473;1633;?;-3112;1685.0;-5473;-907.0
-569.0;?;-415;853.0;?;1588.0;535;-889.0
-370.0;206;269;?;?;?;-206;-647.0
-294.0;731;714;910.0;-336;1757.0;?;-475.0
-293.0;-402;314;?;182;?;402;-307.0
?;?;588;819.0;?;1506.0;-336;-195.0
-127.0;-36;?;842.0;73;1327.0;36;-120.0
-57.0;62;488;947.0;0;1293.0;-62;-60.0
?;109;?;816.0;?;1317.0;-109;81.0
-178.0;?;?;?;-54;1338.0;26;160.0
-136.0;9;503;976.0;-38;910.0;-9;159.0
-212.0;-80;494;?;?;646.0;80;329.0
-212.0;-28;543;1214.0;-38;1137.0;28;543.0
-277.0;-38;496;1367.0;-84;1498.0;38;445.0
-222.0;17;480;1624.0;?;1729.0;-17;?
-357.0;205;460;1772.0;-31;2210.0;?;-144.0
-395.0;87;498;1200.0;-108;2558.0;?;-485.0
-508.0;587;?;961.0;?;1869.0;?;-1038.0
-479.0;978;?;355.0;-160;1657.0;?;?
-466.0;2174;318;?;-164;1213.0;?;-1545.0
-455.0;4971;258;365.0;33;1024.0;-4971;?
16.0;559;?;864.0;-587;?;-559;-22.0
130.0;240;?;883.0;-297;300.0;-240;?
159.0;-13;461;904.0;-84;375.0;?;367.0
147.0;136;?;887.0;-171;277.0;-136;454.0
127.0;-7;?;875.0;-35;48.0;7;389.0
117.0;104;?;892.0;-118;-98.0;-104;416.0
-3.0;55;?;905.0;?;164.0;-55;454.0
-210.0;48;?;970.0;?;?;-48;574.0
?;22;?;904.0;-66;?;-22;430.0
?;-9;494;1039.0;-71;-751.0;9;201.0
-211.0;?;492;1179.0;-74;-526.0;-18;?
-109.0;49;489;1273.0;-53;-52.0;-49;-187.0
-135.0;76;487;1839.0;?;-17.0;?;?
?;114;?;?;-68;327.0;-114;-522.0
-368.0;203;497;964.0;-115;947.0;?;-469.0
-367.0;434;488;910.0;-36;1102.0;-434;?
-333.0;600;?;616.0;25;837.0;-600;-658.0
?;?;457;?;-81;378.0;-828;-878.0
269.0;61;489;912.0;?;?;-61;932.0
136.0;18;542;878.0;-90;-821.0;-18;968.0
174.0;24;493;890.0;?;-699.0;-24;813.0
53.0;3;530;995.0;-71;?;?;829.0
94.0;?;517;894.0;-65;-278.0;?;852.0
83.0;-30;521;895.0;-67;-329.0;30;533.0
99.0;-62;514;974.0;-73;-697.0;62;182.0
264.0;-26;512;1204.0;-100;-881.0;26;-72.0
241.0;?;514;1076.0;-90;-758.0;?;-197.0
38.0;-26;?;860.0;-81;-64.0;26;?
?;-67;?;?;-92;477.0;67;?
-90.0;-61;511;673.0;-85;714.0;?;152.0
-51.0;-30;?;628.0;?;877.0;30;125.0
-55.0;-53;531;536.0;-95;873.0;53;?
-131.0;?;?;478.0;-96;840.0;91;-141.0
-129.0;-90;?;388.0;-97;828.0;?;-294.0
-219.0;-83;495;?;-84;768.0;83;-403.0
?;-83;495;502.0;-85;630.0;?;-503.0
-306.0;?;493;535.0;-73;493.0;76;?
-290.0;-61;483;628.0;-64;?;61;-536.0
?;?;493;688.0;-75;428.0;71;-548.0
-89.0;-82;491;869.0;?;285.0;82;-540.0
-45.0;-41;473;333.0;-60;352.0;?;?
-27.0;-7;484;?;-52;436.0;7;-295.0
-6.0;-17;?;945.0;-51;?;17;-134.0
36.0;-2;485;951.0;-56;?;?;22.0
59.0;?;485;858.0;-59;291.0;5;205.0
89.0;-35;?;846.0;?;327.0;35;315.0
?;?;?;905.0;-77;?;26;414.0
75.0;-17;487;869.0;-82;363.0;17;444.0
?;?;502;956.0;-95;239.0;44;446.0
217.0;-103;495;998.0;-81;?;103;399.0
?;-117;479;988.0;-64;?;117;323.0
?;?;507;995.0;?;?;164;158.0
-104.0;-267;513;902.0;-83;600.0;?;-38.0
-233.0;-338;469;918.0;-51;?;338;?
?;-371;442;898.0;-62;616.0;371;-525.0
?;-234;470;868.0;-185;508.0;?;-749.0
?;-139;516;885.0;?;?;139;-917.0
-506.0;-160;538;923.0;-262;?;?;-905.0
-550.0;-106;468;951.0;-165;826.0;106;-814.0
-613.0;2;?;?;-13;948.0;-2;-754.0
-518.0;104;464;912.0;92;1144.0;-104;-677.0
-448.0;93;379;?;105;1252.0;-93;-495.0
?;243;441;891.0;173;1069.0;-243;?
?;433;448;907.0;223;720.0;-433;-249.0
-347.0;411;485;?;225;339.0;-411;-101.0
-333.0;444;796;?;352;296.0;-444;-1.0
-235.0;459;638;903.0;372;280.0;-459;172.0
-88.0;423;428;904.0;60;294.0;-423;705.0
255.0;184;314;917.0;?;?;?;?
327.0;-93;100;908.0;-326;?;?;273.0
416.0;-81;159;896.0;-353;-720.0;?;84.0
274.0;?;227;?;-394;?;75;124.0
230.0;-78;375;914.0;-78;-53.0;78;-202.0
108.0;-44;498;915.0;55;337.0;44;-186.0
32.0;-59;466;?;-71;?;?;?
72.0;-75;459;912.0;-15;-89.0;75;21.0
-79.0;?;436;888.0;11;-222.0;72;-171.0
-10.0;?;448;901.0;0;24.0;19;-143.0
156.0;?;451;?;18;?;-15;91.0
254.0;?;?;900.0;9;-413.0;-13;202.0
289.0;?;452;?;-1;-343.0;?;104.0
281.0;?;454;911.0;?;-271.0;-40;?
368.0;28;?;914.0;-23;-210.0;-28;61.0
?;1;462;918.0;-7;-202.0;-1;49.0
257.0;32;468;932.0;-13;-114.0;-32;?
155.0;19;?;914.0;-21;20.0;-19;80.0
55.0;?;?;887.0;-29;-53.0;10;106.0
-23.0;-8;458;895.0;-30;-46.0;8;96.0
-46.0;-18;459;896.0;-1;4.0;18;14.0
-27.0;11;457;896.0;?;-19.0;?;6.0
-23.0;10;457;908.0;-7;-146.0;-10;2.0
?;?;?;933.0;-1;-131.0;?;39.0
-65.0;?;447;920.0;0;?;-99;7.0
?;81;446;899.0;-5;-41.0;-81;-37.0
?;91;461;?;-23;39.0;-91;-16.0
-61.0;72;486;912.0;-40;?;-72;-18.0
-9.0;?;?;911.0;-50;121.0;-41;-33.0
-4.0;32;482;899.0;-53;?;-32;37.0
11.0;10;486;?;-42;?;-10;33.0
3.0;17;481;?;-47;-201.0;-17;5.0
-1.0;27;483;903.0;?;-153.0;-27;35.0
-26.0;?;480;914.0;-48;-116.0;-10;12.0
12.0;2;?;907.0;-53;-150.0;-2;15.0
?;5;485;905.0;-43;-251.0;-5;27.0
?;?;482;914.0;-32;-266.0;-5;48.0
74.0;16;479;924.0;?;?;?;70.0
19.0;17;475;895.0;-45;?;-17;?
?;6;484;897.0;-44;109.0;-6;-24.0
?;2;484;908.0;-52;?;?;?
-21.0;?;484;910.0;-50;172.0;14;?
?;-15;486;894.0;-67;132.0;15;47.0
-45.0;-19;?;912.0;?;-8.0;19;74.0
-34.0;-81;487;910.0;-41;?;81;83.0
-2.0;-132;?;903.0;-31;-129.0;132;100.0
53.0;-146;?;?;46;-108.0;146;76.0
58.0;?;514;910.0;77;-40.0;204;55.0
?;-301;491;903.0;104;-20.0;301;?
46.0;-391;447;913.0;243;-10.0;391;52.0
77.0;-395;?;915.0;194;-64.0;395;99.0
?;-319;388;908.0;20;-113.0;?;?
49.0;-268;406;888.0;22;-324.0;268;46.0
33.0;-36;?;878.0;-165;-374.0;36;47.0
44.0;?;432;900.0;-237;-222.0;-78;?
-22.0;276;396;928.0;-349;?;-276;-58.0
?;846;405;895.0;?;-149.0;-846;-167.0
-243.0;625;291;903.0;-253;?;?;-299.0
-220.0;123;436;886.0;71;?;-123;-402.0
-151.0;124;598;911.0;?;123.0;-124;-423.0
-79.0;66;?;898.0;3;145.0;-66;-428.0
-106.0;26;?;896.0;-68;-22.0;-26;-501.0
-77.0;32;513;891.0;?;?;-32;-479.0
-10.0;?;?;878.0;-49;-254.0;?;-430.0
113.0;10;502;884.0;-86;?;-10;-295.0
114.0;-14;492;?;-67;?;14;9.0
196.0;-29;494;894.0;-74;-308.0;?;322.0
237.0;-10;490;904.0;-66;-452.0;10;?
288.0;28;486;?;?;-614.0;-28;1002.0
330.0;?;496;916.0;-70;-751.0;1;1267.0
374.0;-18;491;931.0;-59;-815.0;?;1496.0
359.0;-4;?;902.0;-52;?;4;1600.0
344.0;-6;488;895.0;?;-928.0;?;1663.0
422.0;13;487;882.0;-77;?;-13;?
440.0;39;?;877.0;-77;-940.0;?;?
608.0;56;493;879.0;-62;-905.0;-56;1406.0
703.0;0;492;895.0;?;-971.0;?;1179.0
674.0;?;492;?;?;?;35;1110.0
600.0;29;485;?;-49;-1453.0;-29;1020.0
495.0;14;489;?;-57;-1400.0;-14;912.0
400.0;-35;499;?;-73;-1336.0;35;?
325.0;3;?;890.0;-66;-1190.0;-3;687.0
204.0;?;484;?;-67;-1001.0;-5;?
195.0;-16;?;871.0;-69;-757.0;16;472.0
?;16;485;868.0;-62;-531.0;-16;361.0
158.0;1;483;916.0;-68;-264.0;-1;229.0
236.0;-32;?;922.0;-60;?;?;43.0
164.0;?;482;?;?;244.0;4;-76.0
?;19;481;932.0;-60;351.0;-19;-195.0
?;-2;483;914.0;-61;621.0;?;-248.0
?;-17;477;844.0;-68;?;17;?
-69.0;?;472;?;-50;?;?;-395.0
-45.0;22;?;871.0;-38;743.0;-22;-427.0
5.0;?;?;881.0;-55;?;?;-403.0
91.0;?;?;876.0;?;560.0;?;?
60.0;-15;475;912.0;-37;?;15;-115.0
56.0;4;?;893.0;?;394.0;-4;-103.0
55.0;21;484;900.0;?;295.0;-21;-41.0
28.0;57;492;907.0;?;208.0;-57;-13.0
37.0;70;?;906.0;-92;159.0;?;-25.0
42.0;34;492;906.0;-87;34.0;-34;?
55.0;?;489;915.0;?;-53.0;-29;58.0
?;38;489;906.0;-77;-24.0;-38;?
117.0;10;487;904.0;-75;35.0;?;?
106.0;2;487;897.0;-72;82.0;-2;84.0
?;6;485;919.0;-72;?;-6;111.0
114.0;2;480;?;-80;233.0;-2;?
232.0;-21;482;910.0;?;338.0;21;?
282.0;-20;481;916.0;?;472.0;20;81.0
250.0;?;480;?;-90;531.0;?;175.0
165.0;53;488;?;?;459.0;-53;237.0
37.0;80;497;904.0;-28;361.0;-80;189.0
3.0;79;492;?;-60;155.0;-79;94.0
-10.0;12;492;879.0;?;-182.0;-12;66.0
?;?;?;870.0;-55;-597.0;-23;22.0
104.0;47;492;884.0;-50;-750.0;-47;81.0
163.0;31;504;906.0;-54;-925.0;-31;?
?;-51;501;877.0;-63;-923.0;51;253.0
?;-57;490;892.0;?;-796.0;57;393.0
268.0;-9;?;935.0;-38;-639.0;9;491.0
?;?;499;885.0;-34;-520.0;65;?
293.0;-79;?;856.0;-52;-539.0;79;617.0
?;-111;475;?;-22;?;111;637.0
360.0;-85;458;768.0;2;-60.0;85;554.0
270.0;?;475;736.0;-19;231.0;?;?
141.0;-61;479;?;-21;426.0;61;222.0
-33.0;?;479;885.0;-27;690.0;?;145.0
-117.0;-6;472;976.0;-28;696.0;6;?
-214.0;10;462;?;-14;516.0;-10;-227.0
-296.0;?;468;926.0;?;444.0;-21;-508.0
?;-27;473;?;-32;440.0;27;-761.0
?;-27;?;763.0;-46;414.0;27;-963.0
-204.0;?;469;730.0;-40;?;-8;-1040.0
?;43;?;762.0;-15;205.0;-43;-1057.0
-93.0;?;?;836.0;-34;402.0;?;?
-177.0;40;?;754.0;-41;602.0;-40;-1027.0
-343.0;?;478;700.0;-13;709.0;?;-1013.0
-492.0;37;475;759.0;-21;899.0;-37;-1009.0
-735.0;54;489;770.0;?;?;-54;-999.0
-1002.0;67;496;713.0;-52;1530.0;?;-1090.0
-1338.0;37;487;685.0;-35;1745.0;?;-1207.0
-136.0;?;537;?;-52;?;?;330.0
-154.0;-29;431;?;-93;77.0;29;390.0
-276.0;54;542;915.0;2;-264.0;-54;287.0
-227.0;43;?;887.0;-48;?;-43;270.0
-129.0;4;517;?;-22;-75.0;-4;387.0
?;?;496;892.0;?;-179.0;?;452.0
116.0;-50;490;898.0;-11;407.0;50;348.0
402.0;-60;?;886.0;-8;?;60;169.0
336.0;-50;499;891.0;-14;-210.0;50;110.0
182.0;?;?;874.0;?;?;11;157.0
125.0;-15;?;936.0;?;185.0;15;83.0
177.0;-50;495;917.0;-9;577.0;50;?
120.0;-16;492;930.0;?;411.0;16;?
56.0;7;486;935.0;-29;-87.0;-7;41.0
30.0;?;495;911.0;-32;-108.0;45;101.0
49.0;-73;?;917.0;?;-232.0;73;?
57.0;-26;483;?;-5;-370.0;?;66.0
-30.0;?;483;?;?;-361.0;-16;15.0
-46.0;41;487;923.0;-34;-280.0;-41;40.0
-38.0;?;499;931.0;?;-213.0;-75;-2.0
-78.0;?;?;890.0;?;-233.0;-33;47.0
-127.0;-14;?;933.0;-39;-156.0;14;?
-126.0;10;?;?;-38;-164.0;-10;-34.0
-146.0;16;?;921.0;-33;-168.0;?;?
-115.0;-3;?;?;-42;-268.0;3;-1.0
-112.0;-11;485;?;-44;-114.0;?;71.0
-102.0;6;490;911.0;-39;?;-6;73.0
?;15;489;903.0;-41;-150.0;-15;111.0
-126.0;?;487;907.0;-46;?;-4;163.0
-137.0;15;?;897.0;-40;-122.0;-15;134.0
-72.0;?;491;896.0;-34;-114.0;-11;111.0
-105.0;-10;486;894.0;-40;-21.0;10;104.0
-71.0;?;482;905.0;?;-32.0;-5;61.0
?;-6;491;906.0;-33;-4.0;6;47.0
-80.0;-28;?;?;-38;-19.0;28;-26.0
-71.0;?;?;887.0;-39;-54.0;8;-42.0
?;1;487;887.0;-44;-80.0;-1;-42.0
-21.0;16;492;889.0;-44;30.0;-16;93.0
27.0;7;?;908.0;-27;59.0;?;103.0
51.0;?;476;901.0;-23;-81.0;?;79.0
48.0;55;488;895.0;-41;-64.0;-55;48.0
41.0;-11;?;?;-44;-4.0;11;75.0
-15.0;-8;?;914.0;-36;19.0;?;58.0
-33.0;9;488;899.0;-37;-5.0;-9;?
-4.0;-13;491;887.0;-36;66.0;13;-43.0
-8.0;15;488;906.0;-36;21.0;-15;-33.0
-25.0;?;489;904.0;-44;-91.0;-13;-23.0
-2.0;-7;491;?;-44;-100.0;7;-49.0
34.0;?;489;?;?;-83.0;-14;-118.0
-7.0;-2;?;893.0;-34;19.0;?;?
?;-22;?;906.0;-42;176.0;?;36.0
0.0;?;491;914.0;-35;197.0;32;57.0
-37.0;-26;485;?;-23;276.0;26;57.0
?;?;481;?;-36;431.0;-5;92.0
-77.0;-38;480;909.0;-33;?;38;?
-98.0;-44;488;906.0;-38;?;44;20.0
-133.0;?;492;?;-48;408.0;50;?
-197.0;-54;465;913.0;-33;419.0;54;44.0
-206.0;?;?;888.0;-23;363.0;?;?
-219.0;-94;516;?;-26;289.0;?;135.0
-196.0;?;506;915.0;?;?;139;299.0
?;-265;582;914.0;199;265.0;265;375.0
?;?;563;915.0;211;97.0;?;?
-209.0;-418;409;907.0;216;?;418;399.0
?;-392;415;905.0;?;73.0;392;?
?;-180;453;914.0;-226;-114.0;180;679.0
-115.0;-26;420;?;?;?;26;451.0
-129.0;-30;424;898.0;-276;?;30;?
-134.0;13;398;923.0;-375;?;-13;105.0
-136.0;163;350;?;-373;217.0;-163;49.0
-228.0;215;383;?;-178;309.0;?;17.0
?;66;?;903.0;?;286.0;-66;4.0
-216.0;37;?;920.0;-112;8.0;-37;-38.0
?;92;504;907.0;-159;-115.0;-92;-96.0
?;51;503;933.0;?;-323.0;-51;-112.0
-190.0;40;487;924.0;-43;-343.0;-40;-138.0
-218.0;49;458;899.0;-67;-234.0;-49;-184.0
?;?;484;?;-100;-160.0;-28;-239.0
-338.0;29;500;918.0;-103;-133.0;?;-265.0
?;17;487;934.0;-104;?;-17;-261.0
?;25;495;916.0;-76;-254.0;?;-285.0
-265.0;61;496;?;-71;?;?;-325.0
-292.0;60;486;915.0;-85;-452.0;-60;-395.0
-218.0;76;487;930.0;-60;-765.0;-76;-326.0
-146.0;74;492;877.0;-55;-852.0;-74;-279.0
41.0;?;492;911.0;-50;-798.0;-53;-328.0
265.0;82;493;899.0;-50;?;-82;-526.0
463.0;90;499;900.0;-71;-893.0;-90;-587.0
660.0;52;503;?;-63;-1108.0;-52;-573.0
857.0;49;498;?;?;-1240.0;-49;-488.0
1005.0;?;496;885.0;-63;-1492.0;-75;?
1138.0;54;501;?;?;-1313.0;-54;473.0
1549.0;?;503;858.0;-74;?;-40;903.0
1759.0;?;505;855.0;-80;?;-72;1316.0
1487.0;?;?;850.0;-77;-2697.0;-74;1665.0
1464.0;31;?;872.0;-83;-2583.0;-31;1993.0
1409.0;-7;514;901.0;-84;-1788.0;7;2270.0
?;-24;511;960.0;?;-1420.0;24;2284.0
1127.0;-47;511;868.0;-42;-1657.0;47;2134.0
920.0;-72;508;?;-50;-1362.0;72;1936.0
852.0;-49;510;798.0;-63;-462.0;49;1801.0
?;4;526;?;-68;-103.0;?;1632.0
839.0;?;514;770.0;-77;-576.0;-25;1339.0
747.0;48;?;777.0;-91;-813.0;-48;1068.0
685.0;41;518;806.0;-98;-443.0;-41;855.0
575.0;?;509;810.0;-89;29.0;-15;616.0
468.0;28;507;820.0;-80;-149.0;-28;401.0
?;-15;513;807.0;-76;-83.0;15;248.0
398.0;-52;509;?;-65;-344.0;52;77.0
378.0;-28;509;803.0;?;-678.0;28;0.0
406.0;-2;508;794.0;-81;-578.0;?;?
392.0;5;505;838.0;?;-466.0;-5;101.0
350.0;-32;?;878.0;-75;-285.0;32;182.0
316.0;-47;?;851.0;-83;-305.0;47;217.0
201.0;-56;?;822.0;-78;-354.0;56;312.0
217.0;-38;495;833.0;-76;-487.0;38;336.0
?;-36;503;840.0;?;-623.0;36;269.0
272.0;-102;513;799.0;-69;-571.0;?;298.0
205.0;?;503;?;-76;-301.0;112;299.0
142.0;-82;487;?;?;-97.0;82;?
77.0;-22;482;761.0;-82;-115.0;22;224.0
?;38;?;748.0;-71;47.0;-38;129.0
-107.0;24;?;802.0;?;67.0;-24;-26.0
-177.0;25;491;842.0;?;120.0;-25;-167.0
-203.0;?;?;835.0;-97;123.0;-39;-321.0
-213.0;32;?;826.0;-73;?;-32;-404.0
?;51;489;874.0;-56;?;-51;?
-258.0;54;?;897.0;-78;?;-54;-500.0
-275.0;24;506;887.0;?;40.0;-24;-649.0
-369.0;15;494;895.0;?;-182.0;-15;?
-451.0;14;?;915.0;-55;-393.0;?;-859.0
-440.0;28;498;926.0;?;-372.0;-28;-841.0
?;32;501;915.0;-64;-656.0;-32;-855.0
-444.0;-24;504;850.0;-56;-732.0;?;-859.0
-407.0;?;504;836.0;-60;-663.0;37;-801.0
?;-34;?;785.0;-48;-449.0;?;?
-260.0;-83;494;766.0;?;-324.0;83;-736.0
?;-61;?;?;-46;?;61;-664.0
-98.0;-117;522;759.0;-70;-386.0;117;?
?;-141;497;?;?;-315.0;?;-452.0
75.0;34;?;582.0;-55;-293.0;-34;-297.0
43.0;94;?;?;-99;-244.0;-94;?
-1.0;-167;620;386.0;?;-305.0;167;?
41.0;?;?;?;-537;-355.0;622;-9.0
79.0;-728;?;219.0;?;-400.0;728;32.0
?;?;812;282.0;-710;-438.0;819;-66.0
50.0;-1399;?;?;-366;-532.0;1399;-188.0
?;?;688;579.0;-221;-554.0;?;?
311.0;?;747;1037.0;166;-771.0;?;-152.0
278.0;-216;740;?;517;-1255.0;216;-168.0
350.0;?;758;1009.0;129;-1563.0;?;-71.0
?;932;732;?;?;-1640.0;-932;?
663.0;1027;737;1162.0;?;-1180.0;-1027;726.0
594.0;1034;765;1378.0;-349;-1189.0;-1034;?
399.0;1091;639;714.0;91;-1245.0;?;1326.0
367.0;808;637;?;287;?;-808;1564.0
403.0;692;435;792.0;311;-838.0;-692;1596.0
381.0;?;514;988.0;-270;?;-675;1511.0
?;554;?;871.0;2;?;-554;1240.0
404.0;457;886;896.0;700;-1459.0;-457;887.0
475.0;791;1583;?;-645;?;-791;504.0
?;1665;993;933.0;1756;?;-1665;?
457.0;?;-184;915.0;2028;?;-1174;83.0
446.0;30;143;?;-1167;?;-30;-4.0
394.0;170;?;896.0;427;?;-170;?
?;66;513;926.0;114;-1052.0;-66;-33.0
541.0;-105;574;896.0;-699;-998.0;105;-73.0
609.0;100;462;901.0;?;-1010.0;?;?
517.0;74;517;925.0;?;-1060.0;-74;?
431.0;121;484;916.0;-72;-800.0;-121;233.0
395.0;128;478;862.0;-27;-631.0;?;312.0
?;106;494;878.0;-122;-868.0;-106;?
321.0;74;495;909.0;?;?;-74;189.0
?;32;?;894.0;-62;-1935.0;?;97.0
422.0;22;503;906.0;?;-1970.0;?;?
410.0;16;490;894.0;-26;-2011.0;?;91.0
?;43;480;964.0;?;-2594.0;?;13.0
3.0;78;473;979.0;-93;-3010.0;-78;25.0
?;?;468;?;?;-3031.0;-128;163.0
257.0;?;490;1248.0;-16;-2625.0;-220;?
143.0;228;511;1217.0;-58;-2142.0;-228;-15.0
1.0;?;503;1098.0;-18;-1637.0;-287;-389.0
?;363;?;935.0;5;-1707.0;-363;-874.0
-342.0;379;486;746.0;-59;-1672.0;?;?
?;941;483;462.0;26;-1271.0;-941;-1405.0
?;?;461;?;-39;-1329.0;-1447;-1243.0
5.0;?;541;658.0;-13;-1160.0;-1919;-1040.0
112.0;2579;494;572.0;?;-1308.0;-2579;-813.0
465.0;3725;686;463.0;-302;?;-3725;-591.0
872.0;5821;1087;335.0;245;-1479.0;-5821;-414.0
1104.0;5905;745;623.0;703;-1422.0;-5905;?
1180.0;3830;2191;619.0;738;-1441.0;-3830;337.0
?;696;2584;629.0;510;?;-696;952.0
?;-3122;135;?;-264;?;3122;?
845.0;-4331;52;765.0;-82;-1191.0;4331;2499.0
635.0;?;296;970.0;714;-1372.0;4041;3414.0
506.0;?;206;917.0;?;-1415.0;4500;4417.0
344.0;-5209;774;?;?;-890.0;?;5133.0
341.0;-5299;725;376.0;214;-834.0;5299;5118.0
?;?;989;1372.0;289;-1277.0;5537;4238.0
619.0;-5820;1280;1878.0;276;-1340.0;5820;2733.0
?;-5092;1931;830.0;-237;-606.0;5092;1077.0
-251.0;-5475;2778;299.0;890;1.0;5475;-264.0
-502.0;-3524;2981;?;667;-6.0;3524;?
-376.0;1090;1062;1019.0;-53;-772.0;-1090;-1721.0
?;3608;79;759.0;-133;?;-3608;?
68.0;4542;2087;1074.0;-1815;-507.0;?;-1931.0
-33.0;?;1262;739.0;804;511.0;?;-1923.0
-163.0;1031;507;921.0;1317;1061.0;-1031;-1992.0
-264.0;934;1408;886.0;-1528;1185.0;-934;?
-438.0;91;568;838.0;-480;937.0;?;-1614.0
?;104;482;796.0;-215;?;-104;?
-171.0;188;582;848.0;-316;?;-188;?
?;-2;397;881.0;105;1846.0;2;-653.0
95.0;107;?;851.0;?;1501.0;-107;-444.0
?;49;476;955.0;?;1086.0;-49;-93.0
16.0;29;?;917.0;?;788.0;-29;324.0
132.0;21;503;1000.0;-119;-264.0;-21;811.0
94.0;5;?;1103.0;?;-520.0;?;1301.0
-212.0;126;472;1315.0;-91;?;-126;?
-191.0;?;516;1344.0;?;?;-48;1437.0
65.0;?;?;?;-120;298.0;-345;1026.0
87.0;393;510;1375.0;-96;?;-393;571.0
?;?;550;1305.0;-205;887.0;-439;161.0
-105.0;1812;356;?;-237;691.0;-1812;-224.0
?;2393;531;724.0;-134;158.0;-2393;-610.0
-148.0;4249;286;420.0;-366;-519.0;-4249;-893.0
275.0;334;592;?;-812;?;-334;-289.0
?;-47;433;883.0;?;-341.0;47;26.0
261.0;236;560;?;-356;130.0;-236;?
?;40;458;797.0;14;?;-40;677.0
296.0;?;499;?;?;306.0;-122;889.0
292.0;110;505;931.0;-118;?;-110;999.0
141.0;?;500;882.0;-85;?;?;1040.0
-14.0;63;494;1094.0;?;?;?;983.0
?;?;489;1022.0;-69;-1248.0;-75;840.0
34.0;?;505;1148.0;-93;-1369.0;-132;836.0
?;103;504;1237.0;-100;-642.0;-103;654.0
-54.0;206;512;1745.0;-136;-20.0;-206;118.0
-128.0;398;492;?;-96;?;-398;-397.0
-279.0;632;494;974.0;-34;?;-632;-567.0
-289.0;?;437;1034.0;48;1173.0;-1204;-750.0
-299.0;1934;433;627.0;-51;982.0;-1934;-1032.0
-361.0;3380;429;668.0;?;216.0;?;-1309.0
-336.0;?;324;286.0;?;-236.0;?;-1424.0
?;?;1076;863.0;-253;?;-318;4.0
279.0;?;306;846.0;-288;?;-13;209.0
256.0;74;459;814.0;5;-214.0;-74;482.0
249.0;101;?;887.0;?;-143.0;-101;710.0
315.0;?;357;893.0;?;-68.0;-32;?
202.0;120;595;961.0;-64;68.0;?;915.0
16.0;71;445;946.0;?;49.0;-71;754.0
-146.0;29;522;1102.0;-87;?;-29;507.0
