InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-994;8062;3270;-1631;8062;-513;-29.0;?
?;6193;1179;-2401;?;-711;-19.0;1179
-2574;?;-2096;-2792;?;?;-849.0;-2096
-566;-2232;-4456;-986;-2232;1098;-727.0;-4456
-25;-2583;?;-575;-2583;1529;-69.0;-4795
-791;-640;-3807;-928;-640;591;?;?
-177;901;-1989;-504;?;280;227.0;-1989
-96;902;-1042;-1363;902;-726;153.0;-1042
511;2236;-616;?;2236;-850;-466.0;?
869;2293;222;?;?;?;286.0;222
518;?;?;?;1772;-2127;-125.0;1091
3308;-399;2990;1738;-399;2134;-644.0;2990
871;-1693;1814;?;?;?;-128.0;1814
-1570;-2723;?;?;?;?;257.0;2284
1909;?;3508;794;-3714;2361;70.0;?
154;-1175;-1577;103;-1175;1001;234.0;-1577
-383;?;-1963;-1769;?;-1211;-148.0;-1963
?;-1941;?;-1069;-1941;-142;-65.0;-13
-91;-516;-651;-1055;-516;-188;-68.0;-651
167;-177;162;-774;-177;?;104.0;162
99;82;15;?;82;-17;150.0;15
36;175;33;-927;?;-43;-150.0;33
124;114;?;-872;114;35;-74.0;222
45;167;?;-902;167;-19;-284.0;29
100;151;151;?;151;?;-68.0;151
?;179;?;-875;179;?;?;117
79;?;?;-872;188;10;?;142
72;191;184;-874;191;?;-522.0;184
65;98;?;?;98;41;261.0;?
99;?;406;-879;430;?;-520.0;406
-2553;-2799;-4802;-508;-2799;513;13.0;?
311;-1520;-2863;-2121;-1520;-1454;-109.0;-2863
?;-1619;-1597;?;?;-574;4.0;-1597
26;-543;?;-664;-543;168;-132.0;-587
295;?;187;-1032;119;-160;86.0;?
?;88;?;-843;88;43;144.0;?
48;98;59;-907;?;-23;59.0;59
58;41;53;-907;41;-23;-180.0;53
12;7;?;-858;7;27;?;-13
86;69;74;?;69;-7;-206.0;?
40;44;51;-864;44;13;56.0;51
58;84;47;?;84;0;-314.0;?
?;108;?;-859;108;18;-496.0;105
25;100;111;-879;100;17;-671.0;111
?;135;?;-870;135;11;23.0;35
?;192;145;-869;?;-26;161.0;145
1128;1152;1757;333;1152;953;67.0;1757
670;1765;1591;?;1765;45;-272.0;1591
150;?;169;-900;?;-210;128.0;169
-147;711;-139;-658;711;?;443.0;-139
?;488;-101;?;488;47;433.0;?
-23;-119;-18;-885;-119;-16;79.0;-18
-31;116;107;-889;116;?;-30.0;107
-24;384;229;-905;384;?;-83.0;?
0;?;220;?;328;-3;-105.0;?
-6;295;169;?;295;-23;57.0;169
11;181;118;?;181;3;-59.0;118
?;170;81;-822;170;15;-179.0;81
?;149;57;-874;149;?;-653.0;57
-57;81;34;?;81;-5;-1314.0;34
-11;89;?;-864;89;-23;-330.0;99
-97;101;151;-904;101;21;108.0;151
-24;255;?;?;255;?;?;204
?;557;571;-920;557;-74;49.0;571
-177;709;697;-970;709;?;193.0;697
-283;1425;1150;-978;1425;-146;264.0;1150
-1039;3602;3257;-1564;3602;?;128.0;?
?;?;4192;?;5829;-874;?;4192
-848;3871;1984;-1291;3871;?;-131.0;?
-2013;37;408;-1929;37;53;-156.0;408
-1932;-1053;?;-1850;?;1017;-41.0;?
?;-1256;?;-1037;-1256;935;-199.0;-5560
-467;?;-6196;-453;615;772;-141.0;-6196
-180;1217;-3421;-291;?;693;-228.0;-3421
-338;-870;-1109;-708;?;160;50.0;-1109
-271;?;1257;-1236;-795;-685;435.0;1257
-146;-695;1474;?;-695;-862;89.0;1474
?;-1248;939;-1241;-1248;?;-1759.0;?
1022;-1073;295;-906;-1073;-674;-141.0;295
3908;-309;-2135;766;-309;8;-29.0;-2135
2276;1520;-1079;818;1520;1088;95.0;-1079
-1093;1174;2372;-1733;1174;-370;?;2372
2494;?;1122;-2484;-1150;-3753;-196.0;1122
1702;?;-616;?;-425;-2255;-198.0;-616
-1004;10;-270;-1208;10;185;-78.0;-270
?;?;?;-761;-880;?;110.0;-317
-241;-60;-45;?;-60;37;?;?
-190;215;161;?;?;1;?;161
?;188;?;?;188;?;49.0;176
-254;343;?;-906;343;40;139.0;?
-66;229;163;-860;?;-31;-160.0;163
-155;217;147;-867;217;?;-451.0;147
-102;129;85;-862;?;-15;-433.0;85
?;140;77;-861;140;2;-926.0;77
?;116;?;?;116;9;?;?
-157;?;-35;-869;-24;20;159.0;-35
?;346;295;-906;346;?;-312.0;295
-146;257;244;-892;257;-27;-447.0;?
-256;?;503;-969;444;-38;-259.0;503
-398;949;968;-1007;949;-5;15.0;968
?;1086;922;-887;1086;111;?;922
?;3411;2997;-1549;?;-231;168.0;2997
?;3237;2348;?;3237;-775;40.0;2348
?;1737;322;-2275;?;-1136;225.0;322
?;1989;819;-2909;1989;-341;118.0;819
?;-1068;-1825;?;-1068;1264;-41.0;?
?;-1937;-4616;?;-1937;1244;-222.0;-4616
-559;763;-4415;-469;763;807;-399.0;-4415
?;501;-2744;-596;501;362;-48.0;-2744
-419;-221;?;-820;-221;-136;162.0;-281
-248;1006;247;?;1006;-748;577.0;247
-76;1411;?;?;?;?;-1035.0;82
977;2254;661;-1121;2254;-804;-1795.0;?
?;3958;-630;-2230;?;?;703.0;-630
3140;1022;-100;1066;1022;1073;2.0;?
1199;?;-1768;1521;-4166;2437;?;-1768
-1344;-2689;-2056;-3756;-2689;-2577;?;-2056
1599;1197;4038;-1039;1197;-752;90.0;4038
1358;-863;75;?;-863;?;-4.0;75
-467;-1991;?;-1939;-1991;?;-101.0;-3098
?;?;460;?;-492;-98;?;460
-88;-1026;-655;-1066;-1026;-225;1.0;-655
?;-750;-359;-913;?;-104;107.0;-359
-1;189;241;?;189;32;3.0;241
-210;263;-19;-969;263;-52;101.0;?
-64;210;?;-825;210;44;-80.0;262
-141;212;64;-903;212;-12;-418.0;64
-111;?;101;-878;171;-6;-269.0;101
-87;60;48;?;60;?;-308.0;?
-99;102;?;?;102;?;-282.0;63
-99;75;108;-874;75;-25;-177.0;108
-138;92;-32;-901;?;25;583.0;?
-73;106;?;-884;106;?;-250.0;188
3501;-4815;1182;-461;-4815;488;-410.0;1182
?;-232;-62;1318;?;2617;-164.0;-62
-880;-1348;?;-931;?;818;-10.0;-1032
252;-932;-495;?;-932;?;-175.0;-495
25;?;?;-976;-1148;?;0.0;-612
-196;-53;-13;?;-53;-39;?;?
-4;652;?;-897;?;?;-80.0;328
?;?;91;?;218;20;?;91
?;372;243;-850;?;-6;?;243
-141;?;152;-817;?;60;-181.0;152
-160;74;72;-837;?;56;-4.0;72
?;47;107;-840;47;?;?;107
-31;71;150;-827;?;3;-856.0;150
?;6;20;-880;6;?;278.0;20
?;-149;-31;-853;?;38;882.0;-31
?;-72;-16;-877;?;-20;643.0;-16
-123;30;-14;-902;30;-4;59.0;-14
-92;304;341;-904;?;86;84.0;341
-34;595;527;-1013;?;-131;242.0;527
-210;221;504;?;?;292;244.0;504
?;1374;1023;-1429;?;-368;150.0;1023
-543;2972;-182;-1677;?;-780;-65.0;-182
?;1753;?;-1350;1753;-75;?;?
-1766;627;-259;?;?;-946;119.0;-259
-1362;293;-156;-1680;293;468;-17.0;?
-364;-1188;-1266;-414;-1188;?;-61.0;-1266
155;-536;-744;-636;-536;685;-350.0;-744
-259;1472;?;-674;?;576;?;-750
-261;?;-756;-675;1432;?;-98.0;-756
?;1985;-367;-930;?;?;-347.0;-367
129;3694;-806;?;3694;-991;-287.0;?
?;3645;?;-1340;3645;?;?;-625
-252;4441;-298;-1498;4441;-1443;-8.0;?
?;?;1055;-308;1529;?;?;1055
324;762;?;1277;762;1946;65.0;4080
748;4219;3434;8;4219;522;?;?
1362;-8293;-90;679;-8293;2671;-75.0;-90
?;-10575;?;157;-10575;2055;?;-1491
-710;677;-1063;-2019;?;-1650;?;-1063
952;-1480;-390;-851;-1480;223;?;-390
354;-934;-210;-759;-934;230;50.0;-210
-140;399;-184;-1069;399;-336;3.0;?
?;-688;26;-751;-688;205;-98.0;26
-163;499;125;-993;499;-179;-24.0;125
20;0;?;-862;0;?;-366.0;135
?;311;235;-871;?;-18;-450.0;235
?;342;212;-875;342;-9;-189.0;212
-46;105;96;?;105;15;-378.0;?
?;-5;-46;-878;-5;?;-880.0;-46
-37;0;?;?;0;-32;244.0;-34
13;40;52;-855;40;?;1029.0;?
-86;124;?;-906;?;?;-256.0;172
27;422;393;-943;422;?;159.0;393
?;?;411;-899;394;38;65.0;411
-78;878;?;-1094;878;-112;238.0;666
438;-1355;61;-228;?;?;24.0;61
352;5;?;-1387;5;-800;22.0;?
151;?;183;-474;-327;?;95.0;183
-103;272;-50;-1086;272;-259;31.0;-50
-88;-2;?;?;?;?;-171.0;12
28;-52;28;-839;-52;40;-394.0;28
-6;78;10;-933;78;-98;-324.0;10
-38;-142;-58;?;-142;66;46.0;-58
-34;?;?;-905;?;-73;-697.0;?
-13;?;-118;-881;-126;13;-1219.0;-118
?;?;-83;-884;-75;-21;373.0;-83
-68;?;-30;-909;10;-21;151.0;-30
20;?;?;?;-8;18;?;-135
-111;912;?;-1146;?;-425;-13.0;610
-44;?;146;-940;-65;-42;-136.0;146
42;479;125;-866;479;-18;-226.0;125
?;119;199;?;119;?;6.0;199
-37;218;?;-890;218;-14;-154.0;85
?;?;114;?;?;-22;-246.0;114
-39;80;69;?;80;-25;-180.0;69
-39;108;62;-881;108;-24;-391.0;62
-40;14;34;?;?;-32;-726.0;?
65;18;44;-881;?;?;865.0;44
?;95;?;-869;95;35;244.0;71
0;291;167;-916;291;?;-88.0;167
-550;-4493;?;-3358;-4493;-3018;-167.0;1217
?;24;-388;-2036;24;-2428;-108.0;?
-872;-1731;-329;-2308;-1731;?;-33.0;-329
?;-939;-477;-940;-939;?;95.0;-477
?;-24;?;-721;-24;201;93.0;-178
?;-67;177;-1112;-67;-270;-155.0;177
29;426;112;?;426;133;?;112
-15;185;?;-979;?;-118;98.0;192
?;247;110;-887;247;3;-166.0;110
?;?;?;-900;236;-13;-168.0;118
-22;191;?;-913;191;-34;82.0;127
?;?;83;-875;143;-1;-344.0;83
-9;90;53;-899;90;-18;-1862.0;53
-4;29;18;-887;29;-15;-245.0;18
51;122;85;-929;122;-45;209.0;85
?;309;186;-918;?;-31;-167.0;186
-694;-3841;-62;-1942;-3841;-1123;79.0;?
-643;-8878;1295;-4358;-8878;-3339;-333.0;1295
1321;?;?;-590;-6474;651;42.0;1098
230;-583;-566;-715;-583;503;-50.0;-566
-356;-762;-943;-1177;-762;-227;54.0;-943
-121;-720;-280;-784;-720;55;?;?
-350;376;39;-1041;376;?;-148.0;39
?;?;86;-828;-13;72;?;86
-240;261;99;-931;261;?;?;99
-200;187;?;-896;187;-2;-262.0;91
-177;167;136;-875;167;13;-86.0;136
-207;238;114;-890;?;?;14.0;114
-183;?;56;-867;91;22;-279.0;?
-187;101;33;-863;101;?;?;33
-127;62;?;-875;?;?;-201.0;?
-85;116;72;-888;116;?;?;72
-161;-2080;728;41;-2080;1100;-112.0;728
254;-2337;1004;-2888;-2337;-2134;?;1004
-1396;-2601;1468;?;-2601;1445;-64.0;?
-1884;?;1039;-460;-1501;367;-38.0;1039
?;-846;-319;-1822;-846;-1265;6.0;-319
-445;-1411;-1063;-1114;-1411;?;74.0;-1063
-176;-804;?;?;-804;-521;-169.0;-543
-50;?;50;-788;85;102;-40.0;50
?;157;91;-914;157;?;?;91
-61;148;88;-951;148;-67;-63.0;88
-63;126;?;-854;126;28;-161.0;73
-88;67;70;-927;?;-51;-4.0;70
-82;145;?;?;145;11;26.0;111
-85;114;?;-887;114;?;-267.0;82
-62;67;32;-889;67;?;-452.0;32
-56;60;-6;-877;60;4;-294.0;-6
?;41;5;-936;41;-57;?;?
-35;59;37;-899;59;-26;151.0;?
-52;140;36;-914;140;-24;?;36
-25;?;133;-982;229;-117;242.0;133
27;237;191;-944;237;-44;221.0;191
61;?;550;-973;?;-12;293.0;550
241;1161;1176;-1007;1161;?;219.0;1176
?;1096;957;-1254;?;-193;140.0;957
?;?;1480;-1841;2695;-1543;-10.0;1480
905;?;1578;-2016;4137;-1044;-135.0;1578
1621;3511;?;-2147;3511;869;-562.0;-538
2236;2447;?;?;?;1;608.0;-1426
1078;-1274;-1337;-1043;-1274;?;-142.0;-1337
-58;-2145;-1384;-288;?;1376;-507.0;-1384
152;712;?;-404;712;800;?;-798
?;798;-728;-613;798;535;?;-728
?;822;-1078;-926;822;-133;-1078.0;-1078
62;1301;-1034;-793;1301;-179;?;-1034
31;1106;-257;-1393;1106;-680;790.0;-257
-348;2056;?;-1076;2056;-604;-1061.0;1397
-1649;1786;?;-2073;1786;-1950;?;2489
-2032;-1049;1408;-133;-1049;-55;211.0;1408
-198;-3409;488;4730;-3409;5584;-92.0;?
?;-4042;1121;?;-4042;1298;-32.0;1121
-2675;-2437;312;-4316;?;-4423;-24.0;?
?;-659;-1631;-2527;-659;-3258;-13.0;-1631
-832;-708;-1577;?;?;-1340;-62.0;-1577
1;-686;?;-713;?;189;127.0;-393
-80;-54;9;-804;-54;74;64.0;9
-57;208;83;-1000;?;-136;-147.0;83
-66;188;157;-808;?;?;-151.0;157
-24;171;?;-949;?;-73;?;?
?;?;133;-867;171;1;127.0;133
?;166;?;-889;166;-19;-102.0;120
-31;31;6;-885;31;?;?;6
-41;-23;-8;-880;-23;-8;-395.0;-8
?;18;20;?;18;-7;-687.0;20
-43;?;-71;-879;?;-16;-258.0;-71
-55;?;-58;-886;-58;-11;392.0;-58
-23;15;21;?;15;-64;?;21
?;22;-13;-935;22;?;-24.0;-13
4;207;77;?;?;33;182.0;77
63;177;161;-1123;177;-265;176.0;161
388;780;524;-1089;780;196;?;524
?;1591;?;?;1591;-425;-50.0;1336
?;2224;?;-2049;2224;-1856;?;?
?;1892;-398;-1941;?;?;?;-398
1809;?;?;?;-1711;?;?;?
1150;?;-1984;-1665;-3884;?;?;-1984
483;?;-2408;-230;?;1026;9.0;?
?;-1839;-2004;-163;-1839;791;22.0;-2004
?;?;-708;-67;-949;973;-15.0;-708
164;-453;187;5;-453;1020;124.0;187
?;-404;1131;-179;-404;750;-6.0;1131
98;76;1585;-181;76;757;-1274.0;?
128;260;993;-267;260;643;-244.0;993
?;?;377;-291;570;617;-43.0;377
-146;?;-280;-506;?;331;?;-280
-54;2592;-227;-1002;?;-194;?;?
-943;1793;1156;-1103;?;-601;179.0;1156
-583;-112;1911;-873;-112;-133;164.0;1911
-2263;768;2476;?;768;580;?;2476
-1597;-254;?;-471;-254;279;31.0;1229
?;-3615;-1798;-3274;-3615;-1968;101.0;-1798
-2591;-831;?;?;-831;?;-109.0;-1437
-2565;3;?;?;3;-1364;-48.0;-383
786;-1507;-576;-662;?;509;-3.0;-576
-654;0;-51;-964;0;?;37.0;?
-17;?;89;-914;157;?;30.0;89
65;248;152;-905;248;5;-46.0;152
-211;306;182;-926;306;-109;?;182
108;?;98;?;54;?;124.0;98
-114;166;70;-896;?;-49;-61.0;?
0;1;1;-880;?;5;-90.0;1
?;-34;?;-887;-34;-17;-303.0;11
-56;-41;?;-890;?;-23;-1019.0;-21
-41;-45;?;-875;-45;0;52.0;-44
-53;-60;-36;-888;-60;-16;374.0;-36
-50;-79;-60;-895;-79;-22;142.0;-60
-41;-46;-37;-890;-46;?;?;-37
-37;-56;-20;-896;?;-21;-75.0;-20
-36;-115;-77;-900;-115;-25;?;-77
-42;?;-68;?;-100;-43;?;?
-20;-167;-125;?;-167;7;258.0;-125
12;-145;-132;-893;-145;?;81.0;-132
16;?;-173;?;-161;-5;103.0;-173
?;174;14;-1032;174;-121;103.0;?
241;?;487;?;701;-233;-2.0;487
251;625;573;?;625;-43;-262.0;573
138;?;861;-1362;1996;-518;-57.0;?
80;3623;49;-1252;3623;-729;165.0;?
722;3347;-1650;-1133;?;-137;146.0;-1650
1222;1657;-1521;-1419;1657;288;?;-1521
347;-559;-606;-771;-559;987;-60.0;-606
-239;?;?;-414;-30;1080;-820.0;?
?;?;-479;?;1535;389;?;-479
54;1257;-738;?;?;19;-401.0;-738
-32;1191;-903;-1024;1191;-289;-422.0;-903
-218;?;-567;-1035;1542;-356;267.0;-567
-452;?;-61;?;?;?;111.0;-61
?;2352;?;?;2352;?;-281.0;-825
-453;?;-345;143;459;154;-152.0;-345
-146;?;-305;580;-2171;1287;151.0;-305
-704;-1310;?;?;-1310;-452;38.0;-722
?;217;521;-1827;217;-1345;-52.0;521
-820;?;-513;?;-494;?;?;-513
122;-791;?;-532;?;668;-109.0;-934
64;-377;12;-999;-377;-191;-94.0;12
?;?;?;-864;-377;42;-36.0;-268
?;?;-97;-936;-202;-68;0.0;-97
11;-166;-65;-909;-166;-42;?;-65
?;-168;-132;-885;-168;1;-1.0;?
-85;-16;3;?;-16;-73;11.0;3
-24;-3;7;-882;?;-5;7.0;7
-22;?;11;-895;22;?;-353.0;11
-30;?;13;?;67;-17;?;13
-44;?;?;?;?;-41;?;41
-40;57;12;-895;57;?;-542.0;12
-12;?;1;-880;91;6;?;1
-10;36;8;?;36;-17;343.0;8
2;-11;-45;-893;-11;?;253.0;?
-3;-36;-80;-882;-36;3;343.0;?
-23;-69;-64;?;-69;-10;?;-64
12;-111;?;-889;-111;-6;226.0;-34
-22;-148;-63;?;?;-27;118.0;-63
-2;?;-43;-913;-157;-34;27.0;-43
-35;39;-58;?;39;-42;-116.0;-58
-77;148;71;-899;148;?;-268.0;71
5;191;185;-910;191;-14;?;185
-207;626;?;-970;626;-95;-57.0;372
?;813;1269;-1094;813;-84;?;?
-45;1714;384;?;?;-579;-108.0;384
243;1773;?;-1713;1773;-1089;-129.0;381
?;1863;224;-1714;1863;-1064;-131.0;224
?;3374;-4797;-1632;3374;-596;-579.0;-4797
227;?;-5114;-826;1496;753;-40.0;-5114
?;695;?;-591;695;?;-63.0;-596
-80;2404;947;-774;2404;?;277.0;947
33;?;784;-783;1878;368;-61.0;784
-292;?;1110;-902;2361;-56;-1119.0;1110
?;2555;776;-730;2555;212;-789.0;?
-598;1262;-2693;-1553;1262;?;580.0;-2693
-273;2285;?;-1704;2285;-1576;254.0;-5252
942;617;-6193;?;617;-474;134.0;-6193
265;-868;-4224;105;?;?;?;-4224
?;1817;?;-782;1817;?;176.0;?
-125;?;842;-651;213;?;82.0;842
324;-890;-325;-740;-890;?;-150.0;-325
-117;-4;51;-1015;-4;21;-50.0;51
-27;-548;-228;-859;-548;-34;-151.0;-228
-1;192;88;-898;192;-4;-210.0;?
29;57;26;-872;?;9;-58.0;26
?;?;-64;-875;-127;-18;-11.0;-64
-38;?;-6;-920;2;-19;?;-6
-32;-100;-68;?;?;?;?;-68
?;111;26;-907;111;-23;6.0;26
17;?;-14;-896;15;-11;-58.0;-14
-31;-29;-35;-897;?;-27;-76.0;?
-18;58;-10;-895;58;?;-7.0;-10
?;7;?;?;7;-6;-150.0;-50
?;84;43;?;84;-29;-237.0;?
-21;4;4;-875;?;18;-46.0;?
-11;60;40;-888;60;-3;129.0;40
?;264;177;-973;264;-41;?;?
-159;285;75;-967;285;-10;633.0;75
-134;1816;870;-1074;?;-380;606.0;870
-460;3378;1645;-1316;3378;-458;616.0;1645
-412;?;700;-981;4156;-163;393.0;700
-23;?;293;-701;?;-192;?;293
-569;4620;-609;-931;4620;226;-381.0;-609
-533;3190;-4041;?;3190;720;-676.0;?
?;2209;-4885;-507;2209;400;-2249.0;-4885
-176;?;-3776;-789;?;?;-1529.0;-3776
?;?;-3856;-741;1594;100;562.0;-3856
296;1114;-3032;-851;1114;-155;1353.0;-3032
621;1478;-2984;-798;1478;-118;?;-2984
871;2077;-4170;-631;2077;72;?;-4170
?;2268;?;-466;2268;?;?;-4873
?;2313;-5220;?;2313;493;-261.0;-5220
298;1438;-4082;-158;1438;446;150.0;-4082
121;1040;?;-150;1040;?;88.0;-3475
-49;1306;-3888;-54;?;432;-86.0;-3888
923;-507;?;-709;-507;190;-181.0;-996
1053;-1307;546;-1214;-1307;-182;?;?
315;-349;-588;-1078;-349;?;?;-588
518;-662;-238;?;?;-285;113.0;-238
498;-631;-277;?;-631;-285;-27.0;-277
260;?;?;-943;-94;-72;-73.0;-165
180;?;96;-886;7;26;-53.0;96
140;?;-40;-903;74;?;26.0;-40
197;?;67;-888;74;?;68.0;67
?;62;14;-895;62;-8;?;?
186;123;7;-893;123;?;-101.0;7
162;79;31;-877;79;17;-25.0;31
141;-14;38;-912;-14;-23;28.0;38
157;?;-15;-842;-46;48;-254.0;-15
126;-54;?;-794;-54;101;-113.0;-80
?;-80;?;-901;-80;-10;325.0;-81
134;-158;-90;-921;-158;-32;569.0;-90
93;-180;-63;-885;-180;11;459.0;-63
167;-142;-24;-915;?;-33;575.0;-24
111;25;-16;-951;?;?;445.0;-16
-152;177;-148;-1054;177;-84;?;-148
-65;?;?;-1110;?;-162;265.0;?
156;2063;-418;?;2063;-299;326.0;-418
-9;2983;-1007;-980;2983;?;386.0;-1007
-140;2263;-1558;?;2263;94;?;-1558
-23;1633;-1856;-810;1633;42;63.0;-1856
?;1518;-1535;-881;1518;-7;?;-1535
399;1199;-746;-617;1199;427;-1046.0;-746
487;?;-808;?;1114;283;-1439.0;-808
?;935;-1309;-841;?;-17;?;-1309
151;?;?;-842;738;-52;691.0;?
-59;568;-1708;-834;568;-69;-297.0;-1708
6;757;-1617;-842;?;-75;263.0;-1617
17;1522;-1350;?;?;-93;-127.0;-1350
2;1599;-1321;-797;1599;?;?;-1321
44;1409;-1382;?;1409;-142;84.0;-1382
1;?;-1389;?;1807;22;133.0;-1389
196;1660;-1723;?;1660;-55;-33.0;-1723
-196;-16;-598;-562;?;118;-39.0;-598
?;-2218;950;-585;-2218;-157;46.0;950
?;?;?;-1719;-2816;-1278;-104.0;-106
365;-1714;?;-1154;-1714;-403;-166.0;-791
335;-1034;?;-535;-1034;?;0.0;-293
365;?;-284;-1075;-666;-403;?;-284
-33;?;-166;-905;?;30;?;?
?;-85;?;-891;?;-22;10.0;-90
106;-69;?;?;-69;?;19.0;-50
23;-48;-10;-870;-48;?;-1.0;-10
106;-49;-22;-900;-49;?;-24.0;-22
99;44;-21;-861;?;?;-2.0;-21
103;34;-14;-876;34;?;81.0;-14
50;148;47;-887;148;?;42.0;47
18;182;?;-892;?;-12;21.0;50
47;112;?;-888;?;?;-98.0;?
54;78;?;-883;78;-4;-156.0;4
58;100;20;?;100;-11;-224.0;20
52;79;4;-884;?;-6;-399.0;4
25;?;-74;-882;?;-3;-253.0;-74
46;?;-72;-897;-95;-36;396.0;-72
44;-108;-91;?;-108;-25;?;-91
32;-119;-54;-884;?;-24;?;-54
7;-95;-113;?;?;11;230.0;-113
72;-124;-56;-884;-124;?;279.0;-56
84;-91;-31;-895;?;-38;194.0;-31
-58;-86;?;-976;-86;-14;126.0;-373
234;0;-232;-1049;?;-225;2.0;-232
309;1030;-1266;-997;1030;-222;?;-1266
-329;3070;-2257;-1050;?;-57;-71.0;-2257
-531;2851;?;-1139;?;?;85.0;-3565
-244;?;-4079;-836;529;?;-333.0;-4079
-180;390;1911;-746;390;?;?;1911
-39;?;?;-1078;?;-57;?;5523
786;84;2582;?;84;?;-313.0;?
576;1090;275;?;1090;149;72.0;275
71;1724;-1971;-1651;1724;-1830;439.0;-1971
-172;1140;?;?;1140;-993;312.0;?
-1334;-106;-4849;-497;-106;552;38.0;-4849
648;523;-2028;-644;523;-149;-414.0;?
?;?;?;-745;1059;-422;-268.0;?
-342;17;-101;-957;17;52;-148.0;-101
?;?;-65;-892;-59;?;-191.0;-65
179;-113;-56;-877;-113;-40;-84.0;-56
?;-161;?;-912;-161;6;?;?
204;118;45;-870;?;-41;?;45
-20;83;30;-891;83;3;-187.0;?
40;?;10;-885;16;-23;?;?
58;-52;-8;-880;?;-13;-8.0;-8
62;?;19;?;27;-19;?;19
81;142;51;-876;?;-14;-179.0;51
63;157;?;-873;?;-7;-57.0;?
?;295;?;-882;295;-31;-80.0;157
36;407;198;-873;407;-14;?;?
7;219;101;?;?;?;?;?
16;49;27;-882;?;-13;?;27
51;85;?;-891;?;-23;-15.0;?
52;124;38;-888;?;-16;-81.0;38
31;?;101;-875;181;-15;-62.0;101
22;179;96;-882;179;-15;-13.0;96
25;66;27;?;?;-12;-37.0;27
43;68;?;?;68;-17;?;22
?;92;43;-882;92;-9;?;43
?;12;36;-877;12;?;?;36
20;-28;12;-881;-28;-17;37.0;12
?;-25;-31;-877;?;-20;200.0;-31
?;-26;-33;-877;-26;-20;?;-33
?;2;-4;-879;2;-14;194.0;-4
39;32;5;-881;32;?;-49.0;5
32;?;21;-889;?;-24;?;21
?;-18;30;-893;-18;-23;46.0;30
17;-3;11;-887;-3;-19;31.0;11
17;0;10;-886;0;-18;?;?
25;-49;3;?;?;?;?;3
23;-78;-34;-891;-78;-22;-23.0;?
10;?;-54;?;?;-14;70.0;-54
17;-78;-48;-886;-78;-18;56.0;?
27;?;-50;?;-86;-22;72.0;?
26;-86;?;-897;-86;-30;65.0;-52
?;-58;-29;?;-58;-40;74.0;-29
35;1;-11;-898;1;-22;?;-11
16;27;0;?;27;?;?;0
7;105;44;-911;105;-49;?;44
12;160;52;-901;160;?;-235.0;?
1;192;18;-884;?;-13;-502.0;18
34;?;75;-871;196;?;-318.0;75
?;275;-81;-851;275;47;?;-81
58;258;179;-872;258;46;150.0;179
-40;913;?;-856;913;71;355.0;221
-55;399;116;?;399;41;?;116
117;-364;?;-982;-364;-56;-174.0;-162
?;?;-1131;-1018;732;-188;?;-1131
262;-1597;-336;-1134;-1597;-220;-83.0;-336
?;?;-4073;-546;2046;167;?;-4073
-1433;5487;-7955;-150;5487;314;-43.0;-7955
?;-2185;-3575;-858;-2185;-83;0.0;?
18;-3471;-2549;-988;?;-149;-75.0;-2549
-332;-2186;?;-828;?;-68;?;-4015
?;-2323;-2089;?;-2323;?;?;-2089
81;507;-2352;?;507;?;-205.0;-2352
506;510;?;?;510;393;-205.0;-2913
?;?;-880;-697;896;695;-85.0;-880
728;1537;75;-956;1537;363;-216.0;75
1553;-22;-289;-2113;-22;-483;-10.0;?
810;-505;-108;-1666;-505;-459;206.0;-108
-315;107;-65;?;107;-13;-3.0;-65
265;227;?;?;227;-84;-166.0;?
?;485;?;?;485;-17;?;144
57;210;53;-836;210;42;-136.0;53
171;7;?;-967;7;?;-7.0;45
47;179;71;-873;179;?;-45.0;?
134;76;6;-926;?;?;?;6
114;162;13;-916;?;-18;92.0;?
95;118;?;-887;118;2;-29.0;23
103;27;20;-897;27;-5;-26.0;20
102;36;7;-892;36;?;?;7
82;-27;-28;-880;-27;4;-227.0;-28
83;113;23;-904;113;-33;392.0;23
88;249;103;-897;249;-20;504.0;103
110;279;125;-905;279;-7;-344.0;125
266;476;235;-998;476;-58;-675.0;235
?;498;458;-985;498;?;-657.0;458
?;773;657;-945;773;-138;-384.0;657
341;703;782;-997;703;?;-11.0;782
638;?;1123;-1218;994;-108;269.0;?
1014;3674;1369;-1755;?;-970;113.0;1369
1685;?;780;-2022;4945;?;24.0;780
?;?;-250;-1698;2933;-1163;-73.0;-250
1670;1931;-1704;-1391;?;-624;-94.0;-1704
1166;783;-2391;-958;783;1162;-608.0;-2391
?;-497;-1404;-341;-497;1062;?;-1404
-173;1404;?;-378;1404;?;?;-457
179;2160;8;-747;2160;460;?;8
-180;1476;123;-734;1476;-38;324.0;123
-306;1382;156;-906;1382;?;-1523.0;156
-521;?;-116;-925;1395;-418;-485.0;-116
?;2327;-846;-1124;2327;-586;?;-846
