InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-12;24;5;-835;24;-23;-210.0;5
4;-7;15;-882;-7;-14;-90.0;15
4;39;25;-888;39;-23;-108.0;25
-9;30;24;-838;30;-27;-166.0;24
-2;18;-1;-887;18;-21;-75.0;-1
-4;46;19;-841;46;-30;-90.0;19
1;-16;2;-826;-16;-18;-55.0;2
9;3;-5;-826;3;-26;-111.0;-5
2;2;-1;-887;2;-22;-123.0;-1
-20;-34;8;-888;-34;-19;-57.0;8
-9;45;16;-839;45;-24;-110.0;16
-3;2;-19;-835;2;-25;-121.0;-19
-2;-2;16;-829;-2;-19;-144.0;16
5;7;-7;-885;7;-20;-60.0;-7
0;35;4;-826;35;-13;-173.0;4
1;27;6;-825;27;-16;-133.0;6
2;-15;19;-887;-15;-21;-77.0;19
-3;30;10;-827;30;-18;-150.0;10
15;-15;-22;-896;-15;-22;-80.0;-22
7;49;7;-893;49;-18;-120.0;7
-4;7;-4;-896;7;-21;-39.0;-4
0;41;11;-832;41;-26;-116.0;11
10;-33;-3;-886;-33;-14;-49.0;-3
1;6;-13;-894;6;-20;-55.0;-13
2;-14;-5;-896;-14;-18;-41.0;-5
-3;5;8;-828;5;-18;-140.0;8
-1;10;20;-827;10;-18;-153.0;20
-2;21;-8;-830;21;-20;-136.0;-8
1;-23;26;-826;-23;-19;-157.0;26
9;10;5;-821;10;-17;-135.0;5
-3;11;21;-893;11;-19;-63.0;21
5;-2;-9;-828;-2;-21;-124.0;-9
3;9;3;-897;9;-20;-62.0;3
17;26;19;-820;26;-21;-82.0;19
12;-10;17;-825;-10;-17;-126.0;17
3;-26;-3;-835;-26;-20;-180.0;-3
-12;4;-18;-853;4;-31;-136.0;-18
4;13;-1;-839;13;-21;-161.0;-1
-9;-7;16;-844;-7;-18;-172.0;16
-9;-17;8;-900;-17;-20;-40.0;8
1;7;0;-839;7;-21;-120.0;0
4;25;10;-834;25;-18;-93.0;10
0;-45;-29;-832;-45;-16;-123.0;-29
2;-9;-3;-833;-9;-20;-139.0;-3
6;6;19;-831;6;-20;-172.0;19
10;12;15;-831;12;-21;-168.0;15
0;-10;4;-841;-10;-20;-174.0;4
5;-11;-51;-894;-11;-20;-87.0;-51
0;20;16;-849;20;-28;-175.0;16
2;-8;-34;-837;-8;-18;-121.0;-34
-8;-31;17;-900;-31;-21;-46.0;17
-9;-22;-14;-889;-22;-14;-48.0;-14
0;-24;-10;-840;-24;-20;-151.0;-10
9;41;42;-835;41;-20;-151.0;42
6;16;-3;-837;16;-20;-126.0;-3
-3;16;-10;-838;16;-19;-105.0;-10
-9;-31;-6;-894;-31;-17;-88.0;-6
4;13;20;-837;13;-21;-136.0;20
-7;16;2;-843;16;-22;-172.0;2
-5;-33;-8;-837;-33;-19;-177.0;-8
1;-24;-21;-840;-24;-26;-199.0;-21
-2;-1;8;-836;-1;-17;-193.0;8
-5;10;-1;-840;10;-20;-209.0;-1
-4;15;2;-910;15;-33;-107.0;2
-3;-24;-3;-841;-24;-21;-201.0;-3
0;-15;-2;-837;-15;-20;-202.0;-2
12;25;6;-840;25;-17;-81.0;6
8;-2;-14;-840;-2;-20;-29.0;-14
-4;-28;-30;-847;-28;-20;-71.0;-30
1;-17;5;-824;-17;-13;-198.0;5
7;-5;54;-829;-5;-21;-153.0;54
-5;-2;9;-851;-2;-23;-79.0;9
1;63;24;-839;63;-28;-101.0;24
7;47;9;-826;47;-18;-147.0;9
1;42;29;-832;42;-21;-137.0;29
-1;19;16;-837;19;-24;-145.0;16
0;6;-11;-831;6;-18;-130.0;-11
-1;10;1;-828;10;-14;-184.0;1
14;29;37;-844;29;-26;-54.0;37
5;14;34;-843;14;-20;-71.0;34
-1;7;-27;-836;7;-23;-171.0;-27
2;-21;27;-832;-21;-21;-158.0;27
-15;22;-3;-894;22;-9;-90.0;-3
8;-9;-12;-842;-9;-22;-142.0;-12
6;-7;-18;-829;-7;-19;-158.0;-18
2;14;17;-851;14;-22;-55.0;17
-1;36;8;-850;36;-18;-81.0;8
12;6;16;-827;6;-19;-203.0;16
6;9;17;-827;9;-16;-192.0;17
-3;-12;-14;-852;-12;-22;-90.0;-14
-4;5;38;-850;5;-23;-98.0;38
3;-5;9;-845;-5;-22;-93.0;9
-22;-20;-3;-841;-20;-28;-154.0;-3
2;1;10;-848;1;-24;-74.0;10
6;-4;-22;-843;-4;-21;-60.0;-22
-17;24;29;-828;24;-21;-166.0;29
7;3;0;-810;3;-15;-146.0;0
3;1;6;-820;1;-24;-147.0;6
3;-23;-34;-813;-23;-19;-134.0;-34
6;-37;-27;-806;-37;-22;-153.0;-27
-8;37;-1;-833;37;-26;-191.0;-1
17;71;2;-837;71;8;-106.0;2
-8;26;-10;-824;26;-12;-163.0;-10
6;-3;4;-847;-3;-24;-79.0;4
0;-14;8;-842;-14;-17;-94.0;8
-4;7;31;-852;7;-25;-65.0;31
15;-25;17;-832;-25;-20;-116.0;17
0;26;28;-840;26;-26;-90.0;28
-3;-13;-5;-813;-13;-22;-181.0;-5
5;-9;2;-798;-9;-18;-143.0;2
4;7;33;-833;7;-22;-101.0;33
6;-34;27;-826;-34;-16;-70.0;27
2;-6;29;-831;-6;-14;-195.0;29
-5;34;11;-812;34;-25;-153.0;11
8;-32;46;-801;-32;-20;-127.0;46
7;33;9;-807;33;-24;-165.0;9
-1;15;-14;-810;15;-19;-193.0;-14
2;6;18;-837;6;-20;-170.0;18
-3;15;-15;-839;15;-19;-198.0;-15
5;33;15;-807;33;-15;-169.0;15
8;23;16;-817;23;-30;-184.0;16
0;47;-3;-814;47;-19;-182.0;-3
-1;2;-10;-811;2;-23;-163.0;-10
-1;7;-18;-840;7;-21;-191.0;-18
2;-15;-2;-839;-15;-25;-211.0;-2
1;2;9;-837;2;-21;-205.0;9
0;5;6;-836;5;-20;-199.0;6
5;6;9;-835;6;-19;-199.0;9
4;24;-5;-836;24;-20;-211.0;-5
1;12;19;-837;12;-21;-201.0;19
1;-6;-9;-840;-6;-24;-210.0;-9
2;33;29;-835;33;-22;-201.0;29
-4;26;29;-847;26;-21;-143.0;29
-8;10;1;-849;10;-22;-153.0;1
-5;46;46;-849;46;-25;-170.0;46
6;21;13;-839;21;-17;-110.0;13
-1;-7;-19;-846;-7;-21;-159.0;-19
12;-40;-3;-834;-40;-16;-170.0;-3
-1;26;38;-842;26;-16;-161.0;38
-4;-7;-14;-851;-7;-27;-52.0;-14
2;8;-13;-838;8;-23;-196.0;-13
6;-25;-12;-839;-25;-26;-176.0;-12
7;-34;-48;-835;-34;-15;-110.0;-48
-2;-5;25;-844;-5;-22;-137.0;25
-1;34;-4;-850;34;-26;-162.0;-4
-5;54;-6;-853;54;-25;-128.0;-6
-1;-27;-22;-839;-27;-17;-175.0;-22
-3;-9;-21;-845;-9;-25;-175.0;-21
-5;-15;-25;-845;-15;-22;-122.0;-25
-1;18;26;-842;18;-19;-126.0;26
12;5;-5;-816;5;-10;-186.0;-5
0;-18;8;-845;-18;-25;-116.0;8
-1;0;8;-844;0;-23;-121.0;8
-1;-5;-7;-838;-5;-16;-161.0;-7
6;3;10;-837;3;-19;-150.0;10
-2;1;7;-842;1;-20;-96.0;7
-3;-14;-3;-843;-14;-20;-151.0;-3
-1;-31;5;-844;-31;-22;-141.0;5
3;-14;-32;-841;-14;-20;-129.0;-32
2;16;-6;-843;16;-22;-146.0;-6
-4;-43;-19;-850;-43;-27;-121.0;-19
-2;4;9;-842;4;-21;-126.0;9
-4;-16;-3;-843;-16;-15;-132.0;-3
0;-5;25;-822;-5;-23;-97.0;25
3;-12;14;-818;-12;-21;-108.0;14
0;-29;-4;-821;-29;-18;-182.0;-4
-5;15;15;-822;15;-20;-110.0;15
1;11;10;-822;11;-24;-109.0;10
2;36;-10;-821;36;-24;-124.0;-10
5;41;-3;-810;41;-16;-114.0;-3
8;-3;4;-816;-3;-27;-114.0;4
-4;29;44;-819;29;-16;-80.0;44
1;13;-29;-822;13;-26;-143.0;-29
1;5;15;-821;5;-23;-211.0;15
6;25;-35;-821;25;-25;-160.0;-35
4;9;4;-823;9;-26;-167.0;4
-1;-16;19;-822;-16;-23;-181.0;19
2;2;-28;-822;2;-25;-147.0;-28
13;5;-13;-809;5;-17;-160.0;-13
1;25;6;-821;25;-14;-191.0;6
-10;-5;-14;-843;-5;-25;-144.0;-14
8;23;8;-827;23;-16;-134.0;8
3;-31;-22;-836;-31;-22;-132.0;-22
0;-2;-7;-829;-2;-15;-159.0;-7
2;25;10;-831;25;-19;-133.0;10
2;-12;-1;-833;-12;-21;-151.0;-1
4;33;-27;-829;33;-20;-127.0;-27
2;-25;7;-825;-25;-15;-117.0;7
-4;36;10;-830;36;-19;-133.0;10
0;21;-12;-829;21;-20;-150.0;-12
-4;18;10;-832;18;-21;-158.0;10
2;-39;-10;-826;-39;-17;-141.0;-10
1;6;-21;-829;6;-20;-148.0;-21
-2;16;-11;-833;16;-22;-151.0;-11
3;-29;15;-825;-29;-22;-126.0;15
7;-16;-2;-822;-16;-20;-110.0;-2
-1;-23;17;-829;-23;-24;-110.0;17
3;-7;-13;-822;-7;-18;-121.0;-13
7;-3;13;-823;-3;-22;-120.0;13
0;-1;14;-827;-1;-21;-123.0;14
2;9;8;-827;9;-23;-117.0;8
-8;-2;7;-833;-2;-22;-119.0;7
0;-10;20;-823;-10;-18;-108.0;20
-3;-10;-10;-830;-10;-22;-122.0;-10
-4;-26;1;-830;-26;-21;-120.0;1
-1;-13;-6;-823;-13;-16;-133.0;-6
4;-2;1;-827;-2;-22;-121.0;1
9;-17;11;-820;-17;-18;-123.0;11
3;-4;-6;-824;-4;-17;-91.0;-6
5;18;7;-827;18;-20;-172.0;7
0;-4;16;-831;-4;-21;-171.0;16
-1;-5;-32;-839;-5;-29;-169.0;-32
0;11;-24;-828;11;-18;-176.0;-24
0;29;-15;-824;29;-17;-156.0;-15
0;26;-15;-813;26;-20;-120.0;-15
-3;-16;41;-817;-16;-23;-106.0;41
-2;20;17;-811;20;-16;-100.0;17
-2;-2;-14;-816;-2;-22;-108.0;-14
-25;42;22;-894;42;-9;-38.0;22
-16;-28;-35;-883;-28;-14;-168.0;-35
-2;28;1;-898;28;-15;-2.0;1
-15;-42;-1;-901;-42;-11;-35.0;-1
6;-7;26;-904;-7;-26;-13.0;26
11;-19;-5;-897;-19;-19;-194.0;-5
-10;-46;-39;-888;-46;-15;-87.0;-39
-9;-67;-9;-891;-67;-21;-117.0;-9
2;-48;-19;-904;-48;-26;-43.0;-19
0;0;-8;-898;0;-18;-214.0;-8
-2;-60;-32;-842;-60;-20;-110.0;-32
3;5;0;-894;5;-18;-208.0;0
-4;-10;18;-896;-10;-16;-212.0;18
2;2;2;-896;2;-19;-221.0;2
-3;65;23;-848;65;-24;-181.0;23
6;-5;-11;-888;-5;-13;-212.0;-11
2;3;2;-892;3;-18;-211.0;2
-3;43;46;-840;43;-21;-196.0;46
-5;-29;-50;-898;-29;-17;-156.0;-50
7;-36;-28;-806;-36;-23;-33.0;-28
-7;-33;17;-840;-33;-17;-200.0;17
6;21;16;-811;21;-21;-214.0;16
25;-3;23;-777;-3;-20;-30.0;23
-7;47;29;-905;47;-33;-23.0;29
8;58;22;-811;58;-29;-43.0;22
1;20;37;-812;20;-20;-13.0;37
-14;-16;-65;-882;-16;-1;-141.0;-65
-2;25;12;-840;25;-16;-217.0;12
2;14;36;-818;14;-24;-8.0;36
-8;-62;15;-892;-62;-25;-112.0;15
-6;43;41;-833;43;-24;-189.0;41
30;-22;1;-888;-22;-24;-194.0;1
18;8;49;-795;8;-13;-174.0;49
9;-11;-18;-812;-11;-23;-11.0;-18
-11;-43;-24;-892;-43;-21;-149.0;-24
9;-27;9;-834;-27;-22;-220.0;9
4;-5;-13;-835;-5;-23;-225.0;-13
7;-4;-30;-830;-4;-21;-204.0;-30
0;-14;-43;-833;-14;-19;-194.0;-43
-13;-36;1;-897;-36;-19;-179.0;1
-7;41;35;-886;41;-15;-180.0;35
0;-10;2;-814;-10;-20;1.0;2
-1;8;22;-895;8;-17;-218.0;22
-2;-12;15;-882;-12;-15;3.0;15
-4;41;14;-885;41;-24;-5.0;14
-3;-16;-5;-886;-16;-21;0.0;-5
-1;-9;15;-840;-9;-22;-227.0;15
1;-5;28;-884;-5;-17;-11.0;28
-4;-51;-30;-895;-51;-21;-145.0;-30
-4;20;35;-879;20;-16;7.0;35
27;52;48;-893;52;-25;-41.0;48
6;10;-1;-884;10;-19;10.0;-1
1;8;10;-874;8;-18;2.0;10
-4;-5;11;-881;-5;-17;5.0;11
-2;-8;-47;-837;-8;-16;-191.0;-47
0;-34;-54;-837;-34;-17;-176.0;-54
6;-6;-6;-876;-6;-15;15.0;-6
3;-16;-38;-885;-16;-16;-22.0;-38
16;-26;-27;-884;-26;-18;-18.0;-27
1;22;17;-888;22;-19;10.0;17
2;-44;-1;-896;-44;-22;-19.0;-1
3;3;7;-884;3;-16;12.0;7
8;-59;-31;-836;-59;-18;-139.0;-31
34;-11;18;-876;-11;-13;-11.0;18
-1;24;13;-882;24;-17;5.0;13
-2;4;37;-879;4;-16;-7.0;37
4;31;13;-889;31;-19;-205.0;13
0;-35;8;-894;-35;-17;-12.0;8
5;43;13;-891;43;-19;-187.0;13
3;51;17;-894;51;-19;-35.0;17
31;1089;-2123;-868;1089;20;-24.0;-2123
3;16;2;-864;16;-9;20.0;2
11;81;19;-889;81;-17;-108.0;19
3;-5;-18;-881;-5;-16;-5.0;-18
6;-50;-1;-893;-50;-18;-62.0;-1
-3;2;42;-883;2;-19;0.0;42
-2;-42;-17;-832;-42;-25;-182.0;-17
42;-43;27;-888;-43;-20;-79.0;27
-2;44;-7;-885;44;-16;-18.0;-7
2;-35;-12;-833;-35;-26;-195.0;-12
6;16;9;-884;16;-17;6.0;9
-10;-26;-5;-887;-26;-15;-20.0;-5
13;-37;-24;-887;-37;-22;-27.0;-24
-50;103;8;-870;103;0;-52.0;8
4;-47;-24;-879;-47;-12;-50.0;-24
12;16;-15;-812;16;-16;-210.0;-15
1;3;2;-880;3;-13;17.0;2
-1;-17;0;-887;-17;-19;-4.0;0
-39;-47;79;-883;-47;-23;-82.0;79
-5;6;8;-882;6;-17;0.0;8
-5;-28;-19;-901;-28;-21;-192.0;-19
2;-19;-22;-882;-19;-16;3.0;-22
-3;29;12;-898;29;-17;-211.0;12
7;29;24;-890;29;-19;-206.0;24
-17;20;35;-741;20;-20;-136.0;35
4;-64;7;-831;-64;-19;-160.0;7
1;38;27;-895;38;-18;-201.0;27
16;-36;21;-824;-36;-14;-190.0;21
11;-35;12;-824;-35;-14;-211.0;12
7;25;20;-886;25;-12;-223.0;20
-1;25;-29;-882;25;-18;-15.0;-29
2;72;19;-889;72;-18;-60.0;19
102;97;31;-882;97;-10;-47.0;31
0;-1;31;-884;-1;-18;5.0;31
3;-23;10;-884;-23;-19;4.0;10
1;-17;10;-888;-17;-20;1.0;10
5;55;49;-889;55;-16;-146.0;49
8;29;-4;-882;29;-15;1.0;-4
-300;-5;-228;-1150;-5;-267;111.0;-228
0;-14;-17;-882;-14;-17;0.0;-17
10;-7;30;-891;-7;-14;-5.0;30
5;15;4;-887;15;-21;2.0;4
6;43;-1;-877;43;-15;-208.0;-1
7;4;4;-885;4;-18;7.0;4
12;55;40;-896;55;-14;-58.0;40
23;4;7;-874;4;-6;-227.0;7
-7;72;20;-891;72;-11;-129.0;20
-45;60;22;-893;60;-18;-56.0;22
6;13;43;-880;13;-17;-5.0;43
1;13;12;-882;13;-15;19.0;12
-2;41;38;-895;41;-14;-37.0;38
61;-12;1;-895;-12;-33;-22.0;1
-7;25;22;-884;25;-14;-5.0;22
-10;68;28;-892;68;-15;-52.0;28
-13;-16;-22;-887;-16;-18;-11.0;-22
-2;19;-10;-903;19;-20;-14.0;-10
2;50;12;-888;50;-19;-22.0;12
69;10;38;-912;10;-38;-76.0;38
84;-8;-2;-875;-8;-12;-30.0;-2
3;-16;-8;-892;-16;-24;-14.0;-8
2;25;5;-890;25;-20;12.0;5
6;31;15;-889;31;-26;-12.0;15
4;54;20;-886;54;-19;-37.0;20
0;-24;9;-817;-24;-25;-11.0;9
-4;-12;-57;-878;-12;-17;-37.0;-57
2;24;4;-815;24;-23;10.0;4
1;25;-12;-815;25;-22;-9.0;-12
5;-25;7;-812;-25;-23;-10.0;7
11;-63;-17;-896;-63;-23;-103.0;-17
-4;-15;-14;-815;-15;-21;-9.0;-14
12;6;23;-897;6;-25;-12.0;23
4;9;26;-811;9;-18;-10.0;26
0;21;29;-809;21;-15;-10.0;29
27;-9;3;-906;-9;-39;-6.0;3
5;-12;11;-810;-12;-20;-6.0;11
-4;-18;10;-816;-18;-22;-10.0;10
-11;-15;-34;-828;-15;-23;-202.0;-34
7;-20;-36;-896;-20;-16;-195.0;-36
3;-12;-8;-812;-12;-20;-3.0;-8
2;-38;-6;-811;-38;-20;-22.0;-6
-2;33;-13;-815;33;-22;-13.0;-13
0;7;-39;-810;7;-18;-15.0;-39
-4;5;-19;-815;5;-20;2.0;-19
6;8;3;-888;8;-20;-220.0;3
-2;34;-3;-816;34;-25;1.0;-3
-7;-43;-29;-850;-43;-22;-40.0;-29
-1;6;45;-815;6;-21;-21.0;45
28;3;-1;-877;3;-5;-227.0;-1
241;1878;-4085;-839;1878;-109;35.0;-4085
6;13;36;-791;13;-1;-22.0;36
1;-3;-2;-811;-3;-24;7.0;-2
0;24;-11;-746;24;-19;-153.0;-11
-18;-71;17;-864;-71;-14;-94.0;17
5;15;-9;-744;15;-21;-149.0;-9
-11;2;57;-841;2;-18;-24.0;57
0;-19;-24;-746;-19;-19;-140.0;-24
1;-8;24;-887;-8;-20;-5.0;24
12;4;14;-803;4;-19;-9.0;14
15;23;-7;-902;23;-25;-13.0;-7
7;-9;-24;-741;-9;-19;-149.0;-24
11;16;-5;-882;16;-16;10.0;-5
3;12;-2;-807;12;-20;-3.0;-2
6;-10;15;-741;-10;-20;-121.0;15
-4;-21;5;-744;-21;-15;-148.0;5
10;-8;3;-888;-8;-16;-1.0;3
-3;-1;22;-751;-1;-26;-185.0;22
-9;-19;0;-889;-19;-27;-200.0;0
18;28;9;-885;28;-18;-212.0;9
0;-16;-23;-810;-16;-20;-14.0;-23
1;-8;1;-808;-8;-25;-1.0;1
7;-3;9;-801;-3;-21;3.0;9
4;-17;-7;-805;-17;-24;-11.0;-7
9;13;-8;-804;13;-23;-1.0;-8
2;-12;-15;-807;-12;-23;-10.0;-15
-7;-40;-13;-896;-40;-20;-191.0;-13
5;14;7;-803;14;-21;0.0;7
-2;-15;18;-812;-15;-20;-12.0;18
8;82;8;-886;82;-6;-88.0;8
4;8;-3;-897;8;-17;-220.0;-3
-1;24;-6;-895;24;-19;-3.0;-6
9;-33;-26;-879;-33;-26;-191.0;-26
-1;-36;21;-896;-36;-24;-41.0;21
19;27;27;-902;27;-17;-16.0;27
-21;11;-9;-740;11;-21;-141.0;-9
10;31;22;-905;31;-25;-208.0;22
17;-1;-1;-901;-1;-26;-198.0;-1
10;-20;-13;-889;-20;-16;-13.0;-13
6;-20;-23;-813;-20;-17;-220.0;-23
-1;-5;-11;-884;-5;-18;17.0;-11
-3;-13;-81;-682;-13;-17;-134.0;-81
-3;-1;9;-698;-1;-19;-141.0;9
2;-4;11;-706;-4;-20;-143.0;11
-4;29;18;-887;29;-15;-245.0;18
-8;-1;2;-702;-1;-17;-151.0;2
-350;-169;-80;-852;-169;88;-103.0;-80
3;-4;-13;-907;-4;-25;-215.0;-13
0;36;24;-720;36;-16;-155.0;24
4;18;13;-704;18;-19;-166.0;13
-41;-43;-21;-903;-43;-22;25.0;-21
-10;-81;-24;-849;-81;-29;-92.0;-24
-2;43;10;-721;43;-16;-156.0;10
-13;0;-7;-899;0;-22;14.0;-7
-4;-9;-14;-724;-9;-17;-187.0;-14
287;2944;800;-1087;2944;-707;-172.0;800
32;52;-8;-919;52;-38;7.0;-8
-2;12;5;-720;12;-14;-201.0;5
10;0;23;-891;0;-19;-254.0;23
-16;-32;-39;-902;-32;-16;-224.0;-39
-2;-2;2;-706;-2;-16;-168.0;2
2;-24;1;-902;-24;-22;-236.0;1
-6;28;12;-899;28;-18;-221.0;12
0;12;-2;-719;12;-19;-160.0;-2
22;-42;-35;-878;-42;-22;-203.0;-35
33;-49;-6;-881;-49;-21;-197.0;-6
47;-1;-2;-890;-1;-29;-224.0;-2
2;26;1;-896;26;-18;-251.0;1
-18;17;8;-864;17;-33;30.0;8
-48;-94;-50;-896;-94;-17;-56.0;-50
-1;-20;5;-903;-20;-22;-235.0;5
-2;-25;-18;-717;-25;-14;-170.0;-18
-9;9;-22;-896;9;-21;15.0;-22
1;-30;14;-895;-30;-17;-241.0;14
-52;93;-356;-871;93;-12;27.0;-356
64;-56;-57;-886;-56;-20;74.0;-57
5;-17;-28;-730;-17;-27;-164.0;-28
0;-17;-28;-895;-17;-15;-217.0;-28
36;0;0;-881;0;-21;28.0;0
33;-15;6;-880;-15;-18;25.0;6
21;-52;-50;-828;-52;-15;-141.0;-50
0;2;-8;-897;2;-17;-231.0;-8
4;-54;-27;-892;-54;-14;-214.0;-27
0;-68;-51;-840;-68;-18;-139.0;-51
-4;7;-22;-895;7;-15;-238.0;-22
5;-1;-8;-891;-1;-10;-249.0;-8
4;3;-28;-891;3;-15;-232.0;-28
-5;0;36;-897;0;-16;-241.0;36
3;-22;-5;-885;-22;-21;105.0;-5
17;-3;11;-887;-3;-19;31.0;11
-13;-63;-11;-852;-63;-20;-183.0;-11
0;-9;-1;-709;-9;-24;-165.0;-1
-1;67;5;-897;67;-23;-213.0;5
-17;49;26;-890;49;-18;-203.0;26
-21;9;33;-714;9;-30;-151.0;33
-1;40;56;-894;40;-18;-200.0;56
121;-37;11;-869;-37;0;36.0;11
-4;-36;-33;-849;-36;-21;-215.0;-33
-2;22;37;-810;22;-21;25.0;37
-6;29;3;-706;29;-14;-165.0;3
-12;14;18;-726;14;-23;-164.0;18
24;-38;-60;-881;-38;-15;-17.0;-60
4;110;43;-889;110;-13;-25.0;43
-3;14;-2;-900;14;-20;-230.0;-2
0;-5;10;-746;-5;-21;-230.0;10
5;19;-12;-891;19;-15;-249.0;-12
12;-73;-16;-894;-73;-24;-8.0;-16
4;4;-26;-891;4;-15;-221.0;-26
0;-30;-12;-896;-30;-18;-236.0;-12
-76;55;43;-876;55;-1;-86.0;43
2;12;4;-744;12;-20;-219.0;4
-61;-32;-3;-900;-32;-46;-17.0;-3
103;-134;61;-1090;-134;-270;133.0;61
-33;49;12;-948;49;-48;-122.0;12
7;-17;20;-898;-17;-23;-233.0;20
1;20;13;-719;20;-15;-153.0;13
3;-8;-7;-898;-8;-21;-221.0;-7
-4;45;72;-821;45;-23;-56.0;72
-1;15;6;-894;15;-17;-232.0;6
-4;62;-17;-847;62;19;-203.0;-17
9;71;72;-838;71;-16;-241.0;72
-5;-46;-34;-811;-46;-23;-14.0;-34
0;-8;-14;-742;-8;-21;-202.0;-14
5;-6;11;-890;-6;-12;-235.0;11
-22;-48;-45;-820;-48;-26;-161.0;-45
-6;38;-18;-889;38;-20;-211.0;-18
-316;-401;-427;-1007;-401;-45;-43.0;-427
-3;13;-3;-894;13;-19;-250.0;-3
-2;-5;7;-894;-5;-17;-241.0;7
1;8;14;-705;8;-19;-164.0;14
-12;-145;-118;-877;-145;-18;-69.0;-118
0;-26;-7;-900;-26;-24;-217.0;-7
48;-25;-1;-883;-25;-12;14.0;-1
5;3;-27;-882;3;-25;-240.0;-27
-29;242;-39;-935;242;-39;-118.0;-39
15;58;17;-892;58;-19;-2.0;17
7;-11;9;-887;-11;-13;-246.0;9
42;6;31;-899;6;-35;-213.0;31
-7;42;14;-742;42;-15;-212.0;14
2;-28;2;-894;-28;-23;-217.0;2
1;18;27;-734;18;-17;-152.0;27
199;36;30;-883;36;25;-311.0;30
-10;25;-21;-891;25;-16;25.0;-21
-5;17;35;-724;17;-20;-181.0;35
87;83;93;-881;83;-7;-108.0;93
9;41;11;-893;41;-16;-223.0;11
103;34;50;-864;34;2;-229.0;50
8;-16;-28;-885;-16;-20;98.0;-28
-35;-51;-37;-885;-51;-11;-157.0;-37
0;-27;-30;-747;-27;-20;-142.0;-30
20;-46;-40;-888;-46;-23;-183.0;-40
-1;40;-13;-742;40;-13;-150.0;-13
67;16;-20;-873;16;-15;25.0;-20
3;31;25;-713;31;-16;-167.0;25
6;-42;-18;-892;-42;-15;-201.0;-18
3;39;23;-714;39;-18;-156.0;23
46;31;39;-852;31;-22;11.0;39
-4;32;16;-725;32;-32;-168.0;16
-2;116;39;-881;116;-16;-149.0;39
0;-29;16;-714;-29;-19;-169.0;16
-414;26;34;-840;26;69;33.0;34
7;-1;-21;-707;-1;-16;-158.0;-21
-1;-4;-7;-706;-4;-19;-169.0;-7
-115;12;24;-892;12;-12;-51.0;24
-2;31;17;-891;31;-15;-224.0;17
2;12;108;-876;12;-20;-30.0;108
-1;-14;-21;-899;-14;-18;-236.0;-21
-13;58;51;-892;58;-16;-185.0;51
-5;-48;-33;-896;-48;-18;-216.0;-33
0;-12;20;-900;-12;-22;-239.0;20
4;-22;4;-706;-22;-23;-157.0;4
2;-28;-13;-810;-28;-23;2.0;-13
11;-47;-81;-893;-47;-19;-106.0;-81
-4;7;-24;-709;7;-20;-160.0;-24
30;2;40;-899;2;-15;16.0;40
15;54;38;-893;54;-9;69.0;38
-93;-161;1;-888;-161;-3;-14.0;1
-5;9;20;-715;9;-8;-160.0;20
7;8;23;-796;8;-19;-233.0;23
-12;9;15;-895;9;-14;-240.0;15
3;27;25;-836;27;-20;-229.0;25
-3;36;42;-816;36;-23;9.0;42
0;-3;-8;-885;-3;-19;-242.0;-8
2;23;24;-712;23;-18;-159.0;24
-38;2;-3;-873;2;10;-231.0;-3
3;-55;-44;-886;-55;-12;-139.0;-44
9;17;57;-807;17;-19;5.0;57
8;37;29;-815;37;-30;10.0;29
134;-26;-12;-857;-26;-5;-165.0;-12
769;-890;9;-841;-890;-139;-15.0;9
1;-30;4;-827;-30;-18;-224.0;4
-5;-15;-5;-726;-15;-23;-188.0;-5
6;45;-29;-899;45;-18;-212.0;-29
-8;-15;-53;-813;-15;-29;-194.0;-53
6;3;-19;-812;3;-22;21.0;-19
-4;-3;-3;-815;-3;-22;19.0;-3
-4;6;40;-821;6;-28;9.0;40
-1;27;-16;-716;27;-14;-153.0;-16
0;-52;-23;-901;-52;-26;-165.0;-23
66;23;-11;-895;23;-17;18.0;-11
47;-5;7;-896;-5;-19;19.0;7
0;20;-15;-717;20;-14;-181.0;-15
1;-36;-3;-702;-36;-16;-201.0;-3
-6;-97;-71;-892;-97;-15;-133.0;-71
18;-40;-65;-886;-40;-15;-175.0;-65
-8;30;53;-848;30;-24;-224.0;53
-1;116;59;-891;116;-16;-111.0;59
6;1;-23;-714;1;-18;-171.0;-23
24;-40;-56;-813;-40;-20;-168.0;-56
-4;2;-9;-894;2;-22;-248.0;-9
0;8;28;-722;8;-23;-159.0;28
2;6;8;-717;6;-18;-168.0;8
1;20;36;-743;20;-15;-165.0;36
-2;19;32;-890;19;-18;-247.0;32
3;7;2;-713;7;-15;-162.0;2
0;-10;-7;-722;-10;-21;-190.0;-7
4;30;67;-746;30;-19;-116.0;67
3;-27;-8;-748;-27;-24;-183.0;-8
2;-12;-16;-891;-12;-17;9.0;-16
-6;77;51;-883;77;-9;-145.0;51
