InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
26.0;37;505;914.0;-60;-42.0;-37;-10.0
49.0;32;497;925.0;-58;-49.0;-32;-22.0
20.0;21;489;946.0;-55;-13.0;-21;25.0
7.0;2;488;932.0;-50;67.0;-2;92.0
15.0;-2;487;916.0;-58;50.0;2;64.0
79.0;21;485;932.0;-58;40.0;-21;47.0
106.0;1;488;927.0;-56;11.0;-1;49.0
88.0;0;484;952.0;-53;-39.0;0;2.0
82.0;0;487;955.0;-52;-35.0;0;46.0
-49.0;12;486;942.0;-59;-55.0;-12;-18.0
-31.0;-11;499;940.0;-61;-43.0;11;-12.0
-28.0;-1;501;920.0;-70;42.0;1;-40.0
-57.0;-6;500;929.0;-72;-8.0;6;50.0
-102.0;-31;499;929.0;-59;-104.0;31;191.0
-128.0;-21;517;946.0;-83;21.0;21;24.0
-43.0;-15;512;938.0;-60;-23.0;15;18.0
55.0;-21;483;953.0;-48;-37.0;21;43.0
32.0;-21;492;935.0;-49;6.0;21;69.0
-101.0;18;479;765.0;-93;53.0;-18;-94.0
26.0;-9;488;939.0;-54;-47.0;9;73.0
167.0;1;487;941.0;-85;-204.0;-1;-58.0
36.0;-13;493;922.0;-60;-73.0;13;91.0
209.0;-2;485;1005.0;-70;-101.0;2;15.0
19.0;-23;489;941.0;-51;-16.0;23;75.0
102.0;-35;491;954.0;-58;20.0;35;39.0
84.0;14;491;924.0;-54;27.0;-14;22.0
-70.0;-20;493;940.0;-57;-46.0;20;103.0
20.0;-34;499;989.0;-64;-229.0;34;4.0
79.0;17;506;967.0;-73;40.0;-17;99.0
-24.0;-21;498;931.0;-80;133.0;21;92.0
-10.0;-12;500;934.0;-83;89.0;12;110.0
197.0;2;504;909.0;-58;-170.0;-2;39.0
17.0;7;491;943.0;-102;50.0;-7;43.0
-11.0;-12;487;966.0;-88;-19.0;12;-27.0
-56.0;-15;483;965.0;-79;26.0;15;15.0
4.0;-6;485;952.0;-70;-10.0;6;23.0
32.0;-24;485;952.0;-79;63.0;24;52.0
11.0;-3;499;936.0;-80;121.0;3;108.0
39.0;-77;478;936.0;-57;152.0;77;147.0
35.0;-44;512;961.0;-96;221.0;44;127.0
123.0;-35;497;945.0;-62;39.0;35;110.0
238.0;-34;508;949.0;-73;-29.0;34;114.0
206.0;74;493;873.0;-49;-134.0;-74;123.0
115.0;22;487;1025.0;-117;-199.0;-22;22.0
3.0;-24;479;985.0;-73;-47.0;24;-59.0
48.0;20;479;976.0;-81;250.0;-20;42.0
-83.0;395;470;936.0;-59;-131.0;-395;148.0
-71.0;-4;470;967.0;-94;97.0;4;106.0
16.0;-1;478;960.0;-120;-115.0;1;23.0
54.0;-2;476;945.0;-112;29.0;2;-32.0
28.0;-27;473;929.0;-147;55.0;27;112.0
-42.0;-37;593;940.0;-39;63.0;37;80.0
188.0;36;495;1024.0;-107;-166.0;-36;63.0
-28.0;26;458;964.0;-210;-102.0;-26;-14.0
-128.0;-10;493;957.0;-118;-203.0;10;49.0
-20.0;-16;509;867.0;-118;149.0;16;132.0
-41.0;-14;498;923.0;-92;-59.0;14;231.0
-148.0;-21;471;961.0;-67;-56.0;21;-123.0
-115.0;-20;488;971.0;-38;-31.0;20;-92.0
28.0;-19;711;996.0;158;17.0;19;122.0
185.0;45;489;947.0;-99;-139.0;-45;50.0
106.0;-11;504;1000.0;-50;-202.0;11;-77.0
65.0;-14;481;970.0;-69;-143.0;14;-13.0
31.0;5;480;951.0;-61;-144.0;-5;-69.0
137.0;-6;485;948.0;-71;-231.0;6;-52.0
128.0;-21;492;947.0;-66;-149.0;21;-11.0
-7.0;-10;477;978.0;-63;-218.0;10;-110.0
17.0;5;484;974.0;-51;13.0;-5;0.0
-35.0;-21;481;964.0;-53;-63.0;21;-4.0
18.0;-5;482;974.0;-67;-90.0;5;-4.0
-86.0;-57;480;952.0;-57;-105.0;57;-93.0
-37.0;21;483;976.0;-56;-123.0;-21;-63.0
36.0;10;481;978.0;-58;-38.0;-10;6.0
148.0;14;483;997.0;-60;3.0;-14;93.0
33.0;44;481;890.0;-54;-189.0;-44;-156.0
100.0;84;498;896.0;-100;54.0;-84;79.0
248.0;14;492;928.0;-122;-50.0;-14;-11.0
78.0;-31;497;899.0;-19;-264.0;31;24.0
350.0;0;472;873.0;-41;-126.0;0;-232.0
118.0;-7;488;923.0;-90;169.0;7;-12.0
70.0;-3;483;965.0;-79;206.0;3;69.0
180.0;42;949;797.0;-575;578.0;-42;193.0
59.0;-22;473;852.0;-123;66.0;22;104.0
53.0;53;1053;920.0;232;-41.0;-53;52.0
0.0;-15;743;878.0;200;-4.0;15;-16.0
14.0;15;734;891.0;196;-40.0;-15;-23.0
15.0;-14;730;893.0;182;-19.0;14;9.0
35.0;-7;725;904.0;184;0.0;7;19.0
-6.0;15;732;872.0;187;-15.0;-15;65.0
25.0;0;729;900.0;183;-12.0;0;31.0
43.0;-1;727;889.0;186;-26.0;1;59.0
48.0;7;725;887.0;188;4.0;-7;71.0
15.0;-11;732;894.0;183;24.0;11;94.0
8.0;16;734;890.0;189;21.0;-16;139.0
-59.0;-8;730;874.0;183;-14.0;8;105.0
33.0;-19;738;878.0;185;-27.0;19;-93.0
62.0;-6;732;916.0;178;-5.0;6;-32.0
17.0;9;718;896.0;183;-42.0;-9;51.0
-92.0;20;729;880.0;182;-17.0;-20;121.0
50.0;7;725;860.0;194;-53.0;-7;29.0
-78.0;-26;734;906.0;195;-39.0;26;8.0
-31.0;-22;725;876.0;183;82.0;22;-5.0
-12.0;13;725;896.0;184;-25.0;-13;-18.0
43.0;46;724;878.0;185;-25.0;-46;-16.0
9.0;-4;728;901.0;179;-25.0;4;24.0
34.0;-17;727;895.0;174;-32.0;17;18.0
28.0;-5;725;896.0;172;-21.0;5;57.0
22.0;-6;727;906.0;181;-27.0;6;35.0
-14.0;-9;722;903.0;185;-33.0;9;12.0
44.0;-22;721;887.0;182;-34.0;22;8.0
42.0;-1;727;897.0;182;-26.0;1;50.0
0.0;29;720;902.0;185;-24.0;-29;29.0
12.0;18;717;902.0;180;13.0;-18;26.0
-9.0;-3;720;896.0;185;-35.0;3;28.0
-32.0;-29;727;888.0;181;18.0;29;16.0
-42.0;51;727;897.0;180;65.0;-51;79.0
-54.0;-14;727;876.0;173;60.0;14;68.0
-56.0;-15;723;893.0;176;113.0;15;97.0
107.0;-16;721;880.0;173;-49.0;16;167.0
30.0;-34;723;893.0;170;-78.0;34;-35.0
26.0;76;714;916.0;160;24.0;-76;-27.0
9.0;12;721;896.0;155;-38.0;-12;67.0
30.0;-9;697;925.0;151;-32.0;9;89.0
7.0;-4;711;904.0;155;-40.0;4;40.0
54.0;16;707;923.0;153;-52.0;-16;28.0
32.0;8;709;917.0;154;-36.0;-8;44.0
-26.0;-3;707;898.0;151;18.0;3;48.0
12.0;-1;731;882.0;202;-30.0;1;21.0
19.0;9;734;870.0;195;-51.0;-9;48.0
20.0;-21;734;862.0;201;-19.0;21;58.0
19.0;-23;982;995.0;249;12.0;23;38.0
16.0;-22;730;888.0;200;-19.0;22;38.0
15.0;19;730;884.0;194;-24.0;-19;42.0
7.0;2;722;894.0;199;-46.0;-2;32.0
17.0;-2;731;878.0;200;-3.0;2;30.0
9.0;-17;731;889.0;200;3.0;17;24.0
22.0;-18;726;880.0;194;21.0;18;51.0
48.0;1;730;887.0;202;19.0;-1;29.0
-9.0;-33;733;887.0;201;-61.0;33;121.0
45.0;129;717;895.0;147;-19.0;-129;5.0
27.0;117;714;922.0;148;-6.0;-117;-12.0
82.0;22;709;915.0;133;-36.0;-22;-6.0
-11.0;-43;716;906.0;150;-18.0;43;34.0
34.0;-16;713;911.0;145;-38.0;16;18.0
18.0;10;709;911.0;145;-14.0;-10;33.0
24.0;-10;714;915.0;145;-27.0;10;5.0
12.0;5;714;914.0;150;-12.0;-5;-3.0
49.0;-4;708;918.0;150;-47.0;4;14.0
44.0;-2;716;901.0;151;-16.0;2;22.0
16.0;31;718;887.0;146;-42.0;-31;60.0
44.0;-4;713;924.0;149;-39.0;4;80.0
-68.0;-14;713;898.0;139;18.0;14;133.0
-75.0;15;711;884.0;146;-12.0;-15;176.0
130.0;-74;720;903.0;155;-5.0;74;114.0
17.0;5;733;869.0;177;-50.0;-5;-62.0
-50.0;-17;737;869.0;178;-82.0;17;-9.0
-3.0;-4;733;867.0;179;-31.0;4;-23.0
-43.0;2;741;880.0;176;69.0;-2;3.0
91.0;7;738;888.0;191;-47.0;-7;-4.0
46.0;-32;738;872.0;184;-32.0;32;14.0
-1.0;1;737;888.0;179;-51.0;-1;-11.0
24.0;-15;738;857.0;175;-24.0;15;26.0
-8.0;-38;737;892.0;177;-8.0;38;-1.0
-11.0;-9;739;900.0;177;-46.0;9;24.0
76.0;-23;735;884.0;185;-35.0;23;38.0
72.0;-41;734;878.0;185;-51.0;41;36.0
40.0;-5;731;905.0;180;-38.0;5;36.0
33.0;4;735;883.0;178;-46.0;-4;22.0
18.0;0;732;898.0;175;-29.0;0;38.0
3.0;-28;735;874.0;176;-27.0;28;63.0
12.0;14;736;884.0;186;-40.0;-14;42.0
7.0;6;733;887.0;178;-6.0;-6;1.0
41.0;-27;725;893.0;174;-46.0;27;190.0
-2.0;-17;728;882.0;162;-33.0;17;198.0
17.0;-17;728;882.0;164;-63.0;17;194.0
2.0;-27;721;876.0;166;-82.0;27;169.0
-55.0;-38;731;886.0;172;-33.0;38;81.0
41.0;-37;727;862.0;178;-10.0;37;13.0
16.0;-14;711;915.0;135;-18.0;14;29.0
9.0;1;707;924.0;135;-38.0;-1;33.0
24.0;-21;711;907.0;139;-10.0;21;85.0
-33.0;-4;710;899.0;143;-37.0;4;203.0
149.0;-84;723;920.0;138;50.0;84;96.0
-36.0;-10;733;893.0;160;-15.0;10;78.0
-29.0;-17;730;878.0;167;-11.0;17;21.0
-24.0;-39;738;878.0;156;-10.0;39;70.0
32.0;-4;732;879.0;153;-40.0;4;16.0
64.0;-5;734;870.0;162;-136.0;5;-38.0
-40.0;8;733;861.0;164;9.0;-8;-47.0
-36.0;59;721;887.0;168;0.0;-59;4.0
13.0;38;722;908.0;149;-37.0;-38;26.0
1.0;23;708;901.0;158;-27.0;-23;52.0
19.0;39;712;892.0;155;-47.0;-39;22.0
-20.0;28;721;904.0;150;-14.0;-28;45.0
36.0;-5;719;890.0;147;-68.0;5;22.0
7.0;-13;719;901.0;152;-17.0;13;46.0
21.0;-14;721;906.0;149;-37.0;14;29.0
29.0;5;721;906.0;149;-16.0;-5;28.0
-4.0;-5;721;900.0;147;-10.0;5;-6.0
19.0;-14;719;888.0;150;-16.0;14;24.0
20.0;-18;717;905.0;147;-14.0;18;22.0
31.0;6;723;897.0;152;-20.0;-6;33.0
-31.0;25;721;892.0;145;48.0;-25;142.0
19.0;-27;723;896.0;149;-71.0;27;173.0
134.0;-32;713;877.0;145;-62.0;32;174.0
73.0;-27;725;885.0;151;-81.0;27;136.0
-78.0;-27;738;911.0;149;-45.0;27;-34.0
56.0;39;710;909.0;140;-51.0;-39;44.0
54.0;1;702;897.0;120;-27.0;-1;45.0
28.0;-18;707;911.0;137;-12.0;18;-17.0
-10.0;-6;711;910.0;135;-60.0;6;-33.0
-5.0;-27;711;910.0;140;-41.0;27;-6.0
25.0;-14;706;920.0;122;-26.0;14;9.0
15.0;-9;707;924.0;135;-37.0;9;44.0
27.0;8;716;919.0;138;-3.0;-8;33.0
5.0;24;704;929.0;139;12.0;-24;4.0
26.0;11;705;905.0;132;-16.0;-11;30.0
-12.0;-17;709;910.0;131;-39.0;17;58.0
-39.0;13;710;920.0;130;-28.0;-13;62.0
107.0;2;730;881.0;152;7.0;-2;76.0
-43.0;5;733;881.0;153;9.0;-5;117.0
-65.0;4;731;880.0;149;12.0;-4;109.0
-59.0;1;723;886.0;157;-64.0;-1;17.0
-18.0;-5;727;852.0;157;-84.0;5;32.0
-23.0;-5;725;893.0;157;-85.0;5;32.0
6.0;-27;726;894.0;157;-48.0;27;22.0
6.0;-20;731;884.0;162;10.0;20;34.0
31.0;49;722;897.0;153;26.0;-49;-73.0
-64.0;55;729;925.0;156;48.0;-55;16.0
4.0;27;724;897.0;144;-22.0;-27;24.0
19.0;11;715;894.0;143;-22.0;-11;38.0
31.0;-8;721;878.0;147;-34.0;8;-3.0
-3.0;0;718;914.0;142;-10.0;0;36.0
-34.0;3;715;907.0;148;27.0;-3;67.0
-76.0;-17;737;867.0;171;-13.0;17;67.0
65.0;-35;743;840.0;160;-82.0;35;-13.0
22.0;8;716;880.0;113;37.0;-8;-65.0
32.0;-33;716;887.0;120;-20.0;33;30.0
27.0;-15;708;908.0;112;-21.0;15;24.0
44.0;-9;711;924.0;111;-26.0;9;10.0
19.0;-9;714;915.0;115;-46.0;9;38.0
48.0;4;714;909.0;113;-54.0;-4;28.0
9.0;4;707;909.0;116;-17.0;-4;59.0
39.0;28;709;896.0;121;-33.0;-28;34.0
34.0;30;708;908.0;117;-99.0;-30;-9.0
34.0;4;712;909.0;120;-77.0;-4;8.0
-33.0;26;710;915.0;119;59.0;-26;6.0
52.0;-23;711;876.0;121;119.0;23;8.0
31.0;-5;732;878.0;142;-37.0;5;54.0
22.0;29;730;887.0;122;-85.0;-29;-71.0
-26.0;79;730;904.0;119;-11.0;-79;8.0
-52.0;43;724;927.0;118;-1.0;-43;14.0
192.0;44;494;937.0;-186;57.0;-44;60.0
34.0;18;723;892.0;128;-76.0;-18;-73.0
56.0;28;722;891.0;117;-60.0;-28;-9.0
45.0;28;725;909.0;109;-35.0;-28;-33.0
21.0;30;719;884.0;110;-33.0;-30;50.0
9.0;12;717;906.0;110;-33.0;-12;16.0
40.0;21;717;906.0;116;-41.0;-21;-2.0
30.0;31;719;905.0;112;18.0;-31;-7.0
53.0;-17;719;912.0;110;-76.0;17;36.0
48.0;-5;721;919.0;109;9.0;5;43.0
25.0;-5;724;896.0;106;56.0;5;54.0
-11.0;34;715;916.0;105;-12.0;-34;10.0
-53.0;-13;716;913.0;104;50.0;13;54.0
71.0;-82;721;865.0;97;-142.0;82;140.0
98.0;-78;730;868.0;103;-93.0;78;187.0
90.0;-7;732;814.0;100;-163.0;7;131.0
93.0;7;735;863.0;123;-63.0;-7;18.0
-1.0;38;735;865.0;87;-142.0;-38;187.0
29.0;12;722;878.0;88;-125.0;-12;230.0
18.0;-31;730;880.0;87;36.0;31;37.0
58.0;-38;730;859.0;96;37.0;38;101.0
-16.0;-97;728;842.0;103;-22.0;97;83.0
33.0;-39;741;848.0;98;-13.0;39;-20.0
-35.0;89;719;869.0;84;-56.0;-89;0.0
-8.0;41;709;872.0;81;-50.0;-41;48.0
-5.0;13;706;854.0;86;-12.0;-13;34.0
5.0;-6;710;869.0;70;-69.0;6;12.0
0.0;-7;708;870.0;74;-27.0;7;79.0
-10.0;5;706;869.0;72;-7.0;-5;56.0
-33.0;-1;708;862.0;82;-35.0;1;28.0
-28.0;5;707;865.0;73;-4.0;-5;52.0
-6.0;-45;705;856.0;74;-18.0;45;46.0
-1.0;-31;717;883.0;75;-58.0;31;23.0
4.0;29;701;855.0;73;1.0;-29;111.0
-10.0;-10;712;863.0;88;-29.0;10;45.0
62.0;16;702;869.0;80;-23.0;-16;30.0
-18.0;16;708;877.0;79;-75.0;-16;-3.0
1.0;-24;711;848.0;70;-80.0;24;29.0
32.0;9;713;849.0;79;1.0;-9;18.0
0.0;23;709;886.0;85;-52.0;-23;16.0
35.0;-23;704;847.0;70;-116.0;23;1.0
-14.0;4;708;875.0;81;65.0;-4;71.0
3.0;-1;701;865.0;84;35.0;1;71.0
-45.0;-12;707;873.0;73;-75.0;12;46.0
-49.0;44;704;840.0;77;9.0;-44;50.0
56.0;24;707;912.0;76;-162.0;-24;-24.0
60.0;1;708;832.0;80;-46.0;-1;42.0
17.0;-17;713;861.0;83;20.0;17;74.0
4.0;11;707;855.0;77;60.0;-11;56.0
-6.0;43;493;880.0;-75;162.0;-43;95.0
-60.0;16;708;907.0;84;135.0;-16;50.0
-52.0;21;709;880.0;69;99.0;-21;58.0
71.0;18;482;893.0;-137;73.0;-18;-6.0
-19.0;-6;696;860.0;87;-71.0;6;-28.0
-93.0;-29;709;858.0;80;40.0;29;92.0
37.0;-5;703;859.0;75;-131.0;5;4.0
-4.0;-14;706;861.0;73;24.0;14;22.0
-2.0;-37;708;857.0;74;69.0;37;37.0
73.0;282;489;918.0;-135;-29.0;-282;52.0
6.0;52;484;874.0;-167;-187.0;-52;-3.0
40.0;-93;501;877.0;-197;-156.0;93;-8.0
31.0;-48;497;874.0;-208;-4.0;48;112.0
44.0;-33;477;877.0;-140;38.0;33;52.0
78.0;18;471;873.0;-117;-13.0;-18;116.0
43.0;-14;411;879.0;-209;-15.0;14;56.0
15.0;20;472;887.0;-139;-116.0;-20;53.0
29.0;18;504;874.0;-160;-179.0;-18;41.0
51.0;-20;490;893.0;-109;-45.0;20;71.0
-20.0;-31;701;862.0;75;103.0;31;44.0
-10.0;137;508;874.0;-108;161.0;-137;-4.0
71.0;19;708;864.0;76;45.0;-19;35.0
-1.0;19;99;993.0;-262;-178.0;-19;-177.0
131.0;15;702;857.0;70;-34.0;-15;16.0
135.0;33;703;860.0;71;-146.0;-33;82.0
19.0;7;702;822.0;84;-18.0;-7;48.0
23.0;-3;702;837.0;80;-11.0;3;32.0
25.0;28;703;853.0;86;-37.0;-28;55.0
23.0;32;698;861.0;78;-76.0;-32;20.0
52.0;16;704;878.0;83;16.0;-16;19.0
32.0;-12;692;862.0;82;-65.0;12;46.0
33.0;22;692;872.0;79;-3.0;-22;48.0
74.0;23;689;863.0;86;-21.0;-23;57.0
40.0;-16;690;866.0;78;-11.0;16;1.0
54.0;-28;692;873.0;83;-12.0;28;30.0
28.0;9;692;885.0;78;37.0;-9;4.0
36.0;6;689;863.0;80;60.0;-6;-21.0
38.0;-9;694;859.0;78;14.0;9;25.0
37.0;-18;695;849.0;76;25.0;18;44.0
35.0;-43;695;872.0;80;26.0;43;29.0
98.0;-25;695;881.0;83;-33.0;25;27.0
112.0;-11;692;871.0;81;88.0;11;33.0
-137.0;-35;717;852.0;79;18.0;35;19.0
117.0;-3;683;912.0;121;-109.0;3;-16.0
-96.0;-65;719;885.0;153;-30.0;65;8.0
-130.0;-53;706;878.0;162;-46.0;53;-20.0
0.0;-1;714;885.0;160;-45.0;1;28.0
7.0;38;721;879.0;160;-8.0;-38;58.0
29.0;26;727;874.0;155;-59.0;-26;12.0
29.0;24;716;881.0;152;-79.0;-24;61.0
119.0;15;721;890.0;148;-71.0;-15;77.0
60.0;10;722;859.0;153;-80.0;-10;30.0
53.0;-14;721;878.0;153;-58.0;14;119.0
46.0;-24;721;886.0;155;116.0;24;19.0
-12.0;27;711;886.0;172;10.0;-27;4.0
-24.0;39;711;896.0;164;-87.0;-39;-53.0
-13.0;62;708;894.0;161;-113.0;-62;-77.0
-3.0;75;703;878.0;165;-17.0;-75;-82.0
-38.0;7;493;940.0;-82;68.0;-7;0.0
-12.0;-6;481;923.0;-76;21.0;6;-41.0
-2.0;-31;476;914.0;-73;6.0;31;18.0
109.0;-28;482;895.0;-104;-48.0;28;58.0
33.0;-21;490;720.0;-120;-64.0;21;25.0
136.0;63;485;898.0;-129;-129.0;-63;162.0
145.0;14;406;897.0;-4;-90.0;-14;133.0
35.0;-15;477;896.0;-136;-67.0;15;66.0
4.0;-34;466;901.0;-131;-5.0;34;24.0
-2.0;-12;477;906.0;-128;-53.0;12;32.0
-5.0;-14;479;906.0;-145;-83.0;14;30.0
15.0;16;481;900.0;-125;-46.0;-16;8.0
52.0;-38;473;909.0;-126;-40.0;38;32.0
27.0;11;471;896.0;-128;-2.0;-11;50.0
-5.0;-1;468;908.0;-115;17.0;1;24.0
6.0;-27;473;905.0;-118;-20.0;27;16.0
18.0;22;469;898.0;-119;-30.0;-22;57.0
-1.0;-34;466;903.0;-113;-21.0;34;54.0
39.0;-21;473;898.0;-115;10.0;21;44.0
41.0;-15;466;898.0;-121;-26.0;15;26.0
30.0;-26;470;899.0;-120;-58.0;26;56.0
11.0;-4;471;914.0;-118;6.0;4;9.0
-7.0;-6;466;896.0;-126;6.0;6;51.0
34.0;7;469;892.0;-124;8.0;-7;29.0
21.0;-9;467;899.0;-126;-7.0;9;47.0
12.0;-25;470;887.0;-110;-11.0;25;42.0
1.0;3;469;893.0;-122;-34.0;-3;36.0
-35.0;-4;462;900.0;-125;-3.0;4;28.0
22.0;-17;470;896.0;-126;-39.0;17;88.0
14.0;6;473;906.0;-127;-49.0;-6;50.0
6.0;6;468;896.0;-129;-22.0;-6;45.0
16.0;16;472;905.0;-132;-19.0;-16;48.0
24.0;-38;472;907.0;-129;-70.0;38;56.0
35.0;-6;482;901.0;-128;-56.0;6;57.0
-3.0;-21;485;908.0;-129;-55.0;21;28.0
14.0;-15;480;895.0;-135;-11.0;15;37.0
16.0;4;478;912.0;-132;-24.0;-4;14.0
7.0;4;475;907.0;-124;-22.0;-4;10.0
15.0;8;475;901.0;-127;-11.0;-8;64.0
10.0;-14;478;901.0;-130;-15.0;14;52.0
24.0;16;474;886.0;-123;-7.0;-16;69.0
16.0;13;476;902.0;-124;-35.0;-13;65.0
49.0;-21;475;910.0;-125;-16.0;21;55.0
21.0;40;470;906.0;-125;8.0;-40;40.0
27.0;4;482;906.0;-125;-19.0;-4;42.0
8.0;16;475;896.0;-122;-45.0;-16;54.0
27.0;7;466;910.0;-122;-19.0;-7;12.0
-14.0;29;472;907.0;-120;21.0;-29;35.0
37.0;-7;468;909.0;-119;6.0;7;40.0
10.0;-17;471;913.0;-119;-24.0;17;54.0
19.0;-10;461;914.0;-118;-17.0;10;61.0
27.0;26;472;896.0;-118;-60.0;-26;52.0
27.0;0;473;912.0;-113;15.0;0;50.0
26.0;-3;474;896.0;-124;-79.0;3;87.0
44.0;-10;473;915.0;-121;33.0;10;44.0
24.0;6;475;895.0;-116;21.0;-6;34.0
20.0;6;474;913.0;-114;-32.0;-6;37.0
31.0;-27;467;898.0;-117;6.0;27;54.0
19.0;4;477;897.0;-127;-12.0;-4;34.0
14.0;33;466;908.0;-121;-34.0;-33;36.0
-5.0;-7;471;901.0;-120;-53.0;7;17.0
41.0;-20;464;895.0;-116;19.0;20;70.0
-26.0;7;470;906.0;-112;140.0;-7;-7.0
-3.0;5;467;896.0;-118;154.0;-5;32.0
-41.0;-5;472;919.0;-113;-2.0;5;-36.0
61.0;-17;487;927.0;-126;-238.0;17;99.0
65.0;-50;488;905.0;-116;-118.0;50;68.0
55.0;-6;483;907.0;-107;-74.0;6;100.0
70.0;27;487;906.0;-131;123.0;-27;121.0
76.0;38;473;913.0;-105;133.0;-38;91.0
78.0;1;481;895.0;-94;-59.0;-1;49.0
-56.0;12;482;904.0;-91;-119.0;-12;-62.0
1.0;-93;504;902.0;-66;22.0;93;85.0
19.0;-95;505;941.0;-82;-3.0;95;200.0
-62.0;11;485;941.0;-29;232.0;-11;-52.0
229.0;-12;480;959.0;-15;-216.0;12;72.0
-172.0;-42;490;943.0;-8;137.0;42;-2.0
-94.0;28;487;923.0;-9;156.0;-28;41.0
-37.0;35;481;946.0;-11;54.0;-35;19.0
-40.0;16;485;947.0;-6;20.0;-16;40.0
42.0;-1;468;943.0;10;104.0;1;50.0
12.0;73;485;900.0;-111;85.0;-73;0.0
27.0;58;496;897.0;-123;98.0;-58;-21.0
-8.0;21;503;924.0;-107;204.0;-21;21.0
1.0;15;489;872.0;-112;157.0;-15;-3.0
-26.0;18;493;885.0;-122;134.0;-18;-37.0
-32.0;-48;488;914.0;-114;-44.0;48;27.0
144.0;-34;465;888.0;-61;148.0;34;138.0
47.0;6;482;955.0;-89;115.0;-6;40.0
75.0;-18;461;961.0;-64;123.0;18;99.0
114.0;-3;473;958.0;-79;31.0;3;80.0
-21.0;-26;470;924.0;-87;7.0;26;82.0
-75.0;-3;471;929.0;-76;-142.0;3;-48.0
-64.0;16;479;944.0;-68;-167.0;-16;-124.0
-56.0;0;480;961.0;-67;-76.0;0;-17.0
48.0;-28;469;935.0;-67;-62.0;28;92.0
67.0;-36;475;937.0;-67;-4.0;36;117.0
30.0;-4;483;946.0;-64;-13.0;4;53.0
34.0;-1;473;980.0;-65;55.0;1;74.0
50.0;-33;480;958.0;-68;230.0;33;-22.0
14.0;-27;474;917.0;-69;-36.0;27;46.0
10.0;3;479;910.0;-71;-101.0;-3;34.0
-17.0;5;474;949.0;-73;-146.0;-5;60.0
40.0;-18;477;943.0;-68;-46.0;18;123.0
24.0;15;476;953.0;-67;4.0;-15;31.0
48.0;-13;475;956.0;-68;138.0;13;42.0
28.0;-24;480;942.0;-72;70.0;24;34.0
-9.0;12;478;959.0;-66;-31.0;-12;26.0
16.0;7;473;929.0;-66;13.0;-7;47.0
-9.0;-3;471;944.0;-68;-27.0;3;48.0
-5.0;-1;478;941.0;-57;-5.0;1;8.0
42.0;-6;479;951.0;-62;-38.0;6;42.0
32.0;-27;483;923.0;-60;-25.0;27;82.0
9.0;-20;477;938.0;-59;-44.0;20;30.0
15.0;11;476;938.0;-56;-49.0;-11;73.0
34.0;-8;479;949.0;-55;-36.0;8;53.0
26.0;26;484;952.0;-56;-15.0;-26;73.0
31.0;5;485;934.0;-58;0.0;-5;55.0
17.0;-5;485;942.0;-59;7.0;5;23.0
12.0;8;483;942.0;-59;-10.0;-8;19.0
30.0;-4;482;941.0;-59;-21.0;4;40.0
35.0;17;479;932.0;-58;-11.0;-17;34.0
6.0;-13;482;945.0;-58;-33.0;13;42.0
-5.0;2;483;952.0;-58;70.0;-2;58.0
-39.0;34;486;951.0;-52;49.0;-34;20.0
-60.0;1;476;940.0;-57;73.0;-1;36.0
-17.0;12;477;940.0;-55;22.0;-12;61.0
-32.0;5;477;932.0;-50;-21.0;-5;42.0
8.0;-18;484;949.0;-47;-6.0;18;20.0
23.0;27;491;944.0;-56;-38.0;-27;32.0
8.0;-2;486;932.0;-44;-46.0;2;36.0
5.0;-4;489;933.0;-51;-53.0;4;42.0
34.0;-5;490;930.0;-46;-22.0;5;72.0
57.0;-4;486;923.0;-53;1.0;4;74.0
15.0;2;476;937.0;-51;-2.0;-2;11.0
56.0;-18;484;938.0;-57;-138.0;18;100.0
38.0;13;480;916.0;-59;-61.0;-13;112.0
72.0;-2;487;932.0;-58;-98.0;2;116.0
22.0;-24;479;934.0;-51;28.0;24;27.0
18.0;22;486;937.0;-55;101.0;-22;247.0
75.0;-12;482;940.0;-30;-38.0;12;-126.0
59.0;12;471;969.0;-38;161.0;-12;44.0
20.0;-27;486;961.0;-93;-131.0;27;-84.0
-125.0;9;487;970.0;-87;89.0;-9;211.0
-72.0;32;484;994.0;-96;218.0;-32;13.0
35.0;3;483;988.0;-95;-136.0;-3;122.0
8.0;44;486;976.0;-96;-203.0;-44;114.0
47.0;-40;491;975.0;-96;-81.0;40;57.0
-35.0;16;478;979.0;-91;-201.0;-16;-28.0
-104.0;-33;485;1074.0;-92;-148.0;33;-21.0
-4.0;-15;487;916.0;-91;-222.0;15;55.0
77.0;29;484;959.0;-103;-138.0;-29;27.0
-59.0;12;485;971.0;-92;135.0;-12;-163.0
-74.0;2;482;979.0;-77;-35.0;-2;41.0
190.0;-17;478;969.0;-85;-53.0;17;242.0
53.0;20;488;1013.0;-99;-207.0;-20;35.0
18.0;47;488;923.0;-142;-27.0;-47;-34.0
43.0;-5;479;896.0;-142;-59.0;5;-43.0
25.0;9;480;915.0;-145;54.0;-9;107.0
