Accelerometer LUA^ accX;InertialMeasurementUnit LUA accY;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;Accelerometer LUA^ accZ;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX;Accelerometer LUA_ accZ
-22.0;185.0;952.0;997.0;-536.0;-378.0;-101.0;934.0;513.0;-887.0;340.0
148.0;142.0;962.0;1136.0;-372.0;-621.0;-29.0;1123.0;1081.0;-910.0;508.0
266.0;263.0;797.0;902.0;-755.0;-524.0;-127.0;780.0;760.0;-487.0;496.0
89.0;7.0;943.0;1060.0;-354.0;-261.0;-139.0;1023.0;307.0;-895.0;340.0
201.0;156.0;486.0;756.0;-751.0;-707.0;247.0;515.0;612.0;-776.0;349.0
0.0;-32.0;408.0;397.0;-670.0;-178.0;-117.0;407.0;265.0;-524.0;102.0
-32.0;-58.0;914.0;870.0;-367.0;-604.0;-29.0;773.0;408.0;-690.0;151.0
565.0;194.0;920.0;946.0;-576.0;-136.0;-125.0;941.0;436.0;-704.0;551.0
231.0;161.0;1009.0;1063.0;-283.0;-101.0;-269.0;1038.0;188.0;-959.0;294.0
77.0;68.0;526.0;152.0;-807.0;-852.0;28.0;171.0;721.0;-256.0;289.0
239.0;-172.0;804.0;909.0;-364.0;-128.0;-64.0;941.0;438.0;-665.0;547.0
48.0;-26.0;987.0;1087.0;-374.0;-185.0;-27.0;979.0;255.0;-913.0;340.0
137.0;146.0;928.0;1002.0;-233.0;-53.0;-120.0;973.0;169.0;-966.0;347.0
341.0;231.0;920.0;1019.0;-384.0;-350.0;-128.0;968.0;547.0;-1061.0;435.0
120.0;259.0;671.0;482.0;-828.0;-725.0;-135.0;491.0;787.0;-578.0;295.0
190.0;39.0;795.0;650.0;-561.0;-652.0;-152.0;712.0;899.0;-344.0;424.0
136.0;51.0;963.0;1020.0;-343.0;-178.0;-163.0;1008.0;271.0;-911.0;333.0
