InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
-427.0;1333.0;89;396.0;-144.0;749.0;-1116.0
-509.0;292.0;-26;-153.0;-727.0;234.0;-365.0
-518.0;1275.0;-42;-116.0;231.0;215.0;-847.0
203.0;958.0;-166;492.0;-627.0;508.0;-897.0
-11.0;1022.0;109;51.0;204.0;205.0;-966.0
-343.0;448.0;64;-21.0;-72.0;821.0;-262.0
-43.0;1010.0;118;77.0;215.0;168.0;-967.0
71.0;810.0;-157;-734.0;-573.0;676.0;-729.0
-16.0;991.0;109;114.0;201.0;211.0;-966.0
-21.0;1017.0;109;99.0;205.0;211.0;-964.0
-288.0;880.0;-164;-128.0;-433.0;255.0;-810.0
-253.0;991.0;141;-280.0;293.0;362.0;-943.0
4.0;1049.0;83;101.0;180.0;233.0;-983.0
4.0;1030.0;83;91.0;180.0;215.0;-983.0
-3.0;1037.0;83;103.0;185.0;226.0;-982.0
-493.0;513.0;75;-436.0;-374.0;1217.0;-796.0
-762.0;575.0;83;-926.0;46.0;460.0;-715.0
-25.0;751.0;-61;56.0;-418.0;85.0;-609.0
53.0;1020.0;83;87.0;146.0;217.0;-993.0
78.0;900.0;148;-136.0;27.0;672.0;-564.0
-46.0;1078.0;83;142.0;200.0;281.0;-969.0
-9.0;1010.0;109;54.0;199.0;195.0;-968.0
-54.0;1000.0;122;1.0;363.0;199.0;-965.0
61.0;1224.0;47;312.0;-280.0;173.0;-987.0
8.0;1017.0;108;92.0;189.0;225.0;-978.0
-48.0;1049.0;83;253.0;200.0;272.0;-996.0
-4.0;1052.0;83;93.0;201.0;243.0;-987.0
38.0;1067.0;83;139.0;159.0;276.0;-962.0
-336.0;980.0;145;-513.0;238.0;608.0;-975.0
-328.0;865.0;-48;182.0;-164.0;198.0;-843.0
-396.0;819.0;115;14.0;-109.0;367.0;-1154.0
137.0;1297.0;109;252.0;75.0;270.0;-797.0
-1.0;1029.0;83;139.0;185.0;229.0;-983.0
-329.0;1101.0;125;461.0;156.0;79.0;-1012.0
-43.0;1021.0;103;28.0;240.0;172.0;-991.0
161.0;1040.0;25;-213.0;-201.0;292.0;-1131.0
-285.0;1084.0;58;-197.0;-1.0;416.0;-1554.0
