Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-61.0;129.0;?;-918.0;?;3;?;270.0;955.0;125.0;3.0;-162.0;391.0
-50.0;24.0;-1005.0;-977.0;-132.0;?;-67;267.0;984.0;132.0;-122.0;-157.0;339.0
-68.0;-1.0;-951.0;?;-137.0;2;-3;224.0;974.0;131.0;-241.0;-177.0;366.0
?;37.0;-896.0;-930.0;?;2;?;?;1070.0;134.0;-413.0;?;389.0
-209.0;39.0;?;-1028.0;-143.0;2;-29;264.0;?;147.0;?;?;386.0
-337.0;-8.0;-1133.0;?;-154.0;2;-25;319.0;1315.0;163.0;275.0;-194.0;251.0
-540.0;38.0;-1162.0;-1289.0;?;2;-52;400.0;1247.0;?;437.0;?;?
-821.0;225.0;-1143.0;-1244.0;-179.0;2;?;362.0;?;192.0;?;-1091.0;123.0
-774.0;542.0;?;-1142.0;?;?;-6;282.0;1009.0;?;-149.0;-724.0;92.0
-546.0;590.0;-975.0;-1023.0;-217.0;2;?;254.0;?;228.0;-536.0;-493.0;183.0
-441.0;424.0;?;-864.0;-232.0;2;-40;279.0;?;241.0;-561.0;-364.0;214.0
-431.0;301.0;-783.0;-741.0;-251.0;?;-40;218.0;748.0;247.0;-414.0;-289.0;218.0
-334.0;187.0;-792.0;-708.0;-270.0;2;?;220.0;?;253.0;-302.0;-236.0;259.0
-199.0;114.0;-850.0;-773.0;-285.0;2;-80;258.0;886.0;256.0;-261.0;?;337.0
-218.0;80.0;?;?;-290.0;-1;?;286.0;1023.0;263.0;-247.0;-158.0;410.0
-321.0;?;-1013.0;?;-288.0;-1;-302;307.0;1092.0;268.0;-214.0;-211.0;467.0
-359.0;?;-1028.0;-1057.0;?;-8;?;350.0;1079.0;269.0;?;-362.0;470.0
-280.0;241.0;?;-1081.0;-265.0;?;-931;403.0;1034.0;?;-128.0;-407.0;386.0
-235.0;246.0;-923.0;-1034.0;-255.0;?;-1257;404.0;991.0;?;-62.0;-340.0;?
-247.0;179.0;?;-988.0;-255.0;?;-721;392.0;?;298.0;-19.0;-372.0;329.0
-313.0;?;-876.0;?;?;-129;?;359.0;900.0;312.0;?;?;?
-368.0;141.0;-880.0;-915.0;-279.0;?;-1315;329.0;912.0;320.0;-196.0;-341.0;279.0
-418.0;161.0;-881.0;-930.0;-290.0;?;-400;333.0;975.0;333.0;?;-347.0;298.0
-426.0;173.0;-931.0;?;?;-12;?;323.0;?;340.0;-120.0;-432.0;314.0
-362.0;?;-979.0;?;-310.0;19;?;?;1242.0;?;59.0;-423.0;331.0
-417.0;173.0;-1201.0;?;-317.0;4;-584;318.0;1407.0;361.0;115.0;-307.0;365.0
-560.0;134.0;-1206.0;-1324.0;-316.0;9;?;?;1268.0;370.0;44.0;-360.0;316.0
-656.0;?;-1120.0;-1220.0;-314.0;4;-287;347.0;?;384.0;107.0;?;218.0
-469.0;236.0;-1048.0;-1048.0;-303.0;2;?;?;835.0;397.0;333.0;-380.0;133.0
?;182.0;-916.0;-885.0;-296.0;-1;407;229.0;760.0;393.0;538.0;?;123.0
-248.0;194.0;-917.0;-731.0;-299.0;-9;776;140.0;851.0;?;512.0;-318.0;172.0
-257.0;111.0;-962.0;-847.0;-305.0;-12;2064;?;?;377.0;482.0;-303.0;227.0
-317.0;43.0;?;-966.0;-320.0;-13;2926;222.0;898.0;371.0;484.0;-348.0;220.0
-342.0;93.0;-964.0;-926.0;-333.0;-10;560;245.0;808.0;358.0;449.0;-396.0;189.0
-334.0;161.0;-860.0;-802.0;?;-6;-275;206.0;?;?;485.0;?;183.0
-325.0;196.0;-771.0;?;-325.0;-1;1932;185.0;835.0;?;336.0;?;?
?;?;-751.0;-785.0;-311.0;0;577;?;861.0;309.0;153.0;-224.0;?
-238.0;124.0;-764.0;-838.0;-301.0;2;-702;191.0;?;291.0;42.0;-193.0;?
-257.0;64.0;-797.0;-901.0;?;5;418;201.0;944.0;283.0;1.0;?;?
-345.0;18.0;?;-960.0;-279.0;6;108;229.0;925.0;?;?;-175.0;?
-373.0;28.0;?;-950.0;-266.0;7;?;?;871.0;260.0;-65.0;-246.0;?
-330.0;?;-843.0;-892.0;-257.0;7;54;279.0;940.0;249.0;-99.0;-284.0;?
-265.0;120.0;-923.0;-892.0;-251.0;?;-112;?;944.0;239.0;-180.0;-367.0;433.0
-335.0;179.0;-1016.0;-933.0;-245.0;?;-21;366.0;1116.0;?;-399.0;-312.0;?
-477.0;204.0;-1057.0;?;-235.0;?;-40;359.0;1066.0;217.0;-597.0;-475.0;489.0
-424.0;251.0;-1050.0;-1059.0;-229.0;5;-18;442.0;1229.0;200.0;-603.0;-566.0;470.0
-476.0;261.0;-1210.0;-1232.0;-241.0;5;-19;435.0;1179.0;180.0;?;-618.0;453.0
-468.0;399.0;-1263.0;-1154.0;?;?;-23;421.0;1221.0;159.0;-872.0;-546.0;449.0
-548.0;424.0;-1142.0;-1133.0;-263.0;4;-25;403.0;1287.0;145.0;-922.0;-453.0;411.0
-526.0;382.0;-1106.0;-1283.0;-272.0;4;-28;443.0;1204.0;?;-498.0;-543.0;274.0
?;350.0;-1134.0;?;-277.0;4;-15;484.0;?;128.0;?;-551.0;184.0
-344.0;?;?;-1134.0;-271.0;?;?;?;1086.0;119.0;85.0;-534.0;134.0
-255.0;?;-972.0;-1066.0;-263.0;?;-112;201.0;1007.0;107.0;62.0;?;153.0
-246.0;238.0;-965.0;-978.0;-253.0;2;?;196.0;847.0;104.0;-111.0;-344.0;193.0
-209.0;210.0;-873.0;-842.0;-246.0;-3;-309;208.0;702.0;103.0;-349.0;-288.0;217.0
-267.0;194.0;-767.0;-710.0;-248.0;-4;-262;199.0;678.0;?;-440.0;-243.0;280.0
-225.0;181.0;-720.0;-638.0;-257.0;-15;-712;212.0;671.0;105.0;-435.0;-264.0;319.0
?;195.0;-769.0;?;-268.0;?;-1097;230.0;731.0;105.0;?;?;359.0
?;?;-822.0;-718.0;-276.0;-79;-1504;?;797.0;103.0;-324.0;-374.0;420.0
?;252.0;-856.0;?;-274.0;-131;?;326.0;836.0;103.0;?;-409.0;?
-122.0;217.0;?;?;-448.0;?;?;223.0;934.0;252.0;552.0;-410.0;389.0
5.0;262.0;?;-878.0;-452.0;10;9;?;1083.0;251.0;461.0;-381.0;?
-61.0;254.0;-1142.0;-1020.0;-454.0;10;32;295.0;1280.0;256.0;115.0;-392.0;467.0
-133.0;244.0;?;-1176.0;-456.0;10;-10;336.0;1340.0;?;?;-566.0;523.0
-303.0;248.0;-1381.0;-1343.0;-468.0;10;?;373.0;1398.0;254.0;-443.0;-653.0;517.0
?;362.0;-1441.0;-1337.0;-487.0;10;1;461.0;1375.0;253.0;-600.0;?;499.0
-524.0;585.0;?;-1325.0;-497.0;10;-6;640.0;1172.0;265.0;-546.0;-825.0;372.0
?;659.0;-1062.0;-1204.0;?;10;28;?;1179.0;271.0;30.0;-710.0;?
-415.0;542.0;-1096.0;-1179.0;-482.0;10;?;?;1149.0;269.0;215.0;-650.0;183.0
?;425.0;-1071.0;-1134.0;-473.0;7;-140;?;1008.0;?;112.0;-477.0;?
-156.0;?;?;-1016.0;-452.0;9;?;309.0;913.0;?;?;-369.0;?
?;242.0;-879.0;-866.0;-423.0;5;?;284.0;732.0;264.0;-322.0;-196.0;331.0
-265.0;?;-823.0;-750.0;-409.0;5;-120;283.0;773.0;269.0;-498.0;-151.0;350.0
-341.0;?;?;-676.0;-406.0;5;-115;?;675.0;282.0;-481.0;-132.0;347.0
-316.0;120.0;-744.0;-669.0;?;-7;-349;233.0;719.0;290.0;-366.0;-155.0;384.0
-282.0;103.0;-814.0;-723.0;-413.0;-2;-333;263.0;837.0;301.0;?;-261.0;382.0
?;132.0;-872.0;-791.0;-423.0;?;-650;321.0;?;316.0;-145.0;-418.0;370.0
?;256.0;-877.0;-872.0;?;-74;?;355.0;912.0;?;?;?;?
-336.0;?;?;-920.0;-445.0;-62;-1102;404.0;995.0;341.0;-316.0;-406.0;442.0
-448.0;301.0;-952.0;-995.0;-459.0;?;-170;453.0;1032.0;362.0;-345.0;-439.0;434.0
-483.0;285.0;-1021.0;?;?;-12;23;509.0;1198.0;380.0;-126.0;-576.0;392.0
-312.0;312.0;-1040.0;-1193.0;?;-6;-151;495.0;1216.0;391.0;?;-531.0;361.0
-183.0;305.0;-980.0;-1215.0;-521.0;-4;-5;445.0;1221.0;410.0;36.0;-280.0;380.0
-384.0;216.0;-1235.0;?;-535.0;-2;133;393.0;1229.0;425.0;-163.0;-307.0;469.0
-587.0;116.0;-1194.0;-1251.0;-563.0;?;210;402.0;1081.0;445.0;?;-362.0;426.0
-682.0;160.0;-1039.0;?;-592.0;-3;407;457.0;894.0;472.0;161.0;-420.0;298.0
?;315.0;?;?;?;?;686;402.0;?;490.0;319.0;-399.0;260.0
?;302.0;-1086.0;-837.0;-616.0;-12;1094;252.0;1016.0;507.0;488.0;-435.0;215.0
-451.0;246.0;-1092.0;-979.0;?;-14;1129;189.0;991.0;526.0;565.0;-574.0;179.0
-489.0;282.0;?;-997.0;-641.0;-16;1485;254.0;976.0;545.0;736.0;-660.0;128.0
-320.0;290.0;-1000.0;-1005.0;?;-14;623;?;837.0;557.0;?;?;126.0
-183.0;?;-848.0;-850.0;-661.0;-4;-1147;237.0;796.0;563.0;676.0;?;166.0
-290.0;230.0;-746.0;?;-664.0;?;834;211.0;776.0;?;443.0;?;210.0
-293.0;165.0;-673.0;-760.0;-665.0;?;?;181.0;?;573.0;415.0;-140.0;171.0
-455.0;92.0;-669.0;-768.0;-665.0;5;1312;138.0;824.0;579.0;565.0;-122.0;215.0
-445.0;44.0;-720.0;-813.0;?;5;525;?;?;?;640.0;-164.0;246.0
-354.0;51.0;-805.0;-871.0;?;8;449;141.0;988.0;576.0;?;?;286.0
-509.0;?;-849.0;-942.0;-661.0;9;204;?;?;575.0;?;-423.0;310.0
?;200.0;?;-974.0;?;9;173;227.0;994.0;572.0;407.0;-442.0;372.0
-420.0;?;?;-968.0;-658.0;9;?;273.0;957.0;565.0;?;?;444.0
-404.0;277.0;-977.0;-904.0;?;8;56;347.0;999.0;564.0;?;-491.0;549.0
-398.0;344.0;-1052.0;-1036.0;-659.0;8;100;423.0;?;560.0;-336.0;-548.0;648.0
-441.0;?;-1052.0;-1041.0;-656.0;7;?;478.0;1280.0;554.0;?;-560.0;704.0
?;?;-1273.0;?;-655.0;7;57;593.0;1325.0;544.0;-211.0;-631.0;694.0
-543.0;467.0;-1360.0;-1277.0;-654.0;7;103;657.0;1290.0;539.0;-256.0;-642.0;579.0
-704.0;552.0;-1192.0;-1255.0;?;?;79;652.0;1128.0;534.0;-257.0;-714.0;400.0
-594.0;544.0;-972.0;-1168.0;?;?;89;598.0;1071.0;?;3.0;-735.0;?
-512.0;485.0;?;-1048.0;-636.0;7;?;491.0;1153.0;?;427.0;-750.0;160.0
-315.0;?;-1066.0;-1063.0;-633.0;7;60;?;997.0;531.0;374.0;-774.0;170.0
?;495.0;-1049.0;?;-628.0;7;84;352.0;971.0;528.0;33.0;-598.0;?
-329.0;457.0;-977.0;-942.0;?;?;64;271.0;835.0;529.0;-238.0;-339.0;336.0
?;354.0;-875.0;-840.0;-620.0;7;49;283.0;?;526.0;-464.0;?;?
-443.0;264.0;-805.0;-715.0;-616.0;7;57;314.0;716.0;529.0;?;?;402.0
?;227.0;-752.0;-695.0;-616.0;?;3;252.0;721.0;539.0;?;-187.0;397.0
-442.0;?;?;-711.0;-618.0;5;?;232.0;778.0;542.0;-82.0;?;442.0
-491.0;226.0;-874.0;-784.0;-619.0;5;?;?;838.0;551.0;?;-351.0;482.0
?;253.0;-918.0;-846.0;-619.0;3;14;366.0;948.0;562.0;-37.0;-403.0;564.0
-811.0;288.0;-964.0;?;?;1;61;449.0;983.0;570.0;-71.0;-411.0;?
?;400.0;-640.0;-626.0;-664.0;-4;119;662.0;703.0;826.0;-409.0;?;671.0
-680.0;387.0;-634.0;?;-665.0;-5;233;?;715.0;?;?;-366.0;674.0
-1002.0;?;-620.0;-613.0;?;-5;306;723.0;749.0;825.0;-363.0;-466.0;691.0
-644.0;165.0;?;-646.0;-669.0;-5;221;737.0;751.0;828.0;?;?;634.0
-713.0;441.0;-687.0;-649.0;-669.0;?;216;474.0;?;826.0;?;-232.0;701.0
-497.0;139.0;-714.0;-658.0;?;-5;?;719.0;?;?;-160.0;-345.0;692.0
?;?;-708.0;-698.0;-661.0;-5;155;649.0;815.0;817.0;?;-403.0;692.0
-536.0;248.0;-699.0;?;-655.0;-5;184;601.0;943.0;818.0;-80.0;-465.0;?
-552.0;321.0;-710.0;-827.0;?;-4;162;676.0;1052.0;814.0;0.0;-427.0;749.0
-630.0;259.0;-719.0;-997.0;-635.0;-4;153;701.0;1142.0;811.0;6.0;-430.0;690.0
-434.0;286.0;-751.0;-1139.0;-630.0;-3;118;649.0;1027.0;811.0;18.0;-457.0;188.0
-471.0;275.0;-787.0;-1008.0;-621.0;-2;?;98.0;?;806.0;-99.0;-345.0;228.0
-467.0;?;-766.0;-903.0;-615.0;-2;97;168.0;1020.0;801.0;-530.0;-195.0;551.0
-726.0;48.0;-743.0;-990.0;-605.0;0;71;?;?;788.0;-810.0;?;?
-562.0;?;-775.0;-1012.0;-591.0;3;178;?;997.0;?;-902.0;-396.0;759.0
-404.0;?;-769.0;-999.0;-574.0;?;209;737.0;1083.0;?;-883.0;-415.0;808.0
-563.0;253.0;?;-1003.0;-553.0;6;40;742.0;1049.0;735.0;-856.0;-392.0;820.0
-598.0;210.0;-790.0;-1031.0;-531.0;7;-4;?;1047.0;?;?;-390.0;819.0
-572.0;184.0;-793.0;?;-510.0;7;16;713.0;1026.0;706.0;-568.0;-344.0;759.0
-677.0;172.0;-791.0;-1019.0;-489.0;7;35;577.0;1089.0;690.0;-339.0;-267.0;?
-635.0;104.0;?;-1036.0;?;7;64;629.0;1133.0;?;-207.0;-252.0;?
?;?;-837.0;-1051.0;-455.0;8;-24;645.0;1057.0;666.0;-314.0;?;?
-579.0;?;-824.0;-1069.0;-438.0;8;-38;512.0;1089.0;656.0;-272.0;-224.0;473.0
-767.0;-70.0;-809.0;-1073.0;-420.0;8;0;?;1102.0;646.0;-375.0;-182.0;?
-1060.0;-68.0;?;-1071.0;-408.0;8;?;385.0;1054.0;643.0;-552.0;-188.0;571.0
-831.0;-24.0;-775.0;?;-397.0;8;89;409.0;1037.0;?;-523.0;-259.0;490.0
?;7.0;-776.0;-1032.0;-387.0;7;226;322.0;1032.0;631.0;-488.0;-251.0;?
-750.0;-5.0;-778.0;?;-383.0;?;349;299.0;1022.0;630.0;-429.0;?;?
?;-24.0;-773.0;-1030.0;-380.0;7;384;241.0;?;626.0;?;-246.0;338.0
?;23.0;-767.0;-1022.0;-382.0;7;548;62.0;1025.0;623.0;-259.0;-197.0;231.0
-655.0;-78.0;-781.0;-1046.0;?;8;458;75.0;?;626.0;?;-124.0;203.0
?;-150.0;-757.0;-993.0;-389.0;9;412;54.0;968.0;625.0;-590.0;-161.0;?
-1187.0;-133.0;?;-964.0;-397.0;9;408;?;1001.0;?;?;?;?
-971.0;-71.0;-702.0;-997.0;?;9;316;?;1023.0;?;-507.0;?;293.0
-834.0;-42.0;-712.0;-1004.0;-423.0;10;417;246.0;?;?;-361.0;-246.0;328.0
?;-102.0;-719.0;-975.0;-442.0;9;-359;304.0;984.0;621.0;-342.0;-281.0;297.0
-723.0;-74.0;?;-945.0;-464.0;7;?;269.0;888.0;?;-335.0;?;279.0
?;-90.0;-687.0;-889.0;-477.0;7;457;260.0;894.0;617.0;?;-265.0;196.0
?;?;?;?;-484.0;6;-163;?;946.0;618.0;-360.0;-231.0;149.0
?;-120.0;-665.0;-841.0;-493.0;6;7;78.0;?;614.0;-463.0;-175.0;121.0
-536.0;?;-706.0;-920.0;-497.0;7;269;35.0;958.0;604.0;-475.0;-185.0;127.0
-532.0;?;-694.0;?;-504.0;7;27;82.0;898.0;595.0;-559.0;?;114.0
-610.0;?;-675.0;-886.0;-508.0;7;77;2.0;871.0;?;-589.0;-249.0;56.0
-736.0;-94.0;-681.0;-836.0;?;7;?;-133.0;?;577.0;-578.0;?;33.0
-639.0;?;-674.0;-896.0;-517.0;7;92;?;?;565.0;?;-443.0;69.0
-538.0;148.0;-683.0;-919.0;?;7;?;-197.0;892.0;555.0;-651.0;-451.0;91.0
-548.0;?;-702.0;-893.0;-507.0;7;75;?;891.0;535.0;-663.0;-462.0;72.0
?;190.0;?;-870.0;?;7;76;?;1008.0;516.0;-652.0;-424.0;61.0
-455.0;?;-700.0;-926.0;?;7;?;?;990.0;?;-753.0;-345.0;60.0
-392.0;?;-702.0;-1013.0;-502.0;?;?;-121.0;971.0;486.0;-801.0;-336.0;?
?;146.0;-665.0;?;-497.0;7;70;-73.0;972.0;468.0;-797.0;-384.0;112.0
-476.0;149.0;-703.0;-937.0;-490.0;7;65;-46.0;?;457.0;-806.0;-379.0;166.0
?;?;-723.0;-937.0;?;?;100;17.0;980.0;442.0;-848.0;-381.0;255.0
?;225.0;?;-948.0;-483.0;7;95;94.0;?;427.0;-766.0;-526.0;319.0
?;?;?;?;-480.0;?;?;156.0;?;416.0;?;-617.0;351.0
-574.0;366.0;?;-963.0;-480.0;?;?;201.0;969.0;401.0;-495.0;?;358.0
-555.0;375.0;-733.0;-955.0;-479.0;7;?;?;1042.0;386.0;-385.0;-519.0;331.0
?;326.0;-694.0;-983.0;-480.0;?;?;?;1017.0;?;?;-457.0;267.0
-456.0;271.0;-679.0;-982.0;?;?;40;260.0;921.0;?;-263.0;-448.0;240.0
-400.0;192.0;-675.0;-892.0;-473.0;7;36;222.0;907.0;?;-275.0;?;195.0
?;148.0;-629.0;-885.0;-469.0;7;70;191.0;?;341.0;?;-587.0;?
-713.0;?;?;-830.0;-465.0;7;58;213.0;767.0;333.0;?;-748.0;?
-573.0;?;?;-748.0;-462.0;7;38;197.0;795.0;319.0;-126.0;?;?
-374.0;315.0;?;?;-452.0;7;43;126.0;?;302.0;-219.0;-509.0;85.0
-317.0;267.0;?;?;-439.0;6;33;126.0;837.0;281.0;-342.0;-421.0;?
-235.0;156.0;-531.0;-774.0;?;6;31;171.0;731.0;257.0;-429.0;-363.0;192.0
-225.0;130.0;-464.0;-748.0;-422.0;?;30;?;?;235.0;-448.0;-356.0;197.0
-270.0;118.0;-403.0;-655.0;-412.0;7;20;130.0;668.0;210.0;-355.0;-419.0;?
-326.0;133.0;-438.0;-614.0;-401.0;7;24;130.0;682.0;192.0;-253.0;-433.0;165.0
-323.0;161.0;-522.0;-594.0;-393.0;7;19;147.0;725.0;177.0;-245.0;-456.0;144.0
-392.0;165.0;-504.0;-649.0;-389.0;7;?;153.0;636.0;164.0;-234.0;-495.0;123.0
-347.0;184.0;-483.0;-610.0;-384.0;8;10;?;673.0;?;?;-504.0;124.0
-330.0;183.0;-483.0;?;-384.0;8;3;104.0;681.0;141.0;-280.0;-446.0;127.0
-307.0;?;-491.0;-660.0;-382.0;?;15;?;679.0;133.0;-281.0;-450.0;117.0
-391.0;137.0;-476.0;-627.0;-376.0;8;9;89.0;638.0;?;-256.0;-458.0;126.0
-381.0;145.0;-468.0;?;?;8;17;89.0;624.0;118.0;-215.0;-463.0;?
-388.0;131.0;?;?;-367.0;?;19;147.0;640.0;?;-198.0;?;155.0
-358.0;151.0;-459.0;-588.0;-364.0;?;?;156.0;626.0;108.0;?;-461.0;125.0
-368.0;160.0;-446.0;?;-358.0;8;16;141.0;627.0;101.0;-96.0;-463.0;119.0
?;147.0;?;-576.0;-356.0;8;6;141.0;627.0;91.0;-6.0;?;?
-296.0;136.0;-448.0;-583.0;-353.0;8;14;134.0;658.0;?;-1.0;-452.0;100.0
-284.0;131.0;-436.0;?;-351.0;8;4;120.0;657.0;?;?;-423.0;79.0
?;134.0;-439.0;-601.0;-350.0;?;-11;?;?;83.0;88.0;-427.0;46.0
-220.0;128.0;-420.0;?;-346.0;?;-8;?;646.0;80.0;?;-421.0;19.0
-165.0;136.0;-415.0;-606.0;-345.0;8;2;?;654.0;83.0;141.0;-416.0;?
-119.0;?;-426.0;-589.0;?;8;10;25.0;698.0;83.0;?;-429.0;8.0
-135.0;99.0;-430.0;-631.0;-345.0;8;8;12.0;711.0;84.0;?;-438.0;14.0
-208.0;111.0;-419.0;?;-344.0;8;21;2.0;671.0;91.0;136.0;-471.0;?
-208.0;?;-420.0;-630.0;-347.0;?;?;9.0;810.0;93.0;?;-472.0;?
?;?;-419.0;-689.0;-355.0;9;11;24.0;945.0;98.0;196.0;-462.0;31.0
-242.0;129.0;-450.0;-859.0;-371.0;9;?;?;752.0;101.0;230.0;?;31.0
-348.0;124.0;-466.0;-815.0;-370.0;9;?;36.0;610.0;104.0;334.0;-587.0;55.0
-518.0;160.0;-472.0;-642.0;-368.0;9;?;?;548.0;109.0;420.0;-615.0;87.0
?;?;-468.0;-530.0;-372.0;9;-3;76.0;653.0;?;519.0;-561.0;72.0
-564.0;258.0;?;?;-382.0;9;7;101.0;730.0;?;631.0;-442.0;?
-348.0;176.0;-523.0;-681.0;-390.0;?;?;123.0;790.0;113.0;756.0;-406.0;59.0
?;25.0;-596.0;-767.0;-394.0;9;4;127.0;?;?;787.0;-358.0;?
-80.0;38.0;-620.0;-778.0;-394.0;9;14;?;801.0;110.0;734.0;-380.0;123.0
-366.0;?;-650.0;?;-395.0;9;3;168.0;809.0;?;714.0;-370.0;124.0
-240.0;?;-689.0;?;?;9;?;152.0;774.0;101.0;675.0;-369.0;88.0
-360.0;65.0;-744.0;?;-384.0;9;13;61.0;795.0;97.0;609.0;-412.0;96.0
-297.0;111.0;-696.0;-813.0;-380.0;9;-4;34.0;795.0;90.0;?;-437.0;105.0
-287.0;?;-796.0;-817.0;-372.0;?;-1;74.0;?;87.0;426.0;-459.0;92.0
-191.0;?;-800.0;?;-365.0;?;-2;?;775.0;83.0;299.0;?;121.0
-257.0;?;-783.0;-813.0;-362.0;9;1;119.0;765.0;86.0;190.0;-346.0;160.0
-207.0;132.0;-800.0;-784.0;-361.0;9;1;123.0;730.0;?;?;-288.0;?
-281.0;89.0;-790.0;-773.0;-363.0;9;-3;100.0;699.0;95.0;-76.0;?;139.0
-386.0;51.0;-772.0;?;-367.0;9;-2;82.0;790.0;100.0;-152.0;?;?
?;49.0;?;-752.0;?;9;-1;97.0;893.0;106.0;-144.0;-404.0;112.0
-395.0;121.0;-784.0;-859.0;-364.0;9;11;96.0;863.0;110.0;-292.0;-406.0;138.0
-411.0;153.0;-796.0;-916.0;-363.0;?;15;94.0;815.0;118.0;-431.0;-389.0;148.0
-463.0;149.0;-817.0;-875.0;?;9;-1;117.0;?;121.0;?;?;160.0
-501.0;147.0;-820.0;-931.0;-373.0;9;?;126.0;941.0;125.0;-464.0;-368.0;150.0
-410.0;162.0;-795.0;?;?;9;5;115.0;872.0;135.0;?;-368.0;161.0
-393.0;162.0;-770.0;-874.0;-388.0;9;-1;136.0;766.0;140.0;?;-381.0;181.0
-403.0;162.0;-750.0;-829.0;-393.0;9;-7;166.0;772.0;142.0;?;-425.0;162.0
-415.0;?;?;-693.0;-400.0;9;4;179.0;?;149.0;-305.0;-458.0;127.0
?;186.0;-712.0;-698.0;-399.0;?;-4;154.0;764.0;?;-194.0;-480.0;?
-442.0;216.0;-729.0;-801.0;-395.0;9;-31;146.0;886.0;160.0;-30.0;-515.0;?
-362.0;219.0;-716.0;?;?;?;?;?;984.0;162.0;?;-566.0;?
-244.0;?;-728.0;-921.0;-374.0;?;-35;139.0;925.0;163.0;274.0;-533.0;52.0
-224.0;222.0;-760.0;-899.0;-358.0;8;?;91.0;?;165.0;227.0;-479.0;102.0
-226.0;?;?;?;-349.0;8;-27;119.0;966.0;165.0;192.0;-462.0;114.0
-222.0;181.0;-776.0;-928.0;?;?;-32;169.0;931.0;166.0;203.0;-481.0;134.0
?;200.0;-775.0;-936.0;-315.0;7;1;170.0;987.0;162.0;215.0;?;147.0
-286.0;235.0;-771.0;-899.0;?;7;55;?;853.0;165.0;186.0;-519.0;165.0
-343.0;251.0;-757.0;-826.0;-282.0;7;61;193.0;?;167.0;205.0;?;173.0
-349.0;261.0;?;-855.0;?;7;61;192.0;?;165.0;?;-501.0;107.0
-237.0;267.0;-774.0;-951.0;?;8;53;141.0;960.0;?;293.0;-443.0;40.0
-254.0;205.0;-785.0;-960.0;?;8;?;66.0;?;155.0;282.0;?;71.0
-166.0;?;-781.0;-909.0;?;9;20;63.0;1046.0;148.0;153.0;?;93.0
-122.0;?;-808.0;-1012.0;-249.0;8;13;84.0;1019.0;?;5.0;-463.0;?
-171.0;?;?;?;-235.0;8;46;?;924.0;147.0;-86.0;?;?
-261.0;255.0;-755.0;-906.0;-223.0;8;?;?;1045.0;147.0;-116.0;-542.0;156.0
-265.0;293.0;-777.0;-976.0;-215.0;?;35;131.0;1012.0;143.0;-57.0;-591.0;137.0
-200.0;350.0;?;-1003.0;-202.0;5;19;147.0;967.0;?;?;-613.0;120.0
-194.0;347.0;?;-961.0;-191.0;2;49;147.0;?;?;-119.0;?;111.0
?;321.0;-737.0;-923.0;-183.0;?;34;176.0;1047.0;121.0;-98.0;-559.0;98.0
-155.0;?;-749.0;-1089.0;?;-2;18;175.0;1018.0;113.0;-138.0;-524.0;?
-202.0;290.0;-735.0;?;-161.0;?;42;?;987.0;98.0;?;-541.0;?
?;300.0;-759.0;-931.0;?;-10;?;?;1076.0;89.0;-178.0;?;128.0
-223.0;322.0;-773.0;?;-147.0;-11;75;145.0;?;?;-192.0;-586.0;148.0
-286.0;354.0;-813.0;-1008.0;-131.0;-13;-8;132.0;996.0;64.0;-196.0;?;?
-278.0;352.0;-819.0;-973.0;-112.0;-19;-80;?;1026.0;55.0;?;-623.0;?
-236.0;365.0;-822.0;?;-89.0;-25;-48;186.0;1066.0;40.0;-126.0;-575.0;150.0
-167.0;370.0;-844.0;-1069.0;-67.0;?;-63;197.0;1029.0;24.0;-181.0;?;172.0
-197.0;348.0;-841.0;-1036.0;-43.0;-41;20;?;?;3.0;-260.0;-543.0;189.0
?;335.0;-864.0;-1059.0;-33.0;-49;-330;?;949.0;?;?;-551.0;195.0
-243.0;349.0;-851.0;-1027.0;-28.0;-52;-607;206.0;1020.0;?;-403.0;-558.0;207.0
-245.0;?;-864.0;?;-25.0;-37;-204;217.0;844.0;?;-402.0;-599.0;203.0
-242.0;381.0;?;?;-26.0;-24;?;232.0;1337.0;-67.0;-388.0;-587.0;183.0
-182.0;399.0;?;-1177.0;-13.0;-21;-64;219.0;1113.0;-81.0;-380.0;-582.0;?
?;396.0;-781.0;-1014.0;-7.0;?;289;178.0;945.0;-81.0;-500.0;-657.0;?
-343.0;402.0;-773.0;?;-13.0;8;509;193.0;1389.0;-78.0;-476.0;?;196.0
-207.0;451.0;-858.0;-1381.0;?;4;375;251.0;915.0;-85.0;-319.0;?;159.0
-228.0;420.0;-708.0;-868.0;-9.0;4;239;181.0;?;-90.0;-371.0;-610.0;199.0
-237.0;372.0;-755.0;-1012.0;-28.0;4;176;180.0;?;-84.0;?;-617.0;170.0
-219.0;376.0;?;-1023.0;-33.0;4;42;218.0;965.0;-87.0;?;-651.0;159.0
-231.0;397.0;-737.0;-943.0;?;?;122;201.0;976.0;-89.0;-169.0;?;150.0
?;?;-736.0;-933.0;-35.0;7;87;208.0;?;-94.0;-147.0;-708.0;169.0
