InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-12;24;5;-835;24;-23;-210.0;5
4;-7;15;-882;-7;-14;-90.0;15
4;39;25;-888;39;-23;-108.0;25
-9;30;24;-838;30;-27;-166.0;24
-2;18;-1;-887;18;-21;-75.0;-1
-4;46;19;-841;46;-30;-90.0;19
1;-16;2;-826;-16;-18;-55.0;2
9;3;-5;-826;3;-26;-111.0;-5
2;2;-1;-887;2;-22;-123.0;-1
-20;-34;8;-888;-34;-19;-57.0;8
-9;45;16;-839;45;-24;-110.0;16
-3;2;-19;-835;2;-25;-121.0;-19
-2;-2;16;-829;-2;-19;-144.0;16
5;7;-7;-885;7;-20;-60.0;-7
0;35;4;-826;35;-13;-173.0;4
1;27;6;-825;27;-16;-133.0;6
2;-15;19;-887;-15;-21;-77.0;19
-3;30;10;-827;30;-18;-150.0;10
15;-15;-22;-896;-15;-22;-80.0;-22
7;49;7;-893;49;-18;-120.0;7
-4;7;-4;-896;7;-21;-39.0;-4
0;41;11;-832;41;-26;-116.0;11
10;-33;-3;-886;-33;-14;-49.0;-3
1;6;-13;-894;6;-20;-55.0;-13
2;-14;-5;-896;-14;-18;-41.0;-5
-3;5;8;-828;5;-18;-140.0;8
-1;10;20;-827;10;-18;-153.0;20
-2;21;-8;-830;21;-20;-136.0;-8
1;-23;26;-826;-23;-19;-157.0;26
9;10;5;-821;10;-17;-135.0;5
-3;11;21;-893;11;-19;-63.0;21
5;-2;-9;-828;-2;-21;-124.0;-9
3;9;3;-897;9;-20;-62.0;3
17;26;19;-820;26;-21;-82.0;19
12;-10;17;-825;-10;-17;-126.0;17
3;-26;-3;-835;-26;-20;-180.0;-3
-12;4;-18;-853;4;-31;-136.0;-18
4;13;-1;-839;13;-21;-161.0;-1
-9;-7;16;-844;-7;-18;-172.0;16
-9;-17;8;-900;-17;-20;-40.0;8
1;7;0;-839;7;-21;-120.0;0
4;25;10;-834;25;-18;-93.0;10
-2;-60;-32;-842;-60;-20;-110.0;-32
2;-9;-3;-833;-9;-20;-139.0;-3
6;6;19;-831;6;-20;-172.0;19
10;12;15;-831;12;-21;-168.0;15
0;-10;4;-841;-10;-20;-174.0;4
5;-11;-51;-894;-11;-20;-87.0;-51
0;20;16;-849;20;-28;-175.0;16
2;-8;-34;-837;-8;-18;-121.0;-34
-8;-31;17;-900;-31;-21;-46.0;17
-9;-22;-14;-889;-22;-14;-48.0;-14
0;-24;-10;-840;-24;-20;-151.0;-10
9;41;42;-835;41;-20;-151.0;42
6;16;-3;-837;16;-20;-126.0;-3
-3;16;-10;-838;16;-19;-105.0;-10
-9;-31;-6;-894;-31;-17;-88.0;-6
4;13;20;-837;13;-21;-136.0;20
-7;16;2;-843;16;-22;-172.0;2
-5;-33;-8;-837;-33;-19;-177.0;-8
1;-24;-21;-840;-24;-26;-199.0;-21
-2;-1;8;-836;-1;-17;-193.0;8
-5;10;-1;-840;10;-20;-209.0;-1
-4;15;2;-910;15;-33;-107.0;2
-3;-24;-3;-841;-24;-21;-201.0;-3
0;-15;-2;-837;-15;-20;-202.0;-2
12;25;6;-840;25;-17;-81.0;6
8;-2;-14;-840;-2;-20;-29.0;-14
-4;-28;-30;-847;-28;-20;-71.0;-30
1;-17;5;-824;-17;-13;-198.0;5
-285;221;2924;-929;221;-300;-21.0;2924
-5;-2;9;-851;-2;-23;-79.0;9
1;63;24;-839;63;-28;-101.0;24
7;47;9;-826;47;-18;-147.0;9
1;42;29;-832;42;-21;-137.0;29
-1;19;16;-837;19;-24;-145.0;16
0;6;-11;-831;6;-18;-130.0;-11
-1;10;1;-828;10;-14;-184.0;1
14;29;37;-844;29;-26;-54.0;37
5;14;34;-843;14;-20;-71.0;34
-1;7;-27;-836;7;-23;-171.0;-27
2;-21;27;-832;-21;-21;-158.0;27
-15;22;-3;-894;22;-9;-90.0;-3
8;-9;-12;-842;-9;-22;-142.0;-12
6;-7;-18;-829;-7;-19;-158.0;-18
2;14;17;-851;14;-22;-55.0;17
-1;36;8;-850;36;-18;-81.0;8
12;6;16;-827;6;-19;-203.0;16
6;9;17;-827;9;-16;-192.0;17
-3;-12;-14;-852;-12;-22;-90.0;-14
-4;5;38;-850;5;-23;-98.0;38
3;-5;9;-845;-5;-22;-93.0;9
-22;-20;-3;-841;-20;-28;-154.0;-3
2;1;10;-848;1;-24;-74.0;10
6;-4;-22;-843;-4;-21;-60.0;-22
-17;24;29;-828;24;-21;-166.0;29
7;3;0;-810;3;-15;-146.0;0
3;1;6;-820;1;-24;-147.0;6
3;-23;-34;-813;-23;-19;-134.0;-34
6;-37;-27;-806;-37;-22;-153.0;-27
-8;37;-1;-833;37;-26;-191.0;-1
-19;687;-825;-884;687;-42;-23.0;-825
-8;26;-10;-824;26;-12;-163.0;-10
6;-3;4;-847;-3;-24;-79.0;4
0;-14;8;-842;-14;-17;-94.0;8
-4;7;31;-852;7;-25;-65.0;31
15;-25;17;-832;-25;-20;-116.0;17
0;26;28;-840;26;-26;-90.0;28
-3;-13;-5;-813;-13;-22;-181.0;-5
5;-9;2;-798;-9;-18;-143.0;2
4;7;33;-833;7;-22;-101.0;33
6;-34;27;-826;-34;-16;-70.0;27
2;-6;29;-831;-6;-14;-195.0;29
-5;34;11;-812;34;-25;-153.0;11
345;-2172;3863;-642;-2172;365;44.0;3863
7;33;9;-807;33;-24;-165.0;9
-1;15;-14;-810;15;-19;-193.0;-14
2;6;18;-837;6;-20;-170.0;18
-3;15;-15;-839;15;-19;-198.0;-15
5;33;15;-807;33;-15;-169.0;15
8;23;16;-817;23;-30;-184.0;16
82;453;-30;-254;453;317;-854.0;-30
-1;2;-10;-811;2;-23;-163.0;-10
-1;7;-18;-840;7;-21;-191.0;-18
1;-30;4;-827;-30;-18;-224.0;4
1;2;9;-837;2;-21;-205.0;9
0;5;6;-836;5;-20;-199.0;6
5;6;9;-835;6;-19;-199.0;9
4;24;-5;-836;24;-20;-211.0;-5
1;12;19;-837;12;-21;-201.0;19
1;-6;-9;-840;-6;-24;-210.0;-9
3;27;25;-836;27;-20;-229.0;25
-4;26;29;-847;26;-21;-143.0;29
-8;10;1;-849;10;-22;-153.0;1
-22;66;62;-875;66;-39;-189.0;62
6;21;13;-839;21;-17;-110.0;13
-1;-7;-19;-846;-7;-21;-159.0;-19
12;-40;-3;-834;-40;-16;-170.0;-3
-1;26;38;-842;26;-16;-161.0;38
-4;-7;-14;-851;-7;-27;-52.0;-14
2;8;-13;-838;8;-23;-196.0;-13
6;-25;-12;-839;-25;-26;-176.0;-12
51;-154;-211;-767;-154;-41;-44.0;-211
-2;-5;25;-844;-5;-22;-137.0;25
-1;34;-4;-850;34;-26;-162.0;-4
-5;54;-6;-853;54;-25;-128.0;-6
-1;-27;-22;-839;-27;-17;-175.0;-22
-3;-9;-21;-845;-9;-25;-175.0;-21
-5;-15;-25;-845;-15;-22;-122.0;-25
-1;18;26;-842;18;-19;-126.0;26
12;5;-5;-816;5;-10;-186.0;-5
0;-18;8;-845;-18;-25;-116.0;8
-1;0;8;-844;0;-23;-121.0;8
-1;-5;-7;-838;-5;-16;-161.0;-7
6;3;10;-837;3;-19;-150.0;10
-2;1;7;-842;1;-20;-96.0;7
-3;-14;-3;-843;-14;-20;-151.0;-3
-1;-31;5;-844;-31;-22;-141.0;5
3;-14;-32;-841;-14;-20;-129.0;-32
2;16;-6;-843;16;-22;-146.0;-6
-4;-43;-19;-850;-43;-27;-121.0;-19
-2;4;9;-842;4;-21;-126.0;9
-4;-16;-3;-843;-16;-15;-132.0;-3
0;-5;25;-822;-5;-23;-97.0;25
3;-12;14;-818;-12;-21;-108.0;14
0;-29;-4;-821;-29;-18;-182.0;-4
-5;15;15;-822;15;-20;-110.0;15
1;11;10;-822;11;-24;-109.0;10
2;36;-10;-821;36;-24;-124.0;-10
5;41;-3;-810;41;-16;-114.0;-3
8;-3;4;-816;-3;-27;-114.0;4
-4;29;44;-819;29;-16;-80.0;44
1;13;-29;-822;13;-26;-143.0;-29
6;21;16;-811;21;-21;-214.0;16
6;25;-35;-821;25;-25;-160.0;-35
4;9;4;-823;9;-26;-167.0;4
-1;-16;19;-822;-16;-23;-181.0;19
2;2;-28;-822;2;-25;-147.0;-28
13;5;-13;-809;5;-17;-160.0;-13
1;25;6;-821;25;-14;-191.0;6
-10;-5;-14;-843;-5;-25;-144.0;-14
8;23;8;-827;23;-16;-134.0;8
3;-31;-22;-836;-31;-22;-132.0;-22
0;-2;-7;-829;-2;-15;-159.0;-7
2;25;10;-831;25;-19;-133.0;10
2;-12;-1;-833;-12;-21;-151.0;-1
4;33;-27;-829;33;-20;-127.0;-27
2;-25;7;-825;-25;-15;-117.0;7
-4;36;10;-830;36;-19;-133.0;10
0;21;-12;-829;21;-20;-150.0;-12
-4;18;10;-832;18;-21;-158.0;10
2;-39;-10;-826;-39;-17;-141.0;-10
1;6;-21;-829;6;-20;-148.0;-21
-2;16;-11;-833;16;-22;-151.0;-11
3;-29;15;-825;-29;-22;-126.0;15
7;-16;-2;-822;-16;-20;-110.0;-2
-1;-23;17;-829;-23;-24;-110.0;17
3;-7;-13;-822;-7;-18;-121.0;-13
7;-3;13;-823;-3;-22;-120.0;13
0;-1;14;-827;-1;-21;-123.0;14
2;9;8;-827;9;-23;-117.0;8
-8;-2;7;-833;-2;-22;-119.0;7
0;-10;20;-823;-10;-18;-108.0;20
-3;-10;-10;-830;-10;-22;-122.0;-10
-4;-26;1;-830;-26;-21;-120.0;1
-1;-13;-6;-823;-13;-16;-133.0;-6
4;-2;1;-827;-2;-22;-121.0;1
9;-17;11;-820;-17;-18;-123.0;11
3;-4;-6;-824;-4;-17;-91.0;-6
5;18;7;-827;18;-20;-172.0;7
0;-4;16;-831;-4;-21;-171.0;16
-1;-5;-32;-839;-5;-29;-169.0;-32
0;11;-24;-828;11;-18;-176.0;-24
0;29;-15;-824;29;-17;-156.0;-15
0;26;-15;-813;26;-20;-120.0;-15
-3;-16;41;-817;-16;-23;-106.0;41
-2;20;17;-811;20;-16;-100.0;17
-2;-2;-14;-816;-2;-22;-108.0;-14
-2;41;38;-895;41;-14;-37.0;38
1;-5;28;-884;-5;-17;-11.0;28
-16;-28;-35;-883;-28;-14;-168.0;-35
17;-1;-1;-901;-1;-26;-198.0;-1
-1;-36;21;-896;-36;-24;-41.0;21
11;-19;-5;-897;-19;-19;-194.0;-5
-2;-15;18;-812;-15;-20;-12.0;18
2;-28;2;-894;-28;-23;-217.0;2
3;12;-2;-807;12;-20;-3.0;-2
12;4;14;-803;4;-19;-9.0;14
-1;6;45;-815;6;-21;-21.0;45
3;-8;-7;-898;-8;-21;-221.0;-7
-2;33;-13;-815;33;-22;-13.0;-13
-4;-18;10;-816;-18;-22;-10.0;10
5;-12;11;-810;-12;-20;-6.0;11
4;9;26;-811;9;-18;-10.0;26
12;6;23;-897;6;-25;-12.0;23
-4;-15;-14;-815;-15;-21;-9.0;-14
1;25;-12;-815;25;-22;-9.0;-12
0;-24;9;-817;-24;-25;-11.0;9
-7;-33;17;-840;-33;-17;-200.0;17
4;54;20;-886;54;-19;-37.0;20
6;31;15;-889;31;-26;-12.0;15
3;-16;-8;-892;-16;-24;-14.0;-8
8;58;22;-811;58;-29;-43.0;22
-2;19;-10;-903;19;-20;-14.0;-10
32;54;50;-889;54;-20;-32.0;50
-24;75;32;-864;75;1;-457.0;32
16;-36;21;-824;-36;-14;-190.0;21
-5;6;8;-882;6;-17;0.0;8
-6;-1;-21;-731;-1;-17;-323.0;-21
30;-22;1;-888;-22;-24;-194.0;1
128;260;993;-267;260;643;-244.0;993
9;-11;-18;-812;-11;-23;-11.0;-18
-4;-51;-30;-895;-51;-21;-145.0;-30
-10;-26;-5;-887;-26;-15;-20.0;-5
10;-48;-21;-794;-48;-20;-230.0;-21
7;-4;-30;-830;-4;-21;-204.0;-30
245;-257;343;-989;-257;26;-90.0;343
-3;-72;-41;-838;-72;-20;-217.0;-41
11;64;46;-881;64;-20;-192.0;46
6;-50;-1;-893;-50;-18;-62.0;-1
3;-5;-18;-881;-5;-16;-5.0;-18
3;51;17;-894;51;-19;-35.0;17
-1;67;5;-897;67;-23;-213.0;5
34;-11;18;-876;-11;-13;-11.0;18
1;8;10;-874;8;-18;2.0;10
16;-26;-27;-884;-26;-18;-18.0;-27
-5;-46;-34;-811;-46;-23;-14.0;-34
-7;25;22;-884;25;-14;-5.0;22
-15;-42;-1;-901;-42;-11;-35.0;-1
-1;15;0;-884;15;-20;25.0;0
-1;-4;-9;-693;-4;-22;-151.0;-9
-4;-5;11;-881;-5;-17;5.0;11
-27;-6;-69;-870;-6;-15;-286.0;-69
19;27;27;-902;27;-17;-16.0;27
6;-7;26;-904;-7;-26;-13.0;26
3;-16;-38;-885;-16;-16;-22.0;-38
182;-29;-8;-846;-29;18;249.0;-8
18;-147;-80;-892;-147;-21;-253.0;-80
-1;24;-6;-895;24;-19;-3.0;-6
-193;-258;-271;-1015;-258;-28;-134.0;-271
18;-259;-177;-916;-259;-30;-202.0;-177
0;-19;-7;-888;-19;-21;11.0;-7
-1;24;13;-882;24;-17;5.0;13
-3;2;42;-883;2;-19;0.0;42
4;31;13;-889;31;-19;-205.0;13
5;14;7;-803;14;-21;0.0;7
-9;76;36;-890;76;-21;91.0;36
-2;-12;15;-882;-12;-15;3.0;15
133;1627;-2279;-846;1627;1;-5.0;-2279
2;-12;-15;-807;-12;-23;-10.0;-15
9;13;-8;-804;13;-23;-1.0;-8
4;-17;-7;-805;-17;-24;-11.0;-7
0;-10;2;-814;-10;-20;1.0;2
1;-8;1;-808;-8;-25;-1.0;1
-24;-63;5;-902;-63;-30;-207.0;5
0;-14;-43;-833;-14;-19;-194.0;-43
-33;204;-147;-915;204;-7;80.0;-147
0;-39;-23;-814;-39;-23;-383.0;-23
6;16;9;-884;16;-17;6.0;9
0;-16;-23;-810;-16;-20;-14.0;-23
-3;-74;-56;-888;-74;-24;5.0;-56
9;35;24;-892;35;-23;-303.0;24
4;-47;-24;-879;-47;-12;-50.0;-24
-6;43;41;-833;43;-24;-189.0;41
10;-8;3;-888;-8;-16;-1.0;3
-1;-17;0;-887;-17;-19;-4.0;0
-2;-27;5;-708;-27;-18;-168.0;5
-232;-1458;761;-1044;-1458;-93;-107.0;761
9;-33;-26;-879;-33;-26;-191.0;-26
2;-4;11;-706;-4;-20;-143.0;11
72;39;-8;-871;39;-25;36.0;-8
0;32;26;-894;32;-17;-225.0;26
32;52;-8;-919;52;-38;7.0;-8
1;-8;24;-887;-8;-20;-5.0;24
-47;-329;881;-752;-329;11;-234.0;881
-4;6;40;-821;6;-28;9.0;40
-2;28;1;-898;28;-15;-2.0;1
4;17;11;-687;17;-17;-160.0;11
-86;85;-157;-878;85;-12;285.0;-157
8;116;33;-894;116;-22;-26.0;33
-6;29;3;-706;29;-14;-165.0;3
1;-3;-2;-811;-3;-24;7.0;-2
-4;28;14;-691;28;-26;-84.0;14
3;-23;10;-884;-23;-19;4.0;10
18;271;99;-904;271;-24;-149.0;99
2;45;2;-885;45;-13;60.0;2
182;-1697;-3749;-426;-1697;488;-94.0;-3749
2;-19;-22;-882;-19;-16;3.0;-22
10;-7;30;-891;-7;-14;-5.0;30
6;10;-1;-884;10;-19;10.0;-1
-26;109;60;-886;109;-6;-315.0;60
6;-6;-6;-876;-6;-15;15.0;-6
-1;116;59;-891;116;-16;-111.0;59
-24;-178;-111;-879;-178;0;17.0;-111
8;160;91;-885;160;-13;-171.0;91
-2;34;-3;-816;34;-25;1.0;-3
-2;21;4;-892;21;-16;-259.0;4
-4;5;-19;-815;5;-20;2.0;-19
2;-38;-6;-811;-38;-20;-22.0;-6
3;-12;-8;-812;-12;-20;-3.0;-8
-8;-19;-29;-839;-19;-28;-228.0;-29
-38;188;99;-861;188;-25;-323.0;99
-41;-43;-21;-903;-43;-22;25.0;-21
1;20;37;-812;20;-20;-13.0;37
15;58;17;-892;58;-19;-2.0;17
0;21;29;-809;21;-15;-10.0;29
1;-11;-24;-896;-11;-17;-252.0;-24
2;2;2;-896;2;-19;-221.0;2
5;-25;7;-812;-25;-23;-10.0;7
19;-137;187;-147;-137;28;-243.0;187
4;26;7;-727;26;-17;-278.0;7
2;-95;-59;-901;-95;-23;-178.0;-59
84;-8;-2;-875;-8;-12;-30.0;-2
0;-32;-26;-701;-32;-19;-133.0;-26
63;-20;-28;-898;-20;-22;-596.0;-28
1;3;2;-880;3;-13;17.0;2
7;-3;9;-801;-3;-21;3.0;9
27;291;212;-943;291;-93;-278.0;212
-2;-41;-14;-896;-41;-20;-353.0;-14
-4;7;-22;-895;7;-15;-238.0;-22
917;201;-93;-1540;201;-1350;-316.0;-93
473;-2288;-1319;-694;-2288;838;15.0;-1319
-15;63;31;-890;63;-24;-247.0;31
6;13;43;-880;13;-17;-5.0;43
0;7;-39;-810;7;-18;-15.0;-39
0;-12;20;-900;-12;-22;-239.0;20
11;-367;-144;-744;-367;-16;-814.0;-144
41;516;420;-917;516;-63;21.0;420
-3;-58;-40;-898;-58;-18;108.0;-40
18;-40;-65;-886;-40;-15;-175.0;-65
7;-11;-20;-894;-11;-22;109.0;-20
-3;-9;12;-894;-9;-16;-269.0;12
-288;291;269;-929;291;-22;130.0;269
-33;115;91;-896;115;-24;-1014.0;91
-1;41;55;-900;41;-7;38.0;55
6;10;-15;-895;10;-18;-271.0;-15
-118;2327;575;-1341;2327;-1096;-37.0;575
19;-28;-10;-884;-28;-22;36.0;-10
2;-6;21;-889;-6;-15;80.0;21
2;31;1;-896;31;-21;98.0;1
3;-37;3;-886;-37;-16;7.0;3
1;-59;-28;-896;-59;-18;-260.0;-28
-32;156;83;-903;156;-28;-20.0;83
2;24;4;-815;24;-23;10.0;4
13;-26;-8;-924;-26;-60;3.0;-8
170;51;30;-885;51;3;15.0;30
-5;28;51;-702;28;-17;-154.0;51
-4;-3;-26;-707;-3;-17;-172.0;-26
0;31;12;-896;31;-19;-243.0;12
-25;47;-4;-897;47;-13;647.0;-4
-5;-48;-33;-896;-48;-18;-216.0;-33
93;-1368;1835;-834;-1368;-32;-56.0;1835
5;-9;7;-890;-9;-15;92.0;7
2;1;4;-729;1;-13;-236.0;4
136;-765;-445;-803;-765;59;47.0;-445
-258;231;136;-822;231;109;-2.0;136
-11;91;45;-889;91;-18;44.0;45
15;-22;109;-870;-22;26;-10.0;109
183;-386;-161;-983;-386;-97;4.0;-161
-2;16;32;-894;16;-17;-235.0;32
-55;-74;-415;-926;-74;-63;-14.0;-415
-152;-235;-251;-1480;-235;-898;58.0;-251
-14;-105;-42;-891;-105;-25;20.0;-42
440;-5092;212;-1164;-5092;-87;-294.0;212
72;242;119;-915;242;-48;111.0;119
0;94;52;-888;94;-16;236.0;52
57;-34;-12;-875;-34;27;-386.0;-12
19;265;-1234;-868;265;-43;-120.0;-1234
-62;-406;-341;-871;-406;-16;-465.0;-341
62;567;-462;-242;567;611;199.0;-462
-14;-101;-29;-901;-101;-25;98.0;-29
226;157;44;-935;157;-8;-26.0;44
2;13;8;-893;13;-16;110.0;8
