InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
-621.0;-3630;-91.0;-4493;4493;-126.0;-3630;472.0;?
-612.0;-3755;?;?;5537;-125.0;-3755;471.0;259.0
?;-4529;?;-5422;5422;-131.0;-4529;469.0;?
-591.0;-4350;?;-5178;?;?;-4350;465.0;262.0
-586.0;-3756;?;-5422;5422;-127.0;-3756;?;265.0
-587.0;-3080;-90.0;-2861;2861;-112.0;-3080;466.0;248.0
-538.0;?;1142.0;?;-6404;-95.0;?;454.0;264.0
-552.0;?;1328.0;8904;-8904;-105.0;4959;459.0;268.0
-562.0;5034;1504.0;7719;-7719;-110.0;5034;460.0;270.0
-570.0;?;1697.0;?;?;-116.0;3091;457.0;275.0
?;66;?;-2168;2168;?;?;454.0;281.0
-582.0;-1482;1470.0;-4290;4290;-123.0;-1482;452.0;279.0
?;-1874;1145.0;-4025;4025;-123.0;?;453.0;278.0
-589.0;-2893;787.0;-4379;?;-122.0;-2893;453.0;275.0
-592.0;-3325;214.0;-4874;4874;-129.0;-3325;453.0;279.0
-592.0;-3437;-323.0;-5251;5251;-132.0;-3437;455.0;273.0
-590.0;-3589;-766.0;-5583;?;-133.0;-3589;457.0;?
?;?;-1351.0;-4713;4713;-138.0;-4164;460.0;271.0
?;-3683;-1564.0;-5048;5048;-141.0;-3683;462.0;283.0
-579.0;-3502;-1152.0;-4252;4252;-131.0;-3502;468.0;272.0
-578.0;?;-315.0;?;?;-119.0;?;?;256.0
-753.0;3902;?;5766;?;-345.0;3902;600.0;456.0
-758.0;1162;1451.0;?;294;-349.0;1162;600.0;463.0
-763.0;-747;1192.0;-3856;3856;-352.0;-747;601.0;470.0
-767.0;?;720.0;-4885;4885;-353.0;?;604.0;?
-767.0;?;212.0;-4413;?;?;-1386;606.0;462.0
?;-3302;-216.0;-4132;?;-354.0;?;607.0;457.0
-759.0;?;?;-4777;4777;-365.0;-3913;?;461.0
-752.0;-3561;-1267.0;-4993;4993;-363.0;-3561;607.0;?
-747.0;-4590;-2092.0;-4764;4764;-378.0;?;608.0;469.0
-744.0;-3631;-2762.0;-5702;5702;-382.0;-3631;609.0;489.0
-746.0;?;-2775.0;-5306;5306;?;-3695;604.0;484.0
-746.0;-2423;-1622.0;-3249;3249;-363.0;-2423;602.0;467.0
-745.0;2144;?;807;-807;-353.0;2144;?;454.0
-741.0;1301;934.0;6118;-6118;-347.0;?;?;449.0
-728.0;4164;1171.0;9244;-9244;-245.0;4164;?;363.0
?;4837;1216.0;8354;-8354;-252.0;4837;579.0;369.0
-736.0;3851;1112.0;3927;?;-263.0;3851;578.0;?
-742.0;?;952.0;-3168;3168;-274.0;353;578.0;387.0
-746.0;-687;555.0;-4860;4860;-282.0;?;?;387.0
-747.0;?;77.0;?;3825;-286.0;-1126;582.0;382.0
-745.0;-2164;-276.0;-3761;3761;-280.0;-2164;?;374.0
-743.0;-2783;?;-3881;3881;-299.0;-2783;579.0;386.0
-744.0;-3920;-1079.0;-5363;5363;-308.0;-3920;579.0;384.0
-746.0;-3976;?;-5905;5905;-308.0;-3976;581.0;376.0
-741.0;-4140;-2272.0;?;5934;?;?;579.0;384.0
-733.0;-3145;-1621.0;?;5171;-303.0;?;580.0;?
?;-4286;?;-6275;6275;-284.0;-4286;?;365.0
-749.0;5104;1781.0;?;-8473;-285.0;5104;574.0;422.0
-751.0;3732;1770.0;5542;-5542;-289.0;?;571.0;429.0
-753.0;1721;?;-637;637;-294.0;?;572.0;436.0
-754.0;601;1258.0;?;?;-297.0;601;574.0;434.0
-754.0;?;749.0;-3077;3077;-294.0;-790;576.0;425.0
?;-2240;?;-2043;2043;-294.0;-2240;575.0;418.0
-751.0;?;2.0;?;2473;-290.0;-3099;573.0;?
-748.0;-3645;-524.0;-3188;3188;-304.0;?;570.0;420.0
-742.0;-3701;?;-2992;?;-302.0;-3701;569.0;416.0
-736.0;-3586;-1887.0;-4909;?;?;-3586;572.0;410.0
-731.0;-3746;-2615.0;-5891;5891;-306.0;-3746;579.0;419.0
-725.0;-3566;?;-4965;4965;?;?;581.0;414.0
-715.0;-3611;-1600.0;-5169;5169;-278.0;-3611;581.0;394.0
-660.0;?;935.0;675;-675;-129.0;?;?;?
-673.0;755;1161.0;2386;-2386;-141.0;755;557.0;?
-677.0;2940;?;7682;?;-152.0;2940;556.0;311.0
-681.0;3606;1582.0;8723;?;-161.0;3606;?;315.0
?;4296;1629.0;8061;-8061;-173.0;4296;544.0;326.0
-692.0;5391;1544.0;9902;?;-188.0;5391;?;340.0
-699.0;?;1154.0;?;-1897;-195.0;1309;?;343.0
?;-2348;613.0;-5003;5003;-198.0;?;545.0;?
-707.0;?;81.0;-3377;3377;-202.0;-1173;547.0;340.0
-708.0;-1060;-381.0;-5546;5546;-207.0;?;548.0;340.0
-706.0;?;?;-6566;6566;-217.0;-1556;?;342.0
-704.0;-1991;-1361.0;-5867;5867;?;?;550.0;?
-699.0;-3469;?;-5988;5988;-224.0;-3469;552.0;337.0
?;-3330;?;-4885;4885;?;?;?;340.0
-678.0;-4795;-1640.0;-4559;?;-226.0;-4795;549.0;348.0
?;?;-764.0;-3265;3265;?;?;?;334.0
-666.0;1948;98.0;36;-36;-198.0;?;541.0;313.0
-660.0;3373;638.0;?;-2346;?;?;535.0;309.0
?;2135;?;3372;?;-190.0;2135;531.0;302.0
?;2714;779.0;2242;-2242;-188.0;2714;529.0;300.0
-645.0;1281;709.0;-56;56;-186.0;?;529.0;299.0
-643.0;612;?;-194;194;-182.0;612;528.0;297.0
-643.0;253;265.0;20;-20;-175.0;253;527.0;291.0
?;?;-175.0;-171;171;-174.0;-13;530.0;?
-656.0;?;-626.0;-2;2;-167.0;132;541.0;283.0
-666.0;-34;-955.0;?;-93;-172.0;-34;553.0;286.0
?;-13;-963.0;211;?;-173.0;-13;557.0;285.0
-667.0;-1;?;220;-220;-176.0;-1;559.0;288.0
?;14;-427.0;119;?;-186.0;?;561.0;306.0
-662.0;-7;?;46;-46;?;?;560.0;316.0
-660.0;57;-356.0;100;?;-180.0;57;?;321.0
-660.0;-29;-397.0;85;-85;-170.0;-29;557.0;315.0
?;14;-95.0;378;-378;-165.0;14;554.0;312.0
-670.0;112;349.0;523;-523;-164.0;?;?;313.0
-682.0;51;458.0;?;-754;-175.0;51;561.0;324.0
-694.0;575;556.0;2522;-2522;-187.0;575;569.0;332.0
-707.0;?;748.0;3894;-3894;-201.0;866;?;339.0
-714.0;2617;837.0;6416;?;-215.0;2617;577.0;348.0
-718.0;5351;1038.0;9064;-9064;-231.0;5351;576.0;?
-723.0;4307;?;5921;-5921;-246.0;4307;574.0;370.0
-729.0;1409;1288.0;456;-456;?;1409;575.0;379.0
-734.0;133;1071.0;-2715;2715;-267.0;133;577.0;385.0
-738.0;?;678.0;-3784;3784;-271.0;-497;581.0;383.0
-739.0;-1618;352.0;-3446;3446;-271.0;-1618;584.0;?
-738.0;?;111.0;-3712;3712;-267.0;-3226;587.0;374.0
-734.0;-4027;-240.0;-4470;4470;-279.0;-4027;586.0;378.0
-728.0;-3915;-618.0;-4565;4565;-283.0;-3915;588.0;?
-721.0;-4260;-1060.0;?;5126;-288.0;?;590.0;385.0
-716.0;-3828;-1369.0;-5468;?;?;?;593.0;?
-708.0;-3962;-1103.0;-5159;5159;-272.0;-3962;593.0;379.0
?;-3007;-209.0;-4721;4721;?;-3007;592.0;366.0
?;291;570.0;2095;-2095;-151.0;291;563.0;316.0
-698.0;2512;?;6602;-6602;-161.0;2512;560.0;319.0
-702.0;4724;929.0;7950;-7950;?;4724;557.0;324.0
?;?;?;7625;-7625;-184.0;5131;553.0;331.0
-710.0;4579;?;5609;-5609;-194.0;4579;550.0;341.0
-714.0;1194;1070.0;-1069;?;-202.0;1194;550.0;349.0
-717.0;-1106;797.0;-4332;4332;?;?;551.0;346.0
-717.0;-861;497.0;-2779;?;-201.0;-861;552.0;340.0
-716.0;-2059;?;-2772;2772;-196.0;?;551.0;332.0
-713.0;-3234;-158.0;?;2917;?;-3234;547.0;337.0
?;-3686;-504.0;-4070;4070;-206.0;-3686;545.0;328.0
-697.0;-3878;?;-5934;5934;-210.0;?;?;323.0
-686.0;-3660;-1171.0;-4973;4973;?;-3660;546.0;325.0
-676.0;?;-1283.0;-6184;6184;-205.0;-3020;545.0;331.0
-670.0;-2746;-829.0;-5639;5639;-190.0;-2746;544.0;316.0
-668.0;-3328;88.0;-2100;?;-174.0;-3328;?;298.0
-584.0;512;1264.0;1379;-1379;-88.0;512;487.0;?
-606.0;?;?;2604;-2604;-103.0;?;498.0;261.0
-622.0;1925;1331.0;4681;-4681;-119.0;1925;504.0;266.0
-632.0;?;?;6101;-6101;-131.0;3763;504.0;?
-639.0;3985;1268.0;?;-5816;-146.0;3985;502.0;286.0
-645.0;3513;1102.0;?;-4242;-159.0;?;?;?
-651.0;2072;923.0;-86;?;-168.0;2072;?;305.0
-655.0;13;693.0;-2848;?;-172.0;13;504.0;307.0
-655.0;-44;523.0;-2142;2142;-176.0;-44;?;308.0
-653.0;-75;295.0;-2205;2205;-173.0;-75;495.0;300.0
-648.0;-1786;-115.0;-2541;2541;-180.0;-1786;485.0;303.0
-645.0;-2778;-633.0;-3817;3817;-180.0;-2778;?;293.0
-640.0;?;-1169.0;-4979;4979;-182.0;-2083;471.0;289.0
?;?;-1560.0;-4501;4501;-178.0;-2696;467.0;284.0
?;-2403;-1681.0;?;3713;?;-2403;466.0;276.0
-613.0;-1257;-1491.0;-2536;2536;-145.0;-1257;460.0;252.0
-593.0;-1662;-956.0;-1793;1793;-124.0;-1662;448.0;226.0
-567.0;733;-663.0;-695;695;-105.0;733;433.0;212.0
?;369;-584.0;2065;-2065;-82.0;369;?;?
-522.0;?;-753.0;3363;-3363;-57.0;464;402.0;174.0
-505.0;?;-964.0;1907;?;-32.0;3768;?;?
-491.0;1241;-1274.0;?;-381;?;1241;377.0;132.0
-481.0;-118;-1539.0;-502;502;12.0;-118;363.0;?
-473.0;499;-1562.0;-258;258;36.0;499;348.0;90.0
-460.0;?;-1396.0;180;?;72.0;?;328.0;46.0
-440.0;189;-991.0;2;?;?;189;305.0;16.0
-425.0;33;-600.0;84;-84;120.0;33;?;-4.0
-412.0;?;?;99;-99;135.0;39;280.0;-15.0
-402.0;139;-249.0;69;-69;146.0;139;275.0;-18.0
-391.0;?;-241.0;85;-85;?;9;?;-24.0
?;111;-411.0;-26;26;171.0;111;276.0;-26.0
?;18;-672.0;-66;66;180.0;18;285.0;-31.0
-378.0;61;?;-56;?;183.0;61;292.0;?
?;?;?;-31;31;170.0;365;296.0;-16.0
-397.0;358;360.0;251;?;159.0;358;?;-1.0
-418.0;546;?;935;?;154.0;546;?;2.0
-439.0;383;?;?;?;149.0;383;?;1.0
-457.0;1731;1386.0;?;-2649;?;?;342.0;1.0
-465.0;4669;1583.0;3505;-3505;137.0;4669;343.0;1.0
-470.0;?;1474.0;3238;-3238;132.0;5959;340.0;3.0
-476.0;6487;1001.0;1109;-1109;127.0;6487;334.0;4.0
-482.0;4163;246.0;-1196;1196;123.0;4163;334.0;5.0
-486.0;-586;-324.0;-746;?;118.0;-586;336.0;9.0
-489.0;-3160;-683.0;450;?;?;-3160;?;13.0
-492.0;-3948;-921.0;331;-331;108.0;-3948;340.0;16.0
-491.0;-3882;-827.0;-127;?;?;-3882;342.0;?
-489.0;?;-578.0;-1763;1763;?;-3502;344.0;?
-490.0;-3585;-655.0;-3009;3009;88.0;-3585;349.0;?
-488.0;-3526;-888.0;-3033;3033;77.0;-3526;352.0;52.0
-480.0;-3860;-744.0;-3269;3269;74.0;-3860;353.0;57.0
-473.0;-3683;-457.0;-3347;3347;76.0;-3683;352.0;56.0
-468.0;-3050;-209.0;?;3163;74.0;-3050;355.0;58.0
-468.0;?;-103.0;-1262;1262;69.0;-4110;?;64.0
-471.0;-2382;104.0;?;-1845;56.0;-2382;378.0;77.0
-483.0;?;374.0;2127;-2127;40.0;-412;397.0;?
?;?;579.0;3508;-3508;25.0;-223;415.0;?
-514.0;1581;457.0;5303;-5303;?;1581;?;128.0
-531.0;?;?;1082;-1082;1.0;1075;441.0;?
-548.0;900;78.0;-950;950;-11.0;900;450.0;147.0
?;1082;?;169;-169;-24.0;1082;462.0;?
-588.0;-78;-294.0;-371;371;-46.0;-78;477.0;169.0
-604.0;137;-337.0;28;-28;?;137;490.0;196.0
-616.0;?;-322.0;186;-186;-108.0;42;?;?
-629.0;-66;-239.0;77;-77;-136.0;-66;509.0;257.0
-642.0;12;-291.0;287;-287;-161.0;12;519.0;?
-651.0;-103;-241.0;291;-291;-185.0;?;528.0;312.0
-657.0;?;?;357;-357;-211.0;-9;?;?
?;-81;-232.0;367;?;-231.0;-81;546.0;370.0
-674.0;-103;-209.0;416;?;-239.0;-103;557.0;382.0
-680.0;-81;143.0;441;-441;-250.0;-81;569.0;383.0
-691.0;?;793.0;?;-537;-276.0;?;582.0;?
-711.0;199;1387.0;1217;-1217;-301.0;199;595.0;428.0
-735.0;304;?;1487;?;-329.0;304;606.0;445.0
-752.0;423;2079.0;1742;?;-351.0;423;?;462.0
?;?;2213.0;4283;-4283;-370.0;?;?;?
-769.0;?;2188.0;7399;?;?;3467;612.0;490.0
-774.0;4987;2115.0;7872;-7872;-403.0;4987;?;500.0
?;?;1993.0;?;-4668;-416.0;3661;603.0;?
-777.0;856;1710.0;-482;482;-427.0;856;?;519.0
-778.0;?;1340.0;-3814;3814;-438.0;-315;?;526.0
-780.0;?;?;-4171;4171;-445.0;87;601.0;523.0
-783.0;728;450.0;-4037;4037;-451.0;728;598.0;521.0
-788.0;-1468;-54.0;-4243;4243;?;-1468;?;526.0
-794.0;-4055;-539.0;-4558;4558;-473.0;-4055;588.0;529.0
?;-3738;-1104.0;?;5305;-479.0;-3738;585.0;530.0
-796.0;-3974;-1577.0;-5300;5300;?;-3974;585.0;529.0
-791.0;-4012;-1784.0;-4886;4886;-477.0;-4012;590.0;537.0
?;-3120;-1377.0;-5425;5425;-463.0;-3120;594.0;528.0
-779.0;-4026;-620.0;-3754;3754;-447.0;?;596.0;?
?;313;1051.0;864;-864;-267.0;313;585.0;421.0
-720.0;901;?;?;-3275;-272.0;901;?;423.0
-723.0;823;1392.0;4078;-4078;-279.0;823;582.0;427.0
-725.0;2898;?;5996;?;-287.0;2898;578.0;434.0
-727.0;?;1359.0;6843;-6843;-293.0;4706;?;439.0
-729.0;2614;1164.0;1653;?;-297.0;2614;?;442.0
-731.0;513;788.0;-3144;3144;-299.0;513;?;?
-732.0;108;?;-3223;3223;-298.0;108;575.0;?
-730.0;-1123;85.0;-2702;2702;-295.0;?;574.0;422.0
-728.0;-2932;-238.0;-3695;?;-287.0;-2932;?;411.0
-725.0;-3271;-643.0;?;4652;-295.0;?;565.0;412.0
-720.0;?;-1066.0;?;5152;-295.0;-2418;561.0;405.0
-714.0;?;?;-4762;4762;-294.0;-2623;?;400.0
-705.0;-3091;-2000.0;-3808;3808;-292.0;-3091;?;407.0
?;-3031;?;-3717;3717;-282.0;-3031;553.0;?
-692.0;-4010;-975.0;-3341;?;?;?;546.0;367.0
-444.0;588;914.0;102;-102;126.0;588;?;32.0
-449.0;?;?;1008;-1008;155.0;855;?;?
?;2324;734.0;2040;?;183.0;2324;318.0;-39.0
-450.0;?;675.0;2491;-2491;208.0;2304;?;-69.0
-445.0;3280;681.0;2058;?;232.0;?;295.0;?
?;5684;479.0;?;182;?;5684;279.0;-130.0
?;3167;?;-2280;2280;272.0;?;261.0;?
-397.0;-585;-705.0;-1568;1568;292.0;-585;247.0;-170.0
-374.0;-2219;-1322.0;-352;?;310.0;-2219;233.0;-186.0
-349.0;-3375;-1816.0;-613;613;326.0;?;?;-198.0
-324.0;?;-2067.0;-1687;1687;?;-3382;196.0;-209.0
-297.0;-2748;-2066.0;-2910;2910;352.0;-2748;173.0;-215.0
-275.0;-2737;-2269.0;-2945;2945;?;-2737;153.0;-227.0
-256.0;?;-2391.0;?;2101;375.0;?;139.0;-236.0
-232.0;-2469;-2298.0;-1458;?;?;?;123.0;-248.0
-201.0;-2699;?;-837;837;391.0;-2699;103.0;?
-167.0;?;-1526.0;?;-1236;395.0;?;83.0;-266.0
-131.0;-898;?;1879;-1879;?;-898;64.0;-272.0
-94.0;?;?;2387;?;400.0;-1214;40.0;-277.0
?;?;?;5931;-5931;405.0;137;20.0;-283.0
-38.0;1996;?;3579;-3579;409.0;?;?;-289.0
-17.0;1604;-355.0;-521;521;?;1604;-15.0;?
?;635;-102.0;105;-105;?;?;-33.0;-297.0
10.0;142;?;?;284;410.0;142;?;-300.0
14.0;13;210.0;-115;115;?;13;-58.0;-300.0
11.0;3;245.0;282;-282;406.0;3;-62.0;-298.0
4.0;-20;231.0;?;-62;402.0;-20;-60.0;?
?;-38;199.0;?;-434;400.0;-38;-58.0;-280.0
-14.0;-41;219.0;?;-319;397.0;-41;?;-270.0
?;?;293.0;?;?;392.0;47;-51.0;-255.0
-26.0;163;362.0;178;-178;386.0;163;-49.0;-237.0
-32.0;109;403.0;113;?;?;?;-43.0;-219.0
-42.0;241;695.0;214;-214;375.0;241;?;?
-57.0;72;?;?;-14;364.0;72;-9.0;-200.0
?;493;2237.0;630;-630;?;?;12.0;-189.0
-127.0;664;2834.0;1754;-1754;347.0;664;41.0;-182.0
?;?;?;?;-2772;342.0;589;63.0;-180.0
-176.0;?;2200.0;5160;-5160;336.0;3587;75.0;-183.0
-181.0;5094;1874.0;?;-4963;331.0;?;?;-180.0
?;5285;1114.0;3889;-3889;329.0;?;?;-178.0
-150.0;4283;?;1938;-1938;330.0;4283;47.0;-184.0
-118.0;-454;-1834.0;-3014;?;328.0;-454;15.0;-184.0
-77.0;-2333;?;-3276;3276;328.0;?;-42.0;?
-42.0;-2771;?;-1638;?;329.0;-2771;-107.0;?
-11.0;?;-323.0;?;2796;334.0;-3774;-175.0;?
18.0;-3452;32.0;-3521;3521;?;-3452;-237.0;-199.0
38.0;-3538;693.0;-3757;3757;341.0;-3538;-291.0;-200.0
49.0;-3357;867.0;-3814;3814;345.0;?;?;-207.0
57.0;-3222;601.0;-3834;3834;345.0;?;-349.0;-215.0
72.0;?;?;-3445;?;?;-3453;-355.0;-225.0
86.0;-2917;401.0;-1379;1379;353.0;-2917;-354.0;?
100.0;?;-227.0;1679;-1679;356.0;-2281;?;-250.0
112.0;?;?;860;-860;357.0;-2322;-334.0;-256.0
117.0;?;-1716.0;?;-1697;?;-471;-320.0;-258.0
113.0;?;-1948.0;7242;-7242;358.0;?;-311.0;-260.0
103.0;1593;-2193.0;?;-3896;361.0;1593;-299.0;-266.0
?;1081;-2074.0;-409;409;362.0;1081;-286.0;-270.0
72.0;2064;-1811.0;871;-871;?;2064;-271.0;-275.0
58.0;?;-1714.0;-439;439;365.0;955;-245.0;-278.0
46.0;44;-1240.0;?;83;364.0;44;-215.0;-277.0
47.0;149;?;441;-441;364.0;149;-187.0;-269.0
?;83;-1191.0;-41;41;363.0;83;-175.0;-257.0
?;73;-1042.0;317;?;364.0;73;-168.0;-244.0
?;40;?;63;-63;366.0;40;?;-235.0
86.0;29;-652.0;?;?;363.0;29;-155.0;-223.0
93.0;60;-536.0;87;-87;356.0;60;-154.0;-202.0
92.0;87;?;26;-26;349.0;87;-144.0;-181.0
85.0;?;142.0;-113;113;341.0;-4;-133.0;-178.0
70.0;152;?;304;-304;326.0;152;?;-159.0
46.0;53;1598.0;?;-688;?;53;-101.0;-145.0
11.0;286;2169.0;?;-1359;303.0;286;?;-130.0
-29.0;771;2450.0;2717;?;289.0;771;-41.0;-115.0
?;942;2660.0;?;?;274.0;942;-14.0;-105.0
-105.0;3681;2704.0;6504;-6504;256.0;3681;?;-86.0
-138.0;5195;2552.0;6597;-6597;239.0;5195;?;-67.0
?;5402;2235.0;5644;?;222.0;5402;55.0;-53.0
-195.0;4717;1997.0;?;-4626;211.0;?;73.0;-41.0
-221.0;-812;1805.0;?;1756;201.0;-812;?;?
-244.0;?;1540.0;-4340;?;191.0;-2473;108.0;-26.0
?;-1237;1293.0;-3587;3587;183.0;?;124.0;-20.0
-283.0;-2636;807.0;?;4911;174.0;?;139.0;-19.0
-295.0;-3280;259.0;-4711;4711;158.0;-3280;155.0;-7.0
?;-3982;-509.0;-4741;?;146.0;-3982;171.0;?
-311.0;?;?;-4917;4917;127.0;-4284;182.0;18.0
?;-3934;-1369.0;-4454;4454;108.0;-3934;193.0;?
-323.0;?;-1336.0;-4809;4809;96.0;-4586;205.0;56.0
-337.0;-4169;-947.0;-2453;2453;89.0;?;227.0;62.0
-661.0;661;1726.0;2366;-2366;-258.0;661;506.0;418.0
-682.0;1912;?;5128;-5128;-285.0;?;518.0;441.0
-700.0;?;1885.0;6695;-6695;?;2994;528.0;459.0
-715.0;?;1809.0;6318;-6318;-327.0;3501;536.0;472.0
?;2713;?;5176;-5176;?;2713;542.0;482.0
-739.0;?;1440.0;898;-898;-358.0;383;?;491.0
-748.0;?;1313.0;-3356;3356;?;?;552.0;498.0
?;1550;1286.0;?;4988;-376.0;1550;555.0;499.0
?;338;1256.0;?;4940;?;338;558.0;501.0
?;-1793;1084.0;-4396;4396;-398.0;?;560.0;?
-772.0;-3268;753.0;-4055;4055;-406.0;-3268;562.0;497.0
-773.0;-3678;275.0;-3847;3847;-413.0;-3678;?;?
-773.0;-3816;-198.0;?;4203;-423.0;-3816;566.0;482.0
-773.0;-3406;-281.0;-3661;3661;-432.0;-3406;?;483.0
-770.0;-2747;-53.0;-4580;4580;-428.0;-2747;562.0;484.0
-770.0;-2857;-228.0;-3669;3669;-422.0;-2857;561.0;485.0
-767.0;-3203;-819.0;-2281;2281;-420.0;?;563.0;474.0
-761.0;-3322;-1130.0;-3211;3211;-419.0;-3322;565.0;475.0
-756.0;-1899;-1115.0;3334;-3334;-418.0;?;563.0;480.0
?;1420;-1074.0;4932;?;-417.0;?;?;484.0
-747.0;2062;-1011.0;-140;140;?;2062;554.0;487.0
?;339;-950.0;414;-414;?;?;551.0;489.0
?;329;-899.0;?;97;-417.0;329;?;490.0
-743.0;208;-885.0;-215;215;-421.0;208;550.0;489.0
-743.0;-83;-826.0;509;-509;-430.0;-83;551.0;?
-745.0;52;-731.0;220;-220;-441.0;52;553.0;498.0
-751.0;-106;-819.0;583;-583;-449.0;-106;557.0;503.0
-758.0;-44;-885.0;488;-488;-456.0;-44;?;517.0
-762.0;-48;?;491;?;?;-48;574.0;528.0
-764.0;-56;-76.0;534;-534;-463.0;-56;?;533.0
-763.0;-81;599.0;508;-508;-465.0;-81;?;544.0
?;-83;924.0;494;-494;-468.0;?;596.0;557.0
-763.0;55;1200.0;453;-453;?;55;602.0;567.0
-766.0;?;?;584;?;-480.0;59;607.0;581.0
-771.0;221;?;1209;?;?;221;610.0;589.0
-772.0;450;1380.0;1784;-1784;-481.0;450;613.0;595.0
-772.0;438;1532.0;2455;-2455;-481.0;?;613.0;594.0
-774.0;?;1885.0;?;-4954;-484.0;1175;612.0;593.0
-775.0;561;2198.0;3491;-3491;?;561;611.0;593.0
-775.0;1025;2428.0;4594;-4594;-487.0;1025;612.0;594.0
?;3822;2439.0;?;-9299;-486.0;3822;613.0;595.0
-778.0;2578;2299.0;832;?;-485.0;2578;614.0;597.0
-780.0;1732;2120.0;-5955;5955;-484.0;1732;613.0;596.0
-782.0;2335;1800.0;?;?;?;2335;613.0;?
-783.0;375;1397.0;-6246;6246;-481.0;?;612.0;587.0
-784.0;-1204;869.0;-5590;5590;-482.0;-1204;611.0;?
-787.0;-2427;274.0;-5162;5162;-488.0;-2427;609.0;585.0
-791.0;-3341;-337.0;?;5119;-487.0;-3341;605.0;582.0
-795.0;-3471;-781.0;-4547;?;-484.0;-3471;600.0;576.0
-801.0;-3113;-1159.0;-5393;?;-484.0;-3113;594.0;?
?;-3386;?;-4467;4467;?;-3386;587.0;?
-808.0;?;-1047.0;?;3371;-463.0;-3532;588.0;581.0
-810.0;?;-1511.0;-2180;2180;-456.0;-192;585.0;570.0
-809.0;2133;-1941.0;1666;-1666;-453.0;2133;583.0;568.0
?;-524;-2370.0;1548;-1548;-449.0;-524;585.0;570.0
-798.0;2486;2370.0;9149;?;-423.0;2486;599.0;554.0
-796.0;2555;2079.0;8053;-8053;-428.0;2555;603.0;?
-793.0;985;1652.0;1547;-1547;-432.0;985;607.0;?
-789.0;-8;1150.0;?;?;-435.0;-8;?;574.0
-788.0;635;634.0;-4699;4699;?;635;613.0;?
-788.0;-1261;313.0;-5190;5190;-447.0;?;612.0;580.0
?;-2694;-126.0;-5624;?;-461.0;-2694;612.0;593.0
-789.0;-2336;-849.0;-5424;5424;?;-2336;612.0;592.0
-785.0;?;-1599.0;-5251;5251;-479.0;-3206;?;?
?;-5060;?;?;?;?;-5060;?;594.0
?;-6050;?;-510;510;-490.0;-6050;616.0;599.0
?;-4232;-1077.0;157;?;?;?;?;592.0
-789.0;-402;-603.0;-2308;2308;-487.0;-402;615.0;587.0
?;1663;-455.0;?;-4249;-496.0;1663;?;587.0
?;310;1117.0;1164;-1164;-667.0;310;582.0;665.0
?;?;717.0;?;2905;-672.0;-2069;582.0;660.0
-735.0;-566;272.0;-3552;3552;?;-566;581.0;654.0
?;-600;-144.0;-4688;4688;-686.0;-600;579.0;650.0
-728.0;-1908;-427.0;-5334;?;-696.0;-1908;573.0;647.0
?;?;-682.0;-5319;5319;-701.0;-2984;568.0;645.0
-731.0;-2902;-1284.0;-5379;?;-705.0;-2902;565.0;652.0
-730.0;-4069;-1653.0;-5045;5045;-707.0;-4069;562.0;660.0
-727.0;-3873;-1404.0;-4518;4518;-706.0;-3873;554.0;667.0
-721.0;?;-905.0;-4860;?;?;-4762;?;669.0
-717.0;?;?;-4041;?;-709.0;-3969;543.0;667.0
?;636;733.0;2336;-2336;?;636;473.0;657.0
-624.0;?;1022.0;5055;?;-734.0;?;467.0;?
-623.0;?;1197.0;6531;-6531;-737.0;3283;463.0;?
-621.0;5185;1268.0;?;-7548;-740.0;?;460.0;?
-617.0;5793;?;?;-8154;-742.0;5793;458.0;640.0
?;?;1059.0;?;-3429;-743.0;?;460.0;638.0
-603.0;-1096;742.0;-2342;2342;?;-1096;462.0;635.0
-596.0;-1279;431.0;?;3925;-748.0;-1279;462.0;632.0
-591.0;-887;19.0;?;4055;-753.0;-887;460.0;?
?;-908;?;-4048;4048;-751.0;?;454.0;629.0
-594.0;-2715;-412.0;-4254;4254;-746.0;-2715;449.0;636.0
?;-4057;?;-4693;?;-740.0;-4057;448.0;?
-598.0;-4814;-1358.0;-4992;4992;-731.0;?;450.0;650.0
-600.0;-4343;-1361.0;-4707;4707;-726.0;?;446.0;655.0
-601.0;-4148;-828.0;-5107;5107;-727.0;-4148;440.0;657.0
-602.0;-3666;-290.0;-5025;5025;-733.0;-3666;436.0;?
?;496;1017.0;2217;-2217;-713.0;496;410.0;617.0
-540.0;544;1150.0;2009;-2009;-714.0;544;398.0;614.0
-534.0;1014;1315.0;3446;-3446;?;1014;390.0;610.0
?;?;1361.0;?;?;-713.0;2828;385.0;606.0
-526.0;?;1380.0;8054;-8054;-713.0;3872;?;602.0
-520.0;?;1241.0;?;-7616;?;3950;?;600.0
-512.0;?;958.0;1809;?;-713.0;904;383.0;599.0
-503.0;-1287;501.0;?;4200;?;?;385.0;597.0
-496.0;-233;117.0;-3976;3976;-717.0;?;383.0;?
