PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
1007.0;24.1;8.5;22.3;0.6394;988.0;918.0;1393.0;850.0;1.7;94.0;141.0;-200.0
1028.0;21.7;8.3;24.2;0.6451;979.0;910.0;1396.0;788.0;1.5;92.0;123.0;-200.0
950.0;20.8;10.1;25.1;0.6516;?;983.0;1470.0;879.0;1.9;97.0;129.0;-200.0
990.0;19.5;9.1;25.8;0.6392;984.0;945.0;1423.0;747.0;1.7;88.0;115.0;-200.0
1028.0;18.9;8.5;26.3;0.6344;985.0;919.0;1387.0;700.0;1.5;86.0;104.0;?
1054.0;18.6;7.7;25.8;0.608;981.0;886.0;1363.0;695.0;1.7;99.0;129.0;-200.0
1016.0;19.4;9.0;25.7;0.6304;1020.0;941.0;1425.0;756.0;1.7;95.0;138.0;-200.0
902.0;17.1;13.4;26.7;0.5909;1106.0;1097.0;1552.0;941.0;2.4;105.0;135.0;-200.0
842.0;19.8;15.6;24.3;?;1153.0;1168.0;1644.0;1021.0;3.1;121.0;163.0;-200.0
796.0;20.8;17.8;23.5;0.5937;1215.0;1234.0;1735.0;1167.0;3.4;125.0;180.0;-200.0
888.0;24.0;12.7;22.0;0.6263;1094.0;1072.0;1545.0;1105.0;3.0;122.0;170.0;-200.0
1072.0;26.2;6.4;21.1;0.6481;944.0;832.0;1350.0;712.0;1.2;81.0;?;-200.0
1014.0;28.8;7.1;20.9;0.7014;964.0;861.0;1398.0;?;1.2;73.0;69.0;-200.0
988.0;31.2;?;20.2;0.7304;1003.0;872.0;1439.0;851.0;1.3;80.0;79.0;-200.0
1091.0;31.5;5.2;20.0;0.7262;914.0;774.0;1323.0;706.0;1.0;?;53.0;-200.0
1276.0;32.3;2.4;20.8;0.7813;839.0;609.0;1286.0;643.0;0.4;59.0;36.0;-200.0
1310.0;34.5;2.0;20.0;0.7954;830.0;582.0;1264.0;608.0;0.3;50.0;30.0;-200.0
1413.0;32.9;1.2;21.2;0.8178;812.0;521.0;1233.0;469.0;0.2;?;-200.0;-200.0
1320.0;?;1.5;18.3;?;832.0;547.0;1254.0;469.0;-200.0;23.0;15.0;-200.0
1155.0;44.6;3.1;17.0;0.8593;903.0;656.0;1361.0;618.0;0.5;37.0;38.0;-200.0
931.0;45.3;6.3;17.1;0.8784;1022.0;825.0;1487.0;931.0;?;54.0;68.0;-200.0
628.0;46.5;19.3;17.1;0.901;1378.0;1277.0;1970.0;1519.0;2.7;94.0;192.0;-200.0
484.0;39.7;38.9;18.8;0.8547;1745.0;1748.0;2605.0;2054.0;6.5;139.0;346.0;-200.0
719.0;38.1;14.6;20.3;0.8946;1326.0;1137.0;1760.0;1550.0;?;115.0;225.0;-200.0
794.0;27.0;12.3;25.3;0.8565;1215.0;1062.0;1650.0;1381.0;2.4;119.0;199.0;-200.0
854.0;22.8;11.0;27.4;0.8219;1138.0;1015.0;1604.0;1115.0;1.9;103.0;140.0;?
765.0;20.0;?;30.0;0.8338;1244.0;1162.0;1735.0;1189.0;2.7;123.0;162.0;-200.0
736.0;19.1;17.0;30.9;0.8394;1261.0;1210.0;1769.0;1200.0;2.9;126.0;173.0;-200.0
818.0;20.2;12.5;30.6;0.8719;1182.0;1066.0;1663.0;?;2.0;106.0;121.0;-200.0
783.0;18.9;13.8;32.2;0.8964;?;1111.0;1653.0;1018.0;2.3;127.0;133.0;-200.0
862.0;19.5;10.1;?;0.8981;1158.0;981.0;1573.0;775.0;1.9;105.0;96.0;-200.0
701.0;20.5;19.3;30.9;0.8996;1346.0;1278.0;1873.0;1193.0;3.0;130.0;141.0;-200.0
664.0;24.7;22.7;27.5;0.8899;1443.0;1371.0;1988.0;1425.0;4.4;160.0;221.0;-200.0
635.0;27.0;25.5;25.8;0.8821;1440.0;1443.0;2068.0;1594.0;4.7;162.0;?;-200.0
751.0;30.0;15.8;23.7;0.8633;1232.0;1173.0;1750.0;1284.0;3.4;135.0;174.0;-200.0
812.0;33.4;12.3;22.2;0.8806;1159.0;1061.0;1648.0;1174.0;2.4;122.0;138.0;-200.0
910.0;36.5;8.7;?;0.9019;1081.0;?;1518.0;937.0;1.2;75.0;?;-200.0
883.0;38.6;?;20.2;0.9016;1083.0;911.0;1507.0;985.0;1.7;96.0;?;-200.0
859.0;43.0;7.7;19.3;0.9535;1069.0;887.0;1542.0;1041.0;1.2;84.0;70.0;-200.0
1012.0;43.6;4.2;19.2;0.9591;940.0;724.0;1407.0;867.0;0.7;68.0;44.0;-200.0
1094.0;?;3.0;18.4;0.9599;901.0;653.0;1367.0;822.0;0.5;65.0;41.0;-200.0
1224.0;44.3;1.8;18.7;0.9453;848.0;571.0;1297.0;624.0;0.3;-200.0;-200.0;-200.0
1211.0;51.4;2.2;16.3;0.9468;846.0;598.0;1332.0;669.0;-200.0;52.0;33.0;-200.0
?;49.2;2.2;17.0;0.9459;848.0;598.0;1318.0;628.0;0.3;46.0;32.0;-200.0
983.0;52.1;5.7;16.4;0.9612;?;800.0;1462.0;810.0;?;?;46.0;-200.0
618.0;53.4;20.9;16.4;0.9863;1408.0;1321.0;2044.0;1495.0;3.1;94.0;173.0;-200.0
490.0;46.8;36.7;?;0.99;1716.0;1701.0;2545.0;2018.0;6.2;155.0;320.0;-200.0
625.0;41.1;22.0;?;1.0104;1475.0;1351.0;?;1696.0;4.6;?;294.0;-200.0
?;28.9;13.4;26.4;0.9785;1262.0;1096.0;?;1340.0;2.6;?;182.0;-200.0
813.0;26.3;11.5;27.7;0.9652;1156.0;1034.0;1640.0;1123.0;2.1;122.0;154.0;?
796.0;22.1;13.4;30.1;0.9281;1192.0;1097.0;1688.0;971.0;2.0;113.0;118.0;-200.0
746.0;22.9;15.2;31.0;1.0144;1233.0;1154.0;1740.0;1000.0;2.2;115.0;116.0;-200.0
792.0;22.6;13.0;31.0;1.0012;1208.0;1083.0;1702.0;891.0;2.1;118.0;121.0;-200.0
784.0;21.0;14.0;31.6;0.959;1215.0;1116.0;1715.0;852.0;2.3;125.0;116.0;-200.0
747.0;?;15.5;30.4;1.0526;1251.0;1165.0;1774.0;975.0;2.5;135.0;144.0;-200.0
689.0;26.3;19.3;28.8;1.0271;1358.0;1278.0;1899.0;1192.0;3.4;149.0;176.0;-200.0
645.0;30.1;21.9;26.4;1.0204;1379.0;1349.0;1961.0;1373.0;4.3;162.0;214.0;-200.0
659.0;31.5;21.1;24.7;0.9672;1379.0;1326.0;1961.0;1307.0;3.8;151.0;191.0;-200.0
670.0;36.5;18.4;22.9;1.0083;1373.0;1252.0;1889.0;1325.0;3.8;154.0;205.0;?
823.0;41.8;9.3;20.8;1.0155;1197.0;950.0;1592.0;918.0;2.0;118.0;110.0;-200.0
815.0;47.1;9.0;19.7;1.0666;?;940.0;1622.0;877.0;1.7;103.0;95.0;-200.0
781.0;52.2;9.6;18.9;1.1313;?;963.0;1665.0;1024.0;2.0;122.0;126.0;-200.0
821.0;50.1;8.2;18.5;1.0539;1164.0;?;1574.0;?;1.5;102.0;90.0;?
900.0;53.0;5.8;18.0;1.0832;1046.0;803.0;1490.0;823.0;0.8;73.0;48.0;-200.0
1043.0;51.7;3.1;18.4;1.0819;956.0;661.0;1398.0;701.0;0.5;59.0;38.0;-200.0
1217.0;46.2;1.7;19.8;1.056;885.0;565.0;1329.0;542.0;0.3;-200.0;-200.0;?
1265.0;47.7;1.6;19.6;1.0736;877.0;549.0;1317.0;463.0;?;26.0;14.0;-200.0
1168.0;54.1;2.3;17.3;1.0582;925.0;609.0;1363.0;533.0;0.3;35.0;26.0;-200.0
885.0;59.0;6.6;15.8;?;1086.0;837.0;?;906.0;0.9;68.0;83.0;-200.0
593.0;55.9;19.6;16.6;1.0486;1490.0;1286.0;2053.0;1447.0;2.8;97.0;188.0;-200.0
489.0;52.8;32.9;18.7;1.1279;1763.0;1617.0;2503.0;1835.0;5.4;146.0;253.0;-200.0
?;46.4;18.1;20.7;1.1227;1462.0;1242.0;1961.0;1552.0;4.0;83.0;149.0;-200.0
787.0;30.0;12.4;26.1;0.9972;1232.0;1062.0;1707.0;1092.0;2.2;117.0;155.0;-200.0
779.0;?;12.5;28.6;0.9989;1239.0;1067.0;?;1071.0;2.2;117.0;146.0;-200.0
796.0;23.3;12.0;30.3;0.9869;1218.0;1051.0;1689.0;881.0;2.0;108.0;121.0;-200.0
756.0;22.3;13.3;31.3;1.0043;1235.0;1094.0;1729.0;907.0;2.0;107.0;111.0;-200.0
791.0;22.3;12.3;31.1;0.9888;1196.0;1061.0;1649.0;899.0;1.9;120.0;116.0;-200.0
717.0;?;16.0;32.4;0.9732;1288.0;1179.0;1799.0;1074.0;2.7;150.0;?;-200.0
772.0;19.3;13.7;32.6;0.935;1248.0;1108.0;1701.0;969.0;?;138.0;145.0;-200.0
663.0;20.3;21.7;31.2;0.9064;1401.0;1342.0;1959.0;1267.0;3.5;148.0;192.0;-200.0
645.0;24.8;23.7;27.7;0.9106;1401.0;1396.0;2009.0;1402.0;4.1;168.0;231.0;-200.0
655.0;27.9;22.1;25.7;0.908;1444.0;1354.0;1956.0;1437.0;4.4;172.0;248.0;?
683.0;29.9;20.6;24.1;0.8879;1379.0;1312.0;1870.0;?;4.5;179.0;267.0;-200.0
771.0;34.4;13.4;22.2;0.9072;1251.0;1097.0;1680.0;1280.0;2.9;143.0;181.0;-200.0
773.0;38.0;12.8;20.7;0.9149;?;1077.0;1706.0;1250.0;2.6;137.0;163.0;-200.0
745.0;42.8;12.3;20.2;0.9983;1242.0;1060.0;1693.0;1359.0;2.1;117.0;141.0;-200.0
889.0;42.0;6.8;20.5;1.0004;1045.0;850.0;1506.0;1102.0;1.2;93.0;78.0;-200.0
?;?;3.8;20.1;0.9763;937.0;698.0;1382.0;768.0;0.6;64.0;42.0;-200.0
1167.0;41.5;2.5;20.0;0.9571;875.0;622.0;1331.0;656.0;0.3;58.0;35.0;-200.0
1123.0;51.6;2.7;?;0.9461;889.0;633.0;1344.0;683.0;0.3;?;-200.0;-200.0
1089.0;50.2;2.8;16.5;0.932;888.0;?;1330.0;670.0;-200.0;47.0;33.0;-200.0
1135.0;50.2;2.6;16.4;0.931;881.0;624.0;1319.0;656.0;0.3;47.0;38.0;-200.0
894.0;54.7;7.0;14.9;0.9203;998.0;856.0;1488.0;926.0;0.7;62.0;65.0;-200.0
551.0;51.3;26.2;16.4;0.9474;1517.0;1460.0;2205.0;1677.0;4.2;113.0;296.0;-200.0
543.0;46.2;28.2;18.2;0.9575;1522.0;1509.0;2275.0;1828.0;4.8;126.0;303.0;-200.0
635.0;40.0;20.2;20.7;0.9639;1417.0;1303.0;1964.0;1752.0;3.4;139.0;244.0;-200.0
?;27.0;17.1;26.5;0.9217;1329.0;1214.0;1845.0;1581.0;2.8;?;216.0;-200.0
825.0;23.8;11.2;28.5;0.915;?;1023.0;1622.0;1132.0;1.8;117.0;137.0;-200.0
788.0;23.7;11.6;29.7;0.9714;1234.0;1037.0;1658.0;1037.0;1.9;106.0;120.0;-200.0
750.0;?;13.2;31.7;0.9966;1286.0;1090.0;1719.0;1023.0;2.0;98.0;100.0;?
749.0;21.5;12.7;31.7;0.9902;1298.0;1075.0;1690.0;1022.0;1.9;98.0;103.0;-200.0
757.0;?;13.0;?;0.9515;1308.0;1084.0;1724.0;989.0;2.0;110.0;123.0;-200.0
783.0;?;13.5;32.5;0.8948;1276.0;1099.0;1680.0;925.0;2.3;114.0;136.0;-200.0
815.0;22.6;10.2;30.2;0.9524;1234.0;985.0;1572.0;795.0;2.7;122.0;158.0;-200.0
670.0;25.7;20.1;27.6;0.9382;1419.0;1300.0;1923.0;1263.0;3.6;155.0;216.0;-200.0
716.0;24.9;19.1;25.9;0.8195;1325.0;1273.0;1815.0;1184.0;3.8;145.0;211.0;-200.0
?;29.4;17.5;23.9;?;1346.0;?;1794.0;1272.0;3.5;146.0;202.0;-200.0
772.0;32.1;13.8;?;0.8515;1241.0;1110.0;1698.0;1177.0;2.5;130.0;147.0;-200.0
771.0;35.9;13.3;20.5;?;1274.0;1094.0;1682.0;1231.0;2.5;126.0;160.0;-200.0
732.0;37.2;?;19.8;0.8509;1321.0;1144.0;1745.0;1243.0;3.0;?;162.0;-200.0
662.0;41.9;18.0;19.1;0.9158;1424.0;1240.0;1841.0;1427.0;3.7;126.0;194.0;-200.0
?;?;16.0;17.8;0.9344;?;1178.0;1782.0;1454.0;3.3;124.0;167.0;-200.0
770.0;47.6;9.7;17.6;0.9465;1123.0;966.0;1594.0;1183.0;1.5;93.0;91.0;-200.0
902.0;46.3;6.2;17.9;0.9394;1003.0;820.0;1455.0;908.0;0.7;-200.0;-200.0;-200.0
994.0;49.8;4.0;16.9;0.9544;951.0;713.0;1385.0;821.0;-200.0;58.0;42.0;-200.0
1024.0;53.8;3.6;15.8;0.9615;941.0;687.0;1374.0;777.0;0.5;59.0;50.0;-200.0
959.0;53.5;4.6;16.5;0.9928;986.0;745.0;1426.0;888.0;0.5;66.0;61.0;-200.0
795.0;52.9;9.2;17.2;1.0276;1153.0;947.0;1643.0;1076.0;1.2;80.0;107.0;-200.0
696.0;48.3;?;19.3;?;1323.0;1137.0;1846.0;1285.0;2.2;94.0;139.0;-200.0
?;47.1;11.7;20.6;1.1287;1315.0;1040.0;1740.0;1315.0;2.2;102.0;165.0;-200.0
777.0;40.0;11.0;23.7;1.153;1303.0;1015.0;1731.0;1250.0;2.1;96.0;139.0;-200.0
813.0;32.5;11.6;25.6;1.053;1238.0;1037.0;1698.0;?;1.8;91.0;113.0;-200.0
772.0;28.1;12.9;27.2;0.9989;1259.0;1080.0;1736.0;1072.0;2.2;104.0;138.0;-200.0
770.0;28.1;12.6;27.9;1.0394;1246.0;1070.0;1747.0;1064.0;2.0;84.0;104.0;-200.0
872.0;27.8;8.3;28.3;1.0539;1154.0;912.0;1605.0;825.0;1.4;76.0;78.0;-200.0
800.0;27.0;10.5;29.2;1.081;1237.0;997.0;1688.0;924.0;1.8;87.0;97.0;-200.0
773.0;29.3;11.7;28.9;1.1503;1315.0;1041.0;1767.0;966.0;2.1;101.0;115.0;-200.0
680.0;39.8;15.8;25.4;1.2771;1466.0;1174.0;1965.0;1302.0;2.8;115.0;152.0;-200.0
?;40.1;13.9;25.2;1.2642;1409.0;1113.0;1850.0;1256.0;2.8;110.0;157.0;-200.0
693.0;39.4;15.7;24.5;1.1963;1366.0;1171.0;1933.0;1068.0;?;103.0;132.0;-200.0
781.0;45.4;10.9;?;1.2088;1241.0;1011.0;1748.0;1070.0;1.8;90.0;98.0;-200.0
930.0;48.3;6.4;21.2;1.2034;1123.0;832.0;1565.0;?;1.2;68.0;65.0;-200.0
757.0;50.5;12.7;20.6;1.2082;1321.0;1075.0;1891.0;1017.0;2.6;85.0;101.0;-200.0
681.0;52.9;15.3;20.2;1.234;1397.0;1159.0;1949.0;1207.0;3.1;100.0;134.0;-200.0
608.0;54.5;20.5;19.8;1.2488;1507.0;1311.0;2107.0;1499.0;4.1;114.0;177.0;-200.0
660.0;56.2;15.9;19.5;1.2624;1405.0;1177.0;1931.0;1474.0;3.6;108.0;179.0;-200.0
759.0;58.0;10.4;19.0;1.2581;1192.0;994.0;1780.0;1163.0;1.9;78.0;105.0;-200.0
671.0;61.6;12.6;18.1;1.2679;1199.0;1070.0;1873.0;?;1.9;-200.0;-200.0;-200.0
954.0;57.6;?;18.0;1.1788;973.0;761.0;1501.0;815.0;-200.0;55.0;49.0;-200.0
1247.0;56.0;2.1;17.7;1.1215;864.0;591.0;1374.0;507.0;0.3;37.0;27.0;-200.0
1257.0;52.4;2.2;17.9;1.0655;886.0;598.0;1374.0;506.0;0.4;53.0;41.0;-200.0
1092.0;49.3;4.0;18.9;1.0668;?;713.0;1455.0;716.0;0.8;79.0;78.0;-200.0
1034.0;48.6;4.3;20.0;1.1199;1008.0;729.0;1490.0;795.0;0.8;65.0;68.0;-200.0
1156.0;41.2;3.8;20.6;0.9841;976.0;698.0;1393.0;594.0;0.8;64.0;64.0;-200.0
1137.0;34.0;4.1;?;0.9749;978.0;718.0;1392.0;565.0;0.8;66.0;67.0;?
1105.0;28.1;4.5;26.7;?;987.0;740.0;1407.0;523.0;0.9;53.0;54.0;-200.0
1071.0;28.1;5.3;26.8;0.9785;1030.0;778.0;1452.0;591.0;1.2;69.0;67.0;-200.0
1129.0;25.8;4.2;27.7;0.9467;955.0;723.0;1393.0;559.0;1.0;57.0;51.0;-200.0
1247.0;22.7;3.3;28.8;0.8864;924.0;673.0;1346.0;430.0;0.8;36.0;28.0;-200.0
1091.0;27.3;4.9;26.8;0.9462;1005.0;758.0;1434.0;522.0;1.1;57.0;51.0;-200.0
1023.0;28.7;6.1;25.9;0.9423;1059.0;816.0;1468.0;641.0;1.5;73.0;77.0;-200.0
991.0;27.7;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;1.5;81.0;93.0;-200.0
997.0;29.5;6.8;24.8;0.9077;1070.0;850.0;1502.0;778.0;1.4;91.0;94.0;-200.0
972.0;36.3;5.8;25.3;1.1513;1085.0;805.0;1528.0;718.0;1.1;65.0;69.0;-200.0
986.0;40.4;5.5;23.9;1.1787;1066.0;787.0;1552.0;689.0;0.9;56.0;57.0;-200.0
934.0;46.6;6.1;21.4;1.1764;?;815.0;1563.0;852.0;1.0;69.0;74.0;-200.0
948.0;49.3;6.0;20.5;1.173;1110.0;814.0;1571.0;854.0;1.1;73.0;75.0;-200.0
1081.0;42.3;4.2;19.2;0.9339;968.0;719.0;1388.0;664.0;1.0;76.0;73.0;-200.0
1163.0;37.9;4.1;19.2;0.8352;906.0;714.0;1351.0;544.0;0.7;67.0;56.0;-200.0
1285.0;43.1;2.4;17.2;0.8394;849.0;615.0;1276.0;461.0;0.5;44.0;31.0;-200.0
1536.0;45.2;1.0;15.8;0.8052;774.0;500.0;1169.0;352.0;0.2;21.0;13.0;-200.0
1807.0;42.3;0.6;15.7;0.7464;746.0;450.0;1111.0;?;-200.0;-200.0;-200.0;-200.0
1904.0;41.0;0.5;16.3;0.7513;753.0;?;1110.0;301.0;-200.0;19.0;14.0;-200.0
1803.0;?;0.7;16.1;0.664;749.0;466.0;1089.0;307.0;0.1;29.0;23.0;-200.0
1288.0;36.2;2.8;16.5;0.6752;864.0;642.0;1255.0;441.0;0.5;69.0;72.0;-200.0
1010.0;30.9;7.8;17.5;0.6111;1002.0;893.0;1394.0;775.0;1.6;111.0;165.0;-200.0
944.0;24.0;9.7;18.4;0.5046;970.0;966.0;1379.0;907.0;2.0;81.0;?;-200.0
1066.0;23.8;6.9;19.2;0.5235;898.0;853.0;1271.0;763.0;1.3;56.0;85.0;-200.0
1155.0;18.1;5.8;21.7;0.4642;847.0;800.0;1179.0;649.0;1.0;90.0;116.0;-200.0
1203.0;17.0;5.5;22.3;0.4513;847.0;?;1162.0;598.0;0.9;85.0;112.0;-200.0
1139.0;16.1;6.8;22.8;0.4404;871.0;848.0;1208.0;?;1.2;83.0;100.0;-200.0
1107.0;14.5;7.2;23.8;?;869.0;866.0;1212.0;596.0;1.3;85.0;109.0;-200.0
1160.0;13.1;6.9;25.1;0.4129;875.0;854.0;1200.0;595.0;1.1;85.0;111.0;-200.0
1122.0;12.9;7.5;25.8;0.4219;895.0;878.0;1238.0;607.0;1.2;81.0;109.0;-200.0
1101.0;14.0;?;25.5;?;926.0;885.0;1259.0;662.0;1.4;92.0;114.0;-200.0
959.0;15.4;12.0;?;0.4663;996.0;1048.0;1397.0;822.0;2.0;108.0;139.0;-200.0
896.0;17.2;13.5;22.6;?;997.0;?;1392.0;987.0;2.4;106.0;157.0;-200.0
925.0;18.9;?;21.2;0.471;1006.0;1048.0;1416.0;966.0;2.1;114.0;147.0;-200.0
1072.0;22.8;6.7;19.1;?;895.0;845.0;1241.0;?;1.2;96.0;102.0;-200.0
1154.0;24.6;4.8;18.4;0.5169;862.0;751.0;1213.0;617.0;0.7;77.0;73.0;-200.0
1159.0;25.6;4.8;17.3;0.5032;858.0;756.0;1209.0;564.0;0.7;73.0;65.0;-200.0
?;24.9;5.0;16.5;0.4642;853.0;762.0;1184.0;646.0;0.8;86.0;76.0;-200.0
1120.0;28.3;4.3;16.7;0.5316;859.0;727.0;1187.0;753.0;0.5;84.0;65.0;-200.0
1200.0;32.2;?;15.5;0.5641;837.0;634.0;1150.0;669.0;0.2;56.0;41.0;-200.0
1522.0;29.1;0.9;17.5;?;746.0;493.0;1063.0;435.0;-200.0;31.0;17.0;-200.0
1472.0;35.6;1.2;13.3;0.5393;752.0;515.0;?;436.0;-200.0;-200.0;-200.0;-200.0
1559.0;33.7;0.9;14.0;?;742.0;489.0;1048.0;403.0;-200.0;30.0;19.0;-200.0
1386.0;40.0;?;11.6;0.5462;774.0;560.0;1107.0;532.0;0.1;51.0;45.0;-200.0
1291.0;34.5;2.6;13.4;0.5272;798.0;630.0;1125.0;?;0.2;45.0;40.0;?
949.0;?;8.8;15.2;0.5329;1002.0;932.0;1405.0;917.0;1.1;?;101.0;-200.0
?;27.5;22.2;16.3;0.5066;1210.0;1356.0;1786.0;1481.0;3.0;100.0;183.0;-200.0
820.0;20.0;15.3;19.2;0.439;1058.0;1158.0;1459.0;1187.0;2.1;91.0;149.0;-200.0
885.0;?;14.0;24.9;0.4038;1106.0;1118.0;1451.0;1220.0;2.6;130.0;207.0;-200.0
815.0;9.9;18.5;28.3;0.3754;1153.0;1253.0;1541.0;1381.0;3.2;?;289.0;-200.0
913.0;9.8;13.5;29.2;?;1047.0;1101.0;?;1103.0;2.1;114.0;159.0;-200.0
874.0;9.2;15.8;31.6;0.419;1091.0;1172.0;1459.0;1105.0;?;127.0;162.0;-200.0
796.0;?;18.5;32.6;0.4499;1162.0;1253.0;1595.0;1248.0;2.4;138.0;173.0;-200.0
925.0;9.2;12.6;32.6;0.4463;1059.0;1070.0;1401.0;976.0;-200.0;-200.0;-200.0;-200.0
939.0;10.0;12.0;32.3;0.4747;1083.0;1051.0;1390.0;?;-200.0;?;-200.0;-200.0
867.0;10.7;15.4;32.1;0.4996;1150.0;1161.0;1512.0;1038.0;-200.0;-200.0;-200.0;-200.0
720.0;12.2;24.9;29.7;0.5007;1321.0;1426.0;1859.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
946.0;35.7;40.2;20.4;0.844;1303.0;1776.0;1467.0;1608.0;4.0;-200.0;-200.0;-200.0
1144.0;23.8;14.9;26.1;0.7938;1137.0;1146.0;1392.0;1327.0;2.2;?;188.0;-200.0
1118.0;?;13.8;28.8;0.8193;1139.0;1109.0;1436.0;1292.0;?;135.0;159.0;-200.0
1156.0;19.4;12.3;29.6;0.7897;1099.0;1059.0;1416.0;1114.0;1.6;115.0;146.0;-200.0
1128.0;16.4;14.0;31.6;0.7489;1088.0;1116.0;1449.0;1060.0;1.8;?;?;-200.0
1237.0;13.3;11.8;32.3;0.6303;1027.0;1041.0;1345.0;915.0;1.6;112.0;128.0;-200.0
1200.0;13.5;12.0;31.8;0.6249;1014.0;1049.0;1366.0;893.0;?;109.0;120.0;-200.0
1276.0;13.8;9.7;31.8;0.6394;969.0;968.0;1325.0;768.0;1.3;112.0;115.0;?
1023.0;15.9;18.0;31.0;0.7039;1120.0;1238.0;1591.0;1126.0;-200.0;-200.0;-200.0;-200.0
933.0;18.7;22.6;28.6;0.7216;1131.0;1368.0;1707.0;1284.0;-200.0;-200.0;-200.0;-200.0
933.0;19.5;22.7;26.7;0.6754;1130.0;1368.0;1709.0;1269.0;-200.0;-200.0;-200.0;-200.0
939.0;24.4;20.3;25.0;0.7616;1123.0;1304.0;1720.0;1290.0;-200.0;-200.0;-200.0;-200.0
1064.0;28.4;13.1;22.8;0.7804;1069.0;1086.0;1536.0;1119.0;-200.0;-200.0;-200.0;-200.0
?;29.2;10.9;21.7;0.7458;1021.0;1010.0;1480.0;1027.0;-200.0;-200.0;-200.0;-200.0
1012.0;30.9;?;21.1;0.7617;?;1093.0;1564.0;1155.0;-200.0;-200.0;-200.0;-200.0
1072.0;36.3;9.5;?;0.8349;1026.0;960.0;1471.0;1078.0;-200.0;-200.0;-200.0;-200.0
1155.0;39.3;6.6;18.6;0.8355;949.0;841.0;1393.0;954.0;-200.0;-200.0;-200.0;-200.0
1295.0;?;3.6;18.6;0.8228;846.0;687.0;1288.0;726.0;-200.0;-200.0;-200.0;-200.0
1417.0;38.9;2.3;19.0;0.8468;811.0;606.0;1248.0;656.0;-200.0;-200.0;?;-200.0
1442.0;40.9;2.0;18.0;0.8394;803.0;586.0;1232.0;573.0;-200.0;-200.0;-200.0;-200.0
1246.0;48.6;4.1;15.5;0.8505;882.0;715.0;1367.0;780.0;?;-200.0;-200.0;-200.0
1085.0;47.9;6.5;16.0;0.8659;963.0;836.0;1429.0;920.0;-200.0;-200.0;-200.0;-200.0
739.0;46.0;24.8;17.0;0.883;1413.0;1424.0;2102.0;1544.0;-200.0;?;-200.0;-200.0
632.0;41.6;34.4;19.0;0.9039;1485.0;1650.0;2337.0;1789.0;-200.0;-200.0;-200.0;-200.0
749.0;35.0;24.5;21.8;0.9002;1354.0;1418.0;?;1629.0;-200.0;-200.0;-200.0;-200.0
1071.0;28.0;9.0;25.6;0.9088;1074.0;939.0;1513.0;997.0;-200.0;-200.0;-200.0;-200.0
1132.0;23.1;8.4;26.4;0.7853;1022.0;914.0;1446.0;847.0;-200.0;-200.0;-200.0;-200.0
?;24.2;11.5;27.1;0.856;1100.0;1034.0;1586.0;958.0;-200.0;-200.0;-200.0;-200.0
1009.0;20.9;12.1;27.5;0.7565;1073.0;1052.0;1574.0;854.0;-200.0;-200.0;-200.0;-200.0
1071.0;19.7;10.1;29.5;0.8015;1049.0;983.0;1515.0;782.0;-200.0;-200.0;-200.0;-200.0
1016.0;18.6;11.9;30.6;0.8014;1086.0;1048.0;1580.0;888.0;-200.0;-200.0;?;-200.0
