InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
16;0;-153;24;-89.0;52.0;-19;73.0;9;667
9;5;-157;25;-62.0;77.0;-2;31.0;22;655
-13;-8;-157;27;-49.0;102.0;12;43.0;-12;646
-26;23;-153;15;-14.0;62.0;-10;-21.0;33;665
-19;26;-153;19;3.0;44.0;8;-3.0;-16;669
-15;6;-153;21;29.0;-17.0;16;-32.0;-1;671
-22;1;-174;13;-940.0;-110.0;9;75.0;-13;659
-15;1;-157;19;86.0;955.0;7;-34.0;-1;652
5;-19;-174;28;-165.0;109.0;-33;138.0;10;652
12;-6;-159;21;-430.0;-127.0;-14;525.0;-10;656
-192;-100;-164;15;-303.0;254.0;-49;45.0;-805;665
-23;4;-162;20;10.0;-252.0;-78;448.0;-23;659
-4;24;-158;16;-39.0;-449.0;-2;-86.0;30;693
-692;-422;-163;37;677.0;689.0;-1;-290.0;14;531
-39;17;-160;16;-990.0;-795.0;-147;169.0;751;651
-18;-11;-159;23;25.0;-276.0;-1;-281.0;-21;645
-9;3;-156;21;429.0;309.0;-28;2159.0;15;667
6;23;-149;15;302.0;-38.0;-125;-84.0;43;666
-19;7;-158;15;40.0;243.0;106;-24.0;-458;650
6;-32;-142;21;477.0;-18.0;838;4.0;-462;688
86;11;-154;17;-228.0;-8.0;12;-351.0;20;642
1720;-955;-173;-118;-1662.0;-1758.0;1;743.0;-103;536
-2332;166;-163;63;1663.0;1134.0;14;-597.0;47;693
-1141;33;-165;-104;333.0;567.0;21;-114.0;-42;1446
42;50;-154;35;1033.0;442.0;-887;-923.0;58;673
-8;-19;-133;8;-96.0;-1512.0;-15;-7.0;10;758
-2135;-803;-163;-132;76.0;-70.0;64;-35.0;-101;774
13;4;-159;18;191.0;221.0;-24;-60.0;-21;656
-103;377;-174;-13;-1527.0;-862.0;6140;753.0;-3;713
-61;38;-159;7;532.0;894.0;-8;146.0;42;647
4;5;-159;21;-372.0;-494.0;-12;116.0;-24;650
16;44;-141;141;-360.0;-176.0;12;145.0;-701;693
-6;-3;-155;16;-859.0;68.0;-39;1302.0;-20;671
-546;23;-157;-3;179.0;132.0;5;-115.0;-23;673
2236;-1896;-165;49;211.0;-1077.0;32;53.0;8;1084
13;-2;-133;21;-19.0;-394.0;-1;14.0;-20;752
-23;-29;-166;20;133.0;1838.0;12;-56.0;44;664
7;13;-132;8;85.0;35.0;27;-39.0;19;760
-3;-12;-154;8;222.0;-589.0;-458;58.0;-86;667
43;43;-164;11;-121.0;-642.0;-16;-490.0;64;671
5;-10;-156;13;-263.0;223.0;-9;-288.0;-41;675
51;18;-167;15;714.0;745.0;1134;-174.0;-1242;686
34;8;-166;-12;-211.0;-847.0;-4112;255.0;-1213;714
-3;-10;-156;17;-440.0;451.0;-98;310.0;28;660
-13;26;-162;18;16.0;-292.0;-38;-27.0;18;661
-7;9;-157;20;-76.0;245.0;-37;26.0;-9;650
-32;-18;-160;6;-57.0;-688.0;-20;-54.0;-24;700
3;-20;-157;7;428.0;228.0;-11;-125.0;-22;669
-10;0;-159;16;443.0;-482.0;16;478.0;-3;645
-17;15;-156;21;43.0;62.0;51;-502.0;-25;672
-22;-47;-132;16;503.0;-806.0;-27;-342.0;-43;760
-18;-7;-164;19;39.0;529.0;6;-267.0;0;663
-10;10;-160;14;-670.0;973.0;-34;-212.0;-21;650
110;-48;-177;-380;64.0;-259.0;38;205.0;38;1193
18;2;-131;16;-265.0;700.0;-8;115.0;-9;758
-1;21;-131;9;142.0;255.0;-17;19.0;22;762
6;7;-155;24;445.0;-212.0;-8;-60.0;3;665
-46;22;-160;23;-1229.0;-1261.0;-48;199.0;52;645
-30;19;-175;29;619.0;324.0;-16;-565.0;6;653
-40;-13;-164;18;-144.0;-65.0;-47;-42.0;2515;690
5;23;-174;20;-346.0;208.0;12;-55.0;39;666
5;15;-159;15;179.0;69.0;26;-62.0;-16;656
-13;-9;-133;9;-66.0;279.0;39;48.0;-27;755
