InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-15;6;-153;21;29.0;-17.0;16;-32.0;-1;671
-15;2;-154;21;88.0;43.0;15;-11.0;-1;671
-21;2;-153;20;8.0;58.0;2;11.0;-4;657
-10;17;-153;18;59.0;57.0;-19;-50.0;-36;664
-11;16;-154;15;81.0;63.0;-28;-21.0;-14;669
-2;34;-153;19;17.0;68.0;-17;18.0;-31;665
-19;15;-153;23;47.0;83.0;3;14.0;-6;664
-34;-2;-153;19;-72.0;143.0;12;17.0;-2;664
13;-17;-153;12;-97.0;101.0;5;-37.0;42;665
7;-9;-154;16;-227.0;54.0;13;16.0;-27;667
-26;14;-153;14;-234.0;60.0;18;20.0;-36;671
-32;21;-153;13;-240.0;37.0;-15;33.0;-21;672
-36;21;-153;15;-254.0;46.0;9;32.0;-21;668
-23;0;-154;20;-242.0;160.0;33;77.0;-9;660
-41;23;-167;11;-66.0;121.0;53;109.0;30;666
-6;-9;-153;20;-163.0;173.0;37;100.0;-15;662
-82;67;-156;26;-220.0;426.0;-99;131.0;-43;657
-9;35;-153;22;58.0;221.0;5;42.0;10;659
-3;23;-153;18;81.0;176.0;-25;20.0;10;667
-18;-2;-153;16;11.0;-74.0;-6;7.0;-5;665
-39;16;-154;14;87.0;-9.0;14;1.0;-48;656
-33;10;-154;15;-12.0;-75.0;15;4.0;-40;658
-34;-5;-146;14;316.0;122.0;7;-119.0;-78;680
-26;12;-154;26;337.0;396.0;1058;-404.0;-1766;653
68;-123;-156;42;-33.0;563.0;-1349;-510.0;-85;638
-13;28;-172;17;-57.0;-36.0;-123;51.0;-38;676
5;-8;-163;15;-28.0;-114.0;28;119.0;-52;667
-13;-7;-163;17;-368.0;12.0;-30;197.0;-36;669
-15;-19;-163;13;-7.0;100.0;-15;-156.0;-19;671
-485;-1515;-159;65;-271.0;112.0;22;356.0;17;395
-25;-10;-163;18;130.0;63.0;-13;-205.0;-1;666
-21;8;-169;24;-42.0;240.0;32;-49.0;-26;669
-16;-4;-162;18;-69.0;-123.0;-21;27.0;-29;661
-29;-18;-162;17;42.0;-51.0;13;-1.0;-4;665
-1;25;-162;17;44.0;117.0;0;-12.0;-13;663
9;18;-162;23;4.0;-39.0;5;-7.0;25;659
14;21;-162;17;43.0;38.0;9;-48.0;15;664
5;2;-163;17;76.0;83.0;-12;-30.0;-19;666
-10;4;-162;21;86.0;109.0;-25;-48.0;-32;661
-18;24;-162;23;100.0;-8.0;-22;-22.0;-31;658
-11;-23;-162;17;122.0;-54.0;-20;-84.0;-35;666
31;26;-162;23;137.0;160.0;-27;-53.0;-27;665
-62;67;-157;21;54.0;-369.0;-40;-26.0;17;646
2004;-1945;-166;-52;-1414.0;-1052.0;-42;151.0;-46;518
53;-5;-163;13;-269.0;-132.0;-19;-10.0;-49;668
-24;22;-170;13;94.0;10.0;-10;57.0;14;676
-14;23;-169;22;0.0;179.0;0;5.0;63;649
36;-21;-169;16;-118.0;-166.0;-25;37.0;20;656
43;-23;-169;16;-77.0;-238.0;-82;81.0;0;656
-20;-9;-169;15;-90.0;-125.0;-101;33.0;-10;658
-12;-3;-169;18;-46.0;-156.0;-82;19.0;-62;658
-1;9;-168;13;-35.0;2.0;-83;3.0;-40;658
-27;30;-156;20;-73.0;187.0;-97;85.0;-64;709
17;-11;-168;13;17.0;64.0;-86;-43.0;-42;658
-14;12;-168;18;161.0;-86.0;-59;-50.0;-29;650
-5;-22;-170;24;117.0;127.0;17;-46.0;-1;664
-5;-10;-168;16;-50.0;68.0;-53;-43.0;-1;656
18;-20;-168;19;-60.0;-42.0;-57;-84.0;1;657
-6;-15;-168;14;-41.0;18.0;-49;-105.0;1;656
-19;-10;-168;20;-66.0;-188.0;-58;-93.0;-14;652
-11;-26;-168;23;-64.0;-197.0;-72;-69.0;-16;654
-28;30;-170;14;-72.0;48.0;46;42.0;-47;669
5;33;-168;22;-98.0;-194.0;-85;-40.0;-41;650
0;-8;-168;16;-126.0;-53.0;-82;4.0;-53;662
-9;36;-170;19;-2.0;104.0;13;6.0;-35;671
3253;-85;-158;50;-51.0;-81.0;26;100.0;-38;484
-22;-10;-174;21;53.0;138.0;20;96.0;-48;654
-25;0;-174;21;-58.0;21.0;18;-9.0;-34;654
-45;-28;-159;19;-359.0;-413.0;-36;-262.0;-17;651
-8;-26;-174;20;-223.0;-160.0;-3;-131.0;-23;655
14;-23;-160;20;119.0;162.0;-11;-16.0;-48;668
27;-33;-158;20;-99.0;-64.0;-10;-179.0;6;666
25;1;-160;21;102.0;-179.0;65;-80.0;84;664
14;-20;-158;17;281.0;-455.0;754;-35.0;58;682
-20;1;-134;12;-73.0;88.0;14;51.0;-15;755
-16;12;-158;16;-9.0;-78.0;-22;-41.0;-12;669
26;-2;-158;15;-22.0;2.0;-75;-12.0;-2;669
2;7;-158;31;-207.0;-115.0;42;80.0;-25;652
2;10;-158;9;-154.0;-92.0;14;26.0;-7;673
14;23;-158;20;67.0;-77.0;-91;8.0;53;664
137;1809;-175;105;-792.0;-133.0;510;600.0;1304;577
-98;7;-165;14;-155.0;-21.0;-47;122.0;-17;656
-91;-1;-165;16;-219.0;34.0;-43;147.0;-21;658
19;3;-156;10;-230.0;200.0;10;204.0;0;665
-28;-9;-165;22;-263.0;68.0;22;37.0;2;660
-19;-4;-165;21;-153.0;-192.0;21;-42.0;18;661
8;24;-165;22;-94.0;-238.0;43;-111.0;-6;664
-2;20;-164;26;115.0;174.0;-6;-44.0;-34;654
-2;-10;-158;17;142.0;-60.0;-39;-209.0;4;665
41;-39;-166;17;-45.0;-168.0;39;-39.0;-8;669
-7;2;-166;15;-41.0;51.0;63;-15.0;16;673
6;-10;-166;12;-186.0;-66.0;-5;64.0;-82;676
-28;-49;-157;11;-47.0;224.0;7;-228.0;-2;657
-37;45;-120;69;-392.0;-1033.0;5213;888.0;141;629
-20;-48;-160;19;-321.0;504.0;-149;985.0;1573;664
-37;24;-164;17;-54.0;-50.0;-17;-95.0;26;664
-92;52;10;158;-615.0;-52.0;-2782;415.0;-139;630
-34;22;-164;17;15.0;46.0;-10;-93.0;17;663
5;-19;-174;28;-165.0;109.0;-33;138.0;10;652
-24;-11;-164;19;-41.0;271.0;18;-20.0;17;663
6;-19;-163;21;33.0;146.0;34;-11.0;-52;650
-35;-6;-174;5;-154.0;-263.0;45;18.0;-38;666
18;-69;-174;14;-115.0;-209.0;25;8.0;-7;663
-34;-64;-174;16;-154.0;-214.0;-13;45.0;-50;681
0;-6;-174;17;52.0;-116.0;-18;50.0;6;678
-25;-31;-174;19;3.0;-123.0;37;55.0;11;675
34;16;-174;15;18.0;-66.0;16;47.0;13;676
-13;23;-174;19;-7.0;-53.0;-43;51.0;1;670
12;-2;-174;22;18.0;-36.0;-31;62.0;7;663
8;-8;-174;18;-28.0;26.0;6;6.0;-40;667
-4;-2;-174;13;-28.0;35.0;-15;-15.0;1;673
14;27;-174;11;-24.0;18.0;3;4.0;1;675
-16;27;-174;21;-22.0;27.0;26;-16.0;-17;668
13;-18;-174;20;-37.0;12.0;-17;23.0;-24;668
3;-4;-174;22;-16.0;42.0;-12;28.0;10;661
-15;10;-174;13;-45.0;62.0;-6;-9.0;3;671
-35;20;-174;16;17.0;58.0;15;0.0;-15;675
-18;-19;-174;12;-5.0;74.0;-3;-10.0;-4;672
6;2;-174;17;-6.0;90.0;18;-2.0;-16;669
-16;5;-174;14;-16.0;-5.0;2;40.0;-12;671
-24;11;-174;18;-31.0;46.0;9;29.0;-10;669
2;-20;-174;21;-26.0;14.0;18;60.0;9;666
-15;14;-174;14;-80.0;-12.0;37;57.0;4;672
-12;-28;-174;16;-22.0;33.0;41;29.0;45;671
-14;0;-174;22;-56.0;50.0;-33;6.0;-22;669
-24;18;-174;16;-64.0;49.0;19;6.0;8;668
155;177;-160;51;-182.0;-45.0;37;31.0;0;172
21;4;-174;21;-59.0;104.0;21;8.0;7;666
1;-2;-174;20;-108.0;52.0;22;1.0;-9;663
-13;14;-174;18;-65.0;61.0;-15;-42.0;-16;671
20;-13;-174;20;-36.0;158.0;17;-33.0;15;669
2;-11;-174;13;17.0;104.0;6;-32.0;5;674
-24;-14;-163;14;54.0;-85.0;44;2.0;-11;655
15;-5;-175;20;38.0;45.0;-12;160.0;17;681
-3;-4;-175;18;-62.0;111.0;-17;168.0;12;682
-2;-30;-175;22;-127.0;-55.0;41;147.0;10;691
-11;-47;-175;20;-164.0;-89.0;10;175.0;7;683
-15;-84;-175;20;-180.0;-83.0;4;161.0;8;673
31;-122;-159;17;-287.0;-149.0;32;241.0;-1;656
-1;-66;-175;19;-199.0;-91.0;11;95.0;5;663
-8;-67;-175;32;-188.0;-76.0;-19;69.0;-28;628
-58;-6;-175;11;-84.0;8.0;-9;-8.0;-77;646
1;6;-174;14;-8.0;119.0;-9;-15.0;-47;675
-23;26;-174;19;-45.0;63.0;3;19.0;-22;671
13;1;-163;18;-102.0;54.0;-15;54.0;-22;656
-1;0;-174;16;-233.0;-85.0;0;94.0;-28;672
10;14;-163;20;-56.0;-16.0;32;26.0;-10;650
9;-37;-174;18;-286.0;-39.0;58;41.0;2;668
-22;1;-163;16;-46.0;36.0;-11;-27.0;10;654
-17;-30;-163;19;-12.0;5.0;4;-3.0;-13;652
5;34;-163;29;22.0;36.0;35;11.0;-11;646
-5;5;-163;16;73.0;-72.0;-4;3.0;-63;652
-23;-7;-163;20;18.0;106.0;21;-15.0;-41;652
-35;-58;-163;15;18.0;171.0;-42;-15.0;-9;648
10;33;-174;15;-103.0;165.0;-14;-144.0;-9;673
-24;-1;-160;19;-19.0;-101.0;1;58.0;43;675
9;-3;-160;18;-86.0;-30.0;-23;73.0;6;682
10;-3;-160;18;-70.0;121.0;4;33.0;3;676
-21;0;-160;15;19.0;53.0;-2;0.0;-19;683
15;13;-160;15;53.0;207.0;-12;-39.0;-28;685
-35;12;-160;21;42.0;-168.0;-34;-57.0;-42;673
-2;2;-160;17;24.0;170.0;-12;-133.0;-1;682
31;31;-141;133;-321.0;-3.0;120;189.0;-909;696
-28;-23;-165;24;-394.0;308.0;485;58.0;535;659
47;-7;-161;14;-363.0;-79.0;-68;34.0;-101;679
14;-9;-175;18;69.0;106.0;17;-65.0;7;670
-17;-8;-175;26;85.0;-36.0;-19;-31.0;-20;660
-27;24;-175;19;76.0;142.0;-5;-57.0;-24;665
14;34;-175;25;8.0;-202.0;7;-22.0;8;662
45;-21;-155;40;-258.0;47.0;-770;158.0;1213;673
12;2;-160;21;-205.0;108.0;-60;-24.0;-17;652
23;-11;-160;17;-201.0;161.0;-49;-16.0;-36;654
6;15;-175;16;-24.0;75.0;-33;0.0;-5;669
16;15;-175;22;55.0;60.0;-36;-26.0;13;664
14;24;-175;17;-12.0;-37.0;10;4.0;17;671
3;8;-175;23;-13.0;63.0;0;-21.0;-3;659
-7;9;-175;15;41.0;57.0;-40;-21.0;11;669
-24;-18;-175;15;-28.0;97.0;-5;7.0;9;673
-38;-9;-175;18;-8.0;-66.0;-8;52.0;-44;667
15;2;-175;16;13.0;-11.0;-39;50.0;-21;674
-7;-10;-175;18;39.0;-24.0;29;15.0;7;670
11;-7;-175;16;156.0;54.0;2;-23.0;-11;669
17;9;-175;15;102.0;165.0;-2;-50.0;-32;669
-22;10;-175;17;73.0;197.0;8;-51.0;5;669
16;2;-175;16;39.0;206.0;46;-53.0;-4;669
9;23;-175;21;4.0;221.0;5;-97.0;26;668
7;13;-131;10;254.0;-536.0;-21;-168.0;-24;752
-103;-24;-164;18;-63.0;-299.0;-17;90.0;-47;661
10;-5;-175;16;-111.0;149.0;-14;-6.0;-40;671
-28;-7;-175;14;-108.0;-33.0;-12;40.0;-19;673
-12;1;-175;19;-116.0;-90.0;-13;74.0;-6;667
-26;1;-175;16;-141.0;-40.0;16;100.0;28;667
30;-16;-156;17;-26.0;7.0;-5;287.0;-2;665
25;6;-162;16;-59.0;20.0;0;14.0;-44;661
4;-13;-162;17;-38.0;-24.0;-15;11.0;-17;658
-18;-6;-162;17;-10.0;16.0;-17;-6.0;11;653
-3;2;-162;15;10.0;11.0;44;17.0;2;659
-21;6;-162;20;-40.0;42.0;7;11.0;17;655
-34;14;-162;24;-34.0;84.0;-12;20.0;-7;650
3;23;-162;21;-51.0;-30.0;-42;-3.0;-37;658
9;37;-162;19;-47.0;36.0;44;28.0;31;657
9;-8;-162;22;-32.0;59.0;15;24.0;19;658
-8;4;-162;19;-3.0;20.0;-7;1.0;-2;656
-15;-24;-162;27;-59.0;-1.0;44;10.0;-33;655
-12;-10;-160;17;-81.0;47.0;60;89.0;3;683
19;-25;-160;17;59.0;92.0;27;-105.0;51;682
-4;3;-162;22;-31.0;24.0;-1;-1.0;-26;658
-23;-14;-162;20;9.0;69.0;-13;-11.0;-24;659
-11;-8;-162;23;-4.0;80.0;-25;-21.0;2;657
-13;-17;-162;10;24.0;77.0;33;-58.0;9;661
-6;-11;-160;20;-60.0;-290.0;32;82.0;23;652
-15;22;-162;17;26.0;68.0;-13;-2.0;8;658
1;3;-162;19;15.0;60.0;-12;35.0;-31;655
32;2;-162;11;-81.0;72.0;37;77.0;-14;661
5;28;-162;18;-138.0;9.0;54;97.0;-11;658
-45;28;-161;17;113.0;-95.0;-15;49.0;-19;684
-46;16;-161;15;117.0;-30.0;-11;27.0;-15;682
-9;27;-161;17;145.0;80.0;-52;72.0;-5;688
-26;3;-161;16;109.0;75.0;-5;57.0;18;685
-24;4;-161;23;118.0;-34.0;-12;44.0;14;683
-33;7;-161;12;62.0;-120.0;-13;32.0;-1;689
6;1;-162;20;-202.0;-8.0;-14;-23.0;-11;658
-42;-12;-161;21;-76.0;-198.0;6;49.0;35;681
-7;-8;-161;17;-112.0;-127.0;-56;71.0;5;686
0;-35;-149;18;-109.0;-395.0;-30;363.0;798;659
-31;-9;-161;20;-77.0;-116.0;29;81.0;26;675
-51;-10;-161;23;-78.0;-102.0;12;83.0;-30;667
-28;-2;-161;21;13.0;-221.0;-4;88.0;31;676
-15;0;-161;22;7.0;-127.0;-6;63.0;22;684
-8;24;-161;21;0.0;-271.0;-14;69.0;-26;681
15;11;-162;22;-220.0;-13.0;-14;-39.0;-11;654
9;0;-162;21;-180.0;-24.0;-13;-15.0;45;656
-13;-29;-162;22;-190.0;-18.0;-48;-9.0;-12;656
-25;-15;-162;19;-199.0;-16.0;-21;39.0;-34;657
-11;-14;-161;17;-136.0;-118.0;-45;185.0;33;682
-1;-3;-164;13;-102.0;75.0;-31;181.0;228;660
34;1;-161;25;-153.0;82.0;-33;138.0;-32;660
-11;-14;-162;14;12.0;-268.0;-69;-107.0;3;670
6;0;-157;17;-64.0;-298.0;6;215.0;29;658
-16;21;-162;11;-172.0;31.0;27;70.0;28;664
-26;-9;-155;45;49.0;29.0;860;-324.0;-93;639
3;11;-162;16;-147.0;60.0;-44;91.0;-7;657
-29;14;-162;18;-143.0;132.0;30;124.0;28;653
12;2;-159;17;-82.0;-10.0;51;92.0;41;653
2776;-5079;-166;-1307;731.0;760.0;-295;-1070.0;68;2519
-19;-17;-160;22;-42.0;206.0;66;74.0;-7;650
-8;-11;-159;17;-165.0;-407.0;-42;125.0;-32;657
-33;-44;-156;21;16.0;75.0;-30;-30.0;-71;651
8;1;-160;15;-87.0;-177.0;12;46.0;18;657
16;1;-156;17;35.0;291.0;11;-60.0;31;675
-310;398;-163;-48;241.0;-247.0;14;116.0;-68;813
-1;0;-157;18;-44.0;175.0;-21;255.0;-34;662
-77;21;-160;12;-171.0;133.0;-46;164.0;-1;677
5;31;-160;19;9.0;-158.0;-33;61.0;-12;657
-26;9;-160;17;-8.0;167.0;-29;72.0;30;653
0;-190;-159;-70;-158.0;153.0;10;352.0;-54;725
-6;27;-160;18;-8.0;73.0;68;7.0;12;652
-38;48;-161;17;125.0;-484.0;61;578.0;-60;672
-31;25;176;13;-61.0;-352.0;28;62.0;8;655
17;7;-158;12;22.0;70.0;-18;-4.0;-22;668
-12;20;-158;25;-17.0;0.0;5;-15.0;19;657
-10;-14;-156;13;0.0;-229.0;-34;104.0;15;655
-9;-5;-156;16;31.0;-25.0;-24;101.0;-20;656
41;-26;-157;22;-123.0;-222.0;32;108.0;11;650
-19;7;-156;19;19.0;-154.0;-42;152.0;-5;647
15;-12;-157;19;-8.0;-4.0;-11;109.0;-18;655
4;2;-157;15;-16.0;30.0;-11;100.0;9;658
-13;3;-157;15;-38.0;14.0;15;97.0;-25;653
-11;-16;-156;17;-19.0;-4.0;16;75.0;-42;654
-6;22;-157;18;-14.0;-17.0;-24;23.0;-22;656
0;-30;-156;14;-3.0;-56.0;-16;-11.0;8;659
8;-13;-157;16;-27.0;-32.0;-12;-7.0;9;656
10;16;-156;21;-12.0;-26.0;-25;14.0;-5;652
-29;4;-156;14;-33.0;-16.0;-34;27.0;-12;657
-22;11;-157;18;-37.0;-43.0;-47;-1.0;-24;655
-5;-10;-157;16;-63.0;-32.0;-44;1.0;-22;656
-35;23;-157;15;-37.0;20.0;-14;-13.0;41;658
-27;-13;-157;22;-48.0;40.0;22;-1.0;6;653
-26;-20;-156;23;-25.0;0.0;26;5.0;4;651
-22;-19;-156;23;-39.0;38.0;27;-1.0;-6;652
15;-10;-157;21;5.0;12.0;27;-36.0;29;648
-21;18;-156;17;-60.0;25.0;15;-38.0;-6;655
54;18;-156;24;-111.0;-23.0;3;-90.0;-4;646
0;-5;-156;21;-52.0;7.0;-46;-131.0;21;649
-23;13;-157;17;-94.0;87.0;-40;-148.0;17;653
8;-2;-157;18;-42.0;58.0;-22;-197.0;8;654
-68;40;-154;17;-1.0;5.0;18;-520.0;-33;661
11;-1;-156;20;59.0;131.0;20;-170.0;-17;651
-3;10;-156;16;44.0;146.0;47;-134.0;-2;653
-13;34;-156;29;-132.0;66.0;20;23.0;17;643
-15;17;-157;27;-158.0;102.0;16;12.0;20;644
-15;-22;-157;23;-73.0;195.0;-29;-37.0;-5;646
-16;-20;-156;23;-91.0;-90.0;-35;15.0;-7;646
-14;-23;-156;23;-121.0;-96.0;-31;70.0;-15;645
-15;-19;-157;23;-121.0;89.0;-36;65.0;-10;647
16;-8;-170;14;-113.0;282.0;-16;83.0;10;670
10;24;-156;21;-144.0;-106.0;17;59.0;-42;649
0;-68;-156;19;-54.0;-93.0;15;90.0;-18;649
8;-77;-156;20;-101.0;75.0;17;117.0;-23;647
6;-11;-156;20;-138.0;14.0;33;69.0;5;646
-15;-22;-156;18;-170.0;116.0;69;59.0;-4;657
3;-41;-156;14;-79.0;-209.0;-93;43.0;-5;660
95;55;-169;13;730.0;-160.0;-842;-365.0;-82;664
17;12;-149;26;294.0;-59.0;-158;-152.0;31;665
16;-6;-149;19;159.0;-16.0;-98;-16.0;20;664
-10;-6;-158;20;-29.0;-36.0;36;-1.0;-4;661
49;-21;-149;24;-5.0;-35.0;-10;-26.0;-53;663
7;-28;-149;28;-147.0;-65.0;-26;8.0;-24;662
-8;-62;-149;21;-254.0;39.0;32;14.0;6;662
-22;1;-174;13;-940.0;-110.0;9;75.0;-13;659
1;18;-158;20;-12.0;-1.0;19;-9.0;22;661
-11;27;-157;16;-474.0;194.0;27;123.0;-14;706
-1394;4411;189;-658;492.0;479.0;-5295;-737.0;-1346;1165
-49;-8;-142;17;-240.0;-257.0;-160;-163.0;-53;657
-23;-2;-155;17;-91.0;-181.0;-21;-114.0;1;658
-27;11;-155;18;-91.0;77.0;-15;-57.0;-18;657
-16;-58;-155;26;-56.0;-127.0;-16;-59.0;-33;659
2;-29;-155;22;-10.0;-94.0;-4;23.0;-10;677
-19;-15;-155;20;-20.0;20.0;-20;-2.0;54;667
-44;-9;-155;21;2.0;-33.0;16;-31.0;-13;674
5;3;-155;17;7.0;116.0;14;-50.0;1;675
16;-12;-155;17;29.0;217.0;-24;-50.0;-5;674
-1;-5;-158;21;-68.0;-11.0;-11;12.0;17;659
4;0;-155;18;65.0;152.0;-19;-14.0;5;667
-18;11;-155;14;97.0;101.0;28;-24.0;-29;678
-13;35;-155;14;91.0;92.0;20;-31.0;-28;675
33;47;-155;15;60.0;187.0;-9;-81.0;-1;672
893;-926;-164;46;-480.0;-172.0;37;28.0;24;649
-15;16;-174;27;-329.0;120.0;-3;-77.0;0;662
66;-9;-157;11;21.0;-150.0;17;21.0;-50;664
32;27;-157;17;-21.0;-70.0;13;4.0;-12;658
10;5;-157;15;-1.0;-23.0;15;22.0;-16;655
-21;-16;-157;19;360.0;-154.0;-9;-55.0;-26;677
-61;18;-157;20;81.0;-161.0;-50;-34.0;6;658
-60;60;-157;16;111.0;-202.0;-24;-38.0;27;669
1095;483;-157;23;-35.0;-762.0;-18;54.0;-94;958
-31;24;-158;19;-42.0;-39.0;-7;-8.0;-14;660
-5;2;-158;20;-42.0;7.0;-16;-13.0;-31;661
7;20;-157;14;-11.0;-2.0;-7;25.0;-56;657
-18;-8;-157;19;-22.0;-2.0;24;0.0;-7;653
-26;12;-157;18;-34.0;3.0;12;35.0;-32;646
-26;-13;-157;17;-34.0;52.0;-10;24.0;-12;652
-22;4;-157;18;21.0;-2.0;-12;-12.0;-7;654
12;-21;-157;13;-14.0;-43.0;0;15.0;10;654
9;14;-157;16;-3.0;33.0;-23;23.0;15;651
-29;-12;-157;22;0.0;-4.0;-25;18.0;-25;648
-3;6;-157;20;-17.0;41.0;-14;21.0;-20;650
-13;6;-157;20;2.0;0.0;15;12.0;4;651
-37;-13;-157;18;-25.0;6.0;36;-27.0;-11;656
-41;-33;-157;18;-9.0;41.0;22;0.0;-4;658
9;-20;-157;19;-48.0;31.0;-18;-6.0;24;653
-6;9;-157;20;-59.0;18.0;15;14.0;-11;651
-14;20;-157;23;-66.0;18.0;1;27.0;16;647
-15;-21;-157;20;-72.0;26.0;15;41.0;-10;650
4;15;-157;23;-42.0;70.0;1;1.0;0;645
14;3;-157;19;-44.0;18.0;-27;0.0;-22;655
13;13;-157;22;-35.0;16.0;-42;-2.0;-41;652
-19;7;-157;21;-23.0;112.0;14;-8.0;-36;652
-16;-38;-157;14;-49.0;104.0;-13;14.0;4;654
21;9;-158;27;-61.0;21.0;-7;-17.0;-4;651
-13;-8;-157;27;-49.0;102.0;12;43.0;-12;646
9;5;-157;25;-62.0;77.0;-2;31.0;22;655
-15;-24;-156;24;-132.0;-18.0;-45;-166.0;15;645
4;23;-156;20;-122.0;43.0;-24;-111.0;-13;648
5;-8;-156;16;-118.0;11.0;-23;0.0;-2;655
-5;2;-156;17;-53.0;154.0;-30;50.0;-17;654
18;15;-157;16;-111.0;77.0;-8;65.0;-12;653
-13;-33;-157;19;-134.0;110.0;13;67.0;11;656
24;18;-157;20;-153.0;96.0;7;24.0;16;649
23;1;-157;18;-108.0;60.0;-23;25.0;1;653
-14;-29;-157;22;-108.0;123.0;3;12.0;-9;646
0;-15;-157;20;-185.0;294.0;14;62.0;-28;652
-6;28;-158;18;-48.0;-2.0;-21;-11.0;5;659
191;-595;176;-15;30.0;-110.0;15;-248.0;7;730
27;-20;-157;18;73.0;157.0;-6;133.0;0;663
-17;6;-158;25;-86.0;33.0;-13;1.0;10;656
-24;3;-163;20;119.0;106.0;-49;12.0;68;652
26;-3;-162;21;-51.0;132.0;17;43.0;28;653
-11;6;-162;15;-62.0;-212.0;39;45.0;-24;654
20;31;-157;19;-45.0;399.0;-4;82.0;26;654
-15;-15;-162;19;-38.0;-177.0;-5;14.0;10;652
-14;5;-162;18;-21.0;-119.0;-6;13.0;-2;659
2;3;-162;16;-14.0;-25.0;-6;-7.0;-9;655
-14;-19;-162;23;-13.0;173.0;-5;10.0;-11;648
3;-1;-156;15;-101.0;154.0;-26;-47.0;-48;670
1;-1;-156;14;-170.0;67.0;-35;77.0;9;674
-12;-13;-156;21;-121.0;23.0;-8;65.0;5;660
-16;-10;-156;23;-116.0;-5.0;14;81.0;6;659
-4;-4;-156;18;-120.0;-81.0;17;161.0;17;662
8;0;-156;16;-150.0;-21.0;5;241.0;27;659
-17;23;-159;16;40.0;-60.0;24;338.0;5;658
-5;-5;-162;13;3.0;-275.0;1;18.0;-11;657
12;8;-162;16;-3.0;-50.0;-15;39.0;-10;654
0;-14;-162;19;-21.0;116.0;34;2.0;8;653
7;1;-158;23;-17.0;-17.0;-57;-29.0;17;658
-8;-19;-162;18;-66.0;-4.0;17;7.0;34;655
13;3;-162;11;-81.0;-13.0;-4;51.0;-20;667
25;1;-158;19;-10.0;-2.0;22;-24.0;-10;665
30;-9;-160;18;54.0;302.0;-7;18.0;-34;656
19;16;-158;20;-37.0;-2.0;14;-18.0;-14;659
9;-20;-162;14;-28.0;212.0;25;77.0;-31;658
-26;-30;-158;17;-50.0;0.0;12;-15.0;14;664
11;22;-162;19;-71.0;74.0;22;94.0;-27;656
-18;49;-162;15;-91.0;-206.0;32;123.0;-15;661
-9;16;-156;18;-257.0;-288.0;23;32.0;2;651
-22;6;-158;16;-57.0;0.0;-26;-9.0;45;665
-9;7;-162;19;-202.0;-9.0;-22;-54.0;15;658
-16;14;-156;17;12.0;128.0;22;101.0;-9;666
-16;-10;-156;18;-2.0;120.0;36;27.0;9;664
-1;-19;-156;16;111.0;93.0;9;-92.0;-1;667
4;14;-156;14;69.0;24.0;25;-85.0;-32;667
-2;18;-156;19;14.0;-62.0;8;-74.0;-5;666
3;25;-156;19;4.0;-62.0;3;-56.0;-16;667
-6;12;-156;17;4.0;-50.0;-14;-38.0;-23;667
11;-11;-156;18;-5.0;-66.0;2;9.0;-41;667
11;-10;-156;20;-34.0;-39.0;26;67.0;5;664
-6;-9;-156;21;-81.0;-40.0;7;135.0;18;663
0;33;-156;15;-70.0;-2.0;45;140.0;-4;669
33;-18;-156;18;-119.0;29.0;-36;121.0;-5;669
4;23;-156;14;-110.0;21.0;-32;79.0;-2;669
-3;36;-156;15;-81.0;21.0;-40;78.0;-5;667
-4;9;-156;17;-64.0;14.0;-13;54.0;-6;667
-25;12;-156;20;6.0;36.0;-21;11.0;-14;668
-7;2;-156;19;37.0;21.0;-54;19.0;-13;665
-15;13;-156;23;37.0;49.0;27;-33.0;-24;663
-11;4;-156;15;29.0;39.0;-1;4.0;-27;667
-4;2;-156;16;49.0;84.0;-14;-19.0;-18;666
-23;13;-156;42;15.0;26.0;6;-19.0;9;654
-23;7;-156;24;8.0;-28.0;14;65.0;-28;661
-2944;883;-158;-270;-620.0;-889.0;-15;618.0;-67;1017
-157;-10;-156;4;-126.0;-163.0;-32;99.0;-19;687
-102;-36;-156;27;-166.0;-178.0;5;79.0;-52;651
-82;-62;-156;19;-197.0;-176.0;-1;48.0;-30;653
-29;-17;-156;14;-192.0;-232.0;5;61.0;7;657
-15;13;-158;19;-35.0;-8.0;-6;2.0;34;660
-10;-3;-162;19;-4.0;28.0;35;-39.0;-22;659
27;-1;-158;16;-46.0;0.0;-25;17.0;-22;665
2;-3;-162;18;-45.0;-236.0;56;23.0;32;656
-22;23;-162;15;-82.0;22.0;-8;-19.0;21;663
12;-15;-162;19;-85.0;69.0;40;18.0;11;656
6;2;-162;17;-12.0;-253.0;-64;56.0;11;660
-6;-26;-162;18;-104.0;-175.0;27;-8.0;-21;655
-6;5;-162;15;-114.0;-42.0;-30;-28.0;-19;661
5;12;-162;12;-15.0;-201.0;3;76.0;-51;660
-12;16;-162;19;-94.0;-97.0;-24;57.0;-20;658
-9;-12;-162;19;-94.0;170.0;2;88.0;-39;656
