Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
-53.0;-17;180.0;-175;-17;?;-58;1;?;126.0;-51.0;-48.0;329
-38.0;-54;187.0;-175;-54;293.0;-58;?;-153;146.0;-70.0;-55.0;330
18.0;-4;201.0;-175;-4;?;-58;2;?;154.0;?;-75.0;329
22.0;-1;195.0;-175;?;340.0;-59;-3;-154;?;-53.0;-78.0;326
-43.0;-48;?;-175;-48;375.0;-59;2;-154;124.0;-48.0;-48.0;327
-11.0;7;209.0;-175;7;374.0;-59;1;?;151.0;-51.0;-29.0;329
-67.0;8;204.0;-175;8;354.0;-59;-4;-154;130.0;-48.0;-30.0;333
-54.0;-57;173.0;?;-57;334.0;-59;2;-154;151.0;-56.0;?;338
-48.0;-19;193.0;-175;-19;333.0;-59;-1;-154;?;-61.0;-35.0;338
-64.0;21;190.0;-175;21;342.0;-59;-3;-153;?;-67.0;-64.0;338
-96.0;?;197.0;-175;1;355.0;-59;-2;-154;126.0;-56.0;-68.0;?
-93.0;-5;191.0;-175;-5;355.0;-59;-4;-154;130.0;?;-65.0;335
-104.0;-14;164.0;-175;-14;337.0;-59;7;-154;145.0;-47.0;?;333
-138.0;2;188.0;-175;2;363.0;-59;7;?;146.0;-46.0;-26.0;332
-160.0;17;204.0;-175;17;346.0;-59;0;-154;143.0;?;-21.0;340
-166.0;-37;221.0;-175;-37;340.0;-59;-1;?;?;-47.0;-40.0;343
-141.0;-25;206.0;-175;-25;352.0;-59;-2;-153;134.0;-58.0;-29.0;338
-118.0;-4;215.0;-175;-4;357.0;-59;?;-154;111.0;-57.0;-44.0;342
-127.0;-56;202.0;-175;-56;356.0;-59;3;-154;149.0;-52.0;-65.0;341
-99.0;5;209.0;-175;5;367.0;-59;?;-153;142.0;-38.0;-69.0;334
-113.0;?;211.0;-175;23;380.0;-59;6;-153;142.0;-37.0;-39.0;341
?;-54;211.0;-175;?;371.0;-59;3;-154;130.0;-46.0;-47.0;341
-136.0;-1;202.0;-175;-1;381.0;-59;-4;-154;120.0;-41.0;-18.0;339
-132.0;38;211.0;-175;?;345.0;-60;-4;-154;112.0;-38.0;-31.0;344
-115.0;-30;221.0;-175;-30;352.0;-59;2;-154;126.0;-46.0;-29.0;337
-138.0;-48;220.0;-175;-48;352.0;-59;0;?;132.0;-53.0;-27.0;339
-143.0;7;225.0;-175;?;352.0;-59;2;-154;?;-46.0;-36.0;337
-157.0;?;226.0;-175;27;354.0;-59;6;-154;126.0;-47.0;-28.0;?
-151.0;28;227.0;?;28;375.0;-59;-2;-154;117.0;-42.0;-33.0;352
-128.0;28;221.0;-175;28;380.0;-59;-1;-154;135.0;-43.0;-38.0;351
-153.0;-1;224.0;?;-1;375.0;-59;6;-154;154.0;-45.0;-6.0;333
-140.0;?;236.0;-174;26;353.0;-59;1;-154;178.0;-42.0;-23.0;326
?;?;242.0;-177;109;359.0;-59;-9;-154;207.0;-41.0;-44.0;353
-118.0;123;231.0;-172;123;379.0;-58;-10;-154;?;-35.0;-49.0;356
-135.0;86;181.0;-177;86;373.0;-58;-17;-154;211.0;-34.0;-47.0;321
-126.0;77;157.0;-177;77;376.0;-58;?;-154;193.0;-31.0;-57.0;326
-121.0;80;141.0;-166;80;381.0;-58;-13;-153;186.0;?;-77.0;342
-145.0;69;?;?;69;374.0;-57;?;-154;235.0;-49.0;-87.0;?
-133.0;39;29.0;-150;39;354.0;-57;31;?;246.0;-56.0;-112.0;315
-141.0;-4;30.0;-209;-4;?;-57;?;-152;268.0;-61.0;-149.0;316
-155.0;-2;?;?;-2;361.0;-57;-396;-148;316.0;?;-184.0;312
-134.0;16;92.0;145;16;352.0;-56;-281;?;353.0;-87.0;-185.0;309
-129.0;5;78.0;?;5;349.0;-56;-264;-150;303.0;-96.0;-183.0;309
?;20;?;200;20;303.0;-56;-207;-147;?;-103.0;-169.0;319
-102.0;?;?;62;14;?;-56;127;-177;293.0;-114.0;-95.0;305
-113.0;-21;7.0;-217;-21;253.0;-56;-239;-156;196.0;-133.0;?;306
-105.0;8;-21.0;-168;8;268.0;-56;-282;-177;189.0;-182.0;-121.0;322
-130.0;7;-32.0;-160;7;?;-56;-361;-197;271.0;-261.0;-118.0;309
-145.0;-62;0.0;-179;-62;293.0;-56;?;82;333.0;-258.0;-112.0;319
-137.0;11;125.0;-152;11;311.0;-55;1203;223;391.0;-199.0;-137.0;302
?;-51;199.0;-172;-51;324.0;-55;?;155;424.0;-149.0;-62.0;293
-117.0;?;246.0;-164;10;320.0;?;-196;?;343.0;-127.0;16.0;306
-99.0;-74;381.0;-169;-74;?;-55;95;176;376.0;-69.0;39.0;322
?;-213;396.0;-170;-213;326.0;-56;144;173;442.0;-73.0;83.0;359
-98.0;56;?;-168;56;333.0;-56;-88;181;119.0;-123.0;188.0;356
-131.0;-373;374.0;-170;-373;375.0;-56;139;173;355.0;-152.0;123.0;554
-123.0;1337;378.0;-169;1337;437.0;-59;-13;179;364.0;-178.0;61.0;891
-112.0;3425;410.0;-169;3425;?;-62;66;176;334.0;-133.0;?;730
-99.0;2119;434.0;-169;2119;527.0;-61;48;?;?;-36.0;89.0;189
-154.0;-16;176.0;214;-16;429.0;-7;-1255;179;?;-78.0;-366.0;487
-214.0;681;147.0;133;681;518.0;?;-880;163;536.0;-92.0;-308.0;179
-171.0;?;70.0;134;193;642.0;-6;235;125;482.0;-94.0;-225.0;222
?;44;33.0;133;44;390.0;-6;56;114;440.0;-10.0;-203.0;265
-354.0;203;36.0;126;203;298.0;-6;-481;111;331.0;-235.0;-237.0;220
-390.0;47;46.0;145;47;170.0;-6;-428;?;526.0;-309.0;-291.0;249
-521.0;156;?;138;156;124.0;-6;-263;112;436.0;?;?;?
-745.0;107;67.0;152;107;269.0;-6;-43;106;629.0;-335.0;-200.0;227
-205.0;122;66.0;148;122;298.0;-6;170;101;654.0;-321.0;-230.0;225
-415.0;146;60.0;150;146;228.0;-6;399;96;611.0;-275.0;-268.0;?
-206.0;26;75.0;174;26;190.0;-6;594;96;?;-252.0;-166.0;186
-20.0;?;53.0;143;-26;227.0;-6;574;99;454.0;-200.0;-95.0;240
-49.0;?;45.0;212;-13;267.0;-6;330;102;469.0;-203.0;-106.0;173
-222.0;-76;56.0;112;-76;283.0;-6;300;108;417.0;-275.0;-127.0;255
-143.0;-39;46.0;-184;-39;268.0;?;398;117;526.0;-328.0;-191.0;380
-174.0;?;48.0;-188;30;246.0;-6;377;130;596.0;-270.0;-146.0;213
-253.0;64;53.0;-156;64;280.0;-5;484;139;509.0;-164.0;-168.0;184
?;73;45.0;-170;?;277.0;-5;577;143;554.0;-93.0;-203.0;?
-258.0;228;27.0;-170;228;260.0;-4;?;143;602.0;-50.0;-60.0;228
-117.0;243;286.0;-160;243;282.0;-4;705;139;905.0;-109.0;27.0;?
123.0;496;493.0;-174;496;283.0;-2;-41;130;960.0;-157.0;123.0;230
592.0;810;249.0;-206;810;289.0;0;?;117;?;-196.0;?;69
302.0;295;400.0;71;295;281.0;?;555;111;591.0;-225.0;-38.0;49
26.0;547;314.0;219;547;296.0;6;?;111;211.0;?;154.0;100
-8.0;1283;?;168;1283;418.0;13;257;111;326.0;-104.0;121.0;-96
1.0;3250;328.0;178;3250;571.0;18;85;112;136.0;-74.0;?;227
-26.0;4614;321.0;179;4614;540.0;19;77;112;229.0;-77.0;33.0;584
-78.0;1471;346.0;207;1471;?;19;85;112;295.0;-76.0;9.0;-112
?;-622;353.0;-54;-622;585.0;19;?;?;263.0;-40.0;6.0;-341
-111.0;-676;?;-231;-676;575.0;18;61;112;354.0;-32.0;2.0;-110
-94.0;-1221;291.0;-156;-1221;437.0;16;56;113;396.0;27.0;34.0;-173
-113.0;?;?;-186;-1596;339.0;14;79;112;332.0;58.0;128.0;-176
-105.0;-1424;298.0;?;-1424;279.0;11;76;112;141.0;14.0;162.0;-77
?;-15;289.0;-173;-15;319.0;6;53;113;-4.0;31.0;141.0;143
55.0;507;303.0;-184;507;392.0;2;35;113;-88.0;-23.0;118.0;52
?;312;295.0;-174;312;398.0;-3;40;113;?;-37.0;132.0;1
359.0;348;278.0;-182;348;459.0;-7;38;113;-120.0;33.0;137.0;84
232.0;1064;288.0;?;1064;506.0;-9;44;113;-62.0;118.0;126.0;319
-2.0;3279;279.0;-177;3279;509.0;-12;37;112;-18.0;?;148.0;818
-348.0;3096;342.0;-184;?;470.0;-13;0;112;31.0;111.0;242.0;521
-502.0;-756;402.0;-169;-756;456.0;?;-26;112;?;100.0;243.0;-30
-324.0;-2998;365.0;-193;-2998;447.0;-11;-148;112;66.0;116.0;104.0;529
-8.0;-2983;184.0;-160;-2983;428.0;-10;-208;114;90.0;135.0;-40.0;1251
-129.0;-1625;23.0;-186;-1625;?;?;-227;117;64.0;169.0;-48.0;2027
-290.0;563;53.0;-190;563;547.0;-8;-320;119;65.0;182.0;81.0;?
?;408;44.0;105;408;643.0;-6;-213;119;12.0;158.0;112.0;37
-397.0;-148;63.0;160;-148;545.0;-6;-518;118;93.0;150.0;?;-79
-296.0;293;27.0;?;293;425.0;-6;-1414;122;186.0;152.0;59.0;595
-350.0;232;66.0;49;232;361.0;-6;-1136;121;222.0;?;104.0;176
-495.0;?;78.0;52;223;314.0;-6;-235;112;280.0;104.0;117.0;268
-388.0;154;89.0;69;154;400.0;-6;-347;102;293.0;64.0;121.0;267
-61.0;127;79.0;94;127;411.0;?;?;90;314.0;-8.0;27.0;207
114.0;182;52.0;128;182;366.0;?;-166;?;272.0;-63.0;?;265
67.0;115;47.0;118;115;352.0;-6;-295;87;250.0;-52.0;-135.0;215
-85.0;?;58.0;182;104;374.0;-6;-112;94;220.0;-36.0;-95.0;243
-237.0;72;37.0;159;72;359.0;-7;-8;102;225.0;-74.0;-83.0;221
-131.0;5;40.0;-139;5;?;-7;283;110;178.0;-88.0;-8.0;229
?;64;64.0;-207;64;285.0;-7;678;114;77.0;-80.0;-8.0;246
-1039.0;44;81.0;-144;44;228.0;?;426;114;-2.0;-87.0;-23.0;255
-609.0;-18;154.0;-187;-18;249.0;-8;1325;118;-62.0;-105.0;-82.0;233
67.0;-11;104.0;-153;-11;260.0;-8;2111;125;-38.0;-122.0;-57.0;236
-3.0;-11;20.0;-160;-11;276.0;-8;1681;129;-14.0;-119.0;20.0;230
-167.0;35;84.0;-169;35;267.0;-7;1723;134;-47.0;-66.0;132.0;224
-29.0;231;356.0;-144;231;290.0;?;504;127;-88.0;-10.0;287.0;282
-52.0;?;327.0;-225;408;258.0;-3;-614;112;-89.0;31.0;366.0;160
-61.0;-472;?;-62;?;296.0;?;-523;104;-176.0;28.0;206.0;77
7.0;-1534;194.0;208;-1534;396.0;7;-408;102;-329.0;19.0;91.0;126
79.0;?;235.0;178;-465;424.0;11;86;101;-240.0;114.0;198.0;141
?;1119;296.0;167;1119;568.0;16;63;100;?;205.0;123.0;402
-19.0;?;308.0;189;895;635.0;18;-36;100;300.0;224.0;59.0;516
17.0;631;?;169;631;487.0;18;89;100;417.0;?;-50.0;147
94.0;601;308.0;183;601;400.0;?;27;100;373.0;315.0;?;-122
73.0;188;295.0;177;188;359.0;15;?;101;323.0;225.0;32.0;-25
82.0;248;?;178;248;495.0;13;24;101;234.0;65.0;15.0;32
155.0;478;295.0;177;478;418.0;?;32;101;?;-45.0;57.0;90
43.0;1093;?;183;1093;294.0;3;26;102;100.0;-93.0;76.0;289
-93.0;1301;260.0;171;1301;279.0;1;29;?;10.0;-77.0;137.0;240
?;1357;307.0;188;1357;380.0;-2;28;102;-39.0;-41.0;181.0;441
-187.0;1392;272.0;173;1392;397.0;-10;31;103;?;-24.0;93.0;766
-228.0;2917;286.0;176;?;399.0;-12;23;102;-80.0;-29.0;26.0;974
109.0;?;251.0;211;3736;399.0;-14;-17;102;?;?;55.0;1245
292.0;-1038;371.0;-37;?;?;-14;-35;102;46.0;36.0;129.0;457
?;-1843;295.0;-241;-1843;445.0;-13;-140;103;128.0;80.0;81.0;253
-622.0;-339;128.0;-140;?;?;?;-239;?;120.0;90.0;-14.0;2288
-517.0;-1173;27.0;-194;?;413.0;-12;-353;110;50.0;88.0;6.0;1469
-218.0;1074;?;-192;1074;415.0;-10;-499;110;?;97.0;39.0;?
-327.0;636;87.0;95;636;506.0;-9;-413;105;-42.0;88.0;42.0;-730
-395.0;-405;98.0;?;?;521.0;-9;-954;100;43.0;61.0;148.0;446
-448.0;460;112.0;13;460;441.0;-9;-2227;96;150.0;87.0;231.0;108
-496.0;108;?;57;108;352.0;-9;-1744;89;210.0;117.0;233.0;?
?;206;95.0;59;206;316.0;-9;-372;80;224.0;104.0;160.0;224
-380.0;211;104.0;74;211;356.0;-9;-460;74;222.0;24.0;56.0;209
-406.0;128;70.0;94;?;405.0;-9;-387;68;221.0;-29.0;-49.0;273
-291.0;139;53.0;137;139;487.0;-9;-113;67;188.0;-61.0;-65.0;223
?;59;42.0;130;59;457.0;-9;-295;71;?;-20.0;-188.0;268
-233.0;57;68.0;187;57;?;?;71;77;95.0;19.0;-208.0;245
?;?;28.0;156;35;300.0;-9;135;80;69.0;19.0;-101.0;?
678.0;?;?;-145;?;261.0;-9;391;82;30.0;-14.0;-95.0;225
660.0;-24;87.0;-209;-24;224.0;?;1309;?;61.0;-36.0;-136.0;247
-707.0;27;231.0;?;?;164.0;-9;1481;89;43.0;-30.0;-94.0;217
-241.0;62;162.0;-186;62;205.0;-8;2885;97;127.0;?;-61.0;244
-1287.0;139;144.0;-151;139;240.0;-8;1263;114;129.0;-48.0;56.0;274
309.0;325;296.0;-170;325;271.0;-7;?;121;151.0;-31.0;78.0;226
-332.0;482;394.0;-183;482;269.0;-5;-758;105;?;-22.0;236.0;69
-157.0;8;285.0;-154;?;256.0;-2;850;94;116.0;-17.0;?;-93
-116.0;-1109;230.0;-228;-1109;334.0;3;-98;94;-116.0;-24.0;110.0;122
133.0;-606;333.0;-57;-606;381.0;9;91;91;-296.0;-26.0;247.0;?
-133.0;1396;289.0;210;?;459.0;13;?;88;-155.0;9.0;87.0;171
-47.0;1471;277.0;177;1471;641.0;15;37;87;51.0;55.0;-62.0;56
0.0;3;268.0;169;3;635.0;15;62;87;162.0;96.0;47.0;-123
-105.0;-230;291.0;189;-230;?;?;38;?;194.0;179.0;-6.0;-84
-62.0;-41;268.0;171;-41;460.0;11;37;87;205.0;222.0;53.0;-26
-29.0;109;253.0;180;109;491.0;8;27;87;226.0;129.0;15.0;-13
-54.0;554;240.0;180;554;487.0;4;42;87;150.0;-27.0;53.0;277
9.0;1002;249.0;?;1002;324.0;0;48;87;82.0;-44.0;108.0;296
95.0;1305;256.0;173;1305;300.0;-5;44;87;39.0;?;165.0;213
?;1144;280.0;195;1144;347.0;-11;?;88;-1.0;?;121.0;?
47.0;1475;240.0;149;1475;365.0;-15;6;88;-14.0;-7.0;77.0;-10
-94.0;1106;?;219;1106;386.0;-18;9;88;-25.0;2.0;89.0;249
-53.0;1020;292.0;129;?;415.0;-19;28;89;45.0;31.0;?;-264
-224.0;1311;449.0;-172;1311;445.0;-18;-130;91;139.0;39.0;249.0;-810
251.0;-2117;281.0;-184;-2117;485.0;-18;-235;92;123.0;60.0;52.0;873
?;-4332;5.0;-206;-4332;445.0;-18;-233;95;?;82.0;2.0;442
-339.0;-1434;-93.0;-22;-1434;441.0;-18;-421;98;-50.0;108.0;-138.0;1507
-803.0;474;217.0;211;474;?;-16;-317;94;-76.0;116.0;-191.0;2232
?;33;78.0;?;33;620.0;?;-654;77;-5.0;92.0;-65.0;?
-174.0;403;106.0;34;403;565.0;-16;?;67;119.0;72.0;165.0;59
-316.0;500;43.0;43;500;375.0;-16;-1828;68;217.0;?;244.0;435
?;93;61.0;37;93;202.0;-16;-811;49;199.0;149.0;228.0;148
-433.0;104;43.0;?;104;138.0;-16;-512;34;?;107.0;106.0;416
-394.0;25;14.0;83;25;199.0;-16;-641;?;142.0;2.0;51.0;173
-350.0;-10;-8.0;125;-10;445.0;-16;-527;?;162.0;-95.0;-121.0;285
-389.0;-26;-19.0;151;-26;503.0;-15;-471;53;?;-110.0;182.0;?
-465.0;-101;?;142;-101;465.0;-15;-400;66;228.0;-37.0;-149.0;259
-238.0;-1;?;217;-1;?;-15;?;?;236.0;30.0;-70.0;271
-427.0;8;3.0;35;8;298.0;-15;213;94;255.0;0.0;?;313
463.0;22;226.0;-218;22;214.0;-15;2034;113;?;-49.0;-51.0;245
?;60;265.0;-166;60;?;-15;?;125;310.0;-83.0;55.0;?
-118.0;-36;123.0;-160;-36;180.0;-14;1416;130;300.0;-89.0;108.0;?
-540.0;139;381.0;-181;139;186.0;-14;?;136;163.0;-99.0;21.0;261
?;28;446.0;?;?;226.0;-10;814;122;125.0;-118.0;207.0;228
-223.0;-615;337.0;-195;-615;284.0;-8;1033;111;87.0;-114.0;368.0;-3
397.0;?;302.0;-159;-1541;?;-3;1000;114;-84.0;-105.0;272.0;-29
-568.0;-979;259.0;-184;-979;555.0;5;294;107;-300.0;-110.0;171.0;?
-236.0;823;197.0;-200;823;587.0;10;51;104;-298.0;-58.0;293.0;351
19.0;605;254.0;86;605;594.0;14;59;104;-178.0;-9.0;271.0;449
41.0;42;266.0;223;42;669.0;16;11;102;-142.0;66.0;205.0;785
-172.0;365;288.0;?;?;604.0;14;55;102;-86.0;191.0;217.0;312
-12.0;71;259.0;189;71;487.0;12;21;102;22.0;313.0;195.0;-76
65.0;168;289.0;179;168;570.0;?;?;103;64.0;340.0;156.0;136
-18.0;905;?;?;905;594.0;?;29;102;-2.0;228.0;186.0;369
27.0;1462;270.0;182;1462;488.0;-8;29;103;-24.0;173.0;?;624
67.0;?;254.0;180;?;375.0;-13;21;104;-29.0;?;221.0;?
92.0;2035;285.0;177;?;419.0;-19;34;104;-32.0;193.0;249.0;674
26.0;1153;262.0;183;1153;474.0;-25;22;103;18.0;?;195.0;563
133.0;1819;219.0;179;1819;432.0;-30;15;101;92.0;166.0;156.0;1027
11.0;3495;252.0;172;3495;436.0;-30;0;100;143.0;181.0;168.0;1510
-251.0;-110;?;209;-110;486.0;-28;-117;?;195.0;178.0;199.0;-449
-438.0;-3252;319.0;29;-3252;505.0;-28;-197;107;244.0;183.0;98.0;913
86.0;-3531;-72.0;-259;-3531;481.0;-32;-446;106;181.0;175.0;-61.0;2382
?;-3061;-23.0;-114;-3061;471.0;-32;-484;114;106.0;165.0;-58.0;-1636
-355.0;-653;?;165;-653;522.0;-32;-526;?;72.0;136.0;-108.0;-2739
-896.0;-94;66.0;97;-94;555.0;-33;-1644;28;173.0;93.0;-60.0;?
-499.0;85;86.0;?;85;540.0;-33;-2224;-34;261.0;48.0;?;582
?;418;?;55;418;411.0;-33;-1159;-29;325.0;24.0;319.0;112
-458.0;?;50.0;57;?;336.0;-33;-525;-15;215.0;82.0;282.0;333
-474.0;89;55.0;66;89;?;-33;-827;-12;45.0;60.0;94.0;241
-517.0;-14;23.0;82;-14;?;-33;-759;-9;301.0;-54.0;-109.0;215
-515.0;-92;-26.0;115;-92;461.0;-33;?;-2;63.0;-130.0;-103.0;248
-496.0;-146;-54.0;120;-146;?;-34;4;8;117.0;-126.0;-117.0;221
?;-46;0.0;203;-46;483.0;-34;314;18;21.0;-74.0;-152.0;260
?;-93;15.0;79;-93;302.0;-34;346;?;?;?;-171.0;229
316.0;-375;64.0;-196;-375;197.0;-34;574;28;-89.0;-51.0;-11.0;285
-515.0;-284;34.0;?;-284;156.0;-35;1185;66;?;?;-67.0;311
756.0;-227;-24.0;-155;-227;189.0;-35;1809;118;4.0;-32.0;-32.0;?
291.0;-130;-40.0;-178;-130;204.0;-35;2116;?;?;-38.0;-30.0;332
?;?;178.0;-155;-262;239.0;?;1883;145;156.0;2.0;121.0;?
-1154.0;-152;145.0;-175;-152;287.0;-33;1097;134;326.0;46.0;?;457
454.0;-417;?;-176;-417;319.0;-28;381;110;393.0;56.0;152.0;418
158.0;-1270;80.0;-177;-1270;334.0;-21;143;109;196.0;?;501.0;212
?;-850;323.0;-179;-850;387.0;-17;65;109;1.0;?;407.0;421
-189.0;-62;?;?;?;481.0;-8;?;105;-83.0;21.0;253.0;356
18.0;1201;385.0;-179;1201;619.0;-3;19;?;5.0;47.0;181.0;425
-78.0;1668;405.0;-179;1668;630.0;-5;60;105;111.0;-21.0;158.0;173
-214.0;-925;367.0;-179;-925;776.0;-5;37;105;119.0;43.0;162.0;-440
?;-2254;315.0;-179;-2254;586.0;-3;25;?;97.0;236.0;171.0;218
54.0;-480;264.0;?;?;510.0;-2;27;102;43.0;245.0;167.0;675
-55.0;338;238.0;-180;338;525.0;?;-11;?;-3.0;123.0;191.0;349
-55.0;-205;257.0;-178;-205;499.0;0;38;103;-52.0;18.0;141.0;184
95.0;125;355.0;-180;125;489.0;1;-20;?;-98.0;83.0;110.0;389
35.0;?;284.0;-179;516;446.0;3;-111;104;-69.0;127.0;97.0;295
38.0;261;293.0;-177;261;486.0;3;23;105;?;122.0;121.0;223
4.0;653;357.0;-184;653;456.0;?;36;108;62.0;105.0;?;278
53.0;1203;558.0;-169;1203;391.0;3;19;109;88.0;110.0;126.0;-495
-217.0;12;602.0;?;?;356.0;2;-50;109;204.0;119.0;128.0;1286
?;907;231.0;-167;907;407.0;2;-135;112;224.0;109.0;?;-1205
175.0;1821;29.0;-181;1821;468.0;2;-240;117;245.0;89.0;-32.0;-5538
382.0;-1064;70.0;?;?;540.0;1;-377;122;220.0;119.0;76.0;-765
-117.0;-647;62.0;72;-647;?;1;-72;126;126.0;105.0;-29.0;1037
-789.0;599;17.0;214;599;582.0;1;49;125;?;80.0;71.0;-243
-458.0;-245;-8.0;131;-245;572.0;1;-67;120;183.0;41.0;145.0;753
-328.0;85;31.0;146;85;464.0;?;-171;115;251.0;-3.0;228.0;175
-515.0;77;15.0;123;77;?;1;?;110;?;37.0;207.0;344
?;96;4.0;?;96;352.0;?;-832;105;244.0;41.0;160.0;413
-629.0;121;?;118;121;312.0;1;-560;107;121.0;-25.0;-63.0;219
-376.0;?;11.0;124;?;386.0;1;-492;114;42.0;-97.0;-133.0;371
-333.0;165;-9.0;125;165;491.0;1;-483;?;-95.0;-123.0;?;294
-432.0;43;-4.0;?;43;431.0;1;-311;129;?;-91.0;-376.0;305
-484.0;75;3.0;?;75;321.0;1;-257;134;-41.0;-58.0;-181.0;274
-218.0;-2;?;?;?;?;0;-165;136;47.0;-17.0;-144.0;283
-278.0;-75;3.0;212;-75;167.0;0;208;139;122.0;23.0;-28.0;314
-223.0;-54;-77.0;10;?;105.0;0;713;?;146.0;27.0;27.0;268
-349.0;-97;?;-218;-97;77.0;1;1603;145;?;5.0;?;352
122.0;-229;135.0;-162;-229;190.0;2;1521;146;149.0;-22.0;95.0;?
-829.0;201;234.0;-170;201;277.0;4;12;147;264.0;-37.0;156.0;383
-452.0;624;78.0;-183;624;383.0;6;?;146;385.0;-51.0;178.0;348
?;?;187.0;-167;23;511.0;10;-74;145;329.0;-15.0;232.0;137
?;-116;257.0;-181;-116;495.0;15;22;145;108.0;21.0;271.0;35
76.0;-1781;?;-172;-1781;551.0;?;?;145;-9.0;39.0;397.0;195
-167.0;-2387;380.0;-176;-2387;666.0;27;4;145;-19.0;20.0;470.0;207
?;-69;357.0;-176;-69;635.0;30;18;145;-62.0;-34.0;351.0;-10
-206.0;-1094;317.0;-175;-1094;602.0;30;19;145;?;-35.0;180.0;-64
-353.0;?;278.0;-176;-1798;612.0;33;-14;145;?;86.0;100.0;438
-305.0;-87;294.0;-175;-87;611.0;35;-19;145;-82.0;201.0;69.0;582
-100.0;?;312.0;-175;-79;763.0;34;-58;145;-151.0;161.0;52.0;291
45.0;-88;337.0;-175;-88;670.0;33;-72;146;?;108.0;98.0;233
82.0;489;291.0;-174;489;482.0;30;?;146;-77.0;156.0;150.0;?
?;682;298.0;-174;682;412.0;27;?;?;80.0;177.0;245.0;88
73.0;850;348.0;-172;850;375.0;25;100;147;213.0;159.0;394.0;60
47.0;822;340.0;-175;822;296.0;18;29;?;238.0;165.0;512.0;167
-197.0;1485;385.0;-171;1485;?;10;57;147;89.0;?;?;356
-222.0;1830;493.0;-174;1830;207.0;4;-7;147;-15.0;188.0;?;229
-329.0;1049;378.0;-175;1049;502.0;0;-321;147;103.0;100.0;242.0;92
-157.0;1403;57.0;-166;1403;628.0;-1;-228;147;148.0;?;149.0;193
449.0;805;12.0;-185;805;706.0;-3;-224;148;150.0;164.0;81.0;328
398.0;-560;?;-151;-560;772.0;-5;-141;149;68.0;275.0;108.0;412
-673.0;-266;127.0;-192;-266;696.0;-4;66;150;-5.0;346.0;84.0;?
-601.0;94;-37.0;-160;94;705.0;-5;72;149;?;220.0;-17.0;258
-318.0;95;-34.0;118;95;629.0;?;118;145;234.0;163.0;-20.0;256
-358.0;64;-88.0;170;64;504.0;-5;?;143;287.0;186.0;-10.0;?
-522.0;21;-44.0;102;21;377.0;-5;-545;145;305.0;195.0;?;302
-449.0;79;49.0;129;79;?;-5;-477;147;254.0;84.0;109.0;283
-442.0;69;-26.0;101;69;280.0;-5;-742;147;136.0;-30.0;?;278
-374.0;81;-57.0;109;?;200.0;-5;-686;147;21.0;-73.0;142.0;276
-315.0;268;-28.0;111;268;263.0;-4;-432;146;-72.0;-63.0;11.0;248
-325.0;406;?;102;406;328.0;-4;-293;145;-279.0;-73.0;9.0;267
?;304;-23.0;148;304;372.0;-2;-234;160;-394.0;-70.0;37.0;221
-426.0;191;39.0;118;191;311.0;-1;-38;148;-291.0;-41.0;?;108
?;104;59.0;168;104;277.0;0;-133;166;-97.0;?;-28.0;96
-509.0;-136;46.0;177;-136;198.0;0;?;171;101.0;14.0;-52.0;117
-389.0;-210;79.0;?;?;152.0;0;864;160;210.0;83.0;-14.0;159
20.0;-7;37.0;-203;-7;191.0;0;781;223;272.0;190.0;8.0;246
-825.0;-176;260.0;-134;-176;245.0;1;2595;10;228.0;234.0;158.0;?
-373.0;332;303.0;-176;332;334.0;1;1501;-221;239.0;140.0;330.0;?
-266.0;456;63.0;?;456;477.0;4;-1385;-166;382.0;104.0;344.0;301
?;287;138.0;-170;287;477.0;8;-77;-176;198.0;146.0;188.0;200
-261.0;410;189.0;-174;410;499.0;12;228;-186;61.0;146.0;43.0;210
-314.0;-1344;?;-169;-1344;648.0;15;-199;-172;111.0;90.0;190.0;-39
-158.0;-424;232.0;-174;-424;756.0;?;210;-184;110.0;?;295.0;-256
-17.0;547;368.0;-171;547;?;15;-42;-178;?;90.0;257.0;-242
21.0;-1722;326.0;-172;-1722;528.0;16;?;-179;18.0;15.0;?;-101
72.0;-1511;?;-172;-1511;445.0;17;33;-179;-21.0;119.0;127.0;211
-28.0;-720;262.0;-172;?;600.0;?;-2;-184;15.0;139.0;75.0;229
?;-645;310.0;-172;-645;640.0;17;44;-169;50.0;?;86.0;?
-65.0;-755;319.0;?;-755;537.0;15;26;-196;98.0;50.0;159.0;72
-62.0;?;319.0;-172;-601;465.0;?;39;-160;128.0;96.0;170.0;326
-97.0;539;?;-172;539;428.0;8;39;-193;36.0;80.0;176.0;250
-157.0;721;367.0;-172;721;423.0;3;28;-195;-3.0;27.0;127.0;134
-172.0;414;346.0;-172;414;402.0;-4;-22;114;-74.0;?;187.0;?
?;807;407.0;-173;807;431.0;-15;8;198;-99.0;?;251.0;?
