Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
70.0;-8;212.0;-179;-8;352.0;-10;-2;101;60.0;13.0;59.0;274
9.0;9;351.0;177;9;540.0;-97;-3;15;17.0;70.0;89.0;254
-31.0;1;369.0;177;1;504.0;-97;-7;14;60.0;70.0;102.0;249
69.0;3;211.0;-179;3;398.0;-10;-2;101;53.0;19.0;57.0;276
-8.0;13;211.0;-179;13;379.0;-10;-3;101;59.0;17.0;60.0;267
-15.0;33;224.0;-179;33;364.0;-10;2;101;87.0;55.0;56.0;278
-21.0;7;229.0;-179;7;380.0;-10;-1;101;86.0;56.0;65.0;278
-38.0;-17;219.0;-179;-17;393.0;-10;-1;101;83.0;64.0;62.0;277
-8.0;-24;218.0;-179;-24;379.0;-10;2;101;80.0;83.0;58.0;279
12.0;-9;203.0;-179;-9;391.0;-10;4;101;96.0;75.0;66.0;279
28.0;10;209.0;-179;10;366.0;-10;2;101;118.0;79.0;69.0;278
15.0;-38;205.0;-179;-38;370.0;-10;2;101;101.0;75.0;57.0;275
27.0;-30;221.0;-179;-30;390.0;-10;4;101;54.0;66.0;44.0;283
44.0;16;223.0;-179;16;395.0;-10;-2;101;142.0;65.0;52.0;279
-6.0;19;375.0;177;19;502.0;-90;-3;16;54.0;113.0;85.0;260
8.0;1;222.0;-179;1;389.0;-10;-2;101;117.0;57.0;57.0;275
9.0;-3;346.0;176;-3;475.0;-90;-12;16;71.0;104.0;79.0;250
-24.0;11;345.0;179;11;495.0;-90;-8;15;91.0;101.0;86.0;255
27.0;-1;225.0;-179;-1;378.0;-10;-1;101;148.0;63.0;77.0;277
36.0;21;220.0;-179;21;396.0;-10;3;101;142.0;64.0;69.0;277
16.0;10;214.0;-179;10;391.0;-10;3;101;133.0;67.0;74.0;279
20.0;-8;211.0;-179;-8;384.0;-10;-2;101;211.0;80.0;57.0;282
20.0;-18;210.0;-179;-18;391.0;-10;-9;101;208.0;63.0;49.0;279
25.0;14;212.0;-179;14;371.0;-10;3;101;204.0;70.0;71.0;277
27.0;23;212.0;-179;23;389.0;-10;1;101;224.0;71.0;68.0;270
44.0;-13;207.0;-179;-13;374.0;-10;1;101;251.0;72.0;48.0;270
2.0;329;101.0;178;329;391.0;-3;-39;106;156.0;98.0;-19.0;283
-62.0;-41;268.0;171;-41;460.0;11;37;87;205.0;222.0;53.0;-26
-618.0;17;217.0;173;17;429.0;-5;-5;71;46.0;42.0;138.0;267
-5.0;8;213.0;173;8;435.0;-5;-1;71;30.0;55.0;87.0;267
-190.0;25;237.0;173;25;441.0;-5;0;71;15.0;50.0;58.0;264
-152.0;10;248.0;173;10;408.0;-5;-8;71;30.0;75.0;52.0;262
-45.0;-31;245.0;173;-31;418.0;-6;-1;71;57.0;88.0;44.0;260
-73.0;-1;200.0;-178;-1;487.0;-14;15;23;71.0;152.0;140.0;403
-17.0;-28;273.0;173;-28;409.0;-6;-5;71;63.0;89.0;64.0;260
-227.0;13;209.0;-221;13;488.0;-5;-7;85;40.0;57.0;-10.0;238
-30.0;-60;449.0;-178;-60;434.0;-14;-50;23;85.0;3.0;48.0;214
70.0;-2;137.0;-178;-2;285.0;-15;15;24;112.0;77.0;13.0;234
-247.0;53;99.0;-180;53;552.0;-6;3;139;-125.0;100.0;-23.0;265
-76.0;-155;289.0;-178;-155;470.0;-12;24;24;73.0;-22.0;96.0;251
-37.0;-2;253.0;173;-2;341.0;-83;46;28;63.0;2.0;132.0;252
-29.0;-33;288.0;176;-33;364.0;-83;84;32;24.0;-11.0;130.0;256
-190.0;32;-29.0;-173;32;319.0;-10;-180;75;110.0;23.0;9.0;306
-225.0;55;103.0;-179;55;539.0;-6;15;139;-59.0;101.0;-10.0;260
-19.0;101;154.0;-172;101;341.0;-10;17;74;162.0;109.0;-1.0;223
-515.0;-22;-23.0;-178;-22;263.0;-11;403;44;61.0;15.0;60.0;261
-229.0;50;98.0;-179;50;549.0;-6;0;139;-102.0;105.0;11.0;270
-219.0;1;164.0;-180;1;548.0;-6;-2;139;-101.0;104.0;19.0;269
-227.0;-19;156.0;-179;-19;552.0;-6;3;139;-100.0;103.0;13.0;270
-826.0;-26;143.0;160;-26;213.0;-19;-69;181;-409.0;294.0;386.0;335
-75.0;-42;193.0;-176;-42;481.0;-69;1;19;-25.0;193.0;49.0;344
-223.0;6;167.0;-179;6;553.0;-6;1;139;-122.0;113.0;27.0;270
-220.0;-10;166.0;-180;-10;561.0;-6;-2;139;-107.0;119.0;30.0;272
-174.0;-361;366.0;-176;-361;458.0;-67;0;19;53.0;57.0;223.0;351
-179.0;249;523.0;-176;249;581.0;-8;-6;-2;19.0;176.0;241.0;499
-194.0;166;226.0;175;166;522.0;11;3;127;99.0;39.0;203.0;552
-168.0;45;310.0;178;45;425.0;-7;0;109;107.0;99.0;41.0;394
-7.0;11;82.0;129;11;400.0;-37;-29;-87;269.0;-26.0;48.0;248
-237.0;-11;158.0;-179;-11;538.0;-6;-3;139;-81.0;109.0;30.0;274
-38.0;-50;368.0;-178;-50;264.0;-12;28;33;9.0;48.0;-10.0;296
-488.0;-1451;314.0;-168;-1451;413.0;2;-1266;-3;283.0;-48.0;-77.0;167
-20.0;-24;38.0;-178;-24;318.0;-12;-7;33;35.0;52.0;-47.0;280
-16.0;-28;76.0;-178;-28;294.0;-12;1;33;82.0;28.0;-16.0;274
-143.0;58;60.0;-179;58;286.0;-11;10;33;55.0;13.0;13.0;255
14.0;19;144.0;-183;19;401.0;-3;86;102;39.0;-114.0;-12.0;256
37.0;56;43.0;-179;56;320.0;-11;-8;32;91.0;-5.0;20.0;263
-219.0;-26;173.0;-179;-26;547.0;-6;2;139;-102.0;119.0;18.0;268
14.0;-9;165.0;-173;-9;382.0;-3;-39;103;60.0;-128.0;-50.0;253
-144.0;61;-41.0;-11;61;312.0;-20;-458;98;231.0;-15.0;32.0;309
-10.0;-25;171.0;-176;-25;373.0;-3;-79;103;84.0;-134.0;-80.0;242
45.0;-37;187.0;-176;-37;414.0;-3;-9;106;87.0;-13.0;8.0;275
-40.0;-50;163.0;-176;-50;358.0;-3;-19;107;125.0;28.0;18.0;265
-309.0;63;191.0;-176;63;391.0;-6;3;126;53.0;-14.0;52.0;228
-174.0;97;198.0;-177;97;361.0;-6;7;126;102.0;11.0;77.0;243
-502.0;6;21.0;-182;6;323.0;-8;-267;71;137.0;-60.0;-18.0;292
66.0;57;242.0;-176;57;366.0;-7;-3;127;124.0;120.0;34.0;246
-109.0;63;154.0;-176;63;352.0;-7;24;128;182.0;121.0;10.0;246
-87.0;-25;180.0;-174;-25;415.0;-7;-13;131;61.0;84.0;67.0;234
-392.0;-137;126.0;-176;-137;417.0;-6;0;87;-32.0;-132.0;-1.0;225
-20.0;-20;188.0;-176;-20;334.0;-3;-14;107;158.0;17.0;37.0;266
-225.0;-1;162.0;-179;-1;571.0;-6;3;139;-119.0;118.0;9.0;270
867.0;-13;282.0;-160;-13;263.0;-19;307;-38;131.0;-104.0;463.0;90
-225.0;8;170.0;-179;8;558.0;-6;-2;139;-109.0;115.0;22.0;268
-338.0;44;184.0;173;44;396.0;-89;-37;184;144.0;2.0;34.0;254
-1.0;-27;175.0;-176;-27;337.0;-3;-16;108;148.0;3.0;17.0;263
-227.0;-20;171.0;-180;-20;560.0;-6;0;139;-113.0;114.0;20.0;265
-51.0;32;133.0;170;32;285.0;-32;120;-47;68.0;-111.0;70.0;229
-325.0;-6;203.0;-176;-6;361.0;-3;-7;109;59.0;-9.0;47.0;268
-51.0;-18;191.0;-176;-18;335.0;-3;-5;110;103.0;16.0;10.0;265
-226.0;-18;203.0;-176;-18;314.0;-3;0;110;81.0;19.0;28.0;266
-373.0;0;213.0;-176;0;323.0;-3;1;109;91.0;10.0;63.0;271
-385.0;23;210.0;-176;23;323.0;-3;-2;110;66.0;4.0;50.0;272
-186.0;-6;211.0;-176;-6;363.0;-3;-3;110;81.0;-7.0;47.0;268
-238.0;-30;230.0;-180;-30;337.0;-3;-10;110;122.0;19.0;28.0;264
-257.0;25;141.0;154;25;314.0;-3;75;109;131.0;0.0;-17.0;263
-237.0;10;129.0;188;10;288.0;-3;100;110;148.0;-2.0;-21.0;260
-75.0;-501;288.0;222;-501;446.0;-9;-11;167;41.0;69.0;94.0;90
-193.0;-8;299.0;186;-8;400.0;-4;33;52;105.0;-31.0;12.0;238
-211.0;10;148.0;-173;10;287.0;-11;-222;17;124.0;-9.0;-7.0;235
-182.0;16;56.0;206;16;303.0;-4;46;50;167.0;-12.0;11.0;245
-191.0;20;74.0;164;20;294.0;-4;35;49;166.0;-3.0;24.0;242
-178.0;5;87.0;184;5;296.0;-4;-39;50;153.0;0.0;24.0;243
-215.0;-6;165.0;-180;-6;569.0;-6;4;139;-105.0;126.0;28.0;270
-119.0;-80;77.0;174;-80;196.0;-72;-254;-71;239.0;89.0;-61.0;216
-162.0;11;83.0;181;11;280.0;-4;-22;56;129.0;-3.0;-41.0;249
-164.0;21;57.0;177;21;259.0;-4;31;58;118.0;-11.0;-15.0;252
-163.0;-24;178.0;178;-24;312.0;-4;16;61;141.0;-13.0;-12.0;254
-165.0;-10;124.0;178;-10;326.0;-4;15;58;167.0;16.0;23.0;247
-168.0;12;163.0;178;12;290.0;-4;12;58;191.0;-21.0;-11.0;252
-154.0;3;139.0;178;3;304.0;-4;-6;58;161.0;-8.0;-2.0;252
-181.0;-8;125.0;178;-8;307.0;-4;5;57;138.0;-21.0;1.0;255
-157.0;5;149.0;178;5;298.0;-4;-6;57;157.0;-4.0;-5.0;256
-199.0;31;136.0;178;31;300.0;-4;1;57;97.0;-21.0;-18.0;256
-166.0;17;145.0;178;17;323.0;-4;-5;57;143.0;-29.0;5.0;253
-191.0;16;157.0;178;16;311.0;-4;13;57;39.0;-18.0;1.0;259
-131.0;-13;135.0;178;-13;304.0;-4;-3;57;79.0;1.0;11.0;257
-217.0;-6;184.0;-179;-6;541.0;-6;-1;139;-127.0;124.0;35.0;272
-134.0;31;135.0;178;31;307.0;-4;-8;57;112.0;0.0;-9.0;253
-217.0;-4;181.0;-179;-4;552.0;-6;0;139;-121.0;122.0;32.0;273
-126.0;5;37.0;-161;5;241.0;-45;-44;-97;70.0;-179.0;51.0;281
-220.0;-13;176.0;-179;-13;559.0;-6;-3;139;-123.0;116.0;33.0;269
-151.0;-17;145.0;178;-17;311.0;-4;0;57;84.0;9.0;14.0;259
-431.0;11;82.0;138;11;358.0;-4;-119;37;88.0;39.0;-193.0;201
-158.0;-5;155.0;178;-5;310.0;-4;-1;57;42.0;-51.0;14.0;255
-92.0;-40;163.0;178;-40;291.0;-4;-8;57;29.0;-51.0;8.0;257
-44.0;-46;139.0;178;-46;294.0;-4;6;57;130.0;9.0;-14.0;251
-218.0;3;173.0;-179;3;545.0;-6;5;139;-133.0;120.0;47.0;266
-81.0;23;133.0;178;23;285.0;-4;2;57;122.0;4.0;-29.0;257
-86.0;-16;125.0;178;-16;275.0;-4;-3;57;112.0;-5.0;-3.0;248
-75.0;-10;125.0;178;-10;269.0;-4;-2;57;91.0;-25.0;11.0;256
-232.0;-13;163.0;-180;-13;556.0;-6;-1;139;-103.0;113.0;24.0;269
-12.0;14;146.0;178;14;299.0;-5;-3;57;49.0;-42.0;9.0;247
-254.0;-31;174.0;-179;-31;570.0;-6;-1;139;-143.0;124.0;19.0;271
81.0;13;160.0;178;13;325.0;-6;14;57;98.0;-40.0;13.0;258
1.0;16;181.0;178;16;306.0;-6;18;57;121.0;-26.0;11.0;256
-11.0;-38;190.0;178;-38;309.0;-6;-33;57;104.0;-12.0;-34.0;254
-236.0;-50;171.0;-179;-50;561.0;-6;1;139;-111.0;128.0;18.0;266
3.0;7;155.0;178;7;285.0;-7;38;52;93.0;43.0;-9.0;242
-134.0;-16;250.0;-175;-16;406.0;-6;-4;140;20.0;14.0;-208.0;305
-367.0;322;226.0;176;322;543.0;-8;22;44;29.0;165.0;187.0;305
-137.0;72;300.0;176;72;444.0;-8;13;44;109.0;141.0;135.0;280
-38.0;-16;191.0;-179;-16;549.0;-6;2;139;-122.0;127.0;20.0;270
35.0;11;150.0;175;11;390.0;-71;60;52;49.0;-16.0;-6.0;270
-15.0;-39;183.0;175;-39;427.0;-71;24;42;66.0;25.0;24.0;278
81.0;-30;183.0;175;-30;396.0;-70;9;42;54.0;32.0;63.0;281
-132.0;-9;191.0;175;-9;409.0;-70;11;38;62.0;8.0;39.0;279
54.0;22;183.0;175;22;387.0;-70;3;38;50.0;39.0;37.0;278
26.0;45;153.0;176;45;382.0;-70;-5;36;54.0;43.0;31.0;270
81.0;14;118.0;177;14;404.0;-69;62;38;44.0;45.0;90.0;269
-113.0;0;192.0;177;0;400.0;-69;-43;30;113.0;42.0;39.0;266
-69.0;-19;311.0;178;-19;411.0;-71;26;49;8.0;37.0;131.0;278
-61.0;-8;365.0;178;-8;449.0;-71;24;48;28.0;60.0;125.0;279
-86.0;-27;393.0;178;-27;505.0;-71;20;46;81.0;89.0;114.0;281
-271.0;-12;177.0;-179;-12;570.0;-6;-1;139;-117.0;120.0;19.0;275
-299.0;-7;262.0;-179;-7;638.0;18;1;135;-555.0;12.0;87.0;227
-106.0;120;315.0;181;120;690.0;6;-2;170;27.0;53.0;29.0;8
-41.0;40;269.0;178;40;558.0;-71;17;40;141.0;78.0;60.0;266
-301.0;20;176.0;-179;20;570.0;-6;1;139;-119.0;117.0;29.0;271
-307.0;25;173.0;-179;25;566.0;-6;2;139;-131.0;95.0;29.0;273
-120.0;-4;88.0;-171;-4;160.0;-65;56;144;84.0;-74.0;-162.0;252
-114.0;-62;129.0;-177;-62;355.0;-54;-10;-173;-132.0;-50.0;48.0;259
-295.0;19;176.0;-179;19;578.0;-6;4;139;-120.0;109.0;0.0;266
-144.0;26;206.0;-178;26;624.0;-6;15;140;-288.0;111.0;-32.0;269
-294.0;-25;193.0;-175;-25;590.0;-61;0;-154;357.0;-74.0;-8.0;300
-396.0;30;170.0;-175;30;386.0;-58;-4;-153;51.0;43.0;36.0;328
-174.0;58;15.0;-177;58;249.0;-93;3;-174;68.0;3.0;-44.0;261
-94.0;22;402.0;178;22;526.0;-71;1;41;145.0;39.0;66.0;276
-122.0;-39;200.0;-175;-39;409.0;-58;-2;-154;109.0;96.0;-2.0;324
-149.0;-37;373.0;178;-37;522.0;-71;-4;43;161.0;-25.0;67.0;273
-145.0;26;384.0;178;26;541.0;-70;-1;43;153.0;-19.0;72.0;279
-100.0;0;381.0;179;0;500.0;-71;0;43;135.0;-19.0;65.0;280
-110.0;-30;380.0;179;-30;523.0;-71;-4;43;132.0;3.0;69.0;277
-91.0;-5;384.0;178;-5;506.0;-71;-6;43;154.0;-22.0;78.0;279
-100.0;-17;363.0;178;-17;517.0;-71;2;44;125.0;-18.0;74.0;278
-101.0;-19;363.0;179;-19;533.0;-71;-3;44;150.0;-6.0;67.0;279
-106.0;8;375.0;178;8;497.0;-71;-2;44;162.0;-5.0;56.0;275
-91.0;1;375.0;178;1;503.0;-71;-4;44;136.0;2.0;67.0;282
-120.0;-39;377.0;178;-39;495.0;-71;-4;43;141.0;2.0;79.0;278
-128.0;0;388.0;178;0;512.0;-71;-2;43;182.0;-1.0;76.0;273
-126.0;33;370.0;179;33;514.0;-71;1;43;171.0;-4.0;78.0;283
-137.0;-38;394.0;178;-38;510.0;-71;-5;43;144.0;-17.0;78.0;277
-135.0;23;409.0;178;23;515.0;-71;3;41;173.0;6.0;78.0;279
-122.0;-2;399.0;178;-2;514.0;-70;3;41;153.0;11.0;83.0;275
-118.0;30;413.0;178;30;533.0;-70;1;40;114.0;1.0;93.0;280
-119.0;-26;374.0;179;-26;519.0;-70;-3;41;136.0;21.0;96.0;263
-121.0;3;355.0;180;3;535.0;-70;-3;41;127.0;22.0;91.0;282
-118.0;11;281.0;172;11;523.0;-70;34;40;198.0;21.0;89.0;276
-97.0;-33;175.0;-175;-33;391.0;-58;-1;-154;115.0;100.0;-65.0;325
-109.0;-7;55.0;-177;-7;276.0;-95;-5;-175;81.0;-44.0;-19.0;249
-229.0;-1;96.0;-177;-1;292.0;-97;-8;-175;73.0;-58.0;20.0;249
-130.0;-15;255.0;-172;-15;473.0;-70;-123;60;233.0;-11.0;56.0;272
-118.0;-38;287.0;-170;-38;448.0;-70;110;42;196.0;-20.0;117.0;261
73.0;-24;164.0;-175;-24;417.0;-59;-4;-153;134.0;-104.0;-25.0;328
-47.0;-35;125.0;-177;-35;277.0;-98;1;-175;40.0;-22.0;-12.0;251
-67.0;8;204.0;-175;8;354.0;-59;-4;-154;130.0;-48.0;-30.0;333
20.0;28;165.0;-177;28;330.0;-98;-1;-175;139.0;-7.0;19.0;247
-72.0;28;-11.0;-176;28;278.0;-98;47;-93;173.0;-20.0;23.0;246
-141.0;-25;206.0;-175;-25;352.0;-59;-2;-153;134.0;-58.0;-29.0;338
-127.0;-56;202.0;-175;-56;356.0;-59;3;-154;149.0;-52.0;-65.0;341
-136.0;-1;202.0;-175;-1;381.0;-59;-4;-154;120.0;-41.0;-18.0;339
-115.0;-30;221.0;-175;-30;352.0;-59;2;-154;126.0;-46.0;-29.0;337
-128.0;28;221.0;-175;28;380.0;-59;-1;-154;135.0;-43.0;-38.0;351
-14.0;38;432.0;-174;38;455.0;-77;-11;137;206.0;-55.0;40.0;308
41.0;26;411.0;-174;26;437.0;-75;0;136;230.0;-79.0;34.0;280
-135.0;86;181.0;-177;86;373.0;-58;-17;-154;211.0;-34.0;-47.0;321
27.0;13;163.0;164;13;443.0;-4;-16;80;64.0;78.0;75.0;253
-294.0;-36;162.0;164;-36;398.0;-4;-10;80;10.0;38.0;58.0;256
17.0;3;411.0;-174;3;387.0;-75;6;132;206.0;-104.0;0.0;279
-35.0;13;417.0;-174;13;428.0;-75;-10;130;226.0;-83.0;9.0;277
-292.0;-19;168.0;164;-19;392.0;-4;-6;81;45.0;34.0;56.0;263
-145.0;2;191.0;164;2;388.0;-4;-6;80;40.0;40.0;49.0;259
-82.0;-52;431.0;-174;-52;442.0;-78;5;121;163.0;-42.0;77.0;293
-82.0;12;177.0;164;12;389.0;-4;-3;80;92.0;59.0;39.0;253
-83.0;-16;202.0;164;-16;367.0;-5;-5;81;83.0;28.0;22.0;259
-96.0;-8;182.0;164;-8;380.0;-5;3;81;5.0;8.0;39.0;266
-70.0;-24;176.0;164;-24;374.0;-5;-2;80;-1.0;0.0;56.0;263
-27.0;5;173.0;164;5;384.0;-5;3;81;20.0;7.0;51.0;265
19.0;6;229.0;-174;6;463.0;-6;2;141;314.0;-85.0;-23.0;293
-80.0;24;167.0;164;24;379.0;-5;-2;81;31.0;26.0;34.0;259
-133.0;-3;167.0;164;-3;369.0;-5;-3;81;45.0;44.0;35.0;260
-43.0;21;181.0;164;21;364.0;-5;-5;81;41.0;13.0;36.0;261
-54.0;-108;204.0;-180;-108;450.0;-47;-38;124;194.0;8.0;-162.0;230
-72.0;127;48.0;-180;127;503.0;-46;-85;92;229.0;-14.0;-108.0;247
6.0;2;158.0;-177;2;361.0;-6;-27;113;110.0;53.0;29.0;263
-126.0;-19;172.0;164;-19;380.0;-5;0;80;44.0;33.0;40.0;256
-75.0;-15;163.0;164;-15;361.0;-5;-2;81;76.0;26.0;20.0;257
-66.0;3;155.0;164;3;352.0;-5;1;81;12.0;20.0;40.0;257
7.0;-11;174.0;-177;-11;379.0;-6;-10;113;145.0;52.0;31.0;255
-99.0;-16;174.0;164;-16;371.0;-5;1;80;10.0;22.0;42.0;258
-114.0;6;175.0;164;6;367.0;-5;-8;81;31.0;24.0;35.0;254
-67.0;3;281.0;-173;3;450.0;-98;-6;156;286.0;-130.0;-47.0;258
-66.0;-13;306.0;-173;-13;474.0;-97;1;156;250.0;-129.0;-10.0;257
-80.0;-45;172.0;164;-45;362.0;-5;1;80;30.0;13.0;42.0;255
-61.0;-19;318.0;-173;-19;451.0;-97;1;156;304.0;-120.0;0.0;258
-78.0;-23;316.0;-173;-23;451.0;-97;1;156;282.0;-101.0;0.0;250
-108.0;3;347.0;-173;3;460.0;-98;-3;156;293.0;-117.0;-7.0;262
35.0;21;230.0;-177;21;415.0;-6;-7;115;-9.0;42.0;78.0;275
-74.0;11;161.0;164;11;368.0;-5;-2;81;39.0;21.0;38.0;262
26.0;2;220.0;-177;2;425.0;-6;-3;115;-30.0;49.0;53.0;267
-80.0;18;162.0;164;18;371.0;-5;-2;80;27.0;19.0;39.0;262
-100.0;-23;171.0;164;-23;371.0;-5;0;80;38.0;25.0;40.0;264
-82.0;-47;165.0;164;-47;370.0;-5;0;81;62.0;25.0;21.0;260
-81.0;-2;158.0;164;-2;381.0;-5;-1;80;41.0;27.0;51.0;255
-91.0;-12;157.0;164;-12;381.0;-5;1;80;21.0;33.0;21.0;262
-14.0;161;-14.0;7;161;524.0;3;561;126;66.0;-15.0;74.0;335
-91.0;-22;146.0;164;-22;378.0;-5;4;81;43.0;37.0;42.0;259
-89.0;13;154.0;164;13;370.0;-5;0;81;20.0;34.0;49.0;257
-83.0;31;140.0;164;31;383.0;-5;-3;80;46.0;30.0;43.0;262
117.0;20;65.0;-148;20;280.0;-11;-219;116;192.0;37.0;-16.0;290
-85.0;0;172.0;164;0;399.0;-5;6;80;49.0;28.0;58.0;263
-83.0;22;176.0;164;22;373.0;-5;7;80;63.0;22.0;45.0;262
-84.0;-1;178.0;164;-1;382.0;-5;5;80;31.0;26.0;34.0;261
-75.0;1;201.0;164;1;410.0;-5;3;80;43.0;31.0;62.0;260
-84.0;19;185.0;164;19;349.0;-5;0;80;90.0;32.0;22.0;260
-74.0;12;181.0;164;12;361.0;-5;3;81;109.0;32.0;25.0;259
-80.0;32;186.0;164;32;353.0;-5;-14;81;61.0;29.0;24.0;252
-170.0;-4;349.0;-174;-4;463.0;-100;-5;151;290.0;-154.0;-32.0;263
23.0;-8;203.0;-177;-8;453.0;-6;-5;115;41.0;59.0;56.0;270
-149.0;-10;335.0;-174;-10;448.0;-101;-3;151;249.0;-160.0;-18.0;259
-90.0;27;189.0;164;27;345.0;-5;-5;81;38.0;38.0;21.0;265
11.0;16;345.0;-177;16;451.0;-6;-2;115;66.0;95.0;87.0;277
-91.0;-44;148.0;191;-44;174.0;-139;-307;-17;-323.0;-19.0;-96.0;281
18.0;21;349.0;-177;21;471.0;-6;-4;115;118.0;99.0;106.0;269
-84.0;13;253.0;176;13;333.0;-5;-242;41;39.0;8.0;-9.0;253
-64.0;17;334.0;176;17;445.0;-5;11;39;29.0;-6.0;100.0;243
-155.0;72;-30.0;166;72;272.0;-44;-34;-36;326.0;-177.0;-89.0;274
16.0;48;410.0;-177;48;495.0;-5;1;114;39.0;124.0;118.0;280
-716.0;235;135.0;-174;235;234.0;-145;7;-136;490.0;-140.0;-29.0;588
17.0;-37;404.0;-177;-37;466.0;-5;-1;114;12.0;78.0;133.0;275
21.0;175;221.0;-177;175;424.0;-4;-1;114;128.0;62.0;73.0;239
-126.0;5;310.0;-173;5;579.0;-31;-32;4;75.0;-59.0;249.0;273
27.0;88;360.0;-177;88;390.0;-8;-1;113;21.0;56.0;73.0;301
-127.0;25;210.0;171;25;456.0;-31;15;16;211.0;-22.0;116.0;252
-112.0;36;275.0;177;36;483.0;-31;4;17;195.0;18.0;92.0;269
-122.0;20;238.0;177;20;491.0;-31;4;16;191.0;15.0;100.0;280
-105.0;-4;247.0;177;-4;500.0;-31;9;16;166.0;20.0;94.0;275
-122.0;1;247.0;177;1;478.0;-31;-1;17;122.0;8.0;96.0;263
-42.0;116;135.0;-176;116;286.0;-14;19;12;214.0;95.0;-10.0;225
-135.0;4;282.0;177;4;496.0;-31;-1;17;142.0;35.0;113.0;274
-144.0;-18;282.0;177;-18;466.0;-31;-5;17;129.0;64.0;124.0;273
28.0;-69;315.0;-177;-69;391.0;-8;4;113;4.0;53.0;70.0;284
20.0;24;314.0;-177;24;398.0;-8;3;113;40.0;51.0;54.0;293
-218.0;-98;279.0;-176;-98;541.0;2;93;53;109.0;193.0;27.0;9
-337.0;4;180.0;-177;4;533.0;-1;-9;67;49.0;68.0;170.0;301
33.0;-23;317.0;-177;-23;403.0;-8;-6;113;91.0;68.0;63.0;288
14.0;-24;324.0;-177;-24;408.0;-8;-1;113;69.0;57.0;48.0;288
-126.0;46;82.0;-177;46;335.0;-4;6;67;59.0;16.0;16.0;271
85.0;23;84.0;-178;23;387.0;-4;-17;67;103.0;38.0;-39.0;263
27.0;-36;315.0;-177;-36;407.0;-8;5;113;74.0;55.0;48.0;285
40.0;18;221.0;-178;18;295.0;-5;7;67;111.0;-44.0;-63.0;276
-9.0;14;219.0;-178;14;304.0;-5;3;67;141.0;-39.0;-93.0;268
15.0;10;168.0;-176;10;303.0;-5;4;67;45.0;-38.0;-4.0;274
12.0;14;195.0;-176;14;304.0;-6;-13;68;23.0;-39.0;-1.0;278
21.0;-15;92.0;-176;-15;251.0;-6;-11;68;37.0;-20.0;-19.0;283
39.0;-9;299.0;-177;-9;415.0;-7;-3;113;63.0;58.0;73.0;285
6.0;-10;295.0;-177;-10;403.0;-7;-3;113;82.0;60.0;77.0;285
17.0;-10;285.0;-177;-10;397.0;-7;-3;113;74.0;44.0;69.0;286
0.0;13;282.0;-178;13;396.0;-7;3;113;74.0;54.0;69.0;288
9.0;-21;289.0;-177;-21;393.0;-7;-1;113;60.0;49.0;67.0;282
-50.0;1;68.0;174;1;264.0;-11;23;39;63.0;-103.0;13.0;274
-83.0;-47;113.0;174;-47;236.0;-11;10;42;115.0;-60.0;-77.0;278
-6.0;17;86.0;176;17;323.0;-11;3;46;78.0;-30.0;29.0;283
-333.0;-11;194.0;180;-11;441.0;-10;-2;167;67.0;48.0;48.0;263
-225.0;-27;223.0;180;-27;457.0;-10;4;167;97.0;34.0;69.0;298
-259.0;31;167.0;189;31;379.0;-11;0;167;-60.0;25.0;64.0;267
-65.0;-5;176.0;-225;-5;288.0;-11;-3;167;16.0;65.0;52.0;278
-65.0;4;182.0;-182;4;370.0;-11;1;167;34.0;82.0;0.0;275
52.0;18;183.0;-173;18;434.0;-11;3;167;91.0;72.0;40.0;277
37.0;54;212.0;-186;54;434.0;-11;1;167;100.0;55.0;52.0;265
-110.0;-13;202.0;-180;-13;348.0;-12;3;167;88.0;1.0;23.0;270
-94.0;-6;189.0;-180;-6;361.0;-12;-5;167;75.0;-13.0;31.0;276
7.0;4;189.0;-180;4;335.0;-12;-7;167;27.0;3.0;40.0;277
-77.0;-26;224.0;-180;-26;368.0;-12;2;167;-42.0;51.0;-70.0;271
-82.0;13;182.0;-180;13;381.0;-12;0;167;78.0;2.0;-118.0;268
-101.0;-5;231.0;-180;-5;354.0;-13;3;167;132.0;-12.0;-242.0;276
7.0;13;289.0;-177;13;400.0;-7;-1;113;44.0;42.0;75.0;279
19.0;24;281.0;-178;24;399.0;-7;0;113;56.0;42.0;65.0;282
8.0;-31;130.0;160;-31;276.0;-11;303;18;142.0;-24.0;-5.0;265
-97.0;-16;123.0;160;-16;274.0;-11;156;32;87.0;-45.0;-16.0;265
-189.0;-23;86.0;160;-23;288.0;-11;119;35;86.0;-45.0;-15.0;255
-348.0;53;57.0;-71;53;372.0;-5;-109;46;121.0;101.0;-151.0;276
-100.0;-9;137.0;-178;-9;472.0;-16;-4;168;-260.0;157.0;348.0;279
