Accelerometer RKN_ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Compass;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Body_Ax
1268.0;-20;148.0;-174;-20;338.0;-10;44;81;36.0;-136.0;24.0;257
29.0;-3;298.0;-177;-3;394.0;-7;-1;113;82.0;47.0;59.0;280
69.0;3;211.0;-179;3;398.0;-10;-2;101;53.0;19.0;57.0;276
32.0;14;279.0;-177;14;409.0;-7;2;113;64.0;49.0;60.0;283
-98.0;452;273.0;-177;452;379.0;-6;-1;16;132.0;4.0;77.0;347
100.0;-19;223.0;-179;-19;381.0;-10;-5;101;41.0;19.0;49.0;275
-8.0;13;211.0;-179;13;379.0;-10;-3;101;59.0;17.0;60.0;267
-15.0;33;224.0;-179;33;364.0;-10;2;101;87.0;55.0;56.0;278
-21.0;7;229.0;-179;7;380.0;-10;-1;101;86.0;56.0;65.0;278
-38.0;-17;219.0;-179;-17;393.0;-10;-1;101;83.0;64.0;62.0;277
-8.0;-24;218.0;-179;-24;379.0;-10;2;101;80.0;83.0;58.0;279
12.0;-9;203.0;-179;-9;391.0;-10;4;101;96.0;75.0;66.0;279
28.0;10;209.0;-179;10;366.0;-10;2;101;118.0;79.0;69.0;278
15.0;-38;205.0;-179;-38;370.0;-10;2;101;101.0;75.0;57.0;275
27.0;-30;221.0;-179;-30;390.0;-10;4;101;54.0;66.0;44.0;283
44.0;16;223.0;-179;16;395.0;-10;-2;101;142.0;65.0;52.0;279
19.0;24;281.0;-178;24;399.0;-7;0;113;56.0;42.0;65.0;282
8.0;1;222.0;-179;1;389.0;-10;-2;101;117.0;57.0;57.0;275
7.0;13;289.0;-177;13;400.0;-7;-1;113;44.0;42.0;75.0;279
-82.0;13;182.0;-180;13;381.0;-12;0;167;78.0;2.0;-118.0;268
27.0;-1;225.0;-179;-1;378.0;-10;-1;101;148.0;63.0;77.0;277
36.0;21;220.0;-179;21;396.0;-10;3;101;142.0;64.0;69.0;277
16.0;10;214.0;-179;10;391.0;-10;3;101;133.0;67.0;74.0;279
44.0;-13;207.0;-179;-13;374.0;-10;1;101;251.0;72.0;48.0;270
6.0;-21;245.0;-174;-21;470.0;-6;5;141;414.0;-75.0;-10.0;292
25.0;14;212.0;-179;14;371.0;-10;3;101;204.0;70.0;71.0;277
8.0;13;211.0;-174;13;449.0;-6;-1;141;365.0;-79.0;-15.0;294
-65.0;1;211.0;-179;1;423.0;-6;18;127;-440.0;-64.0;-137.0;265
7.0;4;189.0;-180;4;335.0;-12;-7;167;27.0;3.0;40.0;277
-94.0;-6;189.0;-180;-6;361.0;-12;-5;167;75.0;-13.0;31.0;276
-110.0;-13;202.0;-180;-13;348.0;-12;3;167;88.0;1.0;23.0;270
-5.0;8;213.0;173;8;435.0;-5;-1;71;30.0;55.0;87.0;267
-190.0;25;237.0;173;25;441.0;-5;0;71;15.0;50.0;58.0;264
-191.0;-38;262.0;173;-38;457.0;-4;-3;71;106.0;130.0;72.0;267
-34.0;-323;218.0;175;-323;504.0;-56;1;-118;96.0;221.0;56.0;24
21.0;175;221.0;-177;175;424.0;-4;-1;114;128.0;62.0;73.0;239
26.0;-50;404.0;177;-50;495.0;-92;4;15;32.0;100.0;120.0;256
-227.0;13;209.0;-221;13;488.0;-5;-7;85;40.0;57.0;-10.0;238
52.0;18;183.0;-173;18;434.0;-11;3;167;91.0;72.0;40.0;277
70.0;-2;137.0;-178;-2;285.0;-15;15;24;112.0;77.0;13.0;234
-65.0;4;182.0;-182;4;370.0;-11;1;167;34.0;82.0;0.0;275
-18.0;-710;284.0;-185;-710;290.0;-20;13;63;-49.0;47.0;76.0;305
-29.0;-33;288.0;176;-33;364.0;-83;84;32;24.0;-11.0;130.0;256
-65.0;-5;176.0;-225;-5;288.0;-11;-3;167;16.0;65.0;52.0;278
-6.0;17;86.0;176;17;323.0;-11;3;46;78.0;-30.0;29.0;283
-247.0;53;99.0;-180;53;552.0;-6;3;139;-125.0;100.0;-23.0;265
-40.0;194;151.0;-179;194;446.0;-9;-14;6;117.0;147.0;32.0;28
9.0;-21;289.0;-177;-21;393.0;-7;-1;113;60.0;49.0;67.0;282
0.0;13;282.0;-178;13;396.0;-7;3;113;74.0;54.0;69.0;288
17.0;-10;285.0;-177;-10;397.0;-7;-3;113;74.0;44.0;69.0;286
6.0;-10;295.0;-177;-10;403.0;-7;-3;113;82.0;60.0;77.0;285
39.0;-9;299.0;-177;-9;415.0;-7;-3;113;63.0;58.0;73.0;285
-81.0;4;107.0;-173;4;186.0;-3;-156;116;-25.0;-108.0;31.0;225
12.0;14;195.0;-176;14;304.0;-6;-13;68;23.0;-39.0;-1.0;278
14.0;-9;165.0;-173;-9;382.0;-3;-39;103;60.0;-128.0;-50.0;253
-10.0;6;171.0;-174;6;424.0;-6;-1;141;264.0;-197.0;-228.0;296
40.0;18;221.0;-178;18;295.0;-5;7;67;111.0;-44.0;-63.0;276
27.0;-36;315.0;-177;-36;407.0;-8;5;113;74.0;55.0;48.0;285
85.0;23;84.0;-178;23;387.0;-4;-17;67;103.0;38.0;-39.0;263
-126.0;46;82.0;-177;46;335.0;-4;6;67;59.0;16.0;16.0;271
-220.0;-13;176.0;-179;-13;559.0;-6;-3;139;-123.0;116.0;33.0;269
-145.0;2;342.0;-169;2;301.0;2;53;100;-13.0;68.0;22.0;278
14.0;-24;324.0;-177;-24;408.0;-8;-1;113;69.0;57.0;48.0;288
-20.0;-24;38.0;-178;-24;318.0;-12;-7;33;35.0;52.0;-47.0;280
-16.0;-28;76.0;-178;-28;294.0;-12;1;33;82.0;28.0;-16.0;274
-143.0;58;60.0;-179;58;286.0;-11;10;33;55.0;13.0;13.0;255
-167.0;35;84.0;-169;35;267.0;-7;1723;134;-47.0;-66.0;132.0;224
37.0;56;43.0;-179;56;320.0;-11;-8;32;91.0;-5.0;20.0;263
108.0;-11;441.0;-174;-11;423.0;-75;-1;134;257.0;-85.0;15.0;279
57.0;-1;179.0;-176;-1;380.0;-5;3;139;-180.0;-273.0;-376.0;304
-46.0;-341;206.0;-181;-341;675.0;-3;-3;30;161.0;289.0;101.0;-130
1.0;8;80.0;-177;8;320.0;-6;-10;149;213.0;-425.0;-419.0;265
125.0;-40;332.0;-174;-40;476.0;-101;-8;149;266.0;-154.0;-32.0;264
-38.0;-271;94.0;-164;-271;530.0;0;-336;95;116.0;57.0;-139.0;219
-573.0;633;248.0;-172;633;377.0;6;97;70;260.0;-106.0;88.0;35
-174.0;97;198.0;-177;97;361.0;-6;7;126;102.0;11.0;77.0;243
20.0;24;314.0;-177;24;398.0;-8;3;113;40.0;51.0;54.0;293
515.0;123;285.0;-177;123;379.0;-1;-8;67;149.0;53.0;1.0;276
-19.0;101;154.0;-172;101;341.0;-10;17;74;162.0;109.0;-1.0;223
-87.0;-25;180.0;-174;-25;415.0;-7;-13;131;61.0;84.0;67.0;234
-344.0;-1523;309.0;-174;-1523;344.0;5;38;105;20.0;80.0;95.0;348
-20.0;-20;188.0;-176;-20;334.0;-3;-14;107;158.0;17.0;37.0;266
-174.0;-361;366.0;-176;-361;458.0;-67;0;19;53.0;57.0;223.0;351
682.0;81;212.0;-174;81;244.0;-98;-1821;168;171.0;-41.0;-40.0;237
-122.0;-2;399.0;178;-2;514.0;-70;3;41;153.0;11.0;83.0;275
-61.0;801;331.0;-169;801;401.0;-5;41;0;243.0;67.0;157.0;-163
-1.0;-27;175.0;-176;-27;337.0;-3;-16;108;148.0;3.0;17.0;263
-122.0;1;247.0;177;1;478.0;-31;-1;17;122.0;8.0;96.0;263
-41.0;40;269.0;178;40;558.0;-71;17;40;141.0;78.0;60.0;266
-385.0;23;210.0;-176;23;323.0;-3;-2;110;66.0;4.0;50.0;272
-51.0;-18;191.0;-176;-18;335.0;-3;-5;110;103.0;16.0;10.0;265
-226.0;-18;203.0;-176;-18;314.0;-3;0;110;81.0;19.0;28.0;266
-386.0;17;129.0;-173;17;224.0;-11;31;17;203.0;0.0;-37.0;255
-647.0;-22;105.0;-179;-22;286.0;-8;20;15;148.0;-19.0;20.0;330
-186.0;-6;211.0;-176;-6;363.0;-3;-3;110;81.0;-7.0;47.0;268
-253.0;-260;296.0;-170;-260;341.0;-2;4;101;10.0;79.0;97.0;329
-478.0;61;19.0;135;61;327.0;-95;311;-61;173.0;-69.0;-51.0;217
-122.0;20;238.0;177;20;491.0;-31;4;16;191.0;15.0;100.0;280
-95.0;-766;458.0;177;-766;506.0;-125;-5;-40;99.0;159.0;72.0;173
-113.0;-31;477.0;173;-31;381.0;-81;3;23;152.0;-178.0;-38.0;254
-211.0;10;148.0;-173;10;287.0;-11;-222;17;124.0;-9.0;-7.0;235
-112.0;36;275.0;177;36;483.0;-31;4;17;195.0;18.0;92.0;269
-197.0;23;14.0;211;23;332.0;-106;194;-133;308.0;-50.0;62.0;227
-90.0;-9;61.0;188;-9;448.0;-8;-38;26;212.0;-14.0;107.0;328
-78.0;348;404.0;-176;348;504.0;-68;-6;19;27.0;54.0;184.0;644
-11.0;14;410.0;177;14;510.0;-91;-2;16;63.0;108.0;114.0;262
-156.0;8;57.0;176;8;293.0;-4;-197;49;161.0;-3.0;-11.0;241
34.0;19;366.0;-177;19;446.0;-7;0;113;82.0;96.0;100.0;283
-163.0;-24;178.0;178;-24;312.0;-4;16;61;141.0;-13.0;-12.0;254
-191.0;20;74.0;164;20;294.0;-4;35;49;166.0;-3.0;24.0;242
-145.0;-17;154.0;178;-17;300.0;-31;-3;17;709.0;-624.0;-460.0;259
-154.0;3;139.0;178;3;304.0;-4;-6;58;161.0;-8.0;-2.0;252
-164.0;21;57.0;177;21;259.0;-4;31;58;118.0;-11.0;-15.0;252
-168.0;12;163.0;178;12;290.0;-4;12;58;191.0;-21.0;-11.0;252
-199.0;31;136.0;178;31;300.0;-4;1;57;97.0;-21.0;-18.0;256
-166.0;17;145.0;178;17;323.0;-4;-5;57;143.0;-29.0;5.0;253
-422.0;-26;205.0;178;-26;370.0;-47;1;17;178.0;-378.0;-261.0;301
-131.0;-13;135.0;178;-13;304.0;-4;-3;57;79.0;1.0;11.0;257
-90.0;27;189.0;164;27;345.0;-5;-5;81;38.0;38.0;21.0;265
-81.0;23;133.0;178;23;285.0;-4;2;57;122.0;4.0;-29.0;257
23.0;-8;203.0;-177;-8;453.0;-6;-5;115;41.0;59.0;56.0;270
-80.0;32;186.0;164;32;353.0;-5;-14;81;61.0;29.0;24.0;252
-74.0;12;181.0;164;12;361.0;-5;3;81;109.0;32.0;25.0;259
-151.0;-17;145.0;178;-17;311.0;-4;0;57;84.0;9.0;14.0;259
-84.0;19;185.0;164;19;349.0;-5;0;80;90.0;32.0;22.0;260
-142.0;3;53.0;177;3;304.0;-76;34;15;58.0;-144.0;84.0;267
-134.0;-68;224.0;177;-68;192.0;-163;152;-123;-141.0;-174.0;-187.0;284
-75.0;1;201.0;164;1;410.0;-5;3;80;43.0;31.0;62.0;260
-84.0;-1;178.0;164;-1;382.0;-5;5;80;31.0;26.0;34.0;261
-17.0;32;2.0;198;32;251.0;-77;-10;15;163.0;-73.0;-67.0;275
-83.0;-47;113.0;174;-47;236.0;-11;10;42;115.0;-60.0;-77.0;278
-50.0;1;68.0;174;1;264.0;-11;23;39;63.0;-103.0;13.0;274
-83.0;22;176.0;164;22;373.0;-5;7;80;63.0;22.0;45.0;262
46.0;45;146.0;133;45;355.0;-64;-78;162;-40.0;-96.0;-148.0;231
-85.0;0;172.0;164;0;399.0;-5;6;80;49.0;28.0;58.0;263
-83.0;31;140.0;164;31;383.0;-5;-3;80;46.0;30.0;43.0;262
81.0;13;160.0;178;13;325.0;-6;14;57;98.0;-40.0;13.0;258
13.0;-19;259.0;178;-19;370.0;-32;-2;17;334.0;-434.0;-344.0;261
-89.0;13;154.0;164;13;370.0;-5;0;81;20.0;34.0;49.0;257
-91.0;-22;146.0;164;-22;378.0;-5;4;81;43.0;37.0;42.0;259
2.0;28;201.0;-176;28;359.0;-6;2;139;-77.0;-236.0;-340.0;296
-367.0;322;226.0;176;322;543.0;-8;22;44;29.0;165.0;187.0;305
-91.0;-12;157.0;164;-12;381.0;-5;1;80;21.0;33.0;21.0;262
-81.0;-2;158.0;164;-2;381.0;-5;-1;80;41.0;27.0;51.0;255
123.0;22;-86.0;109;22;313.0;-65;497;-21;153.0;-11.0;24.0;281
277.0;-989;162.0;178;-989;479.0;-107;486;-112;226.0;94.0;-35.0;623
-82.0;-47;165.0;164;-47;370.0;-5;0;81;62.0;25.0;21.0;260
-132.0;-9;191.0;175;-9;409.0;-70;11;38;62.0;8.0;39.0;279
436.0;19;193.0;164;19;433.0;-4;-14;80;53.0;106.0;68.0;249
26.0;45;153.0;176;45;382.0;-70;-5;36;54.0;43.0;31.0;270
-100.0;-23;171.0;164;-23;371.0;-5;0;80;38.0;25.0;40.0;264
-113.0;0;192.0;177;0;400.0;-69;-43;30;113.0;42.0;39.0;266
-80.0;18;162.0;164;18;371.0;-5;-2;80;27.0;19.0;39.0;262
-120.0;-41;611.0;180;-41;714.0;-165;-6;-174;-868.0;253.0;145.0;259
-74.0;11;161.0;164;11;368.0;-5;-2;81;39.0;21.0;38.0;262
35.0;21;230.0;-177;21;415.0;-6;-7;115;-9.0;42.0;78.0;275
-93.0;-240;49.0;176;-240;426.0;-10;-139;55;-51.0;-53.0;-17.0;150
-114.0;6;175.0;164;6;367.0;-5;-8;81;31.0;24.0;35.0;254
-96.0;-8;182.0;164;-8;380.0;-5;3;81;5.0;8.0;39.0;266
7.0;-11;174.0;-177;-11;379.0;-6;-10;113;145.0;52.0;31.0;255
-66.0;3;155.0;164;3;352.0;-5;1;81;12.0;20.0;40.0;257
-44.0;-46;139.0;178;-46;294.0;-4;6;57;130.0;9.0;-14.0;251
-126.0;-19;172.0;164;-19;380.0;-5;0;80;44.0;33.0;40.0;256
6.0;2;158.0;-177;2;361.0;-6;-27;113;110.0;53.0;29.0;263
-43.0;21;181.0;164;21;364.0;-5;-5;81;41.0;13.0;36.0;261
-133.0;-3;167.0;164;-3;369.0;-5;-3;81;45.0;44.0;35.0;260
-80.0;24;167.0;164;24;379.0;-5;-2;81;31.0;26.0;34.0;259
-27.0;5;173.0;164;5;384.0;-5;3;81;20.0;7.0;51.0;265
-9.0;-88;191.0;148;-88;449.0;0;3;81;-216.0;-25.0;43.0;347
-122.0;-39;200.0;-175;-39;409.0;-58;-2;-154;109.0;96.0;-2.0;324
-146.0;2;192.0;179;2;285.0;-7;-37;168;-147.0;-19.0;63.0;360
-83.0;-16;202.0;164;-16;367.0;-5;-5;81;83.0;28.0;22.0;259
-82.0;12;177.0;164;12;389.0;-4;-3;80;92.0;59.0;39.0;253
-145.0;2;191.0;164;2;388.0;-4;-6;80;40.0;40.0;49.0;259
-363.0;-21;182.0;180;-21;409.0;-10;-1;167;76.0;59.0;9.0;265
-98.0;3;436.0;-178;3;470.0;-165;2;-177;682.0;-433.0;-275.0;158
-294.0;-25;193.0;-175;-25;590.0;-61;0;-154;357.0;-74.0;-8.0;300
43.0;-29;60.0;-177;-29;282.0;-98;-1;-175;73.0;-7.0;-22.0;243
-128.0;28;221.0;-175;28;380.0;-59;-1;-154;135.0;-43.0;-38.0;351
3.0;-13;217.0;-178;-13;448.0;-142;-3;-146;190.0;-299.0;-286.0;280
-115.0;-30;221.0;-175;-30;352.0;-59;2;-154;126.0;-46.0;-29.0;337
27.0;2;269.0;-176;2;534.0;-143;8;-146;65.0;-135.0;-127.0;292
-298.0;-8;19.0;-73;-8;95.0;-18;2933;5;303.0;-69.0;-29.0;236
-61.0;-19;318.0;-173;-19;451.0;-97;1;156;304.0;-120.0;0.0;258
-309.0;5;151.0;-178;5;404.0;19;4;135;-645.0;108.0;-165.0;210
27.0;13;163.0;164;13;443.0;-4;-16;80;64.0;78.0;75.0;253
-293.0;34;127.0;-168;34;305.0;-8;-726;78;183.0;-50.0;81.0;266
