InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
868.0;-517.0;?;-397.0;-810.0;309.0;-674.0;-379.0
883.0;-513.0;654.0;-396.0;-820.0;305.0;?;-398.0
889.0;-512.0;727.0;-397.0;-850.0;302.0;-666.0;-386.0
888.0;-510.0;528.0;-400.0;-850.0;298.0;-667.0;-369.0
?;-508.0;506.0;-401.0;-846.0;293.0;-665.0;-389.0
905.0;-504.0;432.0;-406.0;-847.0;287.0;-672.0;-383.0
914.0;-501.0;491.0;?;-866.0;289.0;-671.0;-390.0
918.0;-500.0;308.0;-408.0;-848.0;282.0;-674.0;-399.0
924.0;-496.0;679.0;-410.0;-840.0;279.0;?;-366.0
933.0;?;622.0;-411.0;?;279.0;-682.0;-375.0
?;-494.0;?;-409.0;-833.0;280.0;-682.0;-354.0
927.0;-493.0;426.0;-411.0;-838.0;275.0;-685.0;-385.0
916.0;-492.0;501.0;-409.0;-818.0;277.0;-685.0;-364.0
913.0;-494.0;477.0;-408.0;-821.0;277.0;-684.0;-389.0
915.0;-495.0;538.0;-415.0;-840.0;275.0;-684.0;-378.0
914.0;-497.0;?;-413.0;-848.0;276.0;-685.0;-366.0
910.0;-494.0;468.0;-411.0;?;280.0;-684.0;-356.0
?;-493.0;436.0;?;-840.0;277.0;-686.0;-346.0
912.0;-497.0;473.0;-412.0;-856.0;279.0;-686.0;-353.0
912.0;-499.0;544.0;-410.0;-823.0;282.0;-683.0;-364.0
911.0;-500.0;507.0;-414.0;-861.0;283.0;-685.0;-371.0
910.0;-502.0;491.0;?;-833.0;282.0;-681.0;-362.0
910.0;-503.0;506.0;-411.0;-826.0;285.0;-683.0;-359.0
?;-502.0;?;-413.0;-823.0;288.0;-686.0;-351.0
908.0;-504.0;494.0;-411.0;-822.0;290.0;?;-362.0
919.0;-503.0;479.0;-411.0;-811.0;293.0;-689.0;-373.0
915.0;-503.0;522.0;-414.0;-817.0;295.0;-692.0;-366.0
911.0;-503.0;466.0;-413.0;-805.0;294.0;-693.0;-354.0
903.0;-502.0;486.0;?;-818.0;299.0;-692.0;-395.0
902.0;-501.0;507.0;-415.0;-813.0;298.0;-694.0;-385.0
906.0;-501.0;521.0;-416.0;-800.0;301.0;-693.0;-396.0
898.0;-502.0;524.0;-416.0;-808.0;304.0;-690.0;-396.0
898.0;-503.0;530.0;-421.0;-810.0;?;?;-408.0
904.0;?;527.0;-422.0;-790.0;315.0;-680.0;-420.0
907.0;-513.0;502.0;?;-792.0;323.0;-674.0;?
901.0;-515.0;?;-430.0;-810.0;330.0;-669.0;?
903.0;-521.0;505.0;-429.0;-794.0;336.0;-664.0;?
?;-524.0;514.0;-429.0;-779.0;340.0;?;-437.0
909.0;-528.0;498.0;-434.0;-779.0;350.0;?;-474.0
905.0;-533.0;503.0;-437.0;-780.0;359.0;-658.0;-489.0
?;?;515.0;-437.0;?;372.0;-654.0;?
908.0;-543.0;515.0;-440.0;-786.0;378.0;-656.0;-475.0
910.0;?;526.0;-440.0;-783.0;386.0;?;-485.0
908.0;-553.0;520.0;-439.0;-780.0;391.0;-654.0;-476.0
903.0;-555.0;473.0;-441.0;-772.0;395.0;-657.0;-476.0
896.0;-558.0;459.0;-439.0;-776.0;404.0;-656.0;?
911.0;-562.0;497.0;-437.0;-781.0;409.0;-654.0;-462.0
912.0;-563.0;480.0;-438.0;-788.0;411.0;-654.0;-461.0
895.0;-566.0;461.0;-433.0;-781.0;417.0;-652.0;-488.0
880.0;?;447.0;-429.0;-761.0;419.0;-657.0;-469.0
903.0;-566.0;481.0;-430.0;-776.0;422.0;?;-461.0
900.0;-565.0;447.0;-427.0;-728.0;429.0;-655.0;?
903.0;-569.0;414.0;-422.0;-770.0;437.0;-647.0;-509.0
883.0;-573.0;395.0;-422.0;?;437.0;?;-483.0
876.0;-581.0;359.0;?;-737.0;444.0;-621.0;-448.0
863.0;-590.0;338.0;-412.0;-707.0;452.0;-606.0;?
855.0;-595.0;375.0;-413.0;-728.0;458.0;?;-510.0
865.0;-603.0;373.0;-409.0;-729.0;467.0;-584.0;-518.0
870.0;?;333.0;-407.0;-723.0;?;-573.0;?
?;-617.0;440.0;?;-736.0;?;-563.0;-543.0
839.0;-624.0;?;-409.0;-749.0;487.0;-559.0;?
862.0;-629.0;337.0;-407.0;?;495.0;-551.0;-494.0
859.0;-632.0;395.0;-412.0;-735.0;495.0;-556.0;-465.0
843.0;-633.0;418.0;-409.0;-769.0;497.0;-558.0;-492.0
866.0;-634.0;382.0;-408.0;-760.0;494.0;-562.0;?
866.0;-634.0;?;-412.0;-781.0;493.0;-571.0;-493.0
840.0;-634.0;406.0;-411.0;-801.0;489.0;-579.0;-507.0
845.0;-634.0;350.0;-411.0;-781.0;485.0;-588.0;-477.0
850.0;?;365.0;-416.0;-765.0;478.0;-597.0;?
853.0;-627.0;?;-415.0;-788.0;472.0;-603.0;-498.0
880.0;-623.0;381.0;-419.0;-768.0;467.0;-608.0;-507.0
864.0;-619.0;347.0;-423.0;-800.0;459.0;-617.0;-414.0
895.0;-614.0;365.0;-425.0;-760.0;460.0;-621.0;-423.0
867.0;-610.0;355.0;-429.0;-755.0;459.0;-620.0;-529.0
897.0;-609.0;337.0;?;-848.0;?;-619.0;?
898.0;-608.0;362.0;-443.0;-879.0;467.0;-611.0;-501.0
906.0;-610.0;382.0;-441.0;-900.0;469.0;-603.0;-506.0
873.0;-613.0;350.0;-447.0;-929.0;472.0;-598.0;-485.0
897.0;-619.0;345.0;-448.0;-929.0;476.0;-593.0;?
980.0;-624.0;331.0;-442.0;-940.0;478.0;-583.0;-420.0
?;-626.0;330.0;-441.0;-920.0;476.0;-578.0;-425.0
1049.0;-630.0;376.0;-433.0;-908.0;?;-570.0;-364.0
1042.0;?;432.0;-418.0;-863.0;466.0;-565.0;-382.0
1041.0;-634.0;447.0;-397.0;-812.0;456.0;-567.0;-312.0
1035.0;-635.0;407.0;?;-799.0;?;-570.0;-275.0
995.0;-636.0;436.0;-325.0;-743.0;445.0;-569.0;-271.0
?;-637.0;?;-291.0;-763.0;440.0;-571.0;-236.0
879.0;-640.0;457.0;-247.0;-813.0;?;-564.0;-184.0
817.0;-643.0;408.0;-201.0;-742.0;434.0;-548.0;-119.0
?;-645.0;436.0;-156.0;-730.0;421.0;-530.0;-48.0
718.0;-653.0;380.0;-107.0;?;414.0;-505.0;-40.0
708.0;-652.0;340.0;-59.0;-760.0;403.0;-474.0;-29.0
712.0;-653.0;387.0;-16.0;-765.0;386.0;-448.0;-89.0
654.0;-651.0;448.0;31.0;-734.0;368.0;-419.0;-58.0
618.0;-645.0;484.0;77.0;-745.0;348.0;-392.0;37.0
581.0;-642.0;510.0;114.0;-642.0;324.0;-373.0;82.0
588.0;-634.0;472.0;149.0;-649.0;303.0;-359.0;99.0
547.0;?;?;185.0;-598.0;283.0;-347.0;143.0
515.0;-613.0;437.0;217.0;-640.0;260.0;-344.0;233.0
485.0;-601.0;?;?;-638.0;238.0;-343.0;340.0
439.0;?;339.0;274.0;-607.0;216.0;-342.0;371.0
364.0;-578.0;281.0;296.0;-570.0;189.0;-347.0;421.0
343.0;-564.0;333.0;314.0;-537.0;159.0;-364.0;357.0
376.0;-545.0;385.0;328.0;-527.0;130.0;-390.0;330.0
352.0;-523.0;358.0;337.0;-510.0;93.0;-428.0;344.0
333.0;-496.0;337.0;?;-515.0;60.0;-459.0;388.0
321.0;-466.0;212.0;366.0;-483.0;26.0;-475.0;394.0
317.0;-432.0;175.0;378.0;?;-10.0;?;?
278.0;-397.0;248.0;389.0;-465.0;?;-483.0;496.0
?;-362.0;294.0;400.0;-461.0;-75.0;-466.0;466.0
268.0;-321.0;266.0;414.0;-414.0;-104.0;-443.0;443.0
296.0;-282.0;204.0;430.0;-390.0;-127.0;-407.0;450.0
286.0;-235.0;149.0;?;-403.0;-148.0;-347.0;464.0
256.0;-188.0;127.0;456.0;?;?;-273.0;504.0
233.0;?;148.0;472.0;-440.0;-185.0;-170.0;422.0
195.0;-101.0;84.0;486.0;-425.0;?;?;272.0
183.0;-56.0;14.0;503.0;-481.0;?;?;?
?;-21.0;?;520.0;-556.0;-241.0;196.0;253.0
274.0;13.0;322.0;536.0;-486.0;-259.0;314.0;228.0
244.0;40.0;?;544.0;-498.0;-275.0;417.0;231.0
268.0;50.0;669.0;559.0;-559.0;-291.0;495.0;245.0
269.0;56.0;587.0;570.0;-531.0;-309.0;557.0;?
318.0;49.0;416.0;582.0;-593.0;-324.0;603.0;161.0
277.0;27.0;134.0;?;-579.0;-338.0;627.0;246.0
350.0;-13.0;117.0;600.0;-581.0;-352.0;633.0;254.0
362.0;?;11.0;709.0;-498.0;-357.0;618.0;315.0
322.0;-254.0;-8.0;717.0;-504.0;-352.0;645.0;354.0
311.0;-266.0;3.0;726.0;-519.0;-349.0;661.0;374.0
290.0;-267.0;77.0;734.0;-508.0;-337.0;683.0;?
272.0;-270.0;?;738.0;-505.0;?;701.0;386.0
261.0;-265.0;171.0;748.0;-462.0;-328.0;726.0;391.0
232.0;-269.0;171.0;753.0;-454.0;-321.0;730.0;380.0
222.0;-277.0;105.0;?;-458.0;-318.0;730.0;366.0
235.0;-281.0;117.0;763.0;-480.0;-315.0;743.0;376.0
221.0;-290.0;82.0;768.0;-510.0;-312.0;?;389.0
206.0;-295.0;59.0;772.0;-478.0;-305.0;764.0;368.0
175.0;-298.0;28.0;777.0;-505.0;?;777.0;370.0
180.0;-305.0;?;784.0;?;-299.0;786.0;403.0
194.0;?;35.0;788.0;?;-292.0;804.0;424.0
165.0;-302.0;68.0;791.0;-551.0;-289.0;825.0;456.0
175.0;-299.0;89.0;?;-551.0;-284.0;849.0;413.0
200.0;-291.0;58.0;800.0;-556.0;?;876.0;433.0
218.0;-274.0;98.0;803.0;-531.0;-277.0;895.0;478.0
222.0;-248.0;129.0;804.0;-554.0;-272.0;?;458.0
201.0;?;124.0;809.0;-558.0;-266.0;895.0;447.0
226.0;-170.0;155.0;810.0;-543.0;-264.0;867.0;450.0
216.0;-121.0;?;811.0;-552.0;-258.0;816.0;388.0
?;-62.0;185.0;813.0;?;-258.0;760.0;413.0
238.0;30.0;180.0;?;?;-260.0;705.0;432.0
222.0;?;185.0;813.0;-384.0;-260.0;629.0;?
214.0;269.0;225.0;813.0;-603.0;-264.0;536.0;?
209.0;369.0;247.0;813.0;-620.0;-261.0;484.0;429.0
127.0;432.0;248.0;815.0;-509.0;-258.0;483.0;444.0
80.0;470.0;268.0;815.0;-477.0;-253.0;519.0;446.0
167.0;475.0;280.0;817.0;-472.0;-245.0;566.0;444.0
219.0;452.0;297.0;816.0;-470.0;-233.0;648.0;476.0
274.0;436.0;286.0;816.0;-469.0;-221.0;724.0;458.0
204.0;427.0;322.0;819.0;?;-208.0;765.0;?
171.0;401.0;331.0;822.0;-541.0;-190.0;802.0;523.0
181.0;?;312.0;819.0;-486.0;-174.0;823.0;545.0
?;342.0;330.0;820.0;-531.0;-158.0;?;557.0
197.0;316.0;358.0;?;-675.0;-142.0;857.0;508.0
222.0;297.0;348.0;821.0;-608.0;-128.0;859.0;476.0
?;270.0;382.0;?;-479.0;-110.0;859.0;480.0
225.0;245.0;395.0;815.0;-552.0;-99.0;850.0;340.0
245.0;?;440.0;806.0;-466.0;-82.0;834.0;343.0
351.0;203.0;369.0;801.0;-531.0;-69.0;808.0;?
310.0;?;396.0;794.0;-650.0;-53.0;769.0;?
248.0;?;?;785.0;-746.0;-34.0;727.0;24.0
269.0;169.0;250.0;775.0;?;-17.0;691.0;241.0
302.0;141.0;165.0;768.0;-547.0;-1.0;?;317.0
325.0;111.0;128.0;761.0;-510.0;9.0;637.0;245.0
421.0;90.0;93.0;756.0;-537.0;21.0;629.0;183.0
411.0;81.0;?;754.0;?;23.0;617.0;284.0
288.0;84.0;155.0;750.0;-545.0;31.0;607.0;356.0
280.0;91.0;300.0;743.0;-495.0;29.0;595.0;?
271.0;?;187.0;743.0;-492.0;26.0;581.0;348.0
249.0;91.0;263.0;741.0;-468.0;25.0;569.0;388.0
295.0;93.0;341.0;739.0;-463.0;24.0;563.0;387.0
212.0;93.0;194.0;735.0;-500.0;24.0;560.0;362.0
209.0;88.0;?;731.0;-518.0;20.0;557.0;295.0
200.0;83.0;?;730.0;-579.0;23.0;558.0;?
184.0;76.0;-38.0;728.0;-563.0;?;555.0;239.0
200.0;73.0;109.0;724.0;-680.0;25.0;561.0;310.0
?;70.0;-150.0;721.0;-675.0;22.0;563.0;402.0
314.0;68.0;-271.0;718.0;-740.0;18.0;570.0;432.0
276.0;73.0;-21.0;717.0;-676.0;?;580.0;276.0
247.0;76.0;206.0;713.0;-580.0;14.0;592.0;88.0
?;86.0;83.0;709.0;-624.0;?;605.0;?
372.0;102.0;46.0;701.0;-659.0;9.0;619.0;301.0
473.0;120.0;-51.0;692.0;-638.0;12.0;630.0;281.0
383.0;133.0;-82.0;684.0;-669.0;11.0;636.0;?
412.0;135.0;-148.0;675.0;-593.0;19.0;643.0;202.0
432.0;125.0;-111.0;669.0;-497.0;22.0;?;243.0
422.0;100.0;?;662.0;?;34.0;679.0;333.0
415.0;65.0;-79.0;653.0;-459.0;43.0;699.0;329.0
?;35.0;-167.0;647.0;-466.0;44.0;707.0;343.0
298.0;19.0;-110.0;643.0;-434.0;52.0;715.0;?
280.0;18.0;?;638.0;-450.0;59.0;732.0;396.0
251.0;25.0;-114.0;633.0;-443.0;?;754.0;410.0
224.0;37.0;-69.0;633.0;-398.0;67.0;776.0;359.0
215.0;43.0;-14.0;630.0;-455.0;65.0;?;383.0
?;?;107.0;629.0;-480.0;69.0;?;393.0
180.0;53.0;161.0;628.0;-500.0;65.0;815.0;350.0
171.0;?;562.0;625.0;?;60.0;818.0;294.0
174.0;65.0;540.0;625.0;-616.0;54.0;814.0;440.0
201.0;?;227.0;625.0;-713.0;48.0;811.0;444.0
221.0;85.0;23.0;628.0;-652.0;37.0;816.0;266.0
235.0;99.0;-160.0;627.0;-563.0;32.0;819.0;131.0
242.0;118.0;-204.0;626.0;-699.0;27.0;821.0;253.0
368.0;142.0;-329.0;623.0;-715.0;22.0;?;219.0
451.0;167.0;-201.0;618.0;?;17.0;805.0;-83.0
453.0;185.0;-236.0;620.0;-558.0;12.0;786.0;-59.0
426.0;197.0;-199.0;621.0;-550.0;5.0;760.0;243.0
448.0;?;-173.0;624.0;?;-16.0;740.0;220.0
?;178.0;?;621.0;-479.0;-41.0;724.0;135.0
366.0;190.0;-98.0;617.0;-490.0;-70.0;?;76.0
374.0;214.0;-104.0;610.0;-480.0;-94.0;?;152.0
309.0;250.0;-125.0;607.0;-490.0;-127.0;718.0;192.0
270.0;282.0;-111.0;605.0;-488.0;-156.0;699.0;193.0
258.0;318.0;364.0;606.0;-449.0;-183.0;670.0;143.0
258.0;339.0;812.0;605.0;-464.0;-210.0;636.0;185.0
219.0;350.0;1641.0;602.0;?;-232.0;610.0;209.0
220.0;360.0;?;601.0;?;-253.0;586.0;?
?;367.0;160.0;598.0;-614.0;?;563.0;256.0
165.0;377.0;927.0;595.0;-608.0;?;?;241.0
192.0;385.0;832.0;?;-873.0;-296.0;?;403.0
237.0;393.0;-662.0;585.0;-648.0;-308.0;486.0;416.0
?;398.0;-272.0;?;-658.0;-314.0;459.0;181.0
220.0;406.0;-71.0;578.0;-787.0;-324.0;438.0;?
316.0;415.0;3.0;572.0;?;?;425.0;207.0
474.0;425.0;-72.0;560.0;-692.0;-339.0;422.0;370.0
413.0;438.0;?;552.0;-561.0;-347.0;420.0;300.0
490.0;448.0;68.0;?;-501.0;-350.0;432.0;227.0
508.0;453.0;72.0;?;-530.0;-350.0;467.0;165.0
473.0;452.0;98.0;533.0;-519.0;?;517.0;231.0
392.0;446.0;200.0;532.0;-504.0;-353.0;567.0;330.0
?;435.0;142.0;530.0;?;?;?;364.0
313.0;433.0;112.0;529.0;-452.0;-364.0;656.0;355.0
286.0;443.0;82.0;528.0;-426.0;-365.0;683.0;335.0
287.0;451.0;101.0;526.0;-433.0;-365.0;700.0;316.0
255.0;463.0;56.0;527.0;-471.0;-367.0;?;?
249.0;?;-8.0;?;-496.0;-368.0;702.0;423.0
210.0;?;86.0;532.0;-529.0;-367.0;693.0;484.0
191.0;474.0;131.0;537.0;?;-368.0;686.0;416.0
187.0;475.0;916.0;540.0;-535.0;-371.0;675.0;359.0
227.0;477.0;902.0;544.0;?;-371.0;673.0;?
225.0;?;456.0;548.0;-692.0;-370.0;675.0;261.0
230.0;477.0;-392.0;552.0;-757.0;-370.0;678.0;143.0
?;475.0;?;556.0;-616.0;-369.0;?;177.0
325.0;477.0;-299.0;?;-613.0;-365.0;679.0;316.0
464.0;483.0;-388.0;?;-656.0;-364.0;667.0;106.0
582.0;492.0;-334.0;?;?;-360.0;647.0;-152.0
?;501.0;-305.0;587.0;?;-353.0;612.0;89.0
433.0;497.0;-235.0;593.0;-509.0;-355.0;579.0;222.0
443.0;480.0;-145.0;598.0;-505.0;-364.0;561.0;177.0
377.0;469.0;-147.0;598.0;-496.0;-376.0;559.0;148.0
393.0;465.0;-257.0;593.0;-458.0;-387.0;556.0;?
367.0;465.0;-398.0;590.0;-430.0;-400.0;527.0;152.0
?;464.0;-246.0;587.0;-401.0;-412.0;480.0;181.0
299.0;464.0;-346.0;588.0;-423.0;-426.0;427.0;223.0
?;461.0;?;587.0;-401.0;-438.0;380.0;252.0
230.0;458.0;1535.0;?;-422.0;?;344.0;184.0
204.0;457.0;1897.0;579.0;-455.0;-465.0;315.0;187.0
199.0;456.0;158.0;577.0;?;-476.0;292.0;175.0
173.0;459.0;1014.0;572.0;?;-489.0;270.0;200.0
164.0;458.0;?;569.0;-640.0;-497.0;245.0;232.0
170.0;457.0;130.0;563.0;?;?;219.0;354.0
225.0;457.0;-885.0;558.0;-661.0;-511.0;194.0;304.0
237.0;459.0;-18.0;555.0;?;-521.0;177.0;127.0
192.0;465.0;116.0;547.0;-673.0;-529.0;169.0;-14.0
323.0;473.0;-33.0;541.0;-624.0;-534.0;164.0;322.0
484.0;482.0;1.0;535.0;-645.0;-543.0;161.0;?
365.0;494.0;79.0;535.0;-633.0;-545.0;171.0;?
?;511.0;-40.0;530.0;-494.0;-551.0;?;313.0
428.0;527.0;-2.0;527.0;?;-551.0;242.0;203.0
406.0;538.0;?;527.0;-465.0;?;292.0;316.0
358.0;548.0;13.0;527.0;-472.0;-549.0;333.0;334.0
296.0;559.0;9.0;529.0;-447.0;-553.0;362.0;372.0
247.0;569.0;71.0;526.0;-412.0;-553.0;381.0;328.0
232.0;581.0;?;528.0;-419.0;-555.0;390.0;340.0
216.0;586.0;117.0;529.0;-420.0;-556.0;386.0;385.0
198.0;589.0;180.0;535.0;-409.0;-553.0;385.0;392.0
182.0;587.0;?;539.0;?;-558.0;389.0;?
170.0;584.0;?;541.0;-487.0;-556.0;397.0;311.0
175.0;579.0;147.0;544.0;?;-555.0;401.0;272.0
181.0;579.0;846.0;549.0;-489.0;-561.0;403.0;489.0
155.0;577.0;1773.0;558.0;-656.0;-561.0;402.0;540.0
209.0;578.0;357.0;562.0;-614.0;-563.0;392.0;?
192.0;576.0;-129.0;573.0;-606.0;-564.0;372.0;230.0
168.0;572.0;-35.0;580.0;-520.0;-559.0;343.0;290.0
278.0;567.0;-295.0;592.0;-620.0;-561.0;309.0;362.0
374.0;565.0;-312.0;601.0;-592.0;-559.0;277.0;49.0
383.0;559.0;-364.0;614.0;-598.0;?;247.0;-133.0
386.0;?;-378.0;622.0;-637.0;-560.0;229.0;19.0
349.0;530.0;-355.0;631.0;?;-559.0;212.0;314.0
403.0;512.0;-316.0;638.0;-521.0;-564.0;206.0;202.0
399.0;?;-304.0;643.0;-509.0;-564.0;202.0;121.0
427.0;484.0;-364.0;647.0;-491.0;-571.0;186.0;115.0
391.0;474.0;-162.0;649.0;-522.0;-572.0;167.0;130.0
?;466.0;83.0;650.0;-536.0;-576.0;152.0;198.0
321.0;465.0;598.0;650.0;-596.0;-580.0;140.0;157.0
304.0;?;1511.0;652.0;-598.0;?;138.0;111.0
305.0;467.0;1687.0;649.0;-561.0;-589.0;144.0;102.0
?;470.0;?;?;-564.0;-589.0;?;175.0
347.0;480.0;-5.0;654.0;-563.0;-589.0;166.0;237.0
371.0;491.0;1055.0;653.0;-509.0;-589.0;178.0;157.0
403.0;502.0;331.0;?;-542.0;-588.0;189.0;182.0
313.0;512.0;-121.0;652.0;-556.0;-590.0;206.0;212.0
340.0;517.0;-258.0;652.0;-594.0;?;227.0;198.0
309.0;521.0;-84.0;655.0;-477.0;-585.0;250.0;183.0
316.0;524.0;49.0;655.0;-570.0;-587.0;266.0;205.0
342.0;530.0;-76.0;655.0;-513.0;?;276.0;253.0
332.0;537.0;2.0;655.0;-542.0;?;281.0;244.0
332.0;544.0;-10.0;657.0;-533.0;-575.0;290.0;239.0
?;549.0;-21.0;652.0;-530.0;-573.0;302.0;220.0
306.0;551.0;-18.0;655.0;-523.0;?;316.0;266.0
292.0;553.0;9.0;654.0;-481.0;-559.0;329.0;258.0
312.0;555.0;105.0;653.0;?;-555.0;?;242.0
295.0;?;165.0;651.0;-394.0;-548.0;350.0;315.0
295.0;564.0;215.0;?;-497.0;-542.0;354.0;312.0
279.0;570.0;217.0;?;-424.0;-533.0;367.0;305.0
215.0;576.0;23.0;634.0;-473.0;-534.0;384.0;314.0
200.0;582.0;-126.0;622.0;-505.0;-536.0;399.0;?
206.0;590.0;-226.0;608.0;-398.0;-546.0;410.0;288.0
237.0;596.0;-179.0;599.0;?;-553.0;414.0;329.0
255.0;601.0;-84.0;?;?;-551.0;409.0;345.0
209.0;604.0;3.0;?;-392.0;-545.0;405.0;321.0
233.0;607.0;-30.0;582.0;-380.0;-540.0;406.0;350.0
192.0;611.0;-68.0;577.0;-419.0;-536.0;418.0;?
?;?;-88.0;573.0;-389.0;-528.0;435.0;401.0
189.0;613.0;-98.0;567.0;-414.0;?;447.0;388.0
172.0;615.0;-77.0;563.0;-402.0;-524.0;458.0;417.0
175.0;616.0;-56.0;558.0;-375.0;-523.0;?;?
182.0;618.0;-51.0;552.0;-406.0;-524.0;462.0;414.0
153.0;?;-78.0;548.0;-388.0;-520.0;458.0;415.0
181.0;619.0;-83.0;542.0;-391.0;-519.0;462.0;404.0
164.0;?;-45.0;540.0;-423.0;-521.0;465.0;?
151.0;616.0;-23.0;538.0;-386.0;-518.0;466.0;420.0
?;617.0;-24.0;535.0;-346.0;-521.0;468.0;417.0
?;615.0;-37.0;530.0;-373.0;-517.0;463.0;391.0
155.0;615.0;-44.0;528.0;-295.0;-518.0;465.0;400.0
157.0;615.0;-69.0;525.0;-310.0;-515.0;467.0;431.0
?;613.0;-78.0;520.0;-323.0;-512.0;470.0;442.0
134.0;613.0;-32.0;518.0;-270.0;-510.0;470.0;433.0
92.0;614.0;-32.0;?;-290.0;-511.0;473.0;434.0
38.0;615.0;18.0;507.0;-280.0;-510.0;?;432.0
52.0;614.0;21.0;504.0;-293.0;-506.0;476.0;393.0
9.0;613.0;71.0;498.0;-304.0;-504.0;478.0;383.0
38.0;?;69.0;493.0;-341.0;-500.0;475.0;377.0
53.0;615.0;?;?;-327.0;-494.0;470.0;356.0
43.0;613.0;116.0;485.0;-333.0;-479.0;469.0;324.0
47.0;610.0;145.0;483.0;-348.0;-465.0;474.0;356.0
47.0;601.0;148.0;485.0;-344.0;-442.0;488.0;?
65.0;592.0;143.0;487.0;-393.0;?;?;357.0
55.0;575.0;143.0;489.0;-429.0;-395.0;524.0;407.0
70.0;559.0;149.0;?;-414.0;-366.0;540.0;403.0
85.0;541.0;153.0;?;-430.0;-339.0;556.0;411.0
94.0;519.0;170.0;?;?;-307.0;577.0;425.0
109.0;495.0;202.0;492.0;-442.0;-281.0;595.0;406.0
128.0;466.0;216.0;492.0;-440.0;-247.0;615.0;410.0
133.0;444.0;235.0;490.0;-437.0;?;631.0;416.0
149.0;424.0;283.0;489.0;-437.0;?;645.0;418.0
144.0;406.0;327.0;490.0;-482.0;-159.0;659.0;428.0
139.0;386.0;297.0;488.0;-465.0;-133.0;672.0;436.0
132.0;367.0;309.0;485.0;-457.0;-108.0;684.0;?
139.0;349.0;321.0;482.0;-449.0;-88.0;696.0;434.0
133.0;333.0;335.0;479.0;?;?;709.0;445.0
135.0;319.0;310.0;477.0;-462.0;-52.0;719.0;406.0
133.0;310.0;307.0;475.0;-456.0;-34.0;727.0;470.0
134.0;303.0;312.0;469.0;?;-23.0;732.0;460.0
?;294.0;?;467.0;-461.0;-8.0;736.0;450.0
145.0;281.0;310.0;466.0;?;9.0;?;482.0
?;273.0;317.0;?;-506.0;25.0;?;446.0
142.0;261.0;317.0;461.0;-402.0;40.0;737.0;428.0
135.0;252.0;421.0;460.0;-369.0;54.0;734.0;369.0
134.0;241.0;456.0;457.0;-421.0;68.0;730.0;309.0
152.0;234.0;?;455.0;?;80.0;729.0;349.0
?;231.0;431.0;452.0;-411.0;?;727.0;289.0
136.0;230.0;299.0;452.0;-432.0;?;726.0;274.0
?;228.0;119.0;457.0;-432.0;119.0;722.0;308.0
149.0;226.0;?;464.0;-459.0;?;722.0;302.0
174.0;220.0;239.0;468.0;?;139.0;721.0;247.0
160.0;215.0;219.0;475.0;-440.0;142.0;722.0;252.0
201.0;210.0;270.0;481.0;-421.0;141.0;724.0;?
193.0;209.0;240.0;488.0;?;139.0;728.0;283.0
185.0;209.0;230.0;?;?;140.0;729.0;270.0
171.0;211.0;249.0;498.0;-437.0;137.0;728.0;220.0
180.0;213.0;?;498.0;-418.0;137.0;728.0;223.0
188.0;216.0;59.0;495.0;-454.0;138.0;726.0;341.0
192.0;221.0;139.0;494.0;-461.0;141.0;722.0;327.0
189.0;?;-156.0;489.0;-420.0;147.0;721.0;290.0
198.0;213.0;?;?;-411.0;155.0;718.0;269.0
185.0;208.0;378.0;479.0;-416.0;161.0;717.0;315.0
194.0;199.0;81.0;?;-406.0;171.0;?;328.0
169.0;186.0;226.0;466.0;-440.0;180.0;710.0;298.0
165.0;174.0;196.0;458.0;-396.0;192.0;707.0;334.0
155.0;163.0;110.0;454.0;-395.0;207.0;708.0;?
164.0;151.0;88.0;446.0;-396.0;220.0;704.0;338.0
?;137.0;79.0;441.0;-383.0;233.0;705.0;305.0
142.0;123.0;2.0;437.0;-383.0;240.0;704.0;334.0
146.0;113.0;-92.0;433.0;-390.0;245.0;705.0;376.0
153.0;108.0;-139.0;433.0;-354.0;252.0;?;387.0
?;106.0;-1.0;431.0;-364.0;256.0;711.0;392.0
156.0;99.0;6.0;431.0;-378.0;258.0;713.0;371.0
156.0;96.0;2.0;?;-389.0;256.0;715.0;359.0
145.0;93.0;-57.0;433.0;-380.0;255.0;717.0;343.0
141.0;88.0;-27.0;433.0;-400.0;256.0;717.0;385.0
139.0;83.0;-73.0;434.0;-410.0;260.0;?;404.0
147.0;?;-133.0;439.0;-411.0;267.0;715.0;386.0
131.0;58.0;-141.0;441.0;-438.0;279.0;710.0;382.0
131.0;42.0;?;445.0;-438.0;291.0;?;363.0
155.0;25.0;-39.0;448.0;-401.0;303.0;694.0;368.0
158.0;8.0;20.0;450.0;-505.0;310.0;683.0;344.0
178.0;-5.0;-3.0;451.0;-551.0;321.0;?;378.0
171.0;-14.0;-42.0;450.0;-542.0;330.0;661.0;378.0
186.0;-20.0;-109.0;453.0;-588.0;335.0;653.0;?
137.0;-27.0;-103.0;456.0;?;340.0;650.0;375.0
201.0;-31.0;-96.0;461.0;-576.0;340.0;651.0;?
270.0;?;-63.0;462.0;?;337.0;654.0;299.0
