InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-1016;1739;-143;-877;-26.0;282.0;-9924;352.0;-670;2016
-152;379;-93;458;-63.0;?;-6725;726.0;-562;86
-98;-134;-63;-408;-281.0;346.0;-190;895.0;683;1274
?;90;-76;259;-551.0;-109.0;1782;898.0;2086;326
153;15;-88;-68;-541.0;-1037.0;2171;1377.0;1309;800
116;-31;?;34;404.0;-1076.0;?;1370.0;1045;656
67;-21;-112;76;?;-1194.0;3443;472.0;1131;592
83;-19;-125;-27;-202.0;-965.0;4314;430.0;?;731
30;-38;-133;55;-1209.0;-801.0;?;771.0;33;615
?;-25;-140;10;-1207.0;-759.0;5027;720.0;-690;660
-162;-27;-146;41;-1194.0;-681.0;3588;721.0;-1138;637
-190;-32;-147;41;-1013.0;-534.0;2171;626.0;-598;654
-43;74;-147;26;-749.0;-471.0;1131;?;100;646
-15;188;-151;64;-210.0;-340.0;307;333.0;-224;611
59;156;-155;-58;129.0;-214.0;137;162.0;-619;700
-174;327;-160;101;162.0;-75.0;?;6.0;-571;547
?;704;-164;-69;-118.0;149.0;-890;16.0;-824;657
-300;1858;?;-89;-178.0;380.0;-1369;46.0;-611;543
-688;3517;-165;201;?;528.0;-2507;?;-218;357
-1278;4804;-161;?;-101.0;424.0;1028;79.0;?;?
-2360;7229;-156;858;-143.0;398.0;5029;-11.0;1515;-223
-3466;6548;-154;-303;-340.0;366.0;2492;-128.0;1922;1419
-2208;102;-154;-1633;-368.0;327.0;-448;-125.0;25;3071
-130;-4542;-154;1703;-248.0;138.0;?;-21.0;27;-562
394;-4189;-153;1015;-11.0;257.0;222;-84.0;226;-218
917;-2635;-153;-676;?;126.0;?;-527.0;?;1364
?;6302;-158;93;-792.0;1232.0;2923;44.0;1353;807
-1709;?;-158;?;-761.0;990.0;882;-114.0;430;431
-995;-2334;-158;1041;?;540.0;-776;-229.0;-154;-51
633;?;-158;1391;-1198.0;86.0;305;-666.0;52;-212
1023;-3589;-158;362;-911.0;-152.0;-100;-895.0;51;539
1273;-4083;-158;?;-1202.0;-493.0;?;-605.0;59;381
1461;?;-158;-191;-1159.0;-1289.0;9;-520.0;-4;959
-688;?;-158;?;-1230.0;-546.0;-64;-142.0;-13;1420
539;-1230;-158;-477;?;-48.0;60;83.0;17;1583
3568;-469;-158;-406;-716.0;612.0;97;336.0;83;2088
4012;-153;-158;269;-123.0;622.0;-116;150.0;74;1461
3628;628;-158;723;483.0;462.0;-496;-46.0;?;1090
1452;1507;-157;?;511.0;246.0;-638;?;118;1188
147;1047;-156;1348;429.0;-241.0;-1534;-280.0;-234;622
-1887;3541;-152;-838;384.0;-674.0;-2652;-412.0;-207;1747
?;129;?;-2292;241.0;-616.0;?;-409.0;-1128;1895
-286;-6617;-144;-291;176.0;-307.0;-9075;-151.0;?;529
-795;-3327;?;-288;227.0;-268.0;-5576;135.0;1727;908
-417;-561;-97;?;325.0;-278.0;1083;?;1110;?
59;-409;-106;102;351.0;77.0;2777;527.0;-361;184
-376;394;-112;-41;211.0;?;3059;757.0;-407;904
36;?;-122;73;218.0;302.0;3478;826.0;-665;590
-114;194;-133;-5;975.0;-870.0;3560;?;715;706
?;202;-135;-1;2003.0;-407.0;3796;1194.0;1151;699
?;106;-146;41;2442.0;465.0;2160;?;-1416;638
-794;1278;-157;-14;1913.0;983.0;1594;198.0;?;659
?;1421;-162;0;1692.0;601.0;-314;-266.0;-1443;624
-1025;2932;-165;-36;-229.0;-283.0;-832;429.0;-1009;632
-1580;4804;-162;-31;-1675.0;-343.0;?;465.0;733;?
-2494;6691;-161;348;-1142.0;-121.0;4647;?;2176;339
-5360;8467;-159;1135;-620.0;?;2739;-147.0;1594;?
-2121;-322;-157;1909;50.0;687.0;594;?;496;-805
2549;-6170;-158;?;707.0;?;-374;-546.0;95;-426
1827;-2799;-157;?;1112.0;953.0;?;-817.0;76;359
1055;-3645;?;-75;1645.0;457.0;-221;-1210.0;156;800
1115;-3246;-157;-160;947.0;-145.0;-268;-1073.0;157;1143
2528;-439;-155;-505;-616.0;-1282.0;-662;?;-12;1883
3784;1082;-154;-376;-2254.0;-1396.0;-1424;220.0;-8;2421
3568;591;-153;205;-2151.0;-890.0;-2049;?;-112;1736
1602;2447;-150;710;-826.0;-510.0;-3623;345.0;-276;1551
654;?;-148;759;-82.0;101.0;-4254;164.0;?;1312
1732;-5670;-139;213;-114.0;?;-6795;113.0;-737;312
-692;-6547;-119;-108;188.0;424.0;-10503;-133.0;?;1146
?;-1673;-103;-416;?;150.0;-2714;-271.0;677;884
568;-341;-106;-308;-293.0;156.0;5830;-80.0;539;6
-307;278;?;?;-382.0;140.0;?;28.0;204;827
?;31;-136;46;-607.0;292.0;4423;54.0;507;717
-85;28;-143;40;24.0;?;3356;?;-682;584
-292;233;-151;-54;?;-633.0;2201;385.0;-2243;787
-665;?;-160;36;?;?;1058;491.0;-1876;526
-669;1370;-164;?;1338.0;?;-632;221.0;-984;772
-911;2837;-165;-39;-433.0;690.0;-1099;270.0;-1050;541
?;4126;-163;-68;?;400.0;?;383.0;-145;624
-2133;5168;-161;-295;-644.0;-188.0;3313;466.0;1854;908
-4772;6952;-160;1576;-304.0;96.0;3670;301.0;1678;-1090
-2321;1098;-159;?;123.0;680.0;779;3.0;324;-769
2203;-4917;-159;58;606.0;1036.0;-370;-141.0;69;1007
1282;-3284;-159;?;918.0;1023.0;-71;-493.0;?;254
1107;-3299;-158;302;?;356.0;6;-1014.0;104;513
?;-3108;-158;-359;994.0;-83.0;?;-815.0;97;1085
1525;-1595;-156;-31;-119.0;-594.0;-324;-617.0;168;1017
3021;36;-156;415;-862.0;-994.0;-812;-113.0;168;1272
3457;?;-154;-542;-932.0;-589.0;-568;103.0;157;2725
1516;2217;-153;865;-735.0;?;-2253;170.0;34;1534
-509;2623;-150;1585;-479.0;253.0;-3573;172.0;-72;706
-1262;-3016;-148;-3162;-162.0;232.0;-3742;101.0;-165;4813
-518;?;-138;-2237;?;-43.0;?;-99.0;-587;2667
-470;-3129;-108;921;-83.0;-332.0;?;?;?;-262
-1135;-2453;-97;-260;-499.0;?;4550;-237.0;947;1302
-525;113;-112;-63;-618.0;-670.0;2888;34.0;206;396
-55;172;-118;128;-723.0;?;4140;182.0;88;518
-245;-87;-132;37;-790.0;?;4044;328.0;-252;858
-284;233;-136;88;101.0;-1406.0;2730;?;-69;615
-525;793;-142;-25;967.0;-338.0;3087;781.0;-1121;626
-663;1537;-165;-143;1338.0;687.0;298;603.0;-2914;672
-1070;3157;-168;104;678.0;1048.0;-2125;460.0;-588;493
-1535;?;-162;142;-165.0;736.0;-1068;519.0;2466;281
-2039;?;-159;?;-826.0;425.0;3258;512.0;2455;1408
-3792;7966;?;656;-814.0;?;3635;459.0;2002;-30
-1963;2403;-156;1746;-453.0;-154.0;1812;271.0;1114;-889
1401;-5154;-155;566;-44.0;130.0;1374;41.0;-21;550
844;-3898;-155;668;84.0;582.0;-58;-83.0;127;172
930;-4176;-155;359;806.0;817.0;-189;-443.0;39;365
1555;-4142;-154;-143;1059.0;84.0;-87;-628.0;-3;1128
1569;-744;-153;-532;294.0;-767.0;?;-458.0;155;1782
3962;392;-153;-140;-577.0;-835.0;-341;-163.0;?;2129
3395;353;-152;-317;-720.0;-152.0;-1313;125.0;-108;2594
1586;1287;-150;604;-311.0;245.0;-2521;198.0;?;1751
1901;1704;-150;1530;-81.0;?;-2389;153.0;30;985
-2565;-1013;-144;-3367;120.0;129.0;-5494;-17.0;-692;4414
-3176;-4032;-119;-2753;442.0;7.0;?;-266.0;?;2965
538;-3505;-92;1349;190.0;?;-7222;-362.0;510;-1387
-313;?;-87;-17;?;-438.0;1553;-214.0;430;-284
-385;195;-99;69;?;-534.0;?;-43.0;-549;674
?;127;-116;?;-394.0;-270.0;4613;9.0;-4;665
-213;192;-130;-98;-469.0;-399.0;5442;9.0;1108;760
-36;53;-142;169;?;-1210.0;2849;-11.0;-1223;624
-329;254;-152;6;692.0;-90.0;1181;313.0;-3596;628
-245;469;?;-23;1138.0;?;2111;304.0;-1440;?
-842;2316;-161;?;401.0;749.0;?;115.0;139;613
-1442;?;-163;?;-439.0;436.0;-2940;253.0;-534;474
-583;3453;-160;-441;-678.0;123.0;2961;427.0;?;772
-3505;8536;-158;633;-517.0;-235.0;5716;437.0;2674;-232
-3832;6363;-157;?;?;?;2698;260.0;1769;-302
962;-4256;-155;-183;-149.0;165.0;1231;114.0;667;1039
1477;-4156;-154;153;200.0;489.0;-224;18.0;152;542
1292;-3785;-154;393;356.0;796.0;-228;?;-28;361
1310;-4001;-153;-14;818.0;505.0;-126;-600.0;101;964
1857;-805;-153;85;576.0;125.0;-396;-593.0;252;?
3182;1410;-152;-599;?;-549.0;-651;-270.0;141;2745
3655;503;-150;16;?;-1025.0;-1729;179.0;-11;2484
2501;1056;-147;1138;-657.0;-521.0;-3028;?;9;1607
-404;4183;-144;1000;-492.0;-26.0;-4881;274.0;-588;?
1881;-4744;-139;3060;-110.0;416.0;-5942;123.0;-1125;-324
1878;?;-122;2445;363.0;291.0;-8653;-136.0;-27;-900
-1540;-1552;-104;-590;399.0;210.0;-4446;-323.0;700;666
-270;-1556;-106;-81;-273.0;-223.0;4423;-244.0;49;931
59;-297;-118;167;-521.0;-345.0;4391;-97.0;?;757
-297;497;-131;10;-566.0;-131.0;4314;-7.0;603;721
-15;-200;-141;53;-692.0;-349.0;4207;20.0;469;734
-488;411;-147;121;?;-959.0;2300;13.0;-1491;550
-496;697;-156;-133;445.0;-170.0;1500;?;-3185;785
-889;2102;-168;-30;984.0;224.0;-144;285.0;?;574
-908;2933;-170;123;376.0;408.0;-690;62.0;-928;405
-951;5088;-164;-893;-752.0;4.0;?;175.0;-729;1285
-3173;8576;-159;1194;-1296.0;-337.0;1871;484.0;1405;-535
-3724;6967;-155;-314;-961.0;-413.0;4951;546.0;2961;957
-1451;?;?;-2872;-501.0;37.0;2404;398.0;1748;3400
245;-4673;-153;542;-18.0;?;-108;?;412;?
1851;-4931;?;?;257.0;803.0;-148;3.0;64;280
1922;-3598;-151;-343;480.0;?;-151;-205.0;34;1019
607;-2498;-152;289;1163.0;-101.0;-255;-610.0;15;1091
1885;?;?;-95;424.0;-194.0;-482;-454.0;183;2111
3895;?;-148;-599;-308.0;?;-1604;81.0;25;3242
2744;1256;-145;1123;-685.0;-889.0;-3320;290.0;3;2010
239;4034;?;2294;-127.0;-349.0;?;289.0;-179;588
-502;-4361;-135;-3131;-345.0;169.0;-6749;468.0;-1338;5161
-307;-6490;-111;-3384;-213.0;416.0;-9077;406.0;12;4013
-1016;-2253;-89;609;-29.0;476.0;-3121;44.0;1265;-346
-1352;-3215;-96;-171;-410.0;183.0;4807;-170.0;194;1066
-428;9;-111;100;-846.0;-101.0;4725;-108.0;511;736
-76;529;?;222;?;8.0;4285;-93.0;731;?
-252;-283;-131;?;?;-263.0;4269;-43.0;?;881
-168;346;-143;159;833.0;-1462.0;2328;28.0;?;?
-544;529;-154;54;870.0;-788.0;?;318.0;-1836;531
-796;2139;-159;-149;?;53.0;?;117.0;-510;628
-1177;3187;-160;?;177.0;437.0;?;146.0;-308;714
-1597;3964;-157;213;-642.0;?;4190;351.0;?;440
?;?;-157;?;-884.0;-20.0;7047;465.0;706;1126
-2802;6621;-156;1144;-748.0;-242.0;3273;458.0;1120;-697
-2852;?;-153;991;-368.0;78.0;?;300.0;667;-328
184;-3222;-153;?;79.0;598.0;821;-43.0;354;?
653;?;-153;1121;142.0;898.0;-272;-350.0;165;-20
975;-3568;-152;696;486.0;532.0;-169;-795.0;123;189
1818;-3675;-152;-815;678.0;-754.0;-104;-1040.0;28;1695
1931;?;-152;-474;?;-1647.0;-436;-1035.0;-44;1262
1752;-3348;-152;-734;-772.0;-1715.0;-368;-547.0;-50;1678
946;-636;-151;-696;-1648.0;-557.0;-831;?;-183;1777
1410;-641;-151;-523;-1540.0;213.0;-887;183.0;-107;1686
2689;-1940;-150;312;-75.0;532.0;-752;?;72;1298
2633;873;-149;699;197.0;591.0;-1024;?;192;866
1332;-283;-147;1205;295.0;575.0;-878;-155.0;254;1421
-224;1394;-146;1301;388.0;474.0;-1556;-342.0;?;723
-3595;905;-144;1130;463.0;325.0;-2346;?;-591;1028
-5610;-9035;-142;1140;535.0;323.0;-3611;-482.0;-478;4518
?;-4676;-131;-839;682.0;407.0;-8388;-460.0;-227;?
?;1171;-103;-818;?;554.0;-9686;-448.0;?;1462
-479;-960;?;407;?;608.0;-2733;-336.0;70;593
?;600;?;-110;339.0;543.0;2907;-147.0;380;?
-113;114;?;25;-443.0;277.0;3393;227.0;15;688
-21;26;-108;60;?;-630.0;4149;480.0;-217;686
-30;557;-124;-19;1735.0;-1013.0;5156;412.0;-118;624
?;500;-132;85;1301.0;-1054.0;4938;475.0;71;628
-55;882;-139;11;-1695.0;-605.0;5587;823.0;336;722
-128;?;-149;64;-2443.0;-350.0;5870;898.0;350;755
-96;449;-155;60;-1789.0;-284.0;5410;?;?;763
?;286;-160;52;?;-447.0;5328;941.0;-222;775
-167;386;-162;?;-1347.0;-604.0;3618;897.0;474;781
-235;838;-164;45;-1043.0;-510.0;826;782.0;1033;641
-32;1192;-164;-60;-553.0;-302.0;-3227;616.0;1191;781
-671;1822;-156;55;-4.0;-124.0;-4823;497.0;?;635
-2687;4277;-154;114;195.0;?;-3650;288.0;-1422;572
-3719;6498;-154;-616;369.0;651.0;-4169;82.0;-1631;1549
-3011;?;-153;-1236;465.0;1061.0;-1487;-52.0;-299;2210
-2053;2194;?;-1393;640.0;1024.0;734;-94.0;125;2802
-1938;160;-153;-421;945.0;763.0;-261;?;-136;2105
-965;-1648;-154;751;1543.0;298.0;108;-532.0;-118;496
?;-2359;-154;?;1740.0;?;64;-1102.0;-153;389
2015;-2852;-155;744;1820.0;-270.0;-41;?;-140;297
2334;-3553;-155;521;?;12.0;96;-1710.0;?;374
2844;-3984;-155;-2;1422.0;?;4;-1722.0;-37;?
?;-4102;-155;-60;1193.0;849.0;?;-1712.0;2;749
2591;-3775;-156;-597;1040.0;983.0;-11;?;-67;1185
2458;-4291;-156;?;797.0;883.0;-34;?;?;1543
2023;-4215;?;-695;594.0;706.0;-95;?;-83;1476
2411;-2323;-156;-932;429.0;?;-116;-1329.0;-49;2046
1269;?;-156;253;350.0;340.0;-59;?;35;2997
1932;-3410;-156;2984;283.0;316.0;-213;-546.0;14;2235
506;1278;-156;1215;29.0;271.0;-617;-136.0;-183;733
-4388;3520;-156;-1898;-220.0;284.0;-1231;?;-253;-67
-1705;5106;-157;-612;-441.0;220.0;-2638;494.0;-695;22
399;3909;-156;-851;-613.0;-77.0;-5264;781.0;-1623;2122
-831;1205;?;-1225;?;-518.0;-7965;995.0;-1394;2177
191;645;-141;322;-903.0;-688.0;-7874;1319.0;-210;484
-13;?;-105;-24;-1091.0;-424.0;-6588;1438.0;558;737
71;122;-80;-27;-1642.0;-620.0;-4687;?;1187;?
196;198;-76;127;-1683.0;-1495.0;-23;1312.0;?;598
12;20;-82;?;-1201.0;-1763.0;1792;1241.0;1160;745
141;88;-88;92;-351.0;-1385.0;1649;759.0;761;628
29;73;?;0;-143.0;-1185.0;?;299.0;356;715
58;77;-112;30;-725.0;-1334.0;4593;218.0;-96;687
53;29;-126;28;-1390.0;-1153.0;4807;392.0;36;681
26;21;-137;13;-1824.0;?;5292;562.0;630;694
-6;37;-148;13;-1733.0;-267.0;5660;618.0;556;687
-3;14;-152;26;-1356.0;?;5515;615.0;529;685
8;74;-154;15;-879.0;-25.0;5779;619.0;247;688
-88;258;-165;8;-340.0;9.0;5944;606.0;-146;688
-64;391;-172;26;53.0;-58.0;2656;675.0;751;689
78;677;?;25;284.0;-56.0;-1636;?;1386;652
-62;1786;-171;118;63.0;61.0;-2519;1029.0;1158;506
-310;3342;-164;-43;-128.0;148.0;-3115;1257.0;-291;657
-804;4814;-160;146;-1069.0;?;-3842;1142.0;-800;427
-1645;5925;-159;-138;?;369.0;-1774;909.0;571;787
-2040;6013;-155;-1391;424.0;545.0;-66;?;347;2325
-1939;4075;-154;?;287.0;671.0;11;45.0;-113;1764
-1872;66;-155;?;671.0;635.0;-25;-254.0;36;324
-2160;-1657;-155;?;1446.0;737.0;-97;-584.0;-115;107
-1466;?;-155;1106;1974.0;609.0;?;-828.0;-62;106
464;-2913;-156;817;2442.0;164.0;-54;-1269.0;-73;297
?;-3576;-155;595;2604.0;641.0;-99;?;-33;438
2469;-3829;-156;297;2236.0;1316.0;-88;-1755.0;?;597
2971;-4023;-155;68;1595.0;?;?;-1740.0;-114;754
2972;-3564;-156;-441;818.0;1564.0;-117;-1681.0;-82;1109
1888;-3877;-156;-1101;352.0;1209.0;-178;-1614.0;-104;1640
17;34;-151;22;-2507.0;-584.0;4997;-263.0;?;702
20;27;-135;?;-2303.0;?;5314;-19.0;-147;703
-17;?;-174;15;-1745.0;-327.0;5734;185.0;-52;699
?;67;-139;19;-903.0;-365.0;3794;250.0;?;708
68;80;-172;?;?;-534.0;2562;461.0;-1438;704
84;164;-208;12;27.0;?;2728;563.0;-1520;?
51;309;?;14;-59.0;-34.0;-363;582.0;811;693
?;488;38;-17;?;138.0;-1253;622.0;942;697
-30;1237;-243;52;-355.0;256.0;?;686.0;-1306;?
5;2220;-147;74;-435.0;261.0;-1137;747.0;-930;534
-137;4269;-158;121;-337.0;98.0;-2635;?;391;429
-689;7109;-164;-464;-286.0;-10.0;-619;942.0;236;1161
-156;6890;-144;?;-317.0;160.0;128;940.0;82;?
-142;3993;-165;?;-280.0;446.0;?;788.0;75;1552
?;455;-150;947;196.0;933.0;89;?;-105;?
-2313;-1572;-157;900;1538.0;1034.0;-109;-80.0;-44;159
-2238;-1507;-156;998;2130.0;774.0;-86;-451.0;-33;88
-1285;-2393;-155;859;?;435.0;-74;-930.0;-34;239
2;-3508;-156;545;?;417.0;?;-1154.0;-8;475
1077;-3744;-156;337;2052.0;966.0;-73;-1291.0;-41;?
1923;-3762;-156;?;1691.0;?;-131;-1450.0;-44;749
2498;-3494;-156;-176;1145.0;1712.0;-151;-1601.0;-57;1009
1710;-3980;-156;-887;654.0;1303.0;-163;-1644.0;-84;1519
375;-4156;-156;-911;281.0;804.0;-237;-1699.0;-79;1485
594;-3172;-155;-635;-55.0;?;-237;?;-49;1906
461;-3966;-156;-1484;-135.0;314.0;-245;-1366.0;-112;2629
1583;-3446;-155;1307;45.0;115.0;-212;-1113.0;-32;?
1796;-449;-156;2007;351.0;-52.0;-411;-886.0;-88;?
-1050;1276;-156;-420;456.0;2.0;-949;-641.0;-322;-571
-1765;3630;-156;1510;203.0;223.0;-1686;?;-520;-708
?;4376;-157;-1810;-156.0;386.0;?;?;-1371;3863
-1613;1669;-157;-3042;-340.0;160.0;-5849;218.0;-2055;3602
459;-73;-157;894;-406.0;-11.0;-7324;664.0;-1683;85
-45;76;-152;-178;?;89.0;?;1018.0;-1120;866
-40;76;-133;?;-631.0;11.0;-2984;1198.0;175;800
76;?;-115;239;-853.0;-333.0;-81;1245.0;2107;548
-74;57;-110;-195;-727.0;-661.0;?;1046.0;?;862
50;39;-108;150;-53.0;-984.0;258;705.0;?;609
-44;21;-110;-52;16.0;-1354.0;?;280.0;2271;753
52;32;-122;27;-623.0;-1685.0;3498;27.0;897;695
27;-15;-131;?;-1167.0;-1758.0;4352;81.0;401;694
-7;-24;-139;7;?;-1274.0;4833;236.0;443;?
16;12;-147;24;-1614.0;-833.0;?;296.0;256;?
-19;?;-152;22;-1507.0;-527.0;4745;272.0;-145;700
-6;9;-156;19;-1302.0;-429.0;4732;313.0;-785;706
3;-10;-160;?;-1022.0;-385.0;4446;435.0;-280;705
-24;-12;-163;20;-552.0;-343.0;?;580.0;939;701
26;?;-168;1;-1.0;-213.0;1131;661.0;1164;712
77;95;-167;24;322.0;?;-629;767.0;1648;688
22;135;-161;-36;276.0;83.0;-718;902.0;2017;744
75;368;-158;13;242.0;201.0;-2777;?;-812;652
?;?;-155;65;310.0;382.0;-3089;?;-1983;535
-249;2136;-155;59;441.0;?;77;724.0;781;559
-444;3386;-156;122;364.0;638.0;259;527.0;493;574
-1223;3962;-156;-606;?;717.0;-410;421.0;-441;1350
-1633;3856;-156;-1000;?;615.0;251;281.0;242;1856
-1657;2697;-157;-274;-291.0;1006.0;-26;?;-79;1250
?;?;-157;430;523.0;845.0;28;-422.0;20;556
-2041;-230;?;668;1532.0;343.0;?;-831.0;63;334
-1725;-1341;-157;356;?;561.0;?;-1072.0;-51;639
-1083;?;-157;489;1280.0;867.0;6;-1197.0;?;?
?;-2129;-157;559;1098.0;1048.0;-61;-1309.0;-72;426
?;-1958;-157;26;?;1378.0;3;-1391.0;-61;909
1773;-1892;-157;-45;1077.0;1685.0;46;-1367.0;-74;822
?;-1736;-157;-163;853.0;1393.0;34;-1333.0;-52;961
759;?;-157;-409;581.0;?;0;-1225.0;-22;1222
860;-1638;-157;-343;291.0;685.0;-19;-1056.0;-5;1156
784;-1726;-157;-461;185.0;?;-4;-802.0;?;1253
797;-1595;-157;-328;244.0;910.0;-20;-608.0;-6;1152
308;-918;-158;67;?;635.0;-62;?;28;792
?;-447;-158;51;709.0;402.0;-47;?;-2;742
-201;-222;-158;138;720.0;167.0;-42;-174.0;-19;801
-612;-275;-158;53;635.0;106.0;-77;?;-21;762
258;-205;-158;297;581.0;214.0;-101;252.0;-50;731
-98;-270;-158;71;422.0;224.0;-198;467.0;-47;737
-2801;-60;?;-1091;180.0;118.0;-374;654.0;-137;1118
-1872;1075;-158;-692;290.0;-63.0;-844;730.0;?;1419
-118;712;-159;-50;296.0;-221.0;-1821;704.0;-513;968
-134;?;-159;?;134.0;-341.0;-2734;639.0;-1193;673
15;106;-162;49;-104.0;-555.0;?;506.0;-2062;?
-102;?;-164;-7;-425.0;-633.0;-5254;320.0;-1612;698
34;8;-166;-12;-211.0;-847.0;-4112;255.0;-1213;714
24;-15;-167;22;-424.0;-1068.0;-4619;388.0;-1597;714
-38;-79;-161;3;-789.0;?;-1271;595.0;678;688
3;9;-152;21;?;-860.0;1158;462.0;3009;705
-64;-52;-144;14;-1231.0;-796.0;650;48.0;2374;683
-1;-38;-138;15;-1180.0;-1122.0;2168;-375.0;2083;698
-1;0;-137;14;-1303.0;-1513.0;?;-400.0;2010;703
-3;-11;-141;13;-1340.0;-1363.0;3255;-146.0;458;697
?;-31;-146;?;-1304.0;-1049.0;3937;?;-512;691
21;?;-151;21;-842.0;-757.0;3476;183.0;-309;689
53;10;-153;?;-316.0;-585.0;4048;200.0;-184;690
54;2;-154;15;6.0;-560.0;3796;187.0;-75;?
13;-5;-156;17;282.0;-387.0;2709;224.0;47;694
-19;-46;-158;18;239.0;-185.0;2507;388.0;223;694
11;-6;-162;?;186.0;136.0;2328;531.0;570;701
?;13;-167;14;381.0;565.0;1168;684.0;702;?
-9;-38;-169;21;700.0;699.0;572;738.0;537;693
16;?;-169;12;1021.0;?;-109;678.0;409;700
47;-17;-166;4;1228.0;518.0;-1126;506.0;308;683
24;-27;-163;17;1341.0;311.0;-492;347.0;140;690
60;?;-160;35;1084.0;134.0;?;153.0;-124;672
106;139;-159;-10;364.0;170.0;-2550;-62.0;-1007;?
?;115;-158;27;0.0;199.0;-2321;-246.0;-959;668
-371;?;-156;12;?;442.0;-1058;-308.0;144;595
-431;?;-154;-77;-2.0;940.0;-451;-256.0;74;644
-690;2649;-154;32;-9.0;1417.0;?;-167.0;-89;609
-1455;3271;-154;-237;211.0;1621.0;-30;?;48;991
-2125;3310;-155;-493;766.0;1674.0;-40;-189.0;?;1346
-2088;?;-155;-285;1239.0;?;-35;-396.0;54;1175
-1461;22;-155;147;1366.0;1163.0;-72;-668.0;?;808
-334;-716;-155;721;1112.0;727.0;-59;-777.0;6;285
629;-1220;-155;625;667.0;501.0;-15;-788.0;30;237
540;-1326;-155;?;354.0;269.0;-41;-715.0;11;323
1007;-1485;?;433;361.0;88.0;-34;-772.0;20;361
1795;-1925;-155;-9;447.0;139.0;-24;-904.0;7;716
?;-1872;-155;-278;347.0;276.0;-33;-923.0;17;932
1405;?;-155;-266;81.0;?;-3;-851.0;24;936
1917;-1779;-155;-66;-100.0;-375.0;19;-727.0;-5;856
1741;?;-155;-109;-329.0;-492.0;10;-529.0;-8;1044
1895;-618;-155;-312;-358.0;-636.0;-9;-360.0;16;1328
2297;-637;-155;-112;-406.0;-884.0;?;-175.0;42;1251
1827;-282;-155;205;-421.0;-700.0;102;?;41;?
1188;20;-155;243;-482.0;-421.0;111;236.0;2;1091
1217;60;-155;145;-549.0;-158.0;67;470.0;-1;1070
745;?;-155;396;-565.0;-181.0;55;664.0;-41;774
1129;909;-155;68;-557.0;-477.0;39;831.0;-56;928
280;1507;-155;-349;?;-660.0;4;961.0;-12;864
-2010;678;-156;24;-501.0;-566.0;-5;1085.0;-22;446
-629;63;-156;-199;-491.0;-456.0;14;1142.0;6;1135
251;168;-156;-253;-510.0;-407.0;-34;1129.0;17;1168
?;171;?;50;-563.0;-322.0;?;1041.0;33;641
?;152;-156;-34;-1022.0;?;-73;996.0;76;759
-39;94;-156;34;-1310.0;-339.0;-76;812.0;68;675
?;36;-155;?;-1277.0;?;-258;636.0;-21;?
?;46;-155;-3;-1253.0;-362.0;-633;?;-216;?
-11;27;-156;32;-1140.0;-344.0;-973;498.0;-435;678
65;15;-156;9;-892.0;-397.0;-1876;277.0;-830;715
51;39;-157;18;-608.0;-529.0;-2620;-12.0;-1096;699
66;46;-159;?;-593.0;-686.0;-2600;-274.0;-1408;712
48;47;-159;10;-532.0;?;-2072;-442.0;?;714
59;?;-161;20;-272.0;?;-419;-487.0;555;702
21;0;-158;15;?;?;797;-544.0;3189;709
-23;17;-153;16;-123.0;-1407.0;?;-517.0;3832;707
1;?;-150;23;-190.0;?;1825;-428.0;3540;700
5;1;-150;17;-253.0;-1306.0;2099;-283.0;1829;712
-12;-17;-152;14;?;-561.0;1603;-164.0;-493;712
-20;-20;-154;11;-236.0;124.0;138;-44.0;139;706
?;20;-155;18;-366.0;89.0;-541;82.0;460;700
29;72;-156;24;?;-246.0;?;111.0;-236;701
-5;44;-156;24;-266.0;?;?;76.0;179;702
-35;12;-156;28;-162.0;-87.0;-197;96.0;?;700
-27;30;-156;20;-73.0;187.0;-97;85.0;-64;709
-22;-35;-156;17;-26.0;162.0;-11;72.0;74;711
-2;-34;-156;16;37.0;-118.0;45;25.0;-25;712
-20;3;?;14;451.0;-315.0;38;?;?;710
-56;-34;?;23;704.0;-279.0;58;-121.0;-20;703
-27;-1;-156;21;676.0;-131.0;65;-131.0;-45;?
-13;19;-156;12;336.0;-181.0;105;?;?;715
-13;-8;-156;12;504.0;-204.0;57;-345.0;?;714
4;-5;-156;12;943.0;-156.0;-2;-370.0;-40;711
?;-17;-157;14;826.0;?;49;-283.0;6;708
-16;-17;-157;20;715.0;?;50;-199.0;-17;705
2;11;-157;?;598.0;-14.0;-1;-116.0;-33;705
30;?;-157;11;?;-134.0;10;-165.0;-12;712
-2;-32;-157;5;1081.0;-356.0;18;-253.0;10;709
?;-86;-157;-8;1104.0;-984.0;2;?;-27;723
73;-118;-157;7;870.0;-860.0;26;?;-18;717
29;-55;-157;32;430.0;-368.0;12;-143.0;15;684
-5;18;-157;27;97.0;-389.0;-15;-156.0;-39;?
