Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
1069.0;-837.0;274.0;276.0;-967.0;987.0;194.0
1088.0;-827.0;300.0;277.0;-970.0;960.0;246.0
1069.0;-835.0;314.0;272.0;-973.0;974.0;253.0
1068.0;-832.0;302.0;269.0;-970.0;984.0;232.0
1073.0;-818.0;300.0;281.0;-952.0;962.0;235.0
950.0;-925.0;206.0;166.0;-1045.0;931.0;128.0
1068.0;-831.0;290.0;233.0;-966.0;980.0;234.0
1082.0;-822.0;271.0;228.0;-954.0;980.0;223.0
1403.0;-884.0;256.0;296.0;-1013.0;1207.0;285.0
1070.0;-830.0;291.0;281.0;-970.0;980.0;250.0
1048.0;-828.0;301.0;282.0;-964.0;971.0;236.0
1071.0;-841.0;272.0;258.0;-974.0;986.0;200.0
1072.0;-840.0;266.0;227.0;-978.0;988.0;200.0
1071.0;-831.0;281.0;293.0;-962.0;957.0;185.0
1178.0;-829.0;233.0;-24.0;-943.0;1056.0;134.0
1090.0;-842.0;291.0;267.0;-982.0;998.0;228.0
1076.0;-839.0;300.0;262.0;-976.0;984.0;242.0
1090.0;-838.0;276.0;266.0;-970.0;967.0;219.0
926.0;-1086.0;-57.0;151.0;-1184.0;1084.0;212.0
1069.0;-840.0;255.0;245.0;-970.0;977.0;201.0
1089.0;-837.0;297.0;271.0;-975.0;980.0;235.0
1071.0;-842.0;260.0;225.0;-967.0;988.0;195.0
1068.0;-835.0;284.0;261.0;-970.0;995.0;211.0
1050.0;-833.0;286.0;298.0;-967.0;969.0;231.0
1050.0;-817.0;285.0;278.0;-957.0;975.0;251.0
1040.0;-817.0;274.0;267.0;-948.0;973.0;233.0
1081.0;-816.0;270.0;267.0;-952.0;949.0;239.0
1074.0;-840.0;294.0;245.0;-969.0;973.0;215.0
1161.0;-918.0;207.0;372.0;-1007.0;935.0;59.0
893.0;-658.0;253.0;278.0;-781.0;782.0;237.0
1046.0;-839.0;234.0;295.0;-972.0;992.0;186.0
1201.0;-1048.0;244.0;124.0;-1197.0;1292.0;347.0
1007.0;-716.0;212.0;371.0;-817.0;895.0;-30.0
1178.0;-1124.0;130.0;20.0;-1217.0;945.0;174.0
1136.0;-906.0;171.0;152.0;-1021.0;1047.0;105.0
1049.0;-840.0;288.0;365.0;-979.0;991.0;233.0
1085.0;-863.0;193.0;235.0;-971.0;1009.0;141.0
1231.0;-994.0;193.0;133.0;-1109.0;1316.0;305.0
1138.0;-579.0;435.0;355.0;-950.0;989.0;323.0
1093.0;-845.0;240.0;285.0;-998.0;1026.0;220.0
1079.0;-840.0;305.0;338.0;-989.0;998.0;273.0
974.0;-881.0;168.0;386.0;-1010.0;1080.0;-1.0
1072.0;-846.0;269.0;266.0;-977.0;991.0;217.0
1081.0;-851.0;271.0;244.0;-981.0;1001.0;202.0
1147.0;-898.0;88.0;136.0;-957.0;1035.0;-36.0
1222.0;-948.0;175.0;154.0;-1102.0;1120.0;185.0
1020.0;-1002.0;100.0;186.0;-990.0;1039.0;42.0
1091.0;-959.0;387.0;326.0;-1023.0;1124.0;279.0
1152.0;-994.0;142.0;122.0;-1146.0;1111.0;343.0
862.0;-1113.0;67.0;185.0;-1187.0;1026.0;26.0
1039.0;-1242.0;82.0;67.0;-1345.0;1131.0;195.0
1221.0;-884.0;264.0;167.0;-932.0;819.0;98.0
1233.0;-1226.0;229.0;93.0;-1320.0;1159.0;264.0
1117.0;-922.0;98.0;39.0;-1044.0;1039.0;87.0
1025.0;-793.0;446.0;302.0;-900.0;886.0;-70.0
1159.0;-826.0;275.0;265.0;-975.0;911.0;335.0
987.0;-578.0;231.0;325.0;-712.0;773.0;258.0
1037.0;-838.0;240.0;359.0;-958.0;1071.0;419.0
