InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
293.0;15.0;269.0;819.0;534.0;114.0;289.0;203.0;617.0;537.0;-722.0;704.0
294.0;24.0;268.0;819.0;533.0;96.0;288.0;197.0;619.0;540.0;-724.0;702.0
298.0;33.0;265.0;817.0;533.0;85.0;289.0;189.0;622.0;545.0;-722.0;699.0
302.0;40.0;259.0;815.0;534.0;80.0;289.0;?;622.0;550.0;-715.0;696.0
305.0;41.0;247.0;?;535.0;79.0;288.0;?;619.0;556.0;-708.0;691.0
309.0;35.0;241.0;?;535.0;83.0;290.0;152.0;613.0;562.0;-703.0;?
319.0;17.0;237.0;811.0;534.0;94.0;295.0;136.0;606.0;569.0;-697.0;677.0
325.0;3.0;?;811.0;523.0;113.0;300.0;117.0;595.0;573.0;-687.0;673.0
?;-4.0;248.0;814.0;510.0;147.0;308.0;109.0;583.0;571.0;-674.0;?
313.0;-1.0;258.0;815.0;509.0;151.0;313.0;114.0;576.0;568.0;-667.0;682.0
301.0;10.0;272.0;?;506.0;157.0;324.0;131.0;570.0;562.0;-658.0;?
?;28.0;287.0;818.0;502.0;150.0;?;153.0;563.0;554.0;-655.0;701.0
283.0;42.0;297.0;821.0;500.0;139.0;340.0;170.0;557.0;544.0;-654.0;707.0
281.0;?;299.0;826.0;505.0;129.0;344.0;182.0;552.0;?;-651.0;713.0
282.0;64.0;294.0;830.0;510.0;118.0;345.0;193.0;548.0;523.0;-649.0;720.0
288.0;?;290.0;834.0;514.0;108.0;342.0;206.0;545.0;511.0;-648.0;?
297.0;77.0;289.0;835.0;516.0;102.0;?;230.0;543.0;500.0;-648.0;729.0
306.0;75.0;287.0;833.0;521.0;104.0;333.0;255.0;542.0;491.0;-646.0;733.0
313.0;70.0;284.0;832.0;526.0;110.0;326.0;274.0;542.0;483.0;-646.0;735.0
316.0;65.0;280.0;?;534.0;118.0;319.0;287.0;544.0;479.0;-647.0;736.0
314.0;61.0;276.0;826.0;540.0;126.0;313.0;297.0;549.0;?;-650.0;737.0
307.0;56.0;276.0;?;543.0;132.0;308.0;?;556.0;483.0;-654.0;738.0
300.0;?;278.0;814.0;549.0;139.0;305.0;311.0;566.0;490.0;-658.0;737.0
289.0;43.0;279.0;809.0;550.0;146.0;302.0;310.0;579.0;499.0;-663.0;734.0
272.0;29.0;289.0;807.0;?;157.0;305.0;303.0;590.0;505.0;?;?
263.0;11.0;293.0;806.0;?;?;304.0;301.0;?;509.0;-669.0;731.0
256.0;-13.0;?;804.0;546.0;199.0;304.0;298.0;609.0;513.0;-667.0;730.0
260.0;-33.0;286.0;804.0;546.0;?;303.0;295.0;617.0;515.0;?;?
271.0;-40.0;283.0;809.0;?;233.0;301.0;279.0;625.0;517.0;-652.0;721.0
283.0;-33.0;271.0;816.0;552.0;226.0;294.0;257.0;634.0;518.0;-653.0;716.0
294.0;-20.0;260.0;825.0;552.0;?;289.0;238.0;640.0;513.0;-660.0;714.0
309.0;?;253.0;834.0;?;187.0;?;224.0;638.0;?;-670.0;713.0
333.0;2.0;237.0;843.0;552.0;166.0;278.0;211.0;632.0;494.0;-680.0;709.0
356.0;12.0;222.0;849.0;?;?;267.0;195.0;624.0;486.0;-690.0;705.0
372.0;17.0;209.0;852.0;551.0;122.0;?;179.0;615.0;480.0;-700.0;699.0
378.0;17.0;197.0;?;548.0;104.0;249.0;167.0;609.0;477.0;?;?
379.0;15.0;189.0;851.0;544.0;92.0;242.0;156.0;605.0;?;-718.0;689.0
381.0;11.0;180.0;849.0;541.0;91.0;?;141.0;601.0;486.0;-718.0;682.0
383.0;1.0;168.0;?;538.0;100.0;235.0;125.0;594.0;497.0;-711.0;?
?;-14.0;163.0;842.0;537.0;118.0;234.0;107.0;587.0;511.0;-704.0;665.0
389.0;?;158.0;836.0;534.0;?;237.0;86.0;580.0;528.0;-695.0;653.0
386.0;-48.0;139.0;828.0;529.0;171.0;237.0;65.0;572.0;545.0;-681.0;646.0
376.0;-66.0;?;824.0;?;199.0;240.0;51.0;563.0;555.0;-670.0;645.0
362.0;-78.0;161.0;822.0;520.0;223.0;246.0;?;555.0;560.0;-659.0;?
350.0;-76.0;169.0;822.0;?;243.0;254.0;63.0;551.0;562.0;-644.0;657.0
344.0;-68.0;177.0;?;522.0;252.0;?;73.0;547.0;561.0;?;662.0
341.0;-59.0;183.0;824.0;?;?;269.0;78.0;543.0;?;-631.0;665.0
?;-46.0;188.0;827.0;529.0;240.0;274.0;83.0;541.0;?;-631.0;668.0
336.0;-32.0;?;832.0;533.0;226.0;277.0;?;539.0;541.0;-632.0;673.0
?;-18.0;189.0;836.0;536.0;212.0;278.0;99.0;538.0;532.0;-634.0;678.0
343.0;-7.0;188.0;842.0;539.0;202.0;277.0;106.0;539.0;523.0;-635.0;684.0
349.0;-2.0;187.0;847.0;544.0;197.0;275.0;107.0;539.0;515.0;-632.0;689.0
358.0;?;?;852.0;549.0;194.0;272.0;103.0;537.0;508.0;-629.0;692.0
368.0;9.0;184.0;856.0;555.0;192.0;267.0;94.0;536.0;?;-628.0;693.0
374.0;13.0;182.0;860.0;561.0;189.0;260.0;81.0;537.0;498.0;-629.0;695.0
375.0;?;183.0;861.0;567.0;?;258.0;68.0;?;497.0;-628.0;696.0
367.0;12.0;187.0;861.0;572.0;191.0;?;61.0;550.0;497.0;-628.0;?
359.0;11.0;187.0;?;578.0;193.0;?;57.0;?;?;-630.0;696.0
344.0;4.0;195.0;857.0;579.0;?;?;59.0;568.0;503.0;-632.0;?
336.0;-11.0;192.0;857.0;582.0;?;248.0;66.0;578.0;503.0;-633.0;?
332.0;-34.0;186.0;857.0;582.0;227.0;245.0;71.0;588.0;503.0;-631.0;703.0
338.0;-57.0;180.0;?;584.0;249.0;241.0;?;597.0;502.0;?;701.0
347.0;-74.0;175.0;858.0;587.0;?;237.0;66.0;605.0;500.0;-626.0;695.0
?;-81.0;169.0;?;590.0;261.0;233.0;54.0;610.0;496.0;-633.0;690.0
366.0;-82.0;164.0;861.0;?;250.0;230.0;43.0;613.0;493.0;-649.0;686.0
376.0;-76.0;159.0;861.0;592.0;234.0;226.0;?;615.0;?;-670.0;683.0
386.0;-67.0;155.0;860.0;592.0;?;221.0;22.0;618.0;492.0;-689.0;?
394.0;-58.0;152.0;858.0;591.0;196.0;217.0;11.0;621.0;496.0;-706.0;675.0
397.0;-50.0;151.0;856.0;589.0;176.0;214.0;-1.0;625.0;500.0;-717.0;?
399.0;-42.0;152.0;853.0;587.0;?;215.0;?;630.0;505.0;-722.0;?
405.0;-34.0;148.0;848.0;587.0;147.0;216.0;-21.0;634.0;514.0;-722.0;663.0
409.0;-28.0;140.0;842.0;586.0;143.0;?;-32.0;635.0;?;-717.0;658.0
411.0;-27.0;131.0;836.0;588.0;142.0;215.0;-45.0;629.0;?;-713.0;652.0
417.0;-32.0;?;831.0;587.0;145.0;219.0;-57.0;?;?;-710.0;644.0
424.0;-41.0;115.0;824.0;585.0;151.0;220.0;-72.0;615.0;549.0;-705.0;?
?;-51.0;103.0;822.0;578.0;161.0;?;-79.0;600.0;550.0;-699.0;631.0
419.0;?;118.0;824.0;569.0;176.0;229.0;-77.0;594.0;547.0;?;?
411.0;-55.0;128.0;826.0;570.0;186.0;232.0;-66.0;586.0;546.0;-680.0;642.0
400.0;-44.0;136.0;831.0;?;?;238.0;-47.0;581.0;?;?;651.0
392.0;-31.0;151.0;838.0;567.0;189.0;247.0;-28.0;577.0;533.0;-658.0;657.0
386.0;?;158.0;844.0;569.0;?;251.0;-12.0;?;521.0;?;664.0
383.0;-9.0;159.0;851.0;573.0;?;252.0;?;?;509.0;-645.0;671.0
386.0;1.0;158.0;858.0;574.0;164.0;250.0;15.0;565.0;495.0;-642.0;677.0
393.0;?;157.0;865.0;575.0;155.0;246.0;29.0;562.0;482.0;-639.0;?
401.0;11.0;156.0;870.0;577.0;154.0;241.0;?;557.0;?;-635.0;686.0
411.0;9.0;153.0;874.0;580.0;160.0;235.0;69.0;550.0;466.0;-631.0;689.0
419.0;9.0;?;877.0;584.0;169.0;228.0;78.0;543.0;461.0;-628.0;691.0
421.0;9.0;149.0;878.0;588.0;173.0;222.0;82.0;540.0;459.0;-628.0;694.0
413.0;9.0;?;878.0;590.0;176.0;218.0;85.0;541.0;460.0;-629.0;699.0
399.0;9.0;?;?;593.0;177.0;219.0;?;546.0;465.0;?;703.0
386.0;8.0;163.0;871.0;595.0;179.0;220.0;97.0;556.0;474.0;-632.0;702.0
374.0;3.0;174.0;864.0;593.0;?;225.0;100.0;567.0;487.0;-633.0;699.0
357.0;-9.0;190.0;859.0;587.0;192.0;231.0;100.0;577.0;497.0;-635.0;698.0
346.0;-26.0;194.0;854.0;587.0;?;235.0;103.0;587.0;?;-637.0;?
?;-44.0;200.0;850.0;583.0;222.0;239.0;109.0;596.0;515.0;-637.0;699.0
336.0;-53.0;205.0;846.0;578.0;230.0;242.0;112.0;606.0;520.0;-639.0;696.0
337.0;?;?;845.0;?;222.0;243.0;103.0;614.0;524.0;-648.0;691.0
341.0;-40.0;206.0;846.0;579.0;201.0;245.0;87.0;619.0;525.0;-667.0;686.0
348.0;-29.0;202.0;847.0;579.0;174.0;246.0;70.0;621.0;525.0;-690.0;681.0
359.0;-16.0;197.0;848.0;579.0;?;244.0;52.0;?;524.0;-713.0;675.0
370.0;-3.0;192.0;848.0;?;117.0;241.0;35.0;620.0;525.0;-731.0;670.0
?;?;?;848.0;578.0;90.0;237.0;19.0;621.0;526.0;-744.0;666.0
?;17.0;185.0;846.0;578.0;67.0;235.0;4.0;623.0;527.0;?;662.0
383.0;27.0;183.0;844.0;577.0;50.0;235.0;-8.0;625.0;529.0;-751.0;658.0
387.0;?;181.0;841.0;574.0;40.0;237.0;-18.0;?;532.0;-746.0;651.0
391.0;39.0;175.0;837.0;571.0;38.0;238.0;-27.0;626.0;537.0;-738.0;646.0
393.0;37.0;162.0;833.0;?;42.0;238.0;-35.0;621.0;543.0;?;641.0
398.0;27.0;158.0;830.0;575.0;?;240.0;-41.0;613.0;547.0;-721.0;634.0
409.0;?;157.0;826.0;575.0;65.0;247.0;-55.0;607.0;551.0;-711.0;625.0
417.0;17.0;139.0;821.0;572.0;78.0;246.0;-71.0;599.0;554.0;-700.0;619.0
418.0;?;137.0;822.0;?;92.0;250.0;-77.0;589.0;552.0;-692.0;621.0
410.0;?;151.0;826.0;556.0;108.0;256.0;-71.0;583.0;548.0;-688.0;633.0
393.0;?;162.0;?;552.0;131.0;?;-54.0;574.0;543.0;-677.0;651.0
376.0;-3.0;175.0;840.0;?;144.0;267.0;-36.0;568.0;?;?;667.0
367.0;8.0;184.0;?;?;143.0;272.0;-15.0;562.0;519.0;?;677.0
363.0;20.0;185.0;854.0;559.0;133.0;274.0;2.0;558.0;504.0;?;684.0
364.0;34.0;183.0;860.0;561.0;120.0;273.0;14.0;554.0;487.0;?;690.0
?;46.0;180.0;865.0;564.0;107.0;270.0;23.0;?;471.0;?;694.0
382.0;55.0;177.0;?;568.0;100.0;265.0;29.0;547.0;456.0;-655.0;697.0
395.0;57.0;?;876.0;572.0;99.0;260.0;43.0;545.0;447.0;-652.0;699.0
407.0;54.0;172.0;880.0;577.0;104.0;254.0;52.0;544.0;?;-647.0;699.0
420.0;?;170.0;882.0;581.0;?;248.0;52.0;542.0;440.0;-644.0;695.0
427.0;51.0;169.0;881.0;587.0;118.0;243.0;45.0;541.0;442.0;-643.0;691.0
?;?;171.0;879.0;591.0;121.0;240.0;34.0;542.0;448.0;-644.0;689.0
?;53.0;176.0;874.0;593.0;122.0;?;24.0;546.0;458.0;-646.0;690.0
404.0;55.0;181.0;868.0;595.0;121.0;243.0;19.0;556.0;472.0;-649.0;686.0
394.0;50.0;197.0;859.0;590.0;126.0;?;12.0;568.0;493.0;-650.0;680.0
373.0;36.0;?;851.0;577.0;136.0;257.0;6.0;?;512.0;-650.0;678.0
350.0;17.0;?;845.0;576.0;153.0;254.0;6.0;588.0;526.0;-650.0;?
341.0;-2.0;215.0;843.0;575.0;174.0;258.0;11.0;597.0;532.0;-650.0;685.0
344.0;-9.0;219.0;842.0;572.0;184.0;260.0;21.0;606.0;535.0;-654.0;684.0
348.0;-9.0;221.0;841.0;571.0;182.0;260.0;13.0;611.0;?;-664.0;679.0
353.0;-9.0;221.0;841.0;571.0;171.0;261.0;?;615.0;532.0;?;674.0
359.0;-4.0;221.0;?;572.0;159.0;263.0;?;616.0;525.0;-693.0;670.0
368.0;?;219.0;846.0;572.0;140.0;263.0;-32.0;?;517.0;-707.0;667.0
378.0;18.0;?;848.0;572.0;117.0;261.0;-43.0;615.0;511.0;-721.0;665.0
385.0;25.0;215.0;848.0;571.0;95.0;260.0;-52.0;614.0;509.0;-730.0;664.0
387.0;32.0;?;847.0;570.0;78.0;260.0;-61.0;615.0;508.0;-735.0;664.0
388.0;41.0;217.0;845.0;569.0;?;261.0;?;616.0;508.0;-734.0;663.0
389.0;52.0;216.0;842.0;568.0;55.0;265.0;-85.0;616.0;510.0;-728.0;661.0
393.0;?;213.0;839.0;568.0;50.0;268.0;-93.0;614.0;512.0;-720.0;658.0
398.0;70.0;206.0;835.0;568.0;48.0;?;-101.0;612.0;516.0;-711.0;653.0
405.0;75.0;199.0;831.0;569.0;47.0;277.0;-110.0;606.0;519.0;-703.0;648.0
410.0;77.0;195.0;827.0;571.0;49.0;281.0;-118.0;597.0;522.0;-697.0;643.0
416.0;79.0;195.0;822.0;569.0;?;?;-130.0;587.0;525.0;?;637.0
421.0;83.0;?;816.0;557.0;55.0;301.0;-143.0;578.0;530.0;-680.0;633.0
421.0;84.0;197.0;814.0;545.0;55.0;305.0;-148.0;568.0;533.0;-672.0;632.0
401.0;61.0;213.0;817.0;527.0;80.0;?;?;562.0;528.0;?;643.0
?;50.0;235.0;822.0;511.0;?;320.0;-142.0;555.0;?;-652.0;657.0
359.0;55.0;257.0;829.0;497.0;147.0;332.0;-129.0;547.0;514.0;-635.0;670.0
339.0;71.0;275.0;837.0;488.0;138.0;343.0;-110.0;538.0;502.0;-633.0;?
?;82.0;295.0;845.0;478.0;132.0;355.0;-91.0;531.0;487.0;-638.0;693.0
?;90.0;311.0;852.0;468.0;120.0;364.0;-73.0;526.0;474.0;-645.0;700.0
311.0;94.0;324.0;858.0;458.0;109.0;370.0;-54.0;524.0;463.0;-650.0;706.0
312.0;96.0;336.0;863.0;450.0;106.0;374.0;-37.0;525.0;454.0;-653.0;712.0
312.0;90.0;349.0;868.0;442.0;112.0;377.0;-25.0;528.0;447.0;-653.0;717.0
309.0;80.0;350.0;872.0;443.0;125.0;376.0;-18.0;532.0;442.0;-651.0;722.0
306.0;70.0;338.0;874.0;455.0;141.0;367.0;-15.0;536.0;438.0;-648.0;726.0
302.0;73.0;324.0;876.0;468.0;153.0;359.0;-14.0;539.0;436.0;-648.0;730.0
298.0;72.0;315.0;876.0;480.0;161.0;353.0;-11.0;544.0;436.0;-650.0;733.0
294.0;70.0;309.0;?;492.0;169.0;350.0;-10.0;551.0;439.0;-654.0;735.0
290.0;67.0;304.0;871.0;503.0;179.0;348.0;-11.0;560.0;445.0;-656.0;736.0
299.0;68.0;?;867.0;514.0;186.0;348.0;?;565.0;?;-659.0;?
308.0;76.0;306.0;864.0;521.0;?;350.0;-19.0;567.0;464.0;?;723.0
318.0;81.0;294.0;860.0;532.0;187.0;344.0;-27.0;570.0;476.0;-672.0;716.0
324.0;79.0;290.0;857.0;536.0;?;345.0;-36.0;571.0;?;-681.0;710.0
329.0;72.0;303.0;855.0;528.0;185.0;353.0;-43.0;575.0;497.0;-689.0;708.0
336.0;72.0;?;849.0;522.0;181.0;358.0;-64.0;579.0;511.0;-692.0;706.0
250.0;173.0;478.0;848.0;417.0;149.0;456.0;72.0;577.0;521.0;-718.0;727.0
255.0;191.0;487.0;?;?;128.0;465.0;?;566.0;518.0;-719.0;727.0
253.0;?;499.0;855.0;404.0;92.0;477.0;23.0;553.0;510.0;-728.0;731.0
259.0;236.0;508.0;857.0;?;30.0;489.0;17.0;550.0;508.0;-741.0;733.0
249.0;262.0;522.0;857.0;389.0;-28.0;?;22.0;544.0;509.0;?;741.0
233.0;290.0;536.0;?;379.0;-81.0;498.0;27.0;535.0;512.0;-747.0;746.0
210.0;316.0;547.0;?;373.0;-139.0;500.0;29.0;?;?;-748.0;750.0
193.0;339.0;555.0;849.0;367.0;-192.0;507.0;46.0;516.0;525.0;-749.0;?
181.0;359.0;555.0;849.0;369.0;-240.0;514.0;66.0;504.0;524.0;-752.0;753.0
177.0;?;555.0;849.0;?;-272.0;517.0;84.0;492.0;521.0;-751.0;754.0
180.0;374.0;557.0;850.0;372.0;?;519.0;98.0;480.0;516.0;?;754.0
188.0;364.0;561.0;850.0;371.0;-285.0;519.0;109.0;?;513.0;?;754.0
195.0;356.0;567.0;850.0;369.0;-280.0;?;121.0;479.0;510.0;-739.0;753.0
199.0;351.0;?;848.0;369.0;-265.0;517.0;142.0;?;508.0;-731.0;754.0
193.0;348.0;572.0;845.0;369.0;-249.0;520.0;167.0;482.0;506.0;-721.0;756.0
178.0;351.0;575.0;842.0;366.0;-234.0;525.0;193.0;482.0;503.0;-710.0;760.0
?;352.0;580.0;838.0;358.0;-225.0;531.0;217.0;?;501.0;-704.0;764.0
152.0;351.0;584.0;833.0;?;-220.0;?;239.0;481.0;499.0;?;768.0
140.0;349.0;587.0;828.0;341.0;-215.0;546.0;259.0;481.0;498.0;-699.0;770.0
134.0;344.0;583.0;823.0;343.0;-207.0;548.0;278.0;?;495.0;-699.0;771.0
134.0;339.0;?;820.0;334.0;-198.0;553.0;295.0;489.0;?;-698.0;770.0
147.0;331.0;589.0;817.0;322.0;-196.0;548.0;301.0;501.0;492.0;-702.0;768.0
144.0;?;593.0;816.0;312.0;-197.0;547.0;298.0;514.0;494.0;-708.0;767.0
?;302.0;597.0;819.0;306.0;-201.0;544.0;292.0;537.0;491.0;?;761.0
135.0;274.0;599.0;818.0;311.0;-175.0;536.0;286.0;549.0;492.0;-738.0;756.0
132.0;255.0;608.0;816.0;305.0;-121.0;534.0;284.0;549.0;498.0;-757.0;758.0
124.0;?;616.0;809.0;295.0;-88.0;538.0;284.0;?;509.0;-776.0;756.0
102.0;243.0;627.0;800.0;283.0;-100.0;543.0;289.0;557.0;518.0;-777.0;756.0
79.0;267.0;639.0;795.0;267.0;-101.0;547.0;298.0;?;520.0;-765.0;756.0
63.0;280.0;644.0;791.0;256.0;-93.0;554.0;307.0;529.0;519.0;-750.0;755.0
?;290.0;?;787.0;249.0;?;563.0;319.0;518.0;516.0;-737.0;?
60.0;293.0;644.0;788.0;244.0;-62.0;571.0;326.0;510.0;509.0;-729.0;753.0
63.0;293.0;?;792.0;241.0;-30.0;575.0;329.0;?;502.0;-723.0;753.0
?;295.0;650.0;795.0;241.0;4.0;574.0;331.0;503.0;496.0;-714.0;757.0
81.0;287.0;655.0;?;?;15.0;568.0;336.0;507.0;494.0;-702.0;761.0
?;285.0;662.0;786.0;241.0;17.0;567.0;355.0;511.0;494.0;-684.0;766.0
52.0;303.0;664.0;773.0;240.0;-3.0;569.0;?;511.0;494.0;?;762.0
?;333.0;?;753.0;?;-50.0;?;412.0;497.0;490.0;-659.0;762.0
-4.0;361.0;676.0;736.0;222.0;-110.0;579.0;445.0;478.0;484.0;-661.0;762.0
-22.0;374.0;678.0;718.0;212.0;-167.0;585.0;474.0;?;480.0;-666.0;?
-34.0;377.0;681.0;705.0;?;-199.0;582.0;497.0;452.0;476.0;?;762.0
-39.0;377.0;687.0;698.0;205.0;-206.0;578.0;508.0;441.0;477.0;-667.0;763.0
-42.0;375.0;687.0;693.0;206.0;-206.0;?;515.0;434.0;480.0;-664.0;762.0
-46.0;372.0;689.0;685.0;201.0;-202.0;?;524.0;432.0;481.0;-660.0;758.0
?;374.0;688.0;677.0;199.0;-203.0;586.0;537.0;429.0;478.0;-658.0;?
-51.0;?;688.0;670.0;197.0;-215.0;591.0;549.0;421.0;472.0;-656.0;752.0
-53.0;387.0;690.0;662.0;188.0;-231.0;592.0;560.0;418.0;468.0;?;746.0
-61.0;390.0;695.0;657.0;183.0;-243.0;585.0;565.0;420.0;464.0;-653.0;737.0
-72.0;385.0;704.0;655.0;174.0;-246.0;575.0;567.0;433.0;452.0;-650.0;725.0
-84.0;370.0;708.0;655.0;174.0;-239.0;570.0;565.0;453.0;440.0;-650.0;714.0
-90.0;359.0;712.0;653.0;173.0;-216.0;?;566.0;463.0;436.0;-655.0;717.0
-92.0;365.0;718.0;648.0;165.0;-206.0;?;566.0;458.0;?;-657.0;721.0
-102.0;378.0;723.0;641.0;?;-213.0;578.0;567.0;443.0;444.0;-659.0;723.0
-121.0;?;723.0;634.0;144.0;-235.0;587.0;571.0;434.0;444.0;-665.0;721.0
?;389.0;722.0;629.0;138.0;-250.0;?;579.0;435.0;436.0;-669.0;717.0
-132.0;391.0;722.0;625.0;132.0;-246.0;602.0;?;437.0;429.0;-673.0;717.0
?;393.0;723.0;625.0;125.0;-229.0;606.0;591.0;438.0;?;-675.0;719.0
-111.0;393.0;721.0;629.0;127.0;-209.0;610.0;590.0;442.0;422.0;-676.0;723.0
-92.0;386.0;720.0;629.0;136.0;-190.0;609.0;590.0;454.0;421.0;-673.0;728.0
?;381.0;?;622.0;129.0;-187.0;608.0;597.0;462.0;418.0;-661.0;728.0
-102.0;390.0;726.0;609.0;131.0;-197.0;606.0;607.0;464.0;416.0;?;720.0
-120.0;403.0;727.0;586.0;130.0;-211.0;606.0;624.0;456.0;415.0;-639.0;716.0
-137.0;418.0;722.0;561.0;134.0;-221.0;608.0;646.0;441.0;?;-637.0;713.0
-149.0;?;719.0;540.0;135.0;-233.0;610.0;663.0;426.0;412.0;-637.0;710.0
-150.0;433.0;?;531.0;134.0;-240.0;612.0;669.0;409.0;420.0;-639.0;712.0
?;427.0;717.0;530.0;134.0;-237.0;611.0;668.0;403.0;433.0;?;717.0
-133.0;?;717.0;527.0;138.0;-226.0;609.0;?;403.0;445.0;-647.0;?
-126.0;409.0;714.0;523.0;?;-210.0;610.0;667.0;403.0;?;-650.0;713.0
-120.0;406.0;707.0;518.0;150.0;-201.0;612.0;670.0;402.0;?;-649.0;706.0
-118.0;406.0;698.0;516.0;159.0;-197.0;616.0;671.0;399.0;446.0;-650.0;701.0
-115.0;414.0;704.0;515.0;145.0;-195.0;619.0;671.0;385.0;448.0;-651.0;700.0
-118.0;417.0;?;513.0;139.0;-192.0;620.0;673.0;383.0;446.0;-652.0;697.0
-127.0;411.0;705.0;514.0;136.0;-179.0;616.0;676.0;390.0;434.0;-655.0;688.0
-137.0;398.0;707.0;520.0;143.0;-158.0;604.0;677.0;401.0;420.0;-662.0;683.0
?;381.0;711.0;533.0;146.0;-125.0;595.0;672.0;413.0;415.0;-669.0;685.0
-119.0;372.0;?;545.0;155.0;-89.0;?;664.0;418.0;418.0;-674.0;?
-106.0;362.0;710.0;558.0;159.0;-62.0;588.0;?;424.0;427.0;-676.0;711.0
-97.0;363.0;709.0;571.0;159.0;-49.0;591.0;636.0;424.0;435.0;-679.0;719.0
-94.0;369.0;704.0;580.0;159.0;-43.0;599.0;626.0;423.0;435.0;-683.0;721.0
?;374.0;700.0;586.0;?;?;607.0;621.0;425.0;426.0;-684.0;720.0
-82.0;375.0;696.0;594.0;161.0;-19.0;?;615.0;428.0;415.0;-683.0;721.0
-68.0;376.0;693.0;608.0;170.0;?;608.0;603.0;431.0;412.0;-683.0;729.0
-49.0;367.0;689.0;622.0;183.0;12.0;602.0;589.0;439.0;417.0;-683.0;?
-40.0;349.0;687.0;630.0;191.0;26.0;596.0;579.0;451.0;425.0;-680.0;744.0
?;338.0;?;630.0;192.0;32.0;593.0;579.0;460.0;429.0;-676.0;746.0
-44.0;338.0;680.0;623.0;200.0;27.0;590.0;586.0;464.0;426.0;-676.0;744.0
-40.0;340.0;676.0;617.0;208.0;18.0;?;591.0;463.0;431.0;-682.0;746.0
-33.0;337.0;?;619.0;215.0;9.0;584.0;586.0;465.0;444.0;-689.0;?
-28.0;331.0;666.0;?;220.0;11.0;581.0;?;466.0;?;-694.0;?
-19.0;322.0;663.0;626.0;227.0;26.0;575.0;574.0;469.0;467.0;-697.0;752.0
?;309.0;660.0;628.0;235.0;45.0;569.0;570.0;475.0;475.0;-695.0;754.0
-1.0;297.0;654.0;630.0;243.0;64.0;565.0;566.0;482.0;?;-690.0;753.0
?;291.0;647.0;632.0;253.0;76.0;563.0;561.0;?;485.0;-687.0;750.0
9.0;?;639.0;634.0;262.0;81.0;563.0;559.0;486.0;486.0;?;748.0
17.0;287.0;637.0;637.0;266.0;?;562.0;556.0;482.0;487.0;-688.0;749.0
28.0;286.0;627.0;642.0;277.0;86.0;558.0;551.0;483.0;488.0;-688.0;747.0
33.0;276.0;622.0;649.0;285.0;?;548.0;548.0;491.0;480.0;-686.0;746.0
47.0;260.0;619.0;659.0;290.0;106.0;536.0;544.0;507.0;469.0;-682.0;746.0
63.0;?;616.0;675.0;?;125.0;?;532.0;518.0;466.0;-680.0;752.0
80.0;234.0;613.0;688.0;?;154.0;521.0;517.0;522.0;468.0;-673.0;759.0
93.0;228.0;608.0;700.0;308.0;175.0;519.0;499.0;524.0;475.0;?;?
102.0;224.0;601.0;710.0;314.0;187.0;520.0;482.0;525.0;480.0;-665.0;765.0
109.0;221.0;592.0;717.0;?;193.0;524.0;468.0;529.0;481.0;-666.0;765.0
118.0;219.0;581.0;725.0;332.0;204.0;526.0;457.0;?;?;-664.0;763.0
131.0;215.0;572.0;?;341.0;221.0;527.0;444.0;537.0;473.0;-657.0;762.0
145.0;208.0;562.0;745.0;352.0;238.0;526.0;427.0;539.0;474.0;-651.0;764.0
163.0;?;?;758.0;362.0;252.0;522.0;410.0;543.0;476.0;-648.0;767.0
178.0;183.0;551.0;765.0;?;266.0;513.0;396.0;549.0;481.0;-641.0;769.0
188.0;169.0;548.0;769.0;372.0;273.0;505.0;386.0;555.0;487.0;-631.0;769.0
192.0;168.0;544.0;769.0;373.0;270.0;?;382.0;?;492.0;-624.0;765.0
187.0;168.0;537.0;764.0;378.0;257.0;?;385.0;?;497.0;-628.0;763.0
187.0;167.0;527.0;762.0;386.0;249.0;486.0;388.0;568.0;500.0;-635.0;760.0
192.0;164.0;516.0;763.0;394.0;249.0;484.0;?;567.0;504.0;-641.0;757.0
204.0;155.0;506.0;768.0;402.0;257.0;478.0;374.0;566.0;507.0;-643.0;753.0
217.0;141.0;499.0;?;?;268.0;473.0;358.0;568.0;?;-641.0;749.0
230.0;128.0;491.0;?;417.0;?;468.0;343.0;571.0;519.0;?;744.0
240.0;124.0;?;782.0;426.0;286.0;462.0;334.0;?;522.0;-629.0;?
247.0;121.0;465.0;785.0;438.0;286.0;?;331.0;568.0;520.0;-630.0;737.0
256.0;119.0;454.0;789.0;446.0;281.0;458.0;325.0;?;517.0;-633.0;734.0
268.0;120.0;437.0;794.0;452.0;276.0;446.0;316.0;566.0;517.0;-639.0;732.0
276.0;108.0;425.0;799.0;458.0;273.0;429.0;305.0;570.0;514.0;-641.0;732.0
?;89.0;416.0;806.0;461.0;276.0;415.0;293.0;580.0;511.0;-638.0;730.0
301.0;67.0;?;812.0;465.0;290.0;402.0;279.0;?;509.0;-633.0;726.0
