InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
308.0;259.0;69.0;450.0;-622.0;41.0;601.0;394.0
302.0;259.0;59.0;448.0;-641.0;45.0;602.0;400.0
308.0;259.0;48.0;448.0;-616.0;45.0;599.0;401.0
309.0;258.0;55.0;448.0;-640.0;41.0;599.0;408.0
310.0;258.0;69.0;448.0;-632.0;42.0;599.0;388.0
305.0;259.0;49.0;451.0;-622.0;41.0;595.0;375.0
300.0;263.0;66.0;449.0;-611.0;40.0;599.0;406.0
303.0;261.0;81.0;447.0;-622.0;36.0;594.0;388.0
299.0;262.0;50.0;446.0;-629.0;37.0;595.0;375.0
300.0;263.0;59.0;445.0;-614.0;37.0;595.0;388.0
301.0;260.0;69.0;445.0;-605.0;38.0;597.0;406.0
297.0;262.0;45.0;446.0;-601.0;36.0;595.0;393.0
294.0;262.0;57.0;443.0;-605.0;37.0;597.0;391.0
294.0;261.0;81.0;443.0;-599.0;38.0;597.0;399.0
293.0;264.0;60.0;444.0;-599.0;40.0;597.0;398.0
295.0;266.0;66.0;445.0;-600.0;37.0;600.0;403.0
297.0;264.0;60.0;444.0;-599.0;35.0;595.0;415.0
291.0;263.0;40.0;444.0;-620.0;39.0;596.0;415.0
292.0;264.0;42.0;444.0;-610.0;35.0;596.0;414.0
289.0;265.0;31.0;443.0;-619.0;39.0;593.0;391.0
289.0;266.0;44.0;443.0;-597.0;37.0;590.0;404.0
287.0;267.0;40.0;441.0;-605.0;38.0;587.0;404.0
282.0;269.0;51.0;440.0;-618.0;37.0;582.0;409.0
281.0;271.0;54.0;440.0;-589.0;38.0;583.0;417.0
281.0;272.0;46.0;441.0;-610.0;33.0;582.0;408.0
283.0;274.0;48.0;437.0;-588.0;32.0;584.0;411.0
282.0;274.0;58.0;439.0;-609.0;33.0;582.0;409.0
283.0;277.0;40.0;439.0;-606.0;32.0;584.0;396.0
284.0;276.0;30.0;441.0;-591.0;32.0;583.0;409.0
285.0;280.0;47.0;439.0;-600.0;29.0;581.0;405.0
135.0;-241.0;235.0;557.0;-492.0;-191.0;59.0;280.0
217.0;-197.0;-69.0;587.0;-566.0;-203.0;-273.0;293.0
280.0;279.0;40.0;441.0;-584.0;27.0;580.0;399.0
235.0;-157.0;236.0;492.0;-556.0;-250.0;-84.0;276.0
254.0;-192.0;282.0;483.0;-521.0;-237.0;-200.0;270.0
413.0;-441.0;270.0;446.0;-656.0;-162.0;-454.0;51.0
282.0;282.0;39.0;438.0;-607.0;25.0;583.0;400.0
282.0;286.0;46.0;440.0;-579.0;24.0;580.0;398.0
280.0;290.0;39.0;439.0;-609.0;18.0;583.0;455.0
280.0;292.0;39.0;436.0;-610.0;20.0;580.0;395.0
279.0;296.0;58.0;435.0;-606.0;15.0;584.0;413.0
277.0;301.0;30.0;434.0;-576.0;13.0;580.0;393.0
272.0;305.0;47.0;434.0;-584.0;12.0;578.0;395.0
275.0;308.0;41.0;433.0;-587.0;6.0;581.0;358.0
179.0;352.0;26.0;405.0;-488.0;-51.0;529.0;436.0
109.0;371.0;108.0;390.0;-481.0;-83.0;546.0;502.0
60.0;446.0;-54.0;400.0;-483.0;-150.0;601.0;462.0
254.0;392.0;224.0;509.0;-627.0;-228.0;540.0;191.0
192.0;446.0;398.0;481.0;-543.0;-260.0;528.0;389.0
378.0;-614.0;-224.0;445.0;-589.0;195.0;-316.0;204.0
287.0;393.0;-12.0;493.0;-608.0;-233.0;506.0;395.0
270.0;399.0;43.0;478.0;-492.0;-213.0;554.0;477.0
290.0;-473.0;88.0;472.0;-548.0;120.0;-77.0;312.0
292.0;-485.0;82.0;471.0;-543.0;128.0;-176.0;272.0
381.0;-650.0;74.0;360.0;-614.0;361.0;-360.0;168.0
406.0;-593.0;-1129.0;847.0;-468.0;378.0;-57.0;377.0
204.0;-367.0;275.0;373.0;-648.0;-11.0;10.0;336.0
145.0;19.0;96.0;914.0;-869.0;6.0;155.0;444.0
170.0;336.0;122.0;489.0;-799.0;-124.0;536.0;313.0
205.0;252.0;198.0;536.0;-909.0;-39.0;575.0;-103.0
194.0;488.0;-10.0;428.0;-520.0;-419.0;289.0;367.0
97.0;-622.0;111.0;823.0;-436.0;426.0;-55.0;352.0
188.0;-760.0;334.0;793.0;-514.0;450.0;-22.0;298.0
225.0;62.0;1391.0;1019.0;-579.0;-30.0;681.0;113.0
36.0;103.0;434.0;371.0;-419.0;-165.0;643.0;454.0
187.0;-38.0;-142.0;941.0;-542.0;88.0;577.0;374.0
143.0;-216.0;42.0;908.0;-602.0;210.0;611.0;553.0
146.0;-28.0;-89.0;985.0;-409.0;62.0;715.0;374.0
460.0;-26.0;-86.0;1183.0;-403.0;110.0;659.0;192.0
481.0;-23.0;98.0;998.0;-519.0;-13.0;345.0;275.0
444.0;17.0;-38.0;1251.0;-318.0;-18.0;668.0;116.0
305.0;534.0;-259.0;909.0;-599.0;-396.0;905.0;254.0
174.0;-514.0;119.0;484.0;-512.0;155.0;-415.0;392.0
109.0;512.0;118.0;521.0;-472.0;-372.0;612.0;455.0
322.0;-703.0;-332.0;1060.0;-447.0;502.0;36.0;240.0
233.0;-663.0;56.0;352.0;-670.0;352.0;-108.0;420.0
150.0;473.0;207.0;430.0;-417.0;-175.0;228.0;329.0
237.0;-35.0;21.0;471.0;-497.0;320.0;684.0;307.0
170.0;475.0;220.0;434.0;-457.0;-190.0;204.0;396.0
838.0;-243.0;916.0;743.0;-884.0;306.0;717.0;22.0
144.0;686.0;868.0;499.0;-594.0;-76.0;-16.0;506.0
493.0;490.0;259.0;494.0;-735.0;-189.0;481.0;375.0
400.0;-707.0;375.0;359.0;-737.0;392.0;155.0;272.0
355.0;-303.0;42.0;422.0;-683.0;-16.0;-390.0;370.0
73.0;690.0;128.0;517.0;-422.0;-502.0;-224.0;437.0
257.0;213.0;-46.0;486.0;-544.0;2.0;597.0;703.0
232.0;-591.0;483.0;375.0;-650.0;417.0;-55.0;376.0
559.0;475.0;93.0;553.0;-712.0;-255.0;532.0;171.0
266.0;-704.0;-125.0;216.0;-429.0;537.0;-300.0;388.0
324.0;-148.0;270.0;1089.0;-554.0;57.0;230.0;350.0
106.0;512.0;-65.0;476.0;-395.0;-299.0;628.0;395.0
211.0;525.0;-189.0;549.0;-489.0;-442.0;507.0;349.0
103.0;392.0;455.0;470.0;-695.0;-212.0;551.0;249.0
35.0;392.0;241.0;526.0;-551.0;-339.0;406.0;562.0
351.0;487.0;408.0;485.0;-810.0;-434.0;77.0;3.0
259.0;282.0;623.0;459.0;-543.0;-88.0;593.0;340.0
237.0;-206.0;72.0;1034.0;-505.0;62.0;181.0;432.0
151.0;388.0;169.0;457.0;-490.0;-171.0;576.0;414.0
400.0;274.0;113.0;456.0;-625.0;-355.0;97.0;574.0
171.0;-543.0;247.0;521.0;-578.0;97.0;-181.0;334.0
-9.0;417.0;187.0;483.0;-401.0;-341.0;425.0;457.0
495.0;315.0;188.0;588.0;-730.0;-187.0;510.0;-48.0
336.0;-619.0;-75.0;272.0;-683.0;124.0;-336.0;332.0
178.0;242.0;119.0;462.0;-760.0;-436.0;-42.0;425.0
