Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
384.0;329.0;256.0;275.0;817;684.0;-649.0;354.0;570.0;842.0
455.0;341.0;281.0;385.0;822;723.0;-897.0;281.0;585.0;869.0
566.0;341.0;338.0;459.0;833;691.0;-1131.0;226.0;600.0;837.0
534.0;338.0;444.0;294.0;826;683.0;-630.0;379.0;567.0;825.0
426.0;368.0;519.0;251.0;?;704.0;-412.0;231.0;584.0;856.0
?;388.0;507.0;189.0;821;739.0;-369.0;126.0;577.0;857.0
497.0;455.0;452.0;156.0;824;757.0;-392.0;81.0;590.0;886.0
432.0;417.0;379.0;143.0;838;795.0;-402.0;85.0;620.0;887.0
?;436.0;382.0;146.0;843;803.0;-351.0;112.0;623.0;?
287.0;?;287.0;139.0;845;818.0;-291.0;112.0;591.0;?
440.0;?;211.0;125.0;835;803.0;-331.0;124.0;561.0;906.0
292.0;498.0;281.0;107.0;796;766.0;-378.0;167.0;551.0;870.0
365.0;565.0;374.0;99.0;?;781.0;-346.0;216.0;550.0;883.0
507.0;563.0;459.0;152.0;?;757.0;-346.0;269.0;550.0;898.0
422.0;520.0;549.0;180.0;?;775.0;?;261.0;606.0;893.0
382.0;529.0;514.0;199.0;782;792.0;-479.0;251.0;694.0;932.0
322.0;525.0;469.0;172.0;?;799.0;-513.0;290.0;783.0;964.0
367.0;513.0;471.0;159.0;805;889.0;?;313.0;774.0;1060.0
345.0;430.0;477.0;140.0;792;1004.0;-563.0;306.0;770.0;1138.0
178.0;496.0;478.0;157.0;754;1175.0;-578.0;286.0;793.0;1384.0
?;470.0;391.0;163.0;750;?;-586.0;280.0;915.0;1329.0
208.0;456.0;461.0;165.0;658;1073.0;?;?;?;1107.0
296.0;354.0;473.0;143.0;696;874.0;-478.0;?;788.0;990.0
587.0;270.0;486.0;162.0;1042;869.0;-471.0;232.0;599.0;1027.0
215.0;193.0;486.0;254.0;881;?;-421.0;160.0;532.0;?
44.0;228.0;523.0;276.0;1146;838.0;?;244.0;519.0;751.0
-37.0;208.0;608.0;430.0;1920;710.0;-269.0;141.0;543.0;658.0
-67.0;222.0;664.0;495.0;1287;690.0;-426.0;153.0;553.0;675.0
?;264.0;597.0;575.0;550;?;-603.0;-68.0;502.0;732.0
-81.0;?;486.0;539.0;645;703.0;-524.0;-175.0;458.0;768.0
?;322.0;393.0;458.0;834;724.0;?;-62.0;457.0;818.0
160.0;?;373.0;?;856;784.0;-43.0;52.0;436.0;873.0
211.0;340.0;392.0;?;730;792.0;26.0;86.0;456.0;825.0
188.0;344.0;372.0;216.0;928;?;-8.0;107.0;461.0;852.0
228.0;?;324.0;260.0;1196;817.0;-122.0;156.0;448.0;856.0
253.0;?;300.0;318.0;1412;796.0;-183.0;147.0;419.0;836.0
273.0;398.0;281.0;378.0;1671;815.0;-276.0;112.0;433.0;864.0
308.0;417.0;293.0;395.0;1265;876.0;-297.0;127.0;506.0;961.0
396.0;415.0;323.0;406.0;?;973.0;-241.0;133.0;575.0;1090.0
448.0;402.0;328.0;381.0;-1989;?;-209.0;139.0;641.0;1093.0
393.0;483.0;340.0;356.0;-1469;?;-229.0;180.0;692.0;1051.0
350.0;?;359.0;326.0;?;1058.0;-255.0;224.0;?;1175.0
475.0;571.0;389.0;334.0;2999;1119.0;-294.0;244.0;741.0;1260.0
739.0;414.0;429.0;348.0;1573;1136.0;-360.0;?;643.0;1178.0
833.0;263.0;468.0;408.0;895;?;-419.0;194.0;?;1004.0
653.0;245.0;518.0;462.0;1037;883.0;-408.0;244.0;589.0;?
377.0;203.0;589.0;408.0;820;?;-347.0;343.0;481.0;1097.0
412.0;218.0;645.0;301.0;?;1055.0;-393.0;353.0;410.0;1092.0
402.0;185.0;659.0;268.0;831;?;-548.0;244.0;390.0;?
306.0;223.0;621.0;382.0;821;932.0;-733.0;24.0;?;973.0
248.0;189.0;550.0;440.0;821;928.0;-700.0;?;454.0;919.0
195.0;215.0;?;328.0;822;958.0;?;42.0;452.0;937.0
182.0;250.0;424.0;243.0;818;979.0;-229.0;63.0;453.0;?
134.0;281.0;?;210.0;820;962.0;-258.0;23.0;452.0;933.0
135.0;303.0;291.0;212.0;?;?;-245.0;28.0;443.0;872.0
123.0;340.0;308.0;235.0;833;805.0;-183.0;97.0;370.0;802.0
?;315.0;328.0;234.0;823;730.0;-141.0;130.0;366.0;747.0
110.0;331.0;322.0;?;810;737.0;-150.0;153.0;474.0;759.0
88.0;402.0;314.0;176.0;817;746.0;-172.0;187.0;530.0;807.0
86.0;476.0;318.0;144.0;816;826.0;-186.0;235.0;596.0;922.0
204.0;503.0;?;121.0;814;?;?;234.0;620.0;1041.0
267.0;?;?;151.0;814;1043.0;-184.0;234.0;641.0;1141.0
292.0;592.0;437.0;156.0;826;1130.0;-168.0;275.0;634.0;1259.0
384.0;533.0;513.0;152.0;778;1350.0;-185.0;304.0;734.0;1391.0
467.0;379.0;566.0;126.0;702;1299.0;-221.0;358.0;848.0;1115.0
512.0;262.0;602.0;124.0;904;892.0;-247.0;432.0;?;861.0
?;217.0;636.0;?;891;825.0;-302.0;425.0;681.0;951.0
?;180.0;659.0;225.0;897;?;-399.0;420.0;614.0;1009.0
56.0;224.0;?;281.0;1654;942.0;-481.0;406.0;543.0;924.0
36.0;137.0;670.0;443.0;1705;?;-468.0;191.0;525.0;791.0
52.0;230.0;730.0;597.0;833;756.0;?;-72.0;506.0;812.0
113.0;314.0;662.0;?;669;780.0;-419.0;-86.0;493.0;849.0
107.0;342.0;514.0;300.0;884;760.0;?;-53.0;474.0;842.0
166.0;320.0;457.0;?;698;764.0;-104.0;-10.0;?;804.0
268.0;284.0;453.0;213.0;681;784.0;-25.0;56.0;430.0;820.0
324.0;286.0;?;226.0;929;803.0;-79.0;154.0;418.0;855.0
?;311.0;383.0;213.0;872;811.0;-177.0;205.0;407.0;828.0
240.0;355.0;366.0;218.0;1167;772.0;-302.0;207.0;406.0;811.0
243.0;434.0;336.0;234.0;1502;?;-316.0;?;415.0;875.0
?;501.0;?;272.0;656;915.0;-237.0;248.0;477.0;1051.0
496.0;441.0;257.0;311.0;?;1008.0;-200.0;207.0;465.0;1104.0
435.0;509.0;233.0;332.0;-2319;?;-267.0;186.0;536.0;1132.0
418.0;522.0;241.0;321.0;1371;1089.0;-309.0;193.0;592.0;1169.0
530.0;540.0;248.0;299.0;3023;1138.0;-265.0;264.0;604.0;?
757.0;364.0;264.0;254.0;1141;1027.0;-264.0;334.0;512.0;1072.0
788.0;281.0;?;253.0;1699;829.0;-391.0;286.0;480.0;1037.0
726.0;201.0;337.0;?;1608;951.0;-494.0;291.0;528.0;1195.0
503.0;184.0;?;319.0;794;1167.0;-427.0;390.0;?;1228.0
?;174.0;475.0;293.0;937;1102.0;-437.0;342.0;?;1064.0
353.0;186.0;562.0;277.0;766;1001.0;-609.0;203.0;426.0;966.0
242.0;203.0;589.0;338.0;826;980.0;-758.0;24.0;469.0;952.0
136.0;248.0;557.0;349.0;827;1009.0;-627.0;19.0;526.0;937.0
62.0;300.0;?;295.0;812;1013.0;-462.0;29.0;?;960.0
43.0;?;562.0;274.0;841;965.0;-303.0;-24.0;499.0;884.0
23.0;352.0;472.0;275.0;815;882.0;-193.0;-2.0;500.0;865.0
19.0;315.0;422.0;287.0;818;?;-156.0;42.0;496.0;792.0
?;301.0;421.0;266.0;823;761.0;-166.0;98.0;489.0;735.0
-29.0;358.0;412.0;228.0;815;698.0;-188.0;165.0;468.0;693.0
-11.0;393.0;396.0;156.0;792;698.0;-215.0;243.0;495.0;780.0
42.0;445.0;375.0;?;?;808.0;-234.0;243.0;609.0;917.0
131.0;446.0;382.0;104.0;817;994.0;-233.0;?;661.0;1073.0
184.0;475.0;391.0;117.0;820;?;-184.0;?;680.0;?
?;511.0;403.0;138.0;822;1305.0;-129.0;255.0;666.0;1386.0
553.0;340.0;413.0;128.0;748;1443.0;-114.0;302.0;821.0;1283.0
571.0;174.0;440.0;112.0;789;1025.0;-155.0;334.0;738.0;921.0
430.0;?;?;135.0;996;855.0;-197.0;366.0;632.0;?
278.0;133.0;583.0;?;1401;1056.0;-216.0;348.0;623.0;1058.0
200.0;194.0;580.0;290.0;1248;1011.0;-244.0;388.0;594.0;997.0
322.0;211.0;614.0;370.0;891;829.0;-345.0;267.0;500.0;858.0
185.0;253.0;737.0;606.0;1192;693.0;-499.0;-70.0;447.0;734.0
123.0;291.0;652.0;625.0;947;?;-466.0;-184.0;441.0;780.0
151.0;328.0;466.0;461.0;751;727.0;-314.0;-82.0;438.0;?
263.0;315.0;423.0;318.0;774;739.0;-121.0;?;398.0;830.0
331.0;267.0;427.0;315.0;?;783.0;?;15.0;414.0;864.0
302.0;284.0;387.0;271.0;773;823.0;-140.0;91.0;395.0;887.0
270.0;284.0;361.0;222.0;876;837.0;-207.0;119.0;384.0;861.0
235.0;347.0;?;214.0;2036;?;-299.0;151.0;381.0;880.0
281.0;359.0;296.0;215.0;657;877.0;-297.0;211.0;451.0;1027.0
376.0;?;256.0;266.0;1139;1011.0;-316.0;197.0;483.0;1156.0
?;309.0;235.0;296.0;?;1100.0;-293.0;184.0;477.0;1145.0
313.0;430.0;220.0;344.0;-3064;998.0;-258.0;164.0;?;1049.0
?;?;211.0;353.0;4575;1145.0;?;174.0;591.0;1190.0
529.0;479.0;233.0;322.0;668;998.0;-222.0;225.0;611.0;1080.0
554.0;369.0;274.0;318.0;?;872.0;-300.0;208.0;468.0;?
512.0;?;321.0;357.0;2675;915.0;-385.0;156.0;458.0;1153.0
514.0;236.0;365.0;?;765;1154.0;-356.0;220.0;568.0;1305.0
488.0;170.0;404.0;400.0;714;?;?;363.0;452.0;1152.0
496.0;?;491.0;356.0;1132;981.0;-428.0;302.0;356.0;?
397.0;145.0;561.0;312.0;508;920.0;-625.0;147.0;?;924.0
237.0;232.0;508.0;241.0;983;957.0;-656.0;57.0;413.0;963.0
90.0;?;516.0;150.0;722;947.0;-571.0;70.0;455.0;904.0
101.0;309.0;612.0;140.0;?;899.0;-423.0;26.0;476.0;914.0
167.0;-158.0;533.0;254.0;856;804.0;-282.0;-5.0;469.0;549.0
146.0;264.0;389.0;346.0;774;778.0;-163.0;-16.0;?;805.0
?;247.0;340.0;?;794;779.0;-112.0;77.0;?;778.0
61.0;327.0;343.0;213.0;780;776.0;-93.0;171.0;507.0;893.0
162.0;296.0;362.0;134.0;835;?;-187.0;143.0;519.0;1077.0
186.0;258.0;374.0;84.0;785;1101.0;-244.0;163.0;666.0;1148.0
70.0;?;377.0;72.0;702;1078.0;-266.0;?;?;1096.0
?;363.0;?;76.0;878;1265.0;-208.0;223.0;668.0;1320.0
?;?;424.0;116.0;719;1271.0;-148.0;229.0;764.0;1201.0
?;121.0;423.0;137.0;923;908.0;-131.0;254.0;?;797.0
121.0;191.0;?;232.0;?;858.0;-172.0;206.0;?;937.0
108.0;?;565.0;?;626;1127.0;-138.0;201.0;?;1135.0
90.0;200.0;586.0;421.0;1793;1088.0;-66.0;259.0;582.0;1048.0
214.0;251.0;584.0;413.0;1902;869.0;-53.0;308.0;456.0;863.0
?;221.0;667.0;525.0;1782;?;-180.0;-43.0;416.0;789.0
286.0;369.0;613.0;634.0;1517;760.0;-170.0;?;451.0;?
187.0;373.0;458.0;548.0;759;750.0;-111.0;-47.0;432.0;809.0
160.0;369.0;416.0;459.0;804;801.0;-198.0;-165.0;441.0;?
?;339.0;445.0;478.0;678;822.0;-135.0;-11.0;426.0;855.0
276.0;328.0;414.0;428.0;821;812.0;-72.0;106.0;399.0;840.0
252.0;300.0;341.0;?;?;812.0;-179.0;104.0;399.0;828.0
244.0;312.0;322.0;349.0;1463;793.0;-353.0;114.0;377.0;810.0
275.0;317.0;?;329.0;1401;845.0;-306.0;239.0;?;922.0
362.0;355.0;273.0;308.0;177;937.0;-272.0;237.0;?;1067.0
424.0;308.0;248.0;317.0;-1612;1020.0;-284.0;202.0;488.0;1075.0
357.0;387.0;234.0;348.0;-2439;959.0;?;206.0;485.0;1054.0
315.0;521.0;233.0;362.0;971;1028.0;-275.0;179.0;593.0;1257.0
551.0;427.0;245.0;372.0;256;1249.0;?;194.0;615.0;?
668.0;332.0;269.0;344.0;-1574;989.0;-252.0;?;?;?
681.0;275.0;308.0;380.0;2033;862.0;-346.0;173.0;407.0;1113.0
?;?;?;420.0;1301;1197.0;-372.0;251.0;533.0;1386.0
471.0;153.0;386.0;373.0;313;1294.0;-286.0;394.0;390.0;1263.0
323.0;133.0;470.0;307.0;1237;1116.0;-315.0;?;294.0;1015.0
336.0;193.0;544.0;288.0;609;982.0;-572.0;96.0;392.0;869.0
228.0;178.0;536.0;331.0;884;958.0;-652.0;65.0;473.0;871.0
224.0;281.0;536.0;286.0;822;971.0;-492.0;37.0;?;931.0
76.0;311.0;642.0;238.0;742;917.0;-410.0;11.0;400.0;883.0
14.0;368.0;491.0;291.0;839;848.0;-277.0;-31.0;370.0;782.0
84.0;393.0;?;?;735;761.0;-70.0;49.0;391.0;745.0
143.0;420.0;406.0;330.0;812;734.0;-34.0;117.0;437.0;791.0
109.0;?;417.0;249.0;829;720.0;-105.0;143.0;459.0;801.0
112.0;487.0;398.0;144.0;729;772.0;-239.0;148.0;537.0;884.0
182.0;500.0;365.0;75.0;721;877.0;-329.0;223.0;602.0;995.0
189.0;478.0;342.0;50.0;800;1190.0;-264.0;315.0;605.0;1358.0
115.0;327.0;341.0;72.0;709;1461.0;-266.0;?;664.0;1460.0
?;335.0;371.0;109.0;771;1561.0;-309.0;346.0;830.0;1554.0
257.0;159.0;406.0;148.0;?;1560.0;-317.0;319.0;?;1357.0
319.0;-90.0;480.0;183.0;718;1066.0;?;408.0;638.0;1052.0
-10.0;-52.0;?;203.0;745;1112.0;-267.0;386.0;534.0;1081.0
?;-49.0;538.0;313.0;1129;1245.0;-284.0;336.0;586.0;?
?;53.0;591.0;384.0;1867;1081.0;-164.0;219.0;573.0;1037.0
219.0;113.0;708.0;481.0;1315;987.0;91.0;210.0;532.0;980.0
214.0;214.0;789.0;630.0;90;952.0;-149.0;-429.0;471.0;910.0
262.0;299.0;?;671.0;318;903.0;-276.0;-452.0;461.0;897.0
304.0;292.0;440.0;520.0;412;821.0;149.0;-199.0;439.0;816.0
366.0;272.0;448.0;451.0;215;674.0;220.0;-159.0;409.0;672.0
419.0;309.0;441.0;472.0;193;561.0;47.0;-104.0;?;624.0
475.0;341.0;400.0;414.0;-59;574.0;-148.0;18.0;345.0;728.0
477.0;359.0;367.0;380.0;152;817.0;?;66.0;351.0;948.0
404.0;380.0;?;?;56;911.0;?;96.0;391.0;937.0
317.0;416.0;278.0;348.0;-328;750.0;-264.0;132.0;?;871.0
319.0;456.0;193.0;310.0;-284;882.0;?;125.0;434.0;1028.0
360.0;409.0;129.0;292.0;-1417;951.0;-331.0;137.0;?;1008.0
398.0;452.0;130.0;294.0;-542;999.0;-368.0;?;393.0;1179.0
?;353.0;135.0;347.0;2552;1200.0;-362.0;?;377.0;1277.0
?;252.0;186.0;399.0;2058;963.0;-407.0;176.0;429.0;1078.0
635.0;228.0;249.0;379.0;768;1035.0;-345.0;276.0;438.0;1264.0
565.0;131.0;297.0;375.0;865;1243.0;-337.0;250.0;?;1331.0
375.0;?;335.0;?;766;1286.0;-376.0;281.0;396.0;1302.0
242.0;166.0;366.0;350.0;826;1266.0;-344.0;302.0;420.0;1176.0
176.0;?;?;391.0;787;1150.0;-489.0;73.0;428.0;979.0
?;?;?;378.0;780;945.0;-581.0;?;457.0;730.0
186.0;259.0;482.0;?;817;751.0;-462.0;-17.0;417.0;?
112.0;?;485.0;285.0;788;639.0;-378.0;?;438.0;?
-73.0;325.0;457.0;242.0;794;593.0;-198.0;39.0;448.0;560.0
-170.0;410.0;441.0;256.0;800;535.0;-47.0;113.0;562.0;552.0
-136.0;500.0;467.0;276.0;809;582.0;-18.0;128.0;610.0;699.0
52.0;476.0;470.0;270.0;817;770.0;-160.0;105.0;711.0;866.0
165.0;?;430.0;197.0;809;941.0;-288.0;184.0;?;1029.0
132.0;419.0;?;50.0;812;1096.0;-333.0;344.0;658.0;1167.0
?;?;401.0;-36.0;795;1303.0;?;409.0;694.0;1336.0
108.0;380.0;452.0;-27.0;742;1471.0;-278.0;374.0;711.0;1475.0
18.0;308.0;528.0;18.0;795;1590.0;-230.0;367.0;812.0;1433.0
176.0;221.0;615.0;181.0;?;1489.0;-210.0;296.0;868.0;1285.0
497.0;100.0;648.0;312.0;745;1218.0;-237.0;?;657.0;1103.0
475.0;60.0;657.0;386.0;1089;1059.0;-214.0;?;539.0;1090.0
279.0;86.0;675.0;?;651;1158.0;?;196.0;569.0;?
125.0;119.0;650.0;451.0;25;?;-205.0;119.0;530.0;893.0
237.0;146.0;649.0;484.0;565;908.0;-51.0;124.0;510.0;872.0
322.0;?;668.0;557.0;844;859.0;-63.0;?;515.0;828.0
307.0;329.0;566.0;645.0;875;732.0;-320.0;?;476.0;701.0
180.0;383.0;491.0;586.0;1034;?;-370.0;-221.0;465.0;591.0
99.0;384.0;?;607.0;733;526.0;-134.0;-176.0;457.0;562.0
-49.0;395.0;421.0;595.0;404;566.0;35.0;-77.0;?;549.0
398.0;332.0;333.0;462.0;?;606.0;20.0;?;351.0;653.0
660.0;296.0;279.0;364.0;451;696.0;-204.0;135.0;397.0;?
650.0;228.0;280.0;?;505;804.0;-412.0;?;410.0;980.0
498.0;223.0;283.0;215.0;237;980.0;-439.0;225.0;438.0;1066.0
145.0;266.0;285.0;79.0;-194;1119.0;-290.0;279.0;491.0;1138.0
24.0;365.0;261.0;?;-483;1195.0;-102.0;366.0;509.0;1192.0
170.0;404.0;264.0;211.0;-878;1102.0;-304.0;192.0;563.0;1159.0
388.0;416.0;298.0;441.0;-987;1178.0;-533.0;81.0;546.0;1281.0
472.0;271.0;329.0;652.0;80;1102.0;-451.0;84.0;528.0;1081.0
456.0;205.0;322.0;684.0;797;895.0;-278.0;170.0;569.0;924.0
367.0;246.0;363.0;583.0;682;946.0;-104.0;285.0;619.0;1048.0
?;242.0;382.0;481.0;?;1183.0;-173.0;321.0;?;1229.0
257.0;222.0;419.0;439.0;824;1216.0;-370.0;266.0;402.0;1190.0
251.0;307.0;404.0;434.0;761;1137.0;-438.0;183.0;?;1195.0
296.0;238.0;430.0;392.0;810;1121.0;-480.0;?;489.0;1091.0
378.0;203.0;512.0;316.0;795;1112.0;-395.0;26.0;689.0;1043.0
354.0;189.0;623.0;194.0;830;984.0;-270.0;?;647.0;917.0
232.0;174.0;625.0;130.0;823;899.0;-207.0;136.0;543.0;792.0
?;274.0;508.0;116.0;799;834.0;-213.0;?;523.0;742.0
182.0;?;410.0;138.0;762;687.0;-212.0;134.0;469.0;612.0
53.0;412.0;476.0;174.0;699;552.0;-237.0;106.0;439.0;559.0
?;504.0;607.0;254.0;640;547.0;-255.0;63.0;?;542.0
87.0;569.0;560.0;283.0;610;606.0;-213.0;?;522.0;?
?;602.0;?;195.0;611;722.0;-168.0;?;547.0;859.0
?;686.0;455.0;123.0;624;989.0;-220.0;213.0;605.0;1135.0
7.0;680.0;467.0;?;655;1306.0;?;200.0;703.0;1402.0
20.0;462.0;?;49.0;650;1571.0;-375.0;323.0;?;1586.0
-55.0;248.0;415.0;157.0;729;1666.0;-277.0;417.0;747.0;1440.0
-11.0;143.0;?;261.0;756;1351.0;-267.0;480.0;633.0;1011.0
310.0;134.0;477.0;?;771;1081.0;-362.0;477.0;468.0;931.0
474.0;?;524.0;343.0;697;?;-410.0;484.0;460.0;1128.0
477.0;292.0;616.0;430.0;421;1089.0;-389.0;347.0;528.0;?
394.0;308.0;704.0;442.0;903;903.0;-249.0;124.0;488.0;?
365.0;342.0;651.0;574.0;1010;819.0;19.0;-127.0;461.0;785.0
476.0;377.0;542.0;597.0;567;?;137.0;?;?;753.0
600.0;388.0;407.0;490.0;894;749.0;-173.0;-188.0;511.0;752.0
652.0;368.0;331.0;436.0;830;645.0;?;-65.0;511.0;?
700.0;350.0;383.0;?;683;580.0;-431.0;-10.0;468.0;693.0
590.0;373.0;377.0;458.0;722;579.0;?;?;409.0;694.0
?;388.0;337.0;358.0;526;667.0;-237.0;154.0;?;778.0
491.0;392.0;?;271.0;456;724.0;-291.0;?;338.0;?
472.0;456.0;352.0;267.0;341;755.0;?;?;356.0;827.0
437.0;523.0;320.0;267.0;272;767.0;-516.0;202.0;412.0;859.0
375.0;536.0;250.0;285.0;30;841.0;-517.0;200.0;471.0;910.0
378.0;524.0;217.0;323.0;-345;894.0;-463.0;246.0;527.0;964.0
284.0;509.0;214.0;338.0;-190;1021.0;-431.0;260.0;623.0;1074.0
199.0;537.0;?;373.0;-957;?;-450.0;?;608.0;?
?;592.0;204.0;355.0;-1740;1248.0;-497.0;331.0;?;1299.0
255.0;567.0;237.0;388.0;-244;1252.0;-537.0;297.0;545.0;1270.0
422.0;432.0;295.0;468.0;429;1029.0;-573.0;302.0;529.0;?
?;347.0;335.0;539.0;323;779.0;?;?;440.0;?
388.0;235.0;433.0;538.0;906;941.0;-429.0;334.0;408.0;1148.0
515.0;232.0;533.0;533.0;783;?;-354.0;384.0;332.0;1270.0
723.0;?;513.0;554.0;786;1174.0;-311.0;?;263.0;1263.0
754.0;?;480.0;?;857;1187.0;?;168.0;344.0;1175.0
486.0;105.0;507.0;428.0;776;1255.0;?;?;442.0;1205.0
646.0;254.0;451.0;161.0;?;?;-167.0;517.0;846.0;1310.0
685.0;236.0;538.0;184.0;?;1460.0;-102.0;591.0;688.0;1292.0
697.0;232.0;560.0;200.0;1228;1427.0;-248.0;570.0;592.0;1256.0
668.0;231.0;575.0;261.0;1273;1258.0;-380.0;436.0;559.0;1134.0
507.0;316.0;598.0;329.0;-328;960.0;-380.0;299.0;539.0;941.0
435.0;400.0;?;443.0;76;890.0;-274.0;134.0;529.0;836.0
498.0;426.0;707.0;593.0;1241;743.0;-357.0;-172.0;539.0;731.0
496.0;?;593.0;596.0;1219;572.0;-436.0;-188.0;489.0;608.0
544.0;442.0;468.0;705.0;942;465.0;-450.0;-25.0;454.0;565.0
483.0;?;431.0;686.0;571;?;-411.0;27.0;412.0;566.0
?;463.0;397.0;521.0;607;527.0;?;?;402.0;662.0
479.0;494.0;?;317.0;386;652.0;-373.0;237.0;453.0;780.0
?;495.0;357.0;?;708;?;-490.0;264.0;449.0;?
368.0;?;331.0;140.0;-58;899.0;-522.0;302.0;513.0;1026.0
335.0;501.0;289.0;150.0;367;1022.0;-517.0;?;538.0;1081.0
283.0;477.0;224.0;164.0;-800;980.0;-491.0;303.0;549.0;1012.0
320.0;537.0;202.0;252.0;-5342;1078.0;-499.0;326.0;526.0;1176.0
465.0;368.0;250.0;355.0;-1471;?;-535.0;336.0;463.0;1011.0
522.0;267.0;316.0;456.0;1983;852.0;-529.0;327.0;438.0;1061.0
522.0;157.0;366.0;490.0;68;1142.0;-455.0;376.0;?;1261.0
409.0;158.0;362.0;?;?;1269.0;-371.0;379.0;430.0;1292.0
313.0;145.0;?;492.0;851;1342.0;-374.0;407.0;445.0;1291.0
251.0;222.0;405.0;401.0;628;?;-398.0;305.0;449.0;1148.0
231.0;269.0;382.0;?;953;1117.0;?;25.0;498.0;995.0
300.0;319.0;443.0;304.0;691;929.0;-461.0;36.0;420.0;841.0
258.0;352.0;435.0;308.0;864;900.0;-305.0;43.0;416.0;778.0
141.0;342.0;424.0;311.0;776;810.0;-190.0;22.0;426.0;745.0
9.0;314.0;438.0;350.0;701;701.0;-119.0;82.0;409.0;528.0
-69.0;402.0;459.0;?;695;609.0;-120.0;142.0;443.0;574.0
-95.0;436.0;448.0;325.0;656;600.0;-204.0;125.0;479.0;599.0
-168.0;?;386.0;259.0;648;?;-361.0;128.0;561.0;799.0
-142.0;565.0;?;180.0;650;965.0;-408.0;?;611.0;1104.0
21.0;564.0;359.0;153.0;?;1319.0;-367.0;203.0;691.0;1409.0
111.0;474.0;379.0;102.0;668;1467.0;?;255.0;741.0;1470.0
230.0;356.0;395.0;73.0;661;1617.0;-196.0;?;?;1545.0
339.0;181.0;?;82.0;681;1483.0;-159.0;365.0;820.0;1205.0
423.0;106.0;489.0;111.0;753;1240.0;-182.0;401.0;690.0;1178.0
392.0;62.0;500.0;203.0;949;1213.0;-244.0;363.0;618.0;1236.0
305.0;?;556.0;344.0;?;1164.0;-291.0;247.0;622.0;?
?;197.0;622.0;?;-173;1001.0;-283.0;109.0;599.0;?
?;291.0;663.0;509.0;176;961.0;-177.0;-97.0;560.0;946.0
300.0;337.0;696.0;?;922;849.0;-171.0;-296.0;538.0;807.0
291.0;391.0;567.0;558.0;1093;634.0;-192.0;-317.0;481.0;630.0
296.0;?;461.0;517.0;872;566.0;-216.0;-229.0;478.0;586.0
362.0;?;452.0;489.0;498;?;-98.0;-78.0;487.0;659.0
453.0;398.0;417.0;393.0;599;668.0;-25.0;72.0;465.0;731.0
558.0;409.0;389.0;263.0;622;654.0;-181.0;162.0;430.0;?
667.0;417.0;?;183.0;-19;663.0;-368.0;220.0;367.0;760.0
645.0;419.0;?;?;518;739.0;-398.0;274.0;359.0;899.0
481.0;455.0;?;116.0;-308;912.0;-360.0;317.0;444.0;1051.0
439.0;430.0;?;128.0;-463;1044.0;-359.0;314.0;?;1116.0
431.0;479.0;225.0;197.0;-262;1015.0;-420.0;293.0;498.0;1089.0
424.0;526.0;236.0;292.0;-4848;?;-464.0;267.0;437.0;1259.0
495.0;410.0;245.0;404.0;-2283;1118.0;-532.0;242.0;370.0;1135.0
543.0;?;258.0;466.0;?;957.0;-537.0;268.0;363.0;1085.0
500.0;250.0;302.0;450.0;347;1158.0;-436.0;326.0;?;1299.0
417.0;196.0;314.0;434.0;773;?;-361.0;335.0;423.0;1359.0
320.0;?;356.0;409.0;1021;1332.0;-376.0;404.0;371.0;1302.0
188.0;198.0;?;370.0;564;1304.0;-437.0;?;437.0;1193.0
174.0;190.0;301.0;353.0;980;1166.0;-616.0;46.0;511.0;1045.0
181.0;165.0;346.0;284.0;728;969.0;-580.0;?;?;868.0
161.0;?;?;220.0;864;909.0;?;?;451.0;773.0
38.0;235.0;435.0;192.0;812;824.0;-358.0;47.0;464.0;692.0
-33.0;282.0;424.0;207.0;757;704.0;-182.0;?;444.0;586.0
?;270.0;458.0;244.0;702;562.0;-31.0;111.0;469.0;484.0
-190.0;307.0;503.0;287.0;645;?;-64.0;79.0;?;556.0
-211.0;395.0;478.0;282.0;636;623.0;-127.0;88.0;570.0;673.0
-220.0;513.0;422.0;230.0;625;771.0;-197.0;146.0;605.0;883.0
-71.0;515.0;412.0;?;653;1095.0;-211.0;156.0;727.0;1190.0
86.0;498.0;427.0;113.0;?;1381.0;-189.0;218.0;787.0;1398.0
259.0;438.0;442.0;53.0;694;1549.0;?;275.0;833.0;1401.0
524.0;393.0;453.0;77.0;590;1613.0;?;323.0;?;1493.0
641.0;227.0;489.0;109.0;489;?;-87.0;391.0;802.0;1221.0
?;110.0;515.0;151.0;689;1212.0;-121.0;393.0;581.0;1201.0
686.0;?;560.0;244.0;904;1167.0;?;247.0;581.0;?
548.0;60.0;622.0;334.0;976;1030.0;-222.0;217.0;576.0;1035.0
392.0;150.0;637.0;372.0;984;923.0;?;183.0;580.0;953.0
249.0;221.0;722.0;491.0;723;838.0;?;-70.0;550.0;877.0
157.0;264.0;652.0;566.0;664;739.0;-479.0;-294.0;546.0;813.0
97.0;348.0;468.0;684.0;972;601.0;-428.0;?;506.0;643.0
111.0;388.0;407.0;752.0;947;498.0;-245.0;-256.0;415.0;541.0
