InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
602.0;-454.0;794.0;177.0;-417.0;631.0;308.0;-847.0;4.0;-263.0;109.0;-235.0
597.0;-454.0;796.0;181.0;-415.0;626.0;310.0;-847.0;0.0;-282.0;121.0;-239.0
327.0;-604.0;746.0;194.0;-250.0;730.0;581.0;-946.0;21.0;-186.0;29.0;-279.0
641.0;-569.0;640.0;359.0;-432.0;676.0;479.0;-781.0;182.0;51.0;-103.0;-28.0
351.0;-615.0;663.0;428.0;-367.0;675.0;528.0;-879.0;61.0;-202.0;76.0;-376.0
595.0;-564.0;782.0;7.0;-276.0;660.0;531.0;-812.0;-73.0;-43.0;146.0;-319.0
612.0;-606.0;701.0;163.0;-369.0;687.0;519.0;-831.0;84.0;-27.0;-94.0;-205.0
601.0;-596.0;735.0;168.0;-285.0;673.0;561.0;-836.0;152.0;-25.0;-121.0;-195.0
638.0;-604.0;717.0;144.0;-372.0;677.0;501.0;-803.0;54.0;67.0;-52.0;-172.0
583.0;-594.0;796.0;-28.0;-171.0;683.0;579.0;-816.0;-9.0;-86.0;67.0;-303.0
607.0;-620.0;628.0;336.0;-436.0;731.0;482.0;-794.0;203.0;90.0;-178.0;-78.0
628.0;-580.0;657.0;439.0;-440.0;618.0;416.0;-714.0;358.0;10.0;-318.0;-73.0
609.0;-531.0;950.0;322.0;-102.0;829.0;250.0;-813.0;-212.0;-358.0;132.0;-399.0
467.0;-123.0;-118.0;802.0;-424.0;282.0;-301.0;-118.0;503.0;370.0;-626.0;643.0
644.0;-548.0;690.0;444.0;-406.0;655.0;461.0;-750.0;127.0;80.0;-76.0;41.0
581.0;-612.0;741.0;59.0;-303.0;694.0;541.0;-845.0;63.0;-81.0;-103.0;-268.0
409.0;-561.0;799.0;-4.0;-87.0;695.0;592.0;-864.0;-162.0;-307.0;230.0;-560.0
641.0;-580.0;687.0;342.0;-416.0;662.0;467.0;-767.0;61.0;156.0;46.0;-39.0
634.0;-557.0;664.0;406.0;-437.0;663.0;462.0;-757.0;123.0;132.0;-27.0;3.0
637.0;-504.0;600.0;519.0;-482.0;638.0;391.0;-720.0;242.0;108.0;-180.0;133.0
578.0;-591.0;749.0;82.0;-322.0;681.0;522.0;-806.0;76.0;58.0;8.0;-328.0
604.0;-620.0;736.0;115.0;-328.0;691.0;530.0;-812.0;12.0;24.0;66.0;-264.0
430.0;-567.0;769.0;433.0;-294.0;678.0;535.0;-866.0;-14.0;-186.0;74.0;-378.0
626.0;-545.0;652.0;443.0;-443.0;658.0;459.0;-753.0;167.0;107.0;-84.0;35.0
624.0;-635.0;616.0;443.0;-462.0;737.0;468.0;-760.0;132.0;81.0;-94.0;4.0
634.0;-638.0;674.0;314.0;-403.0;735.0;485.0;-797.0;129.0;-16.0;-84.0;-115.0
461.0;-409.0;866.0;-151.0;-298.0;557.0;401.0;-832.0;-112.0;-418.0;289.0;-518.0
629.0;-520.0;937.0;201.0;-147.0;732.0;294.0;-852.0;-333.0;-237.0;407.0;-472.0
406.0;-589.0;785.0;192.0;-88.0;750.0;613.0;-864.0;-156.0;-361.0;201.0;-481.0
554.0;-592.0;772.0;184.0;-223.0;665.0;587.0;-789.0;-110.0;-320.0;203.0;-338.0
631.0;-614.0;685.0;280.0;-401.0;704.0;486.0;-795.0;132.0;37.0;-94.0;-130.0
676.0;-583.0;640.0;310.0;-482.0;668.0;434.0;-760.0;193.0;115.0;-53.0;-75.0
544.0;-554.0;752.0;126.0;-226.0;615.0;613.0;-793.0;-102.0;-348.0;277.0;-307.0
640.0;-582.0;603.0;394.0;-468.0;678.0;427.0;-757.0;222.0;148.0;-170.0;-17.0
611.0;-630.0;705.0;206.0;-374.0;700.0;525.0;-813.0;18.0;40.0;74.0;-194.0
644.0;-577.0;646.0;344.0;-424.0;679.0;479.0;-781.0;172.0;59.0;-106.0;-46.0
-2.0;-780.0;-708.0;17.0;-54.0;875.0;-694.0;-996.0;-232.0;85.0;96.0;-345.0
573.0;-609.0;769.0;49.0;-223.0;674.0;581.0;-842.0;-34.0;15.0;-60.0;-228.0
600.0;-643.0;685.0;188.0;-376.0;708.0;516.0;-837.0;79.0;20.0;-2.0;-166.0
530.0;-604.0;835.0;385.0;-88.0;713.0;529.0;-815.0;-67.0;-279.0;78.0;-263.0
474.0;-549.0;810.0;282.0;-120.0;699.0;570.0;-896.0;-226.0;-252.0;263.0;-316.0
597.0;-614.0;740.0;159.0;-275.0;680.0;564.0;-837.0;129.0;-25.0;-104.0;-212.0
-195.0;-159.0;390.0;-753.0;462.0;70.0;442.0;-427.0;-546.0;-500.0;674.0;-732.0
635.0;-613.0;650.0;253.0;-414.0;694.0;500.0;-808.0;130.0;66.0;-39.0;-107.0
575.0;-567.0;774.0;99.0;-300.0;667.0;535.0;-729.0;-45.0;-422.0;127.0;-342.0
631.0;-437.0;419.0;565.0;-589.0;602.0;232.0;-657.0;353.0;211.0;-258.0;219.0
529.0;-614.0;754.0;125.0;-235.0;685.0;587.0;-803.0;-77.0;-387.0;156.0;-230.0
