NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
?;756.0;14.1;?;25.7;1.2271;1811.0;1090.0;1119.0;902.0;2.2;?;?
-200.0;802.0;?;33.6;?;1.2472;1748.0;1072.0;1050.0;836.0;?;107.0;112.0
?;797.0;12.2;33.0;26.0;1.2877;1772.0;1101.0;1057.0;863.0;2.3;113.0;122.0
-200.0;787.0;?;33.2;23.7;1.1855;1802.0;1111.0;1086.0;824.0;2.6;107.0;114.0
-200.0;807.0;12.6;31.3;25.4;?;1737.0;1048.0;1070.0;?;2.3;?;111.0
?;698.0;18.3;28.3;31.7;1.1968;1986.0;1197.0;?;1132.0;?;125.0;158.0
-200.0;?;?;26.5;35.0;1.1981;1930.0;1173.0;1217.0;1175.0;3.5;?;202.0
?;764.0;?;?;?;1.2079;1798.0;1075.0;1079.0;1111.0;2.5;?;166.0
-200.0;745.0;13.7;23.3;43.4;1.2251;1840.0;1067.0;1106.0;1125.0;2.5;?;?
-200.0;742.0;13.4;22.5;45.3;1.2226;1838.0;1060.0;1099.0;1077.0;2.4;98.0;122.0
-200.0;749.0;13.5;21.8;47.8;?;1854.0;?;1099.0;1087.0;2.5;97.0;?
-200.0;822.0;9.9;20.9;?;1.2446;1722.0;1017.0;?;1014.0;2.1;?;?
-200.0;1035.0;4.4;20.8;51.7;?;1501.0;836.0;734.0;801.0;?;?;53.0
-200.0;1038.0;?;19.3;?;?;1522.0;?;727.0;802.0;0.8;-200.0;-200.0
?;1102.0;3.3;18.8;58.6;1.2581;?;804.0;?;753.0;-200.0;51.0;32.0
-200.0;?;3.4;?;53.8;1.2569;1473.0;?;677.0;696.0;0.5;?;35.0
-200.0;812.0;9.3;18.3;?;1.2635;1735.0;966.0;951.0;?;1.3;?;123.0
?;611.0;?;?;54.5;1.2777;?;?;1388.0;1513.0;3.6;100.0;?
-200.0;562.0;27.7;21.9;49.9;1.2957;?;1335.0;?;1598.0;4.8;?;300.0
-200.0;588.0;22.1;25.2;43.0;1.3548;2128.0;1297.0;?;1690.0;3.7;154.0;281.0
-200.0;837.0;10.0;?;36.6;1.3603;1705.0;1041.0;979.0;1053.0;1.9;125.0;169.0
?;867.0;8.9;27.1;38.3;1.3548;?;1027.0;936.0;931.0;1.7;117.0;152.0
-200.0;841.0;9.8;?;37.0;1.3319;1728.0;1037.0;969.0;865.0;1.9;105.0;?
-200.0;865.0;?;?;?;1.3244;1697.0;1014.0;954.0;818.0;?;103.0;118.0
-200.0;866.0;9.8;31.3;?;1.2885;1682.0;1007.0;971.0;802.0;1.7;106.0;120.0
-200.0;881.0;9.5;?;28.7;?;1657.0;998.0;958.0;778.0;1.8;107.0;125.0
?;878.0;9.5;30.9;30.3;?;?;?;?;767.0;1.7;?;?
-200.0;?;15.4;31.4;30.3;?;1936.0;1157.0;?;1000.0;?;124.0;166.0
-200.0;?;19.4;30.7;31.4;?;2082.0;?;1281.0;1143.0;3.6;133.0;180.0
?;726.0;16.5;29.0;33.4;1.3169;1907.0;1131.0;1194.0;1009.0;3.3;125.0;172.0
-200.0;754.0;?;27.3;?;?;1883.0;?;?;?;2.9;124.0;160.0
-200.0;878.0;8.2;?;40.9;1.3389;1675.0;976.0;909.0;830.0;1.7;?;103.0
-200.0;868.0;8.7;25.2;43.0;1.358;1724.0;1016.0;929.0;853.0;?;?;?
?;684.0;15.2;24.6;?;1.394;1983.0;?;1156.0;?;2.8;120.0;?
?;791.0;10.6;24.0;47.3;1.3914;1751.0;1013.0;999.0;1119.0;1.8;105.0;120.0
-200.0;?;?;23.5;48.3;1.3777;?;886.0;813.0;918.0;1.0;81.0;63.0
-200.0;1140.0;3.1;24.0;45.8;?;1467.0;?;658.0;609.0;0.5;?;30.0
-200.0;1214.0;2.5;22.2;50.7;1.3405;?;762.0;618.0;516.0;0.4;-200.0;?
-200.0;?;?;22.8;48.1;?;1404.0;740.0;568.0;510.0;0.3;32.0;19.0
-200.0;1178.0;2.6;21.9;50.1;1.3002;1437.0;775.0;628.0;554.0;0.4;36.0;27.0
-200.0;947.0;?;20.4;54.1;1.28;1598.0;872.0;?;760.0;0.8;59.0;?
-200.0;711.0;14.5;20.8;52.6;?;1922.0;1123.0;1134.0;1170.0;2.2;?;169.0
-200.0;535.0;28.8;22.8;?;1.3156;2450.0;?;?;1545.0;4.4;121.0;244.0
-200.0;605.0;21.3;25.2;?;1.3552;2157.0;1237.0;?;?;3.7;151.0;274.0
?;701.0;?;29.3;34.8;1.397;?;1143.0;?;1292.0;2.5;142.0;202.0
-200.0;703.0;15.6;?;27.8;1.4013;1949.0;1170.0;1168.0;1287.0;2.5;141.0;186.0
-200.0;?;14.3;?;?;1.363;1856.0;1116.0;1128.0;1042.0;2.3;129.0;?
-200.0;785.0;12.6;36.1;22.7;1.3324;1766.0;?;1069.0;817.0;2.0;106.0;112.0
?;?;?;?;21.1;?;?;?;1097.0;847.0;2.0;125.0;117.0
-200.0;782.0;12.6;?;21.9;?;1780.0;1078.0;1069.0;?;2.1;126.0;?
-200.0;747.0;14.8;37.2;?;1.3514;1840.0;1104.0;1143.0;896.0;2.4;147.0;133.0
-200.0;693.0;18.6;35.6;23.4;1.341;1956.0;1170.0;?;1069.0;3.1;180.0;?
?;?;16.7;33.1;24.3;1.2087;1834.0;1091.0;1201.0;945.0;2.9;164.0;167.0
-200.0;673.0;?;30.5;29.5;1.2635;2043.0;1216.0;1318.0;1168.0;3.5;?;?
-200.0;719.0;16.0;28.7;35.8;1.3834;1921.0;1125.0;1179.0;?;2.9;?;171.0
-200.0;916.0;7.6;26.6;42.2;1.4452;1635.0;971.0;881.0;?;?;?;?
?;816.0;?;?;46.6;1.4733;1796.0;?;984.0;842.0;?;98.0;84.0
-200.0;714.0;13.8;24.7;47.7;1.4649;1892.0;?;1109.0;1123.0;2.2;?;110.0
?;802.0;?;?;47.4;1.4301;1731.0;1038.0;992.0;?;1.6;?;87.0
-200.0;909.0;6.5;23.3;49.9;1.4135;?;935.0;836.0;855.0;?;?;?
-200.0;1043.0;4.3;23.8;47.3;1.3783;1528.0;861.0;?;?;?;62.0;39.0
-200.0;1062.0;3.4;22.9;?;1.3808;?;839.0;678.0;622.0;0.6;-200.0;-200.0
-200.0;?;3.9;21.2;55.0;1.3689;1511.0;850.0;703.0;658.0;0.6;54.0;38.0
-200.0;?;3.0;21.7;?;1.35;?;?;?;628.0;0.5;56.0;41.0
-200.0;1079.0;3.2;22.8;48.9;1.3424;?;825.0;?;?;0.5;62.0;47.0
-200.0;?;?;23.5;47.6;1.3611;1595.0;921.0;792.0;799.0;0.9;72.0;72.0
?;?;9.1;24.6;?;1.3661;1697.0;?;945.0;964.0;?;86.0;100.0
-200.0;801.0;9.7;?;39.9;1.402;?;1092.0;967.0;910.0;?;99.0;104.0
-200.0;843.0;?;29.3;35.9;?;1736.0;1095.0;923.0;999.0;1.6;98.0;109.0
-200.0;822.0;9.6;?;?;1.4517;1743.0;1097.0;964.0;853.0;1.7;102.0;103.0
?;819.0;9.8;?;26.6;1.423;1714.0;1101.0;972.0;752.0;1.7;?;75.0
-200.0;833.0;10.3;?;22.1;1.3004;1718.0;1060.0;991.0;778.0;1.5;83.0;72.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;1.2;?;56.0
-200.0;?;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;?;1.2;63.0;51.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;?;?;52.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;1.0;63.0;46.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;56.0;44.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.6;77.0;72.0
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;91.0;88.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;1.4;70.0;56.0
-200.0;?;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.7;95.0;82.0
?;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;2.4;113.0;125.0
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;2.3;109.0;?
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;?;?;65.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;1.0;60.0;48.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;?
-200.0;?;?;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;?;41.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;1.0;60.0;40.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;0.9;65.0;48.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;0.8;?;44.0
-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;66.0;59.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;67.0;59.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;1.2;?;?
-200.0;-200.0;?;?;-200.0;-200.0;?;-200.0;-200.0;?;1.0;?;?
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;1.0;59.0;43.0
-200.0;-200.0;?;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;0.6;36.0;23.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;0.7;?;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.8;54.0;37.0
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;1.1;?;?
-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;?;-200.0;1.4;86.0;68.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;?;114.0;125.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;105.0;96.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;75.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;?;?;74.0
-200.0;-200.0;-200.0;?;-200.0;?;-200.0;-200.0;-200.0;-200.0;2.3;91.0;92.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;4.2;?;136.0
?;-200.0;-200.0;?;-200.0;?;?;-200.0;-200.0;-200.0;3.0;99.0;119.0
-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.2;83.0;76.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.6;36.0;21.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;0.3;-200.0;-200.0
-200.0;1353.0;1.5;?;?;1.1895;1367.0;?;544.0;466.0;0.3;24.0;15.0
-200.0;1108.0;3.5;18.2;57.6;1.193;1463.0;809.0;681.0;?;0.5;43.0;52.0
-200.0;?;8.3;18.6;?;1.1865;1639.0;934.0;911.0;863.0;?;64.0;85.0
-200.0;691.0;?;20.8;48.0;1.1702;1910.0;?;1220.0;?;2.5;?;177.0
?;?;23.3;23.3;?;?;2138.0;1221.0;1386.0;1412.0;3.7;109.0;232.0
-200.0;770.0;13.8;25.1;?;?;1753.0;1024.0;1111.0;1069.0;2.5;110.0;201.0
-200.0;862.0;10.2;27.8;25.8;0.9473;?;938.0;987.0;?;1.8;111.0;?
-200.0;965.0;7.9;29.6;21.0;0.8548;1480.0;869.0;897.0;649.0;1.5;106.0;104.0
-200.0;?;?;?;18.0;0.7613;?;846.0;930.0;598.0;1.5;104.0;?
-200.0;?;?;?;18.5;0.7747;1454.0;838.0;868.0;?;1.2;?;66.0
-200.0;?;8.3;29.5;19.4;0.7872;1504.0;875.0;912.0;601.0;1.4;84.0;85.0
-200.0;920.0;?;31.1;18.2;0.8079;1564.0;907.0;961.0;?;1.6;?;105.0
-200.0;?;9.0;?;?;?;1492.0;889.0;?;647.0;1.6;102.0;99.0
-200.0;834.0;12.4;30.1;19.3;0.8083;1645.0;?;1064.0;?;2.2;124.0;132.0
-200.0;?;15.3;28.6;?;0.859;1787.0;1051.0;1157.0;963.0;3.0;147.0;186.0
-200.0;736.0;16.1;26.1;?;0.9407;?;1043.0;?;?;3.0;138.0;174.0
?;736.0;14.1;?;35.7;1.0807;1793.0;1043.0;1121.0;967.0;?;126.0;149.0
?;798.0;11.4;23.1;41.5;1.1582;1737.0;1007.0;1027.0;904.0;2.1;?;114.0
?;838.0;?;21.8;46.3;1.1913;?;966.0;959.0;852.0;?;95.0;92.0
-200.0;915.0;7.4;20.9;48.9;1.1945;1594.0;?;?;744.0;1.3;80.0;75.0
-200.0;956.0;6.4;20.5;?;1.1903;?;889.0;831.0;760.0;1.1;79.0;?
-200.0;1062.0;?;20.0;50.9;1.1794;1462.0;825.0;?;?;0.7;49.0;?
-200.0;?;1.9;22.1;44.3;1.1665;1374.0;758.0;?;531.0;0.4;36.0;22.0
-200.0;1338.0;1.4;21.0;47.5;1.1666;1350.0;?;533.0;493.0;0.2;-200.0;-200.0
-200.0;1385.0;1.2;19.8;50.3;1.1444;1343.0;719.0;522.0;509.0;0.2;40.0;24.0
-200.0;1236.0;2.2;19.0;52.8;1.1489;?;757.0;596.0;560.0;0.3;?;30.0
-200.0;922.0;?;17.8;56.5;1.1375;1594.0;890.0;831.0;826.0;0.9;?;93.0
?;632.0;18.5;?;?;1.1529;2002.0;1181.0;1255.0;1334.0;3.1;?;332.0
-200.0;?;?;20.6;47.7;?;?;1332.0;1556.0;1660.0;5.0;134.0;387.0
-200.0;717.0;14.2;22.8;41.9;1.1496;?;1128.0;1124.0;1362.0;?;123.0;267.0
-200.0;725.0;14.3;27.1;?;1.1147;1856.0;1128.0;?;?;2.8;136.0;?
-200.0;766.0;12.6;30.4;26.4;1.131;1766.0;1064.0;1069.0;1089.0;2.1;109.0;193.0
-200.0;702.0;18.0;31.1;26.2;1.1647;1940.0;1139.0;1240.0;1129.0;3.1;144.0;239.0
-200.0;?;17.1;31.4;25.3;1.1444;1912.0;1121.0;1214.0;1120.0;?;154.0;232.0
-200.0;776.0;13.0;30.8;26.7;1.168;1772.0;?;1083.0;916.0;2.1;126.0;?
-200.0;826.0;11.2;31.8;25.6;1.1868;1747.0;1040.0;1022.0;812.0;1.7;98.0;115.0
-200.0;762.0;13.6;33.5;22.9;1.1649;1782.0;?;1105.0;959.0;2.2;120.0;?
?;656.0;20.5;33.1;?;1.1673;2011.0;1177.0;1310.0;?;3.5;?;226.0
-200.0;654.0;?;31.7;25.9;1.1883;?;1196.0;?;1199.0;3.6;139.0;218.0
?;623.0;23.1;29.0;30.4;1.2013;2085.0;1204.0;?;1283.0;?;148.0;245.0
-200.0;646.0;20.3;27.4;?;1.2095;2016.0;1166.0;1304.0;1291.0;4.0;139.0;?
-200.0;857.0;9.3;25.2;36.4;1.1528;1640.0;?;949.0;949.0;1.8;93.0;?
-200.0;813.0;10.5;24.0;39.6;1.1662;?;1004.0;997.0;1018.0;?;?;?
-200.0;729.0;13.6;23.8;39.6;1.1558;?;1050.0;1105.0;1122.0;2.4;104.0;144.0
-200.0;864.0;8.0;22.9;43.6;1.1974;1631.0;965.0;900.0;968.0;1.2;83.0;79.0
-200.0;1004.0;4.6;22.8;43.9;1.202;?;849.0;744.0;806.0;0.8;66.0;?
-200.0;1093.0;3.2;?;47.3;1.2189;?;?;?;?;0.5;55.0;38.0
-200.0;1170.0;2.4;?;47.3;1.2135;1405.0;777.0;609.0;?;0.3;?;-200.0
-200.0;?;2.1;20.8;?;1.2207;1402.0;768.0;591.0;606.0;-200.0;?;24.0
-200.0;1155.0;2.2;21.7;46.8;1.2031;1396.0;?;597.0;606.0;0.4;?;30.0
-200.0;934.0;?;20.3;52.3;1.2367;1656.0;?;?;819.0;1.0;51.0;73.0
?;?;23.1;20.5;52.3;1.245;2210.0;1252.0;?;1462.0;3.8;117.0;305.0
?;605.0;19.0;?;49.6;1.2673;?;?;?;?;3.2;110.0;295.0
-200.0;608.0;20.1;?;43.1;1.2677;2090.0;1277.0;?;?;?;?;331.0
?;672.0;?;28.5;?;1.2144;?;1149.0;1192.0;1449.0;3.2;152.0;?
-200.0;?;13.0;32.2;?;?;1790.0;?;1082.0;?;2.3;119.0;?
?;763.0;13.1;34.9;20.5;1.1279;1762.0;1053.0;?;1023.0;2.2;?;163.0
-200.0;?;11.8;35.4;19.9;1.1222;?;1023.0;1042.0;910.0;2.1;101.0;132.0
-200.0;767.0;12.7;34.4;22.5;1.205;?;1085.0;1075.0;913.0;1.9;110.0;?
-200.0;?;14.1;34.8;22.8;1.2488;1854.0;1116.0;1120.0;1035.0;2.4;124.0;?
?;735.0;?;34.3;?;1.1907;1825.0;1111.0;1131.0;1085.0;2.5;137.0;171.0
-200.0;645.0;20.7;32.5;?;1.2165;2030.0;1210.0;1316.0;1278.0;?;159.0;234.0
-200.0;616.0;21.6;31.3;27.3;1.2234;?;1250.0;1339.0;1383.0;3.9;152.0;251.0
-200.0;595.0;24.2;30.2;29.0;1.2224;2134.0;1297.0;1408.0;1473.0;4.4;?;?
-200.0;603.0;?;28.5;33.3;?;2118.0;1313.0;1345.0;1507.0;4.8;163.0;300.0
-200.0;713.0;?;?;35.3;1.2606;1829.0;1146.0;1084.0;?;?;121.0;159.0
?;685.0;15.1;26.1;37.8;1.2575;1897.0;1199.0;1152.0;1242.0;2.8;125.0;176.0
-200.0;626.0;16.6;24.7;47.1;1.44;2023.0;1274.0;?;1356.0;?;120.0;?
-200.0;675.0;12.7;23.6;59.8;1.7193;1978.0;?;1072.0;1195.0;?;103.0;?
-200.0;783.0;8.6;23.3;?;1.706;1793.0;1054.0;?;899.0;1.5;?;?
?;929.0;5.3;23.3;59.4;1.6753;?;?;778.0;726.0;1.0;?;35.0
-200.0;?;3.6;22.9;57.7;1.5902;1570.0;915.0;690.0;743.0;?;-200.0;?
-200.0;1062.0;?;23.7;53.5;1.546;1528.0;871.0;?;684.0;0.6;35.0;21.0
-200.0;1047.0;3.1;?;?;1.5092;1530.0;877.0;658.0;?;0.6;46.0;41.0
-200.0;1008.0;3.7;22.1;?;?;1548.0;893.0;696.0;801.0;0.7;54.0;48.0
-200.0;?;?;21.9;57.0;1.4742;1700.0;1030.0;?;983.0;1.2;68.0;?
-200.0;783.0;8.6;24.7;45.9;1.4061;?;1059.0;?;?;1.5;77.0;111.0
?;864.0;7.1;27.0;40.8;1.4286;1649.0;1020.0;860.0;875.0;?;74.0;93.0
?;879.0;6.6;29.1;37.4;1.4833;1656.0;1045.0;?;807.0;1.6;92.0;118.0
-200.0;874.0;?;?;?;1.4351;1651.0;1029.0;866.0;727.0;1.5;83.0;93.0
-200.0;?;5.0;31.9;30.3;1.4125;1561.0;959.0;763.0;549.0;1.2;58.0;56.0
?;939.0;5.7;?;28.9;1.412;?;?;798.0;570.0;1.1;55.0;51.0
-200.0;?;6.0;33.4;27.8;?;1596.0;988.0;813.0;?;?;61.0;?
?;942.0;6.1;35.3;23.7;?;1565.0;971.0;?;585.0;1.3;?;59.0
-200.0;869.0;8.0;?;22.4;1.2915;1629.0;?;899.0;637.0;1.4;74.0;62.0
-200.0;889.0;7.8;35.3;20.8;1.1664;1602.0;?;889.0;664.0;1.6;?;85.0
-200.0;802.0;11.1;33.3;23.9;1.2085;1732.0;1075.0;1020.0;797.0;2.1;103.0;109.0
?;695.0;?;30.3;30.8;?;1934.0;1190.0;1177.0;1046.0;3.0;128.0;168.0
-200.0;706.0;13.7;28.3;34.5;1.3084;?;?;1108.0;1058.0;2.8;122.0;166.0
?;594.0;21.6;27.1;38.9;1.3758;2176.0;1256.0;1340.0;1214.0;3.8;?;?
-200.0;658.0;?;25.4;43.2;1.3805;?;1190.0;1203.0;1056.0;?;?;?
-200.0;601.0;20.5;24.6;45.3;?;?;1249.0;?;1280.0;?;126.0;160.0
-200.0;711.0;14.1;23.7;46.0;1.3346;1838.0;1072.0;1120.0;1045.0;2.6;100.0;124.0
-200.0;750.0;10.9;23.0;48.1;?;1752.0;1035.0;1011.0;1039.0;2.0;94.0;95.0
-200.0;1030.0;3.6;24.8;?;?;1457.0;839.0;690.0;640.0;?;?;34.0
-200.0;1061.0;3.3;?;?;1.3208;1482.0;833.0;671.0;705.0;0.7;-200.0;-200.0
?;1144.0;2.4;21.7;50.2;1.2917;1427.0;804.0;616.0;?;0.6;64.0;45.0
-200.0;?;?;21.9;50.7;1.3138;1442.0;811.0;?;579.0;0.6;46.0;35.0
-200.0;818.0;8.9;20.1;57.0;1.3216;1743.0;1028.0;934.0;987.0;1.6;88.0;141.0
-200.0;671.0;14.8;21.5;51.8;1.3129;1927.0;1138.0;1141.0;1197.0;2.6;104.0;?
?;649.0;16.2;?;?;1.3416;1968.0;?;1185.0;1328.0;?;125.0;?
?;667.0;14.6;25.7;41.0;1.3351;1924.0;1193.0;1136.0;1370.0;2.8;151.0;245.0
-200.0;858.0;?;29.9;33.2;1.3793;1671.0;1049.0;898.0;921.0;?;113.0;153.0
-200.0;828.0;?;32.9;?;1.3789;?;1090.0;942.0;876.0;1.9;?;?
-200.0;808.0;10.0;?;?;1.3363;1688.0;?;976.0;819.0;2.1;108.0;130.0
-200.0;826.0;9.8;34.7;22.6;?;1684.0;?;970.0;763.0;1.9;93.0;95.0
-200.0;882.0;8.3;35.5;20.3;?;1596.0;972.0;912.0;675.0;1.6;?;88.0
-200.0;920.0;?;35.9;18.8;1.0912;1539.0;951.0;880.0;637.0;?;84.0;?
-200.0;802.0;11.7;36.2;18.6;?;1690.0;1033.0;1038.0;826.0;2.1;111.0;127.0
?;817.0;13.3;35.4;15.3;0.8613;1659.0;983.0;1094.0;?;2.4;115.0;149.0
-200.0;813.0;?;32.9;15.5;0.7649;?;973.0;1128.0;894.0;2.8;127.0;170.0
-200.0;?;17.9;29.9;19.8;?;1786.0;1083.0;1237.0;1077.0;3.4;129.0;210.0
?;763.0;15.9;28.1;22.4;?;1743.0;1062.0;1176.0;?;3.4;?;230.0
?;808.0;14.2;?;24.7;0.8233;?;1011.0;1122.0;?;2.7;137.0;?
-200.0;765.0;13.8;25.0;28.7;0.8944;1670.0;1054.0;1110.0;1167.0;2.6;130.0;174.0
-200.0;793.0;11.7;24.3;31.0;0.9268;1598.0;1013.0;1038.0;1162.0;?;121.0;164.0
-200.0;975.0;6.2;?;31.2;0.919;1398.0;?;823.0;848.0;1.2;79.0;?
-200.0;1006.0;5.1;22.4;?;0.9362;1390.0;857.0;769.0;759.0;1.0;69.0;52.0
-200.0;1036.0;4.5;21.2;37.6;0.9355;1382.0;835.0;?;694.0;0.9;?;47.0
-200.0;?;?;19.5;?;0.9461;1409.0;?;759.0;?;?;-200.0;-200.0
?;?;2.5;21.2;39.4;?;1321.0;763.0;?;689.0;?;58.0;37.0
-200.0;1171.0;2.3;19.5;42.4;0.9515;1314.0;769.0;606.0;610.0;0.4;58.0;41.0
-200.0;960.0;5.5;18.6;?;0.9723;1466.0;?;790.0;816.0;?;?;74.0
?;?;10.4;19.7;44.1;1.0039;1680.0;1037.0;993.0;1158.0;1.8;?;168.0
?;728.0;?;21.9;39.4;1.0243;1773.0;1090.0;1065.0;1228.0;2.2;109.0;176.0
-200.0;716.0;14.0;24.5;34.3;1.0407;?;1117.0;?;1323.0;2.4;129.0;184.0
-200.0;761.0;12.7;30.0;25.6;1.0674;1734.0;?;1074.0;1274.0;2.3;144.0;187.0
-200.0;?;?;34.5;?;1.0168;1508.0;961.0;939.0;846.0;1.6;101.0;118.0
?;?;?;36.3;17.5;1.0411;1540.0;985.0;919.0;737.0;1.4;90.0;89.0
-200.0;910.0;8.2;?;16.0;1.0231;1523.0;960.0;909.0;?;1.4;86.0;70.0
-200.0;1013.0;5.9;38.3;?;1.0465;1446.0;927.0;806.0;559.0;1.0;?;51.0
-200.0;1002.0;?;38.4;17.5;1.1609;1481.0;958.0;795.0;604.0;1.0;65.0;52.0
-200.0;935.0;6.7;37.2;?;1.2813;1565.0;1019.0;?;729.0;1.2;73.0;70.0
-200.0;955.0;6.1;34.0;?;?;1567.0;1010.0;816.0;?;?;73.0;80.0
-200.0;917.0;6.7;32.3;30.4;1.445;?;1030.0;844.0;?;1.5;78.0;90.0
-200.0;827.0;?;30.5;33.9;1.4564;?;1100.0;?;932.0;1.9;98.0;111.0
-200.0;861.0;8.2;29.2;37.8;1.5098;1686.0;1079.0;909.0;928.0;1.8;99.0;107.0
?;?;7.0;28.4;39.1;1.4881;1645.0;1036.0;859.0;860.0;1.4;83.0;73.0
-200.0;827.0;9.5;27.7;40.6;1.4828;1747.0;?;959.0;963.0;1.7;88.0;?
?;683.0;15.1;27.2;42.5;1.5069;1938.0;1214.0;1151.0;1309.0;2.7;117.0;144.0
-200.0;728.0;11.7;26.5;44.8;1.528;1830.0;1127.0;?;?;2.1;97.0;120.0
-200.0;776.0;9.3;25.5;47.6;1.5318;1750.0;1038.0;950.0;?;1.4;75.0;71.0
-200.0;873.0;6.4;25.2;47.8;1.5076;?;?;829.0;937.0;1.0;?;40.0
?;848.0;6.7;?;53.7;?;?;?;844.0;995.0;1.0;-200.0;-200.0
-200.0;?;4.2;23.2;52.3;1.4668;1522.0;869.0;723.0;?;0.8;45.0;34.0
-200.0;?;2.6;24.0;50.3;1.4811;?;809.0;628.0;682.0;0.5;42.0;27.0
-200.0;1088.0;2.8;23.5;51.2;?;1496.0;833.0;641.0;717.0;0.6;44.0;30.0
-200.0;1083.0;3.1;?;50.8;1.452;1511.0;857.0;661.0;696.0;0.6;50.0;40.0
-200.0;913.0;6.2;?;47.6;1.4597;1634.0;966.0;820.0;807.0;1.0;60.0;56.0
-200.0;823.0;7.9;?;41.1;1.4611;1688.0;?;894.0;?;?;100.0;104.0
-200.0;?;10.5;31.0;?;1.4294;1771.0;1110.0;996.0;1090.0;1.9;111.0;121.0
-200.0;844.0;9.0;35.2;24.8;?;1648.0;1055.0;941.0;?;1.7;110.0;100.0
?;991.0;6.3;37.8;18.5;1.1977;1486.0;?;828.0;639.0;1.1;74.0;59.0
-200.0;1195.0;3.5;39.0;15.1;?;1285.0;816.0;?;467.0;0.8;56.0;?
-200.0;1175.0;?;?;12.8;0.9933;1339.0;841.0;?;476.0;0.7;50.0;?
-200.0;1163.0;?;41.8;11.9;0.9476;1294.0;842.0;722.0;490.0;0.7;54.0;40.0
-200.0;967.0;?;42.2;14.2;?;1488.0;990.0;852.0;669.0;1.2;?;70.0
-200.0;?;7.9;41.4;?;?;?;?;894.0;?;1.6;109.0;?
-200.0;879.0;7.9;?;21.4;1.4605;1609.0;1089.0;893.0;791.0;1.6;?;90.0
-200.0;799.0;10.3;34.3;26.0;1.3865;1685.0;1102.0;990.0;849.0;1.7;103.0;?
?;799.0;?;32.7;27.7;1.3439;1695.0;?;996.0;934.0;2.0;120.0;?
-200.0;761.0;?;30.5;30.4;?;1784.0;1116.0;1075.0;1081.0;2.3;134.0;135.0
