NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;1130.0;3.9;19.3;46.6;1.0298;?;926.0;707.0;532.0;-200.0;-200.0;-200.0
-200.0;1054.0;5.0;19.7;44.4;1.0081;?;979.0;764.0;572.0;-200.0;-200.0;-200.0
-200.0;1033.0;5.4;19.3;45.7;1.0161;1482.0;993.0;783.0;630.0;-200.0;-200.0;-200.0
-200.0;1043.0;5.0;17.9;49.9;1.0135;1462.0;970.0;763.0;608.0;-200.0;-200.0;-200.0
?;1014.0;5.5;16.9;53.2;1.0179;1482.0;997.0;788.0;644.0;-200.0;-200.0;-200.0
-200.0;909.0;7.8;16.1;56.0;1.0151;1594.0;1097.0;892.0;833.0;?;-200.0;-200.0
-200.0;900.0;8.2;?;52.8;0.986;1566.0;1105.0;908.0;923.0;-200.0;-200.0;-200.0
-200.0;1022.0;5.3;?;51.1;0.9743;1482.0;993.0;777.0;790.0;-200.0;-200.0;-200.0
-200.0;919.0;?;17.0;50.8;0.9751;1623.0;1136.0;896.0;961.0;-200.0;-200.0;-200.0
-200.0;798.0;10.7;16.9;54.8;1.0455;1700.0;1297.0;1003.0;?;-200.0;-200.0;?
-200.0;897.0;6.9;16.3;57.2;1.0492;1568.0;1110.0;855.0;943.0;-200.0;-200.0;-200.0
-200.0;?;6.3;16.0;?;1.0164;1529.0;1027.0;827.0;742.0;-200.0;?;-200.0
-200.0;982.0;5.6;15.6;60.2;1.0617;1501.0;1024.0;795.0;705.0;-200.0;-200.0;-200.0
-200.0;988.0;5.4;14.6;68.2;1.1282;1527.0;992.0;783.0;663.0;-200.0;-200.0;-200.0
-200.0;1144.0;3.2;14.3;69.6;1.1257;1449.0;?;664.0;536.0;-200.0;-200.0;-200.0
-200.0;1309.0;1.9;13.8;71.9;1.1312;1396.0;892.0;579.0;441.0;-200.0;-200.0;-200.0
-200.0;1268.0;2.3;13.8;72.7;1.1402;1410.0;895.0;609.0;477.0;-200.0;-200.0;-200.0
-200.0;1266.0;2.4;?;72.3;1.1632;1411.0;915.0;612.0;506.0;-200.0;-200.0;-200.0
-200.0;1154.0;2.9;14.5;72.9;1.195;1459.0;947.0;649.0;608.0;-200.0;-200.0;-200.0
-200.0;?;4.2;14.2;75.6;1.2201;1546.0;?;721.0;663.0;-200.0;-200.0;-200.0
-200.0;901.0;6.8;14.5;77.2;1.2695;1664.0;1219.0;849.0;912.0;-200.0;-200.0;-200.0
-200.0;873.0;7.3;14.9;74.5;1.253;?;1217.0;869.0;963.0;-200.0;-200.0;-200.0
-200.0;980.0;5.3;15.5;?;1.178;1565.0;1097.0;779.0;803.0;-200.0;-200.0;-200.0
-200.0;1136.0;3.4;16.7;56.0;1.0544;1433.0;938.0;674.0;564.0;-200.0;-200.0;-200.0
-200.0;1140.0;3.4;17.1;55.5;1.0724;1436.0;944.0;677.0;501.0;-200.0;-200.0;-200.0
-200.0;929.0;6.8;16.2;62.4;1.1423;1604.0;1139.0;847.0;701.0;-200.0;-200.0;-200.0
-200.0;921.0;7.0;17.4;58.9;1.1567;1603.0;1163.0;859.0;?;-200.0;-200.0;-200.0
-200.0;916.0;7.7;17.5;54.6;1.08;1590.0;1157.0;885.0;784.0;-200.0;-200.0;-200.0
-200.0;876.0;8.5;17.5;54.2;1.0722;1623.0;1154.0;919.0;861.0;-200.0;-200.0;-200.0
-200.0;744.0;?;?;55.1;1.0621;1824.0;1342.0;1102.0;1156.0;-200.0;-200.0;-200.0
-200.0;847.0;9.2;16.4;57.8;1.0669;1653.0;1178.0;949.0;1047.0;?;-200.0;-200.0
-200.0;854.0;8.7;?;60.4;1.0744;1669.0;1152.0;?;1034.0;-200.0;-200.0;-200.0
-200.0;920.0;6.6;15.5;63.3;1.1071;1595.0;1078.0;841.0;962.0;-200.0;?;-200.0
-200.0;826.0;9.1;15.0;65.2;1.1045;1702.0;1167.0;945.0;1100.0;-200.0;-200.0;-200.0
-200.0;871.0;7.8;14.5;67.3;1.1054;1658.0;1111.0;890.0;1047.0;-200.0;-200.0;-200.0
-200.0;1029.0;4.2;14.1;70.1;1.1224;1500.0;988.0;722.0;874.0;-200.0;-200.0;-200.0
-200.0;1103.0;3.4;13.8;73.3;1.1518;1494.0;917.0;677.0;747.0;-200.0;-200.0;-200.0
-200.0;1275.0;1.7;13.1;78.3;1.1716;1407.0;850.0;562.0;589.0;-200.0;-200.0;-200.0
-200.0;1238.0;2.1;13.0;78.2;1.1664;1443.0;885.0;589.0;635.0;-200.0;-200.0;-200.0
-200.0;1242.0;2.2;14.3;70.1;?;1428.0;888.0;597.0;671.0;-200.0;-200.0;-200.0
-200.0;913.0;6.9;14.0;70.9;1.1306;1655.0;1101.0;852.0;992.0;?;-200.0;-200.0
-200.0;680.0;16.5;15.4;64.2;1.1123;1976.0;1399.0;1195.0;1308.0;-200.0;-200.0;-200.0
-200.0;652.0;18.7;16.5;57.9;?;1969.0;1325.0;1260.0;1303.0;?;-200.0;-200.0
-200.0;876.0;8.5;18.8;48.0;1.0323;1594.0;1058.0;921.0;893.0;-200.0;-200.0;-200.0
-200.0;?;6.8;19.5;43.3;0.9706;1503.0;990.0;846.0;715.0;-200.0;-200.0;-200.0
-200.0;950.0;7.5;18.5;?;0.9606;1574.0;1018.0;879.0;685.0;-200.0;-200.0;-200.0
-200.0;811.0;10.9;18.0;?;0.9569;1709.0;1105.0;1010.0;947.0;?;-200.0;-200.0
-200.0;743.0;13.4;16.5;58.2;1.0813;1847.0;1194.0;1097.0;1049.0;-200.0;-200.0;-200.0
-200.0;892.0;7.9;12.1;75.6;1.0662;1565.0;1088.0;893.0;741.0;-200.0;-200.0;-200.0
-200.0;872.0;8.8;11.1;?;0.9974;1602.0;1084.0;933.0;801.0;-200.0;-200.0;-200.0
-200.0;797.0;11.5;10.5;79.0;1.0016;1701.0;1207.0;?;969.0;-200.0;-200.0;-200.0
-200.0;?;11.8;10.0;80.5;0.9853;1684.0;1186.0;?;1038.0;-200.0;-200.0;-200.0
-200.0;916.0;8.3;11.3;70.5;0.9389;1528.0;1053.0;911.0;889.0;-200.0;-200.0;-200.0
-200.0;921.0;7.9;10.7;71.5;0.9197;1508.0;1032.0;895.0;879.0;-200.0;-200.0;-200.0
-200.0;960.0;6.7;9.9;74.0;0.9009;1476.0;989.0;846.0;846.0;-200.0;-200.0;-200.0
-200.0;1085.0;4.6;10.8;68.2;0.8806;1391.0;?;745.0;712.0;-200.0;-200.0;-200.0
-200.0;?;5.0;10.2;74.0;0.9176;1431.0;?;766.0;747.0;-200.0;-200.0;-200.0
-200.0;1017.0;5.3;10.1;77.5;0.9579;1444.0;985.0;780.0;791.0;?;-200.0;-200.0
-200.0;1136.0;3.9;9.9;77.7;0.9497;1377.0;937.0;703.0;637.0;-200.0;-200.0;-200.0
-200.0;1222.0;2.9;9.5;80.2;0.9533;1357.0;887.0;648.0;553.0;-200.0;-200.0;-200.0
-200.0;1429.0;1.5;9.5;79.7;0.9489;1290.0;806.0;544.0;449.0;-200.0;-200.0;-200.0
-200.0;1587.0;0.8;9.7;78.9;0.9487;1277.0;771.0;483.0;485.0;-200.0;-200.0;-200.0
-200.0;1523.0;1.2;9.8;80.0;0.967;1315.0;802.0;519.0;540.0;-200.0;-200.0;-200.0
-200.0;1260.0;?;10.0;79.6;0.98;1410.0;878.0;?;685.0;-200.0;-200.0;-200.0
-200.0;942.0;7.6;?;79.4;0.9927;1625.0;1070.0;883.0;925.0;-200.0;-200.0;-200.0
?;638.0;?;11.0;77.4;1.0135;2069.0;1430.0;1316.0;1382.0;-200.0;-200.0;-200.0
-200.0;540.0;29.9;12.3;?;0.9906;2396.0;1565.0;1549.0;1645.0;-200.0;-200.0;-200.0
-200.0;637.0;20.1;14.5;60.4;0.9936;1999.0;1365.0;1299.0;1514.0;-200.0;-200.0;-200.0
-200.0;678.0;17.1;16.0;56.3;1.0185;1874.0;1348.0;1214.0;1509.0;-200.0;-200.0;-200.0
-200.0;648.0;19.4;18.1;51.1;1.0551;1991.0;1311.0;1279.0;1520.0;-200.0;-200.0;-200.0
-200.0;658.0;18.7;23.0;37.5;?;1970.0;1302.0;1260.0;1471.0;-200.0;-200.0;-200.0
-200.0;720.0;15.8;21.8;39.6;1.0209;1870.0;1250.0;1173.0;1282.0;-200.0;?;?
-200.0;859.0;10.3;21.9;37.2;?;1643.0;1083.0;988.0;1004.0;-200.0;-200.0;?
-200.0;956.0;7.9;23.8;31.4;0.9132;1530.0;1005.0;894.0;714.0;-200.0;-200.0;-200.0
-200.0;844.0;13.7;25.9;26.9;0.8845;1742.0;1129.0;1107.0;940.0;-200.0;-200.0;-200.0
-200.0;712.0;19.7;25.8;29.9;0.9808;1938.0;1327.0;1289.0;1272.0;-200.0;-200.0;-200.0
-200.0;?;25.3;22.6;39.5;1.0679;2156.0;1428.0;1437.0;1526.0;-200.0;-200.0;-200.0
-200.0;612.0;23.9;19.9;45.0;1.0364;2102.0;1426.0;1400.0;1488.0;-200.0;-200.0;-200.0
-200.0;663.0;20.6;17.9;47.4;0.9657;1958.0;1310.0;1313.0;1475.0;-200.0;-200.0;-200.0
?;792.0;?;16.8;50.4;0.9545;1704.0;1114.0;1059.0;1182.0;-200.0;-200.0;-200.0
-200.0;932.0;7.7;16.0;52.0;0.9375;1550.0;991.0;889.0;933.0;-200.0;-200.0;-200.0
-200.0;866.0;9.0;14.2;?;0.952;1589.0;1089.0;940.0;1001.0;-200.0;-200.0;-200.0
-200.0;1071.0;4.5;14.2;56.7;0.9111;1412.0;911.0;740.0;?;-200.0;-200.0;-200.0
-200.0;976.0;5.8;12.2;67.7;0.9625;1474.0;1005.0;802.0;952.0;-200.0;-200.0;-200.0
-200.0;1172.0;3.2;13.2;61.7;0.9328;1381.0;863.0;664.0;808.0;-200.0;-200.0;-200.0
?;1197.0;3.0;10.9;71.0;0.9249;1375.0;857.0;?;779.0;-200.0;-200.0;-200.0
-200.0;1301.0;2.0;11.3;67.6;0.9038;1319.0;804.0;585.0;717.0;-200.0;-200.0;-200.0
-200.0;1160.0;3.7;10.1;71.8;0.888;1421.0;871.0;694.0;779.0;-200.0;-200.0;-200.0
-200.0;887.0;8.7;10.2;70.9;0.8841;1599.0;1035.0;929.0;1009.0;-200.0;-200.0;-200.0
-200.0;572.0;?;11.8;66.0;0.9085;2249.0;1513.0;1480.0;1595.0;-200.0;-200.0;-200.0
-200.0;478.0;40.3;14.0;58.2;0.9271;2684.0;1726.0;1776.0;1940.0;-200.0;-200.0;-200.0
-200.0;619.0;?;17.0;50.2;0.9646;1991.0;?;1296.0;1628.0;-200.0;-200.0;-200.0
-200.0;668.0;17.1;22.3;36.9;0.9838;1854.0;1333.0;1212.0;1573.0;-200.0;-200.0;-200.0
-200.0;?;11.0;24.4;30.9;0.934;1642.0;1161.0;1016.0;1187.0;-200.0;-200.0;-200.0
-200.0;900.0;10.6;25.9;26.7;0.8771;1561.0;1081.0;1000.0;900.0;-200.0;-200.0;-200.0
-200.0;914.0;?;25.8;26.1;0.854;1574.0;1075.0;998.0;800.0;-200.0;-200.0;-200.0
-200.0;953.0;9.6;?;24.8;0.8393;1513.0;1055.0;964.0;770.0;-200.0;-200.0;-200.0
?;988.0;9.3;27.0;22.2;0.7805;1483.0;1053.0;953.0;758.0;-200.0;-200.0;?
-200.0;944.0;12.7;27.3;20.5;0.7308;1558.0;1087.0;1075.0;886.0;-200.0;-200.0;-200.0
-200.0;765.0;19.8;25.8;24.1;0.7912;1838.0;1304.0;1291.0;1219.0;-200.0;-200.0;-200.0
-200.0;601.0;32.5;25.3;28.9;0.9151;2271.0;1625.0;1608.0;1725.0;?;-200.0;-200.0
-200.0;584.0;33.6;23.8;?;0.9786;2328.0;1649.0;1633.0;1745.0;-200.0;-200.0;?
-200.0;635.0;26.0;21.4;36.0;0.9059;2073.0;1443.0;1455.0;1600.0;-200.0;-200.0;-200.0
-200.0;753.0;16.4;19.8;39.5;0.9016;1737.0;1209.0;1193.0;1310.0;-200.0;-200.0;?
-200.0;847.0;10.6;19.2;42.1;0.9273;1573.0;?;?;1208.0;-200.0;-200.0;-200.0
-200.0;933.0;7.1;?;45.8;0.9855;1492.0;1020.0;863.0;1074.0;-200.0;-200.0;-200.0
-200.0;973.0;6.4;17.1;50.8;?;1469.0;991.0;828.0;993.0;-200.0;-200.0;-200.0
-200.0;1058.0;4.6;16.2;53.4;0.9775;1420.0;937.0;741.0;923.0;-200.0;-200.0;-200.0
-200.0;?;3.0;16.0;53.5;0.9691;1377.0;882.0;654.0;?;-200.0;-200.0;-200.0
-200.0;1242.0;2.2;14.3;59.2;0.9601;1341.0;843.0;597.0;727.0;-200.0;-200.0;-200.0
-200.0;1295.0;1.7;13.3;62.6;0.9498;1316.0;819.0;?;694.0;-200.0;-200.0;-200.0
-200.0;1276.0;2.2;13.4;59.5;0.9097;1335.0;834.0;596.0;727.0;-200.0;-200.0;-200.0
-200.0;990.0;5.7;12.2;64.1;0.9062;1474.0;977.0;800.0;926.0;-200.0;-200.0;-200.0
-200.0;767.0;13.8;?;57.2;0.9029;1729.0;1234.0;1109.0;1194.0;-200.0;-200.0;-200.0
-200.0;?;21.6;15.2;53.2;0.9107;2003.0;1403.0;1340.0;1502.0;?;-200.0;-200.0
-200.0;593.0;26.1;19.2;41.6;0.9154;2186.0;1538.0;1458.0;1743.0;-200.0;-200.0;-200.0
-200.0;694.0;20.1;23.7;30.6;0.8854;1945.0;1343.0;?;1542.0;-200.0;-200.0;-200.0
-200.0;766.0;15.4;26.1;26.8;0.8921;1731.0;1243.0;1162.0;1354.0;-200.0;-200.0;?
?;814.0;13.6;?;24.4;0.9138;1682.0;1201.0;1102.0;1175.0;-200.0;-200.0;-200.0
?;893.0;11.1;28.3;23.9;0.906;1585.0;?;1020.0;916.0;-200.0;-200.0;?
-200.0;908.0;12.2;28.0;21.0;0.7814;1562.0;1087.0;1055.0;818.0;-200.0;-200.0;-200.0
-200.0;824.0;17.5;?;16.4;0.7167;1676.0;1165.0;1225.0;1028.0;?;-200.0;-200.0
-200.0;806.0;19.1;31.3;16.2;0.7262;1739.0;1224.0;1270.0;1113.0;-200.0;-200.0;-200.0
-200.0;679.0;27.1;29.4;20.5;0.8262;2025.0;1431.0;1482.0;1431.0;-200.0;-200.0;-200.0
-200.0;661.0;28.3;25.8;24.3;0.794;2038.0;1433.0;1510.0;1503.0;-200.0;-200.0;-200.0
-200.0;587.0;35.0;?;29.5;0.8559;2238.0;1527.0;1664.0;1775.0;-200.0;-200.0;-200.0
-200.0;701.0;22.4;22.0;34.8;0.908;1932.0;1387.0;1361.0;1505.0;-200.0;-200.0;-200.0
-200.0;835.0;13.5;20.2;37.4;0.8748;1659.0;1158.0;1100.0;1211.0;-200.0;-200.0;-200.0
-200.0;982.0;8.2;19.3;38.8;0.8559;1466.0;1009.0;907.0;872.0;-200.0;-200.0;-200.0
-200.0;976.0;7.8;?;43.7;0.8856;1467.0;1026.0;890.0;855.0;-200.0;-200.0;-200.0
-200.0;873.0;10.0;17.2;?;0.9334;?;1119.0;979.0;?;-200.0;-200.0;-200.0
-200.0;?;6.6;?;49.7;?;1467.0;1000.0;839.0;1024.0;?;-200.0;-200.0
-200.0;1155.0;3.4;16.7;?;0.8755;1337.0;866.0;675.0;841.0;-200.0;-200.0;-200.0
-200.0;?;2.8;14.6;53.0;0.8775;1325.0;848.0;642.0;760.0;-200.0;-200.0;-200.0
-200.0;1213.0;2.3;14.1;53.9;0.8633;1314.0;844.0;608.0;?;-200.0;-200.0;-200.0
46.0;1186.0;2.9;14.2;52.2;0.8413;1321.0;852.0;646.0;793.0;0.6;59.0;59.0
56.0;1041.0;4.9;14.3;?;0.9003;1418.0;923.0;757.0;906.0;0.8;?;72.0
452.0;627.0;22.6;14.0;58.0;0.9202;2119.0;1490.0;1368.0;1541.0;4.0;95.0;244.0
880.0;523.0;31.1;15.4;53.3;0.9289;?;1662.0;1576.0;1861.0;5.6;123.0;351.0
759.0;621.0;?;19.1;42.1;0.9233;2030.0;1553.0;1354.0;1895.0;5.0;142.0;358.0
394.0;706.0;18.3;23.7;31.0;0.8968;1887.0;1423.0;1247.0;1684.0;3.2;142.0;245.0
639.0;677.0;22.0;26.9;?;0.8942;1947.0;1458.0;1350.0;1731.0;3.8;169.0;240.0
541.0;728.0;20.1;29.7;20.6;0.8478;1838.0;1349.0;1299.0;1402.0;3.3;142.0;179.0
468.0;757.0;18.9;29.2;21.5;0.8573;1835.0;1326.0;1265.0;1246.0;3.0;?;160.0
483.0;729.0;20.6;29.6;20.1;0.8181;1865.0;1356.0;1312.0;1342.0;?;147.0;174.0
682.0;680.0;25.3;30.0;19.4;0.81;1953.0;1460.0;1438.0;1489.0;4.4;?;260.0
698.0;679.0;25.8;29.5;20.1;0.8136;1985.0;1497.0;1449.0;1532.0;4.6;186.0;281.0
832.0;599.0;30.6;27.0;26.8;0.9403;2228.0;1645.0;1566.0;1909.0;5.2;177.0;284.0
?;?;27.1;24.9;30.8;0.954;2087.0;1557.0;?;1757.0;4.8;164.0;250.0
?;557.0;32.5;23.1;36.7;?;2335.0;1747.0;1608.0;1983.0;5.6;161.0;281.0
692.0;660.0;20.8;21.5;40.8;1.0333;1975.0;1482.0;1319.0;1703.0;4.6;146.0;230.0
145.0;816.0;10.9;20.5;41.5;0.9864;?;1211.0;1010.0;1246.0;1.8;98.0;98.0
208.0;770.0;13.0;19.2;44.9;0.9875;1687.0;1294.0;1083.0;1321.0;2.2;108.0;121.0
204.0;777.0;11.8;18.8;47.7;?;1659.0;1300.0;1043.0;1375.0;2.0;107.0;110.0
240.0;736.0;13.4;18.2;49.7;1.0284;?;1402.0;1098.0;1456.0;2.8;113.0;161.0
251.0;707.0;13.4;16.1;57.4;1.0451;1763.0;1349.0;1097.0;?;2.6;100.0;148.0
173.0;827.0;9.0;16.3;55.3;1.0178;1597.0;1161.0;938.0;1243.0;1.8;87.0;109.0
113.0;916.0;5.8;15.7;53.6;0.9483;1481.0;1022.0;802.0;1078.0;1.1;-200.0;-200.0
55.0;1045.0;3.8;16.9;49.8;0.9514;1430.0;948.0;700.0;939.0;-200.0;60.0;45.0
65.0;1045.0;3.7;14.8;57.7;0.9644;1403.0;?;697.0;937.0;0.7;?;71.0
119.0;931.0;5.7;14.0;59.7;0.9499;1483.0;1021.0;800.0;1019.0;0.9;64.0;75.0
151.0;794.0;10.0;14.6;56.8;0.9385;1639.0;1134.0;979.0;1140.0;1.5;73.0;106.0
305.0;681.0;15.0;?;51.9;0.9788;1838.0;1311.0;1147.0;1351.0;2.5;86.0;166.0
415.0;685.0;15.6;20.0;?;1.039;1874.0;1409.0;1169.0;1459.0;?;105.0;188.0
321.0;787.0;12.3;?;33.7;0.9837;1727.0;1301.0;1059.0;1297.0;2.6;107.0;161.0
358.0;765.0;14.4;26.8;29.5;1.0209;1808.0;1354.0;1130.0;1291.0;2.6;114.0;139.0
350.0;738.0;14.6;27.2;32.4;1.1493;1840.0;1391.0;1136.0;1296.0;2.6;105.0;134.0
238.0;879.0;8.7;26.9;32.1;?;1623.0;1200.0;?;972.0;1.9;74.0;84.0
215.0;798.0;11.0;24.3;41.8;1.2561;1766.0;1338.0;1016.0;1194.0;2.0;95.0;98.0
192.0;884.0;9.0;25.6;?;1.1629;1610.0;1223.0;938.0;880.0;1.7;89.0;91.0
205.0;845.0;10.7;27.0;31.8;1.1176;1691.0;1278.0;1003.0;909.0;1.9;95.0;99.0
165.0;860.0;9.9;27.5;31.6;?;1634.0;?;973.0;839.0;1.8;93.0;90.0
283.0;725.0;15.7;24.9;38.1;1.1838;1899.0;1497.0;1171.0;1248.0;2.8;123.0;147.0
467.0;661.0;19.4;23.4;39.7;1.1276;1970.0;1567.0;1280.0;1476.0;3.5;134.0;177.0
485.0;651.0;16.8;21.2;50.8;1.2631;1863.0;1503.0;1203.0;?;3.4;126.0;162.0
202.0;906.0;6.8;15.6;73.5;1.2953;1584.0;1169.0;850.0;?;2.0;79.0;88.0
64.0;?;3.0;12.9;79.7;1.1774;1404.0;1007.0;650.0;528.0;1.1;54.0;53.0
71.0;1157.0;?;11.5;76.9;1.0436;1365.0;1004.0;?;492.0;1.3;?;68.0
84.0;1181.0;3.1;12.2;66.8;0.9455;1321.0;967.0;661.0;463.0;1.2;67.0;61.0
70.0;1131.0;3.9;12.4;64.1;0.9209;1359.0;984.0;707.0;494.0;1.3;?;71.0
61.0;1161.0;3.6;12.7;58.7;0.8605;1317.0;931.0;689.0;503.0;1.0;73.0;63.0
92.0;1083.0;4.5;12.6;58.6;0.8529;1363.0;966.0;737.0;581.0;1.3;-200.0;-200.0
40.0;1535.0;1.2;12.5;51.2;0.7374;1121.0;777.0;521.0;350.0;?;33.0;23.0
20.0;1783.0;0.7;12.5;50.9;0.7346;1098.0;763.0;471.0;?;0.3;20.0;14.0
31.0;1718.0;1.1;12.8;49.3;0.7285;1148.0;804.0;505.0;329.0;0.5;37.0;34.0
41.0;1496.0;1.4;13.5;48.6;?;1184.0;830.0;535.0;375.0;0.6;50.0;42.0
40.0;1476.0;1.6;14.4;45.9;0.7476;1180.0;833.0;553.0;373.0;0.6;45.0;40.0
35.0;1370.0;2.3;15.1;?;0.7487;1206.0;875.0;603.0;385.0;0.8;48.0;48.0
44.0;1346.0;2.5;16.6;38.6;0.7236;1216.0;882.0;621.0;403.0;?;?;61.0
71.0;1320.0;2.7;17.2;35.0;0.6789;1193.0;862.0;635.0;393.0;0.9;58.0;58.0
66.0;1290.0;2.7;17.4;33.9;0.6683;1185.0;863.0;636.0;388.0;1.0;52.0;57.0
46.0;1389.0;2.2;17.9;30.7;0.6234;1145.0;830.0;596.0;371.0;0.8;52.0;54.0
50.0;1488.0;2.0;18.3;27.2;0.5675;?;807.0;584.0;347.0;0.7;44.0;41.0
51.0;1343.0;3.4;19.4;25.7;0.5738;1181.0;873.0;675.0;396.0;0.9;59.0;57.0
64.0;1274.0;4.5;20.2;24.1;0.563;?;931.0;739.0;474.0;1.3;74.0;83.0
138.0;1228.0;4.7;19.6;24.9;0.5625;1219.0;918.0;?;505.0;1.4;76.0;81.0
137.0;1122.0;?;18.5;?;0.5843;1344.0;1001.0;811.0;625.0;1.5;83.0;98.0
303.0;883.0;11.7;17.8;30.3;0.6129;1550.0;1169.0;1039.0;941.0;2.7;100.0;124.0
204.0;976.0;8.2;16.6;34.0;0.6353;1419.0;1085.0;907.0;893.0;?;101.0;133.0
95.0;?;5.1;15.5;?;0.6447;1310.0;940.0;769.0;731.0;1.4;90.0;100.0
347.0;875.0;13.0;14.8;39.5;0.6595;1654.0;1126.0;1083.0;955.0;2.8;93.0;116.0
252.0;1013.0;7.0;14.5;42.0;0.6896;1379.0;978.0;858.0;761.0;2.1;79.0;102.0
66.0;1192.0;3.9;?;44.9;0.7206;1283.0;893.0;703.0;515.0;?;57.0;55.0
45.0;1361.0;2.2;14.2;45.5;0.7333;1220.0;838.0;601.0;434.0;0.7;43.0;33.0
36.0;1513.0;1.3;14.1;45.3;0.7247;1152.0;803.0;?;369.0;?;25.0;17.0
26.0;1722.0;?;14.0;44.3;0.7038;1115.0;775.0;?;335.0;0.3;-200.0;-200.0
17.0;1826.0;0.6;14.1;43.0;0.689;1091.0;767.0;454.0;319.0;-200.0;17.0;10.0
21.0;1575.0;1.2;13.9;43.9;0.6923;1158.0;809.0;521.0;378.0;0.4;44.0;35.0
60.0;1271.0;3.4;14.0;43.8;0.6959;1307.0;898.0;676.0;517.0;?;72.0;70.0
155.0;982.0;7.5;14.4;43.6;0.7113;1464.0;1053.0;880.0;786.0;1.9;91.0;?
235.0;917.0;8.9;15.0;41.7;0.7093;1490.0;1033.0;934.0;844.0;2.1;89.0;?
?;1080.0;5.3;16.3;38.4;0.7052;1343.0;941.0;780.0;720.0;1.4;84.0;113.0
76.0;1102.0;5.4;18.3;32.3;0.676;1328.0;941.0;782.0;668.0;1.4;83.0;110.0
101.0;?;5.2;18.8;?;0.6821;1311.0;917.0;772.0;605.0;1.3;78.0;98.0
109.0;1038.0;6.6;?;30.9;0.6968;1413.0;977.0;837.0;646.0;?;80.0;96.0
143.0;1018.0;6.9;20.2;30.7;0.7176;1436.0;994.0;851.0;640.0;1.6;75.0;95.0
104.0;1065.0;5.4;?;32.5;?;1365.0;942.0;785.0;571.0;1.3;77.0;86.0
107.0;1060.0;6.0;20.7;31.6;0.7602;1395.0;981.0;810.0;605.0;1.4;77.0;86.0
133.0;1034.0;6.4;20.0;32.7;0.7545;1410.0;984.0;832.0;636.0;1.5;?;91.0
171.0;864.0;10.7;18.6;35.4;0.7535;1625.0;1116.0;1003.0;886.0;2.2;101.0;119.0
405.0;787.0;13.9;18.3;35.9;0.7501;1685.0;1181.0;1114.0;1032.0;3.2;119.0;147.0
334.0;811.0;12.5;17.8;37.5;0.7568;1616.0;1163.0;1068.0;977.0;3.0;111.0;135.0
236.0;907.0;9.3;17.3;38.8;0.7584;1496.0;1081.0;950.0;924.0;2.6;109.0;124.0
99.0;1000.0;6.7;17.3;38.8;0.7596;1441.0;1017.0;842.0;846.0;1.6;101.0;89.0
93.0;1057.0;5.3;16.4;40.8;0.7542;1359.0;966.0;778.0;755.0;1.5;89.0;79.0
?;1158.0;?;16.0;?;0.7487;1318.0;924.0;709.0;?;1.2;75.0;63.0
51.0;1351.0;2.2;15.4;43.0;0.7482;1225.0;861.0;601.0;439.0;0.8;51.0;39.0
41.0;1424.0;1.7;15.7;42.5;0.7539;1197.0;826.0;560.0;402.0;0.7;39.0;25.0
?;1385.0;1.6;15.6;43.4;0.7651;1212.0;846.0;557.0;406.0;0.5;32.0;19.0
41.0;1423.0;1.5;15.2;45.8;0.7864;1224.0;842.0;545.0;424.0;0.5;-200.0;-200.0
41.0;1236.0;?;14.7;49.9;0.828;1302.0;909.0;617.0;558.0;-200.0;49.0;34.0
38.0;1143.0;3.3;15.5;47.3;0.8282;1339.0;930.0;670.0;746.0;0.7;68.0;58.0
111.0;843.0;8.9;14.4;53.1;0.8677;1593.0;1120.0;935.0;1126.0;?;76.0;112.0
584.0;589.0;23.4;15.9;48.5;0.8704;2101.0;1518.0;1389.0;1703.0;4.1;?;?
633.0;630.0;23.8;18.1;40.3;0.8294;2050.0;1461.0;1398.0;1628.0;4.6;129.0;240.0
145.0;938.0;7.9;19.6;35.9;0.81;1487.0;1075.0;896.0;936.0;?;94.0;128.0
155.0;968.0;8.2;22.8;29.1;0.796;1455.0;1061.0;908.0;890.0;1.9;99.0;141.0
128.0;979.0;8.8;24.8;25.3;0.7793;1474.0;1066.0;931.0;757.0;1.7;81.0;118.0
255.0;829.0;14.6;27.2;22.0;?;1651.0;1179.0;1137.0;949.0;2.4;87.0;132.0
411.0;773.0;18.0;28.2;20.4;0.7677;1779.0;1251.0;1238.0;1109.0;?;107.0;150.0
173.0;898.0;12.0;25.4;24.2;0.7733;1560.0;1120.0;1048.0;870.0;2.0;95.0;121.0
277.0;840.0;14.8;25.7;23.8;0.7737;1651.0;1187.0;1142.0;1011.0;2.7;110.0;149.0
259.0;903.0;12.5;27.2;22.1;0.7811;1592.0;1145.0;1066.0;885.0;2.2;99.0;120.0
274.0;817.0;15.5;27.0;22.3;0.786;1689.0;1215.0;1164.0;1015.0;2.9;113.0;155.0
377.0;766.0;17.7;24.5;27.8;0.8433;1798.0;1317.0;1231.0;1155.0;3.4;127.0;172.0
457.0;702.0;21.6;23.7;30.2;?;1955.0;1388.0;1341.0;1315.0;3.9;131.0;?
555.0;716.0;18.9;21.5;34.5;0.8746;1849.0;1295.0;1266.0;1359.0;3.6;137.0;181.0
