InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-6;24.0;-6;66.0;4;24;-24;-6
-15;11.0;4;66.0;9;26;-26;-15
3;10.0;-2;60.0;27;6;-6;3
0;38.0;5;32.0;29;1;-1;0
-12;12.0;1;64.0;24;1;-1;-12
23;85.0;7;-6.0;23;-2;2;23
28;16.0;-2;38.0;25;-8;8;28
22;0.0;1;79.0;15;-13;13;22
4;15.0;2;50.0;13;17;-17;4
-9;21.0;8;23.0;17;-16;16;-9
21;30.0;4;38.0;13;-20;20;21
-9;-379.0;1;-60.0;29;7;-7;-9
22;6.0;4;44.0;31;-2;2;22
13;8.0;4;58.0;30;21;-21;13
-9;23.0;3;21.0;10;-22;22;-9
-4;-20.0;-3;23.0;9;-17;17;-4
-11;-12.0;-2;54.0;9;8;-8;-11
-19;10.0;-2;15.0;11;-21;21;-19
-6;26.0;-2;38.0;11;-9;9;-6
2;39.0;-1;38.0;11;11;-11;2
19;10.0;-1;54.0;13;-25;25;19
-15;-133.0;3;-148.0;26;5;-5;-15
14;52.0;-3;48.0;8;-1;1;14
5;4.0;0;59.0;10;-9;9;5
1;15.0;2;73.0;8;23;-23;1
-3;74.0;3;18.0;18;21;-21;-3
10;-4.0;-1;36.0;26;17;-17;10
-7;2.0;-3;45.0;11;9;-9;-7
14;33.0;2;64.0;16;-12;12;14
2;38.0;3;71.0;16;-8;8;2
-14;-14.0;-5;23.0;22;-14;14;-14
-39;24.0;3;33.0;7;-104;104;-39
-19;13.0;-7;47.0;-6;-12;12;-19
-14;-14.0;1;54.0;6;2;-2;-14
-16;-12.0;0;33.0;2;-6;6;-16
-56;-128.0;0;80.0;7;6;-6;-56
23;44.0;-2;83.0;14;5;-5;23
-3;16.0;-3;-9.0;-1;-17;17;-3
-31;-12.0;-1;48.0;-6;-17;17;-31
-14;66.0;-5;58.0;5;-38;38;-14
-12;77.0;-89;43.0;-25;24;-24;-12
-18;16.0;-2;44.0;-3;-18;18;-18
-3;10.0;0;20.0;21;-21;21;-3
-10;35.0;4;76.0;13;-34;34;-10
9;2.0;-4;30.0;3;18;-18;9
3;46.0;-1;33.0;5;12;-12;3
-6;15.0;5;50.0;9;-34;34;-6
-6;52.0;-6;58.0;-5;8;-8;-6
-4;10.0;-4;66.0;-2;6;-6;-4
-40;41.0;-5;42.0;12;-20;20;-40
5;146.0;-249;-53.0;125;19;-19;5
5;-13.0;3;36.0;38;-15;15;5
32;47.0;468;67.0;409;-37;37;32
13;14.0;-3;79.0;33;-17;17;13
8;-11.0;-4;33.0;30;-23;23;8
-1;42.0;0;51.0;13;15;-15;-1
4;12.0;1;-4.0;18;-9;9;4
5;-703.0;-616;-429.0;305;-161;161;5
16;4.0;10;53.0;32;-31;31;16
-8;13.0;0;60.0;34;17;-17;-8
7;0.0;-3;48.0;33;-14;14;7
8;51.0;-5;46.0;33;-2;2;8
-32;26.0;0;34.0;27;26;-26;-32
19;-394.0;-693;-345.0;-488;-52;52;19
4;17.0;3;48.0;39;12;-12;4
-7;17.0;-3;74.0;35;-22;22;-7
22;379.0;457;265.0;213;-25;25;22
24;54.0;-2;30.0;6;-5;5;24
0;24.0;5;68.0;38;-11;11;0
517;247.0;-22;110.0;38;-236;236;517
2;19.0;1;60.0;35;-4;4;2
16;164.0;164;269.0;143;9;-9;16
-2;67.0;-3;60.0;42;26;-26;-2
28;-217.0;218;244.0;228;8;-8;28
6;-73.0;-7;-245.0;19;5;-5;6
-14;-6.0;1;26.0;34;9;-9;-14
-19;12.0;-1;46.0;32;-11;11;-19
232;-101.0;-32;-384.0;26;-108;108;232
-17;-109.0;-682;-245.0;40;-2;2;-17
10;-34.0;-6;17.0;30;-2;2;10
3;-13.0;-7;31.0;26;1;-1;3
-1;-11.0;-4;23.0;30;-21;21;-1
-5;1.0;-5;22.0;27;-13;13;-5
13;-15.0;3;14.0;33;-13;13;13
29;14.0;-10;14.0;24;11;-11;29
8;33.0;4;59.0;37;12;-12;8
26;40.0;-2;15.0;27;2;-2;26
11;40.0;-2;12.0;29;20;-20;11
41;289.0;-523;183.0;233;17;-17;41
-20;34.0;2;33.0;19;26;-26;-20
8;50.0;-3;47.0;5;6;-6;8
-3;25.0;-3;17.0;0;-13;13;-3
-3;0.0;-1;107.0;21;3;-3;-3
-4;-7.0;-4;39.0;36;-4;4;-4
-11;57.0;-6;57.0;8;-12;12;-11
-16;-87.0;-1;110.0;0;12;-12;-16
-18;-221.0;0;233.0;-1;26;-26;-18
13;22.0;-1;32.0;26;19;-19;13
6;2.0;-3;64.0;12;14;-14;6
-24;22.0;7;34.0;28;-3;3;-24
-25;45.0;2;24.0;10;-7;7;-25
32;-10.0;3;40.0;16;6;-6;32
19;16.0;2;34.0;13;-6;6;19
-17;73.0;-5;-36.0;22;30;-30;-17
1;-1.0;-2;43.0;11;-24;24;1
-14;35.0;-1;-39.0;25;27;-27;-14
-7;48.0;-1;52.0;11;-2;2;-7
-94;407.0;-1;-123.0;36;-61;61;-94
13;-26.0;-4;33.0;11;1;-1;13
24;-13.0;-7;37.0;14;-20;20;24
-2;18.0;-2;165.0;17;-13;13;-2
-43;91.0;0;-5.0;10;4;-4;-43
39;115.0;120;-35.0;-67;-13;13;39
-7;16.0;5;33.0;13;14;-14;-7
-7;-23.0;2;-17.0;15;-11;11;-7
8;10.0;3;73.0;13;12;-12;8
-2;29.0;0;35.0;12;22;-22;-2
-16;21.0;-226;-48.0;36;-15;15;-16
-300;164.0;33;44.0;71;479;-479;-300
13;131.0;-241;10.0;-5;-17;17;13
69;493.0;791;675.0;427;-50;50;69
19;275.0;-1225;-41.0;998;-19;19;19
-22;-118.0;-102;39.0;225;-27;27;-22
-47;26.0;-2;25.0;11;-14;14;-47
1;79.0;-3;135.0;9;-16;16;1
3;32.0;-2;74.0;9;-14;14;3
0;81.0;-1;48.0;12;-19;19;0
14;18.0;-8;36.0;2;-7;7;14
13;-10.0;-5;32.0;7;0;0;13
-8;45.0;2;15.0;11;-17;17;-8
-10;18.0;-2;42.0;8;1;-1;-10
-9;13.0;-5;58.0;5;-9;9;-9
-9;27.0;-10;34.0;1;-4;4;-9
-9;10.0;-7;66.0;6;-5;5;-9
-9;-7.0;-2;44.0;11;-6;6;-9
11;-18.0;4;41.0;10;-16;16;11
-8;24.0;0;49.0;10;-4;4;-8
15;-27.0;-4;66.0;6;2;-2;15
-12;-3.0;-1;69.0;9;-28;28;-12
-13;13.0;-2;48.0;9;-6;6;-13
-16;-12.0;0;76.0;15;-1;1;-16
20;31.0;2;26.0;9;-2;2;20
-19;14.0;-7;59.0;6;-5;5;-19
-31;-2.0;-4;14.0;-6;-9;9;-31
-22;18.0;-2;44.0;12;-6;6;-22
0;25.0;-5;30.0;9;15;-15;0
-7;-8.0;-6;51.0;7;-24;24;-7
24;12.0;-1;46.0;9;-32;32;24
-16;24.0;-2;67.0;20;5;-5;-16
2595;633.0;12;844.0;145;-1607;1607;2595
20;36.0;2;48.0;-5;-12;12;20
64;34.0;-16;44.0;-7;-18;18;64
21;25.0;4;49.0;-2;-23;23;21
-4;24.0;-1;33.0;-3;7;-7;-4
-33;43.0;81;108.0;12;-6;6;-33
18;10.0;-3;7.0;21;-21;21;18
-48;131.0;-680;421.0;-621;-2;2;-48
9;34.0;-1;62.0;-4;-14;14;9
-138;-170.0;132;-10.0;-501;-228;228;-138
-7;9.0;-5;42.0;-10;20;-20;-7
-6;5.0;-9;38.0;-12;8;-8;-6
13;0.0;4;64.0;25;18;-18;13
37;46.0;3;83.0;4;-48;48;37
-13;13.0;-8;26.0;-7;-12;12;-13
-2;17.0;5;42.0;33;7;-7;-2
7;3.0;8;34.0;31;28;-28;7
35;-82.0;-453;3.0;-346;10;-10;35
-23;2.0;6;40.0;27;14;-14;-23
-14;16.0;-3;66.0;21;16;-16;-14
-27;27.0;-1;52.0;-5;1;-1;-27
4;14.0;-2;28.0;-9;15;-15;4
28;4.0;3;34.0;-5;-19;19;28
12;2.0;-1;42.0;-10;11;-11;12
-8;42.0;6;63.0;31;-12;12;-8
2;-61.0;304;-282.0;-199;-7332;7332;2
9;33.0;214;168.0;-362;-3;3;9
8;12.0;1;19.0;-6;15;-15;8
-1;21.0;-1;48.0;-6;-14;14;-1
-10;-8.0;-3;42.0;-9;-14;14;-10
24;18.0;-3;34.0;-9;-25;25;24
27;75.0;-80;151.0;-167;-28;28;27
-137;-46.0;1313;108.0;-491;-496;496;-137
6;24.0;3;46.0;-3;-10;10;6
-10;35.0;-9;17.0;-12;12;-12;-10
18;23.0;-1;64.0;6;-7;7;18
-11;8.0;-6;27.0;6;14;-14;-11
10;18.0;6;28.0;-3;12;-12;10
-6;23.0;0;64.0;-7;8;-8;-6
7;31.0;0;79.0;26;-28;28;7
244;196.0;250;370.0;203;-145;145;244
-10;22.0;-2;59.0;-10;15;-15;-10
-18;4.0;3;38.0;-6;13;-13;-18
-8;35.0;-1;54.0;-2;3;-3;-8
-23;19.0;-1;27.0;21;-18;18;-23
13;24.0;-1;8.0;22;-21;21;13
-8;12.0;-2;40.0;21;-26;26;-8
3;-2.0;-4;53.0;18;-4;4;3
-6;23.0;-3;36.0;4;-4;4;-6
-22;-74.0;430;173.0;-77;-5;5;-22
-1;-2.0;5;33.0;26;19;-19;-1
28;0.0;-1;29.0;21;-4;4;28
-18;25.0;4;53.0;1;16;-16;-18
-8;6.0;1;12.0;3;-24;24;-8
-17;27.0;5;12.0;-10;-21;21;-17
13;2.0;-5;72.0;17;-19;19;13
-13;39.0;-1;80.0;26;-6;6;-13
-3;42.0;5;81.0;13;46;-46;-3
-26;118.0;-315;405.0;-273;-24;24;-26
-23;30.0;1;57.0;21;-28;28;-23
27;41.0;1;54.0;22;-17;17;27
3;-13.0;0;64.0;4;-8;8;3
-32;12.0;0;66.0;21;0;0;-32
-129;168.0;212;236.0;197;-291;291;-129
5;7.0;6;63.0;38;-18;18;5
-2;-226.0;66;-52.0;555;-24;24;-2
387;48.0;-412;244.0;342;-133;133;387
-24;50.0;-3;3.0;22;13;-13;-24
-2;0.0;2;55.0;12;-33;33;-2
14;2.0;3;76.0;27;-15;15;14
34;-136.0;865;-344.0;939;-137;137;34
-3;-12.0;-6;23.0;27;-18;18;-3
35;-67.0;-4;-24.0;16;-24;24;35
10;24.0;-6;54.0;17;3;-3;10
-19;40.0;-97;99.0;29;15;-15;-19
21;29.0;4;64.0;28;-12;12;21
5;28.0;-1;62.0;27;12;-12;5
4;39.0;3;59.0;22;-21;21;4
14;38.0;-2;61.0;15;-15;15;14
-17;14.0;0;39.0;16;0;0;-17
-13;11.0;-2;48.0;16;-15;15;-13
-28;21.0;-2;23.0;18;4;-4;-28
-17;30.0;2;39.0;24;-3;3;-17
20;46.0;4;-51.0;23;-10;10;20
23;9.0;4;36.0;21;-16;16;23
15;11.0;-1;27.0;18;-10;10;15
19;-6.0;-8;12.0;13;-17;17;19
-16;53.0;-50;-201.0;-175;19;-19;-16
3;2.0;-1;19.0;19;-20;20;3
15;-2.0;-148;2.0;3;-8;8;15
15;14.0;-1;43.0;20;-3;3;15
-14;13.0;6;42.0;-3;1;-1;-14
12;23.0;-7;63.0;15;-26;26;12
14;-5.0;4;33.0;24;-14;14;14
32;-18.0;-7;-7.0;16;-23;23;32
25;11.0;-7;27.0;14;7;-7;25
18;24.0;-2;53.0;19;14;-14;18
7;1.0;1;11.0;22;-12;12;7
-2;-50.0;143;-620.0;93;-12;12;-2
-23;183.0;1;187.0;11;18;-18;-23
5;32.0;5;81.0;27;-30;30;5
4;17.0;0;-5.0;27;10;-10;4
-5;26.0;2;58.0;27;5;-5;-5
-20;1.0;11;38.0;33;11;-11;-20
-8;0.0;9;55.0;31;1;-1;-8
29;265.0;470;-299.0;26;-17;17;29
3;4.0;3;27.0;27;-16;16;3
-18;402.0;-27;661.0;19;-1538;1538;-18
31;-5.0;6;20.0;5;-76;76;31
21;5.0;-4;3.0;17;-25;25;21
133;87.0;10;-440.0;50;-653;653;133
12;20.0;0;-9.0;24;-20;20;12
9;5.0;0;36.0;23;-15;15;9
2;8.0;1;47.0;23;12;-12;2
24;8.0;7;-35.0;21;-5;5;24
15;1.0;-4;53.0;22;-3;3;15
-10;25.0;4;86.0;12;19;-19;-10
-29;11.0;-1;44.0;22;-37;37;-29
-47;-8.0;-2;24.0;33;-7;7;-47
15;1.0;2;0.0;23;-7;7;15
0;-3.0;-3;25.0;24;-9;9;0
6;13.0;2;74.0;25;-28;28;6
3;-7.0;3;49.0;26;-7;7;3
10;31.0;5;19.0;26;-13;13;10
-19;14.0;-3;56.0;25;35;-35;-19
1;-1.0;5;27.0;25;-1;1;1
18;18.0;4;69.0;26;-14;14;18
12;-29.0;1;56.0;5;33;-33;12
19;13.0;0;75.0;21;9;-9;19
11;20.0;-1;64.0;23;-38;38;11
20;-72.0;-6;140.0;3;42;-42;20
13;23.0;-2;107.0;24;-19;19;13
17;12.0;0;61.0;24;10;-10;17
-27;14.0;-8;-70.0;5;24;-24;-27
-12;-5.0;-3;-4.0;24;-30;30;-12
-13;97.0;-1;34.0;24;-4;4;-13
-30;0.0;-6;35.0;15;-3;3;-30
23;6.0;3;28.0;30;19;-19;23
1;2.0;1;55.0;-3;-9;9;1
8;-102.0;108;-7.0;-143;9;-9;8
-14;16.0;4;32.0;25;-1;1;-14
-15;-29.0;-3;102.0;7;1;-1;-15
7;14.0;1;41.0;29;8;-8;7
-11;6.0;-4;15.0;20;13;-13;-11
6;21.0;2;65.0;25;3;-3;6
10;14.0;-9;43.0;16;20;-20;10
-25;13.0;7;57.0;24;24;-24;-25
6;18.0;0;24.0;29;-19;19;6
4;18.0;0;42.0;26;19;-19;4
-1;14.0;-6;53.0;17;10;-10;-1
58;354.0;320;-34.0;327;57;-57;58
-13;10.0;0;62.0;25;19;-19;-13
40;-1004.0;1503;-1729.0;-2122;-898;898;40
3;41.0;-8;52.0;20;5;-5;3
14;-2.0;6;181.0;36;-50;50;14
296;63.0;14;158.0;74;-39;39;296
-13;-3.0;6;49.0;32;-28;28;-13
15;0.0;-7;44.0;19;16;-16;15
-14;18.0;-6;33.0;23;-6;6;-14
29;13.0;-4;28.0;25;3;-3;29
-1;-4.0;-2;42.0;25;15;-15;-1
7;35.0;-3;15.0;19;-12;12;7
-36;0.0;-1;40.0;27;-18;18;-36
-5;34.0;-3;-8.0;12;78;-78;-5
-6;29.0;6;307.0;6;-16;16;-6
-21;1.0;-2;70.0;1;34;-34;-21
-334;177.0;48;-351.0;160;45;-45;-334
20;-103.0;7;66.0;8;38;-38;20
-57;-48.0;624;85.0;-394;15;-15;-57
-14;197.0;2;-164.0;25;-17;17;-14
-18;-240.0;1;-1065.0;-5;22;-22;-18
-7;-45.0;0;-12.0;18;42;-42;-7
-245;-563.0;-70;-490.0;110;1260;-1260;-245
-113;111.0;-5;-201.0;50;-116;116;-113
-344;536.0;-2;504.0;18;-108;108;-344
28;233.0;49;-145.0;-66;-11;11;28
-13;33.0;2;63.0;10;23;-23;-13
134;-527.0;-217;-869.0;-61;-1697;1697;134
-622;-111.0;-44;-37.0;14;2190;-2190;-622
-7;-45.0;-3;38.0;15;38;-38;-7
-41;52.0;3;44.0;25;12;-12;-41
-424;-27.0;-66;35.0;-28;-50;50;-424
-125;80.0;6;51.0;9;-61;61;-125
321;-517.0;-5;-905.0;58;1230;-1230;321
-110;-139.0;-12;-117.0;8;-158;158;-110
-359;100.0;-52;-172.0;19;4438;-4438;-359
-93;-663.0;-206;-966.0;-12;-3922;3922;-93
-69;2.0;0;0.0;15;37;-37;-69
-347;303.0;-531;776.0;115;-543;543;-347
-1003;557.0;65;1108.0;12;2267;-2267;-1003
-91;-1174.0;1430;-2526.0;-149;-489;489;-91
4;772.0;-3;2100.0;22;-16;16;4
125;393.0;-162;56.0;141;17;-17;125
-46;45.0;4;60.0;28;64;-64;-46
-41;-61.0;-215;-271.0;-156;13;-13;-41
27;-12.0;-4;96.0;21;-75;75;27
-557;63.0;-2;-446.0;22;-172;172;-557
-1;96.0;2;212.0;6;0;0;-1
539;1004.0;-29;1667.0;65;2722;-2722;539
-4482;483.0;-33;854.0;102;-2985;2985;-4482
-29;13.0;5;121.0;13;9;-9;-29
-1396;-38.0;0;91.0;-23;-413;413;-1396
-70;87.0;8;218.0;-20;-332;332;-70
113;265.0;-77;-111.0;75;-1;1;113
2;54.0;-1;-319.0;12;-5;5;2
-11;-77.0;-2;-30.0;8;19;-19;-11
-1;50.0;2;57.0;9;38;-38;-1
39;-302.0;19;95.0;79;-225;225;39
-27;-53.0;-9;275.0;8;-27;27;-27
232;198.0;-8;171.0;40;210;-210;232
-38;-60.0;7;52.0;1;-19;19;-38
-406;-62.0;-1;97.0;15;59;-59;-406
34;-1205.0;-1847;-1867.0;-974;-586;586;34
-4;-14.0;3;-67.0;15;52;-52;-4
1138;1.0;165;95.0;19;2123;-2123;1138
-136;14.0;-59;160.0;115;45;-45;-136
-211;-46.0;3;-30.0;17;111;-111;-211
7;-12.0;-2;68.0;3;44;-44;7
19;-73.0;0;244.0;20;28;-28;19
1;-895.0;8;-527.0;16;-28;28;1
32;-310.0;5;-474.0;19;5;-5;32
526;-50.0;-6;-153.0;3;144;-144;526
-782;239.0;6;-179.0;34;630;-630;-782
-238;-104.0;0;-445.0;55;707;-707;-238
-59;350.0;-40;293.0;-221;5;-5;-59
185;341.0;2;-24.0;49;307;-307;185
83;266.0;28;81.0;-6;56;-56;83
-22;-374.0;3;1283.0;26;2;-2;-22
-422;220.0;0;-277.0;36;-916;916;-422
-21;228.0;3;961.0;9;2;-2;-21
-762;-297.0;28;-227.0;17;834;-834;-762
-1711;122.0;-48;595.0;280;-3136;3136;-1711
-359;-230.0;-6;-113.0;13;-489;489;-359
-40;-27.0;4;81.0;16;-21;21;-40
44;-148.0;-16;-141.0;28;47;-47;44
-39;288.0;2;326.0;9;-23;23;-39
-664;-60.0;-2;369.0;0;366;-366;-664
16;-69.0;-92;153.0;279;18;-18;16
-2449;101.0;-29;-49.0;75;513;-513;-2449
36;-647.0;161;-1089.0;-6;-45;45;36
3267;870.0;48;513.0;-25;4152;-4152;3267
-1152;-90.0;-107;-204.0;-82;2635;-2635;-1152
269;-187.0;-32;104.0;18;382;-382;269
-42;-1197.0;14;181.0;54;13;-13;-42
5;-33.0;-2;492.0;22;9;-9;5
116;516.0;9;-1114.0;112;-87;87;116
-25;-158.0;-123;89.0;-285;-35;35;-25
0;-271.0;2;117.0;9;-11;11;0
553;106.0;1;-771.0;26;359;-359;553
-34;-11.0;-7;94.0;15;82;-82;-34
855;271.0;73;116.0;129;-67;67;855
-60;61.0;0;135.0;15;-7;7;-60
29;133.0;-2;490.0;17;-6;6;29
-10;-173.0;-5;-35.0;15;39;-39;-10
