InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
400.0;-25.0;-409.0;617.0;-799.0;319.0;-540.0
447.0;-53.0;-196.0;575.0;-531.0;332.0;-336.0
376.0;-51.0;-183.0;569.0;-525.0;234.0;-323.0
161.0;271.0;-229.0;486.0;-492.0;393.0;-505.0
367.0;-48.0;-184.0;569.0;-525.0;227.0;-324.0
448.0;-29.0;-842.0;595.0;-603.0;223.0;-528.0
-82.0;71.0;-84.0;655.0;-829.0;266.0;-559.0
57.0;255.0;-220.0;477.0;-571.0;388.0;-496.0
412.0;-44.0;-183.0;569.0;-523.0;274.0;-326.0
529.0;4.0;329.0;471.0;-170.0;346.0;-342.0
-355.0;-471.0;566.0;399.0;-179.0;-362.0;384.0
550.0;197.0;329.0;352.0;-162.0;376.0;-336.0
-54.0;-399.0;263.0;114.0;188.0;228.0;-369.0
58.0;-328.0;168.0;514.0;-874.0;-46.0;-345.0
-297.0;-61.0;-141.0;478.0;-579.0;17.0;-497.0
-163.0;86.0;-268.0;550.0;-824.0;157.0;-604.0
308.0;183.0;213.0;709.0;-901.0;612.0;-500.0
454.0;-130.0;896.0;1051.0;-696.0;742.0;-251.0
37.0;9.0;-302.0;598.0;-568.0;333.0;-515.0
394.0;-64.0;-1203.0;614.0;-694.0;336.0;-645.0
641.0;225.0;-667.0;643.0;-561.0;274.0;-342.0
627.0;494.0;-575.0;605.0;-241.0;-114.0;-971.0
-36.0;113.0;-304.0;590.0;-801.0;263.0;-625.0
709.0;539.0;-654.0;498.0;-81.0;395.0;-820.0
125.0;354.0;-225.0;461.0;-545.0;450.0;-495.0
-186.0;32.0;253.0;520.0;-803.0;-17.0;-232.0
-99.0;-50.0;264.0;552.0;-810.0;209.0;-271.0
465.0;481.0;-319.0;468.0;-578.0;623.0;-617.0
367.0;-41.0;-391.0;521.0;-276.0;617.0;-326.0
447.0;-33.0;-238.0;611.0;-462.0;380.0;-455.0
124.0;-545.0;1288.0;1056.0;-261.0;108.0;71.0
48.0;289.0;-220.0;538.0;-772.0;336.0;-644.0
556.0;488.0;-587.0;444.0;-565.0;596.0;-633.0
699.0;535.0;126.0;724.0;-788.0;816.0;-811.0
548.0;81.0;-389.0;633.0;-499.0;619.0;-521.0
-607.0;-646.0;887.0;-362.0;50.0;-570.0;557.0
533.0;145.0;528.0;999.0;-817.0;639.0;-518.0
248.0;389.0;80.0;418.0;-533.0;465.0;-365.0
277.0;409.0;-51.0;420.0;-579.0;486.0;-467.0
263.0;389.0;51.0;422.0;-562.0;480.0;-396.0
480.0;437.0;168.0;538.0;-498.0;416.0;-541.0
265.0;396.0;88.0;413.0;-501.0;490.0;-362.0
451.0;545.0;65.0;495.0;-750.0;619.0;-652.0
323.0;448.0;-37.0;459.0;-367.0;622.0;-430.0
-260.0;-110.0;-4.0;408.0;-786.0;-95.0;-150.0
292.0;355.0;-588.0;520.0;-407.0;506.0;-611.0
379.0;489.0;-56.0;401.0;-382.0;598.0;-448.0
-291.0;-641.0;900.0;313.0;92.0;-398.0;503.0
290.0;441.0;225.0;360.0;-377.0;427.0;-270.0
261.0;397.0;81.0;414.0;-522.0;476.0;-368.0
259.0;394.0;87.0;416.0;-512.0;480.0;-364.0
622.0;534.0;-38.0;370.0;-421.0;644.0;-363.0
621.0;-83.0;-131.0;752.0;-583.0;593.0;-499.0
