InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
4;-286.0;304.0;19.0;-176;317.0;556.0
-1;-283.0;269.0;9.0;-176;296.0;581.0
-1;-272.0;271.0;32.0;-176;301.0;566.0
0;-295.0;273.0;35.0;-176;293.0;566.0
-2;-302.0;269.0;43.0;-176;290.0;574.0
-1;-292.0;258.0;27.0;-176;284.0;560.0
2;-307.0;276.0;28.0;-176;285.0;576.0
3;-315.0;271.0;32.0;-176;282.0;581.0
3;-314.0;233.0;39.0;-176;261.0;579.0
1;-264.0;276.0;34.0;-176;270.0;601.0
-3;-266.0;282.0;12.0;-176;285.0;594.0
0;-278.0;271.0;37.0;-176;287.0;618.0
-2;-258.0;265.0;58.0;-176;301.0;601.0
-7;-298.0;309.0;57.0;-176;312.0;602.0
6;-265.0;319.0;58.0;-176;331.0;611.0
-2;-299.0;306.0;47.0;-176;328.0;606.0
4;-279.0;274.0;43.0;-176;317.0;573.0
3;-354.0;277.0;48.0;-176;307.0;604.0
2;-279.0;289.0;70.0;-176;298.0;602.0
-1;-313.0;320.0;37.0;-176;303.0;612.0
2;-270.0;328.0;37.0;-176;327.0;601.0
-1;-319.0;307.0;64.0;-176;323.0;620.0
-2;-301.0;313.0;66.0;-176;321.0;577.0
0;-306.0;297.0;58.0;-176;324.0;626.0
-1;-332.0;301.0;64.0;-176;322.0;599.0
-4;-288.0;304.0;46.0;-176;323.0;646.0
-9;-289.0;303.0;61.0;-176;326.0;630.0
0;-295.0;296.0;64.0;-176;313.0;624.0
6;-333.0;321.0;48.0;-176;321.0;601.0
-3;-262.0;320.0;48.0;-176;325.0;618.0
0;-316.0;287.0;37.0;-176;303.0;594.0
1;-241.0;272.0;62.0;-176;298.0;585.0
-3;-272.0;290.0;60.0;-176;300.0;600.0
-3;-293.0;291.0;61.0;-176;315.0;618.0
6;-322.0;298.0;60.0;-176;311.0;640.0
-3;-313.0;309.0;60.0;-176;334.0;630.0
0;-272.0;310.0;67.0;-176;334.0;599.0
-1;-292.0;310.0;66.0;-176;324.0;591.0
3;-324.0;312.0;60.0;-176;327.0;609.0
-4;-272.0;317.0;48.0;-176;328.0;629.0
-1;-258.0;301.0;56.0;-176;317.0;603.0
5;-322.0;310.0;48.0;-176;308.0;601.0
-1;-324.0;305.0;39.0;-176;312.0;595.0
1;-316.0;258.0;38.0;-176;297.0;590.0
2;-235.0;286.0;28.0;-176;297.0;575.0
3;-293.0;264.0;14.0;-176;291.0;592.0
6;-303.0;270.0;32.0;-176;296.0;580.0
10;-304.0;289.0;35.0;-176;298.0;581.0
-2;-311.0;282.0;30.0;-176;291.0;598.0
-7;-263.0;271.0;41.0;-176;294.0;557.0
-5;-272.0;269.0;39.0;-176;302.0;552.0
-2;-289.0;287.0;38.0;-176;302.0;586.0
-1;-329.0;275.0;23.0;-176;289.0;595.0
4;-313.0;270.0;6.0;-176;282.0;575.0
1;-323.0;262.0;-3.0;-176;254.0;599.0
-3;-254.0;265.0;35.0;-176;281.0;577.0
0;-324.0;264.0;24.0;-176;295.0;580.0
-1;-294.0;278.0;42.0;-176;295.0;592.0
1;-290.0;291.0;39.0;-176;299.0;594.0
1;-290.0;279.0;54.0;-176;305.0;595.0
-1;-285.0;298.0;46.0;-176;312.0;572.0
7;-308.0;275.0;57.0;-176;310.0;562.0
-4;-282.0;289.0;56.0;-176;305.0;571.0
0;-296.0;273.0;47.0;-176;301.0;570.0
2;-324.0;263.0;45.0;-176;289.0;580.0
2;-289.0;269.0;27.0;-176;284.0;559.0
3;-276.0;289.0;27.0;-176;298.0;611.0
4;-270.0;271.0;29.0;-176;302.0;604.0
-4;-304.0;282.0;35.0;-176;301.0;592.0
-7;-290.0;281.0;48.0;-176;302.0;601.0
6;-297.0;295.0;49.0;-176;301.0;597.0
-2;-336.0;295.0;38.0;-176;314.0;590.0
1;-315.0;289.0;37.0;-176;309.0;593.0
-1;-314.0;282.0;35.0;-176;305.0;601.0
0;-272.0;281.0;50.0;-176;303.0;601.0
-5;-295.0;291.0;46.0;-176;297.0;552.0
-5;-318.0;290.0;42.0;-176;304.0;568.0
-6;-329.0;278.0;28.0;-176;300.0;590.0
2;-304.0;271.0;38.0;-176;291.0;560.0
3;-317.0;270.0;28.0;-176;291.0;585.0
-4;-318.0;268.0;26.0;-176;284.0;569.0
-5;-326.0;244.0;41.0;-176;276.0;580.0
-4;-256.0;258.0;31.0;-176;283.0;591.0
11;-293.0;263.0;36.0;-176;295.0;576.0
11;-290.0;252.0;51.0;-176;286.0;543.0
-2;-317.0;271.0;38.0;-176;296.0;587.0
-2;-273.0;281.0;45.0;-176;306.0;586.0
0;-307.0;269.0;48.0;-176;291.0;580.0
-2;-333.0;274.0;23.0;-176;301.0;576.0
-5;-338.0;279.0;-8.0;-176;319.0;568.0
-2;-306.0;262.0;-6.0;-176;249.0;567.0
4;-308.0;237.0;19.0;-176;266.0;557.0
-2;-280.0;271.0;-11.0;-176;300.0;559.0
4;-340.0;294.0;-16.0;-176;315.0;545.0
1;-289.0;261.0;11.0;-176;315.0;599.0
1;-346.0;243.0;-10.0;-176;242.0;614.0
-1;-336.0;262.0;-11.0;-176;245.0;633.0
0;-309.0;264.0;29.0;-176;278.0;624.0
-4;-352.0;298.0;2.0;-176;317.0;592.0
-1;-225.0;297.0;8.0;-176;344.0;623.0
-10;-201.0;281.0;19.0;-176;347.0;609.0
4;-271.0;293.0;23.0;-176;313.0;608.0
-1;-346.0;259.0;16.0;-176;312.0;563.0
-4;-337.0;259.0;9.0;-176;292.0;540.0
-2;-295.0;261.0;-13.0;-176;283.0;579.0
-5;-304.0;281.0;-6.0;-176;312.0;599.0
2;-275.0;250.0;17.0;-176;256.0;553.0
1;-293.0;252.0;27.0;-176;255.0;559.0
0;-280.0;252.0;10.0;-176;256.0;566.0
7;-301.0;249.0;18.0;-176;270.0;599.0
10;-293.0;274.0;45.0;-176;286.0;627.0
2;-337.0;318.0;42.0;-176;317.0;589.0
-4;-293.0;314.0;27.0;-176;329.0;588.0
-2;-323.0;302.0;28.0;-176;316.0;638.0
1;-314.0;300.0;32.0;-176;307.0;592.0
1;-313.0;285.0;54.0;-176;302.0;592.0
0;-308.0;290.0;33.0;-176;305.0;586.0
-3;-339.0;271.0;12.0;-176;301.0;587.0
3;-320.0;275.0;72.0;-176;281.0;584.0
-3;-302.0;250.0;22.0;-176;268.0;588.0
1;-319.0;281.0;72.0;-176;268.0;574.0
1;-288.0;258.0;-28.0;-176;264.0;617.0
-9;-282.0;322.0;48.0;-176;305.0;603.0
-7;-304.0;274.0;66.0;-176;284.0;601.0
1;-255.0;281.0;41.0;-176;301.0;622.0
-7;-298.0;320.0;44.0;-176;322.0;641.0
-2;-349.0;291.0;10.0;-176;324.0;649.0
3;-295.0;292.0;25.0;-176;321.0;607.0
2;-289.0;319.0;15.0;-176;338.0;615.0
0;-266.0;287.0;46.0;-176;325.0;582.0
3;-259.0;285.0;41.0;-176;310.0;572.0
-7;-315.0;300.0;22.0;-176;332.0;538.0
4;-319.0;276.0;28.0;-176;276.0;586.0
-3;-321.0;301.0;20.0;-176;313.0;649.0
1;-295.0;255.0;-1.0;-176;258.0;539.0
-5;-284.0;250.0;43.0;-176;264.0;592.0
2;-274.0;266.0;46.0;-176;292.0;646.0
-1;-333.0;300.0;30.0;-176;311.0;604.0
-2;-294.0;300.0;20.0;-176;320.0;603.0
5;-272.0;280.0;32.0;-176;315.0;580.0
7;-317.0;284.0;39.0;-176;304.0;606.0
5;-291.0;300.0;39.0;-176;312.0;564.0
6;-267.0;286.0;22.0;-176;306.0;519.0
6;-307.0;285.0;19.0;-176;292.0;583.0
5;-308.0;303.0;1.0;-176;289.0;577.0
8;-200.0;274.0;10.0;-176;288.0;566.0
-1;-316.0;265.0;38.0;-176;296.0;599.0
0;-285.0;270.0;51.0;-176;288.0;615.0
7;-285.0;282.0;76.0;-176;289.0;631.0
-1;-287.0;299.0;62.0;-176;278.0;630.0
42;-188.0;427.0;244.0;179;600.0;330.0
94;-414.0;313.0;44.0;-187;131.0;752.0
4;-338.0;242.0;0.0;-176;269.0;550.0
2;-129.0;949.0;185.0;-175;540.0;784.0
-35;-297.0;251.0;47.0;-178;243.0;543.0
72;-182.0;353.0;102.0;178;195.0;761.0
38;-280.0;357.0;-21.0;170;553.0;627.0
-63;-355.0;309.0;-9.0;177;461.0;619.0
28;-269.0;543.0;114.0;175;283.0;858.0
-235;-238.0;367.0;-7.0;171;440.0;702.0
2;-334.0;245.0;-7.0;-176;246.0;550.0
-9;-417.0;313.0;-66.0;-178;221.0;612.0
-13;-396.0;278.0;-68.0;-178;255.0;627.0
0;-353.0;249.0;5.0;-176;240.0;584.0
3;-353.0;244.0;7.0;-176;279.0;543.0
-3;-291.0;242.0;36.0;-176;249.0;554.0
5;-362.0;263.0;-4.0;-177;226.0;590.0
-7;-321.0;241.0;83.0;-178;253.0;592.0
3;-288.0;258.0;-14.0;-177;253.0;534.0
9;-143.0;332.0;202.0;-178;437.0;876.0
-7;-287.0;352.0;229.0;-170;402.0;709.0
-3;77.0;609.0;139.0;-176;699.0;795.0
-57;-232.0;249.0;257.0;-177;305.0;726.0
-1;-261.0;270.0;-86.0;-179;249.0;580.0
-16;-64.0;509.0;160.0;-180;597.0;693.0
-3;-372.0;261.0;10.0;-178;249.0;569.0
2;-341.0;247.0;3.0;-178;228.0;591.0
-4;-339.0;243.0;4.0;-178;246.0;573.0
2;-364.0;279.0;-26.0;-177;239.0;557.0
1;-356.0;252.0;0.0;-178;240.0;595.0
2;-356.0;263.0;9.0;-178;245.0;562.0
3;-393.0;275.0;-51.0;-177;253.0;597.0
-1;-377.0;280.0;-56.0;-177;248.0;567.0
1;-348.0;259.0;8.0;-178;245.0;556.0
0;-339.0;256.0;42.0;-177;240.0;569.0
-10;-158.0;480.0;245.0;-163;609.0;877.0
1;-355.0;300.0;-18.0;-177;200.0;591.0
2;-315.0;252.0;-1.0;-23;158.0;491.0
2;-96.0;937.0;84.0;-176;149.0;907.0
-13;-304.0;421.0;29.0;185;312.0;713.0
-109;-281.0;180.0;181.0;-177;388.0;698.0
174;-316.0;388.0;-65.0;-165;291.0;847.0
-17;-181.0;523.0;54.0;-174;666.0;802.0
-2;-557.0;493.0;-512.0;-176;381.0;872.0
-57;-121.0;536.0;-41.0;-179;773.0;753.0
149;-304.0;455.0;179.0;176;436.0;743.0
-325;-101.0;401.0;-79.0;-176;553.0;698.0
37;6.0;478.0;-135.0;-153;516.0;942.0
-9;-247.0;902.0;-41.0;-168;772.0;911.0
-6;-242.0;291.0;-75.0;-178;300.0;507.0
6;-350.0;271.0;-70.0;-178;249.0;609.0
-44;-307.0;250.0;0.0;-183;248.0;557.0
-2;-49.0;716.0;61.0;-172;291.0;946.0
3;-171.0;501.0;65.0;-174;527.0;865.0
-33;-201.0;424.0;-40.0;-179;131.0;751.0
-12;-410.0;480.0;-154.0;-177;848.0;751.0
-193;-281.0;409.0;4.0;-149;380.0;834.0
-509;-386.0;279.0;-38.0;-178;283.0;597.0
-43;-527.0;308.0;-50.0;-156;283.0;692.0
-20;-202.0;427.0;-159.0;184;234.0;970.0
-52;-654.0;524.0;11.0;-176;17.0;753.0
-857;-296.0;218.0;43.0;-225;270.0;531.0
-115;-358.0;220.0;-35.0;-179;315.0;596.0
-24;-366.0;305.0;112.0;-161;221.0;592.0
-2;-340.0;281.0;-50.0;-177;225.0;556.0
-26;-387.0;591.0;108.0;-179;72.0;318.0
8;-345.0;263.0;-14.0;-177;233.0;540.0
74;-114.0;387.0;-102.0;-160;395.0;735.0
1;-209.0;124.0;154.0;-174;285.0;708.0
-245;47.0;104.0;199.0;-183;705.0;663.0
-56;119.0;420.0;210.0;-175;416.0;330.0
5;-367.0;271.0;136.0;-174;441.0;567.0
483;-325.0;186.0;-95.0;-176;224.0;489.0
-267;-161.0;141.0;180.0;-176;303.0;527.0
-4;-222.0;700.0;278.0;180;613.0;875.0
-214;-424.0;258.0;29.0;-147;164.0;704.0
-95;-191.0;127.0;270.0;-176;204.0;837.0
2;-342.0;240.0;1.0;-176;220.0;551.0
165;-225.0;303.0;72.0;-175;624.0;770.0
0;-376.0;281.0;-37.0;-177;232.0;567.0
8;-269.0;643.0;53.0;178;662.0;825.0
7;-382.0;274.0;-24.0;-177;242.0;551.0
-2;-11.0;454.0;-38.0;174;525.0;755.0
207;-212.0;241.0;181.0;-168;389.0;698.0
-49;-261.0;305.0;-121.0;176;391.0;753.0
-2;-100.0;860.0;289.0;-178;287.0;710.0
6;-516.0;597.0;-288.0;-176;-189.0;763.0
3;-510.0;746.0;-262.0;-176;254.0;776.0
6;-455.0;170.0;-33.0;-168;314.0;639.0
-8;-253.0;345.0;43.0;171;389.0;780.0
2;-343.0;249.0;18.0;-176;244.0;527.0
3;-312.0;240.0;28.0;-176;259.0;520.0
3;-432.0;638.0;-30.0;178;434.0;509.0
-144;-458.0;714.0;55.0;-179;569.0;878.0
-2;-281.0;227.0;-3.0;-176;258.0;530.0
-89;-162.0;439.0;169.0;176;741.0;642.0
2;-203.0;320.0;254.0;184;643.0;713.0
1;-362.0;203.0;0.0;-178;250.0;510.0
-30;-386.0;227.0;69.0;-169;265.0;697.0
-2;-266.0;197.0;42.0;-177;364.0;427.0
-2;-275.0;227.0;-8.0;-176;243.0;570.0
-16;-533.0;236.0;-102.0;-165;164.0;621.0
-80;-285.0;177.0;21.0;-180;239.0;551.0
39;-345.0;243.0;-8.0;174;549.0;515.0
26;-468.0;237.0;107.0;-178;293.0;508.0
1;-622.0;657.0;-260.0;-171;228.0;534.0
10;-412.0;300.0;-111.0;-177;275.0;570.0
-7;-394.0;289.0;-10.0;-178;210.0;581.0
28;-133.0;398.0;-78.0;-175;803.0;729.0
28;-412.0;321.0;-29.0;-161;150.0;543.0
174;-474.0;242.0;-62.0;-166;204.0;698.0
-6;-381.0;292.0;-35.0;-178;218.0;581.0
5;-415.0;353.0;145.0;-151;395.0;776.0
-193;-281.0;165.0;57.0;-177;231.0;447.0
-48;-197.0;344.0;-87.0;-177;549.0;640.0
-99;-329.0;594.0;-159.0;129;505.0;793.0
5;-400.0;269.0;-13.0;-178;254.0;577.0
-4;-438.0;300.0;-75.0;-177;230.0;561.0
-6;-359.0;259.0;-34.0;-178;246.0;539.0
-5;-373.0;255.0;-24.0;-178;224.0;558.0
-30;-88.0;904.0;281.0;-178;533.0;870.0
0;24.0;911.0;122.0;-176;653.0;832.0
62;-252.0;154.0;-4.0;-174;219.0;476.0
3;262.0;414.0;37.0;-173;742.0;661.0
19;-520.0;102.0;-77.0;-174;416.0;531.0
-3;32.0;186.0;6.0;178;492.0;502.0
3;-380.0;157.0;-109.0;-176;277.0;480.0
5;-360.0;208.0;-46.0;-177;246.0;577.0
288;-161.0;235.0;141.0;-181;346.0;573.0
-6;-353.0;244.0;16.0;-178;213.0;581.0
-13;-362.0;328.0;-38.0;-175;70.0;649.0
0;-376.0;260.0;34.0;-177;235.0;577.0
7;-349.0;320.0;-71.0;-182;185.0;607.0
-225;-496.0;334.0;-37.0;-173;256.0;827.0
8;-372.0;351.0;-128.0;-180;249.0;579.0
2;-347.0;287.0;-137.0;-179;285.0;576.0
352;-394.0;221.0;51.0;-147;231.0;668.0
-10;-370.0;235.0;-249.0;-180;396.0;609.0
-1;-347.0;240.0;5.0;-178;216.0;574.0
-3;-362.0;247.0;-3.0;-178;228.0;561.0
-3;-386.0;247.0;2.0;-178;254.0;568.0
0;-372.0;204.0;-8.0;-178;256.0;540.0
-1;-333.0;242.0;-8.0;-178;238.0;557.0
58;-766.0;221.0;-338.0;-176;425.0;482.0
-1;-312.0;243.0;1.0;-178;240.0;541.0
-76;-353.0;288.0;-77.0;-209;227.0;463.0
5;-353.0;246.0;3.0;-178;225.0;580.0
-2;-341.0;251.0;15.0;-178;241.0;534.0
3;67.0;414.0;62.0;-177;466.0;657.0
-2;-336.0;260.0;5.0;-177;215.0;564.0
-2;-375.0;264.0;-24.0;-177;227.0;588.0
-4;-67.0;202.0;116.0;-177;564.0;559.0
0;-383.0;289.0;-12.0;-177;224.0;566.0
-260;-426.0;183.0;-5.0;-168;268.0;552.0
-8;-342.0;248.0;-27.0;-178;253.0;545.0
17;-342.0;174.0;34.0;-166;266.0;640.0
-7;-293.0;238.0;-14.0;-178;250.0;539.0
2;-319.0;234.0;-10.0;-178;238.0;546.0
-1;-391.0;250.0;-17.0;-178;236.0;579.0
-39;-383.0;220.0;-48.0;-179;331.0;473.0
54;-56.0;571.0;168.0;-176;763.0;818.0
0;82.0;226.0;235.0;-177;372.0;552.0
-2;-352.0;300.0;-77.0;-177;226.0;562.0
45;-277.0;283.0;-9.0;-179;195.0;641.0
6;-351.0;238.0;-25.0;-180;219.0;604.0
-36;-215.0;168.0;101.0;-184;285.0;448.0
5;-143.0;180.0;104.0;-177;281.0;507.0
2;-398.0;275.0;-38.0;-177;259.0;558.0
63;-655.0;453.0;-11.0;-165;129.0;1148.0
-58;-237.0;29.0;48.0;-172;414.0;449.0
109;-340.0;233.0;-20.0;-151;-13.0;482.0
-398;-197.0;128.0;77.0;159;274.0;446.0
-60;-457.0;215.0;-24.0;181;450.0;613.0
-22;-335.0;203.0;47.0;-170;27.0;568.0
-129;-455.0;302.0;-53.0;169;272.0;818.0
-4;-490.0;896.0;-55.0;-179;422.0;779.0
-7;-337.0;272.0;-104.0;-176;220.0;529.0
-2000;-350.0;212.0;38.0;-170;334.0;541.0
350;-349.0;338.0;26.0;159;704.0;813.0
-1;-364.0;241.0;-53.0;-179;223.0;542.0
-2;-130.0;747.0;239.0;178;238.0;728.0
-6;-508.0;244.0;-207.0;163;196.0;542.0
-49;-544.0;47.0;-230.0;66;197.0;378.0
262;-348.0;71.0;-76.0;63;212.0;425.0
-7;-271.0;269.0;-32.0;-177;231.0;531.0
10;-237.0;351.0;33.0;-164;257.0;835.0
0;-333.0;253.0;-20.0;-177;211.0;557.0
-239;-451.0;889.0;250.0;-173;357.0;810.0
-26;-253.0;327.0;44.0;-180;264.0;472.0
92;-516.0;309.0;-95.0;198;324.0;668.0
-116;-394.0;268.0;-62.0;-205;246.0;480.0
-3;71.0;184.0;-10.0;-174;465.0;604.0
45;-345.0;360.0;-101.0;-158;317.0;794.0
-5;-393.0;262.0;-120.0;-178;208.0;562.0
0;-316.0;247.0;-60.0;-177;251.0;550.0
71;289.0;695.0;265.0;-177;-30.0;852.0
-85;-433.0;440.0;-189.0;134;403.0;541.0
3;-318.0;275.0;-88.0;-178;233.0;557.0
170;-386.0;232.0;-10.0;144;311.0;543.0
11;-283.0;388.0;123.0;180;475.0;648.0
883;-364.0;208.0;42.0;-175;232.0;589.0
-31;-273.0;669.0;-16.0;-167;908.0;677.0
6;-22.0;796.0;166.0;174;794.0;936.0
109;-179.0;626.0;-23.0;178;-71.0;677.0
17;-205.0;407.0;120.0;176;259.0;610.0
3;-310.0;242.0;-69.0;-177;213.0;539.0
0;-262.0;412.0;188.0;180;314.0;790.0
-9;-109.0;506.0;38.0;-174;544.0;835.0
-11;-150.0;601.0;117.0;-157;586.0;993.0
2;254.0;250.0;-8.0;-174;373.0;915.0
-22;-430.0;365.0;-143.0;-172;239.0;854.0
-11;-279.0;323.0;-195.0;-178;298.0;486.0
-6;-332.0;686.0;194.0;-177;542.0;899.0
-1;-225.0;267.0;1.0;-178;259.0;509.0
5;-165.0;912.0;209.0;-176;857.0;906.0
-2;-306.0;251.0;-4.0;-178;206.0;562.0
-271;-236.0;204.0;152.0;-171;241.0;427.0
-27;-180.0;18.0;16.0;-176;489.0;460.0
36;-240.0;9.0;34.0;-154;328.0;600.0
43;-429.0;252.0;138.0;-168;178.0;733.0
-28;-565.0;84.0;-278.0;-179;121.0;448.0
-227;-141.0;94.0;107.0;-166;495.0;499.0
-670;73.0;415.0;302.0;-174;428.0;693.0
154;-443.0;279.0;46.0;-154;267.0;806.0
-8;-170.0;76.0;98.0;-173;128.0;457.0
-7;-620.0;468.0;-570.0;-171;304.0;782.0
-360;-89.0;413.0;60.0;171;511.0;747.0
0;-411.0;264.0;-58.0;-178;248.0;577.0
11;0.0;891.0;260.0;-171;580.0;1008.0
13;-630.0;-65.0;-23.0;-173;625.0;663.0
0;89.0;561.0;88.0;179;707.0;804.0
1;45.0;994.0;160.0;-171;723.0;881.0
2;144.0;472.0;221.0;178;522.0;710.0
-119;-323.0;135.0;-38.0;137;79.0;499.0
-1;-232.0;853.0;74.0;-176;525.0;825.0
-63;-186.0;373.0;130.0;-182;997.0;513.0
9;-295.0;300.0;121.0;-172;488.0;503.0
10;-896.0;492.0;-419.0;-167;254.0;470.0
141;-302.0;147.0;50.0;-177;176.0;482.0
3;-345.0;243.0;-8.0;-177;211.0;557.0
98;-369.0;277.0;74.0;-178;483.0;625.0
-32;-382.0;239.0;-62.0;-173;149.0;628.0
-3;-400.0;263.0;-23.0;-177;224.0;561.0
-17;-265.0;408.0;-76.0;186;442.0;740.0
5;-309.0;239.0;-9.0;-178;209.0;544.0
1493;-362.0;272.0;13.0;-168;210.0;506.0
-147;375.0;717.0;360.0;-178;824.0;671.0
17;-309.0;269.0;-84.0;-218;230.0;486.0
57;-371.0;206.0;-53.0;-146;167.0;609.0
-4;-161.0;195.0;-11.0;-174;385.0;627.0
1;-350.0;196.0;-14.0;-178;214.0;537.0
29;-316.0;371.0;-132.0;-180;207.0;523.0
58;-224.0;314.0;131.0;-180;200.0;674.0
-4;-316.0;94.0;149.0;-174;235.0;604.0
7;-244.0;215.0;-110.0;177;300.0;598.0
1;-451.0;831.0;7.0;-176;409.0;1039.0
-2;-697.0;863.0;-91.0;-176;213.0;728.0
8;-574.0;416.0;-127.0;-176;198.0;741.0
-1;-368.0;223.0;-126.0;-177;195.0;544.0
-53;-270.0;141.0;-179.0;-150;225.0;420.0
-161;-146.0;31.0;27.0;189;415.0;415.0
5;-242.0;203.0;-18.0;-175;215.0;450.0
651;139.0;810.0;217.0;-178;679.0;1016.0
4;-369.0;252.0;-9.0;-180;216.0;561.0
-82;-304.0;281.0;219.0;-160;223.0;760.0
19;-86.0;356.0;-46.0;-176;557.0;750.0
-66;-410.0;192.0;8.0;-177;169.0;612.0
-1;-80.0;375.0;126.0;177;529.0;684.0
39;131.0;331.0;217.0;-183;594.0;754.0
-34;-308.0;168.0;-34.0;-178;186.0;530.0
439;-223.0;134.0;85.0;161;246.0;511.0
31;-430.0;130.0;-107.0;-166;208.0;566.0
13;-339.0;85.0;-79.0;179;170.0;489.0
-5;-128.0;124.0;116.0;-174;381.0;555.0
-128;-177.0;79.0;75.0;-178;234.0;380.0
6;-358.0;175.0;-131.0;-179;3.0;500.0
48;-223.0;245.0;-3.0;-154;169.0;667.0
-89;-446.0;196.0;-148.0;-160;197.0;633.0
0;-782.0;253.0;-187.0;-176;-282.0;142.0
33;-368.0;194.0;-22.0;181;339.0;539.0
2;-377.0;237.0;-2.0;-178;230.0;537.0
1;-311.0;229.0;-105.0;-177;194.0;533.0
-120;-342.0;112.0;-74.0;-158;137.0;578.0
-20;-329.0;218.0;7.0;-176;211.0;562.0
-10;-97.0;174.0;262.0;175;432.0;581.0
252;-348.0;182.0;57.0;-177;224.0;481.0
-28;-775.0;695.0;-189.0;-177;-54.0;549.0
-161;-441.0;251.0;63.0;-177;190.0;365.0
-1;18.0;668.0;49.0;-176;818.0;927.0
0;-366.0;95.0;-82.0;-180;238.0;470.0
-67;-269.0;232.0;-89.0;-164;222.0;616.0
-3;-328.0;249.0;-143.0;-178;219.0;592.0
-49;-249.0;152.0;97.0;174;250.0;508.0
-1;-430.0;252.0;-58.0;168;220.0;523.0
2741;-243.0;157.0;74.0;-128;240.0;545.0
-71;-433.0;214.0;-20.0;-177;124.0;732.0
-2;-362.0;237.0;7.0;-178;181.0;549.0
-532;-176.0;777.0;264.0;-174;719.0;845.0
0;-373.0;218.0;-263.0;146;590.0;571.0
-4;-728.0;483.0;-238.0;-176;20.0;405.0
-1;-392.0;230.0;23.0;-178;221.0;578.0
77;-531.0;147.0;-131.0;-159;198.0;670.0
9;-347.0;246.0;-13.0;-179;103.0;491.0
129;3.0;384.0;268.0;-178;441.0;748.0
-2;-361.0;197.0;-35.0;-177;211.0;612.0
-45;-530.0;444.0;2.0;177;435.0;845.0
868;-367.0;155.0;-17.0;163;341.0;483.0
-115;289.0;452.0;329.0;146;671.0;678.0
-21;-286.0;473.0;228.0;-178;398.0;982.0
-105;-417.0;221.0;-73.0;-176;171.0;558.0
-367;-438.0;196.0;-82.0;134;254.0;589.0
307;-195.0;60.0;103.0;-173;270.0;470.0
26;-520.0;722.0;-170.0;162;445.0;856.0
-78;-443.0;332.0;-165.0;-165;205.0;820.0
132;-327.0;228.0;37.0;-179;200.0;562.0
19;-427.0;419.0;-121.0;177;779.0;651.0
5;-383.0;255.0;-13.0;-148;208.0;737.0
32;-422.0;232.0;-22.0;-153;170.0;672.0
-186;-346.0;232.0;-202.0;-175;-268.0;802.0
-7;-529.0;757.0;-97.0;-170;768.0;837.0
-2;-310.0;65.0;66.0;-174;526.0;781.0
-9;-86.0;138.0;130.0;-174;328.0;497.0
7;-144.0;34.0;101.0;-179;326.0;411.0
0;-621.0;502.0;-486.0;-176;459.0;805.0
-464;-204.0;67.0;76.0;-175;253.0;439.0
-32;-282.0;150.0;-33.0;-144;143.0;468.0
-134;-379.0;433.0;-80.0;179;309.0;754.0
33;-215.0;-55.0;-143.0;-177;514.0;416.0
-1;-390.0;245.0;-88.0;-179;187.0;513.0
-325;-318.0;82.0;-126.0;-175;271.0;438.0
0;341.0;711.0;223.0;-177;798.0;846.0
-1;-206.0;372.0;46.0;177;485.0;805.0
141;-255.0;136.0;82.0;169;340.0;423.0
-2;-403.0;99.0;-132.0;-180;166.0;479.0
118;-451.0;190.0;58.0;43;281.0;753.0
