InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1
-171.0;-90.0;40.0;?;-576.0;520.0;-658.0;-332.0;-208.0;-766.0;-136.0
-165.0;-77.0;32.0;75.0;-575.0;521.0;-656.0;-346.0;-209.0;-772.0;-152.0
-159.0;-63.0;25.0;74.0;-575.0;519.0;-654.0;-358.0;-208.0;-777.0;-175.0
-156.0;-45.0;20.0;66.0;-577.0;520.0;-655.0;-369.0;-204.0;-780.0;-198.0
-152.0;?;16.0;?;-580.0;522.0;-657.0;-379.0;-195.0;-784.0;-217.0
-149.0;-1.0;11.0;43.0;-580.0;523.0;?;-386.0;-188.0;-789.0;-236.0
-149.0;17.0;8.0;32.0;-575.0;525.0;-659.0;-394.0;-184.0;-795.0;-254.0
-152.0;32.0;7.0;26.0;-567.0;527.0;-658.0;-410.0;-185.0;-802.0;-273.0
-156.0;44.0;9.0;23.0;-554.0;529.0;-659.0;-434.0;-197.0;-809.0;-291.0
-163.0;52.0;?;21.0;-540.0;529.0;-661.0;-460.0;-216.0;?;-305.0
-170.0;57.0;29.0;15.0;-526.0;527.0;-662.0;?;-235.0;-816.0;-313.0
-175.0;60.0;42.0;3.0;-513.0;523.0;-663.0;-487.0;-242.0;-820.0;-319.0
-178.0;?;54.0;-16.0;-501.0;517.0;-662.0;-483.0;-234.0;-828.0;-323.0
-182.0;65.0;62.0;-39.0;-490.0;513.0;-656.0;-474.0;-215.0;-836.0;-327.0
-186.0;64.0;69.0;-62.0;-480.0;510.0;-646.0;-466.0;-194.0;-843.0;-329.0
-192.0;51.0;80.0;-90.0;-470.0;508.0;-633.0;-459.0;-184.0;-848.0;-326.0
-204.0;28.0;?;?;-464.0;506.0;-622.0;-451.0;-185.0;-848.0;-315.0
-215.0;3.0;119.0;-150.0;-463.0;501.0;-616.0;-445.0;-196.0;-845.0;-292.0
-218.0;-16.0;133.0;-176.0;-469.0;494.0;-609.0;-440.0;-217.0;-837.0;-269.0
-219.0;-29.0;135.0;-195.0;-476.0;487.0;-603.0;-444.0;-236.0;-827.0;-253.0
-219.0;-38.0;126.0;-211.0;-483.0;478.0;-597.0;-449.0;-249.0;-819.0;-245.0
-223.0;?;113.0;?;-491.0;469.0;-593.0;-450.0;-256.0;?;-237.0
-227.0;-61.0;105.0;-244.0;-500.0;460.0;-590.0;-448.0;-261.0;?;-222.0
-231.0;-71.0;100.0;-260.0;-508.0;453.0;-587.0;-445.0;-267.0;-798.0;-200.0
-234.0;-83.0;96.0;?;?;448.0;-584.0;-444.0;-276.0;-793.0;-180.0
-236.0;-94.0;92.0;-280.0;-519.0;444.0;-582.0;-444.0;-285.0;-789.0;-163.0
-239.0;-104.0;89.0;-288.0;-524.0;440.0;-579.0;-444.0;-292.0;-786.0;-150.0
-243.0;-115.0;88.0;-294.0;-529.0;436.0;-577.0;-443.0;-299.0;-782.0;-139.0
-247.0;-124.0;88.0;-300.0;-534.0;433.0;-574.0;-441.0;-311.0;-775.0;-130.0
-250.0;-132.0;90.0;-305.0;-540.0;431.0;-573.0;-440.0;-320.0;-769.0;-124.0
-251.0;?;92.0;-309.0;-545.0;428.0;-572.0;?;-331.0;-762.0;-121.0
-252.0;-141.0;93.0;-311.0;-550.0;427.0;-571.0;-439.0;?;-755.0;-122.0
-252.0;-142.0;95.0;?;-554.0;425.0;?;-438.0;-348.0;-749.0;-125.0
-251.0;-140.0;95.0;?;-559.0;425.0;-569.0;-436.0;-360.0;-742.0;-130.0
-250.0;-138.0;96.0;-317.0;-564.0;424.0;-568.0;-436.0;-372.0;-733.0;-136.0
-249.0;-136.0;97.0;-315.0;?;423.0;-567.0;-437.0;-390.0;-722.0;-142.0
-249.0;-134.0;100.0;-314.0;-568.0;421.0;-567.0;-439.0;?;-710.0;?
-248.0;-133.0;103.0;-309.0;-587.0;420.0;-567.0;-439.0;-430.0;-686.0;-157.0
-246.0;-131.0;107.0;-304.0;-609.0;418.0;?;-435.0;-437.0;-662.0;-165.0
-245.0;-129.0;110.0;-298.0;-631.0;415.0;-570.0;-429.0;-444.0;-636.0;-172.0
-243.0;-128.0;113.0;-290.0;-651.0;411.0;-573.0;-426.0;-453.0;-610.0;-179.0
-241.0;-128.0;116.0;-283.0;-668.0;405.0;-575.0;-423.0;-464.0;-581.0;-183.0
-239.0;-129.0;119.0;-277.0;-689.0;400.0;?;-418.0;-470.0;-551.0;-185.0
-237.0;-132.0;122.0;-274.0;-710.0;394.0;-577.0;-413.0;-475.0;-518.0;-184.0
-237.0;-138.0;124.0;?;-730.0;388.0;-576.0;-408.0;-477.0;-485.0;-182.0
-239.0;-145.0;129.0;-271.0;-750.0;382.0;-574.0;-402.0;-478.0;-450.0;-176.0
-241.0;-154.0;134.0;-271.0;-768.0;375.0;-572.0;-397.0;-474.0;-420.0;-168.0
-245.0;-164.0;139.0;-273.0;-782.0;368.0;-566.0;?;-473.0;-388.0;-157.0
-250.0;-177.0;146.0;?;-796.0;360.0;-561.0;-381.0;-470.0;-353.0;-144.0
-257.0;-194.0;?;-282.0;-809.0;351.0;-553.0;-370.0;-461.0;-319.0;-129.0
-267.0;-212.0;167.0;-291.0;-821.0;342.0;?;-353.0;-449.0;?;-111.0
-278.0;-233.0;182.0;-300.0;-832.0;331.0;-529.0;-331.0;-429.0;-250.0;-92.0
-293.0;-256.0;199.0;-311.0;-839.0;319.0;-514.0;-300.0;-410.0;-219.0;-70.0
-308.0;-280.0;219.0;-322.0;-845.0;306.0;?;-268.0;-385.0;-185.0;-45.0
-324.0;-304.0;240.0;-337.0;-847.0;292.0;-478.0;-226.0;-362.0;-157.0;-19.0
?;-329.0;261.0;-347.0;?;276.0;-458.0;-188.0;-338.0;-125.0;8.0
-357.0;-355.0;281.0;-358.0;-838.0;258.0;-438.0;-148.0;-312.0;-101.0;38.0
-374.0;-382.0;300.0;-368.0;-832.0;239.0;-417.0;-105.0;-287.0;?;68.0
-390.0;-408.0;319.0;-379.0;?;220.0;-396.0;-62.0;-261.0;-64.0;?
-405.0;-433.0;336.0;-387.0;-823.0;200.0;-375.0;-22.0;-234.0;-53.0;131.0
-541.0;-823.0;664.0;-657.0;-753.0;-343.0;189.0;609.0;474.0;112.0;649.0
-542.0;-822.0;667.0;-658.0;-755.0;-343.0;188.0;612.0;474.0;114.0;643.0
-543.0;-821.0;669.0;?;-755.0;-343.0;187.0;614.0;473.0;110.0;638.0
-544.0;-820.0;670.0;-653.0;-755.0;?;186.0;614.0;469.0;103.0;636.0
-546.0;-818.0;670.0;-654.0;-757.0;-341.0;185.0;610.0;465.0;101.0;637.0
-547.0;-817.0;667.0;?;-762.0;-340.0;183.0;608.0;460.0;102.0;640.0
-549.0;-816.0;?;-657.0;-767.0;-338.0;182.0;606.0;?;?;644.0
-551.0;?;659.0;-659.0;-773.0;-335.0;181.0;603.0;452.0;102.0;650.0
-552.0;-814.0;655.0;-662.0;-780.0;-333.0;180.0;598.0;448.0;109.0;656.0
-554.0;?;650.0;-663.0;-790.0;-331.0;?;593.0;441.0;120.0;?
-556.0;-812.0;646.0;-663.0;-801.0;-329.0;180.0;587.0;432.0;133.0;668.0
-558.0;-812.0;643.0;-665.0;-811.0;-327.0;181.0;582.0;420.0;148.0;673.0
-560.0;-811.0;641.0;-665.0;-822.0;-325.0;183.0;576.0;400.0;167.0;678.0
-562.0;-810.0;640.0;-667.0;-833.0;-322.0;183.0;563.0;373.0;191.0;682.0
-564.0;-809.0;639.0;-675.0;-842.0;-319.0;183.0;545.0;345.0;217.0;684.0
-565.0;-807.0;639.0;-685.0;-851.0;-315.0;182.0;530.0;314.0;241.0;684.0
-567.0;-805.0;639.0;-695.0;-858.0;-310.0;180.0;517.0;285.0;262.0;683.0
-571.0;-802.0;639.0;-705.0;-863.0;-306.0;179.0;503.0;260.0;279.0;681.0
-574.0;-799.0;642.0;-713.0;-866.0;-302.0;?;490.0;241.0;291.0;677.0
-577.0;-797.0;646.0;-720.0;-870.0;-301.0;178.0;480.0;227.0;301.0;672.0
-580.0;-794.0;651.0;-729.0;-875.0;?;179.0;473.0;222.0;307.0;666.0
-583.0;-792.0;658.0;-736.0;-881.0;-299.0;180.0;471.0;219.0;311.0;658.0
-586.0;-789.0;664.0;-740.0;-886.0;-300.0;?;471.0;220.0;311.0;651.0
-588.0;-787.0;670.0;-742.0;-888.0;-301.0;182.0;471.0;223.0;309.0;644.0
-590.0;-786.0;674.0;-741.0;-889.0;-302.0;184.0;473.0;225.0;304.0;638.0
-591.0;-785.0;677.0;-738.0;-887.0;-304.0;186.0;473.0;228.0;297.0;634.0
-592.0;-785.0;680.0;-735.0;-885.0;-305.0;?;474.0;231.0;294.0;631.0
-591.0;-785.0;680.0;-732.0;-886.0;-305.0;189.0;476.0;231.0;292.0;630.0
-591.0;-785.0;680.0;-730.0;-886.0;-304.0;189.0;479.0;232.0;287.0;631.0
-591.0;-786.0;677.0;-726.0;-885.0;-305.0;190.0;480.0;233.0;282.0;634.0
-590.0;-786.0;673.0;-724.0;-885.0;-305.0;190.0;481.0;234.0;281.0;639.0
603.0;765.0;-707.0;749.0;847.0;226.0;-155.0;-513.0;-341.0;-403.0;-574.0
602.0;765.0;-718.0;749.0;?;233.0;-158.0;-510.0;-336.0;-396.0;-556.0
596.0;768.0;-729.0;751.0;855.0;240.0;-161.0;-506.0;-331.0;-392.0;-537.0
591.0;772.0;-738.0;752.0;858.0;247.0;-166.0;-502.0;-326.0;-390.0;-522.0
586.0;775.0;-742.0;753.0;860.0;256.0;-173.0;-498.0;-322.0;-388.0;-511.0
580.0;781.0;-743.0;754.0;861.0;265.0;-182.0;-496.0;-320.0;-386.0;-509.0
573.0;787.0;-739.0;754.0;861.0;276.0;-193.0;-496.0;-321.0;-385.0;?
566.0;794.0;-730.0;754.0;860.0;289.0;-204.0;-499.0;-324.0;-386.0;-532.0
556.0;804.0;-718.0;754.0;858.0;305.0;-214.0;-506.0;-330.0;-387.0;-556.0
545.0;816.0;-703.0;750.0;854.0;320.0;-224.0;-515.0;-338.0;-388.0;-585.0
533.0;829.0;-688.0;747.0;849.0;336.0;-232.0;-526.0;-348.0;-391.0;-620.0
521.0;842.0;-672.0;743.0;845.0;347.0;-239.0;-538.0;?;-392.0;-656.0
508.0;854.0;-654.0;738.0;839.0;356.0;-245.0;-549.0;-367.0;-396.0;-691.0
495.0;864.0;-632.0;733.0;834.0;363.0;-250.0;-559.0;-373.0;-403.0;-724.0
481.0;874.0;-607.0;728.0;828.0;368.0;-253.0;-569.0;-378.0;-409.0;-753.0
468.0;882.0;-582.0;722.0;823.0;372.0;-257.0;-578.0;-384.0;-415.0;-776.0
456.0;889.0;-563.0;717.0;818.0;?;-260.0;-585.0;-390.0;-418.0;-793.0
445.0;895.0;-551.0;713.0;813.0;378.0;-265.0;-591.0;-398.0;-421.0;-806.0
435.0;900.0;-545.0;711.0;807.0;382.0;-270.0;-596.0;-408.0;-424.0;-814.0
427.0;904.0;-545.0;710.0;801.0;388.0;-276.0;-601.0;-419.0;-426.0;-817.0
422.0;906.0;-550.0;710.0;793.0;?;-281.0;-607.0;-429.0;-431.0;-817.0
420.0;?;-559.0;710.0;?;402.0;-286.0;-614.0;-441.0;-434.0;-814.0
?;906.0;-569.0;708.0;778.0;407.0;-291.0;-623.0;-444.0;-444.0;-807.0
419.0;906.0;-581.0;706.0;771.0;410.0;-295.0;-627.0;-443.0;-457.0;-797.0
421.0;?;-593.0;704.0;766.0;410.0;-299.0;-630.0;-446.0;-462.0;-785.0
425.0;903.0;?;700.0;762.0;409.0;-302.0;-635.0;-448.0;-468.0;-772.0
467.0;653.0;-594.0;701.0;401.0;632.0;-677.0;-610.0;-351.0;-756.0;-680.0
472.0;651.0;-599.0;705.0;397.0;627.0;-681.0;-604.0;-351.0;-758.0;-674.0
477.0;647.0;-605.0;707.0;396.0;623.0;-685.0;-600.0;-350.0;-758.0;-667.0
483.0;644.0;-610.0;706.0;398.0;619.0;-690.0;-599.0;-347.0;-756.0;-660.0
488.0;642.0;-613.0;705.0;402.0;615.0;-696.0;?;-344.0;-753.0;-656.0
491.0;640.0;-615.0;703.0;406.0;613.0;-701.0;-597.0;-343.0;?;-651.0
491.0;638.0;-615.0;701.0;406.0;613.0;-706.0;-594.0;-340.0;-745.0;-646.0
489.0;636.0;-613.0;698.0;403.0;613.0;-710.0;-591.0;-336.0;?;-641.0
485.0;635.0;-610.0;696.0;398.0;?;?;-587.0;-331.0;-745.0;-636.0
?;635.0;-605.0;692.0;394.0;614.0;-718.0;-584.0;-326.0;-745.0;-634.0
?;635.0;-599.0;688.0;390.0;616.0;-720.0;-583.0;-323.0;-745.0;-636.0
190.0;409.0;-316.0;438.0;367.0;?;-810.0;-598.0;-498.0;-744.0;?
172.0;395.0;-300.0;434.0;?;561.0;-814.0;-612.0;-539.0;-705.0;-582.0
155.0;379.0;-284.0;428.0;406.0;552.0;-818.0;-615.0;-564.0;-683.0;-574.0
137.0;359.0;-268.0;421.0;398.0;543.0;-821.0;-609.0;-577.0;-676.0;-561.0
121.0;?;-252.0;414.0;398.0;534.0;-825.0;-605.0;-586.0;-664.0;-545.0
129.0;298.0;-270.0;413.0;207.0;622.0;-766.0;-501.0;-429.0;-794.0;-470.0
135.0;304.0;-277.0;412.0;205.0;?;-769.0;-500.0;-426.0;-796.0;-473.0
143.0;?;-286.0;?;205.0;619.0;-771.0;?;-425.0;-797.0;-477.0
149.0;314.0;-294.0;413.0;203.0;619.0;-772.0;-500.0;-424.0;-798.0;-482.0
153.0;317.0;-301.0;417.0;201.0;619.0;-772.0;-499.0;-425.0;-797.0;-486.0
155.0;318.0;-303.0;424.0;197.0;620.0;-773.0;-496.0;-432.0;-795.0;-488.0
154.0;319.0;-303.0;432.0;191.0;621.0;-772.0;-497.0;-439.0;-793.0;-489.0
153.0;319.0;-302.0;438.0;189.0;621.0;-773.0;-496.0;-449.0;-789.0;-489.0
153.0;321.0;-302.0;444.0;194.0;620.0;-773.0;-498.0;-459.0;-782.0;-489.0
154.0;323.0;-303.0;450.0;199.0;619.0;-774.0;-493.0;-464.0;-778.0;-490.0
152.0;?;-303.0;459.0;199.0;617.0;-775.0;-486.0;-469.0;-776.0;-489.0
?;321.0;-303.0;468.0;200.0;615.0;-776.0;-483.0;-475.0;-773.0;-488.0
153.0;321.0;-305.0;476.0;205.0;614.0;-778.0;-482.0;-490.0;-764.0;-487.0
139.0;358.0;-305.0;351.0;26.0;557.0;-805.0;-526.0;-433.0;-809.0;-520.0
142.0;360.0;-307.0;?;24.0;558.0;-805.0;-528.0;-433.0;-809.0;-521.0
144.0;362.0;-309.0;345.0;23.0;559.0;-805.0;-529.0;-431.0;-809.0;-522.0
147.0;364.0;-310.0;341.0;22.0;561.0;-804.0;-527.0;-427.0;-810.0;-524.0
150.0;367.0;-312.0;339.0;14.0;563.0;-803.0;-525.0;-417.0;-813.0;-527.0
153.0;370.0;-314.0;340.0;2.0;?;-802.0;-522.0;-400.0;-820.0;-530.0
155.0;372.0;?;341.0;-13.0;567.0;-801.0;-518.0;-379.0;-828.0;-532.0
157.0;374.0;-317.0;342.0;-27.0;569.0;?;-512.0;-357.0;-834.0;-533.0
159.0;376.0;-318.0;?;-33.0;572.0;-799.0;-505.0;-340.0;-838.0;-535.0
161.0;377.0;-319.0;349.0;-32.0;575.0;-797.0;-498.0;-328.0;-837.0;-536.0
163.0;377.0;-321.0;354.0;-27.0;578.0;-796.0;-492.0;-319.0;-834.0;-536.0
165.0;378.0;-323.0;359.0;-20.0;581.0;-794.0;-486.0;-307.0;-832.0;-536.0
-67.0;?;?;223.0;-160.0;505.0;-701.0;-268.0;17.0;?;-304.0
-69.0;53.0;-68.0;203.0;-184.0;496.0;-702.0;-256.0;11.0;-821.0;-295.0
-62.0;58.0;-67.0;184.0;-215.0;484.0;-705.0;-244.0;1.0;-814.0;-299.0
-62.0;53.0;-67.0;165.0;-250.0;479.0;-699.0;-237.0;-9.0;-805.0;-302.0
-77.0;31.0;-52.0;139.0;-286.0;479.0;-691.0;-232.0;-13.0;-794.0;-286.0
-104.0;-4.0;-19.0;104.0;-322.0;477.0;?;?;-7.0;-784.0;-254.0
-132.0;?;22.0;67.0;-357.0;473.0;-676.0;-214.0;5.0;-775.0;-214.0
-149.0;-57.0;?;33.0;-386.0;470.0;-670.0;-207.0;18.0;-768.0;-177.0
-155.0;-70.0;69.0;7.0;-408.0;466.0;-666.0;-201.0;25.0;-761.0;-151.0
-159.0;-85.0;70.0;-10.0;-427.0;462.0;-662.0;-195.0;23.0;-753.0;-137.0
-162.0;-101.0;63.0;-25.0;-447.0;458.0;-659.0;-186.0;21.0;-743.0;-122.0
-165.0;?;58.0;-37.0;-467.0;456.0;-656.0;-173.0;17.0;-732.0;-102.0
-166.0;-139.0;55.0;-46.0;-485.0;456.0;?;-159.0;19.0;-721.0;-80.0
-170.0;-162.0;54.0;-51.0;-500.0;456.0;-655.0;-148.0;25.0;-712.0;-60.0
?;-182.0;54.0;-51.0;-513.0;458.0;-654.0;-143.0;35.0;-705.0;-43.0
-178.0;-197.0;55.0;-48.0;-520.0;460.0;-654.0;-142.0;51.0;-700.0;-27.0
-179.0;-205.0;52.0;-46.0;-519.0;463.0;-652.0;-139.0;72.0;-700.0;-16.0
-180.0;-210.0;44.0;-43.0;-511.0;464.0;-649.0;-134.0;97.0;-702.0;-12.0
-181.0;?;36.0;-37.0;-496.0;?;-645.0;-127.0;125.0;-707.0;-12.0
?;-214.0;32.0;-30.0;-478.0;471.0;-640.0;-116.0;154.0;?;-14.0
-188.0;-213.0;34.0;-25.0;-459.0;477.0;-633.0;-104.0;185.0;?;-14.0
-188.0;-206.0;37.0;-16.0;-442.0;479.0;-624.0;-94.0;209.0;-717.0;-25.0
-187.0;-190.0;36.0;-4.0;?;476.0;-616.0;-85.0;216.0;-720.0;-49.0
-183.0;-163.0;33.0;?;-424.0;475.0;-612.0;-79.0;214.0;-724.0;-82.0
-179.0;-129.0;30.0;-4.0;-430.0;474.0;-612.0;-69.0;214.0;-722.0;-118.0
-176.0;-89.0;27.0;-6.0;-439.0;472.0;-613.0;-67.0;212.0;-721.0;-156.0
-177.0;-55.0;26.0;0.0;-441.0;470.0;-611.0;-77.0;?;-724.0;-193.0
-182.0;-24.0;32.0;10.0;-440.0;466.0;-610.0;-94.0;?;-729.0;-228.0
-192.0;1.0;46.0;12.0;-441.0;?;?;-106.0;157.0;-734.0;-258.0
-204.0;19.0;64.0;6.0;-452.0;459.0;-613.0;-111.0;143.0;-734.0;-284.0
-215.0;33.0;86.0;?;-467.0;455.0;-617.0;-115.0;132.0;-731.0;-306.0
-224.0;42.0;108.0;-8.0;-483.0;453.0;?;?;120.0;-727.0;-322.0
-228.0;?;129.0;-12.0;-498.0;448.0;-620.0;-129.0;105.0;-721.0;-332.0
-232.0;47.0;148.0;-19.0;-512.0;442.0;-621.0;-133.0;90.0;-714.0;-338.0
-236.0;38.0;163.0;-27.0;-526.0;436.0;-620.0;?;77.0;-708.0;?
-241.0;25.0;174.0;-35.0;-542.0;431.0;-618.0;-137.0;66.0;-702.0;-324.0
-246.0;8.0;183.0;-44.0;-555.0;423.0;-617.0;-140.0;54.0;-698.0;-306.0
-250.0;-15.0;189.0;-52.0;-566.0;413.0;-615.0;-144.0;39.0;-692.0;?
-253.0;-42.0;191.0;-60.0;-573.0;403.0;-616.0;-147.0;25.0;-687.0;-245.0
-257.0;-72.0;188.0;-70.0;-579.0;389.0;-618.0;-147.0;17.0;?;-195.0
-251.0;-93.0;175.0;-83.0;-583.0;370.0;-623.0;-139.0;?;-675.0;-135.0
-235.0;?;146.0;-93.0;-589.0;356.0;-632.0;-128.0;12.0;-670.0;-92.0
-218.0;-120.0;?;-102.0;-592.0;343.0;-639.0;-117.0;5.0;-666.0;-78.0
?;-132.0;49.0;-110.0;-595.0;331.0;-641.0;-104.0;-1.0;-666.0;-83.0
-200.0;-150.0;20.0;-112.0;-598.0;316.0;?;-96.0;-6.0;-667.0;-78.0
-196.0;-170.0;19.0;-110.0;-594.0;?;-642.0;-88.0;-12.0;-675.0;-59.0
?;-190.0;32.0;-104.0;-583.0;288.0;?;-86.0;-22.0;-681.0;-38.0
-199.0;-208.0;51.0;-98.0;-570.0;275.0;-643.0;-85.0;-27.0;-687.0;-23.0
-201.0;-222.0;69.0;-95.0;-557.0;262.0;-643.0;-79.0;-29.0;-697.0;-17.0
-202.0;-230.0;85.0;-94.0;-544.0;252.0;-643.0;-73.0;-25.0;-708.0;?
-204.0;-233.0;94.0;-89.0;-526.0;243.0;-642.0;-68.0;-28.0;-722.0;-19.0
-202.0;-234.0;99.0;-81.0;-510.0;237.0;-641.0;-71.0;-31.0;-735.0;-25.0
-197.0;-234.0;101.0;-73.0;-494.0;231.0;-640.0;-78.0;-34.0;?;-36.0
-192.0;-234.0;104.0;-71.0;-479.0;228.0;-639.0;-74.0;-23.0;-752.0;-48.0
-187.0;-237.0;111.0;-69.0;-459.0;?;-639.0;-63.0;-10.0;-766.0;-58.0
-183.0;-238.0;125.0;-64.0;-443.0;230.0;?;-61.0;1.0;-777.0;-62.0
-181.0;?;140.0;-58.0;-430.0;235.0;-641.0;-62.0;15.0;-787.0;-62.0
-176.0;-229.0;148.0;-50.0;-411.0;241.0;-643.0;-69.0;19.0;-799.0;-70.0
-168.0;-218.0;145.0;-37.0;-384.0;?;-645.0;-82.0;7.0;?;-86.0
-161.0;-206.0;136.0;-24.0;-356.0;252.0;-647.0;-99.0;-8.0;-829.0;-103.0
-154.0;-197.0;128.0;-15.0;-328.0;257.0;-649.0;?;-22.0;-843.0;-115.0
-149.0;-189.0;122.0;-9.0;-303.0;261.0;-652.0;-130.0;-28.0;-855.0;-125.0
-144.0;-183.0;116.0;-2.0;-280.0;264.0;-656.0;-145.0;-29.0;-866.0;-135.0
-137.0;-175.0;107.0;2.0;-262.0;269.0;-659.0;-154.0;-27.0;-875.0;-145.0
-128.0;-171.0;98.0;6.0;-249.0;?;-664.0;-155.0;-25.0;-880.0;-158.0
-124.0;-169.0;92.0;9.0;-252.0;271.0;-668.0;-148.0;-11.0;-875.0;-170.0
-123.0;-166.0;87.0;15.0;-240.0;274.0;-671.0;-136.0;-17.0;-874.0;-178.0
-123.0;-160.0;84.0;23.0;-234.0;279.0;-676.0;-131.0;-21.0;-872.0;-182.0
-121.0;-151.0;79.0;35.0;-222.0;285.0;-683.0;-134.0;-37.0;-872.0;-185.0
-116.0;?;69.0;51.0;-216.0;292.0;?;-142.0;-53.0;-871.0;-192.0
-108.0;-119.0;53.0;60.0;-215.0;301.0;-699.0;-147.0;-65.0;-869.0;-206.0
-97.0;-97.0;35.0;62.0;-216.0;313.0;-705.0;-147.0;-73.0;-865.0;-225.0
-88.0;?;20.0;61.0;-224.0;327.0;-711.0;-148.0;-76.0;-860.0;-246.0
-81.0;-55.0;9.0;57.0;-236.0;341.0;-715.0;-148.0;-73.0;-855.0;-265.0
39.0;232.0;-129.0;210.0;-174.0;?;-786.0;-236.0;-64.0;-841.0;?
29.0;234.0;-122.0;224.0;-143.0;476.0;-790.0;-242.0;-68.0;-845.0;-465.0
18.0;238.0;-112.0;233.0;-120.0;472.0;-793.0;-246.0;-66.0;-845.0;-466.0
6.0;241.0;-104.0;238.0;-104.0;468.0;-796.0;-246.0;?;-843.0;-470.0
-4.0;246.0;-96.0;241.0;?;464.0;-799.0;-244.0;-50.0;-840.0;?
-13.0;250.0;-92.0;243.0;-89.0;460.0;-801.0;-240.0;-42.0;-836.0;-477.0
-19.0;254.0;-92.0;245.0;-87.0;457.0;-804.0;-235.0;-37.0;-832.0;-480.0
-21.0;256.0;-95.0;246.0;-85.0;454.0;-806.0;-233.0;-34.0;-828.0;-483.0
-21.0;256.0;-101.0;247.0;?;451.0;-808.0;-230.0;-34.0;-825.0;-488.0
-21.0;255.0;-109.0;247.0;-87.0;449.0;-809.0;-229.0;-36.0;-823.0;-491.0
-19.0;253.0;-116.0;246.0;-92.0;449.0;-809.0;-228.0;-39.0;-821.0;-494.0
-19.0;251.0;-121.0;244.0;-98.0;448.0;-809.0;?;-44.0;-819.0;-495.0
-22.0;?;-123.0;240.0;-108.0;448.0;-808.0;-227.0;-47.0;-818.0;-496.0
-25.0;243.0;-120.0;235.0;-119.0;447.0;-806.0;-226.0;-50.0;-818.0;-496.0
-29.0;241.0;-118.0;230.0;-133.0;446.0;-805.0;-224.0;-53.0;-819.0;-494.0
-30.0;238.0;-117.0;226.0;-150.0;446.0;-803.0;-222.0;-57.0;-820.0;-500.0
-32.0;234.0;-116.0;222.0;-168.0;445.0;?;-222.0;-62.0;-822.0;-510.0
?;225.0;-107.0;217.0;-188.0;443.0;-797.0;-224.0;-68.0;-823.0;-515.0
-46.0;214.0;-93.0;207.0;-210.0;440.0;-796.0;-226.0;-71.0;-821.0;-510.0
-52.0;?;-83.0;194.0;-235.0;435.0;-795.0;-225.0;-70.0;-819.0;-510.0
-52.0;193.0;-78.0;176.0;-262.0;426.0;-795.0;-221.0;-67.0;-815.0;-509.0
-47.0;184.0;-75.0;159.0;-288.0;415.0;-798.0;-217.0;-62.0;-812.0;-508.0
-39.0;174.0;-74.0;140.0;-310.0;400.0;-802.0;-213.0;-60.0;-807.0;-514.0
-30.0;161.0;-75.0;127.0;-330.0;379.0;-809.0;?;-59.0;-802.0;-517.0
-20.0;143.0;-72.0;116.0;-346.0;355.0;-815.0;-210.0;-62.0;-797.0;-517.0
-12.0;120.0;-66.0;107.0;-359.0;326.0;-820.0;-209.0;-65.0;-792.0;-517.0
-6.0;97.0;?;97.0;-370.0;?;-824.0;-206.0;?;-786.0;-518.0
-4.0;73.0;-48.0;86.0;-379.0;250.0;-826.0;-198.0;-69.0;-782.0;-519.0
-4.0;49.0;-38.0;72.0;-388.0;?;-827.0;-186.0;-68.0;-779.0;?
-3.0;26.0;-26.0;55.0;-394.0;164.0;-829.0;-172.0;-65.0;-777.0;-515.0
2.0;6.0;-16.0;39.0;-399.0;124.0;-828.0;-162.0;-60.0;-775.0;-510.0
?;-11.0;-9.0;26.0;-402.0;87.0;-826.0;-153.0;-58.0;-775.0;-508.0
?;-26.0;-6.0;17.0;-404.0;?;-823.0;-144.0;-64.0;-773.0;-506.0
16.0;-40.0;-3.0;10.0;-409.0;24.0;-820.0;-134.0;-70.0;-770.0;-502.0
?;?;-2.0;4.0;-418.0;-3.0;-816.0;-128.0;-71.0;-766.0;-499.0
27.0;-65.0;-3.0;-3.0;-429.0;-26.0;-812.0;-119.0;-65.0;-763.0;-500.0
?;-75.0;-1.0;-8.0;-436.0;-47.0;-808.0;-114.0;-60.0;-760.0;-499.0
34.0;-83.0;0.0;-13.0;-441.0;-66.0;-805.0;-111.0;-58.0;-759.0;-498.0
37.0;-88.0;-1.0;-18.0;-446.0;-83.0;?;-108.0;-57.0;-755.0;-498.0
40.0;-91.0;-4.0;-22.0;-456.0;-95.0;-801.0;-103.0;-53.0;-750.0;-497.0
44.0;?;-8.0;-26.0;-467.0;-107.0;-800.0;-98.0;-50.0;-747.0;-496.0
48.0;-96.0;-12.0;-25.0;-467.0;-116.0;-801.0;-97.0;?;-747.0;-495.0
?;-98.0;-16.0;-22.0;-462.0;-125.0;?;-102.0;-59.0;-747.0;-495.0
57.0;-99.0;-21.0;-21.0;-467.0;-132.0;-804.0;-101.0;-57.0;-744.0;-496.0
