InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
257.0;-21;4;-23;3.0;226.0;313.0;302;-23;-21;295.0;-33.0
322.0;-66;-4;-51;-177.0;268.0;476.0;315;-51;-66;165.0;-84.0
300.0;16;11;-14;-256.0;29.0;122.0;274;-14;16;90.0;77.0
-106.0;11;5;27;-12.0;-6.0;-30.0;270;27;11;-4.0;4.0
-59.0;17;2;35;3.0;-46.0;-23.0;274;35;17;-10.0;16.0
10.0;346;-64;-39;-688.0;319.0;446.0;584;-39;346;458.0;-350.0
107.0;-7;-57;14;-100.0;250.0;151.0;259;14;-7;219.0;27.0
-34.0;4;0;6;-23.0;16.0;16.0;305;6;4;75.0;21.0
-101.0;-8;-5;-8;9.0;7.0;-73.0;312;-8;-8;17.0;-5.0
-82.0;-4;0;-27;21.0;20.0;-20.0;306;-27;-4;71.0;-3.0
19.0;13;3;17;38.0;-42.0;-2.0;307;17;13;48.0;-28.0
-39.0;-1;-9;9;79.0;19.0;-18.0;309;9;-1;45.0;21.0
-35.0;32;6;1;92.0;2.0;8.0;309;1;32;-33.0;-18.0
-30.0;10;3;10;64.0;-36.0;2.0;306;10;10;33.0;2.0
-164.0;-38;-6;49;72.0;-34.0;-117.0;298;49;-38;-41.0;79.0
-14.0;-3;-3;2;93.0;-39.0;23.0;304;2;-3;0.0;27.0
-117.0;21;0;22;40.0;-43.0;-39.0;309;22;21;12.0;42.0
-387.0;-27;5;14;7.0;-158.0;-233.0;279;14;-27;-520.0;233.0
-161.0;-27;-3;-2;72.0;-39.0;-90.0;302;-2;-27;19.0;25.0
-149.0;6;-1;-24;26.0;-103.0;-73.0;302;-24;6;-58.0;38.0
-93.0;-13;3;-14;21.0;-9.0;-38.0;261;-14;-13;-18.0;7.0
-100.0;34;5;-6;27.0;-64.0;-66.0;309;-6;34;-47.0;12.0
-91.0;12;0;20;-20.0;12.0;-16.0;306;20;12;37.0;-41.0
-69.0;6;-2;-26;26.0;-36.0;-34.0;272;-26;6;3.0;-23.0
-112.0;-16;-5;21;54.0;-48.0;-58.0;305;21;-16;-45.0;-1.0
-61.0;-8;-3;10;10.0;13.0;-26.0;305;10;-8;15.0;-48.0
-128.0;4;2;1;-33.0;51.0;-69.0;217;1;4;22.0;22.0
-105.0;-51;17;61;17.0;166.0;-8.0;435;61;-51;-47.0;83.0
-203.0;85;261;-160;144.0;717.0;45.0;318;-160;85;567.0;32.0
-183.0;8;4;-17;36.0;30.0;-40.0;215;-17;8;19.0;25.0
-137.0;-9;2;18;52.0;8.0;-6.0;213;18;-9;-4.0;49.0
-74.0;6;-2;-26;38.0;-23.0;-42.0;273;-26;6;34.0;3.0
-145.0;-29;-2;-8;-26.0;-16.0;-30.0;217;-8;-29;-47.0;72.0
-72.0;-16;-4;-25;-30.0;-4.0;-13.0;265;-25;-16;-16.0;44.0
-21.0;-13;4;5;99.0;-66.0;-79.0;216;5;-13;55.0;-94.0
-39.0;-39;0;-26;68.0;-21.0;-34.0;268;-26;-39;52.0;30.0
-21.0;-9;0;-38;76.0;-25.0;23.0;268;-38;-9;26.0;0.0
-84.0;-36;-1;-21;23.0;-23.0;-72.0;214;-21;-36;10.0;-9.0
-62.0;-16;-2;-25;-49.0;8.0;19.0;263;-25;-16;0.0;35.0
-277.0;4;11;-6;137.0;258.0;-129.0;227;-6;4;233.0;-209.0
-37.0;-13;-1;-22;3.0;11.0;21.0;265;-22;-13;-2.0;-9.0
-45.0;0;-1;-33;-20.0;3.0;-5.0;267;-33;0;-51.0;-10.0
-72.0;-13;3;12;-24.0;11.0;-14.0;269;12;-13;-43.0;11.0
-17.0;-1198;-318;-1094;-294.0;184.0;85.0;49;-1094;-1198;43.0;281.0
-63.0;-16;3;-26;-44.0;-26.0;-3.0;258;-26;-16;-42.0;29.0
-64.0;-16;0;-24;-34.0;-22.0;-28.0;262;-24;-16;-93.0;37.0
-91.0;-19;2;-33;24.0;-34.0;-36.0;261;-33;-19;-85.0;12.0
225.0;-223;2;8;175.0;180.0;207.0;259;8;-223;-31.0;17.0
582.0;-224;-60;-168;59.0;-96.0;324.0;166;-168;-224;71.0;-81.0
-10.0;6;-1;17;-5.0;-31.0;-10.0;308;17;6;27.0;21.0
-111.0;11;0;-15;109.0;-53.0;-240.0;286;-15;11;-109.0;40.0
-63.0;-4;-1;-3;51.0;9.0;-44.0;272;-3;-4;9.0;9.0
-59.0;4;1;-6;49.0;8.0;-23.0;270;-6;4;0.0;-5.0
-122.0;-11;1;9;130.0;-85.0;-73.0;304;9;-11;-50.0;9.0
-268.0;44;191;-10;352.0;-867.0;-272.0;576;-10;44;-316.0;-321.0
-77.0;5;2;28;-32.0;56.0;202.0;218;28;5;-38.0;0.0
-205.0;-88;-90;48;-120.0;-505.0;-281.0;394;48;-88;-83.0;-55.0
-61.0;-26;-91;-8;-174.0;-461.0;-93.0;395;-8;-26;-107.0;-118.0
-440.0;4;-26;-54;-55.0;-481.0;-542.0;251;-54;4;-417.0;16.0
47.0;556;300;-542;861.0;68.0;-162.0;379;-542;556;23.0;322.0
-545.0;-10;4;-14;-89.0;-13.0;-305.0;215;-14;-10;60.0;-17.0
-405.0;-4;-3;6;-346.0;210.0;99.0;208;6;-4;-217.0;37.0
-135.0;13;-3;-2;43.0;-117.0;-128.0;307;-2;13;-113.0;8.0
-158.0;31;-3;-21;74.0;-52.0;-127.0;306;-21;31;-47.0;29.0
-91.0;-19;-2;-29;24.0;-7.0;-258.0;214;-29;-19;24.0;0.0
662.0;-23;-3;-23;158.0;182.0;948.0;233;-23;-23;-118.0;-64.0
-203.0;-17;5;-27;62.0;-123.0;-225.0;297;-27;-17;-12.0;1.0
-131.0;5;1;-20;-27.0;-69.0;-77.0;306;-20;5;-44.0;77.0
-948.0;2176;31;1919;1776.0;-1396.0;-958.0;212;1919;2176;-1711.0;227.0
-170.0;4;-1;-1;162.0;-54.0;-127.0;278;-1;4;-158.0;36.0
121.0;-1;0;-3;191.0;-10.0;89.0;221;-3;-1;-134.0;17.0
-302.0;24;-6;-17;228.0;-113.0;-199.0;303;-17;24;-101.0;-74.0
-97.0;-15;-1;-1;96.0;-26.0;-53.0;305;-1;-15;-55.0;21.0
-103.0;9;1;14;98.0;-21.0;-46.0;309;14;9;-69.0;55.0
-65.0;-31;14;27;58.0;-103.0;-40.0;381;27;-31;-279.0;126.0
-86.0;-11;-4;7;90.0;-20.0;-57.0;308;7;-11;-39.0;21.0
-165.0;-17;3;26;36.0;-60.0;-125.0;309;26;-17;-4.0;-1.0
-144.0;19;-1;-8;-1.0;-12.0;-93.0;307;-8;19;61.0;-16.0
-59.0;5;8;16;1.0;-15.0;-41.0;308;16;5;99.0;-2.0
-40.0;22;0;-20;5.0;-11.0;-31.0;307;-20;22;101.0;13.0
-61.0;-14;-3;26;-27.0;18.0;-92.0;307;26;-14;94.0;-13.0
-77.0;-34;-2;23;40.0;-80.0;-73.0;311;23;-34;31.0;-13.0
-60.0;16;3;7;-4.0;-12.0;-58.0;308;7;16;29.0;8.0
-132.0;4;4;-9;23.0;-33.0;-134.0;306;-9;4;28.0;-47.0
60.0;3;-2;-7;124.0;4.0;71.0;279;-7;3;-25.0;8.0
201.0;16;-1;6;87.0;-217.0;-157.0;265;6;16;-214.0;161.0
-51.0;4;0;4;-9.0;-29.0;-66.0;212;4;4;-47.0;8.0
-130.0;14;-2;4;-95.0;5.0;-99.0;217;4;14;-47.0;0.0
136.0;14;4;-10;155.0;84.0;108.0;308;-10;14;95.0;-38.0
-51.0;15;1;-11;-11.0;-16.0;-9.0;307;-11;15;15.0;-19.0
-62.0;-17;-2;29;-25.0;-39.0;-63.0;306;29;-17;12.0;-32.0
-81.0;0;-2;3;0.0;8.0;-39.0;306;3;0;37.0;23.0
-57.0;6;4;-19;-18.0;-40.0;-74.0;307;-19;6;4.0;-17.0
-110.0;12;-1;-20;49.0;-21.0;-69.0;307;-20;12;-41.0;15.0
-113.0;23;0;-24;27.0;-37.0;-93.0;311;-24;23;-28.0;15.0
-95.0;14;4;11;10.0;-48.0;-52.0;306;11;14;-28.0;33.0
-237.0;12;0;-7;68.0;-202.0;-253.0;341;-7;12;-160.0;25.0
-316.0;52;30;-33;141.0;-97.0;-259.0;435;-33;52;18.0;-14.0
5.0;-19;-3;-13;89.0;-11.0;20.0;312;-13;-19;34.0;-1.0
-32.0;19;-2;-2;-70.0;22.0;37.0;309;-2;19;90.0;-13.0
111.0;294;271;-503;-778.0;323.0;498.0;275;-503;294;292.0;-444.0
-102.0;45;6;-45;-138.0;-12.0;-172.0;223;-45;45;-282.0;120.0
6.0;4;-3;-2;-47.0;-43.0;-96.0;215;-2;4;-88.0;-11.0
-109.0;-21;-1;5;-91.0;-26.0;-38.0;211;5;-21;-44.0;28.0
-61.0;-16;1;-3;-27.0;-8.0;6.0;215;-3;-16;29.0;17.0
27.0;-26;3;13;51.0;-21.0;75.0;314;13;-26;-39.0;13.0
-205.0;-14;-278;-17;125.0;-249.0;115.0;325;-17;-14;-515.0;40.0
-96.0;-19;1;-12;23.0;-83.0;14.0;308;-12;-19;-102.0;17.0
-142.0;7;-1;16;15.0;-76.0;-32.0;309;16;7;-97.0;5.0
-172.0;-3;-5;-1;-26.0;-86.0;-93.0;304;-1;-3;-95.0;47.0
-170.0;-10;6;19;6.0;-36.0;-123.0;307;19;-10;-24.0;21.0
-95.0;-12;1;6;29.0;-49.0;-68.0;317;6;-12;-59.0;8.0
-62.0;-13;2;10;16.0;-31.0;-24.0;308;10;-13;-3.0;-11.0
-51.0;28;5;-14;71.0;-13.0;10.0;307;-14;28;-5.0;6.0
-3.0;-16;0;5;111.0;93.0;67.0;281;5;-16;-14.0;30.0
272.0;-48;10;101;-67.0;-6.0;437.0;284;101;-48;-208.0;-29.0
-29.0;20;3;10;8.0;25.0;10.0;304;10;20;-37.0;-75.0
-25.0;-22;2;1;-25.0;-36.0;-17.0;213;1;-22;65.0;19.0
-47.0;-3;2;2;38.0;5.0;-18.0;312;2;-3;81.0;-8.0
-44.0;36;1;-15;-7.0;-12.0;-61.0;308;-15;36;52.0;-21.0
-50.0;-19;-2;19;-1.0;-37.0;-52.0;306;19;-19;40.0;3.0
-67.0;-9;3;10;28.0;-29.0;-58.0;310;10;-9;-30.0;-15.0
-77.0;-17;-1;1;20.0;-21.0;-24.0;317;1;-17;-10.0;-15.0
-35.0;-7;-7;3;52.0;-10.0;-10.0;308;3;-7;12.0;-26.0
-92.0;3;-3;17;32.0;-31.0;-23.0;304;17;3;3.0;-25.0
-104.0;-13;-2;0;21.0;-67.0;-91.0;310;0;-13;-3.0;-17.0
-78.0;3;2;19;69.0;-26.0;-45.0;308;19;3;-27.0;-41.0
-40.0;15;-2;8;2.0;-17.0;-3.0;310;8;15;62.0;21.0
-21.0;-6;3;-1;-28.0;3.0;-35.0;310;-1;-6;9.0;-37.0
622.0;20;22;26;-1024.0;492.0;637.0;258;26;20;412.0;-177.0
-107.0;-9;-4;16;2.0;-23.0;-24.0;308;16;-9;10.0;-7.0
-77.0;-47;2;40;-25.0;33.0;-5.0;299;40;-47;34.0;-11.0
12.0;21;-3;-6;15.0;41.0;65.0;313;-6;21;56.0;9.0
-7.0;4;10;-26;16.0;99.0;109.0;275;-26;4;75.0;-58.0
-22.0;12;0;22;-12.0;14.0;-4.0;316;22;12;25.0;4.0
-100.0;-16;-3;7;-11.0;17.0;-43.0;309;7;-16;72.0;-11.0
-78.0;43;-2;9;-12.0;10.0;-35.0;310;9;43;14.0;26.0
-77.0;-19;3;-13;8.0;11.0;-54.0;308;-13;-19;-16.0;-2.0
-62.0;8;-4;-7;24.0;3.0;-48.0;309;-7;8;7.0;4.0
-47.0;15;-5;-18;55.0;-9.0;-22.0;311;-18;15;18.0;-37.0
-29.0;11;-5;-19;21.0;9.0;-22.0;306;-19;11;31.0;-3.0
61.0;-51;138;12;-55.0;130.0;190.0;399;12;-51;-88.0;154.0
-130.0;-11;79;-5;-41.0;-28.0;-57.0;921;-5;-11;-52.0;7.0
-125.0;-8;0;-14;-24.0;-69.0;-39.0;310;-14;-8;-109.0;34.0
-252.0;28;14;-28;-188.0;-95.0;-178.0;417;-28;28;-167.0;182.0
-1189.0;-202;-231;1430;405.0;-1198.0;-1038.0;213;1430;-202;-1525.0;228.0
-1541.0;-18;20;-1;408.0;-1558.0;-1614.0;312;-1;-18;-1298.0;219.0
-156.0;-6;1;0;25.0;-11.0;-136.0;317;0;-6;63.0;-19.0
-117.0;-10;2;23;53.0;-19.0;-118.0;305;23;-10;37.0;51.0
-509.0;498;7;-253;-286.0;-256.0;-255.0;283;-253;498;-127.0;-49.0
-46.0;-20;1;-2;-3.0;-11.0;-13.0;214;-2;-20;5.0;-16.0
-129.0;-20;2;-1;115.0;-1.0;-18.0;213;-1;-20;-81.0;2.0
-37.0;-24;0;-14;39.0;-12.0;-10.0;268;-14;-24;11.0;14.0
-152.0;-15;0;35;21.0;-26.0;-3.0;220;35;-15;16.0;75.0
-777.0;-11;483;15;-56.0;-277.0;-301.0;-285;15;-11;-743.0;-312.0
-50.0;2;4;-41;59.0;-7.0;-9.0;267;-41;2;41.0;0.0
-64.0;6;-3;-7;18.0;-50.0;-3.0;214;-7;6;33.0;23.0
-141.0;9;3;31;39.0;-39.0;-115.0;255;31;9;24.0;49.0
1145.0;-2068;62;-3026;-1165.0;874.0;894.0;243;-3026;-2068;823.0;77.0
-59.0;9;-1;0;12.0;-18.0;-34.0;266;0;9;-30.0;-19.0
-76.0;13;1;-15;60.0;-9.0;-42.0;272;-15;13;-84.0;20.0
-65.0;-9;-3;-5;20.0;-4.0;-32.0;273;-5;-9;31.0;15.0
-67.0;6;0;6;107.0;62.0;50.0;306;6;6;76.0;-62.0
-21.0;7;3;2;101.0;-48.0;17.0;270;2;7;17.0;-20.0
202.0;19;0;-2;-32.0;-6.0;-52.0;221;-2;19;9.0;-25.0
94.0;1;-2;8;65.0;108.0;-65.0;220;8;1;6.0;38.0
-57.0;-14;1;-29;31.0;4.0;-11.0;212;-29;-14;31.0;-26.0
795.0;-42;-4;30;-63.0;-18.0;-228.0;214;30;-42;-8.0;-2.0
-7.0;-19;4;10;23.0;-4.0;16.0;305;10;-19;-51.0;-10.0
-68.0;-8;2;-12;35.0;-69.0;-5.0;304;-12;-8;-64.0;8.0
-179.0;-9;7;12;54.0;-114.0;-103.0;304;12;-9;-108.0;14.0
-258.0;13;-104;2;135.0;-775.0;-531.0;404;2;13;-1134.0;72.0
-13.0;-21;-1;-1;18.0;-29.0;-129.0;216;-1;-21;16.0;8.0
-92.0;-11;-4;29;20.0;-14.0;-61.0;216;29;-11;56.0;-13.0
-198.0;6;-201;-36;-121.0;-348.0;163.0;354;-36;6;-68.0;-368.0
-67.0;-17;0;-29;1.0;-36.0;-111.0;220;-29;-17;-18.0;-26.0
-131.0;10;-2;10;81.0;4.0;-72.0;308;10;10;72.0;-17.0
-6.0;-1;-5;-4;42.0;-23.0;15.0;306;-4;-1;-40.0;-33.0
-27.0;27;4;1;50.0;17.0;63.0;306;1;27;27.0;-9.0
-98.0;3;-1;-14;70.0;-29.0;-66.0;269;-14;3;18.0;7.0
131.0;1136;0;975;-116.0;-30.0;254.0;254;975;1136;245.0;137.0
-170.0;-6;-2;10;-138.0;-6.0;-34.0;259;10;-6;66.0;-69.0
-19.0;22;4;-14;-57.0;-21.0;-32.0;295;-14;22;34.0;-4.0
-48.0;26;47;-17;-33.0;-49.0;12.0;433;-17;26;-67.0;26.0
-100.0;0;-5;20;68.0;-18.0;-52.0;310;20;0;10.0;22.0
-95.0;-8;-4;-12;128.0;-37.0;-35.0;308;-12;-8;-105.0;30.0
-73.0;-6;2;-5;167.0;-120.0;-14.0;278;-5;-6;-146.0;13.0
-97.0;-11;5;-11;-47.0;-15.0;-74.0;300;-11;-11;56.0;-9.0
-126.0;15;3;15;-40.0;70.0;-147.0;311;15;15;197.0;-4.0
-61.0;20;-1;-10;-9.0;6.0;-58.0;309;-10;20;17.0;11.0
-68.0;1;-1;15;64.0;-60.0;-21.0;272;15;1;50.0;35.0
-83.0;-10;5;11;61.0;-29.0;-30.0;310;11;-10;6.0;23.0
204.0;21;3;-20;106.0;-149.0;177.0;218;-20;21;-43.0;-79.0
-447.0;-43;-5;32;26.0;28.0;117.0;235;32;-43;314.0;23.0
-55.0;-44;-3;0;0.0;-42.0;17.0;221;0;-44;-23.0;32.0
-101.0;2;1;-12;3.0;-50.0;-71.0;214;-12;2;-36.0;77.0
-77.0;-15;-1;-15;-23.0;-42.0;-73.0;215;-15;-15;-89.0;41.0
70.0;-1209;-13;-718;-991.0;-369.0;71.0;257;-718;-1209;-478.0;236.0
-32.0;15;1;-15;57.0;-4.0;-72.0;273;-15;15;26.0;4.0
-76.0;23;-1;4;102.0;-8.0;-42.0;272;4;23;70.0;-5.0
-611.0;-1377;-136;-399;-551.0;226.0;-391.0;205;-399;-1377;-26.0;197.0
-71.0;7;4;1;52.0;-18.0;-56.0;218;1;7;9.0;-14.0
-59.0;-24;3;-10;50.0;-9.0;-24.0;216;-10;-24;38.0;-9.0
-92.0;-2;1;-21;10.0;-39.0;-35.0;216;-21;-2;79.0;-11.0
-790.0;-12;14;-29;364.0;-759.0;-756.0;272;-29;-12;-798.0;4.0
-155.0;-5;6;-13;0.0;-55.0;-86.0;286;-13;-5;-222.0;21.0
-59.0;-9;5;9;-144.0;-62.0;14.0;307;9;-9;11.0;31.0
36.0;-8;1;-10;-139.0;40.0;86.0;259;-10;-8;109.0;-75.0
-92.0;21;-1;-8;51.0;-46.0;-49.0;270;-8;21;30.0;23.0
-227.0;37;-6;7;427.0;-358.0;-219.0;260;7;37;326.0;-269.0
2024.0;-173;9;149;-1601.0;1566.0;1521.0;377;149;-173;2228.0;-703.0
-130.0;-26;0;18;-101.0;-81.0;-78.0;301;18;-26;5.0;-9.0
-357.0;-13;-79;-17;-379.0;-493.0;-423.0;416;-17;-13;-145.0;-62.0
-43.0;-12;-3;13;8.0;-83.0;-33.0;214;13;-12;-1.0;11.0
-74.0;16;0;14;115.0;-16.0;-44.0;266;14;16;18.0;-15.0
-55.0;12;-3;13;85.0;-57.0;-35.0;269;13;12;16.0;5.0
-36.0;1;1;-1;22.0;22.0;-41.0;222;-1;1;27.0;-24.0
-25.0;-12;-53;-6;211.0;78.0;111.0;567;-6;-12;-26.0;116.0
559.0;-1963;27;-1080;-582.0;395.0;1124.0;257;-1080;-1963;323.0;4.0
-74.0;-48;0;-20;0.0;-65.0;-27.0;222;-20;-48;19.0;-19.0
-151.0;-29;-2;1;10.0;-64.0;-17.0;225;1;-29;10.0;28.0
-47.0;-12;0;8;55.0;-26.0;-84.0;234;8;-12;-47.0;-4.0
-4.0;-8;0;2;14.0;6.0;-23.0;221;2;-8;65.0;-11.0
-105.0;-36;-1;30;241.0;-13.0;-26.0;279;30;-36;7.0;-45.0
-62.0;-34;2;-10;53.0;8.0;-47.0;222;-10;-34;16.0;-17.0
-114.0;-13;4;11;-15.0;-7.0;-44.0;242;11;-13;-94.0;-87.0
341.0;-19;118;12;-310.0;346.0;410.0;250;12;-19;399.0;-94.0
-56.0;-5;8;-10;8.0;-55.0;-52.0;220;-10;-5;-21.0;21.0
-58.0;-30;-3;0;-14.0;-1.0;-10.0;220;0;-30;-8.0;0.0
-19.0;6;1;-2;260.0;-20.0;14.0;280;-2;6;-62.0;6.0
-82.0;6;-1;-9;-24.0;-22.0;-53.0;217;-9;6;-22.0;-17.0
46.0;-1;1;-12;159.0;-21.0;4.0;210;-12;-1;199.0;-48.0
-139.0;6;10;-14;111.0;-20.0;-117.0;247;-14;6;52.0;-15.0
-52.0;24;4;-22;27.0;27.0;-47.0;245;-22;24;-13.0;-32.0
-57.0;7;-3;-31;86.0;-53.0;-13.0;271;-31;7;90.0;13.0
-106.0;-18;-2;20;63.0;40.0;-60.0;268;20;-18;73.0;-19.0
-16.0;-13;-4;-10;-62.0;5.0;-24.0;221;-10;-13;53.0;27.0
-44.0;19;5;1;110.0;21.0;-19.0;215;1;19;7.0;25.0
79.0;24;-17;-20;-219.0;661.0;-38.0;268;-20;24;143.0;-70.0
-72.0;-10;0;-2;201.0;-24.0;-74.0;217;-2;-10;-70.0;-4.0
-82.0;-5;3;-5;-33.0;-29.0;-8.0;215;-5;-5;-16.0;4.0
-49.0;-12;-1;15;-12.0;45.0;-36.0;217;15;-12;-18.0;15.0
-38.0;-2;-1;-11;-53.0;-5.0;-54.0;220;-11;-2;8.0;-28.0
-65.0;1;2;3;21.0;21.0;-27.0;223;3;1;5.0;26.0
-71.0;-25;3;30;4.0;20.0;-32.0;216;30;-25;28.0;8.0
-68.0;-20;4;5;-16.0;16.0;-30.0;220;5;-20;-2.0;4.0
-43.0;8;-2;7;-9.0;1.0;-34.0;226;7;8;-16.0;8.0
-13.0;13;-1;25;-22.0;-22.0;-28.0;222;25;13;8.0;6.0
-66.0;12;-3;20;-202.0;-142.0;-103.0;219;20;12;-42.0;-30.0
-367.0;-38;654;35;-327.0;-158.0;11.0;177;35;-38;-268.0;-255.0
-209.0;183;-576;-154;-219.0;-539.0;-592.0;-199;-154;183;-281.0;-334.0
-113.0;-53;3;-13;110.0;-48.0;-49.0;269;-13;-53;102.0;11.0
-80.0;24;4;9;132.0;-35.0;-62.0;270;9;24;77.0;-87.0
-94.0;2;3;9;-32.0;2.0;-52.0;221;9;2;-2.0;34.0
-178.0;17;-4;-7;769.0;-21.0;-86.0;276;-7;17;409.0;19.0
-42.0;3;4;8;-37.0;0.0;-36.0;221;8;3;-11.0;19.0
-34.0;-23;1;28;-28.0;-34.0;-5.0;219;28;-23;88.0;21.0
-94.0;-34;-16;13;186.0;-69.0;-176.0;259;13;-34;69.0;-5.0
-31.0;-15;1;19;-16.0;12.0;-22.0;215;19;-15;120.0;0.0
-212.0;28;1;-3;160.0;-151.0;-176.0;281;-3;28;50.0;45.0
-50.0;21;3;1;-18.0;-57.0;-47.0;215;1;21;-39.0;-35.0
-62.0;0;2;9;-11.0;-20.0;-37.0;225;9;0;-30.0;8.0
-68.0;-8;3;10;-10.0;-9.0;-22.0;221;10;-8;1.0;-31.0
-77.0;-10;8;16;54.0;6.0;-22.0;214;16;-10;34.0;-24.0
-73.0;2;3;-24;-10.0;-14.0;-73.0;217;-24;2;36.0;12.0
-54.0;-6;4;-17;5.0;5.0;-26.0;220;-17;-6;30.0;4.0
-34.0;9;1;-28;54.0;18.0;-59.0;218;-28;9;11.0;2.0
-37.0;-36;1;10;54.0;9.0;-52.0;216;10;-36;27.0;15.0
-46.0;5;4;-3;-10.0;3.0;-8.0;217;-3;5;50.0;12.0
-69.0;-1;2;-22;-4.0;0.0;-41.0;217;-22;-1;90.0;17.0
3.0;-23;1;40;605.0;117.0;26.0;215;40;-23;-53.0;-88.0
-60.0;0;-6;29;57.0;24.0;-39.0;217;29;0;24.0;6.0
-44.0;2;5;20;41.0;0.0;-39.0;221;20;2;39.0;28.0
-58.0;10;0;12;32.0;-20.0;-57.0;223;12;10;26.0;6.0
129.0;2;-1;-20;390.0;-9.0;44.0;209;-20;2;-100.0;-86.0
-98.0;21;-2;-13;-35.0;-47.0;-36.0;219;-13;21;23.0;-14.0
-42.0;-10;0;2;91.0;-41.0;-41.0;228;2;-10;53.0;-4.0
-100.0;-31;3;12;69.0;5.0;-9.0;234;12;-31;14.0;-13.0
121.0;1606;76;-2765;-617.0;278.0;293.0;133;-2765;1606;290.0;-232.0
-66.0;-9;-1;-2;65.0;10.0;-31.0;216;-2;-9;96.0;0.0
-91.0;-2;-7;-11;78.0;9.0;-23.0;214;-11;-2;139.0;-9.0
-80.0;-1;-2;-15;94.0;-45.0;-53.0;218;-15;-1;78.0;-51.0
-69.0;23;0;0;-52.0;-64.0;-35.0;217;0;23;-167.0;-23.0
-81.0;-37;3;-1;79.0;0.0;-54.0;215;-1;-37;84.0;-28.0
-89.0;21;3;8;43.0;21.0;-47.0;216;8;21;81.0;-5.0
-71.0;17;3;-1;58.0;22.0;-49.0;212;-1;17;96.0;3.0
-82.0;38;-2;-6;65.0;-10.0;-52.0;213;-6;38;132.0;-19.0
-28.0;-24;-2;16;59.0;-2.0;35.0;264;16;-24;291.0;-57.0
-134.0;28;-1;-49;2.0;117.0;-46.0;249;-49;28;268.0;3.0
40.0;-104;255;88;100.0;563.0;-116.0;122;88;-104;354.0;-510.0
-173.0;8;-2;-1;176.0;-25.0;-166.0;263;-1;8;208.0;80.0
-212.0;29;-3;-5;602.0;-121.0;-221.0;279;-5;29;354.0;15.0
-97.0;24;0;-24;93.0;-19.0;-81.0;215;-24;24;91.0;28.0
-208.0;-3;-2;4;135.0;-105.0;-58.0;279;4;-3;59.0;42.0
-49.0;2;0;1;101.0;-26.0;-8.0;260;1;2;119.0;26.0
-78.0;52;4;-6;378.0;110.0;228.0;271;-6;52;298.0;-117.0
-76.0;7;6;-34;90.0;7.0;-28.0;258;-34;7;109.0;15.0
-18.0;17;1;-11;53.0;-24.0;-16.0;260;-11;17;98.0;-19.0
-68.0;10;4;-13;130.0;-29.0;-65.0;257;-13;10;61.0;-16.0
-72.0;27;2;-4;90.0;-44.0;-45.0;259;-4;27;80.0;-4.0
-47.0;21;-2;26;111.0;-49.0;-41.0;259;26;21;67.0;-25.0
-54.0;-16;-3;3;75.0;-41.0;-68.0;260;3;-16;91.0;-10.0
-77.0;-18;-3;1;77.0;-41.0;-108.0;261;1;-18;52.0;-32.0
-98.0;-4;2;12;122.0;-70.0;-56.0;253;12;-4;134.0;-17.0
-258.0;-54;40;-8;639.0;-304.0;-528.0;234;-8;-54;1368.0;-78.0
-82.0;-17;0;3;112.0;-116.0;-56.0;215;3;-17;119.0;-41.0
-77.0;14;-3;-17;49.0;-34.0;-18.0;254;-17;14;63.0;15.0
-56.0;16;-3;-12;70.0;-69.0;-22.0;259;-12;16;33.0;9.0
-74.0;16;-1;-15;39.0;-50.0;-80.0;258;-15;16;-12.0;2.0
-98.0;-6;-2;3;88.0;-27.0;-46.0;254;3;-6;-15.0;20.0
-2.0;491;83;-696;-539.0;353.0;60.0;4;-696;491;437.0;-321.0
-115.0;13;-1;-12;54.0;-20.0;-50.0;262;-12;13;-44.0;22.0
-35.0;0;-3;-4;42.0;-11.0;-11.0;262;-4;0;40.0;24.0
-42.0;-28;6;-14;16.0;1.0;-55.0;260;-14;-28;15.0;-8.0
-54.0;13;0;-2;73.0;-29.0;-26.0;256;-2;13;81.0;-19.0
405.0;-451;-7;-486;36.0;332.0;223.0;244;-486;-451;283.0;-79.0
-721.0;15;-1;8;-265.0;220.0;-10.0;200;8;15;107.0;-11.0
-91.0;-6;-2;4;-131.0;-22.0;-33.0;215;4;-6;-51.0;-14.0
-79.0;13;1;-1;-58.0;-23.0;-42.0;218;-1;13;31.0;8.0
-106.0;20;2;-1;-36.0;-18.0;-25.0;219;-1;20;30.0;-67.0
-73.0;3;4;10;33.0;-13.0;-32.0;220;10;3;5.0;-6.0
-55.0;-4;4;-15;22.0;14.0;-45.0;256;-15;-4;62.0;-15.0
-55.0;10;6;4;34.0;-22.0;3.0;257;4;10;58.0;-13.0
-27.0;5;6;11;58.0;12.0;28.0;208;11;5;87.0;-62.0
-234.0;21;-5;3;-63.0;235.0;-94.0;218;3;21;273.0;38.0
