InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-223;?;373.0;836;195.0;244;?;-48
-108;-528.0;415.0;753;520.0;-457;1143;-61
178;-482.0;514.0;1441;717.0;-2066;2882;-81
64;-319.0;313.0;2784;976.0;-1156;2274;-87
-23;-211.0;14.0;1688;572.0;905;288;-83
-21;-254.0;-121.0;801;-49.0;1177;-195;-85
-131;-156.0;-282.0;1003;-177.0;688;301;-82
-132;-51.0;-752.0;629;28.0;454;268;-74
-149;-23.0;-1078.0;604;97.0;340;388;-68
-165;3.0;-1215.0;779;-64.0;-74;773;-58
-142;32.0;-1398.0;1150;-6.0;-706;862;-47
-214;73.0;-1461.0;1153;-150.0;-978;2085;-33
-73;-25.0;-1475.0;1674;-173.0;-1644;2456;-20
211;-18.0;-1459.0;-628;-284.0;1024;3399;?
176;124.0;-1403.0;-3616;-200.0;4418;3813;-3
-129;157.0;-964.0;579;155.0;1126;-184;-79
-143;85.0;-823.0;1077;82.0;433;274;?
-146;-9.0;-707.0;663;-7.0;493;167;-68
-155;-123.0;-508.0;641;-111.0;288;288;-61
-174;7.0;-395.0;974;-105.0;-228;496;-53
?;233.0;?;648;-169.0;-11;640;-46
-211;389.0;-261.0;1282;-342.0;-661;643;-40
?;275.0;-162.0;?;-134.0;-532;1398;-29
192;-420.0;-84.0;945;19.0;-430;1754;-21
181;-569.0;-4.0;38;490.0;637;1819;-16
149;-738.0;115.0;-3098;526.0;3733;2447;-11
193;-721.0;145.0;1000;59.0;403;-919;-14
151;-626.0;108.0;3690;199.0;-1732;-3230;-15
196;-557.0;173.0;1576;324.0;-1028;1032;-18
161;-621.0;197.0;2403;470.0;-2657;3106;-29
-139;-594.0;184.0;1099;-137.0;-308;664;-31
-251;-624.0;138.0;441;454.0;592;127;-31
43;-644.0;132.0;1044;236.0;-230;571;-31
212;-591.0;108.0;632;21.0;334;284;-31
169;-578.0;244.0;878;-43.0;20;425;-31
180;-591.0;297.0;802;322.0;125;374;-31
?;-550.0;258.0;778;340.0;147;374;-31
174;-487.0;358.0;822;293.0;86;409;-31
182;-508.0;475.0;786;316.0;140;366;-31
176;-281.0;511.0;802;376.0;100;417;-31
179;-17.0;434.0;806;375.0;117;371;-31
178;708.0;193.0;807;326.0;110;386;-31
179;437.0;-117.0;805;325.0;105;397;-31
175;439.0;-475.0;815;462.0;115;349;-31
184;833.0;-886.0;823;280.0;49;451;-31
171;55.0;-1296.0;806;?;133;316;-31
184;?;-1632.0;820;334.0;48;457;-31
178;-507.0;-1908.0;815;499.0;87;392;-31
166;-139.0;-2229.0;744;795.0;?;275;-32
224;10.0;-2626.0;453;1083.0;-388;1815;-33
5;-45.0;-2984.0;-263;657.0;168;1994;-34
-222;-37.0;-2883.0;-333;546.0;695;1107;-34
-165;-6.0;-2411.0;325;198.0;-11;1351;-36
-172;30.0;-1819.0;668;448.0;-65;883;-39
-177;25.0;-1321.0;778;-9.0;49;458;-42
-157;17.0;-982.0;687;5.0;267;313;-45
-170;34.0;-915.0;768;13.0;371;51;-46
-161;98.0;-1004.0;1026;-409.0;-60;445;?
-166;255.0;-886.0;1740;-287.0;-22;-94;-48
-168;140.0;-619.0;2090;-124.0;113;-712;-45
-169;-38.0;-465.0;962;-131.0;-92;461;?
-170;99.0;-268.0;679;-240.0;41;592;-43
-169;282.0;-73.0;980;-318.0;159;186;-43
?;305.0;9.0;746;-392.0;56;526;-43
-169;353.0;-18.0;836;-87.0;104;373;-43
-169;540.0;-94.0;805;-914.0;100;388;-43
-169;-852.0;-97.0;755;-240.0;128;377;-42
-169;-1091.0;110.0;852;1573.0;103;341;-42
-169;-886.0;266.0;797;?;91;383;-41
-168;-698.0;223.0;757;-454.0;122;303;-40
-167;-991.0;85.0;654;331.0;176;270;-39
-165;-914.0;-7.0;609;680.0;257;208;-39
-162;-758.0;-46.0;896;290.0;67;296;-38
-160;-631.0;-103.0;1011;-61.0;13;318;-38
-160;-683.0;-139.0;877;250.0;159;201;-39
-159;-796.0;-166.0;861;223.0;141;183;-38
-159;-902.0;-188.0;859;130.0;54;286;-39
-158;-993.0;-205.0;841;225.0;9;338;-38
-157;-565.0;-161.0;799;286.0;42;344;-38
-157;-228.0;-139.0;764;230.0;63;446;-38
-157;23.0;-78.0;745;480.0;115;308;-36
-154;-721.0;7.0;456;560.0;416;565;-34
-155;92.0;40.0;519;383.0;287;950;?
-159;?;128.0;1042;?;-155;393;-34
-160;-31.0;223.0;?;176.0;144;144;-34
-161;-125.0;312.0;716;171.0;262;356;-34
-162;-57.0;322.0;873;66.0;18;352;-33
-162;-87.0;382.0;795;148.0;93;402;-33
-162;-48.0;347.0;794;216.0;75;387;-33
-163;-35.0;301.0;808;214.0;73;350;-33
-163;-115.0;231.0;801;225.0;91;369;-33
-163;-87.0;182.0;820;268.0;64;381;?
-163;-103.0;-19.0;817;271.0;73;380;-33
-163;-132.0;-235.0;833;312.0;58;373;-33
-163;-96.0;-468.0;831;304.0;61;374;-33
-164;64.0;-639.0;818;254.0;67;385;-34
-164;516.0;-555.0;806;264.0;82;377;-34
?;357.0;-311.0;816;233.0;84;363;-34
-164;25.0;-135.0;813;264.0;80;377;-34
-164;-56.0;-65.0;805;228.0;85;381;-34
-165;-107.0;-121.0;814;218.0;81;375;-34
-164;-189.0;-194.0;807;237.0;78;386;-34
-164;-189.0;-159.0;?;264.0;76;395;-34
-164;-100.0;-66.0;798;304.0;84;380;-33
-165;-6.0;54.0;?;307.0;90;386;-34
?;-2.0;206.0;796;?;92;394;-34
-165;-29.0;244.0;795;398.0;92;394;-34
-165;1.0;145.0;830;446.0;59;408;-34
-164;-34.0;-46.0;853;556.0;46;?;-33
-165;-50.0;-359.0;833;633.0;72;357;-35
-164;5.0;?;858;146.0;86;299;-34
-165;-7.0;-979.0;838;45.0;90;332;-36
-166;-20.0;-1235.0;778;533.0;179;359;-42
-165;-21.0;-1335.0;793;263.0;227;286;-40
-167;-41.0;-1387.0;664;193.0;?;735;-55
-168;-40.0;-1293.0;539;324.0;-309;1206;-65
-168;-54.0;-1017.0;608;262.0;-70;911;-65
-166;-77.0;-565.0;738;82.0;309;484;-75
-152;-65.0;-153.0;641;?;626;162;-72
-145;66.0;49.0;487;-20.0;824;48;-68
-145;130.0;148.0;724;2.0;335;402;-61
-142;192.0;310.0;585;82.0;706;136;-56
-145;?;516.0;865;96.0;-16;646;-56
-155;458.0;851.0;?;114.0;-1218;1763;-46
-161;394.0;1050.0;-384;-17.0;252;1449;-38
-161;95.0;1171.0;-407;138.0;396;1485;-35
-159;-283.0;1107.0;?;297.0;-177;1264;-34
-159;-450.0;966.0;307;230.0;199;841;-34
-158;-407.0;940.0;473;220.0;?;880;-34
-155;?;932.0;736;319.0;110;395;-35
-155;-215.0;864.0;737;453.0;?;369;-35
-154;-191.0;780.0;771;355.0;32;383;-35
-153;?;619.0;823;467.0;44;247;-35
-154;-179.0;446.0;791;386.0;44;359;-33
-154;-57.0;299.0;816;-308.0;50;399;-31
-154;11.0;186.0;829;568.0;20;474;-29
-155;-3.0;51.0;780;303.0;28;495;-27
-156;52.0;6.0;780;246.0;-32;510;-26
-157;?;-74.0;708;304.0;0;586;-24
-158;82.0;-163.0;618;272.0;98;598;-23
-158;57.0;-256.0;412;223.0;328;503;-22
-159;73.0;-303.0;254;221.0;442;554;-21
-158;43.0;?;390;241.0;210;795;-21
-158;115.0;-233.0;291;250.0;374;840;-21
-158;220.0;-243.0;293;227.0;454;686;-21
-159;243.0;-218.0;663;222.0;64;403;-22
-162;?;-258.0;669;201.0;94;285;?
-164;582.0;-320.0;580;219.0;253;446;-21
-164;-236.0;-356.0;?;228.0;74;419;-22
-164;-154.0;-256.0;837;233.0;39;362;-22
-164;293.0;-126.0;767;276.0;95;405;-22
-164;255.0;-130.0;810;259.0;51;379;-22
-164;105.0;-178.0;799;271.0;?;373;-22
-165;116.0;-244.0;795;201.0;82;378;-22
-164;57.0;-271.0;798;?;79;376;-22
?;116.0;-358.0;799;253.0;76;381;-22
-165;104.0;-436.0;810;231.0;61;382;-22
-169;?;-115.0;809;268.0;76;374;-23
?;78.0;-223.0;805;225.0;76;387;-24
-168;?;-315.0;803;134.0;77;389;-24
-167;82.0;-281.0;790;148.0;79;395;-25
-166;65.0;-205.0;790;?;73;415;-26
-165;40.0;-90.0;781;149.0;80;419;-27
-164;23.0;1.0;755;172.0;89;431;-28
-164;97.0;210.0;756;126.0;84;445;-29
-163;116.0;331.0;748;?;81;461;-30
-162;126.0;331.0;722;68.0;80;500;-31
-162;141.0;338.0;720;104.0;89;500;-31
-161;113.0;320.0;697;142.0;96;503;-32
-160;111.0;259.0;682;39.0;94;528;-34
-160;119.0;173.0;681;29.0;103;515;-34
-159;130.0;?;672;-166.0;92;526;-35
?;177.0;?;711;22.0;71;?;?
-156;252.0;?;656;?;80;567;-36
-155;162.0;-237.0;584;543.0;99;554;-37
-154;78.0;-370.0;595;216.0;97;?;-37
-154;19.0;-461.0;593;-37.0;98;559;-37
-154;-68.0;-506.0;602;119.0;95;559;-37
-156;-78.0;-487.0;596;186.0;67;634;-36
-157;-100.0;-441.0;604;244.0;77;513;-36
-158;-84.0;-432.0;497;187.0;87;677;-34
?;-130.0;-452.0;261;217.0;95;1131;-32
-159;-87.0;-490.0;222;238.0;152;1043;-32
-160;-85.0;-501.0;198;226.0;231;826;-31
-160;-108.0;-439.0;84;?;287;846;-30
-160;-96.0;-394.0;373;263.0;170;735;-31
-161;-106.0;-470.0;649;261.0;100;572;-31
-160;-86.0;-706.0;648;300.0;?;494;-31
-160;-241.0;-935.0;778;234.0;71;346;-32
-160;-92.0;-1129.0;811;210.0;44;304;-32
-159;361.0;?;843;191.0;-67;429;-32
-158;327.0;-1627.0;869;252.0;38;287;-31
-157;154.0;-1853.0;659;264.0;216;439;-30
-156;51.0;-2082.0;713;270.0;60;463;-28
-156;116.0;-2171.0;423;250.0;296;491;-26
-154;-19.0;-2070.0;-340;242.0;803;1273;-25
-155;15.0;-1739.0;331;258.0;750;647;-28
-155;8.0;-1203.0;1361;220.0;749;-117;-28
-158;23.0;-783.0;1087;230.0;622;308;-30
-168;-1.0;-456.0;807;229.0;24;385;-33
-171;41.0;-217.0;908;255.0;-57;?;-34
-172;64.0;-89.0;818;306.0;118;415;-34
-174;54.0;-74.0;790;302.0;75;353;-34
-174;6.0;-143.0;815;283.0;96;421;-34
-175;8.0;-149.0;788;304.0;124;341;-34
-175;-9.0;-119.0;815;257.0;115;343;-34
-175;-40.0;-11.0;784;297.0;139;339;-34
-175;-26.0;103.0;785;258.0;132;340;-34
-175;13.0;216.0;822;242.0;98;365;-34
-176;22.0;379.0;789;190.0;132;344;-34
-177;31.0;?;814;221.0;93;392;-34
-177;47.0;339.0;822;170.0;72;416;-34
-176;42.0;228.0;?;207.0;163;327;-34
-179;53.0;162.0;800;183.0;133;353;-34
-174;43.0;?;793;190.0;102;407;-34
-182;39.0;336.0;823;236.0;104;371;-34
-173;50.0;416.0;777;216.0;126;386;-35
-177;76.0;338.0;697;293.0;240;305;-35
-185;118.0;127.0;887;?;129;251;-36
-157;108.0;-52.0;959;717.0;19;327;-38
-221;36.0;-207.0;896;786.0;173;185;-36
-77;20.0;-463.0;903;666.0;83;382;-46
204;9.0;-629.0;?;935.0;?;?;-52
178;-32.0;-737.0;898;937.0;362;135;-53
?;-24.0;-832.0;973;323.0;?;2363;-71
158;-16.0;-877.0;1360;-171.0;-1863;2762;-79
?;-21.0;-874.0;1648;207.0;-251;1283;-75
93;31.0;-682.0;1115;334.0;702;525;-76
84;4.0;-461.0;489;188.0;1018;55;-77
88;-11.0;-443.0;522;99.0;998;87;-76
193;0.0;-697.0;676;-110.0;533;327;-71
-38;37.0;-464.0;664;-33.0;256;500;-67
-225;34.0;56.0;658;?;186;521;-55
-147;178.0;203.0;825;?;?;?;-44
-177;269.0;194.0;990;60.0;-382;999;-37
-175;473.0;179.0;1175;70.0;-735;1725;-23
-167;128.0;109.0;1341;-43.0;-1028;2825;-16
-179;-194.0;-49.0;-99;2.0;1006;2158;?
-171;-469.0;-234.0;-2131;431.0;3500;3580;9
-180;-559.0;-317.0;-650;378.0;1811;-85;6
-174;-480.0;-324.0;2878;608.0;-2161;?;3
-173;-378.0;-296.0;3092;-147.0;-2545;2184;-4
-176;-349.0;-274.0;1184;98.0;-253;1609;-12
-177;-287.0;-240.0;722;793.0;240;-733;-14
-175;-293.0;-52.0;937;117.0;-129;840;-15
-173;-318.0;98.0;820;65.0;86;250;-17
-173;-302.0;189.0;815;7.0;14;588;-18
-173;-275.0;367.0;818;286.0;7;611;?
-173;-173.0;328.0;783;238.0;99;361;-18
-173;-33.0;102.0;813;404.0;63;489;-18
-173;-2.0;62.0;797;378.0;88;388;-19
-173;138.0;307.0;774;382.0;108;424;-20
-173;105.0;510.0;775;431.0;101;428;-20
-173;233.0;641.0;795;369.0;72;452;-21
-173;355.0;816.0;801;402.0;73;435;-21
-173;459.0;963.0;791;436.0;54;467;-22
-173;209.0;1083.0;739;467.0;137;422;-23
-173;?;1212.0;802;353.0;62;433;-24
-173;820.0;1350.0;775;323.0;132;347;-26
-173;159.0;1451.0;773;432.0;168;314;?
-173;-460.0;1399.0;921;415.0;-63;459;-26
-173;-580.0;1238.0;579;534.0;284;399;-35
-163;-209.0;1047.0;1123;812.0;-1424;2209;?
-143;-217.0;776.0;1604;36.0;?;2472;-67
-126;-224.0;318.0;880;74.0;866;-16;-71
-119;-116.0;101.0;975;-297.0;716;213;-69
-121;-72.0;224.0;875;-294.0;452;444;-67
-127;-56.0;-37.0;664;-171.0;873;59;?
-134;-8.0;-683.0;824;-176.0;?;515;-60
-141;76.0;-1035.0;750;-341.0;237;541;-52
-146;171.0;-1127.0;754;-109.0;73;711;-45
-152;173.0;-1296.0;780;-188.0;-31;802;-36
-159;20.0;?;1430;-40.0;-657;1301;-22
-160;60.0;-1422.0;1404;-259.0;-711;1402;-21
-161;73.0;-1320.0;1506;-71.0;-677;1801;-14
-165;29.0;-1179.0;-859;-154.0;2061;3330;8
-168;162.0;-1014.0;-2615;741.0;3885;2798;11
-172;353.0;-778.0;1220;195.0;-227;342;11
-169;825.0;-451.0;938;871.0;123;23;11
-163;418.0;-153.0;635;1384.0;805;1759;1
-160;-753.0;106.0;2338;-448.0;-974;1592;-7
-159;-766.0;369.0;488;27.0;477;295;-8
-159;-353.0;679.0;698;342.0;173;442;-8
-159;-515.0;1005.0;1021;413.0;-140;489;-8
-159;-505.0;?;620;-121.0;232;337;-7
-159;-493.0;1406.0;933;?;-35;435;-8
-159;-443.0;1584.0;745;435.0;174;335;-7
-160;-432.0;1505.0;?;362.0;75;378;-7
?;-494.0;1215.0;820;?;98;397;-8
-160;-549.0;862.0;777;436.0;142;386;-8
-160;-648.0;630.0;810;344.0;99;411;-8
-160;-311.0;561.0;795;423.0;117;388;-8
-160;?;505.0;798;464.0;106;399;-8
-160;589.0;407.0;804;390.0;100;396;-9
-160;743.0;297.0;801;345.0;104;392;-9
-160;136.0;?;819;373.0;74;?;-8
-160;1070.0;110.0;759;429.0;154;347;-11
-160;113.0;19.0;784;?;74;434;-16
-160;-522.0;-35.0;756;473.0;181;310;-15
-160;-385.0;-211.0;731;482.0;227;286;-23
?;-225.0;-432.0;673;573.0;120;609;-35
?;-145.0;-759.0;492;463.0;358;490;-36
-155;-212.0;-1265.0;1111;345.0;-600;1165;-41
-151;-95.0;-1735.0;1262;-130.0;-856;1347;?
-150;10.0;?;567;-201.0;377;443;-47
-150;-9.0;-1384.0;467;-32.0;?;9;-44
-150;-6.0;-1217.0;469;86.0;855;-75;-45
-154;-7.0;-902.0;580;-32.0;346;417;-35
-171;59.0;-496.0;701;61.0;201;203;-26
-161;-28.0;-319.0;479;-108.0;69;1173;-22
-180;-1.0;-269.0;86;-60.0;67;2364;-15
-177;68.0;-170.0;-718;-238.0;1370;1483;-10
-162;7.0;-64.0;-900;-221.0;?;1446;-11
-221;-1.0;?;259;146.0;545;829;-8
-14;167.0;167.0;1017;141.0;33;39;-7
228;478.0;?;?;179.0;111;428;-8
164;607.0;422.0;739;391.0;223;414;-8
175;576.0;496.0;737;209.0;207;477;?
197;-627.0;500.0;721;1015.0;206;508;-8
148;-910.0;?;731;306.0;213;?;-8
229;-666.0;430.0;715;-192.0;209;512;-8
85;-531.0;354.0;705;171.0;220;502;-8
-197;-658.0;303.0;728;599.0;?;494;-8
-184;-576.0;197.0;756;-708.0;163;539;-7
-164;-512.0;169.0;711;557.0;200;596;-7
-190;-454.0;89.0;697;?;214;598;-7
-168;-518.0;-102.0;698;300.0;211;607;-7
-183;-393.0;-179.0;705;194.0;208;593;-7
-176;-527.0;-237.0;697;373.0;213;606;-7
-177;-356.0;?;?;300.0;214;608;-7
-179;174.0;-136.0;774;342.0;170;448;-5
-176;164.0;-94.0;738;358.0;222;348;-4
-178;741.0;-11.0;732;245.0;225;354;-4
-178;485.0;113.0;821;231.0;142;346;-3
-178;400.0;230.0;800;190.0;159;360;-3
-178;1091.0;386.0;790;258.0;165;?;-3
-178;-147.0;499.0;805;285.0;152;378;-3
-178;-1034.0;590.0;795;274.0;162;362;?
-178;-274.0;626.0;802;374.0;156;355;-3
-179;-215.0;618.0;809;320.0;147;?;?
-179;-143.0;569.0;804;282.0;146;386;-3
-179;-186.0;?;802;264.0;146;384;-3
-179;-88.0;435.0;808;242.0;140;383;-3
-179;-36.0;367.0;811;169.0;138;381;-3
-179;0.0;278.0;810;233.0;138;381;-3
-179;17.0;246.0;810;280.0;134;375;-3
-180;18.0;118.0;809;306.0;131;377;-3
-180;-30.0;6.0;808;?;131;378;-3
-179;3.0;-118.0;810;218.0;127;366;?
-182;20.0;-205.0;810;251.0;111;369;?
-177;20.0;-276.0;810;262.0;101;?;-3
-182;50.0;-308.0;810;270.0;104;376;-3
-180;88.0;-328.0;811;272.0;?;376;?
-175;?;-304.0;810;251.0;102;376;-3
?;55.0;-246.0;810;235.0;104;376;-3
-156;58.0;-138.0;810;268.0;101;374;-3
-213;42.0;-66.0;807;249.0;108;372;-3
-134;?;42.0;810;243.0;100;372;-3
173;1.0;75.0;817;259.0;72;370;?
201;40.0;149.0;812;251.0;70;370;-3
160;115.0;185.0;810;225.0;76;366;-3
194;143.0;190.0;809;215.0;72;369;-3
172;104.0;225.0;812;194.0;68;378;-3
182;65.0;245.0;814;190.0;66;375;-3
181;68.0;229.0;807;191.0;71;370;-3
178;63.0;204.0;810;191.0;68;374;-3
182;41.0;219.0;814;202.0;64;377;-3
179;40.0;193.0;810;223.0;71;373;-3
180;50.0;149.0;811;228.0;72;372;-3
180;51.0;127.0;813;?;66;372;-3
180;48.0;77.0;813;240.0;67;372;-3
180;58.0;21.0;815;227.0;63;378;-3
180;78.0;-57.0;817;198.0;60;381;-3
180;44.0;-25.0;814;224.0;64;379;-3
180;101.0;-111.0;809;231.0;71;377;-3
180;109.0;-44.0;?;232.0;?;372;-3
180;87.0;?;811;223.0;71;374;-3
180;92.0;-109.0;805;232.0;74;375;-3
179;90.0;-212.0;?;252.0;73;373;?
?;96.0;-279.0;812;248.0;70;372;-3
178;112.0;-311.0;809;263.0;71;372;-3
181;108.0;-200.0;807;194.0;74;372;-3
182;149.0;-130.0;806;182.0;75;370;-3
172;131.0;-128.0;807;203.0;73;373;-3
194;162.0;-204.0;810;223.0;72;373;-3
160;171.0;-313.0;810;233.0;73;372;-3
203;169.0;?;808;225.0;72;374;-3
168;179.0;-493.0;809;228.0;72;374;-3
-137;197.0;-492.0;806;239.0;72;378;-3
?;168.0;-310.0;801;254.0;74;383;-4
-154;185.0;-8.0;807;291.0;72;370;-5
-188;?;193.0;805;390.0;71;380;-8
-168;198.0;307.0;804;277.0;56;386;?
-174;208.0;281.0;803;80.0;62;388;-10
-174;213.0;302.0;785;-65.0;76;400;-12
-165;205.0;318.0;775;-146.0;?;410;-19
-168;192.0;305.0;738;221.0;103;503;-23
-164;191.0;318.0;757;425.0;40;444;-24
-164;191.0;190.0;724;139.0;112;603;?
-164;202.0;16.0;651;33.0;269;936;-27
-164;191.0;-60.0;?;?;192;813;-28
-164;205.0;-118.0;?;102.0;275;781;-28
?;194.0;-132.0;813;15.0;-101;650;-28
?;179.0;-152.0;984;-126.0;-308;384;-29
-163;215.0;-151.0;?;227.0;107;465;-28
-163;244.0;-205.0;716;396.0;87;428;-28
-162;347.0;-226.0;801;-6.0;61;328;-27
-163;418.0;-191.0;789;?;?;407;-26
-163;466.0;-130.0;?;390.0;63;430;-26
-163;289.0;-93.0;753;210.0;102;408;-26
-163;?;-20.0;772;196.0;73;433;-26
?;-152.0;-39.0;762;125.0;74;433;-26
-163;-91.0;-23.0;748;67.0;81;429;-26
-163;-57.0;50.0;755;134.0;77;435;-26
-163;-146.0;?;755;240.0;78;444;-27
-163;?;263.0;742;230.0;81;448;-27
-163;-162.0;359.0;743;244.0;84;438;-27
-163;-78.0;411.0;748;276.0;78;445;-27
-163;163.0;444.0;747;269.0;82;445;-27
-163;-64.0;447.0;748;211.0;78;449;-27
-163;151.0;484.0;741;214.0;81;453;-27
-163;623.0;?;740;?;85;444;-27
-163;436.0;423.0;751;255.0;76;447;-27
-163;232.0;367.0;746;?;81;447;-27
-163;132.0;345.0;739;258.0;84;443;-27
-163;159.0;295.0;?;192.0;76;449;-27
-163;?;199.0;745;162.0;78;452;-27
-163;11.0;90.0;?;212.0;81;453;-27
-163;3.0;-17.0;738;239.0;78;458;-27
-163;12.0;-109.0;740;241.0;79;457;-27
-163;58.0;-157.0;736;250.0;80;453;-27
-163;50.0;?;733;280.0;81;?;-28
-163;82.0;-70.0;735;236.0;77;461;-28
-163;121.0;?;737;210.0;73;456;-28
-163;81.0;21.0;740;216.0;78;450;-28
-163;11.0;80.0;739;266.0;79;450;-28
-163;-13.0;98.0;738;271.0;80;448;-27
-163;-2.0;88.0;745;233.0;78;444;-27
?;27.0;52.0;749;251.0;76;445;-27
-163;33.0;33.0;748;238.0;?;443;-27
-163;40.0;19.0;746;240.0;84;438;-27
-163;7.0;-53.0;745;261.0;84;438;-27
-163;-22.0;-126.0;753;255.0;79;436;-27
-163;-6.0;-131.0;761;235.0;72;438;-27
-163;8.0;-235.0;754;?;76;444;-27
-163;24.0;-237.0;751;240.0;77;444;-27
-163;66.0;-321.0;753;260.0;74;448;-27
-163;81.0;-329.0;744;281.0;81;454;-27
-163;50.0;-365.0;742;260.0;79;451;-27
-163;19.0;-331.0;745;249.0;?;447;-27
-163;23.0;-323.0;746;243.0;80;452;-27
-163;54.0;-297.0;743;265.0;81;451;-27
-163;43.0;-266.0;740;258.0;84;448;?
-163;33.0;-235.0;745;284.0;76;453;-28
-163;36.0;-156.0;742;283.0;78;452;-28
-163;12.0;-34.0;739;298.0;81;450;-28
-163;14.0;?;743;298.0;76;455;-28
-163;24.0;132.0;742;274.0;81;451;-28
-163;6.0;161.0;742;286.0;?;446;-28
-163;-5.0;235.0;737;263.0;82;452;-28
-163;-22.0;321.0;735;261.0;81;456;-28
-163;19.0;349.0;736;?;81;457;-28
-163;49.0;317.0;729;251.0;83;461;-28
-163;50.0;317.0;726;261.0;83;462;-28
-163;30.0;296.0;730;269.0;82;466;-28
-163;30.0;261.0;728;252.0;80;470;-28
-163;16.0;278.0;728;257.0;79;469;-28
-163;-10.0;254.0;726;245.0;79;472;-28
-163;19.0;221.0;721;275.0;81;474;-28
-163;42.0;146.0;?;250.0;83;472;-29
-163;40.0;62.0;726;241.0;83;471;-29
-163;59.0;40.0;728;265.0;83;469;-29
-163;46.0;?;732;255.0;78;475;-29
?;20.0;-12.0;726;238.0;85;473;?
?;-7.0;-54.0;732;241.0;84;469;-29
-163;10.0;-67.0;746;254.0;75;473;-29
-163;16.0;-156.0;741;271.0;?;461;-29
-163;8.0;-272.0;736;271.0;79;452;?
-162;11.0;-390.0;721;262.0;82;463;-30
-162;18.0;-424.0;716;241.0;85;483;-31
-162;20.0;-441.0;716;231.0;68;501;-31
-162;11.0;-423.0;718;242.0;72;499;-31
-161;18.0;-430.0;716;253.0;85;503;-33
-160;13.0;-465.0;668;260.0;76;523;-34
-161;28.0;-452.0;669;266.0;73;526;-34
-161;7.0;-421.0;673;281.0;78;575;-35
-161;10.0;-406.0;678;270.0;60;605;-36
-162;15.0;-408.0;659;290.0;71;610;-37
-161;12.0;-448.0;486;284.0;139;716;-37
-161;2.0;-433.0;392;279.0;176;768;-37
-161;9.0;-409.0;401;242.0;175;745;-38
-161;-12.0;-359.0;387;234.0;170;725;-38
-161;6.0;-308.0;411;251.0;169;684;-38
-161;-10.0;-159.0;407;242.0;169;688;-38
-161;-26.0;-31.0;395;249.0;166;697;-38
-160;10.0;88.0;507;261.0;179;614;-38
-159;-38.0;270.0;633;273.0;171;520;-38
-159;-9.0;363.0;539;317.0;186;592;-38
-159;10.0;345.0;622;240.0;170;525;-38
?;22.0;372.0;819;196.0;146;322;-37
-158;16.0;456.0;795;215.0;167;318;-37
-161;31.0;545.0;997;231.0;39;251;-36
-163;43.0;566.0;915;208.0;39;307;-35
-163;20.0;545.0;647;233.0;133;491;-32
-164;56.0;521.0;751;138.0;95;445;-31
-164;45.0;440.0;746;235.0;93;448;?
-164;-11.0;361.0;761;307.0;73;438;-28
-165;1.0;314.0;790;269.0;90;?;-27
-165;35.0;237.0;790;269.0;49;466;-26
-166;?;157.0;784;225.0;125;299;-26
?;19.0;43.0;731;221.0;253;76;?
-166;3.0;-51.0;803;?;87;342;-25
-167;8.0;-139.0;817;261.0;49;422;-25
-167;-2.0;-201.0;796;241.0;92;357;-25
-167;-102.0;-241.0;?;238.0;64;405;-25
-167;-50.0;-256.0;795;223.0;79;387;-25
-167;-35.0;?;809;225.0;?;403;-25
-167;-29.0;-325.0;802;220.0;78;383;?
-167;16.0;-308.0;798;257.0;87;373;-25
-167;-33.0;-282.0;803;272.0;77;?;-25
-167;-4.0;-202.0;806;263.0;75;381;-25
-167;104.0;-118.0;801;249.0;81;376;-25
-167;112.0;-49.0;793;278.0;91;368;-25
-167;96.0;6.0;806;220.0;75;381;-25
-167;105.0;-32.0;811;211.0;63;393;-25
-167;95.0;-28.0;810;209.0;67;388;-25
-167;129.0;18.0;804;246.0;75;?;-25
-167;112.0;?;798;252.0;78;382;-25
-167;121.0;101.0;805;231.0;73;382;-25
-167;101.0;127.0;806;242.0;74;380;-25
-167;130.0;153.0;808;261.0;70;381;-25
-167;101.0;143.0;804;249.0;73;383;-25
-167;122.0;127.0;800;237.0;76;380;-25
-167;127.0;88.0;802;216.0;74;378;-25
-167;150.0;61.0;803;189.0;76;378;-25
-167;128.0;35.0;810;172.0;70;378;-25
-167;146.0;18.0;804;213.0;75;378;?
-167;?;-18.0;800;236.0;79;374;-25
-167;?;-37.0;808;221.0;67;379;-25
-167;101.0;-28.0;801;229.0;75;381;-25
-167;75.0;33.0;798;229.0;?;370;-25
-167;90.0;18.0;806;241.0;71;379;-25
-167;98.0;38.0;804;223.0;68;386;?
-167;102.0;4.0;805;248.0;70;386;-25
-167;100.0;-5.0;805;232.0;70;386;-25
-167;121.0;13.0;803;212.0;75;382;-25
-167;112.0;20.0;808;229.0;69;384;-25
-167;155.0;38.0;800;211.0;73;385;-25
-167;141.0;34.0;792;220.0;80;382;-25
-167;97.0;56.0;802;209.0;70;387;-25
-167;?;169.0;809;210.0;67;?;-25
-167;104.0;173.0;?;218.0;72;376;-25
-167;138.0;196.0;805;230.0;72;382;-25
-167;152.0;180.0;?;217.0;73;378;-25
