InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-144.0;-359.0;42.0;-324.0;120.0;98.0;-234.0
-144.0;-359.0;39.0;-324.0;121.0;100.0;-233.0
-143.0;-357.0;40.0;-322.0;118.0;99.0;-232.0
-143.0;-357.0;41.0;-321.0;117.0;98.0;-232.0
-144.0;-358.0;40.0;-321.0;116.0;98.0;-233.0
-143.0;-357.0;40.0;-320.0;116.0;98.0;-233.0
-141.0;-356.0;40.0;-319.0;115.0;98.0;-233.0
-141.0;-355.0;41.0;-319.0;113.0;98.0;-232.0
-139.0;-355.0;41.0;-318.0;113.0;97.0;-232.0
-138.0;-353.0;42.0;-316.0;111.0;96.0;-231.0
-136.0;-351.0;43.0;-315.0;109.0;95.0;-230.0
-135.0;-350.0;42.0;-313.0;107.0;96.0;-230.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-137.0;-352.0;39.0;-315.0;110.0;97.0;-234.0
-136.0;-351.0;40.0;-315.0;110.0;96.0;-234.0
-135.0;-350.0;41.0;-314.0;110.0;95.0;-234.0
-136.0;-350.0;41.0;-315.0;110.0;95.0;-234.0
-138.0;-350.0;41.0;-315.0;111.0;96.0;-235.0
-142.0;-352.0;38.0;-318.0;115.0;100.0;-236.0
-143.0;-353.0;36.0;-320.0;117.0;101.0;-238.0
-143.0;-353.0;35.0;-321.0;119.0;99.0;-238.0
-142.0;-354.0;36.0;-322.0;120.0;98.0;-239.0
-145.0;-356.0;37.0;-322.0;121.0;98.0;-240.0
-149.0;-360.0;35.0;-323.0;123.0;101.0;-243.0
-163.0;-373.0;22.0;-331.0;134.0;115.0;-252.0
-165.0;-376.0;19.0;-334.0;138.0;119.0;-254.0
-165.0;-377.0;18.0;-336.0;139.0;120.0;-256.0
-165.0;-382.0;17.0;-340.0;144.0;119.0;-261.0
-164.0;-383.0;17.0;-343.0;147.0;120.0;-263.0
-164.0;-385.0;16.0;-346.0;150.0;121.0;-266.0
-166.0;-387.0;15.0;-349.0;153.0;123.0;-269.0
-169.0;-390.0;15.0;-352.0;156.0;123.0;-271.0
-172.0;-393.0;14.0;-354.0;158.0;125.0;-273.0
-176.0;-398.0;9.0;-359.0;164.0;131.0;-275.0
-178.0;-401.0;5.0;-362.0;167.0;137.0;-277.0
-179.0;-402.0;3.0;-363.0;168.0;140.0;-278.0
-183.0;-404.0;-2.0;-365.0;171.0;145.0;-282.0
-184.0;-405.0;-4.0;-367.0;173.0;148.0;-283.0
-185.0;-406.0;-9.0;-368.0;175.0;152.0;-288.0
-186.0;-408.0;-11.0;-370.0;177.0;155.0;-291.0
-188.0;-410.0;-14.0;-372.0;179.0;158.0;-294.0
-15.0;-270.0;-8.0;-210.0;104.0;50.0;-177.0
-10.0;-275.0;-26.0;-236.0;137.0;58.0;-192.0
-13.0;-281.0;-35.0;-252.0;164.0;52.0;-208.0
-24.0;-288.0;-27.0;-264.0;177.0;38.0;-226.0
-39.0;-298.0;-4.0;-302.0;208.0;-4.0;-259.0
-68.0;-332.0;45.0;-353.0;225.0;-96.0;-269.0
-6.0;-274.0;47.0;-160.0;40.0;-3.0;-175.0
-3.0;-285.0;18.0;-196.0;81.0;27.0;-197.0
37.0;-237.0;39.0;-205.0;23.0;103.0;-103.0
46.0;-240.0;0.0;-275.0;91.0;148.0;-128.0
38.0;-250.0;5.0;-301.0;129.0;118.0;-164.0
36.0;-257.0;15.0;-318.0;142.0;97.0;-183.0
61.0;-211.0;74.0;-317.0;133.0;21.0;-153.0
-152.0;-405.0;-19.0;-367.0;203.0;83.0;-371.0
-111.0;-334.0;-21.0;-311.0;170.0;99.0;-293.0
-96.0;-318.0;-5.0;-239.0;123.0;74.0;-267.0
-22.0;-134.0;86.0;-145.0;-82.0;8.0;-157.0
-137.0;-250.0;48.0;-185.0;-35.0;48.0;-207.0
-171.0;-336.0;130.0;-80.0;-33.0;40.0;-297.0
-189.0;-405.0;-4.0;-379.0;182.0;153.0;-289.0
-182.0;-403.0;1.0;-373.0;176.0;152.0;-285.0
-183.0;-403.0;3.0;-371.0;173.0;152.0;-284.0
-183.0;-404.0;4.0;-371.0;173.0;152.0;-283.0
-184.0;-403.0;5.0;-372.0;174.0;151.0;-281.0
-185.0;-401.0;6.0;-374.0;175.0;148.0;-281.0
-180.0;-394.0;11.0;-376.0;175.0;141.0;-277.0
-178.0;-393.0;14.0;-376.0;175.0;138.0;-276.0
-175.0;-391.0;16.0;-376.0;174.0;136.0;-276.0
-173.0;-390.0;17.0;-375.0;173.0;135.0;-274.0
-170.0;-388.0;18.0;-374.0;172.0;135.0;-273.0
-168.0;-388.0;20.0;-372.0;170.0;135.0;-272.0
-167.0;-387.0;18.0;-372.0;171.0;136.0;-271.0
-167.0;-387.0;16.0;-371.0;168.0;138.0;-271.0
-168.0;-389.0;18.0;-367.0;166.0;137.0;-271.0
-168.0;-390.0;16.0;-367.0;166.0;138.0;-270.0
-166.0;-386.0;16.0;-364.0;164.0;137.0;-268.0
-166.0;-386.0;19.0;-362.0;162.0;133.0;-265.0
-161.0;-382.0;23.0;-361.0;159.0;128.0;-261.0
-160.0;-380.0;22.0;-362.0;160.0;127.0;-258.0
-160.0;-380.0;23.0;-360.0;159.0;126.0;-257.0
-161.0;-379.0;23.0;-360.0;159.0;126.0;-256.0
-160.0;-379.0;23.0;-359.0;158.0;126.0;-255.0
-159.0;-377.0;22.0;-358.0;157.0;126.0;-254.0
-159.0;-376.0;22.0;-355.0;154.0;126.0;-254.0
-159.0;-376.0;23.0;-353.0;152.0;125.0;-254.0
-160.0;-379.0;25.0;-350.0;150.0;125.0;-255.0
-161.0;-380.0;25.0;-350.0;150.0;124.0;-255.0
-161.0;-382.0;26.0;-351.0;150.0;123.0;-256.0
-162.0;-386.0;33.0;-354.0;151.0;115.0;-254.0
-163.0;-387.0;35.0;-354.0;151.0;112.0;-254.0
-164.0;-388.0;37.0;-355.0;152.0;111.0;-253.0
-165.0;-388.0;37.0;-356.0;154.0;112.0;-252.0
-167.0;-389.0;36.0;-357.0;156.0;113.0;-252.0
-172.0;-392.0;33.0;-359.0;159.0;115.0;-253.0
-172.0;-394.0;33.0;-359.0;160.0;116.0;-253.0
-171.0;-394.0;34.0;-359.0;159.0;116.0;-254.0
-170.0;-394.0;34.0;-358.0;158.0;115.0;-254.0
-170.0;-394.0;34.0;-358.0;158.0;115.0;-253.0
-169.0;-394.0;35.0;-358.0;157.0;115.0;-253.0
-169.0;-394.0;35.0;-357.0;156.0;115.0;-253.0
-169.0;-393.0;36.0;-356.0;155.0;114.0;-252.0
-168.0;-393.0;36.0;-356.0;155.0;114.0;-252.0
-168.0;-392.0;37.0;-355.0;153.0;113.0;-251.0
-168.0;-392.0;36.0;-355.0;153.0;113.0;-251.0
-168.0;-391.0;36.0;-354.0;152.0;114.0;-250.0
-167.0;-391.0;36.0;-352.0;151.0;113.0;-250.0
-166.0;-389.0;37.0;-351.0;148.0;111.0;-248.0
-165.0;-388.0;38.0;-349.0;146.0;110.0;-247.0
-163.0;-387.0;40.0;-348.0;144.0;109.0;-246.0
-163.0;-386.0;41.0;-346.0;142.0;107.0;-246.0
-162.0;-386.0;42.0;-344.0;141.0;106.0;-246.0
-162.0;-385.0;41.0;-344.0;141.0;106.0;-245.0
-165.0;-387.0;40.0;-343.0;142.0;107.0;-246.0
-166.0;-387.0;41.0;-344.0;142.0;107.0;-246.0
-166.0;-388.0;41.0;-344.0;143.0;106.0;-246.0
-166.0;-389.0;42.0;-345.0;144.0;106.0;-248.0
-169.0;-391.0;41.0;-350.0;150.0;105.0;-252.0
-169.0;-392.0;40.0;-354.0;153.0;107.0;-252.0
-178.0;-469.0;22.0;-404.0;204.0;29.0;-274.0
-169.0;-391.0;33.0;-358.0;159.0;111.0;-254.0
-165.0;-387.0;28.0;-357.0;159.0;115.0;-254.0
-163.0;-385.0;26.0;-355.0;158.0;117.0;-254.0
-160.0;-381.0;23.0;-350.0;154.0;120.0;-254.0
-159.0;-380.0;21.0;-348.0;151.0;121.0;-255.0
-156.0;-377.0;20.0;-338.0;143.0;124.0;-256.0
-155.0;-376.0;21.0;-335.0;139.0;123.0;-255.0
-155.0;-376.0;23.0;-334.0;138.0;120.0;-255.0
-155.0;-377.0;26.0;-336.0;140.0;117.0;-255.0
-155.0;-377.0;26.0;-338.0;142.0;116.0;-254.0
-155.0;-376.0;26.0;-344.0;148.0;114.0;-253.0
-152.0;-375.0;25.0;-349.0;153.0;116.0;-253.0
-156.0;-379.0;22.0;-349.0;154.0;120.0;-255.0
-157.0;-379.0;21.0;-351.0;155.0;122.0;-255.0
-159.0;-381.0;21.0;-350.0;155.0;122.0;-256.0
-159.0;-382.0;21.0;-351.0;155.0;122.0;-256.0
-159.0;-383.0;22.0;-351.0;155.0;121.0;-256.0
-159.0;-383.0;23.0;-352.0;156.0;121.0;-256.0
-159.0;-383.0;24.0;-352.0;157.0;120.0;-255.0
-159.0;-383.0;24.0;-349.0;155.0;121.0;-253.0
-160.0;-383.0;25.0;-349.0;155.0;121.0;-253.0
-161.0;-383.0;25.0;-350.0;154.0;121.0;-254.0
-161.0;-383.0;25.0;-350.0;155.0;121.0;-255.0
-161.0;-383.0;24.0;-351.0;155.0;121.0;-256.0
-160.0;-383.0;23.0;-352.0;156.0;122.0;-256.0
-159.0;-382.0;21.0;-351.0;158.0;124.0;-259.0
-159.0;-382.0;20.0;-352.0;158.0;125.0;-259.0
-159.0;-382.0;20.0;-352.0;158.0;125.0;-260.0
-159.0;-383.0;19.0;-351.0;157.0;126.0;-261.0
-158.0;-383.0;19.0;-350.0;156.0;125.0;-260.0
-158.0;-383.0;20.0;-350.0;155.0;125.0;-260.0
-159.0;-383.0;20.0;-350.0;155.0;125.0;-259.0
-159.0;-384.0;20.0;-350.0;155.0;125.0;-259.0
-160.0;-384.0;21.0;-351.0;155.0;125.0;-259.0
-161.0;-384.0;18.0;-352.0;158.0;127.0;-260.0
-158.0;-379.0;12.0;-355.0;162.0;130.0;-259.0
-156.0;-377.0;11.0;-355.0;163.0;131.0;-260.0
-154.0;-375.0;11.0;-355.0;162.0;131.0;-259.0
-152.0;-374.0;10.0;-353.0;161.0;131.0;-259.0
-150.0;-372.0;11.0;-352.0;159.0;131.0;-260.0
-149.0;-370.0;10.0;-351.0;158.0;132.0;-259.0
-148.0;-368.0;10.0;-348.0;155.0;132.0;-259.0
-147.0;-369.0;12.0;-343.0;149.0;132.0;-259.0
-148.0;-370.0;12.0;-341.0;146.0;132.0;-259.0
-150.0;-372.0;13.0;-339.0;145.0;131.0;-259.0
-151.0;-374.0;14.0;-338.0;143.0;130.0;-259.0
-151.0;-373.0;14.0;-338.0;142.0;128.0;-258.0
-151.0;-373.0;15.0;-339.0;143.0;126.0;-256.0
-150.0;-372.0;20.0;-341.0;144.0;117.0;-253.0
-150.0;-371.0;24.0;-342.0;144.0;113.0;-251.0
-149.0;-369.0;25.0;-345.0;146.0;110.0;-250.0
-151.0;-369.0;26.0;-345.0;148.0;110.0;-249.0
-153.0;-369.0;25.0;-347.0;150.0;111.0;-249.0
-160.0;-371.0;15.0;-348.0;153.0;125.0;-256.0
-162.0;-372.0;10.0;-347.0;153.0;132.0;-260.0
-163.0;-373.0;4.0;-346.0;154.0;138.0;-264.0
-163.0;-374.0;-1.0;-345.0;155.0;143.0;-268.0
-164.0;-375.0;-4.0;-346.0;156.0;148.0;-273.0
-165.0;-376.0;-7.0;-347.0;158.0;152.0;-279.0
-144.0;-362.0;-11.0;-368.0;147.0;205.0;-357.0
-16.0;-329.0;5.0;-246.0;109.0;85.0;-312.0
-171.0;-391.0;-27.0;-378.0;192.0;180.0;-303.0
-174.0;-394.0;-35.0;-389.0;202.0;186.0;-303.0
-175.0;-395.0;-38.0;-393.0;206.0;188.0;-302.0
-54.0;-285.0;73.0;-76.0;-23.0;5.0;-174.0
-49.0;-289.0;21.0;-149.0;38.0;68.0;-213.0
-45.0;-299.0;-17.0;-191.0;79.0;103.0;-231.0
-37.0;-312.0;-49.0;-232.0;120.0;135.0;-250.0
-26.0;-317.0;-67.0;-260.0;147.0;150.0;-262.0
-25.0;-317.0;-66.0;-289.0;182.0;131.0;-276.0
-41.0;-321.0;-47.0;-293.0;185.0;98.0;-293.0
-58.0;-328.0;-33.0;-301.0;199.0;63.0;-312.0
-19.0;-280.0;16.0;-147.0;27.0;87.0;-203.0
-36.0;-312.0;-32.0;-246.0;116.0;137.0;-248.0
-51.0;-325.0;-39.0;-284.0;149.0;135.0;-267.0
-86.0;-353.0;-9.0;-316.0;172.0;67.0;-303.0
-94.0;-366.0;4.0;-330.0;186.0;23.0;-317.0
-306.0;-479.0;-162.0;-520.0;457.0;229.0;-559.0
-323.0;-244.0;-4.0;-571.0;325.0;36.0;-215.0
-361.0;-316.0;-202.0;-532.0;330.0;127.0;-406.0
-272.0;-293.0;-27.0;-349.0;197.0;103.0;-259.0
-231.0;-260.0;30.0;-307.0;135.0;47.0;-232.0
-200.0;-251.0;66.0;-275.0;91.0;18.0;-236.0
-390.0;-125.0;155.0;-91.0;-180.0;-136.0;-272.0
-220.0;-408.0;0.0;-321.0;161.0;66.0;-229.0
-210.0;-415.0;5.0;-318.0;156.0;62.0;-210.0
-244.0;-380.0;42.0;-268.0;104.0;23.0;-210.0
-252.0;-280.0;32.0;-270.0;110.0;27.0;-279.0
-165.0;-268.0;36.0;-273.0;111.0;20.0;-256.0
-160.0;-266.0;36.0;-274.0;113.0;18.0;-252.0
-154.0;-265.0;38.0;-276.0;115.0;16.0;-250.0
-155.0;-265.0;38.0;-277.0;115.0;15.0;-251.0
-155.0;-264.0;38.0;-278.0;114.0;14.0;-252.0
-152.0;-261.0;39.0;-278.0;113.0;11.0;-253.0
-150.0;-260.0;39.0;-276.0;111.0;11.0;-252.0
-142.0;-259.0;38.0;-273.0;110.0;13.0;-244.0
-131.0;-260.0;37.0;-269.0;109.0;16.0;-225.0
-106.0;-262.0;37.0;-266.0;107.0;18.0;-194.0
-94.0;-264.0;38.0;-265.0;106.0;18.0;-180.0
-79.0;-266.0;38.0;-265.0;106.0;18.0;-166.0
-64.0;-265.0;39.0;-264.0;105.0;17.0;-154.0
-48.0;-263.0;41.0;-263.0;104.0;13.0;-145.0
-38.0;-259.0;43.0;-263.0;103.0;10.0;-143.0
-35.0;-255.0;46.0;-263.0;101.0;6.0;-146.0
-37.0;-248.0;51.0;-259.0;96.0;0.0;-156.0
-40.0;-247.0;53.0;-257.0;94.0;-1.0;-157.0
-43.0;-247.0;53.0;-255.0;92.0;0.0;-152.0
52.0;-255.0;51.0;-304.0;121.0;56.0;-192.0
-43.0;-247.0;52.0;-252.0;90.0;1.0;-145.0
-40.0;-249.0;53.0;-247.0;89.0;3.0;-136.0
-36.0;-251.0;52.0;-245.0;87.0;5.0;-131.0
-174.0;-399.0;-19.0;-394.0;201.0;159.0;-296.0
-161.0;-388.0;-10.0;-384.0;188.0;150.0;-290.0
-155.0;-382.0;-6.0;-373.0;178.0;147.0;-286.0
-154.0;-380.0;-4.0;-368.0;173.0;146.0;-282.0
-154.0;-378.0;-3.0;-363.0;168.0;145.0;-279.0
-153.0;-375.0;0.0;-357.0;161.0;142.0;-274.0
-151.0;-370.0;7.0;-346.0;149.0;137.0;-265.0
-152.0;-365.0;14.0;-335.0;137.0;130.0;-257.0
-151.0;-363.0;18.0;-330.0;131.0;127.0;-253.0
-150.0;-361.0;22.0;-325.0;126.0;123.0;-250.0
-148.0;-357.0;25.0;-320.0;121.0;119.0;-246.0
-147.0;-356.0;26.0;-320.0;120.0;118.0;-245.0
-146.0;-354.0;27.0;-318.0;119.0;116.0;-244.0
-144.0;-352.0;28.0;-318.0;118.0;113.0;-243.0
-141.0;-351.0;30.0;-318.0;119.0;111.0;-243.0
-136.0;-349.0;33.0;-321.0;120.0;106.0;-246.0
-135.0;-350.0;33.0;-323.0;123.0;107.0;-247.0
-135.0;-350.0;32.0;-324.0;125.0;108.0;-249.0
-136.0;-352.0;29.0;-328.0;129.0;110.0;-252.0
-136.0;-353.0;28.0;-329.0;130.0;111.0;-254.0
-137.0;-355.0;27.0;-330.0;132.0;112.0;-255.0
-137.0;-356.0;26.0;-330.0;133.0;114.0;-256.0
-137.0;-357.0;25.0;-331.0;133.0;115.0;-257.0
-136.0;-357.0;24.0;-332.0;134.0;115.0;-257.0
-134.0;-356.0;24.0;-331.0;133.0;114.0;-257.0
-131.0;-353.0;25.0;-329.0;130.0;112.0;-256.0
-126.0;-346.0;27.0;-326.0;126.0;110.0;-254.0
-122.0;-341.0;28.0;-322.0;123.0;108.0;-251.0
-118.0;-335.0;28.0;-318.0;120.0;106.0;-248.0
-112.0;-326.0;29.0;-314.0;116.0;104.0;-244.0
-105.0;-316.0;31.0;-308.0;110.0;100.0;-239.0
-96.0;-304.0;33.0;-301.0;103.0;93.0;-232.0
-86.0;-293.0;37.0;-292.0;95.0;86.0;-225.0
-60.0;-261.0;66.0;-257.0;54.0;52.0;-201.0
19.0;-235.0;158.0;-289.0;-43.0;54.0;-216.0
-17.0;-256.0;53.0;-242.0;81.0;4.0;-121.0
40.0;-230.0;77.0;-321.0;124.0;7.0;-148.0
-242.0;-277.0;21.0;-285.0;128.0;66.0;-278.0
-199.0;-272.0;25.0;-282.0;124.0;62.0;-259.0
-163.0;-269.0;31.0;-277.0;119.0;57.0;-241.0
-140.0;-267.0;36.0;-272.0;113.0;51.0;-226.0
-127.0;-266.0;42.0;-268.0;107.0;45.0;-215.0
-118.0;-264.0;47.0;-264.0;103.0;39.0;-207.0
-114.0;-258.0;55.0;-260.0;96.0;29.0;-196.0
-114.0;-257.0;60.0;-257.0;91.0;24.0;-194.0
-106.0;-257.0;61.0;-256.0;90.0;21.0;-189.0
-102.0;-257.0;63.0;-254.0;87.0;18.0;-183.0
82.0;-180.0;80.0;-276.0;68.0;-34.0;-110.0
-10.0;-246.0;54.0;-241.0;79.0;4.0;-126.0
-13.0;-242.0;55.0;-240.0;78.0;2.0;-131.0
-17.0;-239.0;56.0;-239.0;76.0;0.0;-133.0
-65.0;-313.0;261.0;13.0;-218.0;-197.0;95.0
-59.0;-237.0;115.0;-131.0;-11.0;-7.0;-128.0
-110.0;-380.0;55.0;-232.0;59.0;48.0;-262.0
-93.0;-252.0;63.0;-253.0;86.0;18.0;-179.0
-118.0;-259.0;64.0;-252.0;84.0;16.0;-184.0
-110.0;-258.0;63.0;-253.0;85.0;16.0;-182.0
-105.0;-257.0;63.0;-252.0;85.0;17.0;-179.0
-98.0;-255.0;62.0;-252.0;86.0;17.0;-177.0
-96.0;-254.0;62.0;-253.0;86.0;18.0;-175.0
-112.0;-257.0;61.0;-254.0;87.0;20.0;-181.0
-109.0;-256.0;61.0;-254.0;88.0;20.0;-182.0
-97.0;-254.0;60.0;-254.0;88.0;20.0;-180.0
-103.0;-253.0;60.0;-254.0;88.0;20.0;-178.0
-117.0;-257.0;60.0;-254.0;88.0;20.0;-183.0
-116.0;-258.0;60.0;-254.0;88.0;20.0;-186.0
-111.0;-258.0;60.0;-254.0;88.0;20.0;-185.0
-101.0;-292.0;72.0;-186.0;29.0;28.0;-198.0
-111.0;-302.0;52.0;-203.0;44.0;44.0;-219.0
-124.0;-311.0;27.0;-223.0;65.0;69.0;-241.0
-138.0;-322.0;-5.0;-249.0;92.0;98.0;-266.0
-109.0;-258.0;60.0;-253.0;88.0;19.0;-185.0
-109.0;-254.0;60.0;-253.0;87.0;18.0;-183.0
-125.0;-254.0;60.0;-253.0;87.0;18.0;-186.0
-127.0;-256.0;61.0;-253.0;87.0;17.0;-193.0
-106.0;-251.0;62.0;-252.0;85.0;17.0;-187.0
-107.0;-249.0;61.0;-252.0;85.0;17.0;-189.0
-97.0;-247.0;61.0;-252.0;85.0;18.0;-188.0
-170.0;-352.0;-62.0;-291.0;146.0;143.0;-321.0
-491.0;-552.0;-185.0;-458.0;357.0;299.0;-501.0
-22.0;-237.0;57.0;-237.0;75.0;1.0;-125.0
54.0;-286.0;20.0;-294.0;133.0;65.0;-274.0
76.0;-259.0;28.0;-291.0;133.0;54.0;-227.0
69.0;-264.0;32.0;-287.0;129.0;47.0;-224.0
-86.0;-244.0;61.0;-251.0;85.0;18.0;-185.0
-87.0;-245.0;60.0;-251.0;84.0;19.0;-185.0
-90.0;-246.0;59.0;-251.0;85.0;22.0;-186.0
-81.0;-244.0;58.0;-251.0;85.0;23.0;-184.0
-79.0;-244.0;58.0;-251.0;86.0;24.0;-182.0
-91.0;-246.0;56.0;-252.0;88.0;25.0;-184.0
-22.0;-239.0;56.0;-236.0;75.0;1.0;-120.0
-20.0;-248.0;56.0;-238.0;76.0;0.0;-113.0
-18.0;-250.0;57.0;-239.0;77.0;-1.0;-111.0
-13.0;-249.0;58.0;-239.0;77.0;-3.0;-111.0
-10.0;-246.0;60.0;-241.0;77.0;-5.0;-112.0
-80.0;-243.0;56.0;-254.0;89.0;26.0;-182.0
-69.0;-239.0;56.0;-256.0;91.0;25.0;-178.0
-73.0;-241.0;55.0;-258.0;92.0;25.0;-178.0
-87.0;-245.0;55.0;-260.0;95.0;25.0;-181.0
-85.0;-246.0;54.0;-262.0;97.0;25.0;-182.0
-73.0;-244.0;54.0;-268.0;102.0;24.0;-177.0
-86.0;-246.0;56.0;-268.0;102.0;23.0;-179.0
-84.0;-245.0;56.0;-268.0;102.0;23.0;-180.0
-73.0;-243.0;58.0;-266.0;100.0;23.0;-177.0
-63.0;-240.0;59.0;-263.0;98.0;23.0;-174.0
-58.0;-239.0;60.0;-260.0;95.0;22.0;-170.0
-70.0;-240.0;62.0;-257.0;92.0;22.0;-173.0
58.0;-272.0;37.0;-283.0;125.0;39.0;-222.0
43.0;-280.0;41.0;-279.0;120.0;32.0;-219.0
26.0;-286.0;45.0;-274.0;114.0;25.0;-216.0
-2.0;-291.0;51.0;-265.0;103.0;13.0;-204.0
-8.0;-290.0;54.0;-260.0;99.0;10.0;-195.0
-10.0;-285.0;56.0;-256.0;94.0;5.0;-186.0
-23.0;-279.0;62.0;-244.0;82.0;-4.0;-170.0
-51.0;-277.0;67.0;-235.0;73.0;-8.0;-159.0
-128.0;-274.0;67.0;-222.0;67.0;5.0;-140.0
-206.0;-328.0;114.0;-243.0;25.0;-2.0;-94.0
-261.0;-293.0;35.0;-253.0;100.0;40.0;-143.0
-250.0;-306.0;126.0;-216.0;-13.0;-71.0;77.0
-321.0;-349.0;85.0;-229.0;29.0;52.0;-73.0
-352.0;-379.0;30.0;66.0;340.0;-81.0;-171.0
-286.0;-317.0;16.0;-264.0;121.0;59.0;-132.0
-346.0;-348.0;18.0;-299.0;106.0;125.0;-85.0
-388.0;-519.0;22.0;-332.0;116.0;135.0;50.0
-10.0;-237.0;60.0;-242.0;79.0;-6.0;-119.0
-11.0;-228.0;62.0;-240.0;77.0;-7.0;-115.0
-10.0;-227.0;62.0;-239.0;77.0;-7.0;-110.0
-10.0;-228.0;61.0;-237.0;77.0;-6.0;-106.0
-6.0;-238.0;61.0;-236.0;76.0;-6.0;-104.0
-2.0;-238.0;61.0;-236.0;75.0;-7.0;-106.0
2.0;-237.0;62.0;-236.0;75.0;-9.0;-109.0
4.0;-234.0;63.0;-236.0;75.0;-9.0;-114.0
7.0;-221.0;64.0;-235.0;74.0;-10.0;-112.0
-1.0;-230.0;62.0;-237.0;74.0;-5.0;-105.0
4.0;-240.0;61.0;-238.0;76.0;-5.0;-103.0
5.0;-239.0;62.0;-239.0;76.0;-6.0;-107.0
-89.0;-242.0;67.0;-252.0;87.0;18.0;-183.0
-86.0;-239.0;71.0;-250.0;83.0;13.0;-183.0
-81.0;-236.0;76.0;-247.0;79.0;7.0;-181.0
-75.0;-231.0;81.0;-244.0;76.0;1.0;-179.0
-69.0;-228.0;86.0;-243.0;74.0;-5.0;-176.0
-65.0;-226.0;90.0;-242.0;72.0;-9.0;-173.0
-60.0;-225.0;94.0;-241.0;69.0;-13.0;-169.0
-36.0;-216.0;97.0;-235.0;66.0;-14.0;-148.0
-20.0;-212.0;100.0;-231.0;64.0;-16.0;-131.0
-10.0;-210.0;103.0;-227.0;60.0;-19.0;-121.0
3.0;-215.0;107.0;-226.0;57.0;-21.0;-109.0
10.0;-214.0;108.0;-226.0;57.0;-23.0;-105.0
18.0;-206.0;111.0;-227.0;57.0;-34.0;-97.0
21.0;-202.0;111.0;-229.0;58.0;-39.0;-97.0
25.0;-150.0;225.0;-232.0;-1.0;-147.0;-103.0
129.0;-137.0;239.0;-212.0;-17.0;-279.0;-52.0
28.0;-209.0;108.0;-238.0;64.0;-45.0;-103.0
1.0;-180.0;124.0;-328.0;105.0;-64.0;-109.0
21.0;-218.0;103.0;-243.0;70.0;-44.0;-104.0
13.0;-233.0;130.0;-297.0;76.0;-75.0;-121.0
2.0;-218.0;89.0;-244.0;77.0;-30.0;-108.0
-4.0;-220.0;85.0;-244.0;77.0;-26.0;-115.0
-7.0;-223.0;80.0;-242.0;77.0;-23.0;-121.0
22.0;-239.0;94.0;-176.0;-9.0;27.0;-56.0
-179.0;-398.0;-42.0;-399.0;212.0;189.0;-302.0
7.0;-248.0;105.0;-149.0;-36.0;21.0;-55.0
28.0;-203.0;177.0;7.0;-173.0;-56.0;-42.0
174.0;-56.0;262.0;44.0;-221.0;-190.0;95.0
44.0;-169.0;238.0;-326.0;78.0;-168.0;-126.0
135.0;-77.0;199.0;-62.0;-129.0;-118.0;9.0
-66.0;-249.0;118.0;-237.0;-40.0;-210.0;-248.0
29.0;-260.0;64.0;-382.0;175.0;25.0;-207.0
-301.0;-422.0;-16.0;-342.0;181.0;126.0;-259.0
-359.0;-537.0;-84.0;-493.0;480.0;85.0;-155.0
83.0;-89.0;314.0;170.0;-349.0;-244.0;21.0
498.0;566.0;585.0;628.0;-798.0;-659.0;708.0
60.0;358.0;-22.0;269.0;-88.0;-62.0;149.0
13.0;50.0;-330.0;-169.0;370.0;312.0;-103.0
-102.0;-485.0;147.0;-76.0;-55.0;-174.0;-203.0
-258.0;-116.0;90.0;-173.0;139.0;-140.0;-299.0
-260.0;-608.0;653.0;-605.0;-59.0;-605.0;-451.0
-50.0;-343.0;5.0;-300.0;145.0;83.0;-358.0
-303.0;-263.0;32.0;-275.0;189.0;-50.0;-501.0
29.0;-188.0;128.0;-65.0;-71.0;-68.0;-100.0
-57.0;-301.0;129.0;-218.0;40.0;-41.0;-212.0
-386.0;-303.0;214.0;-297.0;-102.0;-297.0;-167.0
-78.0;-458.0;135.0;-194.0;-15.0;-135.0;-241.0
-123.0;-388.0;72.0;-273.0;86.0;15.0;-293.0
-132.0;-388.0;52.0;-232.0;60.0;53.0;-264.0
-145.0;-394.0;49.0;-235.0;64.0;59.0;-268.0
-89.0;-327.0;103.0;-260.0;54.0;-33.0;-225.0
-96.0;-333.0;100.0;-277.0;60.0;-23.0;-226.0
-153.0;-400.0;45.0;-241.0;73.0;66.0;-271.0
-184.0;-437.0;25.0;-310.0;129.0;70.0;-293.0
-373.0;-516.0;30.0;-285.0;96.0;103.0;-452.0
470.0;534.0;-35.0;316.0;-127.0;-119.0;242.0
60.0;-203.0;161.0;-303.0;68.0;-108.0;-142.0
56.0;-208.0;86.0;-226.0;17.0;9.0;-85.0
-76.0;-347.0;97.0;-257.0;71.0;10.0;-258.0
-79.0;-350.0;90.0;-233.0;57.0;23.0;-268.0
63.0;-195.0;120.0;-208.0;-1.0;-23.0;-116.0
-82.0;-346.0;78.0;-227.0;54.0;29.0;-275.0
-60.0;-330.0;161.0;-261.0;-9.0;-20.0;-275.0
