InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
1757;727.0;-18;733.0;?;6784;-6784;1757
2122;650.0;109;704.0;-72;6320;-6320;2122
939;543.0;59;785.0;-84;?;-2883;939
-1248;496.0;-114;880.0;87;-2427;2427;-1248
-2206;469.0;-195;855.0;121;?;1224;-2206
-983;443.0;-774;723.0;470;?;1891;-983
-1416;336.0;-556;686.0;219;-3021;3021;-1416
-1994;255.0;-1082;630.0;349;-706;706;-1994
-128;223.0;-2121;507.0;1081;-564;564;-128
418;230.0;-984;353.0;580;-1;1;418
131;160.0;-578;295.0;410;121;-121;131
221;2.0;-987;-7.0;684;-267;267;221
-41;-507.0;-450;-405.0;148;-70;70;-41
-113;-827.0;-315;-680.0;-65;-212;212;-113
-68;-750.0;-162;-981.0;-168;-226;226;-68
-129;-640.0;?;-1324.0;-178;-279;279;-129
-113;-699.0;-92;-1703.0;163;-246;246;-113
-112;-796.0;851;-2056.0;-281;-339;339;-112
-204;-801.0;866;-2288.0;590;-668;668;-204
-119;-740.0;2435;-2325.0;-736;-850;850;-119
-119;-816.0;3223;-2076.0;-2445;-1882;1882;-119
-138;-791.0;403;-1625.0;262;-3448;3448;-138
-727;-739.0;1577;-1111.0;-213;-5531;?;-727
-2295;-672.0;1223;-524.0;-253;-9751;9751;?
-1310;?;-1318;90.0;1761;-10168;10168;-1310
2141;72.0;-405;714.0;851;-6115;6115;2141
2464;559.0;-172;1264.0;310;-2301;2301;2464
486;741.0;-48;1953.0;94;1785;-1785;486
408;1107.0;171;2615.0;-77;3528;-3528;408
911;1160.0;-22;2457.0;78;4039;-4039;911
459;843.0;104;2113.0;-12;5467;-5467;459
1243;914.0;51;1704.0;21;6021;-6021;1243
1504;1143.0;48;1336.0;30;6379;-6379;1504
1118;1132.0;73;1181.0;7;6605;?;1118
1897;988.0;52;952.0;15;6796;-6796;1897
243;947.0;25;755.0;47;7048;-7048;243
2984;785.0;58;700.0;-49;4598;-4598;2984
4026;694.0;-27;700.0;-17;455;-455;4026
-3629;599.0;-183;?;101;-2705;2705;-3629
-3372;537.0;?;?;128;-4642;4642;-3372
595;481.0;-464;435.0;272;-3886;3886;595
-245;408.0;-841;?;217;-2565;2565;-245
-406;315.0;-2153;313.0;536;-1343;1343;-406
57;295.0;-2119;151.0;736;109;-109;57
196;151.0;-648;194.0;377;-90;90;196
152;-121.0;-949;83.0;644;-177;177;152
46;?;-854;-341.0;?;?;59;?
-6;-1260.0;-224;-636.0;-73;-282;282;-6
-32;-1435.0;-371;-1039.0;-44;-224;224;-32
-41;-1348.0;-193;-1574.0;-27;-335;335;?
5;-1303.0;-87;-2039.0;121;?;323;5
-69;-1220.0;457;-2366.0;101;-224;224;-69
-91;-1174.0;1430;-2526.0;-149;-489;489;-91
-90;-1118.0;1972;-2544.0;-270;-545;545;-90
-127;-1050.0;3541;-2306.0;-1771;-1651;1651;-127
62;-964.0;1060;-1891.0;165;-2518;2518;62
-32;-886.0;?;-1367.0;1805;-3454;3454;-32
?;-712.0;1706;-777.0;-2342;-7203;7203;-882
-1486;-501.0;964;-22.0;637;-9499;9499;-1486
-763;-121.0;-1056;773.0;2402;-10242;10242;-763
321;519.0;1083;1324.0;-1464;-5824;5824;321
678;947.0;138;1749.0;-10;1901;-1901;678
?;1191.0;6;2173.0;152;2619;-2619;711
728;1594.0;270;2122.0;-257;3033;-3033;728
782;1312.0;?;1687.0;283;5180;-5180;782
528;1062.0;189;1510.0;-128;5265;-5265;528
825;1226.0;45;1360.0;87;5485;-5485;?
1339;1302.0;101;?;14;6197;-6197;1339
1507;1152.0;110;1021.0;-4;6849;-6849;1507
1859;903.0;73;839.0;?;6834;-6834;1859
1361;770.0;30;751.0;76;6421;-6421;1361
2658;710.0;1;780.0;-35;2890;-2890;2658
990;?;-30;760.0;-8;-1252;1252;990
-4002;550.0;-303;727.0;?;-2697;2697;-4002
-2293;469.0;-494;569.0;213;-4009;4009;-2293
46;406.0;-271;473.0;-36;-3649;3649;?
-632;328.0;-755;422.0;-103;-2260;2260;-632
-358;223.0;-2561;364.0;507;-1111;1111;-358
-75;?;-2490;231.0;864;0;0;-75
196;?;-815;210.0;447;-119;119;196
212;-192.0;?;-109.0;517;-145;145;212
-2;-731.0;-803;-504.0;406;-121;121;-2
-54;-1242.0;?;-799.0;142;-256;256;-54
-10;-1349.0;-350;-1269.0;-58;-226;226;-10
-46;-1325.0;-169;-1749.0;28;-267;267;-46
-47;-1193.0;-110;-2147.0;129;-264;264;-47
6;-1127.0;699;-2324.0;-107;-413;413;6
-54;?;1744;-2437.0;155;?;595;-54
-82;-1126.0;2843;-2358.0;-1294;-998;998;-82
22;?;3294;?;-1753;-1546;1546;22
201;-1017.0;1226;-1682.0;468;-2336;2336;201
-93;-905.0;-148;-1172.0;30;-4760;4760;-93
-1943;-753.0;1426;-581.0;-1949;-8707;8707;-1943
-2586;-500.0;1887;92.0;-2309;-10588;10588;-2586
1318;28.0;1136;693.0;-1584;-7411;7411;1318
2679;582.0;683;1134.0;-532;-1425;1425;2679
130;900.0;55;1606.0;13;1934;?;130
334;1199.0;85;2046.0;10;2619;-2619;334
?;1543.0;127;1882.0;16;3963;-3963;549
601;888.0;?;1723.0;46;5213;-5213;601
1022;849.0;127;1495.0;12;5857;-5857;1022
1438;1096.0;60;1093.0;44;6332;-6332;1438
1777;1058.0;102;895.0;13;?;-6629;1777
?;992.0;91;747.0;4;6997;-6997;1320
1543;902.0;?;621.0;41;7288;-7288;1543
536;823.0;68;602.0;12;6833;-6833;536
1019;779.0;-140;?;1;2352;-2352;1019
804;735.0;-26;792.0;?;?;1728;804
-2447;628.0;?;853.0;202;-2306;2306;-2447
-1015;583.0;-1074;?;614;-4251;4251;-1015
1386;527.0;-504;817.0;431;-4347;?;1386
-210;432.0;-1445;858.0;148;?;1742;-210
-601;361.0;-2498;726.0;451;-377;377;-601
317;303.0;-1325;602.0;533;-71;71;317
91;131.0;-977;447.0;?;-108;108;91
89;-134.0;-1068;-17.0;715;-170;170;89
16;-773.0;-460;-395.0;104;-265;265;16
-158;-1115.0;-436;-758.0;-68;-286;286;-158
67;-1143.0;-281;-1213.0;-167;?;343;?
-25;-1116.0;-12;-1647.0;-105;?;342;-25
38;-1050.0;475;-1967.0;-96;-306;306;38
84;-1144.0;1643;-2163.0;-341;-369;369;84
-58;-1151.0;2408;-2251.0;158;-320;320;-58
224;-1181.0;3677;-2158.0;-2047;-736;736;224
-27;-1121.0;2241;-1909.0;-1940;-2126;2126;?
84;-959.0;601;-1547.0;525;-3841;3841;84
-264;-776.0;2314;-998.0;-1005;-6917;6917;-264
-2093;-695.0;1457;-475.0;-1090;-10015;10015;-2093
-569;-396.0;190;200.0;-73;-9064;9064;-569
1698;96.0;456;705.0;-214;-5770;5770;1698
666;457.0;135;1065.0;23;-981;?;666
-91;1094.0;165;1606.0;-37;2763;-2763;-91
375;1373.0;141;?;39;3020;-3020;375
593;1176.0;101;1604.0;71;4280;-4280;?
450;747.0;148;1431.0;11;5661;-5661;450
?;945.0;124;1209.0;23;5936;-5936;990
1248;1034.0;131;1129.0;42;6529;-6529;1248
1802;997.0;143;984.0;-10;6625;-6625;1802
1633;941.0;105;949.0;31;6884;-6884;1633
701;767.0;69;840.0;31;6964;-6964;701
3798;594.0;58;801.0;-196;4782;-4782;3798
?;?;-106;798.0;247;337;-337;3257
-3812;380.0;?;735.0;294;-3440;3440;-3812
-4019;368.0;-339;558.0;179;-4167;4167;-4019
-69;309.0;-748;391.0;861;-3324;3324;-69
-906;?;-1134;330.0;335;-2301;2301;-906
?;219.0;-734;296.0;-216;-634;634;-590
894;196.0;-365;128.0;165;217;-217;894
159;102.0;-811;?;421;-136;136;159
173;-77.0;-1120;-42.0;722;-147;147;?
122;-510.0;-854;-413.0;573;-122;122;122
-129;-938.0;-571;-636.0;89;-219;219;-129
-96;-1053.0;?;-961.0;-133;-318;318;-96
-34;-1085.0;-145;-1325.0;-135;-256;256;-34
-25;-1142.0;250;?;-121;-417;417;-25
-64;-1114.0;?;-1967.0;-17;-327;327;-64
31;-1039.0;1926;-2107.0;-71;-399;399;31
-128;-918.0;3417;-2103.0;-395;-1249;1249;-128
374;-805.0;3324;-1890.0;?;-1039;1039;?
-41;-787.0;-294;-1489.0;-39;-3363;3363;-41
193;-675.0;?;-1025.0;-1634;-4399;4399;193
-52;-538.0;1072;-483.0;-687;-4692;4692;-52
-1491;-303.0;843;206.0;2749;-9488;9488;-1491
1617;163.0;387;859.0;559;-7193;7193;1617
2109;752.0;495;1331.0;-1095;-1357;1357;2109
-544;985.0;10;1778.0;320;835;-835;-544
405;1241.0;150;2034.0;-124;2693;-2693;405
950;?;?;1515.0;19;3295;-3295;950
780;893.0;89;892.0;83;4893;-4893;780
828;934.0;142;488.0;-80;6205;-6205;828
1695;1107.0;76;-20.0;70;6240;-6240;1695
1132;916.0;137;-1072.0;-31;6639;-6639;1132
1903;471.0;75;-1994.0;41;7003;?;1903
30;-1115.0;3737;-436.0;-3328;-960;960;30
-14;-1029.0;1221;-325.0;-390;-2625;2625;-14
452;-924.0;?;-130.0;706;-4466;4466;452
?;-731.0;1178;27.0;-1096;-8259;8259;-230
-1583;-571.0;-120;83.0;1839;-10603;10603;-1583
-224;-208.0;130;-30.0;149;-8524;8524;-224
1521;208.0;467;-228.0;-818;-6081;6081;1521
424;412.0;?;-360.0;321;-12;12;424
-370;399.0;160;-259.0;-227;3842;-3842;-370
296;559.0;85;-77.0;101;3411;-3411;296
?;183.0;?;-102.0;13;5358;-5358;412
248;237.0;111;-145.0;-24;5843;-5843;248
194;700.0;96;74.0;23;6194;-6194;194
872;969.0;81;333.0;49;?;-7212;872
776;1022.0;64;611.0;17;6863;-6863;776
1253;939.0;100;803.0;-12;7535;-7535;1253
2074;877.0;16;962.0;26;6368;-6368;2074
3836;824.0;-45;1181.0;-46;3546;-3546;3836
6293;739.0;3;?;47;3604;-3604;?
-803;681.0;-151;1349.0;-208;1219;-1219;-803
?;613.0;-229;1092.0;183;-3155;3155;-3611
1312;422.0;-622;863.0;500;-3356;3356;1312
-557;197.0;-1846;609.0;240;-1912;1912;-557
-323;56.0;-2195;363.0;933;-555;555;-323
501;32.0;-1182;57.0;705;-32;32;501
-441;-217.0;-800;-168.0;260;-247;247;-441
154;-537.0;-880;-529.0;461;-345;345;154
-310;-917.0;-621;-858.0;177;-455;455;-310
-117;-1013.0;-460;-947.0;24;-522;522;-117
102;-957.0;-277;-1078.0;-45;-673;673;102
111;-1010.0;-61;-1435.0;12;-479;479;111
83;-1156.0;413;?;76;-462;462;83
169;-1198.0;1412;-2113.0;-23;-273;273;169
48;-1174.0;2222;-2197.0;-346;-499;499;48
33;?;3578;-2051.0;-1698;-928;928;33
380;-1076.0;2964;-1787.0;?;-1609;?;380
-194;-996.0;-1037;-1490.0;608;-4093;4093;-194
732;-992.0;76;?;-2000;-4027;4027;732
-773;-898.0;2167;-688.0;-1605;-5687;5687;-773
-1120;-592.0;-204;-29.0;2147;-9872;9872;-1120
2975;-66.0;87;757.0;-129;-6429;6429;2975
858;809.0;497;1552.0;-652;-273;273;858
-734;1064.0;-27;?;?;2692;-2692;-734
1028;1235.0;238;2597.0;-269;4196;-4196;1028
503;1128.0;26;2260.0;177;4913;-4913;503
402;783.0;120;1812.0;-22;5856;-5856;402
514;937.0;132;1320.0;-35;6283;-6283;?
1255;1040.0;85;1099.0;59;6169;-6169;1255
1416;1024.0;?;868.0;-25;6732;-6732;1416
1448;?;68;679.0;1;6877;-6877;1448
2313;730.0;72;554.0;-6;6921;-6921;2313
1445;667.0;18;536.0;-9;?;-4444;?
907;612.0;-67;657.0;-37;-1119;1119;?
1343;608.0;-167;777.0;101;-2913;2913;1343
-367;517.0;-446;768.0;133;-2994;2994;-367
147;395.0;-451;635.0;56;-3839;3839;147
1381;324.0;-262;518.0;-180;-2925;2925;1381
-401;266.0;-1821;379.0;50;-1527;1527;-401
-87;257.0;-3167;156.0;754;-408;?;-87
455;339.0;-1438;88.0;629;-93;93;455
17;288.0;-670;-87.0;617;-198;198;17
187;-151.0;-1003;-495.0;609;-218;218;187
-36;-731.0;-430;-722.0;57;?;291;-36
-23;-1083.0;-518;-1034.0;?;-287;287;-23
5;-1197.0;-279;-1386.0;-145;?;381;5
-34;-1145.0;70;-1762.0;-273;-315;315;-34
-38;-1092.0;227;-2079.0;237;-271;271;-38
-61;-1070.0;?;-2284.0;-377;-295;295;-61
-34;-1071.0;2201;-2301.0;-67;-544;?;-34
-53;-1011.0;3291;-2131.0;-101;?;1158;-53
136;-881.0;3261;-1788.0;-1398;?;1833;136
357;-768.0;-1331;-1343.0;479;-3461;3461;357
-658;?;-1099;-847.0;-1308;-6516;6516;-658
-2641;-365.0;?;-206.0;-1737;-9485;9485;-2641
-1026;-33.0;1297;612.0;1680;-9025;9025;-1026
1994;499.0;374;1369.0;-280;-4702;4702;?
666;909.0;313;1912.0;-481;-314;314;666
-282;1134.0;68;2340.0;396;2240;-2240;-282
477;1422.0;222;2416.0;-279;3561;-3561;477
558;1205.0;119;1838.0;152;4654;-4654;558
531;?;?;1494.0;-33;5617;-5617;531
630;733.0;153;1067.0;-8;5815;-5815;630
1262;936.0;132;774.0;28;6296;-6296;1262
736;896.0;172;622.0;-7;7185;?;736
1306;895.0;38;626.0;64;7043;-7043;1306
1941;816.0;137;587.0;-4;7101;?;1941
2260;669.0;10;587.0;-8;4384;-4384;2260
1205;636.0;-118;678.0;-25;-909;909;1205
-3808;540.0;69;710.0;12;-2672;2672;-3808
-3332;534.0;-783;562.0;160;-3917;3917;-3332
-1799;464.0;-289;?;92;-3823;3823;-1799
-2752;354.0;-888;408.0;-101;-1303;1303;?
-286;325.0;-2758;407.0;131;-495;495;-286
362;291.0;-1093;325.0;429;101;-101;362
8;138.0;-490;427.0;416;87;-87;8
290;-130.0;-1209;299.0;600;-337;337;290
?;-674.0;-569;-87.0;336;?;234;-46
-24;-1251.0;-561;-421.0;?;-367;367;-24
-98;-1322.0;-346;-980.0;-59;-322;322;-98
-109;-1277.0;-32;-1516.0;-61;-349;349;-109
-124;-1201.0;-128;-1943.0;435;-456;456;-124
-100;-1197.0;1280;-2242.0;?;-405;405;-100
-152;-1169.0;2331;-2390.0;427;-709;709;-152
-39;-1159.0;4155;-2360.0;-1578;-738;738;-39
-26;-1043.0;3669;-2120.0;-3363;-1198;1198;-26
-156;-922.0;-400;-1754.0;517;-4128;4128;-156
-595;-751.0;1370;-1260.0;-810;-7367;7367;-595
-1790;-568.0;1632;-648.0;1118;-9126;9126;-1790
518;?;-479;90.0;2916;-9432;9432;518
2319;300.0;935;840.0;-1344;-5408;5408;?
-209;715.0;300;?;-164;784;-784;-209
-69;1044.0;-3;1826.0;294;3030;-3030;-69
961;1438.0;320;2022.0;-326;3570;-3570;961
930;1063.0;8;1647.0;288;4662;-4662;?
663;729.0;199;?;-113;5708;-5708;663
1129;891.0;112;1112.0;81;6274;-6274;1129
1657;1047.0;98;940.0;71;6461;-6461;1657
962;1002.0;122;825.0;23;7094;-7094;962
2013;922.0;?;693.0;-8;7316;-7316;2013
270;869.0;122;683.0;-22;7190;-7190;270
2006;762.0;-67;715.0;-31;?;-3805;2006
4558;658.0;-29;878.0;-62;-762;762;4558
-1572;595.0;-278;841.0;114;-1942;1942;-1572
-2716;558.0;-1023;?;548;-3786;3786;-2716
-412;460.0;?;704.0;879;-4574;4574;-412
-1041;360.0;-1381;670.0;354;-1260;1260;-1041
-203;?;?;614.0;160;755;-755;-203
373;292.0;-1882;453.0;583;?;?;373
231;162.0;-907;375.0;479;-206;206;231
?;?;?;-91.0;553;-92;92;183
89;-668.0;-707;-576.0;?;-216;216;89
-22;-1048.0;-436;-841.0;-26;-218;218;-22
-13;-1107.0;-144;-1201.0;-133;-286;286;-13
-65;-1133.0;13;-1563.0;-52;-227;227;-65
-102;-1157.0;515;-1885.0;-59;-185;185;-102
-101;-1162.0;1846;-2121.0;-340;-186;186;-101
-162;-1107.0;?;-2193.0;-69;-334;334;-162
38;-1026.0;3103;-2158.0;-785;-722;722;38
68;-983.0;2000;-1867.0;-1262;?;1482;68
296;-862.0;407;-1486.0;-1031;-3118;3118;296
-28;-753.0;313;-995.0;-862;-6347;6347;-28
-1938;-575.0;147;-365.0;434;-9479;9479;-1938
-1488;-251.0;856;355.0;-1018;-9325;9325;-1488
1169;359.0;1003;1004.0;-1389;-6868;6868;1169
1135;907.0;-39;1492.0;?;-2181;2181;1135
-101;1088.0;178;2087.0;-50;2502;-2502;-101
276;1331.0;247;2386.0;-107;3314;-3314;276
655;1331.0;117;1961.0;186;4221;-4221;655
509;985.0;228;1532.0;-100;5752;-5752;509
1219;1000.0;151;1380.0;41;6139;-6139;1219
1221;1088.0;188;1064.0;-2;6612;-6612;1221
1400;1009.0;174;820.0;17;6586;-6586;1400
1655;915.0;145;639.0;-34;6912;-6912;?
?;810.0;147;651.0;-21;7395;-7395;558
3423;723.0;34;652.0;-88;4703;-4703;3423
4031;635.0;?;723.0;18;-340;340;4031
?;554.0;-282;737.0;148;-3144;3144;-5153
-8390;462.0;-410;580.0;?;-3537;3537;-8390
-1937;384.0;-192;425.0;322;-3474;3474;-1937
-1232;273.0;-771;331.0;268;-2573;2573;-1232
-1272;196.0;-908;240.0;-102;-739;739;-1272
905;143.0;-582;79.0;126;181;-181;905
-6;1.0;-997;18.0;564;-37;37;-6
141;-214.0;-993;-219.0;554;-100;100;141
252;-717.0;-670;-624.0;303;-42;42;252
-71;-1270.0;-537;-911.0;15;-125;125;-71
126;-1553.0;-225;-1252.0;-351;-202;202;126
-150;-1712.0;-148;-1578.0;-184;-204;204;-150
-69;-1657.0;384;-1905.0;-88;-246;246;-69
-8;-1630.0;1062;-2192.0;-57;-332;332;-8
-84;-1601.0;1079;-2452.0;198;-414;414;-84
?;-1451.0;?;-2561.0;?;-937;?;-145
-27;-1149.0;3701;-2410.0;-1577;-1987;1987;-27
388;-782.0;532;-2014.0;1073;-3380;3380;388
-346;-475.0;-1114;-1333.0;456;-6190;6190;-346
-2169;-289.0;?;-556.0;-1812;-9110;9110;-2169
-1197;-93.0;1743;392.0;520;-8740;8740;-1197
1875;477.0;402;1157.0;916;-5063;5063;1875
1403;919.0;118;1614.0;-439;-134;134;1403
-97;1170.0;173;2036.0;191;2457;-2457;-97
707;1573.0;181;2322.0;?;2828;-2828;707
903;1480.0;160;2165.0;-8;4323;-4323;903
808;?;155;1895.0;107;5394;-5394;808
974;876.0;168;1465.0;-71;6078;-6078;974
1432;1072.0;170;1206.0;52;6235;-6235;1432
1500;1111.0;?;1058.0;-33;6942;-6942;1500
1422;1119.0;152;891.0;27;7127;-7127;1422
2134;1004.0;117;703.0;69;6570;-6570;2134
2035;886.0;?;674.0;-58;7323;-7323;2035
524;774.0;46;776.0;55;1663;-1663;524
-5028;641.0;-370;779.0;-50;-4471;?;-5028
-5171;583.0;-250;622.0;91;-3883;?;-5171
399;470.0;-634;456.0;697;-3512;3512;399
-963;342.0;-1915;453.0;?;-2458;2458;-963
-855;244.0;-1699;484.0;201;?;582;-855
711;229.0;-3244;294.0;854;-103;103;711
-234;48.0;-3246;217.0;936;-36;36;-234
328;-192.0;?;-32.0;585;-131;131;328
52;-621.0;-761;-381.0;462;-296;296;52
-137;-973.0;?;-633.0;114;-360;360;-137
-11;-1095.0;-79;-862.0;-118;-347;347;-11
-145;-1073.0;-188;-1348.0;203;-452;452;-145
-11;-1148.0;422;-1908.0;2;-431;431;-11
-103;-1182.0;1770;-2302.0;88;-486;486;-103
-113;-1132.0;3187;-2456.0;-793;-635;635;-113
-86;-1107.0;3521;-2411.0;-2905;-1141;1141;-86
31;-1080.0;?;-2168.0;-1145;-2237;2237;?
340;-1000.0;248;?;1192;-3495;?;340
-820;-900.0;?;-1331.0;441;-7535;7535;-820
-2464;-837.0;1137;-649.0;-1273;-10504;10504;-2464
-163;-468.0;1208;59.0;-2140;-8807;8807;-163
2963;249.0;273;559.0;?;-5957;5957;2963
1397;?;85;943.0;260;-216;216;1397
264;1034.0;72;1539.0;-137;3683;-3683;264
1304;1371.0;96;1767.0;99;2830;-2830;1304
986;1075.0;85;1641.0;33;?;-3864;986
1073;766.0;112;1663.0;8;5870;-5870;1073
1417;1021.0;109;1475.0;35;6250;-6250;1417
1273;1101.0;117;1295.0;13;6265;-6265;1273
1740;1045.0;52;1276.0;14;6685;-6685;1740
1438;1057.0;96;1195.0;50;6361;-6361;1438
1610;975.0;0;1143.0;-27;5848;-5848;1610
1828;868.0;-81;1176.0;16;3378;-3378;1828
-2535;721.0;1;1161.0;377;-2271;2271;-2535
-5521;590.0;-467;1009.0;239;-4444;4444;-5521
-1077;520.0;-315;?;285;-3594;3594;-1077
684;463.0;-888;556.0;521;-3225;3225;684
-1597;420.0;-1977;525.0;128;-1524;?;-1597
-167;344.0;-907;425.0;81;-101;101;-167
585;207.0;-534;362.0;453;-41;41;585
?;-61.0;-1071;271.0;612;?;66;50
360;-247.0;-761;-298.0;506;-42;42;360
-19;-862.0;-550;-662.0;216;-144;144;-19
26;-1240.0;?;-1091.0;1;-173;173;26
76;-1295.0;-317;-1601.0;-66;-122;122;?
-95;-1278.0;-38;-2062.0;?;-116;116;-95
-157;-1178.0;440;-2434.0;-35;?;164;-157
-125;-1209.0;1243;-2703.0;-90;-173;173;-125
?;-1157.0;?;-2871.0;-573;-488;488;-240
-193;-1118.0;3286;-2663.0;-649;-1019;1019;-193
51;-1088.0;2017;-2271.0;-644;-1774;1774;51
-69;?;331;-1767.0;-1494;-3278;3278;-69
-134;-870.0;-2013;-1174.0;-400;-5162;5162;-134
-1474;-677.0;-2291;-452.0;2504;-8525;8525;-1474
-963;-329.0;?;393.0;2101;-10140;10140;-963
1904;248.0;975;1117.0;-60;-6513;6513;1904
1089;752.0;177;1627.0;47;-1590;1590;1089
-438;802.0;65;1942.0;195;1712;-1712;-438
-52;1093.0;?;2157.0;-124;2928;-2928;-52
160;1455.0;132;1943.0;111;3782;-3782;160
279;1031.0;125;1846.0;46;5029;-5029;?
316;879.0;151;1543.0;8;5408;-5408;?
798;1070.0;153;1055.0;51;5934;-5934;798
1676;992.0;115;915.0;19;6307;-6307;1676
1752;924.0;171;839.0;57;6551;-6551;?
1812;860.0;83;746.0;-7;6563;-6563;1812
826;785.0;120;699.0;-46;6736;-6736;826
-214;682.0;37;742.0;-5;5259;-5259;-214
-390;591.0;-251;835.0;-130;-246;246;-390
-2868;505.0;-9;825.0;160;-3824;3824;-2868
-1586;460.0;-965;724.0;998;-3622;3622;-1586
874;411.0;-721;574.0;767;-3189;3189;874
-384;391.0;-378;457.0;-169;-1817;1817;-384
559;364.0;-2264;391.0;-7;-99;99;559
651;299.0;-1353;358.0;462;118;-118;651
-99;-36.0;-541;506.0;472;-58;58;?
253;-114.0;-1161;-17.0;549;-13;13;253
5;-703.0;-616;-429.0;305;-161;161;5
39;-1045.0;-398;-811.0;-102;-174;174;39
41;-1036.0;18;-1349.0;-268;-214;214;41
12;-988.0;381;-1731.0;-403;-245;245;12
10;-969.0;329;-1983.0;-199;-143;143;10
-32;-1100.0;785;-2133.0;-342;27;-27;-32
-28;-1039.0;751;-2301.0;-70;-125;125;-28
1;-964.0;1725;-2247.0;121;-303;303;1
-21;?;2628;-1977.0;-794;-371;371;-21
-86;?;1432;-1485.0;-391;-799;799;-86
151;-963.0;2275;-1012.0;-103;-1305;1305;151
-32;-747.0;-386;-435.0;-443;-3181;3181;-32
107;?;-2370;98.0;934;-4976;4976;107
-946;-140.0;?;567.0;1526;-7056;7056;-946
-1885;352.0;963;939.0;212;-9924;9924;-1885
1342;726.0;-156;1096.0;-202;-6725;6725;1342
1933;895.0;516;1236.0;7;-190;190;1933
354;898.0;-70;1651.0;-87;1782;-1782;354
1154;1377.0;198;2080.0;18;?;-2171;1154
771;1370.0;108;1957.0;13;3215;-3215;?
416;472.0;73;1690.0;-3;3443;-3443;416
499;430.0;160;950.0;5;4314;-4314;499
221;771.0;84;442.0;3;5471;-5471;221
-500;720.0;68;309.0;70;5027;-5027;-500
-1144;721.0;84;216.0;21;3588;-3588;?
-710;626.0;136;187.0;-68;2171;-2171;-710
?;512.0;?;244.0;-85;1131;-1131;220
1923;333.0;118;396.0;-45;307;-307;1923
3069;?;-58;381.0;49;137;?;3069
2128;6.0;70;214.0;9;-513;513;2128
1091;16.0;-88;21.0;-46;-890;890;1091
48;46.0;-256;-46.0;31;?;1369;48
-502;64.0;-101;7.0;77;-2507;2507;-502
1125;79.0;-884;-29.0;247;1028;-1028;1125
312;-11.0;-202;-270.0;?;5029;-5029;312
-1347;-128.0;?;-580.0;453;2492;-2492;-1347
-204;-125.0;-3278;-676.0;748;-448;448;-204
-5;-21.0;-649;-702.0;582;15;-15;-5
-104;-84.0;-87;-709.0;-153;222;-222;-104
2;-527.0;-380;?;-641;-56;56;2
-472;44.0;-352;-301.0;98;?;-2923;-472
-212;-114.0;-1617;-823.0;-459;?;-882;-212
-76;-229.0;?;-1240.0;-70;-776;776;-76
-36;-666.0;-434;-1269.0;800;305;-305;-36
-72;-895.0;-646;?;91;-100;100;-72
-68;-605.0;-193;-1247.0;-219;-16;16;-68
-23;-520.0;-144;-1253.0;-90;9;-9;-23
37;-142.0;59;-1154.0;-597;-64;64;37
15;83.0;1104;-1096.0;-956;60;-60;15
46;?;1380;-732.0;-320;97;-97;46
64;150.0;1384;-236.0;-496;-116;116;64
-137;-46.0;1313;108.0;-491;-496;496;-137
-405;-113.0;1282;219.0;-239;-638;638;?
-563;-280.0;1676;342.0;-1441;-1534;1534;-563
-494;-412.0;-195;546.0;?;-2652;2652;?
-562;-409.0;-1724;703.0;2703;-5716;5716;-562
-2593;-151.0;-92;764.0;-1460;-9075;9075;?
-2937;135.0;-120;818.0;512;-5576;5576;-2937
649;336.0;-1297;910.0;1616;1083;-1083;649
819;527.0;-457;1012.0;100;2777;-2777;819
-269;757.0;276;1039.0;71;3059;-3059;-269
763;826.0;91;1317.0;-151;3478;-3478;763
?;900.0;83;2038.0;27;?;-3560;1340
1826;1194.0;77;2400.0;22;3796;-3796;1826
1713;786.0;93;?;-50;2160;-2160;1713
2449;198.0;-47;1910.0;-33;1594;-1594;2449
1408;-266.0;?;1283.0;-74;?;314;1408
-1166;429.0;-232;361.0;-57;-832;832;-1166
-1324;?;-593;-440.0;215;3613;-3613;-1324
-795;82.0;-780;-443.0;405;4647;-4647;-795
-50;-147.0;-1851;-91.0;237;2739;-2739;-50
?;-372.0;-1252;181.0;545;594;-594;-184
-475;-546.0;-332;142.0;668;-374;374;-475
-71;-817.0;-562;-154.0;-106;26;-26;-71
-300;-1210.0;42;-292.0;-592;-221;221;-300
?;-1073.0;369;-520.0;-327;-268;268;-308
-237;-698.0;1079;-331.0;-386;-662;662;-237
-512;220.0;2366;-336.0;-1071;-1424;1424;-512
-555;500.0;1753;-588.0;-382;-2049;?;?
-662;345.0;2205;-484.0;-885;-3623;3623;-662
-666;164.0;1961;-244.0;-849;-4254;4254;-666
-1689;113.0;-783;-220.0;1920;-6795;6795;-1689
-2917;-133.0;296;-184.0;718;-10503;10503;-2917
-227;-271.0;189;-192.0;104;-2714;2714;-227
1149;-80.0;-1097;-226.0;1143;5830;-5830;?
812;28.0;?;-173.0;-127;4916;-4916;812
2534;54.0;283;-64.0;-67;4423;-4423;2534
2028;-17.0;102;619.0;42;3356;?;2028
