InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
-4344;-229.0;331.0;408.0;18;342.0;739.0
-3483;-421.0;358.0;151.0;221;376.0;578.0
-889;-369.0;397.0;-56.0;166;432.0;520.0
-810;-285.0;340.0;-113.0;180;?;561.0
-741;-228.0;143.0;18.0;180;582.0;548.0
-444;-172.0;69.0;73.0;186;472.0;494.0
-398;-197.0;128.0;77.0;159;274.0;446.0
-162;-165.0;173.0;138.0;216;209.0;421.0
236;-223.0;214.0;131.0;122;?;429.0
1378;-177.0;224.0;138.0;-181;297.0;448.0
2596;-189.0;219.0;70.0;-192;275.0;462.0
2453;-215.0;205.0;93.0;-176;237.0;553.0
840;-323.0;197.0;97.0;-163;198.0;570.0
1188;-434.0;211.0;-14.0;-209;202.0;532.0
503;-441.0;232.0;-113.0;-126;218.0;600.0
-1378;-472.0;138.0;-89.0;170;261.0;491.0
650;-522.0;56.0;-150.0;80;?;420.0
903;-492.0;137.0;-329.0;2;?;453.0
-327;-547.0;136.0;-37.0;61;162.0;422.0
157;-500.0;33.0;-214.0;52;207.0;382.0
-93;-375.0;70.0;-214.0;91;139.0;371.0
-61;-275.0;-10.0;-98.0;115;6.0;438.0
?;-222.0;-53.0;-38.0;146;5.0;449.0
-82;?;101.0;3.0;141;-57.0;?
-22;-332.0;244.0;57.0;209;-8.0;427.0
-45;-300.0;293.0;29.0;84;73.0;449.0
-76;-327.0;297.0;-45.0;-193;157.0;510.0
?;-343.0;238.0;-87.0;-177;201.0;596.0
-133;-383.0;253.0;-31.0;-154;167.0;652.0
-175;-400.0;283.0;13.0;-186;141.0;684.0
-214;-424.0;258.0;29.0;-147;164.0;704.0
-314;-500.0;323.0;10.0;-184;208.0;766.0
-350;-442.0;308.0;0.0;-169;259.0;894.0
-362;-327.0;312.0;85.0;-170;297.0;825.0
-1484;-207.0;294.0;103.0;-223;?;754.0
-3325;-326.0;383.0;25.0;31;309.0;685.0
-2215;-442.0;264.0;71.0;224;331.0;568.0
-455;-356.0;242.0;-77.0;160;455.0;535.0
-816;-275.0;207.0;20.0;182;488.0;495.0
-611;-182.0;89.0;92.0;183;492.0;493.0
-356;-236.0;98.0;151.0;173;397.0;490.0
-264;-243.0;172.0;119.0;184;221.0;433.0
-247;-233.0;238.0;127.0;176;227.0;437.0
583;-235.0;219.0;122.0;180;264.0;409.0
2503;-284.0;169.0;107.0;179;278.0;438.0
3358;-293.0;156.0;47.0;180;247.0;434.0
3215;-310.0;111.0;-2.0;177;223.0;410.0
1584;-345.0;?;-88.0;184;205.0;393.0
505;-360.0;38.0;-160.0;173;198.0;369.0
433;-383.0;17.0;-65.0;?;185.0;448.0
-364;-363.0;-34.0;8.0;165;172.0;358.0
-262;-477.0;17.0;-293.0;74;154.0;376.0
96;-588.0;121.0;-265.0;52;95.0;424.0
20;-644.0;26.0;-195.0;76;96.0;362.0
53;-573.0;7.0;-337.0;?;116.0;291.0
-20;-462.0;-26.0;-249.0;98;53.0;354.0
-17;-351.0;-107.0;?;123;23.0;421.0
-10;-310.0;-92.0;-102.0;150;-20.0;396.0
-9;-273.0;11.0;-67.0;139;-109.0;425.0
15;-396.0;145.0;-51.0;221;-127.0;437.0
-5;-401.0;206.0;-41.0;76;3.0;479.0
-46;-374.0;220.0;-95.0;-196;122.0;484.0
-70;-370.0;198.0;-75.0;-170;128.0;611.0
-74;-367.0;190.0;-46.0;-155;119.0;685.0
-71;-433.0;214.0;-20.0;-177;124.0;732.0
-109;-453.0;245.0;16.0;-156;151.0;730.0
-301;-458.0;285.0;?;-176;180.0;677.0
-115;-507.0;330.0;-105.0;-173;236.0;815.0
-142;-395.0;273.0;0.0;-175;287.0;790.0
-991;-229.0;222.0;94.0;-177;317.0;?
-1024;-233.0;224.0;22.0;-176;?;682.0
-716;-415.0;282.0;120.0;?;268.0;579.0
-877;-444.0;175.0;-3.0;?;342.0;475.0
-762;-386.0;248.0;-5.0;-177;427.0;459.0
-726;-207.0;94.0;-24.0;-177;435.0;508.0
-635;-225.0;51.0;78.0;-178;410.0;469.0
-345;-126.0;69.0;141.0;-176;256.0;447.0
-23;-146.0;172.0;?;-179;145.0;386.0
64;-221.0;219.0;160.0;-174;155.0;413.0
1179;-261.0;223.0;160.0;-178;241.0;442.0
2605;-241.0;189.0;107.0;-179;280.0;461.0
?;-237.0;144.0;38.0;-168;268.0;515.0
2397;-296.0;129.0;?;-191;211.0;535.0
-1440;-375.0;119.0;-37.0;-152;185.0;442.0
-1773;?;109.0;-138.0;-199;201.0;452.0
4017;-412.0;63.0;-103.0;-159;224.0;503.0
4190;-452.0;-34.0;19.0;111;261.0;372.0
1027;-452.0;43.0;-258.0;97;229.0;430.0
138;-514.0;145.0;-224.0;9;158.0;480.0
45;-538.0;68.0;-175.0;76;111.0;409.0
141;-433.0;5.0;-209.0;55;153.0;?
67;-345.0;35.0;-167.0;98;45.0;384.0
66;-264.0;-37.0;-125.0;139;48.0;416.0
89;-305.0;-21.0;-58.0;122;63.0;420.0
81;-369.0;62.0;-6.0;214;-19.0;437.0
73;-344.0;155.0;-15.0;57;?;445.0
?;-346.0;216.0;-47.0;-208;64.0;504.0
103;-350.0;217.0;?;-170;148.0;521.0
66;-416.0;212.0;-55.0;-156;170.0;582.0
-13;-408.0;219.0;-25.0;-178;?;635.0
32;-422.0;232.0;-22.0;-153;170.0;672.0
-146;-473.0;246.0;-57.0;-167;185.0;628.0
-190;-452.0;280.0;-88.0;-165;?;636.0
-127;-400.0;253.0;-154.0;-170;197.0;782.0
-233;-279.0;232.0;192.0;-171;217.0;724.0
-786;-169.0;185.0;191.0;-170;252.0;745.0
-2918;-277.0;281.0;161.0;-172;282.0;703.0
-2742;-478.0;314.0;235.0;-172;279.0;563.0
-557;-479.0;263.0;-87.0;-172;380.0;498.0
-749;-389.0;246.0;-200.0;?;448.0;479.0
-904;-263.0;66.0;-95.0;-172;470.0;492.0
-502;-214.0;-37.0;?;-172;426.0;478.0
-432;-161.0;-5.0;65.0;-172;216.0;427.0
3;-221.0;87.0;95.0;-172;139.0;418.0
-49;-206.0;157.0;?;-172;176.0;431.0
679;-217.0;189.0;141.0;-172;?;388.0
2138;-224.0;223.0;122.0;-170;270.0;387.0
2495;-228.0;244.0;90.0;-174;242.0;479.0
2964;-231.0;216.0;130.0;-167;196.0;524.0
-803;-354.0;212.0;128.0;-175;168.0;561.0
-1568;-455.0;253.0;-2.0;-166;160.0;575.0
3760;-460.0;260.0;-9.0;-164;175.0;644.0
1465;?;186.0;52.0;-187;224.0;474.0
-34;-464.0;98.0;-369.0;?;248.0;456.0
1320;-408.0;200.0;-264.0;?;222.0;548.0
-253;-555.0;?;-99.0;15;197.0;456.0
208;-480.0;-61.0;-239.0;49;242.0;398.0
177;-335.0;92.0;-166.0;83;143.0;406.0
-14;-289.0;-19.0;-96.0;122;72.0;?
241;-212.0;?;-57.0;119;177.0;489.0
58;-243.0;50.0;-7.0;202;60.0;413.0
147;-280.0;197.0;22.0;?;26.0;417.0
72;-304.0;226.0;22.0;-186;89.0;469.0
92;?;238.0;-28.0;-186;?;494.0
126;-366.0;218.0;-54.0;?;229.0;525.0
40;-360.0;194.0;-77.0;-182;198.0;573.0
102;-440.0;194.0;-11.0;-155;?;652.0
-57;-442.0;226.0;27.0;-161;176.0;686.0
10;-495.0;256.0;-30.0;-159;197.0;723.0
304;-530.0;286.0;-99.0;-168;207.0;722.0
-319;-522.0;301.0;-142.0;-175;223.0;875.0
-623;-303.0;256.0;206.0;-172;248.0;732.0
-1038;-247.0;221.0;41.0;-176;258.0;666.0
-1890;-379.0;317.0;-12.0;-176;253.0;597.0
-1360;-445.0;221.0;-16.0;-177;273.0;518.0
-589;-370.0;136.0;?;-177;404.0;512.0
-668;-323.0;88.0;-88.0;-177;420.0;457.0
-831;-170.0;-29.0;-89.0;-177;393.0;439.0
-588;-124.0;28.0;81.0;-176;285.0;388.0
-128;-97.0;98.0;93.0;-178;203.0;373.0
81;-189.0;159.0;137.0;-177;185.0;338.0
195;-248.0;184.0;134.0;-174;190.0;378.0
916;-245.0;154.0;88.0;-182;224.0;395.0
2069;-243.0;136.0;11.0;-166;233.0;423.0
3230;-283.0;132.0;20.0;-188;204.0;457.0
-607;-284.0;90.0;?;-166;166.0;479.0
-3036;-353.0;92.0;-75.0;-170;140.0;522.0
1798;-350.0;?;-60.0;-215;137.0;572.0
191;-445.0;46.0;84.0;49;168.0;533.0
-1423;-495.0;107.0;-191.0;155;187.0;466.0
1243;-568.0;261.0;-277.0;?;171.0;536.0
-10;-655.0;196.0;-207.0;60;?;539.0
11;-616.0;64.0;-292.0;?;258.0;420.0
256;-402.0;58.0;?;95;210.0;415.0
-123;-345.0;-16.0;-224.0;?;77.0;449.0
191;-282.0;-87.0;-75.0;142;82.0;477.0
6;-254.0;3.0;-55.0;142;22.0;444.0
80;-267.0;?;2.0;178;-23.0;423.0
80;-308.0;252.0;13.0;192;69.0;437.0
49;-299.0;240.0;-32.0;-96;158.0;454.0
64;-265.0;220.0;-71.0;?;213.0;?
57;-304.0;188.0;-43.0;-147;206.0;631.0
-26;-368.0;192.0;84.0;-179;162.0;664.0
-114;-450.0;241.0;47.0;-163;156.0;694.0
-272;-480.0;339.0;36.0;-169;175.0;773.0
-465;-482.0;?;-22.0;?;208.0;872.0
-818;-391.0;294.0;?;-171;271.0;743.0
-1991;-252.0;239.0;-42.0;-179;305.0;711.0
-2321;-369.0;319.0;59.0;-177;290.0;659.0
-1092;-396.0;153.0;8.0;-178;293.0;569.0
-678;-367.0;149.0;-46.0;-178;396.0;522.0
-809;-329.0;123.0;-51.0;-179;415.0;481.0
-441;-263.0;46.0;58.0;-177;451.0;448.0
-287;-184.0;68.0;111.0;-180;363.0;404.0
-105;-169.0;108.0;126.0;-176;255.0;389.0
-3;-197.0;164.0;125.0;-178;204.0;376.0
417;-177.0;147.0;134.0;-181;189.0;396.0
1808;?;178.0;88.0;-170;203.0;377.0
1923;-193.0;168.0;34.0;?;204.0;410.0
2222;-253.0;128.0;?;-159;204.0;455.0
447;?;74.0;18.0;-195;192.0;488.0
694;-301.0;87.0;-26.0;-177;168.0;505.0
4782;-302.0;82.0;-62.0;125;161.0;582.0
?;-432.0;105.0;26.0;195;177.0;494.0
-1655;-562.0;133.0;-256.0;64;204.0;459.0
1630;-545.0;203.0;?;63;230.0;551.0
-36;-652.0;121.0;-170.0;57;207.0;494.0
119;-651.0;30.0;-280.0;70;243.0;?
283;-428.0;?;-259.0;96;177.0;437.0
-142;-395.0;?;-189.0;?;32.0;?
?;-308.0;-87.0;-86.0;153;97.0;454.0
13;-264.0;24.0;-50.0;141;14.0;415.0
104;-312.0;190.0;-22.0;182;-51.0;418.0
101;-313.0;280.0;-2.0;186;57.0;429.0
68;-288.0;269.0;-4.0;-108;150.0;493.0
79;-375.0;238.0;-39.0;-211;170.0;536.0
51;-413.0;?;-70.0;-146;152.0;606.0
-87;-428.0;219.0;-69.0;-182;136.0;662.0
-8;-444.0;263.0;-35.0;-165;173.0;687.0
-150;-459.0;263.0;-24.0;-171;201.0;?
-570;-467.0;238.0;-94.0;-180;224.0;838.0
-109;-388.0;216.0;113.0;-172;231.0;753.0
-493;-223.0;194.0;122.0;-179;269.0;702.0
-2563;-139.0;264.0;43.0;-177;286.0;686.0
-2515;-383.0;222.0;133.0;-179;279.0;573.0
-727;-463.0;193.0;33.0;-179;345.0;515.0
-651;-410.0;203.0;-53.0;-179;?;460.0
-789;-306.0;118.0;-30.0;-178;413.0;458.0
-266;-236.0;45.0;67.0;-179;449.0;439.0
-235;-184.0;41.0;91.0;-178;296.0;396.0
-29;-139.0;87.0;126.0;-178;190.0;388.0
103;-154.0;143.0;115.0;-178;147.0;395.0
199;-127.0;137.0;111.0;-174;191.0;387.0
1333;-175.0;170.0;123.0;-183;201.0;404.0
2365;?;194.0;107.0;-170;192.0;463.0
2660;-286.0;209.0;95.0;-184;191.0;517.0
676;-352.0;184.0;67.0;-174;191.0;481.0
-839;-348.0;170.0;-62.0;-165;207.0;540.0
2800;-358.0;167.0;-55.0;-217;216.0;603.0
3915;-361.0;82.0;52.0;-16;215.0;?
757;-403.0;103.0;-252.0;128;230.0;554.0
-95;-434.0;230.0;-130.0;30;195.0;640.0
108;-662.0;154.0;-37.0;53;179.0;?
100;-495.0;153.0;-229.0;75;265.0;?
59;-374.0;215.0;-225.0;85;193.0;457.0
22;-293.0;44.0;-157.0;105;188.0;519.0
106;-292.0;-63.0;-37.0;146;244.0;507.0
76;-239.0;88.0;-1.0;152;72.0;483.0
73;-268.0;214.0;24.0;170;11.0;461.0
101;-317.0;258.0;31.0;209;142.0;514.0
79;-364.0;269.0;4.0;-56;220.0;527.0
-2;?;251.0;-33.0;-220;241.0;545.0
10;-406.0;231.0;-58.0;-149;227.0;637.0
29;-375.0;243.0;20.0;-174;193.0;?
-111;-436.0;243.0;18.0;-165;214.0;659.0
-277;-474.0;296.0;-33.0;-166;210.0;692.0
-556;-402.0;274.0;-37.0;?;207.0;867.0
-1084;-346.0;237.0;154.0;-171;266.0;710.0
-1082;-255.0;185.0;84.0;-179;270.0;689.0
-947;-354.0;288.0;93.0;-178;258.0;671.0
-1045;-373.0;185.0;88.0;-178;259.0;542.0
-582;-351.0;181.0;-105.0;-179;385.0;457.0
-460;-264.0;103.0;-90.0;-178;384.0;472.0
-633;?;40.0;44.0;-179;400.0;472.0
?;-132.0;32.0;?;-177;373.0;?
-88;-110.0;107.0;113.0;-179;270.0;430.0
25;-122.0;167.0;201.0;-179;209.0;421.0
?;-173.0;203.0;198.0;-175;?;419.0
?;-222.0;219.0;209.0;-185;276.0;404.0
1808;-248.0;?;93.0;-170;266.0;417.0
1305;-252.0;222.0;76.0;-188;263.0;484.0
1964;-289.0;173.0;51.0;-173;241.0;518.0
4051;-359.0;154.0;-21.0;-169;212.0;557.0
2032;-435.0;165.0;-113.0;-221;198.0;620.0
-1219;-450.0;126.0;72.0;22;204.0;564.0
-1268;-408.0;111.0;-151.0;171;223.0;?
-202;-411.0;245.0;-344.0;49;214.0;589.0
341;-652.0;231.0;-99.0;63;170.0;571.0
165;-634.0;92.0;-191.0;81;207.0;417.0
94;-501.0;222.0;-267.0;92;223.0;354.0
138;-297.0;118.0;-248.0;?;115.0;427.0
100;-157.0;13.0;-112.0;133;235.0;540.0
133;-157.0;-14.0;15.0;138;121.0;543.0
109;-257.0;121.0;39.0;162;?;514.0
91;-361.0;275.0;12.0;195;16.0;478.0
88;-401.0;302.0;-75.0;-74;164.0;516.0
112;-434.0;253.0;-132.0;-221;309.0;524.0
132;-405.0;203.0;-131.0;-149;317.0;588.0
71;?;166.0;-47.0;-177;253.0;704.0
132;-419.0;183.0;77.0;-164;188.0;684.0
51;-438.0;263.0;?;-162;176.0;633.0
-300;-500.0;380.0;-113.0;-178;183.0;?
?;-461.0;374.0;-33.0;-171;219.0;886.0
-675;-327.0;295.0;307.0;-177;293.0;798.0
?;-271.0;257.0;?;-176;302.0;726.0
-803;-360.0;463.0;94.0;-177;232.0;644.0
-972;-402.0;388.0;72.0;-178;257.0;?
-709;-399.0;236.0;-124.0;-178;424.0;413.0
-268;-299.0;136.0;-158.0;-178;461.0;442.0
-336;-193.0;-3.0;-29.0;?;477.0;475.0
-138;-167.0;-54.0;89.0;-179;362.0;424.0
-75;-124.0;38.0;122.0;-178;217.0;416.0
-61;-158.0;156.0;200.0;-175;125.0;382.0
360;-144.0;209.0;?;-183;171.0;389.0
1225;-171.0;230.0;182.0;-170;247.0;409.0
2422;-196.0;261.0;133.0;-188;253.0;466.0
2369;-292.0;223.0;127.0;-172;244.0;508.0
120;-351.0;194.0;81.0;-172;208.0;491.0
-149;-402.0;206.0;-95.0;-215;193.0;509.0
3456;-391.0;179.0;-176.0;39;201.0;600.0
3785;-434.0;70.0;-35.0;216;245.0;515.0
204;-488.0;23.0;-190.0;96;267.0;522.0
-784;-483.0;172.0;-185.0;56;242.0;627.0
56;-659.0;176.0;-180.0;62;166.0;503.0
108;-625.0;170.0;-293.0;71;207.0;362.0
-7;-440.0;210.0;-275.0;84;178.0;338.0
54;-331.0;28.0;-226.0;125;154.0;416.0
47;-327.0;-64.0;-89.0;125;208.0;?
48;-306.0;-20.0;10.0;167;53.0;436.0
?;-280.0;131.0;16.0;189;-85.0;424.0
11;-342.0;227.0;-23.0;-90;5.0;443.0
?;-335.0;261.0;-56.0;-220;?;462.0
47;-325.0;232.0;-87.0;-145;195.0;538.0
27;?;172.0;-61.0;-184;192.0;647.0
65;-422.0;167.0;31.0;-169;160.0;692.0
-16;-448.0;234.0;35.0;-163;139.0;641.0
-437;-570.0;321.0;-38.0;-192;143.0;762.0
-483;-518.0;342.0;-98.0;-149;190.0;830.0
-1037;-363.0;245.0;?;-215;266.0;689.0
-1348;-313.0;208.0;5.0;-120;294.0;711.0
-482;-400.0;279.0;23.0;182;253.0;579.0
-395;-359.0;165.0;-8.0;196;255.0;551.0
-547;-354.0;115.0;-73.0;160;387.0;483.0
-357;?;42.0;6.0;196;387.0;466.0
-322;-73.0;-4.0;75.0;169;397.0;422.0
-190;-102.0;53.0;77.0;184;273.0;349.0
-48;-100.0;146.0;130.0;179;197.0;351.0
-8;-171.0;?;?;174;198.0;?
248;-194.0;174.0;171.0;188;232.0;387.0
1324;-196.0;183.0;98.0;163;253.0;435.0
?;-236.0;161.0;42.0;202;239.0;489.0
1845;-255.0;128.0;19.0;144;207.0;489.0
1592;-296.0;?;-54.0;?;186.0;503.0
452;-358.0;87.0;-67.0;-235;186.0;548.0
2453;-408.0;68.0;18.0;67;192.0;494.0
2616;-507.0;66.0;-127.0;161;216.0;404.0
77;-444.0;146.0;-338.0;57;222.0;552.0
31;-546.0;202.0;-126.0;55;?;553.0
89;-599.0;73.0;-184.0;70;207.0;416.0
-34;-428.0;57.0;-301.0;?;217.0;399.0
?;-338.0;59.0;-235.0;107;60.0;472.0
-2;-350.0;-90.0;-98.0;146;102.0;457.0
80;-255.0;-56.0;-41.0;136;120.0;426.0
32;-329.0;118.0;6.0;178;-10.0;378.0
47;-369.0;204.0;22.0;189;35.0;448.0
28;-323.0;244.0;5.0;-100;129.0;508.0
6;-392.0;248.0;-53.0;?;166.0;541.0
57;-371.0;206.0;-53.0;-146;167.0;609.0
-85;-403.0;228.0;6.0;-185;139.0;673.0
-41;-425.0;265.0;88.0;?;153.0;677.0
-31;-463.0;303.0;-43.0;?;183.0;746.0
-434;-574.0;325.0;62.0;-190;194.0;837.0
-171;-456.0;314.0;41.0;-153;225.0;739.0
-267;-308.0;226.0;-62.0;-214;268.0;691.0
-1076;-286.0;275.0;73.0;-114;308.0;715.0
-772;-341.0;151.0;11.0;190;278.0;601.0
-312;-320.0;146.0;-104.0;198;330.0;554.0
-539;-268.0;134.0;-34.0;142;373.0;523.0
-403;-217.0;31.0;86.0;240;374.0;483.0
-273;-155.0;56.0;136.0;44;445.0;421.0
-235;-135.0;146.0;27.0;?;333.0;408.0
-121;-185.0;213.0;179.0;-177;277.0;397.0
-223;-154.0;204.0;164.0;-171;273.0;397.0
712;?;212.0;148.0;?;258.0;401.0
1699;-251.0;?;42.0;-161;240.0;455.0
1107;-327.0;169.0;28.0;-196;218.0;474.0
145;-374.0;108.0;1.0;-164;204.0;344.0
1398;-453.0;82.0;-37.0;-178;202.0;313.0
1314;-438.0;98.0;0.0;-207;200.0;510.0
-2904;-426.0;?;21.0;60;204.0;399.0
-2383;?;?;-333.0;150;179.0;386.0
627;-491.0;138.0;-304.0;24;69.0;514.0
18;-624.0;65.0;-188.0;59;-44.0;414.0
126;?;-54.0;-329.0;70;95.0;395.0
119;-381.0;-38.0;-244.0;82;126.0;416.0
-123;-313.0;-138.0;-131.0;110;-5.0;435.0
113;-283.0;-135.0;-39.0;?;102.0;?
-36;-294.0;22.0;-14.0;138;17.0;457.0
40;-276.0;176.0;52.0;185;-69.0;489.0
47;-329.0;230.0;39.0;181;?;512.0
7;-397.0;266.0;2.0;-113;149.0;530.0
18;-452.0;256.0;?;-208;185.0;596.0
-38;-461.0;?;-66.0;-148;187.0;700.0
-25;-507.0;229.0;4.0;-182;198.0;730.0
38;-498.0;254.0;41.0;-162;226.0;706.0
-190;-491.0;297.0;-74.0;-171;219.0;774.0
-448;-436.0;307.0;16.0;?;220.0;834.0
-449;-300.0;266.0;322.0;-173;261.0;672.0
-615;-229.0;230.0;0.0;-180;277.0;696.0
-921;-387.0;331.0;134.0;-177;?;610.0
-733;-434.0;199.0;41.0;-180;272.0;544.0
-368;-361.0;229.0;?;-180;401.0;496.0
-330;-283.0;125.0;-29.0;-180;379.0;488.0
-195;-187.0;50.0;63.0;-178;438.0;449.0
-102;-153.0;91.0;93.0;-181;333.0;395.0
-54;-125.0;120.0;95.0;-177;211.0;368.0
?;-186.0;144.0;178.0;-180;184.0;388.0
-156;-205.0;182.0;133.0;-181;214.0;374.0
594;-294.0;178.0;75.0;-172;245.0;399.0
1389;-271.0;154.0;-5.0;-194;235.0;443.0
1045;-289.0;116.0;9.0;-158;214.0;?
-561;-340.0;82.0;9.0;-202;192.0;488.0
-2061;-366.0;87.0;-131.0;-162;176.0;537.0
-199;-378.0;99.0;-6.0;142;170.0;495.0
2450;-454.0;49.0;10.0;174;189.0;?
432;-466.0;149.0;-330.0;50;218.0;520.0
-900;-561.0;249.0;-175.0;49;189.0;580.0
?;-707.0;86.0;-174.0;56;144.0;454.0
82;-534.0;116.0;-286.0;80;194.0;416.0
-11;-422.0;108.0;-251.0;97;114.0;428.0
125;-311.0;-32.0;-164.0;134;101.0;492.0
-51;-290.0;-53.0;-87.0;120;147.0;491.0
128;-258.0;97.0;-36.0;192;22.0;464.0
21;-316.0;204.0;28.0;119;-21.0;486.0
9;-347.0;246.0;-13.0;-179;103.0;491.0
54;-416.0;264.0;-75.0;-192;177.0;536.0
60;-335.0;232.0;-99.0;-152;192.0;587.0
55;-342.0;195.0;-17.0;-183;182.0;685.0
118;-471.0;190.0;69.0;-157;162.0;677.0
-31;-454.0;282.0;23.0;-171;166.0;675.0
-59;-431.0;339.0;-108.0;-174;151.0;838.0
-155;-361.0;306.0;58.0;-172;202.0;774.0
-833;-271.0;203.0;206.0;-176;272.0;743.0
-312;-327.0;262.0;61.0;-175;303.0;716.0
145;-447.0;300.0;119.0;-178;252.0;587.0
?;?;208.0;-119.0;-177;333.0;458.0
-269;-318.0;250.0;-197.0;-177;427.0;462.0
-257;-228.0;26.0;-46.0;-177;407.0;486.0
-371;-187.0;-30.0;45.0;-176;467.0;468.0
100;-144.0;65.0;67.0;?;255.0;444.0
-192;-201.0;162.0;138.0;-174;?;403.0
73;-232.0;206.0;170.0;-179;194.0;420.0
432;-188.0;196.0;211.0;-179;250.0;421.0
365;-208.0;232.0;119.0;-170;275.0;453.0
?;-263.0;215.0;102.0;-192;235.0;487.0
1157;-377.0;190.0;82.0;?;195.0;500.0
-931;-461.0;174.0;-11.0;-206;174.0;526.0
1719;-341.0;176.0;-112.0;-149;188.0;573.0
3634;-413.0;125.0;?;152;205.0;449.0
3393;-426.0;51.0;-179.0;?;241.0;480.0
1104;-502.0;126.0;-243.0;36;226.0;601.0
-247;-638.0;185.0;-118.0;?;170.0;436.0
?;-559.0;60.0;-327.0;66;181.0;369.0
0;-425.0;151.0;-312.0;88;163.0;373.0
-57;-304.0;-30.0;-222.0;104;85.0;389.0
87;-282.0;-162.0;-82.0;139;185.0;425.0
-12;-250.0;-19.0;-32.0;132;?;409.0
85;-275.0;137.0;35.0;206;-61.0;429.0
28;-365.0;217.0;11.0;113;44.0;442.0
5;-364.0;254.0;-72.0;-181;107.0;474.0
40;?;233.0;-104.0;-186;157.0;490.0
-8;?;174.0;-73.0;-155;173.0;637.0
112;-406.0;183.0;1.0;-180;155.0;679.0
33;-466.0;210.0;57.0;-154;149.0;673.0
-71;?;292.0;-77.0;-173;140.0;769.0
-83;-480.0;310.0;10.0;-172;159.0;866.0
-349;-340.0;281.0;93.0;-172;233.0;777.0
-484;-317.0;273.0;57.0;-178;289.0;750.0
-1108;-499.0;246.0;51.0;-177;?;546.0
?;-494.0;160.0;-242.0;-179;277.0;470.0
-407;-369.0;169.0;-309.0;-178;386.0;493.0
-119;-254.0;-105.0;-138.0;?;454.0;489.0
?;-145.0;-163.0;47.0;-179;?;431.0
?;-65.0;?;149.0;-177;255.0;388.0
124;-76.0;156.0;200.0;-180;101.0;343.0
-219;-123.0;293.0;254.0;-176;141.0;361.0
-163;-242.0;287.0;244.0;-180;225.0;386.0
144;-378.0;137.0;48.0;-175;148.0;780.0
57;-409.0;187.0;128.0;-155;77.0;772.0
90;-496.0;349.0;36.0;-175;61.0;761.0
20;-524.0;458.0;-71.0;-172;127.0;894.0
?;-299.0;378.0;226.0;-176;241.0;738.0
-339;-282.0;204.0;77.0;-179;371.0;670.0
-755;-407.0;293.0;30.0;-179;383.0;594.0
-513;-458.0;205.0;-26.0;-180;288.0;504.0
99;-366.0;?;?;-179;354.0;448.0
-88;-323.0;25.0;-102.0;-179;442.0;453.0
-248;-216.0;-70.0;-1.0;-179;423.0;450.0
-291;?;-28.0;-6.0;-178;333.0;426.0
-429;-111.0;52.0;38.0;-181;174.0;409.0
-265;-199.0;128.0;149.0;-174;165.0;398.0
-477;-178.0;149.0;162.0;-184;185.0;356.0
64;-246.0;150.0;109.0;-174;209.0;326.0
577;-186.0;173.0;19.0;-178;224.0;412.0
?;?;156.0;29.0;-186;222.0;?
2387;-283.0;136.0;45.0;-153;203.0;458.0
-830;-384.0;138.0;-40.0;-229;166.0;554.0
188;-347.0;166.0;20.0;-59;152.0;545.0
4174;-397.0;148.0;-10.0;180;160.0;470.0
1098;-524.0;111.0;-361.0;52;216.0;638.0
-117;-545.0;127.0;-184.0;17;218.0;659.0
358;-631.0;144.0;-145.0;55;182.0;521.0
-198;-586.0;165.0;-204.0;46;189.0;442.0
170;-397.0;209.0;?;73;190.0;466.0
-54;-278.0;68.0;-134.0;118;198.0;513.0
80;-266.0;-28.0;4.0;148;230.0;533.0
64;-227.0;58.0;14.0;145;112.0;514.0
-38;-310.0;192.0;15.0;216;13.0;489.0
28;-331.0;276.0;13.0;22;105.0;457.0
-11;-330.0;289.0;-74.0;-214;219.0;501.0
4;-317.0;267.0;-64.0;-162;272.0;555.0
17;-342.0;174.0;34.0;-166;266.0;640.0
-1;-402.0;207.0;87.0;-166;200.0;672.0
-32;-404.0;272.0;112.0;?;169.0;666.0
113;-421.0;316.0;-23.0;?;184.0;826.0
-82;-374.0;308.0;45.0;-188;222.0;891.0
-255;-253.0;322.0;232.0;-168;252.0;706.0
-60;-201.0;362.0;48.0;-168;274.0;694.0
-294;-394.0;333.0;85.0;-242;299.0;525.0
-152;-367.0;?;-102.0;77;354.0;491.0
113;-303.0;137.0;-59.0;83;491.0;509.0
-40;?;22.0;27.0;?;419.0;523.0
-9;-242.0;5.0;109.0;-172;476.0;485.0
9;-189.0;67.0;104.0;-170;332.0;403.0
29;?;172.0;129.0;-193;175.0;421.0
-134;-182.0;210.0;159.0;-171;199.0;428.0
95;-251.0;223.0;159.0;-181;228.0;446.0
528;-255.0;213.0;109.0;-184;229.0;448.0
252;-348.0;182.0;57.0;-177;224.0;481.0
-641;-367.0;140.0;25.0;-170;?;499.0
-814;-343.0;115.0;-89.0;-221;217.0;504.0
529;-331.0;83.0;-134.0;14;205.0;564.0
-512;-418.0;13.0;73.0;214;206.0;490.0
-1874;-499.0;32.0;-94.0;109;226.0;383.0
-203;-467.0;178.0;-293.0;79;218.0;486.0
254;-587.0;238.0;-179.0;71;190.0;429.0
