InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
8.0;-296.0;-5.0;-322.0;162.0;120.0;-225.0
18.0;-279.0;2.0;?;138.0;119.0;-196.0
26.0;-264.0;15.0;-283.0;112.0;106.0;-168.0
29.0;-251.0;31.0;-260.0;?;86.0;-142.0
28.0;-241.0;46.0;-242.0;61.0;69.0;-119.0
26.0;-236.0;62.0;-224.0;38.0;54.0;-100.0
25.0;-234.0;77.0;-206.0;19.0;41.0;-83.0
23.0;-235.0;87.0;-189.0;4.0;32.0;-67.0
22.0;-239.0;94.0;-176.0;-9.0;27.0;-56.0
19.0;-243.0;100.0;-166.0;-21.0;24.0;-50.0
14.0;-247.0;105.0;-157.0;-30.0;22.0;-50.0
7.0;-248.0;105.0;-149.0;-36.0;21.0;-55.0
-2.0;-246.0;105.0;-144.0;?;21.0;-72.0
-12.0;-241.0;109.0;-137.0;-47.0;20.0;-91.0
-14.0;?;110.0;-131.0;-50.0;16.0;-107.0
-11.0;-231.0;104.0;-136.0;-40.0;12.0;-130.0
-13.0;-232.0;94.0;-157.0;-18.0;?;-153.0
-9.0;-228.0;78.0;-189.0;17.0;32.0;-161.0
2.0;-230.0;63.0;-226.0;52.0;46.0;-173.0
5.0;-236.0;56.0;-255.0;79.0;50.0;-191.0
-1.0;-242.0;55.0;-279.0;100.0;43.0;-210.0
-8.0;?;55.0;-303.0;121.0;33.0;-226.0
-11.0;-256.0;55.0;-326.0;142.0;23.0;-237.0
?;-261.0;54.0;-349.0;161.0;16.0;-245.0
-5.0;-266.0;52.0;-370.0;180.0;13.0;-251.0
-1.0;-269.0;47.0;-388.0;?;14.0;-257.0
2.0;-269.0;42.0;?;210.0;18.0;-264.0
?;-267.0;36.0;-411.0;220.0;25.0;-273.0
8.0;-263.0;30.0;-413.0;228.0;35.0;?
15.0;-259.0;22.0;-410.0;?;50.0;-270.0
24.0;-258.0;?;-403.0;231.0;66.0;-264.0
28.0;-263.0;5.0;?;223.0;82.0;-262.0
27.0;-267.0;-9.0;-375.0;220.0;100.0;-255.0
30.0;-264.0;-18.0;-361.0;205.0;112.0;-243.0
33.0;-255.0;-14.0;-349.0;192.0;115.0;-224.0
44.0;-244.0;?;-346.0;193.0;122.0;-194.0
56.0;-231.0;-15.0;-345.0;187.0;125.0;-161.0
62.0;-221.0;-5.0;-337.0;172.0;118.0;-134.0
60.0;-218.0;9.0;-324.0;156.0;104.0;?
51.0;-217.0;20.0;-310.0;141.0;89.0;-90.0
39.0;-219.0;29.0;-296.0;128.0;76.0;-73.0
26.0;-223.0;42.0;-284.0;114.0;68.0;-56.0
15.0;-229.0;50.0;-275.0;?;70.0;-41.0
4.0;-235.0;49.0;-265.0;100.0;72.0;-30.0
-5.0;-240.0;47.0;-253.0;?;68.0;-22.0
-14.0;-246.0;46.0;-246.0;90.0;69.0;-17.0
-21.0;-252.0;40.0;-236.0;89.0;70.0;-15.0
-25.0;-258.0;28.0;-220.0;91.0;64.0;-21.0
-33.0;?;13.0;-201.0;98.0;57.0;-37.0
?;-277.0;1.0;-186.0;97.0;57.0;-62.0
-52.0;-287.0;-18.0;-177.0;109.0;63.0;-93.0
-59.0;-294.0;-47.0;-186.0;142.0;?;-130.0
-62.0;-296.0;-69.0;-202.0;174.0;80.0;-149.0
-50.0;-298.0;-87.0;-220.0;207.0;84.0;-160.0
-40.0;-310.0;-100.0;-234.0;238.0;80.0;-184.0
-43.0;-318.0;-105.0;-248.0;265.0;71.0;-204.0
-47.0;-321.0;-105.0;-264.0;287.0;57.0;-217.0
-45.0;-321.0;-98.0;-278.0;305.0;41.0;-224.0
-39.0;-322.0;-89.0;-290.0;321.0;22.0;?
-29.0;-323.0;-79.0;-300.0;334.0;2.0;-230.0
?;-324.0;-68.0;-309.0;343.0;-19.0;-230.0
-5.0;-320.0;-57.0;-316.0;350.0;-36.0;-228.0
7.0;-313.0;-45.0;-320.0;350.0;-49.0;-228.0
15.0;-306.0;-34.0;-321.0;346.0;-60.0;?
?;-297.0;-25.0;-318.0;338.0;-67.0;-225.0
32.0;-286.0;-19.0;-310.0;325.0;-71.0;?
40.0;-276.0;-16.0;-298.0;308.0;-70.0;-207.0
45.0;-267.0;-23.0;-280.0;294.0;-64.0;-199.0
?;-254.0;-31.0;-257.0;270.0;-55.0;-186.0
61.0;-231.0;-30.0;-231.0;237.0;-50.0;-159.0
78.0;-201.0;-13.0;-206.0;200.0;-54.0;-121.0
100.0;-164.0;9.0;?;163.0;-65.0;?
124.0;-122.0;42.0;-142.0;116.0;-86.0;-20.0
144.0;-82.0;82.0;-98.0;66.0;-120.0;32.0
156.0;-47.0;119.0;-55.0;19.0;-156.0;81.0
161.0;-20.0;154.0;-16.0;-26.0;-189.0;124.0
161.0;-4.0;191.0;23.0;-70.0;-219.0;160.0
156.0;3.0;224.0;61.0;-112.0;-242.0;192.0
152.0;2.0;252.0;101.0;-150.0;-260.0;219.0
?;580.0;?;608.0;-755.0;-607.0;677.0
552.0;579.0;584.0;623.0;-770.0;-595.0;?
542.0;578.0;577.0;640.0;-784.0;-595.0;699.0
530.0;579.0;575.0;658.0;-796.0;-606.0;708.0
518.0;577.0;574.0;673.0;-804.0;-619.0;717.0
509.0;574.0;573.0;683.0;-810.0;-628.0;725.0
501.0;571.0;572.0;690.0;-814.0;?;732.0
494.0;570.0;572.0;697.0;-816.0;?;739.0
490.0;572.0;574.0;703.0;-817.0;-645.0;746.0
489.0;576.0;576.0;707.0;-816.0;-653.0;752.0
488.0;582.0;578.0;709.0;-813.0;-662.0;?
489.0;?;583.0;710.0;-808.0;-669.0;762.0
491.0;595.0;588.0;712.0;-801.0;-676.0;764.0
493.0;604.0;592.0;711.0;-792.0;-683.0;765.0
496.0;613.0;596.0;710.0;-783.0;-690.0;763.0
499.0;621.0;600.0;708.0;-773.0;-695.0;761.0
502.0;629.0;603.0;706.0;-763.0;?;759.0
506.0;640.0;606.0;704.0;-754.0;-703.0;754.0
507.0;645.0;610.0;702.0;-747.0;-705.0;754.0
506.0;647.0;612.0;697.0;-743.0;-707.0;754.0
498.0;647.0;614.0;692.0;-739.0;-708.0;752.0
480.0;644.0;615.0;686.0;-735.0;-709.0;751.0
466.0;642.0;614.0;677.0;-731.0;-711.0;750.0
461.0;640.0;609.0;667.0;-728.0;-713.0;747.0
459.0;640.0;601.0;654.0;-726.0;-714.0;741.0
453.0;639.0;590.0;?;-723.0;-712.0;734.0
443.0;635.0;579.0;636.0;-721.0;-707.0;727.0
431.0;?;568.0;?;-720.0;-698.0;718.0
418.0;627.0;557.0;635.0;?;-687.0;708.0
406.0;623.0;544.0;641.0;-715.0;-673.0;696.0
393.0;618.0;528.0;652.0;-711.0;-657.0;681.0
380.0;613.0;508.0;662.0;-705.0;-639.0;667.0
367.0;607.0;?;?;-697.0;-619.0;650.0
355.0;603.0;461.0;681.0;-688.0;-597.0;631.0
343.0;597.0;433.0;689.0;-673.0;-573.0;610.0
330.0;?;406.0;691.0;-652.0;-546.0;588.0
319.0;580.0;377.0;684.0;-624.0;?;569.0
308.0;569.0;348.0;670.0;-590.0;-494.0;555.0
299.0;561.0;325.0;654.0;-565.0;-476.0;544.0
?;558.0;310.0;641.0;-551.0;-472.0;536.0
?;560.0;305.0;633.0;-542.0;-477.0;530.0
297.0;565.0;307.0;632.0;-534.0;-485.0;527.0
299.0;569.0;312.0;636.0;?;-491.0;525.0
296.0;568.0;308.0;634.0;-507.0;-496.0;519.0
283.0;561.0;301.0;624.0;-491.0;-497.0;507.0
261.0;549.0;292.0;609.0;-472.0;-487.0;493.0
?;534.0;275.0;595.0;-449.0;-471.0;478.0
209.0;520.0;253.0;582.0;-428.0;-450.0;466.0
193.0;509.0;230.0;570.0;-411.0;?;457.0
185.0;500.0;210.0;561.0;-396.0;-405.0;448.0
179.0;493.0;194.0;552.0;-386.0;-386.0;435.0
172.0;484.0;186.0;549.0;-382.0;-372.0;422.0
?;473.0;179.0;551.0;-381.0;-361.0;408.0
158.0;462.0;174.0;552.0;?;-351.0;388.0
149.0;454.0;166.0;550.0;-375.0;-340.0;365.0
143.0;449.0;155.0;543.0;-365.0;-326.0;342.0
141.0;448.0;142.0;533.0;-352.0;-310.0;324.0
145.0;449.0;132.0;524.0;-343.0;-297.0;310.0
151.0;448.0;127.0;519.0;-337.0;?;296.0
156.0;446.0;122.0;514.0;-330.0;-282.0;281.0
156.0;442.0;116.0;508.0;-323.0;-277.0;266.0
155.0;441.0;113.0;501.0;-318.0;?;254.0
156.0;443.0;113.0;497.0;-315.0;-271.0;247.0
162.0;447.0;113.0;493.0;-312.0;-270.0;247.0
171.0;451.0;113.0;490.0;-310.0;-269.0;?
181.0;453.0;114.0;488.0;-308.0;-268.0;261.0
189.0;453.0;114.0;485.0;-306.0;-267.0;269.0
191.0;451.0;114.0;483.0;-303.0;-265.0;277.0
188.0;446.0;113.0;481.0;?;-261.0;284.0
180.0;441.0;111.0;478.0;-296.0;-258.0;291.0
171.0;437.0;110.0;477.0;-295.0;-254.0;298.0
160.0;?;110.0;477.0;-294.0;-253.0;304.0
149.0;426.0;111.0;478.0;-295.0;-254.0;311.0
139.0;419.0;113.0;479.0;-296.0;-255.0;318.0
131.0;412.0;114.0;480.0;-298.0;-257.0;325.0
126.0;406.0;115.0;481.0;-300.0;-258.0;331.0
126.0;398.0;116.0;?;-303.0;?;335.0
129.0;388.0;117.0;488.0;-306.0;-260.0;?
131.0;379.0;115.0;?;-307.0;-257.0;327.0
130.0;371.0;109.0;487.0;-304.0;-251.0;312.0
128.0;366.0;101.0;?;-298.0;-244.0;297.0
130.0;363.0;94.0;477.0;-292.0;-238.0;284.0
137.0;363.0;88.0;472.0;-287.0;-232.0;275.0
151.0;363.0;84.0;469.0;-283.0;-227.0;269.0
173.0;365.0;79.0;466.0;-279.0;-222.0;263.0
195.0;370.0;74.0;?;-274.0;-216.0;258.0
210.0;375.0;70.0;456.0;-270.0;-211.0;250.0
219.0;380.0;67.0;452.0;-265.0;?;244.0
225.0;?;63.0;448.0;-260.0;-201.0;237.0
231.0;386.0;59.0;444.0;-254.0;-195.0;230.0
237.0;392.0;54.0;440.0;-248.0;-189.0;224.0
243.0;400.0;47.0;434.0;-238.0;-180.0;218.0
246.0;412.0;38.0;427.0;-226.0;?;214.0
251.0;?;27.0;418.0;-214.0;-158.0;?
?;438.0;16.0;411.0;-203.0;-149.0;208.0
270.0;455.0;6.0;403.0;-193.0;-140.0;207.0
291.0;474.0;-4.0;395.0;-184.0;-134.0;206.0
313.0;493.0;-15.0;385.0;-174.0;-129.0;205.0
337.0;512.0;-25.0;?;-163.0;-124.0;202.0
360.0;?;-36.0;355.0;-151.0;-121.0;202.0
383.0;546.0;?;336.0;-139.0;-120.0;205.0
?;?;-47.0;319.0;-128.0;-119.0;211.0
439.0;548.0;-42.0;311.0;-124.0;-117.0;224.0
470.0;534.0;-35.0;316.0;-127.0;-119.0;242.0
483.0;519.0;-30.0;324.0;-131.0;-124.0;259.0
473.0;499.0;-30.0;329.0;-131.0;-125.0;271.0
479.0;481.0;-32.0;329.0;-130.0;-119.0;291.0
487.0;475.0;-28.0;?;-131.0;-114.0;319.0
496.0;469.0;-17.0;335.0;-137.0;-115.0;341.0
502.0;458.0;-3.0;344.0;-145.0;-120.0;351.0
505.0;446.0;10.0;357.0;-158.0;-131.0;358.0
509.0;434.0;25.0;370.0;-175.0;-145.0;365.0
513.0;427.0;42.0;385.0;-193.0;-160.0;372.0
518.0;425.0;?;?;-212.0;-175.0;376.0
523.0;426.0;73.0;417.0;-228.0;-189.0;377.0
529.0;427.0;86.0;432.0;-244.0;-199.0;378.0
534.0;427.0;97.0;446.0;-259.0;-206.0;378.0
537.0;426.0;106.0;458.0;-272.0;-212.0;377.0
539.0;424.0;112.0;468.0;-284.0;-218.0;374.0
541.0;422.0;118.0;476.0;-295.0;-224.0;369.0
542.0;420.0;124.0;482.0;-304.0;-230.0;363.0
543.0;419.0;128.0;486.0;-310.0;-235.0;359.0
542.0;415.0;131.0;488.0;-313.0;-240.0;354.0
537.0;?;133.0;486.0;-313.0;-244.0;348.0
?;406.0;135.0;483.0;-311.0;-247.0;342.0
527.0;401.0;137.0;479.0;-308.0;-249.0;335.0
520.0;396.0;137.0;473.0;-304.0;-251.0;326.0
506.0;387.0;136.0;466.0;-297.0;-252.0;317.0
489.0;378.0;135.0;457.0;-289.0;-253.0;308.0
467.0;370.0;132.0;448.0;-280.0;-252.0;303.0
445.0;362.0;128.0;438.0;-270.0;-249.0;299.0
421.0;353.0;122.0;429.0;-259.0;-242.0;296.0
403.0;346.0;114.0;421.0;?;-232.0;?
386.0;331.0;101.0;414.0;-238.0;-221.0;296.0
349.0;315.0;?;405.0;-224.0;-207.0;297.0
307.0;305.0;66.0;394.0;-209.0;-189.0;310.0
285.0;317.0;50.0;382.0;-195.0;-171.0;324.0
250.0;336.0;38.0;373.0;-183.0;-156.0;339.0
215.0;354.0;27.0;365.0;-173.0;-144.0;346.0
183.0;364.0;20.0;358.0;-167.0;-138.0;342.0
168.0;364.0;16.0;?;-164.0;-136.0;323.0
140.0;354.0;15.0;349.0;-161.0;-137.0;305.0
-13.0;295.0;-103.0;200.0;1.0;6.0;?
37.0;313.0;-100.0;197.0;2.0;0.0;-78.0
101.0;317.0;-97.0;194.0;3.0;-6.0;-59.0
140.0;344.0;-92.0;190.0;4.0;-13.0;-32.0
204.0;375.0;-88.0;185.0;6.0;-19.0;-16.0
265.0;387.0;-82.0;?;7.0;-22.0;5.0
?;413.0;-78.0;184.0;8.0;-22.0;37.0
378.0;423.0;-79.0;184.0;13.0;-17.0;49.0
416.0;409.0;-80.0;184.0;19.0;-8.0;62.0
451.0;410.0;-82.0;184.0;25.0;3.0;85.0
483.0;414.0;-86.0;185.0;32.0;15.0;102.0
517.0;413.0;-92.0;?;41.0;25.0;106.0
538.0;407.0;-96.0;181.0;47.0;35.0;124.0
554.0;412.0;-100.0;179.0;51.0;41.0;145.0
572.0;415.0;-104.0;177.0;55.0;43.0;152.0
576.0;415.0;-107.0;174.0;55.0;43.0;155.0
580.0;417.0;-108.0;175.0;52.0;40.0;153.0
579.0;416.0;-109.0;179.0;47.0;35.0;?
574.0;413.0;-110.0;183.0;40.0;30.0;134.0
?;409.0;-111.0;188.0;31.0;26.0;123.0
559.0;406.0;-115.0;192.0;27.0;28.0;112.0
549.0;401.0;-124.0;195.0;26.0;38.0;98.0
540.0;393.0;-136.0;195.0;29.0;55.0;86.0
529.0;384.0;-152.0;194.0;35.0;75.0;78.0
521.0;374.0;-170.0;190.0;44.0;98.0;72.0
505.0;360.0;-188.0;185.0;55.0;123.0;69.0
482.0;342.0;-207.0;178.0;68.0;148.0;68.0
454.0;317.0;-226.0;168.0;86.0;?;69.0
414.0;287.0;-245.0;?;107.0;202.0;74.0
364.0;255.0;-265.0;138.0;131.0;228.0;85.0
321.0;228.0;-285.0;118.0;158.0;252.0;103.0
274.0;203.0;-308.0;92.0;?;275.0;115.0
239.0;172.0;-333.0;58.0;232.0;300.0;112.0
204.0;136.0;-358.0;16.0;273.0;326.0;90.0
160.0;106.0;-381.0;-30.0;315.0;348.0;58.0
106.0;86.0;-401.0;-81.0;353.0;363.0;30.0
14.0;63.0;-419.0;-134.0;386.0;372.0;-15.0
-95.0;18.0;-434.0;-190.0;416.0;375.0;-64.0
-197.0;-27.0;-446.0;-244.0;444.0;377.0;-109.0
-275.0;-61.0;-455.0;-293.0;475.0;380.0;-149.0
-317.0;-107.0;-464.0;-335.0;505.0;388.0;-187.0
-330.0;-146.0;-471.0;-370.0;536.0;401.0;-220.0
-335.0;-178.0;-479.0;-399.0;564.0;419.0;-256.0
-336.0;-205.0;-487.0;-424.0;590.0;437.0;-291.0
-333.0;-226.0;-496.0;-445.0;611.0;454.0;-323.0
-327.0;-242.0;-506.0;-464.0;628.0;468.0;-354.0
-323.0;-252.0;-515.0;-480.0;640.0;477.0;-384.0
-317.0;-262.0;-524.0;-491.0;649.0;486.0;-410.0
-314.0;-276.0;-535.0;-500.0;658.0;498.0;-438.0
-318.0;-293.0;-547.0;-508.0;666.0;515.0;-468.0
-328.0;-309.0;-559.0;-514.0;675.0;538.0;-494.0
-338.0;-324.0;-571.0;-517.0;683.0;563.0;-516.0
-349.0;-337.0;-583.0;-517.0;690.0;588.0;-535.0
-362.0;-351.0;-593.0;-515.0;694.0;612.0;-552.0
-376.0;-365.0;-603.0;?;697.0;629.0;-567.0
-392.0;-382.0;-611.0;-514.0;699.0;643.0;-580.0
-409.0;-399.0;-618.0;-516.0;701.0;653.0;-591.0
-427.0;-415.0;-623.0;-520.0;705.0;662.0;?
-445.0;?;-625.0;-522.0;709.0;670.0;-609.0
-462.0;?;-625.0;?;715.0;676.0;?
-476.0;-456.0;-623.0;-523.0;722.0;678.0;-616.0
-489.0;-465.0;-621.0;-525.0;728.0;677.0;-617.0
-500.0;-474.0;-620.0;-531.0;734.0;676.0;-617.0
-511.0;-482.0;-618.0;-540.0;739.0;674.0;-616.0
-522.0;-488.0;-617.0;?;743.0;669.0;-615.0
-533.0;-495.0;-615.0;-560.0;747.0;661.0;-616.0
-544.0;-502.0;-612.0;-570.0;752.0;653.0;-619.0
-553.0;-510.0;-608.0;-582.0;758.0;645.0;-621.0
-560.0;-516.0;-603.0;-595.0;766.0;641.0;-621.0
-562.0;-521.0;-596.0;-609.0;774.0;638.0;-623.0
-556.0;-525.0;-582.0;-618.0;782.0;635.0;-627.0
-543.0;-523.0;-574.0;-621.0;784.0;628.0;-634.0
-528.0;-517.0;-570.0;-623.0;784.0;618.0;-643.0
-516.0;-508.0;-574.0;-630.0;784.0;614.0;-654.0
-504.0;-505.0;-579.0;-639.0;785.0;622.0;-666.0
-493.0;-505.0;-583.0;-644.0;786.0;637.0;-678.0
-481.0;-508.0;-585.0;-645.0;787.0;646.0;-690.0
-473.0;-509.0;-586.0;-644.0;788.0;651.0;-700.0
-465.0;-507.0;-588.0;-645.0;789.0;655.0;-709.0
-458.0;-508.0;-590.0;-649.0;?;657.0;-717.0
-450.0;-509.0;-591.0;-656.0;791.0;654.0;-720.0
-443.0;-509.0;-589.0;-664.0;794.0;648.0;?
-440.0;-509.0;-586.0;-673.0;797.0;640.0;-718.0
-437.0;-511.0;?;-682.0;802.0;632.0;-715.0
-438.0;-513.0;-578.0;-689.0;805.0;625.0;-711.0
-441.0;-515.0;-574.0;-692.0;807.0;616.0;-705.0
-447.0;-518.0;?;-692.0;807.0;608.0;-697.0
-454.0;-519.0;-576.0;-687.0;803.0;602.0;-683.0
-467.0;-518.0;-582.0;-680.0;796.0;600.0;-666.0
-484.0;-516.0;-587.0;-667.0;787.0;598.0;-652.0
-500.0;-519.0;-589.0;-648.0;778.0;598.0;-640.0
-510.0;-527.0;-592.0;-624.0;764.0;595.0;-636.0
-513.0;-528.0;-597.0;-602.0;747.0;591.0;-634.0
-509.0;-516.0;-604.0;-582.0;730.0;590.0;-626.0
-502.0;-496.0;-611.0;-560.0;715.0;596.0;-617.0
-494.0;-477.0;-618.0;-534.0;698.0;604.0;-606.0
-485.0;-463.0;-623.0;-505.0;681.0;614.0;-595.0
-477.0;-451.0;-625.0;-472.0;665.0;623.0;-586.0
-470.0;-438.0;-628.0;-439.0;651.0;?;-579.0
-467.0;-428.0;-632.0;-409.0;638.0;648.0;-573.0
-466.0;-421.0;-635.0;-380.0;627.0;666.0;-568.0
-468.0;-416.0;-637.0;-351.0;?;684.0;-563.0
-472.0;-413.0;-639.0;-324.0;608.0;697.0;-558.0
-477.0;-409.0;-642.0;-302.0;600.0;707.0;-552.0
-483.0;-408.0;-644.0;-288.0;595.0;?;-545.0
-490.0;-409.0;-643.0;-284.0;595.0;720.0;-541.0
-497.0;?;-638.0;-289.0;597.0;718.0;-536.0
-504.0;-414.0;-631.0;-306.0;603.0;707.0;-526.0
-508.0;-418.0;-620.0;-329.0;613.0;690.0;-523.0
-503.0;-422.0;-608.0;-348.0;628.0;669.0;-525.0
-495.0;-425.0;-598.0;-367.0;641.0;649.0;-530.0
?;-428.0;-584.0;-392.0;656.0;623.0;-540.0
-480.0;-431.0;-574.0;-425.0;675.0;602.0;-553.0
-469.0;-434.0;-569.0;-462.0;694.0;589.0;-564.0
-456.0;-435.0;-563.0;-499.0;713.0;579.0;-574.0
-443.0;-434.0;-554.0;-532.0;730.0;568.0;-583.0
-429.0;-429.0;-547.0;-562.0;745.0;557.0;-590.0
-418.0;-424.0;-543.0;-589.0;758.0;548.0;-594.0
-410.0;-420.0;-540.0;?;769.0;541.0;-598.0
-405.0;-416.0;-537.0;-634.0;777.0;535.0;-601.0
-406.0;-414.0;-535.0;-648.0;784.0;532.0;-601.0
-410.0;-413.0;-534.0;-657.0;790.0;532.0;-600.0
-418.0;-411.0;-535.0;-661.0;793.0;536.0;-598.0
-432.0;-409.0;-539.0;-661.0;792.0;542.0;-595.0
-448.0;-410.0;-544.0;-654.0;787.0;548.0;-591.0
-466.0;-415.0;-552.0;-640.0;777.0;554.0;-585.0
-485.0;-422.0;-564.0;-621.0;765.0;565.0;-580.0
-502.0;-429.0;-576.0;-596.0;747.0;575.0;-576.0
-509.0;-435.0;-584.0;-561.0;726.0;584.0;-573.0
-505.0;-436.0;-589.0;?;699.0;590.0;-570.0
-498.0;-429.0;-592.0;-468.0;667.0;589.0;-568.0
-485.0;-415.0;-592.0;-419.0;633.0;582.0;-559.0
-465.0;-397.0;-595.0;-376.0;602.0;577.0;-548.0
-444.0;-382.0;?;-339.0;?;574.0;-539.0
-425.0;-372.0;-605.0;-307.0;552.0;?;-536.0
-411.0;-365.0;?;-280.0;535.0;586.0;-538.0
-403.0;-358.0;-614.0;-259.0;526.0;597.0;-542.0
-398.0;-352.0;-617.0;-244.0;522.0;611.0;-546.0
-395.0;-349.0;-618.0;-237.0;520.0;626.0;-550.0
?;-350.0;-619.0;-238.0;523.0;641.0;-553.0
-385.0;-351.0;-619.0;-246.0;532.0;653.0;-556.0
-381.0;-353.0;-618.0;-261.0;547.0;?;-560.0
-379.0;-355.0;-617.0;-284.0;?;672.0;-564.0
-378.0;?;?;-314.0;585.0;674.0;-570.0
-378.0;-365.0;-611.0;-350.0;607.0;670.0;-576.0
-382.0;?;-608.0;-398.0;631.0;660.0;-582.0
-390.0;-388.0;-604.0;-457.0;655.0;643.0;-591.0
-394.0;-408.0;-595.0;-511.0;673.0;621.0;-602.0
-394.0;-420.0;-579.0;-550.0;687.0;593.0;-613.0
-385.0;-426.0;-558.0;-565.0;703.0;557.0;-620.0
-373.0;-423.0;-541.0;-573.0;723.0;531.0;-623.0
-360.0;-419.0;-531.0;-584.0;743.0;527.0;-627.0
-348.0;-415.0;-522.0;-600.0;762.0;540.0;-633.0
-338.0;-413.0;-515.0;-612.0;779.0;560.0;-636.0
-331.0;-407.0;-511.0;-616.0;792.0;579.0;-638.0
-322.0;?;-509.0;-616.0;801.0;597.0;-632.0
-306.0;-390.0;-509.0;-614.0;806.0;612.0;-618.0
-281.0;-380.0;-509.0;-610.0;808.0;623.0;-603.0
-251.0;-364.0;-509.0;-605.0;808.0;629.0;-587.0
-226.0;-347.0;-508.0;-598.0;806.0;631.0;-570.0
-215.0;-339.0;-506.0;-591.0;805.0;633.0;-564.0
-231.0;-341.0;-507.0;-585.0;805.0;635.0;-570.0
-244.0;-361.0;-508.0;?;?;637.0;-567.0
-255.0;-370.0;-509.0;-576.0;803.0;639.0;-571.0
-260.0;-373.0;?;-573.0;?;639.0;-567.0
-254.0;-375.0;-506.0;-570.0;802.0;637.0;-560.0
-253.0;-375.0;-502.0;-567.0;802.0;632.0;?
-254.0;-381.0;-498.0;-565.0;801.0;627.0;-557.0
-255.0;-381.0;-494.0;-564.0;800.0;620.0;-559.0
-256.0;-384.0;-490.0;-565.0;801.0;611.0;-556.0
-264.0;-391.0;-489.0;-568.0;801.0;604.0;-554.0
-273.0;-403.0;?;-573.0;800.0;599.0;-553.0
?;-416.0;-489.0;-577.0;798.0;593.0;-553.0
-304.0;?;-490.0;-579.0;794.0;587.0;-552.0
-316.0;-439.0;-492.0;-579.0;790.0;580.0;-551.0
-329.0;-445.0;-495.0;-577.0;784.0;576.0;-553.0
-344.0;-446.0;-500.0;-574.0;778.0;574.0;-558.0
-356.0;-446.0;-504.0;-568.0;771.0;574.0;-563.0
-362.0;-445.0;-509.0;-559.0;763.0;576.0;-566.0
-368.0;-440.0;-515.0;-548.0;756.0;580.0;-569.0
-374.0;-434.0;-519.0;-535.0;748.0;585.0;-573.0
-378.0;-429.0;-524.0;-522.0;741.0;590.0;-577.0
-380.0;-424.0;-529.0;-509.0;734.0;596.0;-576.0
-381.0;?;-534.0;-498.0;727.0;601.0;-573.0
-380.0;-417.0;-536.0;-489.0;721.0;605.0;-569.0
?;-414.0;-540.0;-481.0;716.0;608.0;-567.0
-379.0;-413.0;-544.0;-476.0;?;?;-567.0
-378.0;-409.0;-547.0;-472.0;709.0;611.0;-567.0
-376.0;-408.0;-549.0;-470.0;707.0;610.0;-567.0
-374.0;-404.0;-551.0;-470.0;705.0;608.0;-565.0
-374.0;-403.0;-553.0;-472.0;704.0;604.0;-566.0
-373.0;-399.0;-554.0;-475.0;703.0;?;-566.0
-370.0;-393.0;-556.0;-481.0;702.0;591.0;-564.0
-367.0;-389.0;-557.0;-487.0;701.0;584.0;-565.0
-363.0;-385.0;-557.0;-495.0;700.0;578.0;-565.0
-361.0;-382.0;?;?;699.0;571.0;?
-359.0;?;?;-507.0;700.0;565.0;-569.0
-356.0;-375.0;-556.0;-511.0;700.0;561.0;-569.0
-353.0;-371.0;-556.0;-513.0;700.0;559.0;-569.0
-349.0;-368.0;-556.0;-514.0;701.0;559.0;-568.0
-347.0;-365.0;-556.0;?;701.0;561.0;-568.0
-344.0;-364.0;-558.0;-511.0;700.0;563.0;-568.0
-342.0;-363.0;-559.0;-509.0;700.0;567.0;-569.0
-341.0;-362.0;-562.0;-505.0;698.0;572.0;-569.0
-339.0;-359.0;-565.0;-501.0;696.0;577.0;-570.0
-337.0;-357.0;-567.0;-496.0;694.0;581.0;-571.0
-335.0;-356.0;-569.0;-491.0;692.0;585.0;-572.0
-334.0;-354.0;-571.0;?;690.0;588.0;-573.0
-332.0;-354.0;-573.0;-482.0;689.0;?;-575.0
-331.0;-354.0;-575.0;-478.0;688.0;595.0;-576.0
-331.0;-354.0;-576.0;-475.0;687.0;598.0;-577.0
-330.0;-354.0;-577.0;-473.0;687.0;600.0;-579.0
-329.0;-353.0;-578.0;-472.0;687.0;602.0;-579.0
-328.0;-352.0;-578.0;-472.0;687.0;602.0;-581.0
-327.0;?;-578.0;-473.0;688.0;601.0;-582.0
-328.0;-349.0;-577.0;-475.0;688.0;598.0;-585.0
-327.0;-348.0;-575.0;-477.0;689.0;595.0;-588.0
-329.0;-345.0;-573.0;-481.0;690.0;592.0;-593.0
-329.0;?;-570.0;-484.0;?;588.0;-597.0
-329.0;-346.0;-565.0;-486.0;?;583.0;-601.0
-328.0;-346.0;-562.0;-488.0;696.0;579.0;-605.0
-325.0;-345.0;-559.0;-493.0;698.0;574.0;-605.0
-323.0;?;-558.0;?;701.0;571.0;-607.0
-319.0;-346.0;-557.0;?;704.0;568.0;-609.0
-314.0;-345.0;-554.0;-511.0;707.0;567.0;-611.0
-308.0;-343.0;-551.0;-514.0;711.0;565.0;-612.0
-302.0;-343.0;-548.0;-516.0;716.0;564.0;-613.0
-299.0;?;-545.0;-519.0;720.0;564.0;-614.0
-297.0;-349.0;-545.0;-524.0;724.0;563.0;-616.0
