InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-172.0;-393.0;14.0;-354.0;158.0;125.0;-273.0
-159.0;-382.0;20.0;-352.0;158.0;125.0;-259.0
-159.0;-382.0;21.0;-351.0;158.0;124.0;-259.0
-160.0;-383.0;25.0;-349.0;155.0;121.0;-253.0
-159.0;-383.0;24.0;-349.0;155.0;121.0;-253.0
-139.0;-343.0;-52.0;-502.0;307.0;113.0;-277.0
-63.0;-339.0;62.0;-296.0;94.0;55.0;-235.0
-40.0;-306.0;-27.0;-326.0;157.0;123.0;-306.0
-39.0;-306.0;-29.0;-329.0;159.0;122.0;-308.0
-36.0;-303.0;-33.0;-333.0;161.0;120.0;-310.0
-159.0;-382.0;21.0;-351.0;155.0;122.0;-256.0
-159.0;-381.0;21.0;-350.0;155.0;122.0;-256.0
-29.0;-298.0;-35.0;-335.0;163.0;117.0;-307.0
-28.0;-296.0;-36.0;-336.0;164.0;118.0;-305.0
-47.0;-340.0;-59.0;-373.0;246.0;130.0;-330.0
-31.0;-297.0;-34.0;-335.0;166.0;119.0;-302.0
-61.0;-338.0;62.0;-294.0;93.0;54.0;-234.0
-46.0;-346.0;65.0;-296.0;95.0;55.0;-253.0
-59.0;-339.0;27.0;-291.0;122.0;99.0;-289.0
-65.0;-345.0;29.0;-291.0;122.0;99.0;-289.0
-70.0;-351.0;29.0;-293.0;124.0;100.0;-288.0
-78.0;-360.0;23.0;-306.0;135.0;107.0;-285.0
-80.0;-362.0;20.0;-314.0;142.0;109.0;-283.0
-82.0;-361.0;21.0;-341.0;161.0;99.0;-278.0
-69.0;-361.0;42.0;-436.0;166.0;101.0;-332.0
-51.0;-351.0;56.0;-296.0;87.0;61.0;-256.0
-165.0;-377.0;18.0;-336.0;139.0;120.0;-256.0
-485.0;-505.0;-1.0;-341.0;151.0;127.0;-515.0
-157.0;-379.0;21.0;-351.0;155.0;122.0;-255.0
-156.0;-379.0;22.0;-349.0;154.0;120.0;-255.0
-152.0;-375.0;25.0;-349.0;153.0;116.0;-253.0
-166.0;-388.0;41.0;-344.0;143.0;106.0;-246.0
-155.0;-377.0;26.0;-338.0;142.0;116.0;-254.0
-155.0;-377.0;26.0;-336.0;140.0;117.0;-255.0
-12.0;-290.0;-3.0;-301.0;114.0;107.0;-283.0
-159.0;-380.0;21.0;-348.0;151.0;121.0;-255.0
-160.0;-381.0;23.0;-350.0;154.0;120.0;-254.0
-160.0;-379.0;25.0;-350.0;150.0;125.0;-255.0
-159.0;-376.0;23.0;-353.0;152.0;125.0;-254.0
-159.0;-376.0;22.0;-355.0;154.0;126.0;-254.0
-160.0;-380.0;23.0;-360.0;159.0;126.0;-257.0
-355.0;-572.0;-166.0;-604.0;656.0;339.0;-490.0
29.0;-260.0;64.0;-382.0;175.0;25.0;-207.0
-69.0;-351.0;65.0;-300.0;102.0;58.0;-250.0
-106.0;-320.0;91.0;-296.0;79.0;38.0;-223.0
-161.0;-380.0;25.0;-350.0;150.0;124.0;-255.0
-159.0;-383.0;20.0;-350.0;155.0;125.0;-259.0
-85.0;-346.0;86.0;-318.0;107.0;33.0;-238.0
-301.0;-422.0;-16.0;-342.0;181.0;126.0;-259.0
-385.0;-630.0;-67.0;-459.0;290.0;196.0;-155.0
-30.0;-299.0;-35.0;-335.0;162.0;118.0;-309.0
-159.0;-384.0;20.0;-350.0;155.0;125.0;-259.0
-39.0;-294.0;36.0;-285.0;101.0;49.0;-295.0
146.0;426.0;105.0;407.0;-276.0;-227.0;324.0
-53.0;-307.0;39.0;-284.0;103.0;52.0;-303.0
-33.0;-301.0;-34.0;-335.0;161.0;119.0;-310.0
-52.0;-314.0;62.0;-292.0;104.0;45.0;-273.0
-158.0;-383.0;20.0;-350.0;155.0;125.0;-260.0
-159.0;-383.0;22.0;-351.0;155.0;121.0;-256.0
-159.0;-383.0;23.0;-352.0;156.0;121.0;-256.0
-173.0;-467.0;23.0;-401.0;203.0;33.0;-270.0
-180.0;-394.0;11.0;-376.0;175.0;141.0;-277.0
-168.0;-392.0;36.0;-355.0;153.0;113.0;-251.0
-506.0;-535.0;316.0;-701.0;573.0;-273.0;223.0
-170.0;-394.0;34.0;-358.0;158.0;115.0;-253.0
-72.0;-256.0;228.0;-92.0;-128.0;-116.0;173.0
-160.0;-383.0;23.0;-352.0;156.0;122.0;-256.0
-159.0;-383.0;19.0;-351.0;157.0;126.0;-261.0
-161.0;-383.0;24.0;-351.0;155.0;121.0;-256.0
-265.0;-431.0;-140.0;-577.0;399.0;167.0;-194.0
-260.0;-608.0;653.0;-605.0;-59.0;-605.0;-451.0
-31.0;-310.0;-9.0;-307.0;121.0;113.0;-302.0
-160.0;-384.0;21.0;-351.0;155.0;125.0;-259.0
22.0;-199.0;192.0;-228.0;-123.0;22.0;-170.0
