Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
988.0;-24.0;13;18;655;731;-13;-1
971.0;25.0;24;19;660;726;-24;-2
1003.0;9.0;17;18;662;724;-17;-2
988.0;43.0;-5;18;658;729;5;4
969.0;29.0;-2;22;656;726;2;6
980.0;47.0;-2;16;654;734;2;-1
963.0;77.0;11;17;654;734;-11;1
979.0;-733.0;307;26;682;702;-307;-25
971.0;305.0;17;30;670;734;-17;-136
969.0;31.0;6;18;667;720;-6;-2
969.0;51.0;2;17;658;731;-2;3
934.0;-61.0;109;10;498;1023;-109;-496
989.0;-4.0;24;20;653;730;-24;-7
979.0;3.0;9;13;659;736;-9;1
972.0;22.0;-3;19;654;732;3;-4
1009.0;452.0;212;-159;800;921;-212;-67
969.0;80.0;-9;19;656;731;9;-6
992.0;60.0;0;24;652;727;0;2
973.0;-4.0;24;23;665;715;-24;0
973.0;0.0;-12;22;666;716;12;-2
971.0;57.0;-13;21;652;731;13;-1
968.0;29.0;-10;19;650;734;10;-6
979.0;-2.0;-16;17;653;735;16;3
993.0;30.0;0;22;669;713;0;1
983.0;-26.0;3;18;655;732;-3;-5
979.0;-27.0;-13;14;655;736;13;-6
951.0;-26.0;-23;37;642;716;23;27
963.0;23.0;9;25;651;726;-9;4
976.0;9.0;2;20;661;724;-2;3
983.0;59.0;2;17;666;721;-2;-3
991.0;30.0;33;15;669;722;-33;3
985.0;29.0;-28;16;671;719;28;1
984.0;53.0;14;14;672;720;-14;1
1026.0;63.0;25;23;665;717;-25;-1
998.0;2.0;26;17;671;717;-26;6
979.0;40.0;-4;18;669;718;4;2
987.0;-26.0;11;21;669;713;-11;7
979.0;-17.0;18;12;674;722;-18;-6
982.0;221.0;63;-91;916;655;-63;147
991.0;-23.0;16;23;662;718;-16;-5
986.0;64.0;8;18;651;735;-8;1
980.0;-26.0;10;20;653;731;-10;1
994.0;33.0;7;18;674;714;-7;-4
998.0;26.0;17;26;666;710;-17;1
981.0;-435.0;-1076;222;1195;14;1076;878
961.0;5.0;10;18;665;722;-10;1
974.0;-10.0;-9;14;658;734;9;5
992.0;47.0;-8;19;654;732;8;-9
1005.0;143.0;78;19;676;719;-78;-111
999.0;15.0;1;16;668;721;-1;-1
990.0;-18.0;5;27;662;713;-5;3
978.0;90.0;99;6;797;591;-99;10
971.0;47.0;15;17;663;725;-15;9
979.0;37.0;-13;22;660;720;13;10
992.0;4.0;-4;17;698;690;4;7
980.0;37.0;11;18;669;719;-11;1
998.0;164.0;-127;23;714;665;127;-10
845.0;24.0;5;13;748;643;-5;2
989.0;2.0;24;15;669;722;-24;-2
989.0;26.0;5;14;671;722;-5;0
988.0;7.0;1;21;667;717;-1;0
848.0;117.0;-3;14;745;645;3;3
980.0;23.0;0;17;671;719;0;2
988.0;-17.0;13;10;676;723;-13;3
924.0;-94.0;4258;-74;893;628;-4258;78
1208.0;101.0;155;228;1237;250;-155;973
973.0;5.0;-19;12;672;725;19;-2
988.0;-2.0;7;18;668;720;-7;-3
984.0;-6.0;20;17;669;720;-20;-1
988.0;30.0;-4;22;661;721;4;-9
997.0;30.0;1;18;670;719;-1;-2
987.0;19.0;-2;19;664;721;2;2
968.0;3.0;-14;25;662;715;14;-4
989.0;19.0;27;11;675;722;-27;0
987.0;15.0;-23;18;670;718;23;1
979.0;17.0;-11;20;671;715;11;4
975.0;26.0;-18;20;668;717;18;0
964.0;35.0;4;16;669;722;-4;-2
963.0;-22.0;1;16;669;722;-1;-2
979.0;-17.0;-8;18;667;721;8;-3
998.0;19.0;-21;17;671;718;21;3
983.0;-8.0;-11;18;671;715;11;5
978.0;-5.0;1;22;663;719;-1;-3
980.0;-15.0;1;22;664;719;-1;-3
970.0;5.0;-2;22;663;719;2;-4
989.0;13.0;23;19;670;716;-23;3
969.0;15.0;34;13;679;715;-34;10
988.0;-27.0;-3;22;671;712;3;2
972.0;29.0;11;26;658;718;-11;4
988.0;38.0;-18;18;669;718;18;-1
1033.0;105.0;-845;-109;1044;528;845;-389
941.0;59.0;3;15;661;729;-3;-1
980.0;54.0;5;14;669;724;-5;6
979.0;34.0;23;14;669;724;-23;5
972.0;-2.0;9;17;667;720;-9;2
977.0;42.0;12;15;656;736;-12;-7
951.0;35.0;-6;19;657;728;6;-3
969.0;-3.0;-18;18;658;729;18;-4
988.0;27.0;-10;15;661;731;10;3
1008.0;29.0;60;20;702;706;-60;178
969.0;69.0;26;16;661;729;-26;2
990.0;8.0;-19;19;666;719;19;7
965.0;-31.0;8;13;659;734;-8;-8
934.0;186.0;-6;20;658;727;6;-3
979.0;-5.0;7;31;652;716;-7;10
985.0;64.0;22;13;663;731;-22;-8
971.0;-35.0;-1;22;664;719;1;2
988.0;51.0;-1;16;659;730;1;1
988.0;74.0;3;22;663;719;-3;1
839.0;72.0;-3;28;658;713;3;-5
884.0;214.0;785;22;735;646;-785;-49
955.0;-9.0;-3;21;661;722;3;1
1003.0;-6.0;-15;19;664;724;15;4
845.0;-110.0;-32;23;659;720;32;-5
986.0;28.0;0;18;668;718;0;3
977.0;20.0;12;20;668;715;-12;1
979.0;27.0;2;19;665;721;-2;5
977.0;-20.0;-1;14;669;723;1;8
973.0;17.0;11;24;655;723;-11;1
898.0;-184.0;-4619;-170;1143;651;4619;71
939.0;63.0;-34;20;675;710;34;-2
935.0;74.0;-84;20;673;713;84;13
984.0;65.0;-2;25;655;721;2;1
973.0;32.0;-23;14;673;721;23;1
979.0;-2.0;9;27;651;722;-9;-1
979.0;-9.0;15;17;665;723;-15;3
993.0;48.0;5;18;659;727;-5;1
972.0;83.0;48;19;667;719;-48;14
969.0;17.0;12;22;662;719;-12;1
930.0;-6.0;88;-37;692;755;-88;-90
1615.0;187.0;-16;19;654;729;16;10
1001.0;337.0;85;76;687;758;-85;425
988.0;-18.0;4;15;667;722;-4;-3
989.0;-5.0;2;31;659;709;-2;-10
994.0;324.0;331;1762;1157;-1014;-331;73
980.0;7.0;4;18;666;721;-4;-2
978.0;18.0;27;20;658;725;-27;2
885.0;-17.0;11;19;666;719;-11;-1
983.0;6.0;28;18;659;727;-28;-1
674.0;266.0;170;18;663;729;-170;-50
922.0;9.0;19;13;683;712;-19;-3
978.0;-106.0;25;19;664;723;-25;-1
995.0;29.0;-13;20;661;723;13;2
966.0;71.0;7;24;661;716;-7;0
750.0;204.0;254;127;721;709;-254;345
906.0;-27.0;-8;14;656;737;8;-4
981.0;281.0;-3;18;656;730;3;-2
993.0;-16.0;7;18;658;728;-7;0
983.0;37.0;-8;19;671;715;8;0
991.0;-16.0;23;16;665;726;-23;6
985.0;70.0;-7;17;672;717;7;2
1008.0;70.0;-11;18;686;702;11;-4
990.0;423.0;-277;-31;1104;790;277;-919
988.0;29.0;-25;23;672;710;25;7
970.0;35.0;-8;18;653;734;8;-6
981.0;8.0;12;18;650;735;-12;-1
909.0;-2.0;7;8;673;726;-7;1
927.0;53.0;6;12;678;718;-6;1
975.0;6.0;29;18;655;732;-29;-5
991.0;-9.0;18;21;646;736;-18;4
995.0;31.0;-10;15;658;733;10;-4
962.0;52.0;-9;31;658;709;9;14
989.0;33.0;-15;16;656;733;15;-1
1079.0;-81.0;-18;18;665;724;18;14
932.0;104.0;31;18;664;722;-31;-6
930.0;69.0;23;13;653;739;-23;-1
998.0;-17.0;11;16;667;723;-11;0
989.0;57.0;18;20;660;724;-18;-10
1013.0;-569.0;956;36;613;736;-956;-8
1616.0;-668.0;-12;20;701;683;12;-11
989.0;4.0;-7;19;668;718;7;4
983.0;24.0;-18;14;669;723;18;1
1036.0;-13.0;-23;18;666;722;23;18
1048.0;40.0;-30;28;679;700;30;-65
959.0;32.0;-10;22;664;719;10;-2
991.0;19.0;-21;19;665;721;21;0
971.0;54.0;30;20;663;721;-30;-3
952.0;53.0;21;18;666;720;-21;0
968.0;68.0;1;19;662;726;-1;-4
951.0;75.0;-9;19;666;721;9;2
988.0;-17.0;6;25;656;722;-6;2
933.0;9.0;19;18;656;732;-19;5
949.0;-70.0;7;14;668;726;-7;5
978.0;37.0;-21;15;678;712;21;0
960.0;117.0;9;14;674;720;-9;-10
976.0;60.0;-3;16;671;718;3;2
989.0;-15.0;-4;18;663;724;4;2
977.0;-6.0;28;17;676;710;-28;1
970.0;15.0;23;15;668;725;-23;11
899.0;5.0;72;22;665;719;-72;91
1007.0;217.0;20;30;645;730;-20;127
989.0;-9.0;14;21;659;723;-14;-1
971.0;67.0;4;14;674;720;-4;4
952.0;-5.0;27;17;658;731;-27;2
952.0;5.0;5;15;655;735;-5;1
962.0;62.0;20;14;657;735;-20;1
959.0;-15.0;1;17;652;736;-1;0
961.0;-5.0;2;17;653;735;-2;-4
989.0;24.0;-22;21;651;730;22;9
968.0;19.0;21;8;681;721;-21;10
973.0;81.0;10;17;673;716;-10;7
930.0;11.0;20;15;667;725;-20;12
959.0;48.0;-18;15;656;734;18;-4
959.0;-2.0;34;21;656;726;-34;0
941.0;35.0;1;18;653;733;-1;-2
944.0;-48.0;11;15;656;736;-11;2
988.0;-18.0;26;24;660;719;-26;3
959.0;43.0;-35;18;656;730;35;2
989.0;39.0;-20;21;652;731;20;8
970.0;17.0;-7;20;652;732;7;2
828.0;157.0;5;14;675;719;-5;2
917.0;-179.0;20;-84;676;844;-20;85
1031.0;142.0;-3415;477;397;599;3415;-137
969.0;3.0;28;19;659;726;-28;20
984.0;27.0;15;18;652;735;-15;-1
974.0;60.0;29;19;660;725;-29;-4
991.0;-27.0;5;25;655;723;-5;2
939.0;98.0;-20;16;654;735;20;1
980.0;42.0;21;14;656;737;-21;-2
986.0;-951.0;6;21;661;721;-6;0
985.0;-14.0;-17;17;659;729;17;2
952.0;-19.0;61;-115;341;1007;-61;32
1003.0;28.0;0;15;660;731;0;1
959.0;5.0;3;16;652;736;-3;-2
969.0;-9.0;7;21;650;732;-7;2
970.0;-11.0;34;20;662;724;-34;5
981.0;15.0;19;20;663;721;-19;0
906.0;-41.0;24;21;670;716;-24;-13
1158.0;-56.0;34;52;679;722;-34;271
987.0;-8.0;-20;13;658;735;20;14
944.0;-22.0;12;24;659;721;-12;10
931.0;-33.0;12;23;660;721;-12;9
972.0;-66.0;-3;18;651;735;3;2
999.0;17.0;-19;15;663;728;19;2
970.0;7.0;4;18;654;734;-4;1
988.0;-21.0;9;18;651;735;-9;-1
961.0;5.0;33;21;649;734;-33;-3
942.0;52.0;-7;21;648;734;7;-3
963.0;32.0;-63;36;191;939;63;-57
955.0;-37.0;16;11;677;720;-16;-12
978.0;1.0;14;16;651;737;-14;-3
965.0;-8.0;-12;22;648;732;12;0
962.0;36.0;1;16;662;728;-1;0
941.0;-33.0;19;20;654;730;-19;-1
979.0;56.0;12;15;662;730;-12;0
965.0;7.0;-19;17;654;733;19;6
955.0;1.0;-25;19;650;735;25;2
950.0;17.0;6;20;651;733;-6;-2
980.0;-9.0;3;13;654;740;-3;-3
967.0;-10.0;23;23;661;718;-23;-3
1001.0;31.0;2;20;662;721;-2;-5
1005.0;32.0;-7;13;668;726;7;-5
951.0;-8.0;28;15;667;725;-28;-4
925.0;15.0;9;12;666;729;-9;-7
954.0;3.0;-2;10;664;733;2;-11
991.0;30.0;12;14;670;724;-12;-1
962.0;48.0;12;12;673;723;-12;2
984.0;76.0;21;13;669;726;-21;-1
953.0;5.0;-13;18;656;731;13;-1
947.0;-1.0;-38;16;661;729;38;6
977.0;47.0;-10;16;656;734;10;-3
973.0;-13.0;-4;16;652;736;4;-3
994.0;20.0;-4;21;659;723;4;-4
960.0;-9.0;-20;19;653;732;20;0
960.0;10.0;-29;19;653;732;29;1
962.0;-12.0;-11;12;658;738;11;0
959.0;559.0;-1285;-73;637;876;1285;-126
980.0;0.0;-9;12;668;728;9;0
957.0;10.0;9;20;651;733;-9;1
995.0;-85.0;11;19;660;724;-11;-2
975.0;-28.0;13;17;660;729;-13;1
980.0;11.0;-3;16;662;727;3;2
939.0;6.0;20;23;647;732;-20;-2
946.0;12.0;12;17;647;739;-12;-1
988.0;28.0;-13;11;660;736;13;1
947.0;-6.0;6;19;648;736;-6;-1
988.0;31.0;-5;17;660;728;5;-2
966.0;44.0;-27;16;653;736;27;0
983.0;24.0;1;23;658;721;-1;-1
991.0;62.0;-2;19;664;722;2;-1
970.0;46.0;13;18;667;721;-13;-1
990.0;31.0;17;18;664;723;-17;-2
953.0;-10.0;24;21;659;725;-24;6
992.0;13.0;21;22;657;724;-21;6
948.0;-27.0;18;22;670;712;-18;-13
993.0;12.0;6;16;665;726;-6;3
964.0;-18.0;12;24;662;717;-12;-1
988.0;-18.0;23;22;660;723;-23;6
971.0;-5.0;7;16;651;738;-7;-1
969.0;-9.0;25;19;664;723;-25;-1
978.0;17.0;21;20;660;725;-21;-1
977.0;26.0;-7;21;660;724;7;-5
959.0;44.0;3;22;649;731;-3;3
956.0;16.0;13;22;652;729;-13;-1
969.0;0.0;-20;20;651;732;20;2
1250.0;78.0;-20;18;665;723;20;4
960.0;4.0;-3;16;653;737;3;1
958.0;-185.0;115;57;697;705;-115;312
1205.0;213.0;14;16;668;722;-14;9
972.0;78.0;-2;17;654;734;2;2
977.0;55.0;6;22;664;718;-6;2
989.0;22.0;-1;16;665;724;1;2
976.0;5.0;13;27;656;719;-13;4
975.0;47.0;-11;21;654;729;11;2
1002.0;-56.0;17;18;657;730;-17;-2
967.0;39.0;-23;20;659;726;23;11
974.0;392.0;-2;18;186;966;2;-121
852.0;-171.0;-1;15;745;644;1;0
954.0;517.0;131;-12;681;743;-131;9
844.0;-14.0;8;16;745;643;-8;-2
955.0;-72.0;-31;19;654;732;31;0
1023.0;8.0;40;16;670;719;-40;-5
1050.0;44.0;1;18;678;711;-1;-6
978.0;117.0;20;17;660;729;-20;-1
979.0;776.0;2;13;669;726;-2;-7
997.0;58.0;42;21;644;738;-42;0
990.0;-69.0;-2;18;657;729;2;-1
970.0;292.0;55;16;656;732;-55;5
1002.0;-42.0;-16;21;658;725;16;2
978.0;32.0;-30;22;652;729;30;3
1031.0;-36.0;61;15;715;719;-61;-144
1082.0;610.0;-496;173;434;844;496;-524
998.0;209.0;-402;56;183;924;402;40
1051.0;-6.0;21;19;665;720;-21;-3
1009.0;-317.0;-184;21;652;729;184;21
979.0;81.0;13;22;652;729;-13;-1
974.0;-411.0;2144;28;688;712;-2144;108
998.0;2537.0;-43;8;673;729;43;-3
999.0;-57.0;-17;10;661;737;17;-3
995.0;71.0;9;20;655;728;-9;-2
966.0;318.0;-2236;886;157;240;2236;-302
991.0;-60.0;25;13;655;737;-25;-2
975.0;-19.0;-57;12;671;725;57;-21
980.0;71.0;23;15;656;736;-23;-6
1010.0;84.0;-20;17;656;733;20;1
984.0;-317.0;496;22;721;666;-496;-59
988.0;462.0;-543;72;785;597;543;-19
989.0;123.0;206;17;684;706;-206;2
998.0;12.0;-19;18;655;732;19;-1
1145.0;-450.0;40;20;675;705;-40;-1
993.0;44.0;-15;11;656;739;15;3
978.0;212.0;4;17;664;725;-4;1
1001.0;16.0;-16;17;654;733;16;4
1048.0;113.0;-215;-11;607;879;215;162
980.0;31.0;-30;14;659;734;30;3
1007.0;393.0;-130;76;466;830;130;226
989.0;165.0;-13;17;658;730;13;-1
1007.0;18.0;-9;15;658;733;9;-4
944.0;1383.0;12;12;664;732;-12;-3
986.0;47.0;-345;-77;466;1070;345;-288
988.0;38.0;-19;23;647;733;19;3
999.0;-4.0;-11;21;650;732;11;0
999.0;20.0;-32;21;656;728;32;1
971.0;-120.0;61;11;683;715;-61;5
968.0;122.0;12;16;648;741;-12;-1
983.0;-122.0;-769;18;654;732;769;-1
914.0;65.0;-1915;-103;734;826;1915;37
1081.0;-219.0;-9;22;669;713;9;-11
974.0;242.0;-435;443;454;486;435;-120
999.0;41.0;-12;20;650;733;12;7
1002.0;163.0;23;21;656;728;-23;4
995.0;2.0;-25;18;656;729;25;0
990.0;89.0;-8;18;652;736;8;0
945.0;-1652.0;19;14;665;728;-19;1
986.0;-339.0;145;12;695;699;-145;17
978.0;461.0;-11;20;658;725;11;-1
975.0;-396.0;-247;117;809;542;247;-203
1152.0;-104.0;24;16;655;733;-24;1
1035.0;5.0;-213;21;658;726;213;-43
993.0;78.0;11;16;655;735;-11;-1
963.0;266.0;164;-28;669;757;-164;-195
1337.0;-121.0;-4;15;671;721;4;-6
987.0;73.0;-10;28;651;721;10;4
1023.0;43.0;103;46;650;704;-103;12
998.0;62.0;24;17;652;736;-24;7
979.0;95.0;3;23;656;725;-3;-1
902.0;-98.0;-167;55;196;919;167;52
