Accelerometer LUA^ accZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
158.0;-32.0;253.0;-180.0;-933.0;-607.0;403.0;-20.0;756.0
205.0;-83.0;118.0;-127.0;-965.0;-555.0;329.0;33.0;810.0
243.0;-2.0;185.0;-239.0;-953.0;-530.0;409.0;-12.0;787.0
159.0;47.0;263.0;-177.0;-932.0;-578.0;405.0;-20.0;776.0
156.0;44.0;258.0;-195.0;-932.0;-593.0;392.0;-20.0;780.0
119.0;-80.0;122.0;-156.0;-975.0;-540.0;359.0;-6.0;837.0
153.0;36.0;259.0;-200.0;-935.0;-602.0;381.0;-19.0;796.0
152.0;77.0;262.0;-186.0;-934.0;-592.0;426.0;-8.0;772.0
172.0;82.0;261.0;-177.0;-938.0;-573.0;399.0;-15.0;781.0
173.0;91.0;259.0;-189.0;-942.0;-569.0;410.0;-14.0;772.0
132.0;144.0;226.0;-204.0;-961.0;-579.0;369.0;40.0;771.0
144.0;106.0;270.0;-201.0;-938.0;-561.0;400.0;-13.0;772.0
-125.0;-310.0;187.0;-267.0;-1077.0;-609.0;287.0;-129.0;650.0
254.0;-2.0;182.0;-231.0;-955.0;-517.0;414.0;5.0;781.0
170.0;116.0;277.0;-196.0;-922.0;-556.0;420.0;-21.0;785.0
193.0;109.0;282.0;-198.0;-915.0;-568.0;445.0;10.0;774.0
281.0;-4.0;110.0;-334.0;-976.0;-500.0;456.0;13.0;885.0
306.0;-12.0;115.0;-297.0;-977.0;-479.0;478.0;19.0;856.0
242.0;-184.0;170.0;-113.0;-987.0;-562.0;163.0;-27.0;867.0
253.0;-22.0;127.0;-283.0;-976.0;-493.0;462.0;-6.0;874.0
184.0;115.0;284.0;-198.0;-910.0;-592.0;433.0;-17.0;781.0
183.0;62.0;290.0;-182.0;-911.0;-593.0;388.0;-22.0;784.0
152.0;-95.0;146.0;-325.0;-989.0;-455.0;455.0;-11.0;874.0
170.0;29.0;292.0;-166.0;-910.0;-568.0;375.0;-19.0;776.0
113.0;133.0;367.0;-112.0;-862.0;-570.0;348.0;-39.0;798.0
104.0;57.0;311.0;-160.0;-900.0;-598.0;404.0;-40.0;749.0
251.0;-74.0;143.0;-272.0;-962.0;-524.0;435.0;20.0;850.0
120.0;66.0;313.0;-159.0;-895.0;-618.0;373.0;-38.0;725.0
231.0;-39.0;106.0;-249.0;-986.0;-476.0;383.0;-72.0;899.0
122.0;38.0;314.0;-159.0;-892.0;-601.0;359.0;-41.0;742.0
223.0;-6.0;188.0;-218.0;-954.0;-538.0;421.0;20.0;784.0
102.0;12.0;315.0;-160.0;-896.0;-610.0;375.0;-33.0;744.0
112.0;8.0;321.0;-159.0;-895.0;-618.0;383.0;-17.0;737.0
187.0;-28.0;197.0;-247.0;-946.0;-542.0;460.0;-12.0;807.0
180.0;80.0;270.0;-76.0;-894.0;-371.0;430.0;-31.0;814.0
145.0;17.0;208.0;-156.0;-916.0;-534.0;359.0;81.0;796.0
186.0;26.0;212.0;-163.0;-943.0;-557.0;312.0;91.0;801.0
285.0;-32.0;108.0;-294.0;-943.0;-795.0;151.0;-218.0;713.0
335.0;6.0;148.0;-363.0;-1044.0;-693.0;252.0;-80.0;761.0
302.0;-11.0;157.0;-346.0;-1077.0;-647.0;106.0;-240.0;870.0
305.0;-12.0;106.0;-376.0;-951.0;-589.0;238.0;-59.0;813.0
199.0;13.0;149.0;-287.0;-960.0;-600.0;232.0;-75.0;857.0
276.0;51.0;139.0;-311.0;-1012.0;-822.0;205.0;-136.0;791.0
114.0;13.0;320.0;-154.0;-896.0;-600.0;388.0;-29.0;749.0
307.0;-74.0;174.0;-359.0;-1012.0;-573.0;421.0;80.0;696.0
292.0;2.0;123.0;-232.0;-887.0;-526.0;350.0;-69.0;900.0
320.0;2.0;149.0;-268.0;-955.0;-505.0;423.0;1.0;794.0
299.0;46.0;142.0;-283.0;-967.0;-499.0;435.0;9.0;831.0
289.0;50.0;134.0;-289.0;-970.0;-503.0;415.0;20.0;855.0
343.0;-56.0;162.0;-242.0;-917.0;-526.0;315.0;-166.0;731.0
308.0;-188.0;147.0;-206.0;-1103.0;-634.0;243.0;-230.0;703.0
186.0;15.0;174.0;-197.0;-933.0;-564.0;278.0;81.0;801.0
120.0;35.0;321.0;-158.0;-894.0;-613.0;367.0;-47.0;713.0
203.0;-25.0;155.0;-181.0;-915.0;-581.0;320.0;54.0;785.0
172.0;-89.0;175.0;-185.0;-916.0;-541.0;307.0;39.0;737.0
228.0;-25.0;123.0;-205.0;-986.0;-489.0;435.0;-53.0;895.0
290.0;-200.0;106.0;-184.0;-877.0;-872.0;653.0;112.0;1017.0
210.0;-41.0;192.0;-240.0;-943.0;-550.0;449.0;-24.0;815.0
241.0;-66.0;266.0;-150.0;-882.0;-552.0;438.0;-122.0;843.0
172.0;-13.0;140.0;-207.0;-897.0;-596.0;234.0;-183.0;791.0
237.0;-70.0;140.0;-245.0;-970.0;-637.0;273.0;-78.0;794.0
228.0;-91.0;150.0;-193.0;-966.0;-540.0;239.0;-46.0;782.0
201.0;9.0;133.0;-200.0;-1104.0;-667.0;412.0;-246.0;686.0
220.0;-142.0;130.0;-261.0;-981.0;-618.0;274.0;-67.0;775.0
137.0;-81.0;276.0;-173.0;-855.0;-463.0;248.0;-28.0;757.0
99.0;85.0;210.0;-116.0;-833.0;-469.0;377.0;-74.0;752.0
33.0;14.0;378.0;-105.0;-908.0;-696.0;342.0;-84.0;693.0
173.0;47.0;240.0;-177.0;-875.0;-558.0;332.0;-49.0;800.0
170.0;54.0;238.0;-183.0;-891.0;-588.0;325.0;-46.0;790.0
22.0;-84.0;373.0;-80.0;-867.0;-683.0;276.0;-51.0;657.0
206.0;40.0;184.0;-218.0;-958.0;-510.0;416.0;50.0;877.0
159.0;94.0;248.0;-215.0;-911.0;-561.0;352.0;-30.0;805.0
235.0;43.0;193.0;-228.0;-947.0;-527.0;438.0;7.0;851.0
193.0;11.0;212.0;-239.0;-957.0;-519.0;416.0;-2.0;836.0
193.0;57.0;218.0;-191.0;-954.0;-520.0;415.0;6.0;838.0
242.0;46.0;218.0;-180.0;-931.0;-538.0;403.0;23.0;838.0
184.0;67.0;236.0;-166.0;-924.0;-531.0;415.0;10.0;834.0
78.0;129.0;373.0;-101.0;-869.0;-660.0;253.0;-42.0;650.0
140.0;148.0;243.0;-234.0;-926.0;-566.0;390.0;-40.0;814.0
154.0;71.0;230.0;-183.0;-921.0;-527.0;404.0;22.0;828.0
265.0;168.0;173.0;-272.0;-923.0;-289.0;349.0;-26.0;516.0
151.0;22.0;248.0;-226.0;-949.0;-552.0;366.0;3.0;820.0
182.0;-36.0;240.0;-201.0;-907.0;-535.0;359.0;-10.0;810.0
167.0;-51.0;210.0;-317.0;-856.0;-541.0;327.0;-12.0;790.0
242.0;-6.0;115.0;-222.0;-989.0;-449.0;410.0;-76.0;865.0
113.0;1.0;314.0;-162.0;-905.0;-623.0;363.0;-49.0;689.0
112.0;28.0;315.0;-170.0;-904.0;-637.0;354.0;-39.0;698.0
111.0;53.0;308.0;-162.0;-905.0;-656.0;352.0;-28.0;715.0
112.0;21.0;304.0;-172.0;-904.0;-645.0;334.0;-31.0;716.0
108.0;161.0;293.0;-156.0;-906.0;-635.0;354.0;-58.0;717.0
146.0;64.0;321.0;-193.0;-908.0;-638.0;361.0;-63.0;717.0
149.0;16.0;368.0;-135.0;-912.0;-708.0;282.0;-119.0;669.0
123.0;-37.0;322.0;-169.0;-877.0;-615.0;355.0;-49.0;720.0
263.0;0.0;107.0;-244.0;-913.0;-660.0;454.0;-35.0;822.0
105.0;-94.0;226.0;-146.0;-965.0;-509.0;352.0;-66.0;743.0
72.0;-234.0;366.0;-144.0;-839.0;-602.0;222.0;5.0;649.0
66.0;181.0;302.0;-223.0;-822.0;-438.0;301.0;32.0;787.0
189.0;278.0;233.0;-201.0;-939.0;-583.0;287.0;-18.0;819.0
175.0;170.0;204.0;-141.0;-927.0;-557.0;354.0;-68.0;807.0
85.0;-168.0;217.0;-167.0;-995.0;-758.0;445.0;-49.0;553.0
113.0;-104.0;265.0;-240.0;-947.0;-601.0;377.0;-16.0;680.0
55.0;-121.0;221.0;-117.0;-987.0;-467.0;322.0;131.0;834.0
267.0;1225.0;336.0;-121.0;-922.0;-581.0;556.0;-59.0;810.0
173.0;95.0;220.0;-208.0;-952.0;-551.0;392.0;-9.0;851.0
171.0;160.0;211.0;-267.0;-923.0;-489.0;416.0;-38.0;883.0
221.0;94.0;364.0;-271.0;-1265.0;-500.0;362.0;-103.0;801.0
397.0;42.0;250.0;-199.0;-966.0;-607.0;304.0;-47.0;709.0
298.0;22.0;390.0;-227.0;-947.0;-663.0;336.0;-105.0;793.0
295.0;-48.0;285.0;-292.0;-911.0;-630.0;417.0;-120.0;780.0
794.0;-47.0;329.0;-832.0;-941.0;-687.0;691.0;-21.0;743.0
379.0;-126.0;441.0;-518.0;-842.0;-592.0;466.0;-262.0;795.0
114.0;-47.0;258.0;-278.0;-939.0;-588.0;372.0;47.0;713.0
166.0;68.0;171.0;-153.0;-961.0;-520.0;402.0;-33.0;836.0
232.0;85.0;160.0;-170.0;-978.0;-519.0;407.0;-28.0;816.0
144.0;-32.0;247.0;-233.0;-926.0;-591.0;357.0;60.0;727.0
174.0;-133.0;256.0;-275.0;-938.0;-570.0;318.0;-9.0;784.0
237.0;-78.0;159.0;-194.0;-985.0;-531.0;404.0;-69.0;830.0
202.0;-110.0;166.0;-218.0;-977.0;-529.0;401.0;-67.0;840.0
167.0;-190.0;166.0;-312.0;-945.0;-444.0;447.0;-85.0;866.0
190.0;-125.0;175.0;-221.0;-954.0;-517.0;389.0;-40.0;827.0
215.0;34.0;84.0;-302.0;-911.0;-514.0;377.0;6.0;801.0
196.0;-46.0;167.0;-176.0;-950.0;-551.0;374.0;-37.0;833.0
153.0;-131.0;270.0;-292.0;-949.0;-600.0;351.0;-3.0;772.0
164.0;-100.0;267.0;-299.0;-939.0;-619.0;382.0;54.0;772.0
260.0;35.0;263.0;-313.0;-937.0;-557.0;479.0;-88.0;814.0
294.0;35.0;275.0;-270.0;-942.0;-555.0;481.0;-84.0;837.0
237.0;-148.0;115.0;-303.0;-805.0;-683.0;434.0;138.0;821.0
222.0;-213.0;188.0;-180.0;-921.0;-562.0;413.0;91.0;773.0
241.0;289.0;257.0;-269.0;-1011.0;-467.0;363.0;130.0;871.0
229.0;100.0;253.0;-266.0;-952.0;-546.0;388.0;-1.0;836.0
251.0;92.0;263.0;-293.0;-953.0;-546.0;371.0;-67.0;823.0
241.0;71.0;370.0;-352.0;-1080.0;-572.0;455.0;25.0;1048.0
258.0;-6.0;194.0;-220.0;-935.0;-552.0;411.0;0.0;836.0
271.0;79.0;268.0;-299.0;-947.0;-579.0;424.0;-66.0;810.0
293.0;205.0;204.0;-318.0;-995.0;-608.0;373.0;-104.0;805.0
291.0;58.0;275.0;-297.0;-945.0;-587.0;358.0;-55.0;809.0
220.0;-27.0;203.0;-213.0;-1009.0;-517.0;428.0;6.0;885.0
285.0;68.0;280.0;-287.0;-932.0;-611.0;397.0;-69.0;809.0
211.0;-114.0;259.0;-336.0;-840.0;-597.0;296.0;31.0;794.0
303.0;34.0;280.0;-300.0;-933.0;-610.0;395.0;-59.0;810.0
138.0;-11.0;204.0;-262.0;-993.0;-549.0;381.0;17.0;849.0
150.0;6.0;193.0;-253.0;-970.0;-540.0;442.0;-55.0;809.0
194.0;-20.0;128.0;-211.0;-846.0;-813.0;523.0;78.0;938.0
205.0;66.0;197.0;-221.0;-950.0;-578.0;465.0;-16.0;792.0
220.0;8.0;198.0;-124.0;-1006.0;-583.0;462.0;-82.0;818.0
296.0;58.0;280.0;-288.0;-936.0;-609.0;455.0;-60.0;791.0
116.0;-210.0;161.0;-335.0;-923.0;-576.0;224.0;-86.0;700.0
120.0;-97.0;241.0;-243.0;-928.0;-573.0;295.0;-49.0;774.0
119.0;-381.0;259.0;-161.0;-869.0;-604.0;303.0;-37.0;771.0
99.0;-1.0;111.0;-214.0;-1121.0;-448.0;430.0;-225.0;816.0
389.0;-170.0;172.0;-328.0;-1153.0;-794.0;194.0;18.0;646.0
195.0;40.0;185.0;-133.0;-1004.0;-557.0;429.0;-84.0;829.0
265.0;20.0;282.0;-291.0;-935.0;-579.0;398.0;-56.0;780.0
75.0;-1.0;283.0;-112.0;-935.0;-624.0;341.0;-35.0;770.0
165.0;-1.0;188.0;-137.0;-1007.0;-579.0;449.0;-89.0;831.0
182.0;-181.0;363.0;-192.0;-876.0;-710.0;327.0;-111.0;744.0
255.0;-5.0;284.0;-292.0;-935.0;-595.0;377.0;-42.0;774.0
193.0;82.0;490.0;-203.0;-822.0;-793.0;136.0;-126.0;486.0
278.0;21.0;282.0;-290.0;-933.0;-607.0;400.0;-60.0;792.0
247.0;9.0;285.0;-297.0;-937.0;-600.0;405.0;-66.0;800.0
127.0;-22.0;207.0;-140.0;-970.0;-562.0;464.0;-32.0;848.0
111.0;47.0;269.0;-126.0;-934.0;-589.0;327.0;-34.0;793.0
127.0;67.0;202.0;-143.0;-972.0;-561.0;456.0;-59.0;829.0
198.0;335.0;77.0;-313.0;-961.0;-569.0;470.0;-98.0;830.0
278.0;3.0;284.0;-297.0;-938.0;-591.0;409.0;-52.0;782.0
104.0;164.0;342.0;-165.0;-919.0;-513.0;253.0;-65.0;754.0
461.0;-145.0;300.0;-309.0;-952.0;-703.0;424.0;-89.0;768.0
224.0;-230.0;322.0;-242.0;-964.0;-572.0;233.0;6.0;811.0
121.0;47.0;262.0;-103.0;-932.0;-580.0;323.0;-31.0;791.0
38.0;130.0;250.0;-38.0;-958.0;-552.0;261.0;15.0;806.0
123.0;37.0;260.0;-121.0;-940.0;-611.0;301.0;-29.0;790.0
152.0;57.0;252.0;-140.0;-947.0;-591.0;286.0;-28.0;804.0
183.0;54.0;206.0;-107.0;-987.0;-556.0;436.0;-64.0;845.0
160.0;34.0;241.0;-146.0;-947.0;-613.0;267.0;-57.0;781.0
158.0;-14.0;231.0;-129.0;-945.0;-599.0;278.0;-33.0;777.0
151.0;12.0;226.0;-147.0;-947.0;-630.0;285.0;-27.0;752.0
117.0;16.0;218.0;-171.0;-951.0;-634.0;265.0;-36.0;746.0
271.0;5.0;281.0;-313.0;-936.0;-616.0;408.0;-59.0;787.0
103.0;-45.0;214.0;-171.0;-951.0;-655.0;292.0;-35.0;723.0
204.0;91.0;220.0;-198.0;-986.0;-585.0;388.0;-76.0;854.0
306.0;5.0;283.0;-307.0;-937.0;-599.0;408.0;-62.0;780.0
296.0;-4.0;283.0;-301.0;-939.0;-599.0;412.0;-59.0;782.0
243.0;-57.0;345.0;-361.0;-801.0;-630.0;137.0;-67.0;776.0
220.0;107.0;341.0;-236.0;-806.0;-475.0;121.0;-90.0;726.0
163.0;261.0;231.0;-189.0;-780.0;-417.0;242.0;29.0;799.0
304.0;1.0;280.0;-293.0;-939.0;-590.0;385.0;-69.0;772.0
143.0;67.0;218.0;-245.0;-953.0;-508.0;287.0;154.0;778.0
202.0;69.0;198.0;-204.0;-912.0;-500.0;386.0;53.0;836.0
305.0;16.0;285.0;-309.0;-939.0;-590.0;405.0;-58.0;782.0
191.0;40.0;208.0;-106.0;-981.0;-564.0;417.0;-52.0;840.0
276.0;11.0;283.0;-301.0;-943.0;-605.0;421.0;-63.0;781.0
178.0;10.0;202.0;-105.0;-978.0;-572.0;440.0;-60.0;843.0
201.0;67.0;195.0;-224.0;-969.0;-508.0;355.0;39.0;856.0
11.0;-18.0;227.0;-210.0;-868.0;-541.0;310.0;62.0;725.0
210.0;65.0;186.0;-205.0;-958.0;-489.0;344.0;20.0;827.0
217.0;23.0;185.0;-177.0;-949.0;-503.0;382.0;26.0;804.0
176.0;33.0;179.0;-212.0;-959.0;-482.0;390.0;23.0;796.0
125.0;36.0;123.0;-178.0;-952.0;-393.0;412.0;54.0;858.0
183.0;-77.0;177.0;-185.0;-981.0;-448.0;399.0;21.0;850.0
203.0;-95.0;94.0;-201.0;-971.0;-415.0;364.0;71.0;900.0
276.0;5.0;284.0;-306.0;-939.0;-609.0;435.0;-66.0;787.0
-11.0;37.0;130.0;-211.0;-843.0;-622.0;493.0;-65.0;694.0
132.0;-27.0;202.0;-170.0;-942.0;-432.0;404.0;87.0;993.0
207.0;1.0;171.0;-294.0;-924.0;-480.0;379.0;64.0;877.0
-152.0;10.0;130.0;-112.0;-899.0;-672.0;576.0;176.0;693.0
181.0;20.0;195.0;-101.0;-975.0;-560.0;431.0;-55.0;815.0
135.0;-8.0;193.0;-135.0;-976.0;-545.0;441.0;-41.0;812.0
177.0;-13.0;189.0;-151.0;-983.0;-559.0;443.0;-50.0;832.0
204.0;17.0;197.0;-145.0;-986.0;-552.0;415.0;-64.0;844.0
193.0;146.0;168.0;-121.0;-977.0;-537.0;476.0;-39.0;898.0
270.0;4.0;282.0;-305.0;-939.0;-606.0;387.0;-72.0;785.0
291.0;-3.0;284.0;-308.0;-941.0;-598.0;382.0;-63.0;784.0
305.0;23.0;284.0;-294.0;-940.0;-599.0;420.0;-60.0;769.0
3.0;-106.0;302.0;-225.0;-950.0;-502.0;456.0;-171.0;828.0
244.0;-265.0;320.0;-342.0;-717.0;-534.0;324.0;-10.0;818.0
103.0;-190.0;222.0;-180.0;-883.0;-551.0;333.0;55.0;733.0
122.0;270.0;294.0;-328.0;-1355.0;-437.0;294.0;-59.0;840.0
122.0;-72.0;256.0;-214.0;-1013.0;-576.0;404.0;-36.0;841.0
132.0;-41.0;230.0;-144.0;-955.0;-545.0;318.0;-22.0;837.0
91.0;115.0;249.0;18.0;-837.0;-531.0;255.0;-40.0;916.0
202.0;-67.0;185.0;-278.0;-775.0;-541.0;231.0;101.0;893.0
163.0;-97.0;265.0;-134.0;-986.0;-584.0;321.0;20.0;791.0
183.0;-62.0;267.0;-160.0;-978.0;-576.0;337.0;14.0;806.0
180.0;-17.0;265.0;-172.0;-954.0;-601.0;292.0;-7.0;814.0
168.0;44.0;200.0;-110.0;-955.0;-547.0;376.0;-35.0;840.0
271.0;21.0;283.0;-290.0;-939.0;-605.0;414.0;-56.0;772.0
181.0;16.0;270.0;-146.0;-961.0;-626.0;327.0;-48.0;831.0
191.0;-23.0;276.0;-156.0;-967.0;-605.0;333.0;-49.0;804.0
271.0;11.0;285.0;-288.0;-936.0;-597.0;402.0;-74.0;795.0
169.0;-19.0;252.0;-374.0;-845.0;-551.0;333.0;38.0;834.0
301.0;27.0;289.0;-303.0;-937.0;-597.0;404.0;-69.0;779.0
160.0;26.0;268.0;-158.0;-964.0;-590.0;314.0;-39.0;817.0
258.0;25.0;289.0;-289.0;-937.0;-619.0;391.0;-78.0;790.0
159.0;37.0;220.0;-134.0;-983.0;-550.0;383.0;-16.0;819.0
146.0;7.0;210.0;-136.0;-976.0;-544.0;402.0;-11.0;828.0
92.0;-23.0;212.0;-160.0;-951.0;-670.0;286.0;-23.0;720.0
287.0;-3.0;292.0;-288.0;-938.0;-610.0;414.0;-71.0;791.0
151.0;14.0;206.0;-118.0;-968.0;-560.0;399.0;-19.0;830.0
134.0;-7.0;212.0;-132.0;-972.0;-561.0;426.0;-11.0;839.0
128.0;18.0;214.0;-136.0;-969.0;-553.0;395.0;-10.0;835.0
135.0;-17.0;284.0;-162.0;-949.0;-598.0;358.0;-28.0;814.0
171.0;14.0;217.0;-125.0;-965.0;-538.0;425.0;1.0;840.0
306.0;3.0;297.0;-286.0;-937.0;-599.0;415.0;-79.0;791.0
419.0;-215.0;99.0;-98.0;-941.0;-485.0;510.0;-123.0;837.0
218.0;3.0;181.0;-179.0;-965.0;-484.0;447.0;-55.0;854.0
231.0;15.0;178.0;-196.0;-964.0;-498.0;465.0;-87.0;867.0
220.0;65.0;187.0;-219.0;-964.0;-505.0;454.0;-90.0;868.0
254.0;5.0;295.0;-289.0;-938.0;-600.0;403.0;-88.0;780.0
244.0;24.0;189.0;-176.0;-970.0;-530.0;441.0;-72.0;868.0
206.0;6.0;186.0;-148.0;-970.0;-490.0;433.0;-69.0;874.0
205.0;49.0;164.0;-110.0;-971.0;-511.0;497.0;-88.0;894.0
178.0;-60.0;154.0;-109.0;-972.0;-529.0;483.0;-85.0;884.0
275.0;33.0;299.0;-287.0;-940.0;-620.0;413.0;-64.0;781.0
213.0;64.0;172.0;-171.0;-973.0;-504.0;442.0;-40.0;847.0
255.0;71.0;297.0;-265.0;-936.0;-601.0;393.0;-78.0;782.0
192.0;83.0;177.0;-217.0;-968.0;-506.0;447.0;-67.0;881.0
268.0;21.0;300.0;-286.0;-937.0;-614.0;388.0;-86.0;778.0
-84.0;-185.0;136.0;-229.0;-1010.0;-519.0;182.0;-39.0;829.0
163.0;23.0;209.0;-112.0;-962.0;-533.0;402.0;-2.0;826.0
183.0;2.0;209.0;-142.0;-967.0;-529.0;399.0;-11.0;841.0
207.0;31.0;208.0;-161.0;-964.0;-518.0;392.0;-12.0;837.0
114.0;-29.0;289.0;-118.0;-951.0;-605.0;342.0;-35.0;791.0
253.0;15.0;299.0;-278.0;-938.0;-629.0;375.0;-70.0;783.0
234.0;30.0;123.0;-204.0;-957.0;-484.0;463.0;-62.0;855.0
106.0;69.0;222.0;-159.0;-967.0;-582.0;429.0;-27.0;755.0
257.0;6.0;305.0;-273.0;-935.0;-620.0;415.0;-89.0;782.0
272.0;0.0;149.0;-210.0;-994.0;-510.0;448.0;-52.0;878.0
263.0;0.0;305.0;-275.0;-936.0;-610.0;385.0;-88.0;771.0
130.0;-75.0;254.0;-99.0;-961.0;-572.0;389.0;-75.0;811.0
118.0;13.0;292.0;-137.0;-948.0;-605.0;353.0;-57.0;791.0
136.0;11.0;297.0;-110.0;-942.0;-606.0;373.0;-50.0;790.0
340.0;-15.0;328.0;-351.0;-940.0;-661.0;360.0;-97.0;754.0
251.0;-69.0;306.0;-256.0;-932.0;-630.0;376.0;-70.0;773.0
217.0;-24.0;133.0;-227.0;-990.0;-489.0;446.0;-55.0;878.0
257.0;15.0;308.0;-250.0;-938.0;-629.0;385.0;-90.0;769.0
259.0;-38.0;140.0;-214.0;-977.0;-469.0;464.0;-34.0;870.0
250.0;-10.0;310.0;-261.0;-940.0;-632.0;388.0;-87.0;777.0
242.0;-28.0;140.0;-201.0;-975.0;-482.0;471.0;-18.0;874.0
251.0;-18.0;140.0;-209.0;-969.0;-470.0;470.0;-36.0;876.0
245.0;-15.0;309.0;-268.0;-934.0;-640.0;408.0;-103.0;777.0
179.0;12.0;292.0;-109.0;-943.0;-619.0;365.0;-58.0;799.0
219.0;-6.0;202.0;-147.0;-965.0;-520.0;414.0;-1.0;831.0
168.0;-7.0;292.0;-125.0;-949.0;-620.0;354.0;-39.0;801.0
130.0;18.0;294.0;-144.0;-959.0;-610.0;355.0;-19.0;791.0
181.0;22.0;196.0;-134.0;-967.0;-536.0;384.0;8.0;828.0
195.0;25.0;196.0;-146.0;-968.0;-541.0;387.0;-6.0;846.0
207.0;24.0;195.0;-170.0;-973.0;-538.0;412.0;5.0;838.0
199.0;15.0;188.0;-168.0;-972.0;-511.0;407.0;-2.0;849.0
165.0;33.0;182.0;-175.0;-971.0;-539.0;376.0;9.0;861.0
225.0;-26.0;308.0;-245.0;-942.0;-622.0;394.0;-86.0;761.0
110.0;40.0;267.0;-76.0;-968.0;-604.0;366.0;-28.0;803.0
193.0;25.0;181.0;-180.0;-970.0;-538.0;385.0;10.0;830.0
205.0;-25.0;184.0;-182.0;-976.0;-532.0;417.0;-20.0;840.0
236.0;-33.0;302.0;-236.0;-938.0;-631.0;402.0;-90.0;773.0
233.0;25.0;131.0;-247.0;-986.0;-499.0;430.0;-79.0;888.0
277.0;-67.0;118.0;-217.0;-979.0;-462.0;457.0;-69.0;889.0
113.0;93.0;324.0;-7.0;-1046.0;-593.0;324.0;-191.0;830.0
242.0;-15.0;302.0;-243.0;-942.0;-648.0;366.0;-80.0;762.0
125.0;135.0;255.0;-276.0;-958.0;-413.0;345.0;-73.0;913.0
251.0;2.0;297.0;-212.0;-946.0;-640.0;384.0;-71.0;772.0
266.0;-66.0;124.0;-250.0;-986.0;-480.0;451.0;-49.0;867.0
268.0;-48.0;120.0;-242.0;-980.0;-480.0;436.0;-48.0;877.0
234.0;45.0;294.0;-221.0;-945.0;-651.0;423.0;-78.0;762.0
225.0;46.0;284.0;-215.0;-944.0;-634.0;403.0;-68.0;767.0
215.0;70.0;288.0;-206.0;-945.0;-621.0;405.0;-67.0;766.0
219.0;73.0;286.0;-202.0;-950.0;-625.0;408.0;-58.0;769.0
223.0;120.0;268.0;-139.0;-961.0;-600.0;340.0;-7.0;823.0
189.0;76.0;304.0;-185.0;-974.0;-618.0;340.0;-34.0;797.0
236.0;223.0;345.0;27.0;-918.0;-704.0;334.0;122.0;937.0
222.0;26.0;263.0;-184.0;-977.0;-614.0;334.0;-19.0;781.0
214.0;31.0;182.0;-162.0;-972.0;-554.0;399.0;0.0;850.0
257.0;40.0;259.0;-246.0;-957.0;-588.0;379.0;-12.0;737.0
350.0;92.0;226.0;-293.0;-1007.0;-697.0;513.0;107.0;791.0
24.0;-11.0;431.0;-307.0;-993.0;-467.0;276.0;-42.0;773.0
204.0;16.0;183.0;-165.0;-974.0;-548.0;432.0;0.0;839.0
105.0;136.0;171.0;-239.0;-1052.0;-449.0;143.0;2.0;823.0
208.0;107.0;287.0;-238.0;-957.0;-602.0;414.0;-55.0;787.0
129.0;-94.0;227.0;-186.0;-951.0;-660.0;294.0;-137.0;744.0
60.0;-150.0;77.0;-122.0;-955.0;-652.0;233.0;-119.0;751.0
111.0;38.0;358.0;-155.0;-969.0;-603.0;345.0;-23.0;801.0
221.0;86.0;287.0;-251.0;-951.0;-626.0;427.0;-51.0;798.0
98.0;-25.0;231.0;-91.0;-949.0;-558.0;415.0;-10.0;745.0
190.0;-78.0;194.0;-134.0;-1001.0;-530.0;552.0;7.0;876.0
197.0;93.0;288.0;-240.0;-944.0;-622.0;446.0;-65.0;787.0
160.0;-79.0;159.0;-126.0;-961.0;-531.0;376.0;-45.0;839.0
166.0;-42.0;186.0;-180.0;-958.0;-505.0;336.0;-118.0;857.0
153.0;-58.0;178.0;-212.0;-977.0;-500.0;328.0;-108.0;858.0
209.0;-61.0;164.0;-225.0;-981.0;-427.0;274.0;-63.0;835.0
225.0;-90.0;150.0;-197.0;-1104.0;-403.0;299.0;-95.0;772.0
227.0;82.0;290.0;-245.0;-938.0;-617.0;448.0;-65.0;789.0
256.0;57.0;284.0;-235.0;-940.0;-589.0;427.0;-32.0;792.0
180.0;26.0;188.0;-160.0;-972.0;-572.0;478.0;-34.0;832.0
211.0;-49.0;183.0;-139.0;-969.0;-531.0;420.0;-19.0;828.0
222.0;-31.0;187.0;-144.0;-974.0;-537.0;396.0;-11.0;830.0
213.0;-29.0;188.0;-161.0;-975.0;-521.0;395.0;-38.0;839.0
192.0;69.0;183.0;-171.0;-979.0;-564.0;390.0;-66.0;851.0
246.0;65.0;175.0;-163.0;-985.0;-557.0;391.0;-109.0;868.0
250.0;58.0;171.0;-157.0;-988.0;-591.0;431.0;-88.0;886.0
210.0;-27.0;192.0;-174.0;-968.0;-543.0;389.0;-33.0;850.0
193.0;-17.0;194.0;-176.0;-962.0;-540.0;364.0;29.0;855.0
206.0;-8.0;191.0;-178.0;-967.0;-513.0;415.0;-29.0;837.0
245.0;3.0;189.0;-167.0;-972.0;-549.0;381.0;-25.0;835.0
201.0;34.0;180.0;-208.0;-976.0;-549.0;370.0;-6.0;852.0
117.0;47.0;169.0;-212.0;-985.0;-611.0;329.0;144.0;758.0
