Accelerometer LWR accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE EuY;Accelerometer LH accX
-401.0;-44.0;-32;407.0
-301.0;-90.0;-43;351.0
-311.0;-104.0;-41;331.0
-292.0;-62.0;-43;369.0
-309.0;-91.0;-43;342.0
-305.0;-89.0;-43;350.0
-767.0;-9.0;-40;589.0
-284.0;-216.0;-39;307.0
-457.0;-72.0;-38;425.0
-260.0;-125.0;-42;378.0
-338.0;-280.0;-44;420.0
-322.0;19.0;-42;328.0
-401.0;-59.0;-41;335.0
-328.0;-105.0;-41;318.0
-300.0;-90.0;-43;356.0
-293.0;-1059.0;-36;300.0
-437.0;-287.0;-36;416.0
-428.0;1.0;-45;494.0
-318.0;-177.0;1;440.0
-360.0;-201.0;-32;311.0
-348.0;-229.0;-45;353.0
-363.0;-218.0;-16;417.0
-841.0;-357.0;-50;696.0
-372.0;55.0;-37;375.0
-333.0;-99.0;-51;322.0
-333.0;-233.0;-41;360.0
-295.0;-175.0;-38;308.0
-389.0;-53.0;-38;255.0
-436.0;-136.0;-86;382.0
-377.0;-257.0;-41;366.0
-350.0;-354.0;-50;674.0
-289.0;-370.0;-50;282.0
-507.0;24.0;-45;543.0
-419.0;-76.0;-39;376.0
-436.0;-12.0;-45;415.0
-382.0;-25.0;-43;384.0
-869.0;-47.0;-44;401.0
-279.0;-107.0;-41;361.0
-417.0;-245.0;-48;506.0
-420.0;-167.0;-30;677.0
-456.0;-94.0;-37;277.0
-515.0;-116.0;-38;516.0
-424.0;42.0;-42;576.0
-356.0;-46.0;-32;598.0
-292.0;-73.0;-39;419.0
-359.0;-142.0;-40;587.0
-302.0;-118.0;-41;310.0
-439.0;-28.0;-41;367.0
-456.0;-72.0;-43;503.0
-300.0;-108.0;-41;338.0
-307.0;-31.0;-43;470.0
-372.0;-124.0;-46;297.0
-288.0;-90.0;-41;331.0
-308.0;4.0;-46;282.0
-272.0;-81.0;-39;504.0
-341.0;-128.0;-41;293.0
-715.0;-127.0;-41;778.0
-284.0;-145.0;-41;349.0
-331.0;-109.0;-45;319.0
-370.0;-163.0;-32;283.0
-359.0;-174.0;-32;324.0
-306.0;-94.0;-41;334.0
-332.0;-75.0;-43;334.0
-371.0;-50.0;-39;370.0
-362.0;-187.0;-46;333.0
-300.0;-34.0;15;333.0
-506.0;-377.0;-41;473.0
-342.0;-269.0;-45;310.0
-324.0;-221.0;-42;319.0
-302.0;-90.0;-41;352.0
-301.0;-87.0;-41;320.0
-250.0;-316.0;-39;161.0
-297.0;-93.0;-41;746.0
-326.0;-146.0;-43;319.0
-277.0;-262.0;-45;239.0
-100.0;40.0;-44;649.0
-420.0;-373.0;-50;540.0
-313.0;-51.0;-43;344.0
-360.0;-127.0;-52;309.0
-313.0;-156.0;-15;343.0
-316.0;27.0;-43;407.0
-344.0;-51.0;-36;462.0
-381.0;-255.0;-50;221.0
-326.0;-66.0;-43;359.0
-480.0;-197.0;-39;293.0
-287.0;27.0;-42;362.0
-345.0;28.0;-38;212.0
-226.0;-62.0;-43;176.0
-315.0;-112.0;-40;295.0
-336.0;-115.0;-40;301.0
-612.0;-372.0;-50;650.0
-323.0;-108.0;-40;298.0
-512.0;12.0;-50;174.0
-481.0;-26.0;-44;236.0
-281.0;-116.0;-41;301.0
-224.0;-97.0;-45;282.0
-161.0;-92.0;-40;225.0
-363.0;36.0;-39;477.0
-320.0;-28.0;-39;328.0
-194.0;1.0;-45;492.0
-136.0;-127.0;-39;613.0
-298.0;-166.0;-40;191.0
-1054.0;-35.0;-44;622.0
-225.0;-67.0;-40;317.0
-302.0;-121.0;-41;297.0
-290.0;-167.0;-13;409.0
-628.0;-11.0;-41;302.0
-17.0;-66.0;-40;385.0
-662.0;-749.0;-52;735.0
-229.0;-95.0;-42;367.0
-415.0;-372.0;-50;264.0
-458.0;-299.0;-44;118.0
-244.0;-521.0;-32;284.0
-295.0;-145.0;-41;310.0
-183.0;9.0;-45;292.0
-505.0;-83.0;-38;769.0
-168.0;-303.0;-47;293.0
-501.0;-161.0;-44;159.0
-388.0;-325.0;-51;840.0
-264.0;-222.0;-41;690.0
-624.0;-134.0;-44;266.0
-575.0;10.0;-45;603.0
-885.0;-365.0;-44;423.0
-292.0;-50.0;-39;266.0
-92.0;17.0;-36;298.0
-320.0;-102.0;-40;268.0
-261.0;-83.0;-43;243.0
-261.0;19.0;-45;216.0
-310.0;-109.0;-41;314.0
-323.0;-109.0;-45;304.0
-529.0;290.0;-35;385.0
58.0;-316.0;-52;496.0
-247.0;7.0;-43;259.0
-224.0;-135.0;-40;354.0
-175.0;-463.0;-43;-54.0
-342.0;107.0;-35;357.0
-295.0;-136.0;-40;275.0
-207.0;20.0;-43;386.0
-343.0;-102.0;-41;296.0
-333.0;-111.0;-13;293.0
-260.0;-126.0;-40;308.0
-715.0;-321.0;-50;1000.0
-277.0;-69.0;-41;321.0
-107.0;-272.0;-29;422.0
-292.0;-117.0;-43;322.0
-293.0;-107.0;-41;185.0
-897.0;-45.0;-44;919.0
-156.0;-411.0;-45;141.0
-36.0;-299.0;-43;47.0
-24.0;-16.0;-45;21.0
-274.0;255.0;-42;307.0
197.0;-82.0;-47;-136.0
-225.0;-265.0;-26;-20.0
-264.0;90.0;-35;214.0
-776.0;-102.0;-38;-26.0
-61.0;-157.0;-38;90.0
-51.0;82.0;-46;398.0
255.0;-126.0;-42;649.0
-222.0;-181.0;-39;216.0
-632.0;-636.0;-50;469.0
-136.0;-48.0;-45;-37.0
-289.0;39.0;-45;543.0
-580.0;562.0;-78;630.0
-196.0;-109.0;-43;68.0
-364.0;-494.0;-35;373.0
-172.0;92.0;-41;73.0
-12.0;18.0;-41;177.0
-252.0;-355.0;-50;693.0
-315.0;978.0;-36;228.0
-395.0;140.0;-44;462.0
-507.0;-359.0;-50;864.0
-111.0;-223.0;-46;214.0
-763.0;-127.0;-40;288.0
-654.0;9.0;-39;753.0
-293.0;-29.0;-41;102.0
-142.0;-13.0;-45;184.0
-116.0;-357.0;-50;707.0
-922.0;-93.0;-40;1211.0
-277.0;28.0;-42;306.0
64.0;-310.0;-52;233.0
-216.0;495.0;-42;185.0
-524.0;15.0;-45;457.0
-311.0;-439.0;-32;147.0
