InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
1167.0;-152.0;-43.0;-187.0;1022.0;?;483.0;18;328.0;-157;-34;72.0;0.0
933.0;-171.0;-42.0;-201.0;1028.0;-17.0;302.0;20;330.0;-156;-34;71.0;15.0
643.0;-11.0;-39.0;-208.0;1020.0;-51.0;197.0;28;249.0;-158;-34;143.0;64.0
397.0;?;-29.0;-208.0;1030.0;-44.0;156.0;66;?;-158;-35;245.0;34.0
312.0;-32.0;18.0;?;1017.0;-32.0;189.0;118;75.0;-156;-35;30.0;-24.0
300.0;-30.0;38.0;-221.0;1028.0;-38.0;204.0;139;50.0;-165;-35;2.0;-40.0
?;121.0;11.0;-228.0;1026.0;2.0;239.0;145;72.0;-152;-34;217.0;178.0
337.0;156.0;?;-234.0;1038.0;46.0;287.0;134;109.0;-170;-33;275.0;145.0
231.0;?;-38.0;-243.0;1043.0;56.0;319.0;110;148.0;-156;-28;178.0;171.0
?;501.0;-64.0;-242.0;1047.0;31.0;334.0;109;183.0;-157;-21;845.0;?
14.0;407.0;38.0;-239.0;1058.0;27.0;387.0;109;203.0;-211;-17;1569.0;323.0
-177.0;253.0;44.0;-223.0;1056.0;?;481.0;105;313.0;12;-8;1018.0;436.0
-469.0;181.0;-100.0;-201.0;1076.0;47.0;619.0;106;384.0;166;?;-20.0;385.0
-646.0;158.0;-191.0;-176.0;1074.0;-21.0;630.0;105;481.0;104;-5;5.0;405.0
-694.0;162.0;-96.0;-150.0;1093.0;43.0;776.0;105;630.0;120;-5;-3.0;367.0
-469.0;171.0;?;-142.0;1091.0;236.0;586.0;103;671.0;114;-3;-30.0;315.0
-877.0;167.0;-165.0;-153.0;1096.0;245.0;510.0;102;520.0;123;?;-33.0;264.0
-952.0;191.0;-349.0;-171.0;?;123.0;525.0;102;451.0;118;-1;-44.0;238.0
-906.0;141.0;-335.0;-186.0;1082.0;18.0;499.0;103;472.0;198;0;50.0;257.0
-906.0;110.0;-320.0;-211.0;1079.0;83.0;?;104;?;115;1;1.0;355.0
-864.0;97.0;-308.0;?;1062.0;127.0;?;104;380.0;-182;3;-145.0;284.0
-781.0;121.0;-292.0;-279.0;1058.0;122.0;486.0;105;?;-188;3;40.0;293.0
-695.0;175.0;-263.0;-319.0;1024.0;105.0;456.0;108;348.0;-157;4;-98.0;357.0
-677.0;126.0;-225.0;-374.0;1015.0;110.0;391.0;109;310.0;-187;3;-15.0;558.0
-688.0;128.0;-237.0;-427.0;990.0;119.0;356.0;109;292.0;-162;2;42.0;602.0
-692.0;50.0;-292.0;-475.0;974.0;109.0;407.0;112;294.0;-171;2;528.0;231.0
-627.0;-32.0;-343.0;?;956.0;89.0;468.0;117;347.0;-162;2;135.0;29.0
-618.0;76.0;-260.0;-504.0;936.0;119.0;540.0;122;399.0;-160;1;1690.0;70.0
-266.0;?;-295.0;-510.0;930.0;105.0;607.0;126;379.0;-164;1;876.0;62.0
221.0;71.0;-463.0;-501.0;?;80.0;582.0;125;375.0;-161;1;401.0;17.0
584.0;145.0;-544.0;-492.0;915.0;41.0;572.0;120;408.0;-163;1;478.0;-8.0
996.0;228.0;-350.0;-489.0;908.0;?;464.0;115;350.0;-162;1;?;31.0
1383.0;207.0;-5.0;-500.0;931.0;37.0;406.0;110;391.0;-162;1;345.0;15.0
1443.0;160.0;-47.0;-504.0;940.0;41.0;352.0;105;378.0;?;1;308.0;4.0
1535.0;-63.0;-124.0;-501.0;951.0;-25.0;312.0;107;329.0;-162;1;186.0;?
1378.0;-133.0;-7.0;-488.0;954.0;-97.0;386.0;114;285.0;-162;1;250.0;11.0
1203.0;-324.0;15.0;-465.0;954.0;-123.0;491.0;122;242.0;-162;1;184.0;-9.0
1018.0;-376.0;-32.0;-457.0;970.0;-91.0;?;129;256.0;-162;1;201.0;-4.0
747.0;-181.0;-49.0;-450.0;968.0;-58.0;321.0;134;276.0;-162;1;369.0;3.0
416.0;-144.0;-17.0;?;984.0;-17.0;227.0;?;270.0;?;0;336.0;-3.0
?;-28.0;-7.0;-441.0;980.0;23.0;167.0;139;197.0;-162;0;454.0;3.0
?;27.0;-23.0;-432.0;990.0;27.0;105.0;142;?;-160;0;?;-77.0
-15.0;28.0;8.0;-414.0;982.0;5.0;77.0;145;-36.0;-164;1;473.0;-33.0
27.0;95.0;26.0;-399.0;984.0;-22.0;190.0;146;-27.0;-163;2;85.0;135.0
125.0;156.0;?;?;?;-37.0;277.0;147;18.0;-163;4;-112.0;234.0
-15.0;178.0;5.0;-360.0;986.0;-51.0;383.0;146;181.0;-167;6;13.0;78.0
-213.0;232.0;28.0;-346.0;997.0;-15.0;511.0;145;312.0;-153;10;509.0;187.0
-387.0;271.0;58.0;-336.0;990.0;21.0;495.0;145;386.0;-173;15;881.0;257.0
-582.0;?;58.0;-329.0;1003.0;39.0;551.0;145;408.0;-142;21;1397.0;401.0
-834.0;470.0;-29.0;-330.0;995.0;20.0;666.0;?;451.0;-177;27;1047.0;380.0
-830.0;?;-216.0;-335.0;1004.0;-34.0;635.0;145;484.0;-186;30;478.0;357.0
-766.0;180.0;-59.0;-332.0;997.0;-35.0;602.0;145;557.0;109;30;236.0;317.0
-640.0;100.0;-114.0;-331.0;995.0;86.0;612.0;145;645.0;208;33;258.0;278.0
-508.0;69.0;-172.0;-345.0;992.0;201.0;611.0;145;586.0;142;35;255.0;294.0
-628.0;52.0;-309.0;?;978.0;161.0;763.0;145;607.0;?;34;214.0;312.0
-636.0;?;-371.0;-371.0;976.0;108.0;670.0;146;595.0;158;33;132.0;337.0
-625.0;150.0;-289.0;-389.0;952.0;156.0;482.0;146;462.0;164;30;155.0;291.0
-749.0;245.0;-299.0;-406.0;942.0;177.0;412.0;147;364.0;150;27;49.0;298.0
-704.0;394.0;-234.0;-428.0;919.0;159.0;375.0;147;298.0;212;25;-73.0;348.0
-590.0;512.0;-252.0;-453.0;914.0;165.0;296.0;147;215.0;42;18;-129.0;340.0
-276.0;469.0;-278.0;-479.0;895.0;227.0;225.0;147;?;-211;10;-174.0;385.0
114.0;327.0;-308.0;-503.0;884.0;188.0;?;147;15.0;-164;4;-111.0;493.0
189.0;242.0;-279.0;-520.0;874.0;100.0;502.0;147;211.0;-160;0;-32.0;378.0
196.0;149.0;-264.0;-535.0;859.0;?;628.0;147;441.0;-177;-1;110.0;57.0
166.0;81.0;-304.0;-562.0;861.0;164.0;706.0;148;652.0;-157;-3;-69.0;12.0
-79.0;108.0;-351.0;-585.0;851.0;275.0;772.0;149;684.0;-171;-5;50.0;231.0
-50.0;84.0;-342.0;-608.0;863.0;?;?;150;?;-163;-4;1085.0;127.0
54.0;-17.0;-413.0;-617.0;869.0;220.0;?;149;481.0;-166;-5;459.0;-37.0
?;-20.0;-373.0;-615.0;888.0;?;629.0;145;439.0;-167;-5;447.0;-34.0
?;-10.0;-88.0;-594.0;901.0;186.0;504.0;143;434.0;-165;?;265.0;-88.0
964.0;-18.0;-13.0;-555.0;912.0;195.0;377.0;145;392.0;-167;-5;282.0;-44.0
1123.0;109.0;-186.0;-507.0;927.0;84.0;333.0;147;316.0;-166;-5;291.0;49.0
1223.0;133.0;-164.0;-449.0;925.0;-30.0;280.0;147;194.0;?;-5;229.0;-26.0
1203.0;142.0;-2.0;-386.0;933.0;-73.0;200.0;147;130.0;-166;-5;198.0;?
1105.0;11.0;15.0;-334.0;924.0;-63.0;?;146;116.0;-165;-4;228.0;-28.0
?;9.0;82.0;-294.0;933.0;-73.0;328.0;145;138.0;-165;-4;425.0;-30.0
1166.0;37.0;91.0;-273.0;926.0;-70.0;372.0;160;174.0;-164;-2;438.0;-23.0
1042.0;?;-6.0;-256.0;936.0;-41.0;311.0;148;254.0;-163;-1;?;39.0
678.0;-28.0;-15.0;-237.0;933.0;?;277.0;166;283.0;-163;0;271.0;59.0
323.0;-52.0;54.0;-232.0;934.0;14.0;198.0;171;195.0;-163;0;222.0;46.0
189.0;?;?;-238.0;937.0;83.0;152.0;160;123.0;-163;0;48.0;?
103.0;8.0;35.0;-252.0;930.0;190.0;191.0;223;65.0;-164;0;-182.0;37.0
33.0;158.0;34.0;-283.0;940.0;234.0;245.0;10;49.0;-164;1;-79.0;260.0
-128.0;330.0;9.0;-314.0;931.0;140.0;334.0;?;157.0;-164;1;144.0;303.0
-448.0;344.0;-11.0;-345.0;941.0;104.0;477.0;-166;261.0;-161;4;463.0;63.0
-515.0;188.0;-6.0;-380.0;933.0;146.0;477.0;-176;269.0;-156;8;771.0;138.0
-686.0;43.0;-39.0;-400.0;942.0;146.0;499.0;-186;343.0;-149;12;1119.0;189.0
-1166.0;190.0;-23.0;-409.0;938.0;90.0;648.0;-172;430.0;-140;15;858.0;295.0
-1430.0;295.0;-155.0;-416.0;939.0;120.0;756.0;-184;442.0;-145;15;514.0;232.0
-1345.0;257.0;-278.0;-426.0;942.0;90.0;782.0;-178;574.0;-137;15;339.0;368.0
-1659.0;200.0;-139.0;-422.0;935.0;15.0;528.0;-179;597.0;-140;16;318.0;326.0
-1544.0;127.0;-91.0;-433.0;?;119.0;445.0;-179;490.0;-139;17;257.0;276.0
-1313.0;75.0;-101.0;-441.0;927.0;139.0;600.0;-184;436.0;-141;17;210.0;262.0
-1215.0;86.0;-279.0;-444.0;934.0;44.0;640.0;-169;?;-197;17;149.0;310.0
-1093.0;159.0;-229.0;-445.0;919.0;50.0;537.0;-196;458.0;-45;15;42.0;319.0
-1078.0;170.0;-269.0;-451.0;921.0;96.0;465.0;-160;358.0;249;?;43.0;319.0
-988.0;176.0;-307.0;-453.0;909.0;80.0;428.0;-193;271.0;142;8;40.0;277.0
-828.0;127.0;-267.0;-460.0;900.0;27.0;423.0;-195;267.0;-159;3;-12.0;367.0
-649.0;187.0;-256.0;-474.0;895.0;4.0;402.0;114;267.0;-195;-4;-88.0;346.0
-424.0;251.0;-278.0;-489.0;881.0;7.0;?;198;285.0;-163;-15;-37.0;407.0
-250.0;325.0;-314.0;-509.0;878.0;4.0;450.0;198;323.0;-185;-21;?;473.0
-87.0;305.0;-304.0;-518.0;863.0;41.0;486.0;115;338.0;-172;-25;128.0;485.0
-41.0;317.0;-277.0;-530.0;869.0;87.0;436.0;-194;373.0;-176;?;-245.0;581.0
-80.0;207.0;-298.0;-539.0;856.0;139.0;494.0;-193;355.0;-174;-28;631.0;296.0
43.0;78.0;-329.0;-546.0;863.0;200.0;589.0;-158;388.0;-168;-32;1726.0;-28.0
195.0;55.0;-324.0;-543.0;859.0;257.0;671.0;-197;468.0;-170;-33;816.0;35.0
291.0;-182.0;-419.0;-541.0;857.0;269.0;754.0;-159;539.0;-168;-31;682.0;7.0
488.0;-310.0;-436.0;-530.0;860.0;286.0;734.0;-178;538.0;-170;-32;524.0;-142.0
594.0;-135.0;?;-508.0;857.0;258.0;732.0;-166;533.0;-169;-32;374.0;-102.0
744.0;53.0;-366.0;-492.0;869.0;201.0;757.0;-163;554.0;-169;-31;289.0;-70.0
1061.0;59.0;4.0;-476.0;863.0;192.0;542.0;-182;517.0;-168;-30;261.0;-99.0
1218.0;80.0;-81.0;-460.0;880.0;180.0;318.0;-145;428.0;-168;-30;166.0;-110.0
-221.0;237.0;8.0;-350.0;807.0;162.0;?;174;161.0;-191;8;-80.0;94.0
-282.0;276.0;21.0;-357.0;804.0;202.0;449.0;174;184.0;-155;15;288.0;240.0
-495.0;300.0;?;-360.0;798.0;214.0;504.0;174;200.0;-193;28;771.0;321.0
-719.0;400.0;78.0;-354.0;804.0;163.0;521.0;174;261.0;-168;41;1182.0;336.0
-898.0;?;54.0;-339.0;799.0;27.0;708.0;174;329.0;131;44;1280.0;385.0
-960.0;209.0;-189.0;-326.0;811.0;-94.0;651.0;174;443.0;204;41;748.0;312.0
-1056.0;90.0;-96.0;-305.0;807.0;-41.0;675.0;174;593.0;?;42;320.0;271.0
-802.0;59.0;-151.0;-283.0;820.0;119.0;?;174;596.0;?;43;464.0;258.0
-825.0;57.0;-232.0;-280.0;819.0;87.0;693.0;174;705.0;128;40;55.0;238.0
-1255.0;64.0;-299.0;-274.0;825.0;54.0;?;174;686.0;141;32;145.0;288.0
-1340.0;102.0;-319.0;-269.0;830.0;87.0;540.0;175;521.0;153;25;9.0;328.0
-1385.0;176.0;-281.0;-256.0;830.0;162.0;362.0;176;317.0;142;16;58.0;327.0
-1302.0;220.0;-220.0;-251.0;840.0;147.0;318.0;174;184.0;179;5;102.0;357.0
-1166.0;242.0;-234.0;-240.0;834.0;75.0;333.0;177;140.0;148;-1;-9.0;469.0
-978.0;?;-230.0;-234.0;840.0;58.0;310.0;174;150.0;187;-7;-154.0;600.0
-837.0;241.0;-259.0;-238.0;832.0;108.0;300.0;175;164.0;182;-17;-33.0;435.0
-816.0;75.0;-283.0;-242.0;839.0;116.0;433.0;179;252.0;-117;-23;-156.0;136.0
?;47.0;-285.0;-256.0;829.0;143.0;594.0;168;355.0;-215;-27;-146.0;99.0
-465.0;31.0;-294.0;-262.0;831.0;173.0;701.0;191;456.0;-154;-28;-174.0;212.0
-194.0;11.0;-389.0;-266.0;829.0;160.0;744.0;?;490.0;-191;-28;-265.0;165.0
209.0;107.0;-506.0;-264.0;827.0;117.0;747.0;192;505.0;-175;-28;-829.0;83.0
585.0;165.0;-509.0;-259.0;840.0;99.0;655.0;187;492.0;-177;-28;1254.0;50.0
1092.0;185.0;-265.0;-242.0;833.0;93.0;509.0;-110;401.0;-182;-28;632.0;-10.0
1486.0;118.0;-13.0;-230.0;851.0;88.0;394.0;?;369.0;-175;-28;490.0;-55.0
1842.0;96.0;-186.0;-211.0;847.0;-5.0;370.0;-153;304.0;-180;-28;98.0;-67.0
2011.0;45.0;-211.0;-193.0;857.0;-85.0;405.0;-187;308.0;-177;?;214.0;-57.0
1918.0;-58.0;-117.0;-176.0;858.0;-133.0;472.0;-169;311.0;-179;-27;218.0;-9.0
1793.0;-6.0;-75.0;-159.0;868.0;-116.0;455.0;-166;350.0;-178;-26;272.0;2.0
?;-34.0;-12.0;-144.0;874.0;-58.0;414.0;-168;?;-178;-25;253.0;8.0
1435.0;-67.0;54.0;-133.0;874.0;?;315.0;-155;325.0;-178;-24;398.0;33.0
1097.0;-128.0;53.0;-133.0;883.0;64.0;277.0;?;259.0;-176;-23;353.0;14.0
844.0;-152.0;82.0;-132.0;875.0;93.0;208.0;-133;180.0;-179;-22;374.0;-40.0
538.0;-81.0;35.0;-135.0;884.0;82.0;171.0;-122;153.0;?;-22;188.0;-145.0
389.0;1.0;0.0;-135.0;879.0;74.0;211.0;-102;102.0;-177;-21;80.0;4.0
297.0;?;-6.0;-134.0;890.0;70.0;260.0;-85;73.0;-183;-22;-48.0;184.0
268.0;257.0;-10.0;-129.0;886.0;84.0;277.0;-82;82.0;-167;-20;49.0;17.0
176.0;210.0;-4.0;-120.0;884.0;103.0;321.0;-82;111.0;-187;-13;359.0;155.0
-83.0;209.0;67.0;-105.0;881.0;66.0;413.0;-81;203.0;-156;-6;933.0;318.0
?;329.0;52.0;-80.0;880.0;47.0;499.0;-81;344.0;?;-2;1095.0;371.0
-727.0;232.0;100.0;-55.0;895.0;19.0;622.0;-81;?;-189;3;1029.0;?
-938.0;38.0;-123.0;-29.0;?;13.0;616.0;-81;509.0;89;4;565.0;337.0
-1125.0;-29.0;-56.0;-9.0;913.0;40.0;592.0;-81;591.0;189;4;241.0;307.0
-1106.0;-34.0;-35.0;10.0;919.0;72.0;529.0;-81;558.0;84;4;146.0;280.0
-1161.0;-65.0;-167.0;16.0;933.0;93.0;?;-81;517.0;107;2;131.0;330.0
-1302.0;-43.0;-304.0;14.0;935.0;20.0;615.0;-81;489.0;105;-2;170.0;386.0
-1349.0;18.0;-335.0;15.0;947.0;-23.0;451.0;-80;393.0;118;-5;121.0;334.0
-1393.0;101.0;-297.0;15.0;?;-6.0;353.0;-79;263.0;140;-9;42.0;260.0
-1317.0;200.0;-283.0;15.0;968.0;-7.0;306.0;-78;183.0;142;-14;-1.0;284.0
-1097.0;232.0;-235.0;11.0;985.0;?;267.0;-78;141.0;157;-21;-55.0;378.0
-902.0;216.0;-288.0;?;978.0;-44.0;267.0;-77;116.0;158;-29;-65.0;442.0
-685.0;194.0;-368.0;1.0;991.0;-41.0;299.0;-77;128.0;162;-41;-96.0;523.0
-449.0;193.0;-357.0;-10.0;988.0;-34.0;366.0;-77;197.0;165;-53;-144.0;?
?;53.0;-259.0;-20.0;996.0;-6.0;470.0;-77;292.0;165;-60;-267.0;?
-265.0;28.0;-236.0;-32.0;993.0;65.0;565.0;-76;404.0;168;-63;-274.0;41.0
-180.0;?;-300.0;-42.0;?;130.0;621.0;-74;466.0;170;-65;-240.0;128.0
-6.0;-36.0;-382.0;-63.0;1000.0;104.0;629.0;-74;450.0;168;-65;1131.0;44.0
281.0;18.0;-449.0;-84.0;997.0;61.0;641.0;?;434.0;169;-66;1133.0;29.0
635.0;296.0;-547.0;-113.0;1000.0;55.0;585.0;-80;409.0;169;-66;576.0;38.0
1027.0;291.0;-249.0;-120.0;994.0;60.0;482.0;-78;370.0;168;-66;395.0;36.0
1338.0;169.0;25.0;-120.0;1011.0;86.0;348.0;-72;353.0;169;?;53.0;14.0
1512.0;140.0;-143.0;-108.0;1007.0;46.0;302.0;?;284.0;169;-64;288.0;-19.0
1676.0;51.0;-142.0;-95.0;1014.0;-37.0;334.0;-55;220.0;169;-64;365.0;-20.0
1618.0;-47.0;?;-67.0;1011.0;-104.0;365.0;-47;192.0;168;?;414.0;37.0
1445.0;-36.0;-36.0;-44.0;1013.0;?;489.0;-42;207.0;168;-61;321.0;44.0
1284.0;-122.0;-42.0;-26.0;1018.0;-76.0;393.0;-39;244.0;168;-59;307.0;37.0
957.0;-131.0;-26.0;-5.0;1020.0;-28.0;284.0;-36;287.0;168;-58;560.0;43.0
663.0;-155.0;17.0;11.0;1027.0;-12.0;261.0;-33;282.0;168;-57;542.0;39.0
354.0;-169.0;54.0;33.0;1020.0;-5.0;200.0;-31;230.0;168;-57;191.0;-11.0
67.0;-157.0;11.0;48.0;1028.0;13.0;153.0;-30;153.0;168;-57;176.0;-14.0
-100.0;?;-22.0;60.0;1022.0;8.0;150.0;-30;113.0;168;-57;96.0;-43.0
-189.0;?;-10.0;66.0;1026.0;-2.0;193.0;-33;53.0;167;-57;-16.0;292.0
-214.0;37.0;-21.0;69.0;?;-5.0;227.0;-28;77.0;167;-55;-176.0;312.0
-266.0;171.0;-12.0;73.0;1020.0;-16.0;326.0;-21;109.0;168;-51;158.0;29.0
-324.0;340.0;24.0;82.0;1021.0;-21.0;405.0;-22;151.0;170;-45;522.0;136.0
-311.0;491.0;38.0;100.0;1018.0;?;483.0;-22;244.0;171;-38;850.0;232.0
-447.0;461.0;102.0;116.0;1031.0;-29.0;530.0;-21;334.0;169;?;1054.0;220.0
-482.0;257.0;-135.0;127.0;1037.0;-70.0;603.0;-22;372.0;165;-32;882.0;274.0
-530.0;82.0;?;130.0;1058.0;?;583.0;-21;491.0;154;-28;510.0;343.0
-300.0;-78.0;-87.0;126.0;1067.0;71.0;620.0;-21;566.0;141;-23;754.0;300.0
-113.0;-42.0;-81.0;107.0;1083.0;127.0;661.0;-21;684.0;125;-19;441.0;312.0
-550.0;-11.0;-134.0;74.0;1092.0;95.0;769.0;-22;752.0;111;-16;80.0;333.0
-834.0;-34.0;-207.0;43.0;1102.0;88.0;646.0;-22;624.0;112;-15;194.0;331.0
36.0;-69.0;17.0;?;1117.0;-21.0;178.0;-106;78.0;151;-42;98.0;-20.0
13.0;126.0;7.0;114.0;1116.0;-32.0;205.0;-150;65.0;182;-42;193.0;102.0
13.0;185.0;-56.0;100.0;1117.0;?;295.0;1;100.0;154;-39;92.0;54.0
50.0;277.0;-53.0;87.0;?;-35.0;418.0;-1;146.0;165;-33;318.0;86.0
125.0;418.0;-16.0;82.0;1115.0;-47.0;443.0;-12;234.0;226;-30;619.0;144.0
115.0;418.0;145.0;83.0;1125.0;-4.0;492.0;5;322.0;-92;-24;1108.0;237.0
29.0;285.0;134.0;83.0;1131.0;65.0;560.0;-9;387.0;-66;-19;1262.0;224.0
-163.0;91.0;-119.0;76.0;1151.0;-5.0;675.0;0;523.0;243;-20;924.0;277.0
-430.0;-67.0;-39.0;79.0;1156.0;-21.0;654.0;-4;?;162;-19;334.0;270.0
-11.0;-136.0;-62.0;80.0;1167.0;79.0;642.0;-3;685.0;138;-14;584.0;249.0
-209.0;-122.0;-77.0;64.0;1169.0;81.0;667.0;-2;676.0;123;-10;196.0;250.0
-659.0;-81.0;-166.0;41.0;1175.0;82.0;669.0;-4;618.0;88;-9;134.0;258.0
33.0;24.0;-444.0;-77.0;1161.0;134.0;613.0;69;730.0;-9;6;-80.0;341.0
-613.0;14.0;-288.0;-59.0;1165.0;407.0;214.0;69;827.0;17;8;-56.0;322.0
-1130.0;60.0;47.0;-39.0;1156.0;615.0;394.0;69;391.0;?;9;-86.0;312.0
-1155.0;32.0;-135.0;-28.0;1154.0;185.0;552.0;69;?;95;10;-73.0;248.0
-1128.0;-137.0;-252.0;-46.0;1143.0;-256.0;?;69;308.0;121;10;-89.0;313.0
-1095.0;-119.0;-241.0;-77.0;1135.0;-215.0;319.0;69;256.0;140;10;-131.0;284.0
-977.0;88.0;-318.0;-119.0;1126.0;-106.0;377.0;70;176.0;150;6;-95.0;248.0
-919.0;29.0;-288.0;-162.0;1111.0;-106.0;409.0;71;194.0;153;3;-279.0;305.0
-822.0;294.0;-317.0;-196.0;1099.0;-166.0;435.0;72;221.0;159;-2;?;298.0
-714.0;149.0;-273.0;-209.0;1074.0;-154.0;333.0;72;234.0;164;-7;-253.0;298.0
-579.0;87.0;-281.0;-220.0;1059.0;-128.0;309.0;74;271.0;166;-10;885.0;293.0
-603.0;61.0;-321.0;-219.0;1036.0;-79.0;456.0;76;481.0;165;?;1564.0;469.0
-444.0;-46.0;-263.0;-208.0;?;-32.0;501.0;77;420.0;163;-10;2785.0;183.0
-440.0;?;-274.0;-188.0;1013.0;60.0;528.0;?;?;161;-10;439.0;-18.0
-435.0;5.0;-315.0;-160.0;1007.0;83.0;564.0;78;330.0;162;-9;-50.0;306.0
-346.0;?;-287.0;-121.0;1003.0;66.0;534.0;76;307.0;163;-6;1296.0;129.0
-133.0;152.0;-297.0;-78.0;997.0;40.0;548.0;72;301.0;162;-6;823.0;141.0
251.0;245.0;-349.0;-46.0;1009.0;46.0;419.0;52;314.0;160;-6;-683.0;100.0
608.0;224.0;-319.0;-5.0;?;91.0;326.0;46;?;160;-6;-306.0;72.0
?;159.0;4.0;29.0;1019.0;187.0;295.0;47;390.0;160;-6;-52.0;32.0
996.0;205.0;-122.0;58.0;1021.0;171.0;384.0;44;371.0;160;-6;?;-14.0
1119.0;18.0;-241.0;61.0;?;93.0;480.0;45;311.0;160;-6;-230.0;55.0
1171.0;?;-111.0;60.0;1015.0;26.0;529.0;44;330.0;160;-5;3.0;0.0
1152.0;-168.0;-102.0;47.0;1002.0;63.0;449.0;46;382.0;160;-5;-7.0;30.0
921.0;-151.0;?;8.0;995.0;101.0;372.0;46;425.0;160;-5;48.0;57.0
593.0;-170.0;-57.0;-41.0;986.0;121.0;266.0;49;368.0;160;?;117.0;106.0
247.0;-107.0;-3.0;-79.0;989.0;53.0;342.0;36;?;160;-5;267.0;206.0
48.0;-78.0;8.0;-91.0;983.0;37.0;221.0;16;168.0;159;-5;142.0;344.0
-67.0;?;-40.0;-92.0;989.0;-29.0;?;11;89.0;159;-5;15.0;177.0
-100.0;-6.0;7.0;-82.0;987.0;-57.0;138.0;2;76.0;160;-4;-18.0;285.0
-48.0;-30.0;-31.0;-70.0;991.0;-80.0;133.0;0;62.0;157;-2;38.0;410.0
-51.0;327.0;-71.0;-69.0;994.0;-103.0;215.0;2;116.0;165;-1;170.0;372.0
-52.0;363.0;-145.0;-67.0;1000.0;-142.0;300.0;-2;135.0;?;3;264.0;?
-185.0;116.0;-246.0;-55.0;1006.0;-162.0;416.0;-2;239.0;166;8;950.0;336.0
-427.0;276.0;-267.0;-28.0;1008.0;-140.0;566.0;-4;367.0;139;10;868.0;323.0
-475.0;338.0;?;0.0;1020.0;-60.0;542.0;-5;364.0;25;13;600.0;229.0
-234.0;118.0;-283.0;20.0;1021.0;19.0;665.0;-5;397.0;-2;12;-34.0;312.0
-254.0;78.0;-367.0;33.0;1032.0;70.0;668.0;-5;594.0;32;12;-152.0;297.0
-74.0;29.0;-112.0;50.0;1033.0;205.0;?;-5;594.0;58;7;-101.0;284.0
-271.0;25.0;-89.0;65.0;1036.0;298.0;595.0;-5;482.0;80;6;-407.0;284.0
-401.0;?;-305.0;70.0;1038.0;?;597.0;-5;467.0;80;6;-361.0;308.0
-508.0;36.0;-213.0;70.0;?;68.0;392.0;-5;428.0;125;-14;-415.0;288.0
-615.0;182.0;-256.0;62.0;1042.0;124.0;317.0;-5;255.0;150;?;-425.0;310.0
-617.0;199.0;-282.0;43.0;1038.0;121.0;323.0;?;180.0;145;-23;?;311.0
-544.0;97.0;-306.0;15.0;?;?;330.0;-5;185.0;158;-19;-487.0;216.0
-497.0;67.0;-280.0;-14.0;1026.0;37.0;320.0;-5;196.0;158;-18;-712.0;221.0
-447.0;132.0;?;-40.0;1023.0;53.0;350.0;-5;212.0;158;-17;-676.0;292.0
-382.0;107.0;-273.0;-51.0;1011.0;60.0;422.0;-6;256.0;157;-15;9.0;159.0
-416.0;20.0;-254.0;-58.0;1009.0;71.0;?;-7;?;154;-15;2364.0;78.0
-379.0;-14.0;-287.0;-61.0;1006.0;60.0;469.0;-9;347.0;154;-15;2373.0;106.0
-270.0;-151.0;-256.0;-66.0;1007.0;90.0;438.0;-12;323.0;?;-13;?;198.0
-79.0;-74.0;-223.0;-69.0;?;70.0;495.0;-17;317.0;153;-13;-216.0;124.0
165.0;171.0;-194.0;-74.0;1018.0;20.0;527.0;?;329.0;150;-13;1756.0;110.0
414.0;272.0;-197.0;-94.0;1036.0;5.0;395.0;-15;334.0;150;-13;347.0;?
572.0;195.0;-128.0;-92.0;1045.0;72.0;297.0;-7;354.0;150;-13;-1008.0;80.0
697.0;190.0;-63.0;-94.0;1058.0;72.0;241.0;1;291.0;150;-13;-307.0;59.0
869.0;74.0;-224.0;-99.0;1066.0;-39.0;?;7;240.0;150;-13;-84.0;76.0
1079.0;-62.0;-136.0;-102.0;1071.0;-89.0;454.0;12;?;150;-13;-119.0;66.0
1138.0;-113.0;-78.0;-110.0;1066.0;-54.0;511.0;16;210.0;149;-12;-238.0;26.0
1015.0;-173.0;-73.0;-137.0;1068.0;-50.0;434.0;20;287.0;149;-12;-29.0;-2.0
801.0;-168.0;-69.0;-178.0;1074.0;-21.0;332.0;26;301.0;149;-12;140.0;2.0
507.0;-174.0;-59.0;-208.0;1073.0;-3.0;264.0;51;268.0;?;-12;155.0;23.0
229.0;-222.0;-36.0;-231.0;1082.0;-27.0;197.0;85;203.0;148;-11;234.0;183.0
43.0;-130.0;-63.0;-246.0;1079.0;-43.0;179.0;102;?;148;-11;295.0;210.0
-31.0;70.0;-21.0;-259.0;1085.0;-38.0;143.0;112;57.0;148;-11;23.0;40.0
8.0;205.0;7.0;-264.0;1087.0;-31.0;208.0;130;15.0;147;-9;51.0;253.0
82.0;392.0;14.0;-273.0;1093.0;-50.0;247.0;129;25.0;149;-8;216.0;594.0
