Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX
949.0;157.0;-69.0;-132.0;-30.0;-969.0
925.0;153.0;-66.0;-138.0;-35.0;-965.0
964.0;147.0;-70.0;-146.0;-48.0;-964.0
728.0;69.0;-162.0;-326.0;91.0;-908.0
788.0;83.0;-16.0;-229.0;128.0;-838.0
960.0;146.0;-71.0;-152.0;-49.0;-960.0
947.0;145.0;-68.0;-159.0;-52.0;-978.0
779.0;93.0;-23.0;-233.0;127.0;-834.0
945.0;140.0;-67.0;-169.0;-49.0;-985.0
786.0;100.0;-25.0;-229.0;128.0;-821.0
751.0;109.0;-32.0;-235.0;129.0;-799.0
923.0;198.0;72.0;47.0;-98.0;-735.0
746.0;113.0;-34.0;-243.0;132.0;-816.0
885.0;136.0;145.0;-15.0;-14.0;-804.0
757.0;116.0;-38.0;-252.0;132.0;-779.0
837.0;114.0;166.0;-31.0;6.0;-890.0
826.0;93.0;190.0;-42.0;26.0;-961.0
742.0;117.0;-45.0;-269.0;128.0;-739.0
869.0;95.0;28.0;-401.0;18.0;-886.0
760.0;117.0;-59.0;-334.0;128.0;-750.0
742.0;140.0;-172.0;-324.0;62.0;-962.0
873.0;130.0;-86.0;-392.0;12.0;-877.0
856.0;149.0;-102.0;-363.0;6.0;-861.0
937.0;134.0;-66.0;-175.0;-50.0;-986.0
944.0;130.0;-60.0;-178.0;-46.0;-976.0
901.0;173.0;-107.0;-317.0;7.0;-925.0
975.0;199.0;-121.0;-286.0;14.0;-958.0
923.0;226.0;-128.0;-247.0;9.0;-931.0
851.0;154.0;-162.0;-312.0;70.0;-1043.0
956.0;123.0;-56.0;-184.0;-34.0;-964.0
861.0;-81.0;-210.0;-149.0;485.0;-949.0
930.0;361.0;-611.0;111.0;95.0;-898.0
752.0;29.0;222.0;-116.0;113.0;-1216.0
1182.0;-45.0;-195.0;-381.0;36.0;-1059.0
763.0;519.0;-268.0;433.0;-5.0;-1125.0
778.0;289.0;-82.0;137.0;-42.0;-799.0
822.0;11.0;-91.0;-384.0;187.0;-794.0
809.0;258.0;-13.0;99.0;30.0;-726.0
945.0;252.0;-144.0;-228.0;-1.0;-1065.0
952.0;192.0;37.0;203.0;98.0;-616.0
690.0;-143.0;290.0;-232.0;256.0;-1083.0
774.0;-24.0;242.0;-206.0;144.0;-898.0
1163.0;164.0;107.0;31.0;132.0;-876.0
913.0;-8.0;258.0;-98.0;91.0;-952.0
930.0;106.0;-77.0;-422.0;29.0;-928.0
936.0;9.0;19.0;-623.0;89.0;-938.0
816.0;37.0;262.0;32.0;181.0;-1037.0
815.0;56.0;238.0;0.0;77.0;-835.0
822.0;76.0;215.0;17.0;53.0;-803.0
731.0;98.0;-41.0;-334.0;156.0;-759.0
741.0;108.0;-48.0;-332.0;147.0;-760.0
698.0;126.0;-173.0;-334.0;69.0;-803.0
728.0;119.0;-58.0;-323.0;113.0;-706.0
704.0;119.0;-61.0;-309.0;112.0;-720.0
800.0;93.0;196.0;30.0;165.0;-865.0
805.0;87.0;-418.0;-29.0;226.0;-992.0
839.0;-31.0;-308.0;-132.0;165.0;-895.0
1075.0;345.0;-131.0;209.0;-10.0;-873.0
960.0;143.0;-362.0;27.0;318.0;-977.0
924.0;264.0;-42.0;102.0;62.0;-846.0
682.0;118.0;-48.0;-286.0;118.0;-719.0
940.0;-8.0;323.0;159.0;206.0;-1019.0
1301.0;120.0;-18.0;-167.0;-28.0;-926.0
1009.0;18.0;243.0;-72.0;86.0;-915.0
775.0;17.0;255.0;-108.0;91.0;-928.0
598.0;-305.0;409.0;-398.0;347.0;-1032.0
763.0;-153.0;143.0;-315.0;134.0;-1007.0
918.0;291.0;-57.0;77.0;-277.0;-783.0
974.0;87.0;24.0;-153.0;-3.0;-1172.0
845.0;-33.0;245.0;-194.0;139.0;-967.0
925.0;-76.0;358.0;-252.0;173.0;-963.0
867.0;13.0;238.0;10.0;117.0;-855.0
709.0;58.0;-169.0;-336.0;93.0;-803.0
880.0;-1.0;248.0;0.0;111.0;-829.0
774.0;-16.0;254.0;-14.0;98.0;-861.0
744.0;-24.0;256.0;-29.0;86.0;-900.0
1042.0;-23.0;3.0;-307.0;90.0;-1085.0
938.0;-39.0;252.0;-45.0;78.0;-941.0
866.0;38.0;267.0;9.0;228.0;-902.0
1200.0;-6.0;-64.0;-331.0;55.0;-1035.0
853.0;-57.0;250.0;-70.0;86.0;-983.0
921.0;-47.0;264.0;-95.0;113.0;-849.0
375.0;47.0;-368.0;-244.0;51.0;-410.0
776.0;66.0;-241.0;-289.0;-9.0;-690.0
763.0;49.0;-262.0;-316.0;-24.0;-743.0
915.0;233.0;137.0;26.0;-163.0;-962.0
756.0;41.0;-293.0;-337.0;-42.0;-761.0
911.0;89.0;-122.0;-315.0;139.0;-630.0
940.0;-35.0;249.0;-111.0;133.0;-890.0
826.0;385.0;-84.0;177.0;82.0;-1125.0
927.0;-34.0;228.0;-123.0;153.0;-985.0
920.0;-40.0;215.0;-125.0;170.0;-1026.0
1148.0;14.0;8.0;-210.0;32.0;-809.0
918.0;198.0;-595.0;-40.0;-262.0;-900.0
578.0;5.0;242.0;-91.0;193.0;-748.0
902.0;137.0;213.0;-118.0;-61.0;-987.0
742.0;295.0;-600.0;-25.0;-211.0;-714.0
668.0;346.0;-537.0;138.0;-161.0;-609.0
906.0;-24.0;262.0;-155.0;243.0;-973.0
920.0;-83.0;333.0;-105.0;296.0;-934.0
929.0;-82.0;303.0;-251.0;273.0;-999.0
1150.0;-34.0;280.0;-209.0;-85.0;-854.0
958.0;109.0;230.0;-116.0;-64.0;-1000.0
956.0;95.0;231.0;-125.0;-63.0;-1019.0
941.0;80.0;234.0;-133.0;-59.0;-984.0
921.0;68.0;241.0;-145.0;-50.0;-982.0
920.0;54.0;252.0;-153.0;-38.0;-969.0
912.0;40.0;261.0;-161.0;-27.0;-966.0
968.0;-44.0;199.0;-168.0;194.0;-839.0
1047.0;-3.0;316.0;-112.0;314.0;-619.0
1324.0;-37.0;-208.0;-395.0;314.0;-1464.0
849.0;-59.0;341.0;-98.0;229.0;-1150.0
1115.0;29.0;135.0;-36.0;95.0;-997.0
663.0;-11.0;10.0;-323.0;210.0;-852.0
797.0;-107.0;67.0;-455.0;313.0;-980.0
908.0;-97.0;342.0;-176.0;428.0;-774.0
854.0;55.0;226.0;-31.0;233.0;-848.0
842.0;100.0;205.0;-24.0;188.0;-866.0
803.0;112.0;197.0;12.0;179.0;-853.0
759.0;135.0;180.0;71.0;163.0;-879.0
700.0;3.0;9.0;-315.0;255.0;-905.0
689.0;7.0;3.0;-304.0;246.0;-911.0
1006.0;-237.0;37.0;-284.0;428.0;-923.0
1091.0;-52.0;186.0;-266.0;227.0;-948.0
814.0;76.0;14.0;-312.0;171.0;-1198.0
1185.0;12.0;185.0;-47.0;-58.0;-1156.0
994.0;182.0;54.0;38.0;-72.0;-1162.0
915.0;-414.0;451.0;-546.0;530.0;-1312.0
743.0;271.0;14.0;90.0;-132.0;-899.0
1002.0;-64.0;155.0;-251.0;92.0;-1111.0
993.0;-67.0;168.0;-261.0;100.0;-988.0
1177.0;-67.0;-1.0;-349.0;170.0;-1181.0
1037.0;17.0;-84.0;-342.0;45.0;-1012.0
1014.0;24.0;-79.0;-340.0;29.0;-1021.0
1100.0;12.0;-444.0;-282.0;-40.0;-969.0
998.0;-65.0;168.0;-258.0;98.0;-982.0
978.0;-68.0;172.0;-256.0;94.0;-1001.0
1015.0;-71.0;176.0;-253.0;100.0;-1009.0
965.0;-76.0;181.0;-250.0;106.0;-994.0
826.0;64.0;252.0;-108.0;-1.0;-1036.0
818.0;-11.0;273.0;-195.0;-2.0;-966.0
837.0;-44.0;285.0;-233.0;20.0;-977.0
983.0;-81.0;197.0;-241.0;127.0;-985.0
724.0;-58.0;27.0;-370.0;147.0;-799.0
882.0;52.0;53.0;-489.0;4.0;-964.0
976.0;-105.0;228.0;-246.0;152.0;-990.0
1057.0;50.0;-223.0;-252.0;99.0;-1035.0
933.0;25.0;243.0;9.0;-4.0;-931.0
939.0;-11.0;-367.0;-386.0;3.0;-931.0
958.0;-207.0;-354.0;-500.0;-84.0;-941.0
967.0;48.0;223.0;29.0;-31.0;-913.0
940.0;73.0;204.0;44.0;-59.0;-898.0
927.0;118.0;162.0;75.0;-112.0;-1015.0
706.0;-11.0;11.0;-299.0;165.0;-739.0
599.0;-85.0;155.0;-232.0;289.0;-582.0
911.0;288.0;-501.0;-31.0;-78.0;-938.0
892.0;186.0;-423.0;-71.0;-91.0;-970.0
699.0;5.0;7.0;-278.0;182.0;-738.0
896.0;218.0;-580.0;-34.0;-239.0;-1000.0
846.0;303.0;-528.0;146.0;-116.0;-879.0
967.0;68.0;-361.0;-64.0;-57.0;-1029.0
705.0;21.0;251.0;-131.0;161.0;-875.0
1004.0;411.0;273.0;437.0;-36.0;-1040.0
897.0;146.0;245.0;310.0;-76.0;-947.0
929.0;117.0;307.0;333.0;8.0;-953.0
939.0;25.0;51.0;-298.0;49.0;-628.0
894.0;120.0;306.0;181.0;4.0;-942.0
730.0;-37.0;-83.0;-390.0;203.0;-770.0
783.0;-98.0;9.0;-436.0;239.0;-1190.0
760.0;13.0;-23.0;-379.0;43.0;-750.0
1043.0;-160.0;22.0;-403.0;334.0;-1224.0
950.0;-179.0;178.0;-582.0;213.0;-1001.0
1214.0;246.0;55.0;86.0;-131.0;-844.0
707.0;-163.0;176.0;-576.0;379.0;-737.0
864.0;91.0;244.0;-16.0;56.0;-880.0
815.0;-104.0;41.0;-424.0;194.0;-878.0
1163.0;237.0;-527.0;-26.0;-124.0;-1114.0
1119.0;144.0;-90.0;-188.0;49.0;-857.0
1276.0;207.0;-542.0;-223.0;-150.0;-969.0
855.0;-103.0;-266.0;-153.0;312.0;-1291.0
997.0;-84.0;-268.0;-92.0;65.0;-1018.0
991.0;-87.0;285.0;-161.0;147.0;-854.0
932.0;-73.0;343.0;-163.0;95.0;-1003.0
271.0;-495.0;695.0;-499.0;-25.0;-381.0
864.0;76.0;252.0;-40.0;72.0;-866.0
990.0;-90.0;-300.0;-122.0;16.0;-1040.0
868.0;53.0;270.0;-76.0;97.0;-952.0
975.0;-91.0;-305.0;-125.0;54.0;-1002.0
933.0;27.0;118.0;-37.0;-142.0;-1092.0
989.0;-89.0;-310.0;-121.0;86.0;-981.0
1259.0;-149.0;-122.0;-467.0;151.0;-1011.0
953.0;-41.0;-347.0;-72.0;28.0;-1018.0
970.0;239.0;-482.0;274.0;295.0;-913.0
1062.0;33.0;-395.0;-253.0;149.0;-926.0
899.0;29.0;-474.0;-263.0;-55.0;-954.0
997.0;63.0;25.0;-51.0;-261.0;-1011.0
950.0;43.0;65.0;-104.0;-88.0;-1126.0
879.0;46.0;-483.0;-253.0;-64.0;-865.0
793.0;-30.0;-183.0;-444.0;46.0;-817.0
698.0;-7.0;-154.0;-285.0;128.0;-724.0
757.0;7.0;-214.0;-416.0;133.0;-730.0
518.0;-289.0;-302.0;-520.0;17.0;-609.0
909.0;62.0;-399.0;-239.0;-1.0;-786.0
896.0;41.0;-397.0;-230.0;46.0;-905.0
784.0;28.0;-325.0;-238.0;113.0;-784.0
717.0;55.0;-368.0;-343.0;384.0;-696.0
706.0;16.0;-57.0;-392.0;31.0;-799.0
742.0;-186.0;276.0;-228.0;404.0;-767.0
903.0;23.0;-81.0;-393.0;14.0;-742.0
1021.0;31.0;-106.0;-393.0;3.0;-809.0
820.0;-3.0;-390.0;-270.0;406.0;-904.0
682.0;-77.0;19.0;-410.0;232.0;-745.0
747.0;-75.0;28.0;-344.0;196.0;-766.0
930.0;-33.0;-386.0;-363.0;152.0;-958.0
1056.0;-206.0;-333.0;-493.0;136.0;-1007.0
814.0;-189.0;64.0;-358.0;347.0;-799.0
856.0;287.0;77.0;34.0;-148.0;-945.0
700.0;286.0;-69.0;165.0;-67.0;-1243.0
843.0;244.0;83.0;42.0;-138.0;-753.0
686.0;-92.0;138.0;-242.0;329.0;-641.0
1161.0;-126.0;143.0;-485.0;343.0;-985.0
1032.0;20.0;-23.0;-42.0;243.0;-865.0
892.0;-80.0;324.0;-252.0;-103.0;-1106.0
902.0;44.0;207.0;-260.0;-81.0;-1001.0
902.0;124.0;-472.0;-373.0;-66.0;-970.0
874.0;136.0;-399.0;-192.0;-4.0;-818.0
1045.0;191.0;-405.0;-193.0;136.0;-807.0
963.0;104.0;148.0;-243.0;-169.0;-918.0
926.0;265.0;-524.0;-72.0;251.0;-965.0
704.0;245.0;-430.0;-577.0;-576.0;-710.0
851.0;-99.0;278.0;-241.0;70.0;-1003.0
1034.0;80.0;1.0;-326.0;-15.0;-1001.0
881.0;149.0;-363.0;122.0;743.0;-721.0
675.0;24.0;-144.0;-185.0;224.0;-703.0
850.0;185.0;-61.0;121.0;-292.0;-1063.0
805.0;173.0;-15.0;64.0;-244.0;-1043.0
775.0;-34.0;328.0;-93.0;256.0;-945.0
1114.0;152.0;37.0;6.0;-208.0;-902.0
1035.0;151.0;92.0;-18.0;-196.0;-898.0
550.0;88.0;428.0;253.0;-580.0;-681.0
693.0;78.0;190.0;48.0;218.0;-1087.0
1151.0;204.0;61.0;31.0;-98.0;-1013.0
979.0;243.0;23.0;49.0;-140.0;-981.0
929.0;58.0;6.0;-253.0;140.0;-1224.0
834.0;-9.0;-395.0;-204.0;75.0;-856.0
923.0;15.0;-400.0;-310.0;170.0;-956.0
1089.0;527.0;37.0;544.0;-323.0;-1072.0
797.0;-56.0;-61.0;-372.0;183.0;-744.0
803.0;-74.0;-134.0;-453.0;180.0;-773.0
907.0;-113.0;173.0;-567.0;233.0;-1218.0
932.0;156.0;-509.0;-201.0;-187.0;-946.0
1013.0;79.0;1.0;-329.0;-9.0;-1028.0
940.0;33.0;21.0;-471.0;83.0;-1013.0
855.0;57.0;33.0;-552.0;125.0;-994.0
1368.0;157.0;-203.0;-100.0;-7.0;-1541.0
905.0;64.0;-11.0;-394.0;117.0;-1008.0
957.0;88.0;-38.0;-371.0;144.0;-1048.0
643.0;80.0;-272.0;34.0;220.0;-569.0
590.0;-71.0;-97.0;-171.0;574.0;-629.0
727.0;-324.0;252.0;-520.0;602.0;-744.0
779.0;243.0;-37.0;194.0;-289.0;-872.0
872.0;-305.0;77.0;-592.0;615.0;-1030.0
970.0;-288.0;185.0;-306.0;765.0;-950.0
681.0;200.0;-208.0;-78.0;271.0;-664.0
709.0;394.0;-454.0;125.0;-262.0;-753.0
675.0;-6.0;57.0;-272.0;193.0;-989.0
1016.0;120.0;-80.0;-349.0;133.0;-924.0
569.0;497.0;-690.0;301.0;-319.0;-512.0
1049.0;-17.0;38.0;-307.0;192.0;-1159.0
925.0;-16.0;265.0;-101.0;131.0;-930.0
1070.0;156.0;-151.0;-290.0;31.0;-860.0
1094.0;-109.0;-91.0;-427.0;160.0;-1010.0
1325.0;17.0;-43.0;-315.0;67.0;-1040.0
741.0;-42.0;-49.0;-352.0;182.0;-714.0
784.0;152.0;142.0;-153.0;-54.0;-671.0
815.0;131.0;149.0;-188.0;-58.0;-659.0
476.0;-15.0;198.0;-87.0;-619.0;-564.0
627.0;745.0;-760.0;891.0;-629.0;-561.0
914.0;168.0;-341.0;175.0;467.0;-971.0
861.0;92.0;179.0;-221.0;-20.0;-702.0
882.0;75.0;198.0;-244.0;17.0;-702.0
1155.0;218.0;-193.0;-64.0;213.0;-1150.0
929.0;9.0;248.0;-71.0;113.0;-960.0
644.0;207.0;-191.0;-63.0;214.0;-624.0
550.0;178.0;-174.0;-74.0;34.0;-569.0
1081.0;-298.0;-117.0;-568.0;361.0;-923.0
644.0;127.0;-151.0;-81.0;9.0;-633.0
981.0;339.0;-552.0;177.0;-52.0;-978.0
715.0;20.0;515.0;111.0;-617.0;-871.0
839.0;-69.0;678.0;-351.0;-500.0;-917.0
929.0;210.0;-438.0;183.0;84.0;-1143.0
1055.0;275.0;-27.0;229.0;-315.0;-838.0
144.0;-390.0;582.0;-194.0;232.0;-514.0
695.0;78.0;-311.0;-150.0;69.0;-734.0
1044.0;426.0;-377.0;182.0;-300.0;-1181.0
1168.0;61.0;196.0;-126.0;351.0;-818.0
1051.0;25.0;139.0;-139.0;163.0;-838.0
283.0;357.0;-314.0;412.0;-624.0;-368.0
770.0;421.0;-119.0;286.0;-381.0;-916.0
939.0;66.0;207.0;-17.0;59.0;-1235.0
436.0;137.0;203.0;240.0;150.0;-1154.0
829.0;176.0;95.0;102.0;-38.0;-1027.0
1014.0;5.0;-345.0;-242.0;103.0;-1149.0
844.0;186.0;75.0;125.0;-69.0;-980.0
704.0;446.0;38.0;232.0;-61.0;-805.0
723.0;103.0;208.0;20.0;-628.0;-772.0
1163.0;194.0;-128.0;-359.0;-395.0;-965.0
904.0;151.0;-485.0;-478.0;-97.0;-953.0
940.0;-133.0;19.0;-431.0;135.0;-876.0
906.0;191.0;-541.0;-452.0;-203.0;-926.0
848.0;273.0;-630.0;-454.0;-377.0;-856.0
755.0;240.0;26.0;150.0;201.0;-642.0
828.0;155.0;-485.0;-79.0;-217.0;-1094.0
748.0;79.0;-286.0;-220.0;-7.0;-1373.0
513.0;290.0;-465.0;-2.0;-107.0;-607.0
927.0;164.0;-547.0;-117.0;-99.0;-886.0
632.0;63.0;109.0;49.0;90.0;-727.0
894.0;154.0;110.0;13.0;275.0;-729.0
984.0;-111.0;-66.0;-595.0;170.0;-902.0
892.0;161.0;22.0;34.0;-133.0;-1094.0
729.0;153.0;-524.0;-83.0;-53.0;-918.0
1044.0;44.0;138.0;-47.0;-52.0;-983.0
1043.0;272.0;-447.0;10.0;149.0;-1010.0
868.0;208.0;124.0;112.0;-102.0;-898.0
741.0;91.0;-163.0;-321.0;57.0;-680.0
977.0;132.0;-374.0;-179.0;-60.0;-882.0
1125.0;119.0;-450.0;-150.0;-184.0;-849.0
764.0;68.0;100.0;51.0;98.0;-691.0
1075.0;51.0;-26.0;-369.0;146.0;-1301.0
572.0;23.0;453.0;70.0;-494.0;-616.0
756.0;72.0;95.0;56.0;97.0;-681.0
830.0;115.0;-541.0;-218.0;-118.0;-950.0
679.0;21.0;-65.0;-323.0;50.0;-1051.0
857.0;485.0;-650.0;-57.0;-147.0;-907.0
1231.0;90.0;-237.0;-152.0;138.0;-938.0
859.0;51.0;-389.0;-436.0;3.0;-1305.0
790.0;95.0;-158.0;-330.0;59.0;-645.0
654.0;35.0;-107.0;-316.0;42.0;-1013.0
913.0;136.0;-526.0;-339.0;-272.0;-954.0
827.0;102.0;-405.0;-180.0;-143.0;-759.0
615.0;180.0;-564.0;-130.0;-173.0;-610.0
982.0;216.0;-455.0;-57.0;-92.0;-1009.0
759.0;321.0;-236.0;-81.0;-372.0;-704.0
828.0;208.0;61.0;-108.0;-499.0;-469.0
482.0;147.0;-520.0;-113.0;-133.0;-877.0
559.0;211.0;-524.0;-68.0;49.0;-972.0
889.0;-43.0;-26.0;-351.0;100.0;-1240.0
805.0;149.0;231.0;36.0;-81.0;-957.0
644.0;-7.0;10.0;-322.0;235.0;-902.0
597.0;89.0;248.0;126.0;211.0;-1007.0
663.0;102.0;243.0;123.0;148.0;-929.0
777.0;113.0;190.0;103.0;146.0;-984.0
598.0;75.0;-129.0;-315.0;22.0;-1001.0
867.0;149.0;-605.0;-157.0;-362.0;-920.0
767.0;-36.0;14.0;-395.0;225.0;-1362.0
790.0;146.0;171.0;89.0;153.0;-883.0
1047.0;26.0;147.0;-39.0;151.0;-1133.0
430.0;235.0;69.0;226.0;41.0;-611.0
831.0;162.0;155.0;117.0;136.0;-857.0
688.0;79.0;79.0;66.0;96.0;-628.0
816.0;176.0;142.0;159.0;154.0;-780.0
587.0;179.0;117.0;234.0;158.0;-680.0
1254.0;-140.0;791.0;-23.0;-225.0;-1150.0
840.0;198.0;160.0;52.0;-162.0;-1004.0
967.0;241.0;146.0;90.0;-170.0;-958.0
502.0;115.0;201.0;481.0;-578.0;-589.0
778.0;186.0;24.0;45.0;-110.0;-1226.0
839.0;-77.0;287.0;-305.0;207.0;-861.0
852.0;-3.0;-420.0;-405.0;50.0;-759.0
834.0;-36.0;268.0;-158.0;291.0;-886.0
813.0;207.0;42.0;74.0;-63.0;-1167.0
1073.0;-9.0;-463.0;-272.0;-155.0;-1033.0
1187.0;97.0;248.0;60.0;219.0;-956.0
806.0;390.0;-511.0;190.0;47.0;-689.0
906.0;-225.0;79.0;-606.0;118.0;-983.0
1274.0;114.0;-211.0;-70.0;-10.0;-1348.0
1450.0;-162.0;-121.0;-607.0;104.0;-793.0
901.0;-213.0;-51.0;-493.0;318.0;-714.0
807.0;492.0;165.0;512.0;-202.0;-854.0
885.0;42.0;-375.0;-251.0;48.0;-754.0
813.0;-27.0;311.0;129.0;245.0;-951.0
614.0;23.0;-378.0;-303.0;74.0;-618.0
996.0;-155.0;-525.0;-354.0;-24.0;-1011.0
626.0;247.0;-525.0;45.0;-40.0;-835.0
931.0;154.0;-487.0;-131.0;37.0;-993.0
1013.0;-42.0;-282.0;-272.0;-13.0;-1060.0
852.0;590.0;-682.0;358.0;-579.0;-848.0
945.0;477.0;-247.0;264.0;250.0;-845.0
659.0;-138.0;-21.0;-489.0;204.0;-791.0
1123.0;-141.0;287.0;-302.0;368.0;-902.0
831.0;428.0;-670.0;30.0;-366.0;-841.0
877.0;-355.0;418.0;-441.0;563.0;-905.0
733.0;-141.0;-127.0;-555.0;146.0;-991.0
957.0;-73.0;-47.0;-426.0;382.0;-884.0
836.0;-46.0;295.0;63.0;314.0;-826.0
1047.0;2.0;321.0;167.0;195.0;-973.0
817.0;149.0;-586.0;-556.0;-320.0;-899.0
936.0;98.0;271.0;-46.0;-18.0;-993.0
534.0;249.0;-27.0;-68.0;109.0;-419.0
928.0;397.0;-599.0;104.0;-112.0;-945.0
924.0;115.0;255.0;-11.0;-38.0;-972.0
979.0;-12.0;282.0;-374.0;190.0;-772.0
902.0;61.0;217.0;-272.0;54.0;-702.0
905.0;-486.0;504.0;-535.0;582.0;-945.0
1227.0;419.0;-695.0;61.0;-372.0;-1331.0
894.0;-151.0;445.0;9.0;354.0;-934.0
1054.0;30.0;304.0;-128.0;162.0;-871.0
888.0;-212.0;406.0;-211.0;327.0;-905.0
930.0;-303.0;469.0;-212.0;435.0;-958.0
1033.0;-167.0;-31.0;-491.0;193.0;-1109.0
804.0;-91.0;335.0;-99.0;175.0;-1076.0
1025.0;-26.0;287.0;-155.0;106.0;-960.0
913.0;43.0;272.0;-89.0;103.0;-1023.0
931.0;-270.0;443.0;-395.0;424.0;-959.0
882.0;14.0;158.0;-112.0;-426.0;-1008.0
1068.0;107.0;-63.0;-353.0;142.0;-908.0
652.0;170.0;36.0;-64.0;-335.0;-966.0
913.0;245.0;113.0;49.0;-195.0;-954.0
785.0;-257.0;-36.0;-572.0;437.0;-842.0
994.0;-65.0;-337.0;-85.0;62.0;-1015.0
824.0;547.0;-365.0;355.0;-555.0;-810.0
918.0;255.0;93.0;93.0;-215.0;-970.0
963.0;-23.0;303.0;-234.0;27.0;-975.0
901.0;-73.0;288.0;-200.0;67.0;-1019.0
1141.0;196.0;119.0;165.0;-65.0;-722.0
653.0;231.0;-230.0;-69.0;62.0;-667.0
829.0;462.0;-675.0;247.0;-247.0;-865.0
893.0;267.0;71.0;187.0;-224.0;-967.0
997.0;-14.0;-353.0;-55.0;8.0;-1026.0
736.0;153.0;-629.0;-49.0;-520.0;-817.0
753.0;-166.0;-95.0;-526.0;257.0;-779.0
689.0;-29.0;141.0;-382.0;279.0;-717.0
1032.0;355.0;-558.0;35.0;-168.0;-1214.0
1002.0;544.0;-212.0;399.0;-489.0;-1013.0
709.0;-150.0;-96.0;-440.0;287.0;-676.0
1025.0;-11.0;-390.0;-380.0;48.0;-1081.0
774.0;97.0;-151.0;-330.0;65.0;-620.0
964.0;-71.0;291.0;-206.0;76.0;-933.0
833.0;40.0;-383.0;-184.0;665.0;-1035.0
881.0;-51.0;316.0;-160.0;91.0;-904.0
880.0;221.0;168.0;80.0;-155.0;-809.0
926.0;-143.0;308.0;-287.0;75.0;-939.0
874.0;182.0;197.0;60.0;-120.0;-965.0
1245.0;34.0;264.0;-138.0;163.0;-1073.0
865.0;-80.0;338.0;-162.0;90.0;-970.0
975.0;29.0;228.0;21.0;126.0;-846.0
883.0;523.0;-532.0;404.0;-574.0;-1210.0
715.0;66.0;-236.0;-3.0;674.0;-552.0
988.0;285.0;17.0;179.0;-358.0;-1109.0
935.0;-201.0;389.0;-298.0;136.0;-966.0
857.0;-52.0;258.0;-80.0;100.0;-705.0
669.0;37.0;-176.0;-353.0;106.0;-754.0
1038.0;113.0;-523.0;-312.0;-16.0;-987.0
1148.0;-486.0;353.0;-633.0;516.0;-939.0
999.0;155.0;-531.0;-40.0;-185.0;-1271.0
900.0;-96.0;-253.0;-435.0;488.0;-960.0
1151.0;-216.0;-294.0;-468.0;86.0;-869.0
935.0;175.0;-514.0;-186.0;-173.0;-1046.0
1034.0;182.0;-611.0;-85.0;-322.0;-1011.0
1038.0;-69.0;-224.0;-147.0;234.0;-848.0
794.0;-194.0;451.0;-408.0;149.0;-862.0
687.0;-8.0;-181.0;-354.0;144.0;-818.0
970.0;-165.0;-295.0;-384.0;89.0;-1173.0
667.0;-37.0;19.0;-440.0;254.0;-1002.0
653.0;146.0;157.0;141.0;268.0;-887.0
953.0;642.0;-397.0;581.0;-574.0;-972.0
911.0;-176.0;305.0;-315.0;223.0;-931.0
936.0;362.0;-177.0;184.0;-347.0;-904.0
949.0;-91.0;-41.0;-144.0;678.0;-917.0
946.0;155.0;224.0;56.0;-106.0;-985.0
665.0;105.0;-164.0;-347.0;92.0;-736.0
884.0;-136.0;368.0;-222.0;479.0;-964.0
505.0;48.0;176.0;95.0;-615.0;-581.0
980.0;-55.0;304.0;-169.0;111.0;-1163.0
945.0;-625.0;483.0;-794.0;644.0;-956.0
647.0;272.0;-190.0;215.0;-622.0;-741.0
1254.0;98.0;-14.0;-225.0;117.0;-1372.0
806.0;-42.0;291.0;77.0;307.0;-820.0
637.0;85.0;-130.0;-329.0;43.0;-698.0
1112.0;505.0;-633.0;206.0;-493.0;-1020.0
1106.0;19.0;135.0;-119.0;109.0;-743.0
922.0;315.0;-8.0;239.0;-295.0;-934.0
1119.0;-180.0;53.0;-338.0;680.0;-803.0
157.0;-425.0;86.0;260.0;414.0;-328.0
1064.0;-62.0;340.0;-126.0;275.0;-824.0
360.0;324.0;-258.0;233.0;-578.0;-434.0
1049.0;-54.0;-52.0;-449.0;226.0;-799.0
641.0;182.0;-409.0;-53.0;262.0;-945.0
922.0;-419.0;520.0;-403.0;492.0;-954.0
879.0;12.0;305.0;-21.0;269.0;-910.0
730.0;181.0;161.0;58.0;-100.0;-1028.0
1125.0;124.0;-339.0;25.0;468.0;-678.0
931.0;150.0;67.0;-31.0;239.0;-527.0
846.0;190.0;129.0;147.0;114.0;-818.0
846.0;-156.0;-140.0;-592.0;103.0;-800.0
