InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
838.0;640.0;-565.0;?;-415.0;690.0;-712.0
821.0;689.0;?;652.0;-398.0;676.0;-712.0
805.0;732.0;-606.0;625.0;-384.0;667.0;-714.0
789.0;767.0;-617.0;596.0;-372.0;659.0;-718.0
778.0;802.0;-630.0;566.0;-362.0;633.0;-717.0
763.0;832.0;?;536.0;-349.0;587.0;-716.0
752.0;861.0;-658.0;506.0;?;539.0;-716.0
747.0;883.0;-667.0;477.0;-321.0;482.0;-716.0
739.0;901.0;-673.0;450.0;-308.0;410.0;-718.0
729.0;916.0;-681.0;428.0;-299.0;?;-720.0
714.0;929.0;-688.0;406.0;-291.0;211.0;-721.0
682.0;937.0;?;384.0;-278.0;118.0;-725.0
677.0;951.0;-703.0;?;-266.0;?;-728.0
700.0;960.0;-711.0;?;-254.0;-12.0;-731.0
753.0;971.0;-714.0;320.0;-242.0;-62.0;-738.0
800.0;976.0;-719.0;304.0;-230.0;-101.0;-745.0
827.0;985.0;-716.0;286.0;-220.0;-143.0;-753.0
798.0;994.0;-718.0;?;-209.0;-198.0;-758.0
755.0;1008.0;-719.0;245.0;-199.0;-252.0;-760.0
729.0;1023.0;-723.0;?;-192.0;-284.0;-763.0
?;1034.0;?;192.0;-189.0;-314.0;-765.0
824.0;710.0;-643.0;505.0;-114.0;639.0;-808.0
792.0;686.0;-654.0;524.0;-236.0;622.0;-823.0
754.0;658.0;?;553.0;-368.0;618.0;-822.0
721.0;623.0;-620.0;584.0;-446.0;603.0;-795.0
690.0;587.0;-607.0;607.0;-484.0;579.0;-771.0
675.0;548.0;-572.0;633.0;-508.0;578.0;-748.0
667.0;514.0;-542.0;?;-531.0;581.0;-733.0
666.0;484.0;?;675.0;-535.0;596.0;-710.0
671.0;459.0;-465.0;690.0;-556.0;599.0;-701.0
674.0;438.0;-424.0;698.0;-589.0;598.0;-697.0
671.0;419.0;-375.0;708.0;?;599.0;-695.0
671.0;399.0;-324.0;716.0;-632.0;600.0;-693.0
670.0;373.0;-252.0;728.0;-644.0;605.0;-681.0
?;354.0;-181.0;736.0;-668.0;603.0;-658.0
663.0;337.0;-117.0;739.0;-688.0;597.0;?
659.0;320.0;-49.0;747.0;-694.0;596.0;-601.0
657.0;307.0;9.0;753.0;-698.0;594.0;-564.0
655.0;289.0;54.0;764.0;-680.0;592.0;-528.0
655.0;272.0;82.0;770.0;-662.0;587.0;-489.0
649.0;246.0;110.0;773.0;-661.0;578.0;?
642.0;207.0;113.0;781.0;-668.0;564.0;-447.0
636.0;160.0;109.0;789.0;-668.0;553.0;-474.0
626.0;109.0;105.0;794.0;-663.0;538.0;-480.0
617.0;55.0;118.0;792.0;-651.0;521.0;-476.0
609.0;2.0;132.0;790.0;-645.0;511.0;-489.0
608.0;-50.0;141.0;782.0;-643.0;499.0;-508.0
612.0;-104.0;149.0;771.0;?;495.0;-529.0
610.0;-159.0;151.0;754.0;-641.0;507.0;-547.0
609.0;-205.0;157.0;737.0;-641.0;550.0;-567.0
607.0;-238.0;166.0;724.0;?;566.0;?
598.0;-261.0;166.0;715.0;-639.0;560.0;-605.0
586.0;?;165.0;704.0;-634.0;554.0;-623.0
572.0;-278.0;151.0;693.0;-622.0;548.0;-636.0
563.0;-276.0;141.0;689.0;-610.0;531.0;-646.0
554.0;-274.0;137.0;687.0;-591.0;513.0;-656.0
546.0;-263.0;129.0;687.0;-575.0;492.0;?
540.0;-242.0;121.0;689.0;-564.0;483.0;?
538.0;-214.0;111.0;690.0;-563.0;480.0;-676.0
544.0;-184.0;103.0;696.0;-568.0;483.0;-683.0
552.0;-153.0;101.0;700.0;-569.0;486.0;-689.0
560.0;-112.0;100.0;704.0;-572.0;485.0;-690.0
?;-68.0;98.0;706.0;-572.0;493.0;-688.0
599.0;-14.0;99.0;708.0;-565.0;504.0;-681.0
623.0;?;102.0;702.0;-556.0;522.0;-673.0
644.0;78.0;107.0;697.0;-545.0;543.0;-668.0
666.0;120.0;106.0;685.0;-537.0;564.0;-660.0
685.0;152.0;107.0;670.0;-526.0;582.0;-651.0
703.0;182.0;107.0;650.0;-512.0;591.0;?
715.0;204.0;115.0;632.0;-493.0;595.0;-618.0
726.0;?;128.0;618.0;-470.0;593.0;-595.0
731.0;234.0;146.0;599.0;-435.0;586.0;-567.0
735.0;241.0;163.0;580.0;-396.0;584.0;-538.0
733.0;?;183.0;559.0;-347.0;576.0;-503.0
729.0;239.0;201.0;538.0;-302.0;565.0;-469.0
722.0;234.0;213.0;517.0;-262.0;553.0;-438.0
?;228.0;227.0;492.0;-228.0;538.0;-407.0
?;219.0;236.0;460.0;-189.0;522.0;-375.0
683.0;211.0;254.0;425.0;-145.0;504.0;-346.0
668.0;200.0;269.0;390.0;-97.0;484.0;-316.0
657.0;193.0;284.0;359.0;-47.0;462.0;-284.0
658.0;183.0;306.0;326.0;10.0;436.0;-257.0
665.0;164.0;325.0;293.0;60.0;413.0;-241.0
670.0;142.0;346.0;254.0;103.0;390.0;-223.0
662.0;108.0;365.0;224.0;138.0;369.0;-196.0
634.0;60.0;383.0;198.0;169.0;330.0;-160.0
587.0;?;398.0;178.0;198.0;254.0;-126.0
546.0;-23.0;411.0;?;218.0;165.0;-95.0
516.0;-65.0;423.0;158.0;237.0;96.0;-62.0
496.0;-96.0;436.0;151.0;251.0;77.0;-34.0
488.0;-123.0;447.0;139.0;261.0;82.0;-11.0
478.0;-152.0;464.0;137.0;264.0;91.0;11.0
468.0;-183.0;488.0;134.0;269.0;98.0;28.0
448.0;?;511.0;131.0;268.0;111.0;45.0
428.0;-253.0;536.0;125.0;271.0;115.0;64.0
413.0;-286.0;561.0;115.0;282.0;101.0;89.0
391.0;-321.0;580.0;105.0;296.0;84.0;118.0
363.0;-354.0;596.0;93.0;308.0;54.0;153.0
336.0;-390.0;612.0;84.0;322.0;20.0;189.0
309.0;-419.0;627.0;80.0;341.0;-16.0;232.0
285.0;-444.0;645.0;81.0;354.0;-55.0;272.0
258.0;-472.0;665.0;87.0;356.0;-90.0;305.0
?;-493.0;689.0;96.0;353.0;?;334.0
189.0;-514.0;710.0;115.0;341.0;-173.0;376.0
130.0;-534.0;734.0;129.0;330.0;-231.0;428.0
55.0;-557.0;?;130.0;326.0;-304.0;473.0
-30.0;-577.0;764.0;133.0;327.0;-382.0;506.0
-92.0;-602.0;763.0;134.0;331.0;-446.0;530.0
-139.0;-621.0;756.0;128.0;335.0;?;556.0
-162.0;-642.0;?;124.0;335.0;-480.0;575.0
-177.0;-662.0;749.0;119.0;326.0;-461.0;596.0
-205.0;-681.0;746.0;111.0;315.0;-432.0;611.0
-234.0;?;739.0;105.0;299.0;?;623.0
-257.0;-705.0;727.0;103.0;280.0;-373.0;632.0
-273.0;-713.0;715.0;97.0;266.0;-335.0;638.0
?;-721.0;705.0;95.0;261.0;-298.0;646.0
-296.0;-726.0;692.0;91.0;258.0;-242.0;?
-306.0;-729.0;683.0;91.0;252.0;-173.0;653.0
-308.0;-731.0;671.0;91.0;245.0;-98.0;655.0
-317.0;-735.0;661.0;91.0;230.0;-41.0;654.0
-325.0;-737.0;646.0;92.0;213.0;-3.0;653.0
-339.0;-738.0;630.0;96.0;199.0;16.0;648.0
-356.0;-738.0;617.0;97.0;185.0;20.0;645.0
-375.0;-738.0;608.0;97.0;176.0;6.0;639.0
-396.0;-737.0;605.0;103.0;170.0;-19.0;635.0
-420.0;-735.0;610.0;105.0;161.0;-51.0;629.0
-430.0;?;635.0;113.0;146.0;-91.0;617.0
-429.0;-728.0;667.0;124.0;139.0;-131.0;603.0
-426.0;-722.0;721.0;142.0;137.0;-188.0;585.0
-418.0;-717.0;763.0;?;132.0;-244.0;571.0
-409.0;-714.0;791.0;166.0;122.0;-293.0;555.0
-402.0;-710.0;?;174.0;102.0;-351.0;540.0
?;?;847.0;178.0;79.0;-404.0;522.0
?;-707.0;870.0;180.0;50.0;-459.0;501.0
-366.0;-708.0;882.0;181.0;?;-504.0;485.0
-354.0;-706.0;892.0;185.0;20.0;-535.0;473.0
-344.0;-705.0;894.0;194.0;8.0;-559.0;468.0
-329.0;-702.0;901.0;206.0;4.0;-576.0;466.0
-309.0;-703.0;902.0;?;3.0;-574.0;468.0
-287.0;-701.0;905.0;231.0;8.0;-571.0;466.0
-269.0;-700.0;911.0;236.0;17.0;-568.0;470.0
-254.0;-701.0;908.0;243.0;30.0;-565.0;475.0
-240.0;-695.0;896.0;256.0;42.0;?;485.0
-238.0;-692.0;?;263.0;64.0;-561.0;492.0
-239.0;?;836.0;273.0;80.0;-561.0;498.0
-252.0;-675.0;828.0;292.0;87.0;-566.0;501.0
?;-673.0;829.0;305.0;79.0;-567.0;497.0
?;-666.0;840.0;314.0;52.0;-560.0;477.0
-322.0;-657.0;861.0;321.0;-1.0;-535.0;?
?;-655.0;873.0;328.0;-63.0;-499.0;431.0
?;-651.0;875.0;?;-121.0;-448.0;411.0
-316.0;-647.0;879.0;347.0;-171.0;-377.0;388.0
-294.0;-646.0;880.0;354.0;-217.0;-301.0;362.0
-263.0;-643.0;883.0;360.0;-267.0;-207.0;333.0
-233.0;-643.0;873.0;364.0;-315.0;-126.0;?
-209.0;-642.0;859.0;367.0;-357.0;-57.0;275.0
-184.0;-641.0;843.0;373.0;-400.0;10.0;253.0
-163.0;-641.0;821.0;379.0;-434.0;64.0;231.0
-147.0;-643.0;798.0;388.0;-471.0;103.0;214.0
-130.0;-643.0;776.0;398.0;-505.0;130.0;186.0
-116.0;?;?;407.0;-530.0;143.0;155.0
-115.0;-646.0;738.0;406.0;-552.0;121.0;127.0
-129.0;-650.0;733.0;402.0;-564.0;76.0;103.0
-152.0;-649.0;729.0;402.0;-567.0;5.0;85.0
-176.0;-648.0;734.0;408.0;-567.0;-61.0;76.0
-186.0;-646.0;746.0;?;-564.0;-111.0;68.0
-176.0;-643.0;758.0;410.0;-561.0;-155.0;56.0
-171.0;-644.0;776.0;408.0;-564.0;-196.0;43.0
-162.0;-644.0;794.0;410.0;-552.0;-221.0;28.0
-153.0;?;816.0;411.0;-534.0;-232.0;10.0
-149.0;-640.0;833.0;408.0;-515.0;-246.0;-3.0
-137.0;-641.0;849.0;410.0;-490.0;-247.0;-16.0
-123.0;-638.0;865.0;412.0;-440.0;-248.0;?
-114.0;-637.0;890.0;415.0;-357.0;-250.0;-31.0
-107.0;-635.0;883.0;421.0;-319.0;-256.0;-3.0
-104.0;-632.0;876.0;429.0;-305.0;-272.0;17.0
-106.0;-633.0;859.0;434.0;-327.0;-289.0;32.0
-109.0;-634.0;844.0;438.0;-379.0;-305.0;52.0
-117.0;-634.0;821.0;445.0;-437.0;-316.0;92.0
?;-635.0;811.0;448.0;-452.0;-335.0;112.0
-142.0;-634.0;819.0;455.0;-447.0;-347.0;113.0
-150.0;?;823.0;456.0;-440.0;-353.0;114.0
-161.0;-636.0;826.0;460.0;-446.0;-352.0;112.0
-167.0;-635.0;832.0;464.0;-451.0;-336.0;110.0
-168.0;-632.0;835.0;468.0;-452.0;-309.0;113.0
-168.0;-634.0;842.0;468.0;-460.0;-273.0;116.0
-168.0;-631.0;846.0;?;-461.0;-228.0;114.0
-167.0;-632.0;846.0;471.0;-458.0;-176.0;111.0
-167.0;-635.0;843.0;470.0;-460.0;-125.0;106.0
-166.0;-635.0;840.0;472.0;-462.0;-77.0;100.0
-160.0;-632.0;843.0;474.0;-463.0;-39.0;101.0
-159.0;-635.0;848.0;471.0;?;-16.0;110.0
-150.0;-634.0;850.0;470.0;-496.0;1.0;125.0
-144.0;?;850.0;467.0;-508.0;9.0;144.0
-146.0;-638.0;853.0;464.0;-529.0;-2.0;163.0
-146.0;-640.0;855.0;455.0;-548.0;-19.0;179.0
-146.0;?;857.0;448.0;?;-45.0;198.0
-153.0;-647.0;858.0;437.0;-579.0;-84.0;226.0
-158.0;-650.0;858.0;426.0;-582.0;-133.0;257.0
-163.0;-651.0;?;417.0;?;-174.0;292.0
-164.0;-654.0;884.0;408.0;-543.0;-216.0;332.0
-165.0;-653.0;911.0;399.0;-494.0;-255.0;377.0
-162.0;-650.0;939.0;388.0;-425.0;-288.0;431.0
-161.0;-652.0;970.0;378.0;-337.0;-319.0;482.0
-152.0;-648.0;994.0;372.0;-244.0;-340.0;526.0
-141.0;-644.0;1009.0;369.0;-155.0;-344.0;557.0
-126.0;-641.0;1015.0;366.0;-61.0;-345.0;560.0
-110.0;-633.0;1006.0;?;39.0;-333.0;538.0
-92.0;-622.0;981.0;370.0;140.0;-310.0;?
-72.0;-614.0;958.0;373.0;211.0;-296.0;447.0
-46.0;-602.0;941.0;377.0;?;-277.0;400.0
-14.0;-588.0;?;381.0;219.0;-245.0;341.0
11.0;-577.0;906.0;385.0;186.0;-216.0;295.0
38.0;-564.0;895.0;?;146.0;-193.0;256.0
?;-555.0;877.0;395.0;123.0;-180.0;225.0
64.0;-549.0;856.0;394.0;104.0;-183.0;203.0
79.0;?;850.0;400.0;73.0;-182.0;175.0
96.0;-529.0;847.0;405.0;54.0;-181.0;149.0
112.0;-522.0;851.0;408.0;35.0;-184.0;129.0
133.0;?;861.0;413.0;?;-176.0;107.0
156.0;-494.0;?;422.0;-6.0;-162.0;82.0
181.0;-476.0;905.0;427.0;-23.0;-153.0;73.0
203.0;-456.0;928.0;434.0;-39.0;-138.0;70.0
227.0;-432.0;945.0;443.0;-52.0;-121.0;76.0
?;-413.0;961.0;445.0;-43.0;-114.0;103.0
?;-393.0;976.0;450.0;-26.0;-105.0;132.0
?;-371.0;982.0;458.0;-12.0;-100.0;158.0
275.0;-354.0;?;462.0;7.0;-97.0;176.0
273.0;-342.0;980.0;462.0;24.0;-93.0;193.0
263.0;-334.0;972.0;464.0;30.0;-85.0;197.0
250.0;-332.0;956.0;466.0;34.0;-74.0;200.0
239.0;-330.0;940.0;467.0;32.0;-54.0;205.0
233.0;-332.0;922.0;469.0;29.0;-24.0;206.0
227.0;-341.0;905.0;465.0;32.0;22.0;208.0
230.0;-345.0;892.0;462.0;35.0;74.0;204.0
238.0;-343.0;877.0;465.0;37.0;128.0;196.0
?;-342.0;863.0;466.0;35.0;183.0;190.0
253.0;-337.0;852.0;466.0;33.0;241.0;185.0
267.0;-329.0;842.0;469.0;25.0;300.0;175.0
279.0;-320.0;841.0;468.0;30.0;348.0;176.0
291.0;-312.0;848.0;469.0;38.0;388.0;172.0
301.0;-297.0;856.0;472.0;41.0;?;?
308.0;-284.0;866.0;?;44.0;416.0;141.0
316.0;-265.0;873.0;466.0;40.0;405.0;123.0
325.0;-244.0;879.0;466.0;40.0;384.0;107.0
334.0;-229.0;882.0;462.0;44.0;356.0;89.0
331.0;-219.0;878.0;456.0;43.0;314.0;60.0
326.0;-209.0;?;456.0;23.0;267.0;22.0
323.0;-195.0;828.0;459.0;2.0;212.0;-25.0
336.0;-177.0;781.0;461.0;-36.0;185.0;-80.0
370.0;-160.0;725.0;470.0;-77.0;185.0;-132.0
406.0;-148.0;664.0;472.0;-106.0;211.0;-180.0
439.0;-138.0;602.0;480.0;-129.0;243.0;-220.0
472.0;-129.0;541.0;?;-148.0;279.0;-251.0
494.0;-121.0;478.0;494.0;-159.0;?;-279.0
?;-115.0;423.0;496.0;-163.0;309.0;-303.0
517.0;-115.0;377.0;500.0;-172.0;313.0;-323.0
524.0;-109.0;342.0;501.0;-174.0;310.0;-337.0
529.0;-109.0;316.0;503.0;-171.0;311.0;-340.0
533.0;-102.0;310.0;?;-165.0;311.0;-336.0
541.0;-93.0;318.0;508.0;-156.0;316.0;-334.0
541.0;-93.0;343.0;509.0;-148.0;315.0;-324.0
535.0;-92.0;381.0;511.0;?;310.0;-304.0
531.0;-90.0;422.0;?;-130.0;298.0;-275.0
521.0;-87.0;481.0;505.0;-126.0;291.0;-254.0
508.0;-85.0;546.0;504.0;-128.0;277.0;-238.0
488.0;-87.0;588.0;497.0;-128.0;257.0;-226.0
461.0;-86.0;617.0;491.0;-125.0;234.0;-221.0
433.0;-96.0;646.0;479.0;-131.0;204.0;-212.0
415.0;-106.0;654.0;469.0;-120.0;185.0;-194.0
399.0;-116.0;?;463.0;-99.0;172.0;-172.0
387.0;-127.0;?;453.0;-74.0;160.0;-148.0
381.0;-135.0;654.0;443.0;-55.0;159.0;-131.0
378.0;-148.0;654.0;430.0;-38.0;170.0;-116.0
371.0;-160.0;649.0;423.0;-25.0;184.0;-99.0
364.0;-170.0;641.0;413.0;-10.0;195.0;-82.0
354.0;?;641.0;406.0;19.0;204.0;-64.0
346.0;-187.0;646.0;402.0;51.0;?;-45.0
343.0;-186.0;650.0;393.0;100.0;220.0;-22.0
345.0;-184.0;663.0;388.0;146.0;225.0;-5.0
347.0;-183.0;684.0;383.0;179.0;226.0;5.0
350.0;-185.0;709.0;372.0;214.0;225.0;15.0
343.0;-188.0;742.0;360.0;236.0;218.0;27.0
333.0;-188.0;788.0;346.0;245.0;?;29.0
310.0;-190.0;836.0;?;241.0;158.0;26.0
290.0;-196.0;883.0;?;233.0;107.0;26.0
268.0;-197.0;934.0;321.0;219.0;47.0;29.0
257.0;-196.0;988.0;317.0;211.0;-8.0;34.0
261.0;-196.0;1047.0;316.0;185.0;-31.0;30.0
271.0;-198.0;1106.0;315.0;156.0;-25.0;29.0
282.0;-196.0;1151.0;308.0;127.0;-8.0;30.0
287.0;-200.0;1192.0;305.0;76.0;4.0;31.0
288.0;-205.0;1229.0;301.0;18.0;12.0;21.0
285.0;-207.0;1262.0;298.0;-20.0;17.0;14.0
278.0;-216.0;1286.0;298.0;-56.0;7.0;8.0
267.0;-224.0;1307.0;295.0;-74.0;-12.0;19.0
253.0;-230.0;1310.0;290.0;-72.0;-33.0;43.0
?;-242.0;1309.0;290.0;-68.0;-50.0;61.0
221.0;-256.0;1302.0;286.0;-69.0;-69.0;83.0
203.0;-269.0;1291.0;281.0;-54.0;-85.0;95.0
182.0;?;1290.0;276.0;-47.0;-101.0;96.0
157.0;-299.0;1287.0;272.0;-41.0;-122.0;101.0
139.0;-310.0;1266.0;267.0;-25.0;-140.0;118.0
114.0;-325.0;1236.0;264.0;-9.0;-157.0;136.0
90.0;-338.0;1195.0;264.0;8.0;-170.0;159.0
68.0;-347.0;1148.0;260.0;28.0;-176.0;181.0
38.0;-364.0;1104.0;260.0;47.0;-177.0;194.0
7.0;-381.0;1070.0;262.0;54.0;-182.0;196.0
-25.0;-394.0;1033.0;259.0;77.0;-180.0;199.0
-52.0;-412.0;1004.0;259.0;93.0;-175.0;206.0
-75.0;-431.0;984.0;?;104.0;-166.0;210.0
-94.0;-450.0;956.0;259.0;123.0;-151.0;209.0
-112.0;-466.0;930.0;256.0;146.0;-139.0;204.0
-126.0;-484.0;906.0;256.0;171.0;-126.0;199.0
-135.0;-499.0;875.0;251.0;213.0;-120.0;198.0
-145.0;-512.0;846.0;253.0;252.0;-112.0;192.0
-153.0;-524.0;827.0;255.0;?;-110.0;189.0
-160.0;-532.0;804.0;257.0;345.0;-111.0;181.0
-169.0;-543.0;800.0;262.0;373.0;-116.0;173.0
-179.0;-546.0;809.0;267.0;368.0;-122.0;173.0
-191.0;-551.0;?;271.0;358.0;-130.0;182.0
-204.0;-553.0;817.0;274.0;339.0;-144.0;197.0
-216.0;-559.0;827.0;280.0;311.0;-161.0;212.0
-227.0;-562.0;?;281.0;288.0;-190.0;232.0
-237.0;-564.0;829.0;283.0;271.0;-218.0;?
-252.0;-567.0;842.0;286.0;259.0;-254.0;272.0
-264.0;-570.0;848.0;285.0;248.0;?;290.0
-274.0;-574.0;853.0;?;231.0;-362.0;306.0
-277.0;-579.0;853.0;278.0;208.0;-403.0;320.0
-269.0;-583.0;850.0;273.0;196.0;-427.0;338.0
-256.0;-584.0;850.0;272.0;184.0;-437.0;352.0
-245.0;-586.0;845.0;272.0;175.0;-434.0;370.0
-231.0;-587.0;834.0;267.0;174.0;-426.0;388.0
-210.0;-587.0;816.0;262.0;172.0;-409.0;407.0
-191.0;-588.0;798.0;261.0;174.0;-400.0;422.0
-177.0;-589.0;784.0;256.0;182.0;-393.0;439.0
-162.0;-591.0;764.0;253.0;188.0;-382.0;451.0
-153.0;-593.0;745.0;255.0;191.0;-369.0;462.0
-143.0;-592.0;729.0;251.0;196.0;?;473.0
-134.0;-593.0;714.0;250.0;190.0;-346.0;481.0
-125.0;-592.0;707.0;252.0;182.0;-337.0;488.0
-108.0;?;701.0;?;174.0;-333.0;494.0
-93.0;-593.0;700.0;255.0;168.0;-324.0;499.0
-79.0;?;710.0;261.0;?;-316.0;502.0
-71.0;?;719.0;262.0;158.0;-315.0;507.0
-66.0;-593.0;721.0;264.0;161.0;-312.0;508.0
?;-593.0;732.0;266.0;160.0;-307.0;506.0
-56.0;-593.0;744.0;269.0;159.0;-305.0;503.0
-57.0;-591.0;762.0;272.0;153.0;-304.0;498.0
-58.0;-591.0;772.0;277.0;?;-308.0;493.0
-58.0;-591.0;774.0;273.0;138.0;-309.0;494.0
-53.0;-590.0;782.0;273.0;134.0;-316.0;489.0
-53.0;-591.0;?;276.0;128.0;-324.0;486.0
-55.0;-593.0;789.0;275.0;129.0;-335.0;486.0
-56.0;-593.0;791.0;274.0;131.0;-338.0;485.0
-57.0;-591.0;?;276.0;129.0;-342.0;484.0
-54.0;-592.0;794.0;273.0;136.0;-339.0;484.0
-50.0;-591.0;792.0;273.0;136.0;-340.0;483.0
-49.0;-591.0;788.0;273.0;140.0;?;481.0
-50.0;-592.0;782.0;274.0;147.0;?;484.0
-49.0;-591.0;781.0;271.0;154.0;-337.0;486.0
-49.0;-591.0;?;272.0;?;-336.0;485.0
-49.0;-592.0;?;270.0;167.0;-339.0;491.0
-49.0;-591.0;767.0;269.0;171.0;-338.0;491.0
-49.0;-590.0;765.0;272.0;173.0;-338.0;490.0
-48.0;-591.0;764.0;268.0;175.0;?;494.0
-50.0;-589.0;765.0;269.0;174.0;-344.0;493.0
-50.0;-590.0;766.0;270.0;173.0;-343.0;491.0
-49.0;-591.0;767.0;268.0;174.0;-346.0;492.0
-46.0;-592.0;770.0;268.0;?;-345.0;491.0
-45.0;-591.0;770.0;267.0;166.0;-347.0;490.0
-46.0;-592.0;774.0;266.0;?;-349.0;491.0
-44.0;?;776.0;267.0;164.0;-346.0;490.0
-44.0;-593.0;779.0;267.0;163.0;-344.0;489.0
-42.0;-592.0;781.0;264.0;166.0;-340.0;491.0
-39.0;-590.0;782.0;265.0;170.0;-334.0;490.0
?;-590.0;783.0;266.0;170.0;-332.0;491.0
-34.0;-591.0;782.0;264.0;175.0;-327.0;494.0
-36.0;-590.0;782.0;?;177.0;-327.0;493.0
-39.0;-591.0;784.0;264.0;177.0;-332.0;493.0
-42.0;-591.0;782.0;262.0;181.0;-334.0;495.0
-44.0;-592.0;781.0;261.0;183.0;-331.0;497.0
-45.0;-590.0;782.0;261.0;184.0;-333.0;499.0
-45.0;-589.0;779.0;259.0;189.0;-334.0;500.0
-45.0;-591.0;779.0;258.0;189.0;-333.0;500.0
-45.0;-592.0;779.0;260.0;187.0;-330.0;500.0
-45.0;-591.0;777.0;257.0;190.0;-332.0;500.0
-45.0;-591.0;777.0;257.0;188.0;-327.0;503.0
-45.0;-592.0;776.0;257.0;185.0;-327.0;501.0
-46.0;-592.0;774.0;256.0;?;-321.0;504.0
-45.0;-592.0;775.0;256.0;190.0;-311.0;503.0
-42.0;-591.0;774.0;257.0;?;-303.0;502.0
-43.0;-591.0;772.0;255.0;190.0;-301.0;504.0
-54.0;-591.0;770.0;254.0;187.0;-294.0;?
-63.0;-593.0;769.0;257.0;183.0;-292.0;503.0
-72.0;-592.0;767.0;257.0;182.0;-292.0;?
-85.0;-590.0;765.0;256.0;181.0;-289.0;505.0
-96.0;-590.0;766.0;?;178.0;-289.0;504.0
-110.0;-591.0;?;258.0;?;-289.0;503.0
-123.0;-592.0;760.0;260.0;172.0;-285.0;502.0
-136.0;-591.0;760.0;?;?;-284.0;501.0
-144.0;-593.0;760.0;264.0;163.0;-278.0;503.0
-156.0;-592.0;758.0;267.0;?;-270.0;500.0
-160.0;-595.0;757.0;271.0;149.0;-252.0;500.0
-164.0;-596.0;756.0;272.0;147.0;-239.0;501.0
-167.0;-597.0;754.0;274.0;143.0;-228.0;501.0
-175.0;?;752.0;278.0;137.0;-228.0;?
-182.0;-601.0;?;278.0;135.0;-249.0;502.0
-205.0;-604.0;744.0;281.0;132.0;-278.0;500.0
-222.0;-603.0;739.0;287.0;122.0;-299.0;498.0
-234.0;-606.0;738.0;290.0;114.0;-316.0;498.0
-248.0;-607.0;735.0;296.0;103.0;-319.0;494.0
-259.0;-607.0;732.0;307.0;88.0;-314.0;489.0
-261.0;-607.0;726.0;315.0;78.0;-312.0;487.0
-263.0;-608.0;723.0;318.0;66.0;-319.0;484.0
-277.0;-608.0;719.0;324.0;55.0;-322.0;483.0
-286.0;-610.0;721.0;328.0;54.0;-321.0;484.0
-290.0;-607.0;723.0;337.0;46.0;-315.0;481.0
-339.0;-571.0;707.0;?;-142.0;-469.0;410.0
-335.0;-572.0;699.0;443.0;-134.0;-463.0;411.0
-314.0;?;694.0;442.0;-124.0;-447.0;416.0
-311.0;-573.0;690.0;439.0;-116.0;-442.0;420.0
?;-575.0;690.0;439.0;-114.0;-439.0;422.0
-304.0;-579.0;694.0;432.0;-104.0;-437.0;427.0
-300.0;?;698.0;428.0;-103.0;-438.0;428.0
?;-583.0;701.0;426.0;-106.0;-452.0;428.0
-304.0;-585.0;708.0;421.0;-107.0;-480.0;430.0
-319.0;-587.0;710.0;418.0;-116.0;-503.0;426.0
-328.0;-585.0;722.0;415.0;-124.0;-524.0;421.0
-333.0;-588.0;?;412.0;-130.0;-536.0;420.0
-331.0;?;729.0;414.0;-137.0;?;419.0
-328.0;-583.0;731.0;416.0;-141.0;?;413.0
-330.0;-581.0;736.0;415.0;-141.0;-576.0;412.0
?;-576.0;735.0;417.0;-143.0;-588.0;408.0
-331.0;?;734.0;423.0;-151.0;-581.0;400.0
-324.0;-564.0;735.0;427.0;-155.0;-565.0;392.0
-311.0;-552.0;?;436.0;-168.0;-535.0;380.0
-298.0;-541.0;731.0;442.0;-179.0;-500.0;366.0
?;-532.0;727.0;446.0;-189.0;-454.0;349.0
-296.0;-517.0;721.0;454.0;-204.0;-419.0;329.0
-309.0;-504.0;715.0;?;-219.0;-388.0;308.0
-324.0;-493.0;710.0;463.0;-236.0;-357.0;288.0
-328.0;-478.0;702.0;471.0;-257.0;-313.0;260.0
-323.0;-463.0;691.0;477.0;-279.0;-254.0;234.0
-312.0;-450.0;?;483.0;-305.0;-200.0;214.0
-292.0;-439.0;663.0;?;-334.0;-142.0;190.0
-277.0;-430.0;649.0;492.0;-364.0;-84.0;162.0
-272.0;-421.0;636.0;497.0;-384.0;-36.0;146.0
-260.0;-414.0;627.0;?;-404.0;16.0;129.0
-249.0;-405.0;624.0;509.0;-411.0;54.0;117.0
-247.0;-397.0;625.0;509.0;-415.0;72.0;111.0
-248.0;-388.0;625.0;513.0;-421.0;70.0;106.0
-251.0;-382.0;623.0;517.0;-428.0;53.0;98.0
-269.0;-379.0;627.0;518.0;-435.0;11.0;99.0
-283.0;-375.0;628.0;521.0;-439.0;-29.0;94.0
-295.0;-374.0;629.0;521.0;-440.0;-76.0;94.0
?;-374.0;626.0;520.0;-439.0;-145.0;101.0
-332.0;-375.0;?;520.0;-438.0;-221.0;109.0
-353.0;-380.0;629.0;524.0;-431.0;-305.0;118.0
-374.0;-379.0;632.0;527.0;-424.0;?;131.0
-391.0;-376.0;634.0;532.0;-416.0;-455.0;139.0
