Accelerometer LWR accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE EuY;Accelerometer LH accX
-302.0;-40.0;-48;353.0
-321.0;-99.0;-48;337.0
-306.0;-126.0;-48;304.0
-291.0;-144.0;-48;291.0
-311.0;-55.0;-48;286.0
-291.0;-15.0;-48;280.0
-282.0;85.0;-48;?
-298.0;196.0;-48;270.0
-337.0;233.0;-48;276.0
-338.0;117.0;-48;325.0
-364.0;-48.0;-48;339.0
-376.0;-52.0;-48;378.0
-373.0;-42.0;-48;389.0
-384.0;-56.0;-48;425.0
-390.0;47.0;-48;424.0
-341.0;62.0;-48;340.0
-343.0;40.0;-48;340.0
-358.0;-9.0;-48;?
-401.0;-12.0;-49;352.0
-428.0;2.0;-49;375.0
-418.0;15.0;-49;414.0
-407.0;12.0;-49;428.0
-364.0;18.0;-49;?
-356.0;21.0;-50;391.0
-360.0;-3.0;?;356.0
-312.0;19.0;-49;299.0
-294.0;31.0;-48;291.0
-308.0;4.0;-46;282.0
-329.0;0.0;-43;272.0
-334.0;-25.0;-42;285.0
-396.0;-45.0;-41;343.0
-418.0;-48.0;-41;378.0
-399.0;-60.0;-42;349.0
-356.0;-53.0;-42;286.0
-325.0;-94.0;-43;263.0
-302.0;-99.0;-44;218.0
-302.0;-129.0;-44;180.0
?;-95.0;-44;175.0
-325.0;-89.0;-44;168.0
-282.0;-78.0;?;183.0
-318.0;-91.0;-40;220.0
-303.0;-92.0;-39;278.0
-304.0;-141.0;-36;292.0
-296.0;-185.0;-35;292.0
-291.0;-209.0;-37;282.0
-295.0;-175.0;-38;308.0
-324.0;-219.0;-39;374.0
-356.0;-199.0;-39;453.0
-299.0;-79.0;-39;400.0
-253.0;-146.0;-39;307.0
-254.0;-187.0;-40;305.0
-207.0;-118.0;-40;260.0
-175.0;-68.0;-40;235.0
-196.0;-113.0;-40;264.0
-193.0;-117.0;-40;245.0
-200.0;-94.0;-40;318.0
-176.0;-166.0;-40;252.0
-104.0;-269.0;-40;180.0
-137.0;-279.0;-40;295.0
-211.0;-238.0;-40;350.0
-269.0;-192.0;-40;?
-246.0;-225.0;-40;384.0
-256.0;-200.0;-40;346.0
-263.0;-204.0;-40;336.0
-282.0;-279.0;-40;359.0
-326.0;-329.0;-40;445.0
-366.0;-349.0;-40;466.0
-371.0;-186.0;-40;405.0
-291.0;-226.0;-40;324.0
-294.0;-339.0;-40;299.0
-301.0;-363.0;-40;283.0
-304.0;-333.0;-40;270.0
-294.0;-225.0;-40;243.0
-266.0;-188.0;-40;261.0
-279.0;-281.0;-39;235.0
-274.0;-274.0;-39;184.0
-252.0;-195.0;-39;122.0
-234.0;57.0;-39;125.0
-234.0;26.0;-39;200.0
-229.0;130.0;-39;286.0
-257.0;-259.0;-39;341.0
-271.0;-148.0;?;401.0
-290.0;-117.0;-39;445.0
-310.0;19.0;-39;488.0
?;-85.0;-39;468.0
-289.0;-65.0;-39;346.0
-284.0;-35.0;-39;282.0
-295.0;-65.0;-39;276.0
?;48.0;-39;299.0
-307.0;52.0;-39;318.0
-326.0;37.0;-39;349.0
?;37.0;-39;319.0
-311.0;-20.0;-39;248.0
-276.0;-53.0;-39;224.0
-274.0;-81.0;?;233.0
-295.0;-110.0;-39;215.0
-260.0;-94.0;-39;193.0
-252.0;-29.0;-39;234.0
-253.0;-5.0;-39;255.0
-281.0;7.0;-39;285.0
-292.0;-35.0;-39;350.0
-314.0;-54.0;-39;479.0
-334.0;-47.0;-39;577.0
-370.0;-82.0;-39;603.0
-425.0;-61.0;-39;670.0
-485.0;-77.0;-39;744.0
-517.0;-90.0;-39;?
-577.0;-72.0;-39;839.0
-611.0;-74.0;-39;945.0
-666.0;-73.0;-39;1030.0
-748.0;-82.0;-39;1077.0
-807.0;-101.0;-39;1075.0
-853.0;-119.0;-39;?
-912.0;-128.0;-39;1190.0
-938.0;-138.0;-39;1192.0
-1070.0;-145.0;-39;1084.0
-934.0;-130.0;-39;822.0
-767.0;-110.0;-39;636.0
-610.0;-77.0;-39;701.0
?;-84.0;-39;749.0
-531.0;-82.0;?;497.0
-385.0;-67.0;-39;443.0
-371.0;-50.0;-39;370.0
-319.0;-56.0;-39;482.0
-211.0;-81.0;-39;763.0
-272.0;-81.0;-39;504.0
-262.0;-107.0;-39;329.0
-158.0;-136.0;-39;1825.0
-726.0;-146.0;?;1137.0
-563.0;-151.0;-39;670.0
-427.0;-124.0;-39;760.0
-331.0;-114.0;-39;914.0
-369.0;-97.0;-39;828.0
-355.0;-102.0;-39;780.0
-549.0;-99.0;?;957.0
-530.0;-101.0;-40;1030.0
-511.0;-99.0;-40;1015.0
?;-100.0;-40;899.0
-494.0;-99.0;?;914.0
-472.0;-101.0;-40;?
-635.0;-92.0;-40;1576.0
-991.0;-91.0;-40;1744.0
-1099.0;-99.0;-40;1487.0
-906.0;-118.0;-40;1078.0
-754.0;-118.0;-40;1221.0
-800.0;-117.0;-40;1539.0
-968.0;-96.0;-40;1640.0
-922.0;-93.0;-40;1211.0
-753.0;-86.0;-40;950.0
-466.0;?;-40;594.0
-196.0;?;-40;670.0
-11.0;-80.0;-40;632.0
142.0;-121.0;?;635.0
76.0;-113.0;-40;600.0
?;-87.0;-40;622.0
-144.0;-113.0;-40;676.0
-247.0;-118.0;-40;772.0
-326.0;-133.0;-40;743.0
-323.0;-121.0;-40;758.0
-244.0;-100.0;-40;627.0
-193.0;-128.0;-40;608.0
-253.0;-125.0;-40;628.0
-224.0;-83.0;-40;646.0
-242.0;-98.0;-40;689.0
?;-131.0;-40;680.0
-326.0;?;-40;784.0
-229.0;-109.0;-40;649.0
-255.0;-51.0;-40;711.0
-200.0;-100.0;-40;377.0
-116.0;-82.0;-40;636.0
-4.0;-101.0;-40;142.0
?;-65.0;-40;208.0
-50.0;-91.0;-40;187.0
-99.0;-146.0;-40;?
-167.0;-111.0;-40;272.0
-376.0;-126.0;-40;454.0
-570.0;-183.0;-40;?
-859.0;-187.0;-40;?
-1220.0;-152.0;-40;1029.0
-1165.0;-173.0;-40;1021.0
-1197.0;-186.0;-40;1370.0
-905.0;-135.0;-40;661.0
-617.0;-123.0;-40;491.0
-751.0;-140.0;-40;946.0
-1092.0;-127.0;-40;1685.0
-1264.0;-109.0;-40;1479.0
-586.0;-120.0;-40;840.0
-297.0;-139.0;-40;326.0
-158.0;-149.0;-40;467.0
-306.0;-127.0;-40;453.0
-400.0;-152.0;-40;401.0
-406.0;-137.0;-40;215.0
-348.0;-154.0;-40;180.0
-321.0;-124.0;?;208.0
-311.0;-120.0;-40;226.0
-303.0;-127.0;-40;221.0
-322.0;-139.0;-40;221.0
-306.0;-115.0;-40;192.0
-293.0;-141.0;-40;157.0
-285.0;-166.0;-40;109.0
-274.0;-117.0;-40;133.0
?;-137.0;-40;136.0
-292.0;-177.0;-40;147.0
-298.0;-166.0;-40;191.0
-295.0;-136.0;-40;275.0
-308.0;-138.0;-40;327.0
-325.0;-111.0;-40;?
-332.0;-126.0;?;393.0
-337.0;-127.0;-40;387.0
-359.0;-120.0;-40;?
-350.0;-135.0;-40;362.0
-331.0;-113.0;-40;345.0
-343.0;-97.0;-40;359.0
-347.0;-108.0;-40;358.0
-344.0;-128.0;-40;376.0
-361.0;-110.0;-40;379.0
-363.0;-114.0;-40;380.0
-368.0;-116.0;-40;351.0
-361.0;-99.0;-40;330.0
-376.0;-113.0;-40;309.0
-349.0;-113.0;-40;287.0
-333.0;-101.0;-40;273.0
-323.0;-107.0;-40;282.0
-320.0;-102.0;-40;268.0
-321.0;-73.0;-40;278.0
-312.0;-99.0;-40;278.0
-302.0;-59.0;-40;269.0
?;-63.0;-40;283.0
-312.0;-110.0;-40;297.0
-319.0;-127.0;-40;274.0
-314.0;?;-40;286.0
-315.0;-111.0;-40;301.0
-307.0;-125.0;-40;301.0
-319.0;-118.0;-40;321.0
-320.0;-105.0;?;?
-353.0;-123.0;-40;341.0
-340.0;-123.0;-40;350.0
-353.0;-108.0;-40;352.0
-369.0;-125.0;?;341.0
-362.0;-119.0;-40;322.0
-359.0;?;-40;345.0
-370.0;-101.0;-40;313.0
-360.0;-117.0;-40;329.0
-360.0;?;-40;336.0
-346.0;-120.0;-40;325.0
-332.0;-117.0;-40;304.0
-325.0;-118.0;-40;309.0
-313.0;-118.0;-40;303.0
-336.0;-115.0;-40;301.0
-324.0;-103.0;-40;292.0
-321.0;-99.0;-40;301.0
-317.0;-110.0;-40;290.0
-302.0;-128.0;-40;283.0
-315.0;-112.0;-40;295.0
-323.0;-108.0;-40;298.0
-312.0;-109.0;-40;276.0
-319.0;-118.0;-40;297.0
-331.0;-108.0;-40;306.0
-321.0;-101.0;-40;281.0
-341.0;?;-40;289.0
-337.0;-110.0;-40;291.0
-333.0;-105.0;-40;?
-338.0;-103.0;-40;302.0
-332.0;-109.0;?;300.0
-342.0;-114.0;-40;310.0
-339.0;-113.0;-40;311.0
-340.0;-117.0;-40;323.0
-344.0;-128.0;-40;337.0
-353.0;-99.0;-40;308.0
-335.0;?;-40;297.0
-330.0;-110.0;-40;279.0
-324.0;-117.0;-40;283.0
-311.0;-109.0;-40;282.0
-321.0;-118.0;-40;276.0
-301.0;?;-40;269.0
-280.0;-104.0;?;243.0
-276.0;-115.0;-40;225.0
-304.0;-99.0;-40;216.0
-282.0;-98.0;-40;221.0
-275.0;-109.0;-40;225.0
-279.0;-111.0;-40;232.0
-245.0;-100.0;-40;?
-235.0;-92.0;-40;271.0
-247.0;-109.0;-40;260.0
-228.0;-114.0;-40;242.0
-229.0;-114.0;-40;?
-235.0;-113.0;-40;231.0
-224.0;-100.0;-40;218.0
-232.0;-109.0;-40;244.0
-243.0;-91.0;-40;262.0
-253.0;-94.0;-40;285.0
-252.0;-118.0;-40;303.0
-254.0;-121.0;-40;314.0
-265.0;-122.0;-40;315.0
-275.0;-113.0;-40;?
-285.0;-124.0;-40;295.0
-294.0;-102.0;-40;282.0
?;-96.0;-40;311.0
-288.0;-90.0;-40;322.0
?;-90.0;-40;343.0
-279.0;-94.0;-39;368.0
-300.0;-75.0;-40;422.0
-338.0;-75.0;-39;433.0
-324.0;-55.0;-39;411.0
-321.0;-97.0;-39;406.0
-311.0;-127.0;?;384.0
-363.0;-154.0;-40;369.0
-373.0;-157.0;-40;?
-357.0;?;-42;266.0
-404.0;-119.0;-48;345.0
-397.0;-118.0;-52;383.0
-395.0;-103.0;-54;353.0
-399.0;-74.0;-54;321.0
-452.0;-60.0;-52;370.0
-467.0;-104.0;-49;?
-431.0;-102.0;-46;379.0
-405.0;-107.0;-42;338.0
-366.0;-87.0;-39;282.0
-294.0;-32.0;-36;199.0
-246.0;-34.0;-31;173.0
-234.0;-45.0;-27;178.0
-224.0;?;-24;203.0
-233.0;-23.0;-23;236.0
-223.0;29.0;-25;184.0
-241.0;25.0;-33;197.0
?;0.0;-37;298.0
-353.0;-30.0;-37;481.0
-317.0;-30.0;-37;328.0
-197.0;-48.0;-37;22.0
-170.0;-24.0;-41;72.0
-230.0;-50.0;-42;141.0
-276.0;-57.0;-42;215.0
-336.0;-48.0;-42;209.0
-340.0;-89.0;-42;203.0
-327.0;-21.0;-42;316.0
-276.0;?;-42;339.0
-280.0;5.0;?;348.0
-282.0;72.0;-42;361.0
?;123.0;-42;323.0
-274.0;255.0;-42;307.0
-283.0;?;-42;357.0
-276.0;-381.0;-42;458.0
-261.0;-197.0;?;?
-241.0;127.0;-43;416.0
-255.0;-142.0;?;351.0
?;-419.0;-44;320.0
-334.0;-389.0;-46;318.0
-354.0;-250.0;-48;380.0
-338.0;-236.0;-51;368.0
-445.0;-347.0;-56;?
-532.0;-429.0;-64;684.0
-488.0;-449.0;-72;565.0
-317.0;-336.0;-74;356.0
-374.0;-221.0;-71;285.0
-491.0;-114.0;-65;429.0
-432.0;-52.0;-62;477.0
-523.0;21.0;?;469.0
-529.0;-75.0;-65;418.0
-550.0;87.0;-68;431.0
-597.0;-93.0;-70;474.0
-571.0;-372.0;-71;?
-522.0;-27.0;-71;462.0
-401.0;-144.0;-67;400.0
-283.0;-248.0;-59;316.0
-254.0;-6.0;-53;226.0
-198.0;152.0;-46;114.0
-142.0;-34.0;-37;-7.0
-126.0;-45.0;-31;-53.0
-126.0;-99.0;-24;-75.0
-167.0;-39.0;-18;46.0
-218.0;-10.0;-19;-98.0
-300.0;-54.0;-22;198.0
-382.0;?;-29;525.0
-369.0;34.0;-36;582.0
-399.0;-21.0;-38;764.0
-381.0;-108.0;-39;791.0
-265.0;-158.0;-40;521.0
-119.0;-148.0;-40;181.0
-46.0;-65.0;-40;34.0
-78.0;-74.0;-40;-39.0
-267.0;-113.0;-41;57.0
-423.0;-48.0;-41;226.0
-448.0;-144.0;-41;315.0
-430.0;?;-41;335.0
-371.0;?;-41;371.0
-331.0;-83.0;-41;?
-340.0;506.0;-41;394.0
-340.0;-234.0;?;479.0
-356.0;-837.0;?;561.0
-404.0;-545.0;-41;601.0
-423.0;-560.0;-42;571.0
-356.0;-548.0;-42;489.0
-284.0;-542.0;-43;376.0
-277.0;-485.0;-46;270.0
?;-488.0;-47;249.0
-366.0;-433.0;-55;310.0
-504.0;-446.0;-57;562.0
-186.0;-18.0;-43;552.0
34.0;?;-44;198.0
87.0;24.0;-44;289.0
118.0;-80.0;-44;461.0
68.0;-135.0;-44;233.0
12.0;-69.0;-44;109.0
-62.0;-7.0;-44;38.0
?;-4.0;-44;19.0
-220.0;0.0;-44;?
-249.0;10.0;-44;139.0
-259.0;-18.0;-44;159.0
-280.0;?;-44;225.0
?;-171.0;-44;286.0
-262.0;-572.0;-45;297.0
-272.0;66.0;-44;324.0
-348.0;-229.0;-45;353.0
-445.0;-840.0;-47;474.0
-484.0;-716.0;-47;552.0
-529.0;-493.0;?;675.0
-615.0;-544.0;-52;768.0
-651.0;-580.0;-58;817.0
-521.0;-603.0;-75;684.0
-444.0;-586.0;-75;520.0
-423.0;-486.0;-71;446.0
-444.0;-476.0;-71;442.0
-316.0;-348.0;-70;369.0
-393.0;-65.0;-70;289.0
-318.0;-103.0;-68;226.0
-277.0;75.0;-64;189.0
-302.0;?;-60;169.0
-340.0;460.0;-52;163.0
-351.0;373.0;-45;205.0
-355.0;-121.0;-36;?
-287.0;-135.0;-25;111.0
-233.0;-660.0;-17;5.0
-252.0;-74.0;?;2.0
-317.0;-25.0;-10;108.0
-301.0;-368.0;-16;242.0
-305.0;-352.0;-21;253.0
-256.0;76.0;-29;?
-175.0;28.0;-33;277.0
9.0;-95.0;-34;242.0
-14.0;99.0;-35;315.0
?;153.0;-36;?
-172.0;72.0;-36;268.0
-177.0;32.0;-37;195.0
-227.0;-2.0;-37;116.0
-293.0;-44.0;-37;167.0
-348.0;-93.0;-37;355.0
-418.0;18.0;-37;476.0
?;48.0;?;503.0
-396.0;145.0;-38;498.0
-321.0;-148.0;-38;504.0
-377.0;-97.0;-39;?
-434.0;-348.0;-41;549.0
-508.0;?;?;587.0
-423.0;251.0;-48;458.0
-342.0;-324.0;-56;412.0
-497.0;-743.0;?;521.0
?;-436.0;-78;572.0
-492.0;-278.0;-80;?
-447.0;-367.0;?;364.0
-413.0;-519.0;-72;382.0
-270.0;-560.0;-71;300.0
-212.0;-517.0;-70;251.0
-202.0;-410.0;-69;175.0
-223.0;-429.0;-67;98.0
-229.0;-456.0;-63;52.0
-248.0;224.0;-53;30.0
-252.0;-254.0;-44;39.0
-227.0;-656.0;-36;57.0
-235.0;1564.0;-24;37.0
-244.0;141.0;-14;43.0
-309.0;77.0;-9;85.0
-351.0;-936.0;?;225.0
-373.0;-506.0;-18;278.0
-324.0;225.0;-26;299.0
-226.0;-452.0;-31;299.0
88.0;-360.0;-35;131.0
131.0;20.0;-35;138.0
-11.0;16.0;-36;361.0
-131.0;-173.0;-36;447.0
-177.0;-45.0;-37;378.0
-194.0;64.0;-37;129.0
-172.0;47.0;-37;40.0
-161.0;95.0;-37;82.0
-255.0;78.0;-37;328.0
-337.0;-40.0;-37;429.0
-373.0;-84.0;-38;440.0
-350.0;80.0;-38;400.0
-299.0;70.0;-39;372.0
-313.0;-153.0;-40;400.0
-394.0;-466.0;-43;456.0
-438.0;140.0;-48;431.0
-440.0;-97.0;-53;441.0
-544.0;-366.0;-64;666.0
-623.0;-854.0;-78;685.0
-529.0;-662.0;-79;626.0
-521.0;-405.0;-72;440.0
-400.0;-495.0;-69;324.0
-286.0;-519.0;-68;293.0
-236.0;-534.0;-68;272.0
-290.0;-517.0;-71;257.0
-359.0;-441.0;-69;176.0
-369.0;-433.0;-62;172.0
-367.0;-424.0;-55;181.0
-336.0;74.0;-47;203.0
-404.0;178.0;-36;241.0
-259.0;565.0;-26;142.0
-351.0;1222.0;-18;125.0
-368.0;-342.0;-14;195.0
-340.0;-456.0;-15;65.0
-197.0;-1259.0;-22;-79.0
-145.0;279.0;-31;15.0
-90.0;27.0;-37;153.0
-69.0;-386.0;-38;242.0
-133.0;-38.0;-39;?
-188.0;198.0;-39;413.0
-144.0;-11.0;-39;368.0
-97.0;-123.0;-39;374.0
-18.0;3.0;-39;149.0
-97.0;85.0;-39;226.0
-201.0;-26.0;-39;243.0
-252.0;?;?;?
-330.0;-52.0;-39;406.0
-271.0;70.0;?;340.0
-242.0;75.0;-39;348.0
-250.0;156.0;-40;369.0
-329.0;-70.0;-42;445.0
-424.0;-198.0;-43;520.0
-460.0;-422.0;-49;455.0
?;155.0;-54;404.0
-466.0;-444.0;-66;534.0
-459.0;-869.0;-81;520.0
-354.0;-763.0;-78;?
-413.0;-272.0;?;297.0
-447.0;-546.0;-70;463.0
-406.0;-545.0;-70;497.0
-397.0;-589.0;-70;427.0
-400.0;-582.0;-71;336.0
-362.0;-395.0;-68;282.0
-340.0;-421.0;-65;265.0
-364.0;-450.0;-56;237.0
-429.0;-120.0;-47;276.0
-447.0;277.0;-40;248.0
-389.0;-97.0;-29;202.0
-393.0;710.0;-18;181.0
-406.0;?;-15;241.0
-400.0;-770.0;-19;185.0
-253.0;-925.0;-23;69.0
-175.0;870.0;-30;40.0
-151.0;-571.0;-38;?
-82.0;-341.0;-41;221.0
-124.0;-138.0;-42;353.0
-203.0;210.0;-42;224.0
-142.0;-101.0;-43;279.0
-126.0;-195.0;-43;386.0
-179.0;61.0;-43;251.0
-288.0;86.0;-43;210.0
-301.0;-34.0;-43;320.0
-318.0;-32.0;-43;403.0
-350.0;15.0;-44;480.0
-387.0;27.0;-44;550.0
-340.0;35.0;-44;537.0
-293.0;114.0;-45;486.0
-332.0;43.0;-46;470.0
-418.0;-295.0;?;463.0
-399.0;-111.0;-54;336.0
-440.0;277.0;-62;380.0
-564.0;-287.0;-75;556.0
-552.0;-889.0;-81;658.0
-525.0;-761.0;-73;539.0
-487.0;-237.0;?;416.0
-376.0;-424.0;-67;414.0
-313.0;-532.0;-68;540.0
-279.0;-535.0;-71;484.0
?;-554.0;-72;410.0
-337.0;-437.0;-70;239.0
-258.0;-464.0;-64;96.0
-207.0;-610.0;-57;14.0
-185.0;69.0;-50;-9.0
-159.0;-100.0;-40;58.0
-135.0;-472.0;-30;22.0
-154.0;882.0;-19;20.0
-265.0;271.0;-13;132.0
-340.0;40.0;-16;187.0
-265.0;-1501.0;-22;145.0
-362.0;300.0;-31;421.0
-496.0;-182.0;-37;591.0
-280.0;-381.0;-38;621.0
-295.0;-124.0;-39;454.0
-198.0;17.0;-40;255.0
?;-51.0;-40;359.0
-171.0;-111.0;-40;?
-271.0;-2.0;-40;178.0
-294.0;18.0;-41;230.0
-329.0;12.0;-41;312.0
-308.0;-70.0;-41;354.0
-292.0;16.0;-41;405.0
-308.0;65.0;-42;416.0
-277.0;95.0;-43;423.0
-292.0;?;-44;?
-355.0;-124.0;-47;479.0
-370.0;-291.0;-50;448.0
-370.0;104.0;-58;440.0
-460.0;190.0;-72;622.0
-634.0;-114.0;-84;763.0
-673.0;-620.0;-83;792.0
-605.0;-523.0;-74;620.0
-434.0;-236.0;-72;489.0
?;-341.0;-75;481.0
-214.0;-446.0;-76;382.0
-290.0;-502.0;-77;319.0
-306.0;-527.0;-73;210.0
?;-533.0;-62;84.0
-276.0;-358.0;-53;-3.0
-193.0;-714.0;-44;-102.0
-133.0;300.0;-32;-185.0
-76.0;-593.0;-23;-222.0
-160.0;-7.0;-16;-100.0
-244.0;983.0;-11;86.0
-277.0;267.0;-14;71.0
?;?;-23;60.0
-335.0;?;-29;371.0
-325.0;274.0;-34;453.0
-155.0;-221.0;-38;426.0
-130.0;-397.0;-39;277.0
-111.0;?;-39;261.0
-184.0;12.0;-40;349.0
-260.0;-126.0;-40;308.0
-362.0;-94.0;?;245.0
-368.0;17.0;-40;214.0
-372.0;-55.0;-40;370.0
?;112.0;-40;413.0
-322.0;71.0;-41;432.0
-283.0;65.0;-41;418.0
-273.0;133.0;-42;408.0
-351.0;62.0;-43;478.0
-395.0;-158.0;-47;456.0
-285.0;-226.0;-51;367.0
-396.0;5.0;-59;463.0
-525.0;390.0;-76;604.0
-533.0;-64.0;?;604.0
-499.0;?;-75;574.0
-512.0;-586.0;-72;517.0
-472.0;-170.0;-72;587.0
-367.0;-348.0;-71;522.0
-281.0;-366.0;-71;395.0
-265.0;-531.0;-71;383.0
-261.0;-557.0;?;369.0
-298.0;?;-57;214.0
-358.0;-383.0;-50;157.0
-375.0;-593.0;-41;67.0
-231.0;359.0;-30;-31.0
-207.0;-1060.0;-21;-50.0
-282.0;363.0;-14;75.0
-305.0;768.0;-13;194.0
-263.0;148.0;-16;96.0
-188.0;-776.0;-24;45.0
-267.0;-662.0;-33;185.0
-2.0;707.0;-37;204.0
?;-117.0;?;264.0
-193.0;-490.0;-39;269.0
-138.0;-237.0;-39;279.0
-103.0;29.0;-39;384.0
-107.0;-75.0;-39;383.0
-307.0;-124.0;-39;395.0
-379.0;7.0;-40;414.0
-419.0;-35.0;-40;498.0
-427.0;-13.0;-40;581.0
-429.0;70.0;-40;679.0
-412.0;67.0;-41;671.0
-424.0;42.0;-42;576.0
?;60.0;-45;554.0
-501.0;-220.0;-49;517.0
-502.0;-226.0;-55;526.0
-587.0;478.0;-70;596.0
-513.0;227.0;-79;596.0
?;-448.0;-74;536.0
-571.0;-946.0;-67;496.0
-481.0;-397.0;-68;474.0
-355.0;-249.0;-69;452.0
-248.0;-429.0;-70;393.0
-272.0;-475.0;-70;?
-286.0;-567.0;-66;99.0
-190.0;-457.0;-60;-40.0
-170.0;-469.0;-51;-111.0
-130.0;-340.0;-42;-74.0
-140.0;-291.0;-31;28.0
-153.0;324.0;-21;50.0
-196.0;-1179.0;-14;75.0
-276.0;655.0;-8;176.0
-316.0;493.0;-8;211.0
-272.0;-12.0;-15;135.0
-315.0;-1195.0;-22;210.0
-458.0;-113.0;-30;424.0
-312.0;576.0;-36;506.0
-357.0;?;-37;514.0
-318.0;-441.0;-37;227.0
-233.0;-110.0;-38;291.0
-176.0;-65.0;-38;378.0
-233.0;-144.0;-39;265.0
-292.0;-50.0;-39;266.0
-336.0;26.0;-39;350.0
-364.0;-35.0;-39;404.0
-405.0;30.0;-39;451.0
-392.0;75.0;-40;?
-354.0;111.0;-40;478.0
-331.0;?;-42;521.0
-392.0;1.0;-44;573.0
-400.0;?;-47;457.0
-331.0;-213.0;-56;382.0
-414.0;650.0;-66;482.0
-511.0;-87.0;-79;507.0
-543.0;-881.0;-81;539.0
-584.0;-681.0;-71;475.0
-514.0;-264.0;-70;435.0
-371.0;-396.0;-74;439.0
-208.0;-386.0;-73;380.0
-122.0;-482.0;-74;302.0
-207.0;-537.0;-69;160.0
-212.0;-399.0;-61;35.0
-231.0;-461.0;-55;19.0
-212.0;-253.0;-45;18.0
-226.0;-125.0;-45;-25.0
?;-258.0;?;-81.0
-247.0;-137.0;-21;-7.0
-303.0;1022.0;-18;133.0
-264.0;71.0;?;122.0
-189.0;-624.0;-27;21.0
-267.0;-1311.0;-38;184.0
-236.0;133.0;-44;280.0
37.0;479.0;-46;111.0
-19.0;-485.0;-48;94.0
-99.0;-208.0;-48;195.0
-212.0;-53.0;-48;410.0
-268.0;-20.0;-48;?
-218.0;-160.0;-48;211.0
-248.0;-33.0;-49;329.0
-312.0;22.0;-49;412.0
-338.0;0.0;-49;476.0
-345.0;?;-49;457.0
-358.0;69.0;-49;449.0
-373.0;131.0;-50;418.0
-412.0;95.0;?;448.0
-437.0;-76.0;-55;485.0
-419.0;-405.0;-61;535.0
-544.0;35.0;-69;750.0
-727.0;412.0;?;859.0
-604.0;-8.0;?;855.0
-561.0;-657.0;-64;641.0
-486.0;-912.0;-61;?
-374.0;?;-62;333.0
-321.0;-247.0;-63;292.0
-295.0;-378.0;-66;272.0
-286.0;-459.0;?;178.0
-279.0;-519.0;-68;32.0
-227.0;-493.0;-62;-97.0
-150.0;-313.0;-53;-175.0
-113.0;-433.0;-46;-162.0
-95.0;90.0;-38;-121.0
-117.0;-535.0;-26;-167.0
-125.0;-394.0;-18;-61.0
-285.0;980.0;?;98.0
-245.0;-21.0;-22;117.0
-316.0;-547.0;-29;312.0
-460.0;-967.0;-39;542.0
?;633.0;-44;614.0
-285.0;-168.0;-45;624.0
-224.0;-534.0;-46;255.0
-111.0;-223.0;-46;214.0
-127.0;-82.0;?;329.0
-227.0;-97.0;-47;289.0
-355.0;-140.0;-47;282.0
-359.0;3.0;-47;?
-344.0;-20.0;-47;374.0
-393.0;33.0;-48;475.0
-391.0;21.0;-48;505.0
-340.0;29.0;-49;443.0
-271.0;80.0;-49;461.0
-314.0;-28.0;-50;433.0
-392.0;-12.0;-55;418.0
-378.0;-448.0;-59;340.0
-450.0;371.0;-69;469.0
-520.0;402.0;-79;614.0
-577.0;-628.0;-75;687.0
-635.0;-952.0;-69;?
-544.0;-387.0;-66;522.0
-335.0;-326.0;-66;403.0
-195.0;-481.0;-68;?
-231.0;-478.0;-70;280.0
-281.0;?;-71;173.0
-322.0;-510.0;-70;44.0
?;-458.0;-67;-66.0
-185.0;-434.0;-58;-125.0
?;-381.0;-45;-160.0
-97.0;253.0;?;-182.0
?;-284.0;-27;-206.0
-191.0;751.0;-16;-112.0
-217.0;?;-15;25.0
-228.0;211.0;-21;73.0
-274.0;-1177.0;-30;207.0
-368.0;83.0;-40;352.0
-329.0;181.0;-42;473.0
-314.0;-569.0;-43;629.0
-343.0;-217.0;-43;360.0
-210.0;-19.0;-43;305.0
-219.0;-112.0;-43;511.0
-221.0;-106.0;-43;370.0
-343.0;-24.0;-43;344.0
?;-48.0;-44;?
-391.0;-30.0;-44;422.0
-422.0;72.0;-44;435.0
-420.0;65.0;-44;480.0
-369.0;68.0;-45;459.0
-363.0;13.0;-46;456.0
-413.0;-42.0;-48;458.0
-401.0;-89.0;-54;382.0
-370.0;-364.0;?;375.0
-505.0;579.0;-71;562.0
-491.0;158.0;-81;583.0
-520.0;-374.0;-73;589.0
-599.0;-863.0;-66;507.0
-493.0;-401.0;-67;464.0
-318.0;-421.0;-67;?
-252.0;-434.0;-68;428.0
-352.0;-491.0;-70;?
-399.0;-516.0;-68;168.0
-359.0;-495.0;-62;74.0
-291.0;-483.0;-51;?
-221.0;-356.0;-43;16.0
-213.0;-545.0;-36;-4.0
?;368.0;-22;-46.0
-253.0;-991.0;-13;-78.0
-296.0;900.0;-11;45.0
-302.0;399.0;-14;137.0
-293.0;153.0;-24;243.0
-471.0;-1641.0;-34;?
-254.0;299.0;-39;439.0
-67.0;65.0;-40;301.0
-3.0;-467.0;-41;109.0
-102.0;-426.0;-41;207.0
-176.0;-208.0;-41;314.0
-279.0;-68.0;-42;378.0
-374.0;-160.0;-42;274.0
?;-60.0;-42;253.0
-274.0;19.0;-42;328.0
-308.0;-9.0;-42;377.0
-347.0;62.0;-43;445.0
-366.0;45.0;-44;?
-428.0;1.0;-45;494.0
