InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
107.0;268.0;-981.0;1036.0;981.0;-841.0;746.0;459.0;78.0;214.0
92.0;268.0;-957.0;1078.0;961.0;-819.0;773.0;458.0;70.0;214.0
93.0;284.0;-955.0;1099.0;971.0;-824.0;754.0;443.0;70.0;231.0
95.0;296.0;-966.0;1080.0;961.0;-826.0;752.0;454.0;81.0;213.0
107.0;246.0;-987.0;1057.0;990.0;-847.0;762.0;463.0;53.0;220.0
102.0;235.0;-977.0;1063.0;985.0;-840.0;784.0;474.0;75.0;218.0
-68.0;257.0;-1104.0;1106.0;910.0;-914.0;806.0;530.0;88.0;47.0
10.0;43.0;-1004.0;1288.0;1039.0;-930.0;996.0;427.0;-5.0;27.0
82.0;252.0;-982.0;1092.0;979.0;-848.0;754.0;450.0;81.0;197.0
77.0;259.0;-988.0;1070.0;999.0;-848.0;763.0;449.0;61.0;207.0
90.0;265.0;-973.0;1080.0;990.0;-836.0;754.0;465.0;72.0;201.0
73.0;266.0;-970.0;1091.0;966.0;-830.0;759.0;481.0;87.0;208.0
71.0;283.0;-971.0;1100.0;977.0;-830.0;743.0;484.0;83.0;206.0
74.0;283.0;-995.0;1080.0;1003.0;-856.0;744.0;478.0;62.0;210.0
91.0;241.0;-1186.0;943.0;1242.0;-905.0;752.0;504.0;0.0;349.0
83.0;286.0;-969.0;1084.0;952.0;-829.0;745.0;455.0;68.0;197.0
74.0;278.0;-967.0;1068.0;960.0;-836.0;745.0;462.0;79.0;210.0
86.0;278.0;-974.0;1080.0;979.0;-833.0;745.0;462.0;71.0;206.0
90.0;267.0;-978.0;1052.0;998.0;-836.0;725.0;463.0;51.0;230.0
89.0;278.0;-966.0;1061.0;977.0;-823.0;740.0;478.0;80.0;221.0
91.0;291.0;-953.0;1057.0;957.0;-809.0;779.0;481.0;105.0;239.0
94.0;276.0;-967.0;1077.0;957.0;-819.0;748.0;484.0;101.0;246.0
98.0;293.0;-964.0;1085.0;970.0;-821.0;715.0;480.0;60.0;249.0
103.0;283.0;-987.0;1061.0;985.0;-843.0;733.0;478.0;86.0;206.0
81.0;260.0;-971.0;1080.0;983.0;-832.0;755.0;483.0;79.0;206.0
85.0;275.0;-972.0;1074.0;988.0;-838.0;744.0;473.0;81.0;197.0
80.0;284.0;-974.0;1058.0;973.0;-838.0;763.0;474.0;70.0;199.0
74.0;272.0;-975.0;1085.0;979.0;-835.0;726.0;476.0;70.0;215.0
70.0;264.0;-965.0;1082.0;989.0;-824.0;727.0;476.0;50.0;217.0
63.0;305.0;-972.0;1060.0;980.0;-833.0;725.0;475.0;51.0;229.0
68.0;315.0;-960.0;1038.0;963.0;-812.0;725.0;465.0;81.0;260.0
61.0;281.0;-951.0;1039.0;957.0;-804.0;707.0;469.0;51.0;273.0
61.0;292.0;-944.0;1040.0;935.0;-799.0;757.0;471.0;68.0;259.0
58.0;306.0;-937.0;1088.0;939.0;-790.0;725.0;464.0;67.0;236.0
58.0;296.0;-983.0;1080.0;974.0;-834.0;732.0;461.0;68.0;279.0
153.0;310.0;-953.0;1060.0;977.0;-812.0;749.0;510.0;108.0;229.0
62.0;306.0;-959.0;1056.0;955.0;-817.0;744.0;457.0;77.0;243.0
60.0;308.0;-959.0;1078.0;943.0;-811.0;745.0;457.0;60.0;268.0
170.0;308.0;-954.0;1061.0;980.0;-815.0;711.0;493.0;112.0;222.0
-1.0;341.0;-961.0;1007.0;1064.0;-812.0;753.0;505.0;10.0;309.0
159.0;290.0;-960.0;1061.0;970.0;-831.0;729.0;488.0;80.0;194.0
63.0;291.0;-965.0;1082.0;978.0;-819.0;758.0;497.0;87.0;244.0
60.0;269.0;-983.0;1086.0;986.0;-841.0;744.0;485.0;61.0;229.0
64.0;246.0;-972.0;1069.0;988.0;-839.0;748.0;460.0;77.0;220.0
61.0;266.0;-968.0;1073.0;992.0;-835.0;766.0;459.0;52.0;198.0
59.0;256.0;-987.0;1070.0;989.0;-851.0;754.0;444.0;62.0;206.0
64.0;268.0;-980.0;1088.0;990.0;-837.0;753.0;456.0;50.0;228.0
64.0;286.0;-981.0;1080.0;990.0;-839.0;751.0;472.0;53.0;227.0
70.0;297.0;-960.0;1080.0;994.0;-820.0;746.0;485.0;79.0;207.0
60.0;258.0;-976.0;1063.0;980.0;-839.0;766.0;461.0;71.0;223.0
55.0;251.0;-963.0;1075.0;974.0;-825.0;771.0;444.0;38.0;235.0
54.0;259.0;-976.0;1073.0;980.0;-840.0;746.0;439.0;50.0;225.0
65.0;256.0;-957.0;1091.0;978.0;-822.0;753.0;457.0;53.0;248.0
167.0;299.0;-962.0;1054.0;972.0;-835.0;730.0;496.0;110.0;185.0
164.0;295.0;-972.0;1046.0;992.0;-839.0;723.0;497.0;114.0;186.0
63.0;274.0;-969.0;1079.0;973.0;-831.0;748.0;467.0;59.0;232.0
72.0;269.0;-967.0;1074.0;974.0;-830.0;744.0;479.0;80.0;202.0
60.0;391.0;-1096.0;1453.0;1047.0;-887.0;850.0;400.0;0.0;255.0
150.0;286.0;-966.0;1070.0;1002.0;-831.0;742.0;500.0;89.0;202.0
72.0;271.0;-954.0;1080.0;972.0;-816.0;752.0;468.0;61.0;233.0
67.0;289.0;-974.0;1074.0;984.0;-837.0;719.0;463.0;91.0;210.0
80.0;286.0;-978.0;1079.0;981.0;-837.0;735.0;458.0;60.0;247.0
71.0;268.0;-970.0;1082.0;971.0;-833.0;736.0;468.0;89.0;226.0
78.0;262.0;-967.0;1060.0;972.0;-823.0;753.0;478.0;70.0;227.0
75.0;269.0;-965.0;1087.0;989.0;-825.0;745.0;473.0;69.0;231.0
80.0;256.0;-971.0;1060.0;990.0;-835.0;767.0;470.0;104.0;203.0
67.0;236.0;-968.0;1050.0;976.0;-834.0;769.0;463.0;79.0;195.0
75.0;254.0;-956.0;1075.0;982.0;-827.0;748.0;454.0;74.0;200.0
80.0;272.0;-971.0;1088.0;976.0;-837.0;762.0;449.0;72.0;185.0
66.0;265.0;-970.0;1083.0;979.0;-836.0;744.0;436.0;60.0;227.0
52.0;253.0;-980.0;1069.0;975.0;-842.0;746.0;453.0;48.0;230.0
-98.0;113.0;-959.0;1180.0;1161.0;-844.0;967.0;453.0;93.0;158.0
156.0;266.0;-973.0;1075.0;981.0;-835.0;745.0;498.0;98.0;207.0
140.0;47.0;-1107.0;1252.0;1274.0;-972.0;1212.0;549.0;141.0;334.0
57.0;136.0;-1010.0;1043.0;1259.0;-881.0;723.0;532.0;3.0;140.0
87.0;251.0;-970.0;1075.0;1002.0;-843.0;734.0;479.0;73.0;172.0
92.0;273.0;-958.0;1043.0;957.0;-825.0;751.0;460.0;87.0;196.0
90.0;277.0;-962.0;1052.0;955.0;-821.0;721.0;445.0;88.0;216.0
71.0;250.0;-967.0;1050.0;970.0;-825.0;715.0;428.0;55.0;249.0
68.0;266.0;-956.0;1068.0;962.0;-814.0;723.0;430.0;64.0;262.0
67.0;270.0;-955.0;1067.0;961.0;-815.0;752.0;439.0;72.0;230.0
67.0;276.0;-953.0;1072.0;953.0;-815.0;754.0;448.0;69.0;231.0
71.0;259.0;-958.0;1060.0;960.0;-821.0;764.0;462.0;80.0;219.0
74.0;288.0;-970.0;1068.0;971.0;-832.0;753.0;463.0;70.0;228.0
77.0;289.0;-976.0;1078.0;971.0;-836.0;754.0;478.0;80.0;215.0
67.0;277.0;-978.0;1099.0;982.0;-837.0;756.0;483.0;65.0;224.0
88.0;331.0;-1018.0;1078.0;960.0;-816.0;885.0;441.0;104.0;197.0
150.0;287.0;-974.0;1071.0;981.0;-838.0;762.0;488.0;100.0;197.0
58.0;275.0;-986.0;1108.0;987.0;-840.0;726.0;484.0;89.0;253.0
140.0;273.0;-970.0;1084.0;989.0;-835.0;761.0;483.0;81.0;189.0
144.0;266.0;-972.0;1073.0;995.0;-839.0;765.0;484.0;77.0;188.0
73.0;267.0;-971.0;1081.0;958.0;-833.0;760.0;466.0;72.0;214.0
63.0;271.0;-972.0;1079.0;971.0;-834.0;743.0;467.0;64.0;222.0
59.0;260.0;-964.0;1059.0;980.0;-827.0;727.0;453.0;60.0;219.0
77.0;315.0;-960.0;1090.0;962.0;-815.0;737.0;453.0;65.0;232.0
63.0;285.0;-977.0;1071.0;988.0;-834.0;730.0;471.0;62.0;269.0
70.0;306.0;-967.0;1076.0;990.0;-826.0;741.0;469.0;87.0;251.0
56.0;280.0;-970.0;1078.0;986.0;-833.0;736.0;473.0;66.0;240.0
65.0;292.0;-959.0;1072.0;971.0;-819.0;766.0;478.0;82.0;238.0
70.0;289.0;-963.0;1095.0;961.0;-824.0;755.0;461.0;55.0;244.0
63.0;257.0;-979.0;1057.0;993.0;-840.0;753.0;461.0;60.0;256.0
73.0;268.0;-961.0;1071.0;963.0;-829.0;764.0;450.0;69.0;233.0
70.0;274.0;-966.0;1071.0;952.0;-830.0;744.0;446.0;70.0;209.0
62.0;255.0;-963.0;1051.0;962.0;-826.0;736.0;456.0;80.0;242.0
71.0;257.0;-963.0;1073.0;964.0;-828.0;745.0;452.0;65.0;219.0
73.0;258.0;-965.0;1049.0;976.0;-831.0;747.0;455.0;66.0;211.0
74.0;274.0;-955.0;1063.0;980.0;-824.0;752.0;452.0;73.0;218.0
141.0;270.0;-976.0;1068.0;1008.0;-844.0;745.0;486.0;91.0;185.0
145.0;280.0;-976.0;1052.0;993.0;-845.0;746.0;489.0;110.0;179.0
52.0;263.0;-976.0;1094.0;972.0;-833.0;758.0;472.0;67.0;244.0
150.0;289.0;-973.0;1078.0;986.0;-841.0;765.0;496.0;97.0;177.0
148.0;280.0;-973.0;1079.0;998.0;-844.0;757.0;494.0;104.0;174.0
151.0;260.0;-968.0;1087.0;991.0;-838.0;761.0;496.0;120.0;177.0
138.0;255.0;-973.0;1060.0;1008.0;-842.0;761.0;484.0;80.0;185.0
141.0;275.0;-970.0;1070.0;980.0;-841.0;766.0;488.0;80.0;187.0
0.0;192.0;-1025.0;1187.0;1085.0;-959.0;853.0;324.0;-124.0;254.0
161.0;246.0;-979.0;1081.0;1018.0;-864.0;784.0;476.0;100.0;171.0
142.0;248.0;-969.0;1078.0;983.0;-839.0;762.0;490.0;88.0;189.0
59.0;252.0;-970.0;1105.0;987.0;-836.0;775.0;469.0;72.0;209.0
141.0;260.0;-971.0;1067.0;974.0;-839.0;772.0;493.0;92.0;187.0
23.0;250.0;-890.0;1350.0;1008.0;-803.0;902.0;307.0;3.0;156.0
138.0;279.0;-967.0;1092.0;978.0;-834.0;735.0;487.0;84.0;191.0
65.0;269.0;-961.0;1055.0;980.0;-830.0;764.0;428.0;9.0;233.0
67.0;263.0;-960.0;1075.0;970.0;-828.0;772.0;423.0;51.0;223.0
142.0;269.0;-974.0;1088.0;986.0;-840.0;761.0;488.0;61.0;192.0
70.0;257.0;-976.0;1100.0;976.0;-839.0;748.0;455.0;43.0;219.0
6.0;115.0;-1086.0;1085.0;1281.0;-1021.0;734.0;491.0;6.0;208.0
62.0;241.0;-968.0;1071.0;990.0;-839.0;763.0;453.0;40.0;205.0
58.0;246.0;-971.0;1097.0;980.0;-842.0;770.0;452.0;58.0;203.0
61.0;252.0;-974.0;1060.0;980.0;-846.0;741.0;442.0;53.0;216.0
59.0;274.0;-967.0;1078.0;991.0;-835.0;726.0;454.0;33.0;207.0
70.0;270.0;-967.0;1079.0;989.0;-833.0;751.0;463.0;78.0;214.0
49.0;277.0;-974.0;1060.0;960.0;-836.0;766.0;454.0;48.0;248.0
51.0;269.0;-961.0;1079.0;986.0;-826.0;730.0;455.0;41.0;244.0
46.0;274.0;-971.0;1079.0;981.0;-833.0;750.0;456.0;35.0;233.0
48.0;256.0;-971.0;1064.0;990.0;-837.0;727.0;453.0;64.0;240.0
42.0;275.0;-963.0;1064.0;962.0;-830.0;746.0;446.0;58.0;241.0
41.0;270.0;-967.0;1071.0;978.0;-825.0;745.0;452.0;47.0;262.0
50.0;284.0;-981.0;1087.0;977.0;-836.0;746.0;471.0;70.0;249.0
48.0;278.0;-979.0;1074.0;977.0;-836.0;743.0;479.0;58.0;250.0
146.0;272.0;-975.0;1075.0;989.0;-837.0;757.0;488.0;95.0;193.0
46.0;278.0;-970.0;1080.0;980.0;-833.0;749.0;465.0;68.0;253.0
48.0;291.0;-969.0;1079.0;960.0;-827.0;735.0;468.0;61.0;264.0
139.0;294.0;-971.0;1070.0;988.0;-835.0;757.0;490.0;99.0;192.0
55.0;297.0;-960.0;1059.0;978.0;-819.0;751.0;469.0;60.0;256.0
48.0;262.0;-963.0;1068.0;974.0;-824.0;738.0;470.0;62.0;241.0
42.0;256.0;-964.0;1079.0;988.0;-826.0;748.0;463.0;66.0;239.0
54.0;267.0;-960.0;1080.0;963.0;-828.0;723.0;458.0;49.0;229.0
45.0;285.0;-967.0;1070.0;966.0;-835.0;740.0;449.0;45.0;224.0
42.0;290.0;-963.0;1058.0;969.0;-831.0;743.0;436.0;28.0;242.0
39.0;268.0;-960.0;1081.0;969.0;-823.0;766.0;448.0;62.0;251.0
42.0;282.0;-963.0;1062.0;976.0;-826.0;758.0;454.0;52.0;243.0
41.0;286.0;-971.0;1090.0;972.0;-834.0;727.0;467.0;41.0;240.0
42.0;285.0;-973.0;1070.0;978.0;-835.0;746.0;464.0;49.0;248.0
49.0;306.0;-976.0;1079.0;978.0;-834.0;737.0;454.0;71.0;255.0
42.0;278.0;-977.0;1080.0;970.0;-836.0;751.0;458.0;54.0;259.0
55.0;238.0;-968.0;1088.0;963.0;-832.0;749.0;466.0;47.0;242.0
143.0;288.0;-967.0;1082.0;999.0;-831.0;760.0;493.0;75.0;192.0
56.0;266.0;-969.0;1088.0;991.0;-838.0;766.0;454.0;61.0;221.0
57.0;250.0;-973.0;1077.0;987.0;-841.0;763.0;455.0;67.0;217.0
62.0;257.0;-975.0;1069.0;976.0;-843.0;764.0;450.0;47.0;208.0
55.0;266.0;-977.0;1072.0;991.0;-846.0;749.0;441.0;41.0;217.0
55.0;258.0;-979.0;1069.0;988.0;-847.0;752.0;445.0;55.0;219.0
52.0;257.0;-976.0;1070.0;988.0;-846.0;748.0;448.0;58.0;231.0
58.0;255.0;-971.0;1092.0;972.0;-838.0;772.0;453.0;45.0;223.0
59.0;236.0;-974.0;1098.0;978.0;-842.0;739.0;459.0;41.0;219.0
63.0;238.0;-977.0;1075.0;995.0;-847.0;753.0;467.0;57.0;215.0
62.0;253.0;-971.0;1072.0;999.0;-843.0;767.0;445.0;27.0;205.0
68.0;252.0;-979.0;1083.0;996.0;-843.0;765.0;484.0;98.0;198.0
71.0;247.0;-982.0;1086.0;970.0;-850.0;754.0;450.0;86.0;212.0
135.0;267.0;-976.0;1079.0;980.0;-841.0;741.0;488.0;100.0;200.0
52.0;263.0;-972.0;1080.0;983.0;-843.0;735.0;438.0;29.0;218.0
56.0;269.0;-967.0;1079.0;979.0;-835.0;758.0;441.0;49.0;231.0
53.0;260.0;-971.0;1077.0;975.0;-836.0;739.0;453.0;43.0;233.0
56.0;247.0;-966.0;1090.0;975.0;-833.0;753.0;456.0;50.0;231.0
54.0;277.0;-969.0;1070.0;989.0;-837.0;744.0;455.0;51.0;228.0
52.0;286.0;-971.0;1061.0;975.0;-841.0;767.0;450.0;46.0;223.0
139.0;278.0;-968.0;1048.0;989.0;-838.0;742.0;487.0;99.0;201.0
54.0;273.0;-975.0;1065.0;976.0;-842.0;762.0;448.0;42.0;226.0
52.0;238.0;-973.0;1067.0;982.0;-841.0;756.0;448.0;45.0;226.0
53.0;248.0;-972.0;1075.0;985.0;-841.0;744.0;444.0;41.0;218.0
55.0;269.0;-972.0;1086.0;980.0;-843.0;780.0;445.0;69.0;195.0
141.0;276.0;-970.0;1054.0;979.0;-841.0;735.0;490.0;91.0;197.0
51.0;277.0;-978.0;1081.0;980.0;-846.0;750.0;450.0;50.0;229.0
51.0;279.0;-972.0;1072.0;980.0;-838.0;737.0;452.0;60.0;233.0
46.0;253.0;-976.0;1073.0;982.0;-841.0;755.0;454.0;41.0;240.0
56.0;239.0;-973.0;1091.0;976.0;-839.0;770.0;465.0;66.0;221.0
54.0;264.0;-973.0;1090.0;983.0;-839.0;742.0;461.0;60.0;219.0
52.0;267.0;-976.0;1080.0;990.0;-843.0;758.0;457.0;60.0;227.0
-22.0;233.0;-1027.0;1004.0;984.0;-887.0;745.0;491.0;-31.0;300.0
134.0;277.0;-968.0;1071.0;999.0;-841.0;765.0;487.0;85.0;206.0
54.0;268.0;-973.0;1084.0;982.0;-839.0;755.0;456.0;66.0;229.0
53.0;271.0;-968.0;1085.0;972.0;-836.0;735.0;456.0;69.0;219.0
50.0;253.0;-977.0;1074.0;971.0;-847.0;759.0;447.0;41.0;229.0
46.0;244.0;-975.0;1069.0;971.0;-840.0;770.0;443.0;70.0;228.0
51.0;248.0;-980.0;1082.0;990.0;-848.0;743.0;439.0;44.0;224.0
63.0;266.0;-971.0;1090.0;977.0;-841.0;761.0;456.0;70.0;225.0
67.0;236.0;-980.0;1090.0;984.0;-846.0;736.0;464.0;55.0;210.0
58.0;239.0;-975.0;1078.0;977.0;-849.0;772.0;453.0;58.0;182.0
131.0;293.0;-961.0;1081.0;993.0;-831.0;745.0;491.0;78.0;210.0
54.0;237.0;-978.0;1079.0;979.0;-853.0;750.0;443.0;59.0;185.0
51.0;246.0;-981.0;1065.0;980.0;-850.0;726.0;438.0;40.0;210.0
57.0;276.0;-969.0;1072.0;971.0;-837.0;752.0;439.0;50.0;225.0
-49.0;261.0;-970.0;1107.0;992.0;-788.0;955.0;348.0;-71.0;215.0
137.0;275.0;-966.0;1076.0;986.0;-836.0;774.0;500.0;96.0;207.0
61.0;214.0;-990.0;1093.0;1017.0;-862.0;728.0;493.0;61.0;167.0
85.0;236.0;-975.0;1096.0;996.0;-851.0;704.0;468.0;58.0;174.0
81.0;242.0;-974.0;1047.0;990.0;-844.0;731.0;475.0;87.0;175.0
88.0;257.0;-958.0;1051.0;958.0;-824.0;753.0;450.0;59.0;212.0
67.0;252.0;-962.0;1063.0;967.0;-826.0;764.0;431.0;77.0;226.0
80.0;246.0;-968.0;1066.0;970.0;-832.0;770.0;431.0;50.0;193.0
103.0;256.0;-981.0;1103.0;991.0;-848.0;745.0;464.0;57.0;188.0
138.0;281.0;-968.0;1061.0;985.0;-840.0;769.0;501.0;86.0;200.0
135.0;290.0;-968.0;1064.0;980.0;-841.0;750.0;503.0;92.0;199.0
216.0;55.0;-1245.0;1251.0;1198.0;-1126.0;1016.0;412.0;113.0;120.0
69.0;238.0;-966.0;1070.0;966.0;-840.0;771.0;446.0;52.0;217.0
74.0;217.0;-970.0;1087.0;975.0;-849.0;776.0;432.0;50.0;195.0
79.0;226.0;-974.0;1081.0;984.0;-848.0;737.0;444.0;51.0;193.0
92.0;237.0;-977.0;1087.0;990.0;-850.0;763.0;451.0;76.0;195.0
82.0;227.0;-977.0;1085.0;998.0;-855.0;756.0;450.0;72.0;186.0
82.0;234.0;-971.0;1085.0;978.0;-846.0;766.0;442.0;34.0;187.0
74.0;226.0;-969.0;1091.0;980.0;-847.0;738.0;443.0;65.0;174.0
75.0;258.0;-978.0;1089.0;981.0;-853.0;769.0;439.0;74.0;183.0
68.0;246.0;-982.0;1082.0;991.0;-857.0;755.0;446.0;38.0;186.0
72.0;276.0;-967.0;1069.0;987.0;-837.0;730.0;454.0;71.0;194.0
134.0;274.0;-968.0;1076.0;1007.0;-839.0;742.0;501.0;95.0;209.0
134.0;294.0;-965.0;1081.0;1000.0;-835.0;733.0;501.0;89.0;214.0
65.0;269.0;-970.0;1068.0;984.0;-832.0;746.0;453.0;35.0;232.0
68.0;285.0;-961.0;1055.0;969.0;-824.0;735.0;452.0;37.0;220.0
51.0;262.0;-968.0;1044.0;970.0;-835.0;739.0;443.0;60.0;242.0
62.0;265.0;-962.0;1106.0;988.0;-836.0;742.0;445.0;50.0;208.0
134.0;294.0;-969.0;1070.0;981.0;-835.0;783.0;502.0;80.0;213.0
94.0;265.0;-957.0;1089.0;982.0;-823.0;771.0;468.0;67.0;171.0
62.0;257.0;-992.0;1068.0;987.0;-865.0;746.0;465.0;60.0;176.0
134.0;270.0;-971.0;1069.0;998.0;-837.0;758.0;503.0;71.0;210.0
16.0;226.0;-993.0;1427.0;1251.0;-855.0;669.0;271.0;-20.0;206.0
85.0;266.0;-965.0;1071.0;976.0;-824.0;746.0;464.0;60.0;262.0
90.0;289.0;-952.0;1071.0;955.0;-814.0;735.0;459.0;76.0;209.0
139.0;276.0;-973.0;1070.0;980.0;-835.0;754.0;498.0;90.0;203.0
59.0;272.0;-972.0;1071.0;980.0;-832.0;743.0;453.0;49.0;262.0
63.0;272.0;-969.0;1053.0;971.0;-832.0;747.0;454.0;50.0;238.0
54.0;282.0;-966.0;1080.0;980.0;-827.0;740.0;456.0;60.0;243.0
73.0;262.0;-976.0;1076.0;984.0;-839.0;758.0;465.0;65.0;242.0
74.0;266.0;-970.0;1090.0;967.0;-838.0;776.0;459.0;62.0;219.0
71.0;275.0;-972.0;1090.0;968.0;-843.0;738.0;452.0;63.0;210.0
71.0;238.0;-974.0;1088.0;986.0;-846.0;735.0;452.0;68.0;206.0
67.0;245.0;-970.0;1069.0;977.0;-840.0;752.0;457.0;69.0;201.0
74.0;264.0;-961.0;1072.0;967.0;-833.0;746.0;463.0;63.0;191.0
76.0;264.0;-965.0;1079.0;978.0;-836.0;764.0;457.0;59.0;194.0
71.0;273.0;-971.0;1083.0;980.0;-838.0;780.0;461.0;53.0;209.0
68.0;271.0;-975.0;1089.0;980.0;-837.0;752.0;460.0;48.0;235.0
55.0;272.0;-977.0;1091.0;989.0;-841.0;728.0;459.0;70.0;237.0
70.0;279.0;-982.0;1054.0;999.0;-845.0;736.0;458.0;60.0;233.0
70.0;261.0;-970.0;1068.0;995.0;-835.0;706.0;467.0;50.0;211.0
67.0;276.0;-958.0;1063.0;955.0;-823.0;735.0;464.0;62.0;228.0
72.0;298.0;-967.0;1050.0;969.0;-833.0;750.0;455.0;59.0;231.0
77.0;278.0;-957.0;1050.0;975.0;-817.0;721.0;460.0;78.0;251.0
72.0;267.0;-948.0;1040.0;973.0;-817.0;766.0;452.0;62.0;233.0
95.0;285.0;-939.0;1062.0;954.0;-804.0;768.0;452.0;76.0;236.0
139.0;286.0;-975.0;1060.0;980.0;-837.0;751.0;497.0;99.0;190.0
140.0;285.0;-972.0;1080.0;991.0;-833.0;763.0;491.0;78.0;189.0
129.0;295.0;-978.0;1072.0;978.0;-831.0;754.0;476.0;97.0;189.0
136.0;270.0;-969.0;1080.0;978.0;-825.0;763.0;463.0;77.0;182.0
136.0;271.0;-979.0;1079.0;972.0;-839.0;772.0;457.0;78.0;162.0
145.0;274.0;-976.0;1061.0;986.0;-851.0;742.0;454.0;70.0;151.0
83.0;245.0;-969.0;1074.0;973.0;-840.0;774.0;457.0;59.0;215.0
4.0;21.0;-1008.0;1041.0;1349.0;-899.0;882.0;281.0;-32.0;226.0
32.0;158.0;-949.0;1192.0;972.0;-838.0;867.0;363.0;-10.0;125.0
75.0;229.0;-967.0;1062.0;972.0;-844.0;785.0;426.0;72.0;192.0
62.0;206.0;-988.0;1080.0;985.0;-866.0;795.0;380.0;21.0;129.0
84.0;222.0;-980.0;1072.0;981.0;-853.0;754.0;427.0;77.0;173.0
91.0;238.0;-976.0;1098.0;988.0;-845.0;743.0;442.0;50.0;189.0
75.0;227.0;-978.0;1094.0;990.0;-847.0;747.0;454.0;69.0;194.0
97.0;254.0;-984.0;1091.0;978.0;-847.0;755.0;475.0;90.0;193.0
95.0;250.0;-983.0;1082.0;985.0;-846.0;769.0;487.0;80.0;186.0
144.0;255.0;-984.0;1066.0;984.0;-859.0;712.0;452.0;91.0;163.0
93.0;247.0;-983.0;1088.0;1003.0;-847.0;759.0;487.0;89.0;187.0
82.0;258.0;-974.0;1071.0;986.0;-841.0;728.0;460.0;58.0;200.0
77.0;278.0;-970.0;1080.0;987.0;-837.0;724.0;452.0;61.0;205.0
75.0;274.0;-968.0;1078.0;969.0;-836.0;743.0;446.0;54.0;213.0
72.0;270.0;-972.0;1053.0;974.0;-837.0;745.0;442.0;48.0;222.0
75.0;275.0;-962.0;1058.0;947.0;-827.0;745.0;439.0;57.0;233.0
75.0;268.0;-958.0;1078.0;955.0;-820.0;745.0;441.0;68.0;235.0
70.0;282.0;-964.0;1048.0;971.0;-828.0;743.0;450.0;63.0;236.0
68.0;287.0;-964.0;1060.0;971.0;-825.0;735.0;452.0;40.0;238.0
72.0;281.0;-970.0;1070.0;980.0;-830.0;745.0;458.0;60.0;250.0
90.0;277.0;-970.0;1088.0;960.0;-827.0;717.0;461.0;68.0;246.0
90.0;283.0;-969.0;1083.0;962.0;-829.0;731.0;472.0;62.0;245.0
101.0;266.0;-978.0;1069.0;976.0;-834.0;713.0;477.0;103.0;248.0
117.0;285.0;-970.0;1070.0;972.0;-824.0;706.0;482.0;93.0;256.0
131.0;300.0;-940.0;1066.0;969.0;-808.0;779.0;499.0;113.0;198.0
159.0;325.0;-898.0;1292.0;889.0;-770.0;939.0;425.0;231.0;211.0
149.0;269.0;-1073.0;1389.0;1245.0;-935.0;823.0;595.0;129.0;308.0
156.0;232.0;-995.0;1055.0;1013.0;-870.0;719.0;459.0;62.0;172.0
227.0;115.0;-1153.0;1104.0;1290.0;-1069.0;972.0;327.0;11.0;86.0
123.0;230.0;-983.0;1076.0;1047.0;-927.0;814.0;426.0;123.0;272.0
190.0;352.0;-902.0;1426.0;1222.0;-748.0;882.0;463.0;46.0;346.0
127.0;337.0;-971.0;1071.0;961.0;-823.0;739.0;480.0;70.0;226.0
148.0;316.0;-977.0;1060.0;980.0;-833.0;723.0;476.0;60.0;205.0
170.0;314.0;-976.0;1060.0;971.0;-841.0;745.0;488.0;84.0;179.0
164.0;293.0;-851.0;941.0;958.0;-715.0;596.0;421.0;93.0;213.0
174.0;285.0;-973.0;1060.0;994.0;-839.0;704.0;491.0;99.0;185.0
165.0;280.0;-938.0;1061.0;974.0;-802.0;735.0;501.0;94.0;214.0
201.0;322.0;-935.0;999.0;839.0;-754.0;694.0;304.0;42.0;202.0
163.0;280.0;-926.0;1072.0;971.0;-792.0;774.0;517.0;101.0;215.0
169.0;253.0;-825.0;1052.0;894.0;-743.0;663.0;534.0;71.0;13.0
192.0;288.0;-970.0;1091.0;1006.0;-835.0;765.0;586.0;158.0;196.0
118.0;326.0;-1023.0;1091.0;1124.0;-959.0;803.0;852.0;158.0;279.0
177.0;335.0;-963.0;1037.0;976.0;-819.0;690.0;551.0;145.0;267.0
182.0;317.0;-959.0;1043.0;988.0;-811.0;716.0;549.0;129.0;247.0
177.0;342.0;-949.0;1072.0;981.0;-804.0;755.0;554.0;131.0;262.0
153.0;368.0;-936.0;1040.0;941.0;-750.0;692.0;440.0;99.0;212.0
183.0;346.0;-953.0;1049.0;962.0;-805.0;703.0;544.0;130.0;264.0
184.0;357.0;-934.0;1052.0;978.0;-783.0;703.0;539.0;131.0;254.0
208.0;370.0;-897.0;1057.0;906.0;-739.0;778.0;521.0;199.0;292.0
10.0;204.0;-966.0;998.0;854.0;-496.0;517.0;101.0;48.0;-57.0
174.0;322.0;-975.0;1017.0;1007.0;-880.0;694.0;500.0;134.0;192.0
173.0;309.0;-952.0;1032.0;978.0;-814.0;667.0;538.0;151.0;194.0
161.0;300.0;-937.0;1073.0;971.0;-781.0;681.0;535.0;165.0;259.0
123.0;278.0;-976.0;1068.0;987.0;-815.0;745.0;508.0;102.0;352.0
