Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
1239.0;-341.0;?;581;1327;2036;-3012;1875
941.0;-37.0;-1654;1383;90;958;1654;763
723.0;257.0;-2720;1028;317;545;2720;349
346.0;512.0;-3262;1016;397;785;3262;573
433.0;568.0;-4094;754;366;370;4094;258
370.0;688.0;-4149;272;637;780;4149;582
396.0;533.0;-4554;-57;863;842;4554;500
408.0;?;-4785;-262;1046;823;4785;285
614.0;172.0;-4688;-1084;1397;1446;4688;231
860.0;201.0;-4547;-1413;?;1185;4547;-691
1440.0;189.0;-5514;-1861;2735;1380;5514;-1293
698.0;262.0;-4860;746;2993;-922;4860;-2519
139.0;298.0;-2287;3314;1878;-2515;2287;-1711
889.0;316.0;-981;658;-1525;1029;981;1916
1039.0;240.0;?;1711;-884;-655;-2581;104
1846.0;225.0;5113;2083;1020;-1588;?;-1352
935.0;316.0;3158;-1201;880;1851;-3158;887
1129.0;367.0;1281;-698;1186;1239;-1281;365
908.0;401.0;408;20;783;659;-408;-152
1055.0;467.0;162;-78;611;836;-162;73
1076.0;537.0;170;64;763;641;-170;-19
936.0;414.0;92;-37;635;?;-92;55
1051.0;57.0;101;30;709;695;-101;11
1003.0;-28.0;92;10;685;715;-92;19
948.0;-183.0;101;18;683;708;-101;23
1012.0;-393.0;107;21;694;696;?;20
928.0;-498.0;230;30;684;692;-230;19
974.0;-530.0;172;38;666;694;-172;47
955.0;-551.0;483;?;652;685;-483;35
?;-625.0;673;15;674;724;-673;87
1102.0;-576.0;1081;23;635;755;-1081;159
1000.0;-518.0;2629;79;583;785;-2629;232
1509.0;-429.0;3559;20;601;849;-3559;364
1793.0;-281.0;6379;-37;786;840;-6379;255
1293.0;-128.0;8371;-917;1901;777;-8371;285
1317.0;15.0;6953;-1874;3232;1470;-6953;1504
1085.0;?;4627;-745;2453;2038;-4627;?
687.0;209.0;-499;940;513;1089;499;988
395.0;335.0;-2813;1266;35;532;2813;330
456.0;310.0;-2588;977;?;?;2588;542
481.0;175.0;-4212;806;400;482;4212;327
389.0;196.0;-4411;393;569;575;4411;387
391.0;-43.0;-4473;45;791;759;4473;400
506.0;-139.0;-5079;18;1000;613;5079;273
693.0;-151.0;-5005;-989;1304;1337;5005;128
1054.0;3.0;-5094;-1254;2258;1196;5094;-515
1558.0;78.0;-5441;-2028;3118;1365;5441;-1804
330.0;151.0;-5495;-280;3203;-129;5495;-2512
537.0;196.0;-2825;3475;2820;-2846;2825;-1879
830.0;220.0;2642;-66;790;890;-2642;-491
1342.0;228.0;5275;-1066;-862;?;-5275;1175
1421.0;297.0;5170;-266;1625;676;-5170;-281
919.0;429.0;3881;-2471;3186;1706;-3881;-2290
1044.0;485.0;907;-251;1181;607;-907;-855
877.0;562.0;43;256;658;486;-43;18
1127.0;547.0;183;?;835;946;-183;-66
972.0;608.0;-42;266;546;?;42;100
975.0;486.0;132;-112;740;795;-132;-68
1088.0;91.0;38;59;645;697;-38;-2
957.0;-44.0;71;34;664;705;-71;-7
998.0;-211.0;130;-13;698;724;-130;-30
961.0;-408.0;116;44;651;710;-116;8
925.0;?;112;-14;717;704;-112;-41
?;-562.0;284;40;653;718;-284;22
1008.0;-619.0;513;23;642;732;-513;52
1016.0;-605.0;842;13;640;753;-842;84
1109.0;-545.0;1777;?;546;778;?;194
1115.0;-479.0;3266;21;598;769;-3266;168
1349.0;-388.0;5645;272;257;1078;-5645;597
1934.0;-291.0;7389;-128;799;951;-7389;452
1328.0;-140.0;8497;-1621;2668;?;-8497;219
1570.0;-22.0;6445;-1646;3129;1533;-6445;1485
987.0;?;-626;-34;?;2009;626;1762
800.0;225.0;-3345;994;489;1039;3345;747
453.0;425.0;-2586;976;268;652;2586;387
437.0;371.0;-3984;770;554;736;3984;454
353.0;324.0;-4502;400;503;598;4502;415
?;90.0;-4657;-75;802;792;4657;441
305.0;-179.0;-5160;-345;1162;883;5160;366
359.0;-221.0;-5134;-1044;1404;1259;5134;-148
608.0;-107.0;-4908;-1344;2282;1294;4908;-469
936.0;74.0;-5231;?;2376;1229;5231;-1334
1822.0;?;-5033;543;2721;-594;5033;-2349
-35.0;119.0;-3028;3041;2642;-2302;3028;?
433.0;85.0;?;869;-422;365;?;1086
847.0;?;4060;601;-352;262;-4060;-308
1231.0;107.0;5809;969;1746;-453;-5809;?
1703.0;217.0;3509;-1091;?;1488;-3509;553
1066.0;353.0;1001;?;1348;810;-1001;-263
980.0;468.0;?;33;849;625;-367;-293
871.0;590.0;241;-133;576;904;-241;39
?;744.0;109;94;777;?;-109;-80
951.0;692.0;104;-43;623;796;-104;29
972.0;276.0;81;34;685;700;?;-60
1060.0;89.0;67;20;674;715;-67;-41
946.0;-96.0;113;8;666;726;-113;-29
951.0;-354.0;141;24;680;711;?;-37
1006.0;-571.0;162;6;684;709;-162;-45
909.0;-612.0;251;28;666;721;?;1
971.0;-628.0;423;20;675;702;-423;-25
1023.0;-601.0;774;27;651;724;-774;26
1021.0;-552.0;?;48;600;778;?;173
1117.0;-473.0;1940;3;627;730;-1940;40
1204.0;-428.0;3354;176;441;895;-3354;313
1790.0;-410.0;6862;-213;881;848;?;197
1559.0;-233.0;8823;-1664;2637;944;-8823;143
1375.0;-34.0;6339;-1752;3069;1420;-6339;1119
1186.0;98.0;2264;209;1083;1033;-2264;?
697.0;222.0;?;1229;-31;613;1176;?
553.0;347.0;-2562;1017;291;743;2562;331
467.0;213.0;-3429;761;432;673;3429;207
532.0;78.0;-4396;589;463;479;4396;211
362.0;-33.0;-4489;339;611;556;4489;332
387.0;-251.0;-5361;-205;912;796;5361;311
341.0;-388.0;-4963;-288;1234;669;4963;-34
733.0;-328.0;-4460;-998;1384;1245;4460;-232
805.0;-176.0;-4854;-1251;2329;1093;?;-900
1491.0;-58.0;-5218;-964;2716;675;5218;-1466
151.0;-2.0;-4657;244;2652;-317;4657;?
717.0;28.0;-1915;2773;2773;-2298;1915;-1821
784.0;55.0;-784;1107;-328;339;784;1357
1361.0;?;2176;823;-1545;555;-2176;1162
1710.0;188.0;5207;1812;716;-1034;?;-445
?;276.0;3299;?;1231;1245;-3299;537
949.0;375.0;2146;-398;1461;596;-2146;-759
900.0;464.0;1209;-24;1208;450;-1209;-477
1159.0;555.0;138;-383;666;1152;-138;373
1031.0;?;283;123;798;?;-283;-227
971.0;562.0;147;-90;696;813;-147;97
1053.0;261.0;?;12;?;726;-136;-49
1021.0;204.0;143;28;679;706;-143;-76
929.0;109.0;109;-7;661;749;-109;?
1010.0;-117.0;126;34;691;679;-126;-73
938.0;-313.0;197;26;?;715;?;-19
925.0;-430.0;?;44;639;707;-341;20
1023.0;-507.0;496;24;679;703;-496;-18
?;-591.0;777;13;679;730;-777;-15
1130.0;-582.0;1548;12;612;752;-1548;140
1119.0;-565.0;2840;124;552;780;-2840;139
1608.0;-572.0;4648;38;541;843;-4648;380
1759.0;-489.0;6404;83;571;?;-6404;317
1260.0;-269.0;8399;-207;1071;675;-8399;-238
1357.0;-103.0;7506;-1470;2642;1131;-7506;606
952.0;34.0;1001;-1280;3315;2864;-1001;1827
818.0;56.0;-3003;516;1212;1885;3003;1106
460.0;266.0;-2821;1168;-75;306;2821;31
537.0;271.0;-3823;769;578;738;3823;1
425.0;-4.0;-4481;473;516;523;4481;203
?;-134.0;-4704;1;725;659;4704;404
387.0;-358.0;-5005;-241;1023;813;5005;295
593.0;-430.0;-4666;-95;808;572;4666;259
693.0;-332.0;-4533;-442;1264;765;?;-75
1157.0;-166.0;-4210;-1124;2189;998;4210;-740
1110.0;-31.0;-4631;-519;2521;437;4631;-1230
531.0;126.0;-4850;827;2616;-753;4850;-1829
777.0;182.0;-1383;1199;2564;-818;1383;-1528
714.0;292.0;884;1912;880;-1050;-884;-1011
1167.0;407.0;1958;855;?;-105;-1958;-49
1760.0;514.0;3799;-1292;2264;1587;-3799;639
937.0;?;2376;?;1557;789;?;-537
932.0;675.0;881;84;861;454;-881;-795
962.0;691.0;461;-179;928;819;-461;-64
1096.0;717.0;-17;67;659;639;17;1
1089.0;771.0;165;-14;684;769;-165;-38
915.0;453.0;138;17;667;725;-138;-72
1100.0;214.0;146;29;674;703;-146;-66
1016.0;226.0;148;5;689;726;-148;-61
916.0;-41.0;187;31;670;706;?;-60
979.0;-266.0;223;28;672;699;-223;-74
929.0;-420.0;433;19;694;707;-433;-24
924.0;-490.0;595;38;673;689;-595;-70
1013.0;-569.0;956;36;613;736;-956;-8
?;-668.0;1793;15;604;818;-1793;226
1171.0;-745.0;1905;60;566;704;-1905;-28
1116.0;-807.0;4181;23;562;960;-4181;248
?;-834.0;7351;7;610;966;-7351;190
1702.0;-843.0;7494;-139;1018;683;-7494;-307
1470.0;-746.0;?;-535;1863;1526;-4600;775
1281.0;?;-595;-184;1784;2000;595;1143
975.0;-265.0;-2307;868;563;1089;2307;364
688.0;92.0;-1923;1139;126;567;1923;138
459.0;366.0;-3618;659;496;636;3618;168
458.0;410.0;-4137;?;617;617;4137;311
460.0;399.0;?;80;721;670;4454;328
426.0;263.0;-4970;-110;806;711;4970;276
449.0;220.0;-4091;-536;1274;920;4091;40
604.0;221.0;-3995;-1146;1604;1362;3995;-209
863.0;268.0;-4394;-1049;2100;1110;4394;-706
1030.0;?;-4303;-452;2456;559;4303;-1261
1126.0;272.0;-4190;777;2511;-556;4190;-1870
625.0;222.0;-1694;2263;2832;-1747;1694;-2012
653.0;283.0;1636;658;-2;651;-1636;605
824.0;335.0;3540;-1706;-592;2832;-3540;1074
1509.0;362.0;4694;-1071;2101;1497;-4694;-460
978.0;538.0;3687;-97;1045;822;-3687;428
469.0;583.0;1360;89;429;695;-1360;-174
1001.0;586.0;303;28;894;630;-303;-459
1059.0;611.0;180;-45;578;815;-180;193
?;609.0;124;30;754;686;-124;-192
1054.0;399.0;141;10;671;729;-141;-32
1007.0;136.0;72;?;661;732;-72;-51
1059.0;70.0;75;30;687;708;-75;-104
923.0;-145.0;104;15;670;718;-104;-16
996.0;-400.0;166;16;689;717;-166;-89
954.0;-555.0;178;24;667;706;-178;-15
893.0;-550.0;355;59;621;713;-355;15
983.0;-570.0;638;16;683;716;-638;-29
985.0;-527.0;890;-8;682;714;-890;63
1143.0;-548.0;?;107;536;786;-2016;112
1027.0;-535.0;2638;11;634;695;-2638;138
1949.0;-488.0;4478;187;439;879;-4478;224
1723.0;-405.0;7218;10;667;879;-7218;-122
1326.0;-325.0;7770;-1629;2564;675;-7770;-29
1279.0;-254.0;6186;-1781;2951;1177;-6186;822
945.0;-143.0;615;?;328;840;-615;514
521.0;12.0;-2163;1731;-530;533;2163;12
401.0;320.0;-1742;815;?;912;1742;?
460.0;296.0;-4053;728;332;537;4053;178
405.0;293.0;-4374;481;454;524;4374;204
379.0;234.0;-4163;40;847;754;4163;219
?;-14.0;-5385;-146;904;710;5385;154
?;?;?;-514;1248;900;4612;-2
851.0;-104.0;-4496;-999;1605;1190;4496;-230
990.0;-75.0;-5286;-1162;2254;1124;5286;?
1269.0;10.0;-4899;-307;?;461;4899;-1054
528.0;83.0;-4572;1596;2563;-1092;4572;-1330
511.0;?;-1394;2651;3311;-2130;1394;-1921
975.0;264.0;1795;-285;335;1159;-1795;-485
1174.0;262.0;2713;-2299;-1855;3681;-2713;1940
1444.0;298.0;3996;-661;1492;1574;?;1339
1035.0;348.0;2745;-604;2297;811;-2745;-119
960.0;341.0;1094;-720;1184;1101;?;-185
865.0;371.0;573;-5;984;716;-573;-24
1118.0;431.0;122;-58;606;777;-122;-18
930.0;527.0;211;23;739;?;-211;3
1005.0;405.0;?;16;695;719;-86;-24
?;196.0;85;8;656;724;-85;-36
952.0;106.0;145;34;697;712;-145;-6
973.0;-169.0;?;5;679;717;-84;-7
985.0;-482.0;112;46;683;691;-112;-10
928.0;-638.0;114;27;682;701;-114;-13
951.0;-709.0;240;45;662;697;-240;15
1070.0;-730.0;355;66;645;692;-355;13
979.0;-719.0;440;-26;708;722;-440;6
1147.0;-682.0;1299;129;?;758;-1299;105
1079.0;-565.0;2254;-97;735;790;-2254;118
1781.0;-409.0;3893;-6;577;871;-3893;65
1563.0;-269.0;6801;127;401;1020;-6801;112
1427.0;-30.0;8322;-1343;2124;986;-8322;234
1340.0;187.0;7087;-1814;2824;1075;-7087;731
839.0;321.0;3092;-1130;2434;1877;-3092;1154
?;409.0;-488;-17;1415;1691;488;676
?;508.0;-1661;1212;-74;585;1661;31
428.0;383.0;-3097;831;293;556;3097;-55
397.0;180.0;-4026;543;549;549;4026;-64
327.0;52.0;-4147;453;488;?;4147;30
478.0;-162.0;-4941;-164;1024;713;4941;-39
597.0;-296.0;-4920;-209;1000;663;4920;-22
766.0;-272.0;-4373;-394;1172;763;4373;-207
1164.0;-148.0;-4423;-1145;1815;1201;4423;-554
1204.0;-54.0;-4470;-1289;2297;1243;4470;-344
342.0;139.0;-5132;-172;2775;105;5132;-1186
?;257.0;-3550;1932;2329;-1431;3550;?
868.0;334.0;-651;2506;1983;-1797;651;-1547
1743.0;425.0;1925;1311;1621;-823;-1925;-1538
1259.0;505.0;5225;844;151;279;-5225;828
948.0;544.0;4352;56;?;780;-4352;396
?;616.0;1518;-765;1852;972;-1518;-237
891.0;638.0;850;-393;1137;959;-850;524
1124.0;615.0;362;-28;639;806;-362;-66
966.0;608.0;144;1;?;758;-144;8
1040.0;608.0;151;8;?;730;-151;2
1025.0;108.0;114;24;674;710;-114;-122
989.0;-165.0;98;23;661;727;-98;19
995.0;-253.0;114;15;674;719;-114;?
1009.0;?;104;20;676;718;-104;-37
961.0;-620.0;110;17;682;714;-110;-42
946.0;?;225;?;681;698;-225;-23
940.0;-661.0;218;68;642;699;-218;-40
1033.0;-678.0;406;-32;732;703;-406;32
1126.0;-661.0;1416;65;551;799;-1416;91
1085.0;-615.0;1994;-34;628;805;-1994;89
1445.0;-579.0;3365;41;546;822;-3365;192
1963.0;-528.0;6724;301;?;1011;-6724;41
1229.0;-383.0;8413;-1204;2012;819;-8413;-199
1445.0;-244.0;7871;-1984;3021;897;-7871;395
904.0;?;2963;-938;2326;1982;-2963;1296
809.0;272.0;-2160;123;1460;1986;2160;1134
415.0;612.0;-2194;1029;214;775;2194;347
455.0;?;-3239;904;254;563;3239;67
433.0;570.0;-4078;682;457;573;4078;262
403.0;413.0;-3751;200;532;698;3751;287
447.0;124.0;-4738;-227;1053;857;4738;359
605.0;-165.0;-4804;-468;1048;972;4804;216
682.0;-273.0;-4685;-1076;1543;1338;4685;-99
840.0;-238.0;-5203;-1432;2290;1405;5203;-412
1142.0;-179.0;-5524;-1571;2511;1352;5524;-1503
761.0;-138.0;-4662;2028;2821;-1425;4662;-1328
555.0;-40.0;-1787;3709;1655;-2480;?;-128
759.0;6.0;2713;710;-259;119;-2713;-294
922.0;115.0;5659;613;178;253;-5659;-336
1731.0;339.0;4642;161;1105;692;-4642;424
1019.0;548.0;2103;-678;?;1384;-2103;884
892.0;702.0;691;-24;?;764;-691;300
1031.0;744.0;226;-92;695;794;-226;-270
986.0;733.0;155;13;660;748;-155;-51
1115.0;681.0;145;45;676;703;?;-68
939.0;229.0;129;-6;670;737;-129;-139
1028.0;28.0;100;38;673;712;-100;?
1053.0;-15.0;125;9;685;714;-125;-102
911.0;-257.0;172;32;683;701;-172;-100
1000.0;-436.0;178;34;677;698;-178;?
981.0;-601.0;364;22;659;715;-364;-45
888.0;-700.0;546;29;664;746;-546;1
1017.0;-808.0;454;?;673;636;-454;-118
990.0;-796.0;1056;13;645;?;-1056;93
?;-791.0;1966;34;613;690;-1966;77
1122.0;-766.0;3737;100;566;729;-3737;190
1420.0;-691.0;6626;194;442;1047;-6626;438
1808.0;-551.0;7811;-374;1170;?;-7811;-176
1376.0;-395.0;7065;-1467;2714;1261;-7065;1018
1395.0;-55.0;2125;-341;1705;1735;-2125;1563
946.0;247.0;-2357;1470;-257;417;2357;179
698.0;?;-1955;1119;146;668;1955;418
454.0;617.0;-3194;697;509;?;3194;437
481.0;474.0;-4515;540;492;443;4515;242
479.0;460.0;-4340;-11;827;792;4340;440
397.0;119.0;-5021;-84;846;704;5021;278
433.0;?;-4921;-422;1075;929;4921;189
497.0;-84.0;-4605;-840;1411;1186;4605;-95
675.0;26.0;-4887;-1098;1789;1241;4887;-506
1125.0;59.0;?;-1273;2437;1318;5063;-1277
1285.0;137.0;-4613;1264;2942;-983;4613;-2389
?;172.0;-2867;3983;3006;-3169;2867;-2393
848.0;212.0;708;2164;1674;-1290;-708;-1488
836.0;267.0;3710;132;-603;890;-3710;223
1880.0;409.0;4264;195;-8;955;-4264;1127
1260.0;482.0;3674;-718;2751;493;-3674;-1671
650.0;511.0;1822;-801;2131;604;-1822;-1961
1113.0;526.0;127;179;331;820;-127;283
972.0;528.0;153;-19;705;738;-153;-137
1120.0;623.0;131;-26;734;?;-131;-179
960.0;389.0;134;54;630;?;-134;-31
?;135.0;193;-33;760;?;-193;-225
1005.0;159.0;135;65;638;701;-135;-45
954.0;-72.0;315;20;705;684;-315;-138
961.0;-350.0;289;42;695;674;-289;-126
?;-592.0;?;42;685;683;-254;-98
935.0;-734.0;329;8;726;661;-329;-104
969.0;-938.0;305;63;680;691;-305;-54
1007.0;-962.0;575;-36;737;670;-575;-56
1128.0;?;1178;50;588;809;-1178;117
1046.0;-787.0;2338;?;600;790;-2338;199
1406.0;-666.0;4248;15;557;847;-4248;378
1719.0;?;6086;310;228;1215;-6086;712
1435.0;-319.0;7529;-942;1684;579;-7529;89
1328.0;-100.0;6866;-1116;2377;1031;-6866;830
982.0;99.0;1988;469;1091;2033;-1988;1985
675.0;344.0;-2247;745;672;1146;2247;1020
444.0;628.0;-2485;787;492;760;2485;?
472.0;740.0;-3502;740;422;?;3502;596
474.0;722.0;-4401;618;476;398;?;312
426.0;606.0;-4417;263;590;657;4417;?
448.0;300.0;-5048;-155;990;697;5048;?
507.0;88.0;-4950;-308;1055;791;4950;34
681.0;42.0;?;-971;1510;1234;4606;-295
858.0;35.0;-4587;-1460;2501;1231;4587;-992
1509.0;76.0;-5641;-1566;3042;1150;5641;-2083
520.0;82.0;-4371;?;2635;-1448;4371;-2282
315.0;147.0;-1591;2906;1985;-1912;1591;-1477
735.0;238.0;570;208;503;607;-570;-449
1443.0;377.0;4586;2214;-963;-972;-4586;652
1417.0;443.0;5075;1467;243;-364;-5075;690
497.0;575.0;2238;-892;1078;1651;-2238;329
1313.0;570.0;906;77;?;785;-906;191
928.0;504.0;205;-125;805;816;-205;-117
1137.0;558.0;59;-61;737;784;-59;-116
1067.0;551.0;?;87;647;671;-143;-125
1024.0;133.0;107;?;719;771;-107;-177
1086.0;-88.0;106;75;634;690;-106;-115
972.0;-219.0;?;4;693;727;-124;-131
1021.0;-461.0;76;34;672;709;-76;-126
908.0;-698.0;57;41;666;703;-57;-126
902.0;-795.0;160;21;697;691;-160;-146
944.0;-824.0;61;28;670;732;-61;-75
898.0;-829.0;511;5;692;691;-511;-102
1041.0;-766.0;773;4;596;832;-773;94
1130.0;-742.0;1611;26;?;772;-1611;96
?;-615.0;3080;92;661;598;-3080;-27
1440.0;-503.0;4035;154;468;864;-4035;286
1692.0;-348.0;7270;-767;1458;711;-7270;-79
1368.0;-159.0;7930;-2206;3272;1133;-7930;483
1385.0;58.0;4314;-1229;2381;1529;-4314;1391
?;222.0;1381;1086;-31;658;-1381;675
651.0;403.0;-1535;1273;-165;?;1535;430
452.0;559.0;-3033;818;403;?;3033;490
514.0;590.0;-3262;841;282;558;3262;355
447.0;674.0;-3860;349;542;696;3860;473
355.0;353.0;-4377;-121;858;858;4377;401
400.0;-88.0;-4626;-298;960;892;4626;307
?;-242.0;-4627;-728;1319;1122;4627;43
594.0;-196.0;?;-1228;1838;1352;?;-533
1118.0;-78.0;-5097;-1288;2457;1211;5097;-1220
1414.0;52.0;-5230;-428;2823;421;5230;-2186
310.0;118.0;-4132;2184;?;-1894;4132;-3246
709.0;169.0;-746;?;2079;-1528;746;-1910
611.0;202.0;?;-1852;502;2906;-2424;132
1729.0;229.0;4791;-3021;2502;3426;-4791;-996
884.0;290.0;4912;-908;2424;1364;-4912;-988
805.0;397.0;2554;-241;689;989;-2554;156
1247.0;478.0;903;-192;1208;710;-903;-449
?;496.0;403;-44;755;746;-403;?
1164.0;605.0;133;13;552;781;-133;-33
996.0;660.0;112;28;758;700;-112;-148
976.0;259.0;163;14;613;743;-163;-90
1031.0;-36.0;61;15;715;719;-61;-144
891.0;-84.0;69;25;652;726;-69;-98
968.0;?;71;25;671;717;-71;-117
966.0;-640.0;45;30;670;729;-45;?
921.0;-803.0;204;-9;685;713;-204;-111
968.0;-780.0;240;70;?;753;-240;-73
1014.0;-744.0;608;-34;677;721;-608;-21
1059.0;-708.0;1262;50;553;821;-1262;136
1122.0;-595.0;2091;54;540;816;-2091;99
1224.0;-515.0;3960;-122;633;793;-3960;125
1818.0;-361.0;6369;391;102;1302;-6369;696
1400.0;-109.0;8306;-944;1532;?;-8306;236
1431.0;108.0;7550;-1454;2622;1284;-7550;565
1099.0;?;2248;746;902;2273;-2248;1674
773.0;347.0;-1924;1191;148;1103;1924;801
493.0;566.0;-1830;1145;84;645;?;434
424.0;718.0;-2878;1059;?;867;2878;549
539.0;702.0;-4290;539;493;526;4290;349
464.0;621.0;-4209;151;621;799;4209;461
?;317.0;-5030;-328;1035;897;5030;305
503.0;-14.0;-5208;-461;1150;919;5208;129
612.0;-110.0;-4836;-1019;?;1314;4836;-240
891.0;-11.0;-5249;-1520;2555;1365;5249;?
1267.0;-28.0;-5329;-1012;2986;777;5329;-2342
1014.0;-8.0;-5349;2003;3410;-1752;5349;-2822
552.0;117.0;-3101;4271;2419;-3311;3101;-1351
829.0;188.0;2515;898;1040;-22;-2515;-1009
642.0;331.0;5729;-2375;3036;2614;-5729;-1757
1943.0;506.0;5077;-1310;2576;1628;?;-1390
1090.0;672.0;3069;-218;746;753;-3069;-1074
982.0;789.0;1036;-257;1262;750;-1036;-1003
1172.0;758.0;?;36;698;693;-271;-334
923.0;733.0;148;47;588;721;-148;-124
1216.0;?;134;-13;784;731;-134;-179
912.0;69.0;?;63;599;693;-176;-126
1009.0;-186.0;?;-2;741;719;-109;-171
1084.0;-324.0;153;40;665;701;-153;-130
923.0;-622.0;155;33;680;703;-155;-141
994.0;-742.0;111;27;700;691;-111;?
947.0;-800.0;274;63;654;683;-274;-109
961.0;-739.0;288;-7;735;696;-288;-128
1002.0;-750.0;776;64;592;730;-776;13
1031.0;-716.0;1736;?;637;798;-1736;84
1075.0;-684.0;2887;51;532;809;-2887;127
1126.0;-620.0;5252;184;370;861;-5252;293
1404.0;-533.0;8114;-1220;2037;942;-8114;4
1684.0;-384.0;9156;?;3329;1068;-9156;144
1413.0;-130.0;5299;-1797;3118;2055;-5299;1370
1440.0;?;-88;-87;1727;2135;88;1536
1064.0;441.0;-1982;1342;-143;810;1982;541
831.0;727.0;-3032;934;240;728;3032;313
480.0;726.0;-4198;501;641;727;4198;340
447.0;567.0;-4305;427;383;520;4305;276
447.0;305.0;-4773;-62;895;794;4773;313
394.0;57.0;-5086;-467;1141;923;5086;59
399.0;-92.0;-5094;-737;1381;1055;5094;-226
490.0;-45.0;-5504;-1200;2109;?;5504;-770
626.0;-64.0;-5335;?;2823;1330;5335;-1407
1226.0;-53.0;-5376;803;2860;-602;5376;-1956
1363.0;3.0;-3458;3223;3295;-2505;3458;-1790
-452.0;63.0;1289;1476;1863;-683;-1289;-1613
794.0;210.0;3474;-441;-1176;1429;-3474;28
892.0;326.0;3956;-321;200;1340;-3956;1817
1903.0;469.0;4698;-754;2723;704;-4698;-1953
675.0;597.0;2521;-734;1677;752;-2521;-2314
1007.0;661.0;18;37;571;878;-18;961
1123.0;681.0;?;-27;733;730;-206;-149
978.0;608.0;189;-10;705;718;?;-240
1235.0;189.0;47;61;647;734;-47;73
923.0;-244.0;208;2;687;709;-208;-310
1046.0;-349.0;80;43;666;715;-80;-17
1056.0;?;159;?;680;712;-159;-165
924.0;-602.0;221;35;686;696;-221;-117
963.0;-648.0;270;34;690;687;?;-102
898.0;-674.0;?;85;638;683;-369;-95
?;-716.0;491;-68;776;714;-491;-132
985.0;-699.0;1052;88;518;791;-1052;?
1091.0;-655.0;2189;-51;692;767;-2189;70
1129.0;-657.0;4034;30;631;743;-4034;-69
1157.0;-624.0;6113;311;250;902;-6113;296
1700.0;-482.0;8052;-1578;2392;837;-8052;52
1811.0;-261.0;8844;-2459;3495;944;-8844;250
1329.0;44.0;3514;-1156;2675;2193;-3514;1316
1232.0;425.0;-2290;35;1725;2213;2290;?
712.0;660.0;-2360;1078;126;730;2360;276
?;786.0;-3158;864;262;646;3158;145
438.0;640.0;-4538;519;620;?;4538;125
491.0;499.0;-4487;398;446;487;4487;69
376.0;331.0;-4968;-20;901;718;4968;213
414.0;176.0;-5108;?;?;931;5108;-49
461.0;112.0;?;-738;1384;1056;5141;-211
?;106.0;-5484;-1188;2171;1158;5484;?
869.0;137.0;-5452;?;3010;1217;5452;-1637
1432.0;173.0;-4927;2270;2637;-1704;4927;-990
576.0;244.0;-2374;4120;2793;-3262;2374;-971
744.0;310.0;1788;1907;1943;-1203;-1788;-1794
642.0;359.0;?;1465;-220;-418;-4437;2
1468.0;421.0;4424;264;608;654;?;1435
1577.0;501.0;2309;-736;1355;1417;-2309;1584
376.0;471.0;1234;-508;1059;1121;-1234;1179
1091.0;357.0;960;-489;1167;1055;-960;207
941.0;338.0;58;44;632;?;-58;-52
1055.0;294.0;107;38;664;701;-107;-68
1123.0;-74.0;179;-20;729;740;-179;-96
985.0;?;45;69;629;683;-45;-74
1078.0;-275.0;113;-10;727;713;-113;-86
925.0;-449.0;66;44;658;707;-66;-75
1010.0;-607.0;186;30;693;684;-186;-68
?;-653.0;223;?;687;690;-223;-50
859.0;-680.0;334;69;627;736;-334;-31
927.0;-732.0;746;-56;729;680;-746;-51
989.0;-684.0;1375;129;483;854;?;142
?;-691.0;2357;-86;690;731;-2357;67
1095.0;-612.0;4390;44;540;887;-4390;74
1345.0;-552.0;7113;429;115;1126;?;79
1769.0;-379.0;8611;-1052;1885;381;-8611;-461
1487.0;-194.0;?;-1095;2477;1371;-6657;458
1454.0;71.0;664;333;?;2283;-664;1065
1097.0;?;-2978;722;687;1137;2978;281
763.0;657.0;-2788;1018;232;755;2788;71
499.0;740.0;-4093;756;470;681;4093;-159
423.0;726.0;?;473;549;465;4550;42
411.0;597.0;-4189;92;609;774;4189;215
307.0;275.0;-4831;-336;1143;862;4831;108
370.0;114.0;-5097;-770;1297;1119;5097;-16
457.0;-7.0;-5017;-1292;1894;1401;5017;-280
602.0;13.0;-5248;-1406;2799;1238;5248;-722
1081.0;23.0;-5965;-128;3042;98;5965;-1638
1396.0;63.0;-4041;3567;3073;-2689;4041;-639
401.0;53.0;-17;2393;1484;-1044;17;513
864.0;25.0;3219;-2548;1143;?;-3219;-176
659.0;112.0;5168;-2197;2779;2590;-5168;-14
1830.0;224.0;4308;-233;1482;?;-4308;406
1236.0;391.0;2105;-119;554;876;-2105;141
585.0;453.0;682;-89;1011;759;-682;-35
1099.0;480.0;141;?;647;774;-141;-37
949.0;678.0;127;25;686;735;-127;-31
1094.0;548.0;83;28;691;711;-83;?
1002.0;191.0;28;23;652;720;-28;-93
1018.0;117.0;61;38;682;711;-61;-65
1064.0;-153.0;89;34;663;705;-89;-57
937.0;-422.0;42;?;672;709;-42;-84
962.0;-506.0;134;26;685;708;-134;-37
