InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-270.0;-1299;21;-1224;-702.0;-179.0;-180.0;261;-1224;-1299;?;-189.0
-236.0;157;14;492;-469.0;-184.0;-140.0;265;492;157;-655.0;-205.0
-169.0;20;25;-181;-165.0;-140.0;-92.0;251;-181;20;-1419.0;-209.0
-180.0;-115;-8;145;-204.0;-210.0;-92.0;289;145;-115;-1093.0;-193.0
-149.0;-97;-51;121;-555.0;-333.0;-23.0;343;121;-97;?;-169.0
-66.0;-198;5;72;-1036.0;-467.0;-42.0;296;72;-198;61.0;-243.0
-101.0;?;-228;311;-1213.0;-530.0;-4.0;484;311;-252;136.0;-257.0
-225.0;-184;-469;143;-884.0;?;40.0;726;143;?;-259.0;?
-383.0;?;-248;90;-349.0;-712.0;66.0;555;90;-82;-560.0;-121.0
-647.0;-25;-125;2;101.0;-616.0;-59.0;458;2;-25;-647.0;?
-678.0;?;-148;-43;172.0;-525.0;-76.0;485;-43;32;-666.0;46.0
?;7;?;2;184.0;-436.0;-154.0;199;2;7;-386.0;36.0
?;4;?;-2;211.0;-254.0;-82.0;51;-2;4;64.0;30.0
-450.0;5;318;26;6.0;-157.0;109.0;-2;26;5;345.0;27.0
-157.0;-29;102;64;-63.0;-106.0;268.0;?;64;?;569.0;22.0
56.0;-7;-277;25;-92.0;-69.0;152.0;839;25;-7;657.0;-1.0
197.0;3;-112;-1;-117.0;?;136.0;707;-1;3;543.0;-23.0
40.0;10;78;-28;-58.0;-31.0;170.0;311;-28;10;353.0;?
28.0;9;0;2;-53.0;-13.0;254.0;306;2;9;-58.0;-104.0
128.0;7;-3;14;231.0;109.0;281.0;337;14;7;-455.0;-191.0
188.0;10;-15;-41;-65.0;33.0;380.0;337;-41;10;627.0;?
?;-26;-11;-17;166.0;-11.0;482.0;336;-17;-26;814.0;-206.0
281.0;-32;29;-17;486.0;41.0;431.0;308;-17;-32;-351.0;-205.0
641.0;-12;38;-39;95.0;22.0;489.0;282;-39;-12;-506.0;-136.0
669.0;-1;38;-2;195.0;43.0;503.0;277;?;-1;-707.0;-125.0
515.0;2;32;-7;-78.0;5.0;385.0;278;-7;2;-75.0;-54.0
246.0;-8;17;-38;-5.0;-61.0;139.0;276;-38;-8;-44.0;-74.0
-98.0;2;18;-27;-155.0;-58.0;-41.0;277;-27;2;-19.0;-40.0
-127.0;9;19;-11;-126.0;?;-85.0;282;-11;9;-128.0;-37.0
-112.0;?;21;7;-241.0;25.0;-110.0;279;7;-17;-28.0;25.0
-186.0;2;2;-12;-256.0;68.0;-81.0;298;-12;2;47.0;-3.0
-246.0;21;-4;-22;-238.0;160.0;-26.0;303;-22;21;-12.0;36.0
-71.0;-21;30;5;-294.0;135.0;13.0;265;5;-21;67.0;34.0
71.0;-20;29;4;-346.0;156.0;42.0;267;4;-20;84.0;12.0
-28.0;24;?;19;-339.0;197.0;59.0;297;19;24;92.0;43.0
-98.0;26;14;15;-105.0;224.0;6.0;298;15;26;114.0;13.0
34.0;-25;19;2;-52.0;257.0;65.0;297;2;-25;269.0;-19.0
102.0;-46;15;19;139.0;291.0;77.0;296;19;-46;363.0;2.0
161.0;-3;6;12;539.0;295.0;110.0;301;?;-3;468.0;-17.0
118.0;-3;38;-14;634.0;296.0;68.0;278;-14;-3;696.0;-15.0
67.0;-20;62;-20;485.0;211.0;?;253;-20;-20;1024.0;24.0
75.0;14;-20;?;314.0;167.0;-25.0;?;-12;14;1164.0;19.0
46.0;-33;-31;-26;134.0;109.0;-8.0;362;-26;-33;902.0;4.0
54.0;16;29;-32;64.0;43.0;?;294;-32;16;498.0;-5.0
90.0;-30;?;119;22.0;-91.0;?;328;119;-30;87.0;-4.0
48.0;302;53;720;101.0;-134.0;-73.0;287;720;?;-202.0;-9.0
-37.0;1692;100;1869;?;-193.0;-112.0;226;1869;1692;-303.0;-19.0
-98.0;2057;-42;2397;44.0;-233.0;-113.0;350;2397;2057;-167.0;-52.0
-48.0;794;-41;996;-54.0;-200.0;-127.0;367;996;794;?;-50.0
2.0;122;19;-371;-136.0;-200.0;-104.0;?;-371;122;-80.0;-122.0
108.0;172;-22;-183;-369.0;-169.0;-85.0;349;-183;172;-173.0;-150.0
137.0;24;46;29;-942.0;-120.0;-36.0;303;29;24;23.0;-154.0
49.0;-34;21;15;-433.0;-32.0;-3.0;323;15;-34;405.0;-204.0
54.0;?;-11;34;-267.0;-5.0;28.0;340;34;21;516.0;-186.0
156.0;-13;37;-41;-33.0;24.0;55.0;294;-41;-13;557.0;-163.0
92.0;3;6;-2;-278.0;-23.0;-7.0;313;-2;3;499.0;-131.0
3.0;44;-35;3;-235.0;8.0;-41.0;360;3;44;156.0;-188.0
-36.0;65;-42;-27;-257.0;12.0;-33.0;370;-27;65;16.0;-174.0
-46.0;28;?;-9;-248.0;122.0;92.0;?;-9;28;?;-154.0
117.0;?;17;-20;-247.0;207.0;254.0;269;-20;-20;262.0;-109.0
224.0;-14;?;-41;-229.0;176.0;291.0;316;-41;-14;253.0;-69.0
159.0;-20;5;-20;?;97.0;169.0;282;-20;-20;153.0;-45.0
-42.0;-17;-3;4;-234.0;141.0;105.0;288;4;-17;101.0;-48.0
?;3;-14;1;-156.0;112.0;73.0;308;1;3;19.0;-44.0
?;-13;?;-45;-82.0;131.0;113.0;288;-45;-13;-95.0;-131.0
-1.0;-6;8;-46;25.0;119.0;117.0;277;-46;-6;-30.0;-69.0
23.0;18;4;-4;-51.0;118.0;143.0;282;?;18;63.0;-91.0
-6.0;12;0;-9;?;120.0;145.0;279;-9;12;80.0;-78.0
-7.0;4;10;-26;16.0;99.0;109.0;275;-26;4;75.0;-58.0
-19.0;-15;10;-28;61.0;96.0;109.0;275;-28;-15;-16.0;-69.0
-58.0;-8;11;-24;74.0;86.0;118.0;271;-24;-8;-34.0;-20.0
-48.0;9;6;-33;75.0;64.0;62.0;276;?;9;-120.0;3.0
-46.0;-2;1;-33;139.0;36.0;54.0;277;-33;-2;-342.0;12.0
-69.0;-7;6;-14;153.0;13.0;-8.0;275;-14;-7;-314.0;4.0
-118.0;-7;2;-15;88.0;-8.0;-68.0;280;-15;-7;-409.0;2.0
?;5;3;?;207.0;18.0;-69.0;275;-32;5;-377.0;-13.0
-4.0;32;-1;?;146.0;9.0;-76.0;278;-42;32;-198.0;-13.0
-20.0;?;-1;-20;-3.0;?;-12.0;279;-20;22;-80.0;-26.0
-47.0;0;6;11;75.0;-32.0;-17.0;271;11;0;?;19.0
-86.0;4;2;2;131.0;-45.0;-12.0;275;?;4;-205.0;14.0
-133.0;3;?;-7;151.0;-64.0;-112.0;279;-7;3;-127.0;24.0
-170.0;4;-1;-1;162.0;-54.0;-127.0;278;-1;4;-158.0;36.0
-168.0;-2;-1;-31;142.0;-36.0;-77.0;278;-31;-2;-116.0;76.0
-138.0;-8;0;-51;156.0;-18.0;-78.0;279;-51;-8;-102.0;74.0
-119.0;-7;1;-46;242.0;-7.0;-4.0;277;?;-7;-221.0;61.0
-100.0;-7;7;?;205.0;-44.0;7.0;270;-47;-7;-180.0;72.0
-109.0;-7;7;-46;129.0;-71.0;-6.0;270;-46;-7;-266.0;88.0
-112.0;-9;-2;-51;330.0;0.0;11.0;278;-51;-9;-175.0;62.0
-146.0;8;-6;-28;330.0;-3.0;13.0;282;-28;8;-221.0;61.0
-115.0;30;-2;-15;117.0;29.0;7.0;279;?;?;-127.0;84.0
-100.0;?;0;-14;215.0;24.0;20.0;279;-14;18;?;68.0
-112.0;4;-4;-6;274.0;-25.0;-6.0;283;-6;4;-312.0;70.0
-124.0;4;-5;-8;264.0;?;0.0;283;-8;4;-271.0;65.0
-129.0;-11;-1;13;463.0;-73.0;-55.0;279;13;-11;-487.0;110.0
-207.0;-20;1;?;437.0;-132.0;-44.0;278;-5;-20;-420.0;127.0
-282.0;-16;0;-33;330.0;-95.0;?;279;?;-16;-398.0;127.0
-259.0;-18;0;-24;281.0;-88.0;-211.0;278;-24;-18;-310.0;113.0
-141.0;-17;0;-27;380.0;-146.0;-185.0;279;-27;-17;-452.0;161.0
-150.0;-17;-4;-27;484.0;-135.0;-155.0;281;-27;-17;-670.0;174.0
-301.0;-17;-5;-27;519.0;-180.0;-197.0;279;-27;?;-749.0;200.0
-385.0;-18;-3;-24;158.0;-187.0;-220.0;280;?;-18;-630.0;215.0
-332.0;-16;-3;-31;-106.0;-216.0;-247.0;283;-31;-16;-347.0;230.0
-349.0;-19;0;-19;5.0;-194.0;-265.0;280;-19;-19;-627.0;247.0
-387.0;-27;5;14;7.0;-158.0;-233.0;279;14;-27;-520.0;233.0
-396.0;-12;2;-23;93.0;-127.0;-214.0;281;-23;-12;-296.0;251.0
-395.0;-1;-1;-54;185.0;?;?;281;-54;-1;-375.0;224.0
-339.0;-17;-6;-2;172.0;-71.0;-189.0;287;-2;-17;-393.0;217.0
-307.0;9;-2;-11;232.0;-51.0;-136.0;286;-11;9;-118.0;202.0
-310.0;18;7;-19;173.0;-77.0;-140.0;276;-19;18;64.0;220.0
-276.0;-26;-1;34;144.0;-8.0;-153.0;284;34;-26;82.0;196.0
-252.0;-22;-11;5;140.0;-54.0;-88.0;296;5;-22;-57.0;226.0
-101.0;-4;-8;-18;230.0;-74.0;-12.0;293;-18;-4;-191.0;205.0
30.0;14;-11;-17;355.0;-121.0;-23.0;?;-17;14;-251.0;204.0
17.0;3;-8;-11;337.0;-115.0;-61.0;296;-11;3;-405.0;209.0
-190.0;-16;?;-10;82.0;-49.0;-221.0;288;-10;-16;-323.0;191.0
-255.0;-7;0;-26;-244.0;-36.0;-348.0;?;-26;-7;79.0;207.0
-263.0;?;-7;1;-548.0;-126.0;-398.0;299;1;-41;47.0;220.0
-305.0;-46;-8;-3;-405.0;-193.0;-397.0;299;-3;-46;65.0;209.0
-303.0;-71;-6;?;-107.0;-276.0;-389.0;298;42;-71;-490.0;207.0
-284.0;-114;-8;82;-50.0;-260.0;-385.0;297;82;-114;?;183.0
-298.0;-57;-11;5;-420.0;-276.0;-410.0;299;5;-57;-166.0;170.0
-385.0;1;-11;-8;-287.0;-196.0;?;299;-8;1;-101.0;154.0
-300.0;4;-13;?;8.0;-214.0;-411.0;300;4;4;?;78.0
-271.0;7;-9;-38;186.0;-218.0;-291.0;297;-38;7;34.0;61.0
-186.0;22;-16;-41;-45.0;-120.0;-210.0;302;-41;22;24.0;30.0
-205.0;38;-4;-41;120.0;8.0;-164.0;293;-41;38;-430.0;19.0
-216.0;31;9;-56;?;101.0;-183.0;283;-56;31;-300.0;-23.0
-177.0;5;-1;-39;74.0;52.0;?;287;-39;5;-60.0;-28.0
-69.0;-4;22;-30;-36.0;153.0;?;267;-30;-4;321.0;-28.0
-182.0;-23;14;-8;376.0;156.0;71.0;275;?;-23;267.0;-13.0
-132.0;-41;-3;3;133.0;227.0;173.0;288;3;-41;744.0;-61.0
-116.0;-19;11;-6;-25.0;319.0;190.0;276;-6;-19;1300.0;-45.0
-129.0;-7;7;16;370.0;197.0;295.0;279;16;-7;770.0;-41.0
-70.0;-17;7;25;349.0;104.0;355.0;279;25;-17;1005.0;-67.0
85.0;19;8;0;158.0;-51.0;272.0;279;0;19;906.0;-14.0
59.0;87;9;-54;246.0;-58.0;-17.0;277;-54;87;-132.0;14.0
-65.0;88;5;-83;218.0;-59.0;-69.0;281;-83;88;-787.0;-37.0
-24.0;?;11;-75;-27.0;-157.0;-39.0;275;-75;104;-503.0;79.0
-105.0;90;14;-77;20.0;-166.0;-171.0;270;-77;?;?;85.0
-325.0;-8;-4;-62;-8.0;-172.0;-235.0;285;-62;-8;-226.0;86.0
-419.0;9;?;-21;-67.0;-94.0;-316.0;274;-21;9;0.0;85.0
-372.0;10;3;14;-170.0;51.0;-209.0;278;14;10;369.0;191.0
-310.0;-39;19;28;36.0;220.0;-202.0;262;28;-39;73.0;220.0
-347.0;-23;15;20;-213.0;387.0;-161.0;276;20;-23;51.0;275.0
-326.0;-48;-15;-17;-165.0;470.0;-64.0;310;-17;-48;-414.0;362.0
-256.0;-53;-13;-23;424.0;484.0;-38.0;308;-23;-53;-547.0;455.0
-92.0;-19;-29;15;410.0;422.0;-105.0;326;15;?;-632.0;477.0
14.0;-31;84;-10;74.0;329.0;-143.0;219;-10;-31;-388.0;527.0
76.0;-50;313;-20;-496.0;259.0;-324.0;98;-20;-50;-467.0;525.0
97.0;-30;223;5;-741.0;205.0;-488.0;347;5;?;-637.0;467.0
117.0;?;258;-26;-756.0;147.0;?;291;-26;13;-501.0;?
164.0;22;405;-31;-529.0;219.0;-610.0;-13;-31;22;-560.0;431.0
158.0;-22;139;?;-36.0;249.0;-603.0;49;11;-22;-264.0;374.0
238.0;-30;325;17;325.0;418.0;-585.0;-404;17;-30;41.0;291.0
605.0;4;-239;45;469.0;510.0;-530.0;322;?;4;249.0;195.0
-87.0;-24;-865;-38;522.0;569.0;-315.0;1283;-38;-24;371.0;156.0
61.0;1;1;-12;538.0;711.0;-242.0;375;-12;?;460.0;113.0
579.0;14;128;84;?;790.0;-80.0;?;84;14;423.0;21.0
853.0;-69;-58;-109;358.0;841.0;?;?;-109;-69;835.0;-67.0
942.0;87;80;127;100.0;822.0;263.0;230;127;87;1306.0;-146.0
850.0;-104;6;-263;-86.0;888.0;229.0;338;-263;-104;1722.0;-157.0
800.0;114;99;-237;-371.0;1020.0;144.0;247;-237;114;2144.0;-233.0
821.0;-399;69;?;-666.0;1160.0;305.0;269;-882;-399;2386.0;-277.0
1123.0;-3577;58;-5177;-777.0;1322.0;500.0;279;-5177;-3577;2624.0;-359.0
1640.0;-5034;83;-6903;-788.0;1356.0;721.0;254;-6903;-5034;2710.0;-404.0
1989.0;-3824;55;-5007;-889.0;1598.0;1149.0;283;-5007;-3824;?;-456.0
2611.0;-2493;69;-3743;-997.0;1661.0;1694.0;264;-3743;-2493;2471.0;-394.0
2916.0;-1635;65;-3062;-1182.0;1707.0;2197.0;?;-3062;-1635;2219.0;-383.0
2720.0;-1674;65;-2934;-1369.0;1817.0;2273.0;270;-2934;-1674;1954.0;-392.0
2448.0;-1798;82;-3020;-1527.0;1797.0;2207.0;247;-3020;-1798;1908.0;-495.0
2031.0;-1855;62;-3615;-1605.0;1832.0;1893.0;265;-3615;-1855;1990.0;-584.0
1900.0;-1675;71;-4270;-1688.0;?;1758.0;258;?;-1675;2147.0;-682.0
1920.0;?;80;-3770;-1858.0;1642.0;1826.0;254;-3770;-1635;2395.0;-664.0
1967.0;-2526;75;-1076;-2030.0;1430.0;1903.0;265;-1076;-2526;2487.0;-670.0
1992.0;-2509;62;?;-2132.0;1509.0;1772.0;282;1878;?;2447.0;-681.0
1914.0;-1027;42;1699;-2096.0;1448.0;1593.0;300;1699;-1027;2334.0;-708.0
1948.0;-209;146;415;-1949.0;1507.0;1539.0;203;415;-209;2236.0;-761.0
2024.0;-173;9;149;-1601.0;1566.0;1521.0;377;149;-173;2228.0;-703.0
2303.0;-89;183;66;-1297.0;1548.0;1630.0;233;66;-89;2139.0;-681.0
2565.0;-128;430;77;-1035.0;1587.0;1710.0;23;77;-128;2096.0;-627.0
2560.0;-48;238;37;-788.0;1587.0;1680.0;319;37;-48;2066.0;-664.0
2595.0;30;424;1;-567.0;1704.0;1648.0;281;1;30;1997.0;-659.0
3009.0;-11;127;32;-304.0;1801.0;1886.0;579;32;-11;1826.0;-653.0
3522.0;26;159;-2;-131.0;1766.0;2278.0;261;-2;26;1541.0;-559.0
3656.0;10;699;3;-33.0;1856.0;?;-140;3;10;1333.0;-514.0
3436.0;-36;351;13;65.0;1921.0;2363.0;577;13;-36;?;-510.0
3151.0;-18;312;0;192.0;1885.0;2212.0;605;0;-18;1242.0;-486.0
521.0;40;148;0;610.0;326.0;521.0;270;0;40;382.0;-187.0
105.0;-3;157;-42;750.0;288.0;96.0;277;-42;-3;384.0;-193.0
-364.0;20;156;-48;764.0;170.0;-304.0;276;-48;20;427.0;-228.0
-291.0;43;144;-68;728.0;149.0;-334.0;264;-68;43;372.0;-237.0
27.0;-132;139;-221;696.0;187.0;-49.0;261;-221;-132;286.0;?
36.0;-49;143;-124;556.0;255.0;-15.0;268;-124;-49;?;-169.0
185.0;-458;143;-546;463.0;328.0;179.0;264;-546;-458;132.0;-173.0
316.0;-1107;133;-1216;384.0;458.0;53.0;258;-1216;-1107;51.0;-108.0
371.0;-1117;129;-1270;271.0;536.0;318.0;263;-1270;-1117;197.0;-64.0
352.0;-1154;?;-1323;161.0;?;400.0;263;-1323;-1154;452.0;-100.0
252.0;-1271;112;-1482;39.0;708.0;358.0;263;-1482;-1271;644.0;-137.0
261.0;-1458;97;-1795;-95.0;827.0;315.0;268;-1795;-1458;817.0;-155.0
-254.0;-1702;93;-1807;-248.0;965.0;246.0;258;-1807;-1702;958.0;-216.0
-504.0;-2322;84;-1598;-479.0;936.0;33.0;251;-1598;-2322;991.0;-233.0
-745.0;-2454;69;-1311;-587.0;910.0;-168.0;257;-1311;-2454;967.0;-178.0
-1150.0;-1121;52;-883;-804.0;870.0;-643.0;250;-883;-1121;966.0;-138.0
-1770.0;-164;47;-976;-973.0;862.0;-1031.0;248;-976;-164;900.0;?
-2211.0;-199;56;-894;-1046.0;955.0;-1037.0;256;-894;-199;834.0;-151.0
-2187.0;-298;49;-804;-1222.0;?;-712.0;251;-804;-298;928.0;-169.0
-2235.0;-227;34;?;-1327.0;1024.0;?;244;-1029;-227;1015.0;-215.0
-2558.0;-271;37;-988;-1437.0;983.0;67.0;245;-988;-271;1180.0;-135.0
-2835.0;-552;48;-1082;-1387.0;?;656.0;246;-1082;-552;1322.0;-40.0
-2455.0;?;55;-1227;-1260.0;830.0;1174.0;255;-1227;-604;1358.0;43.0
-2080.0;-714;?;-1377;?;673.0;1762.0;261;-1377;-714;1275.0;45.0
-2335.0;-823;34;-1601;-1050.0;692.0;2361.0;252;-1601;-823;1084.0;41.0
-2082.0;-813;50;-1623;-854.0;854.0;2078.0;256;-1623;-813;732.0;28.0
-304.0;-987;59;-1505;-607.0;934.0;1542.0;273;-1505;-987;600.0;-34.0
?;-1004;59;-1420;-289.0;1069.0;1241.0;274;-1420;-1004;797.0;-133.0
642.0;-935;60;-1423;-38.0;1014.0;662.0;272;-1423;-935;971.0;-194.0
846.0;-1189;61;-1431;176.0;518.0;?;276;-1431;-1189;905.0;-301.0
2229.0;-1611;?;-1573;220.0;392.0;935.0;284;-1573;-1611;720.0;-399.0
2598.0;-1796;45;-1420;169.0;556.0;1393.0;280;-1420;-1796;603.0;-467.0
1997.0;-1964;39;?;?;703.0;1409.0;281;-1333;-1964;622.0;-526.0
1442.0;-2305;49;-1488;124.0;665.0;1345.0;287;-1488;-2305;564.0;?
1175.0;-1483;11;-913;116.0;672.0;1093.0;269;?;-1483;519.0;-539.0
1085.0;561;128;-745;97.0;624.0;?;344;-745;561;506.0;-542.0
?;802;81;-538;98.0;?;565.0;242;-538;802;530.0;-516.0
634.0;-141;3;132;145.0;557.0;434.0;147;132;?;630.0;-496.0
606.0;-34;-33;61;17.0;618.0;444.0;150;61;-34;722.0;-501.0
559.0;-65;-70;134;-96.0;697.0;435.0;167;134;-65;743.0;-413.0
328.0;-181;-195;?;-262.0;726.0;262.0;146;206;-181;770.0;-396.0
-72.0;-124;-1644;112;-549.0;760.0;-43.0;-868;112;-124;712.0;-410.0
-595.0;-156;-1716;106;-782.0;1045.0;-244.0;-941;106;-156;942.0;-484.0
-675.0;31;-155;-42;-642.0;1343.0;-357.0;197;-42;31;1379.0;-399.0
-96.0;77;-320;-40;-394.0;1305.0;313.0;83;-40;77;1267.0;-294.0
853.0;44;-563;-43;-324.0;1010.0;825.0;-100;-43;44;?;-273.0
1204.0;54;-342;-72;-447.0;515.0;777.0;55;-72;54;748.0;-295.0
861.0;88;-312;-71;-799.0;71.0;233.0;47;-71;88;432.0;-273.0
194.0;76;-257;-106;-885.0;135.0;-270.0;149;-106;76;495.0;-217.0
-560.0;-2;-394;-67;-712.0;64.0;-315.0;111;-67;-2;680.0;-132.0
-545.0;10;-390;-17;-311.0;-16.0;1.0;82;-17;10;420.0;-36.0
-69.0;20;-404;-45;56.0;44.0;127.0;66;-45;20;-252.0;35.0
-96.0;-44;-218;-19;281.0;-73.0;?;92;-19;-44;-736.0;42.0
-304.0;-70;278;5;394.0;117.0;-107.0;290;5;-70;-789.0;48.0
-415.0;-45;1554;-43;405.0;271.0;-125.0;1379;-43;?;-534.0;54.0
-307.0;9;2322;-78;409.0;?;-61.0;1551;-78;9;-272.0;42.0
-26.0;-13;1392;-70;433.0;237.0;53.0;571;-70;-13;-45.0;34.0
233.0;-218;79;-35;506.0;238.0;97.0;141;-35;-218;94.0;74.0
204.0;-365;-773;17;564.0;220.0;-18.0;-1013;17;-365;58.0;145.0
-61.0;-355;746;103;509.0;166.0;-108.0;500;103;-355;-65.0;186.0
-233.0;-330;2103;-189;?;?;-100.0;2753;-189;-330;-210.0;154.0
-232.0;-205;843;-751;112.0;-26.0;-35.0;1373;-751;-205;-388.0;153.0
-229.0;-130;296;-586;-3.0;?;-152.0;652;-586;-130;-494.0;206.0
-471.0;-649;131;-121;-269.0;152.0;-419.0;527;-121;?;-418.0;?
-611.0;-1377;-136;-399;-551.0;226.0;-391.0;205;-399;-1377;-26.0;197.0
-378.0;-1048;-37;-628;-737.0;340.0;51.0;335;-628;-1048;579.0;145.0
364.0;-83;-109;-627;-779.0;372.0;?;239;-627;-83;?;107.0
1613.0;257;-51;-880;-351.0;517.0;1570.0;298;-880;257;274.0;60.0
2628.0;?;-47;-883;20.0;487.0;2363.0;301;-883;385;?;-19.0
3337.0;777;-79;-430;216.0;398.0;2819.0;259;-430;777;550.0;-65.0
3450.0;326;-60;646;133.0;243.0;2828.0;285;646;?;880.0;-71.0
2864.0;-416;-66;?;-56.0;59.0;2194.0;278;1375;-416;833.0;-76.0
1842.0;-1037;-52;1612;-124.0;108.0;1145.0;284;1612;-1037;521.0;-178.0
688.0;-225;-65;1676;-69.0;7.0;340.0;?;1676;-225;422.0;-221.0
-72.0;?;-115;1500;-59.0;-4.0;-79.0;?;1500;328;362.0;-143.0
-563.0;-863;-84;1803;-142.0;-75.0;-161.0;249;1803;-863;219.0;-103.0
-798.0;1246;-43;1758;-273.0;-151.0;-199.0;304;1758;1246;87.0;-54.0
-748.0;-908;-21;2313;-371.0;-236.0;-192.0;289;2313;-908;25.0;-52.0
-525.0;-2328;-54;1194;-446.0;?;-245.0;270;1194;?;56.0;?
-264.0;3744;-64;-1373;-459.0;-410.0;-327.0;248;-1373;3744;5.0;-35.0
-224.0;2716;-43;-615;-488.0;-504.0;-427.0;?;-615;2716;-112.0;-18.0
-281.0;36;-239;-305;-491.0;-619.0;-530.0;112;-305;36;-249.0;-27.0
-487.0;505;-287;-634;-434.0;-631.0;-629.0;-50;?;505;?;-59.0
-709.0;-65;-303;?;-364.0;-568.0;-814.0;142;-34;-65;-574.0;-142.0
-1028.0;236;-401;-200;-269.0;-535.0;-1017.0;251;?;236;?;-169.0
-1316.0;33;?;-10;-187.0;-449.0;-1130.0;213;?;33;-211.0;-164.0
-1428.0;-97;-708;85;-106.0;-447.0;-1141.0;345;85;-97;-432.0;-220.0
-1245.0;-3;-509;1;284.0;-543.0;-1088.0;-103;1;-3;-805.0;-155.0
-530.0;-97;-335;?;733.0;-786.0;-729.0;-355;86;-97;-1142.0;32.0
324.0;-67;-173;81;1052.0;-1050.0;?;128;81;?;-1514.0;220.0
157.0;-52;199;67;?;-1263.0;-652.0;440;67;-52;-1861.0;327.0
-1307.0;-27;252;-2;977.0;-1428.0;-1897.0;557;-2;-27;-2046.0;371.0
-3061.0;-53;372;22;884.0;-1361.0;-2654.0;709;22;-53;-1942.0;420.0
-4041.0;-16;356;37;794.0;-1263.0;-2828.0;811;37;-16;-1621.0;482.0
-4003.0;-29;61;-9;869.0;-1218.0;-2510.0;518;-9;-29;-1389.0;540.0
-3345.0;-56;362;-32;948.0;-1155.0;-2259.0;944;-32;-56;-1264.0;510.0
-2326.0;-25;645;-61;1052.0;?;?;1418;-61;-25;-1174.0;475.0
-1325.0;1;498;-95;1072.0;-988.0;-1322.0;1012;-95;1;-1094.0;499.0
-767.0;-66;464;-106;998.0;?;-841.0;1254;-106;-66;-1016.0;490.0
-462.0;-320;54;-135;931.0;-662.0;?;1016;-135;-320;-842.0;475.0
-432.0;-254;-135;-146;814.0;-489.0;-631.0;211;-146;-254;-637.0;474.0
-614.0;-217;-1087;-184;776.0;-336.0;-807.0;-880;-184;-217;-536.0;?
-796.0;469;-1436;-1354;803.0;-165.0;-661.0;-385;-1354;469;-318.0;421.0
-718.0;2320;338;-3171;747.0;-246.0;-346.0;1710;-3171;2320;-156.0;410.0
-337.0;2896;388;-3237;672.0;-329.0;-145.0;942;?;2896;-153.0;454.0
-109.0;?;-138;?;409.0;-133.0;-388.0;48;-1889;1751;-245.0;477.0
-293.0;551;131;-779;71.0;19.0;-395.0;437;-779;551;-162.0;443.0
-171.0;657;-43;-240;-183.0;-70.0;171.0;186;-240;657;57.0;306.0
703.0;1966;64;196;-90.0;8.0;1002.0;319;196;1966;251.0;341.0
1636.0;2181;39;1009;-101.0;81.0;1692.0;285;?;2181;-406.0;198.0
2418.0;1026;2;1598;30.0;-134.0;2078.0;231;1598;1026;-523.0;83.0
2441.0;39;47;1813;58.0;-388.0;2153.0;289;1813;39;120.0;?
2012.0;587;-20;1501;-166.0;-462.0;1510.0;213;?;587;379.0;42.0
1096.0;-289;29;1680;-435.0;-433.0;483.0;270;1680;-289;336.0;-9.0
113.0;-427;56;1659;-587.0;-320.0;-244.0;273;1659;-427;73.0;-7.0
-669.0;145;1;1738;-556.0;-225.0;-576.0;234;1738;145;-44.0;23.0
-1119.0;-2087;-2;3312;-477.0;-190.0;-574.0;240;3312;-2087;37.0;45.0
-1189.0;1045;117;1776;-334.0;-196.0;-408.0;274;1776;1045;-22.0;23.0
-937.0;443;-34;-285;-250.0;-224.0;-232.0;?;-285;443;-4.0;-16.0
-482.0;-2817;117;-1346;-136.0;-315.0;-281.0;237;?;-2817;41.0;-16.0
-69.0;1540;99;-1877;-158.0;-327.0;-365.0;213;-1877;1540;110.0;-23.0
65.0;1106;-24;1011;?;-394.0;-369.0;142;1011;1106;134.0;-74.0
-62.0;-89;834;?;-272.0;-475.0;-299.0;?;722;-89;103.0;-138.0
-205.0;936;247;-816;-382.0;-568.0;-270.0;-80;-816;936;84.0;-272.0
-312.0;72;-37;-69;-409.0;-588.0;-418.0;115;-69;72;-99.0;-324.0
-520.0;179;872;-194;-367.0;-528.0;-970.0;843;-194;179;-104.0;-263.0
-1143.0;-38;524;36;-396.0;-594.0;-1181.0;233;?;-38;-401.0;-358.0
?;-100;590;118;-171.0;-425.0;?;224;118;-100;-806.0;-446.0
-1631.0;-4;443;0;363.0;-660.0;-1202.0;-31;0;-4;-1042.0;-301.0
-662.0;-86;?;70;997.0;-642.0;-225.0;-233;70;-86;-1326.0;-14.0
457.0;-30;407;3;1392.0;-1043.0;-190.0;30;3;-30;-1491.0;130.0
251.0;-12;338;?;1587.0;-1075.0;-958.0;31;3;-12;-1715.0;183.0
-1122.0;41;600;-53;1530.0;-1109.0;-1882.0;645;-53;41;-1799.0;258.0
