InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-13.0;2;-1;4;72.0;79.0;70.0;298;4;2;84.0;-54.0
472.0;246;178;-134;-463.0;-923.0;134.0;272;-134;246;-341.0;-172.0
-23.0;-32;4;-10;46.0;-28.0;-17.0;217;-10;-32;37.0;20.0
-16.0;-22;4;18;66.0;-7.0;-35.0;221;18;-22;-1.0;-13.0
-42.0;3;4;8;-37.0;0.0;-36.0;221;8;3;-11.0;19.0
-897.0;-15;-164;-4;745.0;-592.0;-807.0;405;-4;-15;-731.0;131.0
-64.0;-23;6;0;-150.0;2.0;-126.0;251;0;-23;-75.0;21.0
-154.0;4;-1;-36;-136.0;53.0;-85.0;257;-36;4;-5.0;63.0
-259.0;1564;-151;3072;19.0;-370.0;-175.0;240;3072;1564;-66.0;353.0
-211.0;13;5;12;23.0;-209.0;-278.0;334;12;13;-185.0;37.0
-41.0;12;-2;15;63.0;-11.0;-15.0;213;15;12;34.0;15.0
-653.0;-64;-180;1124;237.0;-1014.0;-591.0;223;1124;-64;-1297.0;219.0
-7.0;-11;2;4;75.0;2.0;36.0;279;4;-11;18.0;-1.0
-907.0;-1908;-16;1274;110.0;-94.0;-265.0;240;1274;-1908;-126.0;-39.0
-82.0;-5;3;-5;-33.0;-29.0;-8.0;215;-5;-5;-16.0;4.0
-117.0;21;0;22;40.0;-43.0;-39.0;309;22;21;12.0;42.0
14.0;259;-1262;-252;-326.0;209.0;282.0;5;-252;259;711.0;-273.0
-16.0;20;2;-12;12.0;-22.0;-42.0;219;-12;20;-29.0;-18.0
35.0;6;5;0;43.0;-2.0;14.0;219;0;6;-128.0;0.0
-52.0;24;4;-22;27.0;27.0;-47.0;245;-22;24;-13.0;-32.0
-1637.0;2631;55;442;1073.0;-1574.0;-1463.0;251;442;2631;-1281.0;719.0
-54.0;31;5;-10;46.0;-26.0;-5.0;221;-10;31;1.0;-4.0
-27.0;-1;-4;18;46.0;7.0;-41.0;219;18;-1;37.0;4.0
-64.0;-20;0;0;-33.0;-42.0;-15.0;221;0;-20;-27.0;20.0
-61.0;-8;-3;10;10.0;13.0;-26.0;305;10;-8;15.0;-48.0
14.0;-12;-5;2;-14.0;15.0;-37.0;216;2;-12;14.0;-28.0
-308.0;-37;4;2;11.0;-179.0;-279.0;285;2;-37;48.0;72.0
-36.0;27;-4;-1;45.0;-4.0;-13.0;215;-1;27;1.0;8.0
-67.0;-17;0;-4;-25.0;-9.0;10.0;223;-4;-17;-11.0;-8.0
34.0;-872;80;424;-899.0;162.0;57.0;248;424;-872;504.0;93.0
-29.0;20;3;10;8.0;25.0;10.0;304;10;20;-37.0;-75.0
-94.0;15;-2;-25;4.0;18.0;-12.0;279;-25;15;75.0;-20.0
-62.0;-16;-2;-25;-49.0;8.0;19.0;263;-25;-16;0.0;35.0
-19.0;5;-2;-6;33.0;-47.0;-32.0;219;-6;5;27.0;11.0
64.0;-626;-396;-207;-285.0;-142.0;62.0;-93;-207;-626;288.0;-172.0
-21.0;20;1;11;33.0;-12.0;-13.0;225;11;20;25.0;8.0
-21.0;-1;0;9;19.0;8.0;-16.0;220;9;-1;35.0;-13.0
-59.0;7;-8;-2;1050.0;23.0;-48.0;218;-2;7;226.0;-33.0
57.0;-7;2;9;16.0;-140.0;-52.0;219;9;-7;14.0;23.0
799.0;-311;-110;-794;-300.0;687.0;582.0;216;-794;-311;443.0;-153.0
102.0;10;25;-41;-397.0;141.0;235.0;325;-41;10;-402.0;-86.0
-81.0;-37;3;-1;79.0;0.0;-54.0;215;-1;-37;84.0;-28.0
-37.0;12;3;-8;5.0;-26.0;-50.0;222;-8;12;16.0;49.0
-59.0;-6;0;-13;117.0;-8.0;-30.0;221;-13;-6;15.0;21.0
-64.0;9;3;-15;-6.0;12.0;-35.0;219;-15;9;14.0;-17.0
-176.0;-2;2;29;133.0;-243.0;-119.0;223;29;-2;-497.0;70.0
-244.0;-14;958;14;535.0;-262.0;-305.0;-228;14;-14;-632.0;-159.0
-131.0;313;500;-398;-48.0;-310.0;344.0;205;-398;313;99.0;-512.0
42.0;-80;-122;34;185.0;-68.0;10.0;171;34;-80;-21.0;-45.0
247.0;-14;0;12;-40.0;174.0;292.0;305;12;-14;147.0;-25.0
5.0;-67;384;4;-712.0;257.0;220.0;-18;4;-67;468.0;-487.0
-113.0;-12;3;8;-53.0;77.0;36.0;244;8;-12;97.0;-64.0
-68.0;1;-1;15;64.0;-60.0;-21.0;272;15;1;50.0;35.0
-59.0;46;7;-8;-1.0;34.0;-22.0;304;-8;46;50.0;21.0
323.0;-9;5;-8;-3.0;-55.0;-157.0;215;-8;-9;-9.0;-9.0
-290.0;9;-1;-17;52.0;-27.0;40.0;300;-17;9;-60.0;106.0
-35.0;-8;3;-20;51.0;308.0;65.0;221;-20;-8;24.0;-78.0
-167.0;16;-4;-27;5.0;-128.0;64.0;222;-27;16;384.0;-11.0
-123.0;-29;3;10;-426.0;-263.0;-81.0;224;10;-29;-1051.0;16.0
-102.0;5;-2;-26;104.0;-377.0;-38.0;280;-26;5;110.0;-221.0
121.0;-1;0;-3;191.0;-10.0;89.0;221;-3;-1;-134.0;17.0
-396.0;596;-19;-191;-516.0;284.0;-122.0;76;-191;596;73.0;-355.0
134.0;26;94;-17;-198.0;-194.0;110.0;134;-17;26;-530.0;30.0
-1.0;-21;-1;-17;11.0;-7.0;-41.0;220;-17;-21;17.0;-9.0
-467.0;11;2;16;-177.0;15.0;-173.0;211;16;11;227.0;17.0
-3.0;-12;-1;3;7.0;-55.0;-422.0;243;3;-12;-7.0;-18.0
-69.0;28;-2;17;57.0;-18.0;-47.0;217;17;28;21.0;-19.0
116.0;-68;-559;57;685.0;-107.0;-432.0;-77;57;-68;-268.0;-43.0
-276.0;-5;0;12;-89.0;7.0;-217.0;220;12;-5;51.0;75.0
-260.0;-138;480;134;-310.0;1.0;-105.0;-139;134;-138;-101.0;-374.0
-320.0;-198;457;464;-118.0;192.0;-101.0;149;464;-198;442.0;-123.0
-251.0;-13;-100;33;435.0;-202.0;-256.0;306;33;-13;-393.0;132.0
100.0;7;0;7;-6.0;136.0;98.0;266;7;7;166.0;-32.0
484.0;154;-95;-197;-41.0;-516.0;-129.0;259;-197;154;-127.0;125.0
-64.0;1;1;-31;450.0;-99.0;-61.0;257;-31;1;-352.0;10.0
-49.0;21;2;-27;-6.0;-33.0;-20.0;223;-27;21;-20.0;17.0
-48.0;-7;1;-31;28.0;-27.0;7.0;220;-31;-7;36.0;-56.0
36.0;23;3;-17;-3.0;116.0;54.0;249;-17;23;88.0;-13.0
-23.0;19;3;-12;33.0;-35.0;-22.0;215;-12;19;-1.0;-24.0
-50.0;2;-5;35;-7.0;-4.0;-37.0;227;35;2;8.0;20.0
-275.0;-47;-3;61;478.0;-239.0;-354.0;261;61;-47;-61.0;-133.0
118.0;10;-3;10;10.0;-45.0;-146.0;214;10;10;47.0;3.0
103.0;1;-2;3;35.0;-9.0;-9.0;217;3;1;-1.0;-9.0
-41.0;-4;0;-4;-15.0;11.0;-43.0;213;-4;-4;-20.0;4.0
-119.0;-16;-3;-16;214.0;-10.0;-58.0;303;-16;-16;-552.0;5.0
185.0;-458;143;-546;463.0;328.0;179.0;264;-546;-458;132.0;-173.0
-143.0;-21;-4;-12;10.0;-33.0;-28.0;225;-12;-21;7.0;-2.0
-190.0;-543;150;755;-548.0;-480.0;-183.0;254;755;-543;-126.0;-92.0
-51.0;15;1;-11;-11.0;-16.0;-9.0;307;-11;15;15.0;-19.0
-168.0;-84;-81;42;-128.0;-98.0;-92.0;271;42;-84;10.0;-111.0
-81.0;0;-2;3;0.0;8.0;-39.0;306;3;0;37.0;23.0
-67.0;-41;2;-20;33.0;-44.0;-8.0;218;-20;-41;27.0;4.0
-55.0;-41;1;-31;27.0;33.0;-26.0;213;-31;-41;7.0;-13.0
-999.0;498;-145;-591;104.0;-530.0;-1080.0;584;-591;498;-489.0;297.0
-40.0;-12;-2;-41;17.0;-27.0;-49.0;218;-41;-12;-7.0;13.0
-424.0;-8;4;17;-5.0;-24.0;-68.0;216;17;-8;-1.0;-9.0
-742.0;-14;-2;-18;-49.0;2.0;-59.0;216;-18;-14;103.0;-19.0
-64.0;6;-3;-7;18.0;-50.0;-3.0;214;-7;6;33.0;23.0
1419.0;-362;82;-1925;-1211.0;699.0;1466.0;278;-1925;-362;1008.0;-216.0
-113.0;-3;0;-24;70.0;29.0;-63.0;210;-24;-3;199.0;38.0
-285.0;10;9;1;148.0;-185.0;-198.0;280;1;10;15.0;49.0
-6.0;-31;-1;-22;-29.0;-16.0;7.0;261;-22;-31;39.0;6.0
10.0;2;7;9;-51.0;67.0;51.0;306;9;2;95.0;-26.0
-96.0;7;5;-40;25.0;-41.0;-43.0;221;-40;7;15.0;-8.0
-41.0;-6;3;-7;33.0;15.0;-48.0;214;-7;-6;16.0;-28.0
-47.0;1;6;-31;1.0;2.0;-51.0;221;-31;1;12.0;-5.0
-943.0;5;5;-9;-250.0;173.0;-178.0;216;-9;5;874.0;-79.0
325.0;73;-242;-408;-286.0;561.0;340.0;791;-408;73;530.0;-16.0
-552.0;-15;-39;49;-14.0;-437.0;-552.0;370;49;-15;-514.0;82.0
-47.0;15;-5;-18;55.0;-9.0;-22.0;311;-18;15;18.0;-37.0
-474.0;-20;-14;-20;-2083.0;-525.0;-368.0;279;-20;-20;-790.0;66.0
-58.0;20;-3;10;-108.0;-48.0;86.0;222;10;20;65.0;-22.0
-87.0;0;3;-4;18.0;24.0;-6.0;217;-4;0;-21.0;0.0
-41.0;10;-2;-11;-129.0;-33.0;-32.0;214;-11;10;-90.0;-11.0
-54.0;7;4;15;-11.0;6.0;-11.0;222;15;7;27.0;32.0
705.0;591;1;-1263;-620.0;352.0;635.0;272;-1263;591;640.0;-211.0
-92.0;-2;1;-21;10.0;-39.0;-35.0;216;-21;-2;79.0;-11.0
-167.0;-304;-427;-1155;-143.0;33.0;-239.0;259;-1155;-304;-35.0;267.0
399.0;-60;-854;75;1142.0;93.0;91.0;-276;75;-60;-223.0;75.0
-400.0;-24;6;-21;95.0;188.0;-106.0;213;-21;-24;233.0;-152.0
-286.0;175;166;-1644;-1367.0;464.0;-73.0;235;-1644;175;162.0;241.0
-76.0;1;8;-16;-820.0;-1.0;-8.0;236;-16;1;1707.0;-44.0
-234.0;84;-47;-123;-236.0;-161.0;-102.0;362;-123;84;-5.0;125.0
366.0;-28;3;34;-488.0;200.0;178.0;258;34;-28;389.0;-147.0
-206.0;-11;-4;-20;348.0;-140.0;-220.0;283;-20;-11;293.0;28.0
56.0;-9;-9;-10;-248.0;629.0;462.0;250;-10;-9;105.0;-16.0
34.0;-25;19;2;-52.0;257.0;65.0;297;2;-25;269.0;-19.0
4.0;-11;3;-16;-334.0;80.0;12.0;278;-16;-11;128.0;-2.0
-115.0;16;-1;-28;79.0;377.0;28.0;261;-28;16;512.0;122.0
-13.0;27;-5;5;-65.0;26.0;1.0;257;5;27;-13.0;-2.0
280.0;-171;136;2505;-812.0;339.0;398.0;264;2505;-171;764.0;96.0
1235.0;-269;3;410;-1191.0;1155.0;1255.0;269;410;-269;1656.0;-321.0
31.0;270;0;-202;52.0;-19.0;86.0;272;-202;270;-122.0;63.0
-777.0;-1175;-9;-1207;256.0;163.0;-582.0;513;-1207;-1175;234.0;150.0
-905.0;-450;57;-182;375.0;-298.0;-763.0;442;-182;-450;-432.0;334.0
-1559.0;679;90;2464;-221.0;-848.0;-1348.0;304;2464;679;-1039.0;887.0
328.0;1;-17;-8;113.0;347.0;456.0;277;-8;1;351.0;-84.0
-499.0;945;-159;-2707;-59.0;155.0;-259.0;-2560;-2707;945;-30.0;308.0
-44.0;-19;17;3;-284.0;-122.0;-68.0;272;3;-19;-91.0;32.0
537.0;110;-60;840;-549.0;267.0;702.0;242;840;110;100.0;225.0
-68.0;17;-1;-1;55.0;21.0;12.0;223;-1;17;19.0;-8.0
-352.0;-6;4;8;-14.0;-133.0;-20.0;215;8;-6;-16.0;-27.0
-225.0;-5;20;1;281.0;55.0;30.0;255;1;-5;240.0;-143.0
3.0;-424;7;-465;-645.0;161.0;408.0;266;-465;-424;20.0;24.0
656.0;-38;-36;-5;76.0;351.0;822.0;256;-5;-38;19.0;42.0
53.0;-11;1;-23;87.0;42.0;102.0;257;-23;-11;67.0;-22.0
520.0;-24;4;6;11.0;-5.0;78.0;216;6;-24;8.0;4.0
649.0;-1198;20;-201;-376.0;229.0;720.0;272;-201;-1198;167.0;-127.0
-113.0;-22;0;-2;-332.0;129.0;156.0;226;-2;-22;221.0;-4.0
-60.0;-2039;-48;-3174;-941.0;414.0;201.0;257;-3174;-2039;342.0;108.0
568.0;-1653;-59;2245;-327.0;507.0;795.0;207;2245;-1653;1018.0;-272.0
95.0;-31;-1;-6;-141.0;40.0;77.0;225;-6;-31;59.0;-11.0
206.0;-23;3;-8;-270.0;-46.0;418.0;223;-8;-23;31.0;-46.0
1907.0;9;-16;-6;-183.0;1003.0;2193.0;281;-6;9;690.0;19.0
-31.0;-15;1;19;-16.0;12.0;-22.0;215;19;-15;120.0;0.0
256.0;7;-3;0;746.0;278.0;283.0;308;0;7;96.0;-64.0
400.0;-2126;-49;-1272;-586.0;191.0;549.0;304;-1272;-2126;126.0;204.0
-415.0;108;-332;-28;-370.0;358.0;53.0;-100;-28;108;283.0;-191.0
-4.0;6;7;-1;1694.0;210.0;9.0;251;-1;6;579.0;-149.0
161.0;-18;-7;2;-41.0;138.0;58.0;268;2;-18;395.0;-257.0
187.0;-23;183;51;-608.0;23.0;429.0;42;51;-23;-161.0;-331.0
-90.0;-7;-2;-1;-758.0;-24.0;1.0;270;-1;-7;379.0;-31.0
-378.0;-1048;-37;-628;-737.0;340.0;51.0;335;-628;-1048;579.0;145.0
187.0;16;11;-5;-11.0;-25.0;-16.0;295;-5;16;241.0;-48.0
-52.0;25;1;4;101.0;13.0;-26.0;214;4;25;277.0;-48.0
184.0;-397;0;-542;643.0;294.0;190.0;262;-542;-397;388.0;72.0
130.0;-16;-56;15;-98.0;202.0;128.0;259;15;-16;78.0;-8.0
725.0;19;-22;-15;-2.0;79.0;819.0;226;-15;19;-635.0;24.0
95.0;-7;2;-21;-1555.0;95.0;104.0;300;-21;-7;580.0;44.0
46.0;-33;-31;-26;134.0;109.0;-8.0;362;-26;-33;902.0;4.0
2073.0;-22;-6;-23;54.0;12.0;306.0;219;-23;-22;24.0;-153.0
-2019.0;-15;1;-7;-23.0;21.0;-505.0;216;-7;-15;91.0;-45.0
-913.0;8;1;-7;485.0;-49.0;-359.0;308;-7;8;90.0;46.0
-654.0;1562;66;-2875;63.0;-106.0;-619.0;694;-2875;1562;-132.0;398.0
-101.0;-10;0;-19;-779.0;-149.0;-77.0;218;-19;-10;-151.0;-10.0
-143.0;-44;-13;-15;-316.0;139.0;-152.0;226;-15;-44;123.0;83.0
287.0;25;-2;-16;276.0;26.0;324.0;310;-16;25;-333.0;45.0
-185.0;29;-1;-32;-3.0;-45.0;-74.0;220;-32;29;-94.0;56.0
384.0;1343;-80;1066;-815.0;369.0;732.0;260;1066;1343;607.0;67.0
476.0;-10;-46;14;-5.0;-384.0;-821.0;340;14;-10;-624.0;-4.0
13.0;-10;30;-26;49.0;19.0;245.0;253;-26;-10;101.0;-266.0
521.0;40;148;0;610.0;326.0;521.0;270;0;40;382.0;-187.0
-44.0;-13;1;-9;-158.0;-94.0;-94.0;281;-9;-13;170.0;2.0
-543.0;-5;0;-3;-594.0;-211.0;-455.0;262;-3;-5;185.0;-16.0
-67.0;23;2;11;-366.0;327.0;214.0;267;11;23;512.0;-136.0
