NVL_Recv_Storage.GL_LightBarrier;MotorData.Motor_Pos2reached;PLC_PRG.Gripper;MotorData.Motor_Pos3reached;NVL_Send_Storage.ActivateStorage;NVL_Recv_Storage.GL_I_Slider_OUT;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted;MotorData.IsAcceleration
1;0;?;0;0;0;?;0;0
1;0;1;0;0;0;1;?;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
?;0;1;?;0;0;1;?;0
1;0;1;0;0;0;?;?;0
?;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;0;?;0;0;0;1;?;0
?;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;?
?;0;1;0;0;0;1;0;0
1;0;1;0;?;0;?;0;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;-1015
1;0;1;?;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;1015
1;0;?;0;0;0;1;0;1015
1;0;1;0;0;0;?;0;?
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
?;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
?;?;1;0;0;0;1;0;-1015
1;0;1;?;0;0;1;?;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;?;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;-1015
?;0;1;0;0;0;1;0;?
1;?;1;0;?;0;1;0;-1015
1;0;1;?;0;?;1;0;0
?;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;?
?;0;?;0;0;0;1;0;?
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
?;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;?
1;0;1;0;0;0;?;?;0
1;?;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;0;?;0;0;0;1;?;-1015
1;?;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;?;1;0;0;0;1;0;-1015
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;?;1;0;1015
1;0;1;0;0;0;1;0;0
?;0;1;0;?;0;1;0;0
1;?;1;0;0;0;1;0;?
?;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;?;?;1;0;?
1;0;1;0;?;0;1;0;0
1;0;?;0;0;0;1;0;0
1;?;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;-2030
1;?;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;?
1;0;1;0;?;0;?;0;1015
1;0;1;0;?;0;1;0;1015
1;?;1;0;0;0;1;0;-1015
1;0;1;0;0;?;?;0;1015
1;0;1;?;0;0;1;0;0
1;?;1;?;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;?;0;0;1;0;-1015
1;0;1;0;0;0;1;0;-1015
?;0;1;0;0;0;?;0;-1015
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;?;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;?;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
?;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;?;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;-3016
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;?;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;?;0;-1015
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;-1015
1;0;1;0;0;0;1;0;?
1;0;1;?;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;?;1;0;0;0;1;0;0
1;?;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;?;0;1015
1;0;1;?;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;?;0;?
1;?;1;?;0;0;1;0;0
?;0;?;0;0;0;?;0;0
1;0;1;?;?;0;1;0;0
1;?;?;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;?;?;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;1;0;0;1;0;0
1;0;1;1;0;0;1;0;0
1;?;?;1;0;0;?;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
?;0;0;1;0;0;1;0;0
1;0;0;1;?;0;1;?;0
1;0;?;1;0;0;?;0;0
1;0;0;1;0;0;?;0;0
1;0;0;?;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;?;0;0
?;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;?;0;0
1;0;0;1;0;0;1;0;?
1;0;0;1;0;?;1;0;0
1;0;0;1;0;0;?;0;0
?;0;0;1;0;0;1;?;0
1;0;0;1;?;0;1;0;0
?;0;0;?;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;?;0;0
1;0;0;?;0;0;?;0;0
1;0;?;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;?;0;?;1;0;?
1;0;0;1;0;0;1;0;?
1;0;0;?;0;0;?;0;0
1;0;0;1;?;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;?;1;0;0
1;?;0;?;0;0;1;0;0
1;0;0;1;0;0;1;0;?
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;?;0;1;?;0;1;0;0
1;0;0;1;0;?;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;?
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;?;?;1;0;0
1;?;0;1;0;0;?;0;0
1;0;0;1;0;0;1;0;?
1;0;0;1;0;0;?;0;0
?;0;0;1;0;0;?;0;?
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
?;?;0;1;0;0;1;0;0
1;0;0;1;0;0;1;0;0
1;0;0;1;0;0;?;0;0
1;0;0;?;?;0;1;0;0
1;0;0;1;0;0;1;?;0
1;0;0;1;0;0;1;1;0
1;0;0;1;0;?;1;1;0
1;0;0;1;1;0;1;1;0
1;0;0;1;1;0;1;1;0
0;0;0;1;1;0;0;1;0
0;0;0;1;1;0;0;1;0
?;0;0;1;1;0;0;1;0
1;0;0;1;1;?;0;1;0
1;0;0;1;1;0;0;1;0
1;0;0;1;1;0;0;1;0
1;?;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;?;1;0;1;?
1;0;0;1;0;?;0;1;0
1;0;?;1;0;1;?;1;0
1;?;0;1;?;1;0;1;?
1;?;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;?;0;1;?;1;0
1;0;0;1;?;?;0;1;0
1;0;0;1;?;1;0;1;?
1;0;0;1;0;1;0;1;0
1;?;0;1;0;1;0;?;0
1;0;?;1;0;1;?;1;0
1;0;?;1;0;1;0;1;0
1;0;0;1;0;1;?;?;0
1;0;?;1;0;1;0;1;0
1;0;?;1;0;1;0;1;?
1;0;0;1;0;1;0;1;0
1;0;0;?;0;?;0;?;0
1;0;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;?
1;0;0;?;0;1;0;1;?
1;?;0;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;?;1;?;1;0
1;0;0;?;0;1;0;1;0
1;0;0;1;0;1;0;?;0
1;0;0;1;0;1;?;1;0
1;0;0;1;0;?;0;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;0;1;0;?;0
1;0;0;1;?;1;?;1;0
1;0;?;1;0;1;0;1;?
1;0;0;1;0;1;0;1;?
1;0;?;1;0;1;0;1;0
1;0;0;1;0;1;0;1;0
?;0;0;1;0;1;?;1;0
1;0;0;?;0;1;?;1;0
1;0;0;1;0;1;0;1;0
1;0;0;1;?;1;0;1;0
1;0;0;1;?;1;?;0;0
1;0;0;1;0;?;0;0;0
1;0;0;1;0;1;0;0;0
1;0;0;1;0;1;?;0;0
1;0;0;1;0;1;0;0;0
1;0;0;1;0;1;0;0;0
1;0;0;1;0;0;0;0;0
1;0;0;1;0;0;0;0;0
1;0;0;1;0;?;0;0;0
1;0;0;1;0;0;0;0;0
1;0;0;1;0;0;0;0;0
1;0;?;?;0;0;0;?;0
1;?;0;1;0;0;0;0;0
1;0;0;1;0;0;1;0;-2001
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;?;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;?;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;?;0
1;0;0;0;0;0;1;0;0
1;?;0;0;0;0;1;?;?
1;0;0;0;0;0;1;0;0
1;0;?;0;0;0;1;0;?
1;0;0;0;0;0;?;0;0
1;0;0;0;0;0;1;0;-1015
1;?;0;0;0;?;1;0;0
1;?;0;0;0;0;1;0;-1015
1;0;0;0;0;0;1;0;-1015
1;0;?;0;0;0;1;0;0
?;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;1015
1;0;?;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
?;0;0;0;0;0;?;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;?;-1015
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;0;?;0;-1015
1;0;0;0;0;0;1;0;-1015
?;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;?;0;0;?;0;?
?;0;0;0;0;0;1;0;0
1;0;0;0;0;?;1;0;0
1;0;0;0;0;0;1;?;0
1;0;0;0;0;0;?;0;-1015
1;0;?;0;0;?;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;?;0
1;0;0;?;0;0;1;0;?
1;0;0;0;0;0;1;0;-1015
1;0;0;?;0;0;1;0;-1015
1;0;0;0;0;0;1;0;-1015
1;0;0;0;?;0;1;0;-1015
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;?;0;0;1;0;?
1;0;0;0;0;0;1;0;1015
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;0;1;?;-1015
?;0;0;0;0;0;1;?;0
1;0;0;0;0;0;1;0;0
1;0;?;0;0;0;1;0;?
1;0;0;?;0;?;1;0;0
1;?;0;0;0;0;?;?;0
1;0;0;0;0;0;?;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
?;0;?;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;?;0;0;0;?;0;0
1;0;1;0;?;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
?;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;?;?;?;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;986
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;?
1;0;1;0;?;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;?;0;1;0;0
1;0;1;0;0;?;1;0;0
1;?;1;?;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;1015
1;0;?;0;0;0;1;0;1015
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;?
1;0;?;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;?;1;0;?;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;-1015
1;0;1;?;0;0;1;0;-1015
1;0;1;0;?;0;1;0;-1015
1;?;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;-1015
1;?;1;?;0;0;1;0;-1015
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
?;0;?;0;0;0;1;0;-1015
1;0;1;?;0;0;1;0;-1015
1;0;1;0;0;0;1;0;1015
1;0;?;0;?;0;1;0;-1015
1;0;1;0;0;0;?;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;?;0
1;0;?;?;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;?;0;0;1;0;0
1;0;1;0;0;?;1;0;?
?;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;?;?
1;0;1;0;0;0;1;0;-1015
1;?;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;?
1;0;1;?;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;-1015
?;0;1;0;0;0;1;0;1015
1;0;?;0;0;?;1;0;?
1;0;1;0;0;0;1;0;1015
1;0;?;0;0;0;1;0;-1015
1;0;1;0;0;?;?;0;0
1;0;1;0;0;?;1;0;-1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;?;0;1;0;1015
1;0;1;0;?;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;-1015
?;0;?;0;0;0;1;0;0
1;0;?;0;0;0;1;?;0
1;0;1;0;?;0;1;0;-1015
1;0;1;0;0;0;1;?;?
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;?;0;0
1;?;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;?;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;?;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;?;1;0;-2001
1;0;1;0;0;0;?;0;?
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;1015
?;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;?;0;?
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;?;0;1015
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;?;0;?;1;0;-1015
1;0;1;?;0;?;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;0;0;0;?;0;1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;?;?;0
1;0;1;0;0;0;?;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;?;0;1015
1;0;?;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;?;0;1;0;1015
1;0;1;0;0;0;1;0;1015
1;0;?;?;0;0;1;0;0
?;0;1;0;0;0;1;0;0
?;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;?;?;0;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;1;0;-1015
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;?;?;0;1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;?;0;0
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;?;1015
1;?;1;0;0;0;1;0;-1015
1;?;1;0;0;0;1;0;1015
?;0;1;0;?;0;1;0;1015
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;1015
1;0;1;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;?;0;0;0;1;0;0
1;0;1;?;0;0;1;?;0
1;?;1;0;0;0;1;0;0
?;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;-1015
?;0;?;0;0;0;1;0;-1015
1;0;1;0;0;0;1;0;?
1;1;1;0;0;0;1;0;0
?;1;?;0;0;0;1;0;0
1;?;0;0;0;0;1;0;0
1;1;0;0;0;?;?;0;0
1;1;0;0;0;0;1;0;0
?;1;0;0;0;0;1;0;0
1;1;?;0;0;0;1;0;0
1;1;0;?;0;0;1;0;0
1;1;?;0;0;0;1;0;0
1;1;0;0;0;?;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;?;0
1;1;?;0;?;0;1;0;0
1;1;0;?;0;0;1;0;?
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;?;0
1;?;0;?;0;0;?;0;0
1;1;0;0;0;0;1;0;?
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;?;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;?
1;1;0;0;0;0;1;0;0
1;1;?;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
?;1;0;0;0;0;1;0;0
?;1;0;0;0;0;1;0;0
?;1;0;0;0;0;1;0;0
1;1;?;0;0;0;1;0;0
1;1;0;0;0;?;1;0;0
?;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
1;1;0;0;0;0;1;0;0
1;1;?;0;?;0;1;0;0
1;1;0;?;?;0;1;0;0
1;1;?;0;0;0;1;?;0
1;1;0;0;0;0;?;0;0
1;1;0;0;0;0;1;0;0
1;?;?;0;0;0;?;0;?
1;1;0;0;0;?;1;0;0
1;?;0;?;0;0;1;?;0
1;1;0;0;0;0;1;?;0
1;1;0;0;0;0;?;1;0
1;1;0;0;0;?;1;1;0
1;1;?;0;0;0;1;1;0
1;1;0;0;1;?;1;1;0
1;1;0;0;1;0;1;1;0
1;1;0;0;1;0;1;1;0
1;1;0;0;1;0;?;1;0
1;1;0;0;?;0;0;1;0
1;1;0;?;1;0;0;1;0
1;1;0;0;?;0;0;1;0
1;1;0;0;1;0;0;1;0
1;1;?;0;0;1;0;?;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;?;?;1;0
1;1;0;0;0;1;0;1;0
1;1;0;?;0;?;0;1;0
1;1;?;0;0;1;0;1;0
1;1;0;?;0;?;0;1;0
1;1;0;0;0;1;0;1;0
1;1;?;0;0;1;0;?;0
1;1;0;0;0;1;0;1;0
1;?;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;?;1;0;1;0
?;1;0;?;0;1;0;1;0
1;?;?;0;0;?;0;1;?
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;?
1;1;0;0;0;1;0;1;0
1;1;0;0;?;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;?;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;?;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;?;1;0;1;0
?;1;0;0;0;1;0;?;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;?;1;0
1;1;0;0;0;1;0;1;0
1;1;?;0;0;?;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;?;1;0
1;1;0;0;0;?;0;1;0
1;1;0;?;0;1;0;1;0
1;1;0;0;0;1;0;1;0
1;1;0;0;0;1;?;?;0
?;1;0;0;0;1;?;1;0
1;1;0;0;?;1;0;1;?
1;1;0;0;?;1;0;?;0
1;1;0;0;0;1;0;1;0
1;1;0;0;?;1;0;0;0
?;1;0;0;?;?;0;0;0
1;1;0;0;0;1;0;0;0
?;1;0;0;0;1;?;0;0
1;1;?;0;0;1;0;?;0
1;1;0;0;0;1;0;?;0
1;1;0;0;0;0;0;0;0
1;1;0;0;0;0;0;0;0
1;1;0;0;0;0;0;0;0
1;1;0;0;0;0;0;0;?
1;?;0;0;0;?;1;0;?
?;0;0;0;0;0;1;0;-3016
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;?
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;?;0;0;0;1;0;0
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;-1015
1;0;0;0;0;?;1;0;?
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;?
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;?;?
?;0;?;0;0;0;1;0;?
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0
1;0;0;0;0;0;1;?;0
1;0;0;0;0;0;1;0;0
1;0;0;0;?;0;1;?;-1015
1;0;0;0;0;0;1;0;0
1;0;0;?;0;0;1;0;-1015
1;0;0;0;0;0;1;0;-1015
1;?;0;?;0;0;1;0;-1015
1;0;0;?;0;?;1;0;-1015
1;0;0;?;0;0;1;0;0
1;?;0;0;0;0;1;0;0
1;0;0;0;0;0;1;0;2001
1;0;0;0;0;?;1;0;0
1;?;0;0;0;0;?;0;0
1;0;0;0;?;0;1;0;0
1;0;1;0;0;0;?;0;0
1;0;?;0;0;0;1;0;0
?;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;?;0;0;0;?;0;0
1;0;1;0;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;?
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;0;1;?;0;0;1;0;0
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;?;0;0
?;?;1;0;?;0;1;0;0
1;0;1;0;0;0;1;0;0
?;0;1;?;0;0;1;?;0
1;0;1;0;0;0;1;0;0
1;?;1;0;?;0;?;0;?
1;0;1;0;0;?;1;0;?
1;0;1;0;0;0;1;0;0
1;?;1;0;0;0;1;0;0
1;0;1;0;0;0;1;0;2001
