NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent
1;0;0;0;140012;0;0;-33;-164
1;0;0;?;140012;0;0;-33;-164
?;0;0;0;140012;0;0;-35;-175
1;0;0;0;140012;0;0;?;-169
1;0;0;0;?;0;0;-37;-154
1;0;0;0;?;0;0;?;-154
1;0;0;0;140012;0;?;-39;-152
1;?;0;0;140012;0;0;-39;-152
?;0;0;0;140012;0;0;-38;?
1;0;?;0;138359;0;-85608;-71;-910
1;0;0;0;134676;0;-86855;-60;-488
1;0;0;0;128035;0;-67135;-165;-581
1;0;0;0;128035;0;-67135;-165;-581
1;0;0;0;122090;0;-81258;-151;-113
1;?;0;0;118494;0;-90712;-26;-810
1;0;0;?;112346;0;-65279;-74;-920
1;0;0;0;109214;0;-78851;-209;-65
?;0;0;0;109214;0;-78851;-209;-65
1;0;0;0;102747;0;?;-157;-223
?;0;0;0;?;0;-73370;-157;-223
1;0;0;0;98890;0;-66091;-78;-355
1;0;0;0;92249;0;?;-48;-494
1;0;0;0;92249;0;-99093;-48;-494
1;0;0;0;88827;0;-91872;?;-662
1;0;?;0;82186;0;-89117;-50;39
1;0;0;0;78909;0;?;-40;-381
?;0;0;0;72587;0;-80359;-78;-207
1;0;0;0;72587;0;-80359;-78;-207
?;0;0;0;65627;0;-83172;-14;?
1;0;0;0;62495;0;-85724;-136;-333
1;0;0;0;56086;0;-88624;-182;?
1;?;0;?;56086;0;-88624;?;-196
1;0;0;0;52577;?;-93206;-219;-333
1;0;0;0;46081;0;-80156;-100;-509
1;0;0;0;39933;0;?;-204;-375
1;0;0;0;39933;0;-72906;-204;-375
1;0;0;0;36250;0;-80388;-80;?
1;0;0;0;36250;0;-80388;?;-54
?;0;0;0;30102;0;-71601;-111;-680
1;0;0;0;?;0;-84187;-177;-1137
1;0;?;0;22011;0;?;24;?
1;0;0;0;22011;?;0;-40;?
1;0;0;0;22011;0;0;-40;-187
1;0;0;0;22011;?;0;-41;-193
?;0;?;0;?;1;0;-39;-192
1;0;0;0;22011;?;0;-39;?
1;?;0;0;22011;1;0;-39;?
1;0;0;0;22011;1;0;-39;-185
1;0;0;0;22011;1;0;-39;-185
1;0;0;0;?;1;0;-43;-174
1;0;?;0;22011;1;0;-41;-185
?;0;0;0;22011;1;0;-41;-189
1;0;0;?;22011;1;0;-41;-177
1;0;0;0;22011;1;0;-41;-177
1;0;0;0;22011;1;?;-38;-176
?;0;0;?;22011;1;0;-39;-189
?;0;0;0;22011;1;0;-37;-179
1;?;0;0;22011;1;0;-37;-179
1;0;0;0;22011;1;0;-39;-175
?;0;0;0;22011;1;0;?;?
1;0;?;0;22011;1;0;-44;-192
1;0;0;0;22011;1;?;-37;-179
1;0;0;0;22011;1;0;-37;-179
1;0;0;0;?;1;0;-37;-179
1;0;0;0;22011;?;0;-37;-185
1;?;0;0;?;1;?;-39;-180
1;0;0;0;22011;1;0;-40;-180
1;?;0;0;23287;0;54868;241;246
1;0;0;0;?;0;54868;241;246
1;0;0;0;?;0;91350;113;?
1;0;0;0;32625;0;65743;95;356
1;0;0;0;39266;0;72645;215;?
1;0;0;0;42717;0;71311;40;557
1;0;?;0;42717;0;?;40;557
1;0;0;0;48952;0;93264;115;792
1;0;0;0;52229;0;76357;238;909
1;0;0;0;59131;0;81461;66;?
1;0;0;0;59131;0;81461;66;480
1;0;0;0;?;0;?;39;926
1;0;0;0;65366;0;94134;39;926
1;0;0;0;?;0;?;23;386
1;0;0;0;?;0;84854;-45;60
1;0;0;0;?;0;95352;-48;140
1;0;?;0;79112;0;95352;-48;140
1;0;0;0;85289;0;81432;114;76
?;0;0;0;?;0;77836;?;-56
1;0;0;?;95294;0;69803;101;397
1;0;0;0;95294;0;69803;101;397
1;0;0;0;98658;0;?;171;850
1;0;0;0;105763;0;?;76;-120
1;0;0;0;109214;0;64786;-1;226
1;0;0;0;115217;0;?;?;570
1;0;0;0;115217;0;95787;188;570
1;0;0;0;115217;0;95787;188;570
1;0;0;0;118639;0;72703;61;509
1;0;0;0;125686;0;91611;79;?
1;0;0;0;129224;0;66062;?;?
1;0;0;0;136329;?;90625;137;250
1;0;0;0;136329;?;90625;137;?
?;0;0;0;139925;0;?;0;198
?;0;0;0;146102;0;72935;54;288
1;0;0;0;146102;0;?;54;288
1;0;0;0;153613;0;83404;?;197
1;0;0;0;153613;0;83404;-1;197
1;0;0;0;157064;0;66236;71;283
1;0;0;0;163067;0;85144;61;647
1;0;0;0;166344;0;94627;181;40
1;0;0;0;173304;0;?;81;653
1;0;0;0;176581;0;93670;120;569
1;0;?;0;176581;0;93670;120;569
1;?;0;0;?;0;74240;129;88
1;0;0;0;188993;0;78300;33;86
1;0;0;?;192415;0;84071;110;-81
1;0;0;0;192415;0;84071;110;-81
1;?;?;0;198418;0;?;153;374
1;0;?;0;?;0;89494;101;781
1;?;?;0;209061;0;?;54;664
1;0;?;0;209061;0;87783;54;664
1;0;0;0;212338;0;78097;?;-7
1;0;0;0;212338;0;78097;?;-7
1;0;?;0;218341;0;66352;101;659
1;0;0;0;222343;?;84390;39;786
1;0;0;0;228752;0;92568;36;-362
1;0;0;0;234668;0;98890;-75;?
1;0;0;0;?;0;98890;-75;289
1;0;0;?;238815;0;77517;-62;16
1;0;0;0;245224;0;81780;17;543
1;0;0;?;248588;0;53273;130;267
1;0;0;0;248588;0;53273;130;267
1;0;0;0;255461;0;71456;114;?
1;0;0;0;258912;0;93206;51;498
1;0;0;?;258912;0;93206;51;498
1;0;0;0;268105;0;62901;?;909
1;0;0;0;268105;0;62901;63;909
1;?;0;0;268105;0;62901;?;?
1;0;0;?;274601;?;?;84;63
1;0;0;?;281068;0;82824;?;949
1;0;0;0;283939;0;64670;32;743
1;0;0;0;290928;?;89117;?;746
1;0;0;?;294031;?;82679;202;275
1;0;0;0;294031;0;82679;202;275
?;0;0;0;299947;0;87203;10;663
1;0;0;0;303862;0;77343;57;91
1;0;0;0;310184;0;100485;61;96
1;0;0;0;310184;0;?;61;96
1;0;0;0;316361;0;77343;97;316
?;0;?;0;316361;0;77343;97;316
1;0;0;0;?;0;83056;157;567
1;0;0;0;326453;0;70992;213;25
1;0;0;0;329730;0;68208;15;648
1;0;0;0;329730;0;68208;15;648
1;?;0;0;336052;0;71224;-47;4
1;0;0;0;339561;0;78039;51;987
1;0;0;0;345883;0;60059;?;1007
1;0;0;0;349015;?;67106;72;855
1;0;0;0;349015;0;67106;72;855
1;0;0;?;355801;0;65888;165;1143
1;0;0;0;361804;0;75081;161;660
0;1;1;0;365081;0;66323;83;657
0;1;1;0;365081;0;66323;83;657
0;1;1;0;371577;0;98339;115;745
0;1;1;0;371577;0;98339;115;745
0;1;?;0;?;0;86652;154;188
0;1;1;0;381089;0;72268;219;1094
0;1;1;0;384453;0;?;178;439
?;1;?;0;389934;0;13543;?;583
0;1;1;0;389934;0;?;1;583
0;1;1;?;389992;?;0;77;337
0;1;?;1;389992;0;0;73;333
0;1;1;1;389992;0;0;76;325
0;1;1;1;?;?;0;76;?
0;1;1;1;389992;0;0;73;?
0;?;1;1;389992;0;?;72;329
0;1;1;1;389992;0;0;?;336
0;1;1;1;389992;0;0;75;331
0;1;?;?;389992;0;0;75;331
?;?;1;1;389992;0;0;75;331
0;1;?;1;389992;0;0;72;338
0;1;1;1;389992;0;0;?;338
0;1;1;1;389992;0;0;74;?
?;1;1;1;389992;0;0;72;331
?;1;1;1;389992;0;0;72;331
0;1;1;1;389992;0;0;?;333
0;1;1;1;?;0;0;72;341
?;1;1;1;389992;0;0;71;335
0;1;?;1;?;0;0;72;338
0;?;1;1;389992;0;0;72;338
0;1;1;1;389992;0;0;72;338
0;1;1;1;389992;0;0;72;338
?;1;1;1;389992;0;0;73;329
0;1;1;1;389992;0;0;73;340
0;1;1;0;386338;0;?;-191;-399
0;?;1;0;386338;?;-74182;-191;?
0;?;1;0;383206;0;-81867;-81;-241
0;1;1;0;377058;0;-81084;-74;-696
0;1;1;0;373056;0;-100456;?;-693
0;1;1;0;373056;0;?;-62;-693
0;1;1;0;366473;0;-68092;-104;-488
0;1;1;0;360470;0;-92191;-28;-347
0;1;?;0;357135;0;?;-250;?
?;1;1;0;350494;0;-81171;-79;-249
0;1;?;0;350494;0;-81171;?;-249
0;1;1;0;350494;0;-81171;-79;-249
1;0;?;0;347188;0;-70876;-53;-158
1;0;1;0;340315;?;-94221;-75;-765
1;0;1;0;?;0;-90132;-14;252
1;0;1;?;330716;?;-97788;-111;-405
1;0;1;0;330716;0;-97788;-111;-405
1;0;1;0;324307;0;-83578;-63;-167
1;0;1;0;321030;0;-94076;-5;?
1;?;?;0;315027;0;-71659;-37;-237
1;0;1;0;315027;0;?;-37;-237
?;0;1;0;311924;0;?;-32;-730
1;0;1;0;305109;?;-81896;-165;-145
1;0;1;0;301687;0;-71891;19;64
1;?;1;0;295191;0;-75951;?;150
1;0;1;0;295191;0;?;-50;150
1;0;1;0;?;0;-75951;-50;150
1;0;1;0;291276;0;-91727;-91;-25
1;0;1;0;285186;?;-65279;20;?
1;?;?;?;279038;0;-83868;-19;157
?;0;?;0;275355;0;-58696;-74;-94
1;0;1;0;275355;0;?;-74;-94
1;0;1;0;268859;?;-74472;-121;?
1;0;1;?;265843;0;-72094;-95;-31
1;0;1;0;260188;?;-36453;132;276
1;0;?;0;260188;0;-36453;132;276
1;0;1;0;?;0;0;?;21
1;0;?;0;260014;0;0;6;16
1;0;0;0;260014;0;0;2;20
1;0;0;?;260014;0;0;6;17
1;0;0;0;260014;0;0;6;17
1;0;0;0;260014;0;0;6;17
1;0;0;0;260014;0;0;3;17
1;0;0;0;260014;0;0;4;?
1;0;0;0;260014;0;0;?;33
1;0;0;0;260014;0;0;6;30
1;0;?;0;260014;0;?;6;30
1;0;0;0;260014;0;0;3;23
1;0;0;0;260014;0;0;?;11
1;0;0;0;260014;0;0;3;19
1;?;0;0;260014;0;0;3;19
1;0;0;0;260014;0;0;7;21
1;0;0;0;260014;0;0;7;16
1;0;0;0;260014;0;0;4;14
1;0;0;0;260014;0;0;4;14
1;0;0;0;260014;0;0;4;4
1;0;?;0;260014;0;0;4;4
1;0;0;0;?;0;?;4;8
1;0;0;?;260014;?;0;4;9
1;0;0;0;260014;?;0;1;10
1;?;0;0;260014;0;0;1;10
1;0;0;0;?;0;0;6;32
1;0;0;0;260014;0;0;4;17
1;0;0;0;260014;0;0;3;26
1;0;0;0;260014;?;0;5;21
1;0;0;0;?;0;?;5;21
1;0;0;0;260014;0;?;3;8
1;0;?;0;260014;0;0;3;18
?;0;0;0;260014;0;0;3;18
1;0;0;0;260014;0;0;?;10
?;0;0;0;260014;0;0;?;?
1;0;?;0;260014;?;0;3;21
1;0;0;0;260014;0;0;?;19
1;0;0;0;260014;?;0;6;13
1;0;0;0;260014;0;?;3;16
1;0;0;0;260014;0;0;?;16
1;0;0;0;260014;0;0;4;13
1;0;0;?;260014;0;0;2;12
1;0;0;0;260014;?;0;5;13
1;0;0;0;260014;?;0;4;17
1;0;0;0;260014;0;0;4;17
1;0;0;?;260014;0;0;3;17
?;0;0;0;260014;0;0;6;?
1;0;?;0;260014;0;0;3;26
1;?;0;?;260014;?;?;3;26
1;0;0;0;260014;0;0;3;23
?;0;0;0;260014;0;0;3;23
1;0;0;?;260014;?;0;5;17
1;0;0;?;260014;0;?;7;21
1;0;0;0;260014;0;0;?;17
1;0;0;0;260014;0;0;3;17
1;0;0;0;260014;0;0;5;8
1;0;?;0;260014;0;0;6;25
1;0;0;0;260014;0;0;5;8
1;0;0;0;260014;0;0;?;22
1;0;0;0;260014;0;0;6;22
1;0;0;0;260014;0;?;?;10
1;0;?;0;260014;0;0;4;31
1;?;0;0;260014;0;?;4;31
1;0;0;0;260014;0;0;7;7
1;0;0;0;260014;0;0;7;7
1;0;0;0;260014;0;0;?;21
1;0;0;0;260014;0;0;0;21
1;0;0;0;260014;?;0;?;13
?;?;0;0;260014;0;0;5;17
1;0;0;?;260014;0;0;2;8
1;0;0;0;260014;0;0;?;8
1;?;0;0;260014;0;0;6;35
1;?;0;0;?;0;0;2;?
1;0;0;0;260014;0;0;3;18
1;0;0;0;260014;0;0;3;18
1;?;0;0;260014;0;0;5;27
1;0;0;?;260014;0;?;3;35
1;0;0;0;260014;0;0;3;35
1;0;0;0;260014;0;0;3;19
1;0;0;?;260014;0;?;5;18
?;0;0;?;260014;0;?;5;18
1;0;0;0;260014;0;0;3;19
1;0;0;0;260014;0;0;1;21
1;0;0;0;260014;0;0;6;19
1;0;0;?;260014;?;0;1;21
?;?;0;0;260014;0;0;8;?
?;0;0;0;260014;0;0;8;20
1;0;0;0;260014;0;0;1;12
1;0;0;0;260014;0;0;3;?
1;0;0;0;260014;0;0;3;8
1;0;0;0;260014;0;0;3;8
1;?;0;0;260014;0;0;3;8
1;0;0;0;260014;0;0;5;32
1;0;0;0;260014;0;0;?;22
1;?;0;0;260014;0;?;2;13
1;?;0;0;260014;0;0;1;18
1;0;0;0;260014;0;0;3;12
?;0;0;0;260014;0;0;3;?
1;0;0;0;260014;0;0;3;17
1;0;0;0;260014;0;0;5;24
1;0;0;0;260014;0;0;1;?
1;0;0;0;260014;0;0;?;21
1;0;0;0;260014;0;0;3;28
1;0;0;0;260014;0;0;?;30
1;0;?;0;260014;?;0;2;?
1;0;0;0;260014;0;0;2;28
1;0;?;0;260014;0;0;2;28
1;0;0;0;?;0;0;1;17
1;0;0;?;260014;0;0;3;30
1;0;?;0;260014;0;0;4;17
1;0;0;0;260014;0;0;6;14
1;0;0;0;260014;0;0;6;14
?;0;0;0;260014;0;0;2;?
1;0;0;0;260014;0;0;6;19
1;0;0;0;260014;0;0;2;13
1;0;0;0;260014;0;0;1;15
1;0;0;0;260014;0;0;1;15
1;0;0;0;260014;0;0;7;28
1;0;?;0;?;0;0;1;24
1;0;0;0;260014;0;0;3;26
1;0;0;0;?;?;?;3;26
1;0;0;0;?;0;0;3;26
1;0;0;?;?;0;0;5;19
1;0;0;?;260014;0;0;3;30
1;0;0;?;260014;0;0;1;14
1;0;0;0;260014;0;0;2;14
?;0;0;0;260014;0;0;2;14
1;?;0;0;259927;0;0;?;-306
1;0;0;0;254736;?;-90248;17;-473
1;0;0;0;251314;0;-79489;-30;173
1;0;0;0;244412;0;-75893;-119;-165
1;?;?;0;244412;0;-75893;-119;-165
1;0;0;0;241309;0;-85028;-141;255
1;0;0;0;235132;0;-85521;-75;-307
1;0;0;0;232174;0;-68556;-127;?
?;0;0;0;224982;0;-85492;-57;-656
1;0;0;0;224982;0;-85492;-57;-656
1;0;0;0;224982;0;?;-57;-656
1;0;0;0;221531;0;-80417;-3;?
1;0;0;0;215702;0;-75255;28;-474
1;0;?;0;209061;0;-65685;-109;-64
1;0;0;?;205784;0;-82128;38;-408
1;0;0;0;?;?;-82128;38;-408
1;0;0;0;199868;?;-78503;-90;-678
1;0;0;0;196011;0;?;22;-437
1;0;?;?;?;0;-70760;?;?
1;0;0;0;189544;0;-70760;-196;-315
?;0;0;0;183628;0;-84564;-129;-252
1;0;0;0;183628;0;-84564;-129;-252
1;0;0;0;179771;0;-68904;-28;-427
1;0;0;0;173217;0;-97556;?;-355
1;0;?;0;170027;0;-80417;?;55
1;0;0;?;170027;0;-80417;-122;?
?;0;0;?;163299;0;-88624;-64;-681
1;0;0;0;160341;0;?;-54;-13
1;0;0;?;153613;0;-77633;-88;-283
1;0;?;0;153613;0;-77633;-88;-283
1;0;0;0;?;0;-66613;-196;-170
1;0;0;0;143840;0;?;-22;-99
1;0;0;0;137460;?;-66758;-130;?
1;0;0;0;134560;0;-75893;-54;-266
?;0;0;0;?;?;-75893;-54;-266
1;0;0;0;127687;0;-102776;-164;-133
1;0;0;0;?;0;-102776;-164;?
1;0;0;0;121771;0;-79373;-189;149
1;0;0;0;118813;0;-89697;-63;?
1;0;0;0;111940;0;-73660;-58;-129
1;0;0;0;111940;0;-73660;-58;-129
1;0;?;0;108315;0;-65888;?;-756
1;0;0;0;102341;0;-64235;-198;-816
1;0;0;0;98803;0;-67280;-180;-498
1;0;0;0;91843;0;-67570;-177;-337
1;0;0;0;?;0;-67570;-177;-337
1;0;0;0;88653;0;?;36;-1061
1;0;0;0;82244;0;-84680;-228;-745
1;0;0;0;78648;?;-68730;-86;?
1;0;0;0;?;0;-86391;-181;-907
1;0;0;0;72471;0;-86391;-181;-907
1;?;0;0;72471;0;-86391;-181;-907
1;0;0;0;66323;0;-75284;-84;-362
1;0;0;0;?;0;-81635;-187;-319
1;0;0;0;56173;0;-86884;-210;?
1;0;0;0;56173;0;-86884;-210;-693
1;0;0;0;52954;0;-54839;-46;-870
?;0;0;0;46400;0;-89204;-239;-235
1;0;0;0;40397;0;-80330;-176;-310
?;0;0;0;40397;0;-80330;-176;-310
1;0;0;?;37265;0;-74704;-191;-385
1;0;?;0;31030;0;?;-97;?
1;0;0;0;27347;0;-81432;-92;-146
1;0;0;0;24070;0;-26274;-63;-790
1;0;0;0;22011;0;-1566;?;-723
1;0;?;0;22011;0;-1566;-34;-723
1;0;0;0;22011;?;0;-32;-161
1;0;0;0;22011;0;0;-32;?
1;?;?;?;22011;1;0;-35;-155
1;0;0;0;22011;?;0;-35;-169
1;0;0;0;22011;1;0;-35;-154
?;0;0;0;22011;1;0;-33;-157
1;?;0;0;22011;1;0;?;-157
1;0;0;?;22011;1;0;-35;-161
1;0;0;0;22011;1;0;-34;-162
1;0;0;0;22011;1;0;-35;-164
1;0;0;0;22011;?;0;-34;?
1;0;0;0;22011;1;0;-34;-167
1;0;0;0;?;1;0;-34;-167
1;0;0;0;22011;1;0;-33;-177
1;0;0;0;22011;1;0;-32;-151
1;0;?;0;22011;1;?;-34;-161
1;0;0;0;22011;1;?;-33;-157
1;0;?;?;22011;1;?;-33;-157
1;0;0;0;22011;1;0;-32;-162
1;0;0;?;22011;1;0;-32;-162
?;0;0;0;22011;1;?;-36;-154
1;0;0;0;22011;1;0;-32;?
1;?;0;0;22011;1;0;-33;-157
1;0;?;?;22011;1;0;-33;-157
1;?;0;0;22011;1;0;180;-169
1;0;0;0;23374;0;79083;214;?
1;0;0;0;30305;0;73515;208;24
1;0;0;0;30305;0;73515;208;24
1;0;0;0;30305;0;73515;208;24
?;0;0;0;36801;0;88334;238;885
1;0;0;0;39672;0;96802;164;729
1;0;0;0;46632;0;98658;34;723
1;0;0;0;49764;0;94975;-12;992
1;0;0;0;49764;0;94975;-12;992
1;0;0;0;55854;0;100282;88;579
?;0;0;0;62727;?;66700;149;63
?;0;0;0;66149;0;90219;36;-97
1;0;0;0;66149;0;90219;36;-97
1;0;0;0;72094;0;87261;-31;-149
1;0;0;0;75197;0;?;22;54
1;0;0;0;81751;0;70093;157;1014
1;0;0;0;81751;0;?;157;1014
1;0;0;0;81751;0;70093;157;1014
1;0;0;0;87928;?;81142;68;156
1;0;0;0;?;?;54926;2;671
1;0;0;0;97933;0;71108;174;-10
1;0;0;0;101848;0;95236;139;-209
1;0;0;0;101848;0;95236;139;-209
1;0;0;0;107677;?;89958;186;?
1;0;0;0;114405;?;75458;88;-19
1;0;0;?;117450;0;69020;148;-127
1;0;0;0;123598;0;88972;-16;455
1;0;0;0;123598;0;88972;-16;455
1;0;0;0;127455;?;89233;162;-80
?;?;0;0;133458;0;93931;125;216
1;0;0;0;139461;?;70760;180;516
1;0;0;?;143202;0;72761;83;-145
1;0;0;?;143202;0;72761;83;-145
1;0;0;?;143202;?;72761;83;-145
1;?;0;0;?;0;87290;-29;-189
1;0;0;0;152888;0;75458;118;273
1;0;0;0;158978;?;89407;169;91
1;0;0;0;165300;0;76038;2;244
1;0;?;0;165300;0;76038;2;244
1;?;0;?;168403;0;69252;175;216
?;0;0;0;174725;0;81258;97;881
1;0;0;0;178582;0;97933;?;573
1;0;0;0;184904;0;72848;7;121
1;0;0;0;184904;?;72848;7;121
1;0;0;0;187775;0;72355;58;709
1;0;0;0;187775;0;72355;58;709
1;0;0;0;195054;0;90712;136;?
1;0;0;0;198331;0;80098;-30;90
1;?;0;0;204508;0;88624;7;-218
1;0;0;0;207466;0;72732;116;427
1;0;0;0;207466;0;72732;116;427
1;0;0;0;214658;0;85057;170;15
?;0;0;0;217877;0;81026;103;674
?;0;0;0;223793;0;70847;?;418
1;?;0;0;230347;0;89552;140;292
1;0;0;0;230347;0;89552;140;292
1;0;?;0;230347;0;89552;140;?
1;0;0;0;239801;0;92800;100;69
1;0;0;0;239801;0;92800;100;69
1;0;0;0;243455;0;81577;124;545
1;0;0;0;243455;0;81577;124;545
1;0;0;0;249632;0;88769;17;184
1;?;0;0;255867;0;91727;-41;?
1;0;0;0;259782;0;94772;-6;638
1;0;?;0;265785;0;85753;192;-95
?;0;0;0;265785;?;85753;192;-95
1;?;0;0;272020;0;?;-37;82
1;0;0;0;275790;0;84013;45;661
1;0;0;0;282431;0;94424;97;275
?;0;0;0;?;0;87522;-46;373
1;?;0;0;285940;0;87522;-46;373
1;0;0;?;285940;0;87522;-46;373
1;0;0;0;289072;0;83694;110;437
?;0;0;0;296032;0;?;41;-91
?;0;0;0;302354;?;87870;-19;581
1;0;0;0;?;0;87870;-19;581
1;0;0;0;?;0;82940;48;-87
?;0;0;0;311866;0;94047;45;664
1;0;0;0;317956;0;73805;34;292
1;0;0;?;321320;0;?;237;556
1;?;?;0;321320;0;74008;237;556
?;0;?;0;327642;0;56956;-49;339
1;0;0;0;333732;0;74240;-66;346
1;0;0;0;336835;0;74559;53;?
1;0;0;0;336835;0;74559;53;697
1;0;0;0;343969;0;?;-20;687
1;0;0;0;343969;0;89204;-20;687
1;0;0;0;347072;0;85260;?;829
1;?;0;0;?;0;93380;162;262
?;0;0;0;356352;0;72529;109;101
1;0;0;0;356352;?;72529;109;101
?;0;?;0;362935;0;67860;149;?
1;0;0;0;368996;0;98397;229;912
1;0;0;0;372041;0;?;97;821
1;0;0;0;378856;0;87667;233;700
1;0;0;0;378856;0;87667;?;700
1;0;0;0;384772;0;77227;245;506
?;0;0;0;387817;0;69136;161;?
1;0;0;?;?;?;0;260;531
1;0;0;1;389992;0;0;?;348
1;0;0;1;389992;0;0;78;348
1;?;0;1;389992;0;0;78;348
1;0;0;1;389992;0;0;77;362
1;0;0;1;389992;0;0;?;360
1;0;0;1;389992;0;0;78;356
1;0;0;1;389992;0;0;79;347
1;0;0;1;389992;0;0;79;347
1;0;0;1;389992;0;0;81;374
?;0;0;1;389992;?;0;81;?
1;?;0;1;389992;0;0;80;?
1;0;0;1;389992;0;0;80;345
1;0;0;1;389992;?;0;80;352
1;0;0;1;389992;0;0;77;348
1;0;0;1;389992;0;0;77;356
1;0;0;1;389992;?;0;77;356
1;0;0;1;389992;?;0;77;356
1;0;?;1;389992;0;0;79;342
1;0;?;1;389992;0;?;79;342
1;0;0;1;389992;0;0;78;350
1;0;0;1;389992;0;0;?;360
1;0;0;1;?;0;0;77;364
?;0;0;1;389992;0;0;77;?
1;0;0;1;389992;0;?;?;364
1;0;0;1;389992;?;0;-138;?
1;0;0;0;384888;0;-73573;-130;-272
1;0;0;0;381379;0;-69078;-161;-1002
1;0;?;0;381379;?;?;-161;-1002
?;0;0;0;?;0;-75893;-80;?
1;0;0;0;?;0;-91495;-154;86
1;0;0;0;372244;0;?;-154;86
1;0;0;?;365429;0;-81432;-77;-750
1;0;0;0;?;0;-71340;-150;-339
1;0;0;0;359368;?;-71340;-150;-339
1;0;0;0;?;0;-100282;-36;-368
1;0;?;0;349450;0;-63220;-175;-519
1;0;0;0;346173;0;-80156;-95;-792
1;0;0;0;346173;0;-80156;-95;-792
1;?;0;0;340228;0;-71833;-66;-1090
1;0;0;0;333529;0;-82795;-49;-771
1;0;0;0;330397;?;-93148;-210;-651
1;0;0;0;323611;0;-62060;?;-585
1;0;0;0;323611;0;-62060;14;-585
1;0;0;0;?;0;-62060;14;-585
1;0;0;0;319841;0;-61567;?;24
1;0;0;0;313983;0;-79489;-96;-199
1;0;0;0;307516;0;-99557;-224;-942
1;0;0;0;307516;?;-99557;-224;-942
?;0;0;0;303427;0;-66004;41;-219
1;0;0;0;297366;?;-71920;-88;133
1;0;0;0;?;0;-62466;-188;-496
1;0;0;0;287593;0;-68063;-79;20
1;0;0;0;287593;0;-68063;-79;20
1;0;0;0;281677;0;-68527;-143;240
1;0;0;0;278545;0;?;-162;-37
?;0;0;0;272716;0;-90509;-103;-492
1;0;0;0;?;0;-90509;?;-492
1;0;0;0;265669;0;-74095;-5;-495
1;0;0;0;262160;0;-91988;1;?
1;0;0;0;262160;0;-91988;1;-681
1;0;0;0;252068;?;-61132;-82;-464
1;?;?;0;252068;0;-61132;-82;-464
1;0;0;?;252068;0;-61132;?;-464
1;0;0;0;245746;0;-65047;-225;-686
1;0;0;0;242556;0;?;-115;-429
1;?;?;0;?;0;-80852;-5;-884
1;0;0;0;235973;0;-80852;-5;-884
1;0;0;0;229912;0;-97614;69;-270
1;0;0;0;226780;0;-85985;-28;?
1;0;0;0;220226;0;-67309;-83;-688
1;0;0;0;216949;0;-87029;-159;-289
1;0;0;0;?;0;-87029;-159;-289
1;0;?;0;?;0;-82360;-170;30
1;0;0;0;204305;0;-89204;36;?
1;0;0;0;204305;0;-89204;?;?
1;0;?;0;198389;0;?;?;-693
1;0;0;0;198389;0;-72500;-15;-693
1;?;0;0;195344;0;-91930;-61;-302
1;0;?;0;188848;0;-54433;-141;-659
1;0;0;0;182787;0;-86217;?;193
1;0;0;0;?;0;-86217;?;193
1;?;0;0;179655;0;-65772;-54;-684
1;0;0;0;173884;0;-84187;-153;-146
1;?;0;0;167330;0;-79576;?;-84
1;0;0;0;164140;0;-86014;0;99
1;0;0;0;164140;0;-86014;0;99
1;0;?;0;158282;0;-81867;-56;?
1;0;0;0;154367;0;-65134;32;-81
1;0;0;0;154367;0;-65134;32;-81
1;0;0;0;148045;0;-75458;-45;-658
1;0;0;0;?;0;-66932;-133;-657
1;0;0;0;?;0;?;-133;-657
1;0;0;0;140012;0;-5684;-72;-581
1;0;?;0;140012;?;0;-34;-128
1;?;0;0;140012;0;0;-33;?
1;0;0;0;140012;0;0;-33;-144
?;0;0;?;140012;0;0;-32;-140
1;?;?;0;140012;0;0;-33;-138
1;0;0;0;140012;0;0;-32;?
1;0;0;0;140012;?;0;-33;-150
1;0;0;0;140012;0;0;-33;-150
1;?;0;0;140012;0;0;-34;-160
1;0;0;0;140012;0;0;-35;-157
1;0;?;0;140012;0;0;?;-157
?;?;0;0;140012;0;0;-31;-157
1;0;0;0;140012;?;0;-31;-157
1;0;0;0;140012;0;0;-38;-150
1;0;0;0;140012;?;0;-35;?
1;0;0;0;140012;0;0;-31;-172
1;0;0;0;140012;?;0;-34;-146
1;0;0;0;140012;0;0;-34;-146
1;0;0;0;140012;0;0;-35;-151
?;0;0;0;140012;0;0;-33;-148
1;?;0;0;?;0;0;-35;-152
1;?;0;0;140012;0;0;-35;-152
1;0;0;?;?;?;0;-32;-142
1;0;0;0;140012;0;0;-32;-136
1;0;0;0;140012;?;0;-32;-165
1;0;0;0;140012;0;0;?;-165
?;0;0;0;140012;?;0;?;-156
1;0;0;0;140012;0;?;-30;-156
?;?;0;0;140012;0;0;-32;?
1;0;0;0;140012;0;0;-33;-153
?;0;0;0;140012;0;0;-32;-157
1;?;0;0;140012;0;0;-32;-157
1;0;0;0;140012;0;?;-34;-150
1;0;0;0;140012;0;0;-33;-154
1;0;0;0;140012;0;0;-34;-142
1;?;0;0;140012;0;0;-33;-153
1;0;?;0;140012;0;0;-33;-153
1;0;0;0;140012;0;0;-33;-156
1;0;0;0;140012;0;0;-33;-156
